Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588)
0.0027265672092980004,0.003108478013429025,1.0113877951713508e-09,4.4854577953648368e-09,1.0005977845654792e-06,5.1731174429743852e-07,0.003448565122315863,0.0,0.0,3.4086835340367869e-06,2.2849865695982166e-06,0.00011541731030467332,2.0072816804359787e-06,3.1625145881649404e-09,1.3750842896406125e-24,1.4277133106476378e-18,2.7844731852093486e-12,8.1137397077788559e-08,0.00010296485649655231,3.1415253332930276e-12,3.1631465451914375e-18,7.3023535908448593e-08,4.3799633455796688e-18,5.6519562908942825e-14,6.7273894536076659e-05,1.1572601599530427e-08,1.9499493086655158e-06,1.9091583474369336e-10,0.0003035527583509658,1.6268553256847513e-08,4.168222942781723e-11,2.2911598734609053e-10,7.1618558774724424e-12,9.5006993360876669e-09,6.9416313021781626e-07,2.6783796375292452e-11,6.4004586019651068e-11,2.5426138605344425e-06,1.0622436976583006e-06,1.9837475719052989e-14,2.8117286793652945e-13,4.990887698688944e-09,6.1319664931572509e-31,2.4781032190033041e-05,7.1914698951942069e-09,2.3479986092595753e-09,2.5683608967620416e-14,4.6718275184565832e-08,1.2395692574716218e-15,4.0397827100481525e-07,1.4638212968212357e-08,1.9525094414340877e-11,1.2132863104323716e-24,2.3790956421641472e-18,5.5169287122002128e-07,3.0998336156558073e-12,5.761715420987887e-07,2.4038179186309712e-16,6.0574887891245442e-07,8.2126484990390299e-12,1.3244363316107585e-15,1.2320992914886055e-09,9.5870319648556301e-18,6.9391424372868991e-08,8.3475413256073843e-14,3.6833289437031411e-15,3.8376985860384071e-08,3.2015045010700895e-15,0.88168480800000004,0.0,0.0021815093628528102,0.097989105836269602,0.0008945942445287504,3.3640116268704408e-14,9.2190866055560383e-08,8.2574068297409762e-08,1.7366985267817448e-12,6.0257158222733373e-06,2.5436957884724117e-06,3.7283511556067401e-14,1.4580186163267323e-05,2.1425897391981834e-08,0.00019492762165992854,4.9389392833081507e-13,2.5124741825677394e-07,1.2659426563746753e-05,0.0016233576073900477,1.2141935594300636e-07,0.00020197737817590733,1.7809813176258016e-06,5.9346717169398418e-08,6.5889391095666769e-07,3.76360663722035e-10,0.00037209356150079886,1.4328768710747927e-06,1.7395180585546126e-15,0.00213598397422066,4.9113666473918855e-05,2.0342751307042068e-05,4.4666872356064676e-07,0.0015563935284250031,9.0989839556869272e-08,6.3590588889662667e-05,0.0010087599944115047
0.0027305703853571337,0.0031084589680570648,1.013433193457578e-09,4.4794030666395869e-09,9.9617690988390776e-07,5.2068565164362422e-07,0.0034631994166294637,0.0,0.0,3.42801972833037e-06,2.3112071752464594e-06,0.00011690832779430945,2.043396637172977e-06,3.1723383512605862e-09,1.3732738056599538e-24,1.4315537475086527e-18,2.783654633888401e-12,8.1138974807960821e-08,0.0001037211336205516,3.1691845825947942e-12,3.1838188974382604e-18,7.376755064997928e-08,4.393192408947594e-18,5.6289917147658475e-14,6.7545146769597064e-05,1.1584095146557085e-08,1.9747276698275501e-06,1.9104524162528784e-10,0.00030502039621545712,1.6344910343483539e-08,4.2088761050622053e-11,2.2918769968605934e-10,7.1920545306568233e-12,9.5544169547443743e-09,7.0011022564021377e-07,2.7019826707023443e-11,6.3760022377571329e-11,2.5431803310967625e-06,1.0639572754237962e-06,1.9890247438473656e-14,2.8285893000730477e-13,5.0415857501695084e-09,6.1943893971286701e-31,2.503624642314991e-05,7.2010465368017297e-09,2.3876300287760083e-09,2.5956568646993473e-14,4.6760161661865912e-08,1.2401324295608165e-15,4.0786036582839441e-07,1.4867606908512031e-08,1.964440505518602e-11,1.216120067928511e-24,2.3900361399211144e-18,5.5702174454158802e-07,3.1184609392221349e-12,5.7681075412060793e-07,2.4336142906073094e-16,6.1491616310228781e-07,8.1537430078305776e-12,1.3313605633518084e-15,1.2431140605485423e-09,9.6574989357142613e-18,6.9567127307887464e-08,8.371775423425156e-14,3.7227075842982709e-15,3.8703437948074041e-08,3.2291057877355725e-15,0.88168480800000004,0.0,0.0021733969010446744,0.097964663115130843,0.00089404529955792534,3.3781609419876199e-14,9.1881340894363113e-08,8.2666926060753469e-08,1.7434848704776339e-12,6.0314313876680447e-06,2.534627723449335e-06,3.7428962213386858e-14,1.4528477188596313e-05,2.1352754356859236e-08,0.00019418943759276681,4.9569945332984189e-13,2.5032899298156263e-07,1.2619093223178447e-05,0.0016199249985053489,1.2074866335788822e-07,0.00020128553055394116,1.7707406834247833e-06,5.9008771034062741e-08,6.5498274179747606e-07,3.7498489503348574e-10,0.00037448388235250069,1.4275495361631485e-06,1.7291923456149151e-15,0.0021452592064133808,4.8923160396072982e-05,2.0209211854494982e-05,4.4513849509958441e-07,0.0015541576852693959,9.1334048958231397e-08,6.3835159821327221e-05,0.0010123939359342141
0.002734573561416267,0.003108440294889626,1.0153950695247233e-09,4.4729509370761895e-09,9.9172689625603891e-07,5.2405940171261506e-07,0.0034777472639144777,0.0,0.0,3.4473096327887742e-06,2.3375828874973495e-06,0.00011840327858682677,2.0798018463203323e-06,3.1817972593587184e-09,1.3711237075811098e-24,1.4351249262887813e-18,2.7825899510772785e-12,8.1139806850603835e-08,0.00010447514964419241,3.1964116416695495e-12,3.2040146884824112e-18,7.4509170894633992e-08,4.4056060036056675e-18,5.6057835544856775e-14,6.7814163037164347e-05,1.1595367481627356e-08,1.999503482833426e-06,1.9115423534824604e-10,0.00030647794841828199,1.6421263290969241e-08,4.2494746479161721e-11,2.2923696228777515e-10,7.2213434274161392e-12,9.6073462255930202e-09,7.0604038340169558e-07,2.7253007243483544e-11,6.3512753759930805e-11,2.5437367248650918e-06,1.0656862447846207e-06,1.9941793966535176e-14,2.845151058750624e-13,5.0922840250738343e-09,6.2566112246626633e-31,2.5290804487656972e-05,7.2099476486002685e-09,2.4276666296611829e-09,2.6229865446344639e-14,4.6797166273978973e-08,1.2405653323499504e-15,4.1173649683286405e-07,1.5097846456613486e-08,1.976086973192614e-11,1.2186654161503125e-24,2.4003965847816873e-18,5.6233562635911249e-07,3.1366772416950121e-12,5.7739662196732083e-07,2.4633911752915274e-16,6.2412352892088966e-07,8.0945884395284319e-12,1.3381126939069883e-15,1.2541612920708155e-09,9.7275771709669145e-18,6.9738047175130518e-08,8.3950391194606429e-14,3.7617267647878764e-15,3.9026085125470771e-08,3.2563987873513404e-15,0.88168480800000004,0.0,0.0021654130340346255,0.097940434200978227,0.00089349914444655841,3.3926512327606794e-14,9.1566740558501787e-08,8.2752837422855673e-08,1.7504481114021362e-12,6.0366467708790787e-06,2.5254276787419842e-06,3.7578214252036417e-14,1.4475971776659707e-05,2.1278449769698562e-08,0.00019344132934581595,4.9755540758536095e-13,2.4939788170086824e-07,1.2577958373340601e-05,0.0016164931165019304,1.2007705003456248e-07,0.00020058160560597842,1.760494416850719e-06,5.8670571906060942e-08,6.5107192921085321e-07,3.7359012306085992e-10,0.00037686538883885986,1.4221512375148871e-06,1.7188675740474297e-15,0.0021544792194670591,4.8730318312752055e-05,2.0076241959407356e-05,4.4358156084542877e-07,0.0015519080709958922,9.1676104917980003e-08,6.407820571686751e-05,0.0010160038990740877
0.0027385767374754,0.00310842198480099,1.0172734011442782e-09,4.4661063302011707e-09,9.8724847990061291e-07,5.2743284207893663e-07,0.003492208724821721,0.0,0.0,3.4665519357645559e-06,2.3641136948350803e-06,0.00011990199067594029,2.1164932330299277e-06,3.190891298074199e-09,1.3686419548761024e-24,1.4384259490164027e-18,2.7812802728509014e-12,8.1139898843862249e-08,0.00010522686999318272,3.2231973205594916e-12,3.2237291428232404e-18,7.5248294528917688e-08,4.4172031167147427e-18,5.5823369627409333e-14,6.80809521202617e-05,1.1606415975760685e-08,2.024272165516779e-06,1.9124294612841872e-10,0.00030792540871740922,1.6497614400360111e-08,4.2900127874800054e-11,2.2926394330280443e-10,7.2497196582554367e-12,9.6594766399507643e-09,7.1195312632435743e-07,2.7483272161698329e-11,6.3262828951474749e-11,2.5442829754435409e-06,1.0674303521787654e-06,1.9992098597876414e-14,2.8614118715612163e-13,5.1429758359878515e-09,6.3186234148954375e-31,2.5544672261294892e-05,7.2181751641259107e-09,2.4681088107921246e-09,2.6503470001351152e-14,4.6829316075939995e-08,1.2408688717507861e-15,4.1560623741265445e-07,1.5328892547025878e-08,1.9874463392856626e-11,1.2209230263659413e-24,2.4101740392815345e-18,5.6763409444266046e-07,3.154479810060831e-12,5.7792932655170134e-07,2.493141716008619e-16,6.3336970061984265e-07,8.0351641718830379e-12,1.344691476829786e-15,1.2652396758102343e-09,9.79725343573597e-18,6.990418653936889e-08,8.4173330145903159e-14,3.8003734644844731e-15,3.9344849398093211e-08,3.2833768794424981e-15,0.88168480800000004,0.0,0.0021575548815011311,0.097916416346035318,0.00089295579058151634,3.4074794663322239e-14,9.1247175181928538e-08,8.2831839155335845e-08,1.7575865830630777e-12,6.0413648396155671e-06,2.5160986774097896e-06,3.7731231938045306e-14,1.442268912234028e-05,2.1203009196261853e-08,0.00019268355245623928,4.9946128151668891e-13,2.4845438224760175e-07,1.2536040439623853e-05,0.0016130630458254793,1.1940457924675185e-07,0.00019986589789382266,1.7502433565587988e-06,5.8332148498113511e-08,6.4716175432895392e-07,3.7217679394842591e-10,0.00037923796146948496,1.4166836740783364e-06,1.7085444860573173e-15,0.0021636440204003773,4.8535199332208714e-05,1.9943834039189914e-05,4.4199857224979877e-07,0.0015496458454728908,9.2016015043554219e-08,6.4319732070039075e-05,0.0010195899868147228
0.0027465830895936666,0.003108386418634799,1.0207794851456189e-09,4.4512597891112547e-09,9.7820939705149844e-07,5.3417817771954934e-07,0.0035208727522693592,0.0,0.0,3.5048885708597528e-06,2.4176405103515057e-06,0.00012291001205088942,2.1907178520568533e-06,3.2079853766866481e-09,1.3627053273745878e-24,1.4442149369057958e-18,2.7779309588889461e-12,8.1137884902158418e-08,0.00010672328911187494,3.2754093455754684e-12,3.2616965053964479e-18,7.6718654264328863e-08,4.4379465093012584e-18,5.534749207408099e-14,6.8607884525443669e-05,1.1627831369066308e-08,2.073769980708825e-06,1.9136007013855306e-10,0.0003107900394524988,1.6650320233551987e-08,4.3708849285529123e-11,2.2925175994798571e-10,7.3037249158575256e-12,9.7613004468097723e-09,7.2372451029204333e-07,2.7934800503011945e-11,6.2755207600607394e-11,2.5453447713398892e-06,1.0709629465078876e-06,2.0088917955774333e-14,2.8930230598739813e-13,5.2443133853994767e-09,6.4419855417469396e-31,2.6050203445426111e-05,7.2326180956956143e-09,2.5502113298032129e-09,2.7051485444795542e-14,4.6879166366593225e-08,1.2410916721549664e-15,4.2332486904010043e-07,1.5793248138337872e-08,2.0092946029928509e-11,1.2245787580749911e-24,2.4279706278907218e-18,5.7818315531686805e-07,3.1888339311304905e-12,5.7883604249050032e-07,2.5525364377019601e-16,6.5197333679353701e-07,7.91552714297507e-12,1.3573244644779653e-15,1.2874845856694834e-09,9.9353479761570607e-18,7.0222135075683484e-08,8.4590155568278419e-14,3.876498619522359e-15,3.9970426916327657e-08,3.3363626456729965e-15,0.88168480800000004,0.0,0.0021422045896395529,0.097869003183340769,0.00089187753001727433,3.4381372156669593e-14,9.0593588044049166e-08,8.2969266951586981e-08,1.7723823569615576e-12,6.0493209323525325e-06,2.4970658386593505e-06,3.8048417112041637e-14,1.4313868247807677e-05,2.1048821915215954e-08,0.00019114000568170214,5.034207005538272e-13,2.4653140400897043e-07,1.2449928409286916e-05,0.0016062124658776666,1.1805731982944056e-07,0.00019840030140524316,1.7297302355184172e-06,5.7654744521891271e-08,6.3934445356021453e-07,3.6929623967471464e-10,0.00038395584133055867,1.4055475116369141e-06,1.6879063596004922e-15,0.0021818080339867855,4.8138365573766767e-05,1.9680675795932464e-05,4.3875701345894088e-07,0.0015450880125925663,9.268942772366615e-08,6.4798247735814744e-05,0.0010266909415473059
0.0027537888065001064,0.0031083555643947602,1.0236495885339472e-09,4.4366066713524919e-09,9.6998451915088292e-07,5.4024636630273676e-07,0.0035463756352262263,0.0,0.0,3.5392159157881512e-06,2.4663447972597632e-06,0.00012562837514963821,2.2584562837227164e-06,3.2221247109548846e-09,1.3562541274536677e-24,1.4484960033300223e-18,2.7740919572857344e-12,8.1133596561949087e-08,0.00010806188356188415,3.3208047742881558e-12,3.2941793351879593e-18,7.8032459351711205e-08,4.4538234290425858e-18,5.4911568890209682e-14,6.9074597523627307e-05,1.1646315042341255e-08,2.1182483667728665e-06,1.9139754112900877e-10,0.00031333367420337369,1.6787771965924504e-08,4.4434060483154496e-11,2.2916638395971897e-10,7.3491894654080611e-12,9.8501108099746528e-09,7.3425462036826179e-07,2.8330578896395692e-11,6.2289760517394005e-11,2.5462649907315361e-06,1.0741914275250801e-06,2.0171650830098947e-14,2.9204259507530027e-13,5.3354282750041797e-09,6.5522123153117961e-31,2.650249072449565e-05,7.2433362776251015e-09,2.6254939493890405e-09,2.7545459221838778e-14,4.690772763806816e-08,1.2408596071275623e-15,4.3024561852498008e-07,1.6213534950154321e-08,2.0279544767930559e-11,1.2268958079025696e-24,2.4419740037827843e-18,5.8762058305364748e-07,3.2183146244459502e-12,5.7947238043560214e-07,2.6058331576723338e-16,6.6883644126757708e-07,7.8072929468155288e-12,1.3680906150662452e-15,1.3075981047247104e-09,1.0058128951596892e-17,7.0491969656129297e-08,8.4932261453096284e-14,3.9436118715895073e-15,4.0519423704704551e-08,3.3829096201987733e-15,0.88168480800000004,0.0,0.0021287919650757703,0.097827027058589894,0.00089091678132300863,3.4668528498661128e-14,8.9989476485908423e-08,8.3069714810920753e-08,1.7862803288996567e-12,6.0548111098294227e-06,2.4795253363737594e-06,3.8346386743024549e-14,1.4213461302603114e-05,2.0906422926276047e-08,0.00018972027245892851,5.0714958889633548e-13,2.4476131840950654e-07,1.2369931748731816e-05,0.0016000631628662952,1.1684249451397751e-07,0.00019704387720715762,1.7112605526309388e-06,5.704460531467881e-08,6.3231393085086746e-07,3.6664471294006747e-10,0.00038817023848385177,1.3953049705872859e-06,1.669345372755334e-15,0.002197966973277178,4.7774014808431554e-05,1.9445687425210374e-05,4.3575693971688236e-07,0.0015409537052381087,9.3288234756404283e-08,6.522376859098248e-05,0.0010330011538727654
0.002760994523406546,0.0031083257558978104,1.0262499310179119e-09,4.420762093073229e-09,9.6167916786664659e-07,5.4631112701707575e-07,0.0035715997750784575,0.0,0.0,3.5733693806030831e-06,2.5155510602270798e-06,0.00012835626414824523,2.3270551027577172e-06,3.2350875387343058e-09,1.3487828717655721e-24,1.4518965313828583e-18,2.7694809764600814e-12,8.1126994992496867e-08,0.00010939253637620404,3.3646414008798081e-12,3.3250423634607579e-18,7.9336686307314753e-08,4.4670623078541353e-18,5.4468730484928502e-14,6.9534236973333157e-05,1.1664036394533935e-08,2.1626340168820446e-06,1.9137158593704913e-10,0.0003158446112274176,1.6925252799295281e-08,4.5156433236518239e-11,2.2901166225253148e-10,7.3916728558654208e-12,9.9361839043691609e-09,7.4472135480932283e-07,2.8715964882088311e-11,6.1816481232730927e-11,2.5471512207094075e-06,1.0774648328834426e-06,2.0250123626604405e-14,2.9468279384563459e-13,5.4264189118429769e-09,6.6616350245479249e-31,2.6952038477685185e-05,7.2519106035492027e-09,2.7020952215472974e-09,2.803997812193376e-14,4.6921042042924494e-08,1.240224139292284e-15,4.3713929001995972e-07,1.663582861714879e-08,2.0456528737149459e-11,1.2283003561335067e-24,2.4540644894732786e-18,5.9700199980177832e-07,3.2464218819294233e-12,5.799399426171897e-07,2.6589387570604659e-16,6.8580525993175179e-07,7.6985914655174861e-12,1.3782797768407626e-15,1.3277915377308745e-09,1.0179409493848471e-17,7.0746365971636196e-08,8.5243194019662002e-14,4.0093274039841803e-15,4.1054714791742733e-08,3.4283404443919534e-15,0.88168480800000004,0.0,0.0021157453616749617,0.097785695251102908,0.00088996526638566986,3.4966125489427978e-14,8.9370973551591622e-08,8.3148402243334196e-08,1.8007183786310328e-12,6.0587384243059862e-06,2.4616134711832091e-06,3.8655963710870251e-14,1.4110828852587532e-05,2.076073670728187e-08,0.00018827310156728727,5.1103184708293864e-13,2.4295566863323586e-07,1.2287678733930732e-05,0.0015939347126657877,1.1562588790684861e-07,0.00019565375569628653,1.6927886136176342e-06,5.6434193301430597e-08,6.2528994811287734e-07,3.6393991203452361e-10,0.00039235396035297934,1.3848640832314675e-06,1.6508016518130434e-15,0.0022139473184768096,4.740319165818875e-05,1.9212419999124775e-05,4.3268235518621977e-07,0.0015367948932911042,9.3880203382160434e-08,6.5644448259840227e-05,0.0010392355547145743
0.002768200240312986,0.0031082969485811134,1.0285813763991183e-09,4.4037574377214109e-09,9.5329770915148326e-07,5.523715325439929e-07,0.0035965456915585648,0.0,0.0,3.6073419323234368e-06,2.5652589467083912e-06,0.00013109268985614169,2.3964879188668402e-06,3.2468783819745017e-09,1.3403253116378612e-24,1.4544181902876783e-18,2.7641078739073114e-12,8.1118110473591726e-08,0.00011071507265631399,3.4068770716613569e-12,3.3542688074766037e-18,8.0630818636682682e-08,4.4776753837213534e-18,5.401928348463793e-14,6.9986858641434758e-05,1.1680983092380522e-08,2.2069015899520902e-06,1.9128316761466673e-10,0.00031832288880582577,1.7062775528764185e-08,4.5875645507675788e-11,2.2878875389795994e-10,7.4311719668564643e-12,1.0019470020759717e-08,7.5512230207643285e-07,2.909063777226453e-11,6.1335665756490846e-11,2.5480029981265421e-06,1.0807815492754464e-06,2.0324258257854193e-14,2.9722220177896346e-13,5.5172469311402059e-09,6.7702103705568074e-31,2.7398669923812788e-05,7.2583590093162613e-09,2.7800161951888625e-09,2.8534875280398361e-14,4.691931515204646e-08,1.23919181138699e-15,4.4400360728698536e-07,1.7059903209900142e-08,2.0623812524389093e-11,1.2288035048062969e-24,2.4642419664991291e-18,6.0632532912146145e-07,3.2731471370606475e-12,5.8024029883395024e-07,2.7118141550332239e-16,7.0287224149295123e-07,7.5891142997088896e-12,1.3878878743972384e-15,1.3480567698825998e-09,1.0299118987776493e-17,7.0985348638745668e-08,8.5523109116299239e-14,4.0735788912285132e-15,4.1575916725579944e-08,3.4726222005897465e-15,0.88168480800000004,0.0,0.0021030506614955736,0.097744994187466946,0.00088902303631411997,3.5273957792658638e-14,8.873870666170737e-08,8.3205585933628448e-08,1.8156854436878277e-12,6.0611225455383905e-06,2.4433474034893208e-06,3.8976910732382001e-14,1.4006078171138758e-05,2.0611908764770894e-08,0.0001867999143904878,5.1506416291506242e-13,2.4111614268375264e-07,1.2203272176634583e-05,0.0015878320021830285,1.1440787838949853e-07,0.00019423157219496603,1.6743194792057278e-06,5.5823681283321528e-08,6.1827421919912871e-07,3.6118436553444775e-10,0.00039650641134282669,1.3742344643844248e-06,1.6322797214444248e-15,0.0022297492574258168,4.7026228872432454e-05,1.8980843292968771e-05,4.2953687645502072e-07,0.0015326170492438063,9.4465374859567221e-08,6.6060316330046942e-05,0.0010453947028838644
0.0027754059572194256,0.0031082690997459484,1.0306450597566913e-09,4.3856247542246056e-09,9.4484451495991052e-07,5.5842664921266131e-07,0.0036212139561336439,0.0,0.0,3.6411267355643241e-06,2.6154680170866122e-06,0.00013383667003107728,2.4667277051554658e-06,3.257503017107726e-09,1.3309081776995517e-24,1.4560645298323722e-18,2.7579833296161697e-12,8.1106972435358091e-08,0.00011202932502973282,3.4474730334442444e-12,3.3818450000926314e-18,8.1914363482876127e-08,4.4856798061007594e-18,5.356353527029671e-14,7.0432519434634607e-05,1.169714362169098e-08,2.2510262486271293e-06,1.911333019791089e-10,0.00032076856447456147,1.7200352714846344e-08,4.6591380093657143e-11,2.2849886418522412e-10,7.4676913906014734e-12,1.0099922888138101e-08,7.6545515786693926e-07,2.9454295526400988e-11,6.0847612726068245e-11,2.5488198355334051e-06,1.084139932461488e-06,2.0393982188265793e-14,2.9966026135261937e-13,5.6078742386863705e-09,6.8778970367240595e-31,2.7842215051281377e-05,7.2627012212132852e-09,2.8592575637229156e-09,2.902998526445648e-14,4.6902765019397446e-08,1.2377694906953589e-15,4.5083636058938316e-07,1.7485534399779056e-08,2.078132794467519e-11,1.2284183136170545e-24,2.4725111081453742e-18,6.1558859932782549e-07,3.2984838265167327e-12,5.8037515821080911e-07,2.7644205702329558e-16,7.2002983435324927e-07,7.4795366971653704e-12,1.3969117381107921e-15,1.3683855850609888e-09,1.0417188875640695e-17,7.1208946371259929e-08,8.5772195375269159e-14,4.1363029406552618e-15,4.2082666943418686e-08,3.5157237741608918e-15,0.88168480800000004,0.0,0.0020906944257194208,0.097704910901691241,0.0008880901378135503,3.5591812815624354e-14,8.8093297798036444e-08,8.3241533451800041e-08,1.831170120374319e-12,6.0619838958842154e-06,2.424744125895156e-06,3.9308983189898016e-14,1.3899315056756641e-05,2.046008329843024e-08,0.00018530211073535758,5.1924313833627497e-13,2.3924441125103974e-07,1.2116813423301418e-05,0.0015817595568905194,1.1318884483376575e-07,0.00019277893623194842,1.6558582263580825e-06,5.5213242533206351e-08,6.1126846725703558e-07,3.5838057608111098e-10,0.00040062702456287422,1.3634256274116382e-06,1.6137841308583789e-15,0.0022453730218716748,4.6643455170792849e-05,1.8750930738886964e-05,4.2632406304441856e-07,0.0015284253141030703,9.504378991693539e-08,6.6471401946693846e-05,0.0010514791484248472
0.0027826116741258653,0.0031082421693584507,1.0324423891236345e-09,4.3663966027135187e-09,9.363239642494523e-07,5.6447553775305331e-07,0.0036456051922592655,0.0,0.0,3.6747171534684486e-06,2.6661777422227243e-06,0.00013658722980538086,2.5377468212595811e-06,3.26696846131441e-09,1.3205557697970633e-24,1.4568410089972273e-18,2.7511188623720567e-12,8.109360941221435e-08,0.00011333513359901614,3.4863941029514232e-12,3.4077604177444424e-18,8.3186851605085733e-08,4.4910975278417652e-18,5.3101793763743796e-14,7.0871277370119419e-05,1.1712507334398599e-08,2.2949836723825397e-06,1.9092305392066608e-10,0.00032318171463626826,1.7337996675418654e-08,4.7303325308185312e-11,2.2814324201573458e-10,7.5012355825232738e-12,1.0177499767583314e-08,7.7571772459415927e-07,2.9806656553937052e-11,6.0352623165903685e-11,2.549601221416923e-06,1.0875383083223236e-06,2.0459229298235203e-14,3.0199655620287141e-13,5.6982630231003548e-09,6.9846556869133902e-31,2.828251063434623e-05,7.2649587524680085e-09,2.9398196681213304e-09,2.9525144718807613e-14,4.6871621777171396e-08,1.23596434469769e-15,4.5763540716341142e-07,1.7912499608151007e-08,2.0929023930260439e-11,1.2271595831179404e-24,2.4788811787274047e-18,6.2478994219962436e-07,3.3224273877134495e-12,5.8034636640896226e-07,2.8167198352975362e-16,7.3727049157356975e-07,7.3694374133632525e-12,1.4053491066321775e-15,1.3887696708427243e-09,1.053355300841568e-17,7.1417192135402126e-08,8.599067373575029e-14,4.1974395072601487e-15,4.2574625951057909e-08,3.5576157744645279e-15,0.88168480800000004,0.0,0.0020786638805267103,0.097665433020450762,0.00088716661320196934,3.5919470829746835e-14,8.7435363178973041e-08,8.3256523005230395e-08,1.8471606714343289e-12,6.0613436334114887e-06,2.4058204577772089e-06,3.9651929297000318e-14,1.3790643793860853e-05,2.0305403139694515e-08,0.00018378106863876977,5.2356529200080842e-13,2.3734212728502451e-07,1.202840231533139e-05,0.0015757215487889333,1.1196916741273616e-07,0.00019129743133583152,1.6374099564902287e-06,5.460305105588766e-08,6.0427442637629265e-07,3.5553101974180225e-10,0.00040471526166537377,1.3524469789052494e-06,1.5953194581520613e-15,0.0022608188874520549,4.6255195137457344e-05,1.8522659320977903e-05,4.2304741695519494e-07,0.0015242245039350549,9.5615488663868024e-08,6.6877733752210498e-05,0.001057489433168959
0.002789817391032305,0.003108216119152195,1.0339750370281647e-09,4.3461060709854683e-09,9.2774043806822561e-07,5.7051725492492154e-07,0.0036697200762344931,0.0,0.0,3.7081067533941803e-06,2.7173875045914721e-06,0.00013934340262677109,2.6095170600201054e-06,3.2752829468690358e-09,1.3093071583547845e-24,1.4567549271251365e-18,2.7435267764091586e-12,8.1078049072569957e-08,0.00011463234584599518,3.5236085781180304e-12,3.4320075972717208e-18,8.4447837444150336e-08,4.493955272114335e-18,5.2634367289258849e-14,7.1303191514362777e-05,1.172706443228748e-08,2.3387500880696602e-06,1.9065353706538305e-10,0.00032556243373126271,1.7475719468076078e-08,4.8011174942482523e-11,2.2772317949021246e-10,7.5318162955839771e-12,1.0252161452879579e-08,7.8590791066911184e-07,3.0147458839466455e-11,5.9851000184509538e-11,2.5503466199374353e-06,1.0909749753419385e-06,2.0519939478701865e-14,3.0423080901996965e-13,5.7883757917105527e-09,7.0904489709318777e-31,2.8719400296529147e-05,7.2651548461418491e-09,3.0217025029899419e-09,3.0020192174735188e-14,4.6826127074117907e-08,1.2337838382665241e-15,4.6439867250204284e-07,1.8340578338359817e-08,2.1066866293199899e-11,1.225043887787919e-24,2.4833659984764606e-18,6.3392759032942774e-07,3.3449752151611776e-12,5.8015590215615337e-07,2.8686742547393209e-16,7.5458668154441371e-07,7.259297646347413e-12,1.413198610608765e-15,1.4092006306373358e-09,1.0648147537409586e-17,7.1610123530812321e-08,8.6178796787659408e-14,4.2569317237433288e-15,4.30514754185443e-08,3.5982706354556735e-15,0.88168480800000004,0.0,0.0020669468853188148,0.097626548729977544,0.00088625250043520155,3.6256705333478485e-14,8.6765512937393655e-08,8.3250842981835665e-08,1.8636450434731698e-12,6.0592236161514263e-06,2.3865930341548491e-06,4.0005490452542922e-14,1.3680167128355215e-05,2.0148009669731901e-08,0.00018223814386739007,5.2802706363790683e-13,2.3541092485615166e-07,1.1938137167062051e-05,0.0015697218142943917,1.1074922669429806e-07,0.00018978861446959056,1.6189797845291097e-06,5.3993281262167946e-08,5.9729383853919806e-07,3.5263814430318356e-10,0.00040877061254274751,1.3413078145442271e-06,1.5768903022595566e-15,0.0022760871738938043,4.5861769038199597e-05,1.8296009405083228e-05,4.1971038141731751e-07,0.0015200191242460395,9.6180510768971756e-08,6.7279340014479656e-05,0.0010634260917308559
