Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588)
0.0014455045944901503,0.0031300157075877673,5.9723496138352408e-13,3.0487775469337778e-13,3.1529490548159866e-09,1.8644552882384538e-10,2.472109727611115e-06,0.0,0.0,4.4097263919949571e-09,3.1058204596228902e-10,8.1826762773364612e-12,2.2604395135031626e-13,8.4680029215581143e-16,9.4329669709024963e-29,1.113477321135452e-26,5.2964766576143923e-17,1.0707633696164304e-09,5.3229919625670736e-09,1.1740662893282875e-22,-6.3575034657768821e-29,9.4755615460359694e-15,3.0961011264431581e-24,2.1627486166556697e-18,4.2956923091018129e-10,2.6723843430854646e-11,2.8202438845788329e-14,3.0373737484120448e-16,1.6956210617838059e-07,3.6912905135439877e-13,2.8611904534565607e-15,2.4864330363259422e-14,7.5974040713841211e-20,1.10830626418058e-14,1.0081984997952007e-12,5.285232762375599e-21,2.4437044490150482e-15,4.0539457572062164e-08,8.207455873651639e-09,3.2332470039368965e-17,1.3974512809796666e-17,4.1406187000948717e-13,6.4102614426458392e-37,2.8747668829614111e-12,1.3960889772866356e-14,1.5484520953472136e-14,1.9950162133875347e-19,7.6719352315691586e-14,2.16948582751999e-21,1.5750075229773067e-13,9.5804898647471707e-19,6.5300118257956703e-21,-1.8832232078967719e-35,2.5206383469227046e-31,9.725927840693293e-15,3.7694904198111885e-19,1.2118303478372653e-12,4.9663467404211985e-24,7.6356272434951866e-15,5.9539128985015477e-18,1.5602229004570803e-24,4.221328504109345e-13,4.5498376510599788e-22,9.8696838525599871e-14,1.3591632283508597e-20,1.4417104526533599e-25,1.3149366390945193e-18,1.1782433278695657e-25,0.88168480800000004,0.0,0.00945073510185984,0.10883829525619476,0.00099994655911269585,4.5122414712185186e-14,1.770906523650828e-10,5.4259377559266516e-11,2.5724407614639695e-12,4.2525082771033161e-09,5.3007108817383389e-09,5.5239451686288772e-14,2.4542773948135277e-08,4.1918014387482819e-11,3.6005801977687313e-07,8.0722173871586529e-13,5.4195520598542223e-10,1.612129634341503e-08,3.2599524554461858e-06,5.6072219295432616e-10,2.8199538775258836e-07,9.0088607562899286e-09,2.93130493099465e-10,3.5882217225701594e-09,8.118276169247327e-13,1.4868572657756307e-07,3.2084408840076842e-09,9.47311301635236e-18,1.4585525913754886e-06,1.1258920559561453e-07,1.5663411396284597e-07,6.2344078640601488e-10,2.5528390899601578e-06,7.0637319454135131e-11,4.6681883851576147e-08,8.1643822959473858e-07
0.0014528999648459517,0.003130013831851475,6.3780662623372883e-13,3.2649884068943624e-13,3.3615347672792144e-09,1.9894425564570946e-10,2.6358959486651963e-06,0.0,0.0,4.7038370540722181e-09,3.307406036630197e-10,9.3025476632654681e-12,2.5689439517392038e-13,9.6306620049340921e-16,1.9182682186314213e-28,1.2546109788076058e-26,6.0172727628933499e-17,1.1409770081643181e-09,5.6818859295960997e-09,1.425173052622643e-22,5.6641103277640208e-28,1.0773758895557067e-14,3.3046546447617838e-24,2.4570625827805824e-18,4.8630080706189278e-10,2.8535917248393715e-11,3.2108330612399466e-14,3.4529176400996829e-16,1.8079632471402385e-07,4.1876319195221311e-13,2.8639845893236504e-15,2.6551225627568746e-14,8.5335099296402061e-20,1.259821904130375e-14,1.0539740985149161e-12,6.4062392000568181e-21,2.7763343528299169e-15,4.3196966412224176e-08,8.7478422817389517e-09,3.4464345706271523e-17,1.398430106011242e-17,4.1443904100106405e-13,6.8911718653567902e-37,3.2687577255099768e-12,1.5870437081183686e-14,1.5635009010613397e-14,2.0217670749817906e-19,8.7214074752745793e-14,2.4662777530294108e-21,1.7905811299838734e-13,1.1614677490607242e-18,7.9163959327342795e-21,-8.2444896103449502e-35,3.2477932869287617e-31,1.0488884089090463e-14,3.8554442361020765e-19,1.3775745953015008e-12,5.3471355304135565e-24,8.680059210374661e-15,6.6810114437483949e-18,1.8908151371789858e-24,4.2234463252690352e-13,4.5881110280162594e-22,1.1220224148648998e-13,1.5462385675370227e-20,1.7473847859998098e-25,1.5584501060833321e-18,1.3956415580352537e-25,0.88168480800000004,0.0,0.0094501213274384727,0.10883751982778553,0.00099994301706922179,4.5128312498008792e-14,1.8881221726126696e-10,5.7852581630911801e-11,2.5727643015157851e-12,4.5340989012670649e-09,5.6515370587263787e-09,5.5246412524627395e-14,2.6167738396483734e-08,4.4692549172420442e-11,3.8389497535397012e-07,8.0731822367751139e-13,5.7782325501215035e-10,1.7189056260475404e-08,3.4758989098580344e-06,5.9781664591402171e-10,3.0067098045918854e-07,9.6047827645730828e-09,3.1252115431026015e-10,3.8255589331624233e-09,8.6555654661007322e-13,1.5854067585164189e-07,3.4207637447164666e-09,1.0099696988217936e-17,1.5552060514068488e-06,1.2004003476061976e-07,1.6699404414151572e-07,6.6472918808580144e-10,2.7219747968253913e-06,7.5318111526134658e-11,4.9775636377442333e-08,8.7054048936950742e-07
0.0014602953352017532,0.0031300118321372747,6.811977424360888e-13,3.4974337301328788e-13,3.5838703109971814e-09,2.1229371847944255e-10,2.8105101074251766e-06,0.0,0.0,5.0178749355062386e-09,3.5225232052162841e-10,1.057596886308396e-11,2.919444878829739e-13,1.0954627739563845e-15,-3.2736435320063069e-28,2.8850365183527887e-26,6.8365713668312575e-17,1.2157360252889327e-09,6.0655828594909749e-09,1.7303785479671136e-22,3.7463666411389994e-27,1.224972936939544e-14,3.5287491784789456e-24,2.7915945726657707e-18,5.5062551501027903e-10,3.0473467760105342e-11,3.6558065215474856e-14,3.9257072645067754e-16,1.9277360538163742e-07,4.7511333257084556e-13,2.867182197470903e-15,2.8355089940021289e-14,9.6042145755311995e-20,1.4320174006870419e-14,1.1054428680569919e-12,7.7663818962154612e-21,3.1540544192911651e-15,4.6026403237799448e-08,9.3235309596377078e-09,3.6735867677533688e-17,1.3995435841637174e-17,4.1487142020358438e-13,7.411596032472415e-37,3.7167370630942227e-12,1.804161888607119e-14,1.5794333913127258e-14,2.0522054345470565e-19,9.9142400119547936e-14,2.8039382615335847e-21,2.0356302758757618e-13,1.4080648361826499e-18,9.5985378767098832e-21,1.1575307646289167e-34,4.2413838383444295e-31,1.1322220895318977e-14,3.9531836194772e-19,1.5659534610930183e-12,5.7600542559885243e-24,9.8686648342382187e-15,7.5113341541048651e-18,2.2917926083450528e-24,4.2258743210627022e-13,4.6292139621269677e-22,1.2755352289582442e-13,1.7594661464198998e-20,2.1184673599656913e-25,1.8505768116174563e-18,1.6563831987350494e-25,0.88168480800000004,0.0,0.0094494669846914951,0.10883669314300279,0.00099993924064317036,4.5133997389874963e-14,2.0130728589354912e-10,6.1683488320132453e-11,2.5730745787382771e-12,4.8343153592576525e-09,6.0255105627540489e-09,5.5253088574348816e-14,2.7899998551701759e-08,4.7650174458107618e-11,4.0930555484163128e-07,8.0741019721112694e-13,6.1605770518829149e-10,1.8327371384707007e-08,3.7061160437909634e-06,6.3735623058988071e-10,3.2058036800444379e-07,1.0239977923545798e-08,3.3318979886528786e-10,4.0785349616848984e-09,9.2283025244313202e-13,1.69047788620177e-07,3.6470916264674748e-09,1.076756834446752e-17,1.6582517489026732e-06,1.2798234034315661e-07,1.7803656249738407e-07,7.0874529611538408e-10,2.9022917572832777e-06,8.0308449925108905e-11,5.3074030585309149e-08,9.2822065551681559e-07
0.0014676907055575547,0.00313000970028805,7.27612028118602e-13,3.7474446996577888e-13,3.8208552398779192e-09,2.2655324577726348e-10,2.9966649518403101e-06,0.0,0.0,5.3532161197299222e-09,3.7521002305114872e-10,1.2024022973502751e-11,3.317636043873948e-13,1.2458407289345688e-15,-6.4205181627522905e-29,2.5283617070671028e-26,7.7651135174239882e-17,1.2953265511537971e-09,6.4758634575721435e-09,2.1004261921542309e-22,8.4346585094316405e-28,1.3927794999394339e-14,3.7560622257688592e-24,3.17069618073115e-18,6.2356317437903515e-10,3.2545504989776606e-11,4.1627959873622069e-14,4.4620820977106372e-16,2.0554291236662109e-07,5.3908221514710572e-13,2.8708426849597877e-15,3.028434767324887e-14,1.0829616996906619e-19,1.6277092722899506e-14,1.1633821309588169e-12,9.4122516649044156e-21,3.5829371068800917e-15,4.9038577254128487e-08,9.9367884147844194e-09,3.9155966611656946e-17,1.4008119114114345e-17,4.1536745765956784e-13,7.9751946688801269e-37,4.2260992113386807e-12,2.0507587447699782e-14,1.5963714131771634e-14,2.0867613866546753e-19,1.1269976554523623e-13,3.1870327175827811e-21,2.3141785382828438e-13,1.7070004803050614e-18,1.1633885308568678e-20,6.9735266880101019e-35,5.4847838732095749e-31,1.2233940250036964e-14,4.0642129255737595e-19,1.7800536267612549e-12,6.2063696889686474e-24,1.1221519833068981e-14,8.4613903825258796e-18,2.7767473516269994e-24,4.2286630100932865e-13,4.6733786699010275e-22,1.4500249810687622e-13,2.0018280730799846e-20,2.567740402041281e-25,2.2017484830857543e-18,1.9697416571269211e-25,0.88168480800000004,0.0,0.0094487694043884872,0.10883581182892718,0.0009999352143765911,4.5139470858597545e-14,2.1462657650249377e-10,6.5767763746273318e-11,2.5733716255406882e-12,5.1543850613446519e-09,6.4241488540299814e-09,5.5259480368049683e-14,2.9746598399247761e-08,5.0802895100887419e-11,4.3639303945018093e-07,8.0749764769305426e-13,6.5681367053553786e-10,1.9540880701672936e-08,3.9515424464221403e-06,6.7950091341488054e-10,3.4180465098279071e-07,1.0917014622659348e-08,3.5522000409055293e-10,4.3481721950429057e-09,9.8388108913582324e-13,1.802500828760713e-07,3.8883421847406524e-09,1.1479426245902152e-17,1.7681107840876794e-06,1.3644832469239868e-07,1.8980628595886059e-07,7.5566841038909965e-10,3.0945259177901882e-06,8.5628720640494508e-11,5.659055010415842e-08,9.8971440515131468e-07
0.0014750860759133561,0.0031300074276134388,7.7726882271875604e-13,4.0164746454933584e-13,4.073447215000337e-09,2.4178647638486848e-10,3.1951197087414745e-06,0.0,0.0,5.7113345552327791e-09,3.9971309930489218e-10,1.3670686249645666e-11,3.7699768905951832e-13,1.4170572224818614e-15,6.6449381461308978e-29,2.8413263693915306e-26,8.8200899772795555e-17,1.3800516936581125e-09,6.91464452075095e-09,2.5501937926178128e-22,1.733486680109026e-27,1.5835596912149218e-14,4.0095939807881499e-24,3.6014440035221161e-18,7.0626992941352624e-10,3.4761719240877226e-11,4.7405143564716877e-14,5.0721929090162247e-16,2.1915640993407128e-07,6.1169239779164765e-13,2.8750372646223127e-15,3.2348071370839279e-14,1.2237254449950554e-19,1.8500931645579487e-14,1.2286749192938842e-12,1.1408952346245446e-20,4.0698639385073193e-15,5.2244934396537264e-08,1.059002123813899e-08,4.1734299759305107e-17,1.4022592920818946e-17,4.1593682926686142e-13,8.5860127440884411e-37,4.8052490872114346e-12,2.3310950322792148e-14,1.6144536702730278e-14,2.1260864831124726e-19,1.2810808234549344e-13,3.6227754631286584e-21,2.6307964252326174e-13,2.0693706564959032e-18,1.4103020422119929e-20,-3.1854762154207677e-35,7.0713308926526418e-31,1.3233171863812906e-14,4.1904544122325217e-19,2.0233758347475345e-12,6.6926818838200723e-24,1.2761519705513171e-14,9.5505493609872701e-18,3.364882675223051e-24,4.2318703386072594e-13,4.7208649607915491e-22,1.648351817626364e-13,2.2781030862101534e-20,3.113231452403987e-25,2.6247765517428455e-18,2.3471473533460733e-25,0.88168480800000004,0.0,0.0094480257434008865,0.10883487229284099,0.0009999309217994651,4.5144734714395349e-14,2.288241003289259e-10,7.0122102308907147e-11,2.5736554526123135e-12,5.4956156399585112e-09,6.8490674929329442e-09,5.5265588571626118e-14,3.1715040849890852e-08,5.4163496049810734e-11,4.6526740231485896e-07,8.0758055412182776e-13,7.0025628747485306e-10,2.0834526396982692e-08,4.2131778051830214e-06,7.2442097118508227e-10,3.644302018336182e-07,1.1638626412477013e-08,3.787007436989787e-10,4.6355587585757124e-09,1.0489564246209782e-12,1.9219339402232149e-07,4.1454921909562679e-09,1.2238143406138514e-17,1.8852317621341431e-06,1.4547226983674464e-07,2.0235069815596516e-07,8.0568948668369896e-10,3.2994612068318418e-06,9.1300646594252739e-11,6.0339563982689389e-08,1.0552728013947265e-06
0.0014817419092335775,0.003130005254167836,8.249273276498256e-13,4.276171899463138e-13,4.314965089037849e-09,2.5638523606133921e-10,3.3849127318041914e-06,0.0,0.0,6.0544185248409537e-09,4.2317498158240355e-10,1.5344960228767102e-11,4.2294189952514027e-13,1.5912982295784487e-15,-1.4387602329053309e-28,3.9595829938230248e-26,9.8913539135817194e-17,1.4609592200873973e-09,7.3356183303490253e-09,3.0370971330942072e-22,3.664512126294045e-27,1.7774925135855211e-14,4.2522291156262169e-24,4.0388308772321418e-18,7.9013838502161109e-10,3.6888194737496501e-11,5.329130830912353e-14,5.692409904634956e-16,2.3217619653303423e-07,6.8538402156585675e-13,2.8793350614475369e-15,3.4328455292207772e-14,1.3684076677809557e-19,2.0760505839577784e-14,1.2945521198579466e-12,1.3566341444801426e-20,4.5641495823187122e-15,5.5306680732686415e-08,1.1214217935860718e-08,4.4198475173587615e-17,1.403737267980013e-17,4.1652109546805651e-13,9.1798101879572859e-37,5.3940238091972854e-12,2.6160016304374265e-14,1.631836114246978e-14,2.1660925118388074e-19,1.4376577717829587e-13,4.0657234153192494e-21,2.9525794461544425e-13,2.4607976496709806e-18,1.6770644545834419e-20,6.3954929767693105e-35,8.9365159701011331e-31,1.4215911765721667e-14,4.3187823332805095e-19,2.2706273373251608e-12,7.1669069122996246e-24,1.432904397463395e-14,1.0668452523481928e-17,4.0000583213215365e-24,4.235169612907032e-13,4.7666730031128926e-22,1.8499030782908671e-13,2.5595545308797582e-20,3.7030887844070801e-25,3.0799011842124239e-18,2.7531188566676722e-25,0.88168480800000004,0.0,0.0094473145507319601,0.10883397377288301,0.00099992681630464383,4.5149293791432494e-14,2.4240020559188267e-10,7.4286585674347578e-11,2.5738995856209041e-12,5.8219652142627292e-09,7.2553831843395644e-09,5.5270843116274381e-14,3.3597405966662209e-08,5.7377004478795942e-11,4.9287873317593416e-07,8.0765126069307173e-13,7.4179679437208756e-10,2.2071666826921765e-08,4.4633868540965392e-06,7.6737150498055897e-10,3.8606718448942894e-07,1.232858929319014e-08,4.0115174366252011e-10,4.9103378691012745e-09,1.1111824740246274e-12,2.0361624128221562e-07,4.3913792911186283e-09,1.29635761607614e-17,1.9972439422530105e-06,1.5410099037383672e-07,2.1434472427764738e-07,8.5352502185632171e-10,3.495451450626652e-06,9.6725137229916417e-11,6.3925088639328266e-08,1.1179713222607873e-06
0.0014883977425537989,0.00313000295200582,8.7558854983714344e-13,4.5538182930493282e-13,4.5707375235079824e-09,2.7188118091957201e-10,3.5859489582365291e-06,0.0,0.0,6.4184588730929767e-09,4.4805756696858611e-10,1.7224620673633826e-11,4.7446679025940986e-13,1.7868826378180583e-15,4.2223225825471735e-29,4.1103013984212313e-26,1.1091069779542407e-16,1.5465321953259319e-09,7.7829630593316544e-09,3.6168531666305149e-22,2.2310475243280581e-27,1.9951598687917184e-14,4.5024626913521547e-24,4.5286377514594e-18,8.8405552019499505e-10,3.914806148860013e-11,5.9913133536737354e-14,6.3877722585970545e-16,2.4596776030976492e-07,7.6796127871596524e-13,2.8841958256052052e-15,3.6433313249256909e-14,1.5326964948781171e-19,2.329547561242957e-14,1.3680220411004222e-12,1.6130090706007924e-20,5.11815129777571e-15,5.8544835214121117e-08,1.1874832282968627e-08,4.6806853999539152e-17,1.4054043055594641e-17,4.1718291981749689e-13,9.8190666505105721e-37,6.0549174165337357e-12,2.9355704135527368e-14,1.6504032757971979e-14,2.2109911577971542e-19,1.613337924888015e-13,4.5623473867788356e-21,3.3136681802853767e-13,2.9262266617124219e-18,1.9940344124572447e-20,-2.2796878128473073e-36,1.1264629161268998e-30,1.5286653954956317e-14,4.4627589130232976e-19,2.5480359081802655e-12,7.6782909766144229e-24,1.6090852215916596e-14,1.1936753381188072e-17,4.7544883961687358e-24,4.2389168949507809e-13,4.8156203721328404e-22,2.0760613615028671e-13,2.8757907779362807e-20,4.4046254605485081e-25,3.6199875663589254e-18,3.2347928026683123e-25,0.88168480800000004,0.0,0.0094465612388230785,0.10883302203512965,0.00099992246731428849,4.5153684352633826e-14,2.5677867692283842e-10,7.8697975751490185e-11,2.5741329777055835e-12,6.1676606405491153e-09,7.6857080136474988e-09,5.5275866985874851e-14,3.5591107013792398e-08,6.0780434717146295e-11,5.2212277375055787e-07,8.0771823580168401e-13,7.8579172082399684e-10,2.3382048529922241e-08,4.7284106263391466e-06,8.1285685902754672e-10,4.0898480276920989e-07,1.3059261490754664e-08,4.2492749588853778e-10,5.201326260701901e-09,1.1770851477348309e-12,2.1571663637794179e-07,4.6517906699004248e-09,1.3731802355622037e-17,2.115894891886631e-06,1.6323941444339556e-07,2.2704620480307157e-07,9.0419182351743842e-10,3.7030515093880901e-06,1.0247109791919935e-10,6.7723164977194028e-08,1.1843856326182125e-06
0.0014950535758740202,0.003130000513549364,9.2945038663458699e-13,4.8507802670247892e-13,4.8415979750070634e-09,2.8833107001456529e-10,3.7988908178358354e-06,0.0,0.0,6.804763899175638e-09,4.7444899867256024e-10,1.9334907481021525e-11,5.3224699022235414e-13,2.0066136005812444e-15,3.9853634642750683e-28,4.1817388935648105e-26,1.2435721676180055e-16,1.6370301627546932e-09,8.2584073278848286e-09,4.3077107571386273e-22,2.4772164695191863e-27,2.2394645339253927e-14,4.7748172470990993e-24,5.0776337763776659e-18,9.8922628448998235e-10,4.1550043153850547e-11,6.7363485314241353e-14,7.1680931274366428e-16,2.6057663483239351e-07,8.6048663080580278e-13,2.8896950561857196e-15,3.8670827730195715e-14,1.7196696342717426e-19,2.6139287484214728e-14,1.4500108102265448e-12,1.9179090859263778e-20,5.7390250631139493e-15,6.1969193355718424e-08,1.2573942304538999e-08,4.956776144850319e-17,1.4072860166974166e-17,4.1793269876541482e-13,1.0507723742099722e-36,6.7967621712378237e-12,3.2941233224282693e-14,1.6703016014870972e-14,2.2614252494830535e-19,1.8104453330474319e-13,5.1196403837632347e-21,3.7188557467254524e-13,3.4796550659523197e-18,2.3709557413252751e-20,-2.6308537417284777e-34,1.415803354479031e-30,1.6455211580786438e-14,4.6243393051291552e-19,2.8592679267093294e-12,8.2324806540806347e-24,1.807126560397451e-14,1.337785506670099e-17,5.6513145442890944e-24,4.2431746457136239e-13,4.8679528701882312e-22,2.3298250206295761e-13,3.2315050508956237e-20,5.2397753441979784e-25,4.2620268689638404e-18,3.8073079917909076e-25,0.88168480800000004,0.0,0.0094457633274996969,0.10883201394533018,0.00099991786044679402,4.5157906993286079e-14,2.7200656372103197e-10,8.3370845861701815e-11,2.5743555882891616e-12,6.5338433588006728e-09,8.1414491908287284e-09,5.5280659609827516e-14,3.7702683126268867e-08,6.4384923665390851e-11,5.5309536040108826e-07,8.0778144578377655e-13,8.3238489899157107e-10,2.4769981546855641e-08,5.0091210469076826e-06,8.6102522324674344e-10,4.3325837349938535e-07,1.3833021615828534e-08,4.5010542089316928e-10,5.5094706294437935e-09,1.2468799007274754e-12,2.2853460530575488e-07,4.9275769539248061e-09,1.4545321322986469e-17,2.2415761469148158e-06,1.7291739634404455e-07,2.4049644859620838e-07,9.5785640544331137e-10,3.9229453356999321e-06,1.0855748574707417e-10,7.1746334984833369e-08,1.2547348470783403e-06
0.0015017094091942416,0.0031299979307757926,9.8672476358741957e-13,5.1685407438011436e-13,5.1284277815054736e-09,3.0579542231649685e-10,4.0244392925561065e-06,0.0,0.0,7.2147261229108557e-09,5.0244307938598501e-10,2.1704155165894511e-11,5.9703775644429845e-13,2.2536973868138164e-15,-2.9115543150733102e-28,6.9315867570023219e-26,1.3944083927736064e-16,1.7327259650457056e-09,8.7638012958563986e-09,5.1314969105093153e-22,8.1658243127511811e-27,2.513662882440307e-14,5.0699390518616953e-24,5.693468177206633e-18,1.1069987454986579e-09,4.4103473144734761e-11,7.5747062951633017e-14,8.0445147377794246e-16,2.7605101108922587e-07,9.6414735910669023e-13,2.8959187938537174e-15,4.1049760416736427e-14,1.9328266882772522e-19,2.9329435653918056e-14,1.5415567593364737e-12,2.2807192692586112e-20,6.4347723624909354e-15,6.5590049667853278e-08,1.3313738869905519e-08,5.2489989927197635e-17,1.4094113000073883e-17,4.187821790827142e-13,1.1250107524125349e-36,7.6294676788979377e-12,3.6965456515143277e-14,1.6916956584547172e-14,2.3181293926188104e-19,2.0315856781999246e-13,5.7455295783312619e-21,4.1735157202045382e-13,4.1377060047692444e-18,2.8194052922249084e-20,9.2149788007691514e-35,1.7929696803661858e-30,1.7732748382280873e-14,4.8057396337448909e-19,3.2084330660783676e-12,8.8340790674232361e-24,2.0297674039020173e-14,1.501774481751286e-17,6.7179328086450071e-24,4.2480134868683209e-13,4.9239360615559208e-22,2.6145550328425883e-13,3.6320187866600793e-20,6.2346067988739612e-25,5.026576706795005e-18,4.4889860672802982e-25,0.88168480800000004,0.0,0.0094449181924239449,0.10883094618698518,0.00099991298047930142,4.5161961950538617e-14,2.8813362825670642e-10,8.8320621402091386e-11,2.5745673613358751e-12,6.9217214332710228e-09,8.6240949321036063e-09,5.5285219719909924e-14,3.9939051587257052e-08,6.8202249980970013e-11,5.8589786346363296e-07,8.0784085019217652e-13,8.8172843617358428e-10,2.6240026176124865e-08,5.3064406691432356e-06,9.1203327120269672e-10,4.5896758042515278e-07,1.4652384281242569e-08,4.7676736912225959e-10,5.8357717693838967e-09,1.3207945838002502e-12,2.4211251634729522e-07,5.2196376566165276e-09,1.5406775217023214e-17,2.3747020765346877e-06,1.8316650641105312e-07,2.5473912338669697e-07,1.0146949360847914e-09,4.1558566751323777e-06,1.1500436325192554e-10,7.6007872961581051e-08,1.3292508543247073e-06
0.001508365242514463,0.003129995195201028,1.0476386027761892e-12,5.5087101481053359e-13,5.4321583881508134e-09,3.2433878282113575e-10,4.263336105603707e-06,0.0,0.0,7.6498278956120107e-09,5.3213965495081904e-10,2.4364174156103945e-11,6.6968449848928154e-13,2.5309434344195962e-15,-1.0698978740304222e-28,7.3958272858958681e-26,1.5631816590480951e-16,1.8339061877782344e-09,9.3011260682549064e-09,6.1124497208898857e-22,5.1304566515255125e-27,2.8214069914759881e-14,5.3632452631038994e-24,6.3824639776094054e-18,1.2388808693666976e-09,4.6818341402509225e-11,8.5181939053934238e-14,9.0264485042083178e-16,2.9244188925688716e-07,1.0802698839673678e-12,2.9029605300285513e-15,4.3579489917425397e-14,2.1759061826707507e-19,3.2907971615282913e-14,1.6438239538668729e-12,2.7117542056924417e-20,7.2143374814375697e-15,6.9418217698483207e-08,1.4096531130221331e-08,5.5582639470658039e-17,1.411811684831697e-17,4.1974463974830623e-13,1.2050968834063223e-36,8.5641505652789475e-12,4.1477867413166356e-14,1.7147703917371246e-14,2.3817596387461629e-19,2.2796807627207185e-13,6.4467946670700601e-21,4.6836721609397471e-13,4.9201215003440944e-18,3.3520712941140362e-20,9.3618106017646301e-35,2.2639533969773512e-30,1.9131922489103654e-14,5.0092147816756529e-19,3.6001437957274371e-12,9.4845210447083416e-24,2.2800929115937415e-14,1.6886573928100926e-17,7.9842751260864967e-24,4.2535132622251055e-13,4.9838558004954579e-22,2.934018629115259e-13,4.0819238933585442e-20,7.4177943976087467e-25,5.93855171749004e-18,5.3019888334466301e-25,0.88168480800000004,0.0,0.0094440230569328831,0.10882981525101185,0.00099990781129941585,4.5165848689670672e-14,3.052124813075623e-10,9.3563623353005002e-11,2.5747682234926093e-12,7.3325733638407986e-09,9.1352189670850002e-09,5.5289545329697887e-14,4.2307526777359688e-08,7.2244866083616165e-11,6.2063749842751183e-07,8.078964031813372e-13,9.3398317941880431e-10,2.7797005635956008e-08,5.6213455341947855e-06,9.6604661194782276e-10,4.8619672162991941e-07,1.5520007584586262e-08,5.0499984104537062e-10,6.1812874734649541e-09,1.3990701395065502e-12,2.5649521460643594e-07,5.528924034858765e-09,1.6318956672663143e-17,2.5157111850968291e-06,1.9402012605322056e-07,2.6982038415211185e-07,1.0748937850250233e-09,4.4025513234246546e-06,1.2183295490516784e-10,8.0521822778296317e-08,1.4081790495004165e-06
0.0015150210758346843,0.0031299922978492633,1.1124348625939421e-12,5.8730382137821949e-13,5.753774517884294e-09,3.4403001879611212e-10,4.5163660860583306e-06,0.0,0.0,8.1116475814520897e-09,5.6364503885965185e-10,2.735069501163399e-11,7.5113381139610165e-13,2.8424634852284914e-15,2.4955978959862872e-28,7.9015915848408141e-26,1.7522847102384415e-16,1.9408718549094223e-09,9.8725042822883898e-09,7.2816990827287713e-22,4.3911577316397098e-27,3.1667949398938044e-14,5.6835361976906391e-24,7.1544763530081054e-18,1.3865600369219952e-09,4.9705331201346749e-11,9.5801379510907233e-14,1.0128253715207295e-15,3.0980324284238728e-07,1.2103363617453281e-12,2.9109297042632483e-15,4.6270063454771934e-14,2.4537994270711592e-19,3.6921963584832049e-14,1.7581180104633021e-12,3.224351818516639e-20,8.0877188387706366e-15,7.3465050090622281e-08,1.4924752234553164e-08,5.8855525915723804e-17,1.4145242247914893e-17,4.2083509134307804e-13,1.2915530893947348e-36,9.6132887308313137e-12,4.6540188264063634e-14,1.7397337720550899e-14,2.4532581504848629e-19,2.5580045594000012e-13,7.233654562499546e-21,5.2560813819769075e-13,5.8503790431324225e-18,3.9854104275486802e-20,-1.5920886121338335e-34,2.851833155920419e-30,2.0667148054805298e-14,5.2375579604190765e-19,4.0395630697611352e-12,1.0193158081517219e-23,2.5615809312771459e-14,1.9019303482948521e-17,9.4893930893787585e-24,4.2597642993733008e-13,5.0480329100485401e-22,3.2924404358079641e-13,4.588191419104117e-20,8.8266898453756158e-25,7.0282403454473532e-18,6.2732985116995647e-25,0.88168480800000004,0.0,0.0094430749832237898,0.10882861742460695,0.00099990233585295937,4.5169567332655103e-14,3.2329877053356666e-10,9.9117129462304517e-11,2.5749580828157326e-12,7.7677521939644064e-09,9.6764853474048616e-09,5.5293635044693949e-14,4.4815847515212783e-08,7.6525944364750039e-11,6.5742765430792315e-07,8.0794805106129624e-13,9.893192016710984e-10,2.9446024309052645e-08,5.9548682584186615e-06,1.0232403180434942e-09,5.1503497190204758e-07,1.6438701020944805e-08,5.3489429177195217e-10,6.5471357600793406e-09,1.4819613305188707e-12,2.7173016764778526e-07,5.856441665368559e-09,1.7284817322871686e-17,2.6650675196603873e-06,2.0551354983786199e-07,2.8578901097371173e-07,1.1386501044276621e-09,4.6638395652689147e-06,1.2906572839924561e-10,8.530305245179935e-08,1.4917791117021918e-06
