Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926)
5.24287e-10,0.0027130575094211416,4.1061617398506197e-25,3.5832871734797499e-29,1.3669058120235166e-26,2.1463855048415772e-28,1.7595009503938013e-30,0.0,0.0,6.2259618133732946e-20,3.9601969675760553e-27,1.4634148255222929e-34,5.2023143141272391e-36,8.8226794963675941e-39,7.89969399374417e-54,2.7022179081343486e-46,2.1571394615154565e-34,5.3600947130732646e-20,1.3654572595177696e-26,1.9261376699394888e-70,6.0223686351813238e-71,4.1138886716199905e-45,1.2561842066401438e-43,1.1732059712617892e-34,3.2362725833233065e-35,2.0104756206235031e-29,3.5525298528793947e-45,1.3040531624053689e-41,1.6355928949298407e-23,2.2388188005677043e-27,1.5940996870290574e-20,1.9005095717945826e-34,5.13386391211516e-44,1.2334976196410466e-43,5.0046175052848734e-31,1.2113112218481591e-54,4.2868443188315335e-47,5.3882942310200976e-22,1.3296960364448503e-28,1.7335628806699961e-32,8.3857788010879722e-34,4.6219980760607366e-22,4.8890867207766091e-57,1.3928536258780953e-41,3.3403577382748138e-39,5.6109454205150027e-33,6.5970264091799222e-31,3.7384041930908478e-43,1.1377039099361736e-46,1.9699668507831936e-44,1.7034761874573207e-64,2.7343139301090079e-61,5.8099733578235333e-99,1.9544772343398486e-87,6.3148018914674735e-40,1.5972689753340701e-37,1.1140988556840901e-40,5.6690458838563598e-52,1.1295226558397155e-38,1.1211769891967954e-45,8.2763776578140055e-59,1.5773588445454868e-27,2.1899863037135556e-32,2.9434842640441419e-37,1.1639990377927274e-38,1.1391948981768622e-58,2.1529942067880422e-63,1.3021667320593019e-56,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,1.6659623335304569e-20,1.6196942328684866e-20,1.6716902077546125e-20,2.278109130667445e-22,1.707812906598726e-22,2.2149157141906659e-22,1.6194763798041681e-26,3.2219290112556735e-21,6.5022225417797647e-27,3.4547368469459069e-22,1.3734681631910059e-27,5.5127289856770004e-28,2.731949152139827e-21,3.9075181909336727e-27,1.365974543783815e-21,2.9296818068188501e-22,1.4641754599964822e-22,6.1357613402267763e-26,5.2184874582700164e-27,9.1621866285839088e-32,1.8131152632507222e-32
9.999999999999999e-10,0.0027130575094211416,7.6936275621942527e-25,1.3184556779248425e-28,5.0453401327957651e-26,7.8650098918219021e-28,1.2833092754243955e-29,0.0,0.0,1.1877808029058822e-19,1.4743040989108086e-26,3.2761855834903181e-34,2.1712177155803481e-35,6.2115546896158192e-38,2.4420455460517976e-53,9.4109106001267032e-46,4.4529427398732556e-34,1.0127475887723041e-19,5.0404075316593697e-26,6.7058219543005237e-69,1.0106898310690246e-69,4.3384190283013179e-44,7.5388583117568523e-43,1.243428250456266e-34,2.3601608150784098e-34,7.4199709688180289e-29,4.7536460474392716e-44,8.5829383426411735e-41,5.9461277467817355e-23,8.134351646515183e-27,2.9580680528027295e-20,1.3099355728759262e-33,7.2487173541179623e-43,1.9408434480180049e-42,3.6724987814717035e-30,2.3969007265590414e-53,4.4041623865505256e-46,1.988942860499318e-21,9.6986801618969924e-28,6.6140428493995001e-32,1.0839253045745569e-32,1.679290842913553e-21,1.7774064864788093e-56,6.7852120484872564e-40,8.3324515715832485e-38,7.9432571954624192e-32,4.6952076788836606e-30,4.9044672849777441e-42,7.5983910232059626e-46,2.5844913137775163e-43,3.1623928708085205e-62,2.53882501969831e-59,6.5263263324588165e-97,2.8295825902992402e-86,1.6264250110565724e-38,3.8947871581955949e-36,5.5487552994768987e-39,1.1701541730366669e-50,1.1489438106993512e-37,3.1606578407620522e-44,1.0908209135646677e-57,1.1334274085044923e-26,8.1014855116053848e-32,4.1670073613897018e-36,5.8891329487440846e-38,1.3109118756582068e-57,1.2129913233570588e-61,3.7754312455480185e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.1371422431384058e-20,3.0500158732098962e-20,3.1580447213183269e-20,8.3836363786089934e-22,6.3031589626362795e-22,8.1513453397215179e-22,1.0872850830939923e-25,5.6167694713923148e-21,4.379504109249202e-26,1.187624463855395e-21,1.8359226432130524e-26,7.3906132843895091e-27,4.7624812204895654e-21,2.6647277063328302e-26,2.3812402082276267e-21,1.0072191457729104e-21,5.0316321496674313e-22,3.819328162617546e-25,6.4818963483533334e-26,2.0389841554565912e-30,8.0717202915838411e-31
1.0485750000000002e-09,0.0027130575094211416,8.0599432868440796e-25,1.416494132013803e-28,5.4209446404117294e-26,8.4489379736644654e-28,1.3963815946319901e-29,0.0,0.0,1.2454917399471079e-19,1.5844075958398231e-26,3.4612873981733256e-34,2.339799736154608e-35,6.7557275488702113e-38,2.6107388523622295e-53,1.0095934443312681e-45,4.6873669499457806e-34,1.0614272633993617e-19,5.4156562834682957e-26,7.3708848970799286e-69,1.1077418203559242e-69,4.7394076287333932e-44,8.1803814457810351e-43,1.2505986393501405e-34,2.5681110235422137e-34,7.9723339198800165e-29,5.2027654597614124e-44,9.3261844755615619e-41,6.3862759673027371e-23,8.7363438308614192e-27,3.0973427065697202e-20,1.4242868628500416e-33,7.9364612280990875e-43,2.1264275203474744e-42,3.9963951197640517e-30,2.6292793004733108e-53,4.8100979856364636e-46,2.1370137776732753e-21,1.0553236173386778e-27,7.1123881005930508e-32,1.186042084265423e-32,1.8035678692720111e-21,1.9089748508803208e-56,7.4638268619726312e-40,9.1491688935315436e-38,8.6970489793519455e-32,5.1072726365770255e-30,5.3670890758471478e-42,8.2580910451248142e-46,2.8282781171422852e-43,3.4835650274270438e-62,2.7952721471476249e-59,7.186796210390734e-97,3.0985538001631302e-86,1.7860510458575833e-38,4.2761737340547098e-36,6.1039620175623971e-39,1.283849825493449e-50,1.2547287888352859e-37,3.4719439258385463e-44,1.1937535124827568e-57,1.2330551583888267e-26,8.7051080193429235e-32,4.5624441221402207e-36,6.3716158317522506e-38,1.4331366312192357e-57,1.334651308676195e-61,4.147643688452707e-55,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,3.2873642553794137e-20,3.1960658522510083e-20,3.3098162106330148e-20,9.0070710673157613e-22,6.7723892226292284e-22,8.7575134895516955e-22,1.1817711837395333e-25,5.8613063567646682e-21,4.7603006527745758e-26,1.2736163835585277e-21,2.0093640265500105e-26,8.0889775486440005e-27,4.9698186176598955e-21,2.8969231239957022e-26,2.4849088690595958e-21,1.0801512300953838e-21,5.3959047440694504e-22,4.1466671354625108e-25,7.0904761271122048e-26,2.237829095991052e-30,8.877409027801786e-31
2.0971510000000003e-09,0.0027130575094211416,1.5537331992280411e-24,5.5360553860115164e-28,2.1321724195532929e-25,3.2748070156865376e-27,1.0996812061177999e-28,0.0,0.0,2.4920945041004427e-19,6.340079362227556e-26,7.8081066542069e-34,9.3629317124753857e-35,4.9688591307946627e-37,6.6839584245541408e-53,3.5535603318045176e-45,9.0461006381592485e-34,2.0815494891620483e-19,2.1301871678096227e-25,2.8793823969195829e-67,1.7982589479497141e-68,5.3482202765014555e-43,4.6749088561117595e-42,1.2708391023615081e-34,2.0218006595255629e-33,3.1345921257843163e-28,6.9598325395343886e-43,6.0885826199135899e-40,2.437757876683434e-22,3.3309010739333929e-26,5.8568432038034652e-20,1.0085018945876626e-32,1.1513769493214762e-41,3.9179511557922589e-41,3.0902931259067558e-29,4.8402145864527778e-52,5.9491760051605246e-45,8.4050429315207391e-21,8.3107034368445382e-27,2.8456989040034756e-31,1.6006867720047205e-31,6.8761975153828079e-21,7.2869047672753786e-56,3.654402483699014e-38,2.326327506807733e-36,1.3080773723274081e-30,3.8326946245610247e-29,7.0562394633594494e-41,5.4316966844571615e-45,3.7185665424439589e-42,6.2675071612906002e-60,2.5128892209915812e-57,8.0000387175608082e-95,3.4763902419700828e-85,4.8290995336234206e-37,1.0441975755191624e-34,3.1081366788106381e-37,2.5068517569537448e-49,1.2154325401452448e-36,1.0095215189884791e-42,1.573171811716774e-56,9.4324688005820768e-26,3.3498514576231045e-31,6.862131125059167e-35,3.0412274609967041e-37,1.4848540339105362e-56,7.7807646572814542e-60,1.223435181777137e-53,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.001,6.402503380610081e-20,6.224696141273058e-20,6.4887873667406397e-20,3.5211962001278375e-21,2.6629808453319087e-21,3.4238618854708574e-21,7.9999089425678455e-25,9.8745767796280562e-21,3.2395640200190068e-25,4.3956939929873611e-21,2.7322847169706725e-25,1.105179566460989e-25,8.3719260400476461e-21,2.0196264264021023e-25,4.1859577718354648e-21,3.7285658007394544e-21,1.8609909624107049e-21,2.4507152145348191e-24,8.4635125645615702e-25,4.5762091335293204e-29,3.6453603267882219e-29
4.194303e-09,0.0027130575094211416,2.8941989049217754e-24,2.1172908523856178e-27,8.2601625020285484e-25,1.2327391930298373e-26,8.5382082630698855e-28,0.0,0.0,4.9880542181597855e-19,2.5377518404982278e-25,1.7404476706224249e-33,3.3386359192627597e-34,3.4017136507253087e-36,1.3432321426776594e-52,1.1318562728183107e-44,1.5471610824850485e-33,4.0059355138498516e-19,8.2452860229437703e-25,1.0892641503932333e-65,2.4202860827122012e-67,5.5168675911141028e-42,2.2686208555943797e-41,1.2771098768407809e-34,1.5674677374506037e-32,1.2123636130646902e-27,8.1969412558521422e-42,3.4509538424642433e-39,8.9292839436054654e-22,1.2173450104089178e-25,1.0538014327894183e-19,6.4977420108611591e-32,1.5133729864598278e-40,7.8837408661790863e-40,2.2849600450877322e-28,7.6277593431910091e-51,7.8074541439463804e-44,3.2528142997723162e-20,6.4468399806654801e-26,1.1108273404054844e-30,1.947138978408218e-30,2.5128564204901031e-20,2.6691265100359927e-55,1.5020901084741616e-36,5.0751234987278299e-35,1.8605587106828351e-29,2.7145892602039094e-28,8.0957328225642015e-40,3.0901594053247392e-44,4.2667314683227533e-41,8.8742744176058035e-58,1.7763308219557751e-55,7.12439150133827e-93,2.8660799343594087e-84,1.1797103145512075e-35,2.1347665507328139e-33,1.3603174324563422e-35,4.1865045582123693e-48,1.0596925768251628e-35,2.6632681339438619e-41,1.8071731737282122e-55,6.9360657098028103e-25,1.2298887561431719e-30,9.7604273111895007e-34,1.3088215942526085e-36,1.3403868379242124e-55,4.1295814279177836e-58,3.2510850579726782e-52,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0009999999999999998,1.2160874315452981e-19,1.1823212438986945e-19,1.248006470645521e-19,1.3471408190386621e-20,1.0301092057579935e-20,1.3100752822252344e-20,4.8197990968181095e-24,1.4812707521278941e-20,1.9663453157796589e-24,1.3729369386771488e-20,3.3157520522507054e-24,1.3499643194377906e-24,1.2554833524463371e-20,1.2826067686321309e-24,6.2773652256235202e-21,1.1648463293710903e-20,5.804096933135705e-21,1.1855457380956962e-23,8.3295194500245692e-24,7.4286084704634949e-28,1.1911423804434679e-27
8.388607e-09,0.0027130575094211416,5.068237079740802e-24,7.7858641288684879e-27,3.1254113209625143e-24,4.4032636598255191e-26,6.4828761926909555e-27,0.0,0.0,9.9880902029659536e-19,1.0161873388824127e-24,3.8173855817556987e-33,1.0422986272549121e-33,5.4549399515287193e-36,2.1557272360361822e-52,3.1073655213800047e-44,2.2925730057680954e-33,7.4412047418224037e-19,3.0967327505887197e-24,-2.8770380440759624e-58,-5.8625536303444112e-36,-4.7924777603697456e-37,-2.0917857526098374e-36,1.2820600313075764e-34,1.1807585129512474e-31,4.5465654091621947e-27,8.2787928717870891e-41,1.6169860552687532e-38,3.0513620156193566e-21,4.1430021444534123e-25,1.7433104804475584e-19,3.6428843477475876e-31,1.706995847773412e-39,1.6785282296697797e-38,1.5767578634410841e-27,1.0215415579024964e-49,1.0307947570482245e-42,1.2212871581023025e-19,4.861623794128156e-25,4.1886850825564287e-30,2.0058809282009812e-29,8.5507243371512283e-20,9.1210796561663779e-55,4.7345919903368209e-35,8.6649841882588712e-34,2.4012669566647511e-28,1.7382236848977331e-27,7.7344199953585744e-39,1.4506171252831581e-43,4.0770017106306013e-40,8.8007460567499334e-56,8.7487229981232591e-54,3.412821941249252e-61,1.8708968814095803e-82,2.449104125106848e-34,3.3323345770064442e-32,4.6730627842921712e-34,5.9150186947765786e-47,8.5040714903431522e-35,6.0454772038318109e-40,1.7278109037921521e-54,4.7720495547933404e-24,4.1947824364091954e-30,1.2596956864669563e-32,5.1928641000457401e-36,1.0948470295541601e-54,1.9019698879801128e-56,7.4066989952802924e-51,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999937,2.2056266712177698e-19,2.144433801080982e-19,2.3156028084772627e-19,4.9532286003649951e-20,3.8642558533431065e-20,4.8182317191833811e-20,2.4828315538360901e-23,1.9265986081415504e-20,1.0216336047861035e-23,3.782366702919193e-20,3.4501932391127736e-23,1.414582727471588e-23,1.6315033816038185e-20,7.2368385249551605e-24,8.1571193287087333e-21,3.2101164640048044e-20,1.5941762558223425e-20,4.4722190427752423e-23,6.4484654634251736e-23,9.302995870215787e-27,3.0111942199575023e-26
9.999999999999999e-09,0.0027130575094211416,5.6358147107730781e-24,1.1441187270098552e-26,4.7515254575345948e-24,6.3314510289469898e-26,1.4502940919013377e-26,0.0,0.0,1.1912674159124063e-18,1.6029106046599175e-24,4.6851273123292647e-33,1.4034660606365725e-33,2.8997147098125977e-35,2.289494650407444e-52,3.8646781696152484e-44,2.4151903068449269e-33,8.5050682001170135e-19,4.619955999977729e-24,-1.5577852779738215e-57,-7.3282977480365625e-36,1.0102513718809604e-37,1.7231123303287202e-36,1.2828202869262774e-34,2.5777131523482298e-31,6.7744078246950111e-27,2.0667436303742243e-40,2.4761475783372228e-38,4.2733979715048833e-21,5.7854379075617046e-25,1.8977715790585272e-19,6.2303959807576136e-31,4.3746400116745605e-39,7.9330143256703456e-38,3.1662967943826984e-27,3.0009817492237361e-49,3.3426321014916322e-42,1.8214617961075227e-19,1.0626346542424839e-24,6.2532981417913383e-30,4.8198331864131922e-29,1.1938967872718517e-19,1.2773969005973686e-54,2.445253934240363e-34,2.7557585058021358e-33,7.0503956582045271e-28,3.2283536597213523e-27,1.7751875660938091e-38,2.2223342931822661e-43,9.3595404500908748e-40,1.1365948052955439e-54,6.0084021266509613e-53,-1.2903768643312494e-60,-6.4547065820530449e-81,9.8852535753674224e-34,9.8393056418473315e-32,2.6182386208068511e-33,1.7990109835196429e-46,1.8969631042873436e-34,2.6320656711313924e-39,3.9672561512495839e-54,9.5710697358726686e-24,5.8598127435168242e-30,3.698608079617381e-32,7.8455031348736882e-36,2.456336099934446e-54,1.5554371412223091e-55,3.2294964543029297e-50,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.00099999999999999915,2.4920164683179596e-19,2.4229371006641645e-19,2.645122732149609e-19,7.2707813177224372e-20,5.7593495642924468e-20,7.07440139382664e-20,4.0565245484515296e-23,1.9805062809963306e-20,1.6759660712968152e-23,4.8254849264183247e-20,8.5482527849320467e-23,3.5173320077771437e-23,1.6763666933364364e-20,1.2808541194733502e-23,8.3810484965560344e-21,4.0960299232794226e-20,2.0291771021879369e-20,6.1545510342116889e-23,1.2759663595980773e-22,2.4794591250439e-26,1.3754227476445923e-25
1.6777215e-08,0.0027130575094211416,8.0229391643957646e-24,2.6814786896379392e-26,1.1590654781100212e-23,1.4441043388365568e-25,4.8233820328445645e-26,0.0,0.0,2.0007111243332641e-18,4.0705579865687973e-24,8.3346853484937152e-33,2.92246815821655e-33,1.2801122957647008e-34,2.852095162627698e-52,7.0497923157668241e-44,2.9308955458011718e-33,1.2979477228520461e-18,1.1026345660419318e-23,-6.8995083795853679e-57,-1.3492941022883246e-35,2.5415435529951979e-36,1.7767854060721283e-35,1.2860177786510742e-34,8.4530408572847896e-31,1.6144292785213794e-26,7.2771733701520457e-40,6.089618880224773e-38,9.4130506886053954e-21,1.2693212913580705e-24,2.547405823729278e-19,1.7112981825371602e-30,1.5594248165770645e-38,3.4238203058094109e-37,9.8515977022689081e-27,1.1326133810964846e-48,1.3065783888996023e-41,4.3456831122659953e-19,3.4871683018751568e-24,1.4936671219769672e-29,1.6654785587000566e-28,2.6189281056963254e-19,2.8137332564617889e-54,1.0738250649730478e-33,1.0701630059393816e-32,2.6603754009026428e-27,9.495559249744561e-27,5.9883404591869606e-38,5.4680311319071201e-43,3.1576901939902058e-39,5.546755381580212e-54,2.7599060237613499e-52,-8.1528270833995191e-60,-3.4388848848590695e-80,4.1160295477962128e-33,3.7206398526826782e-31,1.1664654321226835e-32,6.8775665440328519e-46,6.2985800396222745e-34,1.1159423720086585e-38,1.338594043419437e-53,2.9754843375520841e-23,1.2862616139575045e-29,1.395621355174304e-31,1.9002002546514124e-35,8.1825023114777105e-54,7.2973796962739024e-55,1.3697031474883757e-49,0.88168480800000004,0.0,0.0094599999999999997,0.10885,0.0009999999999999985,3.6965179330471512e-19,3.5942694444714404e-19,4.0310213735803968e-19,1.7017970885609131e-19,1.3729756239915065e-19,1.6563425462776573e-19,1.0675180437178046e-22,2.2072317843878131e-20,4.4279649983266577e-23,9.2126434104577128e-20,2.9989729584706919e-22,1.2361098837921024e-22,1.8650533198912089e-20,3.6242071630301895e-23,9.3228523366324505e-21,7.8220148226167292e-20,3.8587086075386536e-20,1.3230122050930126e-22,3.9303372456530545e-22,8.9949319230999693e-26,5.8937398888616818e-25
3.3554431e-08,0.0027130575094211416,1.1044968680970737e-23,8.3895532265583599e-26,4.4883035681629151e-23,4.2078535808797442e-25,3.7158209400669171e-25,0.0,0.0,4.0076495910810472e-18,1.6307054390302136e-23,1.9389408444539936e-32,6.8526275848553932e-33,5.07136187934805e-34,3.1912998912241269e-52,-1.1753120924514701e-34,3.236997719301364e-33,2.0462600901525595e-18,3.6049866949475798e-23,-1.5781737606572938e-57,1.7478336181033918e-35,5.0022703346912145e-36,4.2264317028044912e-36,1.2882200174115871e-34,5.5792723919452227e-30,5.2546459975658881e-26,6.0381481619934077e-39,1.8540433211547888e-37,2.5650606428692288e-20,3.4243900812723747e-24,3.2103505595479419e-19,6.6084751946929178e-30,1.1200969053774127e-37,5.9934188466442478e-36,5.4575993983511997e-26,1.0106824749790015e-47,1.6084696167581175e-40,1.4188130736374237e-18,2.3082938079505138e-23,4.8818737732038507e-29,1.1006761171485204e-27,7.0608212234737981e-19,7.6674361969679461e-54,1.7469162971069462e-32,9.3209804253413146e-32,2.3965633269034504e-26,4.1794328405429599e-26,3.773100265791874e-37,1.6655284081057269e-42,1.990975540615473e-38,2.2648286907799756e-52,5.5740197822422505e-51,-6.776524970439506e-59,2.9510213837362859e-76,5.5283231459832806e-32,2.9614009686429577e-30,2.0638132610406259e-31,6.3526141666469767e-45,4.2375511437626764e-33,1.6266264128036969e-37,8.441235590179143e-53,1.6446311472463934e-22,3.46979326854035e-29,1.2572236648033361e-30,6.2914114150049639e-35,5.5306823031670932e-53,2.3768433072776381e-53,1.9983240709279043e-48,0.88168480800000004,0.0,0.0094599999999999979,0.10885,0.00099999999999999677,5.4997608161033569e-19,5.3491574752078077e-19,6.3350693725773932e-19,5.2777356864380733e-19,4.472593592258763e-19,5.1429673347638609e-19,3.8173011640454313e-22,2.36914842302518e-20,1.5939971575702858e-22,2.0477067464821837e-19,2.1580914897001705e-21,8.9092010804062317e-22,1.9924011303830608e-20,1.6518272170530839e-22,9.949879282572355e-21,1.7396072995822952e-19,8.4685366386239573e-20,3.2691732179523416e-22,1.9798532195249881e-21,6.8398751915102083e-25,9.0947915537731439e-24
6.7108863e-08,0.0027130575094211416,1.3105154791204752e-23,2.332921754482433e-25,2.153932948706555e-22,1.0766380328876354e-24,3.475073152674352e-24,0.0,0.0,8.0248596360280191e-18,6.5311421279017039e-23,4.5164144542181872e-32,1.4959937629059141e-32,1.4563401662833822e-33,3.2620213746252071e-52,2.9962432744427731e-35,3.2971042267694898e-33,2.8117769562326692e-18,1.0495780874766913e-22,5.9529883335394956e-55,-1.8544974236822482e-36,-4.5070673157612978e-36,-1.0755488742766515e-35,1.2883145487125548e-34,3.3017393577322934e-29,1.5227981202959567e-25,5.4628521068934021e-38,4.7504148075547037e-37,6.2176351739115102e-20,8.2011482986307689e-24,3.5579069414209855e-19,2.1024898762877711e-29,6.4685831437345629e-37,8.4539089548623689e-35,2.6940162591133766e-25,7.1954255758976163e-47,2.1921735017160441e-39,4.1184090925979412e-18,1.3684389563463527e-22,1.4178159615631636e-28,5.9805827482249819e-27,1.6887671772924513e-18,1.8585650124785244e-53,2.1602124809067508e-31,5.9948782925504786e-31,1.7099395237424725e-25,1.4421205065147879e-25,2.0026693097855918e-36,4.2683455559421945e-42,1.0582647833579087e-37,6.4449450358797774e-51,7.8249433222850266e-50,1.2583199836185197e-57,-1.0280142421633869e-74,6.1132697282795523e-31,1.7853780056162543e-29,2.7021842154444937e-30,4.5913921235860748e-44,2.5326884764687954e-32,1.9096383998299939e-36,4.4870800154133742e-52,8.08812698048601e-22,8.3010397051120855e-29,8.9702027241670346e-30,1.8388713942129082e-34,3.3136391652437958e-52,7.5957818033617289e-52,2.3470565411950504e-47,0.88168480800000004,0.0,0.0094599999999999945,0.10884999999999999,0.0009999999999999933,7.0688297767774644e-19,6.8809943358706175e-19,8.6674161524637285e-19,1.4392267776327167e-18,1.2946704753553816e-18,1.4061370205476166e-18,1.1542305272353408e-21,2.5502859697769619e-20,4.8486565986241303e-22,4.3161416367518139e-19,1.292553283827375e-20,5.3158630694819979e-21,2.1256054801044239e-20,7.0874308200259377e-22,1.0574497408258436e-20,3.6702253002144503e-19,1.7407708756105141e-19,7.305798932975948e-22,8.7554886791700712e-21,4.1934935141422051e-24,1.1338737700239607e-22
9.999999999999998e-08,0.0027130575094211416,1.3518641607453922e-23,4.0193335843418203e-25,7.9911548393557171e-22,1.760912209720283e-24,2.3338320040251908e-23,0.0,0.0,1.1963824686825316e-17,1.6145421320432396e-22,8.2622616930778441e-32,2.2997200209007511e-32,2.7623380541548023e-33,3.2677652239864702e-52,4.8194347303429387e-35,3.3015692980100501e-33,3.0733171312523012e-18,1.8574192902146019e-22,-1.0991257671542273e-54,-6.2672692032051357e-37,-1.2195804338738982e-35,-1.0977799537686916e-35,1.2884386179111121e-34,1.027648829676751e-28,2.7119193388704839e-25,3.2390033110302949e-37,7.747054848713902e-37,9.9615079379100955e-20,1.3032434265154281e-23,3.6133799620660994e-19,3.8714186435705979e-29,1.8962655330449351e-36,5.1234309478341936e-34,7.3559413778002789e-25,2.4143604459390146e-46,1.8289240400583573e-38,7.2533610576379256e-18,4.2154219903705465e-22,2.4975131838123126e-28,1.6932596320712221e-26,2.6786920569742188e-18,2.9776771563715847e-53,1.1949413393027397e-30,1.833520825807618e-30,5.701247467863216e-25,2.6927419997594807e-25,5.6407570102355222e-36,6.9615403436980532e-42,2.9877354640219735e-37,7.324306432997496e-50,4.6089918210647199e-49,-1.9481724828343264e-57,6.8441917398043948e-74,3.1929201824675506e-30,5.2822641199292047e-29,1.5332511534524931e-29,1.5403818543132349e-43,7.8281365755341514e-32,1.0342360434652204e-35,1.2668440594497934e-51,2.1957245762601881e-21,1.3168036616338314e-28,2.9908023775088799e-29,3.2462774549218157e-34,1.0255329602086389e-51,1.5120821249417364e-50,1.2713888854067572e-46,0.88168480800000004,0.0,0.0094599999999999927,0.10884999999999997,0.00099999999999998983,7.5056501209802315e-19,7.3142822978345039e-19,9.4471264626247407e-19,2.4270874442822719e-18,2.2759039541772351e-18,2.3803721691379567e-18,2.1002893593555307e-21,2.7145546081340761e-20,8.8602922530318912e-22,6.5427900534780084e-19,3.8876843288286077e-20,1.5833752321518032e-20,2.2450494687437201e-20,1.8023917114960185e-21,1.1092126109343824e-20,5.5701531856189815e-19,2.5570656426426111e-19,1.1393994343362532e-21,2.1790537342713813e-20,1.2630200302680425e-23,6.3526174682810668e-22
1.34217727e-07,0.0027130575094211416,1.3948805484017795e-23,5.7737630406327071e-25,1.4063807940179114e-21,2.4727850457371497e-24,4.4002706295209571e-23,0.0,0.0,1.6061659029576165e-17,2.6147470830359522e-22,1.2159189251495896e-31,3.1358627689851042e-32,4.1210104281065117e-33,3.2737407385870395e-52,6.7161605111125273e-35,3.306214457851895e-33,3.3454059407195448e-18,2.6978429500788841e-22,-2.8618911711678655e-54,6.5056294359280964e-37,-2.0194649268515764e-35,-1.1209076738281695e-35,1.2885676911616156e-34,1.7532548039835894e-28,3.9490010860624567e-25,6.0403261368549393e-37,1.0864557622961393e-36,1.3856381385466472e-19,1.8058579279886757e-23,3.6710903621747939e-19,5.7116931722781445e-29,3.1960647804935726e-36,9.5740161193443279e-34,1.2205894755990618e-24,4.1775350001738316e-46,3.5035546271559889e-38,1.0514754255989564e-17,7.1772316788550669e-22,3.6207575640105326e-28,2.83263347166717e-26,3.7085433291713046e-18,4.141926170387656e-53,2.2133439696499232e-30,3.1173257664829085e-30,9.8535358367589175e-25,3.9938044968139084e-25,9.4255787917401776e-36,9.76335908305185e-42,4.9950270029391975e-37,1.427353354581754e-49,8.5898224758147644e-49,-5.28399160774449e-57,1.5033905436194426e-73,5.8786361451751212e-30,8.9201892670486711e-29,2.8472254685542693e-29,2.6652339852432853e-43,1.333716465797738e-31,1.9115197337627959e-35,2.117977794302674e-51,3.638574424281599e-21,1.8231332896372131e-28,5.1690324724286604e-29,4.7104480721760297e-34,1.7476997502663705e-51,3.0061292742344564e-50,2.3498844021067453e-46,0.88168480800000004,0.0,0.0094599999999999893,0.10884999999999996,0.00099999999999998636,7.9600886308431269e-19,7.7650459547693987e-19,1.0258284633659535e-18,3.4547912480593359e-18,3.2967132774179158e-18,3.3939009002447202e-18,3.0845053456690323e-21,2.8854486523857373e-20,1.3033728204668079e-21,8.8592453237387878e-19,6.5874841450245946e-20,2.6775856969417666e-20,2.3693109618946121e-20,2.9401501975565708e-21,1.1630632199331059e-20,7.5467103871064089e-19,3.4062838222948664e-19,1.5647077916461914e-21,3.5351325362928962e-20,2.140718267544692e-23,1.1781847450507959e-21
