Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604),S(848),S(1887),S(1607)
5.524838067731647e-08,0.002802032255116939,2.6209872221025227e-16,8.8724447479906927e-18,9.7206784206056644e-16,6.2800179685545865e-17,1.314957972375099e-16,0.0,0.0,7.1673658625407319e-14,5.703966843879789e-18,4.0224954793847412e-24,1.3678632761132966e-24,2.5978173329355877e-25,1.243615674596084e-39,3.7591191451677306e-32,3.2388265073247941e-25,7.3239977474344154e-14,3.1252834141858566e-17,6.514077902996268e-42,1.7810906540856947e-45,5.9857518516276902e-27,4.0782265785619141e-27,1.457982100592565e-26,5.7910733478727094e-23,1.6296811033284097e-19,5.2995215673733186e-27,1.5233986233494538e-26,1.7889324060279313e-13,4.2515065092046034e-17,2.327499098644304e-13,9.4048476845308605e-22,1.1090458797747518e-26,1.0097960484832142e-23,2.6690066097778897e-17,8.1155635541267756e-35,8.9521191824393501e-29,3.4677121139031917e-14,9.9292907087437328e-18,5.8292803661418659e-21,2.1977145213552708e-19,4.8703860371698416e-13,3.1919856123682302e-38,3.3644301174294584e-22,1.1245224237369668e-21,3.0340669750020886e-18,8.8853021108356484e-19,2.025006925091378e-26,9.1364277913653412e-32,1.9586705850840698e-27,2.1361004140834352e-37,2.2337063124457486e-36,8.2063905047699698e-61,2.9071435136240519e-57,6.3994585827869942e-23,3.1319576014698504e-20,8.6040837540731363e-22,1.2732369877697273e-33,1.9823380317097427e-23,6.9748232506747825e-27,9.6449097877133839e-40,1.2748265909951929e-15,1.3105537145687794e-20,5.1053405550083462e-21,2.9253656407101529e-26,4.7538405332831412e-39,2.9430101115829007e-37,1.0013336522917521e-34,0.88168480800000004,0.0,0.0094599999984166412,0.10884999999821514,0.00099999999996346306,3.8525667239062666e-13,3.2271147529717311e-13,4.5474078363019614e-13,4.1284231356792385e-13,3.8075345322075195e-13,3.2978873566512577e-13,1.2524664136819002e-14,2.2983321409852305e-15,4.6316676559649009e-15,2.8754024911146495e-15,1.4531640194929468e-14,5.0715825417694393e-15,1.6679508948528298e-15,1.998235553597005e-17,7.7798879251781679e-16,2.4619454133133047e-15,1.1279759310384423e-15,8.989969047772154e-17,9.9819134311479659e-17,1.5530075755628573e-17,9.8099991784037887e-16,3.5062728268931753e-16,1.30490906787662e-24,5.1983377298710003e-17,2.9049762631605711e-16,1.5487474306184658e-18,1.6253936521869958e-17,1.7159919329398546e-17,8.7922803188887845e-22,1.6264190211429637e-20,1.9000585835519161e-20,9.9003530950441595e-16,7.0736784227369784e-22,6.1487367547194153e-17,7.2602688979634287e-17,6.2771957170113399e-22
6.474217658512118e-08,0.002802032255116612,2.8504817078364269e-16,1.1653012378217857e-17,1.6114309791589367e-15,8.2939891965170504e-17,2.6008442347585261e-16,0.0,0.0,8.6314648385420017e-14,8.0417411877759873e-18,5.2617437520137263e-24,1.6434122292749137e-24,4.1567273265912371e-25,1.2548946677703662e-39,4.5154277408224646e-32,3.2685032268148781e-25,8.7037547208821851e-14,4.9266895882018305e-17,2.1930654247314634e-41,4.8169634711165587e-45,9.1915831091018578e-27,5.2674693559499338e-27,1.4626043064688732e-26,9.7911475502757848e-23,2.3613011172141741e-19,1.1039062334453756e-26,2.0009871038313162e-26,2.298279086451209e-13,5.343149789635538e-17,2.4523646850095119e-13,1.3836035752003031e-21,1.6761241374873674e-26,1.8354797550132033e-23,3.9551500014129125e-17,1.3127877374955743e-34,2.0945042547357855e-28,4.8001829571150854e-14,1.6258925377454284e-17,7.5486442845099161e-21,3.2310103623327282e-19,6.0000049106921492e-13,4.1008110518797578e-38,6.1782441844742044e-22,1.8119547399309232e-21,4.6224242193867598e-18,1.1200932131792316e-18,3.1443138273255589e-26,1.2008372176885713e-31,3.0723883898761751e-27,5.1411780414328878e-37,4.6082923941968775e-36,-1.2103634770270186e-50,1.7942910289870413e-56,1.1195288576086516e-22,4.7898148804048382e-20,1.6313929486453088e-21,2.0917699775986181e-33,3.0591526023295439e-23,1.2335245341090417e-26,1.5129204891002658e-39,1.8720772555232321e-15,1.614597367662591e-20,7.7749860090412661e-21,3.788789839501355e-26,7.6023133244295142e-39,6.5251153399800516e-37,1.7710347882927168e-34,0.88168480800000004,0.0,0.0094599999981440086,0.1088499999977685,0.00099999999995721285,4.1353237300813118e-13,3.496719292298576e-13,4.9093368474275369e-13,5.121202802011468e-13,4.8420320612435541e-13,4.0740058223190109e-13,1.6768827093406449e-14,2.7613613582297903e-15,6.3931340162278461e-15,3.4943931061005381e-15,2.0053230156857042e-14,7.2120430914998026e-15,1.9923710431674235e-15,2.8256985443407119e-17,9.2427387686148279e-16,2.9847648727197541e-15,1.3613034578736915e-15,1.1074345584411402e-16,1.2486837864672259e-16,2.2122943658846361e-17,1.6876519600866431e-15,4.4885989395130624e-16,1.632371198847356e-24,7.7595059126977715e-17,3.9693504334602778e-16,2.40902160099157e-18,1.9857526927892522e-17,2.4240114441538881e-17,1.3780779268395575e-21,2.8660432361705848e-20,3.4956252141389913e-20,1.2654257458916559e-15,1.353865196193735e-21,8.072302773909211e-17,9.7511834454053769e-17,1.2389560890494734e-21
7.328659290214541e-08,0.0028020322551162978,3.0230892892586759e-16,1.4311326871310682e-17,2.3622966493603541e-15,1.023837336326002e-16,4.391365976713075e-16,0.0,0.0,9.983648584491003e-14,1.052117390557735e-17,6.6862448083588189e-24,1.8974960182953172e-24,5.991489833941507e-25,1.2671395399471551e-39,5.181169707951949e-32,3.3006816423915017e-25,9.9166689324570097e-14,7.0454023038363172e-17,5.6846210751290067e-41,-8.2472913278096775e-35,1.2803984297320033e-26,6.4111407409179212e-27,1.4686869851660263e-26,1.4788129835005654e-22,3.1622131590804676e-19,1.9565153974803942e-26,2.4714329547181066e-26,2.7873964875112184e-13,6.3720522855949911e-17,2.5549628022115321e-13,1.8720258311212838e-21,2.3024711303101188e-26,2.9026740822870327e-23,5.3562268069087998e-17,1.894176612785584e-34,4.0196731257991376e-28,6.1552123175198475e-14,2.38175626376657e-17,9.1872955480570629e-21,4.3430899022410663e-19,7.0285078624510423e-13,4.973541462295223e-38,9.8471527779828497e-22,2.6055996485696808e-21,6.3679276457854345e-18,1.3319767046042116e-18,4.4128485509519082e-26,1.4839971496026516e-31,4.3515213958905944e-27,1.0262250774469227e-36,8.1906970295148555e-36,-1.0679217969026992e-48,7.1187065418850201e-56,1.7255718026871016e-22,6.6127292553985878e-20,2.6622558617972443e-21,3.1200492550229772e-33,4.2725506314832329e-23,1.9121929909995787e-26,2.1428105368027604e-39,2.5145177407368538e-15,1.8914271776147688e-20,1.0707106109067104e-20,4.6117244107881555e-26,1.1008539266270326e-38,1.209937720422187e-36,2.7455766071600045e-34,0.88168480800000004,0.0,0.0094599999978984568,0.10884999999735584,0.00099999999995159408,4.3646480983919993e-13,3.7216188154641937e-13,5.1938075489537501e-13,6.0265579617343288e-13,5.8093542422536891e-13,4.7761564642689575e-13,2.0844939863142162e-14,3.2061211652810699e-15,8.1444083308576863e-15,4.0881667029407647e-15,2.5435316195266375e-14,9.3741590843913009e-15,2.2999175838393885e-15,3.7124393538268128e-17,1.0625210758111063e-15,3.4810082533629251e-15,1.5818676416929162e-15,1.3046183268280295e-16,1.4857767836687219e-16,2.87881384179139e-17,2.5493913878241279e-15,5.5780304743712153e-16,1.9423165890882701e-24,1.0565628311326544e-16,5.1546042109422553e-16,3.4340533390293582e-18,2.3281873863912508e-17,3.1806730370821155e-17,1.9767941123439387e-21,4.4939292421851693e-20,5.6446801880448419e-20,1.5233500693804665e-15,2.2462334607538316e-21,9.9725885261395886e-17,1.2231587117709171e-16,2.0990481133005048e-21
8.416453372357574e-08,0.002802032255115879,3.2099040261396106e-16,1.7867106374087372e-17,3.5680010196976022e-15,1.2867528261737221e-16,7.7942602021722483e-16,0.0,0.0,1.1750173957425207e-13,1.4205989968389356e-17,9.0654792977210239e-24,2.2303402869225141e-24,8.9952966528226784e-25,1.2857713762834622e-39,6.0076950087210387e-32,3.3496727899524042e-25,1.1422126059967898e-13,1.0519507653070364e-16,1.6707264113424492e-40,7.5611704014503069e-33,1.8468775102880645e-26,7.9588251636924657e-27,1.479636975267884e-26,2.3491766849351874e-22,4.3946026865312301e-19,3.7005411842309329e-26,3.1277717625102322e-26,3.4485865328108529e-13,7.7415966125126087e-17,2.6772809854979181e-13,2.6276954123786628e-21,3.2655340996105393e-26,4.7984873281827388e-23,7.4833651820241611e-17,2.8250166932828169e-34,8.2124576242452936e-28,8.0731142399232391e-14,3.6301066557968615e-17,1.137460869582394e-20,6.0089930096469851e-19,8.3484884819457538e-13,6.1533004710541402e-38,1.6419700250213053e-21,3.8709129946441739e-21,9.0283927271513454e-18,1.6047783115371313e-18,6.4150094299225825e-26,1.8794129786345902e-31,6.3996497961722273e-27,2.2561713380633701e-36,1.5824339960497114e-35,-1.7705934529589226e-47,3.4140681761492327e-55,2.7839131215469462e-22,9.3898052929365376e-20,4.54796330257236e-21,4.9540896245975715e-33,6.1696263365465309e-23,3.095761632068126e-26,3.1513902526851643e-39,3.4764882703409853e-15,2.2467123170920277e-20,1.5173394391112452e-20,5.7102411832513539e-26,1.6734237299410624e-38,2.4066036777634949e-36,4.4451979935559694e-34,0.88168480800000004,0.0,0.0094599999975855595,0.1088499999968198,0.00099999999994444789,4.6328361524205313e-13,3.9908292505034046e-13,5.5141594419824765e-13,7.187935937872133e-13,7.0772183368483661e-13,5.6692086158146052e-13,2.6288126182909039e-14,3.815327224866076e-15,1.0557945020615132e-14,4.9004139590012283e-15,3.2701256716174394e-14,1.2390684128874095e-14,2.7135282537060315e-15,5.0503872885469418e-17,1.2480000194049969e-15,4.1491800170873229e-15,1.8778464764568791e-15,1.5693607594941696e-16,1.8042291290431377e-16,3.8093222518497512e-17,3.9893536308253727e-15,7.2788521287424464e-16,2.3586208984962041e-24,1.4862838685721911e-16,7.0478363862526701e-16,5.1718651983483652e-18,2.7896805043677543e-17,4.3172578959295459e-17,2.9990547094141982e-21,7.5071208490328319e-20,9.7054794034505089e-20,1.8618153412408076e-15,3.9661990922443229e-21,1.2614298040782671e-16,1.5700814798591884e-16,3.7824595390046163e-21
9.395468046286302e-08,0.002802032255115492,3.3572143067172354e-16,2.1198324222480327e-17,4.8969452633960084e-15,1.5359941167292589e-16,1.2181274879533566e-15,0.0,0.0,1.3381432903140341e-13,1.8041169631071385e-17,1.1898401629575976e-23,2.5398756313949735e-24,1.2411532752076364e-24,1.3059535069886769e-39,6.7319815557174975e-32,3.4027264218168056e-25,1.2742353498060225e-13,1.4481408390523184e-16,3.8665379492339039e-40,-2.2676169820732968e-33,2.4652351960496306e-26,9.4323807732846686e-27,1.4931095705586225e-26,3.4007416630154874e-22,5.7252671646917128e-19,6.1162239417907023e-26,3.7761011363915948e-26,4.0776123630094312e-13,9.0281496370631401e-17,2.7834597283288557e-13,3.4472255460218643e-21,4.2971849054429083e-26,7.1088035886328031e-23,9.7355368308779127e-17,3.8558114270187562e-34,1.4285343734484164e-27,9.9653386740766889e-14,5.055352445841638e-17,1.3420195647129851e-20,7.747945842670967e-19,9.5421342961951977e-13,7.2756689883654657e-38,2.4490472222904675e-21,5.267347188488332e-21,1.1846629787694391e-17,1.8518775558353264e-18,8.6171103869556229e-26,2.2703605129621395e-31,8.685529522650713e-27,4.2427969193585577e-36,2.7021947720283294e-35,-1.2659205684014369e-47,1.1214019268674904e-54,4.0575605569761135e-22,1.232790667601572e-19,6.9014959015202056e-21,7.2566507076186334e-33,8.2293047792180142e-23,4.5153046153928772e-26,4.2770603216105224e-39,4.4802988870583945e-15,2.567994104334119e-20,1.9901389560273427e-20,6.7376095926462212e-26,2.348770791687637e-38,4.1400831025396949e-36,6.4837414033883809e-34,0.88168480800000004,0.0,0.0094599999973036582,0.10884999999633029,0.00099999999993802225,4.8599319268545516e-13,4.2224237641520297e-13,5.774412664358614e-13,8.2357005338968459e-13,8.2422704558668813e-13,6.467604042124833e-13,3.1351089028451915e-14,4.4092828054334136e-15,1.286848954874432e-14,5.6914344247987492e-15,3.9513832423821509e-14,1.5306546269025351e-14,3.1075973879292302e-15,6.46975038505615e-17,1.4244301546239742e-15,4.7865325426053792e-15,2.1594549541634819e-15,1.8213228466102826e-16,2.1073691666214591e-16,4.7092306131406734e-17,5.6417854772338921e-15,9.1361783910083685e-16,2.754907833839443e-24,1.9462221014949184e-16,9.1905862583744255e-16,7.2489316523161363e-18,3.2302335461331356e-17,5.5155564890719145e-17,4.2289277951511813e-21,1.1392004787213281e-19,1.5026529215206294e-19,2.1730976057700042e-15,6.2547252864026399e-21,1.5197818296166631e-16,1.9109221507185954e-16,6.0486002731489767e-21
9.999999999999998e-08,0.0028020322551151056,3.441341413319397e-16,2.3308542307651467e-17,5.8316793854917225e-15,1.6953253284408624e-16,1.5624189319349187e-15,0.0,0.0,1.4407926369500351e-13,2.0660220947547068e-17,1.4050501670677976e-23,2.7362036121866637e-24,1.4889392568921104e-24,1.3202341942830535e-39,7.171094304497009e-32,3.4402464204832775e-25,1.3543501556241609e-13,1.7362083089348888e-16,6.2216528263721661e-40,-5.822464625173242e-32,2.9010132991625335e-26,1.0378467502759037e-26,1.503354793082768e-26,4.1983172689431101e-22,6.6600259478232194e-19,8.1216626915802859e-26,4.2054831984692209e-26,4.481306686111357e-13,9.8474505500238471e-17,2.8480090193736935e-13,4.0245006398912894e-21,5.0147203965178033e-26,8.8597801660607134e-23,1.1289453565730303e-16,4.5871585756919389e-34,1.945054937161337e-27,1.1205487040706323e-13,6.088616373141916e-17,1.4713728253173736e-20,8.9348140910383565e-19,1.0280924802926466e-12,7.9959793119280638e-38,3.063996916407319e-21,6.2564602215385473e-21,1.3788322809413377e-17,2.0049227300631215e-18,1.0179902930867515e-25,2.5294482101176301e-31,1.0325580167421019e-26,6.1180113779511393e-36,3.6800834828823099e-35,-3.7407397352897272e-47,2.1972668484693254e-54,5.0163548743063476e-22,1.4349502573661682e-19,8.7114012823696125e-21,9.0598666343995232e-33,9.6727190987526698e-23,5.579883015716531e-26,5.0847023205941049e-39,5.1652776166943516e-15,2.7668472288469688e-20,2.3157184038914061e-20,7.3872795620812331e-26,2.8544217767857115e-38,5.6314189668106492e-36,8.0125628290367814e-34,0.88168480800000004,0.0,0.0094599999971294417,0.10884999999602551,0.00099999999993405711,4.9954963083511976e-13,4.3617138830414359e-13,5.9252185790555115e-13,8.8825442477996895e-13,8.9699651018793237e-13,6.9571132099054443e-13,3.4531877031207503e-14,4.7996622955001244e-15,1.4347416058966758e-14,6.2110163292278176e-15,4.3812931112517194e-14,1.7183643699916207e-14,3.3615395462316161e-15,7.4554813863683689e-17,1.5380498355799481e-15,5.1975949064311239e-15,2.3408504043655449e-15,1.9836529876473135e-16,2.3026933170179658e-16,5.2887209696902339e-17,6.839709205841841e-15,1.0444727026768915e-15,3.0102499179094288e-24,2.2665887753644007e-16,1.0751741810996004e-15,8.8267912537866124e-18,3.5145221242301561e-17,6.342712433840297e-17,5.1677357475255584e-21,1.4502671247499211e-19,1.9331809212247602e-19,2.3676160273909786e-15,8.1243998546945722e-21,1.6889064212325544e-16,2.1346413677352889e-16,7.913463922969593e-21
1.037448272021503e-07,0.0028020322551151056,3.4916834769775388e-16,2.4633659784315567e-17,6.4540717476278385e-15,1.7959507345312758e-16,1.8068172826389702e-15,0.0,0.0,1.5051048039667887e-13,2.2380205586120586e-17,1.5559120458974596e-23,2.8599424063874064e-24,1.6574139575133875e-24,1.3298340213474315e-39,7.4403139667731336e-32,3.4654574406916232e-25,1.403504182100403e-13,1.932382093812115e-16,8.1838514950819688e-40,-1.2377870788142962e-31,3.1923516433973003e-26,1.0977832466693389e-26,1.5104991237537173e-26,4.7551467517771348e-22,7.2847060884492725e-19,9.592575048507388e-26,4.4830916361537753e-26,4.7370084840159582e-13,1.0364311073835038e-16,2.887839944982416e-13,4.41085186955042e-21,5.4907326996091946e-26,1.0079497725259802e-22,1.2315514867455756e-16,5.0775062964217182e-34,2.3284096826250254e-27,1.199924562883256e-13,6.7902783386226786e-17,1.5524969664403306e-20,9.7132553682704061e-19,1.0738968540355837e-12,8.4522271072231074e-38,3.493684299082691e-21,6.9191316206980457e-21,1.5068541748986987e-17,2.09982621646374e-18,1.1229584815082338e-25,2.6970193568710361e-31,1.143442915858502e-26,7.5931990704693648e-36,4.4184868686982335e-35,-7.3890121380962422e-47,3.1868104309939354e-54,5.682011775546842e-22,1.5681144996499296e-19,9.9820748269365309e-21,1.0343439597876602e-32,1.0633943187299e-22,6.3170773971642473e-26,5.630757462272848e-39,5.6144911121067083e-15,2.8901344856387389e-20,2.5303143570759818e-20,7.794724533467822e-26,3.2052212432099561e-38,6.7474204926188996e-36,9.0712441632623357e-34,0.88168480800000004,0.0,0.0094599999970214586,0.10884999999583597,0.00099999999993160183,5.0782723735183015e-13,4.4469516758817258e-13,6.015794573282851e-13,9.2828087629378425e-13,9.4230576516648418e-13,7.2587370456152458e-13,3.651659473971335e-14,5.0510958383637529e-15,1.5279811374621295e-14,6.5455714191277763e-15,4.6501084147510721e-14,1.837056157219273e-14,3.5229891126033316e-15,8.1100530434917042e-17,1.6102742872009652e-15,5.4590671836758318e-15,2.4561760714203357e-15,2.0868684473832727e-16,2.4268941044205124e-16,5.6551971274393815e-17,7.6522790448805822e-15,1.1319243040700488e-15,3.1726143149097049e-24,2.4794539361614293e-16,1.1818508869177945e-15,9.9320568440356978e-18,3.6954103546020602e-17,6.889696582471663e-17,5.8271877872246934e-21,1.6746222214343474e-19,2.2454137678386282e-19,2.48875682414592e-15,9.4872297429424384e-21,1.7973044909442957e-16,2.2782227440243378e-16,9.2778984724294933e-21
1.1353497394143759e-07,0.0028020322551147126,3.6186021976413871e-16,2.8158694184761323e-17,8.2338671612712521e-15,2.0657499640220394e-16,2.569095219288959e-15,0.0,0.0,1.6758567117370434e-13,2.7234786296154367e-17,2.0223844613088028e-23,3.1916212216667889e-24,2.1551242915989938e-24,1.3577798251214885e-39,8.1360017306585088e-32,3.5388151089072794e-25,1.5306479430756888e-13,2.513247590803921e-16,1.6052766528835776e-39,-5.8321490464369493e-32,4.0337966608979804e-26,1.2592021426584781e-26,1.5322302741923018e-26,6.4615100888823145e-22,9.0916871414255904e-19,1.4397943206510146e-25,5.2533962559100867e-26,5.4254678411366788e-13,1.1749289405708058e-16,2.9913826077996893e-13,5.5305018072428397e-21,6.8514592293818565e-26,1.3795346602819515e-22,1.5230483004977318e-16,6.4970231697775998e-34,3.5972944978413714e-27,1.4160730293107774e-13,8.8564611082049059e-17,1.7677939547049074e-20,1.1903954428006606e-18,1.1937827343802527e-12,9.6806426547724349e-38,4.8081872414388169e-21,8.8363010289661128e-21,1.8695437414192209e-17,2.3482845302114039e-18,1.4283664349166791e-25,3.1622221227706187e-31,1.4690121599564963e-26,1.2944734861822958e-35,6.970592799633905e-35,-7.8272965669685964e-46,8.1719536207207308e-54,7.7024093071012098e-22,1.9448124998259678e-19,1.3890825344341568e-20,1.4403238199602757e-32,1.3392953309455404e-22,8.5455172808388933e-26,7.2340450960580446e-39,6.8785056918367693e-15,3.2128199910083171e-20,3.1379951631644353e-20,8.8760607105307763e-26,4.2762862382148736e-38,1.0504786754627364e-35,1.227153379343307e-33,0.88168480800000004,0.0,0.0094599999967389312,0.10884999999533816,0.00099999999992518552,5.2910172374588496e-13,4.6663440692535755e-13,6.2441395008321407e-13,1.0327427487427251e-12,1.0614311486486705e-12,8.0414094138479143e-13,4.1743139956125119e-14,5.7452439536914e-15,1.7765404727889357e-14,7.4689740849124597e-15,5.3595944200750293e-14,2.1545365984661523e-14,3.9603259224843953e-15,9.9886349367591707e-17,1.8059309889822081e-15,6.1678011966091685e-15,2.7686684895312237e-15,2.3666080752706033e-16,2.7635528134345426e-16,6.6356279978260127e-17,1.0037598775202358e-14,1.3840152054975309e-15,3.6127193209088135e-24,3.0898816168819321e-16,1.4998204855935239e-15,1.3346015951970379e-17,4.185916633513308e-17,8.44918918410394e-17,7.8719148338811214e-21,2.3951084533835671e-19,3.2552033006158009e-19,2.8073312337829485e-15,1.3923038256876594e-20,2.0938054908521871e-16,2.6715814057171321e-16,1.3739852829998646e-20
1.2332512068072487e-07,0.002802032255114323,3.7411039508215745e-16,3.1765369126003628e-17,1.0226632017996673e-14,2.3449387709561514e-16,3.5275082566188762e-15,0.0,0.0,1.85038140307845e-13,3.2616454123553475e-17,2.6091798787224933e-23,3.5360830723667571e-24,2.7410375164508334e-24,1.3901057125275487e-39,8.8225952357340588e-32,3.6236199440158869e-25,1.6563111973511462e-13,3.1992499119016788e-16,2.9554547919742922e-39,6.9719703122195738e-32,4.9949650614642042e-26,1.427311823045227e-26,1.558684494858792e-26,8.574407303673377e-22,1.1165854204906485e-18,2.0844388840724886e-25,6.0921312960833703e-26,6.1421739778173525e-13,1.3182777785909971e-16,3.0944413931873571e-13,6.8187149690252833e-21,8.3844520299156635e-26,1.8340249078325456e-22,1.8487297372932607e-16,8.1199842061744376e-34,5.3213029124100054e-27,1.6438419299238647e-13,1.1272794980885946e-16,1.9871507244681261e-20,1.4318832834440205e-18,1.3138229296905156e-12,1.0959458830636335e-37,6.4249986865635978e-21,1.1027942085195485e-20,2.2728031014719627e-17,2.5971160843761485e-18,1.7813797105796603e-25,3.6690831568877824e-31,1.8500917331888633e-26,2.1227857746200215e-35,1.06557767532157e-34,4.388640759222239e-46,1.9195787532061088e-53,1.016427663628517e-21,2.3626774311565907e-19,1.8726737015291246e-20,1.9642165491103566e-32,1.6513690535332234e-22,1.1243864871311048e-25,9.1107227467020104e-39,8.2716446818153452e-15,3.5359209687720273e-20,3.813210477888069e-20,9.9777985842389754e-26,5.5986556991120786e-38,1.576089538865219e-35,1.6146718972286309e-33,0.88168480800000004,0.0,0.009459999996456055,0.10884999999483763,0.00099999999991877246,5.4998402301648172e-13,4.8815720702797711e-13,6.4631245440213173e-13,1.1368719763151311e-12,1.1812700823292131e-12,8.8152198825975964e-13,4.7004370974909229e-14,6.4961497071091826e-15,2.0304735868124565e-14,8.4677789312162309e-15,6.0755211767405891e-14,2.4801721866555783e-14,4.4202433786875749e-15,1.2125017119565763e-16,2.0117935028844207e-15,6.9137624414238183e-15,3.0975842345691058e-15,2.6611538768418577e-16,3.1181061781244741e-16,7.6414467759552891e-17,1.2809248242727033e-14,1.6704336639002209e-15,4.0762175359268653e-24,3.7816391470755087e-16,1.8791245120689921e-15,1.7635383015119174e-17,4.702454459052359e-17,1.0203912589296398e-16,1.0454821924029203e-20,3.3492433487076385e-19,4.6046070384621659e-19,3.1278966672988002e-15,1.989883967557947e-20,2.4093034465759856e-16,3.0909264843741325e-16,1.9786264365081495e-20
1.3311526742001217e-07,0.002802032255113937,3.8612759790665633e-16,3.5448525423784733e-17,1.2420695940796415e-14,2.6332553874796799e-16,4.7038200614623816e-15,0.0,0.0,2.0286705475390915e-13,3.8536701882451311e-17,3.3375786540996175e-23,3.8945414285608206e-24,3.4218777669723558e-24,1.4271054701392076e-39,9.5035754952282284e-32,3.7206343253467063e-25,1.7811150963046476e-13,3.9988690536982015e-16,5.1592768604440204e-39,2.512909644039373e-32,6.0811766953966895e-26,1.6019481616378001e-26,1.5902068178568686e-26,1.1151718857830412e-21,1.352727104100952e-18,2.9269782301097886e-25,7.0044477037381419e-26,6.8865257296237765e-13,1.466462784340092e-16,3.1971789819153082e-13,8.2883304088388132e-21,1.0094716737075947e-25,2.3797528311126583e-22,2.2092686272418327e-16,9.9514094208823196e-34,7.5909039638702346e-27,1.8822516134160167e-13,1.4056742021311815e-16,2.2099735028918421e-20,1.6956598050083159e-18,1.4339917695486205e-12,1.2287602979385351e-37,8.3766179780663389e-21,1.3502712730397154e-20,2.7166831680340809e-17,2.8462512351753375e-18,2.1856558783588526e-25,4.2207407214799415e-31,2.2918074828461978e-26,3.3644895627838618e-35,1.5830351355545967e-34,1.4139384572936184e-45,4.1767513487483363e-53,1.311326832013428e-21,2.821479382957248e-19,2.4587366860649288e-20,2.626917710831897e-32,2.0002502271463646e-22,1.4454649044900882e-25,1.1286042768511372e-38,9.7931631299696669e-15,3.85936828913424e-20,4.5559547808910645e-20,1.1096953270261533e-25,7.209857596335711e-38,2.2920110174782645e-35,2.0757886092584986e-33,0.88168480800000004,0.0,0.0094599999961728042,0.10884999999433495,0.00099999999991236266,5.7057994473740066e-13,5.0932303280176046e-13,6.6754180959299e-13,1.2406229317761086e-12,1.3015796253892426e-12,9.5800628494001732e-13,5.2281360289824947e-14,7.3081656167034495e-15,2.2880554703939272e-14,9.5480652250905563e-15,6.7947588229058811e-14,2.8114939306314895e-14,4.9033844461350332e-15,1.4540011895982757e-16,2.2282488978026517e-15,7.6979940553029087e-15,3.4435699911530769e-15,2.971112454211354e-16,3.4913065281753071e-16,8.6649869703544469e-17,1.5975963156211798e-14,1.9913746397103849e-15,4.5640924606218449e-24,4.5590005834441906e-16,2.3255516099924445e-15,2.2955847309578385e-17,5.2457318750891365e-17,1.2163963720267034e-16,1.3675475962262165e-20,4.5922027116634214e-19,6.3765128566466865e-19,3.4497792272364451e-15,2.780081516744426e-20,2.7439224950683433e-16,3.5363498833562269e-16,2.7821831019692091e-20
