Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24)
8.191e-12,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.3838203237409875e-19,1.3845450572871251e-19,7.2473354610064279e-23,5.8706996796863384e-36,3.6837199850933265e-33,3.6837199850933265e-33
1e-11,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.6891095451934179e-19,1.6903141509306638e-19,1.2046057371517254e-22,9.7614413417509332e-36,9.3808722407318508e-33,9.3808722407318508e-33
1.6383e-11,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.76631302807394e-19,2.7692108478497946e-19,2.8978197755591641e-22,2.3489801777880448e-35,2.9483096037161196e-32,2.9483096037161196e-32
3.2767e-11,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.5269611905446737e-19,5.5385424289751336e-19,1.1581238428100329e-21,9.390987087352412e-35,2.3576973026058559e-31,2.3576973026058559e-31
6.5535e-11,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.1030963030044995e-18,1.1077205591225812e-18,4.6242561161977987e-21,3.7503539354505176e-34,1.8834088618969057e-30,1.8834088618969057e-30
9.999999999999999e-11,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.6783855508680213e-18,1.6902706869514679e-18,1.1885136074654419e-20,9.6397276882132195e-34,8.7911214823483231e-30,8.7911214823483231e-30
1.31071e-10,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.1970222031345959e-18,2.215453191572717e-18,1.8430988423100834e-20,1.4949135257401963e-33,1.5018585252261165e-29,1.5018585252261165e-29
2.62143e-10,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,4.3577184289109426e-18,4.4309184564729882e-18,7.3200027442680691e-20,5.9374125152496075e-33,1.1935767824634485e-28,1.1935767824634485e-28
5.24287e-10,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,8.5731596183688797e-18,8.8618489862735283e-18,2.8868936696225655e-19,2.3416718497326513e-32,9.4236910372285673e-28,9.4236910372285673e-28
9.999999999999999e-10,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999984,0.10526315799999998,1.5856843438026166e-17,1.6902663405535472e-17,1.0458199607563302e-18,8.4831410539604583e-32,6.7528893704040697e-27,6.7528893704040697e-27
1.0485750000000002e-09,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999984,0.10526315799999998,1.6600579559468832e-17,1.7723710045874609e-17,1.1231304790594823e-18,9.1102457717112189e-32,7.3462009300083738e-27,7.3462009300083738e-27
2.0971510000000003e-09,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999963,0.10526315799999997,3.1189403035173584e-17,3.544743216507676e-17,4.2580290739997617e-18,3.4539084239893781e-31,5.590306590350791e-26,5.590306590350791e-26
4.194303e-09,0.0016777123324351157,0.84210526299999999,0.0,0.0,0.0,0.052631578999999928,0.10526315799999991,5.5487161863725436e-17,7.0894876403481001e-17,1.5407714132443467e-17,1.2498030060450033e-30,4.0731085301504989e-25,4.0731085301504989e-25
8.388607e-09,0.0016777123324351155,0.84210526299999999,0.0,0.0,0.0,0.052631578999999859,0.1052631579999998,9.0173530768961518e-17,1.4178976488028935e-16,5.1616231349559745e-17,4.1868771773591824e-30,2.7617638935138664e-24,2.7617638935138664e-24
9.999999999999999e-09,0.0016777123324351153,0.84210526299999999,0.0,0.0,0.0,0.052631578999999838,0.10526315799999975,9.7584192453155699e-17,1.6902659059137491e-16,7.1442392663175443e-17,5.7950880381263061e-30,5.4750379284449476e-24,5.4750379284449476e-24
1.6777215e-08,0.0016777123324351153,0.84210526299999999,0.0,0.0,0.0,0.05263157899999972,0.10526315799999955,1.2875203761944735e-16,2.8357954183390533e-16,1.5482748732788867e-16,1.2558919560761619e-29,1.6886556712903784e-23,1.6886556712903784e-23
3.3554431e-08,0.001677712332435115,0.84210526299999999,0.0,0.0,0.0,0.052631578999999436,0.10526315799999902,1.5877699729355186e-16,5.6715909574113403e-16,4.083820070482147e-16,3.3126148911820878e-29,9.1399334347949566e-23,9.1399334347949566e-23
5.0331647e-08,0.0016777123324351146,0.84210526299999999,0.0,0.0,0.0,0.052631578999999151,0.10526315799999846,1.707674870809028e-16,8.5073864964835957e-16,6.7997094710156066e-16,5.5156252426275909e-29,2.1546584093649464e-22,2.1546584093649464e-22
8.388607900000001e-08,0.0016777123324351133,0.84210526299999999,0.0,0.0,0.0,0.052631578999998582,0.10526315799999733,1.7768202801114801e-16,1.4178977574627983e-15,1.2402150614100137e-15,1.0060079854784156e-28,6.6804153586905192e-22,6.6804153586905192e-22
9.999999999999998e-08,0.0016777123324351118,0.84210526299999999,0.0,0.0,0.0,0.052631578999998312,0.10526315799999679,1.7880349690404889e-16,1.6902658624497023e-15,1.5114612821977486e-15,1.2260310280848548e-28,1.083347781761695e-21,1.083347781761695e-21
1.5099494300000001e-07,0.0016777123324351118,0.84210526299999999,0.0,0.0,0.0,0.052631578999997451,0.10526315799999507,1.8235255503023396e-16,2.5522159730916254e-15,2.3698610204139153e-15,1.9223272626513491e-28,2.3976472832200529e-21,2.3976472832200529e-21
2.8521267100000005e-07,0.0016777123324351081,0.84210526299999999,0.0,0.0,0.0,0.052631578999995182,0.10526315799999054,1.8905947415835822e-16,4.820852404349076e-15,4.6317837716739863e-15,3.7570998351277268e-28,9.1585163552694202e-21,9.1585163552694202e-21
5.536481270000001e-07,0.0016777123324351,0.84210526299999999,0.0,0.0,0.0,0.052631578999990644,0.10526315799998148,2.020803426561499e-16,9.358125266863163e-15,9.1560090362128078e-15,7.4269530266097993e-28,3.5887993462955917e-20,3.5887993462955917e-20
9.999999999999997e-07,0.0016777123324350851,0.84210526299999999,0.0,0.0,0.0,0.052631578999983095,0.10526315799996641,2.2370636214455052e-16,1.6902658581026009e-14,1.6678827962081552e-14,1.3529133937117733e-27,1.2425679855187611e-19,1.2425679855187611e-19
1.0905190390000001e-06,0.0016777123324350851,0.84210526299999999,0.0,0.0,0.0,0.052631578999981568,0.10526315799996336,2.2809206459120592e-16,1.8432670991888032e-14,1.8204436749525029e-14,1.4766640902442657e-27,1.4217777031898104e-19,1.4217777031898104e-19
2.164260863e-06,0.0016777123324350548,0.84210526299999999,0.0,0.0,0.0,0.052631578999963416,0.10526315799992711,2.8011375699432009e-16,3.6581762441924239e-14,3.6301082606759586e-14,2.9445846660607546e-27,5.6607816737881433e-19,5.6607816737881433e-19
4.311744511e-06,0.001677712332434994,0.84210526299999999,0.0,0.0,0.0,0.052631578999927119,0.10526315799985461,3.8415469683655174e-16,7.2879945341940019e-14,7.2493531502446466e-14,5.8803574519290542e-27,2.259142651112049e-18,2.259142651112049e-18
8.606711807e-06,0.0016777123324348726,0.84210526299999999,0.0,0.0,0.0,0.052631578999854524,0.10526315799970963,5.9222688523985832e-16,1.4547631114172485e-13,1.4487505808756321e-13,1.1751629566193532e-26,9.0261689100292492e-18,9.0261689100292492e-18
9.999999999999997e-06,0.0016777123324346298,0.84210526299999999,0.0,0.0,0.0,0.05263157899983098,0.1052631579996626,6.5971925503683589e-16,1.6902658576592274e-13,1.6835345179426459e-13,1.365609393384923e-26,1.3414716607628643e-17,1.3414716607628643e-17
1.7196646399000003e-05,0.0016777123324346298,0.84210526299999999,0.0,0.0,0.0,0.052631578999709334,0.10526315799941967,1.0083325013843536e-15,2.9066904274014577e-13,2.8962462768776308e-13,2.3493080066633649e-26,3.6082550974878284e-17,3.6082550974878284e-17
3.4376515583000004e-05,0.001677712332434144,0.84210526299999999,0.0,0.0,0.0,0.052631578999418949,0.10526315799883973,1.8403887199046691e-15,5.8105450593109957e-13,5.7906984265292888e-13,4.6971606969956831e-26,1.4427455821909347e-16,1.4427455821909347e-16
5.1556384767000005e-05,0.0016777123324336585,0.84210526299999999,0.0,0.0,0.0,0.052631578999128563,0.10526315799825979,2.6722899535272755e-15,8.7143996911444097e-13,8.6846114342546275e-13,7.0445760590334805e-26,3.0653573538061984e-16,3.0653573538061984e-16
6.8736253951e-05,0.001677712332433173,0.84210526299999999,0.0,0.0,0.0,0.052631578998838177,0.10526315799767985,3.5040362311158551e-15,1.1618254322884466e-12,1.1577985400460988e-12,9.3915541742227903e-26,5.2285601113823794e-16,5.2285601113823794e-16
