Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327),CH2O2(169),CH2O2(71)
1e-12,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,6.0331208143577285e-21,6.03344711470009e-21,3.2763883790289215e-25,1.4363492789925413e-38,1.4753517927767442e-36,1.0524190510961999e-36,8.3452790969178034e-42,8.1414809107184622e-32,1.5754186194314473e-36,4.5591652440269856e-40,1.3383327132847474e-27,6.8704072108437216e-48,1.6117116473136777e-50,7.8052645668524638e-54,3.249462204446361e-54,1.4687409662015361e-79,2.7453996818945698e-47,2.9248285607264225e-47,4.2339502865345786e-37,5.8414320732787865e-68,1.3157147235150883e-65,5.0253337529067147e-77,6.566615550692255e-73,8.8504171078572199e-46,1.3970392809190267e-44,9.8379697858092963e-47,2.8551853736258985e-47
1.023e-12,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,6.1718390641894633e-21,6.1721767613245059e-21,3.3906637995747096e-25,1.4866451225801399e-38,1.5332552578240952e-36,1.0955712086804649e-36,8.7048283128936572e-42,8.4254456338742476e-32,1.6398882557200595e-36,4.7457364063708252e-40,1.3690764072526155e-27,7.1725089583650061e-48,1.6826463109302913e-50,8.1605754016301022e-54,3.3973840477261717e-54,1.5372671145497778e-79,2.8661144172462304e-47,3.0534298015495117e-47,4.3816527197024368e-37,6.1073836827461805e-68,1.376607740500298e-65,5.2548482085305695e-77,6.8691693560599902e-73,9.1635995360241059e-46,1.4546057498070376e-44,1.0243360873813312e-46,2.9811590481894733e-47
2.047e-12,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.2347307722819822e-20,1.2348661901668863e-20,1.3569135613318805e-24,5.9839645450930702e-38,1.0580296204112009e-35,8.8287194869821491e-36,1.191670643901992e-40,3.3719477232966303e-31,1.3126575436333453e-35,3.7987434007254314e-39,2.7340379073183816e-27,1.1485716957894665e-46,2.7114595054260018e-49,2.6307291367847318e-52,1.0952161784981467e-52,1.9823292677437472e-77,4.5885950713086381e-46,4.8852593390608789e-46,1.7554781772543429e-36,1.9731314113353924e-66,8.8963762497760727e-64,1.7914584544269119e-75,3.7877678682830426e-71,3.7483485856977247e-45,1.1915482614940751e-43,8.391432291937864e-46,4.8926929635286215e-46
4.095e-12,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.4696209084408414e-20,2.4701632196972102e-20,5.4285641022114044e-24,2.4009355393425573e-37,7.7890787757538709e-35,7.0883868507237853e-35,1.7455847788917301e-39,1.3491325358023387e-30,1.0503547726217486e-34,3.0396449572743551e-38,5.4488403216005399e-27,1.8382383795015635e-45,4.349113148479484e-48,8.4405330593413245e-51,3.5139315681554437e-51,2.5426260431731693e-75,7.3435060689920621e-45,7.8079826755900668e-45,7.0389297056963363e-36,6.3375705235238875e-65,5.7154493293893852e-62,5.9170549915913561e-74,2.2039620499180381e-69,1.5161971782206406e-44,9.6175971336434569e-43,6.7733671124749411e-45,7.9065387355868434e-45
8.191e-12,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,4.9385870674906842e-20,4.9407572845369682e-20,2.1712999886589358e-23,9.6171213209843156e-37,5.9602871903407838e-34,5.6801666521112285e-34,2.6636632742259077e-38,5.3972365933817656e-30,8.4026414366563614e-34,2.4316402861648188e-37,1.0818629807921814e-26,2.9407938053661702e-44,6.9520748813675641e-47,2.6987459251545252e-49,1.1235304348279674e-49,3.2471773991046466e-73,1.1749442285576962e-43,1.2459763678949629e-43,2.828080265756678e-35,2.0274546806506195e-63,3.6570969196817034e-60,1.9200867418880949e-72,1.317380807059953e-67,6.0980207017257583e-44,7.6811306679951764e-42,5.4096598354168165e-44,1.263849968129236e-43
1e-11,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,6.0282883040931127e-20,6.0318961233386844e-20,3.6091348917626259e-23,1.5991740266997785e-36,1.493118558151881e-33,1.4466152198500362e-33,1.125573922161893e-37,8.9730859823024463e-30,2.1387150485158895e-33,6.1891609707106011e-37,1.3138517113145552e-26,1.2675436347140513e-43,2.986216376645369e-46,2.108413291695592e-48,8.7776354114190311e-49,9.3607071775308428e-72,5.0656661166410145e-43,5.3489005596701203e-43,4.7232137292643528e-35,1.5843476319785063e-62,5.4310385792425126e-59,1.5101986731222733e-71,1.8414647299134867e-66,1.0151039742424491e-43,1.9378783252996328e-41,1.3648145560167438e-43,5.3957776855753345e-43
1.6383e-11,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,9.8732650831054354e-20,9.8819454368109653e-20,8.6824904398614902e-23,3.8484384121284108e-36,4.6584720369185635e-33,4.5467227788661671e-33,4.1572610848047695e-37,2.1590358867587514e-29,6.7202585121196254e-33,1.9447455348519176e-36,2.1324167013224658e-26,4.7023818516375216e-43,1.1069969685296811e-45,8.5956396691786376e-48,3.5784905762762711e-48,4.1243913689598744e-71,1.8793956780895191e-42,1.9825940424844698e-42,1.1410132965068377e-34,6.4592877161462837e-62,2.3303893353964521e-58,6.1613909136929148e-71,7.8741818122194067e-66,2.4451990840699786e-43,6.0653585049603474e-41,4.2717385129588777e-43,1.997515558522068e-42
3.2767e-11,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.9729621086378545e-19,1.9764321827739504e-19,3.4704902535035587e-22,1.5388226171263569e-35,3.6807076570663984e-32,3.6364943161399041e-32,6.564199690736498e-36,8.6364260331170655e-29,5.3726271811297599e-32,1.5547125996263769e-35,4.1439048174531494e-26,7.5132648792893316e-42,1.7517998999179655e-44,2.7210267433422405e-46,1.1327971705105851e-46,5.1904618675864296e-69,3.0050177230683396e-41,3.1372054893687941e-41,4.6417777440594767e-34,2.0450132903269221e-60,1.4757516735163797e-56,1.9577639823803872e-69,4.5684471380955028e-64,9.7872708022793087e-43,4.7074637903059441e-40,3.3154070879254373e-42,3.1042175047416765e-41
6.5535e-11,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,3.9390470074576327e-19,3.9529074925758835e-19,1.3861275800983164e-21,6.1472332862704891e-35,2.9226831359457327e-31,2.9057751977575855e-31,1.0420868398531381e-34,3.4546269295845266e-28,4.2921403357959773e-31,1.2419684017371079e-34,7.8377636656182557e-26,1.1986525329176155e-40,2.7407187304932038e-43,8.5173213840219247e-45,3.5458284226037379e-45,6.4198103946522399e-67,4.8012976847773957e-40,4.9107676523823511e-40,1.9186675210255124e-33,6.4016409441161406e-59,9.2409627240961935e-55,6.1396344516869727e-68,2.4733046767745147e-62,3.9117814936969266e-42,3.5450244692800599e-39,2.4967206586308836e-41,4.6849313926188279e-40
9.999999999999999e-11,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.9960997504923678e-19,6.0317412141382495e-19,3.564259498411428e-21,1.5808036335430987e-34,1.3606877078704616e-30,1.3569807830937924e-30,9.208106031152537e-34,8.9049908888914666e-28,2.0042148982322927e-30,5.7987288285494946e-34,1.1135417726973522e-25,1.0595632649451141e-39,2.3369148038047897e-42,1.4130728902967813e-43,5.8826116985900701e-44,4.0703415386977858e-65,4.2561865924974095e-39,4.1923396008853578e-39,5.2051511873570377e-33,1.0620822774297189e-57,3.0235132421574919e-53,1.0195114316291457e-66,6.3428964171705011e-61,1.0061516278687198e-41,1.5002590876510594e-38,1.0566164265890285e-40,3.756296862426394e-39
1.31071e-10,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,7.8505806957653195e-19,7.9058582187128694e-19,5.5278961394648648e-21,2.4517475231135789e-34,2.323892669412494e-30,2.3183681556327345e-30,1.6569962473713501e-33,1.381862090716003e-27,3.4241148508109644e-30,9.9067544551703492e-34,1.4108329647483301e-25,1.9067229028409889e-39,4.1966157381295598e-42,2.6102053680911193e-43,1.0866258429912283e-43,7.6819731261388583e-65,7.6603897429142155e-39,7.5291142292443252e-39,8.1679927366559463e-33,1.9618618968776366e-57,5.6659714002619907e-53,1.8832744918834774e-66,1.1838191052792107e-60,1.5605645380803341e-41,2.5331853776236701e-38,1.7840955570725827e-40,6.7203284736970905e-39
2.62143e-10,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.559196728728181e-18,1.58117599795998e-18,2.1979513828841983e-20,9.7488557190188834e-34,1.8446960737197956e-29,1.8444532297053053e-29,2.6308918938992957e-32,5.5274710950513644e-27,2.724021410039582e-29,7.8792791008699866e-33,2.3356049916656944e-25,3.0155242215897941e-38,6.1773079899413343e-41,7.694582375461629e-42,3.2031090541915474e-42,8.6430847050340721e-63,1.2187594391062147e-37,1.1109499420360393e-37,3.6584083140983509e-32,5.7831909425623091e-56,3.3426170107103702e-51,5.5540505415052651e-65,4.704556008532095e-59,6.2060529695396624e-41,1.6642186369609833e-37,1.1720920784181387e-39,8.8865330651604426e-38
5.24287e-10,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,3.0754783464232863e-18,3.1623564187202211e-18,8.687845801209386e-20,3.8535190511388208e-33,1.4563078321278694e-28,1.4593129067866658e-28,4.1554147170771017e-31,2.2109930281787872e-26,2.1551606451759017e-28,6.2307658543706467e-32,3.4164076512286152e-25,4.7146849253630573e-37,8.4979152787205892e-40,2.1221661309308672e-40,8.8334149219482266e-41,8.7242294428722945e-61,1.9282604341930601e-36,1.5342595689043845e-36,1.770968768287651e-31,1.5948804626234352e-54,1.8458197622861473e-49,1.5320360759786412e-63,1.4769858763193775e-57,2.4532840967413712e-40,9.7298965976090418e-37,6.8526678023661376e-39,1.0493912516347897e-36
9.999999999999999e-10,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.7156630816093993e-18,6.0317263213099674e-18,3.1606382607533364e-19,1.4019256971897946e-32,1.0444149953338377e-27,1.0499126028565259e-27,5.9263070059420541e-30,8.2294386296066798e-26,1.5505236287295945e-27,4.4783440396312014e-31,4.2283001272116872e-25,6.5830661747138841e-36,9.6395530538411149e-39,4.8142827072380708e-39,2.0035773332626682e-39,6.7194777510430641e-59,2.7560206867500173e-35,1.749291700260756e-35,8.7495616685915163e-31,3.6174909946831257e-53,8.3727024652802401e-48,3.4753404841371924e-62,3.2954934642576188e-56,8.9254534429659102e-40,4.6047206403474749e-36,3.2430585689674397e-38,9.9628786792347271e-36
1.0485750000000002e-09,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.9852520428353201e-18,6.3247173537566273e-18,3.3946591778540241e-19,1.5057279307846045e-32,1.1361897483966725e-27,1.1422180312115212e-27,6.4890106441134626e-30,8.8439814213516232e-26,1.6868410983627527e-27,4.8720049582680294e-31,4.3112023750394284e-25,7.207120714765928e-36,1.053707459755329e-38,5.2841991495532782e-39,2.1991425956475485e-39,7.3966945546726559e-59,3.017748198505614e-35,1.9122453687209698e-35,9.4621449911668137e-31,3.9705872800895384e-53,9.2087905115511758e-48,3.8145635004892765e-62,3.6169144389463359e-56,9.5863259143780002e-40,4.9755562752407697e-36,3.5042343958580244e-38,1.0873033860605995e-35
2.0971510000000003e-09,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,1.1351947167316921e-17,1.2649439222626565e-17,1.2974932327889849e-18,5.7551664761718894e-32,8.6609702313320703e-27,8.7582067855287126e-27,9.9082938335061991e-29,3.5375944320678561e-25,1.2934118767865805e-26,3.728331439162369e-30,4.7862151852971507e-25,1.054945973363722e-34,1.1393352932923819e-37,1.1496717913075712e-37,4.7829678958286162e-38,4.9002019960721397e-57,4.6253525951416484e-34,2.0779192374713654e-34,5.5646899432349099e-30,8.635743707400842e-52,4.0174896885584691e-46,8.2968726043364956e-61,7.0631216862023086e-55,3.6641502998635814e-39,2.2382040506028165e-35,1.5763447618026374e-37,9.9254379507896742e-35
4.194303e-09,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999977,0.10526315799999997,2.0536033516118007e-17,2.5298882508097694e-17,4.7628522540653694e-18,2.1126187420283031e-31,6.3228586348748891e-26,6.4672219587280115e-26,1.4510291974729386e-27,1.4150381181162411e-24,9.5507328344068212e-26,2.7422396061897568e-29,4.952508739785669e-25,1.3929325813622106e-33,1.0560537711828642e-36,2.1482777475865902e-36,8.9312346052765148e-37,2.2550577463683469e-55,6.8226384501040918e-33,1.9301815500740108e-33,3.4789886094443016e-29,1.6125538849794613e-50,1.5061567728023722e-44,1.5493200786980247e-59,1.0741418082900532e-53,1.3450690616862611e-38,8.985395046081756e-35,6.3283241781410544e-37,8.0887808633808659e-34
8.388607e-09,0.0019278029962898216,0.84210526299999999,0.0,0.0,0.0,0.052631578999999949,0.10526315799999994,3.427372426428659e-17,5.0597766981718312e-17,1.6324054112656217e-17,7.2407350654627773e-31,4.2821698965723037e-25,4.4795072603849123e-25,1.9763200659703686e-26,5.6601528906724805e-24,6.6152443809210169e-25,1.8845634909416504e-28,5.0326601698444333e-25,1.6121202908523764e-32,8.3705805043870766e-36,3.4381465617524192e-35,1.4273740617013244e-35,7.5588125554704593e-54,9.4240370943396204e-32,1.5242039632234903e-32,2.1833158439175214e-28,2.5771563504563827e-49,4.8364305544252861e-43,2.4761318116242295e-58,1.3484740034909256e-52,4.6101487325872698e-38,3.2261742111523522e-34,2.2721623740582222e-36,5.9046356392414173e-33
9.999999999999999e-09,0.0019278029962898214,0.84210526299999999,0.0,0.0,0.0,0.052631578999999942,0.10526315799999991,3.7429573229532059e-17,6.0317243326652559e-17,2.2887687604986602e-17,1.015211847128752e-30,8.4134008141504806e-25,9.0342603759859162e-25,6.2131880170451458e-26,8.9219801170590848e-24,1.3341509898534267e-24,3.7657042673429684e-28,5.0553183712418172e-25,4.2011916654030831e-32,1.7661352504216483e-35,1.183182750976879e-34,4.9015305828621378e-35,3.9840695295049632e-53,3.0234297650306429e-31,3.1891320478749836e-32,4.24668384254099e-28,8.8498267733963025e-49,2.9446735977172878e-42,8.5029586863338983e-58,3.6051170110754688e-52,6.4638764761590751e-38,4.5687886328002225e-34,3.2177523519774789e-36,1.210368630573403e-32
1.6777215e-08,0.0019278029962898214,0.84210526299999999,0.0,0.0,0.0,0.052631578999999901,0.10526315799999984,5.0702478687726371e-17,1.0119552744296288e-16,5.0493091971720195e-17,2.2396847900239098e-30,2.5788578776990473e-24,2.8190692814471054e-24,2.4032655416396691e-25,2.2640610150871883e-23,4.1630913886233933e-24,1.1677427532206769e-27,5.1506144922894915e-25,1.5090337488722222e-31,5.6736587011766129e-35,4.7134066272200342e-34,1.9513177578696741e-34,1.7561220474737907e-52,1.1775832809713527e-30,1.0191505515564977e-31,1.2924820430444109e-27,3.5231495354806806e-48,1.3295303832900543e-41,3.3850655677499657e-57,1.3096131829091378e-51,1.4260305695878297e-37,1.0215571632110931e-33,7.1947254319176677e-36,3.8175724078464679e-32
3.3554431e-08,0.0019278029962898212,0.84210526299999999,0.0,0.0,0.0,0.052631578999999797,0.10526315799999966,6.4784452658191018e-17,2.0239101440516728e-16,1.3760673016591848e-16,6.1037221801339161e-30,1.3238719390254466e-23,1.5743163958622724e-23,2.5048765862283727e-24,9.0562419719251888e-23,2.3248345755139105e-23,6.3275035424407324e-27,5.3829501847914237e-25,1.0894749505272643e-30,3.2968974707190331e-34,5.5495794064175297e-33,2.2845741395016592e-33,2.8475522528259508e-51,1.2917936429101137e-29,5.7449762399997656e-31,6.8769406895587867e-27,4.1248522057472047e-47,3.1328942308312745e-40,3.9631991380268475e-56,9.5455044750146971e-51,3.8863826381381228e-37,2.8161832052693337e-33,1.9834098102215091e-35,2.1610271796459447e-31
6.7108863e-08,0.0019278029962898212,0.84210526299999999,0.0,0.0,0.0,0.052631578999999595,0.10526315799999926,7.2687858116035688e-17,4.0478185248931242e-16,3.3209466308387243e-16,1.4730485087866756e-29,5.6346587234976932e-23,7.8126632634333614e-23,2.1781615093673434e-23,3.6224949254962549e-22,1.1536659163866398e-22,2.9678987612391308e-26,5.8476985435706002e-25,6.1712695834089163e-30,1.6733092209964559e-33,5.7097823121738598e-32,2.3242119952904922e-32,3.4180546317346824e-50,1.2305356693826111e-28,2.7485511582519376e-30,3.2215125873626686e-26,4.1964195518615834e-46,6.4172714447969814e-39,4.0319686065727366e-55,5.3718476443016196e-50,9.3794017441405579e-37,6.8335987177190485e-33,4.8128355891991809e-35,1.0795988689271254e-30
9.999999999999998e-08,0.0019278029962898203,0.84210526299999999,0.0,0.0,0.0,0.052631578999999401,0.10526315799999886,7.4241966668429022e-17,6.031716165406067e-16,5.2893131484882078e-16,2.3461428629280819e-29,1.2535028450998253e-22,2.1323726303870358e-22,8.7891024449200471e-23,8.9488170588124248e-22,3.148589053182606e-22,7.4868432301273076e-26,6.3036593119740579e-25,1.765166917717808e-29,4.6274409856610399e-33,2.8963802941461596e-31,1.1556470158173561e-31,1.8340588001061055e-49,5.6639870518738428e-28,6.9873328829961375e-30,8.1652138196415851e-26,2.0865479907512566e-45,6.0893190270732299e-38,2.0047810299674668e-54,1.525467640411285e-49,1.4938886530219541e-36,1.0902556804986522e-32,7.6785622914225795e-35,2.9543358654673578e-30
1.34217727e-07,0.0019278029962898203,0.84210526299999999,0.0,0.0,0.0,0.052631578999999193,0.10526315799999844,7.5858756692263123e-17,8.0956298531273537e-16,7.3370693004531218e-16,3.2544515132265497e-29,1.9713709064401154e-22,3.5379727669753936e-22,1.5666680807318019e-22,1.4489964410205918e-21,5.223972925770171e-22,1.2188049155741123e-25,6.7780102319784273e-25,2.9595104855625581e-29,7.7007210077326742e-33,5.3155722167158682e-31,2.1161090679837337e-31,3.3864988175491045e-49,1.027625171982551e-27,1.1397076330596818e-29,1.3308308116919414e-25,3.8206849304264918e-45,1.1756627270202732e-37,3.6709614928981962e-54,2.5536106823832598e-49,2.0722600625317693e-36,1.5135627160826172e-32,1.0659871631786542e-34,4.9046861602721165e-30
2.68435455e-07,0.0019278029962898186,0.84210526299999999,0.0,0.0,0.0,0.052631578999998381,0.10526315799999683,7.7927084445988852e-17,1.6191230776829183e-15,1.5412070133957034e-15,6.8362222851798373e-29,5.7229234030975121e-22,1.5120627003612431e-21,9.3981484491598423e-22,5.7959734537739249e-21,2.2323217114938154e-21,4.484437015940045e-25,8.6411894932652214e-25,1.3059455562612426e-28,3.3491068537856021e-32,4.6584830561119687e-30,1.7760187223949254e-30,3.0783554320384156e-48,7.6841364992717368e-27,4.2130317508707128e-29,4.8575122513310327e-25,3.2066438239785967e-44,1.9832802204656563e-36,3.0809844532110121e-53,1.1262494968378043e-48,4.3530893107231358e-36,3.1830857403706407e-32,2.241815620542971e-34,2.0993323501988312e-29
5.36870911e-07,0.0019278029962898156,0.84210526299999999,0.0,0.0,0.0,0.052631578999996764,0.10526315799999358,8.1309223738616873e-17,3.2382345699512698e-15,3.1569702910077833e-15,1.4003148708101799e-28,1.4232716020915142e-21,6.2580248663094317e-21,4.8351399526011502e-21,2.3183795182632384e-20,9.2368533717050062e-21,1.5327561095291037e-24,1.2375292995220952e-24,5.615550388538209e-28,1.421831568623977e-31,3.9699427934768057e-29,1.3949676614237739e-29,2.7675266272933472e-47,5.3187321405357376e-26,1.4432081714795184e-28,1.551053821775902e-24,2.5186471369531703e-43,3.1291649653646058e-35,2.419948940046e-52,4.9083173449279435e-48,8.917375597191317e-36,6.5240896818319185e-32,4.5948514597598815e-34,8.6944241228936404e-29
