Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41)
1e-12,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.2609277014229623e-18,1.2609350767661819e-18,5.1140293671633759e-23,1.1904992215875688e-34,1.3138322719938169e-32,1.3138265670516258e-32,7.7002676110558767e-38,1.1594859530641975e-28,2.133843205905817e-33,3.9005932692655495e-41,4.3764718568072238e-23,1.3034572992488968e-43,7.4499654429272765e-45,2.4923957657728628e-48,8.7364928050860683e-49,1.3086501450943793e-71,5.1163725520378496e-48,4.1261275589374683e-47
1.023e-12,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.2899201470201288e-18,1.2899283004332311e-18,5.2923991852894746e-23,1.2321316416209364e-34,1.3676680788468546e-32,1.3676621641224019e-32,8.0390700552484873e-38,1.1999273805457391e-28,2.221164875708286e-33,4.0721014890919016e-41,4.4770338779063976e-23,1.3607722436628151e-43,7.7777498585591284e-45,2.6058365779289264e-48,9.1341321826998815e-49,1.3697042034741337e-71,5.3491679915014146e-48,4.3138654218229758e-47
2.047e-12,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,2.5806347850657115e-18,2.5807571297171614e-18,2.1179910186330315e-22,4.9499478797324521e-34,1.099673289254479e-31,1.0996750483647794e-31,1.2932254203419837e-36,4.8022297335218495e-28,1.7779591081281889e-32,6.5191695247304088e-40,8.9453490077797685e-23,2.1791209040320762e-42,1.2506288305032435e-43,8.3817033672038726e-47,2.9379795778265786e-47,1.7590245200942774e-69,1.7127741930194718e-46,1.3807387930128295e-45
4.095e-12,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,5.1617462569051131e-18,5.1624151413934642e-18,8.4735429377910308e-22,1.9841666904284586e-33,8.819119664248909e-31,8.8192376647832211e-31,2.0746520560448199e-35,1.9213954084897449e-27,1.4227019200936494e-31,1.0432561187231732e-38,1.7846596352113202e-22,3.4877294894506919e-41,2.0045264513698464e-42,2.6871472744605498e-45,9.4189110263399854e-46,2.2461558352385715e-67,5.4819439478246268e-45,4.4158632529861354e-44
8.191e-12,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,1.0322698320186929e-17,1.0325732566001286e-17,3.389347952806902e-21,7.9441553815675321e-33,7.063140197922348e-30,7.0634008771076957e-30,3.3234531072797823e-34,7.6865889075739177e-27,1.1381745813859044e-30,1.6689934145253701e-37,3.5508677234275858e-22,5.5800877394741295e-40,3.2053963021422247e-41,8.5945765501982011e-44,3.0124454236107131e-44,2.8485681768229477e-65,1.7540125082609956e-43,1.4107736550849978e-42
1e-11,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,1.2600912839625737e-17,1.2606114941791487e-17,5.6339982900190838e-21,1.3208681567466399e-32,1.7985029477080565e-29,1.7986280354046224e-29,1.4336271847678954e-33,1.2779212654232628e-26,2.8971233504965557e-30,7.1943545576392473e-37,4.3187058384182047e-22,2.4054564617352113e-39,1.3786792488240052e-40,6.7241026040472321e-43,2.3566923104984011e-43,8.1097698505247325e-64,1.3755142024773182e-42,1.1033463934540505e-41
1.6383e-11,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999984,0.10526315799999998,2.0639521616617387e-17,2.0652372932210966e-17,1.3554176898324974e-20,3.1784397788910542e-32,5.6522574678223094e-29,5.6527319437129995e-29,5.3194658812835317e-33,3.0748376487799524e-26,9.1035191455398288e-30,2.6690418779029994e-36,7.0279986454857118e-22,8.9241179272683859e-39,5.1122918445046231e-40,2.7417319137845987e-42,9.6092755631355269e-43,3.5719731093550306e-63,5.6100752695805374e-42,4.4986826042757466e-41
3.2767e-11,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999963,0.10526315799999997,4.1252866397796222e-17,4.1305675050125167e-17,5.418569230045055e-20,1.2709548000801788e-31,4.5202713129148663e-28,4.5210759846283847e-28,8.5086313649509002e-32,1.2299760098684096e-25,7.2789802298408537e-29,4.2656366215223934e-35,1.3767944284544353e-21,1.4263231468980769e-37,8.1195989281624244e-39,8.7102793523379381e-41,3.0523874465554785e-41,4.3869465304136843e-61,1.7932293615003093e-40,1.4293842173972523e-39
6.5535e-11,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999921,0.10526315799999993,8.2398520420399212e-17,8.2612359694995246e-17,2.1648444499313405e-19,5.0783718609587096e-31,3.6120363140684179e-27,3.6133589007949489e-27,1.359880372910544e-30,4.9199900049506866e-25,5.8167251307069874e-28,6.809183372372669e-34,2.6441900115882112e-21,2.2770146713266072e-36,1.2796600686608762e-37,2.7461868898377286e-39,9.6210283870556134e-40,5.1841271228033631e-59,5.7252372386218213e-39,4.5096779977589067e-38
9.999999999999999e-11,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.05263157899999988,0.10526315799999988,1.2550529403382934e-16,1.2605839855016089e-16,5.5693387821984896e-19,1.3065402087519797e-30,1.6870186462770807e-26,1.6882068118248494e-26,1.2059077678315464e-29,1.2682277813650943e-24,2.7174728091521849e-27,6.0255972253720269e-33,3.8268423038705431e-21,2.0152749041541581e-35,1.1057102510909317e-36,4.6177274473213026e-38,1.6169400888193405e-38,3.0331171285364171e-57,9.8620589773811337e-38,7.5937658819364776e-37
1.31071e-10,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999838,0.10526315799999984,1.6436705416564098e-16,1.6522601419701578e-16,8.6385696946567128e-19,2.0265895810702149e-30,2.882271753111063e-26,2.8844118432930029e-26,2.1704653174506858e-29,1.9680161014118831e-24,4.6429465070935132e-27,1.0843949691155726e-32,4.8930308828203279e-21,3.6268139803675623e-35,1.9871694535371859e-36,8.5331411200416117e-38,2.9879134174009072e-38,5.7208067313923237e-57,1.8236791310533245e-37,1.4033164669425576e-36
2.62143e-10,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999672,0.10526315799999968,3.2702387536044108e-16,3.3045423182103137e-16,3.4388511160250794e-18,8.0677126021356919e-30,2.293849119056536e-25,2.2972792811600895e-25,3.4553143403217332e-28,7.8721233605673363e-24,3.6977191508769543e-26,1.7189346664873273e-31,8.4791405762378319e-21,5.7429190508079893e-34,3.0011401714568739e-35,2.5798326607650152e-36,9.0237285346060963e-37,5.6252880968333193e-55,5.782490176638481e-36,4.2530899893957996e-35
5.24287e-10,0.003314844571790112,0.84210526299999999,0.0,0.0,0.0,0.052631578999999339,0.10526315799999934,6.4730189283637457e-16,6.6091307079932935e-16,1.3624474945626285e-17,3.1964164747456417e-29,1.8160740156141906e-24,1.8215256674837885e-24,5.4730997417287109e-27,3.1488712927173068e-23,2.9318769666071071e-25,2.6998124677312256e-30,1.3235821311542137e-20,9.0123350824284475e-33,4.3113341574100582e-34,7.4250116809668106e-35,2.5915688641348486e-35,4.7034943602501653e-53,1.8169704071824791e-34,1.2278151010966251e-33
9.999999999999999e-10,0.0033148445717901117,0.84210526299999999,0.0,0.0,0.0,0.052631578999998742,0.1052631579999987,1.2108337450594254e-15,1.260601382208972e-15,4.9785384078479681e-17,1.1680155777283947e-28,1.3081656875778263e-23,1.3159874386131656e-23,7.8393402364458676e-26,1.1720339038340215e-22,2.1181385047017685e-24,3.8037470451001969e-29,1.7525603612929341e-20,1.2677139283991148e-31,5.2138833885132362e-33,1.7944493529373152e-33,6.2366027199716446e-34,2.8997820508224973e-51,5.1059964422428108e-33,2.968707947639847e-32
1.0485750000000002e-09,0.0033148445717901117,0.84210526299999999,0.0,0.0,0.0,0.052631578999998679,0.10526315799999864,1.2683759180118882e-15,1.3218354870720377e-15,5.3477770372586349e-17,1.2546429426775975e-28,1.4231984252647245e-23,1.4317631876484714e-23,8.5839286121890438e-26,1.2595570629117923e-22,2.3044840229041196e-24,4.164579466441928e-29,1.7963632792896851e-20,1.3879575675380448e-31,5.7022494410016333e-33,1.9700987001170246e-33,6.8469590301105091e-34,3.1910757315358946e-51,5.6088160907053444e-33,3.2593051705516227e-32
2.0971510000000003e-09,0.0033148445717901113,0.84210526299999999,0.0,0.0,0.0,0.052631578999997361,0.10526315799999716,2.4375443222558706e-15,2.64368643149077e-15,2.0616412598730193e-16,4.836838514485906e-28,1.0934746978780926e-22,1.1066642998635578e-22,1.3207815093795349e-24,5.0382562678196933e-22,1.7811815061245893e-23,6.2049018567822818e-28,2.11184460861846e-20,2.0614399148449347e-30,6.6884204886510192e-32,4.644459122861762e-32,1.60045727945652e-32,1.7053127089019793e-49,1.6732858581480654e-31,7.5895025988673919e-31
3.1457270000000003e-09,0.003314844571790111,0.84210526299999999,0.0,0.0,0.0,0.052631578999996043,0.10526315799999562,3.5383672530847278e-15,3.9655392609353014e-15,4.2719604287202472e-16,1.0022503084859417e-27,3.0554673211120698e-22,3.1031263777654548e-22,4.7715477812899571e-24,1.070631553748811e-21,4.9944352311810366e-23,2.2072587030874401e-27,2.2199297021011872e-20,7.634147661795622e-30,2.1453820303217274e-31,1.8910125768705436e-31,6.4915861162522973e-32,8.9256704052820169e-49,7.4261228206805958e-31,3.0647352388673569e-30
5.2428790000000005e-09,0.0033148445717901083,0.84210526299999999,0.0,0.0,0.0,0.052631578999993399,0.10526315799999231,5.4992774449318931e-15,6.6092457983723936e-15,1.1099956867614971e-15,2.6041783624338053e-27,1.3134010259000151e-21,1.3478080674482285e-21,3.4437975108802847e-23,2.9599861107379874e-21,2.1691999406221926e-22,1.5129445317338224e-26,2.2726705814475615e-20,5.431828373443477e-29,1.1375607840117054e-30,1.7019379184531178e-30,5.7580148594129203e-31,1.5536440164273362e-47,8.6290862648129189e-30,2.6421992387698904e-29
7.340031000000001e-09,0.003314844571790106,0.84210526299999999,0.0,0.0,0.0,0.052631578999990755,0.10526315799998875,7.2481997068595871e-15,9.252951902024484e-15,2.0047832207095508e-15,4.7034554811402071e-27,3.1168939015679387e-21,3.2216507320551191e-21,1.0484077257507306e-22,5.6050816730290415e-21,5.1848880592375118e-22,4.4691324641537004e-26,2.2932157169076685e-20,1.6447320470230883e-28,2.9486923743205566e-30,5.6233898425094727e-30,1.886789681193775e-30,6.3781303343711423e-47,3.1925197251190894e-29,8.4930366031714468e-29
9.437183000000001e-09,0.003314844571790102,0.84210526299999999,0.0,0.0,0.0,0.052631578999988111,0.10526315799998504,8.8104488363938474e-15,1.1896657313363371e-14,3.0862436941385568e-15,7.2406897484410394e-27,5.8690912975475769e-21,6.1063245616876095e-21,2.3740879028155179e-22,9.0059164689674966e-21,9.8272295122343922e-22,9.8567931696756119e-26,2.3074183172297522e-20,3.7083793993989778e-28,5.8832889564109549e-30,1.3447547763769258e-29,4.4784380020398929e-30,1.8490777202808048e-46,8.3305469999884998e-29,1.97877403645576e-28
9.999999999999999e-09,0.003314844571790094,0.84210526299999999,0.0,0.0,0.0,0.052631578999987404,0.10526315799998401,9.2086574883456448e-15,1.2606153878397627e-14,3.3975327839073276e-15,7.9710108339863313e-27,6.755816096251981e-21,7.0412710962120208e-21,2.8566224739577068e-22,1.0019230317963382e-20,1.1331819663627127e-21,1.1770916746198786e-25,2.311092322227862e-20,4.4631967984876603e-28,6.8565556810032458e-30,1.6390940983283822e-29,5.4461451330255779e-30,2.4293059909850869e-46,1.0401429173985276e-28,2.3922517181863716e-28
1.3631487000000001e-08,0.003314844571790094,0.84210526299999999,0.0,0.0,0.0,0.052631578999982824,0.10526315799997721,1.1563813706246642e-14,1.7184066386636011e-14,5.6202971933590699e-15,1.318587985005326e-26,1.3984188015049362e-20,1.4709680707327307e-20,7.2597728755615541e-22,1.7581254230030395e-20,2.3672172336426086e-21,2.8885322644837649e-25,2.3333985261903694e-20,1.1378471332590838e-27,1.502578506341388e-29,4.3965758474538152e-29,1.4459348689023819e-29,8.7691738762528571e-46,3.0803806919010841e-28,6.182969980558522e-28
1.7825791e-08,0.0033148445717900835,0.84210526299999999,0.0,0.0,0.0,0.052631578999977537,0.10526315799996885,1.3799964841962647e-14,2.247147268791049e-14,8.6715627675071652e-15,2.0344511633056997e-26,2.6537953453907744e-20,2.8196812447246577e-20,1.6598898429876833e-21,2.8935699842466918e-20,4.5375326319538452e-21,6.3734888191763135e-25,2.3586716271350553e-20,2.5784405025711907e-27,2.9919445422040838e-29,1.0508786343791497e-28,3.4197212857908106e-29,2.4072350797625786e-45,8.0369044069407807e-28,1.4212185411750074e-27
2.6214399e-08,0.0033148445717900597,0.84210526299999999,0.0,0.0,0.0,0.052631578999966962,0.10526315799995106,1.7150427383372128e-14,3.3046276167358119e-14,1.5895925518137224e-14,3.7293726949159706e-26,6.8900812371000539e-20,7.5181620899083649e-20,6.284173226031783e-21,6.0770135752203513e-20,1.2097341281873493e-20,2.1835536076423128e-24,2.4090208879423179e-20,8.8603525149079246e-27,8.4384338907636891e-29,4.3489418151684157e-28,1.3671474178322326e-28,1.3251342891556324e-44,4.0790702108223266e-27,5.1966860428041876e-27
3.330705305731548e-08,0.0033148445717900363,0.84210526299999999,0.0,0.0,0.0,0.052631578999958017,0.10526315799993512,1.9087869737625947e-14,4.1987371529313449e-14,2.2899597129868567e-14,5.3725175545886337e-26,1.2332854384399375e-19,1.3726385584469328e-19,1.3942202854004157e-20,9.7070040623483215e-20,2.2085290162166445e-20,4.5540241680457377e-24,2.4517522788891333e-20,1.8239685316507394e-26,1.5856251255017277e-28,1.0086420571303185e-27,3.103615667028809e-28,3.4401934393766575e-44,1.0408286460375267e-26,1.1158853550208749e-26
4.0399707114630954e-08,0.0033148445717900107,0.84210526299999999,0.0,0.0,0.0,0.052631578999949073,0.10526315799991867,2.0527677827117406e-14,5.0928458264889644e-14,3.040089381440056e-14,7.1324112363241964e-26,1.9557913832973095e-19,2.2214500451293067e-19,2.6578123976002492e-20,1.4199707017883822e-19,3.5739676833467041e-20,8.1725341033664054e-24,2.4945449747251368e-20,3.2075711126678545e-26,2.6224935674932967e-28,1.998544890727714e-27,6.0119234408338651e-28,7.1748576949717417e-44,2.2332846658277272e-26,2.0443031193930061e-26
4.749236117194643e-08,0.0033148445717899847,0.84210526299999999,0.0,0.0,0.0,0.052631578999940129,0.10526315799990191,2.1644789461684551e-14,5.9869536365588647e-14,3.8224877777651033e-14,8.9680112313955677e-26,2.856475627993193e-19,3.3106119869446433e-19,4.5433392085213488e-20,1.955609544930707e-19,5.3258536822558572e-20,1.3214765128149279e-23,2.537334656033765e-20,5.0861143660400232e-26,3.9763580101421036e-28,3.5312057794932148e-27,1.0394210893483578e-27,1.3497703363584211e-43,4.2025672962590088e-26,3.3558232774265854e-26
5.4585015229261905e-08,0.0033148445717899586,0.84210526299999999,0.0,0.0,0.0,0.052631578999931185,0.10526315799988495,2.2563082838858626e-14,6.8810605827835819e-14,4.6247671288803203e-14,1.0850254335508779e-25,3.9307248741430449e-19,4.6488019381999686e-19,7.1837365393914286e-20,2.5776596290359211e-19,7.4780483796614707e-20,1.9828923975179887e-23,2.5801237635503416e-20,7.4973711893263123e-26,5.664723399068056e-28,5.752404150353987e-27,1.6573858301683434e-27,2.3122179459654257e-43,7.2113595882168366e-26,5.0938270962453684e-26
6.167766928657738e-08,0.0033148445717899318,0.84210526299999999,0.0,0.0,0.0,0.052631578999922241,0.10526315799986785,2.3347451140672278e-14,7.7751666650806624e-14,5.4404381704239897e-14,1.2763915954653357e-25,5.1731766491562802e-19,6.240539918961894e-19,1.0677847707256558e-19,3.2861339912711824e-19,1.00377443758325e-19,2.8104084487205381e-23,2.6229230808541712e-20,1.0467846108139716e-25,7.6980725110517612e-28,8.7770749535543162e-27,2.4790900181405668e-27,3.7015568393284714e-43,1.1472874255723709e-25,7.2845635219018591e-26
6.877032334389286e-08,0.0033148445717899044,0.84210526299999999,0.0,0.0,0.0,0.052631578999913296,0.10526315799985068,2.4060692138513738e-14,8.6692718834659277e-14,6.2632212228370183e-14,1.4694263205951655e-25,6.5740938619589656e-19,8.0901898809030995e-19,1.5166707014728048e-19,4.081040400538794e-19,1.3011839415918339e-19,3.8137276224622622e-23,2.6657323337270437e-20,1.4027512526016025e-25,1.0088608287984083e-27,1.2782825923308826e-26,3.5386451182883207e-27,5.5725652304862279e-43,1.732425304308321e-25,9.9567711660336742e-26
8.29556314585238e-08,0.0033148445717898494,0.84210526299999999,0.0,0.0,0.0,0.052631578999895415,0.10526315799981624,2.5377491636328331e-14,1.0457479728783244e-13,7.9197538140397142e-14,1.858068640343708e-25,9.8118641649492306e-19,1.2570446404676708e-18,2.7595551844097588e-19,5.9301584416827911e-19,2.0214384448992424e-19,6.3676891146215063e-23,2.7513645149635639e-20,2.3015051647518444e-25,1.5972015928394568e-27,2.4401316652733876e-26,6.483381868202836e-27,1.1221910453591503e-42,3.5081581616229872e-25,1.6805045886639065e-25
9.714093957315476e-08,0.003314844571789795,0.84210526299999999,0.0,0.0,0.0,0.052631578999877533,0.10526315799978178,2.6681867893730191e-14,1.2245684119536273e-13,9.5775271985562977e-14,2.2470020651145083e-25,1.3548944472218316e-18,1.8101324835510472e-18,4.5538877586520449e-19,8.125024068601202e-19,2.9103438153932449e-19,9.6781932723077068e-23,2.8370251453626289e-20,3.4705385863726416e-25,2.3378770621668298e-27,4.2294427435238249e-26,1.0746184607736324e-26,2.0501217838043164e-42,6.3750027637014836e-25,2.5738550429845874e-25
9.999999999999998e-08,0.0033148445717896846,0.84210526299999999,0.0,0.0,0.0,0.052631578999873932,0.10526315799977483,2.6938039970209876e-14,1.2606096434058498e-13,9.9123252576673761e-14,2.3255496863045984e-25,1.4488883191111814e-18,1.974551184599045e-18,5.2583238171041998e-19,8.7416068310164224e-19,3.1743864537681265e-19,1.0728643305086291e-22,2.8543042807859051e-20,3.855899107438441e-25,2.5667682285980333e-27,5.0651116226535298e-26,1.2418942621801933e-26,2.5155861129931951e-42,7.8035196529144633e-25,2.8596120387563189e-25
1.2551155580241664e-07,0.0033148445717896846,0.84210526299999999,0.0,0.0,0.0,0.05263157899984177,0.10526315799971279,2.9223877710038122e-14,1.582207563739335e-13,1.2899747029993352e-13,3.0264344952868295e-25,2.2876008854056572e-18,3.4416684331054911e-18,1.1544046093448861e-18,1.4243409242209591e-18,5.5304536567796237e-19,2.0101867591377977e-22,3.0084869708155947e-20,7.2944925505530457e-25,4.6091768850436776e-27,1.2521831684280418e-25,2.7345055766903544e-26,6.6689503079708408e-42,2.0550255605629e-24,5.4094376650742538e-25
1.5388217203167855e-07,0.0033148445717895744,0.84210526299999999,0.0,0.0,0.0,0.052631578999806007,0.10526315799964379,3.1746737009980912e-14,1.9398453352607994e-13,1.622388538749121e-13,3.8063170347279172e-25,3.3242268311843856e-18,5.4938089243276635e-18,2.1701793469309493e-18,2.1744656455469364e-18,8.8239610399194575e-19,3.3575295847863546e-22,3.1800605907770511e-20,1.24919217458869e-24,7.5319236219228521e-27,2.6072546205071924e-25,5.1405289599666588e-26,1.4870812028814204e-41,4.42265459173969e-24,9.0865242862651243e-25
2.1062340449020235e-07,0.0033148445717893537,0.84210526299999999,0.0,0.0,0.0,0.052631578999734467,0.10526315799950575,3.6776099706332313e-14,2.6551153623965188e-13,2.2873827353376426e-13,5.3664728014785531e-25,5.6561000973309014e-18,1.1281439796189392e-17,5.6268168652997457e-18,4.2278244697460984e-18,1.8100122528817738e-18,7.271055901594304e-22,3.5236546004580112e-20,2.9272564964954058e-24,1.604884017814605e-26,8.3819613902581918e-25,1.3275896734485337e-25,5.6325976273955132e-41,1.4677294562726471e-23,1.9804072278699844e-24
3.2410586940724995e-07,0.0033148445717889126,0.84210526299999999,0.0,0.0,0.0,0.052631578999591387,0.10526315799922967,4.6827156098431377e-14,4.085633394094089e-13,3.6174653953252455e-13,8.487005496234775e-25,1.0787631661310353e-17,2.95946483553643e-17,1.8812203153756425e-17,1.0546696265282878e-17,4.7368982289780851e-18,1.9956414511767538e-21,4.2126234430536948e-20,9.5261342622854898e-24,4.3995086166727238e-26,4.0042657004704108e-24,4.4002201081777578e-25,3.4306822353907119e-40,7.0967703339867551e-23,5.4645911215247085e-24
5.510707992413452e-07,0.003314844571788031,0.84210526299999999,0.0,0.0,0.0,0.052631578999305186,0.10526315799867746,6.6927949799533192e-14,6.9465816931928822e-13,6.277727746226306e-13,1.4728298531906579e-24,2.1604768996273044e-17,9.3206154869699966e-17,7.162587603973293e-17,3.2030790931907986e-17,1.4845034608222493e-17,6.4615263519732237e-21,5.5976310871584646e-20,4.0757033100601877e-23,1.4406792612581059e-25,2.473972119919369e-23,1.6585377432390051e-24,3.0318619432459631e-39,4.3548326361370347e-22,1.7755634741321048e-23
9.999999999999997e-07,0.003314844571786267,0.84210526299999999,0.0,0.0,0.0,0.05263157899873893,0.10526315799758504,1.066889500291557e-13,1.2605099117341646e-12,1.1539968896444053e-12,2.7074144433855247e-24,4.3422298007520545e-17,3.260374483808084e-16,2.8275713751330469e-16,1.0950331180743292e-16,5.1417079858023348e-17,2.2811517378052897e-20,8.3646813565376706e-20,2.0794625438329054e-22,5.1779952046037712e-25,1.7333489913964974e-22,6.4950020050029527e-24,3.399742547736657e-38,3.0011908474664429e-21,6.2809477581920975e-23
1.0050006589095357e-06,0.003314844571786267,0.84210526299999999,0.0,0.0,0.0,0.052631578998732623,0.10526315799757287,1.0713185104721003e-13,1.2668129803525604e-12,1.1598585428956291e-12,2.721166581629374e-24,4.3665325239096881e-17,3.2863097511140984e-16,2.8510894582068405e-16,1.1036628452363339e-16,5.1824458846980423e-17,2.2993641258961578e-20,8.395503754722777e-20,2.0980858872815558e-22,5.2196254711096237e-25,1.7499011292219336e-22,6.5488757740969889e-24,3.434235341013196e-38,3.0297704730884231e-21,6.3311336004649866e-23
