Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9)
1.5728630000000002e-09,0.003397624842873425,0.84210526299999999,0.0,0.0,0.0,0.052631578999959197,0.10526315799995691,3.8528421831489915e-14,4.0806005435913408e-14,2.2775836044234945e-15
2.0971510000000003e-09,0.00339762484287342,0.84210526299999999,0.0,0.0,0.0,0.052631578999945597,0.10526315799994175,5.0586435638681189e-14,5.4408013424962888e-14,3.8215777862817006e-15
2.621439e-09,0.003397624842873413,0.84210526299999999,0.0,0.0,0.0,0.052631578999931997,0.10526315799992622,6.2251277793004549e-14,6.801002141400687e-14,5.758743621002312e-15
3.670015e-09,0.003397624842873396,0.84210526299999999,0.0,0.0,0.0,0.052631578999904789,0.10526315799989405,8.4479839259638516e-14,9.5214037392077594e-14,1.0734198132439078e-14
4.718591e-09,0.0033976248428733745,0.84210526299999999,0.0,0.0,0.0,0.052631578999877582,0.10526315799986048,1.0533278649030529e-13,1.2241805337012514e-13,1.7085266879819852e-14
5.767167e-09,0.0033976248428733485,0.84210526299999999,0.0,0.0,0.0,0.052631578999850374,0.10526315799982568,1.2493087602263624e-13,1.4962206934814908e-13,2.4691193325512819e-14
6.8157430000000004e-09,0.003397624842873319,0.84210526299999999,0.0,0.0,0.0,0.052631578999823167,0.10526315799978973,1.4338817565023133e-13,1.7682608532614896e-13,3.3437909675917605e-14
8.912895000000001e-09,0.0033976248428732496,0.84210526299999999,0.0,0.0,0.0,0.052631578999768759,0.10526315799971477,1.7724968140183154e-13,2.3123411728207528e-13,5.3984435880243698e-14
9.999999999999999e-09,0.0033976248428731677,0.84210526299999999,0.0,0.0,0.0,0.052631578999740553,0.10526315799967452,1.9340040120472118e-13,2.5943772082600755e-13,6.6037319621286325e-14
1.1010047000000002e-08,0.0033976248428731677,0.84210526299999999,0.0,0.0,0.0,0.052631578999714351,0.10526315799963637,2.0766950623155828e-13,2.8564214923790126e-13,7.7972643006342926e-14
1.337503815864184e-08,0.0033976248428730644,0.84210526299999999,0.0,0.0,0.0,0.052631578999652998,0.1052631579995446,2.3862898766007816e-13,3.4699893908163802e-13,1.0836995142155986e-13
1.574002931728368e-08,0.0033976248428729526,0.84210526299999999,0.0,0.0,0.0,0.052631578999591644,0.10526315799944999,2.6673690133863951e-13,4.083557289252414e-13,1.4161882758660184e-13
1.8105020475925518e-08,0.003397624842872831,0.84210526299999999,0.0,0.0,0.0,0.05263157899953029,0.10526315799935312,2.9256118928469558e-13,4.6971251876870897e-13,1.7715132948401341e-13
2.0470011634567356e-08,0.003397624842872704,0.84210526299999999,0.0,0.0,0.0,0.052631578999468936,0.10526315799925437,3.1654996664263913e-13,5.3106930861203876e-13,2.1451934196939965e-13
2.2835002793209194e-08,0.0033976248428725718,0.84210526299999999,0.0,0.0,0.0,0.052631578999407583,0.10526315799915419,3.3906152280021115e-13,5.924260984552292e-13,2.5336457565501805e-13
2.5199993951851033e-08,0.0033976248428724365,0.84210526299999999,0.0,0.0,0.0,0.052631578999346229,0.10526315799905282,3.6039183949646755e-13,6.5378288829827869e-13,2.9339104880181124e-13
2.756498511049287e-08,0.003397624842872297,0.84210526299999999,0.0,0.0,0.0,0.052631578999284875,0.10526315799895049,3.807698711088045e-13,7.151396781411862e-13,3.343698070323816e-13
3.229496742777655e-08,0.003397624842872011,0.84210526299999999,0.0,0.0,0.0,0.052631578999162161,0.10526315799874367,4.1939171134618647e-13,8.3785325782656987e-13,4.1846154648038315e-13
3.655195151333186e-08,0.003397624842871748,0.84210526299999999,0.0,0.0,0.0,0.052631578999051722,0.10526315799855579,4.5239651044598218e-13,9.4829547954291785e-13,4.9589896909693547e-13
4.1428829558697494e-08,0.0033976248428714416,0.84210526299999999,0.0,0.0,0.0,0.052631578998925198,0.10526315799833914,4.8881256164748312e-13,1.0748200884074366e-12,5.860075267599533e-13
4.5818019799526565e-08,0.0033976248428711636,0.84210526299999999,0.0,0.0,0.0,0.052631578998811324,0.10526315799814338,5.2077899877045545e-13,1.1886922363849625e-12,6.6791323761450684e-13
5.0207210040355636e-08,0.0033976248428708843,0.84210526299999999,0.0,0.0,0.0,0.052631578998697449,0.10526315799794714,5.5226635894161224e-13,1.3025643843619699e-12,7.5029802542035751e-13
5.4596400281184706e-08,0.003397624842870603,0.84210526299999999,0.0,0.0,0.0,0.052631578998583575,0.10526315799775054,5.8344029829240089e-13,1.416436532338454e-12,8.3299623404605306e-13
5.898559052201378e-08,0.003397624842870321,0.84210526299999999,0.0,0.0,0.0,0.052631578998469701,0.10526315799755377,6.1440370684095856e-13,1.5303086803144097e-12,9.1590497347345091e-13
6.337478076284284e-08,0.0033976248428700387,0.84210526299999999,0.0,0.0,0.0,0.052631578998355827,0.10526315799735683,6.4522371811452302e-13,1.6441808282898314e-12,9.9895711017530862e-13
6.776397100367191e-08,0.003397624842869756,0.84210526299999999,0.0,0.0,0.0,0.052631578998241953,0.10526315799715982,6.7594813079024287e-13,1.7580529762647152e-12,1.0821048454744724e-12
7.654235148533005e-08,0.003397624842869191,0.84210526299999999,0.0,0.0,0.0,0.052631578998014211,0.10526315799676561,7.3722650338522523e-13,1.9857972722128472e-12,1.2485707688276221e-12
8.53207319669882e-08,0.0033976248428686244,0.84210526299999999,0.0,0.0,0.0,0.05263157899778647,0.10526315799637127,7.9837929708683515e-13,2.2135415681587652e-12,1.4151622710719308e-12
9.409911244864634e-08,0.003397624842868058,0.84210526299999999,0.0,0.0,0.0,0.052631578997558728,0.10526315799597688,8.5946623459713861e-13,2.441285864102431e-12,1.5818196295052927e-12
9.999999999999998e-08,0.0033976248428674916,0.84210526299999999,0.0,0.0,0.0,0.052631578997405642,0.10526315799571173,9.005077108336744e-13,2.5943771414311436e-12,1.6938694305974696e-12
1.0287749293030448e-07,0.0033976248428674916,0.84210526299999999,0.0,0.0,0.0,0.052631578997330987,0.10526315799558243,9.2051814030063215e-13,2.669030160043804e-12,1.7485120197431718e-12
1.1165587341196262e-07,0.0033976248428669257,0.84210526299999999,0.0,0.0,0.0,0.052631578997103245,0.10526315799518798,9.8155960409602763e-13,2.8967744559828448e-12,1.9152148518868166e-12
1.292126343752789e-07,0.003397624842865793,0.84210526299999999,0.0,0.0,0.0,0.052631578996647756,0.10526315799439907,1.1036322470566382e-12,3.3522630478537699e-12,2.2486308007971314e-12
1.4676939533859519e-07,0.00339762484286466,0.84210526299999999,0.0,0.0,0.0,0.052631578996192266,0.10526315799361018,1.225718836967298e-12,3.8077516397148229e-12,2.5820328027475249e-12
1.8188291726522775e-07,0.0033976248428623946,0.84210526299999999,0.0,0.0,0.0,0.052631578995281286,0.1052631579920324,1.469887287485267e-12,4.7187288233852867e-12,3.2488415359000204e-12
2.521099611184929e-07,0.003397624842857863,0.84210526299999999,0.0,0.0,0.0,0.052631578993459334,0.10526315798887681,1.9582142249747569e-12,6.5406831905439533e-12,4.5824689655691965e-12
3.925640488250231e-07,0.003397624842848801,0.84210526299999999,0.0,0.0,0.0,0.052631578989815422,0.10526315798256565,2.9348652532145912e-12,1.0184591924010405e-11,7.2497266707958147e-12
6.734722242380836e-07,0.003397624842830676,0.84210526299999999,0.0,0.0,0.0,0.052631578982527606,0.10526315796994332,4.8881668870490137e-12,1.7472409386565195e-11,1.2584242499516182e-11
9.999999999999997e-07,0.0033976248427944273,0.84210526299999999,0.0,0.0,0.0,0.052631578974056244,0.10526315795527111,7.1586854676833515e-12,2.5943771313200441e-11,1.8785085845517084e-11
1.2352885750642047e-06,0.0033976248427944273,0.84210526299999999,0.0,0.0,0.0,0.052631578967951974,0.10526315794469865,8.7947701169836919e-12,3.2048044286365498e-11,2.32532741693818e-11
2.358921276716447e-06,0.0033976248427219284,0.84210526299999999,0.0,0.0,0.0,0.052631578938800702,0.10526315789420931,1.6607976535281831e-11,6.1199313922354505e-11,4.4591337387072661e-11
4.60618668002093e-06,0.0033976248425769307,0.84210526299999999,0.0,0.0,0.0,0.052631578880498166,0.10526315779323064,3.2234389076676801e-11,1.1950185204089018e-10,8.7267462964213377e-11
9.100717486629897e-06,0.003397624842286936,0.84210526299999999,0.0,0.0,0.0,0.0526315787638931,0.10526315759127333,6.3487211908815782e-11,2.3610691967222565e-10,1.7261970776340994e-10
9.999999999999997e-06,0.003397624841706946,0.84210526299999999,0.0,0.0,0.0,0.052631578740562332,0.10526315755086496,6.9740391690879623e-11,2.5943769055033777e-10,1.8969729885945811e-10
1.808977909984783e-05,0.003397624841706946,0.84210526299999999,0.0,0.0,0.0,0.052631578530683031,0.10526315718735882,1.2599284001099065e-10,4.6931698857624352e-10,3.4332414856525284e-10
2.7078840713065767e-05,0.0033976248411269564,0.84210526299999999,0.0,0.0,0.0,0.052631578297473072,0.1052631567834445,1.8849843921282541e-10,7.0252694854069315e-10,5.1402850932786779e-10
3.6067902326283704e-05,0.0033976248405469672,0.84210526299999999,0.0,0.0,0.0,0.052631578064263267,0.10526315637953045,2.5100399810177595e-10,9.3573675698475519e-10,6.8473275888297919e-10
5.404602555271957e-05,0.003397624839386991,0.84210526299999999,0.0,0.0,0.0,0.052631577597844176,0.10526315557170324,3.7601497674357742e-10,1.4021558514172511e-09,1.0261408746736735e-09
7.202414877915545e-05,0.0033976248382270157,0.84210526299999999,0.0,0.0,0.0,0.052631577131426049,0.10526315476387772,5.0102569384325536e-10,1.868573965580673e-09,1.3675482717374174e-09
9.000227200559132e-05,0.0033976248370670447,0.84210526299999999,0.0,0.0,0.0,0.052631576665009283,0.10526315395605453,6.2603605237686619e-10,2.3349907374777576e-09,1.7089546851008917e-09
