Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176),HOCO(82),CH2O2(18),C1OO1(327)
1e-12,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,9.4937557355787822e-20,9.4940378201759543e-20,3.3133008543546194e-24,1.3877029926049758e-36,3.9227507997760904e-34,1.2788498287197237e-34,1.7775447682741229e-39,2.8823319016633437e-30,4.0835425874493527e-35,1.4258268708892161e-37,4.924491178379258e-25,6.120947487076172e-46,1.1550549163864239e-47,3.4512187457886317e-51,1.3038853280619941e-51,9.1353078177075402e-76,1.0200758539924342e-44,4.5471459035678559e-44,2.6453326573034723e-34,2.0552307703156139e-64,4.8809921502676674e-62,5.4529197363689025e-73,1.0597008507734453e-90,9.9962293284124899e-44,1.7137462857914788e-42
1.023e-12,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,9.7120458098784646e-20,9.7123383191386169e-20,3.4288640499349655e-24,1.4362567459192233e-36,4.0673824821677005e-34,1.3312656112240216e-34,1.8519927300651815e-39,2.9828640517896722e-30,4.2506504274366918e-35,1.4841748944572466e-37,5.0376548255784467e-25,6.3900947056732069e-46,1.2058816972362652e-47,3.6083102544027535e-51,1.3632351755116716e-51,9.5615173730042031e-76,1.0649284157074918e-44,4.7470805668115769e-44,2.7376071621512506e-34,2.1487929295276151e-64,5.1068795716667282e-62,5.701849175311407e-73,1.1092545839140241e-90,1.0349478535830488e-43,1.7843275202580608e-42
2.047e-12,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.9430184723591874e-19,1.9431456273363686e-19,1.3722233177872375e-23,5.774409788228417e-36,2.166370049635738e-33,1.0713574350826267e-33,1.9505969954010994e-38,1.193772072482095e-29,3.4025081622516514e-34,1.1880199257053602e-36,1.0067115843303529e-24,1.0233123815001162e-44,1.9409151983450361e-46,1.1617935282742303e-49,4.3892968244025407e-50,1.2306693090107011e-73,1.7049390172693406e-43,7.5972174101499603e-43,1.0962102360036558e-33,6.9329107021730993e-63,3.2958484375638217e-60,1.927767741077945e-71,2.2210969900391294e-88,4.2244210723628622e-43,1.4610884731657619e-41
4.095e-12,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,3.8864403457701039e-19,3.8869692530052755e-19,5.4899922520615663e-23,2.3155596147131087e-35,1.2977110269363244e-32,8.5960384462203964e-33,2.3100964096025798e-37,4.7763396430883599e-29,2.7226822095143681e-33,9.506293514179873e-36,2.0091034808833488e-24,1.6378713772949926e-43,3.1126851479260434e-45,3.7268287269202768e-48,1.4080030834773485e-48,1.5761948283224573e-71,2.7285820598807102e-42,1.2149598672976853e-41,4.3907302572495911e-33,2.2262463006435866e-61,2.1168389739431552e-58,6.3418619466833362e-70,4.8402242947289266e-86,1.7069660739304221e-42,1.1826768231513562e-40
8.191e-12,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,7.7724606334371403e-19,7.774616642666441e-19,2.1960128830429672e-22,9.2729957671747919e-35,8.6388072930352906e-32,6.8863404294311656e-32,3.0469515843774599e-36,1.910785997967628e-28,2.1782271828077077e-32,7.6049589334077015e-35,3.9999832684292184e-24,2.6205848151713938e-42,4.9795297942242078e-44,1.1924982755493762e-46,4.5052435982759633e-47,2.0093617650684276e-69,4.365758425197812e-41,1.9410812519499759e-40,1.7603140372164527e-32,7.1270939781770783e-60,1.3554333436365301e-56,2.0554105377951703e-68,1.1088528628777835e-83,6.8619720049494542e-42,9.5166449515620748e-40
1e-11,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,9.4879959639704575e-19,9.4915977514098388e-19,3.6504652321040704e-22,1.5419365772643494e-34,2.0450269586249088e-31,1.7537391150422228e-31,1.1990841254364362e-35,3.1767455614229302e-28,5.5446851701508499e-32,1.9357178384414506e-34,4.8671440697617249e-24,1.129764092070268e-41,2.1426094512553124e-43,9.3337738635385145e-46,3.5262346974914964e-46,5.775739080808532e-68,1.8823204365460941e-40,8.3489129742837355e-40,2.933277833236049e-32,5.5796450648052548e-59,2.0167515590660378e-55,1.6181530173901261e-67,5.7647145541409437e-82,1.1421873417142718e-41,2.4273482809158421e-39
1.6383e-11,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,1.5541208796913605e-18,1.5549911967611658e-18,8.7824549192555463e-22,3.7106640369054042e-34,6.2126645383697172e-31,5.5119290958098247e-31,4.3549076612864281e-35,7.6436443417077217e-28,1.7423127034833692e-31,6.0824517663450624e-34,7.9268938734684022e-24,4.1914362380960354e-41,7.945728445013928e-43,3.8060010501534456e-45,1.4378782561122596e-45,2.5446257012349522e-67,6.9835850820242307e-40,3.0958747072490668e-39,7.0720439526352082e-32,2.2752475558106248e-58,8.6545360246687552e-55,6.6025102112687934e-67,2.5714074541264624e-81,2.7511343131918608e-41,7.6342524293424527e-39
3.2767e-11,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,3.1065546864672418e-18,3.1100504740299078e-18,3.5113609623051996e-21,1.4840087462237132e-33,4.6889972531521109e-30,4.4091620691631039e-30,6.5492717962318381e-34,3.0575579677041038e-27,1.3932604370928459e-30,4.862981617006852e-33,1.5567288657526829e-23,6.700329776134361e-40,1.2629770918380983e-41,1.2100815236127517e-43,4.5714421620118632e-44,3.1846870138486609e-65,1.1167158553544845e-38,4.9215324151215041e-38,2.8531549537488415e-31,7.2346236555679696e-57,5.5041278014643294e-53,2.105956350930789e-65,5.805206904612695e-79,1.1013177156309554e-40,6.1136928977364942e-38
6.5535e-11,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999998,0.105263158,6.2061680911875593e-18,6.2201698324604462e-18,1.4031805297856623e-20,5.9311263575526334e-33,3.6359341346868964e-29,3.5247407821230172e-29,1.0136402189833567e-32,1.223043366094815e-26,1.1136023072780704e-29,3.8854022929414538e-32,3.0039598262311402e-23,1.0700528312232864e-38,1.9933850710581126e-40,3.8206638346265667e-42,1.4432720389356688e-42,3.8978065257364901e-63,1.7845341673466134e-37,7.7737545251057931e-37,1.1606486566585105e-30,2.2842256381517902e-55,3.4760846655330774e-51,6.6596343682777087e-64,1.2214100749260308e-76,4.40373860106177e-40,4.8900946345668525e-37
9.999999999999999e-11,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,9.4552907983649438e-18,9.491358598732128e-18,3.6111595089326529e-20,1.5264966329323244e-32,1.6754753956733044e-28,1.6474340466956316e-28,8.8529157544297174e-32,3.1526392099638864e-26,5.2044846247145409e-29,1.8146305798175433e-31,4.3731831315753366e-23,9.4771523508704675e-38,1.7269532265579928e-39,6.4415949846892352e-41,2.4330215691874228e-41,2.4241693612181004e-61,1.582411492734063e-36,6.7456844185749462e-36,3.0730521225538121e-30,3.8507951204190622e-54,1.1557753424040982e-49,1.1235479287577058e-62,1.2067758090578614e-74,1.1336143203105788e-39,2.2861623127462544e-36
1.31071e-10,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999991,0.105263158,1.2384450573055457e-17,1.2440411439493118e-17,5.6017039703014663e-20,2.3679640397592057e-32,2.8581675491356462e-28,2.8148706107677498e-28,1.5920205183179289e-31,4.8922147928699051e-26,8.8925102879981225e-29,3.1002842366030508e-31,5.6075698230115623e-23,1.7056348322869821e-37,3.1041334658761059e-39,1.1904401111737287e-40,4.4963328305843596e-41,4.5744748524931923e-61,2.8481123886974298e-36,1.2126253920521444e-35,4.7971283764006982e-30,7.1164483253005163e-54,2.1663960125741249e-49,2.0764143932829667e-62,2.2837010038600246e-74,1.7585867369364594e-39,3.9063374521710689e-36
2.62143e-10,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999977,0.10526315799999998,2.4657814299876331e-17,2.4880904087020898e-17,2.2318881734278769e-19,9.4350246860176387e-32,2.2591900642560864e-27,2.2437478785818339e-27,2.5157303434978088e-30,1.9568948245362068e-25,7.0879526366375539e-28,2.4674090770227448e-30,9.8641045089540948e-23,2.70847750432819e-36,4.7123961474686684e-38,3.6174635462479177e-39,1.3659602883485847e-39,4.9768108840841865e-59,4.5341899435811867e-35,1.8468491533258797e-34,2.0417414982069243e-29,2.1619714012102378e-52,1.3168421321209912e-47,6.3105968420523434e-61,3.6419031307348788e-72,7.0078426433322574e-39,3.1141953367768671e-35
5.24287e-10,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999949,0.10526315799999995,4.8876282446161176e-17,4.9761915359360076e-17,8.8579196188337947e-19,3.7446408914805343e-31,1.7851786084560127e-26,1.7819731272257412e-26,3.9757607094481098e-29,7.8276007247694795e-25,5.6290736893946134e-27,1.9536485716641381e-29,1.5750089240224994e-22,4.2688084027036569e-35,6.8316631409201093e-37,1.0505216063751748e-37,3.9646490440244101e-38,4.7705828298609166e-57,7.1825771209590847e-34,2.6917935394478061e-33,9.1387477501475383e-29,6.2750924862677527e-51,7.650158149468626e-46,1.8320002004949914e-59,4.8647057746089288e-70,2.7814973265497496e-38,2.4734484069972341e-34
9.999999999999999e-10,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999908,0.1052631579999999,9.1666284420445103e-17,9.4913562643880387e-17,3.2474979213101013e-18,1.3728754487729741e-30,1.288411443537431e-25,1.2914494830211616e-25,5.7042602127667675e-28,2.9134787056455932e-24,4.0794826477727538e-26,1.4074638516641338e-28,2.1399936744629526e-22,6.054502500883586e-34,8.3821451248527776e-36,2.5753731532643727e-36,9.7089629619612217e-37,3.441187726987244e-55,1.0289320480845369e-32,3.3263635810930643e-32,4.0908813106737485e-28,1.5367031255989125e-49,3.7449578547923932e-44,4.4868095785379675e-58,5.0924079029998643e-68,1.0197987965616997e-37,1.7926405352658644e-33
1.0485750000000002e-09,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999901,0.1052631579999999,9.6035566626104512e-17,9.9523992181953947e-17,3.4886514466061387e-18,1.4748231184683174e-30,1.4017425502745939e-25,1.4051235347545686e-25,6.2461251233094754e-28,3.1310461414864631e-24,4.438559747135875e-26,1.5312311413066854e-28,2.197684202686157e-22,6.6291383047491294e-34,9.168286970319912e-36,2.8276173471729906e-36,1.0659861073103698e-36,3.7876957753878586e-55,1.1266620605063141e-32,3.6385323127311085e-32,4.4152850845240256e-28,1.6872082161698306e-49,4.1195435051223975e-44,4.9262506581460062e-58,5.6074257458130813e-68,1.0955284976194159e-37,1.950430501828794e-33
2.0971510000000003e-09,0.0034433917939752133,0.84210526299999999,0.0,0.0,0.0,0.052631578999999803,0.10526315799999979,1.8551175032939879e-16,1.9904822062988847e-16,1.3536759069569095e-17,5.7226740799358642e-30,1.084141082882552e-24,1.0926810290550143e-24,9.6714268530674052e-27,1.2524200760299659e-23,3.4515282890658955e-25,1.1766069923337571e-27,2.6480373882260547e-22,9.9151266160484729e-33,1.0974601779138321e-34,6.8006791683021945e-35,2.5582563814209526e-35,2.307085321651885e-53,1.7337511185975868e-31,4.3799505378920947e-31,2.3470737824961864e-27,4.0491333495304309e-48,1.9817758245510436e-42,1.1823092914697874e-56,1.0808894331670871e-65,4.2510236144196944e-37,1.516753355319919e-32
4.194303e-09,0.003443391793975213,0.84210526299999999,0.0,0.0,0.0,0.052631578999999602,0.10526315799999955,3.4702636318588074e-16,3.9809672816841156e-16,5.1070742483763867e-17,2.1590239668378949e-29,8.1363096814102026e-24,8.2774824185366545e-24,1.4546128717409506e-25,5.0096839860588554e-23,2.6145742248268906e-24,8.706263922531106e-27,2.8544401865562275e-22,1.4049747116776603e-31,1.1367140973016703e-33,1.4182168094881884e-33,5.3119521737529267e-34,1.0751015244571795e-51,2.5724080082150143e-30,4.5138910803938844e-30,1.3644919590854127e-26,8.4076109431652958e-47,8.2570106760813189e-41,2.4550039917905294e-55,1.5385250361433945e-63,1.6038472337403091e-36,1.148997917156379e-31
8.388607e-09,0.003443391793975213,0.84210526299999999,0.0,0.0,0.0,0.052631578999999207,0.10526315799999902,6.1295579554171766e-16,7.9619370213131161e-16,1.8323854224580176e-16,7.74644796835232e-29,5.7777357560933701e-23,5.9837546560790699e-23,2.0739963651450902e-24,2.0038739102944601e-22,1.8899435141231133e-23,6.0137725988134137e-26,2.9269142799155863e-22,1.795297346526022e-30,1.0056996227425714e-32,2.5309988869929058e-32,9.3982676715132012e-33,3.7529522859140718e-50,3.5714614197147876e-29,3.8714012656997286e-29,8.3403432334463713e-26,1.4875325513949634e-45,2.9342188412382516e-39,4.3436151083999277e-54,1.9065398457868335e-61,5.754701191140954e-36,8.3059024212767644e-31
9.999999999999999e-09,0.003443391793975211,0.84210526299999999,0.0,0.0,0.0,0.052631578999999054,0.10526315799999879,6.847202078914864e-16,9.4913694186090161e-16,2.6441754089614857e-16,1.1178309988585045e-28,1.1848389036097259e-22,1.2533725261086106e-22,6.8675270805206467e-24,3.1586636859277016e-22,3.9584449539740058e-23,1.1962469779616588e-25,2.9376939101946958e-22,5.1771418017320441e-30,2.2716157808665076e-32,9.4636018476100261e-32,3.4671677919941001e-32,2.173730935192384e-49,1.14014538961135e-28,8.3197645100997531e-29,1.6415886067947853e-25,5.4877410751306205e-45,1.9366844567522989e-38,1.6024353225092791e-53,3.7613405463136711e-60,8.3043382374422926e-36,1.7397251004176673e-30
1.6777215e-08,0.003443391793975211,0.84210526299999999,0.0,0.0,0.0,0.052631578999998409,0.1052631579999978,9.8654778927172088e-16,1.5923873583911812e-15,6.0584109637771727e-16,2.561207429155245e-28,3.7380411620930132e-22,4.0081666100976098e-22,2.7028213062899865e-23,8.0154916535732407e-22,1.2658171827355662e-22,3.6981568015861261e-25,2.9830310017806941e-22,1.9400541661039556e-29,7.5958203514336684e-32,3.8620822199031952e-31,1.4096687408673513e-31,9.7376122771814284e-49,4.4332925275805814e-28,2.7028741218696943e-28,5.0380095935513369e-25,2.2311863564299429e-44,8.8479368676516284e-38,6.5151334399469701e-53,1.8778974684285493e-59,1.902763071466489e-35,5.5633748237476138e-30
2.5165823e-08,0.00344339179397521,0.84210526299999999,0.0,0.0,0.0,0.052631578999997611,0.10526315799999647,1.250470378644221e-15,2.3885807147242696e-15,1.138113094147925e-15,4.8114006012165217e-28,9.5087247051955474e-22,1.041411214141464e-21,9.0506052531068657e-23,1.7032911887717718e-21,3.2886598723394119e-22,9.1312884536231088e-25,3.0333781629412423e-22,6.2845798541014009e-29,2.0452178753858729e-31,1.357947261914333e-30,4.9142908282305233e-31,4.4100315865015141e-48,1.4497892980944586e-27,6.9281463293030225e-28,1.2658484576970572e-24,7.778209844106281e-44,3.8670104103784014e-37,2.2712645808124572e-52,8.218333952471959e-59,3.5746012511896443e-35,1.4454552956676698e-29
3.3554431e-08,0.0034433917939752077,0.84210526299999999,0.0,0.0,0.0,0.052631578999996813,0.10526315799999507,1.43839868425959e-15,3.1847737706347735e-15,1.7463793911678501e-15,7.3828617291417305e-28,1.8127453727266897e-21,2.0244296667072288e-21,2.1152034554529529e-22,2.9056130381824656e-21,6.3925530670709325e-22,1.6955428763017108e-24,3.0833780737749227e-22,1.3888029078566516e-28,4.061228552871865e-31,3.2875482019309336e-30,1.1804110632645946e-30,1.203220683818348e-47,3.3186342386509375e-27,1.3142518763101914e-27,2.4085813438724097e-24,1.8683235452144608e-43,1.1030285551226878e-36,5.4555747977263672e-52,4.8474753849057164e-58,5.4851866784009661e-35,2.8097959405702488e-29
5.0331647e-08,0.0034433917939752025,0.84210526299999999,0.0,0.0,0.0,0.052631578999995224,0.10526315799999215,1.7024378254286401e-15,4.7771591774374349e-15,3.0747294681601487e-15,1.2998495419042503e-27,4.2283593779777506e-21,4.8787425315128354e-21,6.4967067205084627e-22,6.0156978736712653e-21,1.5404226283633329e-21,3.7935163944951473e-24,3.1833872671276134e-22,3.8262902443342791e-28,1.0021200725591003e-30,1.0601674351534438e-29,3.7559827492519265e-30,4.7591884285280865e-47,9.8604550494706527e-27,3.0060852281005368e-27,5.6536319436611134e-24,5.9448707979937118e-43,4.4625443018871199e-36,1.7359260800034934e-51,5.7920665242510804e-57,9.6577333287528374e-35,6.7711464141374664e-29
6.7108863e-08,0.0034433917939751977,0.84210526299999999,0.0,0.0,0.0,0.052631578999993635,0.10526315799998912,1.8402846005316129e-15,6.3695434796943092e-15,4.5292719365520057e-15,1.9147610857321587e-27,7.722923606088831e-21,9.1872488413134607e-21,1.4625284538819775e-21,1.023111841934637e-20,2.9005637593259183e-21,6.6740298969825229e-24,3.2835289493412916e-22,7.8218967800938004e-28,1.9168291588420295e-30,2.4760969098254313e-29,8.6719634622302964e-30,1.1481627286449283e-46,2.1593995424612992e-26,5.3603243478127309e-27,1.0439907173250699e-23,1.3725756185341258e-42,1.2219230781798761e-35,4.0079778512423604e-51,2.2925737353573428e-56,1.4226772755798817e-34,1.2750384084168175e-28
9.999999999999998e-08,0.0034433917939751873,0.84210526299999999,0.0,0.0,0.0,0.052631578999990512,0.105263157999983,1.9837567257839001e-15,9.4913529267036281e-15,7.5076229032547941e-15,3.1738665835912456e-27,1.7631302863007154e-20,2.260221314612658e-20,4.9646151294162961e-21,2.2006186114965205e-20,7.1346119897497643e-21,1.4127925179069909e-23,3.480040043165749e-22,2.1385806693739611e-27,4.8300843388552197e-30,9.2154873607057758e-29,3.1142951125043508e-29,4.8636578506197335e-46,6.8455090809248267e-26,1.1517992956102453e-26,2.4742336145183315e-23,4.9292247262498312e-42,6.5736949394064775e-35,1.4393551840966338e-50,2.1301356080109159e-55,2.3582975436532927e-34,3.1365505115755807e-28
1.00663295e-07,0.0034433917939751873,0.84210526299999999,0.0,0.0,0.0,0.05263157899999045,0.10526315799998287,1.9849229288317954e-15,9.5543084586339879e-15,7.569412561226915e-15,3.1999883199737245e-27,1.7872772468605978e-20,2.2940431296302308e-20,5.0612406337656309e-21,2.2291478110652258e-20,7.2413532279160543e-21,1.4302858019783435e-23,3.4840055055333157e-22,2.17374149679463e-27,4.9040927870289169e-30,9.4053944793361947e-29,3.1770948797201169e-29,4.9712501125331031e-46,6.9725144344529572e-26,1.1663182323449887e-26,2.5097781163160294e-23,5.0286225545152813e-42,6.7338148959281056e-35,1.468379797070342e-50,2.1897903736382869e-55,2.377708879011403e-34,3.1834813928706644e-28
1.34217727e-07,0.0034433917939751765,0.84210526299999999,0.0,0.0,0.0,0.052631578999987265,0.10526315799997654,2.0327499162933676e-15,1.2739066557210274e-14,1.0706366405295172e-14,4.5261436046112369e-27,3.3030045750363812e-20,4.6637855115587552e-20,1.3591621398402955e-20,4.1241400330981391e-20,1.4718665130546958e-20,2.4446486399643581e-23,3.6848250271668677e-22,4.6865854676083872e-27,1.0187150846616007e-29,2.795050372212695e-28,9.0362472002956364e-29,1.5053882095324131e-45,1.7453438293257501e-25,2.0114207085673969e-26,4.8929480874750686e-23,1.4302335651067063e-41,2.7263639741633741e-34,4.176346600243109e-50,1.171037694160623e-54,3.3631996926517387e-34,6.4714180699027175e-28
2.01326591e-07,0.0034433917939751552,0.84210526299999999,0.0,0.0,0.0,0.052631578999980895,0.10526315799996393,2.1563044146230526e-15,1.9108562978770305e-14,1.6952385426267559e-14,7.1666641643972516e-27,7.1303813761390839e-20,1.2302523609708179e-19,5.1672118489210969e-20,9.8951936585793788e-20,3.8810859293521531e-20,4.7936800628567742e-23,4.0868876896133238e-22,1.3235205326372151e-26,2.7840342143342494e-29,1.3377217747798886e-27,3.855589280924569e-28,7.7563186715609186e-45,5.9722599754504914e-25,3.9732948881585482e-26,1.1819987595346732e-22,6.1025259549130606e-41,2.1444352121850501e-33,1.781965996648747e-49,1.2448747652389603e-53,5.3256735764428776e-34,1.7068550444030775e-27
3.3554431900000005e-07,0.0034433917939751123,0.84210526299999999,0.0,0.0,0.0,0.052631578999968155,0.10526315799993871,2.417285133940486e-15,3.1847479041186432e-14,2.9430613924988205e-14,1.2441867262206274e-26,1.6270783631144503e-19,3.8831854718151368e-19,2.254635318923989e-19,2.9131754596772721e-19,1.2242274591233744e-19,1.0413535433580118e-22,4.8922202612793864e-22,4.6287561612381482e-26,9.2208989355106405e-29,8.3474844700706888e-27,1.9667262464137885e-27,5.441330001358707e-44,2.433691673685468e-24,8.6721121549762383e-26,3.1907232124607652e-22,3.1128829428592024e-40,2.1240431348888441e-32,9.0897666935338193e-49,1.773461987124896e-52,9.2472535773870275e-34,5.3868667915013312e-27
