Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13)
0.0029831466480271978,0.0017630011102273161,0.84210526299999999,0.0,0.0,0.0,0.052631576382513263,0.10526315372669019,4.0977750103615995e-11,1.3856946238356232e-09,2.1255953590883901e-09,1.9118317938061618e-21,2.7028056206306866e-14,4.509136410993727e-10,6.0957974402180286e-10,2.3175962572861363e-10
0.0031247743351577647,0.0017630011100214715,0.84210526299999999,0.0,0.0,0.0,0.052631576204909603,0.10526315347099624,4.3431259594283654e-11,1.4380963019842707e-09,2.252880947336038e-09,2.0263167231542707e-21,2.8778989177631726e-14,4.987781976546137e-10,6.7849748240385089e-10,2.4937427823021314e-10
0.0032664020222883316,0.0017630011098125225,0.84210526299999999,0.0,0.0,0.0,0.052631576021908523,0.10526315320995543,4.5933679409218438e-11,1.4894616256423225e-09,2.3827041211244021e-09,2.1430840420888926e-21,3.0561531080778164e-14,5.4945367418896113e-10,7.5177946980679747e-10,2.6724701106334388e-10
0.0034080297094188985,0.001763001109600486,0.84210526299999999,0.0,0.0,0.0,0.052631575833453813,0.10526315294351145,4.8485022613657483e-11,1.5398109774932799e-09,2.5150655660876805e-09,2.2621343672925921e-21,3.2374590003646341e-14,6.0299559550612505e-10,8.2950237408418472e-10,2.8534683973209837e-10
0.0035496573965494655,0.0017630011093853818,0.84210526299999999,0.0,0.0,0.0,0.052631575639491425,0.10526315267161036,5.1085261846895286e-11,1.58916434734177e-09,2.6499638700023764e-09,2.3834664285710228e-21,3.4217114388991125e-14,6.5945944299758508e-10,9.1174028407157623e-10,3.0364444262375696e-10
0.0036912850836800324,0.0017630011091672292,0.84210526299999999,0.0,0.0,0.0,0.052631575439969491,0.10526315239420027,5.3734329371019595e-11,1.6375413332576799e-09,2.7873955252854786e-09,2.5070770710822799e-21,3.6088092954732097e-14,7.1890065644311552e-10,9.9856471504281335e-10,3.2211215805448681e-10
0.0038329127708105993,0.0017630011089460513,0.84210526299999999,0.0,0.0,0.0,0.052631575234838156,0.10526315211123119,5.6432122113770935e-11,1.6849611558469633e-09,2.9273551906769245e-09,2.6329614907022702e-21,3.7986551508298605e-14,7.8137454416692029e-10,1.0900448003642148e-09,3.4072382900013327e-10
0.003974540457941166,0.001763001108721869,0.84210526299999999,0.0,0.0,0.0,0.052631575024049616,0.10526315182265519,5.9178499392086805e-11,1.7314426533666125e-09,3.0698355731885506e-09,2.7611131278896157e-21,3.9911554296967339e-14,8.4693632761449441e-10,1.1862472105507543e-09,3.5945487089498452e-10
0.004116168145071733,0.0017630011084947084,0.84210526299999999,0.0,0.0,0.0,0.052631574807557945,0.10526315152842625,6.1973288896684042e-11,1.7770042987538113e-09,3.2148277385938798e-09,2.8915239469201504e-21,4.1862200227285499e-14,9.156410350643466e-10,1.2872363810951516e-09,3.7828208723890287e-10
0.0042577958322023,0.0017630011082645934,0.84210526299999999,0.0,0.0,0.0,0.052631574585319037,0.10526315122850002,6.4816288615921597e-11,1.8216642060783903e-09,3.3623212111715051e-09,3.0241845255452399e-21,4.3837621606540419e-14,9.8754347009211301e-10,1.3930745892176551e-09,3.9718360891968415e-10
0.004399423519332867,0.0017630011080315502,0.84210526299999999,0.0,0.0,0.0,0.052631574357290482,0.10526315092283393,6.7707268870799634e-11,1.8654401373322572e-09,3.5123040794175866e-09,3.1590841501324776e-21,4.5836982792387111e-14,1.0626981780235314e-09,1.5038220350337963e-09,4.1613882997798209e-10
0.004596377304323052,0.0017630011077026532,0.84210526299999999,0.0,0.0,0.0,0.052631574030483692,0.10526315048814316,7.1806863772791019e-11,1.9248801455334113e-09,3.7249896941981145e-09,3.3503807291103232e-21,4.8655673602029904e-14,1.1727197612586023e-09,1.6661017053730968e-09,4.425519342691264e-10
0.004793331089313236,0.001763001107368221,0.84210526299999999,0.0,0.0,0.0,0.052631573692297588,0.10526315004216812,7.5997976664617887e-11,1.982689996038967e-09,3.9424235989843505e-09,3.5459480794612335e-21,5.1517045713314454e-14,1.2892808459533948e-09,1.8381375524400294e-09,4.6898332479728098e-10
0.004990284874303421,0.0017630011070283295,0.84210526299999999,0.0,0.0,0.0,0.052631573342633568,0.10526314958480935,8.0279753928022653e-11,2.0389141833885052e-09,4.1645615156823671e-09,3.745746375866725e-21,5.4419139587457415e-14,1.412525175488056e-09,2.0200727442522988e-09,4.9538876477877888e-10
0.005187238659293605,0.0017630011066830608,0.84210526299999999,0.0,0.0,0.0,0.052631572981398304,0.10526314911597268,8.4651268644115845e-11,2.0935959993169435e-09,4.3913553626980804e-09,3.9497323723536047e-21,5.736009493052744e-14,1.5425950670850759e-09,2.2120439333010583e-09,5.2172776975115317e-10
0.00538419244428379,0.0017630011063324946,0.84210526299999999,0.0,0.0,0.0,0.052631572608503548,0.10526314863556881,8.9111527750958904e-11,2.1467775632361309e-09,4.6227536252273753e-09,4.1578597346677918e-21,6.0338145749678889e-14,1.6796313127081454e-09,2.4141815660224145e-09,5.4796337248603576e-10
0.005581146229273974,0.001763001105976716,0.84210526299999999,0.0,0.0,0.0,0.052631572223865733,0.10526314814351322,9.3659478659659283e-11,2.1984998520048577e-09,4.858701699129394e-09,4.370079349873562e-21,6.3351615533339489e-14,1.8237730910701338e-09,2.6266101756658183e-09,5.7406190249083094e-10
0.005778100014264159,0.0017630011056158081,0.84210526299999999,0.0,0.0,0.0,0.052631571827405882,0.1052631476397258,9.8294015646046659e-11,2.2488027295856225e-09,5.0991422232766115e-09,4.5863396257055632e-21,6.6398912526551105e-14,1.9751578850308857e-09,2.849448668677753e-09,5.9999277156767926e-10
0.006172007584244528,0.0017630011048789512,0.84210526299999999,0.0,0.0,0.0,0.052631570998724939,0.10526314659665569,1.0781819767321791e-10,2.3453043247606552e-09,5.5932593795051006e-09,5.0307651769358932e-21,7.258901735217509e-14,2.3001974919123342e-09,3.3268045274444609e-09,6.5124329617054288e-10
0.006565915154224897,0.0017630011041226204,0.84210526299999999,0.0,0.0,0.0,0.052631570121909242,0.10526314550579741,1.1767439840106497e-10,2.4365801313768316e-09,6.1046031430483766e-09,5.4906849168472977e-21,7.8897250938978674e-14,2.6558132186985769e-09,3.8470984591539285e-09,7.0152401595822719e-10
