Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76)
0.03729627532064644,0.0017864766593591146,0.84210526299999999,0.0,0.0,0.0,0.05263117755711897,0.10526266626116458,2.1527635071447914e-09,5.517063530757521e-08,1.603937708104153e-07,8.8510954663508792e-20,1.9820786729097037e-12,2.3658311026252658e-07,2.7185806976468523e-07,2.0071756275796023e-08,1.4489298704483814e-09,5.5678544680227211e-13,4.7291987762082642e-15,2.2671290978872023e-11,1.0655267773265638e-16,8.1839834425962698e-10,8.7631878687012233e-15,8.5925528853209542e-21
0.03764186077689768,0.0017864766501811673,0.84210526299999999,0.0,0.0,0.0,0.052631161561926612,0.10526264672345302,2.2257901371878521e-09,5.7548771366033785e-08,1.6583458467196066e-07,9.1513389993692132e-20,2.060645352246599e-12,2.4695412481487508e-07,2.8301476713392096e-07,2.0938663574634677e-08,1.5145098905414109e-09,5.8608293105232942e-13,4.9756908913179807e-15,2.423566203332558e-11,1.1191999449545542e-16,8.5999715214244002e-10,9.2046080714001065e-15,9.3356032240458273e-21
0.03798744623314892,0.0017864766406973098,0.84210526299999999,0.0,0.0,0.0,0.052631144945308732,0.1052626264227106,2.3009971244091004e-09,6.0035163775050265e-08,1.7143783519688186e-07,9.4605463858701662e-20,2.1425010525943429e-12,2.5777629392588401e-07,2.9461422213755548e-07,2.1846449283269404e-08,1.5834393118625916e-09,6.1703924862124929e-13,5.2360211577153815e-15,2.5901294672754341e-11,1.1758414501441401e-16,9.0369629697554794e-10,9.6704402806529159e-15,1.0141442446008126e-20
0.03833303168940016,0.0017864766308980098,0.84210526299999999,0.0,0.0,0.0,0.052631127682045226,0.10526260532795753,2.3784365838828623e-09,6.2634782274581461e-08,1.7720740415907508e-07,9.7789318383047636e-20,2.2278015211798787e-12,2.6907057577646852e-07,3.0667502312843644e-07,2.279720469045018e-08,1.6559173258422533e-09,6.4975308065587762e-13,5.511006196848116e-15,2.7674216653638625e-11,1.2356442098874975e-16,9.4961247123499599e-10,1.0162271038346657e-14,1.1015371258631293e-20
0.0386786171456514,0.0017864766207734727,0.84210526299999999,0.0,0.0,0.0,0.052631109745792402,0.10526258340686749,2.4581611481471465e-09,6.5352802019999956e-08,1.8314721180229131e-07,1.0106711692461036e-19,2.3167109422685208e-12,2.808589918569817e-07,3.1921664192514502e-07,2.3793133267724029e-08,1.7321561357615114e-09,6.8432895213080592e-13,5.8015105924261265e-15,2.9560770694113048e-11,1.2988156068435428e-16,9.9786998705639584e-10,1.06818058766373e-14,1.1963147988079485e-20
0.03902420260190264,0.00178647661031364,0.84210526299999999,0.0,0.0,0.0,0.052631091109027472,0.10526256062570535,2.5402239330769064e-09,6.8194608757964273e-08,1.8926121429362376e-07,1.0444104266808289e-19,2.4094024273002544e-12,2.9316468366389268e-07,3.3225948179206989e-07,2.4836556668700546e-08,1.8123817979334345e-09,7.2087755109330775e-13,6.1084494832876821e-15,3.1567627025225145e-11,1.3655786867788695e-16,1.0486013504535614e-09,1.1230879128288599e-14,1.2991029661986309e-20
0.03936978805815388,0.0017864765995081798,0.84210526299999999,0.0,0.0,0.0,0.052631071742990088,0.10526253694926246,2.6246785019793659e-09,7.1165803759830287e-08,1.9555340104426229e-07,1.0791329714445569e-19,2.506058531243976e-12,3.0601197232581353e-07,3.458249282021651e-07,2.5929921023038081e-08,1.8968351088217753e-09,7.595160588720316e-13,6.432791243379413e-15,3.3701795706668481e-11,1.4361735067492798e-16,1.1019478826981963e-09,1.1811465004282106e-14,1.4105819644296217e-20
0.03971537351440512,0.0017864765883464865,0.84210526299999999,0.0,0.0,0.0,0.052631051617620848,0.10526251234078848,2.7115788280406414e-09,7.4272208461080008e-08,2.0202779190188217e-07,1.1148609868622939e-19,2.6068717947585503e-12,3.1942642127814204e-07,3.5993540252864277e-07,2.7075803536127671e-08,1.9857725390725382e-09,8.0036850148839842e-13,6.7755603320919691e-15,3.5970640666332164e-11,1.5108584644333343e-16,1.1580603928558995e-09,1.2425688582025753e-14,1.5314915787812603e-20
0.04006095897065636,0.0017864765768176695,0.84210526299999999,0.0,0.0,0.0,0.05263103070149671,0.10526248676192057,2.8009792550609612e-09,7.7519868759833916e-08,2.0868843422030417e-07,1.1516168080941217e-19,2.7120453144430203e-12,3.3343490211509323e-07,3.746144188159907e-07,2.827691940544572e-08,2.0794672154387012e-09,8.4356611269345877e-13,7.1378402357939506e-15,3.8381893142183385e-11,1.589911810512287e-16,1.2170999058066506e-09,1.307583819916452e-14,1.6626364088051536e-20
0.0404065444269076,0.0017864765649105547,0.84210526299999999,0.0,0.0,0.0,0.052631008961763093,0.10526246017260932,2.8929344566146106e-09,8.0915058919214771e-08,2.1553939981283513e-07,1.1894229052880529e-19,2.8217933416928696e-12,3.4806566374416441e-07,3.898866437844621e-07,2.9536129064499725e-08,2.1782099516876615e-09,8.8924770535070772e-13,7.5207764744560873e-15,4.0943664276451178e-11,1.6736333825180733e-16,1.2792384504454044e-09,1.376437968552911e-14,1.8048921745434167e-20
0.04075212988315884,0.001786476552613672,0.84210526299999999,0.0,0.0,0.0,0.052630986364062472,0.10526243253104128,2.9874993938478803e-09,8.4464285010215174e-08,2.2258478179620772e-07,1.2283018662224441e-19,2.9363419088826821e-12,3.633484049629346e-07,4.0577796022549439e-07,3.0856445765023113e-08,2.2823103289182882e-09,9.3756006482223236e-13,7.9255797847709579e-15,4.3664459689594327e-11,1.7623463058696133e-16,1.3446599131335318e-09,1.4493970433265199e-14,1.9592121278626363e-20
0.04109771533941008,0.0017864765399152557,0.84210526299999999,0.0,0.0,0.0,0.052630962872459545,0.10526240379355825,3.0847292718481951e-09,8.8174287838278982e-08,2.2982869133351605e-07,1.2682763783314543e-19,3.0559294852016754e-12,3.7931435058749509e-07,4.2231553394821689e-07,3.2241043507803056e-08,2.3920978255234041e-09,9.8865835696086845e-13,8.3535294175949753e-15,4.6553193756072191e-11,1.8563988985628657e-16,1.4135609618830324e-09,1.5267475013441481e-14,2.1266340874602997e-20
0.041443300795661324,0.0017864765268032364,0.84210526299999999,0.0,0.0,0.0,0.052630938449362542,0.10526237391457301,3.1846794947377566e-09,9.2052045290464803e-08,2.3727525428536874e-07,1.3093692101699481e-19,3.1808076627546395e-12,3.9599633125796889e-07,4.3952788443924468e-07,3.3693265332231598e-08,2.5079229972453689e-09,1.0427065409999948e-12,8.805976471473934e-15,4.9619202283706378e-11,1.956166894882869e-16,1.4861520472142595e-09,1.6087983408355098e-14,2.3082888021597248e-20
0.041788886251912565,0.0017864765132652373,0.84210526299999999,0.0,0.0,0.0,0.052630913055440841,0.10526234284648169,3.2874056198070711e-09,9.6104774029048016e-08,2.4492860777853285e-07,1.3516031925508657e-19,3.31124187042687e-12,4.1342886703575706e-07,4.5744495939930064e-07,3.5216631974056286e-08,2.630158706958149e-09,1.0998778032343954e-12,9.2843473925859846e-15,5.2872257297059433e-11,2.0620556231164515e-16,1.5626584860909508e-09,1.6958829033702953e-14,2.5054085286203202e-20
0.042134471708163805,0.0017864764992885675,0.84210526299999999,0.0,0.0,0.0,0.052630886649538432,0.10526231053957213,3.3929633106107115e-09,1.0033993046588529e-07,2.527928967029636e-07,1.3950011992295907e-19,3.4475121176797902e-12,4.3164825491507457e-07,4.7609821332061882e-07,3.6814850900137844e-08,2.7592014033158864e-09,1.1603550089986875e-12,9.7901476178299513e-15,5.6322582064760891e-11,2.1745023959893552e-16,1.6433216358376767e-09,1.7883608353049172e-14,2.7193362923953272e-20
0.042480057164415046,0.0017864764848602183,0.84210526299999999,0.0,0.0,0.0,0.05263085918858345,0.10526227694192893,3.501408289170803e-09,1.0476521094919913e-07,2.6087227014904371e-07,1.4395861271607693e-19,3.5899137691044331e-12,4.5069266036789413e-07,4.9552069026850208e-07,3.8491825728369208e-08,2.89547244774324e-09,1.2243311555885327e-12,1.0324965220575242e-14,5.9980863686154535e-11,2.2939793514737048e-16,1.7284001655119253e-09,1.8866204141517678e-14,2.9515369924922327e-20
0.042825642620666286,0.0017864764699668575,0.84210526299999999,0.0,0.0,0.0,0.052630830627493304,0.10526224199933418,3.6127962877239439e-09,1.093885510807135e-07,2.6917087779610205e-07,1.4853808766552369e-19,3.7387583456007001e-12,4.7060221302383998e-07,5.1574711102882548e-07,4.0251666039823381e-08,3.0394194883477868e-09,1.2920098418706228e-12,1.0890474689498177e-14,6.3858267687246986e-11,2.4209962399389124e-16,1.8181714327689394e-09,1.9910808558433149e-14,3.2036089223405396e-20
0.04317122807691753,0.0017864764545948255,0.84210526299999999,0.0,0.0,0.0,0.052630800919075529,0.10526220565516491,3.727182999915523e-09,1.1421812409114113e-07,2.7769286626490507e-07,1.5324083312936269e-19,3.8943743538823486e-12,4.9141910659115682e-07,5.3681396478041744e-07,4.2098697588967768e-08,3.1915178784184789e-09,1.3636057602965668e-12,1.1488440882818384e-14,6.7966453686356745e-11,2.5561034119402954e-16,1.9129329748594013e-09,2.1021947689744693e-14,3.4772960083470285e-20
0.04351681353316877,0.0017864764387301303,0.84210526299999999,0.0,0.0,0.0,0.052630770013924161,0.10526216785028568,3.8446240315386232e-09,1.1926233820505755e-07,2.8644237544801982e-07,1.5806913375573118e-19,4.0571081455588297e-12,5.1318770312238555e-07,5.5875960544701841e-07,4.4037472916637374e-08,3.3522721376304899e-09,1.439345185979741e-12,1.2120722952013675e-14,7.2317587752032778e-11,2.6998954287532011e-16,2.0130041230923499e-09,2.2204511077629916e-14,3.7745025627926798e-20
0.04386239898942001,0.0017864764223584418,0.84210526299999999,0.0,0.0,0.0,0.052630737860311513,0.10526212852293815,3.9651748513911198e-09,1.2452983291042112e-07,2.9542353482994675e-07,1.6302526846181521e-19,4.2273247995913822e-12,5.3595464170333013e-07,5.8162435287794891e-07,4.6072782368760646e-08,3.5222174532414738e-09,1.5194664745679445e-12,1.2789278334817601e-14,7.6924356355357526e-11,2.8530146253846181e-16,2.1187277507797132e-09,2.34637812170516e-14,4.0973088017102587e-20
0.04420798444567125,0.0017864764054650898,0.84210526299999999,0.0,0.0,0.0,0.052630704404075142,0.10526208760862583,4.0888907421309797e-09,1.3002947405905697e-07,3.0464045981029864e-07,1.6811150841326989e-19,4.4054090289199356e-12,5.5976895164280689e-07,6.0545059899944605e-07,4.8209665521855194e-08,3.7019212171070694e-09,1.6042205864340584e-12,1.3496166954597566e-14,8.1799982521221697e-11,3.0161548273954923e-16,2.2304721653884441e-09,2.4805464129715838e-14,4.4479870755485775e-20
0.04455356990192249,0.0017864763880350574,0.84210526299999999,0.0,0.0,0.0,0.052630669588500344,0.1052620450399948,4.2158267511191188e-09,1.357703477353256e-07,3.1409724804514258e-07,1.7333011498884421e-19,4.5917661132779506e-12,5.8468217023963685e-07,6.3028291906965936e-07,5.045342301453056e-08,3.8919845948733449e-09,1.6938716050083238e-12,1.42435553633746e-14,8.6958237891186116e-11,3.1900659103883323e-16,2.3486331564592414e-09,2.6235726606659381e-14,4.8290214679548686e-20
0.04489915535817373,0.001786476370052982,0.84210526299999999,0.0,0.0,0.0,0.052630633354197355,0.10526200074671066,4.3460376419773879e-09,1.4176175281362927e-07,3.2379797581788743e-07,1.7868333778759982e-19,4.7868228494981413e-12,6.1074846517077484e-07,6.5616818815970909e-07,5.2809628781800017e-08,4.0930441231567829e-09,1.7886972514340667e-12,1.5033720853527234e-14,9.2413455536220018e-11,3.3755583453035892e-16,2.4736362116674129e-09,2.7761233826640371e-14,5.2431287313330811e-20
0.04524474081442497,0.0017864763515031458,0.84210526299999999,0.0,0.0,0.0,0.052630595638974126,0.10526195465533085,4.4795778467190788e-09,1.4801319213647162e-07,3.3374669445180526e-07,1.8417341266398606e-19,4.9910285186058627e-12,6.3802476153498983e-07,6.8315570297071671e-07,5.5284142686095152e-08,4.3057733284399918e-09,1.8889894282572285e-12,1.586905579773949e-14,9.8180546387691872e-11,3.5735077975963348e-16,2.605938914219668e-09,2.9389187255092881e-14,5.6932798772976898e-20
0.04559032627067621,0.001786476332369477,0.84210526299999999,0.0,0.0,0.0,0.052630556377703773,0.1052619066891731,4.6165014182518907e-09,1.5453436226559551e-07,3.4394742677939179e-07,1.8980255975769358e-19,5.2048558730103735e-12,6.6657087358737225e-07,7.1129730908206569e-07,5.7883123536337026e-08,4.5308843618906193e-09,1.9950547565010556e-12,1.6752071923844022e-14,1.0427501103309408e-10,3.7848608406877704e-16,2.7460335357660495e-09,3.112737125239846e-14,6.1827261944650861e-20
0.04593591172692745,0.001786476312635546,0.84210526299999999,0.0,0.0,0.0,0.052630515502187225,0.10526185676817944,4.7568619841483043e-09,1.6133514174326793e-07,3.5440416367786052e-07,1.9557298159047278e-19,5.4288021322699136e-12,6.9644964116070893e-07,7.4064753370966051e-07,6.0613042483175209e-08,4.7691296443802188e-09,2.1072150915306435e-12,1.7685404417083937e-14,1.1071295087917946e-10,4.010640736467745e-16,2.8944498399683307e-09,3.2984200885638642e-14,6.7150275038624292e-20
0.04628149718317869,0.0017864762922845643,0.84210526299999999,0.0,0.0,0.0,0.052630472941010913,0.10526180480877644,4.9007127015345058e-09,1.684255778104037e-07,3.6512086067935936e-07,2.0148686121945445e-19,5.6633899844373958e-12,7.2772707074916166e-07,7.7126372403439573e-07,6.3480696774525518e-08,5.0213035132700482e-09,2.2258080679879507e-12,1.8671816251786527e-14,1.1751108458240432e-10,4.2519530928920373e-16,3.0517581127848014e-09,3.4968768649435568e-14,7.2940809470041787e-20
0.04662708263942993,0.0017864762712993796,0.84210526299999999,0.0,0.0,0.0,0.052630428619399372,0.10526175072373085,5.0481062126028559e-09,1.7581587156047998e-07,3.7610143466996992e-07,2.0754636038762763e-19,5.9091685983597529e-12,7.6047248123257733e-07,8.0320619114008739e-07,6.6493223852174451e-08,5.2882438627182534e-09,2.3511876410319203e-12,1.9714202478525221e-14,1.2468675971524576e-10,4.5099929583154662e-16,3.2185724366743113e-09,3.7090902267209149e-14,7.9241554770122372e-20
0.04697266809568117,0.0017864762496624799,0.84210526299999999,0.0,0.0,0.0,0.052630382459063089,0.10526169442200183,5.1990946018191566e-09,1.8351636149631888e-07,3.8734976068315533e-07,2.1375361775930041e-19,6.1667146324502307e-12,7.9475865417600619e-07,8.3653835957723525e-07,6.9658115766212036e-08,5.5708337703705665e-09,2.483724583853687e-12,2.0815594157375379e-14,1.3225796178459996e-10,4.7860521428154205e-16,3.3955542270410665e-09,3.936122518590716e-14,8.609929959112641e-20
0.047318253551932414,0.001786476227355989,0.84210526299999999,0.0,0.0,0.0,0.05263033437804137,0.10526163580858867,5.3537293547131123e-09,1.9153750546306389e-07,3.9886966879004874e-07,2.2011074724068255e-19,6.4366332336244137e-12,8.3066198860480271e-07,8.7132692254413625e-07,7.2983233878972003e-08,5.8700031001101382e-09,2.6238070096172822e-12,2.1979162485358184e-14,1.4024333027661413e-10,5.0815261337381196e-16,3.5834160502397161e-09,4.1791213830155029e-14,9.3565316145746529e-20
0.047663839008183655,0.0017864762043616677,0.84210526299999999,0.0,0.0,0.0,0.052630284290540542,0.10526157478437502,5.5120613173322203e-09,1.9988986097490995e-07,4.1066494109836337e-07,2.2661983628959143e-19,6.719559034903085e-12,8.6826266016046413e-07,9.0764200264955622e-07,7.6476823826032721e-08,6.1867300700300249e-09,2.7718408980411593e-12,2.3208222943455922e-14,1.4866217044160777e-10,5.3979228115698159e-16,3.782925743755641e-09,4.4393268534001801e-14,1.0169581649715533e-19
0.048009424464434895,0.0017864761806609165,0.84210526299999999,0.0,0.0,0.0,0.052630232106767455,0.10526151124596921,5.6741406576082106e-09,2.0858406394773579e-07,4.2273930886094394e-07,2.3328294431721768e-19,7.0161571344692997e-12,9.0764478449763517e-07,9.4555731819208099e-07,8.0147530697297308e-08,6.5220427774183978e-09,2.9282505517072407e-12,2.4506238875849572e-14,1.5753445971673723e-10,5.7368716756970728e-16,3.9949108604603193e-09,4.7180789660592e-14,1.1055246521362516e-19
0.048355009920686136,0.0017864761562347748,0.84210526299999999,0.0,0.0,0.0,0.052630177732758666,0.10526144508554115,5.8400168286483302e-09,2.1763080585017552e-07,4.3509644968727052e-07,2.4010210120302058e-19,7.3271240452388949e-12,9.4889658473342849e-07,9.8515035486067485e-07,8.40044143951532e-08,6.8770206692813726e-09,3.0934790649445079e-12,2.5876825171899828e-14,1.668808628549267e-10,6.1001322416284428e-16,4.2202634598821518e-09,5.0168247327266181e-14,1.2020289304978574e-19
0.048700595376937376,0.0017864761310639268,0.84210526299999999,0.0,0.0,0.0,0.052630121070205149,0.10526137619065563,6.0097385324554553e-09,2.2704080934083817e-07,4.4773998486670492e-07,2.4707930577792701e-19,7.6531886279761139e-12,9.9211056276614573e-07,1.0265025427281355e-06,8.805696512207121e-08,7.2527959450902479e-09,3.267988812911397e-12,2.7323752090046996e-14,1.7672274416707411e-10,6.4896046190518568e-16,4.4599452708620276e-09,5.3371267408378147e-14,1.3072129891307661e-19
0.04904618083318862,0.0017864761051287004,0.84210526299999999,0.0,0.0,0.0,0.052630062016273071,0.10526130444410256,6.1833536854920529e-09,2.3682480246338195e-07,4.6067347679997796e-07,2.542165243909548e-19,7.995112988784298e-12,1.0373836742399791e-06,1.0696994383750103e-06,9.2315118945459374e-08,7.6505548830408905e-09,3.4522618419782681e-12,2.8850948284587363e-14,1.8708217096872395e-10,6.9073410673662791e-16,4.7149932514256291e-09,5.6806726691714094e-14,1.4218913733543869e-19
0.04939176628943986,0.0017864760784090782,0.84210526299999999,0.0,0.0,0.0,0.052630000463420722,0.10526122972372406,6.3609093863746842e-09,2.469934914627219e-07,4.7390042652040893e-07,2.6151568961711404e-19,8.3536933237199098e-12,1.0848175068679502e-06,1.1148309119467621e-06,9.6789273381070705e-08,8.0715390785364644e-09,3.6468002506451471e-12,3.0462503764039259e-14,1.9798192706878682e-10,7.3555561242684377e-16,4.9865255727325217e-09,6.0492837258212252e-14,1.5469580453203535e-19
0.0497373517456911,0.0017864760508846968,0.84210526299999999,0.0,0.0,0.0,0.052629936299211963,0.10526115190223889,6.5424518834590439e-09,2.5755753234857791e-07,4.874242713106355e-07,2.689786988995004e-19,8.7297607298079956e-12,1.134518461831109e-06,1.1619913389106108e-06,1.0149030293161971e-07,8.5170465795493104e-09,3.8521266150440708e-12,3.2162673185301537e-14,2.0944552585701175e-10,7.8366392661551099e-16,5.2757480554873717e-09,6.4449249341881697e-14,1.6833942982180176e-19
0.05008293720194234,0.001786476022534858,0.84210526299999999,0.0,0.0,0.0,0.052629869406126392,0.10526107084706403,6.7280265438601428e-09,2.6852750134860099e-07,5.0124838240890984e-07,2.7660741324597387e-19,9.1241819628925197e-12,1.186597937942313e-06,1.2112797962415947e-06,1.0642957451355875e-07,8.9884329103736041e-09,4.0687842891179249e-12,3.3955878135058293e-14,2.2149721048783464e-10,8.3531692818161309e-16,5.5839610888591739e-09,6.8697169398068135e-14,1.8322779336071795e-19
0.05042852265819358,0.0017864759933385347,0.84210526299999999,0.0,0.0,0.0,0.052629799661366779,0.10526098642013429,6.9176778247066509e-09,2.7991386437280917e-07,5.1537606277236864e-07,2.8440365609817967e-19,9.5378601166137747e-12,1.2411725181858866e-06,1.2628002627312794e-06,1.1161896269873157e-07,9.4871119746772736e-09,4.2973376598130587e-12,3.5846709065879376e-14,2.3416196475871593e-10,8.9079264127549711e-16,5.9125670628964438e-09,7.3259461609813699e-14,1.9947924102482099e-19
0.05077410811444482,0.001786475963274382,0.84210526299999999,0.0,0.0,0.0,0.052629726936663936,0.10526089847771977,7.1114492434714374e-09,2.917269456760682e-07,5.2981054490088997e-07,2.9236921208990236e-19,9.9717352499805247e-12,1.2983641582479887e-06,1.3166618230758638e-06,1.1707086469375089e-07,1.0014556821311736e-08,4.5383724810746355e-12,3.7839927842065534e-14,2.4746552742064686e-10,9.5039072676305927e-16,6.2630783469890019e-09,7.8160769024284583e-14,2.172237206627798e-19
0.05111969357069606,0.001786475932320744,0.84210526299999999,0.0,0.0,0.0,0.052629651098079475,0.10526080687024149,7.3093833489721033e-09,3.0397689593522677e-07,5.4455498871800826e-07,3.0050582580717685e-19,1.0426784946194099e-11,1.3583003766409999e-06,1.3729788753643753e-06,1.2279821497828329e-07,1.057230026531549e-08,4.792496063178981e-12,3.9940469114201388e-14,2.6143438892699874e-10,1.0144342563594699e-15,6.6371258488249177e-09,8.3427658832591122e-14,2.3660400034885161e-19
0.0514652790269473,0.0017864759004556717,0.84210526299999999,0.0,0.0,0.0,0.052629572005807271,0.10526071144208574,7.5115216947036579e-09,3.1667365992185409e-07,5.5961247946077784e-07,3.0881520075998967e-19,1.090402476581605e-11,1.4211144459409725e-06,1.4318713415541693e-06,1.2881449951857529e-07,1.1161935359892452e-08,5.0603373647090475e-12,4.2153440939017639e-14,2.760957984396534e-10,1.0832711600220863e-15,7.0364681890594334e-09,8.9088743851631496e-14,2.5777688525200128e-19
0.05181086448319854,0.0017864758676569294,0.84210526299999999,0.0,0.0,0.0,0.052629489513973303,0.10526061203141725,7.7179048102618946e-09,3.2982694401032895e-07,5.749860255815126e-07,3.1729899819450278e-19,1.1404508631884207e-11,1.4869455846554098e-06,1.4934648804884325e-06,1.3513376947044751e-07,1.1785115702872375e-08,5.3425472072484646e-12,4.4484126362583872e-14,2.9147777966383162e-10,1.1572759515690695e-15,7.4630015284251759e-09,9.5174822725830227e-14,2.8091456812391131e-19
0.05215644993944978,0.001786475833902015,0.84210526299999999,0.0,0.0,0.0,0.052629403470435265,0.10526050846999163,7.9285721723438932e-09,3.4344618380543928e-07,5.9067855666878137e-07,3.2595883582732756e-19,1.1929329135840859e-11,1.5559391492526704e-06,1.5578911029796945e-06,1.417706542878048e-07,1.2443555571366067e-08,5.6397983407659761e-12,4.6937983789322026e-14,3.0760912413099064e-10,1.2368518999883369e-15,7.9187700862260936e-09,1.0171905706203958e-13,3.0620623580311145e-19
0.05250203539570102,0.0017864757991681733,0.84210526299999999,0.0,0.0,0.0,0.052629313716581791,0.10526040058296729,8.1435621783382187e-09,3.5754051212064255e-07,6.0669292132355038e-07,3.3479628684652605e-19,1.2479617712660743e-11,1.6282468258015778e-06,1.6252877884575383e-06,1.4874037415054621e-07,1.3139029888474719e-08,5.9527853393330422e-12,4.9520646029667907e-14,3.2451939275254632e-10,1.3224327486879703e-15,8.4059773896577694e-09,1.0875711628165515e-13,3.3385968191163491e-19
0.052847620851952264,0.0017864757634324135,0.84210526299999999,0.0,0.0,0.0,0.052629220087132111,0.10526028818871748,8.3629121170439344e-09,3.7211872758041589e-07,6.2303188499413308e-07,3.4381287871244618e-19,1.3056544734477803e-11,1.7040268206589372e-06,1.6957991026555184e-06,1.560587516264382e-07,1.3873374007269949e-08,6.2822246712249801e-12,5.223792072947152e-14,3.4223893334938979e-10,1.414484671449383e-15,8.9269982947334458e-09,1.1632733674159455e-13,3.6410305776318469e-19
0.053193206308203504,0.0017864757266715294,0.84210526299999999,0.0,0.0,0.0,0.052629122409936675,0.10526017109864218,8.5866581376159999e-09,3.8718926417844024e-07,6.3969812780086444e-07,3.5301009177171332e-19,1.3661319523454143e-11,1.7834440496877443e-06,1.7695758157921374e-06,1.637422224882778e-07,1.4648483306566501e-08,6.6288546390339546e-12,5.5095789731190397e-14,3.6079887062369466e-10,1.5135089054962708e-15,9.4843918222641733e-09,1.2447093557397591e-13,3.9718697495339363e-19
0.053538791764454745,0.0017864756888621193,0.84210526299999999,0.0,0.0,0.0,0.052629020505779153,0.10526004911698091,8.8148352217402142e-09,4.0276016205278312e-07,6.5669424227090228e-07,3.6238935821823531e-19,1.4295190213153531e-11,1.8666703254202356e-06,1.8467755206878905e-06,1.7180784560944105e-07,1.5466312613885853e-08,6.9934350555140075e-12,5.8100406370549414e-14,3.8023110036683726e-10,1.6200437912642909e-15,1.008091485248821e-08,1.3323218314451722e-13,4.3338663291722319e-19
0.053884377220705985,0.001786475649980609,0.84210526299999999,0.0,0.0,0.0,0.052628914188180408,0.10525992204062642,9.0474771522829678e-09,4.188390397538541e-07,6.7402273098727767e-07,3.7195206083935042e-19,1.4959443519969346e-11,1.9538845415555081e-06,1.9275628502517997e-06,1.8027331186511917e-07,1.6328875444631933e-08,7.3767471487026359e-12,6.1258094602982871e-14,4.0056830870526854e-10,1.7346669375948816e-15,1.0719536722923405e-08,1.4265857969019632e-13,4.730040763736731e-19
0.054229962676957226,0.0017864756100032734,0.84210526299999999,0.0,0.0,0.0,0.052628803263205064,0.1052597896589394,9.2846164786467017e-09,4.3543306835118514e-07,6.9168600422360402e-07,3.8169953143443711e-19,1.5655404444942384e-11,2.0452728542591901e-06,2.0121096937662164e-06,1.8915695197938628e-07,1.7238243050931393e-08,7.7795933911578584e-12,6.4575347481953295e-14,4.2184395918077839e-10,1.8579983830558122e-15,1.1403454777377051e-08,1.5280111070006057e-13,5.1637092434696866e-19
0.05457554813320847,0.0017864755689062613,0.84210526299999999,0.0,0.0,0.0,0.0526286875292711,0.10525965175356486,9.5262844866236674e-09,4.5254894764002345e-07,7.0968637747068592e-07,3.9163304969462352e-19,1.6384435810669396e-11,2.1410288596940174e-06,2.1005954114034238e-06,1.9847774326475733e-07,1.8196543310374128e-08,8.2027969470136554e-12,6.8058822643919692e-14,4.4409227745128074e-10,1.9907030213659849e-15,1.2136110913786949e-08,1.6371445253265913e-13,5.6385116181979311e-19
0.05492113358945971,0.0017864755266656233,0.84210526299999999,0.0,0.0,0.0,0.052628566776962871,0.10525950809825035,9.7725111647321278e-09,4.7019288468544308e-07,7.2802606885499058e-07,4.0175384190258194e-19,1.7147937705804639e-11,2.2413537671677747e-06,2.1932070464181136e-06,2.0825531520870499e-07,1.9205959450128691e-08,8.6472013985725356e-12,7.1715340039174128e-14,4.6734827216912926e-10,2.1334929327924971e-15,1.2921209178916357e-08,1.754571636087163e-13,6.1584403344902032e-19
0.05526671904571095,0.0017864754832573372,0.84210526299999999,0.0,0.0,0.0,0.052628440788848332,0.10525935845866627,1.0023325165632422e-08,4.883705750210144e-07,7.4670719658190257e-07,4.1206307912779686e-19,1.7947346887208686e-11,2.3464565673907867e-06,2.2901395344741902e-06,2.1850995388095763e-07,2.0268728594887611e-08,9.1136704976332139e-12,7.5551879801182584e-14,4.916477199855193e-10,2.2871311382770792e-15,1.3762734462342705e-08,1.8809198581105685e-13,6.7278755384567693e-19
0.05561230450196219,0.0017864754386573368,0.84210526299999999,0.0,0.0,0.0,0.052628309339300579,0.10525920259222853,1.0278753774147252e-08,5.0708718672689348e-07,7.6573177629777178e-07,4.2256187603529515e-19,1.8784136013496529e-11,2.4565541953448499e-06,2.3915959095899224e-06,2.2926260514663043e-07,2.1387140186320831e-08,9.6030873944371051e-12,7.9575576014730723e-14,5.1702713839450137e-10,2.4524345017227546e-15,1.4664972341527936e-08,2.0168609084374544e-13,7.3516214816967866e-19
0.05595788995821343,0.0017864753928415415,0.84210526299999999,0.0,0.0,0.0,0.05262817219432428,0.10525904024792372,1.0538822872821873e-08,5.2634734754411444e-07,7.8510171835397866e-07,4.3325128962778037e-19,1.9659812789178948e-11,2.5718716872021899e-06,2.4977875062175107e-06,2.405348766807093e-07,2.2563534279501209e-08,1.0116354179940153e-11,8.3793713021091183e-14,5.435238081734658e-10,2.6302761584672028e-15,1.5632530129055913e-08,2.1631128122796402e-13,8.0349433996578197e-19
