Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39)
1e-12,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999999956,0.10526315799999995,4.5007448845181578e-17,4.4998713407469306e-17,3.086271299383396e-21,6.1207372377436327e-32,8.5340688032787401e-30,8.5338098181226533e-30,1.0289448035792925e-34,2.3310676356143014e-26,8.4845475397115249e-31,1.5040456873350726e-37,1.1821662398903787e-20,4.0790885968580128e-40,6.7464749479960269e-41
1.023e-12,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999999956,0.10526315799999995,4.604228781019973e-17,4.6033388496010922e-17,3.1939152061484751e-21,6.334664876796921e-32,8.8836663586245295e-30,8.8833970906548897e-30,1.0742109440854749e-34,2.4123723807710166e-26,8.8317534290187392e-31,1.5701778789599943e-37,1.2093181156461862e-20,4.2584517725800325e-40,7.0432712500751311e-41
2.047e-12,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999999908,0.10526315799999991,9.2110323291667153e-17,9.2098962150489626e-17,1.2781406398675608e-20,2.542747500843377e-31,7.1359839991083213e-29,7.1358549644978752e-29,1.7262733541043698e-33,9.6545604978520668e-26,7.0692389806553514e-30,2.5133554005728713e-36,2.4142354556611344e-20,6.8190066490906043e-39,1.1318778332468913e-39
4.095e-12,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999999817,0.10526315799999982,1.8422721946227897e-16,1.8423026554890065e-16,5.1131325625097671e-20,1.0187653204804887e-30,5.7197508060790161e-28,5.7197859779608083e-28,2.7677653061444019e-32,3.8628398737009129e-25,5.6563246766633351e-29,4.0208265775274976e-35,4.8084467008404386e-20,1.0912633771468667e-37,1.8148027820419759e-38
8.191e-12,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.05263157899999963,0.10526315799999963,3.6838435302890149e-16,3.6849348863917659e-16,2.044905152512727e-19,4.0774778294658635e-30,4.5790643995387671e-27,4.5793139605677752e-27,4.4319589141019967e-31,1.5453411391797912e-24,4.5244766094468619e-28,6.4284269016221617e-34,9.5351818876717808e-20,1.7455080106675357e-36,2.9061379312873592e-37
1e-11,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999999547,0.10526315799999955,4.4964978153568258e-16,4.4987394358379295e-16,3.3986363719154596e-19,6.7781497531480571e-30,1.1656165885728965e-26,1.1657582880448538e-26,1.9111051346255254e-30,2.5691862729554829e-24,1.1514416183737482e-27,2.7681714231965612e-33,1.1569646237066808e-19,7.5215058963538493e-36,1.2532518481119746e-36
1.6383e-11,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999999262,0.10526315799999926,7.3639230788105758e-16,7.3702233712248062e-16,8.1752346988627434e-19,1.6307386286516451e-29,3.6627497442584693e-26,3.6633033690619279e-26,7.090577052504698e-30,6.1817918500092328e-24,3.6178199656759598e-27,1.026732747789983e-32,1.8748190152041079e-19,2.7901934035842913e-35,4.6498901593104316e-36
3.2767e-11,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999998527,0.10526315799999852,1.4711855455675954e-15,1.4740891653257554e-15,3.2662704783749555e-18,6.5165709085994388e-29,2.9271102064478014e-25,2.9281184041416495e-25,1.1333653214833965e-28,2.4728151759641847e-23,2.8911113619739944e-26,1.6367864800444818e-31,3.6260155666259783e-19,4.4538664220607849e-34,7.4338234653169524e-35
6.5535e-11,0.0022817276356791693,0.84210526299999999,0.0,0.0,0.0,0.052631578999997056,0.10526315799999704,2.935901863175991e-15,2.9482558849270933e-15,1.3033957823652031e-17,2.6006668235582217e-28,2.3358475199811549e-24,2.3375551237383785e-24,1.8090318303434935e-27,9.8915521294899883e-23,2.3077419541022287e-25,2.5997076822550386e-30,6.797405774141195e-19,7.0942634271091559e-33,1.1870005269566684e-33
9.999999999999999e-11,0.002281727635679169,0.84210526299999999,0.0,0.0,0.0,0.052631578999995501,0.10526315799999547,4.4663142947152368e-15,4.4988247434068236e-15,3.3466667216708223e-17,6.6778669246501854e-28,1.0883974481581018e-23,1.0899492506068663e-23,1.6003473214651784e-26,2.5497919604468205e-22,1.0759832233254519e-24,2.2789800695055587e-29,9.557194504229124e-19,6.2523417042458384e-32,1.0508147968311282e-32
1.31071e-10,0.002281727635679169,0.84210526299999999,0.0,0.0,0.0,0.052631578999994107,0.10526315799999406,5.8460167366231421e-15,5.8966986735337277e-15,5.1887230499796844e-17,1.0353557751315743e-27,1.8590309976252988e-23,1.8618278416597733e-23,2.8800092632955663e-26,3.9567423269492094e-22,1.8379588422534688e-24,4.0991639662144694e-29,1.2045208304680655e-18,1.1249408966635267e-31,1.8911379424870962e-32
2.62143e-10,0.002281727635679169,0.84210526299999999,0.0,0.0,0.0,0.052631578999988209,0.10526315799998801,1.1590256784488362e-14,1.1793892463774801e-14,2.0558397236561397e-16,4.1023123998785097e-27,1.471848416567351e-22,1.4763407091237451e-22,4.5619210658581882e-25,1.582757529715513e-21,1.4573397988904559e-23,6.3718176305471524e-28,1.945274739770772e-18,1.7680712455021715e-30,3.000031276113447e-31
3.93215e-10,0.002281727635679168,0.84210526299999999,0.0,0.0,0.0,0.052631578999982311,0.10526315799998189,1.7259767233400637e-14,1.7691303385174486e-14,4.3401076420610053e-16,8.6605013380125993e-27,4.1835220447385709e-22,4.2000279726221386e-22,1.6709937750123061e-24,3.3634275182879088e-21,4.1458890363216022e-23,2.3129870861688935e-27,2.4683038996012383e-18,6.6938373044781616e-30,1.0996784321574584e-30
6.55359e-10,0.0022817276356791667,0.84210526299999999,0.0,0.0,0.0,0.052631578999970514,0.10526315799996934,2.8309621659627774e-14,2.9486597026423095e-14,1.1800322661070513e-15,2.3547202448252793e-26,1.8885618884188456e-21,1.9011007194774162e-21,1.2638920361476438e-23,9.2992009361421925e-21,1.8765047961375336e-22,1.6957577104271447e-26,3.0401893121950395e-18,5.3095897407948441e-29,8.3389792702338756e-30
8.897330296884812e-10,0.0022817276356791646,0.84210526299999999,0.0,0.0,0.0,0.052631578999959967,0.1052631579999579,3.7965152862305664e-14,4.0032582614743952e-14,2.0707932293853279e-15,4.1322178774983638e-26,4.1851314643509347e-21,4.2191552371041832e-21,3.4255129636456517e-23,1.6498282126729132e-20,4.1644663944975852e-22,4.5318845081870292e-26,3.3346651385411017e-18,1.5072857147074426e-28,2.262727487273659e-29
9.999999999999999e-10,0.002281727635679163,0.84210526299999999,0.0,0.0,0.0,0.052631578999955006,0.10526315799995241,4.2399687084860526e-14,4.4994256083468561e-14,2.5980193255123727e-15,5.1842892418553638e-26,5.8912122792809476e-21,5.9449169911911254e-21,5.4039040761720379e-23,2.0831148836743915e-20,5.8677664034990641e-22,7.0757425481667675e-26,3.4145552734647815e-18,2.39296433290003e-28,3.5726693447328813e-29
1.1241070593769625e-09,0.002281727635679163,0.84210526299999999,0.0,0.0,0.0,0.05263157899994942,0.10526315799994623,4.7390819066749199e-14,5.0578690860740933e-14,3.1914198717708587e-15,6.3684106783669524e-26,7.8114307490750479e-21,7.8872866407777151e-21,7.6306116984047577e-23,2.5707852572532475e-20,7.784855036266599e-22,9.9388913217515046e-26,3.5044727681651046e-18,3.389808342909539e-28,5.0470277262570164e-29
1.3584810890654436e-09,0.002281727635679159,0.84210526299999999,0.0,0.0,0.0,0.052631578999938873,0.10526315799993435,5.6606362693214692e-14,6.1124867643068363e-14,4.522169510836284e-15,9.0239022787701102e-26,1.2910942719404313e-20,1.3055390883588491e-20,1.452201100981863e-22,3.6809202518921435e-20,1.2885543145453275e-21,1.8650304168679963e-25,3.6038522547332852e-18,6.5763187444571696e-28,9.6166306243184378e-29
1.8272291484424061e-09,0.0022817276356791516,0.84210526299999999,0.0,0.0,0.0,0.052631578999917779,0.10526315799991014,7.4576165116306899e-14,8.221729940109248e-14,7.6449539576517636e-15,1.5255376432631555e-25,2.7079415170280648e-20,2.7447427274745479e-20,3.6972352569430542e-22,6.3319802463747888e-20,2.7089336548013984e-21,4.6446923517058958e-25,3.7201098748813238e-18,1.771040376760591e-27,2.4529990387710492e-28
2.2959772078193686e-09,0.0022817276356791433,0.84210526299999999,0.0,0.0,0.0,0.052631578999896685,0.1052631579998852,9.1818548992914296e-14,1.0330980337447638e-13,1.1495156727007536e-14,2.2938408170480638e-25,4.8469709194454759e-20,4.9239468005797197e-20,7.7297518346758677e-22,9.6827517867146191e-20,4.8595363633194325e-21,9.5184496721493455e-25,3.7571548766270801e-18,3.8463956192448785e-27,5.1373676225119351e-28
2.764725267196331e-09,0.002281727635679133,0.84210526299999999,0.0,0.0,0.0,0.05263157899987559,0.10526315799985952,1.0832338916412189e-13,1.2440232716673394e-13,1.6082901591295315e-14,3.2093199401094367e-25,7.8940421302751026e-20,8.0379226548333873e-20,1.4442911457674559e-21,1.3780413648116846e-19,7.9324941611517183e-21,1.743277894599231e-24,3.766911941671536e-18,7.3711146156511054e-27,9.6160320432244683e-28
3.702221385950256e-09,0.002281727635679107,0.84210526299999999,0.0,0.0,0.0,0.052631578999833402,0.10526315799980614,1.3930600054964948e-13,1.6658735515563681e-13,2.7285447532652694e-14,5.4447756710584157e-25,1.7545681775257434e-19,1.7967525002382071e-19,4.231896195296337e-21,2.4258333742565591e-19,1.7730279365892397e-20,4.8429222635956534e-24,3.7831953199151046e-18,2.1798932715630216e-26,2.8316117367039172e-27
4.639717504704181e-09,0.0022817276356790752,0.84210526299999999,0.0,0.0,0.0,0.052631578999791213,0.10526315799975025,1.6778873424660549e-13,2.0877235478273762e-13,4.0987847701447348e-14,8.1790753615660414e-25,3.2578643749210134e-19,3.3543133093686634e-19,9.6720125454681729e-21,3.7770626774868546e-19,3.3097411355494502e-20,1.0571068075742565e-23,3.7974964861437146e-18,4.9328727783092602e-26,6.5002714393168869e-27
5.5772136234581055e-09,0.0022817276356790384,0.84210526299999999,0.0,0.0,0.0,0.052631578999749025,0.10526315799969213,1.9403931088552515e-13,2.5095732153573578e-13,5.6922372619864989e-14,1.1358793803340154e-24,5.3879546498816821e-19,5.5769303740597026e-19,1.8945671788426546e-20,5.4318894612881744e-19,5.5023639188341555e-20,1.984690193248787e-23,3.8143122394255487e-18,9.4974856640362931e-26,1.2786357489886391e-26
6.51470974221203e-09,0.0022817276356789976,0.84210526299999999,0.0,0.0,0.0,0.052631578999706836,0.10526315799963203,2.1830644827811564e-13,2.9314225658447186e-13,7.4840296569252275e-14,1.4934297973393655e-24,8.2239914964024322e-19,8.5574505863139863e-19,3.3424021137880241e-20,7.3903644383949279e-19,8.4423260546870124e-20,3.3627994858960843e-23,3.8324684512138366e-18,1.6408931927489476e-25,2.2650882265386212e-26
8.38970197971988e-09,0.002281727635678905,0.84210526299999999,0.0,0.0,0.0,0.052631578999622466,0.10526315799950664,2.616716097382782e-13,3.7751203475877685e-13,1.1584511388137308e-13,2.3116770124755039e-24,1.6246710399305053e-18,1.7083152805564617e-18,8.3815695299936179e-20,1.2218275778168789e-18,1.6850507745219701e-19,7.8149930259812027e-23,3.8696152683606502e-18,3.9280366763343234e-25,5.7266725282034433e-26
9.999999999999999e-09,0.0022817276356788094,0.84210526299999999,0.0,0.0,0.0,0.052631578999550011,0.10526315799939448,2.9441101490040911e-13,4.499711643877892e-13,1.555649256182066e-13,3.1042821423644663e-24,2.592356538502565e-18,2.7506377256860357e-18,1.5857678640017649e-19,1.7334174367955322e-18,2.7127807941335863e-19,1.3905406290805434e-22,3.9012052052070655e-18,7.1324923375402197e-25,1.0910173129009065e-25
1.0077194993476944e-08,0.0022817276356788094,0.84210526299999999,0.0,0.0,0.0,0.052631578999546534,0.10526315799938901,2.958945992754384e-13,4.534447316364404e-13,1.5755491014741039e-13,3.1439920989299119e-24,2.6457466507113403e-18,2.8084974737938345e-18,1.6305355366648428e-19,1.7601926334164772e-18,2.7698248871240022e-19,1.425861563105643e-22,3.9026898619205292e-18,7.3200760828944274e-25,1.1221678272854492e-25
1.1897696332244452e-08,0.002281727635678698,0.84210526299999999,0.0,0.0,0.0,0.052631578999464614,0.1052631579992581,3.2881331546955258e-13,5.353623390871854e-13,2.065537726950978e-13,4.1217598834137787e-24,4.0926413326040601e-18,4.3900958918548149e-18,2.9796032726233343e-19,2.4513150659204052e-18,4.3289051319038815e-19,2.4374796694577224e-22,3.9383281724542964e-18,1.2763572691965652e-24,2.0670984289436274e-25
1.3718197671011961e-08,0.0022817276356785795,0.84210526299999999,0.0,0.0,0.0,0.052631578999382693,0.1052631579991239,3.5845549763365901e-13,6.1727983198986184e-13,2.5882890736925054e-13,5.1649054224191893e-24,5.916101141453735e-18,6.4140121922477255e-18,4.9869408053205596e-19,3.256940641718536e-18,6.3235019511917863e-19,3.8274465978611697e-22,3.9740598829095628e-18,2.0403984359102382e-24,3.4877882179916023e-25
1.553869900977947e-08,0.0022817276356784538,0.84210526299999999,0.0,0.0,0.0,0.052631578999300772,0.10526315799898711,3.8551256387801838e-13,6.9919721042230183e-13,3.1368888575514117e-13,6.2596313159072002e-24,8.1264619241596883e-18,8.9059969391856005e-18,7.8067928141950386e-19,4.1770658903588716e-18,8.7787471354811419e-19,5.6374469241278598e-22,4.0098302367973207e-18,3.0562897910143992e-24,5.5047047983532208e-25
1.7359200348546978e-08,0.002281727635678324,0.84210526299999999,0.0,0.0,0.0,0.052631578999218852,0.10526315799884829,4.1052155792096622e-13,7.8111447445034065e-13,3.7059665986732231e-13,7.3952208132532783e-24,1.0728023741404916e-17,1.1886058528678468e-17,1.1596331682358821e-18,5.2116875997790667e-18,1.1714088714949738e-18,7.9008405308552051e-22,4.0455983872364122e-18,4.3533658597510962e-24,8.244396205466434e-25
1.9179701687314487e-08,0.00228172763567819,0.84210526299999999,0.0,0.0,0.0,0.052631578999136931,0.10526315799870782,4.3390604930400416e-13,8.6303162409917066e-13,4.2912866020577504e-13,8.5632216181508032e-24,1.3720779293330048e-17,1.5369984735864086e-17,1.6513590425501539e-18,6.3608027536339593e-18,1.5144796325592905e-18,1.0644227996185407e-21,4.081365649377032e-18,5.9586537251315077e-24,1.1838169850031888e-24
2.1000203026081995e-08,0.002281727635678054,0.84210526299999999,0.0,0.0,0.0,0.052631578999055011,0.1052631579985661,4.5601179578798978e-13,9.4494865939024555e-13,4.8893913189326989e-13,9.7567342190162337e-24,1.7101879929563732e-17,1.9370668898748411e-17,2.2716066403869804e-18,7.6244084044054955e-18,1.9083273986652548e-18,1.3889399425137843e-21,4.117138210494337e-18,7.897483440925407e-24,1.6420665933063321e-24
2.2820704364849504e-08,0.0022817276356779147,0.84210526299999999,0.0,0.0,0.0,0.05263157899897309,0.10526315799842334,4.7710160204988055e-13,1.0268655803510953e-12,5.4976527604073133e-13,1.0970514484533609e-23,2.0865573542704049e-17,2.3897918473791844e-17,3.0359427582179316e-18,9.0025016326312777e-18,2.3538870620817798e-18,1.7652974545751713e-21,4.1529174336995146e-18,1.0193484242184575e-23,2.2130074254145742e-24
2.646170704238452e-08,0.0022817276356776324,0.84210526299999999,0.0,0.0,0.0,0.052631578998809249,0.10526315799813561,5.1705112906570635e-13,1.1906990794065584e-12,6.7364687687496771e-13,1.3442560773264741e-23,2.9510567076883077e-17,3.4562657451775001e-17,5.0576242258162218e-18,1.2102139076614409e-17,3.4030217617950379e-18,2.6787089289903854e-21,4.2244906297120706e-18,1.594656630037004e-23,3.7492251482808328e-24
2.9738609452166037e-08,0.002281727635677374,0.84210526299999999,0.0,0.0,0.0,0.05263157899866179,0.10526315799787486,5.512073499548908e-13,1.3381488378583197e-12,7.8693784272966559e-13,1.5703271906253534e-23,3.8512471309279071e-17,4.6024439831765547e-17,7.5197082967223651e-18,1.5283330877232457e-17,4.5299399471242611e-18,3.6886780755965564e-21,4.2889227290130216e-18,2.2562560968397859e-23,5.6599239232355295e-24
3.3742000651843706e-08,0.0022817276356770543,0.84210526299999999,0.0,0.0,0.0,0.052631578998481636,0.10526315799755476,5.9139803101503472e-13,1.518287684368913e-12,9.2688239651856155e-13,1.8495853029397931e-23,5.0987669819439283e-17,6.245228815411331e-17,1.1475702795520973e-17,1.9673140465911145e-17,6.1441503332319176e-18,5.1689471234698298e-21,4.3676638345174279e-18,3.266936671990954e-23,8.8012147413695728e-24
3.734505273155361e-08,0.002281727635676765,0.84210526299999999,0.0,0.0,0.0,0.052631578998319495,0.10526315799726581,6.2671135591947232e-13,1.6804121744073184e-12,1.0536899562090092e-12,2.1026286613148752e-23,6.3517965521083073e-17,7.9539741205310023e-17,1.6036530777511773e-17,2.4097252624896792e-17,7.8221168352883085e-18,6.7364633630378948e-21,4.4385539198203738e-18,4.3829448672620364e-23,1.2507739970256407e-23
4.094810481126351e-08,0.0022817276356764753,0.84210526299999999,0.0,0.0,0.0,0.052631578998157354,0.10526315799697636,6.6153148656971268e-13,1.8425362177172016e-12,1.1809900118849696e-12,2.3566547915850278e-23,7.7197635873858285e-17,9.8820556442199101e-17,2.1642018560832726e-17,2.8969715022782323e-17,9.7143233233853948e-18,8.528710526210202e-21,4.5094652925244124e-18,5.7096624218653748e-23,1.7166042257966925e-23
4.455115689097341e-08,0.0022817276356761835,0.84210526299999999,0.0,0.0,0.0,0.052631578997995213,0.10526315799668662,6.9606936889670846e-13,2.0046598145500589e-12,1.3085717001406812e-12,2.6112429174701035e-23,9.1944448440028912e-17,1.2030282242838584e-16,2.8382531457031804e-17,3.4290504880160627e-17,1.1821292314651491e-17,1.0546827790669699e-20,4.5803979214082487e-18,7.2617343286448783e-23,2.2890996013698207e-23
4.8154208970683316e-08,0.002281727635675892,0.84210526299999999,0.0,0.0,0.0,0.052631578997833071,0.1052631579963967,7.304310915427189e-13,2.1667829651579986e-12,1.4363290098643914e-12,2.8661814946241164e-23,1.0768116601867345e-16,1.4399072826120708e-16,3.6339539372436102e-17,4.0059599420140595e-17,1.414316071885817e-17,1.2791259050617929e-20,4.6513524137494252e-18,9.0534382677757168e-23,2.979793336454296e-23
5.175726105039322e-08,0.0022817276356756006,0.84210526299999999,0.0,0.0,0.0,0.052631578997670916,0.10526315799610669,7.6468184397509903e-13,2.328905669793999e-12,1.5641968262929517e-12,3.1213405870454662e-23,1.2433337788135094e-16,1.6988694222947708e-16,4.5590164655562935e-17,4.6276975870033447e-17,1.6679915102497037e-17,1.5262174320813074e-20,4.7223289530529319e-18,1.1099018931790705e-22,3.8002368261989883e-23
5.536031313010312e-08,0.002281727635675308,0.84210526299999999,0.0,0.0,0.0,0.052631578997508768,0.10526315799581658,7.9885703912024386e-13,2.4910279287118253e-12,1.692139805008353e-12,3.3766496652238772e-23,1.418328690100289e-16,1.9799302601194299e-16,5.6204227128852564e-17,5.2942611458189232e-17,1.9431432892827074e-17,1.7959544451617356e-20,4.7933270313165766e-18,1.3412487856964147e-22,4.7619955532310315e-23
6.256641728952293e-08,0.002281727635674724,0.84210526299999999,0.0,0.0,0.0,0.052631578997184465,0.10526315799523624,8.6708976418701715e-13,2.8152711104054412e-12,1.9481424998166927e-12,3.8875007701073173e-23,1.791177066022497e-16,2.6083983805995067e-16,8.1783853420083458e-17,6.7618568974037312e-17,2.5578149570276232e-17,2.4033316735507437e-20,4.9353878402831655e-18,1.8898927983171658e-22,7.155739108957059e-23
6.977252144894273e-08,0.00228172763567414,0.84210526299999999,0.0,0.0,0.0,0.052631578996860155,0.1052631579946558,9.3520393267741055e-13,3.139512512261474e-12,2.2042628760872334e-12,4.3985867074310054e-23,2.1909028902402792e-16,3.3253591233048284e-16,1.1352889946210493e-16,8.4087289836157358e-17,3.2581570359576949e-17,3.1010961177750979e-20,5.0775352131695483e-18,2.5622287449090429e-22,1.0253663526615547e-22
8.418472976778234e-08,0.0022817276356729707,0.84210526299999999,0.0,0.0,0.0,0.0526315789962115,0.10526315799349477,1.0713569325342264e-12,3.7879899881079469e-12,2.7165783877920016e-12,5.4209077634075141e-23,3.0506479651512303e-16,5.0249772944505558e-16,1.9757300767556156e-16,1.2240196956065064e-16,4.914796825275493e-17,4.7667611713983504e-20,5.362088806432603e-18,4.3393807280162601e-22,1.9097566780909601e-22
9.859693808662195e-08,0.0022817276356718015,0.84210526299999999,0.0,0.0,0.0,0.05263157899556279,0.10526315799233364,1.2074415199189551e-12,4.4364572537081205e-12,3.2289635729382116e-12,6.4433678521935795e-23,4.0026730911209419e-16,7.2349528617747034e-16,3.234544265515016e-16,1.7103919875256746e-16,7.0609866414898309e-17,6.9491325821433295e-20,5.6471371473605647e-18,7.0111076464477077e-22,3.3916157755039256e-22
9.999999999999998e-08,0.0022817276356706323,0.84210526299999999,0.0,0.0,0.0,0.052631578995499639,0.10526315799222059,1.220690726471255e-12,4.4995864627978979e-12,3.278844665992811e-12,6.5429051306149135e-23,4.0987600229755354e-16,7.4793777157311515e-16,3.3829863426307449e-16,1.7636576929793782e-16,7.2978105384468816e-17,7.1910285900856738e-20,5.6749154498853783e-18,7.3313719342177457e-22,3.5785535642861105e-22
1.1300914640546156e-07,0.0022817276356706323,0.84210526299999999,0.0,0.0,0.0,0.052631578994914045,0.10526315799117247,1.3435369573835396e-12,5.084918525253106e-12,3.7413406087765493e-12,7.4658116790983805e-23,4.9896750654475192e-16,9.7456773564913904e-16,4.7593366629669135e-16,2.2575356566175546e-16,9.4936343424076361e-17,9.4338808492865776e-20,5.9324750065912261e-18,1.0300852445601811e-21,5.3118349254240675e-22
1.4183356304314077e-07,0.002281727635668294,0.84210526299999999,0.0,0.0,0.0,0.052631578993616354,0.10526315798884996,1.615741758235194e-12,6.3818099491778045e-12,4.7661026131232801e-12,9.5107151624771393e-23,7.0702275949772752e-16,1.6337643272106998e-15,9.274228104817243e-16,3.6687264758788275e-16,1.5838314998580289e-16,1.5965044640871401e-19,6.5046459280961989e-18,2.0475761175480644e-21,1.2152561078967331e-21
1.7065797968081998e-07,0.0022817276356659555,0.84210526299999999,0.0,0.0,0.0,0.052631578992318483,0.10526315798652727,1.8879543494682722e-12,7.6786733714923943e-12,5.7908806315339292e-12,1.1555650601781118e-22,9.208279516402483e-16,2.4350974956064571e-15,1.5154432358981499e-15,5.3663229189486636e-16,2.3507206679412984e-16,2.3894173062502027e-19,7.0781552516066698e-18,3.4498031518989703e-21,2.2348548566680109e-21
1.994823963184992e-07,0.002281727635663617,0.84210526299999999,0.0,0.0,0.0,0.052631578991020431,0.10526315798420441,2.1601733969667433e-12,8.9755089160883816e-12,6.815678292963854e-12,1.3600625238560419e-22,1.1382324855079628e-15,3.3786932246989658e-15,2.242293402799367e-15,7.3502087735966648e-16,3.2488034292514125e-16,3.3208403209951508e-19,7.6529906043006174e-18,5.2880685824795828e-21,3.649546706305859e-21
2.5713122959385764e-07,0.00228172763565894,0.84210526299999999,0.0,0.0,0.0,0.052631578988423897,0.10526315797955826,2.7046261399888465e-12,1.1569114957752779e-11,8.8653243198181195e-12,1.7690675691502231e-22,1.577833109158789e-15,5.6001534070917888e-15,4.025929522672912e-15,1.1989524022129846e-15,5.3491109006218093e-16,5.5048278774346767e-19,8.8057355822483279e-18,1.01964601759343e-20,7.5911744112392251e-21
3.147800628692161e-07,0.0022817276356542626,0.84210526299999999,0.0,0.0,0.0,0.052631578985826696,0.10526315797491147,3.2491018452518995e-12,1.416261949569557e-11,1.0915052627343132e-11,2.1780890334812066e-22,2.0225844691643243e-15,8.3457966376128484e-15,6.3293918155917598e-15,1.7680663261078743e-15,7.9218360603911295e-16,8.1876716614421937e-19,9.963255887504623e-18,1.7202463594420436e-20,1.3481286302394e-20
