Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532)
2.0900234550069868e-18,0.289775529489379,76.950000000000003,0.0,0.0,0.0,0.99999997731344126,9.5,2.477440588963814e-11,3.2778779677453574e-10,3.2778779690036067e-10,1.5574634502758882e-18,1.4977349971312617e-18,2.2006110147572916e-08,2.3369392079535943e-14,7.0578188305064603e-19,2.6253304085975767e-27,1.7810442701729638e-31,7.400756392550844e-29,7.5334054402941386e-14,5.1352925981896186e-20,1.5262156721628779e-27,4.5642766308025295e-31,1.1552042794816695e-39,0.0,6.8884615064413159e-25,5.364635129386409e-19,3.3584327654456849e-26,3.3584327707813364e-26,4.5576880332066824e-35,7.7796327749653265e-36,1.3601921124437043e-26,1.6235079339637246e-20,5.1459415700313067e-29,4.3918718951894158e-30,5.5875343086147173e-62
3.7620422367299254e-18,0.28977552948937907,76.950000000000003,0.0,0.0,0.0,0.99999995916419604,9.5,4.4593930406471944e-11,5.9001802325293952e-10,5.9001802350609081e-10,5.0362653303278674e-18,4.6894110789457989e-18,3.9610854930955572e-08,7.5567848091963798e-14,2.2822340774626165e-18,1.19178857665558e-26,1.0651177189410579e-30,4.4466891607319769e-28,2.4360207406376188e-13,1.6605656732486102e-19,5.9636201874859445e-27,2.7285003683467454e-30,1.3230888793832084e-38,0.0,4.1193023637779793e-24,1.7347266080605876e-18,2.0083490709648323e-25,2.0083490770329729e-25,5.1833708641817091e-34,8.8476918126359599e-35,8.1339262037912404e-26,5.2498333085995572e-20,3.0772484771576363e-28,2.6263386332918347e-29,3.9479916047857493e-60
7.106079800175801e-18,0.28977552948937907,76.950000000000003,0.0,0.0,0.0,0.99999992286571104,9.5,8.4232978358773761e-11,1.1144784402591416e-09,1.1144784401462903e-09,1.7957199231867677e-17,1.5705024321507086e-17,7.4819961192804083e-08,2.6944171496098222e-13,8.1374445996793194e-18,5.4803270527139888e-26,7.3225218851020103e-30,3.0615578864554649e-27,8.6857787117527498e-13,5.9208806140459457e-19,2.4013994427758592e-26,1.8743130972398754e-29,1.7862892935275473e-37,0.0,2.8316783991003349e-23,6.1853070650262452e-18,1.3805803730337403e-24,1.3805803812076437e-24,6.9820867596698813e-33,1.1918165339150812e-33,5.5913609806253264e-25,1.8718723913882315e-19,2.1153161859659791e-27,1.8053866017271736e-28,3.7145218853235523e-58
1.3794154927067554e-17,0.28977552948937907,76.950000000000003,0.0,0.0,0.0,0.9999998502687627,9.5,1.6351106993784378e-10,2.1633991340793254e-09,2.1633991271393152e-09,6.7652729119353823e-17,5.2653269802849965e-17,1.4523664050235265e-07,1.0150959616277466e-12,3.0657057797220068e-17,2.4249545515120352e-25,5.4235107309315153e-29,2.2681922580133123e-26,3.2722842863764952e-12,2.2306607453659767e-18,9.6903573555773441e-26,1.3860249689615412e-28,2.6236906340427356e-36,0.0,2.0969026281158796e-22,2.3302817694317172e-17,1.0223521643864786e-23,1.0223521763840613e-23,1.0248200701685788e-31,1.7493823224645644e-32,4.1404347414476317e-24,7.0521966617378217e-19,1.5663706116561855e-26,1.3369126074494289e-27,4.0662420764192716e-56
2.717030518085106e-17,0.28977552948937907,76.950000000000003,0.0,0.0,0.0,0.99999970507495339,9.5,3.2206723579381524e-10,4.2612399805968844e-09,4.2612399159751245e-09,2.6245825364983463e-16,1.6657248024078171e-16,2.8606386649640917e-07,3.9379763087651826e-12,1.1893147293667361e-16,1.0292223791346718e-24,4.1745238109249456e-28,1.7454033606870348e-25,1.2694541697676399e-11,8.6538515856303086e-18,3.8981374245261948e-25,1.0634505498817859e-27,4.0213317809190961e-35,0.0,1.6133695483307671e-21,9.0403294670016043e-17,7.8662020528198254e-23,7.8662022366611774e-23,1.5703385249509575e-30,2.6807498983232977e-31,3.185588542400136e-23,2.7359127587018497e-18,1.2050911473283213e-25,1.0286213746344769e-26,4.8103950954254116e-54
4.054645543463456e-17,0.289775529489379,76.950000000000003,0.0,0.0,0.0,0.9999995598812601,9.5,4.8062337858022524e-10,6.3590801229436236e-09,6.3590799246110294e-09,5.8448259682174756e-16,3.1653119723468075e-16,4.2688291597402813e-07,8.7695449506487841e-12,2.6485064087728298e-16,2.364545617304102e-24,1.312108542896721e-27,5.484515583144591e-25,2.8269686112049753e-11,1.9271770960979559e-17,8.7887913563641867e-25,3.3352951947608799e-27,1.6869034348855896e-34,0.0,5.0694842588101677e-21,2.0132437495155683e-16,2.4717302113442108e-22,2.4717302884584237e-22,6.5869206850655116e-30,1.1245006215476785e-30,1.0009482586154079e-22,6.0927872318203377e-18,3.7864261297986535e-25,3.2320897061819771e-26,4.4571649357092504e-53
5.3922605688418065e-17,0.28977552948937907,76.950000000000003,0.0,0.0,0.0,0.99999941468768316,9.5,6.391794982970808e-10,8.4569195779073956e-09,8.456919153048029e-09,1.0337250387475903e-15,4.8574489868661265e-16,5.6769378938229424e-07,1.5509697256993755e-11,4.6841150632882582e-16,4.248404749185039e-24,2.9790620116739391e-27,1.2448630968022841e-24,4.9997380260282689e-11,3.4084418432919291e-17,1.5640873317052407e-24,7.5567641221284558e-27,4.7469024582074116e-34,0.0,1.1506449839760183e-20,3.5606602962127805e-16,5.610278380028609e-22,5.6102785970156014e-22,1.8534451257219256e-29,3.1642480155229103e-30,2.2718600655271284e-22,1.0775856923107377e-17,8.593847324725493e-25,7.3359946522151533e-26,2.6622398992838957e-52
6.729875594220157e-17,0.289775529489379,76.950000000000003,0.0,0.0,0.0,0.99999926949422224,9.5,7.9773559494439733e-10,1.055475835538049e-08,1.0554757601287389e-08,1.6101847958778639e-15,6.6432494693507818e-16,7.084964871859243e-07,2.4158324472607335e-11,7.2961089325290361e-16,6.6807293979297103e-24,5.6676029088270068e-27,2.3676178329197532e-24,7.787727357666929e-11,5.3091792273853048e-17,2.4454277086799642e-24,1.4346562208163018e-26,1.0772239169060862e-33,0.0,2.1884050155152567e-20,5.5462821524246343e-16,1.0670297631067791e-21,1.0670298123460034e-21,4.2058644338427394e-29,7.1805801073142436e-30,4.3207617383027878e-22,1.6785135733362154e-17,1.6343858170492441e-24,1.3952222445023029e-25,1.1447618288079477e-51
9.405105644976857e-17,0.289775529489379,76.950000000000003,0.0,0.0,0.0,0.99999897910764901,9.4999999999999964,1.114847719030477e-09,1.4750433892171532e-08,1.4750432157178273e-08,3.1447532917938065e-15,1.035281055165838e-15,9.9007735770606907e-07,4.7180599521678258e-11,1.4249134300535653e-15,1.3190733355894739e-23,1.5035505207119595e-26,6.2771811516792834e-24,1.520923550900204e-10,1.0369071079004058e-16,4.7964650196811047e-24,3.7900547397203995e-26,3.7834830873781494e-33,0.0,5.8019737452026622e-20,1.0832139980836125e-15,2.8290209483659284e-21,2.8290211212929276e-21,1.4770759017623172e-28,2.5219408554761802e-29,1.1454947635095285e-21,3.2782371651425749e-17,4.3327509897371679e-24,3.6990270273629593e-25,1.1588514296400441e-50
1.2080335695733558e-16,0.2897755294893791,76.950000000000003,0.0,0.0,0.0,0.99999868872154019,9.4999999999999947,1.4319597508386054e-09,1.8946106756792731e-08,1.8946103592294634e-08,5.1881816750472136e-15,1.4059534736044467e-15,1.2716255312694018e-06,7.7835496034323068e-11,2.3507327257693229e-15,2.1894549707970765e-23,3.1420614168001101e-26,1.3109957292152212e-23,2.5091211316145572e-10,1.7106850869405976e-16,7.931904112799909e-24,7.8881148449266067e-26,9.7844002452968798e-33,0.0,1.2117375541389715e-19,1.787081331989764e-15,5.9085405185838181e-21,5.9085409657568207e-21,3.8195473941057676e-28,6.5218262371589794e-29,2.3922748703454519e-21,5.4084605186786182e-17,9.0481277485840072e-24,7.7253200317418245e-25,5.7522063041405978e-50
1.4755565746490259e-16,0.289775529489379,76.950000000000003,0.0,0.0,0.0,0.9999983983358961,9.4999999999999893,1.7490716903689328e-09,2.3141776953102679e-08,2.3141771906648105e-08,7.7404631825369615e-15,1.7725152135092043e-15,1.5531410118086719e-06,1.1612209365595054e-10,3.5070419035472021e-15,3.2792091633805689e-23,5.6938144181385286e-26,2.3742682520452977e-23,3.743335810838937e-10,2.5522516679005791e-16,1.185165392934477e-23,1.4235860665897164e-25,2.1155792280593647e-32,0.0,2.1944895282030346e-19,2.6662297995438289e-15,1.0700806142973335e-20,1.0700807109784779e-20,8.2579918557017593e-28,1.4101225846112892e-28,4.3323254092589173e-21,8.0691952185398121e-17,1.6384966722540485e-23,1.3990639370411756e-24,2.1390630101692739e-49
1.743079579724696e-16,0.28977552948937896,76.950000000000003,0.0,0.0,0.0,0.99999810795071653,9.4999999999999858,2.0661835376216126e-09,2.7337444476051708e-08,2.7337437100250296e-08,1.0801591093898845e-14,2.1400473404841462e-15,1.8346238032239005e-06,1.6203947969115971e-10,4.8938143102141518e-15,4.5883426885980531e-23,9.3691354186300781e-26,3.9044633312406037e-23,5.2235381683914841e-10,3.5616066559788629e-16,1.6555623028572644e-23,2.3326827761867181e-25,4.0607073772562876e-32,0.0,3.6087884860101845e-19,3.7206589818736568e-15,1.7597706849226555e-20,1.7597708704826163e-20,1.5849410557288211e-27,2.7065855335483468e-28,7.1241588090544697e-21,1.1260452733103501e-16,2.6942274474864534e-23,2.3007079961418656e-24,6.6143714802141985e-49
2.278125589876036e-16,0.289775529489379,76.950000000000003,0.0,0.0,0.0,0.99999752718175061,9.4999999999999734,2.7004069552946136e-09,3.5728771501106152e-08,3.5728758125245446e-08,1.8450360333907824e-14,2.878904158121573e-15,2.3974913336432238e-06,2.7676311578424457e-10,8.3586465633878887e-15,7.8647105213782614e-23,2.0901688379635365e-25,8.6990973482615043e-23,8.9217930588427636e-10,6.0836811023919348e-16,2.8315873338591237e-23,5.1569400787934772e-25,1.1871053239527257e-31,0.0,8.0401905118076473e-19,6.3553578801214763e-15,3.9209058188819693e-20,3.9209063612539367e-20,4.632511433055741e-27,7.9120824066913302e-28,1.5871024511487832e-20,1.9234580165295683e-16,6.0014158725679828e-23,5.1257538962341156e-24,4.8870673122715815e-48
2.7596669990122424e-16,0.28977552948937896,76.950000000000003,0.0,0.0,0.0,0.9999970044912696,9.4999999999999591,3.2712077156122354e-09,4.3280956681441826e-08,4.3280936374884376e-08,2.707444213216516e-14,3.5468177137745948e-15,2.9039603520579309e-06,4.0610282884664441e-10,1.226492121644553e-14,1.1563672793980616e-22,3.7176511338838523e-25,1.5454663485249126e-22,1.3091214858932093e-09,8.9273825658119487e-16,4.1581249987187469e-23,9.098857745176812e-25,2.5548817950796472e-31,0.0,1.4283831738832805e-18,9.3260428683233809e-15,6.9660628684224782e-20,6.9660640355444769e-20,9.9684463690920196e-27,1.702773624604498e-27,2.819379505483993e-20,2.8225794097431086e-16,1.0659974820613135e-22,9.1060166100528511e-24,1.8322256261649865e-47
3.2412084081484487e-16,0.28977552948937885,76.950000000000003,0.0,0.0,0.0,0.99999648180229306,9.4999999999999449,3.8420081769525651e-09,5.0833133204340335e-08,5.0833104513463944e-08,3.7347085078486656e-14,4.2140958685909614e-15,3.4103235164342568e-06,5.6015255370664219e-10,1.6917495400165688e-14,1.5973362970890451e-22,6.0284048330775319e-25,2.5032113050920346e-22,1.8057193750430242e-09,1.2314715539961488e-15,5.7386132888641132e-23,1.4637626018013843e-24,4.8544556687677711e-31,0.0,2.3135340473685528e-18,1.2864631069844535e-14,1.1283425490046634e-19,1.1283427707347701e-19,1.8937733069456161e-26,3.2352776475229329e-27,4.5662022517398468e-20,3.8936074528660287e-16,1.7262832494529151e-22,1.4748639927697656e-23,5.5386351403363316e-47
3.722749817284655e-16,0.28977552948937885,76.950000000000003,0.0,0.0,0.0,0.99999595911482053,9.4999999999999254,4.4128083393164641e-09,5.8385301070491713e-08,5.838526254104974e-08,4.926825116286662e-14,4.8802260846154484e-15,3.9165808488265296e-06,7.3890712914040323e-10,2.2316218388119931e-14,2.1093762101216651e-22,9.1432557329290493e-25,3.7923133805584058e-22,2.3819563364422463e-09,1.6245678928044759e-15,7.5730009380761933e-23,2.2026791281131592e-24,8.4333967771883514e-31,0.0,3.5049029764792622e-18,1.6971120119664797e-14,1.7094773402003808e-19,1.7094777253472131e-19,3.2894392669717716e-26,5.6202905949693665e-27,6.9171286537420728e-20,5.1365486239635845e-16,2.6147929782015537e-22,2.2343154401831577e-23,1.4341846217665933e-46
4.685832635557067e-16,0.2897755294893787,76.950000000000003,0.0,0.0,0.0,0.99999491374438654,9.4999999999998828,5.5544077671183983e-09,7.3489610830126824e-08,7.348954826350248e-08,7.8056000646793264e-14,6.2121791294100015e-15,4.9287781058801924e-06,1.170510185905179e-09,3.5351507836471389e-14,3.3466626837968071e-22,1.8272252547035595e-24,7.5612862431249173e-22,3.7732809254293993e-09,2.5738492555592708e-15,1.2003269095603953e-22,4.3324010434208725e-24,2.1199813908243508e-30,0.0,6.9880272566649744e-18,2.6887791296168247e-14,3.4086887112758007e-19,3.4086896791707554e-19,8.2662255729570269e-26,1.4127239834021419e-26,1.378937345584872e-19,8.1381962446012297e-16,5.2115078034117012e-22,4.4545886403248036e-23,7.4405672846977963e-46
6.611998272101893e-16,0.2897755294893783,76.950000000000003,0.0,0.0,0.0,0.99999282302155645,9.4999999999997673,7.8376030350428412e-09,1.0369812646312e-07,1.0369799837937012e-07,1.5541210396594831e-13,8.8754316714666609e-15,6.9519036064818873e-06,2.3299474329265531e-09,7.0369240867240994e-14,6.6740159694668738e-22,5.1569122838295832e-24,2.1238989356951454e-21,7.5108670131082079e-09,5.1247636471725365e-15,2.3908340986385974e-22,1.1837779766607492e-23,8.5010246175103331e-30,0.0,1.9627671627524961e-17,5.3535839638010622e-14,9.5762479026893917e-19,9.5762517814156854e-19,3.3123167062355879e-25,5.6640959215923573e-26,3.8719960315874527e-19,1.6204733655032182e-15,1.4627246336013693e-21,1.2510936480755622e-22,9.3368934646147511e-45
8.538163908646718e-16,0.28977552948937774,76.950000000000003,0.0,0.0,0.0,0.99999073232276336,9.4999999999996128,1.0120793519440484e-08,1.3390650358824642e-07,1.33906286726687e-07,2.591403181024206e-13,1.1540106137727841e-14,8.9733382646182426e-06,3.8840844204914482e-09,1.1730847835509163e-13,1.1138322262463451e-21,1.1152929185071167e-23,4.5724325154108556e-21,1.2520815532333455e-08,8.5454744038833646e-15,3.987005970646283e-22,2.4821470962190006e-23,2.3608524468766197e-29,0.0,4.2253393432067566e-17,8.9270036267656921e-14,2.0619542731665178e-18,2.0619553497288747e-18,9.1928332037643079e-25,1.5727903670037779e-25,8.3331240019778989e-19,2.7022605054902445e-15,3.146665681592342e-21,2.6930949755985227e-22,5.3178037699319637e-44
1.0464329545191544e-15,0.2897755294893771,76.950000000000003,0.0,0.0,0.0,0.99998864164799051,9.4999999999994227,1.2403979220366209e-08,1.6411474221858927e-07,1.6411441330965187e-07,3.8923820912272061e-13,1.4204467463417528e-14,1.0993083490005841e-05,5.8325912422485488e-09,1.7615958517166943e-13,1.6739476599658717e-21,2.0620082783047393e-23,8.4160962302385577e-21,1.8802063050023842e-08,1.2835974497206129e-14,5.9885146617778012e-22,4.4537268373399121e-23,5.3024626438337693e-29,0.0,7.7769111026240792e-17,1.34090229454612e-13,3.7958894139960373e-18,3.7958918306490511e-18,2.0634481242876912e-24,3.5320489093312852e-25,1.533331158345213e-18,4.0592222890721348e-15,5.7875898120668388e-21,4.9564060800464517e-22,2.1011785242408493e-43
1.2390495181736369e-15,0.2897755294893764,76.950000000000003,0.0,0.0,0.0,0.99998655099722189,9.4999999999991918,1.4687160137874862e-08,1.9432284236547793e-07,1.9432237813246227e-07,5.457033432845242e-13,1.6868525699774227e-14,1.3011140691181881e-05,8.1751382678552666e-09,2.4691293395921197e-13,2.3477374067268841e-21,3.4376634822818232e-23,1.3969005531187695e-20,2.6353547022795397e-08,1.7996256898208943e-14,8.3950325724865842e-22,7.2101888719949342e-23,1.0379045815843162e-28,0.0,1.2907629347833748e-16,1.8799626736736503e-13,6.3014613888028296e-18,6.3014661166740312e-18,4.0365880874946603e-24,6.9128311294374799e-25,2.5442435191700729e-18,5.6913998560144508e-15,9.5993288199483644e-21,8.2257613358141519e-22,6.6194093419680192e-43
1.4316660818281194e-15,0.2897755294893755,76.950000000000003,0.0,0.0,0.0,0.99998446037044086,9.4999999999989253,1.6970336272021256e-08,2.2453080403994712e-07,2.2453018119931462e-07,7.2853328707290895e-13,1.953257656472002e-14,1.5027511275480481e-05,1.0911396148515283e-08,3.2955890529153565e-13,3.1351909751953511e-21,5.3254321508359804e-23,2.1545004799518487e-20,3.5174205814811335e-08,2.4026314577650063e-14,1.1206232373161013e-21,1.0850905546731513e-22,1.8441076894170204e-28,0.0,1.9907391193578712e-16,2.5098799807576421e-13,9.7206984564970491e-18,9.7207068524119384e-18,7.167809061986844e-24,1.2281058252251941e-24,3.9229246430053063e-18,7.598834240406775e-15,1.4794927100807099e-20,1.268568301206466e-21,1.777420028298753e-42
1.8168992091370845e-15,0.28977552948937335,76.950000000000003,0.0,0.0,0.0,0.99998027918877674,9.4999999999982734,2.1536674190446317e-08,2.8494631201690284e-07,2.8494530208192468e-07,1.1732778705400776e-12,2.4860660430525151e-14,1.9055198217149525e-05,1.7563728397917163e-08,5.3049027502127309e-13,5.0510476164068772e-21,1.0976299088808143e-22,4.4020286253025716e-20,5.6618805562067849e-08,3.8695727653435905e-14,1.8041369589603887e-21,2.113467798829003e-22,4.7608188321146487e-28,0.0,4.0672464704323004e-16,4.0422792969857157e-13,1.9868266929982558e-17,1.9868288582644431e-17,1.8482825345085526e-23,3.1698365185724787e-24,8.0105679156410589e-18,1.2239637104242558e-14,3.0186211313829631e-20,2.591432199492073e-21,9.3571656073273307e-42
2.2021323364460496e-15,0.28977552948937074,76.950000000000003,0.0,0.0,0.0,0.99997609810286725,9.4999999999974722,2.6102992976079121e-08,3.4536126623986571e-07,3.4535977599102812e-07,1.7234524958532797e-12,3.018877736540633e-14,2.3076155550009638e-05,2.5786958740932311e-08,7.7887689504919987e-13,7.4214336718987226e-21,1.9706491061898043e-22,7.8346906431436474e-20,8.3127387065687473e-08,5.6844157484329297e-14,2.6491312985901176e-21,3.5903637988521875e-22,1.02490123821672e-27,0.0,7.2386392562022441e-16,5.938088069405197e-13,3.5374765322377112e-17,3.5374811887815901e-17,3.9742871161316767e-23,6.8225676320658945e-24,1.4249050224093883e-17,1.7981957076765674e-14,5.365037637657131e-20,4.6114326838766695e-21,3.5479847479380779e-41
2.5873654637550147e-15,0.2897755294893676,76.950000000000003,0.0,0.0,0.0,0.9999719171125826,9.499999999996513,3.0669292629356778e-08,4.0577566679930039e-07,4.0577360296015155e-07,2.3790377028307141e-12,3.5516789710681748e-14,2.7090394490186377e-05,3.5578462344343554e-08,1.0746420904789247e-12,1.0246265245066941e-20,3.2229011701814734e-22,1.2702489305235605e-19,1.1469148933525355e-07,7.847154782479035e-14,3.6553453470447336e-21,5.5632170090140087e-22,1.9507486830343855e-27,0.0,1.1735951732803322e-15,8.1972941086732646e-13,5.7376323476155791e-17,5.7376412016143141e-17,7.5556766268700165e-23,1.2983221100516985e-23,2.3089397948626051e-17,2.482611870039601e-14,8.686411729067965e-20,7.4754373161258454e-21,1.082766369882149e-40
2.9725985910639798e-15,0.28977552948936386,76.950000000000003,0.0,0.0,0.0,0.99996773621779222,9.4999999999954028,3.5235573150715826e-08,4.6618951378534402e-07,4.6618678302280234e-07,3.1400140347110297e-12,4.0844749238679916e-14,3.1097926235195202e-05,4.6935618730159912e-08,1.4177093091126015e-12,1.3525458454024824e-20,4.9277671473363585e-22,1.9254913432334766e-19,1.5130266541915546e-07,1.0357784242393385e-13,4.8225186126820611e-21,8.0699328076943389e-22,3.3962138969242028e-27,0.0,1.778983173485586e-15,1.0819885210149351e-12,8.7009032621447746e-17,8.7009186611785792e-17,1.313909953191052e-22,2.2599342722427609e-23,3.4980900455315072e-17,3.2772444889482238e-14,1.3149212472983775e-19,1.1329985440848312e-20,2.8334709112084625e-40
3.74306484568191e-15,0.28977552948935503,76.950000000000003,0.0,0.0,0.0,0.99995937471417518,9.4999999999927258,4.4368076799421234e-08,5.8701554739730114e-07,5.8701120256261922e-07,4.9780622632404333e-12,5.1500530755903149e-14,3.9092912836954583e-05,7.4336429658342441e-08,2.2454442192088429e-12,2.1446594325533843e-20,9.9992095951345478e-22,3.8408892136556768e-19,2.3963252124080651e-07,1.6422691936816242e-13,7.6387029114769245e-21,1.4803111927027897e-21,8.5295266575661173e-27,0.0,3.5487958412717782e-15,1.7155173705182169e-12,1.7371207511153661e-16,1.7371246107259146e-16,3.2922278962131238e-22,5.6738265212124255e-23,6.9705881948017833e-17,5.1972874530963133e-14,2.6159038592407215e-19,2.2595233166937284e-20,1.4487992582090369e-39
4.51353110029984e-15,0.2897755294893441,76.950000000000003,0.0,0.0,0.0,0.99995101359097949,9.4999999999894378,5.3500503925675742e-08,7.0783936779446333e-07,7.0783303487815241e-07,7.237441595934062e-12,6.2156139444240548e-14,4.7061204563672603e-05,1.0796851469760715e-07,3.2614716589580465e-12,3.1184170527062071e-20,1.7813431834413625e-21,6.7281680774628371e-19,3.4804965934423877e-07,2.3879093820379395e-13,1.1095608602784739e-20,2.3963123806511477e-21,1.8018701257154301e-26,0.0,6.217048317356594e-15,2.4943855613324217e-12,3.0457184341372822e-16,3.0457265714672778e-16,6.9391005478712522e-22,1.1982294480224163e-22,1.2198369712852221e-16,7.5585796933185124e-14,4.5702548303836139e-19,3.9572937253058512e-20,5.352260055691938e-39
6.0544636095357e-15,0.2897755294893163,76.950000000000003,0.0,0.0,0.0,0.99993429248172239,9.4999999999810409,7.1765128624706514e-08,9.494803718084341e-07,9.4946893890552698e-07,1.3019571506961268e-11,8.3466746630629798e-14,6.2918058742455314e-05,1.9384334687254493e-07,5.8559740429709104e-12,5.6105962069065718e-20,4.4348218750357826e-21,1.6207813366538673e-18,6.248777204248333e-07,4.2966200067618643e-13,1.9923315077199055e-20,4.9992522514710387e-21,5.8244206078519857e-26,0.0,1.4980778806001207e-14,4.4881006700979946e-12,7.3511020831953122e-16,7.3511282829513601e-16,2.2328656069485302e-21,3.8710999820955314e-22,2.9329910641247514e-16,1.3605919546184194e-13,1.0952980615987828e-18,9.5302633558546231e-20,4.375426171532475e-38
7.59539611877156e-15,0.28977552948928037,76.950000000000003,0.0,0.0,0.0,0.99991757288179528,9.499999999970214,9.0029447275462882e-08,1.1911125315331187e-06,1.1910944972401757e-06,2.0485160184028182e-11,1.0477657110318451e-13,7.8669196514010226e-05,3.0439448713744164e-07,9.1963758054205513e-12,8.8285471748715328e-20,9.0214832983456526e-21,3.193412851879605e-18,9.8125295648555195e-07,6.761874272578749e-13,3.1289166263774441e-20,8.6553826515130813e-21,1.4402729682622365e-25,0.0,2.9527843887573663e-14,7.0630550144596853e-12,1.4513151246796716e-15,1.4513215790839643e-15,5.4975809283915672e-21,9.5682336442513115e-22,5.7685578670901079e-16,2.1421253618478515e-13,2.1472533283474451e-18,1.8774080941821538e-19,2.1051772319700217e-37
9.13632862800742e-15,0.2897755294892364,76.950000000000003,0.0,0.0,0.0,0.99990085478302748,9.4999999999569624,1.0829345990544973e-07,1.4327358526393289e-06,1.432709712012464e-06,2.9632964922990349e-11,1.2608561771463313e-13,9.4315320912487157e-05,4.3945740923728746e-07,1.3277867351335165e-11,1.2771734202690345e-19,1.6161260555721743e-20,5.5461774260303441e-18,1.416645027137698e-06,9.7836361404030274e-13,4.5176796083838833e-20,1.3375495254367293e-20,3.0103111757284814e-25,0.0,5.1306136466840632e-14,1.0219169383922898e-11,2.5258674638131176e-15,2.525880905153408e-15,1.1442248628918162e-20,1.9990916616643996e-21,1.0001483253253696e-15,3.1006531167800101e-13,3.710961058483527e-18,3.2602634010400732e-19,7.5168072020364448e-37
1.067726113724328e-14,0.2897755294891846,76.950000000000003,0.0,0.0,0.0,0.99988413817730248,9.4999999999412967,1.2655716654202317e-07,1.6743503407630753e-06,1.674314585347899e-06,4.0461743898567566e-11,1.473938854942164e-13,0.00010985713029645055,5.9886868111955086e-07,1.8095669938164212e-11,1.7439621915347739e-19,2.6524986609744542e-20,8.8330298398786388e-18,1.9305271190875796e-06,1.3361869558067665e-12,6.1569943443268035e-20,1.9163059192998157e-20,5.6056989924922507e-25,0.0,8.1753841072262904e-14,1.3956364196782567e-11,4.0314379318137548e-15,4.0314628728289054e-15,2.1219608031188841e-20,3.7214071195752227e-21,1.5902424923530081e-15,4.236366178012133e-13,5.8817034169532158e-18,5.1921589279471759e-19,2.2044881785006417e-36
1.2218193646479141e-14,0.2897755294891247,76.950000000000003,0.0,0.0,0.0,0.99986742305655796,9.499999999923217,1.4482056721239167e-07,1.9159560015057883e-06,1.9159091193671594e-06,5.2970256163626127e-11,1.6870137468168134e-13,0.00012529531838097877,7.8246595742215285e-07,2.3645035471425373e-11,2.2831675316414471e-19,4.0833649422689179e-20,1.3206423821284858e-17,2.52237592192195e-06,1.7496538460493348e-12,8.045245153711369e-20,2.6017912599603311e-20,9.5955197476217532e-25,0.0,1.2229950051009923e-13,1.8274559506388019e-11,6.0406870300132336e-15,6.0407295731404923e-15,3.6174894856238425e-20,6.3682324021723115e-21,2.3737803751172981e-15,5.5494515994817296e-13,8.752057358213669e-18,7.7628456707911279e-19,5.6080239032801399e-36
