Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532)
1.248730678702273e-09,0.2897960140032807,76.950000000000003,0.0,0.0,0.0,6.1888701616389906e-05,9.499983778272945,0.0010926314032000002,0.0069643124005874029,0.001145805191920407,1.1547749128370144e-05,6.1414620843083245e-10,1.1809475519769343e-05,0.18602571915492494,3.4280334456880628e-06,4.9784561608597135e-14,1.5221050025576014e-07,1.6911986984488823e-06,0.7975876047751167,6.9412764348009885e-05,1.166487949318998e-14,1.022471596837231e-14,1.3286269225562959e-09,0.0,0.0003960646118229583,2.2446811381775754e-05,0.0061970723373237155,0.0061982362754766304,6.5517276804056313e-07,3.3070763636294041e-07,3.2953371952959764e-08,0.000407107106737339,8.5636354501090253e-08,2.1603003494954123e-08,8.9028874256445236e-08
1.2583623202026173e-09,0.28979607226840126,76.950000000000003,0.0,0.0,0.0,6.1579065704437674e-05,9.4999839464266955,0.0010923992645148599,0.0069611163229649871,0.0011288888117287645,1.137725913166572e-05,6.1386425042403853e-10,1.1788069354666715e-05,0.18567690765611639,3.4264596158747943e-06,4.9049546513921022e-14,1.5251546143403365e-07,1.703696454215217e-06,0.79793681947773054,6.9413728189184157e-05,1.1659524080514585e-14,1.0300009055395267e-14,1.3387535503967901e-09,0.0,0.00039623987784485768,2.2115413002368457e-05,0.006214484443873302,0.0062156522068769742,6.5701368099648364e-07,3.3163703507530003e-07,3.2967800846719608e-08,0.00041027718037497002,8.6303203614214914e-08,2.1771240218120954e-08,8.9556143801071656e-08
1.2679939617029615e-09,0.28979612967334323,76.950000000000003,0.0,0.0,0.0,6.1289394028380957e-05,9.4999841121090522,0.0010921671424580046,0.0069579217645867894,0.0011122221828964456,1.1209286285173521e-05,6.1358242831757785e-10,1.1766751003598796e-05,0.18532875762825185,3.4248865437383078e-06,4.8325383358306548e-14,1.5281519283073923e-07,1.7161791891471561e-06,0.79828535291852165,6.9414688253129859e-05,1.1654171245589821e-14,1.0375195271371054e-14,1.348867850013767e-09,0.0,0.00039641479632735501,2.1788907350444818e-05,0.0062316394797042396,0.0062328110141411245,6.5882741422534175e-07,3.3255271189858521e-07,3.2982201590840128e-08,0.00041344579110355503,8.6969744977686802e-08,2.1939399300180357e-08,9.0077155380726301e-08
1.2776256032033058e-09,0.2897961862308063,76.950000000000003,0.0,0.0,0.0,6.1017799150464847e-05,9.4999842753564838,0.0010919350391953163,0.0069547287242218286,0.0010958016180796623,1.1043793423868728e-05,6.1330074187301208e-10,1.1745515818717443e-05,0.18498126825500644,3.4233142285223037e-06,4.7611911900394694e-14,1.5310979137604023e-07,1.728646972858265e-06,0.79863320780259983,6.9415644738214516e-05,1.1648820985966785e-14,1.0450286257925382e-14,1.3589698803579777e-09,0.0,0.00039658936917558868,2.1467222189297156e-05,0.0062485412402678367,0.0062497164934195793,6.6061436902075898e-07,3.3345486943578722e-07,3.2996574297185683e-08,0.0004166129396141492,8.7635978739501338e-08,2.2107480778334275e-08,9.0591956644737135e-08
1.2872572447036501e-09,0.2897962419533025,76.950000000000003,0.0,0.0,0.0,6.076257383239373e-05,9.4999844362049206,0.0010917029566871856,0.0069515372006468644,0.0010796234843756737,1.0880743931491062e-05,6.1301919064334968e-10,1.1724359588890683e-05,0.18463443867894921,3.4217426694787298e-06,4.6908974242363056e-14,1.533993520152356e-07,1.7410998740456766e-06,0.79898038669587634,6.9416597824479862e-05,1.1643473300342759e-14,1.0525312994960897e-14,1.3690596995973342e-09,0.0,0.00039676359817253349,2.1150286348758076e-05,0.0062651934649763244,0.0062663723848161122,6.6237494079098991e-07,3.3434370729788901e-07,3.3010919072160445e-08,0.00041977862659753741,8.8301905043940395e-08,2.2275484689728925e-08,9.1100595850383455e-08
1.2968888862039944e-09,0.28979629685315944,76.950000000000003,0.0,0.0,0.0,6.052217381574908e-05,9.4999845946897494,0.0010914708967081463,0.0069483471926463656,0.0010636842025189841,1.0720101732441028e-05,6.1273777492885803e-10,1.1703278497935862e-05,0.18428826800569853,3.4201718658620028e-06,4.6216414912206066e-14,1.5368396775395125e-07,1.7535379605043116e-06,0.79932689203813789,6.9417547675393673e-05,1.1638128184806459e-14,1.060023209327169e-14,1.3791373651291088e-09,0.0,0.00039693748499056007,2.0838029709452034e-05,0.0062815998380304329,0.0062827823732152796,6.641095190694776e-07,3.352194221487586e-07,3.3025236016409399e-08,0.0004229428527442038,8.8967524040494885e-08,2.2443411071523723e-08,9.1603121815474252e-08
1.3065205277043387e-09,0.28979635094252226,76.950000000000003,0.0,0.0,0.0,6.0295202256184624e-05,9.4999847508458544,0.0010912388608646183,0.006945158699012452,0.0010479802460894221,1.0561831283796015e-05,6.1245649455345469e-10,1.1682269086943756e-05,0.18394275530767754,3.4186018169332465e-06,4.5534080668291543e-14,1.539637297022003e-07,1.7659612991406312e-06,0.79967272615486384,6.9418494439432707e-05,1.1632785636674764e-14,1.0675049600040236e-14,1.3892029335919023e-09,0.0,0.0003971110312018837,2.0530383187279651e-05,0.0062977639892345992,0.0062989500890977155,6.6581848762401815e-07,3.3608220774834719e-07,3.3039525225987815e-08,0.00042610561874431715,8.9632835877740687e-08,2.2611259960837514e-08,9.2099583872762242e-08
1.316152169204683e-09,0.28979640423335734,76.950000000000003,0.0,0.0,0.0,6.0080395651416049e-05,9.4999849047075884,0.0010910068506109489,0.0069419717185448364,0.001032508140731923,1.040589756744441e-05,6.1217534889854255e-10,1.1661328220214575e-05,0.18359789962750939,3.417032521962961e-06,4.4861820480395949e-14,1.5423872711734244e-07,1.7783699559862885e-06,0.80001789126791178,6.9419438251513036e-05,1.1627445655313602e-14,1.0749813925114645e-14,1.3992564608774057e-09,0.0,0.00039728423828801126,2.0227278718131594e-05,0.0063136894948001131,0.006314879109343371,6.6750222461253334e-07,3.3693225499505043e-07,3.3053786793161054e-08,0.00042926692528771828,9.0297840698458413e-08,2.2779031394715006e-08,9.2590031826125941e-08
1.3257838107050273e-09,0.28979645673745386,76.950000000000003,0.0,0.0,0.0,5.9876611112016548e-05,9.4999850563088089,0.0010907748672639287,0.0069387862500507698,0.0010172644633878241,1.0252266082335836e-05,6.118943383676351e-10,1.1640453054356067e-05,0.18325369998108779,3.41546398022359e-06,4.419948567871289e-14,1.5450904744597352e-07,1.7907639962116806e-06,0.80036238950518057,6.942037923428381e-05,1.1622108236634504e-14,1.0824471303793613e-14,1.4092980021419431e-09,0.0,0.00039745710764828697,1.9928649242828054e-05,0.0063293798781365353,0.0063305729580228889,6.6916110257080642e-07,3.3776975196883817e-07,3.3068020805682521e-08,0.00043242677306389141,9.0962538651723611e-08,2.2946725410219031e-08,9.3074515908455984e-08
1.3354154522053716e-09,0.28979650846642735,76.950000000000003,0.0,0.0,0.0,5.9682814843657069e-05,9.4999852056828704,0.0010905429120159173,0.0069356022923449737,0.0010022458415375097,1.0100902836845818e-05,6.116134629032678e-10,1.1619641010406093e-05,0.18291015536035474,3.4138961909929043e-06,4.354692972308127e-14,1.547747763647755e-07,1.8031434841389832e-06,0.80070622290935922,6.9421317499296939e-05,1.1616773377504442e-14,1.0899016622993568e-14,1.4193276118178185e-09,0.0,0.00039762964060762471,1.9634428692280624e-05,0.0063448386106313521,0.0063460351071773068,6.7079548850196024e-07,3.3859488397268917e-07,3.3082227347767192e-08,0.00043558516276195533,9.1626929887132782e-08,2.3114342044382803e-08,9.3553086741190488e-08
1.3450470937057159e-09,0.2897965594317215,76.950000000000003,0.0,0.0,0.0,5.9498071727147352e-05,9.4999853528626357,0.0010903109859467257,0.0069324198442495674,0.00098744895245421894,9.9517743412530716e-06,6.113327216536538e-10,1.1598889748639086e-05,0.18256726473581333,3.412329153559318e-06,4.2904008141969779e-14,1.5503599782035271e-07,1.8155084832550821e-06,0.80104939344583681,6.9422253148065241e-05,1.1611441078141473e-14,1.097352193628349e-14,1.4293453436244606e-09,0.0,0.00039780183842350362,1.9344551972873177e-05,0.0063600691124180118,0.00636126897758624,6.7240574406678123e-07,3.3940783357275708e-07,3.3096406501168508e-08,0.00043874209507065935,9.2291014545767998e-08,2.3281881334144222e-08,9.4025795295449389e-08
1.3546787352060602e-09,0.28979660964461135,76.950000000000003,0.0,0.0,0.0,5.9321535894480609e-05,9.499985497880477,0.0010900790900343603,0.0069292389045940029,0.00097287052246888687,9.8048476003279673e-06,6.1105211511655294e-10,1.1578197145660492e-05,0.18222502705879984,3.4107628672130463e-06,4.227057877090006e-14,1.5529279406808306e-07,1.827859056224537e-06,0.8013919030098613,6.9423186273018917e-05,1.1606111334359299e-14,1.104792384050904e-14,1.4393512505793796e-09,0.0,0.00039797370229229537,1.9058954952058679e-05,0.0063750747531328405,0.006376277939524738,6.7399222555009315e-07,3.4020878063979217e-07,3.311055834407358e-08,0.00044189757067835599,9.2954792775876661e-08,2.3449343316461548e-08,9.4492692854715039e-08
1.3643103767064045e-09,0.28979665911620534,76.950000000000003,0.0,0.0,0.0,5.9152442206440159e-05,9.4999856407682994,0.001089847225164734,0.0069260594722149937,0.00095850732624582478,9.66009010603048e-06,6.1077164343712385e-10,1.1557561273769354e-05,0.18188344126353823,3.4091973312477064e-06,4.1646501489826313e-14,1.555452457100085e-07,1.8401952649019429e-06,0.80173375343301112,6.9424116958370375e-05,1.1600784142265995e-14,1.1122197724649326e-14,1.4493453850089337e-09,0.0,0.0003981452333549863,1.877757444416875e-05,0.0063898588526606877,0.0063910653135089528,6.7555528391751438e-07,3.4099790238901312e-07,3.312468295178064e-08,0.00044505159027299489,9.3618264728656615e-08,2.3616728028282531e-08,9.4953830979007744e-08
1.3739420182067488e-09,0.2897967078574479,76.950000000000003,0.0,0.0,0.0,5.8990098544542111e-05,9.4999857815575304,0.0010896153921404613,0.0069228815459564256,0.00094435618606910677,9.5174698303158916e-06,6.1049130545853501e-10,1.1536980382362185e-05,0.18154250626899712,3.4076325449688334e-06,4.1031638088605328e-14,1.5579343173179149e-07,1.8525171703441741e-06,0.8020749464890502,6.9425045280895983e-05,1.1595459503131689e-14,1.1196446570828514e-14,1.4593277985589117e-09,0.0,0.00039831643270235318,1.8500348196432833e-05,0.0064044246818693758,0.0064056343710307872,6.7709526505169201e-07,3.4177537341808395e-07,3.3138780398201887e-08,0.0004482041545421278,9.4281430543385103e-08,2.3784035506436113e-08,9.5409261470504354e-08
1.383573659707093e-09,0.2897967558791218,76.950000000000003,0.0,0.0,0.0,5.8833878838503745e-05,9.4999859202791352,0.0010893835916887997,0.0069197051246692913,0.0009304139711394855,9.3769552180468301e-06,6.1021110174039054e-10,1.1516452880960619e-05,0.18120222098057059,3.4060685076842278e-06,4.0425852621319363e-14,1.5603742953876174e-07,1.8648248328228148e-06,0.8024154838992239,6.9425971310643129e-05,1.15901374128468e-14,1.1270600370162283e-14,1.4692985422049444e-09,0.0,0.00039848730137964471,1.8227214875203785e-05,0.0064187754633335927,0.006419988335281724,6.7861250970265725e-07,3.4254136574684152e-07,3.3152850754448717e-08,0.00045135526417288183,9.4944290366845654e-08,2.3951265787768403e-08,9.5859036340551353e-08
1.3932053012074373e-09,0.28979680319185086,76.950000000000003,0.0,0.0,0.0,5.8683216758963535e-05,9.499986056963623,0.0010891518244688472,0.0069165302072116156,0.00091667759688168825,9.2385151800099231e-06,6.0993103274998058e-10,1.1495977323913695e-05,0.18086258429159663,3.4045052187025853e-06,3.9829011124060703e-14,1.5627731499107844e-07,1.8771183118359078e-06,0.80275536733705088,6.9426895111569415e-05,1.1584817866337355e-14,1.1344603117810483e-14,1.4792576662627369e-09,0.0,0.00039865784039081744,1.7958114052386879e-05,0.0064329143720480292,0.0064341303818659344,6.801073534935004e-07,3.432960488558293e-07,3.3166894089056403e-08,0.00045450491985195215,9.5606844352547812e-08,2.4118418909143506e-08,9.6303207778027921e-08
1.4028369427077816e-09,0.28979684980610154,76.950000000000003,0.0,0.0,0.0,5.8537600012445889e-05,9.4999861916410531,0.0010889200910780405,0.0069133567924483585,0.00090314402426193994,9.102119086035614e-06,6.0965109694709504e-10,1.147555239668468e-05,0.18052359508473126,3.4029426773456159e-06,3.9240981362205528e-14,1.5651316243802983e-07,1.8893976661195132e-06,0.80309459843265729,6.9427816742120941e-05,1.1579500866121862e-14,1.1418596717571838e-14,1.4892052203981316e-09,0.0,0.00039882805070236662,1.7692986192069223e-05,0.0064468445361297146,0.0064480636395028885,6.8158012721426776e-07,3.440395897221094e-07,3.3180910470047404e-08,0.00045765312226561921,9.6269092638021787e-08,2.428549490728259e-08,9.6741828119012462e-08
1.412468584208126e-09,0.28979689573218637,76.950000000000003,0.0,0.0,0.0,5.8396565181393861e-05,9.4999863243410392,0.0010886883920580412,0.006910184879251346,0.00088981025911556201,8.9677367582195478e-06,6.0937129488360598e-10,1.145517690327321e-05,0.18018525223319048,3.4013808829385553e-06,3.866163332941944e-14,1.5674504475149466e-07,1.9016629536596694e-06,0.80343317877669729,6.9428736255754849e-05,1.1574186408485512e-14,1.1492511252089409e-14,1.4991412536370094e-09,0.0,0.00039899793324679229,1.7431772637346615e-05,0.0064605690375103058,0.0064617911907195666,6.8303115676761874e-07,3.4477215285724981e-07,3.3194899963335393e-08,0.00046079987209971896,9.6931035367654761e-08,2.4452493818911686e-08,9.7174949817709747e-08
1.4221002257084702e-09,0.28979694098026537,76.950000000000003,0.0,0.0,0.0,5.8259693057143961e-05,9.4999864550927597,0.0010884567279000556,0.0069070144664991956,0.00087667335148449994,8.8353384642440866e-06,6.0909162751297368e-10,1.1434849754853271e-05,0.17984755460187329,3.3998198348045337e-06,3.8090838972023918e-14,1.5697303335858597e-07,1.9139142317035871e-06,0.80377110992390011,6.9429653701412014e-05,1.15688744866122e-14,1.1566242954528634e-14,1.5090658143750275e-09,0.0,0.00039916748892573277,1.7174415597344945e-05,0.0064740909126181877,0.0064753160725324671,6.8446076309880167e-07,3.4549390034477742e-07,3.3208862632284577e-08,0.00046394517003963407,9.7592672698083719e-08,2.4619415680813829e-08,9.7602625418596317e-08
1.4317318672088145e-09,0.28979698556034855,76.950000000000003,0.0,0.0,0.0,5.8126604418551835e-05,9.4999865839249633,0.001088225099049648,0.0069038455530772147,0.00086373039496463007,8.7048949107984927e-06,6.088120928349746e-10,1.1414569959684536e-05,0.17951050104837687,3.3982595322802882e-06,3.7528471756874321e-14,1.5719719827349948e-07,1.9261515567705072e-06,0.80410839339627815,6.9430569123944577e-05,1.1563565104424057e-14,1.1639980555806345e-14,1.518978950387197e-09,0.0,0.0003993367186128014,1.6920858134433251e-05,0.0064874131530500492,0.0064886412771195398,6.8586926255775813e-07,3.462049918738747e-07,3.3222798540434146e-08,0.00046708901677032185,9.8254004765421762e-08,2.4786260529607031e-08,9.8024907529741829e-08
1.4413635087091588e-09,0.28979702948229796,76.950000000000003,0.0,0.0,0.0,5.7996956213623614e-05,9.4999867108659739,0.0010879935059110923,0.0069006781378773297,0.00085097852606270551,8.5763772370962467e-06,6.0853269126799225e-10,1.1394336613801386e-05,0.17917409042391486,3.3966999747083861e-06,3.6974407343048775e-14,1.574176081285882e-07,1.9383749846632546e-06,0.80444503068602935,6.9431482564502118e-05,1.1558258259127024e-14,1.1713666485660032e-14,1.5288807088373067e-09,0.0,0.00039950562315615041,1.6671044151625593e-05,0.0065005387062329559,0.0065017697524821861,6.8725696686011e-07,3.4690558477551271e-07,3.3236707749928181e-08,0.00047023141297628559,9.8915031710351994e-08,2.4953028401888792e-08,9.8441848797266843e-08
1.450995150209503e-09,0.2897970727558304,76.950000000000003,0.0,0.0,0.0,5.7870438105723425e-05,9.4999868359436928,0.0010877619488513105,0.0068975122197980111,0.00083841492356279254,8.4497570084880908e-06,6.0825342446891076e-10,1.1374148892540307e-05,0.17883832157414695,3.3951411614259208e-06,3.6428523359976665e-14,1.576343302046822e-07,1.9505845704789388e-06,0.80478102325816303,6.943239406088155e-05,1.1552953941448374e-14,1.1787127487280168e-14,1.5387711362871998e-09,0.0,0.00039967420338079217,1.6424918380168999e-05,0.006513470476076773,0.0065147044030975038,6.8862418290985316e-07,3.4759583405909722e-07,3.3250590320147901e-08,0.00047337235934155603,9.9575753693500783e-08,2.5119719334363314e-08,9.8853501880899743e-08
1.4606267917098474e-09,0.2897971153905189,76.950000000000003,0.0,0.0,0.0,5.7746769349620177e-05,9.4999869591856214,0.0010875304282034369,0.0068943477977441809,0.00082603680790206495,8.3250062101694271e-06,6.0797428991726168e-10,1.135400604313527e-05,0.17850319333992931,3.3935830917833367e-06,3.5890698715014556e-14,1.5784743046067435e-07,1.9627803686190943e-06,0.80511637255287594,6.9433303647842829e-05,1.1547652156766649e-14,1.1860605494737877e-14,1.5486502787058923e-09,0.0,0.00039984246009069755,1.6182426367314598e-05,0.0065262113236163538,0.0065274480905608938,6.8997121323640301e-07,3.482758924441572e-07,3.3264446311137366e-08,0.00047651185654973424,1.0023617085031492e-07,2.5286333363554058e-08,9.9259919430594665e-08
1.4702584332101917e-09,0.28979715739579526,76.950000000000003,0.0,0.0,0.0,5.7625695965900136e-05,9.4999870806188405,0.0010872989442700335,0.0068911848706271206,0.00081384144055581258,8.2020972409806659e-06,6.0769528769088684e-10,1.133390737784635e-05,0.17816870455799269,3.3920257651403873e-06,3.5360814459509993e-14,1.5805697356239087e-07,1.9749624328008555e-06,0.80545107998770049,6.9434211357395059e-05,1.1542352904024483e-14,1.1934075604134203e-14,1.5585181814785577e-09,0.0,0.00040001039407069444,1.5943514464269467e-05,0.0065387640676446458,0.0065400036342191719,6.9129835600299206e-07,3.4894591039442332e-07,3.3278275782365588e-08,0.00047964990528396478,1.0089628331601423e-07,2.5452870525920753e-08,9.9661154064172617e-08
1.479890074710536e-09,0.289797198780952,76.950000000000003,0.0,0.0,0.0,5.7506988185221912e-05,9.4999872002700467,0.0010870674973260104,0.0068880234373644173,0.00080182612343153025,8.0810029072990889e-06,6.0741642042729031e-10,1.1313852267602562e-05,0.17783485406155539,3.3904691808479185e-06,3.4838753698217616e-14,1.5826302291076542e-07,1.9871308160672705e-06,0.80578514695944892,6.9435117219054669e-05,1.1537056170618059e-14,1.2007267280657843e-14,1.5683748894153577e-09,0.0,0.00040017800608818616,1.5708129814326287e-05,0.0065511314853368115,0.0065523738117943403,6.9260590468347043e-07,3.4960603615394706e-07,3.329207879013825e-08,0.00048278650622690308,1.0155609125601298e-07,2.5619330858089333e-08,1.000572583459544e-07
1.4895217162108803e-09,0.28979723955514475,76.950000000000003,0.0,0.0,0.0,5.7390438136610737e-05,9.4999873181655321,0.0010868360876212576,0.0068848634968798591,0.00078998819827195315,7.9616964170209399e-06,6.0713768506606274e-10,1.129384013657929e-05,0.17750164068087745,3.3889133382685922e-06,3.4324400533529339e-14,1.584656406693351e-07,1.9992855707966603e-06,0.8061185748459736,6.9436021260079516e-05,1.1531761963237707e-14,1.2080478130523493e-14,1.5782204467601417e-09,0.0,0.00040034529689470487,1.5476220341168317e-05,0.0065633163128642705,0.0065645613599981537,6.9389414857321895e-07,3.5025641577697176e-07,3.330585539166692e-08,0.00048592166006077389,1.0221559480645671e-07,2.5785714396501729e-08,1.004482847663485e-07
1.4991533577112246e-09,0.28979727972739344,76.950000000000003,0.0,0.0,0.0,5.7275857756492078e-05,9.4999874343311994,0.0010866047153830296,0.006881705048103353,0.00077832504606690611,7.8441513736324006e-06,6.068590810241668e-10,1.1273870457163045e-05,0.17716906324376105,3.387358236779087e-06,3.3817641132250754e-14,1.5866488779107518e-07,2.0114267487134588e-06,0.80645136500775694,6.9436923505680054e-05,1.1526470283769012e-14,1.215374749457793e-14,1.5880548971990048e-09,0.0,0.00040051226722731623,1.5247734737347083e-05,0.0065753212460000982,0.0065765689751375936,6.9516337289304816e-07,3.5089719315966416e-07,3.3319605644586746e-08,0.00048905536746735002,1.0287479409483479e-07,2.5952021177470495e-08,1.0083428572236029e-07
1.5087849992115688e-09,0.2897973193065852,76.950000000000003,0.0,0.0,0.0,5.7163076897400334e-05,9.4999875487925767,0.0010863733808181026,0.006878548089970858,0.00076683408647383676,7.7283417703681365e-06,6.0658061225880828e-10,1.1253942745136944e-05,0.17683712057600343,3.3858038757441299e-06,3.331836388605408e-14,1.5886082404459147e-07,2.0235544008982485e-06,0.80678351878935217,6.9437823979210634e-05,1.152118111526011e-14,1.2226673478413099e-14,1.5978782838687103e-09,0.0,0.00040067891780989283,1.5022622452930153e-05,0.006587148940716079,0.0065883993137114275,6.9641385827544706e-07,3.5152851007596162e-07,3.3333329602852275e-08,0.00049218762912789957,1.0353368929190279e-07,2.6118251237540437e-08,1.0121531349899441e-07
1.5184166407119131e-09,0.2897973583014758,76.950000000000003,0.0,0.0,0.0,5.7051941617296681e-05,9.4999876615748153,0.0010861420841147245,0.0068753926214243036,0.00075551277724690417,7.6142419844560914e-06,6.0630227522773106e-10,1.1234056555709385e-05,0.17650581150180542,3.3842502545369817e-06,3.2826457866563961e-14,1.5905350803968493e-07,2.0356685777962797e-06,0.80711503752068614,6.9438722702342437e-05,1.1515894465231134e-14,1.2299604241668184e-14,1.6076906493649841e-09,0.0,0.00040084524935426308,1.4800833684316598e-05,0.0065988020137698958,0.0066000549929979392,6.9764588133478934e-07,3.5215050620594031e-07,3.3347027321249196e-08,0.00049531844572325997,1.041922805367258e-07,2.6284404613089901e-08,1.0159142025151744e-07
1.5280482822122574e-09,0.28979739672069177,76.950000000000003,0.0,0.0,0.0,5.694231263225177e-05,9.4999877727026902,0.0010859108254443789,0.0068722386414114926,0.00074435861367449813,7.501826771447278e-06,6.0602406821435557e-10,1.1214211479877355e-05,0.17617513484414088,3.382697372550762e-06,3.234181406989377e-14,1.5924299725230659e-07,2.0477693292279659e-06,0.80744592251823788,6.9439619695219873e-05,1.1510610340223579e-14,1.2372690113625319e-14,1.6174920357506753e-09,0.0,0.00040101126256125274,1.4582319363217578e-05,0.0066102830432839127,0.0066115385916339885,6.9885971493510793e-07,3.5276331916481171e-07,3.3360698856217762e-08,0.00049844781793382923,1.0485056794627185e-07,2.6450481340275624e-08,1.0196265798854797e-07
1.5376799237126017e-09,0.28979743457273227,76.950000000000003,0.0,0.0,0.0,5.683406391689095e-05,9.4999878822006121,0.0010856796049633806,0.006869086148886031,0.00073336912802506081,7.3910712596293178e-06,6.0574599688937528e-10,1.119440714073562e-05,0.17584508942509067,3.381145229164599e-06,3.1864326004583105e-14,1.5942934804891712e-07,2.05985670439882e-06,0.80777617508610489,6.944051497660216e-05,1.1505328717834976e-14,1.2445358127022206e-14,1.6272824845637904e-09,0.0,0.00040117695812162625,1.4367031145799645e-05,0.0066215945693164401,0.0066228526501855272,7.0005562743787067e-07,3.5336708453868659e-07,3.3374344259981294e-08,0.00050157574643948453,1.055085516966674e-07,2.6616481455553119e-08,1.0232907855595072e-07
1.547311565212946e-09,0.28979747186597116,76.950000000000003,0.0,0.0,0.0,5.672708143847972e-05,9.4999879900926327,0.0010854484228143199,0.0068659351428072748,0.00072254188900109512,7.2819509445225107e-06,6.0546805741943856e-10,1.1174643190549676e-05,0.17551567406614385,3.3795938237606872e-06,3.1393887511799065e-14,1.596126157102679e-07,2.0719307519070303e-06,0.8081057965169699,6.9441408563991193e-05,1.150004960539736e-14,1.2517988857187418e-14,1.6370620368254036e-09,0.0,0.00040134233671693841,1.4154921401988359e-05,0.0066327390944232352,0.0066339996717096851,7.0123388329552931e-07,3.5396193591191959e-07,3.3387963585105855e-08,0.00050470223191967194,1.0616623193325958e-07,2.6782404995260074e-08,1.0269073362150517e-07
1.5569432067132903e-09,0.28979750860865827,76.950000000000003,0.0,0.0,0.0,5.6621262011892426e-05,9.4999880964024488,0.0010852172791273691,0.0068627856221402045,0.0007118745012012291,7.1744416834571454e-06,6.0519024628421694e-10,1.1154919308201248e-05,0.17518688758846998,3.3780431557477413e-06,3.0930394114898492e-14,1.5979285445461696e-07,2.0839915197535926e-06,0.80843478809297264,6.9442300473747395e-05,1.1494773016453665e-14,1.2590910063224431e-14,1.6468307330474435e-09,0.0,0.00040150739902030573,1.3945943204929846e-05,0.0066437190842107635,0.0066449821223085554,7.0239474357609308e-07,3.5454800489289874e-07,3.3401556887299677e-08,0.00050782727505341882,1.068236087592388e-07,2.6948251995391206e-08,1.0304767466031583e-07
1.5665748482136346e-09,0.28979754480892195,76.950000000000003,0.0,0.0,0.0,5.6516512263930397e-05,9.4999882011534087,0.0010849861740214594,0.0068596375858553764,0.00070136460459022793,7.0685196902309031e-06,6.0491257129371731e-10,1.1135235196320708e-05,0.17485872881316511,3.3764932245202436e-06,3.0473744284720452e-14,1.5997011746039562e-07,2.0960390553523427e-06,0.80876315108650176,6.9443190721194486e-05,1.14894989220818e-14,1.2663334548413617e-14,1.6565886132403557e-09,0.0,0.00040167214569710293,1.3740050320607958e-05,0.0066545369678828476,0.006655802431674805,7.0353846492661879e-07,3.5512542114979385e-07,3.3415124217634745e-08,0.00051095087651921542,1.074806823552062e-07,2.7114022492297317e-08,1.0339995294094592e-07
1.5762064897139789e-09,0.28979758047477044,76.950000000000003,0.0,0.0,0.0,5.6412747696536698e-05,9.4999883043685092,0.0010847551076053536,0.0068564910329288664,0.00069100987397682789,6.9641615298451795e-06,6.0463502872457702e-10,1.1115590579085816e-05,0.17453119656147342,3.3749440294677532e-06,3.002383646784723e-14,1.6014445688833911e-07,2.108073405536518e-06,0.80909088676090957,6.9444079320714122e-05,1.1484227327600567e-14,1.2735636447994917e-14,1.6663357169206531e-09,0.0,0.00040183657740559472,1.3537197197614753e-05,0.0066651951387776548,0.0066664629936292403,7.0466530012247209e-07,3.5569431243755504e-07,3.3428665626511907e-08,0.00051407303699511561,1.0813745287761086e-07,2.7279716522302934e-08,1.0374761951224797e-07
1.5858381312143232e-09,0.2897976156140938,76.950000000000003,0.0,0.0,0.0,5.6309891839463993e-05,9.4999884060704201,0.0010845240799786102,0.0068533459623421446,0.00068080801849928205,6.8613441133191536e-06,6.0435761233626253e-10,1.1095985200519691e-05,0.17420428965498796,3.373395570013204e-06,2.9580570389710152e-14,1.6031592390309568e-07,2.1200946165684046e-06,0.80941799637115874,6.9444966285831766e-05,1.147895825665375e-14,1.280841198504096e-14,1.6760720831183437e-09,0.0,0.00040200069479750654,1.3337338957072023e-05,0.0066756959548964446,0.0066769661666504151,7.0577549896959188e-07,3.562548046199758e-07,3.3442181169199957e-08,0.00051719375715878607,1.0879392041232423e-07,2.7445334121239471e-08,1.0409072519085775e-07
1.5954697727146675e-09,0.2897976502346654,76.950000000000003,0.0,0.0,0.0,5.6207875483863593e-05,9.4999885062814666,0.0010842930912324576,0.0068502023730820224,0.00067075678111850104,6.7600446925804162e-06,6.0408033248880156e-10,1.1076418822240239e-05,0.17387800691583116,3.3718478455678063e-06,2.9143849338481311e-14,1.6048456869432687e-07,2.1321027341497591e-06,0.80974448116441122,6.9445851629294141e-05,1.1473691672976882e-14,1.2880617740126688e-14,1.6857977503842459e-09,0.0,0.00040216449851854057,1.3140431382701622e-05,0.0066860417394266868,0.0066873142743964394,7.0686930694915579e-07,3.5680702170529159e-07,3.3455670896210336e-08,0.00052031303768733926,1.0945008514204236e-07,2.7610875325328022e-08,1.0442932054933805e-07
