Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617)
2.7610426229479604e-12,0.4738926203876198,76.950000000000003,0.0,0.0,0.0,0.88471998985571798,9.4999987176822955,6.2268249005875172e-05,0.00049246018652824945,0.00048894071527137608,1.1678294540865771e-06,2.2803735164143326e-11,0.0079152766406997439,0.022679572206518367,1.1442794006286335e-07,4.5017052069916793e-15,3.080505176046601e-12,4.9125131246147072e-11,0.08246195938613339,9.1336022662845387e-08,3.5556081339166319e-16,1.4553025382480073e-16,2.1173641392918433e-15,5.1679611501346823e-17,2.5125130453306587e-06,2.296040833431152e-06,2.6229842312517046e-07,2.6231898189910651e-07,1.4156069373848469e-11,6.402696366445883e-12,2.1894221461035939e-08,9.0562247949830649e-08,9.8803961606456885e-12,2.1100266430005012e-12,1.4440579392217686e-18,1.8539702437557333e-12,6.3972297364641211e-12,1.3278102900896242e-18,0.0010173223592319916,6.463273676862601e-18,2.732248226323928e-18,5.4221106545441328e-05,1.3224904494352526e-05,2.6335044053478724e-05,5.8026822414672127e-05,3.8432644196575118e-06,1.3260715742594932e-18,2.1950357273960575e-14,3.6986475748125547e-15,3.6429521259486654e-15,4.1298235888564814e-18,1.4049169304169519e-12,9.4116359456656795e-22,1.5755667626525184e-09,1.3673252581005065e-19,2.1799084238483563e-20,1.5205621131826647e-11,1.2742386940070282e-24,4.7764812106981029e-24,9.4410854939325594e-28,6.482590844657729e-10,4.9767848731622403e-13
2.8432779436989396e-12,0.47389262022306705,76.950000000000003,0.0,0.0,0.0,0.88150252675888929,9.4999986643936385,6.4008422824770193e-05,0.00050535570304025056,0.00050164685211384218,1.2178533776462806e-06,2.3400875437761609e-11,0.0078866014313049154,0.023365639909482663,1.1768915586914259e-07,4.6945356302385996e-15,3.3193188902537673e-12,5.2003314563284039e-11,0.084958799230378648,9.6404565677512715e-08,3.6569435872568557e-16,1.491463937728553e-16,2.3096989906148558e-15,5.5705085044909205e-17,2.6696121372154967e-06,2.4210104318915259e-06,2.8521939073980061e-07,2.8524179361998463e-07,1.5414637869165179e-11,6.9882323281209102e-12,2.2602705334938601e-08,9.5739172607478302e-08,1.0454835647676613e-11,2.2407467758705457e-12,1.7586890149319553e-18,1.982990947591246e-12,6.9189543464769394e-12,1.6184569551039875e-18,0.0010485028894616994,6.9135363970230574e-18,2.9224741593074592e-18,5.5969493285591667e-05,1.3576893688402592e-05,2.6284924534274063e-05,6.004005213335437e-05,4.1187824505649413e-06,1.6162728504673963e-18,2.4261856742690488e-14,4.1159832946547295e-15,4.0556632628899891e-15,4.7446136834780893e-18,1.5046900196182817e-12,1.1119063719388127e-21,1.6657566025083572e-09,1.5661835822483323e-19,2.5832274942441237e-20,1.6177769590969518e-11,1.555578431281554e-24,5.6565353394047726e-24,1.1499398564787583e-27,7.1874893788326886e-10,5.2618796180605478e-13
2.9172897323748207e-12,0.47389262007997907,76.950000000000003,0.0,0.0,0.0,0.87861689564526368,9.4999986163098118,6.5569163289569984e-05,0.00051688145829289535,0.00051299888566208411,1.263019118119296e-06,2.3934587486217281e-11,0.0078608827785425252,0.023980938887062153,1.2060396551639519e-07,4.8686389050292111e-15,3.5425821696466011e-12,5.4656688134521491e-11,0.087198214006220368,1.010617458360107e-07,3.7475151944227169e-16,1.5235169634900761e-16,2.4920866602444558e-15,5.9469243377168506e-17,2.8147878138645177e-06,2.5356639419818862e-06,3.0689667472940583e-07,3.0692082403387959e-07,1.6605958388912472e-11,7.5433342135446539e-12,2.323814473892096e-08,1.005101881703624e-07,1.0984460690780967e-11,2.3615444389801583e-12,2.0895715808831794e-18,2.1027063728175271e-12,7.4115074949603516e-12,1.9243951942578847e-18,0.0010764875158303681,7.3313396573355238e-18,3.0989831413942843e-18,5.7524649449536352e-05,1.388577346028421e-05,2.6237880083401131e-05,6.184034056510493e-05,4.3745510180311052e-06,1.9217287862502838e-18,2.6484676191703173e-14,4.5187288758486133e-15,4.4540485245543474e-15,5.3561858924422452e-18,1.5974233572074274e-12,1.2862126943083526e-21,1.7488322216043879e-09,1.7633626873390679e-19,2.9963670102939852e-20,1.707627257396684e-11,1.8519048805720098e-24,6.5573207037212153e-24,1.3661919500163694e-27,7.8642575968821172e-10,5.5244907700221602e-13
2.9913015210507018e-12,0.47389261994186743,76.950000000000003,0.0,0.0,0.0,0.87574078616954043,9.4999985681323889,6.7124790390595533e-05,0.00052833174259663972,0.00052427238629642789,1.3082974363937526e-06,2.4464804775104743e-11,0.0078352484447098882,0.024594196651165551,1.2349968870136707e-07,5.0431761416056537e-15,3.7737426968726304e-12,5.7369308156876308e-11,0.089430320031137933,1.0580801381853534e-07,3.837493729842711e-16,1.5551089286121159e-16,2.6834646497381885e-15,6.3367298465378061e-17,2.9635270906795223e-06,2.6523430076417175e-06,3.2958575323523982e-07,3.296117327207626e-07,1.7853864875396514e-11,8.1256065992225478e-12,2.3871510515656112e-08,1.0538638334989008e-07,1.1525969131669606e-11,2.4853062312994726e-12,2.4715616142873918e-18,2.2258080911919097e-12,7.92632146595369e-12,2.2778946294546827e-18,0.001104398433481972,7.7609743017919567e-18,3.2804872641326835e-18,5.9062404998805486e-05,1.4187279854064989e-05,2.6189302203290136e-05,6.3629546193557149e-05,4.63765055056171e-06,2.2746561133623938e-18,2.8847593114138652e-14,4.9481505178428043e-15,4.8789181959105012e-15,6.026805590486434e-18,1.6929283946013155e-12,1.4819639982467496e-21,1.83369606318833e-09,1.9789220067581627e-19,3.4618345591481208e-20,1.799690489087169e-11,2.1944602619849151e-24,7.5714492676694423e-24,1.6155849777272743e-27,8.5823721497753432e-10,5.79275911920075e-13
3.065313309726583e-12,0.47389261980894487,76.950000000000003,0.0,0.0,0.0,0.8728741664215891,9.4999985198831212,6.8675320999747713e-05,0.00053970705120154555,0.00053546789160704349,1.3536664477217684e-06,2.4991550220762462e-11,0.0078096983204670126,0.02520541990170045,1.2637645050125031e-07,5.2180629795751792e-15,4.0128007840933351e-12,6.0140746270287511e-11,0.091655141301702492,1.1064205598062712e-07,3.9268830797875681e-16,1.5862448627721625e-16,2.8840167431540758e-15,6.7399271283779434e-17,3.1158073136334774e-06,2.7710090418479853e-06,3.5330417520499407e-07,3.5333207013443122e-07,1.915936128465402e-11,8.7355515992680724e-12,2.4502809345162518e-08,1.103670681611262e-07,1.2079283012856721e-11,2.6120132458738665e-12,2.9108996937102209e-18,2.35227553455691e-12,8.4638456940090241e-12,2.6848181556003544e-18,0.0011322356878425864,8.202368493719975e-18,3.4669561919749508e-18,6.0582803455822087e-05,1.4481532964529413e-05,2.6139432931722347e-05,6.5407617304866775e-05,4.9080223076960798e-06,2.680903973315074e-18,3.1355584762899535e-14,5.4051754139935177e-15,5.3311956611027474e-15,6.7603219424286193e-18,1.7911938841759503e-12,1.7010989705812481e-21,1.9203325321481074e-09,2.2139860559747697e-19,3.9845870815238272e-20,1.8939475381810614e-11,2.5889315001939904e-24,8.7095402807762079e-24,1.9020899108863257e-27,9.342996209963489e-10,6.0666353312764736e-13
3.139325098402464e-12,0.4738926196814162,76.950000000000003,0.0,0.0,0.0,0.87001700460199871,9.4999984715825807,7.0220771932387981e-05,0.00055100787608855983,0.00054658593457657394,1.3991054656263678e-06,2.5514846609975101e-11,0.0077842322417452934,0.025814615327769009,1.2923437522632333e-07,5.3932196773354304e-15,4.2597528030527289e-12,6.2970575675747255e-11,0.093872701776336817,1.1556257302973865e-07,4.015687106989576e-16,1.6169297410840727e-16,3.09392469228813e-15,7.1565115503373896e-17,3.2716059330185242e-06,2.8916239370748458e-06,3.7806915415489755e-07,3.7809905126862308e-07,2.0523432461761707e-11,9.3736618381657383e-12,2.5132047937794362e-08,1.1545155716474876e-07,1.2644324890541786e-11,2.7416466263133546e-12,3.4143924387855103e-18,2.4820880439030634e-12,9.0245255494104125e-12,3.1515687491492675e-18,0.0011599993265378958,8.6554500751740436e-18,3.6583594546744477e-18,6.2085905284299278e-05,1.4768655378270555e-05,2.6088474702088098e-05,6.7174519684864807e-05,5.1856074522973953e-06,3.1468599187919938e-18,3.4013659037412305e-14,5.8907305586853145e-15,5.811804042237811e-15,7.5607143881747065e-18,1.8922082292036247e-12,1.9456690590780861e-21,2.0087261426765477e-09,2.469711116245555e-19,4.569897189168217e-20,1.9903794126979536e-11,3.0415241420734146e-24,9.9828744679147447e-24,2.2300244556722226e-27,1.0147283553115475e-09,6.3460704177316634e-13
3.213336887078345e-12,0.47389261955947803,76.950000000000003,0.0,0.0,0.0,0.86716926902148728,9.4999984232501848,7.1761159947534499e-05,0.00056223470599131575,0.00055762704366364311,1.4445949413796957e-06,2.6034716594041584e-11,0.0077588500077352572,0.02642178960394493,1.3207358640598133e-07,5.5685708788563169e-15,4.5145914111143841e-12,6.585837113400542e-11,0.096083025361787006,1.2056827987893359e-07,4.1039096501771301e-16,1.6471684877385776e-16,3.3133682279290354e-15,7.5864721345828742e-17,3.430900503084056e-06,3.01415005989113e-06,4.0389757234128428e-07,4.0392955982893935e-07,2.1947044378339729e-11,1.0040420568562717e-11,2.5759233017236976e-08,1.2063916943608406e-07,1.3221017831079496e-11,2.8741875766206537e-12,3.9894461631914479e-18,2.6152249011246779e-12,9.6088023345228479e-12,3.6851225812174298e-18,0.0011876893993540848,9.1201466784183173e-18,3.8546664942228066e-18,6.3571784893591885e-05,1.5048771306906318e-05,2.6036596915517136e-05,6.8930233691523332e-05,5.4703471199837257e-06,3.6794828754548531e-18,3.6826851836189743e-14,6.4057422974800842e-15,6.3216657457130246e-15,8.4320924602672038e-18,1.995959519817928e-12,2.2178412170188578e-21,2.0988615175175889e-09,2.7472847943978801e-19,5.2233634174739222e-20,2.0889672459565922e-11,3.5589934196082212e-24,1.1403414070474889e-23,2.6040720576937773e-27,1.099637854812162e-09,6.6310157334441635e-13
3.287348675754226e-12,0.47389261944331995,76.950000000000003,0.0,0.0,0.0,0.86433092810036849,9.4999983749042745,7.3296501748057203e-05,0.00057338802641777441,0.00056859174288312515,1.4901164065440179e-06,2.6551182631595804e-11,0.007733551393394743,0.027026949387707756,1.3489420678068176e-07,5.7440453929031532e-15,4.7773057658705222e-12,6.880370896812422e-11,0.098286135903797853,1.2565790550207968e-07,4.1915545229227628e-16,1.6769659826928095e-16,3.542525071084558e-15,8.0297919242531196e-17,3.5936686816562242e-06,3.138550245628081e-06,4.3080598488452349e-07,4.3084015235712548e-07,2.3431144367340152e-11,1.073630178771102e-11,2.638437130866569e-08,1.2592922853463758e-07,1.380928540751542e-11,3.0096173695552072e-12,4.6441014316684207e-18,2.751665356261972e-12,1.0217113286068885e-11,4.2930631181923018e-18,0.0012153059582197007,9.5963858215656536e-18,4.0558467051159541e-18,6.5040528140759439e-05,1.5322005873123395e-05,2.598394142715844e-05,7.0674751812414727e-05,5.7621824768847946e-06,4.2863370819784419e-18,3.9800224493061746e-14,6.9511359034893838e-15,6.8617020350257704e-15,9.3786955372017011e-18,2.1024355654017725e-12,2.5199005811149945e-21,2.1907233872221286e-09,3.0479255665818646e-19,5.9509204429061801e-20,2.1896922974012616e-11,4.1486761871075837e-24,1.2983822710136564e-23,3.029301286810895e-27,1.1891416157258898e-09,6.9214229743031358e-13
3.3613604644301072e-12,0.4738926193331234,76.950000000000003,0.0,0.0,0.0,0.86150195036806765,9.4999983265621726,7.4826813980871778e-05,0.0005844683196717153,0.00057948055188339592,1.5356524183618876e-06,2.706426705461963e-11,0.0077083361576229447,0.027630101317792425,1.3769635829856346e-07,5.9195759817372032e-15,5.0478817290130521e-12,7.1806167068542486e-11,0.10048205718111324,1.308301927904837e-07,4.2786255144503033e-16,1.7063270521883848e-16,3.7815709441870286e-15,8.4864483310453674e-17,3.759888229743045e-06,3.2647877931143568e-06,4.5881062384695703e-07,4.5884706230935755e-07,2.4976661355214463e-11,1.1461770352607389e-11,2.7007469530980833e-08,1.3132106247405501e-07,1.4409051696177814e-11,3.1479173537447858e-12,5.3870684807748084e-18,2.8913886508824526e-12,1.0849891582315974e-11,4.9836161742164397e-18,0.0012428490572029126,1.0084094990665547e-17,4.2618694689152441e-18,6.6492230248295703e-05,1.5588484524196407e-05,2.5930627125226431e-05,7.2408076627226701e-05,6.0610547676492434e-06,4.9756269726441911e-18,4.2938861294572187e-14,7.5278351781251132e-15,7.4328326282026649e-15,1.0404892537554279e-17,2.2116239238560012e-12,2.8542530833081897e-21,2.2842965894124627e-09,3.3728823077667306e-19,6.758849261213426e-20,2.2925359530538902e-11,4.8185237012522159e-24,1.4737485066708594e-23,3.5111855774789219e-27,1.2833521944820173e-09,7.2172441749333938e-13
3.4353722531059883e-12,0.473892619229063,76.950000000000003,0.0,0.0,0.0,0.85868230446267246,9.4999982782402288,7.6352113237133053e-05,0.00059547606487407242,0.00059029398602062689,1.5811865079338454e-06,2.7573992078631452e-11,0.0076832040482201934,0.028231252013217578,1.4048016211551449e-07,6.0950991612334922e-15,5.3263020597091128e-12,7.4865324900278561e-11,0.10267081290194204,1.3608389841098877e-07,4.365126389872644e-16,1.7352564705590691e-16,4.0306795822855e-15,8.9564134649380111e-17,3.9295370111292893e-06,3.3928264594784774e-06,4.8792740226434056e-07,4.8796620408802508e-07,2.6584506091431534e-11,1.2217282093816614e-11,2.7628534392087166e-08,1.368140036924546e-07,1.5020241273316989e-11,3.2890689596637835e-12,6.2277635055232021e-18,3.0343740379709562e-12,1.1507566354553474e-11,5.7656859253638252e-18,0.0012703187525168035,1.0583201709536028e-17,4.4727041836471936e-18,6.7926994088504235e-05,1.5848332557793516e-05,2.5876753708850446e-05,7.4130219127577747e-05,6.3669053548554183e-06,5.7562330118764083e-18,4.6247867079672639e-14,8.1367620756948955e-15,8.0359753193086661e-15,1.1515181556706e-17,2.3235119279954726e-12,3.2234279942474494e-21,2.3795660680547797e-09,3.7234338078402536e-19,7.6537873214374243e-20,2.397479725653255e-11,5.5771352517716724e-24,1.6678526358115638e-23,4.0556233193187725e-27,1.3823812093183721e-09,7.5184317063834153e-13
3.5093840417818694e-12,0.4738926191313073,76.950000000000003,0.0,0.0,0.0,0.85587195913050251,9.4999982299538637,7.7872416052427389e-05,0.00060641173798412374,0.00060103255643032308,1.6267031309883449e-06,2.8080379716215235e-11,0.0076581548053087489,0.028830408072638699,1.4324573859686091e-07,6.2705550121824073e-15,5.6125465981442821e-12,7.7980763511118293e-11,0.1048524267016044,1.4141779266549358e-07,4.451060888913874e-16,1.7637589708313355e-16,4.2900227442334265e-15,9.4396544471720235e-17,4.1025929919673345e-06,3.5226304550161936e-06,5.1817191813209114e-07,5.1821317702832077e-07,2.8255571375420451e-11,1.300328392801571e-11,2.8247572585661928e-08,1.424073890230359e-07,1.5642779211778653e-11,3.433053704679542e-12,7.1763457772609788e-18,3.1806007989522684e-12,1.2190562701866529e-11,6.6488918567213864e-18,0.0012977151025220038,1.1093633599529956e-17,4.6883202889646663e-18,6.9344928755046291e-05,1.6101674735499356e-05,2.5822404836856873e-05,7.5841197316705639e-05,6.6796757516944184e-06,6.6377484517895376e-18,4.973236491975711e-14,8.7788363501546084e-15,8.672045622332837e-15,1.2714189450843941e-17,2.4380867095116375e-12,3.6300803985098811e-21,2.4765168727386568e-09,4.10088827597643e-19,8.6427386112452629e-20,2.5045052545769807e-11,6.4337926168670842e-24,1.8821831613697009e-23,4.6689582755432971e-27,1.4863393424671636e-09,7.8249382737968101e-13
3.5833958304577505e-12,0.47389261904001795,76.950000000000003,0.0,0.0,0.0,0.85307088322568758,9.499998181717622,7.9387738906964278e-05,0.00061727581182053747,0.00061169677009624372,1.672187621105514e-06,2.8583451852780384e-11,0.0076331881639918678,0.029427576073861952,1.4599320731983174e-07,6.4458869990686993e-15,5.906592439756665e-12,8.1152065540448659e-11,0.10702692214076157,1.4683065935187915e-07,4.5364327270078661e-16,1.7918392343654579e-16,4.5597702238769629e-15,9.9361337073385841e-17,4.2790342403668133e-06,3.6541644381213303e-06,5.4955945834695263e-07,5.4960326934023873e-07,2.9990732280973183e-11,1.3820213969276478e-11,2.8864590788673941e-08,1.4810055966492187e-07,1.6276591077704821e-11,3.5798531973110646e-12,8.2437555711131191e-18,3.3300482582915213e-12,1.289930170852143e-11,7.6436066273440169e-18,0.0013250381677228642,1.1615318430800104e-17,4.9086872877299171e-18,7.0746148366657613e-05,1.6348634967048098e-05,2.5767650767216047e-05,7.7541035035439023e-05,6.999307649215792e-06,7.6305169974575218e-18,5.3397493877852142e-14,9.454975222817889e-15,9.3419564362388839e-15,1.4006671371665263e-17,2.5553352208110022e-12,4.0769936009324292e-21,2.5751341579629109e-09,4.5065828345639247e-19,9.7330836891701795e-20,2.6135943056065252e-11,7.398495329616778e-24,2.1183064731774226e-23,5.3580003130910905e-27,1.595336342805648e-09,8.1367169142086364e-13
3.6574076191336316e-12,0.47389261895534995,76.950000000000003,0.0,0.0,0.0,0.8502790457097551,9.4999981335452119,8.0898098225767618e-05,0.00062806875608227553,0.00062228712991684227,1.7176261452633419e-06,2.90832302806587e-11,0.0076083038563717585,0.03002276257349322,1.4872268707667655e-07,6.6210417982991517e-15,6.2084141006463699e-12,8.4378815228516998e-11,0.10919432270413708,1.5232129562632368e-07,4.6212455960129803e-16,1.8195018893867013e-16,4.8400898612447808e-15,1.0445809265428306e-16,4.458838925983529e-06,3.7873935102786746e-06,5.8210500260475362e-07,5.8215146200666786e-07,3.1790846378145951e-11,1.4668501639105785e-11,2.9479595659520244e-08,1.5389286115422497e-07,1.6921602927261359e-11,3.729449140812395e-12,9.4417528787691626e-18,3.4826957960163136e-12,1.3634200463476204e-11,8.7609948350826288e-18,0.0013522880107584949,1.214818416626852e-17,5.1337747645247234e-18,7.2130771063698854e-05,1.6589336053116669e-05,2.5712550573460968e-05,7.9229760976124572e-05,7.3257429390554426e-06,8.7456713616827194e-18,5.7248406845217121e-14,1.0166093069875449e-14,1.0046617730021667e-14,1.5397510255007102e-17,2.6752442549670579e-12,4.5670814637959391e-21,2.6754031824274196e-09,4.9418830038852257e-19,1.0932589659962343e-19,2.7247287705695925e-11,8.4819967395451266e-24,2.3778687313343646e-23,6.1300464275785943e-27,1.7094810288904692e-09,8.4537209943116254e-13
3.731419407809513e-12,0.47389261887745365,76.950000000000003,0.0,0.0,0.0,0.84749641565122591,9.4999980854495671,8.240351037886572e-05,0.00063879103736935413,0.00063280413476932585,1.7630056616043665e-06,2.9579736575770425e-11,0.0075835016128662129,0.030615974106735014,1.5143429587850527e-07,6.7959691369257949e-15,6.5179836745562303e-12,8.7660598426123547e-11,0.11135465179977512,1.5788851186699724e-07,4.7055031624687973e-16,1.8467515257714873e-16,5.1311475537396498e-15,1.0968634999534542e-16,4.6419853196074035e-06,3.9222832111179797e-06,6.1582322725463999e-07,6.1587243263795044e-07,3.3656753952680826e-11,1.554856777525447e-11,3.0092593836826316e-08,1.597836433353404e-07,1.7577741303392265e-11,3.8818233361596847e-12,1.0782956887691589e-17,3.6385228584019806e-12,1.4395672081698556e-11,1.0013052668774013e-17,0.0013794646963908382,1.2692158999147302e-17,5.3635524014445662e-18,7.3498918171812662e-05,1.6823899478733017e-05,2.5657153994745987e-05,8.0907407859439354e-05,7.6589237322461255e-06,9.9951726964912439e-18,6.1290268453915562e-14,1.0913101128833244e-14,1.0786936246869412e-14,1.6891716265956525e-17,2.7978004639513606e-12,5.1033906743993378e-21,2.7773093083307365e-09,5.4081821785202241e-19,1.2249420089501628e-19,2.837890666878187e-11,9.6958408585855216e-24,2.6625977264242472e-23,6.9929020490472123e-27,1.8288812923226276e-09,8.7759042081644615e-13
3.8054311964853946e-12,0.4738926188064721,76.950000000000003,0.0,0.0,0.0,0.84472296222521726,9.4999980374428539,8.3903991681480897e-05,0.00064944311920346468,0.00064324827957144414,1.8083138793176034e-06,3.0072992180258877e-11,0.007558781162978128,0.031207217187298724,1.5412815095968336e-07,6.9706216370075557e-15,6.8352709818197766e-12,9.0997002604615452e-11,0.11350793275871796,1.6353113153912282e-07,4.7892090688091156e-16,1.8735926847068184e-16,5.4331072673325664e-15,1.1504560899848893e-16,4.8284517927500045e-06,4.0587995135280067e-06,6.5072850911025462e-07,6.5078055928338755e-07,3.5589278222974812e-11,1.6460824739308542e-11,3.0703591938766583e-08,1.6577226033245601e-07,1.824493323259947e-11,4.0369576845177934e-12,1.2280886205158829e-17,3.7975089670526989e-12,1.5184125726982612e-11,1.1412648432444778e-17,0.0014065682914898966,1.3247171384829878e-17,5.5979899915242751e-18,7.4850713507820769e-05,1.7052445249621808e-05,2.5601502973983173e-05,8.2574011749860185e-05,7.9987923746925528e-06,1.1391850885766873e-17,6.5528253063712072e-14,1.1696907222950573e-14,1.1563815226503771e-14,1.8494426203048186e-17,2.9229903753065032e-12,5.689102942794791e-21,2.8808380006732356e-09,5.9069010964407355e-19,1.3692144855952165e-19,2.9530621369822794e-11,1.1052399978403298e-23,2.9743047158863577e-23,7.9549026135409372e-27,1.9536441013916242e-09,9.103220575041838e-13
3.879442985161276e-12,0.4738926187425443,76.950000000000003,0.0,0.0,0.0,0.84195865471305209,9.4999979895365296,8.5399558394218464e-05,0.00066002546204845436,0.0006536200553411113,1.853539220529707e-06,3.0563018475238649e-11,0.0075341422357896844,0.031796498307374799,1.5680436878248617e-07,7.1449546678217367e-15,7.1602437106756636e-12,9.4387616866016293e-11,0.11565418883489385,1.6924799106139102e-07,4.8723669347280356e-16,1.9000298523355175e-16,5.7461310477608049e-15,1.2053533309633167e-16,5.0182168172326867e-06,4.1969088188294799e-06,6.8683492921838543e-07,6.8688992420020928e-07,3.7589225554626256e-11,1.7405676523077576e-11,3.1312596562653719e-08,1.7185807052126473e-07,1.8923106221745933e-11,4.1948341892602506e-12,1.3949999804176516e-17,3.9596337266055724e-12,1.5999966635958607e-11,1.2973563924774017e-17,0.0014335988650151046,1.3813150067948326e-17,5.8370574501274319e-18,7.6186282803256716e-05,1.7275091763891526e-05,2.5545632937734078e-05,8.4229611485816473e-05,8.3452914598878565e-06,1.2949445682035302e-17,6.9967542821570882e-14,1.2518415502755423e-14,1.237815414476583e-14,2.021090286416268e-17,3.0508004074228265e-12,6.3275371295784683e-21,2.9859748265655684e-09,6.4394873017502497e-19,1.5269749933962862e-19,3.0702254477609255e-11,1.2564913044916808e-23,3.3148862359022652e-23,9.0249353851116735e-27,2.0838755049477331e-09,9.4356244372780614e-13
3.9534547738371575e-12,0.47389261868580307,76.950000000000003,0.0,0.0,0.0,0.83920346250186806,9.499997941741384,8.6890226723254716e-05,0.00067053852333066823,0.00066391994925397166,1.8986707841003046e-06,3.1049836611205895e-11,0.0075095845603601183,0.032383823937622992,1.5946306504181884e-07,7.3189262083921625e-15,7.4928675513410334e-12,9.7832031953138354e-11,0.11779344320507805,1.7503793967371216e-07,4.9549803548069094e-16,1.9260674789736902e-16,6.0703790317306244e-15,1.2615495153867634e-16,5.2112589647759696e-06,4.3365779520057604e-06,7.2415627658564809e-07,7.2421431758057241e-07,3.9657385672590732e-11,1.838351885379638e-11,3.1919614284627184e-08,1.7804043650086611e-07,1.9612188254880329e-11,4.3554349576097625e-12,1.5805738666827761e-17,4.1248768312639684e-12,1.6843596143025139e-11,1.4710536655480396e-17,0.0014605564879925234,1.4390024105319922e-17,6.0807248246035058e-18,7.7505753223694677e-05,1.7491955712324346e-05,2.5489573865598544e-05,8.5874248203247111e-05,8.6983638393829506e-06,1.4682648668843768e-17,7.4613325791884929e-14,1.3378526203721536e-14,1.3230848469522963e-14,2.2046534376700618e-17,3.18121688356787e-12,7.0221513037910595e-21,3.0927054545422179e-09,7.0074146019940345e-19,1.6991647108927922e-19,3.1893629898691973e-11,1.4247524774666353e-23,3.6863258882021665e-23,1.0212461512381594e-26,2.2196806364571754e-09,9.773070458005134e-13
4.027466562513039e-12,0.47389261863637683,76.950000000000003,0.0,0.0,0.0,0.83645735508423114,9.4999978940675565,8.837601282052449e-05,0.00068098275745915595,0.00067414844469900642,1.9436983112246031e-06,3.1533467588839161e-11,0.0074851078660513309,0.032969200527177674,1.6210435466997719e-07,7.492496713926369e-15,7.83310632321063e-12,1.0132984025962227e-10,0.11992571896890816,1.8089983930629234e-07,5.0370528996470756e-16,1.9517099704170819e-16,6.4060094581244479e-15,1.3190386156180295e-16,5.4075569065902607e-06,4.4777741569902023e-06,7.6270605186371902e-07,7.6276724123711035e-07,4.1794531870976372e-11,1.9394739298155002e-11,3.2524651659412992e-08,1.8431872506585597e-07,2.0312107790083126e-11,4.5187422019536474e-12,1.7864568100903355e-17,4.2932180703267392e-12,1.771541170600017e-11,1.6639302880498476e-17,0.0014874412334886721,1.4977722885370292e-17,6.3289623024638196e-18,7.8809252967307553e-05,1.7703152002162532e-05,2.5433351185492194e-05,8.7507964936418652e-05,9.0579526313960101e-06,1.6607146030381213e-17,7.94707941555421e-14,1.4278135419261612e-14,1.4122789432042755e-14,2.4006833494409018e-17,3.3142260447908675e-12,7.7765447310507169e-21,3.2010156538799755e-09,7.6121825208894276e-19,1.886768361855028e-19,3.3104572770523739e-11,1.6115325498071219e-23,4.0906961012410611e-23,1.1527538304193979e-26,2.3611637182059625e-09,1.0115513619041418e-12
4.1014783511889205e-12,0.4738926185943888,76.950000000000003,0.0,0.0,0.0,0.83372030205775016,9.499997846524586,8.9856932783907909e-05,0.00069135861584573909,0.00068430602133226948,1.9886121527540736e-06,3.2013932390043734e-11,0.0074607118827493477,0.033552634503674794,1.6472835184148617e-07,7.665628988241039e-15,8.1809220955229757e-12,1.0488063583988749e-10,0.12205103914897886,1.8683256445001979e-07,5.1185881181356875e-16,1.9769616749242103e-16,6.7531786792118862e-15,1.3778143044621881e-16,5.6070894129677684e-06,4.6204650920091489e-06,8.0249747099360731e-07,8.0256191224751389e-07,4.4001421220505881e-11,2.0439717365170553e-11,3.3127715220181697e-08,1.9069230717860463e-07,2.1022793756334049e-11,4.6847382408778541e-12,2.0144020705876901e-17,4.46463733284651e-12,1.8615806932340102e-11,1.8776641437939875e-17,0.001514253176582046,1.5576176144499767e-17,6.5817402182697913e-18,8.0096910930327819e-05,1.7908793700596381e-05,2.5376986521967573e-05,8.9130806283992841e-05,9.4240012278498851e-06,1.8739662110117216e-17,8.4545142475939494e-14,1.5218134888257387e-14,1.5054863813046883e-14,2.6097436863048493e-17,3.4498140618023686e-12,8.5944597921088294e-21,3.3108912939212543e-09,8.2553157472536693e-19,2.0908151719174671e-19,3.4334909454341006e-11,1.8184391714958959e-23,4.5301598652486145e-23,1.298084170931422e-26,2.5084280656269175e-09,1.0462909218814763e-12
