Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335)
1.1900578183665015e-16,0.363452235399497,76.950000000000003,0.0,0.0,0.0,0.99999053202342592,9.4999999999952163,3.7774702402747514e-09,4.19655973370376e-08,4.1960823657763046e-08,9.5454834305392511e-15,2.0921493552529289e-15,9.377348469740546e-06,6.0058766034370865e-10,4.0577553352084667e-15,3.4876032022743055e-23,8.8971763328360436e-26,1.441058435704966e-17,2.2898804411274574e-09,5.4150238853768498e-16,1.2137223349136889e-23,2.5588817882699318e-25,3.6298837155880609e-26,6.2849669373524691e-33,2.8841418802179575e-18,1.2696867916692566e-14,6.9320432861179524e-20,6.932043693118526e-20,3.3981362242418234e-27,6.1584094261604085e-28,3.7286887742620015e-19,4.1971174656576034e-15,5.4098636835996434e-22,4.90188136147026e-23,6.2610977993914055e-48,6.325911329599961e-27,8.1024610765191175e-23,5.5874556991938172e-48,2.8120748088613514e-11,2.973817675486204e-34,2.9381548613722706e-34,2.3878407136274771e-16,6.8597246137825185e-17,5.590510996397586e-12,2.38753248077965e-16,4.7788880220058523e-22,5.5874552014733774e-48,1.9141101168262824e-29,1.2000850263905266e-31,1.6596708237552173e-35,7.5083270385913037e-43,5.2865582056370435e-24,1.0141776545910193e-50,9.914552558333582e-18,3.4441692993484819e-40,2.101904417455516e-49,1.6634904238886857e-23,7.334486321385381e-58,7.6520920272212353e-55,4.294493157672549e-62,3.4375327734457929e-30,8.4209986089797509e-23,1.1186295808142769e-30,2.6091442057516223e-23,1.5032045723584291e-30,7.3693560930219886e-21,1.2790731238573789e-30,1.2206331154175166e-31,1.1178840541673072e-27,1.2754443069954808e-25,6.7015935200659172e-40,7.8187959459062334e-27,8.8194175917294454e-26,2.5857425905595083e-35,5.602856622468474e-29,1.3615651537938344e-20,2.1326068167798963e-36,4.7618226198466522e-12,3.6565360567632983e-19,3.908839135087889e-23,3.6565360567670597e-19,6.3552824409518453e-32,5.3714026654432264e-36,3.1988890294768019e-36,1.0432560439254169e-57,1.4048550069594751e-56,3.0689225498460841e-27,1.4636601155443027e-36,8.6773455474988476e-33
1.602339950571986e-16,0.363452235399497,76.950000000000003,0.0,0.0,0.0,0.99998725198462401,9.4999999999935536,5.0861239287268062e-09,5.6503918503949281e-08,5.6497482882012941e-08,1.7304742239529704e-14,2.9187290704596106e-15,1.2624626946586146e-05,1.0887230096034208e-09,7.3557282728098567e-15,6.3422792304939913e-23,2.1796565350026354e-25,2.6124945641721722e-17,4.1510102895453339e-09,9.8168377873436391e-16,2.202968440018772e-23,6.1987982316383081e-25,8.8592287101735613e-26,2.0803994093945167e-32,7.0387307520664868e-18,2.30180579047304e-14,1.6918556211949848e-19,1.6918557555858859e-19,1.1220338119078394e-26,2.0337208693759528e-27,9.0991913251564923e-19,7.6084832280110548e-15,1.3199602918374925e-21,1.1961485915815243e-22,5.4005036362026342e-47,2.0887848020562144e-26,1.9773907109279731e-22,4.8194584745649324e-47,5.0976249282677828e-11,1.3385273282502956e-33,1.3163971659635056e-33,5.8273512435209727e-16,1.6740625963343613e-16,1.0133926718342268e-11,5.8266036401969766e-16,1.5781682883537864e-21,4.8194578462514818e-47,6.3212268497029054e-29,2.996274003574346e-31,7.5137980760247879e-35,4.7219697448542062e-42,1.290189942831124e-23,9.0273609713956688e-50,1.7973937472357826e-17,1.1600819902405549e-39,1.8709440670067895e-48,4.0597903172436186e-23,9.433452560889191e-57,6.9812748095346582e-54,5.5547105306636541e-61,1.5529170292948872e-29,2.041219849874968e-22,5.0533959053692246e-30,6.367934211791277e-23,4.9621176398857712e-30,1.3359766115502471e-20,4.2234314458446382e-30,4.0312346372201167e-31,2.7283048574475696e-27,3.1118846191624644e-25,2.2135834884526047e-39,1.9066674659899126e-26,2.8932016294494245e-25,1.6227365843063074e-34,1.8503109995751778e-28,3.3213597374231529e-20,1.3383998948890993e-35,6.413252146559198e-12,8.9228354421061996e-19,7.1266918308176809e-23,8.922835442118098e-19,2.8710203065667441e-31,1.3178106938174924e-35,7.8357103116744322e-36,1.340570953661663e-56,1.7369271932468758e-55,7.4900714361420415e-27,3.5723045544257071e-36,2.8622102744657121e-32
2.0146220827774703e-16,0.36345223539949695,76.950000000000003,0.0,0.0,0.0,0.99998397196387234,9.4999999999918892,6.3947733226637331e-09,7.1042143218306329e-08,7.1034041404996882e-08,2.735502247960668e-14,3.7458333531562117e-15,1.587118610334174e-05,1.7209296990871306e-09,1.1627068454426085e-14,1.0044201563926998e-22,4.3478053533580846e-25,4.1298466079770133e-17,6.5614457655797887e-09,1.5518423113065291e-15,3.4847946740328147e-23,1.2230731512319755e-24,1.7607371472455992e-25,5.1977320641739762e-32,1.3988403351411216e-17,3.6386936261269999e-14,3.3624883348934685e-19,3.3624886699036745e-19,2.7969530998300916e-26,5.0701841226287256e-27,1.8081992958786963e-18,1.2026791530116735e-14,2.6226120804336062e-21,2.376867203528135e-22,2.5819484081228522e-46,5.2068845628983967e-26,3.9297428517787833e-22,2.3041554905121687e-46,8.0577468147695315e-11,4.1520946344987555e-33,4.0675564658796114e-33,1.1580662301229e-15,3.3268489587382001e-16,1.6018016667401609e-11,1.1579185539163159e-15,3.9344957787104272e-21,2.3041551283510129e-46,1.5759576206692941e-28,6.0859862577662477e-31,2.3422813515425563e-34,1.8224455133666038e-41,2.5640723499458945e-23,4.2707411964507611e-49,2.8413064974879956e-17,2.9445477942133345e-39,8.8512373162782016e-48,8.0683147876823455e-23,5.4070407949991068e-56,3.3583780404894335e-53,3.1946318627094871e-60,4.8321206500037707e-29,4.0299099879607954e-22,1.5724220101146264e-29,1.2655944343643779e-22,1.2366282564097714e-29,2.111897834901286e-20,1.05280812704368e-29,1.0050745361242463e-30,5.4223136426000874e-27,6.1827892551835778e-25,5.5194181544346193e-39,3.7863166398904514e-26,7.1710855775654202e-25,6.2528638511994028e-34,4.6130544948932996e-28,6.5977294192657481e-20,5.1573470711946154e-35,8.0655817425268544e-12,1.7730994047927526e-18,1.1329739597014658e-22,1.7730994047956003e-18,8.9335852025042825e-31,2.6271665484577048e-35,1.5606535325618597e-35,7.6795263582148261e-56,1.0100393863442998e-54,1.4886119710495631e-26,7.099894638171772e-36,7.1279644878243539e-32
2.839186347188439e-16,0.36345223539949667,76.950000000000003,0.0,0.0,0.0,0.9999774119765128,9.4999999999885407,9.0120592270867146e-09,1.0011830329381423e-07,1.0010685635097255e-07,5.4328276606341181e-14,5.4014039397246125e-15,2.2362147084656378e-05,3.4174294400513669e-09,2.3088956451494667e-14,1.9989648023181666e-22,1.2261595364182957e-24,8.202305191554059e-17,1.302974695762545e-08,3.0820842624384596e-15,6.9259187756964092e-23,3.3722297560344426e-24,4.9281455390088419e-25,2.0813400204095062e-31,3.9147613954901453e-17,7.2267675068001287e-14,9.4112531660073415e-19,9.4112545007183026e-19,1.1142794816214213e-25,2.0204731214441845e-26,5.0596459841263724e-18,2.3883509544127283e-14,7.3360284234590702e-21,6.6501158179793432e-22,3.1350597418557146e-45,2.0744273120864849e-25,1.0997571018659955e-21,2.7977626624746331e-45,1.6001108376669195e-10,2.3815430859205178e-32,2.3107191536628698e-32,3.2407558890903288e-15,9.3098848892902493e-16,3.1806484772694546e-11,3.24034786159662e-15,1.5679279393079467e-20,2.7977619680725235e-45,6.2805554382951984e-28,1.78073381505046e-30,1.3601319860173341e-33,1.5715233237556316e-40,7.1758497670872194e-23,5.6146394003929324e-48,5.643036013004914e-17,1.2211326953176824e-38,1.1636569931829593e-46,2.2580387127720503e-22,1.1133785800024989e-54,4.6206881620138288e-52,6.6413454526281385e-59,2.7932426694337751e-28,1.1124873780982317e-21,9.0893038431539841e-29,3.5422412010237857e-22,4.923859053329296e-29,4.1943626825061232e-20,4.1943869253303483e-29,4.005812939773439e-30,1.5176069039604723e-26,1.7293618563913624e-24,2.2000319480808786e-38,1.0579619559857856e-25,2.8221009883747925e-24,5.3675216284031692e-33,1.8384165449748192e-27,1.8446921196459305e-19,4.4273950742458094e-34,1.137294034751996e-11,4.9611130620002867e-18,2.2755677615440529e-22,4.9611130620105557e-18,5.1641243223350775e-30,7.3787006908219464e-35,4.3786381952330974e-35,1.5780254204181282e-54,1.8693547559700116e-53,4.1664307224527233e-26,1.9872423831857242e-35,2.8335810117371212e-31
4.488314876010377e-16,0.3634522353994963,76.950000000000003,0.0,0.0,0.0,0.9999642922183235,9.4999999999817959,1.4246579502790553e-08,1.5826946606781446e-07,1.5825127786959158e-07,1.3576296512733165e-13,8.7119000932948892e-15,3.5335444112874175e-05,8.5378811942487193e-09,5.7683307409872289e-14,5.0045988756383096e-22,4.9198564471175608e-24,2.0498287519920942e-16,3.2552665459787486e-08,7.7022219204680458e-15,1.7316173179480833e-22,1.2921448618781061e-23,1.9469072485419685e-24,1.3442237254920821e-30,1.5461777164796153e-16,1.8060049926317465e-13,3.7179572852261556e-18,3.7179581378485554e-18,7.1173650345071394e-25,1.2913448288705321e-25,1.9977575073589394e-17,5.9672269727652356e-14,2.8945354497053839e-20,2.6251192988603574e-21,8.9086784734944007e-44,1.3250980836433369e-24,4.3435167573613756e-21,7.9502412914183815e-44,3.9976122108323833e-10,2.5150678125008766e-31,2.388868875044795e-31,1.2798235990464049e-14,3.6765848026883624e-15,7.9452439302131079e-11,1.279666754612516e-14,1.0021484613176812e-19,7.9502375865556242e-44,4.0145744563776523e-27,7.6809588862357643e-30,1.4772913789733697e-32,2.995860122598182e-39,2.8342602149055313e-22,1.9525742535007916e-46,1.4101982568442541e-16,8.4864657604697174e-38,4.0468441931434357e-45,8.9188593248438378e-22,7.2838199214135223e-53,1.7431533192415698e-50,4.4157556729461815e-57,3.0026892140486474e-27,4.273268078926581e-21,9.7703616878887448e-28,1.3993578703672607e-21,3.1412300847632594e-28,1.0481654394497154e-19,2.6792691137101089e-28,2.5610515867821572e-29,5.9950292785668088e-26,6.822616824370697e-24,1.4066791597143302e-37,4.1652687458060503e-25,1.756972078065192e-23,1.01234827864819e-31,1.1751413213643102e-26,7.2716383116917161e-19,8.3515921316237963e-33,1.7998449649490257e-11,1.9585923111713224e-17,5.8137183859104003e-22,1.9585923111763757e-17,5.5513476166138877e-29,2.9239904147775639e-34,1.7334909578025534e-34,1.0271423912162163e-52,9.3662308050232892e-52,1.6459360241302634e-25,7.8511476024778626e-35,1.8014002136841789e-30
5.888384205961681e-16,0.36345223539949567,76.950000000000003,0.0,0.0,0.0,0.99995315409466723,9.4999999999760174,1.8690503813597816e-08,2.0763715375842234e-07,2.0761318903022115e-07,2.3366144965569906e-13,1.1522284161641246e-14,4.6340432663973578e-05,1.4691524550615429e-08,9.9257405864072966e-14,8.6199765492356287e-22,1.1240367812876493e-23,3.528138471984987e-16,5.6014869966672801e-08,1.3256701489903152e-14,2.9805693483552445e-22,2.8507365234042604e-23,4.3962520502155911e-24,3.9483110276872865e-30,3.4907145225117937e-16,3.1084310001762105e-13,8.395335479976332e-18,8.3953379672268664e-18,2.0761269653252689e-24,3.7682878840952166e-25,4.5091741277129004e-17,1.0268560595057894e-13,6.5297982338257088e-20,5.9241299514586769e-21,5.0919727764566169e-43,3.8654341599003826e-24,9.8059397371065769e-21,4.5441590917748669e-43,6.8788756635663659e-10,9.1435867535966435e-31,8.5941768165987116e-31,2.8891261113900784e-14,8.299621326382158e-15,1.3670169673837383e-10,2.8887794653079071e-14,2.9244523680925544e-19,4.5441567589153869e-43,1.1715886980602248e-26,1.8476540400922334e-29,5.4454589126383897e-32,1.3376328923923024e-38,6.3988810274712309e-22,1.0174743910912998e-45,2.4271478911513944e-16,2.6038983874615008e-37,2.1087931707361536e-44,2.0136433813679096e-21,4.2770487141768828e-52,9.5353807932864782e-50,2.6315184412269951e-56,1.101253912089045e-26,9.4453390133459967e-21,3.5832490400293992e-27,3.1597864787604138e-21,9.1558435111688907e-28,1.8040260164304471e-19,7.8156563277341757e-28,7.4749438559281086e-29,1.3536484569397485e-25,1.5389750108312013e-23,4.1058061712348802e-37,9.3812706328153133e-25,5.0435182874636702e-23,4.5022954673036546e-31,3.4294782563424934e-26,1.6392293322537193e-18,3.7144752785979959e-32,2.3634629168861545e-11,4.4203236304003475e-17,1.0192029288970326e-21,4.4203236304123098e-17,2.0359893995704621e-28,6.6107288082864327e-34,3.9176485595984941e-34,6.0255122909205671e-52,6.2582524768356652e-51,3.7165541704146763e-25,1.7729081183159163e-34,5.2389895014987403e-30
7.288453535912986e-16,0.36345223539949495,76.950000000000003,0.0,0.0,0.0,0.99994201617897038,9.499999999970191,2.3134378602269504e-08,2.5700372927733644e-07,2.5697393900338628e-07,3.5796921578886874e-13,1.4332872750859201e-14,5.7337144719532273e-05,2.2502796679796034e-08,1.520297428340524e-13,1.3212000080863832e-21,2.1563552429489844e-23,5.4053835781237492e-16,8.5797173817640311e-08,2.030990012902678e-14,4.5661242476925829e-22,5.2838454461936317e-23,8.3368215547501861e-24,9.2390403683822893e-30,6.6183537631840969e-16,4.7622958806713626e-13,1.5920339498960175e-17,1.5920345278703554e-17,4.824074591119421e-24,8.7594331081381448e-25,8.5473620577774879e-17,1.5728939855834191e-13,1.2370918980004256e-19,1.1227449744662762e-20,2.1385970297485455e-42,8.9820265128862902e-24,1.8591637968288431e-20,1.9085220927483558e-42,1.0536275776316171e-09,2.5475937850031055e-30,2.3677964596178515e-30,5.4772637597642601e-14,1.5734492572728705e-14,2.0935987192160723e-10,5.4766206332678242e-14,6.7980978872440982e-19,1.9085209493513353e-42,2.7235913981427982e-26,3.7216273352258537e-29,1.5403583083960781e-31,4.5148698381112896e-38,1.2132465210163748e-21,4.0494784646487631e-45,3.7184788529540761e-16,6.3619095114616992e-37,8.3928977659726243e-44,3.8180058688970236e-21,1.9871997212164067e-51,3.9302809822786281e-49,1.2306280250407664e-55,3.0979567064450938e-26,1.7538800992562382e-20,1.0079825254612345e-26,5.9919390965112151e-21,2.1257563961384261e-27,2.7638128802456062e-19,1.8161029692669676e-27,1.737921590393761e-28,2.5668537463982996e-25,2.9153698791026731e-23,9.5461688220234054e-37,1.7745447682921427e-24,1.1531093541192095e-22,1.5122557109667315e-30,7.9725473773912014e-26,3.1033396319432136e-18,1.2477249604247976e-31,2.9281164619392443e-11,8.3780896420499147e-17,1.5899453749692164e-21,8.378089642071087e-17,5.7274776542392002e-28,1.2545524467183665e-33,7.4329379723311861e-34,2.7944869639943199e-51,3.0945161989778046e-50,7.0477211748532182e-25,3.3621721828543964e-34,1.2136077359698992e-29
8.6885228658642905e-16,0.36345223539949406,76.950000000000003,0.0,0.0,0.0,0.99993087847116813,9.4999999999643165,2.7578203869729958e-08,3.0636919266632762e-07,3.0633352782632394e-07,5.086826359743194e-13,1.7143423842601463e-14,6.8325586414445751e-05,3.1970450638166665e-08,2.1599158542640351e-13,1.8780535319463532e-21,3.6947972486920862e-23,7.6815706291034146e-16,1.2189482358540537e-07,2.8861753793845524e-14,6.4880195178147734e-22,8.7523316846534172e-23,1.4123191642464604e-23,1.8639505046419624e-29,1.1209866615881875e-15,6.7675914585856451e-13,2.6970005728800213e-17,2.6970017310566964e-17,9.6661131298564282e-24,1.755830311995801e-24,1.4473797563617498e-16,2.2347655074898304e-13,2.0937299745538387e-19,1.9008741815677763e-20,7.0099346130585703e-42,1.7998146844384197e-23,3.1489149438691907e-20,6.2558004439728716e-42,1.4969228913284449e-09,5.9231390974259284e-30,5.4469501327202053e-30,9.276321951461506e-14,2.6647852778833414e-14,2.9741002896950769e-10,9.2752564391052956e-14,1.3627139070139119e-18,6.2557962222412016e-42,5.4598776029356089e-26,6.6771573034520282e-29,3.633578599369822e-31,1.2308103257115324e-37,2.0549859088761616e-21,1.261545607585641e-44,5.2841745148580648e-16,1.3368245986392946e-36,2.614676350021281e-43,6.4670383961646684e-21,7.0039960758579532e-51,1.2827766608872874e-48,4.3943416375664196e-55,7.2693931103110185e-26,2.9103349516471963e-20,2.3651809917786932e-26,1.0150597215571471e-20,4.2561110607860279e-27,3.9275083198421357e-19,3.6390918104198719e-27,3.4843796698942086e-28,4.3482139188381745e-25,4.9336981706663659e-23,1.9139473292458353e-36,2.9988393807691774e-24,2.2745350049528426e-22,4.1038720699321726e-30,1.5982330618509383e-25,5.248524121461704e-18,3.3862251101081998e-31,3.4938048238527374e-11,1.4185721876533017e-16,2.2999217177312519e-21,1.4185721876562426e-16,1.34395963537856e-27,2.1263363197024097e-33,1.2596005216364623e-33,9.833420993905082e-51,1.1688790626532404e-49,1.1939098412799975e-24,5.6959750655695812e-34,2.4244526841810743e-29
1.0088592195815595e-15,0.36345223539949295,76.950000000000003,0.0,0.0,0.0,0.99991974097119596,9.4999999999583942,3.2021979616903205e-08,3.5573354396703032e-07,3.5569195553626331e-07,6.8579808310887322e-13,1.9953818011442349e-14,7.9305763878911189e-05,4.3093240437272756e-08,2.9113420759127462e-13,2.5325448130579806e-21,5.8496139889337524e-23,1.0356706167044786e-15,1.6430306948384324e-07,3.8912198440110905e-14,8.7459928662838228e-22,1.3401047120046107e-22,2.2109941782956103e-23,3.3914661012413451e-29,1.7545804241079276e-15,9.1243095428260779e-13,4.2221353609083824e-17,4.2221374541778548e-17,1.7469234722760823e-23,3.17448077372637e-24,2.2649321908738991e-16,3.0123997007207895e-13,3.2746258798827883e-19,2.9740477750115483e-20,1.9342678360370278e-41,3.2528593795049964e-23,4.9286338363804722e-20,1.7261804978334574e-41,2.0177151886391045e-09,1.2154820463426349e-29,1.1062704806465646e-29,1.4518117795308897e-13,4.1705568123072508e-14,4.0083524696027929e-10,1.451648729228071e-13,2.4638005223766471e-18,1.7261792043124554e-41,9.8720518186271484e-26,1.10447124246984e-28,7.563573551969138e-31,2.9036111692270151e-37,3.2165552005310837e-21,3.3414979042964565e-44,7.1242187245458923e-16,2.529285734923258e-36,6.9256137122733464e-43,1.0122708722845069e-20,2.0650340689245485e-50,3.5606346277979433e-48,1.3136194041373047e-54,1.5053612072079141e-25,4.4638641116759066e-20,4.897738675808318e-26,1.589052622051797e-20,7.6859561009831638e-27,5.2950946788542261e-19,6.5770282040483995e-27,6.3009232009075657e-28,6.8068014277254316e-25,7.7156746980136596e-23,3.4610877132834653e-36,4.6834116960591686e-24,4.047589812923939e-22,9.6385142242569243e-30,2.8897922687339234e-25,8.2029028978846519e-18,7.9535320195571285e-31,4.0605272269651639e-11,2.2196278620253173e-16,3.1554645988863244e-21,2.2196278620282915e-16,2.7830999393781961e-27,3.3299119636601087e-33,1.9723430515103911e-33,2.894740745523602e-50,3.6510540528255868e-49,1.8690324586366859e-24,8.9174088031681612e-34,4.3685769943173221e-29
1.1488661525766899e-15,0.3634522353994917,76.950000000000003,0.0,0.0,0.0,0.99990860367898915,9.4999999999524238,3.6465705844713002e-08,4.0509678322083607e-07,4.0504922217042597e-07,8.8931193053108592e-13,2.2764164259674434e-14,9.027768323851934e-05,5.5869921025141329e-08,3.7744888998830735e-13,3.2846604396053947e-21,8.7353595046262075e-23,1.3430796717673931e-15,2.1301716529675026e-07,5.0461170023349195e-14,1.1339782202339206e-21,1.9360687316148039e-22,3.2651654854693867e-23,5.7174191226220164e-29,2.5906502089804895e-15,1.1832441927069516e-12,6.2351385743097582e-17,6.2351420798550899e-17,2.9253370982870783e-23,5.3179392263165922e-24,3.3434154251482442e-16,3.9057256834569169e-13,4.8313077522837174e-19,4.3893962870316107e-20,4.7001736247933531e-41,5.4473189502754041e-23,7.2770408109014724e-20,4.1945384824031893e-41,2.6159461946512883e-09,2.2748624414175851e-29,2.0495333774413181e-29,2.1434205416589133e-13,6.1572732345772436e-14,5.1961861963851221e-10,2.1431853094694347e-13,4.1274986074640272e-18,4.194535021783363e-41,1.6539126138041893e-25,1.7198731785623245e-28,1.4358245004452535e-30,6.1609334579937339e-37,4.7493683217651697e-21,7.8640945938417399e-44,9.2385957533230555e-16,4.4281854473950926e-36,1.6299259650973481e-42,1.4946889513584376e-20,5.3514464687024224e-50,8.7747850893900162e-48,3.4524339564357155e-54,2.8430236362584997e-25,6.4599722617866588e-20,9.2496222875274889e-26,2.3466476059819287e-20,1.2860628959453468e-26,6.8665543543265987e-19,1.1014036605047816e-26,1.0557564602851761e-27,1.0051666494185121e-24,1.1382489793413448e-22,5.7992923191843021e-36,6.9000543823527665e-24,6.6747649957075468e-22,2.0361147426530951e-29,4.8414311819357337e-25,1.20937098160414e-17,1.6802740086794938e-30,4.6282828961975204e-11,3.27620607897301e-16,4.1629165273161138e-21,3.2762060789740631e-16,5.2561598440578253e-27,4.9187559399958115e-33,2.9131729562800497e-33,7.4900429420095073e-50,9.9147816276197889e-49,2.7601016694438218e-24,1.316958904502072e-33,7.2936577950003945e-29
1.4288800185669508e-15,0.3634522353994888,76.950000000000003,0.0,0.0,0.0,0.99988632971761449,9.4999999999403393,4.5353009745935815e-08,5.0381992575367712e-07,5.0376027236027185e-07,1.3755203216172683e-12,2.8384733165702165e-14,0.00011219677212430028,8.637997867458041e-08,5.8355958903480076e-13,5.0817110892397172e-21,1.717767565325458e-22,2.0775868883448946e-15,3.2934393825135131e-07,7.8054437821558958e-14,1.7533761403498876e-21,3.5679364650575168e-22,6.2818318465154584e-23,1.3773974069391605e-28,4.9822526248171984e-15,1.830291670009165e-12,1.1995543811578134e-16,1.1995552146799772e-16,6.9547326083518581e-23,1.2652790903351517e-23,6.4269753234323847e-16,6.0391696869100995e-13,9.2772061438587732e-19,8.4346034526093955e-20,2.1193394132644601e-40,1.2951444176965903e-22,1.3994495604254725e-19,1.8913516434280616e-40,4.0444914354025328e-09,6.5212494053751777e-29,5.7592434405627306e-29,4.1214260380608023e-13,1.1839222213168487e-13,8.0319227162466821e-10,4.1209948459581813e-13,9.8209027615388669e-18,1.8913497735568508e-40,3.9357242845989331e-25,3.657697706031848e-28,4.2351228783199533e-30,2.2055888634298268e-36,9.1342204090999689e-21,3.3874027351804704e-43,1.4290287054593349e-15,1.1465938584322902e-35,7.0208607331316914e-42,2.8747836610716119e-20,2.7507867858928672e-49,4.1517648391535276e-47,1.8305921451025015e-53,8.2998185640170257e-25,1.1944035156426509e-19,2.7001571879546899e-25,4.5145370432936572e-20,3.0527402469352715e-26,1.0621023487879393e-18,2.6186702792809813e-26,2.5129588946575821e-27,1.9336328177648887e-24,2.1852990706089677e-22,1.3803851933767221e-35,1.3214143267077505e-23,1.5395897706191266e-21,7.2238475674730313e-29,1.1520994104858762e-24,2.3189488587587527e-17,5.9621667853960505e-30,5.7668909353900233e-11,6.2965016130017398e-16,6.6589629095911844e-21,6.2965016129855356e-16,1.5344640512964486e-26,9.4661051125615675e-33,5.6056715608691651e-33,3.8373955748463739e-49,5.4730967610020634e-48,5.3099171536393244e-24,2.5338762387185988e-33,1.7236805017449906e-28
1.7088938845572117e-15,0.3634522353994854,76.950000000000003,0.0,0.0,0.0,0.99986405658652822,9.4999999999280629,5.4240115580782661e-08,6.0253862059657967e-07,6.0246667869348492e-07,1.9672788045397932e-12,3.4005137895161266e-14,0.00013408290198643711,1.2349068148332596e-07,8.342540590443472e-13,7.2690982181436477e-21,3.0022264905728069e-22,2.9716839007193531e-15,4.7083724252835348e-07,1.1164104482733223e-13,2.5067864338932878e-21,5.8522048520027919e-22,1.0745991760309121e-22,2.8428968707365782e-28,8.5196404467777695e-15,2.6178949829383662e-12,2.051978636809355e-16,2.0519803351532396e-16,1.4168757810706457e-22,2.5797429583802558e-23,1.0985018699364547e-15,8.6345312983120048e-13,1.5839682713456049e-18,1.4411263386519701e-19,7.248289307357665e-40,2.6387619350747462e-22,2.3929748643020144e-19,6.4685755013216474e-40,5.7820932726518423e-09,1.5482702697166264e-28,1.3415330471731419e-28,7.0463776476010445e-13,2.0241196483906964e-13,1.1479960216993268e-09,7.0456766815965927e-13,2.0024562633585337e-17,6.4685681323739767e-40,8.0257182562942673e-25,6.8720528560511285e-28,1.033880549760325e-29,6.3168206216307407e-36,1.5620168824845984e-20,1.126887356022488e-42,2.0439129626659116e-15,2.5320318040460606e-35,2.3356515789038498e-41,4.9163009495085055e-20,1.0515702031772382e-48,1.4897840730285463e-46,7.1686720710378015e-53,2.0059881106091989e-24,1.9652480851665186e-19,6.5256835622566185e-25,7.7224994420497221e-20,6.2096158426498124e-26,1.5190775935514547e-18,5.3353404238124909e-26,5.1257172235911848e-27,3.3074167804436483e-24,3.7304524528960915e-22,2.8156042811943177e-35,2.2504672676233908e-23,3.0448568390880611e-21,2.0513490780529951e-28,2.349380708165231e-24,3.9536554964509051e-17,1.6932867720822736e-29,6.9096227521882012e-11,1.0759819395493922e-15,9.838993179124412e-21,1.075981939542284e-15,3.7086555756914098e-26,1.6195984023062473e-32,9.5901832321918873e-33,1.4627113993424813e-48,2.184903100167976e-47,9.0830097290779078e-24,4.3348890755181122e-33,3.4907820129128687e-28
1.9889077505474724e-15,0.36345223539948124,76.950000000000003,0.0,0.0,0.0,0.9998417842852162,9.4999999999155946,6.3127023356632976e-08,7.0125286808137285e-07,7.0116844146756211e-07,2.66455838186914e-12,3.962505655076219e-14,0.00015593612166353801,1.671921028071503e-07,1.1294627872481064e-12,9.8467145904700611e-21,4.8340520411634599e-22,4.0253758692026177e-15,6.3745923713722408e-07,1.5122047867500459e-13,3.3940001555345871e-21,8.8540188724394513e-22,1.6941324827929732e-22,5.270294855144233e-28,1.3426304122264033e-14,3.5460475115814503e-12,3.234940925884004e-16,3.2349440346170945e-16,2.5931766253231891e-22,4.7251688143825593e-23,1.7303479211724548e-15,1.1691245003436947e-12,2.4923662080449934e-18,2.2692226931231456e-19,2.0591570805469511e-39,4.8298220860452873e-22,3.7710176667676376e-19,1.8376548930115719e-39,7.8282870900747322e-09,3.224986805823609e-28,2.7434513772116514e-28,1.110257023100365e-12,3.1892485275977628e-13,1.5538951487351084e-09,1.1101523228365279e-12,3.6679681798261085e-17,1.8376525270268624e-39,1.4702601117839292e-24,1.1835447356378619e-27,2.2134872578877433e-29,1.5511541726407656e-35,2.4617261961830105e-20,3.1465785926829887e-42,2.7685009677038619e-15,5.003813086991922e-35,6.5218389273674176e-41,7.7483980542273506e-20,3.30851248387562e-48,4.4490050455105029e-46,2.3055473623836365e-52,4.2527496076346925e-24,2.982266615938995e-19,1.3833902263976127e-24,1.2174283071806684e-19,1.1347130768215395e-25,2.0575672783353278e-18,9.7654609158681916e-26,9.3923863518195628e-27,5.2136789271493216e-24,5.8687862081744649e-22,5.1593389253206337e-35,3.5326970399929458e-23,5.4120787342886775e-21,4.9955922590662929e-28,4.3039583728110795e-24,6.2121250288109119e-17,4.1241332911539961e-29,8.0564721669650575e-11,1.6945272185049797e-15,1.3754101136135373e-20,1.6945272184849795e-15,7.8624516959481234e-26,2.5535813895792192e-32,1.5119688944062154e-32,4.5891618032626296e-48,7.0865269060392418e-47,1.4319000365288972e-23,6.8345771390361026e-33,6.3508856821185601e-28
