Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362)
4.2587134053787923e-10,0.39340782713936734,76.950000000000003,0.0,0.0,0.0,0.99995480239922541,9.4999947521670638,5.0961300119554211e-07,5.3580026977704742e-07,2.0875535212016859e-05,1.3147030297008694e-10,1.3152601729869841e-10,1.5788377453760652e-05,2.2295991010257331e-06,8.1956821428853598e-09,1.9970356542491584e-09,5.522394565029687e-13,5.167173203954201e-06,5.127327092114352e-10,5.8018386234453414e-13,2.2932929964920461e-12,2.4548082069343588e-12,1.7876483602092234e-17,6.9522685096718286e-23,1.2074583310190378e-11,6.9522255528075942e-23,0.0,0.0,8.0647454060132748e-08,1.4723148576381847e-13,5.5696451849765177e-14
4.4164953004158784e-10,0.39340782584974593,76.950000000000003,0.0,0.0,0.0,0.99995312763806321,9.4999944654855373,5.2852772648712515e-07,5.5568692700977639e-07,2.1648903296554899e-05,1.4509784228144671e-10,1.4515933694465078e-10,1.6281029412844649e-05,2.3121930966339288e-06,8.8141855156030169e-09,1.9970324190836412e-09,5.9341102430010966e-13,5.4508495013429741e-06,5.4422457098151369e-10,6.2342172771622179e-13,2.5255607641080424e-12,2.7314110224119431e-12,2.1045914046398631e-17,8.8001303387462713e-23,1.2521905786630697e-11,8.8000738556194014e-23,0.0,0.0,8.3652223269843258e-08,1.5531445672249468e-13,6.1473616938009456e-14
4.5742771954529646e-10,0.3934078245492004,76.950000000000003,0.0,0.0,0.0,0.9999514528604907,9.4999941763749298,5.4744241969815597e-07,5.7557354829001171e-07,2.2422268746517502e-05,1.5954480588574733e-10,1.5961242892729484e-10,1.677124826447599e-05,2.3947863169074377e-06,9.4551845506547046e-09,1.9970291838856157e-09,6.3602004189670575e-13,5.7369548902462824e-06,5.7627830368058519e-10,6.6816734915454846e-13,2.7722252493282957e-12,3.0277947813074023e-12,2.4634543713389875e-17,1.1042218695227692e-22,1.2969226712188787e-11,1.1042145169129935e-22,0.0,0.0,8.6656982062875369e-08,1.6346664144305188e-13,6.7598406562105722e-14
4.732059090490051e-10,0.39340782323863127,76.950000000000003,0.0,0.0,0.0,0.99994977806650964,9.4999938850353729,5.663570808326329e-07,5.9546013362205884e-07,2.3195631560333362e-05,1.7482541259185359e-10,1.748995181308902e-10,1.725923414994997e-05,2.4773787618508837e-06,1.0118679097896403e-08,1.9970259486527722e-09,6.8006221708302195e-13,6.0252892349711015e-06,6.0887306854661162e-10,7.1441609757292169e-13,3.0336697052045418e-12,3.3446232763404872e-12,2.8680136393105074e-17,1.3743264518478104e-22,1.3416546085901607e-11,1.3743169698327698e-22,0.0,0.0,8.9661730432171932e-08,1.7168233732263766e-13,7.4076858350504616e-14
4.889840985527137e-10,0.39340782191886514,76.950000000000003,0.0,0.0,0.0,0.99994810325612171,9.4999935916505294,5.8527170989454059e-07,6.1534668301020675e-07,2.3968991736429085e-05,1.909533576989135e-10,1.9103430570952403e-10,1.7745170731294252e-05,2.5599704314688917e-06,1.0804669007137131e-08,1.9970227133879784e-09,7.25533270458245e-13,6.3156688785486668e-06,6.4198909248571336e-10,7.621633580881412e-13,3.3102773156751558e-12,3.6825599865065274e-12,3.3222350565379331e-17,1.6975616381455529e-22,1.3863863906818142e-11,1.6975495163715654e-22,0.0,0.0,9.2666468372311871e-08,1.7995631129794432e-13,8.0914787580925989e-14
5.047622880564223e-10,0.3934078205906598,76.950000000000003,0.0,0.0,0.0,0.9999464284293289,9.4999932963889329,6.0418630688785174e-07,6.352331964587323e-07,2.4742349273231601e-05,2.0794183954062314e-10,2.0802999564267447e-10,1.8229226547545647e-05,2.6425613257660842e-06,1.1513154128139025e-08,1.9970194780914143e-09,7.7242893539225612e-13,6.60792528650208e-06,6.7560759696723314e-10,8.1140452997681732e-13,3.6024313170100884e-12,4.0422681497219086e-12,3.8302760880222249e-17,2.0819795491087354e-22,1.4311180173997196e-11,2.0819641788075076e-22,0.0,0.0,9.5671195876953277e-08,1.8828376120113353e-13,8.8117798457664331e-14
5.205404775601309e-10,0.39340781925471147,76.950000000000003,0.0,0.0,0.0,0.99994475358613255,9.4999929994052348,6.2310087181652801e-07,6.5511967397189914e-07,2.5515704169167965e-05,2.2580358428270354e-10,2.2589931954324362e-10,1.8711556260426587e-05,2.7251514447470858e-06,1.2244134310617429e-08,1.9970162427598335e-09,8.2074495798752168e-13,6.9019038012106262e-06,7.0971073229785208e-10,8.6213502663192593e-13,3.9105150990463829e-12,4.4244108256973862e-12,4.3964878817292615e-17,2.5365065963801088e-22,1.4758494886506277e-11,2.5364872557418303e-22,0.0,0.0,9.8675912938987997e-08,1.9666028026709292e-13,9.5691294646642487e-14
5.363186670638395e-10,0.39340781791165835,76.950000000000003,0.0,0.0,0.0,0.99994307872653443,9.4999927008413696,6.4201540468451616e-07,6.7500611555395483e-07,2.6289056422663181e-05,2.4455086909120923e-10,2.4465455983572831e-10,1.9192301797488837e-05,2.8077407884165216e-06,1.2997609404240971e-08,1.9970130073956804e-09,8.7047709704109617e-13,7.1974624988035541e-06,7.4428151689222762e-10,9.1435027551949385e-13,4.2349122886449023e-12,4.8296509500738023e-12,5.0254172559619418e-17,3.0710019987780331e-22,1.5205808043421071e-11,3.0709778367670717e-22,0.0,0.0,1.016806195526422e-07,2.0508182456215184e-13,1.0364048911819487e-13
5.520968565675481e-10,0.39340781656208657,76.950000000000003,0.0,0.0,0.0,0.99994140385053631,9.4999924008275674,6.6092990549575086e-07,6.9489252120913263e-07,2.706240603214138e-05,2.6419554378865689e-10,2.6430757142156879e-10,1.9671593400716655e-05,2.8903293567790148e-06,1.3773579258631605e-08,1.9970097720004932e-09,9.2162112400673714e-13,7.4944711405912425e-06,7.7930378116071377e-10,9.6804571813542e-13,4.5760068175906425e-12,5.2586513807776175e-12,5.7218086115141253e-17,3.6963177443170201e-22,1.565311964382242e-11,3.6962877628280368e-22,0.0,0.0,1.0468531571222872e-07,2.1354468310646816e-13,1.1197041334730483e-13
5.678750460712568e-10,0.3934078152065337,76.950000000000003,0.0,0.0,0.0,0.99993972895813987,9.4999920994833449,6.7984437425415707e-07,7.1477889094165521e-07,2.7835752996026995e-05,2.8474905111330924e-10,2.8486980194705703e-10,2.014955058845134e-05,2.9729171498391901e-06,1.4572043723364665e-08,1.9970065365703861e-09,9.7417282295713601e-13,7.7928102111722832e-06,8.1476211564067951e-10,1.0232168099624255e-12,4.9341829770256405e-12,5.7120749375086546e-12,6.4906057719900202e-17,4.4243599546067864e-22,1.6100429686796075e-11,4.424322988856653e-22,0.0,0.0,1.0769000141096465e-07,2.2204545046615699e-13,1.2068592592030001e-13
5.836532355749654e-10,0.39340781384549317,76.950000000000003,0.0,0.0,0.0,0.99993805404934699,9.499991796918378,6.9875881096364468e-07,7.3466522475572786e-07,2.8609097312743045e-05,3.0622244569222887e-10,3.0635231078446876e-10,2.0626283038153169e-05,3.0555041676016718e-06,1.5393002647968874e-08,1.9970033011068639e-09,1.0281279905462609e-12,8.0923700357004739e-06,8.5064182301398736e-10,1.0798590204271392e-12,5.3098254603378715e-12,6.1905844352064852e-12,7.3369537555476391e-17,5.2681516067196135e-22,1.6547738171433915e-11,5.2681063037681647e-22,0.0,0.0,1.1069467664264753e-07,2.3058100160100877e-13,1.2979172059500806e-13
5.99431425078674e-10,0.39340781247941814,76.950000000000003,0.0,0.0,0.0,0.99993637912415911,9.4999914932333134,7.1767321562811057e-07,7.5455152265554257e-07,2.9382438980710981e-05,3.2862641182642701e-10,3.2876578682478476e-10,2.1101891396664798e-05,3.1380904100710858e-06,1.6236455881926377e-08,1.9970000656129187e-09,1.083482435971809e-12,8.3930499696480558e-06,8.869288736934886e-10,1.1379678328573139e-12,5.7033193961585696e-12,6.6948427122371522e-12,8.2662004810276739e-17,6.2418965700396229e-22,1.6995045096829923e-11,6.2418413653299896e-22,0.0,0.0,1.1369934140179029e-07,2.3914846877782942e-13,1.3929233385616731e-13
6.152096145823826e-10,0.39340781110872364,76.950000000000003,0.0,0.0,0.0,0.99993470418257802,9.4999911885205091,7.3658758825144231e-07,7.7443778464527933e-07,3.0155777998352223e-05,3.5197128017515817e-10,3.5212056516908973e-10,2.1576468023858203e-05,3.2206758772520554e-06,1.710240327467278e-08,1.9969968300845004e-09,1.1402319809377761e-12,8.6947576551832145e-06,9.2360986469832392e-10,1.1975387444391742e-12,6.1150503728580058e-12,7.2255126539382658e-12,9.2838984111180329e-17,7.3610449177611957e-22,1.7442350462079756e-11,7.3609780095682421e-22,0.0,0.0,1.1670399568209031e-07,2.4774522038188775e-13,1.4919215200307909e-13
6.309878040860912e-10,0.39340780973379147,76.950000000000003,0.0,0.0,0.0,0.9999330292246057,9.4999908828647168,7.5550192883751379e-07,7.9432401072910364e-07,3.0929114364087497e-05,3.7626704341871807e-10,3.7642664279803953e-10,2.2050097675012573e-05,3.3032605691492059e-06,1.7990844675597097e-08,1.996993594521673e-09,1.1983724596171313e-12,8.9974083388146424e-06,9.6067198156307345e-10,1.2585672661748912e-12,6.5454044557393782e-12,7.7832572120848221e-12,1.0395806135019426e-16,8.642359474281754e-22,1.7889654266284264e-11,8.6422787959549432e-22,0.0,0.0,1.1970863947709829e-07,2.5636884147414476e-13,1.5949541780321475e-13
6.467659935897998e-10,0.3934078083549711,76.950000000000003,0.0,0.0,0.0,0.99993135425024349,9.4999905763437074,7.7441623739018422e-07,8.1421020091116459e-07,3.1702448076335844e-05,4.0152337097434017e-10,4.0169369329402411e-10,2.25228581269345e-05,3.385844485767163e-06,1.8901779934041818e-08,1.9969903589287756e-09,1.2578997186146105e-12,9.3009242452919544e-06,9.9810296304160499e-10,1.3210489228401958e-12,6.9947681979991142e-12,8.3687394207835383e-12,1.1607889892968857e-16,1.0103983560262085e-21,1.8336956508544723e-11,1.010388675014701e-21,0.0,0.0,1.2271327278118283e-07,2.6501711595133332e-13,1.702062367434926e-13
6.625441830935084e-10,0.3934078069725841,76.950000000000003,0.0,0.0,0.0,0.99992967925949316,9.4999902690288636,7.9333051391330452e-07,8.340963551956015e-07,3.2475779133515758e-05,4.2774962283508644e-10,4.2793108068595197e-10,2.2994820752501607e-05,3.4684276271105506e-06,1.983520889930285e-08,1.9969871233022243e-09,1.3188096169296149e-12,9.605234003080971e-06,1.0358910683819938e-09,1.3849792529421134e-12,7.4635286464077669e-12,8.9826224092551035e-12,1.2926325044880608e-16,1.176550989768278e-21,1.8784257187961201e-11,1.1765394266603577e-21,0.0,0.0,1.2571789558844247e-07,2.7368801017561327e-13,1.8132858290892274e-13
6.78322372597217e-10,0.3934078055869248,76.950000000000003,0.0,0.0,0.0,0.99992800425235673,9.4999899609856673,8.1224475841071249e-07,8.5398247358653903e-07,3.324910753404545e-05,4.5495486259608764e-10,4.5514787248103762e-10,2.3466051047924045e-05,3.5510099931839952e-06,2.0791131420629533e-08,1.9969838876402444e-09,1.3810980259192225e-12,9.9102721171195902e-06,1.0740250469671457e-09,1.4503538086768338e-12,7.9520733425473793e-12,9.6255694119126899e-12,1.4357497485240085e-16,1.3648050638109889e-21,1.923155630363861e-11,1.3647913134292736e-21,0.0,0.0,1.2872250789243152e-07,2.8237965795150911e-13,1.9286630451595115e-13
6.941005621009257e-10,0.39340780419826366,76.950000000000003,0.0,0.0,0.0,0.99992632922883584,9.4999896522742304,8.3115897088623025e-07,8.7386855608808526e-07,3.4022433276341773e-05,4.8314786972674983e-10,4.8335285194223514e-10,2.3936609116619749e-05,3.6335915839921207e-06,2.1769547347224656e-08,1.9969806519481672e-09,1.4447608292613117e-12,1.0215978484958531e-05,1.1124941101345693e-09,1.5171681558877101e-12,8.4607903203266352e-12,1.0298243776095708e-11,1.5908005006260393e-16,1.5774308478547913e-21,1.9678853854681793e-11,1.577414564986402e-21,0.0,0.0,1.3172710968723594e-07,2.9109034673894017e-13,2.0482312912543158e-13
7.098787516046343e-10,0.39340780280684906,76.950000000000003,0.0,0.0,0.0,0.99992465418893206,9.4999893429497035,8.5007315134367127e-07,8.9375460270433784e-07,3.4795756358820662e-05,5.1233715114254884e-10,5.1255452966496039e-10,2.4406550113252856e-05,3.7161723995395528e-06,2.2770456528244396e-08,1.9969774162235925e-09,1.5097939229177909e-12,1.0522297952737503e-05,1.1512879050051129e-09,1.5854178740233815e-12,8.9900681003967785e-12,1.1001308967775218e-11,1.7584658611205701e-16,1.8168648830359636e-21,2.0126149840191678e-11,1.8168456783764113e-21,0.0,0.0,1.3473170096714515e-07,2.9981850500130516e-13,2.1720266855801092e-13
7.256569411083429e-10,0.39340780141290854,76.950000000000003,0.0,0.0,0.0,0.99992297913264705,9.4999890330626986,8.6898729978683839e-07,9.1364061343938211e-07,3.5569076779897786e-05,5.4253095212593542e-10,5.4276115450264915e-10,2.4875924651200091e-05,3.798752439830918e-06,2.379385881279832e-08,1.9969741804627112e-09,1.5761932150979413e-12,1.0829179907732333e-05,1.1903964901639325e-09,1.6550985560960328e-12,9.5402956820112511e-12,1.1735428575511561e-11,1.9394483779701554e-16,2.0857173007656195e-21,2.0573444259274003e-11,2.0856947365697651e-21,0.0,0.0,1.3773628172588886e-07,3.085626905957364e-13,2.3000842353294999e-13
7.414351306120515e-10,0.39340780001665104,76.950000000000003,0.0,0.0,0.0,0.99992130405998259,9.499988722659662,8.8790141621951722e-07,9.3352658829728477e-07,3.6342394537987999e-05,5.7373726664226324e-10,5.7398072388707712e-10,2.5344779176458807e-05,3.8813317048708416e-06,2.4839754049949381e-08,1.9969709446712234e-09,1.6439546262218677e-12,1.1136577904459208e-05,1.2298103130488149e-09,1.7262058086397722e-12,1.0111862532803583e-11,1.2501266312913463e-11,2.1344721686776189e-16,2.3867792402371713e-21,2.1020737111034959e-11,2.3867528256645368e-21,0.0,0.0,1.4074085195731369e-07,3.173215801193988e-13,2.4324378804990941e-13
7.572133201157601e-10,0.3934077986182685,76.950000000000003,0.0,0.0,0.0,0.99991962897094067,9.4999884117832138,9.0681550064548405e-07,9.534125272821026e-07,3.7115709631505013e-05,6.0596384709316845e-10,6.0622099358589616e-10,2.5813156310769502e-05,3.9639101946639474e-06,2.5908142088713878e-08,1.9969677088486315e-09,1.7130740888840596e-12,1.1444449321563587e-05,1.2695201889123673e-09,1.7987352516691486e-12,1.0705158576896065e-11,1.3299486019819046e-11,2.3442830377302247e-16,2.7230303614054294e-21,2.1468028394574077e-11,2.7229995475470109e-21,0.0,0.0,1.4374541165568702e-07,3.2609395913291804e-13,2.5691205353173909e-13
7.729915096194687e-10,0.39340779721793684,76.950000000000003,0.0,0.0,0.0,0.99991795386552262,9.4999881004724713,9.2572955306850637e-07,9.7329843039788132e-07,3.7889022058862193e-05,6.3921821354645569e-10,6.3948948693645009e-10,2.6281095166491625e-05,4.0464879092148637e-06,2.6999022778061476e-08,1.9969644729891805e-09,1.7835475478170579e-12,1.1752755046954742e-05,1.3095172812356351e-09,1.8726825186377818e-12,1.1320574181695265e-11,1.4130751662392849e-11,2.5696485897435446e-16,3.0976464503264142e-21,2.1915318108995814e-11,3.0976106248999478e-21,0.0,0.0,1.4674996081495181e-07,3.348787131888185e-13,2.7101641274483384e-13
7.887696991231773e-10,0.3934077958158176,76.950000000000003,0.0,0.0,0.0,0.99991627874373057,9.4999877887633186,9.446435734923341e-07,9.9318429764864785e-07,3.8662331818472469e-05,6.7350766247842078e-10,6.7379350359182324e-10,2.6748631635556394e-05,4.1290648485282152e-06,2.8112395966915119e-08,1.996961237098096e-09,1.8553709598552343e-12,1.2061459188862515e-05,1.3497930834809229e-09,1.9480432563971355e-12,1.1958500143680085e-11,1.4995727332309166e-11,2.8113583384579565e-16,3.5140071138333932e-21,2.2362606253406538e-11,3.5139655955338968e-21,0.0,0.0,1.4975449942884949e-07,3.4367481959844375e-13,2.8555996351234293e-13
8.203260781305945e-10,0.39340779300679635,76.950000000000003,0.0,0.0,0.0,0.99991292845103052,9.4999871642787799,9.8247151835735678e-07,1.0329559245711972e-06,4.0208943328099396e-05,7.4521992397437319e-10,7.455362352769631e-10,2.7682626394210349e-05,4.2942164014607292e-06,3.0406619238598861e-08,1.9969547652179408e-09,2.0030515308774491e-12,1.2679933741887702e-05,1.4311483434041216e-09,2.1029877984368383e-12,1.3303448376571659e-11,1.6829465735676323e-11,3.3470786420722458e-16,4.486546679146156e-21,2.3257177828588459e-11,4.4864914246515201e-21,0.0,0.0,1.5576354499691265e-07,3.6129741435390018e-13,3.1597657677958369e-13
8.487268192372699e-10,0.3934077904739273,76.950000000000003,0.0,0.0,0.0,0.99990991313161814,9.4999866011831813,1.0165165593360328e-06,1.0687502661833033e-06,4.1600884547132333e-05,8.1336984560181979e-10,8.13715117791513e-10,2.8522148552459836e-05,4.4428501478339318e-06,3.2548343014863564e-08,1.9969489404154395e-09,2.1405405698826871e-12,1.3237620385975025e-05,1.5052421069764579e-09,2.2472285584526714e-12,1.4594815918813531e-11,1.8601783258217835e-11,3.8934966708308836e-16,5.5429530591943711e-21,2.4062286867787397e-11,5.5428822909879164e-21,0.0,0.0,1.6117164988304085e-07,3.7718794001147877e-13,3.4488281785440114e-13
8.771275603439454e-10,0.39340778793723524,76.950000000000003,0.0,0.0,0.0,0.99990689775918062,9.4999860372335725,1.0505614966951324e-06,1.1045444916548311e-06,4.2992817097952339e-05,8.8497752272263324e-10,8.8535322959707739e-10,2.9360803802081847e-05,4.5914813825093688e-06,3.4762940137841906e-08,1.9969431155084967e-09,2.2823411269512399e-12,1.3796161073874382e-05,1.5801199965049916e-09,2.3959818716876121e-12,1.5965212664586353e-11,2.0493654729111541e-11,4.5061604765157877e-16,6.7973188226327166e-21,2.4867390806158883e-11,6.7972289623020715e-21,0.0,0.0,1.6657972050848215e-07,3.9310280052235013e-13,3.7525623120707693e-13
9.055283014506208e-10,0.39340778539726556,76.950000000000003,0.0,0.0,0.0,0.99990388233372773,9.4999854725531208,1.0846063304561163e-06,1.1403386010088088e-06,4.4384740971281877e-05,9.600784240529218e-10,9.6048605500923088e-10,3.0198715313044547e-05,4.7401101055140298e-06,3.7050409724761947e-08,1.9969372904881127e-09,2.4284300551890789e-12,1.4355432633668749e-05,1.6557423362848225e-09,2.5492228296350124e-12,1.7416931207171189e-11,2.25089573409734e-11,5.1904796731845066e-16,8.2777680502532949e-21,2.5672489638418549e-11,8.2776548621818587e-21,0.0,0.0,1.7198775683835441e-07,4.0903848626482172e-13,4.0711187523067155e-13
9.339290425572962e-10,0.3934077828545018,76.950000000000003,0.0,0.0,0.0,0.99990086685526969,9.4999849072473292,1.1186510606403113e-06,1.176132594268117e-06,4.5776656157839363e-05,1.0387062318069177e-09,1.0391472911068737e-09,3.1035988575211902e-05,4.8887363168748939e-06,3.9410750892359991e-08,1.9969314653621834e-09,2.5787843318898064e-12,1.4915329572950353e-05,1.7320718232112297e-09,2.7069266611873174e-12,1.8952267395583314e-11,2.4651569359354854e-11,5.9521012770341147e-16,1.0015206271525898e-20,2.6477583359311134e-11,1.0015064771332217e-20,0.0,0.0,1.7739575883713934e-07,4.2499199137190656e-13,4.4046404976775863e-13
9.623297836639717e-10,0.3934077803093452,76.950000000000003,0.0,0.0,0.0,0.99989785132381692,9.4999843414065435,1.1526956872689252e-06,1.2119264714555021e-06,4.7168562648339357e-05,1.1208929476275175e-09,1.1213689537079067e-09,3.1872713945710578e-05,5.0373600166189457e-06,4.1843962756880341e-08,1.9969256401363223e-09,2.7333810578682943e-12,1.5475761531538513e-05,1.8090733369502428e-09,2.8690687318780695e-12,2.0573520047570614e-11,2.6925370044385536e-11,6.7969111761194577e-16,1.2043478637462005e-20,2.7282671963570872e-11,1.2043302991572309e-20,0.0,0.0,1.8280372646887658e-07,4.4096074114948036e-13,4.7532634109766886e-13
9.907305247706471e-10,0.3934077777621473,76.950000000000003,0.0,0.0,0.0,0.99989483573937932,9.4999837751081824,1.1867402103630527e-06,1.2477202325935844e-06,4.8560460433491697e-05,1.2066689901080312e-09,1.2071814749325312e-09,3.2708968828690456e-05,5.1859812047731734e-06,4.4350044434074922e-08,1.9969198147978642e-09,2.8921974567979467e-12,1.6036651101791762e-05,1.8867137706001944e-09,3.03562454312815e-12,2.2282990678229841e-11,2.9334239572261631e-11,7.7310355025850886e-16,1.4399530266369769e-20,2.8087755445874509e-11,1.4399313682221782e-20,0.0,0.0,1.8821165969846649e-07,4.5694252996846309e-13,5.1171166335167422e-13
9.999999999999999e-10,0.3934077752132052,76.950000000000003,0.0,0.0,0.0,0.99989385149707344,9.499983590191265,1.1978516889670739e-06,1.2594026273483864e-06,4.9014748173131415e-05,1.2354465165107337e-09,1.2359712411038866e-09,3.2981816486162129e-05,5.2344878608947184e-06,4.5183755772720842e-08,1.996917913490685e-09,2.944941739859775e-12,1.6219802697327354e-05,1.9121871703042869e-09,3.0909365461227054e-12,2.2860411908122886e-11,3.0150337402337614e-11,8.0563107153811541e-16,1.5246104261882299e-20,2.8350518655348609e-11,1.524587266849008e-20,0.0,0.0,1.8997670136666795e-07,4.6216118668581295e-13,5.239189010974719e-13
1.0191312658773226e-09,0.3934077752132052,76.950000000000003,0.0,0.0,0.0,0.9998918201019672,9.4999832084185662,1.220784629943657e-06,1.28351387770484e-06,4.9952349504003049e-05,1.2960632848897941e-09,1.2966137933392535e-09,3.3544819542319814e-05,5.3345998813645609e-06,4.6928995039202979e-08,1.9969139893516063e-09,3.0552108745514984e-12,1.6597931961675039e-05,1.9649618790581249e-09,3.2065697314961531e-12,2.4082983244086289e-11,3.1882058957497493e-11,8.7608419138053554e-16,1.712356854952467e-20,2.8892833800937345e-11,1.7123303155906131e-20,0.0,0.0,1.9361955849053673e-07,4.7293546806999666e-13,5.4963229677433525e-13
1.047532006983998e-09,0.39340777266277516,76.950000000000003,0.0,0.0,0.0,0.99988880441159078,9.4999826413945136,1.2548289460315797e-06,1.3193074068116087e-06,5.1344229850577822e-05,1.3891033478319972e-09,1.3896934371301539e-09,3.4380322904437482e-05,5.4832160464200964e-06,4.9580813687030802e-08,1.9969081638073688e-09,3.2223987785453969e-12,1.7159547289160459e-05,2.0437881435627141e-09,3.3818800679329559e-12,2.5975803904361925e-11,3.4572709977353569e-11,9.8929407863128511e-16,2.0259227369866743e-20,2.9697907023479197e-11,2.025890408687561e-20,0.0,0.0,1.9902742280889473e-07,4.8893793638554432e-13,5.8909992304208888e-13
1.0759327480906735e-09,0.3934077701110761,76.950000000000003,0.0,0.0,0.0,0.99988578866825994,9.4999820740847056,1.2888731586475532e-06,1.35510081993611e-06,5.2736101463916944e-05,1.4858153621860172e-09,1.4864466013580998e-09,3.5215527589361156e-05,5.6318296999667715e-06,5.2305499491831416e-08,1.9969023381507808e-09,3.3937387570877045e-12,1.7721448405464427e-05,2.1231646497569588e-09,3.561531457040398e-12,2.7963760798471864e-11,3.7410075098985519e-11,1.1134186328728008e-15,2.3853733061281589e-20,3.0502975108142688e-11,2.3853341459395903e-20,0.0,0.0,2.0443525261803135e-07,5.0494854787687501e-13,6.3012565803518519e-13
1.104333489197349e-09,0.39340776755829576,76.950000000000003,0.0,0.0,0.0,0.99988277287198524,9.4999815065308439,1.3229172678121836e-06,1.3908941171004211e-06,5.4127964334718746e-05,1.5862242504337535e-09,1.5868982197956898e-09,3.6050475293104633e-05,5.7804408420315735e-06,5.5103051567384457e-08,1.996896512383384e-09,3.5692085187294987e-12,1.8283593609869448e-05,2.2030649773873814e-09,3.7454999363340499e-12,3.0049163840764092e-11,4.0398037410496989e-11,1.2491677619542642e-15,2.7958071994855295e-20,3.1308038049616475e-11,2.7957600142595194e-20,0.0,0.0,2.0984304788262421e-07,5.2096611433709315e-13,6.7272008234299249e-13
1.1327342303040243e-09,0.393407765004595,76.950000000000003,0.0,0.0,0.0,0.99987975702277676,9.4999809387686476,1.3569612735459508e-06,1.426687298326482e-06,5.5519818453680312e-05,1.6903537413186191e-09,1.6910720319948118e-09,3.6885201735345954e-05,5.9290494726414964e-06,5.7973469026975829e-08,1.9968906865203279e-09,3.7487858916197366e-12,1.8845947177789573e-05,2.2834641001800482e-09,3.9337616755100333e-12,3.2234324531957192e-11,4.3540480556202879e-11,1.3972759574437606e-15,3.2627159672524261e-20,3.2113095842615211e-11,3.2626593972185045e-20,0.0,0.0,2.1525080856640605e-07,5.3698961784163805e-13,7.1689326972744623e-13
1.1611349714106998e-09,0.39340776245011155,76.950000000000003,0.0,0.0,0.0,0.99987674112064473,9.4999803708287285,1.3910051758692311e-06,1.4624803636361169e-06,5.6911663811496457e-05,1.7982264324455001e-09,1.7989906459132683e-09,3.7719737517767089e-05,6.0776555918235327e-06,6.0916750983397544e-08,1.9968848605465356e-09,3.9324488228635859e-12,1.9408478502459621e-05,2.3643382948724691e-09,4.1262929757158888e-12,3.4521555787115751e-11,4.6841288676432798e-11,1.5585023847315762e-15,3.7920011237496801e-20,3.2918148481750207e-11,3.7919336248426106e-20,0.0,0.0,2.2065853463346841e-07,5.5301818629051196e-13,7.6265481370459412e-13
1.1895357125173752e-09,0.39340775989496346,76.950000000000003,0.0,0.0,0.0,0.99987372516559936,9.499979802737311,1.4250489748022786e-06,1.4982733130510121e-06,5.8303500398859733e-05,1.9098638488197694e-09,1.9106755964787348e-09,3.8554108857650491e-05,6.2262591996046722e-06,6.3932896548947668e-08,1.9968790344581291e-09,4.1201753778841951e-12,1.9971161361363215e-05,2.4456650584108092e-09,4.3230702688254653e-12,3.6913171779168756e-11,5.0304346351808534e-11,1.7336309668898099e-15,4.3899913307668418e-20,3.3723195961683021e-11,4.389911155655604e-20,0.0,0.0,2.2606622604848118e-07,5.6905107250767321e-13,8.1001385240119001e-13
1.2179364536240507e-09,0.393407757339252,76.950000000000003,0.0,0.0,0.0,0.99987070915765086,9.4999792345168554,1.4590926703652178e-06,1.5340661465927148e-06,5.9695328206462059e-05,2.0252864976906067e-09,2.0261474004554478e-09,3.9388338215191262e-05,6.3748602960119149e-06,6.7021904835429905e-08,1.9968732082758098e-09,4.3119437397879037e-12,2.0533973288941918e-05,2.5274230323406833e-09,4.5240701167178143e-12,3.9411487797082084e-11,5.3933538551967724e-11,1.9234704626841343e-15,5.0634597041539671e-20,3.452823827713403e-11,5.0633648819184526e-20,0.0,0.0,2.3147388277524857e-07,5.8508763636730917e-13,8.5897909184168445e-13
1.2463371947307261e-09,0.39340775478306383,76.950000000000003,0.0,0.0,0.0,0.99986769309680923,9.4999786661866139,1.4931362625780727e-06,1.5698588642826579e-06,6.1087147224994165e-05,2.144513920038517e-09,2.1454256079536492e-09,4.0222444831203585e-05,6.5234588810722533e-06,7.0183774954153699e-08,1.9968673819857309e-09,4.5077322087328409e-12,2.1096895038906813e-05,2.6095919335036161e-09,4.7292692105600697e-12,4.2018820117583483e-11,5.7732750588570485e-11,2.128854539109497e-15,5.8196412346548443e-20,3.5333275422687787e-11,5.8195295490563848e-20,0.0,0.0,2.3688150477751406e-07,6.0112732947110736e-13,9.0955882781018573e-13
1.2747379358374016e-09,0.3934077522264731,76.950000000000003,0.0,0.0,0.0,0.99986467698308501,9.499978097763071,1.5271797514607524e-06,1.6056514661421462e-06,6.2478957445144794e-05,2.2675647389916768e-09,2.2685288508665716e-09,4.1056445188529814e-05,6.6720549548126848e-06,7.3418506015934078e-08,1.996861555576583e-09,4.7075192013009249e-12,2.1659910122845073e-05,2.69215249031719e-09,4.938644370094267e-12,4.4737485889463708e-11,6.1705868072417639e-11,2.3506418387954058e-15,6.6662503146757615e-20,3.6138307392975785e-11,6.6661192809672881e-20,0.0,0.0,2.4228909201984135e-07,6.1716968200331062e-13,9.6176096640793128e-13
