Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418)
7.148320845542966e-13,0.31430561001220475,76.950000000000003,0.0,0.0,0.0,0.99962269483432609,9.4999999648313782,1.8605089805404807e-06,2.0592725929601524e-05,2.0571874934261214e-05,2.7088791306738564e-08,2.3978770921691169e-12,0.00012901407630736198,5.8006321136104423e-05,8.0774183157109701e-09,1.5501224547992014e-16,6.8331523646304293e-16,1.2713638476690452e-14,0.00014546086692233956,4.2354624246548223e-10,3.4842305050646904e-17,3.7932568378933679e-18,1.3133618913069319e-20,1.2057669735495432e-21,1.0476748770650645e-10,1.8709218587148484e-09,1.6416996979756039e-11,1.6419181093780606e-11,1.6492717009131311e-15,5.3484232362669927e-16,5.9506294065049611e-14,4.5058445076925507e-11,9.7697864430169808e-15,1.6213261122372065e-15,2.1919713435451056e-27,2.1581937022978595e-16,6.4384891831757719e-17,2.0010795086297401e-27,1.6969905079365222e-06,1.3208866341391865e-21,4.9443120513332918e-22,1.127807246426522e-08,3.2808695609992463e-09,3.8253651117717857e-08,1.1308514185305712e-08,5.0215766403612098e-11,2.0010333756317431e-27,9.444874982198513e-20,7.7729142068367589e-21,6.5662508975835229e-21,9.656506705257167e-25,2.6011493348755769e-17,8.091306827057711e-29,2.2457493178987317e-13,6.9556889188295242e-26,1.6099861725875544e-28,8.6332776527344234e-16,3.4981069517362383e-33,7.1677265382199982e-33,8.490705055122508e-37,1.7006963948625979e-16,2.8946328972348805e-17,1.5672462368985825e-17,1.1228176761858548e-15,8.8646763156232144e-20,1.3215043725265928e-16,1.3749113457053048e-19,2.8949500991032598e-20,1.1721899275107169e-19,3.2860215807424121e-19
7.202961745663585e-13,0.31430561001040475,76.950000000000003,0.0,0.0,0.0,0.99961982154156703,9.4999999643301738,1.8747277335480288e-06,2.0750041387635516e-05,2.0728849924276726e-05,2.7495503170747493e-08,2.4161282417992203e-12,0.00012925297922658759,5.865790632159576e-05,8.171893658205273e-09,1.5733961466905984e-16,7.0020007791570899e-16,1.2960682121235619e-14,0.00014709483969731625,4.3004384598674009e-10,3.5249829612208526e-17,3.837790495604627e-18,1.3497574775687949e-20,1.2367896597153658e-21,1.0684283649903245e-10,1.8994886520883142e-09,1.6795384508415827e-11,1.6797624659549551e-11,1.6905458047147909e-15,5.4960532898152774e-16,6.0415224967997432e-14,4.5749795281886688e-11,9.9337998140588777e-15,1.6520210130658099e-15,2.3117375006703448e-27,2.2168400569422578e-16,6.5859466398331633e-17,2.1104253668991568e-27,1.7160550308466974e-06,1.3569573930764181e-21,5.0789147516369035e-22,1.1469700407448798e-08,3.3362289972707236e-09,3.8531671922525998e-08,1.1500938392884591e-08,5.1518734806542818e-11,2.1103763406015524e-27,9.7352768440043488e-20,8.0270249674309716e-21,6.7893010502038455e-21,1.0063890478335788e-24,2.6595007699539706e-17,8.498788517292264e-29,2.2800535234080259e-13,7.2385649679184218e-26,1.6911446172593288e-28,8.820320158178681e-16,3.7032540280388255e-33,7.5507692337551822e-33,9.0038605214891157e-37,1.7594723843169826e-16,2.9392929680065403e-17,1.62135212545054e-17,1.1487001596726248e-15,9.0823555047631965e-20,1.3417695627816869e-16,1.4100136370758365e-19,2.9833717011919962e-20,1.1989763872068862e-19,3.3427065368225419e-19
7.257602645784204e-13,0.31430561000859353,76.950000000000003,0.0,0.0,0.0,0.9996169483163948,9.4999999638258448,1.8889464448741708e-06,2.0907355708501596e-05,2.0885820893449215e-05,2.7905110999290517e-08,2.4344358655982736e-12,0.00012948758981572571,5.9310686033676542e-05,8.266595947021981e-09,1.5968355581455491e-16,7.1736548442169483e-16,1.3210431218110042e-14,0.00014873180819741045,4.365908798583331e-10,3.5658333043528098e-17,3.8824317395266933e-18,1.3868563038018666e-20,1.2683504271014284e-21,1.089413433113371e-10,1.9282696910912449e-09,1.7179527237787065e-11,1.718182439542391e-11,1.7325071436473837e-15,5.6465049317113774e-16,6.1328601916362595e-14,4.6446400807394292e-11,1.0099191680055007e-14,1.6830295989424786e-15,2.4370660503081549e-27,2.2765788775766255e-16,6.7356102858551602e-17,2.224850264872838e-27,1.7351545603963335e-06,1.3937035369987287e-21,5.2160296213077872e-22,1.1662690858491007e-08,3.391971170672178e-09,3.8807813372615255e-08,1.1694738687486849e-08,5.2843750069598345e-11,2.2247981877790639e-27,1.0032281477105058e-19,8.28738992548627e-21,7.0180660325087169e-21,1.0485055815548652e-24,2.7186890410244917e-17,8.9233672810400699e-29,2.3146154984439537e-13,7.5306522268271292e-26,1.7757128922710866e-28,9.0098705507804991e-16,3.9186987314051302e-33,7.9509668625832199e-33,9.543639204137047e-37,1.8197667124079025e-16,2.9842920269755041e-17,1.6768531820791946e-17,1.1749764687899718e-15,9.3035787135804655e-20,1.3621888427112139e-16,1.4457155086893339e-19,3.0737867203076366e-20,1.2261633917828028e-19,3.3998938988748171e-19
7.312243545904823e-13,0.31430561000677115,76.950000000000003,0.0,0.0,0.0,0.99961407515775846,9.4999999633184,1.9031651145198636e-06,2.106466889555976e-05,2.104278784471419e-05,2.8317611886285355e-08,2.452862641558298e-12,0.00012971798516883421,5.9964638778902403e-05,8.3615217831821398e-09,1.6204405228541448e-16,7.3481383339757708e-16,1.3462892027364231e-14,0.00015037171852503342,4.431873434377393e-10,3.606780061235808e-17,3.9271789542506462e-18,1.4246660086393659e-20,1.3004540513058822e-21,1.1106304925968963e-10,1.9572649268333501e-09,1.7569468163987836e-11,1.7571823306144449e-11,1.7751614028390455e-15,5.799807537462803e-16,6.2246367335229841e-14,4.7148261484774928e-11,1.0265961994494093e-14,1.7143521311108948e-15,2.568169932967198e-27,2.337420916076363e-16,6.8874958145487512e-17,2.344548671651563e-27,1.7542884682308164e-06,1.4311317512132089e-21,5.3556814373333104e-22,1.1857034077255285e-08,3.4480930820323649e-09,3.9082073489568386e-08,1.1889905425787e-08,5.4190968371796585e-11,2.3444933789981024e-27,1.0335986604172204e-19,8.5541125185785523e-21,7.2526444735976797e-21,1.0920353878869908e-24,2.7787192298984446e-17,9.3656168419757525e-29,2.3494351959555011e-13,7.8321762148893518e-26,1.8638056490136943e-28,9.2019408789761718e-16,4.1448707456875166e-33,8.36893906268904e-33,1.0111193587689377e-36,1.881604931430867e-16,3.029630012124457e-17,1.7337727965585747e-17,1.2016495513083503e-15,9.5283744866457168e-20,1.3827622108743999e-16,1.4820221017497867e-19,3.1662242569713795e-20,1.2537537829422291e-19,3.4575839021091735e-19
7.366884446025442e-13,0.3143056100049375,76.950000000000003,0.0,0.0,0.0,0.99961120206462872,9.4999999628078449,1.9173837424860488e-06,2.1221980952398621e-05,2.1199750781003527e-05,2.8733002928890089e-08,2.4711853200274504e-12,0.00012994424082612058,6.0619743497034979e-05,8.4566678246554111e-09,1.6442108747508547e-16,7.5254750286200839e-16,1.3718070775093944e-14,0.00015201451786891633,4.4983323608358285e-10,3.6478218202376769e-17,3.972030551434925e-18,1.4631942498217778e-20,1.3331053090503866e-21,1.1320799460430028e-10,1.9864743104435082e-09,1.7965250272144721e-11,1.7967664385462026e-11,1.8185142659758498e-15,5.9559905130507721e-16,6.3168464219373114e-14,4.7855377147228853e-11,1.0434110711075378e-14,1.7459888635539515e-15,2.7052692584536242e-27,2.3993769262507541e-16,7.0416189105978058e-17,2.4697216054253599e-27,1.7734561386642866e-06,1.4692487223302033e-21,5.4978949812943311e-22,1.2052720315253395e-08,3.5045917309025643e-09,3.9354450798796453e-08,1.2086428955323468e-08,5.5560544649993081e-11,2.4696629248725447e-27,1.0646490709050838e-19,8.8272971623165613e-21,7.4931359788453061e-21,1.1370142584178117e-24,2.8395963983117681e-17,9.8261271449803293e-29,2.384512568992579e-13,8.1433666092678561e-26,1.9555407910742266e-28,9.3965431035563507e-16,4.3822158158511423e-33,8.8053246426349247e-33,1.0707721196403121e-36,1.945012795343766e-16,3.0753068615699139e-17,1.7921345404428807e-17,1.2287223543937365e-15,9.7567713625788726e-20,1.403489665855035e-16,1.5189385564941872e-19,3.2607136280362242e-20,1.281750399254109e-19,3.5157767805514743e-19
7.421525346146061e-13,0.3143056100030928,76.950000000000003,0.0,0.0,0.0,0.99960832903599239,9.4999999622941864,1.9316023287736539e-06,2.1379291882398635e-05,2.1356709705246306e-05,2.915128122680683e-08,2.489344828727464e-12,0.00013016643114151938,6.1275979458563055e-05,8.5520307731069679e-09,1.6681464478769184e-16,7.7056887145137402e-16,1.3975973666478466e-14,0.00015366015424713131,4.5652855715537646e-10,3.6889571639462148e-17,4.016984963512251e-18,1.5024487000224615e-20,1.3663089780596205e-21,1.1537621895183081e-10,2.0158977930656715e-09,1.8366916538745903e-11,1.8369390618490266e-11,1.8625714156092258e-15,6.1150832873027725e-16,6.4094836016005958e-14,4.856774762949693e-11,1.0603637783694564e-14,1.7779400447953883e-15,2.8485900918186513e-27,2.4624576630922953e-16,7.1979952522493145e-17,2.6005755244131617e-27,1.7926569656826608e-06,1.5080611377714576e-21,5.6426950376011992e-22,1.2249739820623489e-08,3.5614641167710293e-09,3.9624944203553778e-08,1.2284299619643507e-08,5.6952632863260927e-11,2.6005132757896423e-27,1.0963892873432985e-19,9.1070490418274245e-21,7.739640921635519e-21,1.1834785235083756e-24,2.9013255922968148e-17,1.0305501247879551e-28,2.41984757068363e-13,8.4644564018161642e-26,2.0510388515275337e-28,9.5936891170864279e-16,4.6311928438379202e-33,9.2607779286007653e-33,1.1334456409060641e-36,2.0100162148388902e-16,3.1213225135325192e-17,1.8519621264801579e-17,1.2561978247382338e-15,9.9887978753352167e-20,1.4243712062560491e-16,1.5564700123930252e-19,3.3572843199414336e-20,1.3101560768268177e-19,3.574472767326888e-19
7.47616624626668e-13,0.31430561000123697,76.950000000000003,0.0,0.0,0.0,0.99960545607085871,9.4999999617774282,1.9458208733835893e-06,2.153660168840521e-05,2.1513664620367664e-05,2.9572443883265831e-08,2.5077563204584877e-12,0.00013038462882924656,6.193332639112099e-05,8.6476073906353953e-09,1.6922470763795711e-16,7.8888031850817415e-16,1.4236606872816184e-14,0.00015530857682410234,4.6327330601385427e-10,3.7301846408807522e-17,4.0620406516402742e-18,1.5424370525792288e-20,1.4000698373515939e-21,1.1756776100557952e-10,2.0455353258646094e-09,1.87745099282979e-11,1.8777044978362693e-11,1.90733853271664e-15,6.2771153205572085e-16,6.5025426800523745e-14,4.9285372768351905e-11,1.0774543166519122e-14,1.8102059158259889e-15,2.9983666475655084e-27,2.5266738831809727e-16,7.3566405087392771e-17,2.7373243314111717e-27,1.8118903566405951e-06,1.5475756860502306e-21,5.7901063944644424e-22,1.2448082837331581e-08,3.6187072391881031e-09,3.9893553128254016e-08,1.248350775726554e-08,5.836738561432009e-11,2.7372583263576491e-27,1.1288293008168418e-19,9.3934744095758943e-21,7.9922607406934141e-21,1.2314652621450485e-24,2.9639118361168442e-17,1.0804360458390806e-28,2.4554401542658977e-13,8.7956831898183472e-26,2.1504240231091185e-28,9.7933907176109886e-16,4.8922790727424547e-33,9.735974885599202e-33,1.1992685125100054e-36,2.0766413177073931e-16,3.1676769063771749e-17,1.9132794629766815e-17,1.2840789083768715e-15,1.0224482552402126e-19,1.4454068307068917e-16,1.5946216078527024e-19,3.4559660542733596e-20,1.3389736483564007e-19,3.6336720943157714e-19
7.530807146387299e-13,0.3143056099993701,76.950000000000003,0.0,0.0,0.0,0.99960258316825312,9.4999999612575756,1.9600393763167526e-06,2.1693910373875277e-05,2.1670615529289733e-05,2.9996488004210842e-08,2.526178277226312e-12,0.00013059890539528438,6.2591764359193043e-05,8.7433944842152078e-09,1.7165125947021821e-16,8.0748422400424927e-16,1.4499976543447078e-14,0.00015695973560894756,4.7006748202066105e-10,3.7715029076625677e-17,4.1071960983058388e-18,1.5831670166018222e-20,1.4343926670511731e-21,1.1978265880320067e-10,2.075386860021052e-09,1.9188073396077396e-11,1.919067042898405e-11,1.9528212970612665e-15,6.4421160957079397e-16,6.5960181138436092e-14,5.0008252402140423e-11,1.0946826813965714e-14,1.8427867122155394e-15,3.1548397865407016e-27,2.592036343799883e-16,7.5175703427706494e-17,2.8801880008188326e-27,1.8311557287434504e-06,1.5877990561919777e-21,5.940153841816807e-22,1.2647739611043055e-08,3.6763180992002931e-09,4.0160277370517995e-08,1.2684043707746318e-08,5.980495445960933e-11,2.8801180424926939e-27,1.1619791662248788e-19,9.6866803415526129e-21,8.2510976966092686e-21,1.2810121429632044e-24,3.0273601373866713e-17,1.1323340744169921e-28,2.4912902730591587e-13,9.1372881946586317e-26,2.2538234391050921e-28,9.9956596314181716e-16,5.1659667698665961e-33,1.0231608907705314e-32,1.2683735467455511e-36,2.1449143961207454e-16,3.2143699785782266e-17,1.9761106061654557e-17,1.3123685508404332e-15,1.0463853916304189e-19,1.4665965378571673e-16,1.6333984804507803e-19,3.5567887330573877e-20,1.3682059439153841e-19,3.6933749924831048e-19
7.585448046507918e-13,0.3143056099974922,76.950000000000003,0.0,0.0,0.0,0.99959971032721517,9.4999999607346428,1.9742578375740314e-06,2.1851217942197409e-05,2.1827562434932113e-05,3.0423410697886286e-08,2.5443990979549537e-12,0.00013080933131680295,6.3251273714091128e-05,8.8393888990004172e-09,1.7409428374106302e-16,8.2638296846547995e-16,1.4766088809898365e-14,0.0001586135813300428,4.7691108453821922e-10,3.812910631485942e-17,4.1524498041483334e-18,1.6246463145865878e-20,1.4692822482170106e-21,1.2202094981555129e-10,2.1054523467292885e-09,1.9607649889536596e-11,1.9610309926435489e-11,1.999025387377077e-15,6.6101151149164741e-16,6.6899044009913614e-14,5.0736386370558625e-11,1.1120488680657802e-14,1.8756826649049467e-15,3.3182560538637143e-27,2.6585558028736571e-16,7.6808004115309812e-17,3.0293916996724998e-27,1.8504525075844814e-06,1.6287379376851142e-21,6.0928621711564685e-22,1.2848700388429993e-08,3.7342936989943145e-09,4.0425117046749833e-08,1.2885897811089192e-08,6.126549006897874e-11,3.0293175824986861e-27,1.1958489925695759e-19,9.9867746117943115e-21,8.5162547466170501e-21,1.3321573335120162e-24,3.0916754895989137e-17,1.1863090458861038e-28,2.5273978804532616e-13,9.4895157043763357e-26,2.3613667171918501e-28,1.020050752388428e-15,5.4527608806929236e-33,1.0748388174818371e-32,1.3408971313508716e-36,2.2148618818122056e-16,3.2614016687029304e-17,2.0404797378829278e-17,1.3410696972320896e-15,1.0706940485357333e-19,1.4879403263735933e-16,1.6728057670632111e-19,3.6597824113362105e-20,1.3978557913518599e-19,3.7535816920134535e-19
7.640088946628536e-13,0.31430560999560303,76.950000000000003,0.0,0.0,0.0,0.99959683754680329,9.4999999602086262,1.9884762571562965e-06,2.2008524396261576e-05,2.1984505340210966e-05,3.0853209075619365e-08,2.5626551041111502e-12,0.00013101597571801304,6.3911835184325783e-05,8.93558753052367e-09,1.7655376391499996e-16,8.4557893315606102e-16,1.5034949779913792e-14,0.00016027006566163806,4.8380411292997716e-10,3.8544064399799496e-17,4.1978002937542968e-18,1.6668826869053456e-20,1.5047433631922401e-21,1.2428267076811264e-10,2.1357317372017145e-09,2.0033282345635802e-11,2.0036006416307389e-11,2.0459564810171822e-15,6.7811419053551578e-16,6.784196095364296e-14,5.1469774515081745e-11,1.1295528721512231e-14,1.9088939988103396e-15,3.4888697204797321e-27,2.7262430189394148e-16,7.8463463649423984e-17,3.1851676527842237e-27,1.8697801297875493e-06,1.6703990204822037e-21,6.2482561755062397e-22,1.3050955419849863e-08,3.792631042973833e-09,4.0688072687227704e-08,1.3089060410231534e-08,6.2749141923178443e-11,3.1850891621104396e-27,1.2304489613721448e-19,1.0293865930994968e-20,8.7878357826890098e-21,1.3849396768098035e-24,3.1568628673702669e-17,1.2424274868990665e-28,2.5637629299313948e-13,9.8526141572742238e-26,2.4731868678425828e-28,1.040794597922995e-15,5.7531838104182874e-33,1.1287041042094411e-32,1.4169805727998694e-36,2.2865103922277089e-16,3.3087719154423006e-17,2.1064112070316302e-17,1.3701852920825643e-15,1.0953770772243782e-19,1.5094381949457043e-16,1.7128486036211734e-19,3.7649773489851952e-20,1.4279260155337014e-19,3.814292422064671e-19
7.694729846749155e-13,0.314305609993703,76.950000000000003,0.0,0.0,0.0,0.99959396482609186,9.4999999596795366,2.0026946350644071e-06,2.2165829739039008e-05,2.2141444248039323e-05,3.1285880251601894e-08,2.581054778610469e-12,0.00013121890648347382,6.4573429844016439e-05,9.0319873205930471e-09,1.7902968347595508e-16,8.650745000529903e-16,1.5306565540550975e-14,0.00016192914114464212,4.9074656656032701e-10,3.895988999935201e-17,4.2432461137065093e-18,1.7098838905050126e-20,1.5407807955492904e-21,1.2656785770341499e-10,2.1662249826675423e-09,2.046501369158089e-11,2.0467802834436656e-11,2.0936202540503888e-15,6.955226016888257e-16,6.8788878028948484e-14,5.2208416678837748e-11,1.1471946891728885e-14,1.9424209333695858e-15,3.6669424085648148e-27,2.7951087509365393e-16,8.0142238463288107e-17,3.3477548005491846e-27,1.8891380420832915e-06,1.7127889948616337e-21,6.4063606489187909e-22,1.3254494960657445e-08,3.85132713806621e-09,4.0949145197772063e-08,1.3293521852409544e-08,6.4256058397539428e-11,3.3476717123174183e-27,1.265789321556989e-19,1.0608063881142495e-20,9.0659455662678632e-21,1.4393986484294803e-24,3.2229272278112863e-17,1.3007575182521028e-28,2.6003853750630835e-13,1.0226835877099854e-25,2.5894200997418545e-28,1.0617986506588516e-15,6.0677745289520006e-33,1.1848314947779338e-32,1.4967698558871465e-36,2.3598867164667428e-16,3.356480657601826e-17,2.173929516881518e-17,1.3997182793910332e-15,1.12043732844148e-19,1.5310901422841556e-16,1.7535321251750255e-19,3.8724039960691859e-20,1.4584194385598274e-19,3.8755074108527905e-19
7.749370746869774e-13,0.31430560999179197,76.950000000000003,0.0,0.0,0.0,0.99959109216417341,9.4999999591473774,2.0169129712992079e-06,2.2323133973760318e-05,2.2298379161326914e-05,3.1721421343003817e-08,2.5993995550920545e-12,0.00013141819023330131,6.523603911980311e-05,9.1285852583802275e-09,1.8152202593156988e-16,8.8487205188903467e-16,1.5580942158182262e-14,0.00016359076120395496,4.9773844479462737e-10,3.9376570406557044e-17,4.2887858331007242e-18,1.7536576995122802e-20,1.577399330178279e-21,1.288765459673805e-10,2.1969320343734221e-09,2.0902886844429269e-11,2.0905742106512726e-11,2.1420223812086529e-15,7.1323970222109456e-16,6.9739741838652067e-14,5.2952312706655659e-11,1.164974314681556e-14,1.9762636824913506e-15,3.8527435432536787e-27,2.8651637579915044e-16,8.1844484923074274e-17,3.5173992117202814e-27,1.9085257015111954e-06,1.755914551294457e-21,6.5672003859816579e-22,1.3459309273580291e-08,3.9103789944643394e-09,4.1208335862102681e-08,1.3499272491505505e-08,6.5786386717535813e-11,3.5173112921140354e-27,1.3018803921481057e-19,1.0929478951362542e-20,9.350689763992191e-21,1.4955743884168309e-24,3.2898735098793219e-17,1.3613689496735651e-28,2.6372651695070742e-13,1.0612437267533965e-25,2.7102060103570545e-28,1.0830640537480175e-15,6.397089705716438e-33,1.2432977571324849e-32,1.5804159664929866e-36,2.4350178208125117e-16,3.4045278341053009e-17,2.2430593299714984e-17,1.4296716026045715e-15,1.1458776523888875e-19,1.5528961671214539e-16,1.7948614658553917e-19,3.9820930001817712e-20,1.4893388796508573e-19,3.9372268856314532e-19
7.804011646990393e-13,0.31430560998986984,76.950000000000003,0.0,0.0,0.0,0.99958821956015298,9.4999999586121593,2.0311312658615339e-06,2.2480437103455259e-05,2.2455310082980978e-05,3.2159829469269243e-08,2.6176557612286254e-12,0.00013161389263569964,6.5899644703714324e-05,9.2253783688051213e-09,1.8403077479863688e-16,9.049739719981591e-16,1.5858085684548107e-14,0.00016525487992997216,5.0477974699896921e-10,3.9794092823696449e-17,4.3344180380274732e-18,1.7982119011461444e-20,1.6146037530030694e-21,1.3120877038150439e-10,2.2278528435793124e-09,2.1346944713485024e-11,2.1349867150472354e-11,2.1911685362022263e-15,7.3126845110288871e-16,7.0694499401678157e-14,5.3701462444663963e-11,1.1828917442522463e-14,2.0104224559543698e-15,4.0465486512698455e-27,2.9364187992456466e-16,8.3570359344948447e-17,3.6943525291317643e-27,1.9279425728715355e-06,1.7997823803179429e-21,6.7308001813940453e-22,1.366538862817922e-08,3.9697836252092844e-09,4.1465646245528e-08,1.3706302687679908e-08,6.7340273230405259e-11,3.6942595343001192e-27,1.3387325457108719e-19,1.1258222324207098e-20,9.6421747344128875e-21,1.5535075480867313e-24,3.3577066386969869e-17,1.4243328986069957e-28,2.6744022669899394e-13,1.1009677870615441e-25,2.835686821272092e-28,1.1045919444415383e-15,6.7416998006469642e-33,1.3041812319149052e-32,1.6680737966936067e-36,2.5119308061191658e-16,3.4529133839664438e-17,2.3138254297642665e-17,1.4600482047489735e-15,1.1717008988539209e-19,1.5748562682067294e-16,1.8368417590884848e-19,4.0940751596329623e-20,1.5206871558298246e-19,3.9994510729284424e-19
