Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418)
6.492921387618494e-13,0.31430561003291385,76.950000000000003,0.0,0.0,0.0,0.99965716470284804,9.499999970597429,1.6899565096427172e-06,1.870568930061865e-05,1.8688697610317743e-05,2.2437170140597982e-08,2.1780744268221763e-12,0.00012578402392015412,5.0292223626940518e-05,6.9632110657339202e-09,1.2839380097976922e-16,5.0178896983932343e-16,9.9589578613477728e-15,0.00012611632913114252,3.4946215375004793e-10,3.0036112481526388e-17,3.2680958571572065e-18,9.2886081137440444e-21,8.7385974036927982e-22,8.1663129308010016e-11,1.5449873352964008e-09,1.2311242012572915e-11,1.2312826395665765e-11,1.2056925324129068e-15,3.7869056042660858e-16,4.8972056003030647e-14,3.7175557312872241e-11,7.9099483151378505e-15,1.2774931579285927e-15,1.1195340228930028e-27,1.5359841470854002e-16,4.8360054618223987e-17,1.0219806906331852e-27,1.4712903897287799e-06,9.3843661436107276e-22,3.5165792503589324e-22,9.0892653205058187e-09,2.6477655180626455e-09,3.4773790563851235e-08,9.1111782613507322e-09,3.6247030804433691e-11,1.0219592928334581e-27,6.4415561900752849e-20,5.1759066666966563e-21,4.301516403581638e-21,5.7242659164563806e-25,1.9645891272977878e-17,4.3458789388093541e-29,1.8543878348242811e-13,4.2033734943468109e-26,8.6424836047165159e-29,6.5807267417314565e-16,1.7014769928160955e-33,3.7064035180360419e-33,4.0408150903409444e-37,1.1049820921274382e-16,2.3853913732705291e-17,1.0187114695245194e-17,8.4198564990699132e-16,6.5194995801177411e-20,1.0904394230834415e-16,9.9872810516810234e-20,1.9793948965722218e-20,8.810742074437647e-20,2.645171519891937e-19
6.53297195813875e-13,0.3143056100316955,76.950000000000003,0.0,0.0,0.0,0.99965505797529242,9.4999999702582052,1.7003789115141006e-06,1.8821008372518629e-05,1.8803792720123447e-05,2.2709366398204031e-08,2.1915189838658165e-12,0.00012600218884469761,5.0757836948101083e-05,7.0302291544414249e-09,1.2995141692951272e-16,5.1180959885411978e-16,1.0116359002200754e-14,0.00012728394045929668,3.5378529522082735e-10,3.0325198568628015e-17,3.2996805143990343e-18,9.4972732067286858e-21,8.9209365499136552e-22,8.2981065174115375e-11,1.564018729205136e-09,1.2539940747118441e-11,1.2541558089130413e-11,1.2301682407306688e-15,3.871737712321609e-16,4.9595266509302382e-14,3.7635573250911457e-11,8.017909358657221e-15,1.2972204507642639e-15,1.1686869184649466e-27,1.5698854828787604e-16,4.9253939548008954e-17,1.0668541426866589e-27,1.484913151767336e-06,9.5926126256538921e-22,3.5943514268072872e-22,9.2170482227151551e-09,2.6847663783716255e-09,3.4994030630973992e-08,9.2394299288548678e-09,3.701549695287047e-11,1.0668316673832262e-27,6.6012349369417513e-20,5.3123654163126839e-21,4.4197231097389753e-21,5.9192657050362567e-25,2.0002215821252471e-17,4.5223583853026338e-29,1.8772377981312668e-13,4.3410154875780751e-26,8.9937480660705289e-29,6.6962548940850669e-16,1.7818287547823576e-33,3.8665066383655625e-33,4.2376482810666776e-37,1.1360069402475038e-16,2.4151090668549701e-17,1.0472868756537962e-17,8.5762806623596158e-16,6.649215075581312e-20,1.1039234599949983e-16,1.0194273851596833e-19,2.0281303510265643e-20,8.9731390995487921e-20,2.6822681386404658e-19
6.573022528659007e-13,0.31430561003047086,76.950000000000003,0.0,0.0,0.0,0.99965295129185505,9.4999999699172548,1.7108012909848721e-06,1.8936326808580292e-05,1.8918885650225708e-05,2.2983137801455248e-08,2.2049684315080135e-12,0.00012621747477222054,5.1224251762266358e-05,7.0973939129145025e-09,1.3151804654165861e-16,5.2196532420643998e-16,1.0275170910815942e-14,0.00012845356179339647,3.5813499775121415e-10,3.061491732149761e-17,3.3313347319112971e-18,9.7092208467149388e-21,9.1058523718513519e-22,8.4311136142802019e-11,1.583165550804812e-09,1.2771447832479359e-11,1.277309859749895e-11,1.2549756634689826e-15,3.9578935610997506e-16,5.0221265998514132e-14,3.8098413830402712e-11,8.1266113167536278e-15,1.3171142343999765e-15,1.2196769690584613e-27,1.6043030490855706e-16,5.0158639869864559e-17,1.1134049802162281e-27,1.4985593910712534e-06,9.8040480776734089e-22,3.6733103557904882e-22,9.3456264979979415e-09,2.7219924315005845e-09,3.5213296164135458e-08,9.3684835971928222e-09,3.7794731567473808e-11,1.1133813802463281e-27,6.7638467288085516e-20,5.4515405015665235e-21,4.5403879858797906e-21,6.1196062527631551e-25,2.0362693709157921e-17,4.704822339903269e-29,1.9002265637675569e-13,4.4822747188522515e-26,9.3569384915953142e-29,6.8130475812461146e-16,1.865434953706637e-33,4.0324201884441669e-33,4.4427298096922978e-37,1.1676872119893408e-16,2.4450092979307307e-17,1.0764649988399125e-17,8.7346262552722396e-16,6.7806463452515243e-20,1.1174902930586099e-16,1.040414888915417e-19,2.0777534831969656e-20,9.1374996622683664e-20,2.7196330778401543e-19
6.613073099179264e-13,0.3143056100292402,76.950000000000003,0.0,0.0,0.0,0.99965084465201981,9.4999999695745849,1.7212236480554878e-06,1.9051644610453084e-05,1.9033976401796339e-05,2.3258483191927985e-08,2.2183927059342205e-12,0.00012642991957301849,5.1691457511383437e-05,7.1647037328752767e-09,1.3309368318755666e-16,5.3225707973080203e-16,1.0435396236049891e-14,0.00012962516665776037,3.6251126108279669e-10,3.0905261823716155e-17,3.3630577453130338e-18,9.9244802619013166e-21,9.2933636328293995e-22,8.5653362543528346e-11,1.602427780758645e-09,1.3005780247757719e-11,1.3007464903259396e-11,1.2801170455849022e-15,4.0453845608137728e-16,5.0850029505297981e-14,3.8564078976546343e-11,8.236054171130105e-15,1.3371746490464618e-15,1.2725611570776223e-27,1.6392410631537392e-16,5.1074217812793809e-17,1.161685237990467e-27,1.5122287989573526e-06,1.0018698717735052e-21,3.7534657554315876e-22,9.4749964253825178e-09,2.7594425251344571e-09,3.5431583780606816e-08,9.4983355868449657e-09,3.8584801426201589e-11,1.1616604644274012e-27,6.9294267600690795e-20,5.593468457846845e-21,4.6635456806858623e-21,6.3253984456890789e-25,2.072734582887182e-17,4.8934342812199012e-29,1.9233541127522871e-13,4.6272230841873362e-26,9.7323812481047589e-29,6.9311099398908269e-16,1.9524060516531913e-33,4.2043155344030331e-33,4.6563505448150019e-37,1.2000320639334593e-16,2.4750920414757786e-17,1.1062542314788554e-17,8.8949049123504112e-16,6.9138046558014374e-20,1.1311399215970522e-16,1.0616926449841143e-19,2.1282748115097393e-20,9.3038350888708775e-20,2.7572664361005917e-19
6.653123669699521e-13,0.31430561002800333,76.950000000000003,0.0,0.0,0.0,0.99964873805527665,9.4999999692302008,1.7316459827264021e-06,1.9166961779694659e-05,1.9149064976006383e-05,2.3535401411874721e-08,2.231839493456667e-12,0.00012663956072292369,5.2159443747373909e-05,7.2321570200039762e-09,1.3467832024147827e-16,5.426857993718564e-16,1.0597037616288247e-14,0.00013079872885248201,3.6691408495744055e-10,3.1196225161910794e-17,3.3948487968614319e-18,1.0143080722754405e-20,9.4834890980022403e-22,8.7007764488428471e-11,1.6218053997339396e-09,1.3242954969778779e-11,1.324467398662357e-11,1.3055946317409408e-15,4.1342221303617926e-16,5.1481532166605272e-14,3.9032568614956604e-11,8.3462379034426025e-15,1.3574018328652071e-15,1.3273976016092407e-27,1.6747037436780142e-16,5.2000735582649304e-17,1.2117479890069664e-27,1.5259210699587246e-06,1.0236590771321943e-21,3.8348273465353902e-22,9.6051542750721878e-09,2.7971155045965998e-09,3.5648890240747438e-08,9.6289822093093345e-09,3.9385773057476957e-11,1.2117219911156806e-27,7.0980103836230923e-20,5.7381860218049761e-21,4.7892310438009715e-21,6.5367544221083179e-25,2.1096193029676835e-17,5.0883604130188671e-29,1.9466204261270332e-13,4.7759332543670041e-26,1.0120408159261236e-28,7.0504470872783326e-16,2.0428549560892359e-33,4.3823671479721476e-33,4.8788080342246678e-37,1.2330506976284884e-16,2.5053572724978365e-17,1.1366630066661153e-17,9.0571282668614933e-16,7.0487012726483692e-20,1.1448723449385495e-16,1.0832626817343743e-19,2.1797049000086046e-20,9.4721566990788973e-20,2.7951683117023577e-19
6.693174240219778e-13,0.3143056100267602,76.950000000000003,0.0,0.0,0.0,0.99964663150112032,9.4999999688841008,1.7420682949980636e-06,1.9282278317967833e-05,1.9264151374025985e-05,2.3813891304343046e-08,2.2452348346737764e-12,0.00012684643523554906,5.2628200151023852e-05,7.2997521963462626e-09,1.3627195108387631e-16,5.5325241719752965e-16,1.0760097677545536e-14,0.00013197422250079948,3.7134346911733571e-10,3.1487800592373683e-17,3.4267071365918552e-18,1.0365051549400178e-20,9.6762475347326417e-22,8.8374361834982843e-11,1.6412983884028029e-09,1.3482988972689887e-11,1.3484742825126031e-11,1.3314106662530907e-15,4.2244176988000084e-16,5.2115749240108388e-14,3.9503882671728319e-11,8.4571624952937559e-15,1.3777959216204928e-15,1.3842457693008689e-27,1.7106953105841677e-16,5.2938255358270409e-17,1.2636475371060862e-27,1.5396359023771777e-06,1.0457750472528365e-21,3.9174048530194987e-22,9.7360963070610201e-09,2.8350102124831325e-09,3.5865212472284606e-08,9.760419765689588e-09,4.0197712696034188e-11,1.2636202622904818e-27,7.2696331387816423e-20,5.885730166847719e-21,4.9174791612649413e-21,6.7537877966478934e-25,2.1469256110434774e-17,5.2897701592148843e-29,1.9700254849597226e-13,4.9284788134830692e-26,1.0521357496933331e-28,7.1710641178598847e-16,2.1368974710813402e-33,4.566753192989593e-33,5.1104077815566369e-37,1.2667523674375205e-16,2.535804966039576e-17,1.1676998052945675e-17,9.2213079505734695e-16,7.1853474597332292e-20,1.1586875624177223e-16,1.1051270273223846e-19,2.2320543663723248e-20,9.6424758049101466e-20,2.8333388025409216e-19
6.733224810740035e-13,0.314305610025511,76.950000000000003,0.0,0.0,0.0,0.99964452498905443,9.4999999685362919,1.7524905848709141e-06,1.9397594226697495e-05,1.9379235597024205e-05,2.4093951713311225e-08,2.2587234225569082e-12,0.00012705057958365724,5.3097716553905814e-05,7.3674877030970062e-09,1.3787456909747785e-16,5.6395786740405448e-16,1.0924579030899073e-14,0.0001331516221040674,3.7579941330505167e-10,3.1779981268163762e-17,3.4586320236399269e-18,1.0590422120100565e-20,9.871657712991622e-22,8.9753174142697855e-11,1.6609067274429491e-09,1.3725899227503993e-11,1.3727688393167743e-11,1.3575673930318174e-15,4.3159827070712773e-16,5.2752656124644741e-14,3.9978021073504712e-11,8.5688279282226234e-15,1.3983570482710301e-15,1.4431667053925719e-27,1.7472199853555935e-16,5.388683928697002e-17,1.3174396279949376e-27,1.5533729989243562e-06,1.0682204065525797e-21,4.0012080024442479e-22,9.8678187693974205e-09,2.8731254881991066e-09,3.6080547598784692e-08,9.8926445449270664e-09,4.1020686232954416e-11,1.3174110217360344e-27,7.4443307830432646e-20,6.0361381435054039e-21,5.0483253958180103e-21,6.9766139126908167e-25,2.184655581100005e-17,5.4978367168583931e-29,1.9935692703491271e-13,5.0849344150705357e-26,1.0935575088607083e-28,7.2929660993962143e-16,2.2346527976213976e-33,4.7576561895586879e-33,5.3514646827118102e-37,1.3011463895224176e-16,2.5664350971845691e-17,1.1993731641845588e-17,9.3874555934994443e-16,7.3237544792689697e-20,1.1725855733766815e-16,1.1272877096559281e-19,2.28533389105368e-20,9.8148037093643644e-20,2.8717780060602274e-19
6.773275381260292e-13,0.3143056100242557,76.950000000000003,0.0,0.0,0.0,0.99964241851858859,9.4999999681867742,1.7629128523453903e-06,1.9512909507696111e-05,1.9494317646169083e-05,2.4375581483676322e-08,2.2720435240422897e-12,0.00012725202971248021,5.3567982934665319e-05,7.4353620001693856e-09,1.3948616767605194e-16,5.7480308431281412e-16,1.1090484272918231e-14,0.00013433090253244469,3.8028191726352764e-10,3.2072760775944151e-17,3.4906227260392858e-18,1.0819221870256724e-20,1.0069738405318359e-21,9.1144220680444072e-11,1.6806303975376179e-09,1.3971702702138044e-11,1.3973527662054407e-11,1.384067055586506e-15,4.4089286076351577e-16,5.3392228360353154e-14,4.0454983747467622e-11,8.6812341837166244e-15,1.4190853430568912e-15,1.5042230395589022e-27,1.7842819909420792e-16,5.4846549485384325e-17,1.3731814545958009e-27,1.5671320666131274e-06,1.090997780398337e-21,4.0862465258008053e-22,1.0000317899015934e-08,2.9114601682004433e-09,3.6294892933612672e-08,1.0025652824634602e-08,4.1854759218852387e-11,1.3731514603892008e-27,7.6221392893410021e-20,6.1894474761415219e-21,5.1818053836152884e-21,7.2053498335225782e-25,2.2228112813048598e-17,5.7127370608232999e-29,2.0172517634243427e-13,5.245375776268774e-26,1.1363414327358251e-28,7.4161580733940781e-16,2.3362435594938031e-33,4.9552630281582764e-33,5.6023031106581511e-37,1.3362421408226601e-16,2.5972476410566059e-17,1.2316916751467198e-17,9.5555828239211618e-16,7.4639335917637119e-20,1.1865663771648991e-16,1.1497467563950301e-19,2.3395542164421275e-20,9.9891517065387329e-20,2.9104860192678426e-19
6.813325951780549e-13,0.3143056100229943,76.950000000000003,0.0,0.0,0.0,0.99964031208924065,9.4999999678355511,1.7733350974219242e-06,1.9628224162174045e-05,1.9609397522627651e-05,2.4658779461221052e-08,2.2855177456601542e-12,0.00012745082107227471,5.4038989409944626e-05,7.5033735651263659e-09,1.4110674020991701e-16,5.8578900238636388e-16,1.1257815987417861e-14,0.00013551203900213517,3.8479098073605549e-10,3.2366132257895854e-17,3.5226785202157265e-18,1.1051480289804021e-20,1.0270508386746699e-21,9.2547520444392996e-11,1.7004693793753775e-09,1.4220416361521922e-11,1.4222277600105333e-11,1.4109118970384711e-15,4.5032668635930523e-16,5.4034441627650912e-14,4.0934770621332505e-11,8.7943812432373208e-15,1.4399809337053314e-15,1.567478986679574e-27,1.8218855515569908e-16,5.581744804146359e-17,1.4309316577707099e-27,1.5809128164921137e-06,1.1141097949777751e-21,4.172530157039848e-22,1.0133589923564703e-08,2.9500130865228166e-09,3.6508245965633568e-08,1.0159440872930084e-08,4.2699996873683339e-11,1.4309002170632364e-27,7.8030948382943257e-20,6.3456959535381622e-21,5.3179550248228143e-21,7.4401143074652616e-25,2.2613947742345136e-17,5.9346519165964515e-29,2.0410729453434537e-13,5.4098796555121886e-26,1.180523611855061e-28,7.5406450562582963e-16,2.4417958226766855e-33,5.1597649208197649e-33,5.8632569219762447e-37,1.3720490563680998e-16,2.628242572817913e-17,1.2646639825232967e-17,9.7257012684541281e-16,7.6058960560848135e-20,1.2006299731388843e-16,1.1725061949555928e-19,2.3947261445423787e-20,1.0165531081951403e-19,2.9494629387706709e-19
6.853376522300806e-13,0.3143056100217267,76.950000000000003,0.0,0.0,0.0,0.9996382057005313,9.4999999674826245,1.7837573201009436e-06,1.9743538191923089e-05,1.9724475227566252e-05,2.4943544492325994e-08,2.2988753952125607e-12,0.00012764698878272478,5.4510726188548088e-05,7.5715208873409911e-09,1.4273628010166978e-16,5.9691655618573197e-16,1.1426576749884685e-14,0.00013669500696045065,3.8932660346616086e-10,3.2660089449389491e-17,3.5547986882090915e-18,1.1287226905361915e-20,1.0473986434032761e-21,9.3963092248592285e-11,1.7204236536483881e-09,1.4472057168568304e-11,1.4473955173623079e-11,1.4381041602467116e-15,4.5990089451106833e-16,5.4679271702608298e-14,4.1417381623176119e-11,8.9082690882342509e-15,1.4610439462750637e-15,1.632999851031595e-27,1.8600348922280923e-16,5.6799597024087283e-17,1.490749873449669e-27,1.5947149623052381e-06,1.1375590770082249e-21,4.2600686320204266e-22,1.0267631064790802e-08,2.9887830756769566e-09,3.6720604300239789e-08,1.0294004951889178e-08,4.355646419361616e-11,1.4907169255957004e-27,7.9872337507319375e-20,6.5049215431062734e-21,5.4568103979557615e-21,7.6810272278454247e-25,2.300408118695904e-17,6.1637645723382247e-29,2.0650327972840349e-13,5.5785235186051181e-26,1.226140650080334e-28,7.6664320475041209e-16,2.5514380180372423e-33,5.3713560391458601e-33,6.1346664990043507e-37,1.408576610264569e-16,2.6594198676565675e-17,1.2982987659857107e-17,9.897822552589764e-16,7.7496531299927199e-20,1.2147763606598726e-16,1.1955680525874942e-19,2.4508605175789003e-20,1.0343953115329853e-19,2.9887088609097947e-19
6.893427092821063e-13,0.314305610020453,76.950000000000003,0.0,0.0,0.0,0.99963609935198872,9.499999967127998,1.7941795203828711e-06,1.9858851598063526e-05,1.9839550762150212e-05,2.5229875424282649e-08,2.3124992252232605e-12,0.00012784056746243389,5.4983183618978805e-05,7.6398024741043143e-09,1.4437478074898866e-16,6.0818668041919037e-16,1.1596769123180342e-14,0.00013787978220501597,3.938887851977281e-10,3.295462554107886e-17,3.5869825205758824e-18,1.152649129936024e-20,1.0680191326591963e-21,9.5390954631027152e-11,1.7404932010542802e-09,1.4726642083115648e-11,1.4728577345836637e-11,1.4656460876703072e-15,4.696166333031058e-16,5.5326694507663084e-14,4.1902816681622379e-11,9.022897700142004e-15,1.4822745043023489e-15,1.7008526117247153e-27,1.8987342391963543e-16,5.7793058473316247e-17,1.5526972673775993e-27,1.6085382218819415e-06,1.1613482539965656e-21,4.3488716894451789e-22,1.0402437535714175e-08,3.027768965928234e-09,3.6931965718962394e-08,1.0429341314645112e-08,4.442422583346881e-11,1.5526627495717985e-27,8.1745925611315983e-20,6.667162484539534e-21,5.5984078533817442e-21,7.9282102384338309e-25,2.3398533677560275e-17,6.4002622451722049e-29,2.0891313004533256e-13,5.7513859125995908e-26,1.2732299383074586e-28,7.7935240209539225e-16,2.665302212827252e-33,5.5902351080920321e-33,6.4168822893333893e-37,1.4458343360513057e-16,2.6907795007999776e-17,1.3326047589341877e-17,1.0071958300107232e-15,7.8952160695618172e-20,1.2290055390963028e-16,1.2189343562868488e-19,2.5079682390415341e-20,1.0524429077578665e-19,3.0282238816242384e-19
6.93347766334132e-13,0.31430561001917323,76.950000000000003,0.0,0.0,0.0,0.99963399304314882,9.499999966771675,1.8046016982681239e-06,1.9974164382818906e-05,1.9954624127543747e-05,2.5517771105342805e-08,2.3256498839986231e-12,0.00012803159120745286,5.5456352195425126e-05,7.7082168514289106e-09,1.4602223557300329e-16,6.19600309947445e-16,1.1768395657005992e-14,0.00013906634089878023,3.9847752567501246e-10,3.3249734909464372e-17,3.6192293167712523e-18,1.1769303112861833e-20,1.088914184668187e-21,9.6831125841790974e-11,1.7606780022964396e-09,1.4984188061760407e-11,1.4986161076733699e-11,1.4935399213462395e-15,4.7947505192640174e-16,5.5976686120968843e-14,4.2391075725866932e-11,9.1382670603872051e-15,1.5036727287079416e-15,1.7711060396896978e-27,1.9379878199210866e-16,5.8797894399247241e-17,1.6168366419851375e-27,1.6223823173122441e-06,1.1854799542437027e-21,4.4389490708739039e-22,1.0538005540732587e-08,3.066969585345967e-09,3.7142328185934334e-08,1.0565446205481409e-08,4.5303346087380472e-11,1.6168004891900223e-27,8.3652080292100169e-20,6.8324573047754112e-21,5.7427840282535485e-21,8.181786840519158e-25,2.379732568438969e-17,6.6443363448957923e-29,2.1133684360897053e-13,5.9285465316062668e-26,1.321829707350567e-28,7.9219259234355773e-16,2.7835243765856738e-33,5.8166057264958234e-33,6.7102655689794038e-37,1.4838318296929764e-16,2.722321447516858e-17,1.367590751190209e-17,1.0248120132981853e-15,8.0425961290902473e-20,1.2433175078241662e-16,1.2426071327804433e-19,2.5660602769648948e-20,1.070697023030271e-19,3.0680080964361075e-19
6.973528233861577e-13,0.3143056100178874,76.950000000000003,0.0,0.0,0.0,0.99963188677355408,9.4999999664136574,1.8150238537571128e-06,2.0089476546792465e-05,2.0069695324909924e-05,2.5807230384802784e-08,2.3391881474366416e-12,0.00012822009355548409,5.59302225677402e-05,7.7767625653958796e-09,1.4767863797469807e-16,6.3115837979291285e-16,1.1941458887050051e-14,0.0001402546595950423,4.0309282464267242e-10,3.3545410407489618e-17,3.6515383857885354e-18,1.2015692050349143e-20,1.1100856779698778e-21,9.8283623823364595e-11,1.7809780380844974e-09,1.5244712057570184e-11,1.5246723322773799e-11,1.5217879028514022e-15,4.894773007422137e-16,5.6629222792584255e-14,4.2882158685721105e-11,9.254377150401602e-15,1.5252387376449153e-15,1.8438308985412327e-27,1.9777998630791672e-16,5.9814166780067462e-17,1.6832326198860052e-27,1.6362469752385816e-06,1.2099568068461868e-21,4.5303105207246433e-22,1.067433127589166e-08,3.1063837599145034e-09,3.7351689858449621e-08,1.0702315860080967e-08,4.6193888855657765e-11,1.6831947647504364e-27,8.5591171597332663e-20,7.0008448435965177e-21,5.8899758720634502e-21,8.4418825779076148e-25,2.420047761209423e-17,6.8961829331458637e-29,2.1377441854652607e-13,6.1100863304539992e-26,1.3719791200315485e-28,8.0516426725725613e-16,2.9062448472823347e-33,6.0506769188809806e-33,7.0151897678021258e-37,1.5225787546558294e-16,2.7540456831206042e-17,1.4032655935622517e-17,1.0426319671228744e-15,8.1918045609459925e-20,1.2577122662276429e-16,1.2665884084988479e-19,2.6251476695265118e-20,1.0891587824992419e-19,3.1080616004262767e-19
7.013578804381834e-13,0.31430561001659557,76.950000000000003,0.0,0.0,0.0,0.99962978054275198,9.4999999660539451,1.8254459868502465e-06,2.0204788091823939e-05,2.0184764355411161e-05,2.609825211252711e-08,2.3527275343199845e-12,0.00012840610774894715,5.640478546810064e-05,7.8454381727537832e-09,1.4934398137898268e-16,6.4286182508529157e-16,1.2115961342262325e-14,0.00014144471505353769,4.0773468184557825e-10,3.3841646209814117e-17,3.6839090416951564e-18,1.2265687850504145e-20,1.13153549127886e-21,9.9748466355548281e-11,1.8013932891314826e-09,1.5508231021691063e-11,1.5510281038495309e-11,1.5503922735116564e-15,4.9962453072037929e-16,5.7284280868115611e-14,4.3376065491341548e-11,9.3712279516308486e-15,1.546972647825265e-15,1.9190990807197614e-27,2.018174597920157e-16,6.0841937577181401e-17,1.7519508548136813e-27,1.6501319247109203e-06,1.2347814412767201e-21,4.6229657847624173e-22,1.0811410933548153e-08,3.1460103147368116e-09,3.7560048994306442e-08,1.0839946510301864e-08,4.7095917823182195e-11,1.7519112276261872e-27,8.7563570907976126e-20,7.1723641112875249e-21,6.0400205045247434e-21,8.7086241240553348e-25,2.4608009829759997e-17,7.1560006797117653e-29,2.1622585298702288e-13,6.2960869607453238e-26,1.4237178618116608e-28,8.1826791702372598e-16,3.0336064452491033e-33,6.2926607344892534e-33,7.3320351740639444e-37,1.562084810780905e-16,2.7859521829486939e-17,1.4396381697041613e-17,1.0606568533798461e-15,8.3428526164488079e-20,1.2721898136953149e-16,1.2908802097088671e-19,2.6852414930011968e-20,1.1078293107637803e-19,3.1483844884456069e-19
7.053629374902091e-13,0.31430561001529755,76.950000000000003,0.0,0.0,0.0,0.99962767435029376,9.4999999656925453,1.8358680975479275e-06,2.0320099019469851e-05,2.0299831220209132e-05,2.6390835139028509e-08,2.3661525091688482e-12,0.00012858966669219291,5.6880031722934939e-05,7.9142422424560955e-09,1.5101825920997176e-16,6.5471158107829965e-16,1.2291905543945118e-14,0.00014263648427035059,4.1240309702884551e-10,3.4138436265820238e-17,3.7163406043614277e-18,1.2519320291080644e-20,1.1532655035122862e-21,1.012256710318895e-10,1.8219237361543039e-09,1.5774761903077173e-11,1.5776851176245093e-11,1.5793552743665869e-15,5.0991789352907417e-16,5.7941836801825539e-14,4.3872796073279831e-11,9.4888194455345901e-15,1.5688745743074793e-15,1.9969837679615238e-27,2.0591162543600791e-16,6.18812687328432e-17,1.8230581781934727e-27,1.664036897535605e-06,1.259956487445431e-21,4.7169246103193595e-22,1.094924070172538e-08,3.1858480738733216e-09,3.7767403966619225e-08,1.0978334383513782e-08,4.8009496429276026e-11,1.8230167068292589e-27,8.9569651126111396e-20,7.3470543126183334e-21,6.1929552395125948e-21,8.9821394388325461e-25,2.5019942665887664e-17,7.423991220438946e-29,2.1869114506155926e-13,6.486630867610269e-26,1.4770862125016496e-28,8.3150403003139466e-16,3.1657548104752869e-33,6.5427726709671824e-33,7.661189883438529e-37,1.6023597394521127e-16,2.8180409223661112e-17,1.4767174007842501e-17,1.0788878338426772e-15,8.495751545722316e-20,1.2867501496208048e-16,1.3154845624909205e-19,2.7463528671358686e-20,1.1267097317953312e-19,3.1889768550808689e-19
7.093679945422347e-13,0.3143056100139936,76.950000000000003,0.0,0.0,0.0,0.999625568195738,9.4999999653294562,1.8462901858505565e-06,2.04354093310443e-05,2.0414895920464439e-05,2.6684978315797093e-08,2.3795715163660126e-12,0.00012877080278276919,5.7355952299965815e-05,7.9831733617714246e-09,1.5270146489342812e-16,6.6670858320187873e-16,1.2469294001694818e-14,0.00014382994459587889,4.170980699379575e-10,3.4435774359187605e-17,3.7488324023619169e-18,1.2776619208654305e-20,1.1752775938975785e-21,1.0271525516672211e-10,1.8425693598757048e-09,1.6044321647377058e-11,1.6046450685064981e-11,1.6086791460239059e-15,5.2035854187982527e-16,5.8601867212417304e-14,4.4372350362673182e-11,9.6071516135969561e-15,1.5909446296787862e-15,2.0775601001270834e-27,2.1006290632895243e-16,6.2932222160674699e-17,1.8966232100841551e-27,1.6779616296510961e-06,1.2854845759028287e-21,4.8121967470201992e-22,1.1087816762201573e-08,3.2258958598979234e-09,3.7973753320805547e-08,1.1117475700607439e-08,4.8934687742674623e-11,1.8965798199243052e-27,9.1609787447403179e-20,7.5249549457130621e-21,6.3488176837633586e-21,9.2625584284032035e-25,2.5436296387830078e-17,7.7003606918628164e-29,2.211702929043553e-13,6.6818016965807521e-26,1.5321253538116829e-28,8.4487309196135749e-16,3.3028398741651602e-33,6.8012334865841549e-33,8.0030539337103268e-37,1.6434133445639213e-16,2.8503118767792339e-17,1.5145122644129168e-17,1.097326070101848e-15,8.6505125970872969e-20,1.3013932734053152e-16,1.3404034926436014e-19,2.8084929772010555e-20,1.1458011686192062e-19,3.2298387945237251e-19
