Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335)
2.762078727014106e-11,0.1690489467997411,76.950000000000003,0.0,0.0,0.0,0.99998736541642752,9.4999995711934471,4.7121324298248596e-07,5.8463242559014885e-06,5.4850344647179067e-06,3.949968565026841e-07,5.4056469390692751e-12,9.9879725024367742e-09,1.8264928938575868e-07,3.3756954386987438e-08,8.0142096971588021e-15,3.9737327958043377e-14,2.2322349325573887e-11,2.0777678363843669e-07,6.1478378191089217e-10,4.4493691310101217e-16,8.7004705753543431e-19,6.8676374855469979e-18,4.9220803147055237e-22,4.762475488067633e-14,5.3322662519043351e-11,1.4588905800626806e-12,1.4606087964155472e-12,1.0666091071375048e-15,6.5139044659590963e-16,1.7389683546228291e-22,2.2112979526671733e-12,3.2595747722338949e-15,1.0296686322464874e-15,1.2592026253544603e-27,1.8909894450454134e-16,6.3843354704137249e-19,1.2012415338242258e-27,2.1389532927837923e-09,3.5739957478062317e-21,9.7042705987398452e-22,1.4011423163424472e-12,3.9131152417807953e-13,8.1020762371694566e-14,1.4025979261061046e-12,4.2513133187444898e-14,1.2012396154147398e-27,7.8698497895129544e-20,1.0441634852110542e-20,9.9350907286893304e-21,1.7572649541514291e-23,1.4530846040314063e-19,9.5103044723860907e-26,1.4698982505017681e-16,3.3401004538968404e-24,1.6413429667083928e-27,3.2212914842310494e-18,2.6241336164572757e-30,4.6909697482552706e-31,4.1255712022554364e-33,4.6023148219035435e-20,2.4534071693853828e-21,7.6446754885023736e-23,3.1160762484434376e-18,3.4060173551235106e-21,6.0063142067006398e-20,4.5706549599966313e-21,3.8570121110781789e-21,2.8717633116891394e-21,8.3218081557463004e-23,2.3183767398774115e-27,1.4157128452368263e-24,4.686573217110563e-21,2.0980748770955093e-22,1.7652167683964554e-21,4.6111427300619154e-18,3.3615796991099267e-23,4.7285036952093864e-11,1.8462642146494801e-16,3.770051988758199e-18,1.8462610957545366e-16,3.5804601718000611e-24,8.4662940740972459e-29,4.7968652509302011e-29,5.2884137844493685e-34,1.4556087011515787e-34,1.7491766602382101e-20,1.1555670623259687e-29,3.4139267682572142e-24,6.4307121604325072e-29,1.5381725457722006e-21,1.7604298603951015e-28,1.1211868164612435e-25,4.74938172266454e-28,2.5489822940502619e-29,3.4716105989515665e-31,2.8148054478811466e-28,1.3794783321646606e-29,2.0968093163158452e-29,2.747421749899848e-29,3.2544596433028375e-30,4.1279775708696095e-25,4.7505160308093658e-30,1.2307021354825492e-30,2.5648537452672803e-32,1.8737124423072913e-12,6.41515871456099e-21,2.1503376796769957e-19,1.4066204777976575e-25,7.8957111508384905e-32,2.5298735218341753e-31
2.952517536287042e-11,0.16904894669255066,76.950000000000003,0.0,0.0,0.0,0.99998649427448005,9.4999995157364427,5.037016510227441e-07,6.2492597921128513e-06,5.8374627163638094e-06,4.4797201908027265e-07,5.7782127380576048e-12,9.987964110110445e-09,1.9555604495791023e-07,3.6231972961238579e-08,9.089042917836187e-15,4.9731188317174465e-14,2.5508234734235451e-11,2.2245915596956346e-07,7.0245183151462227e-10,4.7755918398690643e-16,9.3492998398515558e-19,8.3765380061439692e-18,6.174278022394908e-22,5.4575309580096217e-14,6.0630191637610554e-11,1.7752899111091541e-12,1.7773883822291616e-12,1.299750713820828e-15,7.9843829361304588e-16,1.8643402502633813e-22,2.4108594378271485e-12,3.5556179665941541e-15,1.1257881621365006e-15,1.995007316178658e-27,2.2077854976379813e-16,7.3220375359525971e-19,1.9031880940647912e-27,2.2901074822189682e-09,4.1728996377619822e-21,1.1330134040532475e-21,1.4993331119499239e-12,4.1611094663044002e-13,8.1032873729197629e-14,1.5010199451238678e-12,4.8797218284396486e-14,1.9031848424796445e-27,9.6314706663450929e-20,1.3935727023951904e-20,1.3297798123913924e-20,2.5100354826341624e-23,1.6066934603630445e-19,1.4498900348969001e-25,1.6758669520394582e-16,4.7558625690879137e-24,2.5033190815284651e-27,3.8045945138798776e-18,4.2751826410828819e-30,7.5950713369102601e-31,6.9429507433764273e-33,5.6656103430772173e-20,2.7990705253290148e-21,9.123130254575879e-23,3.7988375317375016e-18,4.1643181696678782e-21,6.8593288123338985e-20,5.5879971766603263e-21,4.931353039144863e-21,3.4949623175783614e-21,9.2506223049227397e-23,2.9641389820386614e-27,1.6953867383046162e-24,5.7194258998298293e-21,2.5897911851108455e-22,2.1534575644317215e-21,4.9372509330830279e-18,4.2712005866714383e-23,5.3724605634666118e-11,1.9154024792069842e-16,4.7501578543733349e-18,1.9153990729336695e-16,4.6530376438981741e-24,1.0303563221124892e-28,5.8378324450362022e-29,8.0670053719134711e-34,2.4640582969126433e-34,2.1315884235404206e-20,1.4003531556862653e-29,4.1607443534991518e-24,8.179896785939975e-29,1.8755958048933905e-21,2.3423043517325456e-28,1.4607198491984054e-25,6.5871158428227204e-28,3.7404018767056654e-29,4.8260567717225498e-31,3.9148124029576216e-28,1.682138798998342e-29,2.8291882589111907e-29,3.3502412151015621e-29,4.5144978264450503e-30,5.3881474529481714e-25,6.2024009445486767e-30,1.6973410008434414e-30,3.6968715978340346e-32,1.8737108679376901e-12,7.8972662772666869e-21,2.7995892061218276e-19,1.8314175036185601e-25,1.1638558684121508e-31,3.9867105787469429e-31
3.1429563455599787e-11,0.16904894657975159,76.950000000000003,0.0,0.0,0.0,0.999985623128402,9.499999457377637,5.3618997741527369e-07,6.6521944091739611e-06,6.1869881912542931e-06,5.0384858632960488e-07,6.1507776816211236e-12,9.9879557222212615e-09,2.0846278881062104e-07,3.8706985645850932e-08,1.0222744088062483e-14,6.1405595619546835e-14,2.890701200441606e-11,2.3714151548706635e-07,7.959606984406375e-10,5.1018137724367541e-16,9.999608754572282e-19,1.009006773182281e-17,7.6393351953248111e-22,6.1997463466486885e-14,6.8368458813518349e-11,2.1334935422193312e-12,2.1360235319785662e-12,1.5639280974816857e-15,9.6570060402380078e-16,1.9897120364284164e-22,2.6161399143436904e-12,3.860170818377872e-15,1.2247070320035413e-15,3.0699191546041525e-27,2.5532301572584455e-16,8.3283597491676068e-19,2.9286445295044161e-27,2.4412623857272602e-09,4.825975768835305e-21,1.3103036912568549e-21,1.5970994299401969e-12,4.4047815635471857e-13,8.10448939372546e-14,1.5990360723184945e-12,5.5502832034689961e-14,2.9286391990477901e-27,1.1642685869281414e-19,1.8277437934320106e-20,1.748482484997223e-20,3.5076356330113833e-23,1.7651524364268114e-19,2.1536235125364564e-25,1.8949413733569168e-16,6.6278834985984145e-24,3.7198619157247545e-27,4.4412706088209461e-18,6.7578204512052109e-30,1.1938712732202798e-30,1.1323600355067115e-32,6.8802899266157349e-20,3.1668434280163933e-21,1.0766750439250703e-22,4.573867127151743e-18,5.0266659583659951e-21,7.768357241186329e-20,6.7448966586151547e-21,6.2026466056995145e-21,4.200486665275425e-21,1.0213137284478353e-22,3.7282843490433164e-27,2.008945915954827e-24,6.8926440734706195e-21,3.1504837620901378e-22,2.5936923340604237e-21,5.2633588466753736e-18,5.3430474116748493e-23,6.0566722091748623e-11,1.9845400863415806e-16,5.9059516893571554e-18,1.984536384316243e-16,5.948745361905107e-24,1.2383538547285321e-28,7.0163130902584427e-29,1.1989043766494493e-33,4.0348790926331284e-34,2.5654058108364931e-20,1.6769124893176167e-29,5.0080099313183739e-24,1.0246849992535047e-28,2.2587196376963578e-21,3.0566899734309744e-28,1.8716855100545264e-25,8.949657683257251e-28,5.3548929605551345e-29,6.570318219362478e-31,5.3325855268090314e-28,2.0257977374189884e-29,3.7425717759202173e-29,4.0347227025533676e-29,6.1370962772663669e-30,6.9158802899219415e-25,7.9628862308922786e-30,2.2941441023294696e-30,5.2120151842183776e-32,1.8737092944077232e-12,9.59037998541513e-21,3.584637842038059e-19,2.345083725413901e-25,1.6744559720695933e-31,6.1083429437491008e-31
3.333395154832915e-11,0.16904894646147628,76.950000000000003,0.0,0.0,0.0,0.99998475197819192,9.499999396185494,5.6867822216007466e-07,7.0551281069403342e-06,6.533679361440512e-06,5.6255809101610743e-07,6.5233417693638391e-12,9.9879473255420515e-09,2.2136952094984648e-07,4.1181992471328673e-08,1.1413924044254656e-14,7.4920701296403584e-14,3.2518780779547567e-11,2.5182386219820885e-07,8.953103593697063e-10,5.4280349327339305e-16,1.0651398019202131e-18,1.202084460424431e-17,9.337750498415177e-22,6.9890860215464749e-14,7.653121570000223e-11,2.5358774127364852e-12,2.5388931619522127e-12,1.8609186886673794e-15,1.1543751528747276e-15,2.1150837133507364e-22,2.8271393023891666e-12,4.1732332086076356e-15,1.3264252107093786e-15,4.6039087018972154e-27,2.9281426862280879e-16,9.4040330743626722e-19,4.3920667216223831e-27,2.5924179940239673e-09,5.5347734625307778e-21,1.5027184208348151e-21,1.6944430769859497e-12,4.6442081778177239e-13,8.1056823577877678e-14,1.696648399914666e-12,6.2627765043468128e-14,4.3920582373196471e-27,1.3921146011587513e-19,2.3604617958884371e-20,2.2631493849381673e-20,4.8078516497583677e-23,1.9284314182066543e-19,3.1262179646963725e-25,2.1270614506590103e-16,9.0630699769943905e-24,5.4019647108755588e-27,5.1315969375062708e-18,1.0400673274231646e-29,1.8281758428162213e-30,1.7961660271814411e-32,8.2561526221938258e-20,3.5566244218965604e-21,1.2582312478794599e-22,5.4468354470462994e-18,5.9995498730965225e-21,8.733314381771118e-20,8.0500552270354687e-21,7.6901098935761947e-21,4.9929923433289035e-21,1.1209157804278291e-22,4.6223636576297683e-27,2.35823992869356e-24,8.2149020644203126e-21,3.7840410074395913e-22,3.0889172889909468e-21,5.5894664707749117e-18,6.5929859095740885e-23,6.7810205551383725e-11,2.0536770352571229e-16,7.256567734516542e-18,2.0536730291018639e-16,7.4960928824750259e-24,1.4719946573417484e-28,8.3400844160188726e-29,1.7412616978166788e-33,6.4156611788308103e-34,3.053731868297192e-20,1.987089094943836e-29,5.961790273727624e-24,1.266482208612201e-28,2.6903705526636324e-21,3.9218901715969628e-28,2.3633443740495332e-25,1.1940532357688785e-27,7.5011669038034339e-29,8.7818613684654136e-31,7.1317107184207553e-28,2.4129911643750166e-29,4.8656750039590868e-29,4.8059178331374103e-29,8.1952433274905552e-30,8.7463002993359308e-25,1.0072524369409839e-29,3.0459773497517771e-30,7.2058577911581557e-32,1.8737077192146952e-12,1.1508157151110639e-20,4.5228494481911439e-19,2.95898611787476e-25,2.3579804765456172e-31,9.1290541836694797e-31
3.5238339641058516e-11,0.16904894633785397,76.950000000000003,0.0,0.0,0.0,0.99998388082384881,9.4999993322268672,6.0116638525714691e-07,7.4580608850037025e-06,6.8776030833102134e-06,6.2403368144246499e-07,6.8959050006543756e-12,9.9879389257158891e-09,2.3427624137294861e-07,4.365699372795286e-08,1.26612264012169e-14,9.0441412099429495e-14,3.6343643934325805e-11,2.6650619610047758e-07,1.0005007909837858e-09,5.7542553590222039e-16,1.1304668421569037e-18,1.4181420428602638e-17,1.129063917494921e-21,7.8255143771683373e-14,8.5112339589512381e-11,2.9847830914534745e-12,2.9883417748724558e-12,2.1924741898311096e-15,1.3656423315057237e-15,2.2404552809396385e-22,3.0438575212401088e-12,4.4948050169163532e-15,1.4309426659813472e-15,6.748333016822717e-27,3.3333422074589019e-16,1.0549768179696651e-18,6.4378557001725408e-27,2.7435742978653124e-09,6.3008417766085955e-21,1.7106780205541542e-21,1.7913658525936257e-12,4.8794645910434466e-13,8.1068663900698697e-14,1.7938590097326225e-12,7.0169819344141662e-14,6.4378425446605105e-27,1.6484678705259756e-19,3.0067836506301941e-20,2.8885709336948514e-20,6.4776159196425029e-23,2.0965109392611204e-19,4.4462319062766289e-25,2.3721683011590543e-16,1.2185180592952532e-23,7.6859885045363244e-27,5.8757590566750592e-18,1.5632297117995907e-29,2.7351181707954006e-30,2.7795663586813664e-32,9.8029461136487243e-20,3.9683140674308814e-21,1.457641896380719e-22,6.423386818786235e-18,7.0894290987141589e-21,9.7541237936021302e-20,9.5121345204190457e-21,9.4132464964278377e-21,5.8770645448085727e-21,1.2238554580757461e-22,5.6580999350726354e-27,2.7451103154079532e-24,9.6948339407732764e-21,4.494247804727354e-22,3.6420852501454775e-21,5.915573805100568e-18,8.0372675906697485e-23,7.5453903080566971e-11,2.1228133362382039e-16,8.8220377564213503e-18,2.1228090175708293e-16,9.325188238515182e-24,1.7326305105061326e-28,9.8168053969513096e-29,2.477768610858839e-33,9.9387784326037496e-34,3.5996488273567522e-20,2.3327150698960314e-29,7.0281114531541104e-24,1.5468367591172474e-28,3.1733640075860163e-21,4.9572770542514942e-28,2.945495992766095e-25,1.5675625558650252e-27,1.0306400979204049e-28,1.1547467743836429e-30,9.3835145996566374e-28,2.8462451747645509e-29,6.2295258098660195e-29,5.6688584763128516e-29,1.0771070929928618e-29,1.0916632336960152e-24,1.2574295480504633e-29,3.9805007176830041e-30,9.7904313748072432e-32,1.8737061434263164e-12,1.3664183360142758e-20,5.6325515208345751e-19,3.6851212306909632e-25,3.2577930301702846e-31,1.3344748737332418e-30
3.714272773378788e-11,0.1690489462090109,76.950000000000003,0.0,0.0,0.0,0.99998300966537201,9.4999992655670376,6.3365446670649013e-07,7.8609927431730533e-06,7.2188246359574843e-06,6.8821008308203988e-07,7.2684673750704817e-12,9.9879305331978839e-09,2.471829500750986e-07,4.6131989484868961e-08,1.3963326773703087e-14,1.081371744592186e-13,4.0381707468294058e-11,2.811885171888648e-07,1.1115319699599439e-09,6.0804750604155124e-16,1.1959420714951314e-18,1.658428146307704e-17,1.3519705126310911e-21,8.7089958348547443e-14,9.4105830552210844e-11,3.4825184710654261e-12,3.4866801552186885e-12,2.5603210953034243e-15,1.6006654993021769e-15,2.3658267390224612e-22,3.2662944893475685e-12,4.8248861216868316e-15,1.5382593647773282e-15,9.6913193904912979e-27,3.7696477042948698e-16,1.1766256035754372e-18,9.2454945337233389e-27,2.8947312881210015e-09,7.1257295047826177e-21,1.9346028465171007e-21,1.8878695493810038e-12,5.1106247478852778e-13,8.108041632226867e-14,1.8906699734905889e-12,7.8126808342224633e-14,9.2454746071691659e-27,1.9351283275188789e-19,3.7830750284654843e-20,3.6408321081323289e-20,8.5938116034966101e-23,2.2693778281383111e-19,6.208936556966025e-25,2.6302040373946127e-16,1.61363135892499e-23,1.0737412862673654e-26,6.6738689560429009e-18,2.3002159588666813e-29,4.0075751490849422e-30,4.2070904904659693e-32,1.1530366984593344e-19,4.4018146232299409e-21,1.6755504516720842e-22,7.5091400403893087e-18,8.3027335110448127e-21,1.0830717819325342e-19,1.1139756876464632e-20,1.1391799991707335e-20,6.8572195103043745e-21,1.3301237856175191e-22,6.8473604535117218e-27,3.1713907859763878e-24,1.1341034327571128e-20,5.2847891456092086e-22,4.2561065247990007e-21,6.2416808493212737e-18,9.6924989134966287e-23,8.3496688923928391e-11,2.1919490024892136e-16,1.0623282413362764e-17,2.1919443629231936e-16,1.1467718799762663e-23,2.0215928665880749e-28,1.1454019831392839e-28,3.4618194824932528e-33,1.5041540979333994e-33,4.206218533928899e-20,2.7156108229626282e-29,8.2129596824472504e-24,1.8693323006743729e-28,3.710504657257385e-21,6.1832721191193305e-28,3.6284750814579189e-25,2.0283801349863878e-27,1.3917884282688455e-28,1.4963702868616707e-30,1.2167462358823343e-27,3.3280761638561006e-29,7.8674842098127286e-29,6.6285571929939408e-29,1.3956377382870088e-29,1.346619215437884e-24,1.5513596063758556e-29,5.1282796091376901e-30,1.3095903067159787e-31,1.8737045690207991e-12,1.6071972842893521e-20,6.9330203994872194e-19,4.5361068133393943e-25,4.4247306020936292e-31,1.9123756669187796e-30
4.095150391924661e-11,0.16904894593615213,76.950000000000003,0.0,0.0,0.0,0.99998126733601256,9.4999991243971831,6.9863038466198819e-07,8.6668536994163055e-06,7.8934146828428031e-06,8.2441188841567541e-07,8.0135895519546578e-12,9.9879137515822688e-09,2.7299633232469981e-07,5.1081964406783664e-08,1.6726779573883091e-14,1.5075316053361944e-13,4.9097874699169919e-11,3.1055312093520778e-07,1.3511164766913049e-09,6.7329122762863611e-16,1.3273373994780354e-18,2.2166479877535147e-17,1.8895975298870285e-21,1.0616975875986824e-13,1.1330651149927614e-10,4.6335455018678021e-12,4.6391047484803931e-12,3.4116720348515732e-15,2.1465500953560209e-15,2.6165693269674393e-22,3.728324343466237e-12,5.5105757287923696e-15,1.7612903608483024e-15,1.8948625906435742e-26,4.7388518591124377e-16,1.4414158773031184e-18,1.8077151443493425e-26,3.1970472923576603e-09,8.9581570557495385e-21,2.4320292426379307e-21,2.0796268441291122e-12,5.5609455301548027e-13,8.1103661105166827e-14,2.0831012009433443e-12,9.5276900577909277e-14,1.8077108423745144e-26,2.6066534072874738e-19,5.7977731452405667e-20,5.5968836777932415e-20,1.4527901774646618e-22,2.6294437570346552e-19,1.1542304051450671e-24,3.1848349009794089e-16,2.7195231784945903e-23,1.9976725630483246e-26,8.4320793327900473e-18,4.7125134542515858e-29,8.1482532083840022e-30,9.0975808723275101e-32,1.5565623280344136e-19,5.333864804798668e-21,2.1693543732011386e-22,1.0030601906163339e-17,1.1125193601045987e-20,1.3151032769188979e-19,1.4925927305260292e-20,1.6195123160415588e-20,9.1235087979819889e-21,1.552624925681372e-22,9.7345190676073629e-27,4.1494784048142778e-24,1.5166425405324702e-20,7.1211358366379586e-22,5.6781427006642473e-21,6.8938940668760128e-18,1.3703844536907178e-22,1.0077515464088585e-10,2.3302184522319878e-16,1.502117555326302e-17,2.3302131456915242e-16,1.6827618576726602e-23,2.6897244590946005e-28,1.5239546520712354e-28,6.441759201206346e-33,3.2425112207348739e-33,5.6134635697440695e-20,3.600435957930705e-29,1.0961986609171706e-23,2.6557091734259718e-28,4.9583931708968968e-21,9.2939101724874582e-28,5.3409082513797122e-25,3.2703345517456359e-27,2.4259481746377929e-28,2.418597090885564e-30,1.9692646109813041e-27,4.4474870822612874e-29,1.2110893972638449e-28,8.8581843819508052e-29,2.2574047121149466e-29,1.9870656348454873e-24,2.2898388506455411e-29,8.200997521472628e-30,2.249193482664694e-31,1.8737014208571855e-12,2.1696543983261131e-20,1.0188034624308345e-18,6.6661582473886436e-25,7.8053759481946312e-31,3.7286780146455237e-30
4.436514891390109e-11,0.16904894567505205,76.950000000000003,0.0,0.0,0.0,0.99997970574584227,9.4999989893105479,7.5686527410300348e-07,9.3891096620527229e-06,8.4894559000137849e-06,9.5504454134353461e-07,8.681408127652767e-12,9.9878986975729088e-09,2.9613173517893098e-07,5.5518397615297636e-08,1.9377238183981088e-14,1.9811459450366259e-13,5.7635605947392073e-11,3.3687132970258342e-07,1.5856988197451716e-09,7.31766152787112e-16,1.4456059212155541e-18,2.8116190899181362e-17,2.4880527647099581e-21,1.2486600632239736e-13,1.3185956131198869e-10,5.8534685904352178e-12,5.8605125648360545e-12,4.3147637825017343e-15,2.7278069619295638e-15,2.8412989312957241e-22,4.1618597672299872e-12,6.1540527911140548e-15,1.9706981053460368e-15,3.2810909637089175e-26,5.7213959490484882e-16,1.7034358752633063e-18,3.13022148690513e-26,3.4680025855682444e-09,1.0815839643765896e-20,2.9363046043831795e-21,2.2500840412019155e-12,5.9513358477293664e-13,8.1124204514672481e-14,2.2542311847425402e-12,1.1203664135666502e-13,3.130213406323659e-26,3.32979177994731e-19,8.2360368339351462e-20,7.9688456507314932e-20,2.2361745317229818e-22,2.9683646370685917e-19,1.9204688360016821e-24,3.7253125996692201e-16,4.1768319032868069e-23,3.3262237745877836e-26,1.0191291851729636e-17,8.4918958169754197e-29,1.4594918152203413e-29,1.7160541818972963e-31,1.9891787829668265e-19,6.2424123483579839e-21,2.6808935437545491e-22,1.2717136930177744e-17,1.413785254015017e-20,1.5419752357087138e-19,1.8967124940165422e-20,2.1568640238105632e-20,1.152493407570177e-20,1.7633117926610327e-22,1.2964404240539056e-26,5.1781676790691953e-24,1.9244960516966464e-20,9.0748358642353882e-22,7.1876568438472108e-21,7.4784441994581461e-18,1.8187747815707113e-22,1.1760695733254151e-10,2.4541414040775276e-16,1.9990432505753811e-17,2.4541354712055986e-16,2.3043957305560208e-23,3.3976961372761613e-28,1.9250800852884673e-28,1.0727248264433779e-32,6.0835145760287789e-33,7.1109806272258141e-20,4.5380541971157773e-29,1.3887553180968523e-23,3.5419762906093438e-28,6.2886000748796342e-21,1.2953854270945106e-27,7.3321082903344833e-25,4.8370584646972392e-27,3.8203876028461681e-28,3.5839760929525642e-30,2.9216390625317857e-27,5.6407614976064849e-29,1.7225926878485923e-28,1.123494706442096e-28,3.3498325889128384e-29,2.7333546845335802e-24,3.1505215739902457e-29,1.2046881004272704e-29,3.50931824364223e-31,1.873698596764269e-12,2.7726564215203376e-20,1.3964676415959133e-18,9.1376474256690296e-25,1.2428826800528443e-30,6.4486481589213788e-30
4.7778793908555575e-11,0.1690489453989896,76.950000000000003,0.0,0.0,0.0,0.99997814414237474,9.4999988464823151,8.1509990120075824e-07,1.011136266812426e-05,9.0777524850069745e-06,1.0934175281015908e-06,9.3492239459052329e-12,9.9878836369291401e-09,3.1926710038512401e-07,5.9954811955367388e-08,2.2184744029118731e-14,2.5525882139135313e-13,6.6860136950949376e-11,3.631894973193618e-07,1.8390477759224984e-09,7.9024082924770738e-16,1.5643517822866293e-18,3.5033762800910807e-17,3.2110654255407894e-21,1.4506865591332912e-13,1.5165046568765116e-10,7.264372879725061e-12,7.2731372942900509e-12,5.3599622870584331e-15,3.4025740692453658e-15,3.0660281843155401e-22,4.6137688804903372e-12,6.8248692488833502e-15,2.1890996134243139e-15,5.4500426344457218e-26,6.8164921166132567e-16,1.9891703588138378e-18,5.1994955910707314e-26,3.7389599507731344e-09,1.2886353305888162e-20,3.4983477879296932e-21,2.4192219933130939e-12,6.3296451294849289e-13,8.1144479938783482e-14,2.4241085183863956e-12,1.3009645058919573e-13,5.1994811213536287e-26,4.1787519312267523e-19,1.1406517737918791e-19,1.1057955968005085e-19,3.3352999026953594e-22,3.3225849032787654e-19,3.0782358603634168e-24,4.3064737700494387e-16,6.2187971947241935e-23,5.3352798289686702e-26,1.2123412436854842e-17,1.4652756663815204e-28,2.5047574871923263e-29,3.0918860041546239e-31,2.4945363042823674e-19,7.2195917724242964e-21,3.2610737124261668e-22,1.5839959633198488e-17,1.7644826498190002e-20,1.7867065901392497e-19,2.3671293195176199e-20,2.8074125314467501e-20,1.4301700833598131e-20,1.9846341357238881e-22,1.6874683945590465e-26,6.3613819983208075e-24,2.3988360683218799e-20,1.1339232894528689e-21,8.9356806315619725e-21,8.0629933973807012e-18,2.3618349579039487e-22,1.3570490272230459e-10,2.5780624072242686e-16,2.6078770760287327e-17,2.5780558210053444e-16,3.0824758461030021e-23,4.2163236270314092e-28,2.3889013406656091e-28,1.7208487714649689e-32,1.0882524355274511e-32,8.8496428698473595e-20,5.622947553514018e-29,1.7284405394025356e-23,4.6244036368672412e-28,7.8355061483526977e-21,1.7586239602748985e-27,9.8302227036573754e-25,6.9476387785456638e-27,5.8092519519786119e-28,5.1560585160248629e-30,4.2081322566940719e-27,7.0284465242170276e-29,2.3841952888022272e-28,1.3998951393125322e-28,4.8285047255387044e-29,3.6713871275796573e-24,4.2325000353019548e-29,1.7190367936354272e-29,5.3028620089559766e-31,1.8736957714163527e-12,3.4770445703159345e-20,1.8692714666667708e-18,1.2231834289113446e-24,1.9113040962742345e-30,1.0708407341824605e-29
5.119243890321006e-11,0.16904894510859178,76.950000000000003,0.0,0.0,0.0,0.99997658252560573,9.4999986962368634,8.7333426595525026e-07,1.083361271568397e-05,9.6586288226541829e-06,1.2392064861603028e-06,1.0017037003761893e-11,9.9878685898821362e-09,3.4240242793368739e-07,6.4391208548149495e-08,2.5142715966995102e-14,3.2329912482852067e-13,7.6772177071120672e-11,3.895076237773692e-07,2.1111632108219425e-09,8.4871527178827695e-16,1.6835755020916216e-18,4.2988847039570709e-17,4.0729174364114957e-21,1.6677566791330903e-13,1.726486986348116e-10,8.8784344630725042e-12,8.8891702886403225e-12,6.5563757708924252e-15,4.1769873134566873e-15,3.2907570857430835e-22,5.0840511874751472e-12,7.5230243626485363e-15,2.4164946837741799e-15,8.7345968648599985e-26,8.0288523497910237e-16,2.298954174611038e-18,8.3331403850802704e-26,4.0099193402616894e-09,1.5178608960989941e-20,4.1205772942596462e-21,2.5870507851956146e-12,6.6962545956082104e-13,8.1164493419621858e-14,2.5927447827295521e-12,1.4944413266148068e-13,8.3331155156544124e-26,5.164450114576596e-19,1.5454267093605575e-19,1.5007080106896711e-19,4.8412038848765339e-22,3.692101086133787e-19,4.7775455633144909e-24,4.9280074451256729e-16,9.0136092510853123e-23,8.2864848254255947e-26,1.4227725208532563e-17,2.4356988791380056e-28,4.1431444335056768e-29,5.3552643159899025e-31,3.0780409456005378e-19,8.2648783409386362e-21,3.9130691879309213e-22,1.9430567310856899e-17,2.1682157633080084e-20,2.0492890019619608e-19,2.9086763937428328e-20,3.5829778585387767e-20,1.7477593346303874e-20,2.2165885309239811e-22,2.1536404724670581e-26,7.7094179191217464e-24,2.9444789945963482e-20,1.3932402545301007e-21,1.0937566890260021e-20,8.647541659443061e-18,3.0100515496253675e-22,1.5506339594963075e-10,2.7019815078823176e-16,3.3437388511054786e-17,2.7019742412744579e-16,4.0406399175804634e-23,5.1526188726046822e-28,2.9193912747980187e-28,2.6729944076199731e-32,1.8687016857534651e-32,1.0846396853730596e-19,6.8652060872278194e-29,2.1185675372709218e-23,5.9279304902181342e-28,9.6148999095958647e-21,2.3343777917337475e-27,1.2913378855070274e-24,9.7302228120423522e-27,8.5711176792085191e-28,7.2311541311186197e-30,5.9084078268685822e-27,8.6247077197410794e-29,3.2235372530714431e-28,1.7178415042209447e-28,6.7873731672744476e-29,4.8311398670990432e-24,5.5703948298664044e-29,2.3923542742256249e-29,7.794241782478015e-31,1.8736929486413291e-12,4.2903528410944546e-20,2.4515437888440905e-18,1.6042515301464764e-24,2.8521363290911625e-30,1.7169579018200612e-29
