Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302)
4.3521081304568807e-23,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999999976374,9.5,3.647534890424103e-16,5.2413968863948103e-15,5.2413968863951566e-15,7.4916921812866531e-28,7.4916834900254538e-28,2.2542688584164618e-13,6.4910995805497154e-24,3.4713880439196237e-28,5.3564800568885246e-41,2.4391207393351737e-45,1.9943008314622671e-44,1.9742949995388218e-23,2.0539179570609104e-29,4.9638979198676435e-41,5.9015626060071403e-45,7.7648520225673399e-60,0.0,4.1177159765983114e-39
8.707997414806426e-23,0.2616347078789843,76.950000000000003,0.0,0.0,0.0,0.99999999999952727,9.5,7.2982387946528068e-16,1.0487347549401315e-14,1.0487347549402705e-14,2.9986292638146831e-27,2.998622305528601e-27,4.5104962470203986e-13,2.5981314613284272e-23,1.3894598872687135e-27,4.2883784641501377e-40,1.9527796813343362e-44,1.5970581202254576e-43,7.9023251586148405e-23,8.2210244929130074e-29,3.9739881762996602e-40,4.7248384279839872e-44,1.2437257831822703e-58,0.0,3.2966765285624349e-38
1.7419775983505517e-22,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999999905431,9.5,1.4599646603106746e-15,2.0979248875397816e-14,2.0979248875403379e-14,1.1998422950522495e-26,1.1998367263206804e-26,9.0229510226307962e-13,1.0395910066158266e-22,5.5596494033316923e-27,3.4319059824173119e-39,1.5628172347355875e-43,1.2782938014932986e-42,3.1619593883250239e-22,3.2894806351903347e-28,3.1801607774481564e-39,3.7813066219464932e-43,1.9910414470597969e-57,0.0,2.6383431496470819e-37
3.48433331209037e-22,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.9999999999981084,9.5,2.9202462220000767e-15,4.1963051527324774e-14,4.1963051527347026e-14,4.8001504704075001e-26,4.8001059122871273e-26,1.8047860567461688e-12,4.1590409657904711e-22,2.2242217831136353e-26,2.745886012126834e-38,1.250491234460141e-42,1.022894037921548e-41,1.2649896492486208e-21,1.3160064521880324e-27,2.5442317462417263e-38,3.0256196577397825e-42,3.1865307509749912e-56,0.0,2.1110753754868617e-36
6.969044739570006e-22,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999999621658,9.5,5.8408093453733368e-15,8.3930656830914522e-14,8.3930656831003518e-14,1.920216457220778e-25,1.9201808076486679e-25,3.6097679631563855e-12,1.6637517828138502e-21,8.897611222498692e-26,2.1966610889856857e-37,1.0004879764944101e-41,8.1841885985408739e-41,5.0603704110871047e-21,5.2644542354647677e-27,2.0349707803777709e-37,2.4207253117801247e-41,5.0991409581957221e-55,0.0,1.6890206588660213e-35
1.3938467594529278e-21,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999999243294,9.5,1.1681935592097678e-14,1.6786586743703739e-13,1.6786586743739327e-13,7.6811783772447725e-25,7.680893172070642e-25,7.2197317657529695e-12,6.6552779258141796e-21,3.5591893080986501e-25,1.7570023353081966e-36,8.0042837897242246e-41,6.5477657130399635e-40,2.0242305277289894e-20,2.1058673825628961e-26,1.6270821000011244e-36,1.9366717957122929e-40,8.1591793284983436e-54,0.0,1.3512806723713559e-34
2.7877313304447823e-21,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999998486555,9.5,2.336418808545765e-14,3.3573628864505639e-13,3.3573628864647987e-13,3.0725338609772755e-24,3.0723056993293296e-24,1.4439659330050749e-11,2.6621653237387572e-20,1.4237046843220348e-24,1.4049797200196275e-35,6.4035790297773655e-40,5.2383789745224616e-39,8.0970868207805503e-20,8.423640909924632e-26,1.3001443348511845e-35,1.549373587495721e-39,1.3055131099820539e-52,0.0,1.0810501942327444e-33
5.575500472428491e-21,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999996973088,9.5,4.6728693071822739e-14,6.7147713104418848e-13,6.7147713104988171e-13,1.2290260459534331e-23,1.2288435271191256e-23,2.8879514295064752e-11,1.0648769551042394e-19,5.6948766339458289e-24,1.1229497024569918e-34,5.1229240283634543e-39,4.190770486822077e-38,3.238867654853306e-19,3.3694906401040598e-25,1.0376527746817308e-34,1.2395125808500949e-38,2.0888568696282654e-51,0.0,8.648504141199633e-33
1.115103875639591e-20,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999993946143,9.5,9.3457703043133479e-14,1.3429588157748336e-12,1.3429588157975986e-12,4.9161291825330977e-23,4.914669225559692e-23,5.7759223570766526e-11,4.2595294303684444e-19,2.2779622121432113e-23,8.9669374804292294e-34,4.0983635519187935e-38,3.3526445038280838e-37,1.2955536346987867e-18,1.3478031112145811e-24,8.2619429952295524e-34,9.9161434952292929e-38,3.3422008556636433e-50,0.0,6.9188442851682667e-32
2.2302115324330746e-20,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999987892263,9.5,1.8691572298007736e-13,2.6859221849656858e-12,2.6859221850566874e-12,1.9664566691548433e-22,1.9652890237664422e-22,1.1551863950486527e-10,1.7038160610573921e-18,9.111871799212541e-23,7.1469736119070345e-33,3.2787005848574669e-37,2.6821287548990104e-36,5.1822275836987688e-18,5.391226154559662e-24,6.5475062266410948e-33,7.9329127431354215e-37,5.3475489376078836e-49,0.0,5.5350917162719126e-31
4.460426846020042e-20,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999975784504,9.5,3.7383176283125452e-13,5.3718489222659437e-12,5.3718489226294839e-12,7.8658366400092803e-22,7.8565006373789531e-22,2.3103746090384458e-10,6.8152725573398669e-18,3.6447531765912413e-22,5.6754860121495012e-32,2.6229643837802683e-36,2.1457113143054656e-35,2.0728935619506666e-17,2.1564932032272118e-23,5.1413651159381477e-32,6.346298665651333e-36,8.5561121214471429e-48,0.0,4.4280797270019221e-30
8.920857473193977e-20,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999951568985,9.5,7.4766384244276652e-13,1.0743702392543118e-11,1.0743702393993559e-11,3.1463366255635456e-21,3.1388760835605244e-21,4.6207506182493811e-10,2.7261104737835063e-17,1.4579020554464031e-21,4.4744505523964301e-31,2.0983731030799357e-35,1.7165772549242684e-34,8.2915786606480345e-17,8.6259782914003966e-23,3.9664674599522855e-31,5.0769771898322169e-35,1.3689844103018307e-46,0.0,3.5424660651471405e-29
1.7841718727541845e-19,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999903137937,9.5,1.4953280013024212e-12,2.1487409315823566e-11,2.148740932159562e-11,1.2585350256485857e-20,1.2525797724599069e-20,9.2415009615972476e-10,1.0904443102626974e-16,5.8316089389671947e-21,3.4783867353669054e-30,1.6786991684090642e-34,1.3732728919108669e-33,3.3166318315488488e-16,3.4503924088067142e-22,2.961341432002037e-30,4.0614784484492831e-34,2.1903922811984948e-45,0.0,2.8339733526559738e-28
2.6762579981889714e-19,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999854706889,9.5,2.2429921597987064e-12,3.2231116221849491e-11,3.2231116234071595e-11,2.6743871433492882e-20,2.6573804396758817e-20,1.3862249629871721e-09,2.3171940441787731e-16,1.2392168484678424e-20,9.7850753943124676e-30,4.8000310207651238e-34,4.076919291291306e-33,7.0478422919078867e-16,7.3320845471742259e-22,8.145592824775955e-30,1.1613118891084626e-33,8.2867251333115309e-45,0.0,8.1033924228613498e-28
3.568344123623758e-19,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999806275841,9.5,2.9906563179316221e-12,4.2974823110640209e-11,4.297482313142148e-11,4.5621899994926693e-20,4.5263591812621714e-20,1.8482996623073405e-09,3.9528601008839185e-16,2.1139579946921967e-20,2.033926745580848e-29,1.0124656449866398e-33,8.8834206196138295e-33,1.2022788796272501e-15,1.2507674240913703e-21,1.6601240433084874e-29,2.4495103019002386e-33,2.15703555071307e-44,0.0,1.7092400674852389e-27
5.352516374493331e-19,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999709413756,9.5,4.4859846333446482e-12,6.4462236847831229e-11,6.4462236890621257e-11,9.4454351498342531e-20,9.347757217622044e-20,2.7724486678185369e-09,8.1838933283323496e-16,4.3766808117883904e-20,5.42309800542848e-29,2.7653580419316037e-33,2.578594718938295e-32,2.4891652754563385e-15,2.5895551961292724e-21,4.2900332722426906e-29,6.6902228592765317e-33,7.9160476973880035e-44,0.0,4.6684641939047557e-27
7.136688625362905e-19,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999612551671,9.5,5.9813129474214359e-12,8.5949650521801443e-11,8.5949650594197014e-11,1.6064211355721599e-19,1.5860182963980918e-19,3.69659705734623e-09,1.3918656486059091e-15,7.4435864548780826e-20,1.1108895781358367e-28,5.7860546041940394e-33,5.6391172609998638e-32,4.2334173988352569e-15,4.4041552440667289e-21,8.5538022135829225e-29,1.3997906440759201e-32,2.0526966586201078e-43,0.0,9.7679875187473132e-27
8.920860876232479e-19,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999515689586,9.5,7.4766412600665371e-12,1.0743706412816233e-10,1.0743706423817564e-10,2.4542485013175657e-19,2.4171699084914018e-19,4.6207447868920032e-09,2.1264557863921942e-15,1.1372116056145507e-19,1.979678197021527e-28,1.0533292272451929e-32,1.0579793409392086e-31,6.4677039289353421e-15,6.7285541567978321e-21,1.4847226427677106e-28,2.5482139440664028e-32,4.488187181353398e-43,0.0,1.7782245677325949e-26
1.2489205377971626e-18,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999999321965416,9.5,1.046729788097176e-11,1.5041189113466026e-10,1.5041189134359786e-10,4.7194326775049891e-19,4.6219922732830592e-19,6.4690382245843104e-09,4.0890970904563748e-15,2.1868165966932042e-19,4.9458005398120483e-28,2.7811003563967294e-32,2.8948577373592884e-31,1.2437159280468316e-14,1.2938771163552239e-20,3.4908769909295701e-28,6.727665323678346e-32,1.7263748557977683e-42,0.0,4.6950354600343465e-26
1.9625894381449923e-18,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999998934517087,9.5,1.6448611105349543e-11,2.3636154433253049e-10,2.3636154482876793e-10,1.1513985146075628e-18,1.1141194904430143e-18,1.0165617063840126e-08,9.976147711064312e-15,5.3351647814556275e-19,1.7029571892328207e-27,1.0754078271968995e-31,1.1497191117139953e-30,3.0342869183155706e-14,3.156668249642841e-20,1.0812048641585185e-27,2.6011528075928445e-31,1.1395871042312768e-41,0.0,1.8154941082102e-25
2.6762583384928218e-18,0.2616347078789843,76.950000000000003,0.0,0.0,0.0,0.99999998547068769,9.5,2.2429924306463804e-11,3.2231119644891706e-10,3.2231119734554042e-10,2.1330044821686219e-18,2.0412714570813007e-18,1.3862185179066366e-08,1.8481132744935889e-14,9.883563999967836e-19,3.8665233391832824e-27,2.66889490616822e-31,2.8785443555697119e-30,5.6211135750806229e-14,5.847834627331229e-20,2.2819178405397716e-27,6.4547590949530085e-31,3.7575670070373111e-41,0.0,4.5056003382394058e-25
4.103596139188481e-18,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.999999977721722,9.5,3.4392550638922792e-11,4.9421049748333302e-10,4.9421049947476879e-10,5.0023949829694966e-18,4.6759078183868037e-18,2.1255289247285274e-08,4.3342500175310975e-14,2.3179230153416187e-18,1.1685479797670634e-26,9.6934631727122309e-31,1.0522971874163877e-29,1.3182802130973708e-13,1.371454410021404e-19,6.1666201819530724e-27,2.3438015679371283e-30,2.1736860680400309e-40,0.0,1.6364361558182927e-24
6.9582717405798e-18,0.2616347078789843,76.950000000000003,0.0,0.0,0.0,0.99999996222379217,9.5,5.8317803024767277e-11,8.3800908702253129e-10,8.380090921161571e-10,1.4365826813996076e-17,1.2802889958982527e-17,3.6041368737972423e-08,1.2447004696614322e-13,6.6565625653117991e-18,4.2780087674145638e-26,4.8439925753477607e-30,5.2759860819197866e-29,3.7858083728979769e-13,3.9385302940833213e-19,1.9925995014818222e-26,1.1706108673191043e-29,1.9636507937766179e-39,0.0,8.1775126737653239e-24
1.2667622943362435e-17,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999993122793951,9.5,1.0616830668018242e-10,1.5256062177898346e-09,1.5256062309315107e-09,4.7591015436615396e-17,3.8681045569938917e-17,6.5613013153760092e-08,4.1234013394548562e-13,2.205164602032958e-17,1.7024360561891038e-25,3.0028592786814757e-29,3.2753202660437881e-28,1.2541497092296555e-12,1.3047547317913363e-18,7.1459945247782225e-26,7.24873985231997e-29,2.3408291504864222e-38,0.0,5.0692992608757932e-23
2.4086325348927707e-17,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999986923626183,9.5,2.0186930952592756e-10,2.9008002966339678e-09,2.9008003226931164e-09,1.7203440578918163e-16,1.1838138984672143e-16,1.2475424379327437e-07,1.4905231016285219e-12,7.9712164377789964e-17,6.901716929647961e-25,2.1040846959874477e-28,2.2969371307540497e-27,4.5334881615881025e-12,4.7165008642992933e-18,2.705747035057014e-25,5.0678143971742966e-28,3.228182329620627e-37,0.0,3.5519471998578898e-22
3.550502775449298e-17,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999980724462145,9.5,2.9757030641823275e-10,4.2759941419475948e-09,4.2759941666297403e-09,3.7380152710762877e-16,2.2528494614581976e-16,1.8389273026535532e-07,3.2386081250990668e-12,1.7319872825548454e-16,1.563984425756947e-24,6.4282885144816586e-28,7.0202819838733174e-27,9.8503616532774566e-12,1.0248168647429866e-17,5.9774153334212241e-25,1.5459272322591879e-27,1.318418744811096e-36,0.0,1.0851548592600322e-21
5.834243256562352e-17,0.2616347078789843,76.950000000000003,0.0,0.0,0.0,0.99999968326145161,9.5,4.8897228234255093e-10,7.0263811764552934e-09,7.0263811110307614e-09,1.0093051052814688e-15,4.7623866268548395e-16,3.0216147136527845e-07,8.7443234789685242e-12,4.6764191282114517e-16,4.3733670331282876e-24,2.8575944170091268e-27,3.1235532411526883e-26,2.6596224509053953e-11,2.7671262617447872e-17,1.6361975289930887e-24,6.8448864493297979e-27,9.7214772657299123e-36,0.0,4.82368822192328e-21
7.870225817002048e-17,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999957272906492,9.4999999999999964,6.596094639243073e-10,9.478384122856647e-09,9.4783838630040085e-09,1.8366438859758062e-15,7.2583750372208077e-16,4.0759024626350544e-07,1.5911752800833698e-11,8.5095375133969612e-16,8.0713438567951299e-24,6.8049358057682876e-27,7.442553268982878e-26,4.8396259730066017e-11,5.0353828617754534e-17,2.9938040831546849e-24,1.6257089791842658e-26,2.9260295310475652e-35,0.0,1.1486576364133021e-20
9.906208377441744e-17,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999946219679614,9.4999999999999947,8.3024662657909457e-10,1.1930386405055386e-08,1.1930385827105341e-08,2.9098031146327149e-15,9.8371419597424913e-16,5.1301029892698755e-07,2.520844039965918e-11,1.3481388811693142e-15,1.2894209335236596e-23,1.3327048085978394e-26,1.4584235747706502e-25,7.6672522850169798e-11,7.9775985979683025e-17,4.758419938400258e-24,3.1752660947564035e-26,6.9574512765742659e-35,0.0,2.249511035485324e-20
1.194219093788144e-16,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999935166464493,9.4999999999999929,1.0008837703069316e-09,1.4382388029117423e-08,1.4382387003337183e-08,4.228780977389185e-15,1.243811829542643e-15,6.1842163003902597e-07,3.6634219243769228e-11,1.9591889180589584e-15,1.884195665540106e-23,2.3044793720299095e-26,2.5232875732878543e-25,1.1142450585450187e-10,1.1593773148154059e-16,6.9300151388712456e-24,5.4761235466149335e-26,1.4108123741941432e-34,0.0,3.8896880551553563e-20
1.3978173498321135e-16,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999924113261163,9.4999999999999911,1.1715208951078392e-09,1.6834388997208754e-08,1.6834387391702063e-08,5.7935755762168548e-15,1.5039738206744238e-15,7.2382424031516519e-07,5.0188914419642454e-11,2.6840950823351013e-15,2.5914582321002145e-23,3.660845727897848e-26,4.0106681146519719e-25,1.5265167675613223e-10,1.588390618084267e-16,9.5085583075449932e-24,8.6764776151629966e-26,2.5698146579372974e-34,0.0,6.1789003778219605e-20
1.8050138619200526e-16,0.26163470787898424,76.950000000000003,0.0,0.0,0.0,0.99999902006889885,9.499999999999984,1.5127950879289362e-09,2.1738388966076106e-08,2.1738385804840015e-08,9.6606081950127986e-15,2.0239277407826819e-15,9.3460330091962369e-07,8.3684428009143977e-11,4.4754443837866065e-15,4.3434435716544146e-23,7.760047929552141e-26,8.5107741030475431e-25,2.5452967905463189e-10,2.6486046521454906e-16,1.5886376282319514e-23,1.8297792216430831e-25,6.8153598502141064e-34,0.0,1.3096950280799147e-19
2.2122103740079917e-16,0.2616347078789842,76.950000000000003,0.0,0.0,0.0,0.99999879900565702,9.4999999999999787,1.8540692050425455e-09,2.664238631329143e-08,2.6642381066539411e-08,1.4510885809986844e-14,2.5420172033599723e-15,1.1453474864582323e-06,1.2569358344560456e-10,6.7221166279993788e-15,6.5453696811119401e-23,1.4150107060101144e-25,1.5535440583210954e-24,3.8230227867276243e-10,3.9784017000126449e-16,2.3891623102145097e-23,3.3196990065082113e-25,1.4894490389952914e-33,0.0,2.3880408795373699e-19
2.6194068860959306e-16,0.2616347078789842,76.950000000000003,0.0,0.0,0.0,0.99999857794288616,9.4999999999999698,2.1953432464488348e-09,3.1546381037780226e-08,3.1546373176821615e-08,2.034439241642249e-14,3.0593960964604197e-15,1.3560568029666899e-06,1.762149053133458e-10,9.424037757174882e-15,9.1972293595967419e-23,2.3379832261989456e-25,2.5695973141700715e-24,5.3596498823956948e-10,5.5777814855806009e-16,3.3524034066768736e-23,5.4571697867289755e-25,2.8734746657605566e-33,0.0,3.9454765201053654e-19
3.0266033981838697e-16,0.26163470787898413,76.950000000000003,0.0,0.0,0.0,0.99999835688058669,9.4999999999999591,2.5366172121479714e-09,3.6450373138558809e-08,3.6450362135707557e-08,2.716111230599462e-14,3.5771260403994347e-15,1.5667312563682951e-06,2.3524694567304706e-10,1.2581135091818245e-14,1.2299015221929282e-22,3.5987962280123464e-25,3.9595443988621416e-24,7.1551340395147176e-10,7.4467437381744143e-16,4.4783349405269578e-23,8.356695900547844e-25,5.0712169738908007e-33,0.0,6.0728279244723624e-19
3.433799910271809e-16,0.2616347078789841,76.950000000000003,0.0,0.0,0.0,0.99999813581875807,9.4999999999999467,2.8778911021401133e-09,4.1354362615715235e-08,4.1354347943217617e-08,3.496103021310743e-14,4.0951946762965341e-15,1.7773708524184667e-06,3.0278829762299065e-10,1.6193338011401871e-14,1.5850720615250752e-22,5.2498112489804506e-25,5.7822857791671134e-24,9.2094324681781295e-10,9.5852881947934533e-16,5.7669316700871793e-23,1.2126628638961848e-24,8.3615015785596857e-33,0.0,8.8583469239466511e-19
3.840996422359748e-16,0.261634707878984,76.950000000000003,0.0,0.0,0.0,0.99999791475740052,9.4999999999999325,3.2191649164254212e-09,4.6258349469642538e-08,4.6258330599371904e-08,4.3744131059167962e-14,4.6132837556969097e-15,1.9879755968010516e-06,3.788375717574761e-10,2.0260576772788831e-14,1.9852338312949247e-22,7.3427520338930248e-25,8.0962593651184803e-24,1.1522502910608183e-09,1.1993414595564653e-15,7.2181686678794541e-23,1.687137826327181e-24,1.3064329005200187e-32,0.0,1.2389187583859692e-18
4.248192934447687e-16,0.261634707878984,76.950000000000003,0.0,0.0,0.0,0.9999976936965137,9.4999999999999165,3.5604386550040533e-09,5.1162333700553252e-08,5.1162310104190616e-08,5.3510399684587373e-14,5.1312559110563491e-15,2.1985454952295957e-06,4.633933714102729e-10,2.4782781267776553e-14,2.4303861626116016e-22,9.9296227311206427e-25,1.09604064265712e-23,1.4094302888203321e-09,1.4671122679144451e-15,8.8320208753013157e-23,2.2694000436746936e-24,1.9535338778125575e-32,0.0,1.6752959161200063e-18
4.655389446535626e-16,0.26163470787898396,76.950000000000003,0.0,0.0,0.0,0.99999747263609762,9.4999999999999023,3.9017123178761722e-09,5.606631530842855e-08,5.6066286457694212e-08,6.4259820758303554e-14,5.6492059731386007e-15,2.4090805534815641e-06,5.5645428429072906e-10,2.9759880603287051e-14,2.9205283140537558e-22,1.3063019019220321e-24,1.4434513513864651e-23,1.69247894471564e-09,1.7618412181228625e-15,1.0608462954065603e-22,2.9696922225014474e-24,2.8166931774087525e-32,0.0,2.2038250896497065e-18
5.469782470711504e-16,0.26163470787898385,76.950000000000003,0.0,0.0,0.0,0.99999703051667788,9.4999999999998668,4.5842594165015094e-09,6.587427065533409e-08,6.5874229710837549e-08,8.8708059156185016e-14,6.6850814835668368e-15,2.8300461724745233e-06,7.6808582284366659e-10,4.1078481337483684e-14,4.0357794183712772e-22,2.1179009128909121e-24,2.3452086360910144e-23,2.3361651171284251e-09,2.4321734387858748e-15,1.4649015766689476e-22,4.763954537752766e-24,5.3701566517024639e-32,0.0,3.5726354716250701e-18
6.202736192469795e-16,0.2616347078789837,76.950000000000003,0.0,0.0,0.0,0.99999663261080951,9.4999999999998259,5.1985515463496512e-09,7.4701421497290919e-08,7.4701367861373582e-08,1.1407370154978263e-13,7.6175318966865769e-15,3.2087961340066003e-06,9.8762755533552679e-10,5.2820252576224459e-14,5.1933636599143937e-22,3.0879350941694028e-24,3.4257418548279471e-23,3.0039104790185009e-09,3.1276690178594149e-15,1.8841316966399998e-22,6.8803204659845296e-24,8.8876559921799975e-32,0.0,5.2084175929812737e-18
6.935689914228085e-16,0.2616347078789836,76.950000000000003,0.0,0.0,0.0,0.99999623470646515,9.4999999999997851,5.812843430911188e-09,8.3528563841703611e-08,8.3528495801965898e-08,1.4262451997151384e-13,8.5499991063951903e-15,3.5874333029801298e-06,1.2347039488148035e-09,6.6034783449573888e-14,6.4967040999013558e-22,4.3166816297279216e-24,4.7977037910740095e-23,3.7554036681356553e-09,3.9105085664535756e-15,2.3560016308666488e-22,9.527761492819572e-24,1.3907817263828087e-31,0.0,7.2801816759181079e-18
7.668643635986375e-16,0.26163470787898346,76.950000000000003,0.0,0.0,0.0,0.99999583680364468,9.4999999999997371,6.4271350701870586e-09,9.2355697689125475e-08,9.2355613532733215e-08,1.743604253540515e-13,9.4823710158783297e-15,3.9659577129282741e-06,1.5093068061616484e-09,8.0721662457740503e-14,7.9457967259510458e-22,5.8347126305144019e-24,6.4966058174447741e-23,4.5906197535278574e-09,4.7806919310427507e-15,2.8804966713128933e-22,1.2757980935898417e-23,2.0810553015220849e-31,0.0,9.8393458003754819e-18
