Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794)
6.270677873832933e-12,0.22134111708437745,76.950000000000003,0.0,0.0,0.0,0.99998556370514513,9.4999999080776707,5.1121176642660019e-07,5.7849336158388777e-06,5.7205190083859684e-06,7.8112778723797536e-08,2.5191911451768433e-12,2.0149244761631366e-07,8.6338419820442465e-07,1.3778855582416556e-08,1.02825967896041e-15,2.3045424236657421e-15,8.4426008397343744e-12,1.2490785807878906e-06,2.315817793928947e-10,1.2327351742118265e-16,8.1425484777989643e-19,2.8548142352037886e-18,1.3504216432121741e-22,2.9403703283352008e-13,7.7886982772750517e-11,1.0385127829288016e-12,1.0390906051113709e-12,3.8601601803142343e-16,1.9179982759894511e-16,6.7024422845698126e-20,6.9969537645727399e-12,5.3799944631316958e-15,1.4689276017424232e-15,1.0957231200724853e-28,1.8570614173140818e-16,3.388526877565406e-18,1.0309332476971467e-28,1.3399104459543688e-08,2.267358552280643e-21,6.8043757098523201e-22,2.1687924065584584e-11,6.3297670017689042e-12,5.712506173453516e-12,2.1733278020052542e-11,2.5893522585188695e-13,1.030930378672458e-28,7.7452076005676299e-20,1.453312144300628e-21,1.3175995191247633e-21,7.6782870602522369e-25,9.9181899477107936e-19,7.5685302454902988e-28,6.8747269236169209e-16,9.8184734126246464e-26,6.0008801169008874e-29,7.1625342023820886e-18,1.6708973946847795e-32,4.2041935871703988e-33,9.5162709941313096e-36,2.7896717599502131e-19,2.1406842669448693e-20,2.2661672045013436e-21,6.5000990405058022e-18,2.824907981760735e-21,3.0722211310711149e-19,4.0923823933558126e-21,1.6842573164720451e-21,2.8113402777355614e-21,5.5114613319863565e-22,3.572879328754169e-28,1.2562788485193092e-23,2.6151949457170242e-20,1.9164254276942943e-21,6.3369384932800203e-21,6.5912375452424202e-17,2.2530391867216359e-22,2.8161818596123601e-11,4.8421389589294475e-15
6.365081059229616e-12,0.22134111707790652,76.950000000000003,0.0,0.0,0.0,0.99998534642800652,9.4999999055203439,5.1890780549208417e-07,5.8719832604301789e-06,5.805503297882484e-06,8.0422558815684896e-08,2.5570058621356842e-12,2.0149266266857982e-07,8.7759058596621188e-07,1.4025673641232597e-08,1.0586653007156806e-15,2.418541701414012e-15,8.6986862964358927e-12,1.2696313146519005e-06,2.3860476934793402e-10,1.2548169764239549e-16,8.2895578464906398e-19,2.9853234258102799e-18,1.4187205487432164e-22,3.0369955899787759e-13,8.0223047845347738e-11,1.0858522089164738e-12,1.0864575950217605e-12,4.040095904485224e-16,2.0136987476486818e-16,6.8212883015260696e-20,7.1270201360554766e-12,5.4822671222918914e-15,1.4992651604862044e-15,1.2160013491781765e-28,1.927414206203005e-16,3.4892531398845022e-18,1.1441013405702719e-28,1.3619589355868131e-08,2.3533392499267345e-21,7.0622279802972656e-22,2.2079753563756134e-11,6.4400833775695102e-12,5.7127795470324039e-12,2.2126750344905781e-11,2.6823963320651294e-13,1.1440981085166776e-28,8.0949099254384373e-20,1.5473808493491071e-21,1.4047830915409957e-21,8.3087989237396653e-25,1.0194865117923187e-18,8.3125924617662737e-28,7.0814331637717966e-16,1.0607415425291236e-25,6.5913109351998827e-29,7.4587223108057812e-18,1.8629965910834692e-32,4.672386705043743e-33,1.0657667752841588e-35,2.9391670495213199e-19,2.2056291575751808e-20,2.3717858669988008e-21,6.7966574696454576e-18,2.9580807663746767e-21,3.1655353561671775e-19,4.2864415980678551e-21,1.7845130251031114e-21,2.9389739469065152e-21,5.6769866886069058e-22,3.7855518932854662e-28,1.3067995952571156e-23,2.735585967122213e-20,2.0316109430829813e-21,6.6400726495124372e-21,6.7001024228212625e-17,2.3975520394302551e-22,2.885140539583541e-11,4.8571489355268177e-15
6.459484244626299e-12,0.2213411170713548,76.950000000000003,0.0,0.0,0.0,0.99998512915085414,9.4999999029310711,5.2660384154306557e-07,5.9590328196734248e-06,5.8904556106353208e-06,8.2764238771653291e-08,2.5949739244931778e-12,2.0149283608110793e-07,8.9179698699328394e-07,1.4272534640796487e-08,1.089490834603903e-15,2.536462899722067e-15,8.9585988896337738e-12,1.2901840681227293e-06,2.4573264802104484e-10,1.2769026193552702e-16,8.4366303360184037e-19,3.1197399234634517e-18,1.4894207977129586e-22,3.1351929359019385e-13,8.2592842263431468e-11,1.1346006170173767e-12,1.1352344296570334e-12,4.2255097588767161e-16,2.1125471107310038e-16,6.9401348906697551e-20,7.2575744144568341e-12,5.5849256291712091e-15,1.5297204353699936e-15,1.3474062361429845e-28,1.9992053327616962e-16,3.5914795091776683e-18,1.2677385829911444e-28,1.3840074837392605e-08,2.4410794681421218e-21,7.3253534521585131e-22,2.2471405554120713e-11,6.5502054878808727e-12,5.7130339614463005e-12,2.2520074896953977e-11,2.7771043232459171e-13,1.2677349483754516e-28,8.4548724352075474e-20,1.6460689185696438e-21,1.4963422551408628e-21,8.9807005175656934e-25,1.0474192387335717e-18,9.1172011142787679e-28,7.2911541509397862e-16,1.144704387272805e-25,7.2298409553399794e-29,7.7621290564944811e-18,2.0738455710783706e-32,5.1848388218968452e-33,1.1916550710787045e-35,3.093986858084885e-19,2.2715298131260395e-20,2.4803897606591894e-21,7.1020633124184373e-18,3.0953618911088675e-21,3.2602474606626179e-19,4.4865251229299585e-21,1.8890786704530314e-21,3.0703752430042814e-21,5.8444016551947622e-22,4.0073669599263218e-28,1.3586252921957664e-23,2.8596012785849849e-20,2.1514724253840152e-21,6.9526952526146541e-21,6.8089674095570316e-17,2.5486498005383977e-22,2.9548613533700135e-11,4.8721369850657934e-15
6.575737622588049e-12,0.22134111706317583,76.950000000000003,0.0,0.0,0.0,0.99998486158356181,9.4999998996987021,5.3608116789683183e-07,6.0662304185003293e-06,5.995026826781442e-06,8.5691636317333721e-08,2.6417116217483431e-12,2.0149300233862815e-07,9.0929156038764135e-07,1.4576586479839345e-08,1.1280266748959979e-15,2.6871833395989709e-15,9.2839283176930187e-12,1.315493902857018e-06,2.546544313990837e-10,1.3041048927373656e-16,8.6178268142549416e-19,3.2907208326136386e-18,1.5798575952210866e-22,3.258278422977454e-13,8.5557433655497103e-11,1.1965979151491045e-12,1.1972679383961272e-12,4.461484462614685e-16,2.2386744983491413e-16,7.0864898921394077e-20,7.4190166175080512e-12,5.711875186261563e-15,1.5673863382041517e-15,1.5257648559778156e-28,2.0895972866660465e-16,3.7194339691700393e-18,1.435554370580554e-28,1.411159376935169e-08,2.5515551355288438e-21,7.6566558416780255e-22,2.2953462204641305e-11,6.6855490910947587e-12,5.7133251340683583e-12,2.3004232076480055e-11,2.8960180205266826e-13,1.4355501805168098e-28,8.9124714029577378e-20,1.7741796320456185e-21,1.6153315108390586e-21,9.8680423322894221e-25,1.0821767680489689e-18,1.0197073469697439e-27,7.553555888034199e-16,1.2554315462597354e-25,8.0868990589836468e-29,8.1457486993862161e-18,2.3615095629057603e-32,5.8818579956298571e-33,1.3643346238512556e-35,3.2920960188637256e-19,2.3539959350440323e-20,2.6182780501157316e-21,7.4905027202097219e-18,3.2701533638223966e-21,3.3788018729865755e-19,4.7413308670220094e-21,2.0239384059755713e-21,3.2374445276164014e-21,6.0531358439558013e-22,4.2934446283859576e-28,1.4242628684478664e-23,3.0173786861361273e-20,2.3056432245301067e-21,7.3509253782822141e-21,6.9430299793208923e-17,2.7440322830758973e-22,3.0417665504786102e-11,4.8905684977778565e-15
6.691991000549798e-12,0.221341117054875,76.950000000000003,0.0,0.0,0.0,0.99998459401624806,9.4999998964181458,5.4555848967915376e-07,6.1734279007197705e-06,6.0995497972893108e-06,8.8667162960544879e-08,2.688118235721925e-12,2.0149312609470514e-07,9.267861456732293e-07,1.4880691179591886e-08,1.1671961167806135e-15,2.8441200608110048e-15,9.6150617901117011e-12,1.3408037554249705e-06,2.637352763684674e-10,1.3313118976882344e-16,8.7991111134435531e-19,3.467819973725238e-18,1.6741039927767133e-22,3.3837474249937174e-13,8.8573061984245241e-11,1.2608001815885064e-12,1.2615077678572167e-12,4.7060383636131221e-16,2.3697466831782007e-16,7.232845467215508e-20,7.581198664697056e-12,5.8394098125682116e-15,1.6052303965985408e-15,1.7239583767795999e-28,2.1821889685521389e-16,3.8496772051861366e-18,1.6220330466573771e-28,1.4383113459635052e-08,2.6647217396196881e-21,7.9960228348425685e-22,2.343524613112072e-11,6.8205981335441739e-12,5.7135958242157183e-12,2.3488161596386736e-11,3.017452250485004e-13,1.6220282283147276e-28,9.3861421715798305e-20,1.9098363626217977e-21,1.7414796767630815e-21,1.0825279791667554e-24,1.1173256998016089e-18,1.1382508940726467e-27,7.8205234655776553e-16,1.3746996089213226e-25,9.0278372855702349e-29,8.5404718969972744e-18,2.6829502631936902e-32,6.6581953877441806e-33,1.5584310870736101e-35,3.4985989111930833e-19,2.4379095584077819e-20,2.7607977270451809e-21,7.8927920962478938e-18,3.4513832023937801e-21,3.4994760697113552e-19,5.0055796696847369e-21,2.1657250435931708e-21,3.4104049437901088e-21,6.2646764456716395e-22,4.5942160488346172e-28,1.491933193343138e-23,3.1808313135727568e-20,2.4672294157101754e-21,7.7640296692096888e-21,7.0770926489201443e-17,2.9500091353691573e-22,3.1298273453067226e-11,4.9089762855505218e-15
6.808244378511547e-12,0.2213411170464525,76.950000000000003,0.0,0.0,0.0,0.99998432644891277,9.4999998930895355,5.5503580689003242e-07,6.2806252715338361e-06,6.2040246577074819e-06,9.1690683177994655e-08,2.7347319106182189e-12,2.0149321562142435e-07,9.442807395542195e-07,1.5184842999617098e-08,1.2069973215783996e-15,3.0074231649021036e-15,9.9519994478307521e-12,1.3661136210584685e-06,2.7297518267583023e-10,1.3585231168900564e-16,8.9804804143995827e-19,3.6511436962754928e-18,1.7722538409142203e-22,3.511599650998256e-13,9.1639665005525877e-11,1.3272450276590262e-12,1.3279915537573954e-12,4.9593211480922372e-16,2.5058579128289453e-16,7.3792014976013529e-20,7.7441205320324135e-12,5.9675294826632601e-15,1.6432524567387295e-15,1.9437861699531296e-28,2.2769905780794803e-16,3.982216885150809e-18,1.8288677159461903e-28,1.4654633856284062e-08,2.7805917609716243e-21,8.3434918244248973e-22,2.3916755889014742e-11,6.9553527899017818e-12,5.7138495095961252e-12,2.3971861996289253e-11,3.1414054706087969e-13,1.8288621884794078e-28,9.8761687868511063e-20,2.0533477243189982e-21,1.8750856143259381e-21,1.1856578235499661e-24,1.1528603487447159e-18,1.2681727734174347e-27,8.0920536213323434e-16,1.5030072462322355e-25,1.0059198516569884e-28,8.9463818196679963e-18,3.0414397358530857e-32,7.5213003808191846e-33,1.776170667426555e-35,3.7136715311179076e-19,2.523269645558299e-20,2.9080059438823239e-21,8.3091701573148864e-18,3.6391661494076437e-21,3.6222699952652678e-19,5.2794409279658491e-21,2.3146579647234666e-21,3.5893541784696153e-21,6.4789922692915465e-22,4.9101465763840024e-28,1.5616659318912925e-23,3.3500578675573254e-20,2.6364094431486307e-21,8.1922753711380906e-21,7.2111553920292482e-17,3.1669211994175105e-22,3.2190436474324705e-11,4.927364367079366e-15
6.924497756473296e-12,0.22134111703790876,76.950000000000003,0.0,0.0,0.0,0.99998405888155617,9.4999998897130098,5.6451311952946865e-07,6.3878225358333027e-06,6.3084515432028956e-06,9.4762061827932746e-08,2.7817722853358757e-12,2.0149327752705142e-07,9.6177533939769537e-07,1.5489036829283301e-08,1.2474284885519747e-15,3.1772440315134154e-15,1.0294741432818867e-11,1.3914234959484416e-06,2.8237415007594915e-10,1.3857380916377261e-16,9.1619320846275014e-19,3.840798289218844e-18,1.8744018030866921e-22,3.641834809657211e-13,9.4757180590125259e-11,1.3959700188207714e-12,1.3967568859206988e-12,5.2214823196035765e-16,2.6471023203594052e-16,7.5255578885657844e-20,7.9077822000798756e-12,6.0962341760181395e-15,1.6814523899903433e-15,2.1871748459333329e-28,2.3740123054771061e-16,4.1170606764593286e-18,2.0578712136665813e-28,1.4926154917629375e-08,2.8991776685179366e-21,8.6991001703798194e-22,2.4397990316065936e-11,7.0898133195486507e-12,5.7140890615381257e-12,2.4455332097946901e-11,3.2678761315183624e-13,2.0578648874990262e-28,1.0382836211274502e-19,2.2050297197045915e-21,2.0164554769676541e-21,1.2966274949165265e-24,1.1887752127578471e-18,1.4103432695418227e-27,8.3681431176764145e-16,1.6408733193014034e-25,1.1187910824171654e-28,9.3635593763580745e-18,3.440501935765881e-32,8.4791784241989522e-33,2.0199677910400308e-35,3.9374897667419253e-19,2.6100751667322256e-20,3.0599595702854473e-21,8.7398754473630046e-18,3.833616863271379e-21,3.7471835853636761e-19,5.5630839143083825e-21,2.4709591147790733e-21,3.7743896916800918e-21,6.6960531232759935e-22,5.2417070048218453e-28,1.6334907263746123e-23,3.5251569838347381e-20,2.8133613309862553e-21,8.6359294033581364e-21,7.345218187617378e-17,3.3951129078070972e-22,3.309415367163713e-11,4.9457360666929922e-15
7.0407511344350455e-12,0.22134111702924417,76.950000000000003,0.0,0.0,0.0,0.99998379131417747,9.4999998862887143,5.7399042759746298e-07,6.4950196988936254e-06,6.4128305885627554e-06,9.788116414827202e-08,2.8285616598352598e-12,2.0149331731416156e-07,9.792699430112791e-07,1.5793268070625975e-08,1.2884879124286723e-15,3.353735308342322e-15,1.064328788801396e-11,1.4167333769231567e-06,2.9193217833022864e-10,1.4129564152633903e-16,9.3434627300848576e-19,4.0368899810832033e-18,1.9806433492957356e-22,3.7744526093953217e-13,9.792554672327766e-11,1.4670126748186467e-12,1.4678413084263119e-12,5.4926711996204689e-16,2.7935739244301993e-16,7.671914561132895e-20,8.0721836524372761e-12,6.2255238753633449e-15,1.7198300860486196e-15,2.4561897425952841e-28,2.4732643338586321e-16,4.2542162426648218e-18,2.31098691698026e-28,1.5197676608839908e-08,3.0204919224238615e-21,9.0628852136396529e-22,2.4878948449819427e-11,7.2239800413983367e-12,5.7143169202437006e-12,2.4938570922821631e-11,3.3968626792746779e-13,2.3109796929970771e-28,1.0906430322990258e-19,2.365205849222738e-21,2.1659028194726963e-21,1.4158886468000025e-24,1.225064962685195e-18,1.5656844047393494e-27,8.6487887405540619e-16,1.7888377229194213e-25,1.2421315334555064e-28,9.7920833128101712e-18,3.8839388634504699e-32,9.540446219570104e-33,2.2924472533696561e-35,4.1702293974928939e-19,2.6983250997243751e-20,3.2167152178251495e-21,9.185146339788484e-18,4.0348499193581867e-21,3.8742167676173662e-19,5.8566777782534505e-21,2.6348529441707877e-21,3.9656087166616294e-21,6.9158297606199495e-22,5.5893734415484903e-28,1.7074371967159724e-23,3.7062272281325975e-20,2.9982626643534069e-21,9.0952583597664382e-21,7.4792810181723086e-17,3.6349322284848297e-22,3.4009424153786929e-11,4.964094212812696e-15
7.157004512396795e-12,0.22134111702045903,76.950000000000003,0.0,0.0,0.0,0.99998352374677701,9.4999998828167858,5.8346773109401626e-07,6.6022167649027469e-06,6.5171619281941823e-06,1.0104785575693459e-07,2.8749760366142342e-12,2.0149333927494396e-07,9.9676454868484294e-07,1.6097532659485608e-08,1.3301738357122035e-15,3.5370509130425079e-15,1.0997638957333678e-11,1.4420432615085641e-06,3.0164926720697518e-10,1.4401777249181316e-16,9.5250695644836279e-19,4.2395249399522389e-18,2.0910747572779339e-22,3.9094527583696679e-13,1.011447015047553e-10,1.5404104696550662e-12,1.5412823195812676e-12,5.7730369274292376e-16,2.9453666292757011e-16,7.8182714535422401e-20,8.2373248760205679e-12,6.355398566996107e-15,1.7583854541902706e-15,2.7530332074593724e-28,2.5747568387987262e-16,4.3936912440865061e-18,2.5902871282848901e-28,1.5469198902570216e-08,3.1445469735642971e-21,9.4348842643145144e-22,2.5359629542784547e-11,7.3578533385245824e-12,5.7145350626296097e-12,2.5421577707231828e-11,3.5283635549545251e-13,2.5902788970430345e-28,1.1447237915976616e-19,2.5342070910752204e-21,2.3237485778524709e-21,1.5439107224957022e-24,1.261724444185417e-18,1.7351692910048248e-27,8.9339872996671215e-16,1.9474612293912307e-25,1.3767161029213486e-28,1.0232030193631924e-17,4.3758256395335216e-32,1.0714323245432026e-32,2.5964405814879901e-35,4.412066094257973e-19,2.7880184299492953e-20,3.378329235532362e-21,9.6452210370163079e-18,4.2429798097983279e-21,4.0033694614217934e-19,6.1603915461292815e-21,2.8065664191282395e-21,4.1631082598422525e-21,7.1382938888578581e-22,5.9536273303273257e-28,1.7835349404116803e-23,3.893367095996808e-20,3.191290592770004e-21,9.5705285086709374e-21,7.6133438700336166e-17,3.8867306748614604e-22,3.4936247035558882e-11,4.9824411016009099e-15
7.273257890358544e-12,0.2213411170115537,76.950000000000003,0.0,0.0,0.0,0.99998325617935491,9.4999998792973575,5.9294503001912944e-07,6.7094137367405613e-06,6.6214456960878581e-06,1.0426200268820193e-07,2.9217171984342442e-12,2.0149334678808491e-07,1.0142591550722239e-06,1.6401827013971641e-08,1.372484424616254e-15,3.7273461505193797e-15,1.1357794785720533e-11,1.4673531477571696e-06,3.1152541648073214e-10,1.4674016953607013e-16,9.706751353650882e-19,4.4488092674678228e-18,2.2057931870888897e-22,4.0468349645477584e-13,1.0441458315990724e-10,1.6162008271318938e-12,1.6171173674594768e-12,6.0627284423737451e-16,3.1025742133776423e-16,7.9646285170806995e-20,8.4032058602530706e-12,6.485858239908341e-15,1.7971184196448775e-15,3.0800715615957527e-28,2.6784999894599008e-16,4.5354933348441066e-18,2.8979984491186627e-28,1.5740721777124964e-08,3.2713552649146882e-21,9.8151346012163042e-22,2.5840033018294412e-11,7.491433644544492e-12,5.7147450961405195e-12,2.590435185823506e-11,3.6623771959823834e-13,2.8979890898750844e-28,1.2005546790820548e-19,2.7123727710755664e-21,2.4903219294533198e-21,1.6811835343393457e-24,1.2987486850149328e-18,1.9198310871771913e-27,9.223735629799191e-16,2.1173285007880387e-25,1.5233676404016006e-28,1.0683474283082434e-17,4.9205672740928968e-32,1.2010755923666494e-32,2.9350323613356812e-35,4.6631754078828316e-19,2.8791541508652825e-20,3.5448577057573482e-21,1.0120337555588889e-17,4.4581209362557897e-21,4.1346415777491751e-19,6.4743941103705699e-21,2.9863292138763872e-21,4.3669850781413802e-21,7.3634182102099986e-22,6.3349558588887647e-28,1.8618135306465252e-23,4.0866750066365491e-20,3.3926217699395146e-21,1.0062005761060977e-20,7.7474067324478756e-17,4.1508636078338338e-22,3.5874621437137508e-11,5.0007786032513291e-15
7.389511268320293e-12,0.22134111700252862,76.950000000000003,0.0,0.0,0.0,0.99998298861191071,9.4999998757305715,6.0242232437280305e-07,6.8166106177937715e-06,6.7256820258370398e-06,1.0752347137370295e-07,2.9686128664155215e-12,2.0149334267199146e-07,1.0317537610504909e-06,1.6706147919441107e-08,1.415417938532772e-15,3.9247776487755469e-15,1.1723755519052817e-11,1.4926630340444337e-06,3.2156062593078986e-10,1.4946280402002934e-16,9.8885061343661707e-19,4.6648490016183404e-18,2.3248966393653952e-22,4.186598935794522e-13,1.0773513003401855e-10,1.6944211230494732e-12,1.6953838521021761e-12,6.3618944926144435e-16,3.2652903348321639e-16,8.1109857110761428e-20,8.5698265960987183e-12,6.616902884747242e-15,1.8360289183770545e-15,3.4398393578412842e-28,2.7845039503872469e-16,4.6796301610150412e-18,3.2365057894961441e-28,1.6012245214274752e-08,3.4009292337644932e-21,1.0203673493045583e-21,2.632015841119432e-11,7.6247214255839276e-12,5.714948386031476e-12,2.6386892894346936e-11,3.798902037733827e-13,3.2364951691508421e-28,1.2581645711856073e-19,2.9000503562665372e-21,2.6659600906708056e-21,1.828217346502196e-24,1.3361328766838955e-18,2.1207650889158019e-27,9.5180305886564646e-16,2.2990481696466751e-25,1.6829586348583183e-28,1.1146487746361468e-17,5.522921154454312e-32,1.3440448160202514e-32,3.3115776758919503e-35,4.9237327736142608e-19,2.9717312632813089e-20,3.7163564753269824e-21,1.0610733736177356e-17,4.6803876148403024e-21,4.2680330201489624e-19,6.7988542368003191e-21,3.1743735334645557e-21,4.5773356893017925e-21,7.5911763216826999e-22,6.7338515833534722e-28,1.9423025176792397e-23,4.2862493069981395e-20,3.6024323600591633e-21,1.0569955686261707e-20,7.8814695964446241e-17,4.4276900215767402e-22,3.682454648296477e-11,5.0191083076261092e-15
7.505764646282042e-12,0.22134111699338394,76.950000000000003,0.0,0.0,0.0,0.99998272104444486,9.4999998721165593,6.1189961415503794e-07,6.9238074115095221e-06,6.8298710507815584e-06,1.1083212849844436e-07,3.0151752343706822e-12,2.0149332930664559e-07,1.049248365671392e-06,1.701049241633912e-08,1.4589726714693535e-15,4.1295028740896648e-15,1.2095521303812539e-11,1.5179729189985298e-06,3.3175489533973611e-10,1.5218564979879879e-16,1.0070331626039803e-18,4.8877501398466706e-18,2.4484836494086198e-22,4.3287443798890877e-13,1.1110628054883722e-10,1.7751087026159409e-12,1.7761191429385381e-12,6.6706837044669674e-16,3.4336085750463201e-16,8.2573430011294377e-20,8.737187075725734e-12,6.7485324934541304e-15,1.8751168942993698e-15,3.8349833170898032e-28,2.892778882811437e-16,4.826109364078297e-18,3.6082996092236824e-28,1.6283769198502139e-08,3.533281313320881e-21,1.0600538199241007e-21,2.6800005340338833e-11,7.7577171724374015e-12,5.7151461155490803e-12,2.6869200418051124e-11,3.9379365139175604e-13,3.608287581664347e-28,1.3175824057328618e-19,3.0975924727921022e-21,2.8510053721410714e-21,1.9855352829815917e-24,1.3738723170744738e-18,2.3391053717040338e-27,9.8168690487582496e-16,2.493243943695058e-25,1.8563925526775238e-28,1.1621141391667189e-17,6.1878630225091387e-32,1.5014600215428464e-32,3.7296048683091984e-35,5.1939135532109654e-19,3.0657487727566655e-20,3.8928812366070139e-21,1.1116647307006259e-17,4.909894106953071e-21,4.4035436873183144e-19,7.1339406102761105e-21,3.3709332068120786e-21,4.7942564587564604e-21,7.821542401440469e-22,7.1508105043643329e-28,2.0250314370955049e-23,4.492188297832463e-20,3.8208982189492318e-21,1.1094643635849328e-20,8.015532454448601e-17,4.7175712347458832e-22,3.7786021300429339e-11,5.037431594414535e-15
7.622018024243792e-12,0.22134111698412018,76.950000000000003,0.0,0.0,0.0,0.99998245347695669,9.4999998684554612,6.2137689936583485e-07,7.0310041202512476e-06,6.9340129038244129e-06,1.1418784118418041e-07,3.0616348819565802e-12,2.0149330854708214e-07,1.0667429681958303e-06,1.7314857910435386e-08,1.5031468507115578e-15,4.3416807436012785e-15,1.2473092287491266e-11,1.5432828015502187e-06,3.4210822449488327e-10,1.5490868350155356e-16,1.02522264385808e-18,5.1176186094891087e-18,2.5766536748098728e-22,4.4732710045207482e-13,1.1452797325799316e-10,1.8583008582249827e-12,1.8593605565490019e-12,6.9892444938945411e-16,3.6076223829231016e-16,8.4037003603804988e-20,8.9052872927466164e-12,6.8807470595219702e-15,1.9143823015919226e-15,4.2683464122688882e-28,3.0033349433964439e-16,4.9749385759731254e-18,4.0160550445840742e-28,1.6555293717537322e-08,3.6684239311687449e-21,1.100576595711474e-21,2.7279573530403693e-11,7.8904214065181855e-12,5.7153392379055888e-12,2.735127413760155e-11,4.0794790564556336e-13,4.0160414494395563e-28,1.3788372266286185e-19,3.3053607948035727e-21,3.0458090198314949e-21,2.1536835413564488e-24,1.4119624787977041e-18,2.5760572425200625e-27,1.0120247907282286e-15,2.7005665647994465e-25,2.0446297772359218e-28,1.2107503771441034e-17,6.9207796247415746e-32,1.674529814881506e-32,4.1929612834302832e-35,5.4738929809085004e-19,3.1612056927576391e-20,4.0744874308815269e-21,1.1638315803781648e-17,5.1467545803640666e-21,4.5411734701204203e-19,7.479821777097112e-21,3.5762448150066834e-21,5.0178434884899878e-21,8.0544915825044299e-22,7.5863344602409288e-28,2.1100297994252447e-23,4.7045902007668965e-20,4.0481946580140127e-21,1.1636334585479687e-20,8.1495953005550713e-17,5.0208725397700405e-22,3.875904502133288e-11,5.0557495768364874e-15
7.738271402205541e-12,0.22134111697473763,76.950000000000003,0.0,0.0,0.0,0.99998218590944665,9.4999998647474104,6.3085418000519484e-07,7.1382007459052836e-06,7.0381077175231144e-06,1.1759047689808639e-07,3.1084261545990654e-12,2.0149328187351745e-07,1.0842375680340459e-06,1.7619242080827025e-08,1.547938687996337e-15,4.561471315711955e-15,1.2856468618369137e-11,1.5685926808463132e-06,3.5262061318707721e-10,1.5763188406692254e-16,1.0434189663681881e-18,5.3545602823762557e-18,2.7095068996286638e-22,4.6201785173179193e-13,1.1800014681944306e-10,1.9440348404775587e-12,1.9451453676941447e-12,7.3177251104059569e-16,3.7874251024932132e-16,8.5500577673575386e-20,9.0741272418055549e-12,7.0135465775520482e-15,1.9538251019113131e-15,4.7429378090589369e-28,3.116182285408641e-16,5.1261254207958667e-18,4.4626036209287359e-28,1.6826818761429528e-08,3.8063695107105641e-21,1.1419393989527576e-21,2.775886278261927e-11,8.0228346712761952e-12,5.7155285397551059e-12,2.7833113837770198e-11,4.2235280960558288e-13,4.4625882825418813e-28,1.4419581617382884e-19,3.523724193271386e-21,3.2507293874896792e-21,2.3332268159095395e-24,1.450398970503177e-18,2.8328835793705296e-27,1.0428164080688069e-15,2.9216884428473161e-25,2.2486766986685366e-28,1.2605641675175724e-17,7.7273928332189132e-32,1.8645374527793892e-32,4.7057614450395234e-35,5.7638461898912148e-19,3.2581010429332999e-20,4.2612303040275605e-21,1.2175976610271309e-17,5.3910831289568997e-21,4.6809222533559383e-19,7.8366661742257515e-21,3.7905471035861838e-21,5.2481926718999943e-21,8.2899997413631437e-22,8.040929880409546e-28,2.1973270954406731e-23,4.9235531749749398e-20,4.2844965554918956e-21,1.2195293213338693e-20,8.2836581300520753e-17,5.3379623637503107e-22,3.9743616780849616e-11,5.0740631750209053e-15
