Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794)
1.951901359500856e-07,0.2212762519029086,76.950000000000003,0.0,0.0,0.0,0.65742698259393229,9.4494881615423978,0.010676045143156858,0.053164979568546433,0.026513621418213871,0.006030249862931973,2.3035677291091702e-08,1.3616266640474432e-07,0.023336416483320244,0.00015027912398991205,7.9381730975176697e-11,0.037860044152284146,0.043107727943539724,0.03488684520823028,0.082592387861001676,1.3444858475027034e-12,4.194261450895801e-11,1.3728508279077794e-06,2.5022962760969209e-09,2.6842898319258137e-06,1.8267001625485841e-05,0.015070353426902558,0.022119177761988996,5.9586754269050283e-06,3.7311431545530085e-06,2.0173719804250232e-15,0.00029261612087390587,2.3022448592931335e-07,7.2012593031521408e-08,0.00017776664706919019,4.2390264612585701e-06,1.2538124330892679e-08,0.0018077274262109433,0.0004991557429576297,5.1606751172605738e-11,1.5463940095041011e-11,8.5917682053264846e-09,2.1826442581424735e-09,7.1029368261750293e-12,3.1341211555784075e-07,1.1983022453145997e-06,0.0015340731316126567,1.0315821278854126e-07,0.00019051855416561954,3.294853784490047e-05,0.0003085263520836856,1.2244773756779614e-10,4.5884896217956737e-05,3.4307334441369266e-08,0.0010827655266642075,3.9746027645000061e-05,1.0937011829729996e-09,1.5850850604188006e-05,0.00072096390246576697,0.00010936101167205311,4.9094973053416702e-08,9.0705882270733559e-12,4.5113178206016205e-13,6.29817027244183e-06,3.0080244669305544e-09,5.8854623641019396e-06,4.4396419098450503e-09,1.1487219574373787e-08,1.3396424887315089e-06,2.1213632699005478e-09,2.436653960573105e-15,8.4744554362183181e-09,2.788647626474902e-05,1.299689282991414e-12,1.0671939756714711e-10,1.838619839589909e-12,1.2990483427093642e-12,0.0050111683334796283,3.3565840805338478e-11
1.9788473254436458e-07,0.22127542899282399,76.950000000000003,0.0,0.0,0.0,0.65412628036440112,9.4488601050830763,0.010766728830396925,0.053061517700805687,0.026330855291482234,0.0059883457222369109,2.298940606069523e-08,1.3553791056217177e-07,0.023591106119179219,0.00014997726645331352,7.8830108190233703e-11,0.038418841872104752,0.04387005071910087,0.035284200593464064,0.083789887005648447,1.3417852516043981e-12,4.268138566830263e-11,1.3971688061047152e-06,2.5392823931317989e-09,2.7150360107600493e-06,1.8141130020872478e-05,0.015153937402039484,0.022430516443666615,5.9913478713673644e-06,3.7516018553069404e-06,2.0403495692814702e-15,0.00029572398710829459,2.3265509697098287e-07,7.2773165851026683e-08,0.0001800300570420975,4.284312732900063e-06,1.2683622225887846e-08,0.0018707527281257616,0.00050697201138118794,5.2154802573028647e-11,1.5628163447969107e-11,8.714858066618774e-09,2.2158647048334306e-09,7.131268582037761e-12,3.2448367876672089e-07,1.240802824284747e-06,0.001582635207126722,1.0436212960283771e-07,0.0001942301730713826,3.3450960280825818e-05,0.00031549438733049882,1.2513483536006781e-10,4.6920383684447581e-05,3.5899060013959112e-08,0.0011224282443008922,4.0660777633650832e-05,1.1444461654729634e-09,1.6218360469110425e-05,0.00075009950924436689,0.00011381149944698106,5.0954508784315191e-08,9.5215305750313445e-12,4.6712442730371816e-13,6.6693653596609672e-06,3.1851086474353732e-09,6.165184463413928e-06,4.7010063104647907e-09,1.2163511988920322e-08,1.4032485870592579e-06,2.2221853255884306e-09,2.5801082210814691e-15,8.8993476244273027e-09,2.9285449953231878e-05,1.345763006573401e-12,1.0731129372294212e-10,1.8594447377181074e-12,1.3450960784698774e-12,0.0050732377603277942,3.4086340588069913e-11
2.0057932913864356e-07,0.22127461417203995,76.950000000000003,0.0,0.0,0.0,0.65085333029871861,9.4482381165954212,0.010856241945753445,0.052953956885944647,0.026148893161764757,0.005946632773250882,2.2941378543946782e-08,1.3491851656147806e-07,0.023844341384887259,0.00014966395108269813,7.8281002237783042e-11,0.038971300214239953,0.044628458238329623,0.035679750935551653,0.084978924500492783,1.3389821471521856e-12,4.3416280655967262e-11,1.4213620740503463e-06,2.5758497913947238e-09,2.7456423243420131e-06,1.8015808596074842e-05,0.015233914296298329,0.022739706940255618,6.0225937837365423e-06,3.7711672976889197e-06,2.0632227791227231e-15,0.00029878481763688112,2.3504854125423348e-07,7.3522108342061771e-08,0.0001822124278763139,4.3289059499955047e-06,1.2827165070061042e-08,0.001934405769230678,0.00051479309802313837,5.2694380352356028e-11,1.5789847684195736e-11,8.8380444770693776e-09,2.2491073466085829e-09,7.1597591641092077e-12,3.3600317635560838e-07,1.285023486215873e-06,0.0016313811903921134,1.0554981951761158e-07,0.00019793218675342748,3.3947948100079869e-05,0.00032246925343570171,1.2785605799234116e-10,4.7956843672055916e-05,3.7536327286589986e-08,0.001162732448261008,4.1576533589409375e-05,1.1966431008183716e-09,1.6586263207856423e-05,0.00077977842649713043,0.00011834679066240986,5.2879898182527019e-08,9.9854354475304419e-12,4.8376452029880788e-13,7.0571074985165237e-06,3.3700745677795226e-09,6.4523920251967315e-06,4.9740036348205863e-09,1.2869907044892035e-08,1.4685526591094624e-06,2.3257054048077098e-09,2.7299478144258017e-15,9.3364518887185189e-09,3.0724661287554547e-05,1.3937019913054674e-12,1.078776465283815e-10,1.8801730275963e-12,1.3930081042507738e-12,0.0051346821414400001,3.4607043211080824e-11
2.0327392573292254e-07,0.22127380750845466,76.950000000000003,0.0,0.0,0.0,0.64760780831533649,9.4476221573592429,0.010944596347990245,0.052842534564540737,0.025967811975145277,0.0059051283644086057,2.2891697747454848e-08,1.34304420979015e-07,0.024096134161776649,0.00014933984988108086,7.7734641491243783e-11,0.039517440728455366,0.045382894358746519,0.036073511334466915,0.086159484400471817,1.3360825462821466e-12,4.414724681589596e-11,1.4454288268853683e-06,2.6119998763658932e-09,2.7761099439986617e-06,1.7891090645659604e-05,0.015310405301251412,0.023046759125564437,6.0524613698477224e-06,3.7898696668864642e-06,2.0859924831252115e-15,0.00030179942281855702,2.3740546646271681e-07,7.42596231241083e-08,0.00018431507888317015,4.3728180896556524e-06,1.2968782345965133e-08,0.0019986585566480401,0.00052261819508814581,5.3225632619855462e-11,1.5949037184596599e-11,8.9613142770777971e-09,2.2823687138498798e-09,7.1884026998389303e-12,3.4798715952754848e-07,1.3310276915453908e-06,0.0016802820568972755,1.067215268588571e-07,0.00020162424610615639,3.4439514368085987e-05,0.00032945009230719998,1.3061169343244244e-10,4.8994149159638117e-05,3.9219336154362222e-08,0.0012036712900882925,4.2493176040766662e-05,1.2502983632454105e-09,1.6954509720369707e-05,0.00080999533998576891,0.00012296614261274262,5.4873823236297567e-08,1.0462338084699835e-11,5.0107599625125435e-13,7.4618289987106799e-06,3.5631275100365078e-09,6.7470933966241374e-06,5.2589368657178261e-09,1.3607188846888144e-08,1.5355564141317113e-06,2.4319265164547445e-09,2.8863390638455577e-15,9.7857987089064946e-09,3.2204211235217047e-05,1.4435751952369776e-12,1.0841931419354606e-10,1.9008055521119732e-12,1.4428533624753017e-12,0.0051955086486282194,3.5127897432294702e-11
2.0596852232720152e-07,0.22127300906209274,76.950000000000003,0.0,0.0,0.0,0.64438939591136724,9.4470121861895358,0.011031803766579763,0.052727475852754183,0.025787680910745799,0.0058638480755954471,2.2840461303346857e-08,1.3369556149392117e-07,0.024346496195239285,0.0001490055997889552,7.719123104299164e-11,0.040057289141634637,0.046133309002542755,0.036465496719235289,0.087331556382468617,1.3330921474403237e-12,4.4874237362048391e-11,1.4693674540775024e-06,2.6477343308558159e-09,2.8064400277685871e-06,1.7767024092217737e-05,0.015383529273904397,0.023351683738331155,6.0809978939655114e-06,3.8077385585095707e-06,2.1086595445800313e-15,0.00030476861306415643,2.3972651993616905e-07,7.4985912714351859e-08,0.00018633942869155694,4.4160611321950818e-06,1.3108503782684419e-08,0.0020634837115824562,0.00053044651841634898,5.3748707436253574e-11,1.6105776315501989e-11,9.0846546897990754e-09,2.315645438271199e-09,7.2171934750613009e-12,3.6045243953961587e-07,1.3788798939261429e-06,0.0017293096692445535,1.0787749808793465e-07,0.00020530602787578164,3.4925676163409431e-05,0.00033643609896003858,1.3340200929883349e-10,5.0032181037384314e-05,4.0948266127649747e-08,0.0012452379223955093,4.3410592899257481e-05,1.3054176770517244e-09,1.7323053973582443e-05,0.00084074489399625987,0.00012766880550702723,5.693906322344677e-08,1.0952267665309739e-11,5.1908316663745499e-13,7.8839621088220806e-06,3.7644727010842162e-09,7.0492937315813829e-06,5.5561089044990372e-09,1.4376141290046972e-08,1.6042608377850254e-06,2.5408505184450603e-09,3.0494482481496185e-15,1.0247412828871485e-08,3.3724181847519408e-05,1.4954526605342751e-12,1.0893713839658576e-10,1.9213431438100913e-12,1.4947018801335057e-12,0.0052557245164516495,3.5648853554495591e-11
2.086631189214805e-07,0.22127221888546547,76.950000000000003,0.0,0.0,0.0,0.64119777996656901,9.4464081596956095,0.011117875803545839,0.052608994217100434,0.025608561993360212,0.0058228058581375969,2.2787761764492986e-08,1.3309187684897142e-07,0.024595439097013606,0.00014866180461030223,7.6650954547178434e-11,0.040590874968616249,0.046879657765702118,0.036855721850800244,0.088495135369587377,1.3300163526139373e-12,4.5597210996927142e-11,1.4931765269008567e-06,2.6830550892010282e-09,2.8366337206265842e-06,1.7643651909960541e-05,0.015453402616073107,0.023654492294015433,6.1082496318561127e-06,3.8248029492048445e-06,2.1312248170587012e-15,0.00030769319750372865,2.4201234763119929e-07,7.5701179202053805e-08,0.00018828698180173729,4.4586470409680904e-06,1.3246359288301688e-08,0.0021288544885881828,0.00053827730713652258,5.4263752570366477e-11,1.6260109355771272e-11,9.2080533154091895e-09,2.3489342514211928e-09,7.2461259305783417e-12,3.7341608003955923e-07,1.4286455108496588e-06,0.0017784367875747359,1.0901798123059089e-07,0.00020897723302691534,3.5406454213948591e-05,0.00034342651832128664,1.3622725311248665e-10,5.1070827629332577e-05,4.272327687799263e-08,0.0012874255050240807,4.4328679015297588e-05,1.3620061340007104e-09,1.7691852815926616e-05,0.00087202169932361644,0.00013245402367649799,5.9078496071083449e-08,1.1455247482670996e-11,5.3781070812313789e-13,8.3239388089573482e-06,3.9743152143541182e-09,7.3589950907570687e-06,5.865822426032119e-09,1.5177547684712655e-08,1.6746662150591525e-06,2.6524781537899287e-09,3.2194415221010847e-15,1.0721313424651471e-08,3.5284636813562538e-05,1.5494054815552308e-12,1.0943194342951853e-10,1.9417866250826325e-12,1.5486247368634759e-12,0.0053153370253320818,3.6169863400515962e-11
2.1135771551575948e-07,0.2212714370239189,76.950000000000003,0.0,0.0,0.0,0.63803265255940622,9.4458100325204022,0.011202823935255762,0.052487292110978107,0.025430510660522959,0.0057820141643545936,2.2733686882954486e-08,1.3249330681384778e-07,0.024842974347393507,0.00014830903682915776,7.6113975925151274e-11,0.041118231152241787,0.04762190155069064,0.037244201324781831,0.089650221178541573,1.3268602835834709e-12,4.6316131553236214e-11,1.5168547866699443e-06,2.7179643133958527e-09,2.8666921546996786e-06,1.7521012516817281e-05,0.01552013917421298,0.023955197003562433,6.1342618319438412e-06,3.8410911723319125e-06,2.1536891445726861e-15,0.00031057398278508115,2.4426359318560917e-07,7.6405623955354629e-08,0.00019015931602908175,4.5005877441962823e-06,1.3382378888433267e-08,0.0021947447910524447,0.00054610982329446149,5.4770915280038184e-11,1.6412080431151154e-11,9.3314981249855604e-09,2.3822319830813033e-09,7.2751946587237283e-12,3.8689538929755379e-07,1.4803908938727943e-06,0.001827637076138793,1.1014322535733565e-07,0.00021263758521066894,3.5881872560164487e-05,0.00035042064222821153,1.3908765257815422e-10,5.2109984244839736e-05,4.4544508781704037e-08,0.0013302272106764559,4.5247335760769159e-05,1.420068210653005e-09,1.8060865803032777e-05,0.00090382034063620658,0.00013732103668958671,6.1295099664373372e-08,1.1971295119167136e-11,5.5728365133009058e-13,8.7821906110192796e-06,4.1928598752298167e-09,7.6761965403755109e-06,6.1883797390847306e-09,1.6012190395041773e-08,1.7467721528738006e-06,2.7668090861829326e-09,3.3964848397589926e-15,1.1207514271152967e-08,3.6885622009725007e-05,1.6055057724856919e-12,1.0990453548886411e-10,1.9621368083516926e-12,1.6046940325935736e-12,0.0053743534863174682,3.6690880287002762e-11
2.1405231211003846e-07,0.22127066351596936,76.950000000000003,0.0,0.0,0.0,0.63489371079439794,9.4452177575612808,0.011286659514164321,0.052362561575026223,0.025253576287244339,0.0057414840674163354,2.2678319872568462e-08,1.3189979215067435e-07,0.025089113297363817,0.00014794783932268814,7.5580440943240768e-11,0.041639393730594304,0.048360006221390271,0.037630949574134674,0.09079681818871671,1.3236287972488571e-12,4.7030967657363122e-11,1.5404011336860282e-06,2.7524643710262888e-09,2.8966164494751891e-06,1.739914013726748e-05,0.015583850157947868,0.024253810698619236,6.1590786838547815e-06,3.8566308982655183e-06,2.1760533617270947e-15,0.00031341177199293316,2.4648089707778615e-07,7.7099447357858941e-08,0.00019195807082005188,4.541895118625527e-06,1.35165926703588e-08,0.0022611291831947625,0.00055394335146057027,5.5270342115393315e-11,1.6561733455320464e-11,9.4549774540656584e-09,2.415535559575908e-09,7.3043943999210643e-12,4.0090791234821001e-07,1.5341832985055013e-06,0.0018768851063519542,1.1125348011116393e-07,0.00021628682932812337,3.6351958243498593e-05,0.00035741780660864832,1.4198341589125676e-10,5.3149552757341874e-05,4.6412083460082432e-08,0.0013736362300594102,4.6166470636850765e-05,1.4796077855898037e-09,1.8430055033991495e-05,0.00093613538326213204,0.00014226908038069937,6.3591953103883383e-08,1.2500422619120725e-11,5.7752736947278406e-13,9.2591483664671449e-06,4.4203111700333234e-09,8.0008942494619283e-06,6.5240826519939868e-09,1.6880850491314763e-08,1.8205776023318858e-06,2.8838419350577416e-09,3.5807438807270599e-15,1.1706023907202938e-08,3.8527166043697271e-05,1.6638266346009984e-12,1.1035570209869754e-10,1.9823944962465114e-12,1.6629828548088533e-12,0.0054327812273504339,3.7211858997006783e-11
2.1674690870431744e-07,0.2212698983936275,76.950000000000003,0.0,0.0,0.0,0.63178065663999028,9.4446312861736796,0.011369393770512597,0.052234984803299661,0.025077802671436403,0.0057012253721988515,2.2621739656543792e-08,1.313112745816636e-07,0.02533386717066697,0.00014757872697648006,7.5050478672057578e-11,0.042154401529528276,0.04909394227901092,0.038015980871712103,0.091934935031558487,1.3203265000808168e-12,4.7741692413435406e-11,1.5638146168552913e-06,2.7865578148802601e-09,2.9264077120013596e-06,1.7278065137997609e-05,0.015644644075647581,0.024550346762721584,6.1827432936915468e-06,3.8714491189125251e-06,2.1983182938689522e-15,0.0003162073636788379,2.4866489587336331e-07,7.7782848572557248e-08,0.00019368493641777376,4.5825809748624055e-06,1.3649030732307466e-08,0.0023279828988700155,0.00056177719832023432,5.5762178742565225e-11,1.6709112077070377e-11,9.5784799959402495e-09,2.4488420020097947e-09,7.333720039247829e-12,4.1547142305723907e-07,1.5900908538146212e-06,0.0019261563566498033,1.1234899527890569e-07,0.00021992473018337048,3.6816741018237441e-05,0.00036441738883294047,1.4491473206695116e-10,5.4189441208808481e-05,4.8326104315244393e-08,0.0014176457765739006,4.7085996905643397e-05,1.5406281564966047e-09,1.8799384997573566e-05,0.00096896137943757723,0.00014729738779867523,6.5972237911116048e-08,1.3042636659731335e-11,5.9856756688573428e-13,9.7552420814358746e-06,4.6568731585334856e-09,8.333081585548931e-06,6.873232343534563e-09,1.7784307415701586e-08,1.8960808806065292e-06,3.0035743100840934e-09,3.7723839792563448e-15,1.2216845798697217e-08,4.0209280792264705e-05,1.7244421232126215e-12,1.1078621165443294e-10,2.0025604817747112e-12,1.7235652455017736e-12,0.0054906275809105043,3.7732755751615036e-11
2.1944150529859642e-07,0.22126914168271095,76.950000000000003,0.0,0.0,0.0,0.62869319677624513,9.4440505683588274,0.011451037813983787,0.052104734677164463,0.02490322848285656,0.005661246717787778,2.2564021100904268e-08,1.3072769675873028e-07,0.025577247065804873,0.00014720218820749929,7.4524202835840096e-11,0.042663295878710233,0.049823684557771968,0.038399309332742701,0.093064584299021577,1.3169577617461454e-12,4.8448283106759448e-11,1.5870944239401585e-06,2.8202473641162413e-09,2.9560670370810489e-06,1.7157814338336051e-05,0.015702626685503904,0.024844819068003152,6.2052976654233462e-06,3.8855721360582075e-06,2.2204847572304187e-15,0.00031896155099277933,2.5081622155193617e-07,7.8456025330826012e-08,0.00019534164385050004,4.6226570442518071e-06,1.3779723137494427e-08,0.0023952818474499591,0.00056961069225017202,5.6246569786202502e-11,1.6854259633111564e-11,9.7019947947318453e-09,2.4821484244465832e-09,7.3631666030148601e-12,4.3060391612646448e-07,1.6481825317958872e-06,0.001975427209450013,1.1343002040275949e-07,0.00022355107122065202,3.7276253085189809e-05,0.00037141880522730404,1.4788177128824365e-10,5.5229563438366604e-05,5.0286657060708902e-08,0.0014622490905846759,4.8005833244204719e-05,1.6031320570796648e-09,1.9168822427830276e-05,0.0010022928740545862,0.00015240519008048208,6.8439239181936882e-08,1.3597938719855302e-11,6.2043026746140868e-13,1.0270900739073352e-05,4.9027493899074797e-09,8.6727492087461502e-06,7.2361292388833379e-09,1.8723338661217821e-08,1.9732796924445841e-06,3.126002845073813e-09,3.9715700561458291e-15,1.2739978499631845e-08,4.1931961932132712e-05,1.7874272143569922e-12,1.1119681307635985e-10,2.0226355484880671e-12,1.7865161678643068e-12,0.00554789987290971,3.8253528180822688e-11
2.221361018928754e-07,0.2212683934031451,76.950000000000003,0.0,0.0,0.0,0.62563104245166212,9.4434755529366043,0.011531602635318527,0.051971975268728543,0.02472988767820861,0.0056215556722353241,2.2505235234576825e-08,1.3014900223493795e-07,0.025819263957980017,0.00014681868639992299,7.4001713059827573e-11,0.04316612034950211,0.050549211939202039,0.038780948917225049,0.094185782269892201,1.3135267279535218e-12,4.915072092550621e-11,1.6102398724069242e-06,2.8535358868797487e-09,2.9855955074589688e-06,1.7038411297290776e-05,0.015757900960653333,0.025137241917011569,6.2267826878148641e-06,3.8990255531808628e-06,2.2425535590672594e-15,0.00032167512090804741,2.5293550090718279e-07,7.9119173744422146e-08,0.0001969299557129811,4.6621349671679676e-06,1.390869987253172e-08,0.0024630026170444443,0.00057744318288363724,5.6723658689187645e-11,1.6997219106038948e-11,9.8255112383035904e-09,2.5154520320402929e-09,7.3927292553699387e-12,4.4632359905016163e-07,1.7085281165636138e-06,0.0020246749455070756,1.1449680442882437e-07,0.00022716565334043631,3.7730528845644942e-05,0.00037842150873896007,1.5088468527029079e-10,5.6269838733645456e-05,5.2293810245969465e-08,0.0015074394433005991,4.8925903419668315e-05,1.6671216737908177e-09,1.9538336168521261e-05,0.0010361244099433549,0.00015759171725535304,7.0996346687678674e-08,1.4166325246427297e-11,6.4314180301747455e-13,1.0806552128948765e-05,5.1581428220834077e-09,9.0198851641067522e-06,7.6130728905743069e-09,1.9698719463596444e-08,2.0521711512721386e-06,3.2511232312729846e-09,4.1784665533826664e-15,1.3275415810831821e-08,4.369518946318007e-05,1.8528577712806799e-12,1.1158823556265156e-10,2.0426204706430756e-12,1.8519114727756475e-12,0.0056046054127313919,3.8774135293819505e-11
2.2483069848715438e-07,0.22126765356925446,76.950000000000003,0.0,0.0,0.0,0.62259390934849668,9.4429061877046863,0.011611099107891732,0.05183686231553588,0.024557809884863297,0.0055821588201355804,2.2445449456884352e-08,1.295751354376484e-07,0.026059928700979222,0.00014642866125880169,7.3483096023094577e-11,0.043662920513126875,0.051270507083962309,0.039160913432246279,0.095298548652872572,1.310037332564161e-12,4.9848990699565158e-11,1.6332504008346474e-06,2.8864263842643137e-09,3.014994194002862e-06,1.6919876578891452e-05,0.015810567066989863,0.025427629989245831,6.2472381263555613e-06,3.9118342703975934e-06,2.2645254977929271e-15,0.00032434885353164783,2.5502335501425145e-07,7.9772488138549779e-08,0.00019845165770822744,4.7010262826010603e-06,1.4035990809865963e-08,0.0025311224753098481,0.00058527404066702671,5.7193587588123077e-11,1.7138033087021184e-11,9.949019051038908e-09,2.5487501191309074e-09,7.4224032949327916e-12,4.6264888403503641e-07,1.7711981734049869e-06,0.002073877735930933,1.1554959538968244e-07,0.00023076829378956883,3.8179604674175831e-05,0.0003854249867438664,1.5392360763829383e-10,5.7310191503464838e-05,5.4347615774386529e-08,0.0015532101402944763,4.9846135984187361e-05,1.7325986623393594e-09,1.9907897045843437e-05,0.0010704505327218841,0.00016285619898423893,7.36470559237864e-08,1.4747787818351025e-11,6.6672880161119752e-13,1.1362622683380006e-05,5.4232557443897762e-09,9.3744749722362401e-06,8.0043618643342348e-09,2.0711222505791653e-08,2.1327517998900846e-06,3.378930250020594e-09,4.3932373714619187e-15,1.3823146936217206e-08,4.5498928223611273e-05,1.9208105107732416e-12,1.1196118843223799e-10,2.0625160133565993e-12,1.9198278651368869e-12,0.0056607514843112598,3.9294537448846672e-11
2.2752529508143336e-07,0.22126692219004235,76.950000000000003,0.0,0.0,0.0,0.61958151745597445,9.4423424195849179,0.01168953798925294,0.05169954366816825,0.024387020755492025,0.0055430618435443396,2.2384727733165482e-08,1.2900604164325508e-07,0.026299252029003559,0.00014603253008626174,7.296842652377312e-11,0.044153743717658567,0.051987556180154861,0.039539216534229024,0.096402906345385869,1.3064933090094835e-12,5.0543080655543629e-11,1.656125560852067e-06,2.9189219755203172e-09,3.0442641558790363e-06,1.680222799742136e-05,0.015860722352403774,0.025715998292057562,6.2667026196879609e-06,3.924022482227281e-06,2.2864013631084902e-15,0.00032698352149310194,2.5708039875876013e-07,8.0416160904227902e-08,0.00019990855091532876,4.739342418930741e-06,1.416162567392159e-08,0.002599619368078392,0.00059310265641017359,5.7656497203254269e-11,1.7276743742816146e-11,1.0072508286527828e-08,2.5820400673136408e-09,7.4521841514678237e-12,4.7959837989548437e-07,1.8362640177433192e-06,0.0021230146321240362,1.1658864011831002e-07,0.00023435882512091969,3.8623518708943486e-05,0.00039242875898836083,1.5699865431663627e-10,5.8350550970564625e-05,5.6448109413820549e-08,0.0015995545246892094,5.0766463988505171e-05,1.7995641639725279e-09,2.0277477748959675e-05,0.0011052657952436856,0.0001681978652391339,7.6394969105940181e-08,1.5342313307711323e-11,6.912181758178497e-13,1.1939537320523819e-05,5.6982897034356886e-09,9.7365017180997165e-06,8.4102936296866385e-09,2.176161763482399e-08,2.2150176307503049e-06,3.5094178047578504e-09,4.6160458093241187e-15,1.4383156636470076e-08,4.73431283965557e-05,1.9913629693962995e-12,1.1231636104859177e-10,2.0823229327568301e-12,1.990342870101244e-12,0.0057163453381684293,3.981469632276318e-11
2.3021989167571234e-07,0.22126619926946028,76.950000000000003,0.0,0.0,0.0,0.61659359095083655,9.4417841947578793,0.011766929922632086,0.05156015971231391,0.024217542295749073,0.0055042695967331464,2.2323130779206383e-08,1.2844166695338565e-07,0.026537244558447415,0.0001456306889847194,7.2457768463108949e-11,0.044638638882475885,0.052700348707131299,0.039915871731111732,0.09749888120712541,1.3028982010557741e-12,5.1232982186942227e-11,1.67886500957102e-06,2.951025884421527e-09,3.0734064407226213e-06,1.6685480844015142e-05,0.015908461346270653,0.026002362115585317,6.2852136800687503e-06,3.9356136778788581e-06,2.3081819361287121e-15,0.00032957988940505425,2.5910724042219922e-07,8.1050382368327192e-08,0.00020130244474779571,4.7770946857865765e-06,1.4285634010652384e-08,0.0026684719160281673,0.00060092844083234874,5.8112526741604052e-11,1.7413392786745172e-11,1.0195969320191824e-08,2.6153193434904896e-09,7.4820673825998995e-12,4.971908839351384e-07,1.9037976840522132e-06,0.0021720655538751844,1.1761418399079935e-07,0.00023793709421822114,3.906231065824678e-05,0.00039943237565651021,1.6010992392713489e-10,5.9390850883143789e-05,5.8595311299505887e-08,0.0016464659800351938,5.1686824713018356e-05,1.8680188215086211e-09,2.0647052717852193e-05,0.0011405647616722272,0.00017361594692653212,7.9243796113663145e-08,1.5949884038182209e-11,7.1663711098905244e-13,1.2537719294069433e-05,5.9834454321443365e-09,1.010594613799296e-05,8.8311644552098334e-09,2.2850671590670993e-08,2.2989641058050858e-06,3.6425789523756901e-09,4.8470545068479072e-15,1.4955425379986859e-08,4.9227726007731284e-05,2.064593469654757e-12,1.1265442281610168e-10,2.1020419761298339e-12,2.0635347992457944e-12,0.0057713941843019661,4.0334574880443789e-11
2.3291448826999132e-07,0.22126548480666816,76.950000000000003,0.0,0.0,0.0,0.61362985808468828,9.4412314587864703,0.011843285438412336,0.051418843766782102,0.024049393166988637,0.0054657861752329742,2.2260716235133982e-08,1.2788195827246905e-07,0.026773916789629773,0.00014522351399134199,7.1951175754347173e-11,0.045117656308910396,0.053408877213870713,0.040290892384466433,0.098586501847434463,1.2992553729537434e-12,5.1918689638589565e-11,1.7014685024865453e-06,2.9827414267052279e-09,3.1024220848028765e-06,1.6569648095995521e-05,0.015953875768099767,0.026286736991414747,6.3028076974303134e-06,3.9466306437940933e-06,2.3298679895045193e-15,0.00033213871338961799,2.6110448131893176e-07,8.1675340679771096e-08,0.00020263515056618978,4.8142942669030616e-06,1.4408045160227113e-08,0.0027376594096000738,0.00060875082410576954,5.8561813812188451e-11,1.7548021453287571e-11,1.0319392841875439e-08,2.6485854979117049e-09,7.5120486705776349e-12,5.1544537382509588e-07,1.9738718947602245e-06,0.0022210112758326035,1.1862647069556571e-07,0.00024150296138204428,3.9496021622146831e-05,0.00040643541555541405,1.6325749819447389e-10,6.0431029244046459e-05,6.0789226428738645e-08,0.0016939379329021459,5.2607159415260221e-05,1.937962795109158e-09,2.1016598038051514e-05,0.0011763420112088532,0.00017910967645899147,8.2197355381487912e-08,1.6570477940526449e-11,7.4301305350610199e-13,1.3157590049374025e-05,6.2789227818611829e-09,1.0482786704650902e-05,9.2672693083330152e-09,2.3979147746903121e-08,2.3845861759242018e-06,3.7784059338909425e-09,5.086425389834068e-15,1.5539929491019877e-08,5.1152643413854314e-05,2.1405810861534909e-12,1.1297602324130818e-10,2.1216738820618659e-12,2.1394827167280865e-12,0.0058259051858756666,4.0854137344117329e-11
