Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787)
4.309526540644751e-08,0.22383052412457866,76.950000000000003,0.0,0.0,0.0,8.1105016097041414e-05,9.4999427599737771,0.0021219182307291593,0.017121983583409765,3.2492667787205812e-09,8.0031318079284582e-11,2.5570137534154043e-09,9.121609338336172e-07,0.05125331055787144,1.5085970787810351e-05,4.2549566055736391e-19,2.7442206291387912e-05,0.00074374090371802826,0.8892927657536166,0.0017760861194415817,6.1135475955925659e-14,3.5233217521415946e-12,2.8812781738491045e-07,0.0,0.00028732132834208713,4.4253612711393048e-10,0.027899810410075922,0.027924137047704172,4.7945372328653542e-06,2.5439949071294423e-06,1.6100752084151183e-09,0.0093465243743839597,3.1944214161458235e-06,8.4698935170117876e-07,8.4940527441158125e-06,3.3292655794544766e-06
4.326968155166133e-08,0.22383052414047339,76.950000000000003,0.0,0.0,0.0,8.0758749207618499e-05,9.4999427658507862,0.0021173183410328157,0.01708879997865444,3.1133550289372595e-09,7.6682199349020429e-11,2.5520580828642524e-09,9.0699866659217607e-07,0.050922101660875796,1.5056733114440461e-05,4.0768968757704455e-19,2.744220623553973e-05,0.00074551949893041742,0.88963055224952869,0.0017761292131214758,6.1016991099830531e-14,3.5317451678097085e-12,2.8881812582394457e-07,0.0,0.0002874308503092653,4.4125789129930707e-10,0.027899810744796982,0.027924137382930682,4.7945372930123015e-06,2.543994939045692e-06,1.6106867803279801e-09,0.0093761554763631075,3.2045486481503613e-06,8.49674628128229e-07,8.4940529508113503e-06,3.3398219935640471e-06
4.344409769687516e-08,0.22383052415629864,76.950000000000003,0.0,0.0,0.0,8.0414453714728771e-05,9.4999427717102218,0.0021127283119445287,0.017055688197574682,2.9857249529227462e-09,7.3537175820509482e-11,2.5471131385214393e-09,9.0187152377362752e-07,0.050593153298530029,1.5027558724038266e-05,3.9096881010470286e-19,2.7442206175481462e-05,0.00074729128410258702,0.88996606048261462,0.0017761720959835973,6.0898762696291947e-14,3.5401363308212854e-12,2.895057909542359e-07,0.0,0.00028753963356383997,4.4005450929990522e-10,0.0278998110699273,0.027924137708551847,4.7945373515054475e-06,2.5439949700814878e-06,1.6112942273820765e-09,0.0094057283616004253,3.2146559830119639e-06,8.5235462874192477e-07,8.494053151464765e-06,3.3503576671841492e-06
4.3618513842088983e-08,0.22383052417205598,76.950000000000003,0.0,0.0,0.0,8.0072117172232056e-05,9.4999427775521514,0.0021081481231272786,0.017022648058826202,2.8658419096638207e-09,7.0583071505071298e-11,2.5421788933055393e-09,8.9677926565723541e-07,0.050266450024653422,1.4998447456840931e-05,3.7526297646887209e-19,2.7442206111483345e-05,0.00074905628700112177,0.89029930595351126,0.0017762147693294657,6.078079009770699e-14,3.5484953726829853e-12,2.9019082355434209e-07,0.0,0.00028764768313184892,4.3892117327211657e-10,0.02789981138602687,0.027924138025128484,4.7945374084375287e-06,2.5439950002903796e-06,1.6118975776414061e-09,0.0094352431559547208,3.2247434637487915e-06,8.5502936494854378e-07,8.4940533464301365e-06,3.3608726451534371e-06
4.379292998730281e-08,0.22383052418774688,76.950000000000003,0.0,0.0,0.0,7.9731727216218084e-05,9.4999427833766479,0.0021035777542805288,0.016989679381624673,2.7532060777942408e-09,6.7807568528524003e-11,2.5372553202173816e-09,8.917216541603218e-07,0.04994197649865529,1.4969399153561888e-05,3.6050669728015256e-19,2.7442206043797735e-05,0.00075081453527082748,0.89063030405706567,0.0017762572344511677,6.0663072658602204e-14,3.55682242432226e-12,2.9087323435554186e-07,0.0,0.0002877550040050284,4.3785338829354775e-10,0.027899811693619703,0.027924138333185425,4.7945374638998697e-06,2.5439950297215067e-06,1.6124968589788005e-09,0.0094646999849682563,3.2348111332697656e-06,8.5769884812528381e-07,8.4940535360387938e-06,3.371366972199121e-06
4.3967346132516634e-08,0.22383052420337293,76.950000000000003,0.0,0.0,0.0,7.9393271564448856e-05,9.499942789183784,0.0020990171851402012,0.016956781985743526,2.6473501845269593e-09,6.519915117181309e-11,2.5323423923416793e-09,8.8669845282887829e-07,0.049619717484812934,1.494041365538392e-05,3.4663874792650531e-19,2.7442205972660276e-05,0.00075256605643531636,0.89095907008306052,0.0017762994926314301,6.054560973555108e-14,3.565117616086876e-12,2.9155303404206306e-07,0.0,0.00028786160114104703,4.3684695195481241e-10,0.027899811993196195,0.027924138633213816,4.7945375179797876e-06,2.543995058415234e-06,1.6130920990772307e-09,0.0094940989738677168,3.24485903436977e-06,8.6036308961996331e-07,8.4940537206008102e-06,3.381840692935463e-06
4.414176227773046e-08,0.22383052421893532,76.950000000000003,0.0,0.0,0.0,7.9056738015805285e-05,9.499942794973629,0.0020944663954786487,0.016923955691511831,2.5478373827824868e-09,6.2747053538687895e-11,2.5274400828472174e-09,8.8170942682246302e-07,0.049299657851554796,1.4911490804021782e-05,3.3360189026502522e-19,2.7442205898291055e-05,0.00075431087789758547,0.89128561921693039,0.001776341545143697,6.0428400686896176e-14,3.5733810777620301e-12,2.9223023325130691e-07,0.0,0.00028796747946373914,4.3589793528284063e-10,0.027899812285215347,0.027924138925673345,4.7945375707516318e-06,2.5439950864160413e-06,1.613683325429942e-09,0.0095234402475651691,3.2548872097435217e-06,8.6302210075313728e-07,8.4940539004063689e-06,3.3922938518635593e-06
4.4316178422944285e-08,0.2238305242344354,76.950000000000003,0.0,0.0,0.0,7.8722114449737498e-05,9.4999428007462523,0.0020899253651046295,0.016891200319812158,2.4542592668040723e-09,6.0441210653186105e-11,2.5225483649836568e-09,8.7675434290484442e-07,0.048981782570748172,1.488263044166344e-05,3.2134261269047891e-19,2.7442205820895631e-05,0.00075604902694059511,0.89160996654047486,0.0017763833932522022,6.031144487310089e-14,3.581612938562899e-12,2.9290484257407269e-07,0.0,0.00028807264386333532,4.3500266490888319e-10,0.027899812570106746,0.027924139210994278,4.7945376222899876e-06,2.5439951137658576e-06,1.6142705653428868e-09,0.009552723930659009,3.2648957019788624e-06,8.656758928166588e-07,8.4940540757270711e-06,3.4027264933742995e-06
4.449059456815811e-08,0.22383052424987432,76.950000000000003,0.0,0.0,0.0,7.8389388825719354e-05,9.4999428065017248,0.0020853940738632766,0.016858515692078569,2.3662340172253336e-09,5.8272212761263863e-11,2.5176672120834341e-09,8.7183296943623575e-07,0.048666076716992142,1.4853832410945233e-05,3.0981088720615554e-19,2.7442205740665975e-05,0.00075778053072784253,0.89193212703256763,0.0017764250382120456,6.0194741656719199e-14,3.589813327129803e-12,2.9357687255478074e-07,0.0,0.00028817709919669272,4.3415770639978015e-10,0.027899812848272549,0.027924139489579364,4.794537672668784e-06,2.5439951404954705e-06,1.6148538459363107e-09,0.0095819501474349519,3.2748845535474378e-06,8.683244770727943e-07,8.494054246817142e-06,3.4131386617470504e-06
4.4665010713371935e-08,0.2238305242652533,76.950000000000003,0.0,0.0,0.0,7.8058549182707113e-05,9.4999428122401159,0.0020808725016360748,0.016825901630294383,2.2834046671872581e-09,5.6231262583904695e-11,2.5127965975627938e-09,8.6694507635720718e-07,0.048352525466915063,1.4825096555041794e-05,2.9895994204536431e-19,2.744220565778143e-05,0.00075950541630393257,0.8922521155698584,0.0017764664812692608,6.0078290401968517e-14,3.5979823715507992e-12,2.9424633369169363e-07,0.0,0.00028828085028752276,4.3335984867673549e-10,0.027899813120089201,0.02792413976180564,4.7945377219470815e-06,2.5439951666416268e-06,1.6154331941443337e-09,0.0096111190218669627,3.2848538068231191e-06,8.7096786475712602e-07,8.4940544139145637e-06,3.4235304011484531e-06
4.483942685858576e-08,0.22383052428057346,76.950000000000003,0.0,0.0,0.0,7.7729583638601587e-05,9.4999428179614789,0.0020763606283408275,0.016793357956990169,2.2054374815650217e-09,5.43101353702157e-11,2.5079364949174396e-09,8.6209043517904096e-07,0.048041114098476986,1.4796422717602525e-05,2.887460493586699e-19,2.7442205572409494e-05,0.00076122371059514588,0.89256994692747227,0.0017765077236608945,5.996209047516516e-14,3.6061201993540468e-12,2.9491323643713679e-07,0.0,0.00028838390192661713,4.3260608945075396e-10,0.027899813385909144,0.027924140028026071,4.7945377701851148e-06,2.5439951922412922e-06,1.6160086367175011e-09,0.0096402306776181973,3.2948035040763297e-06,8.7360606707705128e-07,8.4940545772421163e-06,3.4339017556360078e-06
4.5013843003799586e-08,0.22383052429583566,76.950000000000003,0.0,0.0,0.0,7.7402480389714541e-05,9.4999428236658972,0.0020718584339316343,0.016760884495241726,2.1320204419109875e-09,5.2501141581164968e-11,2.5030868777245585e-09,8.5726881897816879e-07,0.0477318279902769,1.476781074269829e-05,2.7912832688366972e-19,2.7442205484706676e-05,0.00076293544041000324,0.89288563577970304,0.0017765487666150733,5.9846141244795365e-14,3.614226937496303e-12,2.9557759119771845e-07,0.0,0.00028848625887207337,4.3189362160811163e-10,0.027899813646062376,0.027924140288571177,4.7945378174468496e-06,2.5439952173168979e-06,1.6165802002248439e-09,0.0096692852380419834,3.3047336874581442e-06,8.7623909520999537e-07,8.4940547370083815e-06,3.4442527691573439e-06
4.518825914901341e-08,0.22383052431104092,76.950000000000003,0.0,0.0,0.0,7.7077227710238639e-05,9.4999428293534276,0.0020673658983988556,0.016728481068667873,2.0628618302752159e-09,5.079709197321121e-11,2.4982477196451518e-09,8.5248000237899724e-07,0.047424652620864559,1.4739260474945025e-05,2.700685521580759e-19,2.744220539481918e-05,0.0007646406324398284,0.89319919670070214,0.0017765896113510762,5.9730442080885516e-14,3.6223027123921729e-12,2.9623940833454703e-07,0.0,0.00028858792584951834,4.3121982048402681e-10,0.027899813900857894,0.027924140543750413,4.7945378637787022e-06,2.5439952418982587e-06,1.6171479110527695e-09,0.0096982828261827393,3.3146443990238912e-06,8.7886696030727726e-07,8.4940548934086734e-06,3.4545834855477555e-06
4.536267529422724e-08,0.22383052432619016,76.950000000000003,0.0,0.0,0.0,7.6753813951721306e-05,9.4999428350241342,0.0020628830017690911,0.016696147501428456,1.997688905414357e-09,4.9191264962706969e-11,2.4934189944182716e-09,8.4772376154335041e-07,0.047119573568057155,1.4710771759442057e-05,2.6153098907576391e-19,2.7442205302883627e-05,0.00076633931325930608,0.89351064416516313,0.0017766302590794063,5.9614992355513478e-14,3.6303476499079463e-12,2.9689869816344862e-07,0.0,0.00028868890755232935,4.305822319667819e-10,0.027899814150585085,0.027924140793853604,4.7945379092281439e-06,2.543995266019531e-06,1.6177117954076257e-09,0.009727223564776899,3.3245356807304333e-06,8.8148967349275821e-07,8.4940550466258831e-06,3.464893948534231e-06
4.553709143944106e-08,0.22383052434128425,76.950000000000003,0.0,0.0,0.0,7.6432227542542387e-05,9.4999428406780808,0.0020584097241051471,0.016663883618222408,1.9362466653263535e-09,4.7677376156645708e-11,2.4886006758628479e-09,8.4299987416782876e-07,0.04681657650826055,1.4682344441675979e-05,2.5348222601131533e-19,2.744220520902767e-05,0.00076803150932703765,0.89381999254900091,0.0017766707110018585,5.9499791443054178e-14,3.6383618753403397e-12,2.9755547095518222e-07,0.0,0.00028878920864185517,4.299785613777073e-10,0.027899814395514956,0.027924141039152188,4.7945379538521866e-06,2.5439952896958421e-06,1.6182718793185123e-09,0.0097561075762538935,3.3344075744109994e-06,8.8410724585972696e-07,8.4940551968312826e-06,3.4751842017357518e-06
4.571150758465489e-08,0.22383052435632397,76.950000000000003,0.0,0.0,0.0,7.6112456987395414e-05,9.499942846315335,0.0020539460455060035,0.016631689244285545,1.8782966905522481e-09,4.624954983466577e-11,2.4837927378819792e-09,8.3830811946559209e-07,0.046515647215795278,1.4653978367684013e-05,2.4589102400291607e-19,2.7442205113370596e-05,0.00076971724698609472,0.89412725613002608,0.0017767109683115921,5.9384838719284391e-14,3.6463455134534298e-12,2.9820973693565532e-07,0.0,0.00028888883374763436,4.2940666307656778e-10,0.027899814635901393,0.027924141279900415,4.7945379976870133e-06,2.5439953129502804e-06,1.6188281886353301e-09,0.0097849349827370449,3.3442601218042827e-06,8.8671968847588722e-07,8.4940553441852998e-06,3.4854542886594047e-06
4.588592372986871e-08,0.22383052437131015,76.950000000000003,0.0,0.0,0.0,7.5794490866772562e-05,9.499942851935959,0.0020494919461067937,0.016599564205388558,1.8236160629487975e-09,4.4902292281388788e-11,2.478995154455485e-09,8.3364827815395518e-07,0.046216771562227026,1.4625673384005699e-05,2.3872817502124863e-19,2.7442205016023905e-05,0.00077139655246456892,0.89443244908861719,0.001776751032193195,5.9270133561942179e-14,3.6542986884767189e-12,2.9886150628613676e-07,0.0,0.00028898778746761319,4.2886453074535428e-10,0.027899814871982186,0.02792414151633647,4.7945380407680881e-06,2.5439953358163168e-06,1.6193807490311786e-09,0.0098137059060445005,3.3540933645576423e-06,8.8932701238252278e-07,8.4940554888382103e-06,3.4957042527044748e-06
4.606033987508254e-08,0.22383052438624343,76.950000000000003,0.0,0.0,0.0,7.547831783645324e-05,9.4999428575400096,0.0020450474060787643,0.01656750832783516,1.7719963549464935e-09,4.3630466909448648e-11,2.474207899641009e-09,8.2902013245551536e-07,0.045919935515701733,1.4597429337525346e-05,2.3196636990076545e-19,2.7442204917091809e-05,0.00077306945187611826,0.89473558550838395,0.001776790903822757,5.9155675351251551e-14,3.6622215240701874e-12,2.995107891434694e-07,0.0,0.00028908607436836095,4.2835028830567269e-10,0.027899815103980173,0.027924141748683504,4.7945380831481712e-06,2.5439953583028257e-06,1.6199295860062724e-09,0.0098424204676901741,3.3639073441893759e-06,8.9192922858950002e-07,8.4940556309307909e-06,3.5059341371643183e-06
4.6234756020296364e-08,0.22383052440112458,76.950000000000003,0.0,0.0,0.0,7.5163926626996283e-05,9.4999428631275542,0.0020406124056292527,0.016535521438459912,1.7232426847790809e-09,4.2429270971506505e-11,2.4694309475810895e-09,8.2442346607918762e-07,0.045625125140285376,1.4569246075679202e-05,2.2558007427502353e-19,2.7442204816671726e-05,0.0007747359712205117,0.89503667937683007,0.001776830584367933,5.9041463468692608e-14,3.6701141433693711e-12,3.0015759560028083e-07,0.0,0.00028918369898528446,4.2786218142852758e-10,0.02789981533210413,0.02792414197715062,4.7945381248555806e-06,2.5439953804257034e-06,1.6204747248850355e-09,0.0098710787888846817,3.3737021021229165e-06,8.9452634808147244e-07,8.4940557705949585e-06,3.5161439852209823e-06
4.640917216551019e-08,0.22383052441595422,76.950000000000003,0.0,0.0,0.0,7.4851306043235857e-05,9.4999428686986498,0.0020361869250016523,0.016503603364626151,1.6771728333744249e-09,4.1294213763256246e-11,2.4646642724938824e-09,8.1985806420461796e-07,0.045332326595307983,1.4541123446439259e-05,2.1954541270222792e-19,2.7442204714854717e-05,0.0007763961363841717,0.8953357445860094,0.0017768700749880139,5.8927497297548726e-14,3.6779766689920553e-12,3.0080193570519476e-07,0.0,0.00028928066582284146,4.2739856959839454e-10,0.027899815556549731,0.027924142201933795,4.7945381659137299e-06,2.5439954022198662e-06,1.6210161908180029e-09,0.0098996809905361818,3.3834776797003606e-06,8.971183818181481e-07,8.4940559079543223e-06,3.5263338399488116e-06
4.6583588310724014e-08,0.22383052443073284,76.950000000000003,0.0,0.0,0.0,7.4540444963780599e-05,9.4999428742533567,0.0020317709444753842,0.016471753934224322,1.6336164187911096e-09,4.0221096312505414e-11,2.4599078486726772e-09,8.1532371348801464e-07,0.045041526134712372,1.4513061298071075e-05,2.1384006097615972e-19,2.7442204611725965e-05,0.00077804997314070967,0.89563279493317782,0.0017769093768339899,5.881377622385557e-14,3.6858092229847214e-12,3.0144381946303899e-07,0.0,0.0002893769793547512,4.269579186946825e-10,0.027899815777500357,0.02792414242321669,4.79453820637348e-06,2.5439954236891758e-06,1.6215540087873085e-09,0.0099282271932514092,3.3932341181283656e-06,8.9970534072671661e-07,8.4940560431247277e-06,3.536503744318464e-06
4.675800445593784e-08,0.2238305244454614,76.950000000000003,0.0,0.0,0.0,7.4231332340516477e-05,9.4999428797917425,0.0020273644443658625,0.016439972975669688,1.5924141245353587e-09,3.920599236833961e-11,2.4551616504967788e-09,8.1082020204313044e-07,0.044752710106407328,1.4485059479384518e-05,2.0844314474689069e-19,2.7442204507365079e-05,0.00077969750715146469,0.89592784412144144,0.0017769484910486184,5.8700299634766906e-14,3.6936119268752604e-12,3.0208325683505365e-07,0.0,0.0002894726440242052,4.2653879405689418e-10,0.02789981599512795,0.027924142641171493,4.7945382462579093e-06,2.5439954448411047e-06,1.622088203602769e-09,0.009956717517336509,3.4029714585157726e-06,9.0228723570923518e-07,8.4940561762147711e-06,3.546653741190159e-06
4.6932420601151665e-08,0.22383052446014012,76.950000000000003,0.0,0.0,0.0,7.3923957198113202e-05,9.4999428853138603,0.0020229674050244702,0.016408260317900325,1.5534169782693365e-09,3.8245230579031414e-11,2.4504256524204356e-09,8.0634731942066508e-07,0.044465864951624995,1.4457117839778223e-05,2.0333514470608763e-19,2.7442204401846522e-05,0.00078133876396603336,0.89622090576039881,0.0017769874187664875,5.858706691897983e-14,3.701384901694766e-12,3.0272025773909817e-07,0.0,0.0002895676642440755,4.2613985400278322e-10,0.027899816209593697,0.027924142855959663,4.7945382855774692e-06,2.543995465714117e-06,1.6226187999027756e-09,0.0099851520827979236,3.4126897419038107e-06,9.0486407764488169e-07,8.4940563073262505e-06,3.5567838733160333e-06
4.710683674636549e-08,0.22383052447476962,76.950000000000003,0.0,0.0,0.0,7.3618308633533849e-05,9.4999428908197672,0.0020185798068385209,0.016376615790375533,1.5164856774969697e-09,3.7335377907039987e-11,2.4456998289694684e-09,8.0190485661972185e-07,0.044180977204282962,1.44292362288851e-05,1.9849780884615181e-19,2.7442204295239975e-05,0.00078297376902280275,0.89651199336678178,0.0017770261611140834,5.8474077468302032e-14,3.7091282678996716e-12,3.0335483204985703e-07,0.0,0.00028966204439712177,4.2575984376899257e-10,0.027899816421048752,0.027924143067732572,4.7945383243830648e-06,2.5439954863087609e-06,1.6231458221619312e-09,0.010013531009343385,3.4223890091913738e-06,9.074358773789798e-07,8.4940564365546317e-06,3.5668941833468412e-06
4.7281252891579316e-08,0.22383052448935062,76.950000000000003,0.0,0.0,0.0,7.3314375815547746e-05,9.4999428963095269,0.0020142016302312298,0.016345039223073544,1.4814899592444907e-09,3.6473224118359443e-11,2.4409841547572039e-09,7.9749260607005826e-07,0.043898033490350451,1.4401414496859019e-05,1.939140696430048e-19,2.7442204187610582e-05,0.00078460254764947462,0.89680112036508763,0.0017770647192098523,5.8361330675556691e-14,3.7168421454297534e-12,3.039869895990443e-07,0.0,0.00028975578883619731,4.2539758984651133e-10,0.027899816629634908,0.027924143276632226,4.7945383626957118e-06,2.5439955066219574e-06,1.623669294686181e-09,0.010041854416382771,3.4320693011725288e-06,9.1000264573129927e-07,8.4940565639894342e-06,3.5769847138242386e-06
4.745566903679314e-08,0.2238305245038833,76.950000000000003,0.0,0.0,0.0,7.301214798424763e-05,9.4999429017831964,0.0020098328556616817,0.016313530446489481,1.4483080109365992e-09,3.5655767204841413e-11,2.4362786044719813e-09,7.9311036160404077e-07,0.043617020527218969,1.4373652494521097e-05,1.8956796636690446e-19,2.7442204079019328e-05,0.00078622512506359207,0.89708830008821061,0.0017771030941642659,5.8248825934703485e-14,3.7245266537543799e-12,3.0461674017560758e-07,0.0,0.00028984890188445291,4.2505199468649533e-10,0.027899816835485161,0.027924143482791819,4.7945384005111318e-06,2.5439955266977059e-06,1.6241892416119433e-09,0.010070122423028943,3.4417306585920308e-06,9.1256439350156946e-07,8.4940566897146294e-06,3.5870555071808911e-06
4.7630085182006967e-08,0.22383052451836832,76.950000000000003,0.0,0.0,0.0,7.2711614450568919e-05,9.4999429072408343,0.0020054734636248002,0.016282089291633883,1.4168259196224067e-09,3.488019983647456e-11,2.431583152869012e-09,7.8875791847449239e-07,0.043337925123077291,1.4345950072861951e-05,1.8544457366908628e-19,2.7442203969523247e-05,0.00078784152637305913,0.89737354577806794,0.0017771412870798827,5.8136562643273374e-14,3.7321819117639468e-12,3.0524409352592987e-07,0.0,0.00028994138783554026,4.2472203175108889e-10,0.027899817038724288,0.02792414368633634,4.794538437881602e-06,2.5439955465357296e-06,1.6247056869165526e-09,0.010098335148098754,3.4513731220458586e-06,9.151211314541774e-07,8.494056813809005e-06,3.5971066057502967e-06
4.780450132722079e-08,0.22383052453280608,76.950000000000003,0.0,0.0,0.0,7.2412764595812957e-05,9.4999429126824975,0.0020011234346513111,0.016250715590030468,1.3869371571084416e-09,3.4143896717251241e-11,2.4268977747927516e-09,7.8443507334041399e-07,0.043060734176290583,1.4318307083344405e-05,1.8152993397963467e-19,2.7442203859175755e-05,0.00078945177657666142,0.89765687058622057,0.0017771792990514121,5.8024540199790919e-14,3.7398080378280458e-12,3.0586905935403166e-07,0.0,0.00029003325095381343,4.2440674088631125e-10,0.027899817239469424,0.027924143887383089,4.7945384748301923e-06,2.5439955661192664e-06,1.6252186544127206e-09,0.010126492710113904,3.4609967320120626e-06,9.1767287032672906e-07,8.4940569363464731e-06,3.6071380517588405e-06
4.797891747243462e-08,0.22383052454719696,76.950000000000003,0.0,0.0,0.0,7.2115587871174019e-05,9.4999429181082427,0.0019967827493077165,0.01621940917371394,1.3585420987845261e-09,3.3444402657291471e-11,2.4222224451639252e-09,7.8014162422839562e-07,0.042785434674783913,1.4290723378208686e-05,1.7781099371125109e-19,2.7442203748026835e-05,0.00079105590056458149,0.89793828757449101,0.0017772171311657761,5.7912758003305237e-14,3.7474051498790011e-12,3.0649164732177138e-07,0.0,0.00029012449547452865,4.2410522399793627e-10,0.027899817437830505,0.027924144086042154,4.7945385113352548e-06,2.543995585499484e-06,1.6257281677448211e-09,0.010154595227301735,3.4706015289430771e-06,9.2021962084059657e-07,8.4940570573964225e-06,3.6171498873224988e-06
4.815333361764844e-08,0.2238305245615414,76.950000000000003,0.0,0.0,0.0,7.1820073797268643e-05,9.4999429235181285,0.0019924513881962526,0.016188169875228697,1.3315475737613813e-09,3.2779421497108707e-11,2.4175571389639895e-09,7.7587737055718063e-07,0.042512013695429895,1.4263198809799987e-05,1.7427554521117124e-19,2.7442203636123279e-05,0.00079265392311891208,0.89821780971557608,0.0017772547845021705,5.7801215457001807e-14,3.7549733652662919e-12,3.0711186704904421e-07,0.0,0.00029021512560404341,4.2381664100917318e-10,0.027899817633910716,0.027924144282416911,4.794538547450839e-06,2.5439956046790115e-06,1.6262342504028632e-09,0.010182642817596243,3.4801875531382305e-06,9.2276139368034725e-07,8.4940571770239851e-06,3.6271421544599802e-06
4.832774976286227e-08,0.22383052457583993,76.950000000000003,0.0,0.0,0.0,7.1526211963668317e-05,9.4999429289122048,0.001988129331954865,0.016156997527626692,1.3058664442930155e-09,3.214680581268721e-11,2.4129018312653861e-09,7.7164211313030388e-07,0.042240458403440519,1.4235733230848317e-05,1.7091217166846515e-19,2.7442203523508907e-05,0.00079424586891416757,0.89849544989365615,0.0017772922601321265,5.7689911965187753e-14,3.7625128008053668e-12,3.077297281139806e-07,0.0,0.00029030514552001393,4.2354020608076027e-10,0.027899817827807028,0.027924144476604448,4.7945385832075573e-06,2.5439956236231554e-06,1.6267369257168944e-09,0.01021063559863896,3.489754844757115e-06,9.2529819950132374e-07,8.4940572952903234e-06,3.6371148950857034e-06
4.867658205328992e-08,0.22383052460430022,76.950000000000003,0.0,0.0,0.0,7.0943403717676343e-05,9.4999429396531738,0.0019795130568124346,0.016094853019804803,1.2581237181210394e-09,3.097076855221454e-11,2.403621112031289e-09,7.632577969186541e-07,0.04170289398049136,1.4180978455907859e-05,1.6465963493222942e-19,2.7442203296309297e-05,0.00079741162839065346,0.89904513545855469,0.0017773666825208873,5.7468019765957121e-14,3.777505797414282e-12,3.0895841236172404e-07,0.0,0.00029048337127961205,4.2302088784895806e-10,0.027899818209406537,0.027924144858777044,4.7945386535842307e-06,2.5439956609788728e-06,1.6277321468127796e-09,0.010266457202077448,3.5088333907511818e-06,9.3035695262283226e-07,8.4940575279655662e-06,3.6570019639164273e-06
4.8990531114674806e-08,0.22383052462976066,76.950000000000003,0.0,0.0,0.0,7.0424423916204144e-05,9.4999429492665541,0.001971790038329653,0.016039150270284134,1.2188830956929384e-09,3.0004197128293715e-11,2.3953024110176935e-09,7.5580910869171001e-07,0.041225339679463152,1.4131899436362086e-05,1.5952074732838366e-19,2.7442203089784101e-05,0.00080024027475347282,0.89953354361655191,0.0017774330655095515,5.7269128407652378e-14,3.7909022293920807e-12,3.1005625679915656e-07,0.0,0.00029064172886243662,4.2258815486194452e-10,0.027899818546234644,0.027924145196110934,4.7945387157723411e-06,2.5439956939819831e-06,1.6286164234485119e-09,0.010316510371752104,3.5259404181763623e-06,9.348929496570517e-07,8.4940577332587834e-06,3.6748339635193265e-06
4.930448017605969e-08,0.22383052465507744,76.950000000000003,0.0,0.0,0.0,6.9910638573292687e-05,9.4999429588295872,0.0019640968681356669,0.015983661868241357,1.1827795297064647e-09,2.911492903037654e-11,2.3870157208374714e-09,7.4845133180914651e-07,0.040753634573059347,1.408300927538828e-05,1.5479285222375355e-19,2.7442202881520966e-05,0.00080304961129141529,0.90001605060698364,0.0017774988890498339,5.7071002396985629e-14,3.8042072090509638e-12,3.111466062415793e-07,0.0,0.00029079817303306383,4.2218468935820368e-10,0.027899818877247361,0.027924145527620615,4.7945387770003091e-06,2.5439957263602326e-06,1.6294900158619905e-09,0.010366387775734277,3.542987372842302e-06,9.394130181522248e-07,8.494057934936554e-06,3.6926033443028506e-06
4.961842923744458e-08,0.2238305246802523,76.950000000000003,0.0,0.0,0.0,6.9401989408254716e-05,9.4999429683425962,0.0019564334345975997,0.015928386858135024,1.1494767453109373e-09,2.8294676977885086e-11,2.378760898802252e-09,7.411833527315479e-07,0.040287706924358971,1.4034307132277828e-05,1.5043188782279085e-19,2.7442202671691051e-05,0.0008058397780827209,0.90049272844852091,0.0017775641591216195,5.687363831640358e-14,3.817421400086125e-12,3.1222951506427045e-07,0.0,0.00029095272714332372,4.2180745396198563e-10,0.027899819202830477,0.027924145853692506,4.7945388371464221e-06,2.5439957583827125e-06,1.6303530544226243e-09,0.010416090089647069,3.5599744859187553e-06,9.4391721937405014e-07,8.4940581332420797e-06,3.7103103469498106e-06
4.9932378298829467e-08,0.22383052470528692,76.950000000000003,0.0,0.0,0.0,6.8898418828110746e-05,9.4999429778058868,0.0019487996264546837,0.01587332428960421,1.1186765315472382e-09,2.7536091847486331e-11,2.3705378029670878e-09,7.3400407169508829e-07,0.039827485876699077,1.3985792168774617e-05,1.463987828254e-19,2.7442202460446895e-05,0.00080861091411614386,0.90096364827777531,0.001777628881629029,5.6677032777410188e-14,3.8305454605468738e-12,3.1330503721954727e-07,0.0,0.0002911054142590401,4.2145375357190168e-10,0.027899819523329941,0.027924146174673092,4.7945388964277686e-06,2.5439957899164418e-06,1.6312056679425172e-09,0.010465617986112657,3.5769019871100475e-06,9.4840561424950015e-07,8.4940583283933123e-06,3.7279552111052722e-06
