Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019)
3.2379106009891656e-09,0.28505010761380295,76.950000000000003,0.0,0.0,0.0,0.97401579760009416,9.4990311721898504,0.0048438932777634825,0.0030503407921271294,0.0086933080635282021,0.00010211839001001049,0.00010222455196078173,0.0076479529006476393,0.00046893727919674949,0.00018789879420957247,1.202559182962055e-06,3.7390606554201152e-07,0.00094711509205255211,7.5538620063086955e-06,2.3106763406536218e-07,3.9541664027986632e-06,7.5454733015684892e-06,5.8615870256549576e-08,5.4054999844462216e-10,2.4622615137136353e-09,5.3844821679120704e-10,2.3000886644193488e-09,7.5490269591540892e-11,1.5914332609781406e-05,1.0660288138447866e-11,2.7559059458213651e-08,1.6820228654390601e-08,2.0092421907079223e-09,5.0439798581425918e-10,1.2387051499110377e-13,5.7491147936115556e-06,8.3464226107184038e-15,3.0854779228110275e-10,3.3694165047216945e-13,1.7148687323746284e-09,5.8907808767359606e-10,4.0543433609498503e-11,2.8539360887521759e-11,2.2123778151723874e-12
3.3231974859581015e-09,0.2850500444536294,76.950000000000003,0.0,0.0,0.0,0.97334260259246141,9.4990062259929111,0.0049698368711838812,0.003129562374952953,0.0089154040139650947,0.00010767860759155176,0.00010779411230716576,0.0078402659764216197,0.00048107205931171481,0.00019773827039337296,1.2017540091415178e-06,3.8602353248016621e-07,0.00097119334977307202,7.7512718683159753e-06,2.3851052381509883e-07,4.2677561008861773e-06,8.1489079628510622e-06,6.5095361223126571e-08,6.1752340362574376e-10,2.5251611066734458e-09,6.1505688456545289e-10,2.5477069737996724e-09,8.6017140538219148e-11,1.6320981420318182e-05,1.0931301840161359e-11,2.9059607180049827e-08,1.7736194036859055e-08,2.0078534924703595e-09,5.7419629879793472e-10,1.2703569941579157e-13,6.2076615748135781e-06,8.9547808820418305e-15,3.3443114880758555e-10,3.6394020621298466e-13,1.8866445668106367e-09,6.6533666978647765e-10,4.59593399361509e-11,3.2831589151885991e-11,2.58800844652757e-12
3.4084843709270375e-09,0.28504998187905894,76.950000000000003,0.0,0.0,0.0,0.9726699992149207,9.498981315953305,0.0050956961345356979,0.0032087263343878645,0.0091371343488476208,0.00011338169746063798,0.00011350717357566438,0.0080321115317998678,0.00049319582581678039,0.0002078188158932026,1.2009495467669188e-06,3.9814298648878526e-07,0.00099521281362308545,7.9482039983667092e-06,2.4595360353397666e-07,4.5971431242823971e-06,8.7831414532157979e-06,7.2092819038677775e-08,7.0298192337068806e-10,2.5879568464905271e-09,7.0009953701988012e-10,2.8144890149420288e-09,9.7686253915491594e-11,1.6726958841554463e-05,1.1201653785336281e-11,3.0598708197973697e-08,1.8675696538111012e-08,2.0064660146469458e-09,6.5136416542606042e-10,1.3019565802670038e-13,6.6894334025899251e-06,9.5927453752103975e-15,3.617031887497242e-10,3.9231713855063474e-13,2.0702072310012081e-09,7.4901829283006642e-10,5.1919768539260873e-11,3.7623724380489743e-11,3.013934967944018e-12
3.4937712558959734e-09,0.28504991988756007,76.950000000000003,0.0,0.0,0.0,0.97199798850681074,9.4989564416433332,0.0052214711439921725,0.0032878327214145597,0.009358498237449081,0.00011922728180054244,0.00011936338779170142,0.0082234888247060284,0.00050530858847456107,0.00021813968773205276,1.2001457971367996e-06,4.1026319164282956e-07,0.0010191733922694935,8.1446576243830416e-06,2.533961719949904e-07,4.9426792429515068e-06,9.4488843661937102e-06,7.9634469745754903e-08,7.9760094545447897e-10,2.6506484988550473e-09,7.9424601433648085e-10,3.1013588456869642e-09,1.1058796102164409e-10,1.7132263358548285e-05,1.1471342945970262e-11,3.2176260271403683e-08,1.9638673741333532e-08,2.0050797593817888e-09,7.364467404532399e-10,1.3335037903215533e-13,7.1949499188978341e-06,1.0261000962903496e-14,3.9039778987874974e-10,4.2210390662856808e-13,2.2659958706624842e-09,8.4061423478786012e-10,5.8462014793606447e-11,4.2957458197816313e-11,3.4951243602125918e-12
3.5790581408649094e-09,0.28504985847660774,76.950000000000003,0.0,0.0,0.0,0.97132657149749579,9.4989316026378177,0.00534716197570768,0.0033668815870098868,0.0095794948569545933,0.00012521498147810185,0.00012536240642300358,0.008414397124379188,0.00051741035705860864,0.00022870014330807635,1.1993427615377801e-06,4.2238306398834705e-07,0.0010430749957925098,8.3406319858837862e-06,2.6083761630594076e-07,5.3047135774971641e-06,1.01468431372537e-05,8.7747117287508472e-08,9.020897496115942e-10,2.7132358316905883e-09,8.9819961440884152e-10,3.409258276743469e-09,1.2481722014278198e-10,1.7536893470797018e-05,1.1740368309968839e-11,3.3792160805618271e-08,2.0625063013498365e-08,2.0036947287985321e-09,8.3001253354339133e-10,1.3649985075287998e-13,7.7247268149850443e-06,1.0960228504101777e-14,4.2054863428935278e-10,4.5333174687587766e-13,2.4744509660098737e-09,9.4063302540572239e-10,6.5624737492401583e-11,4.8876577915721358e-11,4.0368583156554703e-12
3.6643450258338453e-09,0.28504979764368327,76.950000000000003,0.0,0.0,0.0,0.97065574920636455,9.4989067985140725,0.0054727687058350261,0.0034458729821550764,0.0098001233924615311,0.00013134441605403631,0.00013150388038803395,0.0086048357113604826,0.00052950114135328491,0.0002394994404054089,1.1985404412433425e-06,4.3450165297835317e-07,0.0010669175356839596,8.5361263339727962e-06,2.6827740086516438e-07,5.6835925999052047e-06,1.0877720039650761e-05,9.6458138317302499e-08,1.017192228604584e-09,2.7757186151553753e-09,1.0126977925461572e-09,3.7391465920981488e-09,1.4047370552735896e-10,1.7940847692241669e-05,1.2008728881123333e-11,3.5446306854535307e-08,2.1634801507066799e-08,2.0023109250001888e-09,9.3265363819833896e-10,1.3964406162200258e-13,8.2792758327634105e-06,1.1691104840128229e-14,4.521892081847076e-10,4.8603167229196613e-13,2.6960141062164316e-09,1.0496004614944014e-09,7.3447960866981533e-11,5.5426996294881061e-11,4.6447410805182379e-12
3.749631910802781e-09,0.2850497373862735,76.950000000000003,0.0,0.0,0.0,0.96998552264283189,9.4988820288519076,0.0055982914105404515,0.0035248069578446045,0.010020383036979559,0.00013761520379332692,0.00013778746006441818,0.008794803877479147,0.00054158095115363258,0.00025053683720493693,1.1977388375150051e-06,4.4661812516425953e-07,0.0010907009248455157,8.7311399313238777e-06,2.7571505769022174e-07,6.0796601344197167e-06,1.164221318048868e-05,1.0579547700474473e-07,1.1436876011476929e-09,2.8380966216411741e-09,1.1385128525945797e-09,4.0920002701144472e-09,1.576619157343048e-10,1.8344124551265534e-05,1.227642367909588e-11,3.7138595123491255e-08,2.2667826161683653e-08,2.0009283500691142e-09,1.0449859469065202e-09,1.4278300018507196e-13,8.859104766379321e-06,1.2454302790895578e-14,4.8535280167168461e-10,5.2023447178001262e-13,2.9311277745040296e-09,1.1680596142897588e-09,8.197307593278503e-11,6.2656779637147927e-11,5.3247070132502368e-12
3.8349187957717164e-09,0.28504967770187195,76.950000000000003,0.0,0.0,0.0,0.96931589280633923,9.4988572932336428,0.0057237301660166716,0.0036036835650938384,0.010240272991430287,0.000144026961675647,0.00014421279529736131,0.0089843009258380353,0.00055364979626525016,0.00026181159229501363,1.1969379516026716e-06,4.5873174987470337e-07,0.0011144250775868636,8.9256720521649849e-06,2.8315017795271894e-07,6.4932573585516572e-06,1.2441016496996511e-05,1.1578763983848308e-07,1.2823911166718903e-09,2.9003696257731962e-09,1.2764526294677167e-09,4.4688127053489775e-09,1.7649128133614414e-10,1.8746722590692434e-05,1.2543451739397627e-11,3.8868921972055394e-08,2.3724073705887961e-08,1.999547006067233e-09,1.1676493528106553e-09,1.4591665510005079e-13,9.4647174639797161e-06,1.3250491151359634e-14,5.2007250856622598e-10,5.5597070952741157e-13,3.1802351433802207e-09,1.2965708292962839e-09,9.1242841197735941e-11,7.0616174244564025e-11,6.0830278567901735e-12
3.920205680740652e-09,0.28504961858797806,76.950000000000003,0.0,0.0,0.0,0.9686468606863553,9.4988325912440885,0.0058490850484941587,0.0036825028549456319,0.010459792464646562,0.00015057930540584392,0.00015077953540805204,0.0091733261707986329,0.00056570768650416171,0.00027332296468212189,1.1961377847428893e-06,4.7084188664876573e-07,0.001138089909623805,9.1197219822635793e-06,2.9058240457477844e-07,6.9247228042193037e-06,1.3274819753017986e-05,1.2646369042611721e-07,1.4341547519169112e-09,2.9625374044115151e-09,1.4273611630771916e-09,4.8705939311116862e-09,1.9707627195874325e-10,1.9148640367789791e-05,1.2809812113362531e-11,4.0637183416857131e-08,2.4803480658849346e-08,1.9981668950358627e-09,1.3013079381832323e-09,1.4904501513730057e-13,1.0096613829672631e-05,1.4080334688177196e-14,5.5638122620884968e-10,5.9327072443151706e-13,3.4437798795610696e-09,1.4357117190128015e-09,1.0130138276686092e-10,7.9357631281363127e-11,6.9263197239029967e-12
4.0054925657095875e-09,0.2850495600420978,76.950000000000003,0.0,0.0,0.0,0.96797842726237915,9.4988079224705633,0.0059743561342508675,0.0037612648784759819,0.010678940673371358,0.0001572718494244709,0.00015748732920205496,0.0093618789379655062,0.00057775463169669168,0.00028507021380148369,1.1953383381601171e-06,4.8294797421086581e-07,0.0011616953380762928,9.3132890189122105e-06,2.9801142575541605e-07,7.3743923590197359e-06,1.4144308535712979e-05,1.3785324429157489e-07,1.5998678993384618e-09,3.0245997366494249e-09,1.5921193636568498e-09,5.2983703427962589e-09,2.195365026396693e-10,1.9549876454265543e-05,1.3075503868131425e-11,4.2443275134403029e-08,2.5905983332086773e-08,1.9967880189956162e-09,1.4466501499979482e-09,1.5216806917958736e-13,1.0755289825681097e-05,1.4944494136567801e-14,5.9431165529022916e-10,6.3216462956909837e-13,3.7222059581349669e-09,1.5860771489239339e-09,1.1219419387567194e-10,8.8935830076368418e-11,7.8615497954190936e-12
4.090779450678523e-09,0.285049502061743,76.950000000000003,0.0,0.0,0.0,0.96731059350394166,9.4987832865028832,0.0060995434996206346,0.0038399696867988807,0.01089771684225631,0.00016410420691836969,0.00016433582497769241,0.0095499585641702842,0.0005897906416793354,0.00029705259952761664,1.1945396130676184e-06,4.9504952079479768e-07,0.0011852412814664019,9.506372470913074e-06,3.0543696930780699e-07,7.8425992676305297e-06,1.5050164252470137e-05,1.4998646367030298e-07,1.7804580473209701e-09,3.0865564038126035e-09,1.7716456684765557e-09,5.7531844220067708e-09,2.4399683948747473e-10,1.9950429436262867e-05,1.3340526086629046e-11,4.4287092463931864e-08,2.7031517831199925e-08,1.9954103799467183e-09,1.6043889628837506e-09,1.5528580622205894e-13,1.1441237474689127e-05,1.584362619737927e-14,6.3389629968680482e-10,6.7268231170786282e-13,4.015957485537627e-09,1.748279217125308e-09,1.239681338835199e-10,9.9407699904105843e-11,8.8960427319767617e-12
4.176066335647459e-09,0.2850494446444321,76.950000000000003,0.0,0.0,0.0,0.96664336037060861,9.4987586829333619,0.006224647221000381,0.0039186173310704533,0.011116120203859853,0.00017107598983130115,0.00017132467053441542,0.0097375643974550782,0.00060181572629863388,0.00030926938218483612,1.1937416106650853e-06,5.0714609564859145e-07,0.0012087276597162388,9.6989716585612323e-06,3.1285879770379035e-07,8.3296741333408191e-06,1.5993064128029764e-05,1.6289405230262278e-07,1.9768914521871605e-09,3.1484071894608929e-09,1.9668966899424173e-09,6.2360944615062733e-09,2.7058750462451123e-10,2.0350297914362169e-05,1.3604877867533075e-11,4.616853041028849e-08,2.8180020057635931e-08,1.9940339798688376e-09,1.7752620297426772e-09,1.5839821537220632e-13,1.2154944862378565e-05,1.6778383534354962e-14,6.7516746630638395e-10,7.1485343085853777e-13,4.3254785309283974e-09,1.9229472279309906e-09,1.3667142675646521e-10,1.1083244028347882e-10,1.0037486800594278e-11
4.261353220616394e-09,0.28504938778768946,76.950000000000003,0.0,0.0,0.0,0.96597672881198449,9.498734111356816,0.0063496673748562925,0.0039972078624924898,0.011334149998645012,0.00017818680887462444,0.000178453513181162,0.0099246957970554207,0.00061382989541104444,0.00032171982255770298,1.192944332139866e-06,5.1923732157597881e-07,0.0012321543941457829,9.8910859136273432e-06,3.202767037372144e-07,8.8359449197109067e-06,1.6973681201815955e-05,1.7660725022559624e-07,2.1901738019956651e-09,3.2101518793861735e-09,2.1788678550801724e-09,6.7481742910126789e-09,2.9944418039614012e-10,2.0749480503576683e-05,1.3868558325257305e-11,4.8087483646775728e-08,2.93514257104328e-08,1.9926588207208839e-09,1.9600318203048034e-09,1.6150528584986002e-13,1.2896896140155563e-05,1.7749414771602179e-14,7.1815726494369531e-10,7.5870741986614092e-13,4.6512129655801071e-09,2.1107276597903802e-09,1.5035365906740646e-10,1.232715398329991e-10,1.1293939718061232e-11
4.34664010558533e-09,0.28504933148904615,76.950000000000003,0.0,0.0,0.0,0.96531069976771522,9.4987095713705685,0.0064746040377290683,0.0040757413323154103,0.01155180547497682,0.00018543627353802053,0.00018572199974470306,0.010111352133382679,0.00062583315888281533,0.00033440318190141888,1.1921477786686634e-06,5.3132286838956998e-07,0.001255521407470668,1.008271457934026e-05,3.2769050672988864e-07,9.3617369523595874e-06,1.7992684325477164e-05,1.9115782856374776e-07,2.4213508721181019e-09,3.2717902616105478e-09,2.4085940363986389e-09,7.2905130038669238e-09,3.3070811282948383e-10,2.1147975833343292e-05,1.4131566589928401e-11,5.0043846518046137e-08,3.0545670287967646e-08,1.991284904441426e-09,2.1594857478866617e-09,1.6460700698715447e-13,1.3667571528065422e-05,1.8757364491261963e-14,7.6289760814585297e-10,8.0427348403899489e-13,4.9936043099147559e-09,2.3122841278227372e-09,1.6506577753958684e-10,1.3678879372157231e-10,1.267383421371663e-11
4.517213875523202e-09,0.2850492205562121,76.950000000000003,0.0,0.0,0.0,0.96398045293106494,9.4986605845707004,0.0067242271970849744,0.0042326372924224066,0.011985990505231423,0.00020034957164012808,0.00020067648956836586,0.010483237153632306,0.00064980700841761596,0.00036046570493724494,1.1905568515275613e-06,5.5547580693720175e-07,0.0013020759686333391,1.0464512572804676e-05,3.4250519505048761e-07,1.0473172881190532e-05,2.0148503177355977e-05,2.2290083515836321e-07,2.9417765664700683e-09,3.3947472662046734e-09,2.9256518681325541e-09,8.4703981397010549e-09,4.0105116362680123e-10,2.1942899304395791e-05,1.4655563138980969e-11,5.4068376917803264e-08,3.300241721821868e-08,1.9885408081395376e-09,2.6057210370875794e-09,1.7079435913037268e-13,1.5296995876928825e-05,2.0886577484465203e-14,8.5775659148163201e-10,9.0065751954656898e-13,5.7301292053957203e-09,2.7594650440827063e-09,1.9779024185538e-10,1.6732456980570407e-10,1.583958466880204e-11
4.670730268467286e-09,0.2850491226007203,76.950000000000003,0.0,0.0,0.0,0.9627853005999869,9.4986166005010357,0.0069486032708680895,0.0043736490210697643,0.012375469484623865,0.0002142417657217709,0.00021460955999352417,0.010816302867597659,0.00067134627488209665,0.00038471115746240052,1.1891275083262028e-06,5.7719149070547532e-07,0.0013437700806780662,1.0806463696564708e-05,3.5582300408834221e-07,1.1543437606277052e-05,2.2226644537187779e-05,2.5466279949518533e-07,3.4826943212439377e-09,3.5050429171147133e-09,3.462937343306184e-09,9.6470088286199576e-09,4.7412723371728056e-10,2.2655966546768687e-05,1.5124852726976656e-11,5.7817328668114389e-08,3.5290947452472356e-08,1.9860753911050353e-09,3.065966404201862e-09,1.7634457659283558e-13,1.68664514366769e-05,2.2935514008521835e-14,9.494326428546775e-10,9.9354676649559143e-13,6.4544054579929756e-09,3.2160485523052343e-09,2.3130330513664758e-10,1.9918181381421268e-10,1.9203386321672829e-11
4.824246661411371e-09,0.28504902641536,76.950000000000003,0.0,0.0,0.0,0.96159211457417393,9.4985727126355197,0.0071727100280356447,0.0045144766696299504,0.012763724343613763,0.00022857704370166527,0.00022898956300091143,0.011147820094028144,0.00069285036094481446,0.00040969980109217818,1.1877005320225744e-06,5.9888524919623663e-07,0.0013852695579582867,1.1146831818476061e-05,3.6912561168520146e-07,1.2681890280593845e-05,2.4439367058778156e-05,2.8965570365791192e-07,4.0997546405934831e-09,3.614990936316751e-09,4.0757111488244714e-09,1.0939264807425421e-08,5.5746453746525103e-10,2.3366786412386745e-05,1.559195159634024e-11,6.1685829770046615e-08,3.7652463690941878e-08,1.9836140301743725e-09,3.5871852742278675e-09,1.8187730141373377e-13,1.8536262158186994e-05,2.5113906012612637e-14,1.0472677351056798e-09,1.0924269065694085e-12,7.2395170147172939e-09,3.7283652038805162e-09,2.6900734182261206e-10,2.3563140332741221e-10,2.3115954236274291e-11
4.9777630543554555e-09,0.28504893198596154,76.950000000000003,0.0,0.0,0.0,0.96040089997426148,9.4985289187159463,0.0073965479181123412,0.0046551205389999753,0.013150750983914704,0.0002433530853788891,0.00024381442254495231,0.011477785562763677,0.00071431932448298024,0.00043542734583436793,1.1862759290267211e-06,6.2055624268476432e-07,0.0014265739999007915,1.1485613520081036e-05,3.8241257046856497e-07,1.3890333100967849e-05,2.6790419812901161e-05,3.2808335339718968e-07,4.8005893733446706e-09,3.7245901681337374e-09,4.7715149418167292e-09,1.235403389091262e-08,6.5210134306700365e-10,2.4075351429011528e-05,1.6056855238388849e-11,6.5673252543108377e-08,4.008658274002519e-08,1.9811567359117601e-09,4.1748843762773953e-09,1.8739247543220039e-13,2.0309086985051074e-05,2.7425366314082465e-14,1.1514408359051558e-09,1.1974600015992465e-12,8.08802014608775e-09,4.3008981697288206e-09,3.1124818358697711e-10,2.7713061301515774e-10,2.7640661559325311e-11
5.13127944729954e-09,0.2850488392984231,76.950000000000003,0.0,0.0,0.0,0.95921166181682016,9.4984852165102698,0.0076201173916106268,0.0047955809306988121,0.013536545389859328,0.00025856755859802414,0.0002590820581795379,0.01180619611938871,0.00073575322346645857,0.00046188950744741205,1.1848537056259376e-06,6.4220381723584007e-07,0.0014676830203847531,1.1822805501638512e-05,3.9568353542377674e-07,1.517054075825943e-05,2.9283507783947693e-05,3.7015471398914317e-07,5.5933006234604476e-09,3.8338394802208484e-09,5.5583517923634236e-09,1.3898322649190854e-08,7.5914229879624421e-10,2.4781654275282151e-05,1.6519559307136564e-11,6.977896609100984e-08,4.2592919442774079e-08,1.9787035186663977e-09,4.8348385795974361e-09,1.9289004166187054e-13,2.2187543887694549e-05,2.9873465182108651e-14,1.2621288349616756e-09,1.3088057070045005e-12,9.002457530774332e-09,4.9383059541655492e-09,3.5838561108491182e-10,3.2416187774472488e-10,3.2845168510581909e-11
5.284795840243625e-09,0.28504874833871074,76.950000000000003,0.0,0.0,0.0,0.95802440501450958,9.4984416038125659,0.0078434189000459072,0.0049358581468742753,0.013921103628289529,0.00027421811945854132,0.00027479038521328799,0.012133048724817425,0.00075715211595537961,0.0004890820076273966,1.1834338679805339e-06,6.6382746536990913e-07,0.0015085962476894677,1.2158404581709475e-05,4.0893824172503768e-07,1.6524260492032428e-05,3.1922291857905184e-05,4.160838119005035e-07,6.4864717401831867e-09,3.9427377635415191e-09,6.444696643719508e-09,1.557927141103505e-08,8.7976024725688561e-10,2.5485687780528267e-05,1.6980059618679972e-11,7.4002336358121577e-08,4.5171086713355639e-08,1.9762543885732867e-09,5.5730915034666717e-09,1.9836994428931526e-13,2.4174209949265593e-05,3.2461730326813738e-14,1.3795065431191672e-09,1.4266212701788648e-12,9.9853563937655455e-09,5.6454209938749505e-09,4.1079324871013218e-10,3.7723291724832546e-10,3.8801483422805642e-11
5.4383122331877095e-09,0.2850486590928589,76.950000000000003,0.0,0.0,0.0,0.95683913437624424,9.4983980784429889,0.0080664528959435797,0.0050759524903051896,0.014304421848434706,0.00029030241252535116,0.00029093731486425078,0.012458340454862785,0.00077851606009775819,0.00051700057419308239,1.1820164221150497e-06,6.8542679495182091e-07,0.0015493133244400908,1.2492407696725741e-05,4.2217648730106097e-07,1.7953212149323458e-05,3.4710388817172447e-05,4.6608963653378086e-07,7.489178022891243e-09,4.0512839323443846e-09,7.4395064754387608e-09,1.7404149305545516e-08,1.0151980083520517e-09,2.6187444924569587e-05,1.7438352150548793e-11,7.8342726186268991e-08,4.7820695571747147e-08,1.9738093555537043e-09,6.3959558055552207e-09,2.0383212867225959e-13,2.6271621457565679e-05,3.5193646894953167e-14,1.5037466917797513e-09,1.5510615297956187e-12,1.1039226806776571e-08,6.4272481535492698e-09,4.6885845057332611e-10,4.3687682573195606e-10,4.5586015736653703e-11
5.591828626131794e-09,0.2850485715469702,76.950000000000003,0.0,0.0,0.0,0.95565585460737601,9.49835463824774,0.0082892198328394281,0.0052158642643997579,0.014686496281778419,0.00030681807104042397,0.00030752075441403036,0.012782068499790172,0.00079984511412711497,0.0005456409412690098,1.1806013739326222e-06,7.0700150472899024e-07,0.00158983390755143,1.2824811900542446e-05,4.3539811921862561e-07,1.9459088247357241e-05,3.7651371341983804e-05,5.2039604207275734e-07,8.6109971470325194e-09,4.159476924110146e-09,8.5522301763572805e-09,1.938034934264335e-08,1.1667701307346378e-09,2.6886918837463502e-05,1.7894433041143737e-11,8.2799495371549396e-08,5.054135517840957e-08,1.9713684293148279e-09,7.3100131684396184e-09,2.0927654133797197e-13,2.8482274002794601e-05,3.8072657471965594e-14,1.6350199326415565e-09,1.6822789159638262e-12,1.2166560135125817e-08,7.2889631299245753e-09,5.3298217869528848e-10,5.0365212923681038e-10,5.3279621479541627e-11
5.745345019075879e-09,0.2850484856872169,76.950000000000003,0.0,0.0,0.0,0.95447457030989247,9.4983112810990455,0.008511720165274515,0.0053555937731907567,0.015067323241913344,0.00032376271713544625,0.00032453860736131383,0.013104230163855368,0.00082113933636010483,0.00057499884946662428,1.1791887292127255e-06,7.2855136548447201e-07,0.0016301576681698061,1.3155614363974501e-05,4.4860302327459536e-07,2.1043554040249278e-05,4.07487680185336e-05,5.7923164944674331e-07,9.8620193050278325e-09,4.2673156995158843e-09,9.7928181213758578e-09,2.1515383534285018e-08,1.3358646104189925e-09,2.7584102799249784e-05,1.8348298589061464e-11,8.7372000721676978e-08,5.3332672869280347e-08,1.9689316193507066e-09,8.3221139885285202e-09,2.1470312998120788e-13,3.0808622581169975e-05,4.1102162090474942e-14,1.7734948377558e-09,1.8204234512137401e-12,1.3369827624112445e-08,8.235910770079441e-09,6.0357887390977425e-10,5.7814281178121127e-10,6.1967641369932084e-11
5.898861412019963e-09,0.2850484014998397,76.950000000000003,0.0,0.0,0.0,0.95329528598262847,9.4982680048950723,0.0087339543487860698,0.0054951413213285049,0.015446899124384786,0.00034113396204542409,0.00034198877357477953,0.013424822864827483,0.00084239878519415054,0.00060507004606343755,1.1777784935968438e-06,7.5007620518368312e-07,0.0016702842916130238,1.348481237431753e-05,4.6179111584336739e-07,2.2708247589575551e-05,4.4006063353629707e-05,6.4282974843399589e-07,1.1252857066317987e-08,4.3747992424086955e-09,1.1171731456745733e-08,2.3816878057184308e-08,1.5239445761522026e-09,2.8278990239693537e-05,1.8799945252353543e-11,9.2059596113683821e-08,5.6194254191029e-08,1.9664989349430636e-09,9.4393767852815489e-09,2.2011184346184818e-13,3.3253081704243023e-05,4.4285518245071952e-14,1.9193378998950596e-09,1.9656427522494358e-12,1.4651479110165883e-08,9.2736033150820388e-09,6.8107632041417051e-10,6.6095831288994735e-10,7.1739932032232322e-11
6.052377804964048e-09,0.28504831897114913,76.950000000000003,0.0,0.0,0.0,0.95211800602149332,9.4982248075599127,0.0089559228398955072,0.0056345072140722152,0.015825220406522997,0.00035892940632316762,0.00035986914944536826,0.013743844133497059,0.00086362351910508205,0.00063585028518021297,1.1763706726059544e-06,7.7157589708196407e-07,0.001710213477308496,1.3812403334853545e-05,4.7496233737870464e-07,2.4454779838749796e-05,4.7426697795802995e-05,7.1142819992396661e-07,1.2794654956876738e-08,4.4819265597384865e-09,1.2699951094532249e-08,2.6292568458222114e-08,1.7325499408223186e-09,2.8971574737966801e-05,1.9249369647919496e-11,9.6861632551472989e-08,5.9125702936185091e-08,1.9640703851607404e-09,1.0669187343121231e-08,2.2550263180286003e-13,3.5818025513821905e-05,4.7626040913312051e-14,2.0727135332293658e-09,2.1180820324261369e-12,1.6013941845968678e-08,1.0407718577235633e-08,7.6591550466537092e-10,7.5273349845651616e-10,8.2690890685815275e-11
6.205894197908133e-09,0.2850482380875251,76.950000000000003,0.0,0.0,0.0,0.95094273471971202,9.4981816870435107,0.0091776260960941165,0.005773691757280053,0.016202283647264441,0.00037714664005458791,0.00037817762803789827,0.014061291613169633,0.00088481359664478059,0.00066733532795617374,1.1749652716417459e-06,7.9305035018030766e-07,0.0017499449387295561,1.4138384764341518e-05,4.8811664722198126e-07,2.6284734691138264e-05,5.1014067762782761e-05,7.8526933835772295e-07,1.4499098759238094e-08,4.5886966815093608e-09,1.4388986417671729e-08,2.8950294903589442e-08,1.9632990182750503e-09,2.966185002232592e-05,1.9696568550781665e-11,1.0177745822386298e-07,6.2126621178544976e-08,1.9616459788607341e-09,1.2019197598171842e-08,2.3087544618779388e-13,3.8505787902398698e-05,5.1127002582845212e-14,2.2337840743059683e-09,2.2778841049118796e-12,1.7459619430014351e-08,1.1644098058049355e-08,8.5855046922307984e-10,8.5412860679276479e-10,9.491947368004398e-11
6.359410590852217e-09,0.2850481588354179,76.950000000000003,0.0,0.0,0.0,0.94976947626808106,9.49813864132161,0.0093990645758268692,0.0059126952573981444,0.016578085486962033,0.00039578324307475052,0.00039691209924200212,0.014377163059145041,0.00090596907643883211,0.00069952094272221379,1.1735622959651108e-06,8.1449950169334823e-07,0.0017894784033299889,1.4462754296493079e-05,5.0125401953084988e-07,2.8199669091867851e-05,5.4771525675289066e-05,8.6459987436520473e-07,1.6378424532537124e-08,4.6951086607525199e-09,1.6250883695407823e-08,3.1797997472831586e-08,2.21789010480613e-09,3.0349809969802306e-05,2.0141538893246821e-11,1.0680641856305463e-07,6.519660930890243e-08,1.9592257246894536e-09,1.3497324279260336e-08,2.3623023895782998e-13,4.1318662639013762e-05,5.479163328462007e-14,2.4027097833304973e-09,2.4451893865039684e-12,1.8990890833291313e-08,1.2988745012415117e-08,9.5944816200307255e-10,9.6582917135764946e-10,1.0852920918408326e-10
6.512926983796302e-09,0.28504808120134767,76.950000000000003,0.0,0.0,0.0,0.94859823475523686,9.498095668395699,0.0096202387384745555,0.0060515180214486862,0.016952622647184643,0.00041483678518462638,0.00041607044992236851,0.014691456338182621,0.00092709001718418494,0.00073240290517210724,1.1721617507165678e-06,8.3592331117107215e-07,0.0018288136124768048,1.4785509679433756e-05,5.1437444012575372e-07,3.0201113113272784e-05,5.8702379997076057e-05,9.4967079761784747e-07,1.8445427352758635e-08,4.801161573445224e-09,1.8298234209617663e-08,3.4843711498855642e-08,2.4981030246851201e-09,3.1035448605821487e-05,2.0584277764259593e-11,1.1194785630275472e-07,6.8335266070533937e-08,1.9568096310819028e-09,1.5111747313143133e-08,2.415669636093413e-13,4.4258903500476273e-05,5.8623120632107731e-14,2.5796488457464635e-09,2.6201359020709644e-12,2.0610109515840966e-08,1.444782246437655e-08,1.0690882813949308e-09,1.0885459216758149e-09,1.2362820435042963e-10
