Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971)
7.368261778781961e-07,0.2659061115196978,76.950000000000003,0.0,0.0,0.0,0.3975813323296567,9.4092571550242461,0.016525189053388893,0.030943287281359283,0.011962372862127922,0.0024712421048213758,1.16358010911141e-08,6.6123262550061608e-08,0.047941356475634571,7.6068060846913084e-05,3.3897020982548841e-11,0.062233183032714037,0.11302654155101223,0.075120097829957239,0.17596009838453189,7.0596982364844733e-13,8.5675838557344199e-11,3.2565708399003008e-06,3.5206625891203144e-09,5.4759824223665871e-06,7.4417107106274671e-06,0.016450590102191989,0.053801447082242965,5.5806135180493436e-06,3.5172928820972106e-06,2.8779693595451044e-15,0.00048305225680479448,3.2610874021863136e-07,1.0268372684772837e-07,0.00021708252056875407,6.7738102461183529e-06,2.0192385900144686e-08,0.0122592550578501,0.0014405520868351893,6.9419725836646694e-11,2.0603030957773125e-11,2.1742491390490776e-08,5.6939020062306707e-09,8.9361334444620413e-12,1.3070983780782691e-05,5.0473345578711056e-05,0.006193016015926766,1.6188323617597888e-07,0.00047923599431330514,4.6562913611559506e-05,0.0010672896028458008,5.571890776100633e-10,0.0001459632728087311,4.5042897438105786e-07,0.0090571719942466947,0.00013440277634262782,1.4752777493078146e-08,5.1573398466859567e-05,0.0070987221958384436,0.00097951463970378811,3.732064271410553e-06,1.2154962350090496e-10,8.9770594481979658e-12,0.00031873184131764174,1.3361833243100902e-07,7.929118132960347e-05,1.9541309881015471e-07,5.0272494917001449e-07,1.6391710251245881e-05,2.6008207015655366e-08,1.1790016901722493e-13,1.1837361406898067e-07,0.00040309755882937339,2.7049158825789157e-11,9.8433654959173079e-11,2.9320586264704876e-12,2.4029536245596561e-11,0.00095844977521118875,7.4756829999728427e-11,0.014262706144460558,7.4524495111154897e-11,2.5557574778660278e-08,3.2058443659003758e-13,1.8315093010794437e-13,6.1559132121914863e-11,1.5258932629751039e-06,2.2635889237746959e-07,1.2134146630327813e-16,5.4682754452243738e-11,1.1302491161316196e-12
7.409728763668891e-07,0.26590615580899396,76.950000000000003,0.0,0.0,0.0,0.39608575272638324,9.4090356886115192,0.016522891656723392,0.030817888511674715,0.011895563008269839,0.0024573912158632584,1.1588371926482249e-08,6.5918643400401538e-08,0.048096040733876036,7.5757996621305922e-05,3.3707033982743099e-11,0.062309046315542675,0.1134399920579571,0.075407887841558524,0.1764442431929571,7.0309219032793436e-13,8.5987153027194722e-11,3.2684889134344534e-06,3.5249944291357922e-09,5.4969977391686904e-06,7.4001514020953281e-06,0.016443821923586451,0.053982432982787973,5.578185289141206e-06,3.5157624435821133e-06,2.888995056367075e-15,0.00048407856037277984,3.2679385189649302e-07,1.0289947577125197e-07,0.00021690594492834213,6.7880930558239557e-06,2.0240855057562767e-08,0.012338834284479357,0.0014476489970271847,6.9564450737401983e-11,2.0645983757786372e-11,2.1847499549924147e-08,5.7217781749562611e-09,8.9658348049796906e-12,1.3334114895226227e-05,5.1489105233336484e-05,0.0062074824592816035,1.6227125025918104e-07,0.00048116263064478486,4.6632003673235893e-05,0.0010736467556724033,5.6194390227582381e-10,0.00014683115654586762,4.5552799942525972e-07,0.0091422712155009318,0.00013520674380035051,1.4919786339866814e-08,5.1881415920430943e-05,0.0071676872431024512,0.0009890450900014319,3.8293291646269978e-06,1.2284512136306385e-10,9.1582568713103544e-12,0.00032437063777913103,1.3597899882660531e-07,8.0113433052095685e-05,1.9886550807965605e-07,5.116059459103193e-07,1.6561322948941975e-05,2.6277912562259118e-08,1.1998296005396107e-13,1.1962529198974549e-07,0.0004073607021056887,2.759518259173755e-11,9.8393157097518548e-11,2.9432217687086927e-12,2.4515039847141497e-11,0.0009585932539699605,7.5121869806263497e-11,0.014324456809669664,7.4889858189330548e-11,2.6235003747687871e-08,3.2390167379712972e-13,1.8504607850108189e-13,6.1927365138925912e-11,1.5358178485274029e-06,2.303362642862229e-07,1.23472695450305e-16,5.5643589940721063e-11,1.1597074616602338e-12
7.451195748555821e-07,0.2659062033961917,76.950000000000003,0.0,0.0,0.0,0.39459990002611689,9.4088159874979276,0.016520179482630345,0.030693137332583328,0.011829259141848099,0.002443645789220991,1.1541190455516849e-08,6.5715385008258078e-08,0.048249945443851604,7.5449551668357482e-05,3.3518493566428022e-11,0.062383184014651573,0.11385112003535115,0.075694786010105014,0.17692438496824273,7.0022958509347169e-13,8.6296707605962151e-11,3.2803400271300596e-06,3.529228795270196e-09,5.5179478716954698e-06,7.3589068467072289e-06,0.016437021245824281,0.054162409092194011,5.5757471214521589e-06,3.5142257404530304e-06,2.8999865852333398e-15,0.00048510329735667663,3.2747793036110801e-07,1.0311489927260755e-07,0.00021672853650562423,6.8023542269274529e-06,2.0289245496090067e-08,0.012418203838719822,0.0014547268508538329,6.9708959125838118e-11,2.0688872299257709e-11,2.1952229389862221e-08,5.7495797941441381e-09,8.9954809013857134e-12,1.3600498542436583e-05,5.251741365273093e-05,0.0062216707960516329,1.6265863115050101e-07,0.00048307801970702926,4.6699847578087943e-05,0.0010799976695890887,5.6670008105320654e-10,0.00014769818111962088,4.6063824386933014e-07,0.0092274866735597497,0.00013600991885319208,1.5087162668804427e-08,5.218912233336065e-05,0.0072367522449239595,0.00099858969667405875,3.9284762181903915e-06,1.2414155140329048e-10,9.3417090972609688e-12,0.00033006427521449841,1.3836256668708419e-07,8.0936006567827715e-05,2.0235141011088219e-07,5.2057309815912305e-07,1.6730997192582358e-05,2.6547723661215348e-08,1.220859564714839e-13,1.2087762266668575e-07,0.00041162607396372561,2.8148002545106655e-11,9.8352464773686573e-11,2.9543500876007043e-12,2.500659962734149e-11,0.00095873784090174481,7.5485920269864275e-11,0.014385941554162075,7.5254231297391442e-11,2.6925965028501224e-08,3.2722011470242685e-13,1.8694191457090309e-13,6.2295235218809063e-11,1.545716300608771e-06,2.3435213912252819e-07,1.2562455461789594e-16,5.66137267923232e-11,1.1897358955382455e-12
7.492662733442751e-07,0.26590625423369413,76.950000000000003,0.0,0.0,0.0,0.39312368253706237,9.4085980324378848,0.016517058268496955,0.030569029992505183,0.011763455902008807,0.002430004686080867,1.1494255313714377e-08,6.5513474227009142e-08,0.04840307553532338,7.5142717067972186e-05,3.3331384112872007e-11,0.062455617571020194,0.11425994628878737,0.075980798226439925,0.17740056174386709,6.9738192516325024e-13,8.6604518072348513e-11,3.2921247808926828e-06,3.5333668984953179e-09,5.538833250842854e-06,7.3179736989708431e-06,0.016430188837179331,0.054341383046757299,5.5732992678423307e-06,3.5126829327206965e-06,2.910944171840134e-15,0.00048612656934547796,3.281610443501554e-07,1.0333001900421632e-07,0.00021655031823185973,6.8165951935995315e-06,2.0337561653392658e-08,0.012497363702475929,0.0014617857311949348,6.9853265730793276e-11,2.0731700953555866e-11,2.2056682097706665e-08,5.7773071861189057e-09,9.025071844807017e-12,1.3870141326743139e-05,5.3558296244816416e-05,0.0062355844552084341,1.6304541378305123e-07,0.0004849822191224807,4.6766460756595284e-05,0.0010863423940507618,5.7145735353622327e-10,0.00014856435339699999,4.6575943205956983e-07,0.0093128159150624393,0.00013681230775818332,1.5254897451245775e-08,5.2496520199382309e-05,0.0073059150251284103,0.0010081481621523264,4.0295264920358889e-06,1.2543883051594154e-10,9.5274211110278823e-12,0.00033581273045797113,1.4076902566880228e-07,8.1758849415564116e-05,2.0587078977655404e-07,5.2962636700843223e-07,1.6900722191092902e-05,2.6817623104748678e-08,1.2420914914500675e-13,1.2213052414691005e-07,0.00041589339520809815,2.8707633750162838e-11,9.8311582584570261e-11,2.9654438159953071e-12,2.5504229351999376e-11,0.00095888353410145241,7.5848985876943867e-11,0.014447162023789451,7.561761881917251e-11,2.7630623349266085e-08,3.3053954825712431e-13,1.8883831774455719e-13,6.2662745227403228e-11,1.5555886166991033e-06,2.3840649929576594e-07,1.2779703439279418e-16,5.7593160757590993e-11,1.2203407973259837e-12
7.534129718329681e-07,0.26590630827414913,76.950000000000003,0.0,0.0,0.0,0.39165700968441314,9.4083818044436232,0.016513533684235002,0.030445562726838203,0.011698148001728879,0.0024164667882208756,1.1447565025018895e-08,6.5312898073110257e-08,0.048555435892748938,7.4837483183070393e-05,3.314569028439823e-11,0.062526368127907087,0.11466649138686003,0.076265930324729461,0.17787281111410841,6.9454912110160107e-13,8.6910600133784377e-11,3.3038437677658724e-06,3.5374099329684418e-09,5.5596543033583545e-06,7.2773486646117959e-06,0.016423325440950761,0.054519362401217242,5.5708419649663454e-06,3.5111341697498642e-06,2.9218680397053299e-15,0.00048714847546805996,3.2884326055624415e-07,1.0354485597483949e-07,0.00021637131226726151,6.8308173551097071e-06,2.0385807964177226e-08,0.012576313867418915,0.0014688257211537882,6.9997384841563131e-11,2.0774473961603805e-11,2.216085886383998e-08,5.8049606740819825e-09,9.0546077235232502e-12,1.4143049539533654e-05,5.4611777212270842e-05,0.0062492268284489519,1.6343163238839181e-07,0.00048687528616152276,4.6831858424560194e-05,0.0010926809783573174,5.7621546236139235e-10,0.00014942968023492009,4.7089129120639443e-07,0.0093982565169818937,0.00013761391676073327,1.5422981752348421e-08,5.2803612006548659e-05,0.0073751734342205957,0.0010177201925273551,4.1325010358159276e-06,1.2673687662019371e-10,9.7153976855126625e-12,0.00034161597711885293,1.4319836411174163e-07,8.2581909806899782e-05,2.0942363002424012e-07,5.3876570860028023e-07,1.7070487291746451e-05,2.7087593905812888e-08,1.2635252778886282e-13,1.2338391550581173e-07,0.00042016239014584713,2.9274090632374294e-11,9.827051497786645e-11,2.9765031843564062e-12,2.6007942221390309e-11,0.00095903033159962041,7.6211071090768382e-11,0.014508119850816016,7.5980025177247939e-11,2.8349143724867431e-08,3.338597661181899e-13,1.9073516899499449e-13,6.3029898025220188e-11,1.5654347955045693e-06,2.4249932499218405e-07,1.2999012417027531e-16,5.8581887050009456e-11,1.2515285434762424e-12
7.575596703216611e-07,0.26590636547051255,76.950000000000003,0.0,0.0,0.0,0.39019979198400595,9.4081672847591662,0.016509611333582756,0.03032273176218761,0.011633330206862628,0.0024030310188465518,1.1401118021109117e-08,6.5113643722629429e-08,0.048707031356159156,7.4533839749193182e-05,3.2961397310633062e-11,0.062595456536534394,0.11507077566431209,0.076550188083570267,0.17834117024274049,6.9173107764010357e-13,8.7214969416833081e-11,3.3154975741014281e-06,3.5413590763600479e-09,5.58041145192217e-06,7.2370285011502563e-06,0.01641643177747874,0.054696354630652082,5.5683754486730242e-06,3.509579599484976e-06,2.9327584102083151e-15,0.00048816911248523331,3.2952464389560278e-07,1.037594306262707e-07,0.00021619154006112474,6.8450220770775417e-06,2.043398837328996e-08,0.012655054334491258,0.0014758469040104727,7.0141330367779152e-11,2.0817195451612589e-11,2.226476088361738e-08,5.8325405820893973e-09,9.0840886257406545e-12,1.4419229162920338e-05,5.5677879563985274e-05,0.0062626012705586879,1.6381732067079553e-07,0.00048875727776709268,4.6896055589773391e-05,0.0010990134717234268,5.8097415318359069e-10,0.00015029416847348092,4.7603355137172271e-07,0.0094838060859353604,0.0001384147520895347,1.559140673065755e-08,5.3110400235154234e-05,0.0074445253487465998,0.0010273054974623886,4.2374208852302453e-06,1.2803560865132044e-10,9.9056433838760124e-12,0.00034747398566683943,1.4565056900715254e-07,8.3405136617528141e-05,2.1300991182901877e-07,5.4799107399705e-07,1.7240281971634997e-05,2.7357619295244362e-08,1.2851608092609121e-13,1.2463771683789159e-07,0.00042443278655532617,2.9847386985475984e-11,9.8229266263838468e-11,2.9875284207765755e-12,2.6517750876667206e-11,0.0009591782313673994,7.6572180351247221e-11,0.014568816654086488,7.6341454810093792e-11,2.9081691432591872e-08,3.3718056248158847e-13,1.9263235074568636e-13,6.339669646513745e-11,1.5752548368955167e-06,2.4663059419906838e-07,1.3220381216710788e-16,5.9579900351847306e-11,1.2833055062224499e-12
7.617063688103541e-07,0.26590642577675044,76.950000000000003,0.0,0.0,0.0,0.38875194102215538,9.4079544548993361,0.016505296755178079,0.030200533317253569,0.011568997380248627,0.0023896962983122345,1.1354912852948887e-08,6.4915698505408175e-08,0.04885786672187948,7.4231777291879707e-05,3.2778490382443056e-11,0.062662903360366631,0.11547281922487117,0.076833577226900138,0.17880567587021279,6.8892770684922628e-13,8.7517641239305549e-11,3.3270867795748854e-06,3.5452154900934708e-09,5.6011051152138602e-06,7.1970100105973848e-06,0.016409508545428358,0.054872367131982819,5.5658999468602568e-06,3.5080193657394123e-06,2.9436155026448904e-15,0.00048918857484810607,3.302052580471206e-07,1.0397376301559789e-07,0.00021601102238492879,6.859210692326043e-06,2.0482106925106034e-08,0.012733585113584354,0.0014828493631978312,7.0285115949403516e-11,2.0859869471777879e-11,2.2368389354543332e-08,5.860047234785711e-09,9.1135146611578614e-12,1.4698685873642409e-05,5.6756625131149289e-05,0.0062757110998158741,1.6420251125831988e-07,0.00049062825057063033,4.6959067054906104e-05,0.0011053399233073506,5.8573317459397011e-10,0.000151157824937829,4.8118594543657316e-07,0.009569462257639591,0.00013921481996205496,1.5760163637063197e-08,5.3416887358812438e-05,0.0075139686707932762,0.0010369037901249503,4.3443070598514125e-06,1.2933494654849065e-10,1.0098162562142643e-11,0.00035338672349308854,1.4812562608381156e-07,8.42284793693404e-05,2.1662961431963352e-07,5.573024095131279e-07,1.7410095847383311e-05,2.7627682715781366e-08,1.3069979596622347e-13,1.2589184924428945e-07,0.00042870431564417038,3.0427535979293089e-11,9.8187840622965416e-11,2.9985197513053301e-12,2.7033667406722933e-11,0.00095932723131979649,7.6932318138355089e-11,0.014629254039192874,7.6701912139873498e-11,2.9828431996105693e-08,3.4050173427219409e-13,1.9452974697915855e-13,6.3763143394877471e-11,1.5850487418654756e-06,2.5080028273592352e-07,1.3443808543827593e-16,6.0587194821692001e-11,1.315678052919852e-12
7.65853067299047e-07,0.2659064891478775,76.950000000000003,0.0,0.0,0.0,0.38731336944975497,9.4077432966396444,0.016500595422885862,0.030078963601859934,0.011505144470647443,0.00237646154771225,1.1308948112905378e-08,6.471904990499809e-08,0.049007946742749955,7.3931286622194709e-05,3.2596954701422549e-11,0.062728728882288004,0.11587264194542281,0.077116103424277077,0.17926636431594339,6.8613892345515986e-13,8.7818630695743485e-11,3.3386119572843335e-06,3.5489803197427928e-09,5.6217357079328034e-06,7.1572900379950065e-06,0.016402556422412281,0.055047407224481336,5.5634156759583239e-06,3.5064536055894472e-06,2.9544395342324309e-15,0.00049020695472615228,3.3088516522035467e-07,1.0418787274140653e-07,0.00021582977935820082,6.8733845013353138e-06,2.0530167842008566e-08,0.012811906223391603,0.0014898331822862545,7.0428754908327665e-11,2.0902499975913718e-11,2.2471745475381855e-08,5.8874809573107566e-09,9.1428859424347844e-12,1.4981425043826086e-05,5.7848034571226679e-05,0.0062885595980583251,1.6458723600719491e-07,0.00049248826084627374,4.7020907420009284e-05,0.0011116603820768385,5.9049227816719164e-10,0.00015202065642853785,4.8634820910251118e-07,0.0096552226967784281,0.00014001412657980387,1.5929243814842126e-08,5.3723075844306293e-05,0.0075835013279599937,0.0010465147871831792,4.453180561518059e-06,1.3063481125448693e-10,1.0292959369743122e-11,0.00035935415493285841,1.5062351982776489e-07,8.5051888237813836e-05,2.2028271480737297e-07,5.6669965679072498e-07,1.7579918675547688e-05,2.7897767824515765e-08,1.3290365922306389e-13,1.2714623483254831e-07,0.00043297671204813005,3.1014550161359125e-11,9.8146242109805157e-11,3.0094773999030857e-12,2.7555703349505223e-11,0.00095947732931334258,7.7291488952551484e-11,0.01468943359850511,7.706140159140912e-11,3.0589531175906102e-08,3.4382308115160615e-13,1.9642724324144526e-13,6.412924165484089e-11,1.5948165125124015e-06,2.5500836429073749e-07,1.3669292989641112e-16,6.1603764103209109e-11,1.348652545558754e-12
7.6999976578774e-07,0.265906555538759,76.950000000000003,0.0,0.0,0.0,0.38588399096262277,9.4075337919723481,0.016495512746745371,0.029958018822463222,0.011441766471750761,0.0023633257330200469,1.1263222233199342e-08,6.4523685558622581e-08,0.049157276128761314,7.3632357484315197e-05,3.2416776083998275e-11,0.062792953106189625,0.11627026347683017,0.077397772291683764,0.17972327148488157,6.8336463227105629e-13,8.8117952878451873e-11,3.3500736738463985e-06,3.5526546951301085e-09,5.6423036408570913e-06,7.1178654796312012e-06,0.016395576066369818,0.055221482151179661,5.5609228495334408e-06,3.5048824530316954e-06,2.9652307201211648e-15,0.00049122434207544898,3.315644257259562e-07,1.044017787959873e-07,0.00021564783048770193,6.8875447731521765e-06,2.0578174887241297e-08,0.012890017691075711,0.001496798444948994,7.057226016156287e-11,2.0945090797636812e-11,2.2574830448177369e-08,5.9148420753575514e-09,9.1722025672467892e-12,1.5267451743395998e-05,5.8952127375859149e-05,0.0063011500109859961,1.6497152634082896e-07,0.00049433736455121037,4.7081591085613376e-05,0.0011179748969225316,5.9525121847668884e-10,0.00015288266973637754,4.9152008087662782e-07,0.0097410850964757684,0.00014081267813301036,1.6098638699147775e-08,5.4028968152689073e-05,0.0076531212728116246,0.0010561382087296764,4.5640623714636498e-06,1.3193512470715925e-10,1.0490037751082456e-11,0.00036537624133030458,1.5314423344377415e-07,8.587531405172698e-05,2.2396918872968294e-07,5.7618275264888091e-07,1.7749740338873352e-05,2.8167858492905977e-08,1.3512765587927158e-13,1.2840079670785764e-07,0.00043724971380102026,3.1608441461658566e-11,9.8104474661262334e-11,3.0204015881417032e-12,2.8083869696230434e-11,0.00095962852315109582,7.7649697243819186e-11,0.014749356911302454,7.741992761785088e-11,3.1365154950437657e-08,3.4714440524943785e-13,1.98324726488538e-13,6.449499408028486e-11,1.6045581519971361e-06,2.5925481047121732e-07,1.3896833033924468e-16,6.2629601337517456e-11,1.3822353398946795e-12
7.74146464276433e-07,0.265906624904965,76.950000000000003,0.0,0.0,0.0,0.384463720287819,9.4073259231316779,0.016490054073595894,0.029837695183830584,0.011378858451733202,0.0023502878367510677,1.1217733683595097e-08,6.4329593252731352e-08,0.049305859547474407,7.333497986161894e-05,3.2237940573256815e-11,0.062855595759045355,0.11666570324493852,0.077678589392057323,0.18017643287168916,6.8060474032970587e-13,8.841562266623883e-11,3.3614724894162836e-06,3.5562397304464277e-09,5.6628093208823527e-06,7.0787332773245889e-06,0.016388568116519203,0.055394599079794736,5.5584216779034841e-06,3.5033060401521503e-06,2.9759892734313814e-15,0.00049224082468758798,3.3224309854131152e-07,1.0461549975127947e-07,0.00021546519470007054,6.9016927460458932e-06,2.0626131595931232e-08,0.012967919552036406,0.001503745234936064,7.0715644338084648e-11,2.0987645685075275e-11,2.267764547746823e-08,5.9421309150142131e-09,9.2014646489566475e-12,1.5556770741403938e-05,6.0068921875595509e-05,0.0063134855483464912,1.6535541280017373e-07,0.00049617561734791699,4.7141132255941606e-05,0.0011242835167019664,6.0000975303525054e-10,0.00015374387163864786,4.9670130206770811e-07,0.0098270471779469976,0.00014161048079894311,1.6268339816900808e-08,5.4334566737726944e-05,0.0077228264825559122,0.0010657737782379221,4.6769734479516595e-06,1.3323580983612593e-10,1.0689401446350919e-11,0.00037145294108331461,1.556877488987456e-07,8.6698708279794978e-05,2.2768900971367407e-07,5.8575162924774109e-07,1.7919550851996286e-05,2.8437938802303794e-08,1.3737177002489178e-13,1.2965545896938095e-07,0.00044152306232271782,3.2209221195065416e-11,9.8062542102132936e-11,3.0312925354599633e-12,2.8618176893582304e-11,0.00095978081058671453,7.800694746957438e-11,0.014809025543846555,7.77774946625938e-11,3.2155469501257098e-08,3.5046551127477745e-13,2.0022208515009612e-13,6.4860403500532213e-11,1.6142736645141146e-06,2.6353959081243111e-07,1.412642704537147e-16,6.366469916503792e-11,1.4164327847319667e-12
7.78293162765126e-07,0.26590669720356236,76.950000000000003,0.0,0.0,0.0,0.38305247316852625,9.407119672620464,0.016484224687932238,0.029717988886847173,0.011316415581625579,0.0023373468208859991,1.117248110370168e-08,6.413676091877774e-08,0.049453701624593165,7.3039144874855022e-05,3.2060433931674121e-11,0.062916676300836777,0.11705898045672487,0.077958560236015717,0.18062588356674292,6.778591652336507e-13,8.8711654586380434e-11,3.3728089577811506e-06,3.5597365248001053e-09,5.6832531510748949e-06,7.0398904099811178e-06,0.016381533194521049,0.055566765103984436,5.5559123593100057e-06,3.5017244928816933e-06,2.9867154052951269e-15,0.00049325648824171851,3.3292124162277615e-07,1.0482905386769642e-07,0.00021528189037432329,6.9158296283850521e-06,2.0674041931796272e-08,0.013045611849631,0.0015106736360506771,7.085891984252368e-11,2.1030168319815869e-11,2.2780191767145462e-08,5.9693478024492872e-09,9.2306723184245874e-12,1.5849386508894125e-05,6.1198435253043615e-05,0.0063255693842348016,1.6573892496042992e-07,0.00049800307455166888,4.7199544942471146e-05,0.0011305862901027676,6.0476764227655811e-10,0.00015460426888942947,5.0189161676622652e-07,0.0099131066901151001,0.00014240754074112754,1.6438338786146958e-08,5.463987404731665e-05,0.0077926149587849549,0.0010754212225272861,4.7919347236519677e-06,1.3453679055517569e-10,1.0891053993480802e-11,0.000377584209695419,1.5825404701219944e-07,8.7522023024807531e-05,2.3144214970843652e-07,5.9540621443388653e-07,1.8089340371898129e-05,2.8707993041955162e-08,1.3963598473834812e-13,1.3091014670256155e-07,0.00044579650239296321,3.2816900067203122e-11,9.8020448152130588e-11,3.0421504595086295e-12,2.9158634848735788e-11,0.0009599341893228062,7.8363244147640172e-11,0.014868441049505231,7.8134107147210392e-11,3.2960641195708459e-08,3.5378620672061769e-13,2.0211920924626194e-13,6.5225472738581892e-11,1.6239630552559168e-06,2.6786267282506506e-07,1.4358073284183574e-16,6.4709049737151905e-11,1.4512512211289127e-12
7.82439861253819e-07,0.2659067723915724,76.950000000000003,0.0,0.0,0.0,0.38165016635262272,9.4069150231541343,0.016478029812471845,0.029598896132305312,0.011254433079182429,0.0023245016825730975,1.1127462971431757e-08,6.3945176635893664e-08,0.049600806944343691,7.274484257940167e-05,3.1884242403736585e-11,0.06297621392728546,0.11745011410189084,0.078237690282336944,0.18107165826006949,6.7512781468916532e-13,8.900606317311349e-11,3.3840836264594375e-06,3.5631461623747155e-09,5.703635530706842e-06,7.0013339036738605e-06,0.016374471905192384,0.055737987244168688,5.5533950864439582e-06,3.5001379325101448e-06,2.9974093248445929e-15,0.00049427141634645472,3.3359891108117931e-07,1.0504245881836155e-07,0.0002150979353655462,6.9299565991921591e-06,2.0721909659023439e-08,0.013123094634994706,0.0015175837321289131,7.1002098685972413e-11,2.1072662266623472e-11,2.2882470521889746e-08,5.9964930640184312e-09,9.2598256824200501e-12,1.6145303220449548e-05,6.2340683548068506e-05,0.0063374046572989345,1.661220920450747e-07,0.00049981979113807821,4.7256842966131004e-05,0.0011368832656612044,6.0952464961775065e-10,0.00015546386822848346,5.0709077183678127e-07,0.0099992614093135611,0.00014320386410978251,1.6608627315780775e-08,5.4944892523344444e-05,0.0078624847271958551,0.0010850802717232034,4.9089671037572336e-06,1.3583799175742049e-10,1.109499872918582e-11,0.00038376999981561979,1.6084310739909979e-07,8.834521103343077e-05,2.3522857890143872e-07,6.0514643152335319e-07,1.8259099182562715e-05,2.8978005712374394e-08,1.4192028203554698e-13,1.3216478597429836e-07,0.00045006978213435299,3.3431488177589455e-11,9.7978196430320047e-11,3.052975575667122e-12,2.9705252932092097e-11,0.00096008865701240358,7.8718591743629485e-11,0.014927604968831307,7.8489769523926346e-11,3.378083657466778e-08,3.5710630156386761e-13,2.0401599021622064e-13,6.5590204611355069e-11,1.633626330390609e-06,2.7222402204208204e-07,1.4591769904569069e-16,6.5762644727469226e-11,1.4866969818271356e-12
7.86586559742512e-07,0.26590685042637946,76.950000000000003,0.0,0.0,0.0,0.38025671757165758,9.4067119576596507,0.016471474609182211,0.029480413123632716,0.011192906213068681,0.0023117514514312014,1.1082677742191534e-08,6.3754828626429928e-08,0.049747180050160426,7.2452062861072593e-05,3.170935267849705e-11,0.063034227573178642,0.1178391229548383,0.07851598493882718,0.18151379124837727,6.7241059482198922e-13,8.9298862819612563e-11,3.3952970368292933e-06,3.566469712625186e-09,5.723956855319702e-06,6.9630608279510424e-06,0.016367384837708183,0.055908272448973471,5.5508700538582707e-06,3.4985464810321919e-06,3.0080712392550847e-15,0.00049528569060959104,3.3427616167238809e-07,1.0525573184442206e-07,0.00021491334704204349,6.9440748090285413e-06,2.076973799814947e-08,0.013200367966728651,0.0015244756070061421,7.1145192589101189e-11,2.11151310040462e-11,2.2984482949085291e-08,6.0235670262947457e-09,9.2889248642937512e-12,1.6444524757468846e-05,6.3495681668210947e-05,0.0063489944711295869,1.665049427977622e-07,0.00050162582178039775,4.7313039962884475e-05,0.0011431744918560392,6.1428054140235103e-10,0.00015632267637411839,5.1229851690574934e-07,0.010085509138730834,0.00014399945703781784,1.6779197205150001e-08,5.5249624599434801e-05,0.0079324338370597453,0.0010947506591845264,5.028091462703836e-06,1.3713933930749148e-10,1.1301238791030546e-11,0.00039001026130848889,1.6345490847083328e-07,8.9168225682153098e-05,2.3904826571994176e-07,6.1497219930041865e-07,1.8428817691953746e-05,2.92479615206875e-08,1.4422464286959498e-13,1.3341930382466214e-07,0.00045434265298453449,3.405299502589039e-11,9.7935790462055425e-11,3.063768097088355e-12,3.025803998296682e-11,0.00096024421126398153,7.9072994701272002e-11,0.014986518829703074,7.8844486235580535e-11,3.4616222330943874e-08,3.6042560820621343e-13,2.0591232088443491e-13,6.595460192786067e-11,1.6432634970226908e-06,2.7662360203570433e-07,1.4827514955654239e-16,6.6825475335933319e-11,1.5227763902581716e-12
