Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552)
2.145641236096764e-11,0.4673591876016974,76.950000000000003,0.0,0.0,0.0,0.057366550068653252,9.4999943178808319,0.0002910242705739978,0.0013411772881358232,0.0011879223966977329,3.8037697416231509e-06,5.6273409839762702e-11,0.0014648395525062316,0.18266318945440047,2.9229480174700755e-07,1.355453952851385e-14,1.4873165256551581e-10,1.2395233504539212e-07,0.7438234354677673,1.2285262310845988e-06,8.5308631468016186e-16,8.4789135087742633e-16,7.2161828400839144e-11,4.2366423127870043e-15,0.00031021691520136601,4.9819270878116309e-05,0.0001059366753970141,0.00010594543977891924,5.4735317707779427e-09,2.6088185332694714e-09,9.2147261101745783e-07,7.1931888858399181e-06,7.4062642306518883e-10,1.7602478798614183e-10,1.8082587549868523e-12,1.3589071610248076e-10,7.0478893070648718e-09,2.5152525549762754e-12,0.010101358566838825,4.6498650889633717e-16,2.0258773512791455e-16,0.00016686982532961559,1.5649074176659961e-05,1.1710575819772082e-05,0.00050750648514662927,0.00057617826817005409,2.4519813152131582e-12,4.9761018624069248e-11,5.9289491938608012e-12,5.7776017410684375e-12,8.4192187771687046e-14,2.7211004656700221e-10,8.3212453748002311e-17,6.2048285542771555e-08,6.9940592670617923e-16,7.1581167547569553e-15,6.7220964208394181e-10,2.6864183980407187e-18,5.8423131377398972e-19,5.3649930785021792e-22,2.1561802946413828e-06,2.2982057130388473e-11,4.1521879903061962e-07,5.6225289707958659e-08,1.4715424684951446e-12,1.7046775848345172e-10,3.0507736885865381e-12,7.4950328901423451e-12,4.998087631030849e-13,2.9903870701246157e-12,3.5543170876483498e-20,1.2459223410139371e-11,1.1289857938475294e-08,9.9446984069964272e-08,6.684792496973183e-10,2.4999738928470963e-09,6.8532869138465439e-08,1.558622276591785e-06,7.7369199122213447e-09,4.6069077932691829e-11,7.736965656500761e-09,1.4552320929071226e-07,2.3543651205690048e-21,1.3962060722565578e-21,1.8428728487290614e-20,6.8303966063563583e-16,4.2663693644548396e-12,2.038617708534873e-21,3.0842216691694158e-15,1.17795801649116e-09,1.3986496198616064e-12,3.6849819796158426e-10,1.1250594889410567e-10,2.4713154977646562e-11,9.2494766183387847e-15,1.2850807584738885e-15,3.9732093644011503e-14,8.1718706804119498e-20,1.4749257247611315e-10,1.6198457816021686e-19
2.1832484580687436e-11,0.4673592035470456,76.950000000000003,0.0,0.0,0.0,0.054568410887575705,9.4999943164083476,0.00029188668843409612,0.0013414677942015097,0.001185255399079508,3.7957466460632538e-06,5.6285597093884339e-11,0.0013959583841944652,0.18315340849446274,2.9236258606246113e-07,1.3525949637645281e-14,1.5003778412673231e-10,1.2654945474813013e-07,0.74615677648082579,1.2341514154788911e-06,8.5328414877632772e-16,8.631845888865969e-16,7.4754639444520305e-11,4.2747605391880964e-15,0.00031567374103998365,4.994174276835976e-05,0.00010891222644409383,0.0001089212388711968,5.6277028389745489e-09,2.682629967321896e-09,9.2442037698819385e-07,7.3271916724353218e-06,7.5445302009766328e-10,1.7933655377206466e-10,1.9386298993564197e-12,1.3846773857197938e-10,7.2781240068168406e-09,2.7188220504231508e-12,0.010139312069255176,4.7380552462031998e-16,2.0642978930354505e-16,0.00016158241847019883,1.5050242001868792e-05,1.1218314193188355e-05,0.00050374654320552658,0.00058453356079073864,2.6489933535444579e-12,5.1504467604650051e-11,6.1209719349596886e-12,5.9627187712101779e-12,8.8612219231911966e-14,2.7743113681103164e-10,8.8142577874728139e-17,6.2477925955996845e-08,7.247757062653819e-16,7.6713185455874746e-15,6.7700256559051461e-10,2.9127661445678567e-18,6.1512703472522797e-19,5.6994456220739917e-22,2.2390683547059144e-06,2.3142347844722094e-11,4.2817687033261754e-07,5.7949163658603401e-08,1.516710344958225e-12,1.7548125569380193e-10,3.144569851147752e-12,7.7429539900719179e-12,5.1519864147979169e-13,3.0773108078592126e-12,3.6718868233212673e-20,1.2837818726454472e-11,1.1632711101593939e-08,1.0260405939579443e-07,6.8747990350700856e-10,2.5078412523895923e-09,7.1038535835478914e-08,1.5679156334259954e-06,7.6741754606248987e-09,4.6644659319305741e-11,7.6742214429759893e-09,1.5296175716065148e-07,2.4268596359066338e-21,1.4391973995558995e-21,1.975062844360229e-20,7.5124365954052598e-16,4.3955633520538444e-12,2.1003322304565286e-21,3.1776606098737073e-15,1.2450356585498676e-09,1.4643081832587526e-12,3.8984920008547366e-10,1.1805081754640775e-10,2.6385423648416297e-11,9.8777221694279712e-15,1.3722490737470243e-15,4.1897470001260377e-14,8.5509379595094907e-20,1.5669035139319791e-10,1.6959082867005871e-19
2.2208556800407232e-11,0.46735921953006065,76.950000000000003,0.0,0.0,0.0,0.051906845531150388,9.4999943152943302,0.00029270679544859344,0.0013417177388591198,0.0011825551054406773,3.7875663824596303e-06,5.6296082454173618e-11,0.0013304382761200103,0.18361574133823164,2.9242110371316961e-07,1.3496799686349337e-14,1.5131167995347161e-10,1.291468001655037e-07,0.7483799438256431,1.2395034805905788e-06,8.5345493734747314e-16,8.7856179381224852e-16,7.7382135630727977e-11,4.3119774954984646e-15,0.00032106038050696683,5.0050286379875228e-05,0.0001118946640058392,0.00011190392511930069,5.7822355342200044e-09,2.7566182962767391e-09,9.2722887155301342e-07,7.4610731724299905e-06,7.6826706599103489e-10,1.826452827582215e-10,2.0748124604501567e-12,1.4104237397285749e-10,7.511192625628625e-09,2.9337638809449879e-12,0.010175611386342501,4.8261636950110603e-16,2.1026828411066699e-16,0.00015642069306163117,1.447574014982948e-05,1.0747097213925007e-05,0.00049997761885254806,0.00059269860598191516,2.8568587753973889e-12,5.3271688617734435e-11,6.3146598111578227e-12,6.1493226570045139e-12,9.31625639880859e-14,2.8274836143118584e-10,9.3243051707904807e-17,6.289132303060654e-08,7.5048426250698501e-16,8.2094428154323942e-15,6.8161381912467742e-10,3.1526754812766971e-18,6.4694570090366125e-19,6.0468392368599742e-22,2.3231242829637863e-06,2.329664223093808e-11,4.4115994485203534e-07,5.9683921690288771e-08,1.5621640447122956e-12,1.8055767225520408e-10,3.2389615687117288e-12,7.9927285439477581e-12,5.3079151328075668e-13,3.1652968936448518e-12,3.7903355060472965e-20,1.3218616522359571e-11,1.1977543832370309e-08,1.0576836141053549e-07,7.0652711159833451e-10,2.5153370951229965e-09,7.3559740521254786e-08,1.5770114971160452e-06,7.6140929191346722e-09,4.7212279511948396e-11,7.6141391288437756e-09,1.6061085527055022e-07,2.5003103583066746e-21,1.4827557850693776e-21,2.1136757454359026e-20,8.2455553489238985e-16,4.525530096946815e-12,2.1624156723016145e-21,3.2716589782813551e-15,1.314377772051814e-09,1.5317066021266638e-12,4.1193615651563271e-10,1.2373957265371142e-10,2.8132301591348083e-11,1.0534115233664282e-14,1.4633169516242374e-15,4.4127337565370423e-14,8.9400659356050125e-20,1.6623767211179673e-10,1.7739869157596686e-19
2.2584629020127028e-11,0.46735923554632325,76.950000000000003,0.0,0.0,0.0,0.04937518431415102,9.4999943145115786,0.00029348665673364899,0.0013419309812463366,0.0011798254326167144,3.7792463109980367e-06,5.6305027844295958e-11,0.0012681150840704806,0.18405155078742344,2.9247123637802515e-07,1.346715153678915e-14,1.5255472585391102e-10,1.317443096593819e-07,0.75049831699922431,1.2445955578800535e-06,8.5360125365069156e-16,8.9401879956840799e-16,8.0043719417963814e-11,4.3483320770824199e-15,0.00032637653680346899,5.0145630617595742e-05,0.00011488317913518091,0.00011489268950969753,5.9370876839640023e-09,2.8307631282374571e-09,9.2990489503863386e-07,7.5948366938705336e-06,7.8206890178494536e-10,1.8595105621913974e-10,2.2168753231424499e-12,1.4361468520994308e-10,7.747054161553903e-09,3.1604084696756341e-12,0.010210331170652379,4.9141925879550459e-16,2.1410331333131929e-16,0.00015138530108013809,1.3924692291429792e-05,1.0296050790301814e-05,0.0004962064470085824,0.00060067517842130578,3.0758799643743573e-12,5.5062339087935078e-11,6.5099723615814516e-12,6.3373720539849007e-12,9.784379033872395e-14,2.8806177899729404e-10,9.851507845547901e-17,6.3289161665036504e-08,7.7653272311685296e-16,8.7730940379321873e-15,6.8605102327571114e-10,3.4066100913755881e-18,6.7969828697742508e-19,6.4074100724847148e-22,2.4083206230356697e-06,2.3445193074560042e-11,4.5416051725295147e-07,6.1429109396414978e-08,1.6078916343344263e-12,1.8569664935716978e-10,3.3339239755415467e-12,8.2442793314575273e-12,5.4658639166913279e-13,3.2543393084648196e-12,3.9096265163214009e-20,1.3601513935374038e-11,1.2324262781987627e-08,1.0893802470696898e-07,7.2561557040895824e-10,2.5224795613064183e-09,7.6094741675123648e-08,1.5859190851922917e-06,7.5565652509829543e-09,4.7772270694081764e-11,7.5566116778290232e-09,1.6847054719062749e-07,2.5747126392438749e-21,1.5268784720871381e-21,2.2588674386558031e-20,9.0322476873359607e-16,4.6562361630955084e-12,2.224852070969628e-21,3.366192568835823e-15,1.3860002019467429e-09,1.6008528585207372e-12,4.3476455000021404e-10,1.2957198473177423e-10,2.9955247191617244e-11,1.1219209467123383e-14,1.5583609233311931e-15,4.642172749458495e-14,9.3393050248162979e-20,1.7613805573421145e-10,1.8540909237450079e-19
2.2960701239846823e-11,0.46735925159164987,76.950000000000003,0.0,0.0,0.0,0.046967083619475339,9.4999943140350638,0.00029422823655651895,0.0013421110131713173,0.0011770699224953037,3.7708021321651554e-06,5.631257977524991e-11,0.0012088326889852605,0.18446213308979859,2.9251378181143498e-07,1.3437061136864393e-14,1.537682453338863e-10,1.3434192812354338e-07,0.75251701271509452,1.2494401676359152e-06,8.5372542599861587e-16,9.0955147412931281e-16,8.2738801870295647e-11,4.3838614302284304e-15,0.00033162199937277522,5.0228471546144452e-05,0.00011787700538133725,0.00011788676552868371,6.0922193292372741e-09,2.9050451401668736e-09,9.3245491557580125e-07,7.7284855562559178e-06,7.9585886990857102e-10,1.8925395596319835e-10,2.3648824111987989e-12,1.4618473576365248e-10,7.9856682035349014e-09,3.3990846428155349e-12,0.010243542746963659,5.0021440973851479e-16,2.1793497160737318e-16,0.00014647651493684695,1.3396241285599922e-05,9.8643355572660207e-06,0.00049243924596558135,0.00060846521638952163,3.3063569545767083e-12,5.6876081040580681e-11,6.7068708622513108e-12,6.5268273776344189e-12,1.0265643548544061e-13,2.9337145456065699e-10,1.0395979882580244e-16,6.3672102731129871e-08,8.0292267114559283e-16,9.3628731869538318e-15,6.9032153556235322e-10,3.6750350580626185e-18,7.1339632459994739e-19,6.7813995030192417e-22,2.4946301923791722e-06,2.3588244297046297e-11,4.6717131822658294e-07,6.3184291614780353e-08,1.6538816856208942e-12,1.9089781293827258e-10,3.4294332580960914e-12,8.4975322902343042e-12,5.6258223541159826e-13,3.3444317772989861e-12,4.0297247322032524e-20,1.3986412490018252e-11,1.2672778594289943e-08,1.1211124136926152e-07,7.4474025395657468e-10,2.5292859050610719e-09,7.8641837673266456e-08,1.5946471738341732e-06,7.501489456731328e-09,4.8324955586251281e-11,7.5015360909631835e-09,1.7654076759921858e-07,2.6500615739560346e-21,1.5715625519440441e-21,2.4107929092911938e-20,9.8750563632308909e-16,4.7876495643018525e-12,2.2876261555863337e-21,3.4612382254272038e-15,1.4599176620757423e-09,1.6717546136200418e-12,4.5833948762896401e-10,1.3554778575526982e-10,3.1855694371014373e-11,1.1933549286410039e-14,1.6574562405461884e-15,4.8780645393486034e-14,9.7487034986641574e-20,1.8639482646663422e-10,1.9362291935541313e-19
2.333677345956662e-11,0.46735926766208236,76.950000000000003,0.0,0.0,0.0,0.044676509923601296,9.4999943138417446,0.00029493340326576371,0.0013422609941008742,0.0011742917777442085,3.7622480449286318e-06,5.6318870813679758e-11,0.0011524426037481416,0.18484872119293375,2.9254946183780946e-07,1.3406579083853725e-14,1.5495350182820191e-10,1.3693960632938812e-07,0.75444089775210532,1.2540492445428985e-06,8.5382956108817731e-16,9.2515602755239077e-16,8.5466802698114153e-11,4.418601015989575e-15,0.00033679663830497294,5.0299473389744689e-05,0.0001208754168606,0.0001208854272330097,6.2475926243297177e-09,2.9794460295800669e-09,9.3488508534269739e-07,7.8620230736001885e-06,8.0963731240440737e-10,1.9255406388013007e-10,2.518892779055652e-12,1.4875258931637238e-10,8.2269949281086128e-09,3.6501194755746655e-12,0.010275314257820639,5.0900204026434198e-16,2.2176335388372727e-16,0.00014169426379079866,1.2889550422283261e-05,9.4511456013970176e-06,0.00048868174713855483,0.00061607080603189826,3.5485872836661043e-12,5.871258112298248e-11,6.9053182478560154e-12,6.7176507239899678e-12,1.0760100717490282e-13,2.9867745853693252e-10,1.0957829397395549e-16,6.4040783393117974e-08,8.2965611549548547e-16,9.9793775690491502e-15,6.9443245337183034e-10,3.958416568108686e-18,7.4805190868154079e-19,7.1690543239302519e-22,2.5820261045709119e-06,2.3726031072949063e-11,4.8018531454757457e-07,6.49490517419125e-08,1.7001232576048143e-12,1.9616077444107513e-10,3.5254666176366151e-12,8.7524164157000039e-12,5.7877795101210355e-13,3.4355677813951397e-12,4.1505964818190924e-20,1.4373217940907801e-11,1.3023005762809791e-08,1.1528626107015626e-07,7.6389640133121548e-10,2.5357725376982922e-09,8.1199367950150135e-08,1.6032041187055042e-06,7.4487664399907227e-09,4.8870647346102566e-11,7.4488132723053184e-09,1.8482134597137838e-07,2.7263520114937273e-21,1.6168049699807988e-21,2.5696061979052087e-20,1.0776570509896792e-15,4.9197397111426318e-12,2.3507233221636714e-21,3.556773802996551e-15,1.5361437581640073e-09,1.7444192214238305e-12,4.826657082112738e-10,1.4166667200611724e-10,3.38350522971108e-11,1.2677669755064431e-14,1.7606768598570263e-15,5.1204072892916995e-14,1.0168307525974024e-19,1.9701111453398648e-10,2.0204102518917159e-19
2.3712845679286415e-11,0.4673592837538771,76.950000000000003,0.0,0.0,0.0,0.042497724607985204,9.4999943139103991,0.00029560393397989025,0.0013423837828137083,0.0011714938941332254,3.7535968898205178e-06,5.6324020909737574e-11,0.0010988035993299058,0.18521248783855424,2.9257892958336967e-07,1.3375751134363742e-14,1.5611170093796844e-10,1.3953730033575189e-07,0.75627460117359813,1.2584341626032593e-06,8.5391556512750358e-16,9.4082890818528124e-16,8.8227150279058528e-11,4.4525846707699868e-15,0.00034190039904182477,5.0359269560492522e-05,0.00012387772638759883,0.00012388798738098816,6.4031717395929418e-09,3.0539484677253296e-09,9.3720125601228918e-07,7.9954525398844081e-06,8.2340456940173331e-10,1.9585146155129063e-10,2.6789607124055719e-12,1.5131830943003864e-10,8.4709950952941036e-09,3.9138381507877304e-12,0.010305710802925716,5.1778236790032184e-16,2.2558855492626137e-16,0.00013703816718427705,1.2403804369305483e-05,9.055707224816325e-06,0.00048493922332878628,0.00062349416659438135,3.8028658589562294e-12,6.0571510613353477e-11,7.1052790363635791e-12,6.9098057931587078e-12,1.1267798526068009e-13,3.0397986570983743e-10,1.1537158834273478e-16,6.4395817490456985e-08,8.5673546212692443e-16,1.0623200669066182e-14,6.9839061767729357e-10,4.2572216270286386e-18,7.8367770072150534e-19,7.5706269129424208e-22,2.6704817893921835e-06,2.3858779970871771e-11,4.9319570860590267e-07,6.6722991057806533e-08,1.7466058788443209e-12,2.0148513157083944e-10,3.6220022333885543e-12,9.008863660839137e-12,5.9517239492905362e-13,3.5277405706632326e-12,4.2722094958374251e-20,1.4761840118285346e-11,1.3374862490025027e-08,1.1846139103334568e-07,7.8307950456826137e-10,2.5419550689242404e-09,8.3765713973842781e-08,1.611597874838269e-06,7.3983008762119336e-09,4.9409649521563566e-11,7.3983478977336851e-09,1.9331201025235744e-07,2.8035785651689887e-21,1.6626025317357987e-21,2.7354603604688408e-20,1.1739424079069129e-15,5.0524773588330756e-12,2.4141296087020977e-21,3.6527781298106273e-15,1.6146910112460263e-09,1.8188537419225016e-12,5.077475898172227e-10,1.479283067913687e-10,3.5894705144080536e-11,1.3452096489718847e-14,1.8680954299409847e-15,5.3691969171381731e-14,1.0598161429408508e-19,2.0798985925413853e-10,2.1066422845539501e-19
2.408891789900621e-11,0.4673592998634942,76.950000000000003,0.0,0.0,0.0,0.04042526951767874,9.4999943142214747,0.00029624151904623843,0.0013424819660337057,0.0011686788897719434,3.7448602783622129e-06,5.6328138598424395e-11,0.0010477813493270261,0.18555454850522396,2.9260277601785664e-07,1.334461866548072e-14,1.5724399265848299e-10,1.4213497095666166e-07,0.75802252594770303,1.2626057593605819e-06,8.5398516291314586e-16,9.5656650523329962e-16,9.1019281661311504e-11,4.485844669048993e-15,0.00034693329736672484,5.0408463705219665e-05,0.00012688328366841238,0.00012689379562545337,6.558922767441561e-09,3.1285360542914548e-09,9.394089934425408e-07,8.128777216634727e-06,8.3716097781231651e-10,1.9914622991582423e-10,2.8451358364145437e-12,1.5388195926932627e-10,8.7176300437747192e-09,4.1905638295374908e-12,0.010334794572623747,5.2655560881949127e-16,2.2941066890957265e-16,0.00013250756617537934,1.1938209864908077e-05,8.6772777475386119e-06,0.00048121651556442304,0.00063073763658300986,4.0694848358374798e-12,6.2452545418894127e-11,7.3067192564690788e-12,7.1032578157348858e-12,1.1788782318819498e-13,3.0927875434469638e-10,1.2134065239802725e-16,6.4737795974029859e-08,8.8416348607170513e-16,1.129493200821255e-14,7.022026174100975e-10,4.571917785749317e-18,8.2028692944005512e-19,7.9863753567079493e-22,2.7599710108542377e-06,2.3986709113972111e-11,5.0619593745840819e-07,6.8505728062690626e-08,1.7933195300241807e-12,2.0687046905346367e-10,3.7190192263487555e-12,9.2668088363656631e-12,6.1176437585232128e-13,3.620943176109756e-12,4.3945328601228503e-20,1.5152192776353824e-11,1.3728270549174202e-08,1.2163499587218e-07,8.0228529691275886e-10,2.5478483460251969e-09,8.6339300048327802e-08,1.6198360156049762e-06,7.3500010846096239e-09,4.9942256050407787e-11,7.3500482868706826e-09,2.02012390509149e-07,2.8817356232784181e-21,1.7089519093070362e-21,2.9085074316918081e-20,1.2766294271810765e-15,5.1858345561284896e-12,2.4778316707916685e-21,3.7492309704859993e-15,1.6955708814479461e-09,1.8950649537574213e-12,5.3358915745553267e-10,1.5433232303407703e-10,3.8036011902261027e-11,1.4257345584893603e-14,1.9797832813144637e-15,5.6244272418046048e-14,1.1038307654962194e-19,2.1933381225362992e-10,2.1949331511017473e-19
2.4464990118726006e-11,0.46735931598758823,76.950000000000003,0.0,0.0,0.0,0.038453953229887892,9.4999943147569237,0.00029684776628148514,0.0013425578843331296,0.0011658491315593687,3.7360487101514175e-06,5.6331322086830869e-11,0.00099924809197823785,0.18587596420690036,2.9262153587290879e-07,1.3313219091954955e-14,1.5835147358442866e-10,1.4473258328134212e-07,0.75968885999843638,1.2665743593863232e-06,8.5403991509357368e-16,9.7236553902268523e-16,9.3842642551291175e-11,4.5184117873386938e-15,0.00035189541466518171,5.0447630762261954e-05,0.00012989147355644179,0.00012990223676948912,6.7148136316036738e-09,3.2031932736678817e-09,9.4151359164699349e-07,8.2620003223848053e-06,8.5090687022307596e-10,2.0243844898640309e-10,3.0174632304619954e-12,1.5644360136532009e-10,8.9668616854790932e-09,4.4806175331293652e-12,0.010362624975710876,5.3532197703235332e-16,2.332297890653068e-16,0.00012810155213433769,1.1491996193535726e-05,8.3151443477278938e-06,0.00047751805858280274,0.00063780366079826956,4.3487335078461997e-12,6.4355366064429807e-11,7.5096063778630093e-12,7.2979734820981893e-12,1.2323094940594305e-13,3.1457420540155643e-10,1.2748640525884159e-16,6.5067287386200627e-08,9.1194330432491708e-16,1.199515701389299e-14,7.0587479437475302e-10,4.902972878652986e-18,8.5789338894251092e-19,8.4165635452411171e-22,2.8504678832937846e-06,2.4110028356686182e-11,5.1917967144182085e-07,7.029689782720893e-08,1.8402546269075833e-12,2.123163593886203e-10,3.8164976238154438e-12,9.5261895116913231e-12,6.2855265701899171e-13,3.7151684222381761e-12,4.5175369687697587e-20,1.5544193444721312e-11,1.4083155148912329e-08,1.2480549731532375e-07,8.2150974148254813e-10,2.5534664911333766e-09,8.8918593955374466e-08,1.6279257508186719e-06,7.3037789032680775e-09,5.046875130001628e-11,7.3038262781895026e-09,2.1092202255382131e-07,2.9608173600087541e-21,1.7558496478222009e-21,3.0888983913933117e-20,1.3859899966190365e-15,5.3197845953565675e-12,2.5418167577529897e-21,3.8461129898298024e-15,1.7787937920562721e-09,1.9730593663843114e-12,5.6019409086385194e-10,1.6087832574070343e-10,4.0260306233609642e-11,1.5093923555349336e-14,2.0958104185028615e-15,5.8860901237691487e-14,1.1488786750827856e-19,2.3104554080795425e-10,2.2852903989540087e-19
2.48410623384458e-11,0.467359332122998,76.950000000000003,0.0,0.0,0.0,0.036578837997043499,9.4999943155001141,0.00029742420500458922,0.001342613655568812,0.0011630067591141386,3.727171678799013e-06,5.6333660237189278e-11,0.00095308230878646998,0.18617774415449864,2.9263569299685703e-07,1.3281586243807997e-14,1.5943518908157123e-10,1.473301062413313e-07,0.76127758671580326,1.2703497970011584e-06,8.5408123382592623e-16,9.8822301881052906e-16,9.6696687287560829e-11,4.550315362803473e-15,0.0003567868934419818,5.0477318020682235e-05,0.00013290171437146733,0.00013291272908534429,6.8708139996447667e-09,3.2779054527714295e-09,9.4352008608138268e-07,8.3951250238057123e-06,8.6464257396305819e-10,2.0572819760886672e-10,3.1959835483665755e-12,1.5900329741505318e-10,9.2186524996531596e-09,4.7843180357738756e-12,0.0103892587617938,5.4408168369798739e-16,2.370460073816226e-16,0.00012381899335996941,1.1064415477428049e-05,7.9686229392465651e-06,0.00047384790501645479,0.00064469477819782445,4.640898207705111e-12,6.6279657672836922e-11,7.7139092442886214e-12,7.4939208745645239e-12,1.2870776870610643e-13,3.1986630183832967e-10,1.3380971722285026e-16,6.5384838376326674e-08,9.4007834967209614e-16,1.2724456900672541e-14,7.0941324860741294e-10,5.2508547728455756e-18,8.9651143463990651e-19,8.8614612361150624e-22,2.9419468856624919e-06,2.4228939474838893e-11,5.3214081238656665e-07,7.2096151357152399e-08,1.8874020036680029e-12,2.1782236359466234e-10,3.9144183247040418e-12,9.7869459170428679e-12,6.4553595854958218e-13,3.8104089393532383e-12,4.6411934776912218e-20,1.5937763283207759e-11,1.4439444801036115e-08,1.2797137382932433e-07,8.4074902033430783e-10,2.5588229366683869e-09,9.1502107447851716e-08,1.6358739439983921e-06,7.2595495674590436e-09,5.0989410141783047e-11,7.2595971073328734e-09,2.2004035153292211e-07,3.0408177464479684e-21,1.8032921719624114e-21,3.2767831337451144e-20,1.5023000145152771e-15,5.4543019636547185e-12,2.6060726893512495e-21,3.9434057175514222e-15,1.8643691538070843e-09,2.0528432317550354e-12,5.8756573238851046e-10,1.6756589434874324e-10,4.2568896370311645e-11,1.5962327294950309e-14,2.2162455144863136e-15,6.1541755998206088e-14,1.1949637674784968e-19,2.4312743129056874e-10,2.3777212769486526e-19
2.5217134558165597e-11,0.4673593482667374,76.950000000000003,0.0,0.0,0.0,0.034795227330986667,9.4999943164356804,0.00029797228987237998,0.0013426511960871941,0.0011601537064261998,3.7182377677761665e-06,5.6335233456425283e-11,0.00090916841892374229,0.18646084828720097,2.9264568519946904e-07,1.3249750707834278e-14,1.604961354164724e-10,1.499275122201257e-07,0.76279249495150969,1.2739414382145826e-06,8.5411039689986511e-16,1.0041357867780672e-15,9.9580878802574054e-11,4.5815833525703368e-15,0.00036160793308197953,5.0498046175722029e-05,0.00013591345628183822,0.00013592472269648739,7.0268951987647773e-09,3.3526587204411416e-09,9.4543326627993259e-07,8.5281544283114932e-06,8.7836841032475544e-10,2.0901555326074649e-10,3.3807331431379298e-12,1.6156110811282839e-10,9.4729655265037176e-09,5.101981767352026e-12,0.010414750138417476,5.5283493654668531e-16,2.4085941435208457e-16,0.00011965855966181524,1.0654742811574149e-05,7.6370570858187871e-06,0.00047020974834190464,0.00065141361054360807,4.9462622186820983e-12,6.8225109938346107e-11,7.9195980093413159e-12,7.6910694023324392e-12,1.3431866349761457e-13,3.2515512799530174e-10,1.4031141218883342e-16,6.5690974244459519e-08,9.6857234549351873e-16,1.3483408561749835e-14,7.1282384409192091e-10,5.6160311284731793e-18,9.361559771404191e-19,9.3213440904362604e-22,3.0343828741268809e-06,2.4343636365959892e-11,5.4507349146791504e-07,7.3903154973617693e-08,1.9347528966244594e-12,2.2338803194245516e-10,4.01276306569805e-12,1.0049020847015373e-11,6.6271295978926502e-13,3.9066571757169938e-12,4.7654752588790106e-20,1.6332826940210746e-11,1.4797071191456142e-08,1.3113116014736598e-07,8.599995239333876e-10,2.5639304590441327e-09,9.4088396605646288e-08,1.6436871288362374e-06,7.2172315911848905e-09,5.1504498055240364e-11,7.2172792886570359e-09,2.2936673547781868e-07,3.121730561610952e-21,1.8512757925034224e-21,3.4723104392282448e-20,1.6258392327692041e-15,5.5893622954688908e-12,2.6705878331161327e-21,4.0410915138859265e-15,1.9523053893351914e-09,2.1344225555326403e-12,6.1570709493268717e-10,1.7439458495832541e-10,4.4963065053910531e-11,1.6863044051036651e-14,2.3411559072829444e-15,6.4286720121409688e-14,1.2420897767210171e-19,2.5558169271594693e-10,2.4722327483433265e-19
