Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691)
1.7894626318949965e-12,0.255373869016986,76.950000000000003,0.0,0.0,0.0,0.99884165121320279,9.4999996830907634,5.117988117938515e-06,7.0159260755543517e-05,6.9921011729993994e-05,2.6677611981155398e-07,9.8191594521428865e-12,0.00016946066746010825,0.00023571870770166373,4.7070934859924323e-08,1.4973259676218474e-15,3.0122103503828284e-14,1.5326716004267889e-10,0.00060033031222396678,4.6880099106838625e-09,1.9972349430995653e-16,2.9695381111104133e-17,5.1919242113304547e-16,6.320032513461971e-20,1.3253209082319714e-09,1.7578126862161506e-08,4.0714187764979408e-10,4.0722444646674288e-10,5.8036097699594226e-14,2.4432602280664778e-14,4.429374791072132e-13,2.1029344868481265e-09,6.3200262696269051e-13,1.3260009032823385e-13,4.1620133769771993e-24,5.9319168882311783e-14,2.2405034609341679e-14,3.8004688851934823e-24,7.0214491009951587e-06,4.483375098771959e-19,1.6758415487157095e-19,8.4722081912850185e-08,2.3956543953376062e-08,8.3875241749408472e-08,8.5466266996745641e-08,1.1836013662121605e-09,3.8002270799232481e-24,1.3202971545927921e-16,9.9671355109543297e-19,9.3291409527981571e-19,3.6254041986908862e-22,3.3822081771701817e-15,9.5345574493542099e-26,2.2741989671800841e-12,2.824418107312069e-23,1.6886149695790253e-25,1.7378270997718024e-14,1.1545563548102554e-29,1.4180655795753054e-29,4.5112635017705647e-33,1.2466922804128644e-14,2.9530327723629049e-16,9.4249612182610644e-16,2.9792656001973181e-14,3.1681278619570198e-18,1.3670788676197484e-15,5.3758817557142188e-18,2.3473152370825272e-18,3.5660565554350565e-18,5.3860365858741644e-18,5.2513602645870725e-26,8.5344702304653378e-19,1.1562383024473733e-15,2.2760738440760371e-16,1.0011694496655498e-16,4.0740111975332909e-13,2.663138868434931e-17,2.9808901536179495e-09,3.5071585746381331e-11,3.6185534406997902e-16,3.5071586776301023e-11,3.0869925615608196e-17,2.7270322920805862e-26,1.5903565963075759e-26,1.9827693401514492e-31,6.5590670148726783e-30,1.4549811550866083e-17,7.5973321230372926e-27,6.3196846742273459e-21,8.0736042054217117e-21,1.0346940383172489e-18,1.797419002463511e-21,1.0049045408554438e-19,4.105137349924244e-22,7.8596830810104572e-25,5.5408262937046012e-26
1.8088147744739848e-12,0.2553738689991928,76.950000000000003,0.0,0.0,0.0,0.99882915679639561,9.4999996769452864,5.1733036770795658e-06,7.0916983654859087e-05,7.0673495089136712e-05,2.7225300762693527e-07,9.9252518560302797e-12,0.0001694844486028689,0.00023876480055713714,4.7699981508828276e-08,1.5280659809225706e-15,3.1163360277542134e-14,1.5659971207456213e-10,0.0006080883205486343,4.7898648770932018e-09,2.0239256164043426e-16,3.009725332674383e-17,5.3617349367297666e-16,6.5419775716081709e-20,1.3585281979532711e-09,1.7955284534123626e-08,4.2040429890745519e-10,4.2048971453943244e-10,5.9996220158632805e-14,2.5315671959734062e-14,4.4963120138132428e-13,2.1339506660518201e-09,6.417034511686237e-13,1.3482200854782206e-13,4.4857236380242616e-24,6.1011809280064232e-14,2.2877549623001905e-14,4.0961339160846377e-24,7.1122438014343409e-06,4.6115782894572802e-19,1.7236987577454115e-19,8.6172388983478034e-08,2.4353740060162676e-08,8.4070031375779448e-08,8.6939400275395111e-08,1.21990108804536e-09,4.0958704698937164e-24,1.3638359740014301e-16,1.0424195000762189e-18,9.7637079618047253e-19,3.8363881556807636e-22,3.4614354052659855e-15,1.0199485178057048e-25,2.3231467668176174e-12,2.9862570696038137e-23,1.8066982331708131e-25,1.7870098152836451e-14,1.2489338733456872e-29,1.5229845743706521e-29,4.8927728620677995e-33,1.3009494387407607e-14,3.0168235419304339e-16,9.8151476547175793e-16,3.0764443080664942e-14,3.2742287177211789e-18,1.3968456429121826e-15,5.5595446397870639e-18,2.4472932841670556e-18,3.679858871326498e-18,5.5111022433673692e-18,5.4750242027873485e-26,8.801779893178857e-19,1.1940900675951542e-15,2.3908173947348348e-16,1.0373983347568877e-16,4.1274284078213518e-13,2.806135274854949e-17,3.0200161578441993e-09,3.521538786210975e-11,3.7183429190420362e-16,3.5215388902795153e-11,3.224809368331183e-17,2.8140592753504702e-26,1.6411091628912426e-26,2.122165572584113e-31,7.1332459785025769e-30,1.5026501477502452e-17,7.8437801758013129e-27,6.5278070732256686e-21,8.5108385208124734e-21,1.0686505516084672e-18,1.9129391625644656e-21,1.0489552394439223e-19,4.3310302473703011e-22,8.3480697353848818e-25,5.8564745111656899e-26
1.828166917052973e-12,0.2553738689812567,76.950000000000003,0.0,0.0,0.0,0.99881666257585044,9.4999996707505048,5.228618532537872e-06,7.1674687250754778e-05,7.1425906218092091e-05,2.7777893829621976e-07,1.0031267369844959e-11,0.00016950659702649694,0.00024181130384565575,4.8329221432694072e-08,1.5590812565853038e-15,3.2228961000492315e-14,1.5996809766844103e-10,0.00061584737928076217,4.8928126727533318e-09,2.0506244904608923e-16,3.0499370037038818e-17,5.5351983700120838e-16,6.769192437302278e-20,1.3921588260695112e-09,1.833633769711666e-08,4.3394971471424038e-10,4.3403804187280369e-10,6.1999763486811857e-14,2.6219945199682011e-14,4.5632840437727241e-13,2.1650714514774586e-09,6.5143768201897421e-13,1.3705273552689325e-13,4.8307392843722554e-24,6.2730556668956435e-14,2.3354120265699535e-14,4.4112650853575257e-24,7.2030523717983826e-06,4.7417633271121098e-19,1.7722947282253255e-19,8.762512675114482e-08,2.4751168556391166e-08,8.4257641808390491e-08,8.841535136915929e-08,1.2568196216936252e-09,4.4109783241487054e-24,1.4082642950606413e-16,1.0896966927689176e-18,1.0213448559322181e-18,4.0571425307521336e-22,3.5414917843751436e-15,1.0902731068327617e-25,2.3726058508028898e-12,3.1554754135316419e-23,1.9316121866687626e-25,1.8369776236418989e-14,1.349867925029462e-29,1.6344184783770021e-29,5.3019210016857832e-33,1.3568594970717171e-14,3.0812830972164491e-16,1.0216283350468326e-15,3.1757030514078059e-14,3.3826625697273703e-18,1.4269341330214642e-15,5.7473336545324465e-18,2.550364352932297e-18,3.7959920530916529e-18,5.6375765842949992e-18,5.7056074801476711e-26,9.07457118932551e-19,1.2327549294684348e-15,2.5097601938250834e-16,1.0744984946628678e-16,4.1808534782338689e-13,2.954928320411666e-17,3.059217562729349e-09,3.535499223445171e-11,3.8197763832633128e-16,3.5354993285814637e-11,3.3670422400421223e-17,2.9028687231602244e-26,1.6929012302644321e-26,2.2696683519884772e-31,7.7507442267345783e-30,1.5513451711278014e-17,8.0954315007932865e-27,6.7404323846218599e-21,8.966038606127723e-21,1.1033427350219258e-18,2.034339622853734e-21,1.0944353959634885e-19,4.5667171025764837e-22,8.8607943855160603e-25,6.1863057805077631e-26
1.8475190596319613e-12,0.2553738689631782,76.950000000000003,0.0,0.0,0.0,0.99880416855017462,9.4999996645066211,5.2839326843244093e-06,7.2432371554805979e-05,7.217824530364663e-05,2.8335372596063734e-07,1.0137300293643101e-11,0.00016952721577008051,0.00024485818915577365,4.8958643498121876e-08,1.5903707514424745e-15,3.3319215296916087e-14,1.6337231664931648e-10,0.00062360741606448276,4.9968532424168453e-09,2.0773310928779572e-16,3.0901724291709216e-17,5.7123529528543793e-16,7.0017451124801661e-20,1.4262127684358601e-09,1.8721283039999847e-08,4.4778103168627563e-10,4.478723357988127e-10,6.4047191666150054e-14,2.7145672815516338e-14,4.6302887501342457e-13,2.1962966390679348e-09,6.6120523631097941e-13,1.3929223258423259e-13,5.1982128347273654e-24,6.4475456913074872e-14,2.3834738301668655e-14,4.7469159190454026e-24,7.2938739667083249e-06,4.8739337029681876e-19,1.8216307593142417e-19,8.908016685595286e-08,2.5148791705739648e-08,8.4438331072964332e-08,8.9893992481853441e-08,1.2943580499538556e-09,4.746604059117857e-24,1.4535891381811832e-16,1.1385816683734688e-18,1.0678720976439395e-18,4.2880064684748059e-22,3.6223737277622334e-15,1.1646048911495011e-25,2.4225759327126838e-12,3.33232539826315e-23,2.0636712286006334e-25,1.8877325567153109e-14,1.4577352029081746e-29,1.7526970024003824e-29,5.740384560536393e-33,1.4144504189752872e-14,3.1464110634406858e-16,1.0628522369897284e-15,3.2770634346735059e-14,3.4934543336142165e-18,1.4573443697582332e-15,5.9392939132663739e-18,2.656588194755809e-18,3.9144771108744602e-18,5.7654580954287429e-18,5.9432437620534214e-26,9.352898479958998e-19,1.2722413626405299e-15,2.6329946086109257e-16,1.1124802595514097e-16,4.2342858709480336e-13,3.1096749505478077e-17,3.0984941753364075e-09,3.5490536756920684e-11,3.9228646965991418e-16,3.5490537818874664e-11,3.5137767983219975e-17,2.9934767024620535e-26,1.7457421683765711e-26,2.4256527742184516e-31,8.4143179291236458e-30,1.601076933741908e-17,8.3523381807158909e-27,6.9576078546392767e-21,9.4397037587250009e-21,1.1387785128653695e-18,2.1618395924143934e-21,1.1413754271990506e-19,4.8125103334854345e-22,9.3987721848560922e-25,6.5307895285774014e-26
1.8668712022109496e-12,0.2553738689449579,76.950000000000003,0.0,0.0,0.0,0.99879167471806385,9.499999658213822,5.3392461324500867e-06,7.3190036578069955e-05,7.2930512531887179e-05,2.8897718545813227e-07,1.0243364161182017e-11,0.00016954640131514655,0.00024790542988422688,4.9588237168400533e-08,1.6219334262367835e-15,3.4434433725242582e-14,1.6681236884441677e-10,0.00063136836314885397,5.1019865308564323e-09,2.1040449765779109e-16,3.1304309513065498e-17,5.8932371136738152e-16,7.2397038072523857e-20,1.4606899970003067e-09,1.9110117255172323e-08,4.6190115396899862e-10,4.6199550117812576e-10,6.6138968283958831e-14,2.8093105416449728e-14,4.6973241277929254e-13,2.2276260375800358e-09,6.7100603608185621e-13,1.4154046346915622e-13,5.5893457013172865e-24,6.6246555213655773e-14,2.4319396165244681e-14,5.1041846691489532e-24,7.3847077945191947e-06,5.008092857468366e-19,1.8717081313490409e-19,9.0537385608233891e-08,2.5546573194701379e-08,8.4612348792839642e-08,9.1375200452855902e-08,1.3325174021595697e-09,5.1038458113319684e-24,1.4998175030119688e-16,1.1891114283463583e-18,1.1159888038308052e-18,4.5293270589047408e-22,3.7040776771484189e-15,1.2431252260612805e-25,2.4730567268316611e-12,3.5170651068939954e-23,2.2032005692325616e-25,1.9392765898699128e-14,1.5729295351348882e-29,1.8781628601009168e-29,6.2099223393821505e-33,1.4737502159965827e-14,3.2122070667543593e-16,1.105201843577393e-15,3.3805470501514551e-14,3.606628910920273e-18,1.4880763846759675e-15,6.1354705036564843e-18,2.7660250026236284e-18,4.0353349809119961e-18,5.8947452738619544e-18,6.1880677017473013e-26,9.636816094930939e-19,1.3125578368664046e-15,2.7606134665856965e-16,1.1513539511512444e-16,4.2877250823694759e-13,3.2705341094236259e-17,3.1378458154863573e-09,3.562215574028448e-11,4.0276187518730084e-16,3.5622156812744708e-11,3.6650992297382945e-17,3.0858992236901882e-26,1.799641314216999e-26,2.5905069012026889e-31,9.1268660090128187e-30,1.6518561362380005e-17,8.6145522537891948e-27,7.1793806947424021e-21,9.9323401801432075e-21,1.1749658110284429e-18,2.2956633074304916e-21,1.1898060622851603e-19,5.0687287981337867e-22,9.9629414281572951e-25,6.890405234747617e-26
1.886223344789938e-12,0.2553738689265965,76.950000000000003,0.0,0.0,0.0,0.99877918107829511,9.499999651872308,5.3945588769257379e-06,7.3947682331151313e-05,7.368270808820415e-05,2.9464913232001379e-07,1.03493674173273e-11,0.00016956424411841922,0.0002509530010890305,5.0217992462657659e-08,1.6537682456023935e-15,3.5574927769420334e-14,1.702882540830957e-10,0.00063913015701373796,5.2082124828636832e-09,2.1307657180632564e-16,3.1707119470450816e-17,6.0778892676366338e-16,7.4831369381830528e-20,1.4955904801224143e-09,1.95028370385623e-08,4.7631298324054625e-10,4.7641044040350719e-10,6.8275556533386476e-14,2.9062493405355328e-14,4.7643882881838321e-13,2.259059467543914e-09,6.8084000818329109e-13,1.4379739417443977e-13,6.0053901520477606e-24,6.8043896153960492e-14,2.4808086933598379e-14,5.4842161107487611e-24,7.4755531129516858e-06,5.1442441837090001e-19,1.9225281071195008e-19,9.1996663792866906e-08,2.5944478072620559e-08,8.4779936454794874e-08,9.2858856563045728e-08,1.3712986566676982e-09,5.4838482342161957e-24,1.5469563700692821e-16,1.24132343818137e-18,1.1657317182000041e-18,4.7814594676692092e-22,3.7866001032312149e-15,1.3260216188388289e-25,2.5240479481355862e-12,3.7099585405941379e-23,2.350536554243538e-25,1.9916116436243587e-14,1.6958626376619925e-29,2.0111722527446379e-29,6.712379321536006e-33,1.5347869446103616e-14,3.2786707342180726e-16,1.1486924923358527e-15,3.4861754780034513e-14,3.7222111891303174e-18,1.5191302090738584e-15,6.3359084878093003e-18,2.8787354069345595e-18,4.1585865258509218e-18,6.0254366274085814e-18,6.4402149309437119e-26,9.9263783329914625e-19,1.3537128170976685e-15,2.8927100330810717e-16,1.1911298827261474e-16,4.3411706403514255e-13,3.4376667265363541e-17,3.1772723147191389e-09,3.574997993814399e-11,4.1340494713003017e-16,3.5749981021027327e-11,3.8210962821608787e-17,3.1801522410029069e-26,1.8546079719561227e-26,2.7646321510779394e-31,9.8914376155556017e-30,1.7036934713953155e-17,8.8821257142439279e-27,7.4057980816836058e-21,1.0444460954420648e-20,1.2119125569916686e-18,2.436040073367283e-21,1.239758342381726e-19,5.3356978739260367e-22,1.0554263931468502e-24,7.2656425596033223e-26
1.905575487368926e-12,0.2553738689080945,76.950000000000003,0.0,0.0,0.0,0.99876668762972254,9.4999996454822693,5.4498709177621318e-06,7.4705308823945079e-05,7.4434832157294257e-05,3.0036938276869698e-07,1.0455396255326173e-11,0.00016958082894230628,0.00025400087939835041,5.0847899930146153e-08,1.6858741780527826e-15,3.6741009834426557e-14,1.73799972196776e-10,0.00064689273813772459,5.3155310432483472e-09,2.1574929163385383e-16,3.2110148264212888e-17,6.266347816664103e-16,7.732113127145985e-20,1.5309141827710568e-09,1.9899439089619983e-08,4.9101941871404271e-10,4.9112005340210739e-10,7.0457419213785522e-14,3.0054086978459293e-14,4.8314794535131609e-13,2.2905967606176462e-09,6.9070708401747756e-13,1.4606299281933661e-13,6.4476506783769078e-24,6.9867523727266413e-14,2.5300804308802142e-14,5.8882027948901129e-24,7.5664092263824891e-06,5.2823910295872535e-19,1.9740919326634685e-19,9.3457886541060571e-08,2.6342472712418627e-08,8.4941327589438622e-08,9.4344846407634764e-08,1.4107027424706418e-09,5.8878037507497606e-24,1.5950127017922276e-16,1.2952556286060901e-18,1.2171380468503742e-18,5.0447670244475402e-22,3.869937505979428e-15,1.4134878497100285e-25,2.5755493122802925e-12,3.9112756826428543e-23,2.5060268876626621e-25,2.0447395847378121e-14,1.8269646396284949e-29,2.1520952079308322e-29,7.2496895172417591e-33,1.5975887042564146e-14,3.3458016937872759e-16,1.1933394856985214e-15,3.5939702862905731e-14,3.8402260417059469e-18,1.5505058739988546e-15,6.5406529023278989e-18,2.9947804726824305e-18,4.2842525349611109e-18,6.1575306748390052e-18,6.6998220535260469e-26,1.0221639461855837e-18,1.3957147634924926e-15,3.0293779964986128e-16,1.2318183590602245e-16,4.3946221024696771e-13,3.6112357076051091e-17,3.2167735156491055e-09,3.5874136572221108e-11,4.2421678064561117e-16,3.5874137665446102e-11,3.9818552624420443e-17,3.2762516524448067e-26,1.9106514130395746e-26,2.9484435669217373e-31,1.0711237385330371e-29,1.7565996241350292e-17,9.1551105126322205e-27,7.6369071575379981e-21,1.097658603326078e-20,1.2496266798325407e-18,2.583204292529262e-21,1.2912636204546936e-19,5.6137495112614297e-22,1.1173725289301774e-24,7.6570014319864306e-26
1.9249276299479143e-12,0.2553738688894524,76.950000000000003,0.0,0.0,0.0,0.99875419437127133,9.499999639043903,5.5051822549699777e-06,7.5462916065859294e-05,7.5186884923162967e-05,3.0613775371499974e-07,1.0561520997562418e-11,0.00016959623522358152,0.0002570490429088429,5.1477950621203313e-08,1.7182501959651435e-15,3.7932993238598055e-14,1.7734752301887154e-10,0.00065465605073923062,5.4239421568374585e-09,2.1842261916677415e-16,3.2513390307592604e-17,6.4586511494395229e-16,7.9867011997909017e-20,1.5666610667450044e-09,2.0299920111309064e-08,5.0602335714034269e-10,5.0612723763820569e-10,7.2685018731152958e-14,3.1068136125027336e-14,4.8985959502502113e-13,2.3222377588670905e-09,7.0060719924263212e-13,1.483372295182398e-13,6.9174856654496956e-24,7.1717481368232321e-14,2.5797542596829718e-14,6.3173865784473216e-24,7.6572754828215315e-06,5.4225367002072145e-19,2.0264008381578772e-19,9.4920943180693024e-08,2.6740524764768159e-08,8.5096747987472816e-08,9.583305974772307e-08,1.4507305410619634e-09,6.3169540830504974e-24,1.6439934437634699e-16,1.3509463970073341e-18,1.2702454597031443e-18,5.319621329668396e-22,3.9540864149343598e-15,1.5057241192133082e-25,2.6275605355887371e-12,4.1212925756470006e-23,2.6700309035491688e-25,2.0986622274841973e-14,1.9666847307988171e-29,2.3013159914064626e-29,7.8238794473259173e-33,1.6621836350750461e-14,3.4135995742952149e-16,1.2391580906500626e-15,3.703953031003015e-14,3.9606983281216039e-18,1.5822034102482107e-15,6.7497487583798045e-18,3.1142216960945641e-18,4.4123537243915978e-18,6.29102594613138e-18,6.9670266380267231e-26,1.0522653718283061e-18,1.4385721314272762e-15,3.1707114509689809e-16,1.2734296764427139e-16,4.4480790540981932e-13,3.7914059235761377e-17,3.2563492712459938e-09,3.5994749369771988e-11,4.3519847380577195e-16,3.5994750473258778e-11,4.1474640337672658e-17,3.3742133001434136e-26,1.9677808763032482e-26,3.1423701442612805e-31,1.1589631965542713e-29,1.8105852715306781e-17,9.4335585561879995e-27,7.872755029748256e-21,1.1529242218090291e-20,1.2881161102322738e-18,2.7373954961635241e-21,1.3443535610128573e-19,5.9032222979062432e-22,1.182233518343074e-24,8.0649921534764106e-26
1.9442797725269026e-12,0.2553738688706709,76.950000000000003,0.0,0.0,0.0,0.99874170130193585,9.4999996325573939,5.5604928885599243e-06,7.6220504066125779e-05,7.5938866569126925e-05,3.1195406275596531e-07,1.0667507445289186e-11,0.0001696105373483381,0.00026009747110983874,5.2108136065305641e-08,1.7508952755676769e-15,3.9151192209674674e-14,1.8093090638474076e-10,0.00066242004258341817,5.5334457684747213e-09,2.2109651846311724e-16,3.2916840312980906e-17,6.6548376414138637e-16,8.2469701845105901e-20,1.6028310908374346e-09,2.0704276810100104e-08,5.2132769281024485e-10,5.2143488811542469e-10,7.4958817098485518e-14,3.210489062715535e-14,4.9657362042184808e-13,2.3539823142288835e-09,7.1054029355337283e-13,1.5062007628210969e-13,7.4163087896063132e-24,7.3593811976396171e-14,2.6298296691078235e-14,6.7730599042857855e-24,7.748151271657792e-06,5.5646844596825434e-19,2.0794560385862754e-19,9.6385727119224615e-08,2.7138603122252905e-08,8.5246415873393345e-08,9.732339039415396e-08,1.4913828878834189e-09,6.7725915323018118e-24,1.6939055256553669e-16,1.4084346085777003e-18,1.3250920916506699e-18,5.6064023411822586e-22,4.0390433894102109e-15,1.6029371692265819e-25,2.6800813350408167e-12,4.3402913842657533e-23,2.842919789295367e-25,2.1533813346542114e-14,2.115491700420717e-29,2.4592334526552031e-29,8.4370711016011586e-33,1.7285999161580772e-14,3.4820640054395046e-16,1.2861635384833754e-15,3.8161452560837002e-14,4.0836528938930729e-18,1.6142228483716119e-15,6.9632410417506823e-18,3.2371210019338067e-18,4.5429107373770311e-18,6.4259209826487875e-18,7.2419672115915194e-26,1.0829475308138131e-18,1.4822933715058803e-15,3.3168048826905069e-16,1.3159741226576756e-16,4.501541106973919e-13,3.9783442017005377e-17,3.2959994442986763e-09,3.6111938599156133e-11,4.4635112759548169e-16,3.6111939712826499e-11,4.3180110136297808e-17,3.474052970468062e-26,2.0260055680663922e-26,3.3468551002828248e-31,1.2530155494302053e-29,1.8656610828170918e-17,9.7175217091035159e-27,8.1133887711632032e-21,1.2102963145471723e-20,1.3273887804814448e-18,2.8988583695354852e-21,1.3990601398952285e-19,6.2044615110204022e-22,1.2501127632542795e-24,8.4901354828267181e-26
1.963631915105891e-12,0.25537386885175034,76.950000000000003,0.0,0.0,0.0,0.99872920842077306,9.4999996260229356,5.6158028185425673e-06,7.6978072833225718e-05,7.6690777277816979e-05,3.1781812817207745e-07,1.077341922243486e-11,0.00016962380500034474,0.00026314614478728775,5.2738448243251388e-08,1.783808396925161e-15,4.0395921876738122e-14,1.8455012213160976e-10,0.00067018466473756945,5.6440418230196672e-09,2.2377095549744515e-16,3.3320493274523336e-17,6.8549456548129172e-16,8.5129893108273167e-20,1.6394242110443547e-09,2.1112505895961914e-08,5.3693531755732329e-10,5.3704589737956157e-10,7.7279275936234307e-14,3.3164600059506441e-14,5.0328987343776319e-13,2.3858302878299732e-09,7.2050631040246274e-13,1.5291150689362504e-13,7.9455908048146794e-24,7.5496557945942879e-14,2.6803062051423164e-14,7.2565674377703455e-24,7.8390360208033096e-06,5.70883753342013e-19,2.133258734584502e-19,9.7852135694924777e-08,2.753667787382991e-08,8.5390542126532872e-08,9.8815736059937876e-08,1.5326605741626336e-09,7.2560606149574665e-24,1.744755862431295e-16,1.4677595977759538e-18,1.3817165440225261e-18,5.9054984852768687e-22,4.1248050187444144e-15,1.7053404383669786e-25,2.7331114282603868e-12,4.5685604755525032e-23,3.025076872394527e-25,2.2088986188309116e-14,2.2738746313399954e-29,2.6262614645294647e-29,9.0914857049979636e-33,1.796865763328261e-14,3.5511946177650449e-16,1.3343710244959211e-15,3.9305684934583576e-14,4.2091145706137901e-18,1.6465642186739107e-15,7.181174712912741e-18,3.3635407400514036e-18,4.6759441445017433e-18,6.5622143373621868e-18,7.5247832522695255e-26,1.1142158406471394e-18,1.5268869295713892e-15,3.4677531525459745e-16,1.3594619769710164e-16,4.5550078973784746e-13,4.1722193141216283e-17,3.3357239067357559e-09,3.6225821115579031e-11,4.5767584588889599e-16,3.6225822239356329e-11,4.4935851712616543e-17,3.5757863942293643e-26,2.0853346622468793e-26,3.5623562195584541e-31,1.3536516666510893e-29,1.9218377194018777e-17,1.0007051792869645e-26,8.3588554200874183e-21,1.2698289268455905e-20,1.3674526244866829e-18,3.0678427837993083e-21,1.4554156439990138e-19,6.5178191837268324e-22,1.3211161311686196e-24,8.9329627440031705e-26
1.982984057684879e-12,0.25537386883269136,76.950000000000003,0.0,0.0,0.0,0.99871671572689946,9.499999619440711,5.6711120449284547e-06,7.7735622374912837e-05,7.7442617231180563e-05,3.2372976892479248e-07,1.0879618142367717e-11,0.00016963610345076298,0.00026619504594387229,5.3368879563779668e-08,1.816988543924941e-15,4.1667498265296911e-14,1.8820517009851928e-10,0.00067794987136763772,5.7557302653469851e-09,2.2644589806128189e-16,3.3724344453591244e-17,7.0590135386436141e-16,8.784828008230528e-20,1.6764403807379434e-09,2.1524604082354071e-08,5.5284912076044318e-10,5.5296315552110395e-10,7.9646856472708128e-14,3.4247513789114091e-14,5.1000821476075413e-13,2.4177815494217503e-09,7.3050519676938931e-13,1.5521149680286e-13,8.5068611786675506e-24,7.7425761190547185e-14,2.7311834686082487e-14,7.7693075654943072e-24,7.9299291943180616e-06,5.8549991100259583e-19,2.1878101131464171e-19,9.9320070048335215e-08,2.7934720265496027e-08,8.5529330475798051e-08,1.0030999823274328e-07,1.5745643484903051e-09,7.7687595611914254e-24,1.7965513553760248e-16,1.5289611696219997e-18,1.4401578858827842e-18,6.217306755816423e-22,4.2113679224831369e-15,1.8131542020824162e-25,2.7866505335039966e-12,4.8063944907009188e-23,3.2168978791195161e-25,2.265215743497683e-14,2.4423435329038625e-29,2.8028293270089059e-29,9.7894472122266117e-33,1.8670094272396791e-14,3.6209910426491576e-16,1.3837957077589551e-15,4.0472442630617963e-14,4.3371081759865377e-18,1.6792275512176071e-15,7.4035947070844741e-18,3.4935436823402466e-18,4.8114744439341543e-18,6.699904575026222e-18,7.8156151821975944e-26,1.1460757157587967e-18,1.5723612467163798e-15,3.6236514809915203e-16,1.4039035101206124e-16,4.6084790846259232e-13,4.3732019677040694e-17,3.3755225390605392e-09,3.6336510405917388e-11,4.6917373544476846e-16,3.6336511539726544e-11,4.6742760254544428e-17,3.6794292468587984e-26,2.1457773004660527e-26,3.7893461659269173e-31,1.4612605229845833e-29,1.9791258348760592e-17,1.0302200586571715e-26,8.6092019803273198e-21,1.331576783995386e-20,1.4083155777768153e-18,3.2446038235064504e-21,1.5134526710378464e-19,6.8436541643041642e-22,1.3953519836382076e-24,9.3940159222448327e-26
2.0023362002638673e-12,0.2553738688134946,76.950000000000003,0.0,0.0,0.0,0.99870422321948771,9.4999996128109139,5.7264205677280838e-06,7.8493152699306117e-05,7.8194386610484556e-05,3.296888046537712e-07,1.0985696564332172e-11,0.00016964749386729454,0.00026924415771376222,5.399942283840382e-08,1.8504347042593956e-15,4.296623828904946e-14,1.9189605012625378e-10,0.00068571561952115339,5.8685110403457658e-09,2.2912131565142307e-16,3.412838936304456e-17,7.2670796287010415e-16,9.0625559044885666e-20,1.7138795508515201e-09,2.1940568086218596e-08,5.6907198934658207e-10,5.691895501780518e-10,8.2062019544526464e-14,3.5353880975191351e-14,5.1672851331017526e-13,2.4498359767761345e-09,7.4053690291341213e-13,1.5752002301551052e-13,9.1017099430740549e-24,7.9381463169961515e-14,2.782461113162859e-14,8.3127340908214208e-24,8.0208302898755657e-06,6.003172343344802e-19,2.2431113483792021e-19,1.0078943498088421e-07,2.8332702657031206e-08,8.5662977717057714e-08,1.0180608203463492e-07,1.6170949185461503e-09,8.3121420101189455e-24,1.8492988932226697e-16,1.5920796011383536e-18,1.5004556554778765e-18,6.542232825926794e-22,4.2987287505595144e-15,1.9266057315236769e-25,2.840698369648419e-12,5.0540944258701864e-23,3.4187912280062956e-25,2.3223343242615868e-14,2.6214300643956057e-29,2.9893822221147448e-29,1.0533386262971563e-32,1.939059191304286e-14,3.6914529122851755e-16,1.4344527108899654e-15,4.1661940728670143e-14,4.4676585138585828e-18,1.7122128758256904e-15,7.6305459342968046e-18,3.627193019327756e-18,4.9495220616897053e-18,6.838990272358439e-18,8.1146043599770175e-26,1.1785325675124676e-18,1.6187247592943005e-15,3.7845954313606542e-16,1.4493089843065691e-16,4.6619543494491135e-13,4.5814647925916345e-17,3.4153952297480859e-09,3.6444116642494857e-11,4.8084590588070508e-16,3.6444117786262337e-11,4.8601736421956762e-17,3.7849971486138892e-26,2.2073425921701686e-26,4.0283128363522064e-31,1.5762499434526954e-29,2.0375360750263702e-17,1.0603019827221545e-26,8.8644754212445251e-21,1.3955952894021456e-20,1.4499855775092015e-18,3.429401816837402e-21,1.5732041292703238e-19,7.1823321826660536e-22,1.4729312081766566e-24,9.8738477719465798e-26
