Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691)
1.2470231675134203e-07,0.2554615617891103,76.950000000000003,0.0,0.0,0.0,4.4296791337065494e-05,9.4945167249462195,0.0012451112952275736,0.0073443084684336945,1.3741702774471257e-09,3.4643386730778592e-11,1.0269476703640104e-09,2.0673624353550105e-07,0.011970867922672259,6.1267942646593303e-06,1.9444249023857768e-19,4.4512661735064085e-09,0.0086690364411663237,0.90843604223518348,0.0025922228043037811,2.5996206727291464e-14,3.2028463422084821e-11,2.8238330060725268e-06,6.4103009062314145e-12,0.0002652499183533755,4.1306917414283486e-10,0.02877590305129752,0.031177133607217002,4.5756353393981735e-06,2.4566748063722892e-06,7.8873187993862291e-10,0.012018536730072051,3.8004582767762783e-06,1.0196182989190223e-06,1.0699129688386277e-05,4.8355079690767057e-06,6.6665356147868363e-06,0.00098271271955217149,0.013581055479583756,3.6684524246749861e-11,1.3672158100410309e-11,1.2213450302808941e-06,3.9552342745039413e-07,5.4727075558547627e-09,0.00014949936440658451,0.00047990860902790995,0.00020317428626022164,1.3452912391635546e-06,0.00011694975589050439,1.3138709170276509e-06,2.0954891734156307e-05,5.8862757138232337e-08,2.7330286199900855e-07,4.1647260660739413e-06,8.0707220671144333e-05,6.5699443439543275e-06,7.1380619090590998e-08,9.3675799260539536e-08,1.6251285472062636e-05,3.8354635227338948e-07,0.0002785432940034832,5.6892830171132936e-10,2.0394594578719698e-08,0.0013142591498362371,1.512144372603574e-07,1.1065799795611816e-06,2.7347186523221902e-07,7.6705325000863917e-07,2.7764157122938471e-08,3.5981567758813342e-09,1.7158907015990445e-14,1.1855896842618649e-08,1.8332408607208819e-05,1.4786207922183306e-08,1.012637401837674e-08,6.2502895122661904e-10,1.3289754574427107e-08,0.0036575126400553081,3.8137092961724478e-09,0.0016771869551474965,3.8136842810773432e-09,3.6212298892960293e-05,2.1231893826975616e-16,1.238204946564508e-16,7.9671314382902061e-12,5.0792419906461765e-07,3.6197045501637814e-07,1.7457702627230232e-16,1.5964644897880112e-10,1.8391739537594666e-08,0.00016192384239797951,1.8299624335793656e-08,6.9666780321122192e-05,6.608345191966583e-05,3.0999720716859246e-07,1.0670076707153948e-08
1.2540950078114725e-07,0.2554615643541425,76.950000000000003,0.0,0.0,0.0,4.3893100691364272e-05,9.4945030188630515,0.0012355863707501601,0.0072832773900890178,1.3606761308519698e-09,3.4303509152700136e-11,1.0184122723196392e-09,2.0470195562155907e-07,0.011792360294893006,6.0758718743170715e-06,1.9253486373620641e-19,4.2153418092248834e-09,0.0086933921387010137,0.90860565105565017,0.0025922391133951965,2.5780141207673599e-14,3.2118399040892476e-11,2.8317734498779385e-06,6.3995035919049532e-12,0.0002652995871966827,4.1295398351472672e-10,0.028775898631123304,0.031177134150092451,4.5756279853085106e-06,2.4566708579240098e-06,7.8887914045445258e-10,0.01203953557804794,3.8070929316892957e-06,1.0213983714518698e-06,1.0699126255577813e-05,4.8439518233833222e-06,6.6782101745620137e-06,0.00098271529423757387,0.013598836786336287,3.6748530033712192e-11,1.3696012769939582e-11,1.2229110570783552e-06,3.9603784899485409e-07,5.4785821592446381e-09,0.00015023886502767446,0.00048228582246316858,0.00020317420084356517,1.3476461414960134e-06,0.00011788279314279888,1.3117612996891111e-06,2.092178423177208e-05,5.896644369894703e-08,2.7287068788266703e-07,4.1851549018538591e-06,8.1498149750817525e-05,6.5595452549358559e-06,7.1730759436669289e-08,9.3527319693895326e-08,1.6295861421020394e-05,3.854033946969993e-07,0.00028022646872320251,5.7172097615657703e-10,2.0508564842877832e-08,0.0013224220999523938,1.5215341950643243e-07,1.1119542356677383e-06,2.7517001895580453e-07,7.7181546472428024e-07,2.789896599561131e-08,3.6155517808676066e-09,1.7265437298879454e-14,1.1914997804145469e-08,1.8423816373420253e-05,1.4869120944331181e-08,1.0126372462897049e-08,6.2514473813174765e-10,1.3366803455371704e-08,0.0036633844311715876,3.8186964110190121e-09,0.0016841775925396517,3.8186713590319285e-09,3.6542270303638078e-05,2.1334985293392624e-16,1.2442170510289226e-16,7.9545208419239041e-12,5.0792554000256359e-07,3.642020498649368e-07,1.7565310668816533e-16,1.6063069018042315e-10,1.8502923572007804e-08,0.00016412570137845571,1.8410252362926902e-08,7.0201744876084195e-05,6.6591528123361585e-05,3.1238015153404163e-07,1.0752097002870433e-08
1.2611668481095248e-07,0.25546156692953403,76.950000000000003,0.0,0.0,0.0,4.3494741467727502e-05,9.4944894102630695,0.0012261341821745853,0.0072227585897817713,1.3473923837076548e-09,3.3968924972200023e-11,1.0099485405566344e-09,2.0270538027099868e-07,0.01161719667689496,6.0253770467293334e-06,1.9065694741820598e-19,3.9919411907140032e-09,0.0087175554384127333,0.90877185318436615,0.0025922547544663744,2.5565889852082677e-14,3.2207623914452661e-11,2.8396511701661741e-06,6.3888219442130502e-12,0.00026534825861451787,4.1284067204422699e-10,0.028775894494675346,0.031177134689852188,4.5756207231302201e-06,2.4566669588236594e-06,7.8902344315870958e-10,0.012060268751242031,3.8136435957265379e-06,1.0231559097587006e-06,1.0699123035583231e-05,4.852288798368275e-06,6.6897370899364566e-06,0.00098271772006686998,0.013616557621318109,3.6811725174503987e-11,1.3719565315277456e-11,1.2244722351584475e-06,3.9655057056386464e-07,5.4844553304721518e-09,0.00015097891892086317,0.00048466481631598025,0.00020317412065606967,1.3499712463543055e-06,0.00011881834586827507,1.3096697555850645e-06,2.0888947868426151e-05,5.9068829717863976e-08,2.7244205370953277e-07,4.2055027679087641e-06,8.2293689576387683e-05,6.5492313657564572e-06,7.2079512010384926e-08,9.3380057020789088e-08,1.6340050763913617e-05,3.8725536056695467e-07,0.0002819111830232459,5.7450257828277372e-10,2.0622698144006436e-08,0.0013305605099255555,1.5308957708600593e-07,1.1173064958152258e-06,2.7686306425994939e-07,7.7656335021171529e-07,2.8033222868069085e-08,3.6328752064662281e-09,1.7371647038319622e-14,1.1973862732585046e-08,1.8514859163683146e-05,1.4952154253661347e-08,1.0126371007261951e-08,6.2525818719972756e-10,1.344397900823313e-08,0.0036692014972229516,3.8236665782701643e-09,0.0016911217525917826,3.8236414899338537e-09,3.6873468886986168e-05,2.1437654632463674e-16,1.2502045378039264e-16,7.9420135643002447e-12,5.0792680340919078e-07,3.6642687060214043e-07,1.7672591981416721e-16,1.6161194367187328e-10,1.8614209340492568e-08,0.00016634207350865987,1.8520981616028906e-08,7.0735669590627593e-05,6.7098619558441307e-05,3.1475847269452949e-07,1.0833958167182863e-08
1.268238688407577e-07,0.2554615695151966,76.950000000000003,0.0,0.0,0.0,4.3101631474527941e-05,9.4944758982901707,0.0012167541785534617,0.0071627477841407165,1.3343148614909722e-09,3.3639529282700748e-11,1.0015558754780969e-09,2.007458111189384e-07,0.011445314168134907,5.9753062046869372e-06,1.8880815247678074e-19,3.7803993495962909e-09,0.0087415277852546866,0.9089347117343235,0.002592269735717816,2.5353437482292477e-14,3.2296143383921358e-11,2.8474666379504665e-06,6.378253455461505e-12,0.00026539595108591763,4.1272920128046642e-10,0.028775890625292018,0.031177135226546856,4.5756135498027363e-06,2.4566631074279882e-06,7.8916484284835378e-10,0.01208073899739711,3.8201111379883224e-06,1.0248911470116169e-06,1.0699120015883931e-05,4.8605199999024345e-06,6.7011178878171753e-06,0.000982720005713695,0.013634218742298846,3.6874118060905118e-11,1.374281886400265e-11,1.2260286220367141e-06,3.9706161312318094e-07,5.4903269616253649e-09,0.00015171952379155709,0.00048704558321316529,0.00020317404539059377,1.3522668620464691e-06,0.00011975636301712141,1.3075960710251721e-06,2.0856380010257069e-05,5.9169928586504654e-08,2.7201692508552728e-07,4.2257695315883558e-06,8.3093844188490297e-05,6.5390018499599346e-06,7.2426874538033472e-08,9.3233999436834898e-08,1.638385783730869e-05,3.8910229778302355e-07,0.00028359743181034927,5.7727309010119451e-10,2.0736993920885737e-08,0.0013386742032501025,1.5402288971807199e-07,1.1226367417558304e-06,2.7855096446631469e-07,7.8129680366661936e-07,2.8166927286121344e-08,3.6501269996445286e-09,1.7477533934588099e-14,1.2032491315953547e-08,1.860553649391912e-05,1.503530743897024e-08,1.0126369645608146e-08,6.2536934181135529e-10,1.352128082500286e-08,0.0036749644998999237,3.8286200104335239e-09,0.0016980196549140202,3.828594886284643e-09,3.7205891707641652e-05,2.1539901496858819e-16,1.2561673866338759e-16,7.9296086032059571e-12,5.0792799380217837e-07,3.6864486999275912e-07,1.7779544288596808e-16,1.6259018862012571e-10,1.8725596506624721e-08,0.00016857292054990133,1.8631811760358117e-08,7.1268533936623602e-05,6.7604706684306449e-05,3.1713207904845691e-07,1.0915657047219916e-08
1.2753105287056292e-07,0.2554615721110442,76.950000000000003,0.0,0.0,0.0,4.2713689913993382e-05,9.4944624820957504,0.0012074458130291214,0.0071032407248937477,1.321439491786757e-09,3.3315219741167045e-11,9.9323368240654649e-10,1.9882255508324961e-07,0.01127665105317052,5.925655800330068e-06,1.8698790449249559e-19,3.5800866272260133e-09,0.0087653106153922182,0.90909428863661823,0.0025922840651944482,2.5142769044607188e-14,3.2383962757912161e-11,2.8552203213808545e-06,6.3677957117527408e-12,0.00026544268274386433,4.1261953372233984e-10,0.028775887007285471,0.031177135760226071,4.5756064624239186e-06,2.4566593021788079e-06,7.8930339329418016e-10,0.012100949036330301,3.8264964187350468e-06,1.0266043140110591e-06,1.0699117184693093e-05,4.8686465226088543e-06,6.712354079593562e-06,0.00098272215934573225,0.013651820895408834,3.6935716999273703e-11,1.3765776511857574e-11,1.2275802743797902e-06,3.9757099732010868e-07,5.4961969477888353e-09,0.00015246067738522854,0.00048942811591009378,0.000203173974757945,1.3545332937447172e-06,0.00012069679395200687,1.3055400355860025e-06,2.0824078036088902e-05,5.9269753560646752e-08,2.7159526778236802e-07,4.2459550675784196e-06,8.3898617406152735e-05,6.5288558849842539e-06,7.2772844871649183e-08,9.3089135193124816e-08,1.6427286922916924e-05,3.9094425376238281e-07,0.00028528520998475677,5.8003249462351501e-10,2.0851451619514432e-08,0.0013467630078726669,1.5495333763361326e-07,1.1279449569208809e-06,2.8023368382249544e-07,7.8601572488064241e-07,2.8300078837656703e-08,3.6673071127309909e-09,1.7583095746033792e-14,1.2090883262274683e-08,1.8695847911015699e-05,1.5118580094305409e-08,1.0126368372414996e-08,6.2547824453431224e-10,1.3598708502549279e-08,0.0036806740915258447,3.8335569167503454e-09,0.0017048715208673123,3.8335317573195213e-09,3.7539535850967264e-05,2.1641725571426935e-16,1.2621055791397382e-16,7.917304961150075e-12,5.0792911543567784e-07,3.708560020065044e-07,1.7886165372009866e-16,1.6356540472359216e-10,1.8837084733538829e-08,0.00017081820387926838,1.8742742460733786e-08,7.1800317781442881e-05,6.8109770336495623e-05,3.1950088075833291e-07,1.0997190550830012e-08
1.2823823690036815e-07,0.2554615747169918,76.950000000000003,0.0,0.0,0.0,4.2330837357419036e-05,9.4944491608386379,0.0011982085428048214,0.0070442331986067608,1.3087623012735159e-09,3.29958964924726e-11,9.8498137154721709e-10,1.969349321143603e-07,0.011111146779315344,5.8764223149292811e-06,1.8519564300976997e-19,3.3904067997124173e-09,0.0087889053562039375,0.90925064466267635,0.0025922977507890029,2.4933869608932188e-14,3.2471087312501998e-11,2.8629126857445097e-06,6.3574463884901959e-12,0.0002654884713817936,4.1251163279080883e-10,0.028775883625884836,0.031177136290938445,4.5755994582410201e-06,2.4566555415981409e-06,7.8943914726011689e-10,0.012120901560225475,3.832800289479898e-06,1.0282956392106767e-06,1.0699114530912986e-05,4.8766694499807217e-06,6.7234471612998693e-06,0.00098272418865422801,0.013669364815334839,3.6996530211443264e-11,1.37884413230827e-11,1.2291272480192979e-06,3.9807874348881945e-07,5.5020651869784537e-09,0.00015320237748669017,0.00049181240728836026,0.0002031739084858328,1.3567708435183199e-06,0.00012163958844712193,1.3035014420371276e-06,2.079203933832064e-05,5.9368317761743245e-08,2.7117704774917899e-07,4.2660592577881917e-06,8.4708012831385574e-05,6.5187926524465585e-06,7.3117420987074539e-08,9.2945452600312064e-08,1.647034224834767e-05,3.9278127544315273e-07,0.00028697451244244265,5.8278077584644634e-10,2.0966070693018763e-08,0.0013548267561295691,1.5588090156840279e-07,1.1332311263944578e-06,2.8191118748900316e-07,7.9072001620490985e-07,2.84326771519812e-08,3.6844155033306719e-09,1.7688330288260768e-14,1.2149038299269724e-08,1.8785792992346651e-05,1.5201971818899985e-08,1.0126367182484578e-08,6.2558493713846887e-10,1.3676261642562268e-08,0.0036863309152123753,3.8384775032504842e-09,0.0017116775734712375,3.8384523090623886e-09,3.787439842306661e-05,2.1743126572689771e-16,1.2680190987895838e-16,7.9051016457095673e-12,5.0793017231568866e-07,3.7306022180105757e-07,1.7992453070577827e-16,1.6453757220463642e-10,1.8948673684075476e-08,0.00017307788449835777,1.8853773381682438e-08,7.233100138298335e-05,6.861379172195811e-05,3.2186478972859297e-07,1.1078555645817857e-08
1.2894542093017337e-07,0.2554615773329561,76.950000000000003,0.0,0.0,0.0,4.1952995720829249e-05,9.494435933685013,0.001189041829116125,0.0069857210264235676,1.2962794128143326e-09,3.2681462096407378e-11,9.7679835795148878e-10,1.9508227494977544e-07,0.010948741934715248,5.8276022586673513e-06,1.8343082112719264e-19,3.2107953025064249e-09,0.0088123134262845897,0.90940383944606185,0.0025923108002453201,2.4726724367848455e-14,3.2557522291242984e-11,2.8705441934666245e-06,6.3472032461144351e-12,0.00026553333445998042,4.1240546280214501e-10,0.028775880467182623,0.031177136818731611,4.5755925346421061e-06,2.4566518242836144e-06,7.8957215652215954e-10,0.012140599233922385,3.8390235930804736e-06,1.0299653487419108e-06,1.0699112044094724e-05,4.8845898544979449e-06,6.7343986137758612e-06,0.00098272610088179419,0.013686851225512301,3.7056565835609111e-11,1.381081633074692e-11,1.2306695979654963e-06,3.98584871655572e-07,5.507931580077604e-09,0.0001539446219193839,0.00049419845035350346,0.00020317384631788086,1.3589798103661095e-06,0.00012258469668711722,1.3014800862697113e-06,2.0760261323745945e-05,5.9465634178326019e-08,2.7076223112318963e-07,4.2860819912392147e-06,8.5522033853683364e-05,6.5088113384059792e-06,7.3460600982055098e-08,9.280294003237595e-08,1.6513027987852446e-05,3.9461340928800432e-07,0.00028866533407724662,5.8551791873657271e-10,2.1080850601562532e-08,0.0013628652846850631,1.5680556275589774e-07,1.1384952368873499e-06,2.8358344152641403e-07,7.9540958251398962e-07,2.856472189916514e-08,3.7014521342417434e-09,1.7793235433322312e-14,1.2206956174051747e-08,1.8875371345298774e-05,1.5285482217107805e-08,1.0126366070922772e-08,6.2568946061089368e-10,1.3753939851498188e-08,0.0036919356050120239,3.8433819728063574e-09,0.0017184380373143338,3.8433567443797764e-09,3.8210476550791032e-05,2.1844104248342445e-16,1.2739079308694566e-16,7.892997669848029e-12,5.0793116821453664e-07,3.7525748570531525e-07,1.8098405279683753e-16,1.6550667180218498e-10,1.9060363020922855e-08,0.00017535192304188598,1.8964904187578729e-08,7.2860565384746836e-05,6.9116752414373353e-05,3.2422371958363203e-07,1.1159749359188333e-08
1.296526049599786e-07,0.2554615799588555,76.950000000000003,0.0,0.0,0.0,4.1580088241080368e-05,9.4944227998083726,0.0011799451372024536,0.0069277000638068671,1.2839870426487848e-09,3.2371821457219099e-11,9.6868406148048238e-10,1.9326392887322401e-07,0.010789378226838408,5.7791921704220594e-06,1.816929051020603e-19,3.0407175492638645e-09,0.0088355362354495485,0.90955393150387165,0.0025923232211615709,2.4521318635690874e-14,3.264327290518046e-11,2.8781153041118347e-06,6.3370641260588251e-12,0.00026557728911180277,4.1230098894208261e-10,0.0287758775180844,0.031177137343652232,4.5755856891480342e-06,2.4566481489041514e-06,7.8970247188694695e-10,0.012160044695202609,3.8451671638294355e-06,1.0316136664383133e-06,1.0699109714400398e-05,4.8924087977424815e-06,6.7452099028256902e-06,0.00098272790284858287,0.0137042808383142,3.7115831927205542e-11,1.3832904537074453e-11,1.2322073784206972e-06,3.9908940154384249e-07,5.5137960307746013e-09,0.00015468740854468347,0.00049658623823277165,0.00020317378801269859,1.3611604902486294e-06,0.00012353206926594705,1.2994757672274769e-06,2.0728741414307334e-05,5.9561715667393802e-08,2.7035078423957927e-07,4.3060231639556457e-06,8.6340683654435678e-05,6.4989111336055432e-06,7.3802383074359674e-08,9.2661585930087879e-08,1.6555348263060073e-05,3.9644070128783225e-07,0.00029035766978292431,5.8824390921538856e-10,2.1195790812258231e-08,0.0013708784344703669,1.5772730292022449e-07,1.1437372767113536e-06,2.8525041288268181e-07,8.0008433117032137e-07,2.8696212789398783e-08,3.7184169733731404e-09,1.7897809108925126e-14,1.2264636652823831e-08,1.8964582606804888e-05,1.5369110898339336e-08,1.0126365033121585e-08,6.2579185517058321e-10,1.3831742740525378e-08,0.0036974887860677639,3.8482705251859847e-09,0.0017251531384668865,3.8482452630338911e-09,3.8547767381738715e-05,2.194465837676074e-16,1.2797720624546407e-16,7.8809920522090443e-12,5.0793210668450886e-07,3.7744775120285034e-07,1.8204019950374509e-16,1.6647268476443252e-10,1.9172152406752626e-08,0.00017764027978618311,1.9076134542780702e-08,7.3388990810964154e-05,6.9618634349516352e-05,3.2657758564605472e-07,1.1240768776397874e-08
1.3035978898978382e-07,0.25546158259460905,76.950000000000003,0.0,0.0,0.0,4.1212039452396629e-05,9.4944097583894411,0.00117091793627881,0.0068701662002802937,1.2718814976818319e-09,3.2066881755587337e-11,9.6063790676880123e-10,1.9147925147834661e-07,0.010632998461371015,5.7311886175498938e-06,1.7998137396856947e-19,2.879667339979019e-09,0.0088585751847409053,0.90970097825772922,0.0025923350209934178,2.4317637847630522e-14,3.272834433287693e-11,2.8856264743861598e-06,6.3270269469132344e-12,0.00026562035214988867,4.121981772408429e-10,0.028775874766261204,0.031177137865746052,4.5755789194048624e-06,2.4566445141958965e-06,7.8983014320998857e-10,0.012179240555072296,3.8512318275441196e-06,1.0332408138595924e-06,1.0699107532567376e-05,4.9001273305123784e-06,6.755882479375004e-06,0.00098272960097693738,0.013721654355236514,3.7174336459772919e-11,1.385470891376804e-11,1.233740642792444e-06,3.9959235257936212e-07,5.5196584455013909e-09,0.0001554307352612112,0.00049897576417293145,0.00020317373334300599,1.3633131761199275e-06,0.00012448165718562405,1.2974882868399629e-06,2.0697477047788681e-05,5.9656574955784585e-08,2.6994267364051626e-07,4.3258826788560467e-06,8.7163965211249595e-05,6.4890912336944342e-06,7.414276559992543e-08,9.2521378804195877e-08,1.6597307143702779e-05,3.9826319696548767e-07,0.000292051514455117,5.9095873414453668e-10,2.1310890799079113e-08,0.0013788660506234838,1.5864610426925458e-07,1.1489572357539139e-06,2.8691206938061696e-07,8.0474417198910931e-07,2.882714957235644e-08,3.7353099936632841e-09,1.8002049297644025e-14,1.2322079520581307e-08,1.9053426442883049e-05,1.5452857476998247e-08,1.0126364064742402e-08,6.2589216028291407e-10,1.3909669925470055e-08,0.0037029910747597948,3.8531433571050687e-09,0.0017318231043961065,3.8531180617346855e-09,3.8886268084246134e-05,2.204478876651481e-16,1.2856114823812995e-16,7.8690838173857116e-12,5.0793299107069207e-07,3.7963097691558694e-07,1.8309295088573701e-16,1.6743559284164157e-10,1.9284041504350488e-08,0.00017994291465757165,1.9187464111759659e-08,7.391625906176835e-05,7.0119419820669152e-05,3.2892630491514176e-07,1.1321611040613316e-08
1.3106697301958904e-07,0.2554615852401377,76.950000000000003,0.0,0.0,0.0,4.0848775163331262e-05,9.4943968086161252,0.0011619596995076746,0.0068131153591715838,1.2599591728658e-09,3.1766552382932864e-11,9.5265932318843567e-10,1.8972761243683701e-07,0.010479546521511019,5.6835881956706872e-06,1.7829571916911507e-19,2.7271653536481192e-09,0.0088814316664351349,0.90984503605438227,0.0025923462070570882,2.4115667558760848e-14,3.2812741720441569e-11,2.8930781581394611e-06,6.3170897007847908e-12,0.00026566254007214727,4.1209699454899524e-10,0.028775872200104968,0.031177138385057899,4.575572223176722e-06,2.456640918958391e-06,7.8995521941354842e-10,0.012198189398041787,3.8572184016551735e-06,1.0348470103153871e-06,1.069910548987473e-05,4.9077464929345316e-06,6.7664177796263177e-06,0.00098273120131459773,0.013738972467080458,3.7232087325815186e-11,1.387623240232849e-11,1.235269443706459e-06,4.0009374389506803e-07,5.5255187333734734e-09,0.00015617460000416728,0.00050136702153811739,0.00020317368209480993,1.3654381579589905e-06,0.00012543341185489095,1.2955174499579551e-06,2.066646567844965e-05,5.9750224641532981e-08,2.6953786608343815e-07,4.3456604456465768e-06,8.7991881302184691e-05,6.4793508394317439e-06,7.4481747011027271e-08,9.2382307238344154e-08,1.6638908648333203e-05,4.0008094137956287e-07,0.00029374686299324203,5.9366238131123725e-10,2.14261500427722e-08,0.0013868279824297827,1.5956194948776801e-07,1.1541551054530989e-06,2.885683797055211e-07,8.0938901720365256e-07,2.8957532036569026e-08,3.7521311729999008e-09,1.8105954036146384e-14,1.2379284580817962e-08,1.9141902548181874e-05,1.5536721572418638e-08,1.0126363161700288e-08,6.2599041467382099e-10,1.3987721026762657e-08,0.0037084430788495233,3.8580006622781478e-09,0.0017384481638836405,3.8579753341910202e-09,3.9225975847372064e-05,2.2144495255889347e-16,1.2914261812184945e-16,7.8572719961677219e-12,5.0793382452306108e-07,3.818071225876822e-07,1.8414228754304684e-16,1.6839537827903394e-10,1.9396029976741504e-08,0.00018225978724063007,1.9298892559224871e-08,7.4442351908416242e-05,7.0619091474077969e-05,3.3126979604553075e-07,1.1402273351978072e-08
1.3177415704939426e-07,0.2554615878953632,76.950000000000003,0.0,0.0,0.0,4.0490222434145227e-05,9.4943839496834475,0.001153069903971073,0.0067565434973568842,1.2482165486717785e-09,3.1470744877970063e-11,9.4474774481282521e-10,1.8800839327095445e-07,0.010328967347652492,5.6363875284532283e-06,1.7663544419817938e-19,2.5827577209741603e-09,0.0089041070640522024,0.90998616018591294,0.0025923567865323849,2.391539344318802e-14,3.28964701815653e-11,2.9004708063683736e-06,6.3072504498453888e-12,0.00026570386906768636,4.11997408514124e-10,0.02877586980868636,0.03117713890163171,4.5755655983390849e-06,2.4566373620509547e-06,7.9007774850419186e-10,0.012216893782402115,3.8631276952941734e-06,1.0364324728887804e-06,1.0699103578111622e-05,4.9152673145761781e-06,6.7768172252126419e-06,0.00098273270955656373,0.013756235854131452,3.7289092337647559e-11,1.3897477914370643e-11,1.2367938330193724e-06,4.005935943359658e-07,5.5313768061310513e-09,0.00015691900074467244,0.00050376000380772628,0.00020317363406662843,1.3675357228008313e-06,0.00012638728508781452,1.2935630642910133e-06,2.0635704777605516e-05,5.9842677195212396e-08,2.6913632854861864e-07,4.3653563807156127e-06,8.8824434509902222e-05,6.4696891568728125e-06,7.4819325874471737e-08,9.2244359891743205e-08,1.6680156745032267e-05,4.0189397912822156e-07,0.0002954437103023065,5.9635483941391376e-10,2.1541568030772386e-08,0.0013947640832633488,1.6047482173070536e-07,1.1593308787729041e-06,2.9021931339298402e-07,8.1401878143113099e-07,2.9087360008804838e-08,3.76888049414088e-09,1.8209521414426761e-14,1.2436251655236056e-08,1.9230010645531823e-05,1.5620702808803077e-08,1.0126362320149157e-08,6.2608665634370894e-10,1.4065895669384664e-08,0.0037138453976208021,3.8628426314688571e-09,0.0017450285469453634,3.8628172711609138e-09,3.9566887880874814e-05,2.2243777712410051e-16,1.2972161512405678e-16,7.845555625767331e-12,5.0793461000786324e-07,3.8397614906961635e-07,1.8518819060923487e-16,1.6935202380977327e-10,1.9508117487310319e-08,0.00018459085678634442,1.9410419550243234e-08,7.4967251488558117e-05,7.1117632304456112e-05,3.3360797932611177e-07,1.1482752966885737e-08
1.3248134107919949e-07,0.25546159056020895,76.950000000000003,0.0,0.0,0.0,4.0136309554595739e-05,9.4943711807934772,0.0011442480306428121,0.006700446605006201,1.2366501886469076e-09,3.117937286541391e-11,9.3690261038108933e-10,1.863209871303239e-07,0.010181206917453113,5.5895832674018462e-06,1.750000642583133e-19,2.4460146728627044e-09,0.0089266027523661369,0.91012440490956636,0.0025923667664656301,2.3716801293125403e-14,3.2979534797561073e-11,2.9078048672197101e-06,6.297507323056136e-12,0.00026574435502261764,4.118993875582695e-10,0.028775867581715148,0.031177139415510556,4.5755590428724373e-06,2.4566338423892901e-06,7.9019777759000159e-10,0.012235356240498457,3.8689605093803029e-06,1.0379974164595497e-06,1.0699101789547472e-05,4.9226908145551821e-06,6.7870822233494284e-06,0.0009827341310656699,0.013773445186334924,3.7345359228235114e-11,1.3918448331935902e-11,1.2383138618312204e-06,4.0109192246390585e-07,5.5372325780813474e-09,0.00015766393548912326,0.00050615470457434871,0.00020317358906876001,1.3696061547672288e-06,0.00012734322910230855,1.2916249403470028e-06,2.0605191834155627e-05,5.9933944961262376e-08,2.6873802824606461e-07,4.3849704070297472e-06,8.9661627225728788e-05,6.4601053975391976e-06,7.5155500869814415e-08,9.2107525501605861e-08,1.6721055352107952e-05,4.0370235435307124e-07,0.0002971420512946471,5.9903609804800506e-10,2.1657144257117354e-08,0.0014026742105290799,1.6138470461650515e-07,1.1644845501788793e-06,2.9186484081683448e-07,8.1863338163882267e-07,2.9216633353458413e-08,3.7855579446361759e-09,1.831274957505116e-14,1.2492980583460253e-08,1.931775048550247e-05,1.5704800815161152e-08,1.0126361536467834e-08,6.261809225811024e-10,1.4144193482815794e-08,0.0037191986220185096,3.8676694525392774e-09,0.0017515644847533834,3.8676440605009042e-09,3.9909001415182276e-05,2.2342636032376289e-16,1.3029813863998906e-16,7.8339337500254742e-12,5.0793535031833812e-07,3.8613801830248637e-07,1.8623064174361645e-16,1.70305512648038e-10,1.9620303699916457e-08,0.00018693608222014748,1.9522044750353985e-08,7.5490940301555515e-05,7.1615025650532437e-05,3.3594077665913794e-07,1.1563047197261075e-08
