Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993)
1.1538287781828823e-08,0.38446516200063663,76.950000000000003,0.0,0.0,0.0,5.1929039872838542e-05,9.4997233290962253,0.0016271800230656136,0.0070411191635225967,9.1328543242973644e-07,9.3400110854045352e-09,5.294414521188515e-10,3.0623113741882148e-06,0.08841191718942705,3.0382324042889452e-06,4.4260103498508706e-17,2.8271562304619206e-08,0.00025728478663012832,0.87831895702732854,0.00014751481992532784,1.1179014117372666e-14,9.2222892395427385e-13,1.4666667551834333e-07,3.6424810241619386e-13,0.00035633033612432409,1.2427021103083454e-08,0.0093673751925401269,0.009414997634365263,8.2982975101872812e-07,4.2880944337095705e-07,8.3032501688533912e-09,0.0020543469365351501,3.620234437367787e-07,9.3485763800646308e-08,2.8389609469134433e-07,2.4165231522288616e-07,2.0505107469308485e-06,1.8159761791534463e-05,0.01168175745956602,1.1365646540167586e-12,4.4626227886350433e-13,1.6509407942498933e-06,5.5123924495567516e-07,1.6797955061360881e-08,0.00010231703720514839,0.00031344686104987988,4.7208091727380973e-06,1.1482483779791293e-07,4.7863857545053441e-07,4.0677104372282721e-08,2.5587934738387422e-07,2.0097994619194588e-08,1.2763571966914584e-09,6.256745152665207e-07,2.1763082829359261e-08,9.8069218561772301e-08,9.2231925007163676e-09,4.3277099932048168e-10,3.4892218801620209e-09,2.2922648354869143e-11,0.0001171206382434441,1.2038132073827546e-10,4.2410904474274689e-08,6.5422104328712754e-05,3.7154652329694078e-09,1.1753332615836786e-07,7.0447191975765256e-09,1.9737183892897454e-08,1.1986815905084804e-09,6.62950027325184e-10,2.6103345036469892e-16,1.9051535330695833e-09,2.4557780185149591e-06,2.1600422304745051e-08,8.5980533738918133e-09,8.1179558415044395e-10,1.8570970016335469e-08,0.00026738232157612189,3.3103908532630224e-09,3.5872976489560968e-06,3.310392760851221e-09,1.2664307013140199e-05,7.6634872272708001e-18,4.4915446247834988e-18,1.516691697773153e-13,1.3135229725180202e-08,9.5822460822259897e-09,4.5816005353219058e-18,4.9399827181361555e-12,1.3663407017928493e-08,4.1100870246573024e-07,9.2842157411219804e-09,2.7524277343666976e-06,2.8359561907755257e-06,4.685023118328521e-09,2.5472979635115644e-10,3.841149685174523e-09,1.2902904812629765e-14,3.3555787942450689e-09,2.580566923869127e-14,3.4688165573759458e-06,4.4405516869712505e-08,2.7311571517872629e-12,8.3428457405476314e-08,5.1986948552764121e-10
1.1596137116770027e-08,0.3844651620771335,76.950000000000003,0.0,0.0,0.0,5.1714867948882328e-05,9.4997222968860893,0.0016255832332543901,0.0070306253407729632,8.7143800162470853e-07,8.9120439382501349e-09,5.2865231667741537e-10,3.047910930971624e-06,0.087954001598962828,3.0337040090302068e-06,4.2232185453353492e-17,2.7831481182789056e-08,0.00025842306533541967,0.87876723341589458,0.00014751793448488639,1.1162351824497114e-14,9.2630879017643781e-13,1.4731826742427397e-07,3.6171696586403643e-13,0.00035651330652183535,1.1859412776572961e-08,0.0093673636864888624,0.00941504037210447,8.2982862822377844e-07,4.2880887129180996e-07,8.3074880578472511e-09,0.0020630052912477821,3.6354921275312563e-07,9.3879789934493949e-08,2.8389549646804787e-07,2.4267104532663784e-07,2.0592119745479432e-06,1.8186780532980471e-05,0.011691877525350157,1.1413559329120605e-12,4.481435257877187e-13,1.6520224253280613e-06,5.516782273489987e-07,1.6791559429084614e-08,0.00010247375121845919,0.00031393003929996261,4.7208939386825965e-06,1.1531249611050398e-07,4.8016910520865389e-07,4.0629294903923254e-08,2.5620909626483755e-07,2.0182845269705742e-08,1.2780058652257282e-09,6.2906746376836483e-07,2.1953913759826824e-08,9.8199913142919215e-08,9.2732108995946839e-09,4.3335192402822961e-10,3.5155303918929847e-09,2.311828346855421e-11,0.00011761381263357102,1.2103842309644422e-10,4.2486261344184243e-08,6.5935652171999725e-05,3.7446304417494758e-09,1.1825325383777678e-07,7.1000181590233567e-09,1.9892076512183815e-08,1.2060258787375256e-09,6.6699432034015973e-10,2.6308197604638032e-16,1.9171937990572644e-09,2.4713027145946382e-06,2.1638987053961668e-08,8.5980428545384372e-09,8.1220980381000938e-10,1.8605787527420205e-08,0.00026838736710224886,3.3132531888631034e-09,3.6145276331487763e-06,3.3132550929788193e-09,1.2738349646418015e-05,7.7104412345817002e-18,4.5190641639481599e-18,1.5187129770106972e-13,1.3155068490356518e-08,9.6565170885119502e-09,4.6171031145839115e-18,4.9782720527549827e-12,1.3723910631572853e-08,4.1636121497555803e-07,9.3254144470280142e-09,2.7843864476549797e-06,2.8690792384208763e-06,4.7397434237485678e-09,2.5770494654059091e-10,3.8857723655035545e-09,1.3070935866138201e-14,3.3707916870874917e-09,2.614173032851571e-14,3.5018097939953073e-06,4.4792351980229438e-08,2.7549494449750003e-12,8.4403784135320796e-08,5.2710323448919747e-10
1.1653986451711231e-08,0.38446516214671467,76.950000000000003,0.0,0.0,0.0,5.1501808103128806e-05,9.4997212661575663,0.0016239879455271623,0.0070201472142939342,8.3150865451562162e-07,8.503692784114932e-09,5.2786438563021037e-10,3.033587644244118e-06,0.087498540295626953,3.0291823865967906e-06,4.0297053499867581e-17,2.7398193449364535e-08,0.00025955978204145007,0.87921308180846147,0.00014752103697245528,1.1145714851376739e-14,9.3038306407739553e-13,1.4796896528077763e-07,3.5922457899343415e-13,0.00035669528595731016,1.1317819877523439e-08,0.0093673510392326461,0.0094150811534741592,8.2982741992434791e-07,4.2880824598012917e-07,8.3117030019027386e-09,0.0020716478822878797,3.6507220690612989e-07,9.4273099005452273e-08,2.8389482425594526e-07,2.4368792049062505e-07,2.0678973610533925e-06,1.8213398070948468e-05,0.011701969651541905,1.1461384826235685e-12,4.5002135455505933e-13,1.6531018381595452e-06,5.5211608275366755e-07,1.678522756315818e-08,0.00010263055868462387,0.00031441350026523293,4.7209727642499112e-06,1.1579926650534855e-07,4.817018433554723e-07,4.0582170331682247e-08,2.5653346044207474e-07,2.0267542496595964e-08,1.2796276129824565e-09,6.3246292460197272e-07,2.2145355386021685e-08,9.8328477382507574e-08,9.3232663343505053e-09,4.339233824363208e-10,3.5418342713391365e-09,2.3314211258802237e-11,0.00011810625354304188,1.21696015215185e-10,4.2561671648997278e-08,6.6450474094367486e-05,3.7738679884673773e-09,1.1897366820434455e-07,7.1554542798623883e-09,2.0047353154733435e-08,1.2133751337095692e-09,6.7104125967905963e-10,2.6513558237619199e-16,1.9292446548864475e-09,2.4868410721273094e-06,2.1677579301038384e-08,8.5980312603786231e-09,8.1262180161137553e-10,1.8640631140626941e-08,0.00026939084415406045,3.3161076118765109e-09,3.6418173487445808e-06,3.3161095081755797e-09,1.2812484605363335e-05,7.7574269466049689e-18,4.5466023503027306e-18,1.5207012915242777e-13,1.3174612726172785e-08,9.7309676435988662e-09,4.6526914946002912e-18,5.0166539439979766e-12,1.3784352117521713e-08,4.2175620635094596e-07,9.3665716376381782e-09,2.8165374894520704e-06,2.902403064995744e-06,4.7947954233716724e-09,2.6069813020180098e-10,3.9306637497608622e-09,1.3240300458321717e-14,3.3859922512764473e-09,2.6480458508168867e-14,3.5349353096287114e-06,4.518013545365266e-08,2.7788000594320403e-12,8.538502972979143e-08,5.3439669931810892e-10
1.1711835786652435e-08,0.3844651622097516,76.950000000000003,0.0,0.0,0.0,5.1289854319251426e-05,9.4997202369088427,0.0016223941588329495,0.0070096847607694661,7.9340947502770471e-07,8.1140585025924927e-09,5.2707764030364026e-10,3.0193411319223942e-06,0.087045520123001041,3.0246675204431646e-06,3.8450589963999476e-17,2.6971596787376372e-08,0.00026069493866153653,0.87965651521367272,0.00014752412745369005,1.1129102862424169e-14,9.3445174808351029e-13,1.4861877018263846e-07,3.5677038732912594e-13,0.000356876279740123,1.0801049985404631e-08,0.0093673373280687821,0.0094151200681386431,8.2982612656031123e-07,4.2880757075029359e-07,8.3158951216855087e-09,0.0020802747380372741,3.665924295595294e-07,9.4665692289314919e-08,2.8389408296506145e-07,2.4470294405796834e-07,2.0765669349676346e-06,1.8239620281912997e-05,0.011712033985543333,1.1509123221520223e-12,4.5189576585727195e-13,1.6541790443525906e-06,5.5255281711108219e-07,1.6778959027785183e-08,0.00010278745923071378,0.00031489724282537164,4.7210459453389041e-06,1.1628515058132845e-07,4.8323691648561655e-07,4.0535721144472838e-08,2.5685252279015936e-07,2.0352086573047253e-08,1.2812228542578675e-09,6.3586087570674097e-07,2.2337408357602399e-08,9.8454944021870734e-08,9.3733584921928584e-09,4.344855199902778e-10,3.5681329415943423e-09,2.3510427706029025e-11,0.00011859796549364409,1.2235409344367773e-10,4.2637135089362876e-08,6.6966563413328438e-05,3.8031775012117672e-09,1.1969456389137464e-07,7.2110268518761245e-09,2.0203011805673476e-08,1.2207293006328153e-09,6.7509081383359707e-10,2.6719424154035158e-16,1.941305990415329e-09,2.5023929625149067e-06,2.1716199133268506e-08,8.5980186405439761e-09,8.1303157474854011e-10,1.8675500803504553e-08,0.0002703927558374639,3.3189541596189596e-09,3.6691663951467744e-06,3.3189560438448918e-09,1.2886711927748326e-05,7.8044440461243288e-18,4.5741589533856536e-18,1.5226571595892312e-13,1.3193866743954063e-08,9.8055967981215381e-09,4.688365208968447e-18,5.0551279067645345e-12,1.3844731942794836e-08,4.2719378857404961e-07,9.4076876309263792e-09,2.8488807133285672e-06,2.9359275222019871e-06,4.8501788718534727e-09,2.6370933421369948e-10,3.9758236338232584e-09,1.3411002083337346e-14,3.4011805944342865e-09,2.6821860761047051e-14,3.5681928428395008e-06,4.5568859676182048e-08,2.802708532185984e-12,8.6372189838916543e-08,5.4174999575338007e-10
1.1769685121593639e-08,0.38446516226659927,76.950000000000003,0.0,0.0,0.0,5.1079000619228088e-05,9.4997192091381244,0.0016208018721194232,0.0069992379568944024,7.5705657581053646e-07,7.742283184006587e-09,5.2629201107259043e-10,3.0051708760341853e-06,0.086594927995224391,3.0201594179048226e-06,3.6689172501648182e-17,2.6551590306075379e-08,0.00026182853710750124,0.88009754657053152,0.00014752720599382356,1.1112514735335444e-14,9.3851482796826045e-13,1.4926768322378608e-07,3.5435393036198672e-13,0.00035705629315118347,1.0307965321883339e-08,0.0093673226264185915,0.0094151572016533836,8.2982470312144898e-07,4.2880685358843882e-07,8.3200645082618321e-09,0.0020888858868350012,3.6810987498639295e-07,9.505756951589013e-08,2.8389327725774171e-07,2.4571611968917254e-07,2.0852207247577317e-06,1.8265452960015648e-05,0.01172207067396645,1.1556774793028911e-12,4.5376674456885093e-13,1.6552540553630141e-06,5.5298843630352687e-07,1.6772753678873407e-08,0.00010294445248599504,0.00031538126586693474,4.7211137643729587e-06,1.1677014993433629e-07,4.8477444940406654e-07,4.0489937929110496e-08,2.571663649643394e-07,2.0436477771789325e-08,1.2827919972542746e-09,6.3926129514521751e-07,2.2530073373075904e-08,9.8579345322542437e-08,9.4234870446446557e-09,4.3503848000609775e-10,3.5944258363875592e-09,2.3706928849560067e-11,0.00011908895298158017,1.2301265639627109e-10,4.2712651826767609e-08,6.7483913474381048e-05,3.8325586483729062e-09,1.2041593558181135e-07,7.2667352443630667e-09,2.0359050458611679e-08,1.2280883251358226e-09,6.7914294351819535e-10,2.6925792185937759e-16,1.9533776552179784e-09,2.5179582581532696e-06,2.1754846192812408e-08,8.5980052080119873e-09,8.1343907064239966e-10,1.8710396449933344e-08,0.0002713931052387443,3.3217929639021657e-09,3.696574373193049e-06,3.3217948491565048e-09,1.296103165103594e-05,7.8514923274631377e-18,4.6017336647430041e-18,1.5245811318629388e-13,1.3212834794746509e-08,9.8804036067011136e-09,4.7241237508918339e-18,5.0936934755671905e-12,1.3905050575327158e-08,4.3267407309847571e-07,9.4487627396348632e-09,2.8814159689218543e-06,2.9696524575894565e-06,4.9058935185454317e-09,2.6673854617334906e-10,4.021251808067625e-09,1.3583044160281852e-14,3.4163568234299535e-09,2.7165943877728299e-14,3.6015821336048779e-06,4.5958517088358318e-08,2.8266744212042292e-12,8.7365259990196644e-08,5.491632383220221e-10
1.1827534456534842e-08,0.38446516231759154,76.950000000000003,0.0,0.0,0.0,5.0869241058942966e-05,9.4997181828434485,0.0016192110843329256,0.0069888067794257307,7.2236990812405958e-07,7.3875482062586723e-09,5.2550763219422372e-10,2.9910765490225306e-06,0.086146750896533536,3.0156580586137701e-06,3.5007959904290124e-17,2.6138074526418783e-08,0.00026296057928967321,0.8805361887485369,0.00014753027265766917,1.1095952671445874e-14,9.4257235095914564e-13,1.4991570549729547e-07,3.5197442612173299e-13,0.00035723533144309028,9.8374801729647695e-09,0.0093673070038490947,0.0094151926356588877,8.2982324420239282e-07,4.2880609157030373e-07,8.3242113331594392e-09,0.0020974813569342721,3.6962456726528224e-07,9.5448734240954309e-08,2.8389241156057863e-07,2.467274502357991e-07,2.0938587588375247e-06,1.8290901818045353e-05,0.011732079862635305,1.160433944842686e-12,4.5563433987719644e-13,1.6563268826553293e-06,5.534229462027334e-07,1.6766611097810262e-08,0.00010310153808207365,0.00031586556828331854,4.7211764909054179e-06,1.1725426615728523e-07,4.8631456514982309e-07,4.0444811371513228e-08,2.574750674162141e-07,2.0520716366715722e-08,1.2843354441584103e-09,6.4266416111028784e-07,2.2723351179111308e-08,9.8701713072351063e-08,9.4736516500219368e-09,4.3558240369712195e-10,3.6207123999133428e-09,2.3903710786819558e-11,0.0001195792204776149,1.2367169407201001e-10,4.2788221662317164e-08,6.8002517651346095e-05,3.8620109698195877e-09,1.2113777797039508e-07,7.3225785947787203e-09,2.0515467115553858e-08,1.2354521532681269e-09,6.8319763734967404e-10,2.7132660695303573e-16,1.9654596489415089e-09,2.5335368322305744e-06,2.1793520472078959e-08,8.5979908677073676e-09,8.1384442754753474e-10,1.874531802512562e-08,0.00027239189542524131,3.3246239463061076e-09,3.7240408851585784e-06,3.3246258206618147e-09,1.3035443812372249e-05,7.8985711665047534e-18,4.6293264899037559e-18,1.5264735985913386e-13,1.3231521070028778e-08,9.9553871280111808e-09,4.7599667787248782e-18,5.1323501238243434e-12,1.3965308478577895e-08,4.3819717085125276e-07,9.4897972764750041e-09,2.9141431019776181e-06,3.0035777146084011e-06,4.9619391035884415e-09,2.697857496957412e-10,4.0669480574294369e-09,1.3756430332851967e-14,3.4315210445955113e-09,2.7512715225263985e-14,3.6351029233078171e-06,4.6349100184768808e-08,2.8506972198721559e-12,8.8364235589894459e-08,5.5663654034988866e-10
1.187345469519866e-08,0.38446516235411454,76.950000000000003,0.0,0.0,0.0,5.0703511014024796e-05,9.4997173692303907,0.0016179493989377941,0.0069805377221200705,6.9597147521412427e-07,7.1175756978052541e-09,5.248858248648316e-10,2.9799424099733794e-06,0.085792703066634612,3.0120897130038165e-06,3.3728552679321529e-17,2.5814385684164287e-08,0.00026385807663745469,0.88088268615879806,0.00014753269853298964,1.1082823319040373e-14,9.4578920323071958e-13,1.5042946581189243e-07,3.5011163820613572e-13,0.00035737675952752477,9.4794148005006692e-09,0.0093672939911324336,0.009415219604638779,8.2982202910798395e-07,4.2880545837091703e-07,8.3274870418842875e-09,0.0021042932137101118,3.708249504389178e-07,9.575872985712737e-08,2.8389168446217506e-07,2.4752892332574548e-07,2.1007043477421163e-06,1.8310833351358555e-05,0.011740005576951672,1.1642034151874852e-12,4.571143936873168e-13,1.6571769354091051e-06,5.5376707005256705e-07,1.6761779554817377e-08,0.00010322629659724987,0.00031625020099521761,4.7212228279803438e-06,1.1763792521288683e-07,4.87539013343848e-07,4.0409451741722052e-08,2.5771650580070653e-07,2.0587475676872257e-08,1.2855425859503907e-09,6.4536705033668269e-07,2.2877210018250008e-08,9.8797420402081838e-08,9.5134973004364456e-09,4.3600782396441398e-10,3.6415735484798114e-09,2.4060111730850549e-11,0.00011996788039355341,1.2419516955840853e-10,4.2848245801578423e-08,6.8415069083782479e-05,3.8854403953104479e-09,1.217111010685397e-07,7.3670021747358268e-09,2.0639896933728869e-08,1.2413008727328742e-09,6.8641801230049363e-10,2.7297225008793173e-16,1.9750574629820683e-09,2.5459123227617681e-06,2.182423924024737e-08,8.5979789008098563e-09,8.1416462272042562e-10,1.8773056859201151e-08,0.00027318361729219271,3.3268656426346932e-09,3.745884945087523e-06,3.3268675076675202e-09,1.3094577296705394e-05,7.9359635482637768e-18,4.6512420718034976e-18,1.5279537581857417e-13,1.3246156186195828e-08,1.0015033505307291e-08,4.7884784274559183e-18,5.163099936374912e-12,1.401309768292343e-08,4.426119060052047e-07,9.52234141529994e-09,2.9402580832736731e-06,3.0306497651766257e-06,5.0066629778595918e-09,2.7221739062894163e-10,4.1034120043185704e-09,1.3895021733412645e-14,3.4435497769312294e-09,2.7789897231364851e-14,3.661804849342327e-06,4.6659795337952606e-08,2.8698065169333026e-12,8.9161413934473233e-08,5.626116082309926e-10
1.1919374933862479e-08,0.38446516238730577,76.950000000000003,0.0,0.0,0.0,5.0538463728608589e-05,9.4997165565452981,0.0016166886568280815,0.0069722784848271092,6.7053812386300586e-07,6.8574729386459221e-09,5.2426474520798841e-10,2.9688556221238703e-06,0.085440162351084772,3.008525608940001e-06,3.2495985582552454e-17,2.5494676386496217e-08,0.00026475459553564848,0.88122769257903055,0.00014753511699763471,1.1069709388382998e-14,9.4900254457648222e-13,1.5094266608528871e-07,3.4827160213997481e-13,0.00035751757907948864,9.1344390769521279e-09,0.0093672804714156361,0.0094152455892553711,8.2982076025325957e-07,4.2880480287704658e-07,8.3307486491795927e-09,0.0021110952231753618,3.7202359626345513e-07,9.6068277001127794e-08,2.8389092422030072e-07,2.4832923777762472e-07,2.1075400409592548e-06,1.8330529370537605e-05,0.011747914127193828,1.1679674372597806e-12,4.5859230411015735e-13,1.6580256250423493e-06,5.5411050151655012e-07,1.6756987205040096e-08,0.0001033511128837483,0.00031663500850183547,4.7212662419012641e-06,1.1802102960138808e-07,4.8876522534353977e-07,4.0374495501124673e-08,2.5795479471613012e-07,2.0654139137526819e-08,1.2867339819076718e-09,6.4807145660225852e-07,2.3031455896297249e-08,9.8891881587180883e-08,9.5533653168759902e-09,4.3642770679877944e-10,3.6624300954856777e-09,2.4216685281935058e-11,0.00012035609165424628,1.2471894181149095e-10,4.2908303258576835e-08,6.8828403291964452e-05,3.9089142808982693e-09,1.2228471485024398e-07,7.4115100542370381e-09,2.0764562688181222e-08,1.2471525586316332e-09,6.896399624289915e-10,2.7462101276021398e-16,1.9846616335891736e-09,2.5582960383369204e-06,2.1854975070355031e-08,8.5979664962093071e-09,8.144834292243473e-10,1.8800811967111117e-08,0.00027397436013181333,3.3291025076567088e-09,3.7677654401210352e-06,3.329104366620192e-09,1.3153769068030228e-05,7.9733749180746712e-18,4.6731687523083543e-18,1.5294146538620725e-13,1.3260618400771393e-08,1.007479017197279e-08,4.8170427592989577e-18,5.1939066106443428e-12,1.4060849140727692e-08,4.470537424622336e-07,9.5548603409058998e-09,2.9664937867910517e-06,3.0578478557327295e-06,5.0515950750156452e-09,2.7466035262959121e-10,4.1400446146793568e-09,1.4034463893253971e-14,3.4555710623620726e-09,2.8068780747176892e-14,3.6885893431182019e-06,4.6971065367735935e-08,2.8889511755801501e-12,8.9962307940902605e-08,5.6862464599271502e-10
1.1965295172526297e-08,0.3844651624173085,76.950000000000003,0.0,0.0,0.0,5.0374096277692249e-05,9.4997157447872027,0.0016154288574750293,0.0069640290559658717,6.4603457338915297e-07,6.606879125997435e-09,5.236444032359223e-10,2.9578160038541832e-06,0.085089122333280781,3.0049657382359889e-06,3.1308479194133103e-17,2.5178898740318814e-08,0.00026565013693773218,0.88157121435374008,0.0001475375280834654,1.1056611034147132e-14,9.5221238184110012e-13,1.5145530686305743e-07,3.4645402757954331e-13,0.00035765779268844233,8.8020744846025315e-09,0.0093672664749226003,0.0094152706254909367,8.2981944945955869e-07,4.2880412556791077e-07,8.3339962213534648e-09,0.0021178873993986983,3.7322050911604505e-07,9.6377376612860502e-08,2.8389013275771495e-07,2.4912839518449496e-07,2.1143658526292788e-06,1.8349992625855457e-05,0.011755805585250122,1.1717260168745453e-12,4.6006807760329771e-13,1.6588729572099667e-06,5.5445324349031831e-07,1.6752233847729303e-08,0.00010347598676033214,0.00031701999025877714,4.7213068514871646e-06,1.1840358011551512e-07,4.8999326036925033e-07,4.0339938125093488e-08,2.581899728200439e-07,2.0720706884640326e-08,1.2879098252856564e-09,6.5077736913058532e-07,2.3186089249894656e-08,9.898511190416904e-08,9.5932555395326612e-09,4.3684212006637855e-10,3.6832817766159059e-09,2.4373429564369901e-11,0.00012074385646195609,1.2524300824663047e-10,4.296839391727649e-08,6.9242516998865999e-05,3.9324324325096727e-09,1.2285861672297424e-07,7.4561018649394751e-09,2.0889463390824378e-08,1.2530071845240098e-09,6.9286347509268579e-10,2.7627288273178673e-16,1.9942721211559749e-09,2.5706879168025489e-06,2.1885727976235386e-08,8.5979536532979422e-09,8.1480086369303462e-10,1.8828583322437973e-08,0.00027476412545425662,3.3313345442008122e-09,3.7896821732683738e-06,3.3313363969682287e-09,1.3213019144509381e-05,8.0108050840394026e-18,4.6951064491770365e-18,1.5308565134258665e-13,1.327490973177936e-08,1.0134656662480791e-08,4.8456595606798665e-18,5.2247699030339762e-12,1.4108563079841174e-08,4.5152273500079344e-07,9.5873542077372577e-09,2.992850130239019e-06,3.0851719025538313e-06,5.0967352564672157e-09,2.7711462794609398e-10,4.1768457737590521e-09,1.4174758544593423e-14,3.4675849532784456e-09,2.8349369245225465e-14,3.7154562771555986e-06,4.7282906591831129e-08,2.9081309655731717e-12,9.0766915151478162e-08,5.7467570872669963e-10
1.2011215411190116e-08,0.3844651624442695,76.950000000000003,0.0,0.0,0.0,5.0210405750351099e-05,9.4997149339551417,0.0016141700003493701,0.0069557894239661118,6.2242683086747639e-07,6.3654466165762821e-09,5.2302479807781692e-10,2.9468233553482597e-06,0.084739576623941854,3.0014100956174604e-06,3.0164386112687838e-17,2.486700539192443e-08,0.00026654470179659042,0.88191325780043284,0.00014753993182218075,1.1043528236926092e-14,9.5541871843692471e-13,1.5196738869043257e-07,3.4465864594314842e-13,0.00035779740293282109,8.4818599716441935e-09,0.0093672520306432097,0.0094152947480143929,8.2981809905608596e-07,4.2880342779365676e-07,8.3372298177681019e-09,0.0021246697564301122,3.7441569141899726e-07,9.6686029321999928e-08,2.8388931191850921e-07,2.4992639720181759e-07,2.1211817968715399e-06,1.8369225836667743e-05,0.011763680022702646,1.1754791618243005e-12,4.6154171722176782e-13,1.6597189375359946e-06,5.5479529885513848e-07,1.6747519310132396e-08,0.00010360091804663877,0.00031740514572430056,4.7213447712077567e-06,1.1878557754681794e-07,4.9122317697289353e-07,4.0305775128868117e-08,2.5842207831405412e-07,2.0787179053619095e-08,1.2890703070608752e-09,6.5348477718391617e-07,2.3341110533860672e-08,9.907712645000301e-08,9.6331678115512512e-09,4.372511308362512e-10,3.7041283314783425e-09,2.4530342724397976e-11,0.00012113117700905194,1.2576736676096236e-10,4.3028517701126105e-08,6.9657406938337615e-05,3.9559946647954297e-09,1.2343280411141672e-07,7.5007772556180351e-09,2.1014598056865935e-08,1.2588647241261848e-09,6.9608853595961224e-10,2.7792784697831194e-16,2.0038888777251542e-09,2.5830878963689921e-06,2.1916497933944363e-08,8.5979403986961561e-09,8.1511693180309011e-10,1.8856370897702894e-08,0.00027555291476299808,3.333561772901159e-09,3.8116349481124282e-06,3.3335636194650071e-09,1.3272327544184305e-05,8.0482538781186234e-18,4.7170550639221947e-18,1.5322795704135146e-13,1.3289032174597834e-08,1.0194632512853948e-08,4.8743286098946499e-18,5.2556895743663113e-12,1.4156239727267152e-08,4.5601893819304356e-07,9.6198231693684557e-09,3.0193270298395436e-06,3.1126218203473263e-06,5.142083381269438e-09,2.7958020892195266e-10,4.2138153647250023e-09,1.4315907400412496e-14,3.4795915018268396e-09,2.8631666151416603e-14,3.7424055245216097e-06,4.7595315348837617e-08,2.9273456617482858e-12,9.1575233062155432e-08,5.8076485106274838e-10
1.2057135649853934e-08,0.38446516246832213,76.950000000000003,0.0,0.0,0.0,5.0047389249422588e-05,9.4997141240481362,0.0016129120849213367,0.0069475595772706513,5.9968214452509486e-07,6.1328404596844633e-09,5.2240592886406174e-10,2.9358774753663454e-06,0.084391518860989403,2.9978586763504787e-06,2.9062119083946557e-17,2.4558949522256132e-08,0.00026743829106451456,0.88225382920971895,0.00014754232824531883,1.1030460979301633e-14,9.5862155777921875e-13,1.52478912112309e-07,3.4288519135494283e-13,0.00035793641238008147,8.1733513201718292e-09,0.0093672371663712783,0.0094153179902288324,8.2981671150734492e-07,4.2880271084481177e-07,8.3404494978284837e-09,0.0021314423082986933,3.7560914564772052e-07,9.6994235763886453e-08,2.8388846347107543e-07,2.5072324548121792e-07,2.1279878877844406e-06,1.8388231691715944e-05,0.011771537510828439,1.1792268798784681e-12,4.6301322601691325e-13,1.6605635716169715e-06,5.5513667047892389e-07,1.6742843429624811e-08,0.00010372590656317861,0.00031779047435930263,4.7213801113348929e-06,1.1916702268567093e-07,4.9245503304501089e-07,4.0272002067649258e-08,2.5865114894859732e-07,2.0853555779731507e-08,1.2902156159548565e-09,6.561936700677985e-07,2.3496520220987032e-08,9.9167940143937155e-08,9.6731019747698658e-09,4.376548053885566e-10,3.7249695035538467e-09,2.4687422929966126e-11,0.00012151805547805416,1.2629201525884112e-10,4.3088674550719446e-08,7.0073069855087377e-05,3.9796007928629352e-09,1.2400727445540379e-07,7.545535875717115e-09,2.1139965704788784e-08,1.2647251513096392e-09,6.9931513083992771e-10,2.795858925187685e-16,2.0135118557015953e-09,2.5954959155980261e-06,2.1947284903395273e-08,8.5979267589346881e-09,8.154316393902492e-10,1.8884174665045081e-08,0.000276340729555002,3.3357842142020235e-09,3.8336235688101006e-06,3.3357860545997645e-09,1.3331694284975572e-05,8.085721133265817e-18,4.739014498638429e-18,1.5336840555522331e-13,1.3302987702179678e-08,1.0254717260662346e-08,4.9030496859787468e-18,5.2866653862399138e-12,1.4203879309165056e-08,4.60542406405456e-07,9.6522673785084748e-09,3.0459244003398511e-06,3.1401975222645616e-06,5.1876393059251219e-09,2.8205708775379634e-10,4.2509532686822243e-09,1.4457912167262805e-14,3.4915907599109309e-09,2.8915674878869128e-14,3.7694369588278166e-06,4.790828799812639e-08,2.9465950401839631e-12,9.2387259122940101e-08,5.8689212717206026e-10
