Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993)
3.6487731368795475e-11,0.38442387577767295,76.950000000000003,0.0,0.0,0.0,0.87810551712298524,9.4999789205467078,0.00023580973225603645,0.0021393015390950708,0.0020886856156660839,1.9726616585165185e-05,1.608815827485415e-10,0.00077339851255550868,0.029234108453928643,9.1706576491266019e-07,9.3479890176571598e-14,3.7415441076379888e-10,1.0440938379611202e-07,0.086254957230426435,3.0672630031262477e-06,3.3742944736992293e-15,9.8423270448477712e-16,1.4477947780770902e-11,1.9366804456664873e-15,9.0365777481917151e-06,1.7324069507984972e-05,1.5340446412334533e-05,1.5342508397312499e-05,1.3538294075841927e-09,6.9378665642180677e-10,8.1131877424548273e-10,1.0752402115296221e-06,1.8898462415372917e-10,4.7490667791802298e-11,8.2547612597084982e-14,1.1190627431906185e-10,1.9639471319802927e-10,8.2236017279223303e-14,0.0010509336390714453,5.2632230461244686e-16,2.0667444511166809e-16,1.4116587972202334e-05,1.7905182910106385e-06,9.3832561566875881e-07,2.1236130873047569e-05,1.2590872198947604e-05,8.1895166684861292e-14,6.5889120634652996e-12,1.00775960730791e-12,9.9491630642614409e-13,1.070513532066751e-14,9.8126665800148989e-12,2.5126331943030575e-17,5.2374819526454516e-09,4.6314950290764844e-16,2.3305180439061997e-16,7.5415869518749955e-11,1.9679198097793082e-19,8.145429386623203e-20,1.8221984682971228e-22,9.7671073188352584e-09,9.6791094580867382e-13,6.0132769146832673e-10,2.3633079292735512e-09,1.3390487304057284e-13,6.1133628628352466e-12,2.5325286019742336e-13,6.1671528025890861e-13,5.2311309445335386e-14,3.8138517217899037e-14,8.1563653063708092e-21,1.233656824865979e-13,1.5948821452108767e-10,2.9553716406406709e-10,1.387554553091913e-11,7.9687092413986978e-11,1.8600839094728367e-10,4.3168534201020597e-07,5.2926819935678375e-10,7.0909697802913014e-12,5.2926834221806074e-10,2.1121306604398793e-10,3.3443994583491743e-22,1.9601415507805715e-22,3.5992428585539517e-22,5.4150924780737941e-18,4.875739828058521e-13,2.3416612772996402e-22,2.5121333086569515e-16,3.4420471077995736e-13,6.8183130886732768e-14,2.1868024121843347e-13,5.4247034624039324e-13,6.5685122205611486e-14,1.0535176912993187e-16,5.8586273475002219e-18,4.7496910574236285e-16,2.3476578591208543e-21,6.3839671142698651e-14,4.2797929544073179e-21,1.3094616071959917e-13,1.1207381123274914e-14,6.8849794348468236e-19,1.7130344945704565e-15,1.3841731860456166e-19
3.7475518293290974e-11,0.38442387812846995,76.950000000000003,0.0,0.0,0.0,0.87502812993125678,9.4999783754814278,0.00024177529378783559,0.0021898116270959666,0.0021370540741302048,2.0232790413826339e-05,1.6468007778293235e-10,0.00077071520881402428,0.029978032213284853,9.389067831323802e-07,9.5878531454806594e-14,4.0155567617090866e-10,1.0992402869946408e-07,0.088455266512725603,3.2209926513054937e-06,3.4546573348027888e-15,1.0163903167515446e-15,1.5579611177530083e-11,2.0787524113181503e-15,9.4761998463692459e-06,1.7965382161263533e-05,1.6403292698243063e-05,1.6405498049886963e-05,1.4477991841488424e-09,7.4212852001505295e-10,8.3213383660817448e-10,1.127673153156315e-06,1.9821444737793923e-10,4.9843897507772393e-11,9.6950914459668119e-14,1.1773660056262832e-10,2.1029913114591358e-10,9.6849552910327124e-14,0.0010780462327716904,5.5374594772530924e-16,2.1744253287277773e-16,1.4209325986285285e-05,1.7890422302539346e-06,9.3594153708451125e-07,2.1588408190140235e-05,1.3145514772043441e-05,9.6436369262162e-14,7.1358739358752919e-12,1.1119216401513997e-12,1.0974850566139199e-12,1.2130582919365553e-14,1.030868258330111e-11,2.8909253201387734e-17,5.453484202518835e-09,5.2405083278741926e-16,2.710626715758933e-16,7.8587266792279376e-11,2.3415056212958034e-19,9.6550056236160479e-20,2.1936256745165511e-22,1.0507004325753498e-08,1.0078441314826371e-12,6.4034858673830927e-10,2.5350891807062272e-09,1.4364840460794434e-13,6.470180845850765e-12,2.7170080015897988e-13,6.6449854340113285e-13,5.5598053566744478e-14,4.0334783219211496e-14,8.7883219934648672e-21,1.3230317735212055e-13,1.710546010754899e-10,3.1505791600400878e-10,1.4843452974587949e-11,8.1721178615963505e-11,1.9998961668072651e-10,4.4852727933232706e-07,5.3635634781096843e-10,7.6825423248420225e-12,5.3635648454085371e-10,2.3167349019104545e-10,3.5545296565730684e-22,2.0832981690946388e-22,4.1864406722766196e-22,6.5455879926569396e-18,5.2200778915008825e-13,2.5068193188420619e-22,2.6895944894434667e-16,3.7782181427647895e-13,7.4135271661078237e-14,2.4050365604443438e-13,5.9694462844304461e-13,7.4141777314405287e-14,1.1901567883416894e-16,6.6142524717373043e-18,5.2867257614407067e-16,2.5488549338414865e-21,7.0582969017212531e-14,4.6534530520789519e-21,1.4766477323394521e-13,1.2368170121209183e-14,7.5983342498445407e-19,1.932019654700654e-15,1.5943432994231009e-19
3.8463305217786474e-11,0.3844238806676221,76.950000000000003,0.0,0.0,0.0,0.87196187836387651,9.4999778343768746,0.00024771983441752117,0.0022399666764752022,0.0021850336945191989,2.0734906506264993e-05,1.6845187238929316e-10,0.0007680416155822357,0.030719271819111285,9.6059427274502153e-07,9.8257944055002784e-14,4.3012719738658389e-10,1.1556930393333559e-07,0.090647930360015991,3.3777457571643766e-06,3.5344552955887757e-15,1.0488230498811889e-15,1.6730454027783614e-11,2.2269115168347519e-15,9.9233413108599388e-06,1.8606897445007442e-05,1.750477682187098e-05,1.7507130779829749e-05,1.5451921584764944e-09,7.9223920525167345e-10,8.5287657034463899e-10,1.1812231748341235e-06,2.0764123263461078e-10,5.2248206588533143e-11,1.1333087540918768e-13,1.2370078191259024e-10,2.2478935169298023e-10,1.1352302661769808e-13,0.0011050714485191266,5.8179924629019941e-16,2.2845784628590773e-16,1.4294755635094219e-05,1.7873166780469643e-06,9.3352315192122536e-07,2.193297335334651e-05,1.3705519397323406e-05,1.1302487496339444e-13,7.7111078719920553e-12,1.2236000703739393e-12,1.2074174411251974e-12,1.3699668443962334e-14,1.0815701345387019e-11,3.3130445179700026e-17,5.6708952738316066e-09,5.9097016568449154e-16,3.1399121915302063e-16,8.1780463158093295e-11,2.7727573541333815e-19,1.1393043552184028e-19,2.6273990016676355e-22,1.1278922320598617e-08,1.0480386213116609e-12,6.8052000641533391e-10,2.7138210448501323e-09,1.5378664309336801e-13,6.8385796438038767e-12,2.9089695910184709e-13,7.1436407353742444e-13,5.8999025120561341e-14,4.2600224579934275e-14,9.4478176341976201e-21,1.4159995254025489e-13,1.8308626473370517e-10,3.3516820424155862e-10,1.5846821747728259e-11,8.3748196652262842e-11,2.1448950852218752e-10,4.6561303527365225e-07,5.4341114899152253e-10,8.3076876134705292e-12,5.4341127892073424e-10,2.5343936336294419e-10,3.7719627153763657e-22,2.2107349699387945e-22,4.8496278784351317e-22,7.8694561794188936e-18,5.5774797823027596e-13,2.678234162879078e-22,2.8737903956329491e-16,4.1357449984289051e-13,8.0431804752666409e-14,2.6374653838994913e-13,6.5509916877915976e-13,8.3401148883255356e-14,1.3398641846930688e-16,7.4417336952622417e-18,5.8655553161680122e-16,2.7613720510679139e-21,7.7795664022406293e-14,5.0487360478357973e-21,1.659608878009552e-13,1.3611760619358085e-14,8.3625925147044798e-19,2.1716051853558767e-15,1.8295212262336499e-19
3.9451092142281974e-11,0.3844238833950088,76.950000000000003,0.0,0.0,0.0,0.86890671969603861,9.4999772972049001,0.00025364343019200627,0.0022897692109969661,0.0022326272776587268,2.1232993821744415e-05,1.7219715636583182e-10,0.00076537769558057342,0.031457836982977508,9.8212932514919051e-07,1.0061826520843686e-13,4.5988297304703783e-10,1.2134439921049586e-07,0.092832976586145477,3.5374743591904319e-06,3.6136923718004742e-15,1.0815302598675996e-15,1.7931071593201565e-11,2.3812318094891703e-15,1.0377825497426835e-05,1.9248300072535578e-05,1.8644901385183247e-05,1.8647409190977268e-05,1.6460086578388924e-09,8.4411898940224478e-10,8.7354723859914787e-10,1.2358823280083676e-06,2.1726357839794681e-10,5.4703231570681016e-11,1.3188638724957909e-13,1.2979786592785078e-10,2.3987286057061761e-10,1.3247303425087825e-13,0.001132009261611345,6.104777198644611e-16,2.3971862616612819e-16,1.4373257229243818e-05,1.7853677881946248e-06,9.3107283073659434e-07,2.2270093046929833e-05,1.4270587034702582e-05,1.3187552967150764e-13,8.3151537424885561e-12,1.3431110013461295e-12,1.3250191526138147e-12,1.5422411907821818e-14,1.1333645169884293e-11,3.7825976539431316e-17,5.8895979382521371e-09,6.6431261896927963e-16,3.6231522167444504e-16,8.499368507091728e-11,3.2686150785811849e-19,1.3386705170269866e-19,3.1318328397102149e-22,1.2083158618039293e-08,1.088472755797332e-12,7.2182338307456091e-10,2.8995457408630538e-09,1.6432199394062708e-13,7.2186830519686772e-12,3.1084591239701601e-13,7.6632731553738559e-13,6.2515487018278052e-14,4.493549705115867e-14,1.0135056493642231e-20,1.5125804594492117e-13,1.9558582896466577e-10,3.5585876610577714e-10,1.6885658055432643e-11,8.5768172236523633e-11,2.2950263355462775e-10,4.8294069625900806e-07,5.5043318901758568e-10,8.9674575195874947e-12,5.5043331147245706e-10,2.7654917456713425e-10,3.9967793760184483e-22,2.3424992754989167e-22,5.596189144304341e-22,9.412713173464306e-18,5.9479741055200417e-13,2.8559193794668079e-22,3.0647358053965992e-16,4.5152277139806753e-13,8.7082863834732575e-14,2.884501188967802e-13,7.170610174022177e-13,9.3512619484513609e-14,1.5034504566563326e-16,8.3455002895480357e-18,6.4879391041666136e-16,2.9855253752367439e-21,8.5492897068740846e-14,5.4662782778341615e-21,1.8593141825220151e-13,1.494141826548479e-14,9.1797626380950019e-19,2.4330419313528194e-15,2.0918891557629188e-19
4.0438879066777474e-11,0.38442388631042934,76.950000000000003,0.0,0.0,0.0,0.86586261138375287,9.4999767639374841,0.00025954615686656595,0.0023392217360701959,0.0022798376039324499,2.172708118524478e-05,1.7591611813027833e-10,0.00076272341168738219,0.032193737379249125,1.0035130238051985e-06,1.029596315100628e-13,4.9083651487363401e-10,1.2724850849453253e-07,0.095010432895756197,3.7001310627475804e-06,3.6923725499718345e-15,1.1145112930032201e-15,1.9182034248052844e-11,2.5417848362607472e-15,1.0839478888272154e-05,1.9889295390167518e-05,1.9823650626108995e-05,1.9826317520713433e-05,1.7502473760956191e-09,8.9776729861443004e-10,8.9414610348264985e-10,1.2916427206297548e-06,2.270800931052052e-10,5.7208611574140462e-11,1.5282894392507718e-13,1.3602690693320847e-10,2.5555691096298457e-10,1.5393119603465595e-13,0.0011588596662762492,6.3977691983296687e-16,2.5122312582515827e-16,1.4445191804973879e-05,1.7832186089467974e-06,9.2859281195030126e-07,2.2600024672461496e-05,1.4840430174666261e-05,1.5321802308076596e-13,8.9485369190417873e-12,1.4707742235610531e-12,1.4505991516218439e-12,1.730922989143311e-14,1.1862436882335845e-11,4.303368929846463e-17,6.109480146609775e-09,7.4449795758058327e-16,4.1654400894615813e-16,8.8225237201407608e-11,3.8366253162676589e-19,1.566553259844306e-19,3.7160726039580888e-22,1.2919993628955019e-08,1.1291258320859895e-12,7.6423957043006887e-10,3.0923017875626413e-09,1.7525665208239653e-13,7.6106144057883039e-12,3.3155183563170069e-13,8.2040245539809285e-13,6.6148701569962456e-14,4.7341254083999384e-14,1.0850226187723104e-20,1.6127930226901824e-13,2.0855566608803119e-10,3.7712002557409963e-10,1.7959950997519e-11,8.7781130981425653e-11,2.4502309648517366e-10,5.005083622531221e-07,5.5742302628340469e-10,9.6629095708057296e-12,5.5742314058632346e-10,3.0104082033206531e-10,4.2290603413081085e-22,2.4786383854252111e-22,6.4339969993893014e-22,1.1203940252294855e-17,6.3315825588244e-13,3.0398852385299109e-22,3.2624419341489454e-16,4.9172548257872771e-13,9.4098582439550596e-14,3.146548630429845e-13,7.8295681567422957e-13,1.0452688429026991e-13,1.6817479809318882e-16,9.3300995888613958e-18,7.1556386998257626e-16,3.221630734575325e-21,9.368956292074038e-14,5.9067160699359539e-21,2.0767589733552105e-13,1.6360425498303865e-14,1.0051863368830667e-18,2.7176130244110213e-15,2.3837513604468253e-19
4.1426665991272974e-11,0.38442388941360783,76.950000000000003,0.0,0.0,0.0,0.86282951106296124,9.4999762345467484,0.00026542808990606958,0.0023883267388864382,0.0023266674334569007,2.2217197267482061e-05,1.7960894473038045e-10,0.00076007872693815135,0.032926982645244789,1.0247464442947035e-06,1.0528217882380426e-13,5.2300085688912691e-10,1.3328082998982862e-07,0.09718032688478663,3.8656690337626463e-06,3.7704997876481943e-15,1.1477654861148602e-15,2.0483888122062515e-11,2.7086396908056781e-15,1.1308131039286383e-05,2.0529608154330297e-05,2.1040991623904878e-05,2.1043822845499472e-05,1.8579054808664034e-09,9.5318276371241358e-10,9.1467342607752193e-10,1.3484965167680587e-06,2.3708939508859513e-10,5.9763988284507412e-11,1.7638291333059792e-13,1.4238696597309464e-10,2.7184852815984653e-10,1.7814462720340115e-13,0.0011856226744210931,6.6969242919070099e-16,2.6296961098601054e-16,1.4510902090334398e-05,1.780889489394515e-06,9.260852099000887e-07,2.2923016637832239e-05,1.5414772424597708e-05,1.7729734708633348e-13,9.611768459303988e-12,1.6069130850695164e-12,1.5844695325398934e-12,1.9370938823938071e-14,1.2401999828338737e-11,4.879322421101923e-17,6.3304348159173496e-09,8.3196062118582587e-16,4.7721957627037516e-16,9.1473499220680199e-11,4.4849741772452144e-19,1.8261583558218126e-19,4.3901503788342646e-22,1.3789691513571487e-08,1.1699780646314576e-12,8.0774891065021766e-10,3.2921241674711337e-09,1.8659261127165841e-13,8.0144964773143918e-12,3.5301852232867842e-13,8.7660247628996134e-13,6.9899929207212471e-14,4.9818146250270946e-14,1.1593498424448557e-20,1.7166538169024282e-13,2.2199790856525213e-10,3.9894212863001525e-10,1.906967368968165e-11,8.9787098399148327e-11,2.610445800311072e-10,5.1831414668554383e-07,5.6438119312503045e-10,1.039510661583029e-11,5.6438129859486826e-10,3.2695158321244049e-10,4.4688861939588017e-22,2.6191995289803208e-22,7.3714290057249384e-22,1.3274442807511511e-17,6.7283203219895179e-13,3.2301388959808642e-22,3.4669166354259971e-16,5.3424031010274984e-13,1.0148909158875521e-13,3.4240045107062152e-13,8.529127326549891e-13,1.1649592271694082e-13,1.8756104685817758e-16,1.0400194446079769e-17,7.8704164743614927e-16,3.4700035663602768e-21,1.0240030031409819e-13,6.3706855948716501e-21,2.3129642519168794e-13,1.7872079815038742e-14,1.0980922729752941e-18,3.0266331551815937e-15,2.7075370179655759e-19
4.2414452915768473e-11,0.38442389270419947,76.950000000000003,0.0,0.0,0.0,0.85980737654866324,9.4999757090049961,0.00027128930448620873,0.0024370866885566156,0.0023731195062499776,2.2703370570034354e-05,1.8327582185417787e-10,0.00075744360452474971,0.033657582381392583,1.0458306543798774e-06,1.0758604221207034e-13,5.5638856447335178e-10,1.3944056613132354e-07,0.099342686040970254,4.0340419924816269e-06,3.8480780136040258e-15,1.1812921667984628e-15,2.1837155728067717e-11,2.8818630595739312e-15,1.1783614528174987e-05,2.1168981379851822e-05,2.2296875433532115e-05,2.229987621540772e-05,1.968978714392103e-09,1.0103632727106122e-09,9.3512946644229306e-10,1.4064359362274892e-06,2.472901125074693e-10,6.236900593547444e-11,2.0278579273055842e-13,1.4887711076557745e-10,2.8875451411456733e-10,2.0537639839603979e-13,0.0012122983144760178,7.0021986232644803e-16,2.7495635969805047e-16,1.4570713424429843e-05,1.7783984314401176e-06,9.235520223093635e-07,2.3239308640269337e-05,1.5993348108558913e-05,2.0437424356834572e-13,1.0305345299922729e-11,1.7518543643650632e-12,1.726945392197731e-12,2.1618758078378663e-14,1.2952257871580502e-11,5.5146045025858642e-17,6.5523596250011702e-09,9.2714974268542899e-16,5.4491769563513174e-16,9.4736922714786769e-11,5.2225211437710918e-19,2.1209570225479808e-19,5.1650423730198821e-22,1.4692500811226496e-08,1.2110105474476908e-12,8.5233129763378068e-10,3.4990444841463843e-09,1.9833167303122732e-13,8.4304513776782427e-12,3.7524940094047028e-13,9.3493921229080691e-13,7.3770427275572379e-14,5.2366820696793776e-14,1.2365029714567548e-20,1.8241776817096776e-13,2.35914459826505e-10,4.2131497651027024e-10,2.0214784318625732e-11,9.1786099901831185e-11,2.7756038311491828e-10,5.3635617637439218e-07,5.7130819736572248e-10,1.116511649851927e-11,5.7130829331825053e-10,3.543181126343318e-10,4.7163373193846784e-22,2.7642298197903172e-22,8.4173849429141102e-22,1.5658412601241398e-17,7.1381964277913924e-13,3.4266845709575483e-22,3.6781645921778448e-16,5.7912373099013735e-13,1.0926451753527689e-13,3.71725760659996e-13,9.2705440635405844e-13,1.2947296952685495e-13,2.0859124896612191e-16,1.1560560639264768e-17,8.6340342907609869e-16,3.7309588652666476e-21,1.116394832186651e-13,6.8588227244121045e-21,2.5689761676436908e-13,1.947969211682365e-14,1.1968976999513124e-18,3.3614478352525012e-15,3.0658029666523159e-19
4.3402239840263973e-11,0.3844238961817939,76.950000000000003,0.0,0.0,0.0,0.85679616583404428,9.4999751872847078,0.00027712987549471848,0.0024855040362467269,0.0024191965423934017,2.3185629415262127e-05,1.8691693384006901e-10,0.00075481800779466398,0.034385546151385518,1.0667667140621153e-06,1.0987135588801801e-13,5.9101174326063845e-10,1.4572692357406303e-07,0.10149753774433158,4.2052042072951729e-06,3.9251111280573521e-15,1.2150906536506288e-15,2.3242336574763162e-11,3.0615192670886751e-15,1.2265764903451462e-05,2.1807175255754214e-05,2.3591238152729178e-05,2.3594413721341872e-05,2.0834614884117152e-09,1.069306020212088e-09,9.5551448361633297e-10,1.465453254163784e-06,2.5768088328082302e-10,6.5023311291342877e-11,2.3228844771557769e-13,1.5549641565667334e-10,3.0628145190987638e-10,2.3590598548008205e-13,0.0012388866303242392,7.3135486480758189e-16,2.8718166225249106e-16,1.4624934631605932e-05,1.7757613937216058e-06,9.2099513721375521e-07,2.3549131943177251e-05,1.6575901880237483e-05,2.3472564124631448e-13,1.1029750456296461e-11,1.9059281456873762e-12,1.8783447010510858e-12,2.4064312884210163e-14,1.3513135391793736e-11,6.2135461642441945e-17,6.7751568184350284e-09,1.0305291582973165e-15,6.2024902723130791e-16,9.8014028224554984e-11,6.058833478386206e-19,2.4547001407051679e-19,6.0527281709099377e-22,1.5628655047425867e-08,1.2522052178951396e-12,8.9796623642465682e-10,3.7130911130365277e-09,2.1047545523488958e-13,8.858600465357901e-12,3.9824755114400249e-13,9.9542339989058169e-13,7.7761448893772242e-14,5.4987920632015626e-14,1.316496205274111e-20,1.9353777742477821e-13,2.5030700464992882e-10,4.4422825693444397e-10,2.1395227134608842e-11,9.3778160802043003e-11,2.945634569508621e-10,5.5463259144903028e-07,5.7820452374979956e-10,1.1974011739019076e-11,5.7820460949809461e-10,3.8317640795732493e-10,4.9714938327685034e-22,2.9137762130996822e-22,9.581303998320747e-22,1.8393093122151238e-17,7.5612141150580991e-13,3.6295237145308332e-22,3.8961874988549096e-16,6.2643100341278793e-13,1.1743497961275984e-13,4.0266885218910591e-13,1.0055068895118022e-12,1.4351248546480809e-13,2.3135489898270441e-16,1.2816084236023984e-17,9.448252284870264e-16,4.0048111341658021e-21,1.2142121318226911e-13,7.3717628962895521e-21,2.845865482937514e-13,2.1186585129144957e-14,1.3018069740531275e-18,3.723432651030475e-15,3.4612363932970948e-19
4.439002676475947e-11,0.3844238998459204,76.950000000000003,0.0,0.0,0.0,0.85379583708961004,9.4999746693585294,0.00028294987753259325,0.0025335812153124836,0.0024649012421901159,2.3664001940028137e-05,1.9053246368709403e-10,0.00075220190025023967,0.035110883482336278,1.0875556756402771e-06,1.1213825318576605e-13,6.2688204788409044e-10,1.5213911318254457e-07,0.10364490926767887,4.3791104886325998e-06,4.0016030028855605e-15,1.2491602564925445e-15,2.4699907764862264e-11,3.2476703205203383e-15,1.2754420634283468e-05,2.2443966124789418e-05,2.4924001925531194e-05,2.4927357498695117e-05,2.2013469733888709e-09,1.1300075538652692e-09,9.7582873562451989e-10,1.5255408007030602e-06,2.68260355020101e-10,6.7726553629621295e-11,2.6515533469601781e-13,1.6224396157494133e-10,3.2443571013415927e-10,2.7002970851962128e-13,0.0012653876803111934,7.6309311316669995e-16,2.9964382109863542e-16,1.4673858852545008e-05,1.7729925536336372e-06,9.1841633939318851e-07,2.3852709646655981e-05,1.7162188348737278e-05,2.6864508132741233e-13,1.1785453227811716e-11,2.0694676967060347e-12,2.038988176923273e-12,2.6719637061079141e-14,1.4084557282634649e-11,6.9806652187393941e-17,6.9987330184586226e-09,1.1425774094780559e-15,7.0386023067779286e-16,1.0130340240596991e-10,7.0042212318359531e-19,2.8314327977449578e-19,7.0662517592455635e-22,1.659837331890101e-08,1.29354482194173e-12,9.446328989503634e-10,3.9342893461080576e-09,2.2302540033435424e-13,9.299064259994378e-12,4.2201571946272753e-13,1.058064727353286e-12,8.1874241877305689e-14,5.768208484357355e-14,1.3993423570377122e-20,2.0502656455292604e-13,2.6517701911045811e-10,4.6767147341365479e-10,2.2610933384878375e-11,9.5763306313232085e-11,3.120464391084322e-10,5.7314154527183649e-07,5.8507063527449561e-10,1.282286922186e-11,5.850707101293364e-10,4.1356180362783722e-10,5.2344355102433234e-22,3.0678854654369023e-22,1.0873181952837686e-21,2.1518947844192756e-17,7.9973711646362365e-13,3.8386551702483858e-22,4.1209842346838861e-16,6.7621615094041451e-13,1.2601058818813652e-13,4.3526695641422623e-13,1.0883945996692938e-12,1.5867012750639579e-13,2.5594348002134819e-16,1.4171758922588238e-17,1.0314827728668827e-15,4.2918743366989135e-21,1.3175931268909982e-13,7.9101409856009411e-21,3.1447270304190108e-13,2.2996091894373465e-14,1.4130250871316721e-18,4.1139925113535362e-15,3.8966574526846886e-19
4.537781368925497e-11,0.38442390369605234,76.950000000000003,0.0,0.0,0.0,0.85080634866232463,9.499974155199304,0.00028874938491529504,0.0025813206414328888,0.0025102362863181123,2.4138516091779747e-05,1.9412259306500038e-10,0.0007495952455479325,0.035833603864931396,1.1081985837684701e-06,1.1438686654182133e-13,6.6401069057250911e-10,1.5867635001986444e-07,0.10578482777709397,4.5557161829236148e-06,4.0775574818384865e-15,1.2835002765934125e-15,2.621032457901508e-11,3.4403759534834059e-15,1.3249423061177758e-05,2.3079145522960819e-05,2.6295075885984181e-05,2.6298616671195002e-05,2.3226271824211135e-09,1.1924638180524825e-09,9.9607247948187799e-10,1.5866909605624674e-06,2.7902718496231845e-10,7.0478384723706531e-11,3.0166470699413114e-13,1.6911883598630634e-10,3.4322344717106551e-10,3.0806115965103227e-13,0.0012918015363250889,7.9543031468925895e-16,3.1234115076048228e-16,1.4717764334257746e-05,1.7701045334432621e-06,9.1581731635541027e-07,2.4150256951570268e-05,1.7751971716874947e-05,3.0644313172158973e-13,1.2572909407349614e-11,2.242809348543067e-12,2.209199161256787e-12,2.9597175578063487e-14,1.4666448949490709e-11,7.8206684034862737e-17,7.2229990445555478e-09,1.2637877369447567e-15,7.9643507533532316e-16,1.0460369530619055e-10,8.0697728252544488e-19,3.2555091507615455e-19,8.2197843046905007e-22,1.760186085740069e-08,1.3350128808386818e-12,9.923101762721187e-10,4.1626615305013242e-09,2.3598278324646868e-13,9.7519623615066095e-12,4.465563342436333e-13,1.1228718820238979e-12,8.6110047724004835e-14,6.0449947245401552e-14,1.4850529161285698e-20,2.1688513136418017e-13,2.8052578011583256e-10,4.9163397273656916e-10,2.3861822191490354e-11,9.7741561550174323e-11,3.3000168563834402e-10,5.9188120435927295e-07,5.919069744292752e-10,1.3712769890891772e-11,5.9190703769952502e-10,4.4550895629735405e-10,5.5052417240376976e-22,3.2266040966032324e-22,1.2303588352645863e-21,2.5079831185509418e-17,8.4466602190509839e-13,4.0540753268860824e-22,4.352551028533763e-16,7.2853194995015383e-13,1.3500144271297757e-13,4.6955646440764394e-13,1.1758412732857517e-12,1.7500271879359926e-13,2.824504141843907e-16,1.5632683304412708e-17,1.1235513971742441e-15,4.5924618527585576e-21,1.4266731946637446e-13,8.474591182414059e-21,3.4666791639525675e-13,2.4911554333390866e-14,1.5307575781306261e-18,4.5345608906457954e-15,4.3750218183675117e-19
4.636560061375047e-11,0.38442390773161045,76.950000000000003,0.0,0.0,0.0,0.84782765907475455,9.4999736447800611,0.00029452847167395853,0.0026287247127427674,0.0025552043359817439,2.4609199625921676e-05,1.9768750232400275e-10,0.00074699800749755641,0.036553716753584362,1.1286964755133851e-06,1.1661732748266955e-13,7.0240844960548342e-10,1.6533785333667412e-07,0.10791732033241903,4.7349771666269797e-06,4.1529783807470483e-15,1.3181100068919508e-15,2.7774021045836856e-11,3.639693669053938e-15,1.3750616347488877e-05,2.3712519275347581e-05,2.7704357045730358e-05,2.7708088238611543e-05,2.4472930501588012e-09,1.2566701949804604e-09,1.0162459711981789e-09,1.6488961726726639e-06,2.8998003990350983e-10,7.3278458825646922e-11,3.4210880464676924e-13,1.7612013284908361e-10,3.6265061540519249e-10,3.5033161966884414e-13,0.0013181282829418145,8.2836220720160539e-16,3.2527197775348842e-16,1.4756915180967045e-05,1.7671085959370572e-06,9.131996639137596e-07,2.4441981417081926e-05,1.8345025431626821e-05,3.4844778963585863e-13,1.3392561493955688e-11,2.4262923780912563e-12,2.3893034978282631e-12,3.270978694274423e-14,1.5258736307222429e-11,8.7384533795485953e-17,7.4478697403645864e-09,1.3946680670688654e-15,8.9869554909913465e-16,1.0791361775027742e-10,9.2673911800146237e-19,3.7316076011454478e-19,9.5286886546484477e-22,1.8639309572965526e-08,1.3765936591508012e-12,1.0409767275326071e-09,4.3982272014684387e-09,2.4934871891520985e-13,1.0217413374254733e-11,4.7187152001669004e-13,1.1898525956685801e-12,9.0470100659115803e-14,6.3292136452988476e-14,1.5736381081321304e-20,2.291143333916071e-13,2.9635437454743715e-10,5.1610497072993676e-10,2.5147801376928565e-11,9.9712951529436345e-11,3.4842130134861281e-10,6.1084974830242325e-07,5.9871396435141862e-10,1.4644798450931005e-11,5.9871401534439788e-10,4.7905183378062992e-10,5.7839913814245414e-22,3.3899783538911267e-22,1.3883683657530122e-21,2.9123161960071379e-17,8.9090690866354755e-13,4.2757782637780671e-22,4.5908816157718772e-16,7.8342991997155763e-13,1.4441762986922687e-13,5.0557291959142363e-13,1.2679699236647851e-12,1.9256821833011546e-13,3.109710125797328e-16,1.7204058184841562e-17,1.2212059456933347e-15,4.9068864362787581e-21,1.5415848167405727e-13,9.0657468752990004e-21,3.8128632048380563e-13,2.6936321873303792e-14,1.6552104486369883e-18,4.9865990693407146e-15,4.899423164343424e-19
