Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044)
1.1731538011059073e-14,0.2916883258769041,76.950000000000003,0.0,0.0,0.0,0.99999999211252499,9.4999999999998916,4.2253223503188669e-10,3.3228519356397526e-09,3.322829140973104e-09,6.3961530456248422e-14,1.3944856080183158e-15,8.1139055441048473e-10,3.3922385651840574e-12,4.1506985625064747e-14,1.0417428384970915e-21,1.2484205989997758e-24,4.5515172803893376e-18,4.3263252844082476e-12,1.2472623486744449e-16,4.5172892885449538e-22,4.8463996628048117e-25,1.2940346062374633e-27,4.6867032134905428e-34,6.159473682005017e-22,3.2935605986611874e-17,5.4955265968566054e-22,5.495566172210882e-22,3.5016904172868178e-27,4.5583119275961028e-28,2.2958966244389935e-28,1.7825290449239047e-17,2.9565446219913424e-22,1.9290768747571903e-23,4.7126354980391726e-50,1.5898222230064945e-27,1.1263406737961465e-26,4.4656869937721768e-50,4.5429080462829524e-14,4.7903193145272251e-33,2.8041880841172588e-33,3.2220393253777584e-19,9.800357247793926e-20,1.1456824128770851e-16,3.2219787578147139e-19,3.0896236563672667e-24,4.4656869849839139e-50,3.431179039689821e-31,4.7412664090998226e-34,5.3371989125219483e-36,4.6971788333451752e-42,2.5359243258473653e-27,6.660709980258201e-48,1.5603461536483707e-22,4.5550563529599857e-41,3.5857086797962488e-49,3.2115334710789324e-27,1.537958598751332e-55,4.2812081857417308e-54,5.7532122081223965e-59,2.0197091077853085e-33,1.4819057870891811e-28,2.1467826956185125e-35,1.9472788156625682e-27,9.5927226754064143e-33,6.4441660065057872e-26,1.2494566056078148e-32,8.5494639114288193e-34,8.3455211681511003e-31,1.3464849783900356e-31,3.0822667271999171e-40,9.5811980262212318e-32,1.6195708321153298e-31,3.2899745364600589e-38,1.3817821106754961e-32,1.5194348140637824e-23,3.0446528053277513e-39,1.7285994745650582e-15,9.815103617713765e-22,3.0201463054327674e-26,9.8151036161303553e-22,9.8328424750249847e-38,1.9515934241677395e-38,1.1103025242199555e-38,1.9586878061154953e-56,7.1790432649047123e-60,4.7189119615604644e-30,2.6178530782666752e-39,1.8459550209999179e-34,1.2112390025024373e-44,4.0116111230406537e-31,1.6518547125533139e-47,8.9187918120815177e-38,2.5721814012955414e-43,4.430982667567804e-48,1.1711409399224122e-48,6.1234629495970215e-44,1.4666459009229163e-39,1.5284313276542002e-48,1.9869242625489405e-39,7.9285823190458708e-47,3.1132758392281371e-39,3.4649026395279835e-45,8.6311450036297898e-46
1.4077845812169864e-14,0.29168832587690385,76.950000000000003,0.0,0.0,0.0,0.99999999053506805,9.4999999999998437,5.0703868806519456e-10,3.9874124446348821e-09,3.987379664699082e-09,9.2099358387799473e-14,1.6764868543027299e-15,9.7178180469972124e-10,4.8784040661067395e-12,5.9732273185905828e-14,1.5025580320751995e-21,2.1473932499778418e-24,6.5538762599109979e-18,6.2217212776205128e-12,1.7959730585633737e-16,6.5044266436378545e-22,7.7290479386916129e-25,2.2257027370633572e-27,9.4986173329529307e-34,1.0584579510874976e-21,4.7424837311333819e-17,9.4521288602704132e-22,9.4522090392187355e-22,7.0928080758424503e-27,9.2505873451664189e-28,3.9407776773924114e-28,2.5635313986765324e-17,5.0644803865545694e-22,3.3128584137444138e-23,1.5744284717621846e-49,3.2241939778565694e-27,1.9343996214707593e-26,1.4919262954430779e-49,6.5331906074936102e-14,1.0856803325793805e-32,6.0535335726992341e-33,5.5318551257234648e-19,1.6825948324943745e-19,1.6455381177175846e-16,5.5317520694742077e-19,6.2646047500655772e-24,1.4919262921792146e-49,6.9563413558004511e-31,9.626578414765501e-34,1.2590937163977025e-35,1.2716178040889972e-41,4.3572992639131181e-27,2.043170106396928e-47,2.2467813309137535e-22,1.0760764903857756e-40,1.0999154202292285e-48,5.5233109232513863e-27,5.2872703934818e-55,1.3142749649406254e-53,1.9780085390427087e-58,4.766347716341298e-33,2.5340031518144028e-28,5.0649436667112035e-35,3.3492522574131e-27,1.945048412240013e-32,9.2791376556722856e-26,2.5336823525129757e-32,1.7357839265771486e-33,1.4353981162132191e-30,2.341019855444314e-31,6.267999774646783e-40,1.6137710487512317e-31,3.2711534130678792e-31,8.9068829924121471e-38,2.802187831880983e-32,2.551429355266882e-23,8.2430747562036255e-39,2.0806546464655856e-15,1.6817935537778425e-21,4.3580467547704475e-26,1.6817935534573225e-21,2.3204752660277802e-37,3.3632093267497849e-38,1.9134987020766946e-38,6.6357240176259414e-56,2.6960295914359902e-59,8.1163296246464141e-30,4.5066230137436565e-39,3.6541959965513857e-34,3.2793170688965061e-44,6.8998492637626942e-31,5.0672546559275421e-47,1.810826529232456e-37,6.0778623375641836e-43,1.2010950653712825e-47,3.1700102242027693e-48,1.4465911307837491e-43,2.7249407623696169e-39,4.688725243259169e-48,3.8093611152939197e-39,2.1470299657715297e-46,7.3248004639189625e-39,9.2711953474021818e-45,2.0410333492892257e-45
1.8770461414391446e-14,0.29168832587690346,76.950000000000003,0.0,0.0,0.0,0.9999999873801918,9.4999999999997264,6.7605159299490709e-10,5.3165235778209411e-09,5.3164653508725073e-09,1.6372100735226192e-13,2.2404860758508494e-15,1.2906968339558534e-09,8.6501469055735281e-12,1.060601796742214e-13,2.6766735981719324e-21,5.0736885568003546e-24,1.1650771881158645e-17,1.1032051124277959e-11,3.1926859674990102e-16,1.1557301758313274e-21,1.5800322611597655e-24,5.2579390511747716e-27,2.9846761610369397e-33,2.495531216911039e-21,8.4306016463695761e-17,2.2329342825204238e-21,2.2329594536243594e-21,2.2254569926989384e-26,2.916445821937156e-27,9.2677315484066313e-28,4.5457536852991498e-17,1.1857928677645819e-21,7.7998231829999948e-23,1.3371725507839905e-48,1.0147588751548735e-26,4.5549046388557811e-26,1.2671029788947136e-48,1.1584333319759594e-13,4.1593354657522627e-32,2.0985642955259353e-32,1.3016794009219085e-18,3.9592022829623023e-19,2.9103713473021782e-16,1.3016556327107474e-18,1.9707018632105325e-23,1.2671029745204913e-48,2.1876692385191692e-30,3.0388887629729359e-33,5.3726457275774329e-35,7.5505605159355772e-41,1.02706826816745e-26,1.7418252042397991e-46,3.9940439740528878e-22,4.6114295681535112e-40,9.3769291989015681e-48,1.304585701804986e-26,6.7115739510364081e-54,1.1233904981341146e-52,2.5115382000426029e-57,2.0359836104333252e-32,5.9107211048483275e-28,2.1618589158230773e-34,7.9121196885651637e-27,6.1187240674278861e-32,1.6495358886833313e-25,7.9724161150221504e-32,5.4785660176019403e-33,3.3909035168886307e-30,5.6597206305178355e-31,1.982805713980044e-39,3.6470216753476165e-31,1.0191748316991118e-30,5.2892522867220706e-37,8.8186585585047794e-32,5.7297120735688695e-23,4.8958204544111639e-38,2.7910577986979267e-15,3.9401944901298763e-21,7.7803912288594008e-26,3.9401944891261283e-21,9.9121689578948978e-37,7.964786652508436e-38,4.5318637531929575e-38,7.8115929490069031e-55,3.5171929542315629e-58,1.9173485775037801e-29,1.0666948654260427e-38,1.0856905300731841e-33,1.9477240155120005e-43,1.6299973754429317e-30,4.3206023900748245e-46,5.7158890521517263e-37,2.6062681271521705e-42,7.16576070058258e-47,1.8811893188007813e-47,6.1988274906460127e-43,7.1703491205322977e-39,3.998181715927729e-47,1.0592749031983267e-38,1.2761811505039895e-45,3.1007464399227444e-38,5.2795965370154683e-44,8.7724911571869775e-45
2.346307701661303e-14,0.291688325876903,76.950000000000003,0.0,0.0,0.0,0.99999998422536585,9.4999999999995737,8.4506449640875614e-10,6.6456215708456617e-09,6.6455305565419246e-09,2.5580278001517219e-13,2.8044795893793387e-15,1.6071380940913539e-09,1.3480840578238205e-11,1.6551828519520885e-13,4.1874163189758417e-21,9.9026764433661716e-24,1.8203892637124484e-17,1.7192924478091578e-11,4.9884507874035096e-16,1.8043989049773088e-21,2.7078655796085292e-24,1.0260817106396614e-26,7.2377963450417484e-33,4.8605329730048866e-21,1.3172383500377689e-16,4.3575291337949756e-21,4.3575901221838315e-21,5.3893933404706871e-26,7.0942412955502543e-27,1.8005818624654447e-27,7.0846945068070514e-17,2.2938552480112113e-21,1.5170746303206053e-22,6.2277904688024344e-48,2.4644737758562616e-26,8.8603817643525847e-26,5.9014463996187777e-48,1.8053629970107893e-13,1.1517213547679516e-31,5.4121516002059698e-32,2.5303542777463797e-18,7.6962640891976e-19,4.5240752067527237e-16,2.5303089985249366e-18,4.7839079580621323e-23,5.9014463747059485e-48,5.3091790296054979e-30,7.4010485062897753e-33,1.6230071541950335e-34,2.8280702084759884e-40,1.9999274560386856e-26,8.0314541215615538e-46,6.2404793939355339e-22,1.3981636062755711e-39,4.3236558572498974e-47,2.5454517078683855e-26,3.7733243437301627e-53,5.1886945641359178e-52,1.4122260785791996e-56,6.1559336242526045e-32,1.1392189193403949e-27,6.5322228805711002e-34,1.5440306185586074e-26,1.4853452082255368e-31,2.5773239644502718e-25,1.9357800785963482e-31,1.3340474503314507e-32,6.6172338924987579e-30,1.1291698608400238e-30,4.8346359617005839e-39,6.8199652428601786e-31,2.452366780509418e-30,1.981242771767747e-36,2.1415646144295714e-31,1.0649696647990491e-22,1.8340891113567423e-37,3.509815717257207e-15,7.6266684833145023e-21,1.2208540101977275e-25,7.6266684808885603e-21,2.9970310921683913e-36,1.556641452178739e-37,8.8574466219759411e-38,4.2094013455992762e-54,2.0022236576338553e-57,3.7416324405329286e-29,2.0855922832714249e-38,2.5033712840419505e-33,7.2967298341880283e-43,3.1809162361994948e-30,1.9924133021522228e-45,1.3919427135453529e-36,7.9061647642799388e-42,2.6936218623470382e-46,7.0429359548763892e-47,1.8793117623101188e-42,1.500789034618502e-38,1.8438339646880612e-46,2.3113160383169958e-38,4.7837056925718816e-45,9.3046378107076077e-38,1.9162035511588205e-43,2.6663489574957293e-44
2.8155692618834612e-14,0.29168832587690235,76.950000000000003,0.0,0.0,0.0,0.99999998107058918,9.4999999999993872,1.01407739830675e-09,7.9747064707720224e-09,7.9745752831331592e-09,3.6834325085449401e-13,3.368467534087083e-15,1.9211247656672007e-09,1.9362274422873327e-11,2.3805952677163283e-13,6.0347627405791645e-21,1.7109814320840739e-23,2.6213225058456683e-17,2.4693869790778977e-11,7.1832635996603021e-16,2.5959349260824449e-21,4.1611758788010016e-24,1.7726109365989139e-26,1.4893629781242867e-32,8.380734176528997e-21,1.8967791949057299e-16,7.5278294613367778e-21,7.5279548603083301e-21,1.1075693915924546e-25,1.4641591107661433e-26,3.097023321878933e-27,1.0176123529634539e-16,3.9286921895961657e-21,2.6122478797854221e-22,2.1560031124048328e-47,5.0785805754895737e-26,1.5258457733765492e-25,2.0430258940261277e-47,2.5930084810491897e-13,2.6121503540423056e-31,1.1621571471770884e-31,4.3545902571633944e-18,1.3244664332154061e-18,6.4811911706815647e-16,4.3545139063087478e-18,9.8539222723045048e-23,2.0430258840635165e-47,1.0933100735696051e-29,1.5292749017944513e-32,3.9747097509322107e-34,8.1816603351798476e-40,3.4475281911951929e-26,2.7218183021691059e-45,8.9860675532503929e-22,3.4358374166791191e-39,1.465267255316898e-46,4.3966631221164298e-26,1.4845142236814972e-52,1.7612118410496749e-51,5.5568259732119498e-56,1.5088252943772569e-31,1.9442231061379303e-27,1.6000672219908315e-33,2.6673751504588724e-26,3.059565694688774e-31,3.7112727802220396e-25,3.9882633790357452e-31,2.7560590410395606e-32,1.1431484118729605e-29,1.9924406790054303e-30,9.996866564758354e-39,1.1307869908714012e-30,5.0094708735332007e-30,5.7321352549787887e-36,4.4128486660017145e-31,1.755491443640159e-22,5.306965086547586e-37,4.2368861807620767e-15,1.306972448665991e-20,1.7654873697185153e-25,1.3069724481684864e-20,7.3458009728135891e-36,2.6918555751971527e-37,1.5317336541643904e-37,1.5970816459697101e-53,8.0336944277991964e-57,6.4637834607541841e-29,3.6096691491883163e-38,4.9159624034056143e-33,2.1113461378882853e-42,5.4951892337475392e-30,6.7527923167286482e-45,2.8758784512124609e-36,1.9437686654943821e-41,7.8182705369761016e-46,2.0367265827388132e-46,4.6178302278582104e-42,2.7222021352626122e-38,6.2495302457384209e-46,4.3297354644773739e-38,1.3849211815387477e-44,2.2647170739113293e-37,5.3887950533871356e-43,6.5672301217760498e-44
3.2848308221056195e-14,0.29168832587690163,76.950000000000003,0.0,0.0,0.0,0.99999997791586193,9.4999999999991669,1.1830902986888966e-09,9.3037783244559015e-09,9.3035995320712811e-09,5.0134099510117533e-13,3.932449948742201e-15,2.2326758623027115e-09,2.6286309241302659e-11,3.2363704863764982e-13,8.2186894214826059e-21,2.7170480485692025e-23,3.5678755715324053e-17,3.3524506655169808e-11,9.7771204958062566e-16,3.5298265761669932e-21,5.9400581622349062e-24,2.8145223265823091e-26,2.7395622933192445e-32,1.3281426439532425e-20,2.5816789659820675e-16,1.1952508404349328e-20,1.195273888506353e-20,2.0346914093880076e-25,2.7010760462088621e-26,4.8960512139151834e-27,1.3815847526826567e-16,6.1846665864551281e-21,4.1341763157420969e-22,6.1769360460026465e-47,9.3548199528970759e-26,2.4151064160633358e-25,5.853257159510015e-47,3.5202797797917156e-13,5.1837929607056891e-31,2.2064813083939245e-31,6.887818563032805e-18,2.094934272982611e-18,8.7763300168827039e-16,6.8877002754659078e-18,1.8143158644850608e-22,5.8532571272947387e-47,2.0125171758711799e-29,2.8244874568302164e-32,8.4662740349940557e-34,2.0048158850282574e-39,5.4621839603361044e-26,7.6176373882989144e-45,1.2230788430966343e-21,7.3430567105637639e-39,4.1008960552192392e-46,6.9797787231222744e-26,4.7103521970985505e-52,4.9374936950550291e-51,1.7634584097241986e-55,3.2164419137380709e-31,3.0500377204451836e-27,3.4088886722037649e-33,4.2351823451744826e-26,5.633406814497186e-31,5.051377139234841e-25,7.3449537387306657e-31,5.0893960203590401e-32,1.8150496729176842e-29,3.2290175214558947e-30,1.8472068265396232e-38,1.7253354026319224e-30,9.1491294327830475e-30,1.4046696339675574e-35,8.127993729721055e-31,2.6633972590356181e-22,1.300617850512758e-36,4.972227335122105e-15,2.0586192145302497e-20,2.4131713603668242e-25,2.0586192136183502e-20,1.5659536124689274e-35,4.2771075948045108e-37,2.4338282871183918e-37,4.8988379884994707e-53,2.6100830262973368e-56,1.0262961883984711e-28,5.7419086117528692e-38,8.6491858966370758e-33,5.1744968482337089e-42,8.7251493887398338e-30,1.8900821269881185e-44,5.3110424382618619e-36,4.1560874396996224e-41,1.9218584704206601e-45,4.9888379940251601e-46,9.8683583083633485e-42,4.4797177848117973e-38,1.7493048385142511e-45,7.3102847185482651e-38,3.3959131721252956e-44,4.7954294964900604e-37,1.2851391286639939e-42,1.4066500186373709e-43
3.754092382327778e-14,0.2916883258769007,76.950000000000003,0.0,0.0,0.0,0.99999997476118363,9.4999999999989129,1.3521031975552051e-09,1.0632837178616633e-08,1.063260330478269e-08,6.5479458665864665e-13,4.4964268464471253e-15,2.5418102613272269e-09,3.4244864177274337e-11,4.2220413158280895e-13,1.0739172898347081e-20,4.0560659213736761e-23,4.6600471192495568e-17,4.367452907104631e-11,1.2770017571336857e-15,4.6055636834303185e-21,8.0434824076542778e-24,4.200991320356022e-26,4.6439636435562214e-32,1.9786285211168336e-20,3.3719339256659987e-16,1.7840382656264787e-20,1.7840773052738494e-20,3.4447470078386266e-25,4.5920393269538258e-26,7.2762085863540325e-27,1.7999703604238604e-16,9.1527377519252044e-21,6.1506446790198322e-22,1.5439212714400783e-46,1.5880000433659958e-25,3.5935146557099754e-25,1.4630179801275821e-46,4.5860947022518473e-13,9.3437277169746463e-31,3.8337467734481143e-31,1.0241731180102003e-17,3.114993268188384e-18,1.1404162520361401e-15,1.0241558986406849e-17,3.0785000305305846e-22,1.4630179711588192e-46,3.4139723407819192e-29,4.8074424556666938e-32,1.6308606058779419e-33,4.3648104559095391e-39,8.1354519587251692e-26,1.863399933683146e-44,1.5974621991864639e-21,1.4192211754163042e-38,1.003148632042055e-45,1.0416359279254696e-25,1.2867270415868258e-51,1.2099335374774898e-50,4.8180662120693477e-55,6.200772881685072e-31,4.4984035738004577e-27,6.5678313697197819e-33,6.3214389594722315e-26,9.5588688777248761e-31,6.5976318531431349e-25,1.2465733189197086e-30,8.6609009580843417e-32,2.7091321150101493e-29,4.9165735728613147e-30,3.1449860983370272e-38,2.4773099214397665e-30,1.5401195129489394e-29,3.0583534928037959e-35,1.3796562681481595e-30,3.8032780214278419e-22,2.8320999205618643e-36,5.7157976260660658e-15,3.0482091568507077e-20,3.1651341539016971e-25,3.0482091553105662e-20,3.0189236282469193e-35,6.387433036413958e-37,3.6347313629462517e-37,1.2953936613665897e-52,7.2972193346664125e-56,1.5318449952516745e-28,8.586092653190909e-38,1.4048547391901637e-32,1.1267618851599439e-41,1.3023235745533777e-29,4.623817917572511e-44,9.0387431025203792e-36,8.0361819525736435e-41,4.1973523431864767e-45,1.0857405718293194e-45,1.9071256379292024e-41,6.8718217513935889e-38,4.2796294560583374e-45,1.1449673339691345e-37,7.3984670367158266e-44,9.1839627834034607e-37,2.7247320844485078e-42,2.7246151815783859e-43
4.6926155027720944e-14,0.29168832587689875,76.950000000000003,0.0,0.0,0.0,0.99999996845197192,9.4999999999983071,1.6901289907403389e-09,1.3290916074545968e-08,1.3290549427233807e-08,1.0230636044833465e-12,5.6243641706112952e-15,3.1529038203114593e-09,5.3233491599086798e-11,6.5812080388574644e-13,1.678971633993484e-20,7.9235672409845468e-23,7.2812403127459957e-17,6.7891864450757096e-11,1.995291669385147e-15,7.1805412264467205e-21,1.32208644474407e-23,8.2043989676171334e-26,1.120775088827718e-31,3.8495432710142085e-20,5.2684944525740164e-16,3.4841370281927076e-20,3.4842311020654214e-20,8.2926547572778489e-25,1.1146991285664285e-25,1.4087519666315078e-26,2.7983306214664578e-16,1.7573718596868404e-20,1.1934153882924293e-21,7.3126773152543709e-46,3.843164713174343e-25,6.9742061078786662e-25,6.9294848908813816e-46,7.1290642360411656e-13,2.475548138460138e-30,9.5931351888179749e-31,1.985024038052769e-17,6.0372557611660217e-18,1.7636874905546328e-15,1.9849920964633768e-17,7.4438635178059781e-22,6.9294848381965284e-46,8.2510856462670283e-29,1.1697290445212501e-31,4.8876843933427034e-33,1.6187616200568844e-38,1.5820435356004022e-25,8.5418989193133701e-44,2.4959547011648589e-21,4.2826276797555817e-38,4.5984908827943335e-45,2.0336001326846423e-25,7.3001592112243204e-51,5.56917381173178e-50,2.7346727067830184e-54,1.8613747076764799e-30,8.5801878836115397e-27,1.9691232580023724e-32,1.2345380242304663e-25,2.3114752766955497e-30,1.0308571656258763e-24,3.0156936904813196e-30,2.1065679235990057e-31,5.2907137493599352e-29,9.9752980738019212e-30,7.6545741129422474e-38,4.4914920289414354e-30,3.6665322662716644e-29,1.1343462775044714e-34,3.3385497556074379e-30,6.8234954535674249e-22,1.0506641554488783e-35,7.227460842975846e-15,5.8587159139768248e-20,4.9867887637127819e-25,5.8587159102887713e-20,9.062480977830163e-35,1.2483572754246919e-36,7.1038460232520367e-37,6.8263467433330112e-52,4.2998226511242928e-55,2.991581474025925e-28,1.6828949437359941e-37,3.1279702695645875e-32,4.1802140530673935e-41,2.5433830815563733e-29,2.1199225507258581e-43,2.1987897409905891e-35,2.4271539406662397e-40,1.56712527763383e-44,4.0234145233896203e-45,5.7538201581850413e-41,1.3953893084291929e-37,1.9623312505244169e-44,2.3991599755166598e-37,2.7477846594147402e-43,2.720614022016387e-36,9.565130760479453e-42,8.2582095988418211e-43
5.631138623216411e-14,0.2916883258768963,76.950000000000003,0.0,0.0,0.0,0.99999996214295128,9.4999999999975646,2.0281547778622163e-09,1.5948943529277908e-08,1.5948413661907359e-08,1.4731388858700247e-12,6.7522796621548826e-15,3.7545536675666572e-09,7.6264705737908372e-11,9.4543882676871913e-13,2.4186205199263273e-20,1.3695102059259121e-22,1.048489143025719e-16,9.7264953130612341e-11,2.8731929946400872e-15,1.0316819342146957e-20,1.9684274694231094e-23,1.4176545307326897e-25,2.3015207999989425e-31,6.6264461388373564e-20,7.5864308464762389e-16,6.0202560399519884e-20,6.0204489293480832e-20,1.6986541059122429e-24,2.3023298110118145e-25,2.4131578697807591e-26,4.0094249407468727e-16,2.9855195399180848e-20,2.0487324410164724e-21,2.5933276550250629e-45,7.9137561819819653e-25,1.1975539843569363e-24,2.4574345582911601e-45,1.0213419712463817e-12,5.441958319433182e-30,2.0211336106537626e-30,3.4039246179825807e-17,1.0352464172179988e-17,2.5137895665985728e-15,3.4038723174417128e-17,1.5314829212998939e-21,2.4574345362173153e-45,1.6967654814051359e-28,2.421688748140998e-31,1.2003399507635492e-32,4.7347395900733029e-38,2.721954139566002e-25,2.9623423701213087e-43,3.5940682309363796e-21,1.058897602735634e-37,1.5947688342357774e-44,3.5127183483172355e-25,2.987528351872657e-50,1.9385074422940828e-49,1.1195397668079601e-53,4.5784796231180152e-30,1.448363657424398e-26,4.837563952865996e-32,2.1331512982615095e-25,4.7559022807535644e-30,1.4844050960462766e-24,6.2075008924369635e-30,4.3596065802846041e-31,9.141698202374337e-29,1.7873612191651328e-29,1.5848473511289864e-37,7.2312002234950265e-30,7.4301032739389589e-29,3.318104307791015e-34,6.8739214089588924e-30,1.0876647137884618e-21,3.0739935968563212e-35,8.7715495440383766e-15,9.9626787212780562e-20,7.2401898064848548e-25,9.9626787137673628e-20,2.2291648220016741e-34,2.1580950253401975e-36,1.2280922751607725e-36,2.6227075697735228e-51,1.8037496015654257e-54,5.1691192642832727e-28,2.9183119053903455e-37,5.9585271806973903e-32,1.2230613443663828e-40,4.3947410936082449e-29,7.3529389073738391e-43,4.5511273608681887e-35,6.0064511841790284e-40,4.6134717815817504e-44,1.1759054150338525e-44,1.4223777255900996e-40,2.4756916842945472e-37,6.8070232082607237e-44,4.3531362807347395e-37,8.0481045408930819e-43,6.6068067108670215e-36,2.6558483761328842e-41,2.0507141289101446e-42
6.569661743660727e-14,0.2916883258768934,76.950000000000003,0.0,0.0,0.0,0.9999999558341186,9.4999999999966906,2.3661805589209017e-09,1.8606919910899615e-08,1.8606196020223849e-08,2.0050090127136202e-12,7.8801734800131193e-15,4.3469057379545989e-09,1.0327603596460916e-10,1.2837901140251835e-12,3.2928451616069347e-20,2.1752732548198534e-22,1.4270989893552532e-16,1.3171412257377835e-10,3.910702652823557e-15,1.4010378544735591e-20,2.742555557283832e-23,2.2511163892994394e-25,4.226728274772991e-31,1.048225100805505e-19,1.0325713180775429e-15,9.5595757814174063e-20,9.5599294941858245e-20,3.1118514783741704e-24,4.2526354866811866e-25,3.7987034893089712e-26,5.4300360066548867e-16,4.6611978272755321e-20,3.2320479079702886e-21,7.550872003028333e-45,1.4573241815061302e-24,1.8897166054918092e-24,7.1551988088795843e-45,1.3830795048523953e-12,1.0527868858935019e-29,3.7844344087757587e-30,5.3640442825863601e-17,1.6313460353072922e-17,3.3866758970238061e-15,5.3639657870387058e-17,2.8177704202287586e-21,7.1551987350720008e-45,3.1204525526886129e-28,4.4836728029874776e-31,2.5673067143750717e-32,1.1745285855568676e-37,4.303727544769964e-25,8.4806423187491398e-43,4.8917867671266485e-21,2.2800367513309405e-37,4.5655465393908664e-44,5.5760230512035205e-25,9.816122620879499e-50,5.5690244997267687e-49,3.6796947711390016e-53,9.8076947385058115e-30,2.247387990850794e-26,1.0350025299493145e-31,3.3872150213249942e-25,8.7510995216395886e-30,2.0204028811863433e-24,1.1426977960215122e-29,8.0686398962801819e-31,1.4515878069876162e-28,2.9380323230069629e-29,2.9341335667043072e-37,1.0735595105095492e-29,1.3470769841575581e-28,8.2315232846347831e-34,1.2657144822338554e-29,1.5994980448858353e-21,7.6275705256939264e-35,1.0347742480803555e-14,1.5568382747346629e-19,9.9350018736407014e-25,1.5568382733673444e-19,4.7752490942863377e-34,3.428021196716901e-36,1.9507790108566107e-36,8.1372790236963165e-51,6.0376525915027643e-54,8.2079939831616208e-28,4.6504432039541694e-37,1.020211252943183e-31,3.0348831252354948e-40,6.9784456734561483e-29,2.1052639478019317e-42,8.4243342232771761e-35,1.2944168990319212e-39,1.1517073317957719e-43,2.9148294058409512e-44,3.0620834031422853e-40,4.0069632018842832e-37,1.9491504713390205e-43,7.1644302850866129e-37,1.9991289102325427e-42,1.3977986528708899e-35,6.267884497615027e-41,4.4343332619302524e-42
7.508184864105044e-14,0.2916883258768901,76.950000000000003,0.0,0.0,0.0,0.99999994952547122,9.499999999995687,2.7042063339164584e-09,2.1264845584840538e-08,2.1263896513600774e-08,2.6186625698846395e-12,9.0080457783112753e-15,4.9301037076413209e-09,1.3420597853447894e-10,1.6728092371332999e-12,4.3016267779046673e-20,3.2478884760109877e-22,1.8639525205735166e-16,1.7116093336906185e-10,5.1078175868128291e-15,1.8257228370221637e-20,3.6436388252471069e-23,3.3601932476202266e-25,7.1511498107816699e-31,1.5587194450799201e-19,1.3486311539181609e-15,1.4269247505977421e-19,1.42698450710729e-19,5.2519953426873036e-24,7.2363414167449188e-25,5.6211292947273669e-26,7.056996666622498e-16,6.8413509862759541e-20,4.7930061459638588e-21,1.9074351560419356e-44,2.4722858995520222e-24,2.8030968650034279e-24,1.8074837692935801e-44,1.7972953648565049e-12,1.8559175612400547e-29,6.5017849527806409e-30,7.9458877454960029e-17,2.4164958187708228e-17,4.3783943083232025e-15,7.9457773064720804e-17,4.7760389526210469e-21,1.807483748261738e-44,5.2867346842003973e-28,7.6475343147372909e-31,4.9606350894490797e-32,2.5829094463498781e-37,6.3965781232137303e-25,2.1133205949292099e-42,6.3890942990993306e-21,4.4351038114456457e-37,1.137708331212645e-43,8.3204020424034417e-25,2.7582791863959525e-49,1.3926008135038098e-48,1.0343227666410363e-52,1.8979648852335664e-29,3.2790387590449428e-26,2.0004668843499043e-31,5.0559487638792753e-25,1.4834316608911166e-29,2.6388464553691747e-24,1.937850376998623e-29,1.3757019409758484e-30,2.1666983747126516e-28,4.5324359011006819e-29,5.0038978557831008e-37,1.5032290517666052e-29,2.2507532655938912e-28,1.8102578080359368e-33,2.1470425381150044e-29,2.2194315568653716e-21,1.6777965534850723e-34,1.1955723374844241e-14,2.2869108820151562e-19,1.3080815570840584e-24,2.2869108797228234e-19,9.2411519636436017e-34,5.1181857118821335e-36,2.9126192877278215e-36,2.1665263851444692e-50,1.7217433223350829e-53,1.2251717944338505e-27,6.9659083735359507e-37,1.6167431248309477e-31,6.6758323636551015e-40,1.0416525154331641e-28,5.2467310380398692e-42,1.43655847621122e-34,2.519988207462281e-39,2.548646846169121e-43,6.4052503735086389e-44,5.9551449560559154e-40,6.0680802484629967e-37,4.8581373479054807e-43,1.099056114942842e-36,4.4020643047139134e-42,2.6724339133814561e-35,1.3132776666584506e-40,8.6615782889549102e-42
