Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044)
4.7627032264879475e-07,0.29158415080596584,76.950000000000003,0.0,0.0,0.0,0.73311119461293983,9.4515443038917102,0.010911446814807454,0.035279572985375762,0.017249052114636246,0.0048548892326356688,1.4899599863843619e-08,3.1560016078606793e-08,0.012006770033860331,9.8203770020331116e-05,7.9876649071293945e-11,0.037350132105213284,0.043851912543098587,0.015739914556389196,0.074507846144476642,1.0723648145201488e-12,2.3366371965136359e-11,8.1196394535594483e-07,1.0643344589660356e-09,8.9330903382508456e-07,6.8772277778629252e-06,0.0088366303143543844,0.013657324939097612,3.1990471994127664e-06,2.07419125798128e-06,1.0064469876362917e-16,0.00014686676710148501,1.0585725605599356e-07,3.4285727126462498e-08,0.00011731851229646684,3.650635986153142e-06,3.6243171980470626e-09,0.001230686613087603,0.00024688460820657744,3.674669505460958e-11,1.0458408592620784e-11,2.7535163066669052e-09,6.8583243194939832e-10,1.0621715075555458e-12,1.3504624696347268e-07,5.3820298749053872e-07,0.001059587476851014,5.1898650996248231e-08,9.1022546801520522e-05,1.1661815517451667e-05,0.00018629149064151228,3.1771926731033201e-11,3.6084512552905699e-05,9.8499940084455805e-09,0.00085351153466659772,1.9567628727502194e-05,3.6281679883655941e-10,1.2645254449569089e-05,0.00056717492196507919,0.00011036694819856373,1.9342053791929976e-08,2.8555037252565841e-12,6.3498947665230115e-13,3.1184755631305996e-06,1.5417603229231614e-09,3.4468566002266886e-06,2.1656303252067209e-09,5.4348402187096607e-09,9.7105279114386946e-07,7.4960231072350327e-10,1.9791276721809644e-15,3.3117171743888204e-09,1.3013775068927918e-05,2.4575480847757221e-12,2.5392804306872907e-11,3.4632225850414838e-13,2.193363171885241e-12,0.00068066917766688084,8.9445128921105867e-12,0.0043485352105230466,8.8558649555428127e-12,1.4503049766014903e-09,2.2981715703748251e-14,1.3078919970430361e-14,7.5935486540292223e-12,1.1807821143043373e-07,2.8941949331109888e-09,1.627559191880647e-18,6.3233436579476932e-13,1.145114997600458e-15,5.5249475007535112e-07,6.301634221987695e-15,8.1317269005837805e-10,4.7871565991901496e-10,4.8956442555694616e-11,1.7599245565837739e-13,2.7742438904574314e-11,3.5502391858387489e-15,1.7925163733114839e-15,7.1003768808059218e-15,3.3350328942675619e-12,9.8916954989619119e-06,1.3948976448321805e-10,1.1587025972021864e-12
4.797993991523267e-07,0.2915834497146579,76.950000000000003,0.0,0.0,0.0,0.73160693622869011,9.4512129647805185,0.010956724907106584,0.035238541448154269,0.01720040900343742,0.0048410519147826991,1.4881785156818924e-08,3.1501120564149404e-08,0.012081669616424423,9.8086353163746371e-05,7.9648985303953739e-11,0.037633973252878886,0.0442485635257409,0.015841372638756016,0.075090800394673932,1.0710826512983125e-12,2.3576913148726986e-11,8.1931460587636165e-07,1.072427686795432e-09,8.990886755001504e-07,6.8578356713407539e-06,0.0088598165022112738,0.013759782430359871,3.2073363885162531e-06,2.0795658098427935e-06,1.0129344595965444e-16,0.00014754864929123759,1.0634526516802189e-07,3.4443852172857302e-08,0.00011802601556853086,3.6677732121455902e-06,3.6426546302499899e-09,0.0012524782567013301,0.00024911738815321582,3.6917988863005568e-11,1.0507160201248212e-11,2.7773377431055869e-09,6.9194822367332444e-10,1.0663712985678434e-12,1.3809526721973528e-07,5.5037182226295949e-07,0.0010767150487974522,5.2162698169939908e-08,9.1878216187949057e-05,1.175203668966055e-05,0.00018833755787931339,3.2085054657340009e-11,3.6480254738686725e-05,1.005674379089329e-08,0.00086926478568527836,1.9785557019424419e-05,3.7043241464468311e-10,1.2786866462411816e-05,0.00057864648784352625,0.00011259885893905842,1.9818296868210231e-08,2.9198791270961098e-12,6.5216982646372774e-13,3.2006079095203291e-06,1.5823145463746219e-09,3.522532807766892e-06,2.2225947311518213e-09,5.5773939321590062e-09,9.9234581417995106e-07,7.6605975626242473e-10,2.0310394119446444e-15,3.386791699995648e-09,1.3308889325904179e-05,2.5240424715930458e-12,2.5459431918860571e-11,3.4854324100083878e-13,2.2527320941378795e-12,0.00068069330552775794,9.0245736064642568e-12,0.0043902210060339664,8.9356609877313796e-12,1.4992435926321695e-09,2.348565349830043e-14,1.3365711529858716e-14,7.6781194094836448e-12,1.2017917808845736e-07,2.9599985285213828e-09,1.6640231068839763e-18,6.4671137797098877e-13,1.1733311354934132e-15,5.7031955487123338e-07,6.4569136183600485e-15,8.3698618346467284e-10,4.9275830135497389e-10,5.0390924329290201e-11,1.8114910378695868e-13,2.8554150463419562e-11,3.6646584766628771e-15,1.8366965587681056e-15,7.3292127341952997e-15,3.430245525482435e-12,1.020991780112965e-05,1.439772416145175e-10,1.1942702360768405e-12
4.833284756558586e-07,0.29158275191430877,76.950000000000003,0.0,0.0,0.0,0.73010825682213265,9.4508829686712303,0.011001615026161461,0.035196967652730102,0.017151989059256613,0.0048272788906364794,1.4863744472289768e-08,3.1442450072509848e-08,0.012156396080086342,9.7967447002625092e-05,7.9422380125183937e-11,0.037916327172510589,0.044644177188177869,0.015942643981882793,0.075671860391268969,1.0697842206027779e-12,2.3786890921713709e-11,8.266460523817059e-07,1.0804785512137287e-09,9.0485767058223275e-07,6.8385324597408743e-06,0.008882469970621509,0.013861951263701922,3.2154325882163655e-06,2.0848152331133923e-06,1.0194099935670191e-16,0.00014822313193149392,1.0682792252345906e-07,3.4600243119454939e-08,0.00011871963715316172,3.6847223906481019e-06,3.6608099905774813e-09,0.0012743748585534985,0.00025135157447859959,3.7087384667412836e-11,1.0555371625341761e-11,2.8011747710007728e-09,6.9806791374112971e-10,1.0705763057503718e-12,1.4120693777573621e-07,5.6279067034517648e-07,0.0010938737237869433,5.2424113489412136e-08,9.2732225533266344e-05,1.1841799050804958e-05,0.00019038346319417217,3.2399295762282671e-11,3.687595220756234e-05,1.0265775932370264e-08,0.00088514512066011379,2.0003473521118805e-05,3.7813210337429623e-10,1.2928465385357523e-05,0.00059022354517960477,0.00011485127504939463,2.0305244944355144e-08,2.9849735545257987e-12,6.6968169294470827e-13,3.284238246426323e-06,1.6236068825668817e-09,3.5990133220577905e-06,2.2805959256919574e-09,5.7225396437583489e-09,1.0138642978350537e-06,7.8269211506868145e-10,2.0838950424820249e-15,3.4627050960971468e-09,1.3607302822538584e-05,2.5918200508591444e-12,2.5524528714652108e-11,3.5076001389491774e-13,2.3132475094712526e-12,0.000680716303175462,9.1046758724906313e-12,0.0044318370021671997,9.0155033821619346e-12,1.5495048649258589e-09,2.3994927225046296e-14,1.3655539774235241e-14,7.7626855895653543e-12,1.22290373669093e-07,3.02693225693067e-09,1.7011093037960669e-18,6.6133530574593349e-13,1.2021818538879392e-15,5.8858509363268204e-07,6.6156853171942356e-15,8.6131361706548961e-10,5.0710470140853275e-10,5.1856383249315741e-11,1.8641710409630911e-13,2.9383355998563812e-11,3.7819026656173149e-15,1.8818705401344801e-15,7.5636983329076968e-15,3.5277987068495511e-12,1.0534963684322199e-05,1.4856094288297187e-10,1.2306634967609929e-12
4.868575521593906e-07,0.29158205740481863,76.950000000000003,0.0,0.0,0.0,0.72861513070710704,9.4505543102956437,0.011046119570607651,0.03515487093562903,0.017103793656576594,0.0048135705300675303,1.484548606633981e-08,3.138400315903521e-08,0.012230950046079965,9.7847105863882127e-05,7.9196838573966725e-11,0.038197199647417725,0.045038749509426615,0.016043729263289407,0.076251024469197126,1.0684701209434025e-12,2.3996303290209739e-11,8.3395820993343867e-07,1.0884872166255531e-09,9.1061605770597817e-07,6.8193186954462769e-06,0.0089046016512758838,0.013963832769727094,3.2233397991046015e-06,2.0899421201053904e-06,1.0258736296761679e-16,0.00014889030179203957,1.0730529207721369e-07,3.4754920692007479e-08,0.00011939955171457139,3.7014857301414758e-06,3.6787852764713864e-09,0.0012963739764634845,0.00025358709085453635,3.7254903323293475e-11,1.0603048796559563e-11,2.8250265702867156e-09,7.0419129263569489e-10,1.0747863496797838e-12,1.4438217721680169e-07,5.7546319376227622e-07,0.0011110609657329306,5.2682925833163976e-08,9.3584567824543777e-05,1.1931104300858043e-05,0.00019242916920185254,3.2714653230553616e-11,3.7271597791648447e-05,1.0477083549543144e-08,0.00090115188911938011,2.0221374008862941e-05,3.859156114820583e-10,1.3070048418148339e-05,0.00060190558596387824,0.0001171240973967032,2.0803116065766776e-08,3.0507842068020799e-12,6.8752798111058174e-13,3.3693780991894967e-06,1.6656429724487518e-09,3.6762945682016968e-06,2.3396418323873827e-09,5.8702971794915839e-09,1.0356072207463775e-06,7.9949860974111821e-10,2.1377017835396032e-15,3.5394540335589282e-09,1.3909002481091916e-05,2.660892064651899e-12,2.5588126104642073e-11,3.5297259477872677e-13,2.3749194908987792e-12,0.00068073824207740756,9.1848159779110309e-12,0.0044733828829640852,9.0953894624433189e-12,1.6011140705282669e-09,2.4509512711594217e-14,1.3948390947023099e-14,7.8472455551620081e-12,1.2441156094681079e-07,3.0950051853801197e-09,1.7388228057270403e-18,6.7620813016326556e-13,1.2316800886792196e-15,6.0729848194679097e-07,6.7780205109527447e-15,8.86161066436445e-10,5.2175846580750597e-10,5.3353185581793566e-11,1.9179777315352426e-13,3.0230261597477284e-11,3.9020172379359036e-15,1.9280585807839576e-15,7.8039246470003761e-15,3.6277449757726853e-12,1.0866896745407954e-05,1.5324176511307485e-10,1.2678939512979209e-12
4.903866286629225e-07,0.2915813661854666,76.950000000000003,0.0,0.0,0.0,0.72712753229117821,9.450226984300496,0.011090240925362661,0.035112270037772342,0.017055823961432535,0.0047999271453216955,1.4827017747648581e-08,3.1325778699489013e-08,0.012305332132811864,9.7725381017669323e-05,7.8972366848867203e-11,0.038476596588269456,0.045432276788805112,0.016144629157790517,0.076828291296103607,1.0671409093841883e-12,2.42051483675934e-11,8.4125100953769265e-07,1.0964538512436489e-09,9.1636387535195866e-07,6.8001948480729377e-06,0.0089262223100401456,0.014065428286649029,3.2310619173751281e-06,2.0949489953864156e-06,1.0323254135358207e-16,0.00014955024501975758,1.0777743583110761e-07,3.4907904925676131e-08,0.00012006593661572498,3.7180654235306992e-06,3.6965824750712294e-09,0.0013184732046812875,0.00025582386227088351,3.7420568912560124e-11,1.0650198573229057e-11,2.8488923350140755e-09,7.1031815445654951e-10,1.0790012740337562e-12,1.4762190623924443e-07,5.8839306289279409e-07,0.0011282742862197105,5.2939163922705869e-08,9.4435236569038718e-05,1.2019954183310423e-05,0.00019447464017655872,3.3031130084316698e-11,3.7667184643772626e-05,1.0690659617117687e-08,0.00091728444266112171,2.0439254445667842e-05,3.9378268019342115e-10,1.3211612886243341e-05,0.00061369210239333556,0.00011941722689573972,2.1312131369891398e-08,3.1173082423589494e-12,7.0571154925469706e-13,3.4560388579154057e-06,1.7084283889084875e-09,3.7543729332124341e-06,2.3997402791806261e-09,6.0206861293035381e-09,1.057573550930089e-06,8.1647845453520711e-10,2.1924667689118631e-15,3.6170351361273923e-09,1.4213975038214736e-05,2.7312695853185657e-12,2.5650255032231857e-11,3.5518099770126541e-13,2.4377579569494456e-12,0.00068075918912417765,9.264992459595856e-12,0.0045148583531257223,9.1753165199076008e-12,1.654096698618527e-09,2.5029385534183055e-14,1.4244251148634675e-14,7.9317977396752004e-12,1.2654250620833768e-07,3.1642262739430824e-09,1.7771685765695897e-18,6.913318088210207e-13,1.2618389596730826e-15,6.264668688073063e-07,6.9439914049278926e-15,9.1153458884077868e-10,5.3672318966804842e-10,5.4881696473268911e-11,1.97292423442626e-13,3.1095072707217742e-11,4.0250478915136827e-15,1.9752812326057285e-15,8.0499830718456751e-15,3.7301379359497348e-12,1.1205779994453376e-05,1.5802059685441571e-10,1.3059731483137244e-12
4.939157051664544e-07,0.29158067825534334,76.950000000000003,0.0,0.0,0.0,0.72564543607478194,9.4499009852500162,0.011133981461702731,0.035069183122494588,0.017008080944585582,0.0047863489953336013,1.4808347367972765e-08,3.1267775689142343e-08,0.012379542955872569,9.7602324480231805e-05,7.8748967467879841e-11,0.038754524022844607,0.045824755632241511,0.016245344337499266,0.077403659858990573,1.0657971590750887e-12,2.4413424533878622e-11,8.4852438790102501e-07,1.1043786263913631e-09,9.2210116184687975e-07,6.7811613097130176e-06,0.0089473425460649195,0.014166739159001679,3.2386028328598518e-06,2.0998383830470741e-06,1.0387653839129727e-16,0.00015020304711666946,1.0824441722694195e-07,3.505921645124452e-08,0.00012071897156640939,3.7344636476552003e-06,3.7142035620280963e-09,0.0013406701740390496,0.0002580618150169171,3.7584400670174367e-11,1.0696826422606674e-11,2.8727712731772171e-09,7.164482968733302e-10,1.0832209055510859e-12,1.5092704749295748e-07,6.015839558477107e-07,0.0011455112444202235,5.3192856314816999e-08,9.5284225767610259e-05,1.2108350481800417e-05,0.00019651984197475999,3.334872908473771e-11,3.8062706224104237e-05,1.090649697507611e-08,0.00093354213503808042,2.0657110972851143e-05,4.0173304577711301e-10,1.3353156235113409e-05,0.00062558258700986407,0.00012173056453574569,2.1832515089842189e-08,3.1845427813509284e-12,7.242352321409727e-13,3.5442317776592236e-06,1.7519686392725429e-09,3.8332447685371296e-06,2.4608990019376678e-09,6.1737258482621836e-09,1.0797622464466304e-06,8.3363085605401569e-10,2.2481970468489112e-15,3.6954449832191389e-09,1.4522207055933621e-05,2.8029635789739894e-12,2.5710945944823138e-11,3.5738524151059674e-13,2.501772734829105e-12,0.00068077920696518572,9.3452009402644355e-12,0.0045562631370260889,9.255281998248719e-12,1.708478447552404e-09,2.5554521033437617e-14,1.4543106345388828e-14,8.0163406456386669e-12,1.2868297926919484e-07,3.2346043758810955e-09,1.8161515211815938e-18,7.0670827606774804e-13,1.292671771030943e-15,6.4609743568860524e-07,7.1136712183321959e-15,9.374402226477989e-10,5.5200245707554033e-10,5.6442279932917073e-11,2.0290236341904517e-13,3.1977994115458847e-11,4.1510405262126366e-15,2.0235593364140937e-15,8.3019654067624102e-15,3.8350322734385518e-12,1.155167585186107e-05,1.6289831834130886e-10,1.3449126438489649e-12
4.974447816699864e-07,0.29157999361277037,76.950000000000003,0.0,0.0,0.0,0.72416881665061816,9.4495763076395214,0.011177343537332345,0.035025627799460717,0.016960565395254673,0.0047728362866172524,1.4789482181540939e-08,3.1209993173194071e-08,0.012453583128046597,9.7477983849169358e-05,7.8526645718108882e-11,0.039030988087447503,0.046216182940554511,0.016345875471830622,0.077977129452707697,1.0644393836056128e-12,2.4621130198000424e-11,8.5577828720626347e-07,1.1122617167971666e-09,9.2782795536376636e-07,6.7622183993081961e-06,0.0089679727916816068,0.014267766736575144,3.2459663022791078e-06,2.1046127174884068e-06,1.0451935883524446e-16,0.00015084879293236344,1.0870629671453428e-07,3.5208874782818163e-08,0.00012135883832481546,3.750682562940254e-06,3.7316505010553759e-09,0.0013629625520206932,0.00026030087666427783,3.7746423660102648e-11,1.0742939485795057e-11,2.8966626065059143e-09,7.2258152106746588e-10,1.087445101777596e-12,1.5429852544179173e-07,6.1503955791145633e-07,0.0011627694469527783,5.344403139491172e-08,9.613152989230414e-05,1.219629501728624e-05,0.00019856474197214039,3.3667452879346119e-11,3.8458156287018819e-05,1.1124588334954042e-08,0.00094992432222703682,2.0874939902811672e-05,4.0976643976324192e-10,1.3494676025353782e-05,0.00063757653281582406,0.00012406401140286822,2.2364494556921122e-08,3.2524849075021367e-12,7.4310181921606697e-13,3.6339679786911644e-06,1.796269162198559e-09,3.91290639197271e-06,2.5231256400472607e-09,6.3294354557942246e-09,1.1021722562496564e-06,8.5095501347663528e-10,2.3048995798039307e-15,3.7746801123342254e-09,1.4833684931146007e-05,2.8759848561727691e-12,2.5770228830808046e-11,3.5958533876670722e-13,2.5669735104434484e-12,0.00068079835428058039,9.425440910038323e-12,0.0045975969778817485,9.3352832503564482e-12,1.7642852222622599e-09,2.6084894334446741e-14,1.4844942380949489e-14,8.100872842059237e-12,1.3083275348192802e-07,3.3061482378211552e-09,1.855776485350575e-18,7.223394428366153e-13,1.3241920111649552e-15,6.6619739571708279e-07,7.287134185547306e-15,9.6388398679936335e-10,5.675998408196177e-10,5.80352987691619e-11,2.0862889713766e-13,3.2879229932280043e-11,4.2800412448095664e-15,2.0729140221883708e-15,8.5599638568895692e-15,3.9424837713472582e-12,1.1904646146176867e-05,1.678758014618872e-10,1.3847240290167677e-12
5.009738581735183e-07,0.29157931225592143,76.950000000000003,0.0,0.0,0.0,0.72269764870312669,9.4492529458930878,0.011220329496452365,0.034981621136632508,0.016913277930152435,0.0047593891779888244,1.4770429600790618e-08,3.1152430059856819e-08,0.012527453259322396,9.7352408224000704e-05,7.830540216497203e-11,0.039305995018823495,0.046606555898293059,0.016446223227504629,0.078548699668961344,1.0630681256962233e-12,2.4828264053439521e-11,8.630126549125341e-07,1.1201032997367941e-09,9.3354429392214697e-07,6.7433663669976683e-06,0.0089881233119852421,0.014368512373420423,3.2531560998367289e-06,2.1092744474439338e-06,1.0516100643883997e-16,0.00015148756664432742,1.0916313697482295e-07,3.5356900307261848e-08,0.00012198572041650471,3.7667243130277436e-06,3.7489252431913361e-09,0.0013853480427985186,0.00026254097605026266,3.7906656298486757e-11,1.0788542995814464e-11,2.9205655703189723e-09,7.2871763169728552e-10,1.0916736911822361e-12,1.5773726622646126e-07,6.2876356100012862e-07,0.001180046547709116,5.3692717371091886e-08,9.6977143865067229e-05,1.2283789645381529e-05,0.00020060930900183711,3.3987303845378648e-11,3.8853528870143835e-05,1.1344926285824763e-08,0.00096643036249335803,2.1092737712200752e-05,4.1788258917688743e-10,1.3636169928065754e-05,0.00064967343338297461,0.00012641746870127959,2.2908300202650812e-08,3.3211316703182609e-12,7.6231407855456325e-13,3.7252584467822285e-06,1.8413353315586921e-09,3.9933540899227852e-06,2.5864277419219823e-09,6.4878338375264959e-09,1.1248025206072149e-06,8.6845011926914566e-10,2.3625812450777462e-15,3.8547370213556612e-09,1.5148394904676418e-05,2.9503441231810093e-12,2.5828133176672057e-11,3.6178130865427163e-13,2.6333698779721662e-12,0.00068081668603465388,9.5057077671376816e-12,0.0046388596369665216,9.4153178230667003e-12,1.8215431316046869e-09,2.6620480356746513e-14,1.5149744981992905e-14,8.1853929615952734e-12,1.3299160574107474e-07,3.3788664999794699e-09,1.8960482560686073e-18,7.3822719694120744e-13,1.3564133531996688e-15,6.8677399286004594e-07,7.4644555565594319e-15,9.9087188034328576e-10,5.8351890205516221e-10,5.9661114594601762e-11,2.1447332445041474e-13,3.3798983574877656e-11,4.4120963404621249e-15,2.1233667093452693e-15,8.8240710081476911e-15,4.0525493243033772e-12,1.2264752112145828e-05,1.7295390973066927e-10,1.4254189052936917e-12
5.045029346770502e-07,0.29157863418220814,76.950000000000003,0.0,0.0,0.0,0.72123190700799367,9.448930894377181,0.011262941669830065,0.034937179684727683,0.01686621900559512,0.0047460077821984475,1.4751196374515861e-08,3.1095085357812841e-08,0.012601153956902393,9.7225641778051497e-05,7.8085241086711106e-11,0.039579551146081762,0.046995871962501101,0.016546388268549674,0.079118370385230563,1.0616838601456608e-12,2.5034824782838047e-11,8.7022744354050768e-07,1.1279035554981633e-09,9.3925021538824399e-07,6.7246053983601697e-06,0.0090078042050552014,0.014468977426858603,3.2601758497320013e-06,2.1138259206264452e-06,1.0580148604480395e-16,0.00015211945175372667,1.0961499709740561e-07,3.5503312072972329e-08,0.00012259980285326771,3.7825910244758712e-06,3.7660297268209475e-09,0.0014078243872486101,0.00026478204326061886,3.8065124197173899e-11,1.0833644251938895e-11,2.9444794133043796e-09,7.3485643683998844e-10,1.0959065399556946e-12,1.6124419752579886e-07,6.4275966310582058e-07,0.0011973402476558115,5.3938942267617173e-08,9.7821063036580903e-05,1.2370836253690703e-05,0.00020265351329449918,3.4308284270136606e-11,3.9248818281744543e-05,1.1567503300378953e-08,0.00098305961645476689,2.1310501035057787e-05,4.2608121674792065e-10,1.3777635720223723e-05,0.00066187278296074657,0.00012879083777417164,2.3464165560529374e-08,3.3904800868073008e-12,7.8187473356419012e-13,3.8181140335510308e-06,1.8871724524912932e-09,4.0745841193674366e-06,2.6508127594006098e-09,6.6489396445335077e-09,1.1476519718259128e-06,8.8611535936879072e-10,2.4212488345732048e-15,3.9356121708815162e-09,1.5466323070443249e-05,3.0260519382274948e-12,2.5884688013686731e-11,3.6397316265306923e-13,2.7009713004626471e-12,0.00068083425372792209,9.5860016527942273e-12,0.0046800508928234756,9.4953831396531468e-12,1.8802784857226033e-09,2.7161253831442137e-14,1.5457499767967492e-14,8.2698996980835449e-12,1.3515931648613352e-07,3.4527676964060023e-09,1.9369715614931854e-18,7.5437340285398798e-13,1.3893496547428302e-15,7.078345010950655e-07,7.6457115980375127e-15,1.0184098819323476e-09,5.9976319006082202e-10,6.1320087759536929e-11,2.2043694056334318e-13,3.4737457750328154e-11,4.547252299516647e-15,2.1749391069092126e-15,9.0943798328215165e-15,4.165286953376692e-12,1.2632054388861797e-05,1.7813349826248597e-10,1.4670088813369285e-12
5.080320111805821e-07,0.29157795938903125,76.950000000000003,0.0,0.0,0.0,0.7197715664317299,9.4486101473963799,0.011305182374870156,0.034892319487398238,0.016819388926131204,0.0047326921706337061,1.4731789556791077e-08,3.1037957983872019e-08,0.012674685825213342,9.7097731346746613e-05,7.7866160852169873e-11,0.039851662882851337,0.047384128851668872,0.016646371256306004,0.079686141753826961,1.060287107256034e-12,2.5240811389130034e-11,8.7742261047119291e-07,1.1356626663530369e-09,9.4494575747516898e-07,6.705935618727076e-06,0.009027025401727836,0.014569163256527127,3.267029218869673e-06,2.1182695168940946e-06,1.0644080118802997e-16,0.00015274453106479729,1.1006193926874693e-07,3.5648130337071095e-08,0.00012320127185912503,3.7982848064101959e-06,3.7829658769604778e-09,0.0014303893629332514,0.00026702400961211713,3.822184415990336e-11,1.0878248025156431e-11,2.9684033973691724e-09,7.409977479569304e-10,1.1001434760518272e-12,1.6482024841628958e-07,6.5703156774006737e-07,0.0012146482945997233,5.4182733919302818e-08,9.866328316532787e-05,1.2457436759223561e-05,0.00020469732641743618,3.463039615039437e-11,3.964401908960866e-05,1.1792311740920063e-08,0.00099981144714257402,2.1528226656073319e-05,4.3436204114870616e-10,1.3919071280126223e-05,0.00067417407658186134,0.00013118402012422776,2.4032327267361147e-08,3.4605271437621522e-12,8.0178648561660865e-13,3.9125454568348822e-06,1.9337857663940477e-09,4.1565927101074649e-06,2.7162880548199245e-09,6.8127712956751476e-09,1.1707195346607257e-06,9.0394991395396043e-10,2.4809090556123869e-15,4.0173019865237529e-09,1.5787455384517045e-05,3.1031187451939331e-12,2.5939921863496936e-11,3.661609211082782e-13,2.769787137979682e-12,0.00068085110563819156,9.6663172564663156e-12,0.0047211705404965965,9.5754768645884567e-12,1.9405177932710536e-09,2.7707189310926459e-14,1.5768192256606443e-14,8.3543918037051562e-12,1.3733566970127504e-07,3.5278602552603777e-09,1.9785510712944098e-18,7.7077990208190325e-13,1.4230149583966257e-15,7.2938622357009135e-07,7.8309795934529027e-15,1.0465039493563665e-09,6.1633624190044132e-10,6.3012577366971175e-11,2.2652103632580656e-13,3.5694854440085527e-11,4.6855557867356781e-15,2.2276532137291396e-15,9.3709836600521421e-15,4.2807558212826548e-12,1.300661301810417e-05,1.8341541374900138e-10,1.5095055722828359e-12
5.115610876841141e-07,0.29157728787295445,76.950000000000003,0.0,0.0,0.0,0.71831660193134017,9.4482906992093767,0.011347053915685121,0.034847056106844007,0.016772787856162839,0.004719442374159194,1.4712215400844147e-08,3.0981046994154748e-08,0.012748049465916438,9.6968717763973647e-05,7.7648165171823061e-11,0.040122336719943169,0.047771324535223113,0.016746172849429055,0.080252014191439944,1.0588783027749769e-12,2.5446222799877917e-11,8.8459811774716524e-07,1.143380817278936e-09,9.5063095774311811e-07,6.6873570968753721e-06,0.0090457966662702578,0.014669071223498019,3.273719693779166e-06,2.122607494285673e-06,1.0707895687243541e-16,0.00015336288668540122,1.1050402100807842e-07,3.5791373612783315e-08,0.00012379031461272675,3.8138077502892382e-06,3.7997356052153103e-09,0.0014530407840425744,0.00026926680763520117,3.8376842713855686e-11,1.0922361878443114e-11,2.9923367974111929e-09,7.4714137983097382e-10,1.1043843771482758e-12,1.6846634923478945e-07,6.7158298338505732e-07,0.0012319684829147028,5.4424119965962163e-08,9.9503800398064056e-05,1.2543593105972909e-05,0.00020674072121861382,3.4953641431949807e-11,4.0039126109501891e-05,1.2019343865155212e-08,0.0010166852200575243,2.174591150417701e-05,4.4272477718814115e-10,1.4060474583062819e-05,0.00068657681016032744,0.0001335969174326141,2.4613025064024714e-08,3.5312697992849077e-12,8.2205199037422377e-13,4.0085633011394036e-06,1.9811804456034582e-09,4.2393760665536671e-06,2.7828608934739808e-09,6.9793469765317037e-09,1.1940041270556106e-06,9.2195295750693322e-10,2.5415685305881237e-15,4.0998028611194915e-09,1.6111777673809059e-05,3.1815548446610701e-12,2.5993862802241911e-11,3.6834459403846389e-13,2.8398266254634979e-12,0.00068086728704127252,9.7466556206875305e-12,0.0047622183908077329,9.6555964797329762e-12,2.0022877587166691e-09,2.8258261186385143e-14,1.6081807873911053e-14,8.4388680867517845e-12,1.3952045291100248e-07,3.6041524991551919e-09,2.0207913966134359e-18,7.8744851287588663e-13,1.4574234913509009e-15,7.5143649177949291e-07,8.0203378439654406e-15,1.0751600190880771e-09,6.3324158221079351e-10,6.4738941195201794e-11,2.3272689767664215e-13,3.6671374884433537e-11,4.8270536508801325e-15,2.2815313185475134e-15,9.6539761869581719e-15,4.3990162475317583e-12,1.3388487442952536e-05,1.8880049443920519e-10,1.5529206030573261e-12
