Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805)
1.930967685927587e-08,0.2271446434565965,76.950000000000003,0.0,0.0,0.0,0.98575370093868619,9.4982374363507454,0.000609406018145219,0.0060104326387325855,0.0042900369208686935,0.0016619138201246168,3.3920583888217205e-09,3.3368576557198724e-08,0.00045729083002752984,2.2384098439175029e-05,2.8220177961988463e-11,4.7834699416923801e-05,5.349445890840646e-05,0.00057357561246901398,0.0004506450348888164,2.5144444559252197e-13,3.5886867225104282e-14,8.8585663584868253e-10,1.2005112088600973e-12,2.855415370552693e-08,1.5655612341049286e-06,6.0548163068667622e-05,6.0604678615218521e-05,2.9031016793130899e-08,1.8912979936655004e-08,2.6998799065937843e-18,9.7747963964236088e-07,9.331858855692009e-10,3.0131578327378417e-10,1.3417519284512908e-09,2.2307216889052129e-08,1.029111485150954e-11,1.4744533101370788e-09,6.0153996228286317e-06,2.9319126447504644e-13,8.2845946355796557e-14,1.5927296661515192e-10,2.3351792314864206e-11,4.7567570689856563e-13,1.3592183688790288e-09,5.0872645963397104e-09,1.4693952598344091e-09,1.6658719170504112e-10,2.0459535331448039e-08,8.9454955041991865e-09,1.172255642271037e-08,1.34926916104645e-13,2.9796401219648956e-09,1.7650947723385526e-11,4.2594793140557458e-09,5.7473531598723917e-10,6.6307798011831331e-13,2.9648313952409768e-10,1.5725765891014741e-10,3.957099433172725e-11,1.1223775910276625e-11,3.8704897150332886e-16,2.9326148972485097e-16,4.5618933496132485e-10,3.0389464218757738e-13,9.9918251691010054e-12,4.2389288271461902e-13,1.0546393463873905e-12,3.82308749814881e-12,2.0951187134660436e-15,4.1430384703850047e-19,3.2810298773003176e-15,1.2965690986950989e-11,1.1841026676829544e-15,1.5344513343599333e-13,1.4989559374212243e-14,1.0543758779724978e-15,2.9687613394768971e-05,2.663570829601089e-13,6.4030392771317833e-07,2.6583803639140318e-13,4.5518392097244579e-14,9.3524656890993672e-20,5.3189428753274325e-20,2.1685308757897176e-16,9.7689562478991332e-14,5.0627767516501325e-13
1.9794485488890302e-08,0.22714453762387443,76.950000000000003,0.0,0.0,0.0,0.98539220779526149,9.4981921026876748,0.0006244157369621222,0.006156016097390948,0.0043919194791370393,0.0017015640017215849,3.4742051642992056e-09,3.3356931997479187e-08,0.00046868219829060252,2.2926222843627906e-05,2.8893459074031466e-11,5.1451424742343767e-05,5.7137651657769547e-05,0.00058787651665777112,0.00047320715564758451,2.5753422271035253e-13,3.8300228469447964e-14,9.4698420040983022e-10,1.2915173125841816e-12,2.933519494736481e-08,1.6032618649688372e-06,6.3614025344427923e-05,6.3674090644175719e-05,3.0500887772287607e-08,1.9870601099219823e-08,2.7671974388393181e-18,1.0258905041903127e-06,9.7939926133511372e-10,3.1628341774074584e-10,1.5137582699142051e-09,2.3656346759637919e-08,1.091717867352716e-11,1.6694150734034329e-09,6.1655878723866154e-06,3.1092200031811895e-13,8.785605194287811e-14,1.607679010666744e-10,2.3736938758336593e-11,4.7582725922855029e-13,1.3918677607647901e-09,5.2179356547984128e-09,1.6635400557342299e-09,1.7776565665115554e-10,2.2461416277453641e-08,9.7004895883287609e-09,1.3030777055849135e-08,1.4161197800292179e-13,3.3174603973348071e-09,1.8223941442474125e-11,4.8057415256749952e-09,6.4673749107010843e-10,6.8461055344428249e-13,3.3792565996288083e-10,1.8379591634997854e-10,4.6335110908151758e-11,1.1803711955841436e-11,3.9980631702606135e-16,3.0087659601529765e-16,4.8219150620384739e-10,3.2121511628298706e-13,1.0934504126900331e-11,4.4805268086581916e-13,1.1147506908027222e-12,4.1853149728398369e-12,2.2896389244164714e-15,4.3791794920479831e-19,3.63925028096524e-15,1.4387105274140572e-11,1.2148596923344081e-15,1.6121498891815022e-13,1.5363226836501254e-14,1.081836677379934e-15,3.1140088081577625e-05,2.7301750028492566e-13,7.0559458768863389e-07,2.7246537825436264e-13,4.7901328866785738e-14,1.0238587191280535e-19,5.822898709837094e-20,2.4402020913671128e-16,1.1143158252136913e-13,5.3421115359247797e-13
2.0279294118504734e-08,0.22714443187676653,76.950000000000003,0.0,0.0,0.0,0.98503059560248218,9.4981466933417611,0.00063941129433650091,0.0063012781719144952,0.0044934651528519103,0.001741082277846193,3.5561698270002179e-09,3.334528318485733e-08,0.00048006912182159303,2.3467145451016575e-05,2.9564500361201836e-11,5.5241022467044557e-05,6.0936834222864942e-05,0.00060217249464154343,0.00049630026671457499,2.6361049983409113e-13,4.081610308333568e-14,1.0107638284706953e-09,1.386888127199828e-12,3.0115969547081795e-08,1.6408385419704643e-06,6.6752632235321836e-05,6.6816418163034166e-05,3.2005625040598043e-08,2.0850938564080538e-08,2.8344917823538724e-18,1.0754103570532149e-06,1.0266709768217346e-09,3.3159570225238871e-10,1.7025780614265902e-09,2.5046418199283571e-08,1.1563982240419914e-11,1.8843457340348946e-09,6.3157445494080641e-06,3.2919068529592367e-13,9.3018163694781619e-14,1.6226253770350269e-10,2.4122005626013371e-11,4.7597888435054155e-13,1.4245311824483584e-09,5.348663044907856e-09,1.8775469979098071e-09,1.8936161349101775e-10,2.4599706013454927e-08,1.049648856260701e-08,1.4444708529498569e-08,1.4845032720349667e-13,3.6830192473647107e-09,1.880260981228486e-11,5.4057221601978396e-09,7.2544948458350008e-10,7.0635642415010058e-13,3.8374831337435806e-10,2.1395167774314082e-10,5.4033145914456367e-11,1.2398310769467734e-11,4.1271032543277353e-16,3.0849506975067019e-16,5.0902370180215039e-10,3.3908837870782775e-13,1.1943390192352441e-11,4.7298354722930845e-13,1.1767805435635668e-12,4.5730708390963561e-12,2.4976564046779344e-15,4.622857169658713e-19,4.0274782072922358e-15,1.5928090920416898e-11,1.2456303283801363e-15,1.6916920562266009e-13,1.5736762209923126e-14,1.1093097215258815e-15,3.2623384643153512e-05,2.796776191992742e-13,7.7565773102052311e-07,2.7909126731321999e-13,5.0345412315334949e-14,1.1187159110139925e-19,6.3623714026750056e-20,2.7371901218413824e-16,1.2667584184715205e-13,5.6300846288626685e-13
2.0764102748119165e-08,0.22714432620933117,76.950000000000003,0.0,0.0,0.0,0.98466886899933881,9.4981012063842325,0.00065439269649585378,0.0064462148892235607,0.0045946702148900878,0.0017804672022080645,3.6379501343505852e-09,3.3333630276219218e-08,0.0004914515993729965,2.4006851461235076e-05,3.0233277264721875e-11,5.9206993921437587e-05,6.4894852939634848e-05,0.00061646354601105,0.00051992277574101355,2.6967311071158996e-13,4.343635853202493e-14,1.0772446670191877e-09,1.4867125436055086e-12,3.0896476984766097e-08,1.6782898806141385e-06,6.9963734294615612e-05,7.0031419698833041e-05,3.3545108500627298e-08,2.1853914086399509e-08,2.9017629352106064e-18,1.1260345909419174e-06,1.0749966184274204e-09,3.4725121530947339e-10,1.9093578462935131e-09,2.6477345610172992e-08,1.2231601449126482e-11,2.1207203930034762e-09,6.4658705905725973e-06,3.4799618689719652e-13,9.8331961601974319e-14,1.6375688620657764e-10,2.4506995349714532e-11,4.7613058541835692e-13,1.4572086957145375e-09,5.4794470161613448e-09,2.1128803810047787e-09,2.0137741337842234e-10,2.6879644528557779e-08,1.1334485515857175e-08,1.596969074017901e-08,1.554413359854704e-13,4.0777416107545156e-09,1.9386924020341772e-11,6.0631482704892476e-09,8.1128431989643805e-10,7.283145092905441e-13,4.3426596408478142e-10,2.4810478887155885e-10,6.2764436019299752e-11,1.3007576355645736e-11,4.2576177177409465e-16,3.1611692531202511e-16,5.3669376424751995e-10,3.5751964628642931e-13,1.3021858182725414e-11,4.9869275860511987e-13,1.2407470107593036e-12,4.9876587335698749e-12,2.7198547691920464e-15,4.8741426310632784e-19,4.4475349672901198e-15,1.7595930643246378e-11,1.2764146338867371e-15,1.7730715136787958e-13,1.611016547324072e-14,1.1367950621211229e-15,3.4137167416815656e-05,2.8633748519558122e-13,8.5070703083582093e-07,2.8571574471022748e-13,5.2850667758485024e-14,1.2201370547974206e-19,6.939174663028289e-20,3.0610533467238987e-16,1.4354130962814343e-13,5.9267757514162072e-13
2.1248911377733597e-08,0.22714422061567802,76.950000000000003,0.0,0.0,0.0,0.98430703260011732,9.4980556399100529,0.00066935994973622804,0.0065908223165118841,0.0046955309884698457,0.0018197173481618242,3.7195438665031546e-09,3.3321973427617682e-08,0.00050282962975087037,2.4545326224158174e-05,3.0899765559396481e-11,6.335279814005009e-05,6.901452649037754e-05,0.00063074967041405197,0.00054407307693696565,2.7572189077546058e-13,4.6162844072877717e-14,1.1464753911816156e-09,1.5910783835131692e-12,3.1676716865423762e-08,1.7156145149516477e-06,7.3247079054292665e-05,7.3318851114445609e-05,3.5119216605611141e-08,2.287944847705379e-08,2.9690108957511864e-18,1.1777585615685646e-06,1.1243717372191764e-09,3.6324852268484819e-10,2.1352885010297806e-09,2.7949035429958558e-08,1.2920104777428756e-11,2.3800822536584141e-09,6.6159669508512694e-06,3.6733726791145042e-13,1.0379709607049967e-13,1.6525095643801122e-10,2.4891910408098976e-11,4.762823655931366e-13,1.4899003643185925e-09,5.6102878259596087e-09,2.371071813456175e-09,2.1381522281265988e-10,2.9306499107749015e-08,1.2215463075059652e-08,1.7611165646760349e-08,1.6258437185944495e-13,4.5030802720016252e-09,1.997685531623032e-11,6.7818983691508779e-09,9.0466693096347104e-10,7.5048372824865591e-13,4.8980505487892659e-10,2.8666334390646018e-10,7.2635804453547642e-11,1.3631512746833425e-11,4.3896149285627386e-16,3.2374217754041607e-16,5.6520948445145098e-10,3.7651410135126483e-13,1.4173419727251442e-11,5.2518754368158696e-13,1.3066680787763627e-12,5.4304351468543614e-12,2.9569453568218349e-15,5.1331065338674628e-19,4.9013202153237261e-15,1.9398220753477898e-11,1.3072126687786208e-15,1.8562818631509896e-13,1.6483436606487487e-14,1.1642927525344215e-15,3.5681096077037344e-05,2.9299714408027017e-13,9.3095938003791869e-07,2.9233885239023964e-13,5.5417120628312723e-14,1.3284539904326421e-19,7.5551957341327857e-20,3.4133950854284452e-16,1.621528914246863e-13,6.2322640951668851e-13
2.173372000734803e-08,0.2271441150899684,76.950000000000003,0.0,0.0,0.0,0.98394509099389971,9.4980099920380905,0.00068431306042179244,0.0067350965616629899,0.0047960438475442074,0.0018588313088592019,3.8009488265737833e-09,3.3310312794255435e-08,0.00051420321181454569,2.5082555241198906e-05,3.1563941356195836e-11,6.7681851503403179e-05,7.3298645583069467e-05,0.00064503086755495029,0.0005687495512526978,2.8175667716057006e-13,4.8997390544995312e-14,1.2185041986375274e-09,1.700072390270284e-12,3.2456688887272006e-08,1.7528110977298359e-06,7.6602411055706545e-05,7.6678465644654088e-05,3.6727826374152301e-08,2.3927461612209859e-08,3.0362356625838991e-18,1.2305775876603128e-06,1.1747918489456014e-09,3.7958617754608721e-10,2.3816054954188949e-09,2.9461386771658518e-08,1.3629553577512466e-11,2.6640438589473052e-09,6.766034603211142e-06,3.8721259484085216e-13,1.0941319029888611e-13,1.6674475843831593e-10,2.5276753325908472e-11,4.7643422804307604e-13,1.5226062539949751e-09,5.7411857396452964e-09,2.6537214188397182e-09,2.2667703109354698e-10,3.1885560723623348e-08,1.3140393275114703e-08,1.9374674622392466e-08,1.6987879758228187e-13,4.9605151440180464e-09,2.0572375019394539e-11,7.5660038574052138e-09,1.0060340025129186e-09,7.7286300302840719e-13,5.5070352675431975e-10,3.3006491079304463e-10,8.376189073044327e-11,1.4270124004346789e-11,4.5231038969656404e-16,3.3137084173889171e-16,5.9457860180980076e-10,3.9607689178521405e-13,1.5401728510694213e-11,5.5247508309429487e-13,1.3745616144446536e-12,5.9028114571456349e-12,3.2096682930458616e-15,5.3998190660119741e-19,5.3908149140697149e-15,2.1342883020901029e-11,1.3380244948460757e-15,1.9413166304622625e-13,1.6856575590961621e-14,1.1918028477997039e-15,3.7254825775087855e-05,2.9965664198095384e-13,1.0166347781237209e-06,2.989606330877363e-13,5.8044796477079756e-14,1.4440119850951878e-19,8.2123982226402036e-20,3.7958629942853737e-16,1.8264154977729783e-13,6.546628323122158e-13
2.221852863696246e-08,0.22714400962641565,76.950000000000003,0.0,0.0,0.0,0.98358304874407498,9.4979642609112993,0.00069925203498440093,0.0068790337736549748,0.0048962052171787158,0.0018978076973950994,3.8821628408708024e-09,3.3298648530468504e-08,0.0005255723444763296,2.5618524166822977e-05,3.2225781104735808e-11,7.2197527393244094e-05,7.7749972638918656e-05,0.00065930713719436712,0.0005939505665611708,2.8777730872105266e-13,5.1941810164262796e-14,1.2933788041752834e-09,1.8137802200273742e-12,3.3236392819173021e-08,1.7898783005324484e-06,8.002947188066905e-05,8.0110013932504595e-05,3.8370813405126988e-08,2.4997872443035394e-08,3.1034372345816777e-18,1.2844869510402016e-06,1.2262524341140132e-09,3.9626272058713146e-10,2.6495891222636347e-09,3.1014292001806936e-08,1.4360002356782287e-11,2.9742883052971728e-09,6.9160745383179587e-06,4.0762074550036901e-13,1.1517984242568834e-13,1.6823830242378329e-10,2.5661526673207085e-11,4.7658617594317432e-13,1.5553264324655376e-09,5.8721410305356038e-09,2.9624990132444679e-09,2.3996465744611402e-10,3.4622140504954121e-08,1.4110237434536319e-08,2.1265855792435258e-08,1.7732397118134725e-13,5.4515525469548622e-09,2.1173454527591938e-11,8.4196503590422526e-09,1.1158338024659518e-09,7.954512585721024e-13,6.1731072763494738e-10,3.7877776647743637e-10,9.6265483147079141e-11,1.4923414219253664e-11,4.6580943007977324e-16,3.3900293367447456e-16,6.248088042809629e-10,4.1621313107317423e-13,1.6710585600711329e-11,5.8056250949807011e-13,1.4444453652164384e-12,6.4062559968336511e-12,3.4787935696407962e-15,5.674349946475132e-19,5.9180844110110634e-15,2.3438176990637608e-11,1.3688501757532718e-15,2.0281692664257542e-13,1.7229582409219943e-14,1.219325404623278e-15,3.8858007279520255e-05,3.0631602535265604e-13,1.1079562173298089e-06,3.0558113031376245e-13,6.0733720980949819e-14,1.5671702387348134e-19,8.9128249738037934e-20,4.2101484342418381e-16,2.0514442270107649e-13,6.8699465706712767e-13
2.2703337266576892e-08,0.22714390421928596,76.950000000000003,0.0,0.0,0.0,0.98322091038786186,9.4979184446968823,0.00071417687992315134,0.0070226301429536118,0.0049960115739136612,0.0019366451469476004,3.9631837591178716e-09,3.3286980789710091e-08,0.00053693702670120583,2.6153218810019625e-05,3.2885261595655344e-11,7.690315586116354e-05,8.2371241488213488e-05,0.00067357847914871916,0.00061967447784161758,2.9378362604683206e-13,5.4997896323846018e-14,1.3711464343895052e-09,1.9322864332504755e-12,3.401582848456007e-08,1.8268148139161473e-06,8.352800018296236e-05,8.3613244065931474e-05,4.004805189279622e-08,2.6090599005544416e-08,3.1706156108800941e-18,1.3394818967687843e-06,1.2787489381256308e-09,4.1327668016812569e-10,2.9405646973284443e-09,3.2607637263015466e-08,1.5111499046528492e-11,3.3125704329606601e-09,7.0660877642369669e-06,4.2856021588715755e-13,1.2109662747054192e-13,1.6973159878347448e-10,2.6046233064614532e-11,4.7673821247492015e-13,1.5880609694474309e-09,6.003153979952882e-09,3.2991452584947299e-09,2.5367975783074998e-10,3.7521566281894892e-08,1.5125946036657077e-08,2.3290441359609807e-08,1.8491924598734625e-13,5.9777244835695548e-09,2.1780065325967129e-11,9.347178960325038e-09,1.2345260070271767e-09,8.1824742310106524e-13,6.8998731064453626e-10,4.3330214080080773e-10,1.1027785374847041e-10,1.5591387513271035e-11,4.7945965121415945e-16,3.4663846958003834e-16,6.5590772847897986e-10,4.369278983636261e-13,1.8103944854043706e-11,6.0945690765285726e-13,1.5163369593797603e-12,6.9422961500899533e-12,3.7651221403450962e-15,5.9567684261112976e-19,6.4852816251748771e-15,2.5692712745287967e-11,1.3996897770458509e-15,2.1168331476472859e-13,1.7602457045071434e-14,1.2468604813906987e-15,4.0490287117418884e-05,3.1297534098310598e-13,1.2051495681816563e-06,3.1220038834278703e-13,6.3483919943720516e-14,1.6983023972108886e-19,9.6586009897866393e-20,4.6579858109108067e-16,2.2980494006254598e-13,7.2022964467088381e-13
2.3188145896191324e-08,0.22714379886289884,76.950000000000003,0.0,0.0,0.0,0.98285868043583824,9.4978725415864389,0.00072908760180393438,0.0071658819018937427,0.0050954594461107327,0.001975342310911914,4.0440094546702098e-09,3.3275309724534574e-08,0.0005482972575065263,2.6686625135728771e-05,3.3542359962890855e-11,8.1802023310618518e-05,8.7165157074526166e-05,0.00068784489328977555,0.00064591962736415532,2.9977547147965308e-13,5.8167423400179529e-14,1.4518538225214481e-09,2.0556744865778948e-12,3.479499574901306e-08,1.8636193475407768e-06,8.7097731720263655e-05,8.7187901614639736e-05,4.1759414642116338e-08,2.7205558430572265e-08,3.2377707908752806e-18,1.3955576333405193e-06,1.332276771463099e-09,4.3062657246268875e-10,3.2559027299834802e-09,3.4241302946670497e-08,1.588408525902377e-11,3.6807179926460304e-09,7.2160753061320349e-06,4.5002942639444433e-13,1.2716309908999322e-13,1.7122465807602787e-10,2.6430875158534377e-11,4.7689034082593965e-13,1.6208099366605741e-09,6.1342248772533325e-09,3.6654727910509855e-09,2.6782383145409104e-10,4.0589179207548789e-08,1.6188458615953455e-08,2.545425491760926e-08,1.9266397067490621e-13,6.5405879114756402e-09,2.2392178996705415e-11,1.0353087356811305e-08,1.3625815188743728e-09,8.4125042847814233e-13,7.6910512251879187e-10,4.9417146788061344e-10,1.2593909543409501e-10,1.6274048039665559e-11,4.932621624846927e-16,3.5427746615601691e-16,6.8788295978245663e-10,4.5822623854073488e-13,1.958591839651681e-11,6.3916531452428879e-13,1.5902539063084302e-12,7.5125204794938043e-12,4.06948703148694e-15,6.2471432886329215e-19,7.0946503426279451e-15,2.8115464106980695e-11,1.4305433661578367e-15,2.2073015773344349e-13,1.797519948357045e-14,1.27440813817297e-15,4.215130771631947e-05,3.1963463599715235e-13,1.3084434645202035e-06,3.1881845219948603e-13,6.6295419300570006e-14,1.8377970725315508e-19,1.0451936388370549e-19,5.1411518885824369e-16,2.5677293781980876e-13,7.5437550349343858e-13
2.3672954525805755e-08,0.22714369355162756,76.950000000000003,0.0,0.0,0.0,0.98249636337148594,9.497826549796125,0.00074398420725897902,0.007308785325048868,0.0051945454142840889,0.0020138978630282411,4.1246378247241912e-09,3.3263635486582145e-08,0.00055965303596170054,2.7218729266224258e-05,3.4197053685847564e-11,8.6897372192376303e-05,9.2134395167325141e-05,0.00070210637954421613,0.00067268434487538357,3.0575268912861944e-13,6.1452146564482142e-14,1.5355472034432819e-09,2.1840267250207587e-12,3.557389451029722e-08,1.9002906302939324e-06,9.0738399386470264e-05,9.0833729667234175e-05,4.3504773084243258e-08,2.8342666953876814e-08,3.3049027742218457e-18,1.4527093329295967e-06,1.3868313099252598e-09,4.4831090161193725e-10,3.5970190650535979e-09,3.5915164120839871e-08,1.667779653359622e-11,4.0806327882569204e-09,7.366038205963111e-06,4.7202672743660811e-13,1.3337879116695528e-13,1.7271749102664846e-10,2.6815455656378502e-11,4.7704256418967091e-13,1.653573407834559e-09,6.2653540198539185e-09,4.0633673264289063e-09,2.8239822699505317e-10,4.3830330455621651e-08,1.729870364920065e-08,2.7763208754365209e-08,2.0055748931016019e-13,7.1417240126004448e-09,2.3009767229228822e-11,1.1442030908068004e-08,1.5004822788512521e-09,8.644592105906152e-13,8.5504708270520577e-10,5.6195364380683489e-10,1.4339846088885298e-10,1.6971399984157027e-11,5.0721814830161504e-16,3.6191994057199598e-16,7.2074203246008403e-10,4.8011316230752265e-13,2.1160782171900643e-11,6.6969471939970003e-13,1.6662135967504521e-12,8.1185808797653835e-12,4.3927544665721921e-15,6.5455428517435853e-19,7.7485286190807261e-15,3.0715782272805439e-11,1.4614110124180634e-15,2.2995677861157649e-13,1.8347809711010004e-14,1.3019684367323011e-15,4.3840707546715282e-05,3.2629395786033862e-13,1.4180691880795771e-06,3.2543536764545415e-13,6.9168245121816839e-14,1.9860583697240967e-19,1.1295129399378188e-19,5.6614650797216025e-16,2.8620477010762412e-13,7.8943988953352474e-13
2.4157763155420187e-08,0.2271435882799,76.950000000000003,0.0,0.0,0.0,0.98213396365074179,9.4977804675667965,0.00075886670298638717,0.0074513367295888904,0.0052932661114158145,0.0020523104975035712,4.2050667905202133e-09,3.3251958226563584e-08,0.00057100436118787676,2.7749517482452913e-05,3.4849320591467558e-11,9.2192400713388999e-05,9.7281602083048815e-05,0.00071636293789317687,0.00069996694778491912,3.1171512488523618e-13,6.4853801599833601e-14,1.6222723087872078e-09,2.3174243745069888e-12,3.6352524690810487e-08,1.9368274104097627e-06,9.4449733244414327e-05,9.4550468868584103e-05,4.5283997292224844e-08,2.9501839926362198e-08,3.3720115608307404e-18,1.5109321316805141e-06,1.442407894904703e-09,4.6632815988465913e-10,3.9653749963648662e-09,3.7629090917831516e-08,1.7492662572190528e-11,4.5142917955731274e-09,7.5159775221821596e-06,4.945504045438608e-13,1.3974321925029042e-13,1.7421010852421095e-10,2.7199977301787945e-11,4.7719488576504178e-13,1.6863514587150518e-09,6.3965417132574599e-09,4.4947887389807486e-09,2.9740414855947598e-10,4.7250377993861656e-08,1.845759845125354e-08,3.0223301146126252e-08,2.0859914140467149e-13,7.7827374601642059e-09,2.3632801830901957e-11,1.2618823601263353e-08,1.6487210715425025e-09,8.8787270975229117e-13,9.4820705366623391e-10,6.3725228949375535e-10,1.6281470302377406e-10,1.7683447565824688e-11,5.2132887104221546e-16,3.6956591046823249e-16,7.5449242981352125e-10,5.0259364628061082e-13,2.2832981554750748e-11,7.0105206402028305e-13,1.7442333031565966e-12,8.7621947567041027e-12,4.7358250038434814e-15,6.8520349684287798e-19,8.4493522878065639e-15,3.3503409876519691e-11,1.4922927870563207e-15,2.3936249328699255e-13,1.8720287714914618e-14,1.3295414405276431e-15,4.5558121265064206e-05,3.3295335438168095e-13,1.534260552688932e-06,3.3205118116584761e-13,7.2102423616692331e-14,2.1435064198713282e-19,1.2190569396162286e-19,6.2207847113826428e-16,3.1826341914956035e-13,8.2543040658592982e-13
2.464257178503462e-08,0.22714348304219867,76.950000000000003,0.0,0.0,0.0,0.98177148570156147,9.4977342931641484,0.00077373509574966428,0.0075935324756259805,0.0053916182232557645,0.0020905789291273875,4.2852942975388956e-09,3.3240278094245493e-08,0.00058235123235762061,2.8278976225329388e-05,3.5499138856194619e-11,9.769026255910397e-05,0.00010260939441468763,0.00073061456837179037,0.00072776574135281888,3.1766262643795432e-13,6.8374104723844563e-14,1.7120743622202767e-09,2.4559475347683148e-12,3.7130886232211528e-08,1.9732284555819675e-06,9.8231460558955409e-05,9.8337857457412694e-05,4.7096955996876189e-08,3.0682991824421771e-08,3.439097150867087e-18,1.5702211300391689e-06,1.4990018337040467e-09,4.846768278430895e-10,4.3624773524770275e-09,3.9382948885389272e-08,1.8328707464902991e-11,4.9837482567115964e-09,7.6658943294276549e-06,5.175986829789252e-13,1.462558818593258e-13,1.7570252161824503e-10,2.7584442879849469e-11,4.7734730875612758e-13,1.7191441670697889e-09,6.5277882710758342e-09,4.9617721168913542e-09,3.1284266137613146e-10,5.0854683432964778e-08,1.9666049075285653e-08,3.2840613643503981e-08,2.1678826197510196e-13,8.4652556834927825e-09,2.42612547382188e-11,1.3888438924643659e-08,1.8078013250926088e-09,9.1148987112368656e-13,1.0489897028747784e-09,7.207080175368756e-10,1.8435641661421076e-10,1.8410195038016065e-11,5.3559567408371395e-16,3.7721539395707538e-16,7.8914158433832722e-10,5.256726330969978e-13,2.4607137022375928e-11,7.3324424273002414e-13,1.8243301800507469e-12,9.4451472294391839e-12,5.0996346858262801e-15,7.1666870284107575e-19,9.199658570943545e-15,3.6488495468851883e-11,1.5231887632090978e-15,2.4894661055643311e-13,1.9092633484033203e-14,1.3571272147198859e-15,4.7303179857211411e-05,3.3961287371568719e-13,1.6572537881708301e-06,3.3866593995596668e-13,7.5097981137124315e-14,2.3105779188508113e-19,1.3140739959528477e-19,6.8210102699052305e-16,3.531186029800565e-13,8.6235460642841978e-13
2.512738041464905e-08,0.22714337783306174,76.950000000000003,0.0,0.0,0.0,0.98140893392349415,9.4976880248788316,0.000788589392377244,0.0077353689665484952,0.0054895984886057922,0.0021287018933812863,4.3653183156904981e-09,3.3228595238435883e-08,0.00059369364869458639,2.8807092096986318e-05,3.6146487007835585e-11,0.00010339406662920621,0.00010812035876991832,0.0007448612710687217,0.00075607901887784199,3.2359504328621448e-13,7.2014752416947512e-14,1.8049980748656767e-09,2.5996751725697641e-12,3.7908979091530415e-08,2.0094925530710182e-06,0.00010208330583043923,0.00010219563130409976,4.8943516602831644e-08,3.1886036260396222e-08,3.506159544748005e-18,1.6305713931205773e-06,1.5566083998872356e-09,5.0335537451377712e-10,4.7898785550911382e-09,4.1176599305172471e-08,1.9185949905955621e-11,5.4911327502164966e-09,7.8157897182177357e-06,5.4116973192364425e-13,1.5291626166684538e-13,1.7719474151580742e-10,2.7968855216308331e-11,4.7749983637178577e-13,1.7519516126941387e-09,6.6590940150513086e-09,5.4664287922508861e-09,3.2871469724629867e-10,5.464860895059409e-08,2.0924950217327886e-08,3.5621308350656616e-08,2.2512418160807454e-13,9.1909281309804298e-09,2.4895098028442576e-11,1.5256010651936591e-08,1.978236905616765e-09,9.3530964514925616e-13,1.1578103569692643e-09,8.1299970193072298e-10,2.0820238082485243e-10,1.9151646689258217e-11,5.5001998492505754e-16,3.8486840962425591e-16,8.2469687790361043e-10,5.4935503153330891e-13,2.6488049881077063e-11,7.6627810264204361e-13,1.9065212644435378e-12,1.0169293354098746e-11,5.485156199877602e-15,7.4895659597734778e-19,1.0002089792107074e-14,3.968160840815612e-11,1.554099015924805e-15,2.5870843221031178e-13,1.9464847008331644e-14,1.3847258261765556e-15,4.9075510782143612e-05,3.4627256436365202e-13,1.7872874240081643e-06,3.4527969190777582e-13,7.8154944181532135e-14,2.4877266713137653e-19,1.4148221971457076e-19,7.4640806252055997e-16,3.9094688096009029e-13,9.0021998902893943e-13
