Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282),S(4155),S(4335),S(4374),S(4387)
4.367570633676185e-12,0.32356124739088526,76.950000000000003,0.0,0.0,0.0,0.99510235064579655,9.499998755080437,1.6741409487496514e-05,0.00018461204521215036,0.00018342298943943732,1.1295914666883101e-06,1.8961420561971872e-11,0.00029386023557493164,0.0011379672036983311,1.0344708791589884e-07,5.9775202413636156e-15,4.5007166496431404e-13,9.0392901129183488e-10,0.0030419097873531148,2.8039061859239205e-08,4.1755944513611482e-16,6.4774644076430302e-17,9.9064605189634292e-15,1.2996844097252162e-18,2.3627085855971796e-08,1.5350194478051445e-07,1.0226793731993817e-08,1.0228517467926901e-08,1.1593421589954418e-12,5.5825047995337646e-13,5.5670577899463324e-12,1.0674645550735512e-08,2.460010978428485e-12,5.5293458983731622e-13,5.081360891623916e-21,6.6078646520843493e-13,2.5008971750094918e-13,4.6465994860734469e-21,3.5871582024799337e-05,3.8598521603433754e-18,1.4654803783369933e-18,6.2859284781391141e-07,1.6204807526587189e-07,1.9890771777045535e-07,6.4870496925810296e-07,3.0117783811717469e-08,4.6455597370434727e-21,2.8095670347293491e-15,5.6582980493151445e-17,5.5213446441529213e-17,5.777449716330209e-20,3.9252750852256627e-14,2.9206702552412147e-23,2.5085396545859445e-11,3.3114704942558427e-21,8.7184431232820345e-23,2.9491049750501909e-13,1.1654188420625406e-26,8.9461004786273525e-27,4.8404997544371285e-30,1.2086828112144122e-12,3.6757284920574902e-15,8.9145602139180813e-14,9.2371525532644872e-13,7.3733849968021454e-17,1.6077819360961909e-14,1.320768359278188e-16,1.1993823083735616e-16,7.0761661001641602e-17,7.6877413668247498e-17,2.2464009886141225e-24,3.1079161918504934e-17,4.3398139617319603e-14,3.6358936577855802e-14,4.2781577553564244e-15,2.0780181400268645e-12,6.4900138688248639e-15,1.1711836267412113e-08,7.1134246733169157e-11,5.1764371277994582e-15,7.1134251843762413e-11,4.6085690204609062e-15,5.0849589849624117e-25,2.9703332432249629e-25,1.1317956443601741e-28,2.3163714350813445e-26,3.1684490673089093e-16,1.5882330979099717e-25,1.4626137220598776e-19,2.7209702068717917e-18,2.3035860210994186e-17,1.1575235499008026e-18,1.154607081239525e-17,1.3161628373020479e-19,2.7219993404188728e-22,1.4715522940420248e-23,2.7622249809421199e-21,7.6084723095628761e-25,1.504026303360682e-19,1.3476098889522451e-24,1.7704752906738279e-19,3.9733455928972561e-19,2.034330752306733e-23,2.9460709027050451e-21,1.2644400294429775e-25,1.3551511337910335e-07,1.4651566924147578e-13,1.8651063298579375e-15,1.3000442680340156e-21,1.6831303329549852e-23,6.1419808873823976e-28,8.5604101655388343e-27,3.631457550334913e-28
4.472747233144181e-12,0.3235612472102374,76.950000000000003,0.0,0.0,0.0,0.99498481945003536,9.499998705175619,1.7143540315499785e-05,0.00018903511189492339,0.00018779402144894616,1.1764776830593522e-06,1.9415714487113632e-11,0.00029382601417253653,0.0011671893557518567,1.0612658400870985e-07,6.2256307366308382e-15,4.8445060554447084e-13,9.4794560103049567e-10,0.0031200322104185415,2.9401063833159355e-08,4.2837511137012795e-16,6.6514480048032547e-17,1.0633755147019305e-14,1.399545388294302e-18,2.4842244139720232e-08,1.6070916673224297e-07,1.0969376458265484e-08,1.0971228618127314e-08,1.2447851025452499e-12,6.0072040916229e-13,5.7179957890738517e-12,1.1044548255329457e-08,2.5463698978021182e-12,5.7334543203452433e-13,5.9879011076213892e-21,6.9745239052345186e-13,2.6199136272259116e-13,5.4763364830223964e-21,3.6795076829370701e-05,4.0741944958937362e-18,1.5468212624429162e-18,6.455577322309934e-07,1.658515675510085e-07,1.9897389057659231e-07,6.6679194776171854e-07,3.1820258232586373e-08,5.4750812547101461e-21,3.005961589347327e-15,6.2369977297549271e-17,6.089218450811911e-17,6.5258336302486196e-20,4.1043345724514409e-14,3.3749544229884097e-23,2.6277212773124969e-11,3.7379233502229666e-21,1.008613856019473e-22,3.1123137220103398e-13,1.3806215695748316e-26,1.0457341722973955e-26,5.779004706761563e-30,1.3118898393571379e-12,3.8505886326145039e-15,9.6289005904812233e-14,9.9115818455889284e-13,7.9171838177215617e-17,1.6864001929258819e-14,1.4190262384521809e-16,1.3099184201180251e-16,7.5617609086222572e-17,8.0644533944815043e-17,2.4534293557045696e-24,3.3314959748093183e-17,4.6570379641826805e-14,3.9687240947523279e-14,4.6046599775692476e-15,2.1316743194926384e-12,7.1774406459244062e-15,1.2049615425497022e-08,7.1391725080039255e-11,5.4977454865779836e-15,7.1391730318194438e-11,5.0392571457427278e-15,5.4339094261080371e-25,3.1741694898189863e-25,1.3097418272624389e-28,2.7873701928008537e-26,3.3996862822344805e-16,1.7029875288352124e-25,1.5695832446258357e-19,3.0154740243683446e-18,2.4750261454594568e-17,1.3009881307887735e-18,1.2687463800126314e-17,1.4798202659048587e-19,3.0841212251275725e-22,1.6572793440441151e-23,3.1021320843178448e-21,8.1749041754242804e-25,1.7037867788176185e-19,1.4480135126184047e-24,1.9844567625412937e-19,4.3672830231219383e-19,2.2366306134494755e-23,3.3089342765841378e-21,1.4336307320286232e-25,1.3549933213264102e-07,1.5902521191278021e-13,2.0496548350791074e-15,1.4287764067960645e-21,1.9346846672315825e-23,6.9496481782004752e-28,9.9195285205004068e-27,4.2081655486433844e-28
4.577923832612176e-12,0.32356124702740624,76.950000000000003,0.0,0.0,0.0,0.9948673031529196,9.4999986546441626,1.7545623106690105e-05,0.00019345712792124596,0.00019216319465005966,1.2239890333708041e-06,1.9869900493415764e-11,0.00029379179179295673,0.0011964079323039767,1.0880544453404319e-07,6.4770492923502012e-15,5.2056553465799767e-13,9.9300655488971648e-10,0.0031981455011643131,3.0795142865423268e-08,4.3918821217021879e-16,6.8257038976303044e-17,1.1395522400986364e-14,1.5044786009166089e-18,2.608744939657685e-08,1.6806910865566411e-07,1.1746389064341274e-08,1.174837576618742e-08,1.3342494702323347e-12,6.4525773434003993e-13,5.8689161668005902e-12,1.1419231332390504e-08,2.6338537845811049e-12,5.9404934819751691e-13,7.0289222415886128e-21,7.3515353017780083e-13,2.7420400740286998e-13,6.429313045473208e-21,3.7718568116263581e-05,4.2945930797723902e-18,1.6304593573869093e-18,6.6245403094014581e-07,1.6961068137524746e-07,1.990380671530531e-07,6.8483938139263049e-07,3.3568767615295621e-08,6.4278043691014891e-21,3.2111307518669025e-15,6.8593563047953356e-17,6.7001639269533209e-17,7.3501750644031608e-20,4.2866754074520643e-14,3.8865927243262017e-23,2.7495317106640018e-11,4.2074135035148491e-21,1.1628562502699121e-22,3.2798983563426485e-13,1.6290520921335021e-26,1.2180840788228057e-26,6.8715086188223288e-30,1.4208478012876313e-12,4.0293108643854685e-15,1.0379305656339142e-13,1.0617654328093936e-12,8.4867542656788445e-17,1.7669048417421955e-14,1.5219819961660311e-16,1.4275232769465759e-16,8.0674213492805577e-17,8.449909501163864e-17,2.6736969877828406e-24,3.5654077490950585e-17,4.989160114084443e-14,4.3212838515154867e-14,4.9471119457505062e-15,2.185324226249671e-12,7.9164423811510089e-15,1.2389519495661482e-08,7.1648291522135048e-11,5.8315661450646836e-15,7.1648296887041752e-11,5.4982858434153492e-15,5.7972791233844174e-25,3.3864286133699113e-25,1.5104709595674355e-28,3.3397011202770248e-26,3.6417269726441489e-16,1.8230354918943095e-25,1.6815609365577868e-19,3.3329736505800955e-18,2.6548215615970836e-17,1.4575853062700756e-18,1.3910850898906196e-17,1.6592553004210094e-19,3.4837317921749796e-22,1.8611785673032451e-23,3.4742480555041406e-21,8.7688874051076211e-25,1.9237503184296469e-19,1.5533156225932499e-24,2.2181461491662654e-19,4.7896566792461338e-19,2.4535765621587801e-23,3.7063196277901737e-21,1.6208563838172928e-25,1.3548355039478001e-07,1.7223168719119792e-13,2.247488285869724e-15,1.5667822312890971e-21,2.2164922053748241e-23,7.8410623260887504e-28,1.1455108402932003e-26,4.8597694072511457e-28
4.683100432080172e-12,0.32356124684245163,76.950000000000003,0.0,0.0,0.0,0.99474980175230421,9.4999986035015578,1.7947657867152789e-05,0.00019787809354833609,0.00019653052485971875,1.2721100356794313e-06,2.0323978608219455e-11,0.00029375757010271532,0.0012256229333633723,1.1148366938023411e-07,6.7316939817763629e-15,5.5846093392400073e-13,1.0391117389674028e-09,0.0032762496595988965,3.2221283706178199e-08,4.4999874706751267e-16,7.0002320541913365e-17,1.2192534821551749e-14,1.6146148404475138e-18,2.7362660716136978e-08,1.7558097049864873e-07,1.2558551562240872e-08,1.2560679056181387e-08,1.4278207174723582e-12,6.9190808773905998e-13,6.0198189158327073e-12,1.1798693637833566e-08,2.7224623693399333e-12,6.1504637910389678e-13,8.2205105107264437e-21,7.7389225353456248e-13,2.8673128122348353e-13,7.5202966400478586e-21,3.8642055131113928e-05,4.5210617833844521e-18,1.7163999223679371e-18,6.7928186725648113e-07,1.7332590781349805e-07,1.9910056880365292e-07,7.0284723020263536e-07,3.5363169707821674e-08,7.518490980278992e-21,3.4252759537476934e-15,7.5275516476529969e-17,7.3563401657040219e-17,8.256158982684225e-20,4.4722756320392102e-14,4.4612259605573402e-23,2.8739621185739723e-11,4.7231442771331807e-21,1.336320340853725e-22,3.4518456740944346e-13,1.9148855803058373e-26,1.4140702846250976e-26,8.1389381556248558e-30,1.5357098752862845e-12,4.2118822115500869e-15,1.1166542746090559e-13,1.1356058935884739e-12,9.0826632948309262e-17,1.8492964893271923e-14,1.6297399470143275e-16,1.5524514724578131e-16,8.5934215014153499e-17,8.8441020237310908e-17,2.9076807158091616e-24,3.8098727278246312e-17,5.3365048711288614e-14,4.6940994407724707e-14,5.3058671694692695e-15,2.238967860228861e-12,8.709314136926431e-15,1.2731548983789526e-08,7.1904104501982435e-11,6.1781423384790212e-15,7.1904109992825513e-11,5.9867866219038789e-15,6.1752650316029627e-25,3.6072256632122072e-25,1.7362682337418174e-28,3.9850329808566351e-26,3.8948014101430724e-16,1.9484878455555839e-25,1.7986537786087009e-19,3.6745948666805254e-18,2.8431761153018208e-17,1.6280986561734762e-18,1.5219997362558747e-17,1.855568321016722e-19,3.9236515140706179e-22,2.0845361692679346e-23,3.8807466103664747e-21,9.3910871318153642e-25,2.1653356551147012e-19,1.6636358501754202e-24,2.4728236752115908e-19,5.2417855855247632e-19,2.6858499508868652e-23,4.1405893917652085e-21,1.8275765082839962e-25,1.3546776894677156e-07,1.8615364742714198e-13,2.4592199033075922e-15,1.7144901152862049e-21,2.5313482795112839e-23,8.8227051553906064e-28,1.3185223582727882e-26,5.5939420741606101e-28
4.788277031548167e-12,0.3235612466554326,76.950000000000003,0.0,0.0,0.0,0.99463231524605178,9.499998551762916,1.8349644602972287e-05,0.00020229800903327045,0.00020089602752269638,1.3208255794954707e-06,2.0777948856831244e-11,0.00029372335023972412,0.0012548343590795096,1.1416125850973734e-07,6.9894848437649373e-15,5.9818131116980768e-13,1.0862610195112776e-09,0.0033543446861070076,3.3679471111603315e-08,4.6080671592796853e-16,7.1750324468113503e-17,1.3025563256650843e-14,1.7300849835843261e-18,2.8667837238750814e-08,1.8324395665380919e-07,1.3406580192654832e-08,1.3408854860178539e-08,1.5255838519847266e-12,7.4071686242635569e-13,6.1707040319105106e-12,1.2182934028556589e-08,2.8121953829408101e-12,6.3633656337796339e-13,9.5802329104003208e-21,8.1367087638428636e-13,2.9957680986820851e-13,8.7654178029283911e-21,3.9565537130403542e-05,4.7536141645113435e-18,1.8046480976731647e-18,6.9604139250622553e-07,1.7699774027219787e-07,1.9916165171487095e-07,7.208154828171151e-07,3.7203322310338905e-08,8.763265399289176e-21,3.6486002548348442e-15,8.2438167371539116e-17,8.0599610844258467e-17,9.2497513457200577e-20,4.6611146403110502e-14,5.1048992047812674e-23,3.0010036950244515e-11,5.2884764850719187e-21,1.5308839713469245e-22,3.6281423172412662e-13,2.2427075952310267e-26,1.636315870263185e-26,9.6045048677469663e-30,1.6566287648052377e-12,4.3982897424357666e-15,1.1991371401634723e-13,1.2127482278580329e-12,9.7054759455143301e-17,1.9335757473196866e-14,1.7424040534512179e-16,1.6849592187638972e-16,9.1400292196922007e-17,9.2470239327568057e-17,3.1558604019971921e-24,4.0651113671124955e-17,5.6993955835504502e-14,5.0876921086112769e-14,5.681277305248591e-15,2.2926052216415445e-12,9.5583800196869111e-15,1.3075704371330961e-08,7.2159290266206021e-11,6.5377189788710291e-15,7.2159295882165737e-11,6.5059095170791046e-15,6.5680596325441944e-25,3.836673075800954e-25,1.9895877541263495e-28,4.7363830310808915e-26,4.1591388469458538e-16,2.0794549532144145e-25,1.9209682778685654e-19,4.0414865483655922e-18,3.0402939946290534e-17,1.8133332760199693e-18,1.6618746701065886e-17,2.0699083331124511e-19,4.4068361718512956e-22,2.3286960432878551e-23,4.3238902525718952e-21,1.0042169233820175e-24,2.4300174241407962e-19,1.779094027568828e-24,2.7498203100570396e-19,5.7250171242269653e-19,2.9341468247635845e-23,4.6142073814355779e-21,2.0553335376538069e-25,1.3545198832215071e-07,2.0080958685171622e-13,2.685475901577237e-15,1.8723375158438241e-21,2.8822318644359309e-23,9.9013996994756466e-28,1.5129330289043666e-26,6.4189435375513652e-28
4.8934536310161625e-12,0.3235612464664058,76.950000000000003,0.0,0.0,0.0,0.99451484363202924,9.4999984994429791,1.8751583320232175e-05,0.00020671687463300463,0.00020525971772052197,1.3701209168739005e-06,2.1231811265439518e-11,0.00029368913297722957,0.0012840422096989555,1.1683821193882514e-07,7.2503438356842401e-15,6.397711947754499e-13,1.1344542629125696e-09,0.0034324305813328623,3.5169689843906741e-08,4.7161211882226903e-16,7.3501050512176874e-17,1.3895376865057945e-14,1.8510199740737203e-18,3.0002938155586811e-08,1.9105727592180624e-07,1.4291187445867539e-08,1.4293615799170057e-08,1.6276234362805109e-12,7.9172921361806258e-13,6.3215715128715408e-12,1.25719513621824e-08,2.903052556455461e-12,6.5791993750197985e-13,1.1127234092489488e-20,8.5449166203923321e-13,3.12744214269829e-13,1.0182259743075595e-20,4.0489013380138263e-05,4.9922634737172132e-18,1.89520890710678e-18,7.1273278014699439e-07,1.8062667277766626e-07,1.992215201865411e-07,7.3874415059926128e-07,3.9089083341971365e-08,1.0179703891351744e-20,3.881308327903402e-15,9.010439686298424e-17,8.813295448220653e-17,1.0337206117925672e-19,4.853173092863975e-14,5.8240803696160476e-23,3.1306476636828435e-11,5.9069323397563787e-21,1.748560253951844e-22,3.8087748003975075e-13,2.6175437163202185e-26,1.8876701292720612e-26,1.1293896854935694e-29,1.7837566987645964e-12,4.5885205689812206e-15,1.2854543478463977e-13,1.2932608648274687e-12,1.0355755350822631e-16,2.0197432328916952e-14,1.8600779270053551e-16,1.8253042476446985e-16,9.7075062830667953e-17,9.6586687961789658e-17,3.4187187546881232e-24,4.3313433687227133e-17,6.0781544918971995e-14,5.5025778778314223e-14,6.0736921669092776e-15,2.3462363108925366e-12,1.0465992066374074e-14,1.3421986115647986e-08,7.2413949390959572e-11,6.9105426542152909e-15,7.2413955131211603e-11,7.0568230295947152e-15,6.9758510419484411e-25,4.0748807372089996e-25,2.2730607650662043e-28,5.6082367720503201e-26,4.4349675220803247e-16,2.2160466862851125e-25,2.0486104706513725e-19,4.434820459873096e-18,3.246379728848224e-17,2.0141155930601696e-18,1.8111020289212997e-17,2.3034739097950018e-19,4.9363797436135201e-22,2.5950609068973492e-23,4.8060314877348198e-21,1.0722800332309275e-24,2.7193265198800396e-19,1.8998101872659234e-24,3.0505186147259386e-19,6.24072693802455e-19,3.1991778710228336e-23,5.1297406346648057e-21,2.3057556578771463e-25,1.3543620888345474e-07,2.1621794161433475e-13,2.9268954353710884e-15,2.0407709365300055e-21,3.2723129018432409e-23,1.1084320296250586e-27,1.730833917694794e-26,7.343651392156416e-28
4.998630230484158e-12,0.3235612462754274,76.950000000000003,0.0,0.0,0.0,0.99439738690810819,9.4999984465561393,1.9153474025015137e-05,0.00021113469060438894,0.00020962161018019189,1.4199816537184561e-06,2.1685565861824792e-11,0.00029365491884823829,0.0013132464855322237,1.1951452972209427e-07,7.5141947874267009e-15,6.832751282607376e-13,1.1836913356999281e-09,0.0035105073460915508,3.6691924671322763e-08,4.8241495594435691e-16,7.5254498456540939e-17,1.480274311996462e-14,1.9775508066377008e-18,3.1367922708664538e-08,1.9902014147520391e-07,1.5213082082508667e-08,1.5215670763824218e-08,1.734023590129885e-12,8.4499006000290627e-13,6.4724213579401584e-12,1.2965744496863093e-08,2.9950336211058414e-12,6.7979653583490139e-13,1.2882337040321531e-20,8.9635682240345473e-13,3.262371100083741e-13,1.1789951495367837e-20,4.1412483154833188e-05,5.2370226606137787e-18,1.9880872603652582e-18,7.2935622102768344e-07,1.8421319861039419e-07,1.992803373019363e-07,7.5663326294475021e-07,4.1020310894493737e-08,1.1786927765077835e-20,4.1236064428112327e-15,9.8297637640103419e-17,9.6186668865452542e-17,1.1525072275110259e-19,5.0484328363845432e-14,6.6256791521363456e-23,3.2628852775751011e-11,6.5821993598210917e-21,1.9915039921716713e-22,3.9937295339996342e-13,3.0448905627102821e-26,2.1712227831175353e-26,1.3235481877719891e-29,1.9172454320369151e-12,4.7825618462538816e-15,1.375680324803119e-13,1.3772120027405258e-12,1.1034062743104224e-16,2.1077995693726853e-14,1.9828648294795714e-16,1.9737457155199977e-16,1.0296108540442817e-16,1.0079030745188776e-16,3.6967411503752853e-24,4.6087876826859579e-17,6.4731027327593099e-14,5.9392675944783584e-14,6.4834597358276294e-15,2.399861128514138e-12,1.1434529157098071e-14,1.3770394650409876e-08,7.2668162046861712e-11,7.2968616275111735e-15,7.2668167910577222e-11,7.6407140611097257e-15,7.3988231141829728e-25,4.3219560442673082e-25,2.5895040787221392e-28,6.6166752262703103e-26,4.7225146674474296e-16,2.3583724272201254e-25,2.1816859253149676e-19,4.8557910510483792e-18,3.4616381873791761e-17,2.2312931831843862e-18,1.9700816977039444e-17,2.5575141280006165e-19,5.5155172741001332e-22,2.8850934305980719e-23,5.329614008850828e-21,1.1433647789182092e-24,3.0348504252948211e-19,2.0259045614238718e-24,3.3763535861263309e-19,6.7903188327088626e-19,3.48166836859926e-23,5.6898612471560762e-21,2.5805596923393731e-25,1.3542043088050134e-07,2.3239708984316729e-13,3.1841305475602231e-15,2.2202458908407525e-21,3.7049597273765696e-23,1.2379002773293494e-27,1.9744689395629036e-26,8.3775922984143848e-28
5.1038068299521534e-12,0.3235612460825521,76.950000000000003,0.0,0.0,0.0,0.994279945072161,9.4999983931164493,1.9555316723403023e-05,0.00021555145720417951,0.00021398171928267167,1.4703937412942052e-06,2.2139212671091784e-11,0.00029362070822631161,0.001342447186932251,1.2219021194147125e-07,7.7809633564003389e-15,7.287376651080155e-13,1.2339721045335495e-09,0.003588574981311511,3.8246160368109139e-08,4.9321522764477237e-16,7.7010668097418744e-17,1.5748427812545903e-14,2.1098085115989834e-18,3.2762750190853847e-08,2.0713177082286275e-07,1.617296915413509e-08,1.617572493507202e-08,1.8448679930093214e-12,9.0054408505470159e-13,6.6232535672629739e-12,1.3364312291152837e-08,3.0881383082255668e-12,7.0196639063939501e-13,1.4868147596805328e-20,9.3926851901884768e-13,3.4005910683856193e-13,1.3609264679101063e-20,4.2335945736842897e-05,5.487904379984456e-18,2.0832879553593733e-18,7.4591191962183829e-07,1.877578092347177e-07,1.9933823341464309e-07,7.7448286354206323e-07,4.2996863274870798e-08,1.3605700063000218e-20,4.3757024503388134e-15,1.0704187410329455e-16,1.0478453903198227e-16,1.2820200811825302e-19,5.2468768283208667e-14,7.5170663538845997e-23,3.3977078187911675e-11,7.3181342777750692e-21,2.2620182557058936e-22,4.1829928443642355e-13,3.530748243154846e-26,2.4903187740139116e-26,1.5460522358922966e-29,2.0572462460925226e-12,4.9804007720150269e-15,1.4698887496568742e-13,1.4646696096536431e-12,1.1740957460387157e-16,2.1977453868247142e-14,2.1108676741365802e-16,2.1305441121146358e-16,1.0906086053131137e-16,1.0508104442234119e-16,3.990415462644562e-24,4.8976625098842694e-17,6.88456034245964e-14,6.3982669769642791e-14,6.9109261711081125e-15,2.4534796751232769e-12,1.2466395953385344e-14,1.4120930386041882e-08,7.2921992192284329e-11,7.696925835893251e-15,7.292199817862992e-11,8.2587878494251727e-15,7.8371555446298195e-25,4.5780039643744317e-25,2.9419287030523896e-28,7.779510036013195e-26,5.0220065137436909e-16,2.5065410724562938e-25,2.3202997450167924e-19,5.3056152572768216e-18,3.6862745787184454e-17,2.4657345888490556e-18,2.1392212702081041e-17,2.8333294984770812e-19,6.1476277253628219e-22,3.2003173591502948e-23,5.8971738533606326e-21,1.2175379704804502e-24,3.3782335150312509e-19,2.1574975812341679e-24,3.7288134984876105e-19,7.3752246802339409e-19,3.7823581378941614e-23,6.2973481908406567e-21,2.8815540242339733e-25,1.3540465448846924e-07,2.4936535172508458e-13,3.4578461171331815e-15,2.4112268658018275e-21,4.1837465989471668e-23,1.3793354720433245e-27,2.2462424782692307e-26,9.5309743448246004e-28
5.208983429420149e-12,0.3235612458878329,76.950000000000003,0.0,0.0,0.0,0.99416251812206347,9.4999983391376155,1.9957111421476797e-05,0.00021996717468904549,0.00021834005907119341,1.5213434679439818e-06,2.2592751719000302e-11,0.00029358650137240744,0.0013716443142819115,1.2486525869878861e-07,8.0505769837527751e-15,7.7620336381215441e-13,1.2852964361995168e-09,0.003666633488001155,3.9832381714544568e-08,5.0401293434737759e-16,7.8769559244051088e-17,1.673319505551449e-14,2.2479241401798795e-18,3.4187379945847949e-08,2.1539138577486105e-07,1.7171550023645526e-08,1.7174479804525491e-08,1.9602398865288194e-12,9.5843573833403562e-13,6.7740681416365624e-12,1.376765360393403e-08,3.182366349237479e-12,7.2442953211513561e-13,1.7109162893922157e-20,9.8322886408814113e-13,3.5421380832381585e-13,1.5662713909509514e-20,4.3259400415959572e-05,5.7449209977732613e-18,2.1808156804847932e-18,7.6240009106409108e-07,1.9126099347201208e-07,1.9939531283355709e-07,7.9229300742941326e-07,4.5018599038590889e-08,1.5658525900919526e-20,4.6378057657965455e-15,1.163616424531856e-16,1.1395089879952983e-16,1.4229751747644199e-19,5.4484890663320914e-14,8.5060935728675792e-23,3.5351065982187035e-11,8.1187669471078187e-21,2.5625611075812116e-22,4.3765509910075388e-13,4.0816542665289249e-26,2.8485736470932288e-26,1.8003402706971062e-29,2.203909949777135e-12,5.1820245863267604e-15,1.5681525620702454e-13,1.5557014242065259e-12,1.2476996952737406e-16,2.2895813225715574e-14,2.2441890268719611e-16,2.2959611726840408e-16,1.1537683234163094e-16,1.0945885051013239e-16,4.3002318977839078e-24,5.1981853046062999e-17,7.3128462607092382e-14,6.8800766671741474e-14,7.3564358196721723e-15,2.5070919513966515e-12,1.3564021861376148e-14,1.4473593710213572e-08,7.3175490881535562e-11,8.1109868897451572e-15,7.3175496989673327e-11,8.9122679025616699e-15,8.2910239697855192e-25,4.8431270939682676e-25,3.3335486699864971e-28,9.1164266714202105e-26,5.3336682962528486e-16,2.6606610353017857e-25,2.4645565704085928e-19,5.7855323021087546e-18,3.9204944493571099e-17,2.7183291381512618e-18,2.3189360103387964e-17,3.1322728895474723e-19,6.8362368085671482e-22,3.5423186253999783e-23,6.5113405322551565e-21,1.2948664915734596e-24,3.751177333047879e-19,2.2947098762878596e-24,4.1094407418824612e-19,7.9969043220832723e-19,4.1020014907091902e-23,6.9550891178228835e-21,3.2106415574353173e-25,1.3538887982975166e-07,2.671409896016418e-13,3.7487198074007246e-15,2.6141872857586906e-21,4.7124613245182506e-23,1.5335665850529344e-27,2.5487272204442278e-26,1.0814720321954993e-27
5.314160028888144e-12,0.3235612456913222,76.950000000000003,0.0,0.0,0.0,0.99404510605569185,9.4999982846330209,2.035885812531655e-05,0.0002243818433155745,0.00022269664325935454,1.5728174510037829e-06,2.3046183033915563e-11,0.00029355229846489764,0.0014008378679860206,1.2753967011059583e-07,8.3229648516481329e-15,8.2571678314954626e-13,1.3376641976043294e-09,0.003744682867227503,4.1450573496926144e-08,5.148080764857096e-16,8.0531171717678922e-17,1.7757807286663138e-14,2.3920287504493679e-18,3.5641771368123363e-08,2.2379821240793277e-07,1.8209522385530324e-08,1.8212633194731168e-08,2.0802220768394556e-12,1.0187092367792954e-12,6.9248650823328795e-12,1.4175767294370291e-08,3.2777174756393262e-12,7.4718598843481686e-13,1.9631883727984886e-20,1.0282399214762254e-12,3.6870481155314425e-13,1.7974660906594161e-20,4.4182846489139056e-05,6.0080845969467962e-18,2.2806750168446559e-18,7.7882095881089594e-07,1.9472323686298477e-07,1.9945165910317408e-07,8.100637586709598e-07,4.7085377015854093e-08,1.7969756500196502e-20,4.9101273524844571e-15,1.2628203071963474e-16,1.2371063074118896e-16,1.5761201131570656e-19,5.6532545222179294e-14,9.6011132640327142e-23,3.6750729553012455e-11,8.9883042483930677e-21,2.8957524833887012e-22,4.5743901816034185e-13,4.7047189445702654e-26,3.2498895330703612e-26,2.0901869394594997e-29,2.3573868801916183e-12,5.3874205711951308e-15,1.6705439720185324e-13,1.6503749563856766e-12,1.3242736788556959e-16,2.383308021684908e-14,2.3829311073756444e-16,2.4702597936649024e-16,1.2191138984514339e-16,1.1392368208335987e-16,4.6266828368075708e-24,5.5105727770757501e-17,7.7582783342313271e-14,7.3851922829580823e-14,7.8203312262643433e-15,2.5606979580548132e-12,1.4729860019316778e-14,1.4828384988340505e-08,7.3428698880052404e-11,8.5392980718102726e-15,7.3428705109139975e-11,9.6023959318014687e-15,8.7606000651441675e-25,5.1174257157034335e-25,3.7677900636232274e-28,1.0649136038909616e-25,5.6577242605132299e-16,2.8208402487609704e-25,2.6145605822731834e-19,6.2968035024053949e-18,4.1645036826918191e-17,2.9899867651793091e-18,2.5096488137300007e-17,3.455750444704011e-19,7.5850197970250563e-22,3.9127464566757741e-23,7.17483813166215e-21,1.3754172992420155e-24,4.1554408457286569e-19,2.4376622739368867e-24,4.5198326577280048e-19,8.6568454729571569e-19,4.4413671803462696e-23,7.6660821499669246e-21,3.5698227156766078e-25,1.35373106987896e-07,2.8574220807744515e-13,4.0574420144641926e-15,2.8296094763510632e-21,5.2951129874344379e-23,1.7014618448960251e-27,2.8846722060428488e-26,1.2240501915868427e-27
