Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971)
1.0573755291844772e-12,0.22586492002240255,76.950000000000003,0.0,0.0,0.0,0.99998337721890118,9.4999999846630363,3.52159908125386e-07,4.5311600569522275e-06,4.5239321316650579e-06,1.1235829970716611e-08,1.2773959807662081e-12,2.6953118016238281e-06,1.5955815976480233e-06,4.0720588157241853e-09,1.027538775231115e-16,1.0210907870050945e-16,2.2258179623082132e-12,2.8768958984386598e-06,6.2473669917425872e-11,2.6383331053720111e-17,6.3384346233272917e-19,5.2147705237740803e-19,2.1493039449816369e-23,3.9442581673669679e-13,5.415040530875643e-11,2.4581578818540244e-13,2.4588508006582276e-13,5.2808087629551361e-17,1.647959170165868e-17,4.6145289950073972e-18,1.2147793990832555e-11,5.8899448011953131e-15,1.0572967582633409e-15,1.0114124897635426e-30,4.9865285812928283e-17,7.812073140591015e-18,9.398046116610535e-31,3.1974370485938293e-08,5.1262286835948744e-22,1.6917835387090516e-22,6.7826480815115948e-11,2.0163423656624048e-11,1.683010726978699e-10,6.7884651804698999e-11,1.821931031400468e-13,9.398021406267558e-31,2.7862491273880785e-20,8.8652565071785891e-23,6.7149118198686623e-23,8.9910989485305738e-27,1.4842817311515183e-18,1.4907478739489626e-30,1.3838423582689447e-15,1.2091548749230802e-27,3.7922834163735063e-31,4.5294107546957566e-18,1.7093858614773505e-35,1.0862649334317829e-35,5.5694451209667857e-39,1.1105414054261876e-19,7.3702205086941511e-20,3.1191056449083319e-21,4.0805059450785317e-18,8.3577719216055113e-22,6.8001556088109184e-19,1.1966546618772828e-21,2.0083585197664082e-22,1.1301281028096924e-21,8.8299291227626386e-22,1.7129275059673308e-29,3.6162724055349999e-23,3.8590443752532007e-20,4.641314291024261e-22,4.2010891824206474e-21,4.1352167666782763e-16,4.4716741409134674e-23,2.7642788667262762e-11,8.1553189765068637e-14,2.0963658766025316e-19,8.1553189751069246e-14,3.9782665497746137e-23,1.444506409571343e-29,8.3254272117957479e-30,2.4404440780686032e-37,1.1077575807948736e-37
1.0675195848040258e-12,0.2258649200216874,76.950000000000003,0.0,0.0,0.0,0.99998321808315915,9.4999999843857736,3.5553836032443972e-07,4.5746062448493432e-06,4.5672249578506818e-06,1.1450390255455555e-08,1.2896034474987733e-12,2.7011361242234427e-06,1.6178657883819358e-06,4.1343899158681194e-09,1.0471609767963193e-16,1.0519175567946028e-16,2.2687234065815623e-12,2.9170751855242034e-06,6.3677824832008353e-11,2.6787183314813097e-17,6.4359848962231942e-19,5.3661739401174377e-19,2.2184618586410297e-23,4.0420300000333619e-13,5.5191094893894109e-11,2.5294709180810929e-13,2.5301863304620304e-13,5.4475033312360684e-17,1.7061860043749004e-17,4.7017589020152386e-18,1.2322362488044139e-11,5.9850128310153548e-15,1.0784301296995862e-15,1.0812320740129297e-30,5.1431918775492241e-17,7.9853243783531785e-18,1.0046818436884956e-30,3.2420942941207597e-08,5.2880630138315862e-22,1.745019504980976e-22,6.9214235191336357e-11,2.0574081017112955e-11,1.6962538385793407e-10,6.9274291168266514e-11,1.8800291150607721e-13,1.0046791767077169e-30,2.8773797261312094e-20,9.2192130880723289e-23,6.9996602313616665e-23,9.4650776653164551e-27,1.5199179408190784e-18,1.5847885892857894e-30,1.4104402204663342e-15,1.2693646602242551e-27,4.031598867921714e-31,4.6562302250743968e-18,1.8351504783964549e-35,1.1604252114233381e-35,5.9873101372328567e-39,1.1581463544951704e-19,7.5150695139342131e-20,3.2481775775401017e-21,4.1988827111899883e-18,8.623611300397108e-22,6.931228377241075e-19,1.2357435966203302e-21,2.0858086161361583e-22,1.1628160376840551e-21,9.0537438987204789e-22,1.7789818293332234e-29,3.7029724995375264e-23,3.973472738284061e-20,4.8805833206416247e-22,4.3447378109556467e-21,4.1944364087633355e-16,4.7054931393239295e-23,2.8000216431202157e-11,8.2527649040120484e-14,2.1474916854156598e-19,8.2527649022262415e-14,4.1499998881443586e-23,1.4862879079044528e-29,8.5662350528477405e-30,2.5959229463010402e-37,1.1943345513792705e-37
1.0776636404235743e-12,0.22586492002096648,76.950000000000003,0.0,0.0,0.0,0.99998305894972994,9.4999999841062799,3.5891681185881746e-07,4.6180521798064501e-06,4.6105157696051374e-06,1.1666940733935166e-08,1.3024070649844669e-12,2.7068239442356942e-06,1.6401975143948559e-06,4.1969589316992572e-09,1.0669651780939337e-16,1.0833769491440559e-16,2.3120383697281172e-12,2.95734018119422e-06,6.4893470256448241e-11,2.7192580452787047e-17,6.5339141430541956e-19,5.5204775222891929e-19,2.2891371213616693e-23,4.141158208416042e-13,5.6241627096923977e-11,2.6021478163655915e-13,2.6028862157525306e-13,5.6176960291202962e-17,1.7658486649852412e-17,4.7894919284659358e-18,1.2497435698142986e-11,6.0804268374999648e-15,1.0997172587448339e-15,1.1551410800755176e-30,5.302962984287802e-17,8.1603909623571121e-18,1.0733590853316556e-30,3.286846834874334e-08,5.4531250889669218e-22,1.7993134070880399e-22,7.0612706144140901e-11,2.0987843296467605e-11,1.7093431122838631e-10,7.0674686107287694e-11,1.9393085334764593e-13,1.0733562089449272e-30,2.9704779083598196e-20,9.5838049479507751e-23,7.2935245964704838e-23,9.9590531042885337e-27,1.5560086419674904e-18,1.6837589138782648e-30,1.4372897732834118e-15,1.3319668818862197e-27,4.2834655538020404e-31,4.785307007906534e-18,1.96881063596297e-35,1.2388693522416914e-35,6.4320628294839217e-39,1.2072607639577714e-19,7.6613206655135335e-20,3.3811087921313623e-21,4.3195235172243119e-18,8.8950829231023029e-22,7.0635531499138838e-19,1.2756901659610271e-21,2.1654633973413147e-22,1.1961255539971217e-21,9.2807011559870023e-22,1.8469163533287616e-29,3.7909734518443831e-23,4.0901388063205903e-20,5.1294592275243494e-22,4.4917529189532777e-21,4.2537897162846747e-16,4.9489084206221514e-23,2.8358798794387067e-11,8.3495227433988525e-14,2.199389486601262e-19,8.3495227412109992e-14,4.3272531137619578e-23,1.5288639209566404e-29,8.8116221210000529e-30,2.7596342421460455e-37,1.2867570992851632e-37
1.0878076960431228e-12,0.22586492002023972,76.950000000000003,0.0,0.0,0.0,0.99998289981856081,9.4999999838245621,3.6229526272852714e-07,4.6614978666216526e-06,4.653804568012248e-06,1.1885480322989056e-08,1.3146322734691734e-12,2.7123784597610968e-06,1.6625756618911018e-06,4.2597622398681667e-09,1.0869513048154521e-16,1.1154760510522164e-16,2.3557628509600631e-12,2.997688877234412e-06,6.6120606120812521e-11,2.7599491900720508e-17,6.6322166985159715e-19,5.67770869742055e-19,2.3613479181098014e-23,4.2416456182813551e-13,5.7302000165640484e-11,2.6762014129597879e-13,2.6769632984156033e-13,5.7914234010703593e-17,1.826966939440531e-17,4.8777193706967578e-18,1.2673005790625226e-11,6.1761809797272189e-15,1.1211562942452837e-15,1.2333370675219321e-30,5.4658641570553963e-17,8.3372665480495914e-18,1.1460199192680093e-30,3.3316924390739093e-08,5.6214382187771868e-22,1.8546728419242599e-22,7.2021765677906596e-11,2.1404671333534002e-11,1.7222792055359768e-10,7.2085708932133648e-11,1.9997783222532249e-13,1.1460168192313588e-30,3.0655632730615448e-20,9.959249351876496e-23,7.5967039354850129e-23,1.0473662262678017e-26,1.5925537994515797e-18,1.7878656328404216e-30,1.464390976911528e-15,1.3970330954043182e-27,4.5484103601158896e-31,4.9166579047063483e-18,2.1107783349071271e-35,1.3218008478364283e-35,6.905152131374375e-39,1.2579151363956138e-19,7.8089737406894634e-20,3.5179680648991936e-21,4.442449680647424e-18,9.1722463955675627e-22,7.1971299716754188e-19,1.3165039192971417e-21,2.2473636561428753e-22,1.2300624069973699e-21,9.51080475286811e-22,1.9167658569636426e-29,3.8802840483629151e-23,4.2090641329380635e-20,5.3882152323611124e-22,4.6421765068562794e-21,4.3132735573765287e-16,5.2022038977199334e-23,2.8718527926264641e-11,8.4455833576491724e-14,2.2520641037655341e-19,8.445583355042935e-14,4.5101416235899356e-23,1.5722417949802608e-29,9.0616306669679199e-30,2.9319268694299291e-37,1.3853589531499447e-37
1.0979517516626714e-12,0.22586492001950734,76.950000000000003,0.0,0.0,0.0,0.99998274068959903,9.4999999835406257,3.6567371293357619e-07,4.7049433087305494e-06,4.6970913541552434e-06,1.2106007940039658e-08,1.3264117281978645e-12,2.7178027937155102e-06,1.6849991432593906e-06,4.3227962723202806e-09,1.107119253036998e-16,1.1482219680638336e-16,2.3998968495224285e-12,3.0381193126419141e-06,6.7359232356122292e-11,2.8007896054847097e-17,6.7308869837602977e-19,5.8378948902923016e-19,2.435112482551389e-23,4.3434949880613152e-13,5.8372212348359979e-11,2.7516445418269794e-13,2.7524304180514746e-13,5.9687219851443388e-17,1.8895606547473095e-17,4.9664326346534e-18,1.2849065119084917e-11,6.2722695533751553e-15,1.1427454007445468e-15,1.3160251199681683e-30,5.6319173785655943e-17,8.5159447844405489e-18,1.2228549201711904e-30,3.3766289274057016e-08,5.7930254277574348e-22,1.9111053133023012e-22,7.3441286366584928e-11,2.1824526148212575e-11,1.735062816341425e-10,7.3507232519104307e-11,2.0614474087098473e-13,1.2228515814186421e-30,3.162655343618602e-20,1.0345765986786256e-22,7.9093996406130938e-23,1.1009555945887436e-26,1.629553352042917e-18,1.8973220541456288e-30,1.4917437916235583e-15,1.4646363086104821e-27,4.8269768131464269e-31,5.0502996423733853e-18,2.2614826969829245e-35,1.4094307917227694e-35,7.4080899214191328e-39,1.3101402057534965e-19,7.9580285171759533e-20,3.6588244275535474e-21,4.5676825155199116e-18,9.455161314427843e-22,7.3319588877133093e-19,1.3581944053303468e-21,2.3315505352108774e-22,1.2646323493010475e-21,9.7440583277280369e-22,1.9885654268259361e-29,3.9709130737202239e-23,4.3302702682843707e-20,5.6571288785018205e-22,4.7960506033159027e-21,4.372884873800666e-16,5.4656684456592843e-23,2.9079396180543004e-11,8.5409382011485572e-14,2.3055203572547641e-19,8.5409381981074567e-14,4.6987818507886614e-23,1.6164288851487309e-29,9.3163031005063484e-30,3.1131608564707173e-37,1.4904893953698198e-37
1.1070814017202652e-12,0.2258649200188433,76.950000000000003,0.0,0.0,0.0,0.99998259747537854,9.4999999832831872,3.6871431754984166e-07,4.7440439992996412e-06,4.7360477420929413e-06,1.2306181665040137e-08,1.3376433244866024e-12,2.7225759124500801e-06,1.7052181581257368e-06,4.3797212647632613e-09,1.1254257621519381e-16,1.1782522077695878e-16,2.4399675849476631e-12,3.074575007112861e-06,6.8483820178789804e-11,2.8376722851521525e-17,6.8200001057133453e-19,5.9846116687591487e-19,2.5028441707753691e-23,4.4363261247849017e-13,5.9343814307927331e-11,2.8207420133513542e-13,2.8215499174474261e-13,6.1313742907747394e-17,1.9471729177322324e-17,5.0466829344575049e-18,1.3007930632918604e-11,6.3590305987664332e-15,1.1623024031749602e-15,1.3944608385327878e-30,5.7840782340499389e-17,8.6782912135665788e-18,1.2957386556478993e-30,3.4171477118797527e-08,5.9502720591996189e-22,1.9628181125840009e-22,7.4727694449582276e-11,2.2204951315270998e-11,1.7464383002933211e-10,7.4795477321739521e-11,2.1179822788947893e-13,1.2957350884587043e-30,3.2517700168112933e-20,1.0703281221441475e-22,8.1991306136658144e-23,1.1510607603551504e-26,1.6632413867028043e-18,2.0005884863694289e-30,1.5165764195712424e-15,1.5277098511385606e-27,5.0897960241199102e-31,5.1725496410215961e-18,2.4049554060754015e-35,1.4924956932017286e-35,7.8875565999879664e-39,1.3585112963664597e-19,8.0933760872767028e-20,3.7890699124780342e-21,4.6823818843645701e-18,9.7147514773292785e-22,7.4543754903562881e-19,1.3964733406031863e-21,2.4093080687490906e-22,1.2962913411754571e-21,9.9566826149253287e-22,2.0548815867512715e-29,4.0536137126724528e-23,4.4413236900380373e-20,5.9080687715823485e-22,4.9375222325364607e-21,4.4266415788343474e-16,5.7117238172494741e-23,2.9405145380725471e-11,8.6261475142210754e-14,2.354303266224472e-19,8.6261475107743944e-14,4.8735728223916779e-23,1.6568952289780813e-29,9.5495310445833309e-30,3.2842230129275696e-37,1.5909904858948228e-37
1.116211051777859e-12,0.22586492001817468,76.950000000000003,0.0,0.0,0.0,0.99998245426286836,9.4999999830239599,3.7175492162774341e-07,4.7831444967447161e-06,4.7750025017624928e-06,1.2507964027925749e-08,1.348798894302423e-12,2.7272482316926231e-06,1.7254722748254453e-06,4.4368277710430405e-09,1.1438793905288511e-16,1.2088173439445337e-16,2.4803700283192071e-12,3.1110939920710161e-06,6.9617715097803749e-11,2.8746724940514738e-17,6.9094026880724768e-19,6.1337642131699548e-19,2.5718625795563183e-23,4.5302645522379775e-13,6.0323383255140111e-11,2.8909847524518653e-13,2.8918151019084903e-13,6.2969754961662874e-17,2.0060108847396143e-17,5.1273137660959444e-18,1.3167181048391632e-11,6.446054043046879e-15,1.181978174119626e-15,1.4768681656952207e-30,5.9388254891504295e-17,8.8420880148897063e-18,1.3723129418231302e-30,3.4577368692053331e-08,6.1102055111114959e-22,2.0154114181016443e-22,7.6022381340050251e-11,2.2587768618206815e-11,1.7576914291359649e-10,7.6092033471038384e-11,2.175502082969715e-13,1.3723091326406544e-30,3.3425400027483978e-20,1.1070108416191326e-22,8.4968850307436412e-23,1.2029932346082347e-26,1.6972973325473646e-18,2.1085313646778862e-30,1.5416127915352694e-15,1.5929539819026308e-27,5.3645232857236602e-31,5.2966808005141382e-18,2.556205025621495e-35,1.5797087812210852e-35,8.393674215605881e-39,1.408202449352354e-19,8.2298586943408255e-20,3.9226598059091428e-21,4.7989824519553407e-18,9.9790920106675095e-22,7.5778063596045734e-19,1.4354771230885705e-21,2.4889818508959494e-22,1.3284719828804619e-21,1.0171863520641254e-21,2.1228319516456036e-29,4.1373957957006055e-23,4.5542577250240701e-20,6.167673003602821e-22,5.0818535129814833e-21,4.4804969875611299e-16,5.9664716982377486e-23,2.9731805891071964e-11,8.7107732394720967e-14,2.4037267130766005e-19,8.7107732356062819e-14,5.0532041314655857e-23,1.6980283485239702e-29,9.7866019399467851e-30,3.4631071875066627e-37,1.6973537686060812e-37
1.125340701835453e-12,0.2258649200175013,76.950000000000003,0.0,0.0,0.0,0.99998231105203284,9.4999999827629438,3.7479552516728637e-07,4.8222448038387788e-06,4.8139556339523432e-06,1.2711354240717826e-08,1.3595957676947913e-12,2.7318218800017411e-06,1.7457607520499258e-06,4.4941133009555269e-09,1.1624800705354223e-16,1.2399225950055015e-16,2.5211041791528326e-12,3.1476749309099131e-06,7.0760917064787838e-11,2.9117884995719811e-17,6.9990908372673889e-19,6.2853725113237043e-19,2.6421811022228592e-23,4.6253121487287083e-13,6.1310917914098644e-11,2.9623821103416778e-13,2.9632353267635757e-13,6.4655522242354717e-17,2.066089087235243e-17,5.2083190931076574e-18,1.332681115378187e-11,6.5333359970256888e-15,1.2017714094665008e-15,1.5634132103059423e-30,6.09617461409626e-17,9.007330560567951e-18,1.4527321365453899e-30,3.4983949139758197e-08,6.2728419877172392e-22,2.0688905107158857e-22,7.7325255470599388e-11,2.2972950059240297e-11,1.7688227868885637e-10,7.7396809612532761e-11,2.2340131066292676e-13,1.4527280711292408e-30,3.4349793782605379e-20,1.1446412777390007e-22,8.8028146576816825e-23,1.2568034019167733e-26,1.7317210940370803e-18,2.2213203793429287e-30,1.5668528787225463e-15,1.6604250117020566e-27,5.6515910288752965e-31,5.4227051614069843e-18,2.7155824394153081e-35,1.6712407005521706e-35,8.9276854743384367e-39,1.4592365371015927e-19,8.3674761772634895e-20,4.0596449196943443e-21,4.9174997492083542e-18,1.024822634117949e-21,7.7022515290462112e-19,1.4752127121299701e-21,2.5706025978398185e-22,1.3611784626245949e-21,1.0389603265168456e-21,2.1924427138291039e-29,4.2222657241333537e-23,4.669088076220561e-20,6.4361528672221767e-22,5.2290751364681602e-21,4.5344490155062447e-16,6.2301330465727832e-23,3.0059372500267277e-11,8.7948103003877359e-14,2.4537942063798494e-19,8.7948102960891332e-14,5.2377627789943132e-23,1.7398335954309198e-29,1.002754661514014e-29,3.6501000526190819e-37,1.8098688348036404e-37
1.1344703518930468e-12,0.22586492001682348,76.950000000000003,0.0,0.0,0.0,0.99998216784283711,9.4999999825001442,3.7783612816847584e-07,4.861344922494013e-06,4.852907139450549e-06,1.2916351515823236e-08,1.3705779614494055e-12,2.7362989410271193e-06,1.7660828641309238e-06,4.5515753984314549e-09,1.1812277181529391e-16,1.2715731915338407e-16,2.562170036984695e-12,3.1843165152231856e-06,7.1913426031954983e-11,2.9490190564040917e-17,7.0890607130991256e-19,6.439456549483303e-19,2.7138131640231915e-23,4.7214707523455113e-13,6.2306417009242886e-11,3.0349434367340707e-13,3.035819945843629e-13,6.6371310936771972e-17,2.1274220801343621e-17,5.2896929513561441e-18,1.3486815847330723e-11,6.6208726532450418e-15,1.2216808161143376e-15,1.6542675952108696e-30,6.2561409064631667e-17,9.1740142269096302e-18,1.5371557217830002e-30,3.5391203921238206e-08,6.4381975126377701e-22,2.1232606123762916e-22,7.8636225725324071e-11,2.3360467782555484e-11,1.7798329792441456e-10,7.8709714840891062e-11,2.2935215659434388e-13,1.5371513851804766e-30,3.5291021713159236e-20,1.1832361117121221e-22,9.1170728332614478e-23,1.312542596124632e-26,1.7665125603052518e-18,2.3391298781828548e-30,1.5922966523928489e-15,1.7301802468682199e-27,5.9514435685034871e-31,5.5506347161335025e-18,2.8834512409290303e-35,1.7672676574333064e-35,9.4908802046918078e-39,1.5116365765919989e-19,8.5062283752361083e-20,4.2000762095137197e-21,5.0379493048235659e-18,1.0522197889512514e-21,7.8277110324589417e-19,1.5156870664994783e-21,2.6542012537200773e-22,1.394414966896594e-21,1.0609903938025431e-21,2.2637402649462965e-29,4.3082298984550783e-23,4.7858304443749927e-20,6.7137224858173504e-22,5.3792178102493986e-21,4.5884956221737552e-16,6.5029321149084431e-23,3.0387840107058521e-11,8.878253966992415e-14,2.5045092532885071e-19,8.8782539622472954e-14,5.4273364295177198e-23,1.7823163259174555e-29,1.0272395984099044e-29,3.8454962317966366e-37,1.9288370620932188e-37
1.1436000019506406e-12,0.22586492001614095,76.950000000000003,0.0,0.0,0.0,0.99998202463524677,9.4999999822355612,3.8087673063131658e-07,4.9004448550667931e-06,4.8918570190447781e-06,1.3122955066034445e-08,1.3818113295699492e-12,2.7406814538603286e-06,1.786437900918343e-06,4.6092116413724456e-09,1.2001222630233157e-16,1.303774376279722e-16,2.6035676013712754e-12,3.2210174645842689e-06,7.3075241952102315e-11,2.9863625327446375e-17,7.1793085284840781e-19,6.5960363123755014e-19,2.7867722221341363e-23,4.8187421612712454e-13,6.3309879265352277e-11,3.1086780798420371e-13,3.1095783114812161e-13,6.8117387189613876e-17,2.1900244416019788e-17,5.3714294491140173e-18,1.3647190136384046e-11,6.7086602853559131e-15,1.2417051120404659e-15,1.7496085058394147e-30,6.4187394916107886e-17,9.3421343950880107e-18,1.6257483487788726e-30,3.5799118806763585e-08,6.6062879293418252e-22,2.1785268862698924e-22,7.9955201446673049e-11,2.3750294076351275e-11,1.7907226331615425e-10,8.0030658706791543e-11,2.3540336074395196e-13,1.6257437252960957e-30,3.6249223610544466e-20,1.2228121855143089e-22,9.4398144711433039e-23,1.3702631041829211e-26,1.8016716053009164e-18,2.4621388982866446e-30,1.6179440838587453e-15,1.8022779930604365e-27,6.2645371846583449e-31,5.6804814090540795e-18,3.0601878537125806e-35,1.8679714676769546e-35,1.0084595836291327e-38,1.5654257288571227e-19,8.6461151277462047e-20,4.3440047729783939e-21,5.1603466452853964e-18,1.08010500702174e-21,7.954184903807202e-19,1.5569071443875604e-21,2.7398089905803607e-22,1.4281856804653645e-21,1.0832767499029396e-21,2.3367511865637011e-29,4.3952947183051873e-23,4.9045005280048816e-20,7.0005988143048478e-22,5.5323122567603154e-21,4.6426348107030048e-16,6.7850964551637145e-23,3.0717203719395475e-11,8.9610998525710456e-14,2.5558753596015074e-19,8.9610998473655873e-14,5.6220134100501147e-23,1.8254818883284322e-29,1.0521180865307489e-29,4.0495983544103343e-37,2.0545717421588938e-37
1.1527296520082345e-12,0.2258649200154539,76.950000000000003,0.0,0.0,0.0,0.99998188142922884,9.4999999819691983,3.8391733255581351e-07,4.9395446044455007e-06,4.9308052735223138e-06,1.333116410452772e-08,1.3927968889322692e-12,2.744971415268621e-06,1.8068251670022873e-06,4.6670196405023025e-09,1.219163643314199e-16,1.3365314041144028e-16,2.6452968718887526e-12,3.257776525143724e-06,7.4246364778591503e-11,3.0238170926737745e-17,7.2698305476580387e-19,6.755131783199385e-19,2.8610717655303313e-23,4.9171281357837901e-13,6.432130340754306e-11,3.1835953863846821e-13,3.1845197745167877e-13,6.9894017103410784e-17,2.253910771791712e-17,5.4535227667470143e-18,1.3807929131922041e-11,6.7966952441105422e-15,1.2618430265467238e-15,1.8496189720114112e-30,6.5839853265671504e-17,9.5116864548693967e-18,1.7186800999500098e-30,3.6207679861960403e-08,6.777128905176087e-22,2.2346944381431158e-22,8.1282092467749733e-11,2.4142401382422073e-11,1.8014923945302185e-10,8.1359551249255494e-11,2.415555309132631e-13,1.7186751731210663e-30,3.7224538784132115e-20,1.2633865021330756e-22,9.7711960624235101e-23,1.4300181842990234e-26,1.8371980886801299e-18,2.5905313415557366e-30,1.6437951444850873e-15,1.8767775729117241e-27,6.5913405715994927e-31,5.8122571370395595e-18,3.2461822545996466e-35,1.9735398353010085e-35,1.0710220282939144e-38,1.6206272949332094e-19,8.7871362745746146e-20,4.4914818377199328e-21,5.284707294879682e-18,1.1084826291756475e-21,8.0816731772253078e-19,1.5988799033564182e-21,2.827457206736752e-22,1.4624947863896224e-21,1.1058195785144957e-21,2.4115022508275911e-29,4.48346658247934e-23,5.0251140234148025e-20,7.2970016239248229e-22,5.6883892121625312e-21,4.6968646256810886e-16,7.0768569237970194e-23,3.104745844895625e-11,9.0433438925687768e-14,2.6078960301079669e-19,9.0433438868890856e-14,5.8218826997485961e-23,1.8693356253588805e-29,1.0773932014899379e-29,4.2627173591579778e-37,2.1873988756377735e-37
1.1618593020658283e-12,0.22586492001476224,76.950000000000003,0.0,0.0,0.0,0.99998173822475012,9.4999999817010643,3.8695793394197146e-07,4.9786441730242651e-06,4.9697519036700471e-06,1.3540977844864855e-08,1.4034967875653715e-12,2.7491707791838026e-06,1.8272439818910723e-06,4.7249970396680526e-09,1.238351782556602e-16,1.3698495420856645e-16,2.6873578481331474e-12,3.2945924699501849e-06,7.542679446535553e-11,3.0613813677579423e-17,7.3606230866466361e-19,6.916762943619333e-19,2.9367253151257433e-23,5.0166303977982805e-13,6.5340688161270118e-11,3.2597047015806294e-13,3.2606536842921189e-13,7.1701466738357427e-17,2.3190956931270482e-17,5.5359671569919063e-18,1.3969028049810924e-11,6.8849739582810804e-15,1.2820933002550027e-15,1.9544878496701219e-30,6.7518931988326617e-17,9.6826658040265268e-18,1.8161264719097062e-30,3.6616873451377411e-08,6.9507359301195321e-22,2.2917683158942578e-22,8.2616809108630897e-11,2.4536762295093047e-11,1.8121429286194291e-10,8.2696302991952749e-11,2.478092680125122e-13,1.8161212244659484e-30,3.8217106058641519e-20,1.3049762261390659e-22,1.0111375681206072e-22,1.4918620669168824e-26,1.8730918556115523e-18,2.724495967663738e-30,1.6698498056893129e-15,1.9537393272560199e-27,6.9323348196774819e-31,5.9459737492044144e-18,3.4418379225234907e-35,2.0841663356249812e-35,1.1369191738446472e-38,1.6772647169981785e-19,8.9292916557969976e-20,4.6425587637160275e-21,5.4110467756828496e-18,1.1373569956480863e-21,8.2101758870209258e-19,1.6416123003459021e-21,2.9171775278755046e-22,1.4973464660099716e-21,1.1286190508949215e-21,2.4880204285894957e-29,4.5727518889261258e-23,5.147686624685491e-20,7.6031535147978078e-22,5.8474794266322006e-21,4.7511831536434086e-16,7.3784476931777162e-23,3.1378599512399917e-11,9.1249823490522561e-14,2.6605747685303163e-19,9.124982342884361e-14,6.0270339339367113e-23,1.9138828836342029e-29,1.1030680265875657e-29,4.4851724815282275e-37,2.327657107882328e-37
1.1709889521234222e-12,0.225864920014066,76.950000000000003,0.0,0.0,0.0,0.99998159502177897,9.4999999814311611,3.8999853478979501e-07,5.0177435622468606e-06,5.0086969102744438e-06,1.3752395501032091e-08,1.4147880574951037e-12,2.7532814544025349e-06,1.8476936808121342e-06,4.7831415181830918e-09,1.2576865948549727e-16,1.4037340706520817e-16,2.7297505297217639e-12,3.3314641003944387e-06,7.6616530966939527e-11,3.099054231687905e-17,7.4516825169288268e-19,7.0809497736112948e-19,3.0137464270189711e-23,5.1172506288075699e-13,6.6368032252359984e-11,3.3370153689958099e-13,3.3379893884981663e-13,7.3540002107929568e-17,2.3855938513966918e-17,5.6187569521414189e-18,1.4130482216433459e-11,6.9734929389008098e-15,1.3024546865200747e-15,2.0644107357875849e-30,6.922477712507058e-17,9.8550678527933977e-18,1.918269225705274e-30,3.7026686254534218e-08,7.1271243022360703e-22,2.3497535048361158e-22,8.39592622585269e-11,2.4933349586433617e-11,1.8226749198326457e-10,8.4040825025151996e-11,2.5416516544183049e-13,1.9182636395392443e-30,3.9227063729764806e-20,1.3475987010389506e-22,1.0460513154775887e-22,1.5558500764244615e-26,1.9093527361334273e-18,2.8642270924828685e-30,1.6961080389464992e-15,2.0332247411784294e-27,7.2880151988270801e-31,6.081643042451974e-18,3.6475740368035165e-35,2.2000513343457429e-35,1.2063007083795969e-38,1.735361589156116e-19,9.0725811118121459e-20,4.7972870452525913e-21,5.5393806073455206e-18,1.1667324459996887e-21,8.3396930676767098e-19,1.6851112915642122e-21,3.0090018294349932e-22,1.5327448987769037e-21,1.1516753252336118e-21,2.5663329058652852e-29,4.6631570346588548e-23,5.2722340234560117e-20,7.9192801982876375e-22,6.0096136644133709e-21,4.8055885253257214e-16,7.690106606728012e-23,3.1710622237002797e-11,9.2060118239453154e-14,2.7139150777527339e-19,9.2060118172751784e-14,6.2375574629873304e-23,1.9591290111455e-29,1.1291456490762939e-29,4.717292450603368e-37,2.4756999192863008e-37
