Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971)
8.249101724724825e-07,0.22604879143145173,76.950000000000003,0.0,0.0,0.0,0.0037730062565363744,9.45414619949082,0.0026825772399469302,0.0021961701358475072,3.8596772547279803e-06,3.7547263888927612e-07,6.1577997803386689e-10,8.8483384369489445e-08,0.088746679259663938,3.9196503830927044e-06,3.4338535000642363e-15,0.0016865498231237316,0.11080592229443852,0.51459227894832682,0.12234010993569232,2.5396034120694452e-14,1.8716013899269407e-10,8.9340762593429358e-06,6.060124177880512e-10,6.7252203595411877e-05,8.4753290312688983e-09,0.034527429563220718,0.11327036645928443,9.7567658377947507e-06,5.7511447966473781e-06,1.3265802321623601e-12,0.0054422995269813416,3.0582709612663474e-06,9.0067604497050392e-07,0.00019318976892063392,1.938842115718122e-05,7.0565267578091613e-07,0.034071705845649142,0.0090565378406341282,2.0085743212140404e-10,6.5695232604540638e-11,2.8979605415084973e-07,8.2959791152761696e-08,2.9007901296653632e-10,0.00010003260257893527,0.00035732762933081739,0.0050910944562931795,1.3850281653075715e-06,0.00064762400628825721,4.2706049484159196e-05,0.0037005729810174483,5.7110521963854456e-09,0.00021607905875835828,3.2348310380190007e-06,0.019351337359317263,0.00069154242093581242,8.0532058816401809e-08,7.5451366009080364e-05,0.013861777413678819,0.00092395571089004048,0.00017848711645503722,3.157228595525126e-10,6.4439173376202553e-10,0.0048363515357050368,1.3422796567105592e-06,3.270734896882735e-05,2.1517998948609231e-06,5.8330198669985084e-06,3.1804181180100182e-06,2.8052317820733574e-08,4.9738200431420097e-13,1.0658055711648765e-07,0.00025935968435006969,1.0751692241552787e-09,1.1514554260299117e-09,7.5783115215817397e-11,9.669914733168701e-10,0.0021322927941604401,1.0828606312749099e-09,0.02100690150838589,1.0828034583939992e-09,4.9316096912635171e-06,4.0652752119914316e-14,2.3430184716682347e-14,4.7219128356071063e-10,7.7238461240084234e-06
8.285281535482997e-07,0.22604884279889276,76.950000000000003,0.0,0.0,0.0,0.0037217580303237664,9.4541374308351624,0.0026513263165578432,0.002161641030159399,3.7560597939434042e-06,3.6539313570919677e-07,6.0609772771298708e-10,8.800704619189723e-08,0.088365209102810344,3.8580195380303946e-06,3.3416722498492267e-15,0.0016661013229982678,0.11084060525839752,0.51504263927382954,0.12232080946926446,2.4996718138115403e-14,1.8721848682559604e-10,8.9368741291641944e-06,6.0045156619532445e-10,6.73111070979396e-05,8.2922820962196635e-09,0.034526715356018402,0.11327067957162311,9.7565527505820859e-06,5.7510191915763944e-06,1.3277412279205456e-12,0.0054497232494205607,3.0624391469688105e-06,9.0190362566122983e-07,0.00019318161683895256,1.9414856386489129e-05,7.0662254284793575e-07,0.034072583844132087,0.009064546320590023,2.0113105983307539e-10,6.578472909887118e-11,2.9004872644213782e-07,8.3032825956003141e-08,2.90285323287011e-10,0.0001002992373996814,0.00035828004590224093,0.0050907382393451306,1.3869315730260675e-06,0.00064232229071337305,4.265245657530956e-05,0.0037057137768372679,5.7110170964084516e-09,0.00021637922075646004,3.2390831879306751e-06,0.019380083558260999,0.00069250539267816315,8.0637918129146006e-08,7.5556451252029158e-05,0.013874242501381424,0.00092545282118132151,0.00017948382584841375,3.1494567605074018e-10,6.4645437778972723e-10,0.0048533890725910673,1.347006696295437e-06,3.2460309422814639e-05,2.1593777828307209e-06,5.8535621337274657e-06,3.1563930899284572e-06,2.784045818608623e-08,4.9913364480728404e-13,1.0578338229669854e-07,0.00025741998236467945,1.0786283897938396e-09,1.1514316080115134e-09,7.584935141901883e-11,9.702579080012865e-10,0.0021318898481385838,1.0838162464797502e-09,0.021012717702870685,1.0837596754257061e-09,4.9732968691616603e-06,4.0345659317954085e-14,2.325319199909526e-14,4.7284880920568973e-10,7.7240457993527383e-06
8.32146134624117e-07,0.2260488935822409,76.950000000000003,0.0,0.0,0.0,0.0036713849413304556,9.4541287926996578,0.0026204308904294342,0.0021276782788830252,3.6556495021030449e-06,3.5562559778239065e-07,5.9657430820155891e-10,8.7534442667218252e-08,0.087985099396889366,3.7973997056564954e-06,3.2523440516703159e-15,0.0016459008523726814,0.11087474597480534,0.5154905013713651,0.12230165316953764,2.4603952666480419e-14,1.8727592208380674e-10,8.9396282541762846e-06,5.9495870870814832e-10,6.7369683774789487e-05,8.1148995579887189e-09,0.034526026070099705,0.11327098429920326,9.7563468659935859e-06,5.7508978321199907e-06,1.328895783429599e-12,0.005457091001854813,3.0665759213201211e-06,9.0312195536053502e-07,0.00019317374834101645,1.9441092410498262e-05,7.0758505735808012e-07,0.034073432527211997,0.0090724939713182212,2.014026265190562e-10,6.5873551485403674e-11,2.9029948195435194e-07,8.3105306234182521e-08,2.9049010234756254e-10,0.00010056415307205732,0.00035922632372217697,0.0050903944021382565,1.3888205543528445e-06,0.00063705135323473055,4.2599655030707033e-05,0.0037108073156178274,5.7109634804257301e-09,0.00021667662337746942,3.2432843979633458e-06,0.019408553991949622,0.00069345951916018934,8.0742509267018404e-08,7.5660571767032487e-05,0.013886528599963746,0.00092694040371199592,0.0001804765418840812,3.1417028960927401e-10,6.4850786314547272e-10,0.0048702882306655426,1.351695341576248e-06,3.2214433301191856e-05,2.166894121131815e-06,5.8739375516349784e-06,3.1324812827708289e-06,2.7629596287357545e-08,5.0087105808991622e-13,1.0498985163889626e-07,0.00025548914469923043,1.0820723719480916e-09,1.1514086210903902e-09,7.5915220804419124e-11,9.7351154817864131e-10,0.0021314833709338418,1.0847646139945581e-09,0.021018417473560723,1.0847086355108234e-09,5.0150579111768698e-06,4.0040013728902431e-14,2.3077033381636803e-14,4.7350029522854032e-10,7.7242388072057159e-06
8.357641156999342e-07,0.22604894378807794,76.950000000000003,0.0,0.0,0.0,0.0036218688722321796,9.4541202830449933,0.0025898872623526534,0.0020942722531440373,3.5583341352991078e-06,3.461591072950389e-07,5.8720701853267914e-10,8.7065521425416927e-08,0.087606351207631161,3.737773693385357e-06,3.1657690575777102e-15,0.0016259454028241175,0.11090835335044075,0.51593588494784792,0.12228264071464671,2.4217626312310722e-14,1.8733245976374924e-10,8.9423393529441236e-06,5.8953300976401767e-10,6.7427936205400086e-05,7.9429831774684819e-09,0.034525360835768598,0.11327128090094335,9.756147935848658e-06,5.7507805719871483e-06,1.3300439494925357e-12,0.0054644031439935008,3.0706814860155164e-06,9.0433109346867391e-07,0.00019316615353166781,1.9467130507890182e-05,7.0854026749167026e-07,0.034074252898781042,0.0090803814962179454,2.0167214539704021e-10,6.5961704087301352e-11,2.9054834278197598e-07,8.3177238393233266e-08,2.9069336687283617e-10,0.00010082737706299009,0.00036016656089426981,0.0050900625149516935,1.3906952037963289e-06,0.00063181143720551552,4.254763243488537e-05,0.0037158538681911673,5.7108921629800207e-09,0.00021697128244021222,3.2474353540573146e-06,0.019436751378596087,0.00069440485103574895,8.0845849306846053e-08,7.5763733072532188e-05,0.013898638245026062,0.00092841859514813095,0.00018146525972484191,3.1339681759576013e-10,6.5055233940687125e-10,0.0048870496236384543,1.3563457629109158e-06,3.1969739039465291e-05,2.1743491828638448e-06,5.8941468610116099e-06,3.1086844871515932e-06,2.7419747935135953e-08,5.0259430728672483e-13,1.0420002735655825e-07,0.0002535673228003328,1.0855014187904702e-09,1.1513864362631394e-09,7.5980726260108131e-11,9.7675260473689627e-10,0.0021310733813403242,1.0857058175494197e-09,0.021024002733175867,1.0856504225502099e-09,5.0568919046099367e-06,3.9735838240758078e-14,2.290172205578874e-14,4.7414577621616525e-10,7.7244253759014315e-06
8.393820967757514e-07,0.22604899342292242,76.950000000000003,0.0,0.0,0.0,0.0035731921383145219,9.4541118998651843,0.0025596917609734811,0.0020614134960088779,3.4640058022946674e-06,3.3698316983742717e-07,5.7799320598815709e-10,8.660023123248856e-08,0.087228965441051104,3.6791246157517977e-06,3.0818512918283137e-15,0.0016062320023171165,0.11094143613929072,0.51637880942906056,0.12226377175306841,2.3837629672009571e-14,1.8738811460441663e-10,8.9450081317041214e-06,5.8417364400137614e-10,6.748586693238838e-05,7.7763424251624301e-09,0.034524718813558397,0.1132715696267191,9.7559557205479852e-06,5.750667269945124e-06,1.3311857761876321e-12,0.0054716600359828796,3.0747560429994364e-06,9.0553109945932151e-07,0.00019315882286026029,1.9492971958936508e-05,7.0948822145437186e-07,0.034075045927947155,0.0090882095887907521,2.0193962970143821e-10,6.6049191233195138e-11,2.9079533071152428e-07,8.3248628749211607e-08,2.9089513339217806e-10,0.00010108893657254321,0.00036110085456860386,0.0050897421628693824,1.3925556159150599e-06,0.00062660277399488172,4.2496376547142602e-05,0.0037208537047663352,5.7108039409291707e-09,0.00021726321372698599,3.2515367347740816e-06,0.019464678412429028,0.00069534143884175496,8.09479551417577e-08,7.5865940674259074e-05,0.013910573938279564,0.00092988753023847282,0.00018244997548474054,3.1262537415567809e-10,6.5258795476350287e-10,0.0049036738759661094,1.360958133636011e-06,3.1726244399628994e-05,2.1817432459015059e-06,5.914190815092764e-06,3.0850044282289853e-06,2.7210928362401172e-08,5.0430345662614419e-13,1.0341396945336943e-07,0.00025165466273678193,1.088915776194434e-09,1.1513650255344741e-09,7.6045870632950377e-11,9.7998128664559683e-10,0.0021306598982541508,1.0866399396968671e-09,0.021029475362076243,1.0865851192635595e-09,5.098797951042987e-06,3.9433154904844936e-14,2.2727270730815892e-14,4.7478528667561631e-10,7.7246057258622237e-06
8.430000778515687e-07,0.22604904249323055,76.950000000000003,0.0,0.0,0.0,0.0035253374761105636,9.454103641186995,0.0025298407429334819,0.0020290927191929813,3.3725607807716086e-06,3.2808769650574429e-07,5.6893026517425496e-10,8.6138521960835143e-08,0.086852942847897491,3.6214358885270895e-06,3.0004984871992251e-15,0.0015867577147702329,0.11097400294534003,0.51681929396577209,0.12224504590480958,2.3463855293738791e-14,1.8744290109207646e-10,8.947635284590937e-06,5.788797961382642e-10,6.7543478462351526e-05,7.6147941233853865e-09,0.034524099193190369,0.11327185071771426,9.7557699887784942e-06,5.7505577896455362e-06,1.3323213128841994e-12,0.0054788620383640239,3.0787997944418924e-06,9.0672203287260203e-07,0.00019315174710874268,1.9518618045345735e-05,7.104289674730633e-07,0.034075812550244805,0.0090959789327976371,2.0220509268179013e-10,6.6136017256664333e-11,2.9104046722630242e-07,8.3319483529714101e-08,2.910954182415419e-10,0.00010134885853168069,0.00036202930093351784,0.0050894329452771895,1.3944018853078424e-06,0.00062142558319756109,4.2445875299496828e-05,0.0037258070949403436,5.7106995937019114e-09,0.00021755243298413285,3.2555892113141071e-06,0.019492337763923905,0.00069626933300030714,8.1048843481626136e-08,7.596720006546757e-05,0.013922338147951553,0.00093134734183811252,0.00018343068620826181,3.1185607025821277e-10,6.5461485600189728e-10,0.0049201616224856491,1.3655326299654231e-06,3.1483966481096512e-05,2.1890765927321047e-06,5.9340701796183569e-06,3.0614427667671687e-06,2.7003152233899363e-08,5.0599857140286965e-13,1.0263173575850774e-07,0.0002497513052854158,1.0923156877093822e-09,1.1513443618824919e-09,7.6110656729484301e-11,9.8319780093319456e-10,0.0021302429406717394,1.0875670618305682e-09,0.021034837208837094,1.0875128072081687e-09,5.1407751661926414e-06,3.9131984949388788e-14,2.2553691641591054e-14,4.7541886103554946e-10,7.7247800698740378e-06
8.466180589273859e-07,0.22604909100539608,76.950000000000003,0.0,0.0,0.0,0.003478288032386481,9.4540955050693665,0.0025003305929935334,0.0019973007998440664,3.2838993428017006e-06,3.1946298692207663e-07,5.6001563711852627e-10,8.5680344560554811e-08,0.086478284027970767,3.5646912229700806e-06,2.9216219296985269e-15,0.0015675196396277642,0.11100606222530053,0.51725735743968948,0.12222646276255476,2.3096197640170899e-14,1.8749683346487455e-10,8.9502214938575169e-06,5.7365066085235981e-10,6.760077326664664e-05,7.4581621482544e-09,0.034523501192570652,0.11327212440675502,9.7555905172292271e-06,5.7504519994568772e-06,1.3334506082579249e-12,0.0054860095120302255,3.0828129427145194e-06,9.0790395330803694e-07,0.00019314491738018594,1.9544070050110184e-05,7.113625537907532e-07,0.034076553668799976,0.0091036902024130527,2.0246854760117928e-10,6.622218649571789e-11,2.9128377351112845e-07,8.3389808875269981e-08,2.9129423756542569e-10,0.00010160716960020248,0.00036295199520829395,0.0050891344753781825,1.3962341066046501e-06,0.00061628007284262177,4.2396116794655827e-05,0.0037307143077079967,5.7105798835517864e-09,0.00021783895592264986,3.259593447536399e-06,0.019519732080029092,0.00069718858382052551,8.1148530853555773e-08,7.6067516727132805e-05,0.013933933309186637,0.00093279816093192088,0.0001844073898497296,3.1108901374202312e-10,6.5663318849167935e-10,0.0049365135080553157,1.3700694308906254e-06,3.1242921731580753e-05,2.1963495102956762e-06,5.9537857323994031e-06,3.0380011001946653e-06,2.6796433655473703e-08,5.0767971794089968e-13,1.0185338196176945e-07,0.00024785738601658294,1.0957013945375096e-09,1.1513244192252268e-09,7.6175087316796581e-11,9.8640235266593834e-10,0.0021298225276880061,1.0884872642036475e-09,0.02104009009081162,1.0884335667973396e-09,5.1828226797621945e-06,3.8832348793046327e-14,2.2380996556392475e-14,4.7604653364747749e-10,7.7249486133515013e-06
8.502360400032032e-07,0.2260491389657508,76.950000000000003,0.0,0.0,0.0,0.0034320273534315521,9.4540874896028626,0.002471157724143106,0.0019660287773919892,3.1979255879984249e-06,3.1109971300856122e-07,5.5124680838536101e-10,8.522565103153005e-08,0.086104989434329343,3.508874620197331e-06,2.8451363101731591e-15,0.0015485149114361884,0.11103762229128659,0.51769301846925431,0.12220802189277699,2.2734553052012331e-14,1.8754992571734686e-10,8.952767430090596e-06,5.6848544266230378e-10,6.7657753782150758e-05,7.306277137477192e-09,0.034522924056820802,0.11327239091863052,9.7554170903167054e-06,5.7503497723026334e-06,1.3345737103058167e-12,0.005493102818184022,3.0867956903664227e-06,9.090769204174328e-07,0.00019313832508769538,1.9569329257354524e-05,7.1228902866173862e-07,0.034077270155455024,0.0091113440623761342,2.0273000773466229e-10,6.6307703292280987e-11,2.9152527045696841e-07,8.3459610840707301e-08,2.914916073187984e-10,0.00010186389616488355,0.00036386903163656274,0.0050888463797237257,1.398052374457149e-06,0.00061116643960129646,4.2347089304000948e-05,0.0037355756114706971,5.71044555580912e-09,0.00021812279821870826,3.2635500999798688e-06,0.019546863984387645,0.00069809924150022182,8.1247033602414292e-08,7.616689612813642e-05,0.013945361824444297,0.00093424011665777201,0.00018538008525290279,3.1032430936090908e-10,6.5864309617295994e-10,0.0049527301872000279,1.3745687180824105e-06,3.1003125957913297e-05,2.20356228982746e-06,5.9733382628909856e-06,3.0146809636558248e-06,2.6590786183343105e-08,5.093469635571236e-13,1.01078961648536e-07,0.00024597303537922648,1.0990731355127285e-09,1.1513051723883149e-09,7.6239165123374146e-11,9.8959514492859711e-10,0.0021293986784944848,1.0894006259466714e-09,0.0210452357946831,1.0893474773184417e-09,5.2249396352930518e-06,3.853426605834531e-14,2.2209196784650029e-14,4.766683387869107e-10,7.7251115545937567e-06
8.574720021548376e-07,0.2260492332560467,76.950000000000003,0.0,0.0,0.0,0.0033418084110489227,9.4540718131403612,0.0024138096233408735,0.0019050093740074056,3.0336757283720896e-06,2.9512193035971713e-07,5.3413671769017139e-10,8.4326528675334399e-08,0.085362494028658212,3.3999630240524163e-06,2.6990128402049271e-15,0.0015111942071048289,0.11109927732237568,0.51855720638620906,0.12217156511183606,2.2028897613004705e-14,1.8765364464766764e-10,8.9577411087294633e-06,5.5834362414902686e-10,6.7770781526275156e-05,7.0161026996809054e-09,0.034521829490972863,0.11327290327166166,9.7550875451412809e-06,5.7501555206443312e-06,1.3368015231049478e-12,0.0055071283740500592,3.0946707947452547e-06,9.1139623348359394e-07,0.00019312581995038506,1.9619274420512159e-05,7.1412083710743582e-07,0.034078632570415254,0.0091264821660081378,2.0324699679435392e-10,6.6476796942061044e-11,2.9200291845331437e-07,8.3597668430010495e-08,2.9188206099771114e-10,0.00010237269995540408,0.00036568650301664108,0.0050882998814221403,1.4016474284856649e-06,0.00060103553559254154,4.2251181282177447e-05,0.003745161562663045,5.7101359457466735e-09,0.00021868250341653599,3.2713232432298166e-06,0.01960035093720185,0.00069989497768125687,8.144054970279753e-08,7.6362864964170274e-05,0.013967728365791406,0.00093709794545947006,0.00018731345104606846,3.0880236086762925e-10,6.6263820565762985e-10,0.0049847605905708183,1.3834554907697023e-06,3.052734142543516e-05,2.2178086202895744e-06,6.0119574705441512e-06,2.9684111160951802e-06,2.6182756089944541e-08,5.1264002604279196e-13,9.9542125500198693e-08,0.00024223353669420089,1.1057756632895265e-09,1.1512686698319969e-09,7.6366273120186969e-11,9.9594625337477024e-10,0.0021285407487153284,1.0912071385570538e-09,0.021055212664716872,1.0911550627817361e-09,5.3093785146983034e-06,3.7942835443343938e-14,2.1868326171125104e-14,4.7789448337612825e-10,7.7254213894471057e-06
8.647079643064721e-07,0.22604932541354208,76.950000000000003,0.0,0.0,0.0,0.0032545566210225073,9.4540565971358959,0.0023577683123141785,0.0018459659544608977,2.8791146539028086e-06,2.8008659642919446e-07,5.1758076386794872e-10,8.3440790874279382e-08,0.084625457473553531,3.2945786994798019e-06,2.561508455876852e-15,0.0014747733643915308,0.11115903174197964,0.51941200161009571,0.12213567160962666,2.1346095923808448e-14,1.8775416513308717e-10,8.9625614598208948e-06,5.4844816913809395e-10,6.7882580527816572e-05,6.7430406791427833e-09,0.034520809966081825,0.11327338942575792,9.7547797732624468e-06,5.7499741033395533e-06,1.3390051222286087e-12,0.00552094160011634,3.1024267305924402e-06,9.1368045005788989e-07,0.00019311416880402909,1.9668463824570923e-05,7.1592477888152401e-07,0.03407990618457378,0.0091413983784808268,2.0375616623972193e-10,6.6643332999756854e-11,2.9247357263688795e-07,8.3733703072652592e-08,2.9226690320005698e-10,0.00010287547547860997,0.00036748244930171495,0.0050877907128769476,1.4051878046704909e-06,0.0005910342252153848,4.2158060702841528e-05,0.0037545670841344354,5.7097763971558654e-09,0.00021923167330658476,3.2789137478934195e-06,0.019652819153568004,0.00070165694095295145,8.1629518919887914e-08,7.6555150088671012e-05,0.013989456352842001,0.00093992182527512594,0.00018923079136415823,3.0729100283870813e-10,6.6660130697666696e-10,0.0050162582489997236,1.3921944513394115e-06,3.005672692822483e-05,2.2318179940681419e-06,6.0499343352786036e-06,2.9226442991725644e-06,2.5779159760475199e-08,5.158783159037159e-13,9.8021615225777461e-08,0.00023853375359965702,1.1124251336598619e-09,1.1512346698086567e-09,7.6492001806855955e-11,1.0022527106882387e-09,0.0021276693067228498,1.0929872109188481e-09,0.021064781519335683,1.0929361760450037e-09,5.3940852238219015e-06,3.7357834668406543e-14,2.1531161391339402e-14,4.7909756752357217e-10,7.7257110277018192e-06
8.719439264581066e-07,0.22604941548668575,76.950000000000003,0.0,0.0,0.0,0.0031701537091717549,9.4540418273977718,0.0023030061193211617,0.0017888323694684666,2.7335975183066095e-06,2.6593098800515005e-07,5.0156039260159785e-10,8.2568088743464459e-08,0.083893878515561585,3.192603541861946e-06,2.4320495273202744e-15,0.0014392306812012396,0.11121694710275448,0.52025754416984793,0.12210033708004757,2.0685382765946461e-14,1.8785159080051358e-10,8.9672334491606618e-06,5.3879305623842278e-10,6.7993169113749017e-05,6.4859522480023107e-09,0.034519860331093839,0.11327385091973954,9.7544923022000622e-06,5.7498046524291941e-06,1.3411848686613387e-12,0.0055345453926929321,3.1100651221918589e-06,9.159300485014049e-07,0.00019310331306575363,1.9716907767442587e-05,7.1770123991542405e-07,0.034081096952774316,0.0091560976928652775,2.0425762253799032e-10,6.6807346288023274e-11,2.9293739001097277e-07,8.386776025603385e-08,2.9264625493703008e-10,0.00010337242385347403,0.00036925758879589177,0.0050873163225802634,1.4086742600090943e-06,0.00058116369391247391,4.2067639606937708e-05,0.003763794302422273,5.7093722887409134e-09,0.0002197704320851103,3.2863266053218289e-06,0.019704288805321414,0.00070338552902417988,8.1814065515917013e-08,7.674379483215118e-05,0.014010563868322163,0.0009427127250355101,0.00019113212694246115,3.0579096687720274e-10,6.7053349914839247e-10,0.005047228711744815,1.4007871399257884e-06,2.9591386939631359e-05,2.245592880142225e-06,6.0872755498215003e-06,2.8773906578099999e-06,2.5380086793366141e-08,5.1906240382919978e-13,9.6517787275230319e-08,0.00023487455389584869,1.1190233702965007e-09,1.1512030005363324e-09,7.661637170380322e-11,1.0085160686041619e-09,0.0021267845093196481,1.0947414374283328e-09,0.021073955601878015,1.0946914126450963e-09,5.4790533938941343e-06,3.6779393407992566e-14,2.1197777183075226e-14,4.8027786278838345e-10,7.725981823774139e-06
8.784562923945777e-07,0.2260494948096608,76.950000000000003,0.0,0.0,0.0,0.0030965335296838444,9.4540289048292863,0.0022547912896986088,0.0017389922462783716,2.6098700593481222e-06,2.5389499626412808e-07,4.8758517029656261e-10,8.179352555953838e-08,0.08324012106589232,3.103646459042565e-06,2.3219753752081997e-15,0.0014079755772235202,0.11126754773305576,0.52101073419305455,0.12206901010463066,2.0109015771506126e-14,1.8793671066224801e-10,8.9713153595741082e-06,5.3030408855943926e-10,6.809167869184938e-05,6.2673565826293224e-09,0.034519061442781475,0.11327424636946699,9.7542497993031553e-06,5.7496617081756761e-06,1.3431265370543984e-12,0.005546612134802148,3.116840517167338e-06,9.1792548408142267e-07,0.00019309417779701584,1.9759878460543716e-05,7.1927687754349702e-07,0.034082102405843903,0.0091691456439883141,2.0470242649090822e-10,6.6952830070365467e-11,2.9334910648480222e-07,8.3986757582493879e-08,2.9298307487028325e-10,0.00010381485779049191,0.00037083800530179987,0.0050869171378846983,1.4117665926713023e-06,0.00057239288084822088,4.1988498004593799e-05,0.0037719481000320714,5.708974738700752e-09,0.00022024651571068263,3.2928503216790904e-06,0.019749774106645274,0.00070491304984842676,8.1976476516373491e-08,7.6910498241721325e-05,0.014029044682569939,0.0009451971156062012,0.00019282967200375117,3.0445118324643322e-10,6.7404693400568709e-10,0.0050746560611966704,1.4083967974191865e-06,2.9177169554271331e-05,2.2577918751422419e-06,6.12034481257269e-06,2.8371088066748014e-06,2.5024856263674575e-08,5.2188222213236814e-13,9.5178875617158189e-08,0.00023161663058428924,1.1249194540124647e-09,1.1511763584985227e-09,7.6727159368191323e-11,1.014117496636511e-09,0.0021259769034609071,1.0962986211772065e-09,0.021081885335927589,1.0962494800369698e-09,5.5557431991569015e-06,3.6264502582837023e-14,2.0901020222888617e-14,4.8132086755400625e-10,7.7262104752909048e-06
8.849686583310488e-07,0.22604957251673902,76.950000000000003,0.0,0.0,0.0,0.0030250508530010279,9.4540163228968375,0.0022075709747190488,0.0016906023670487738,2.492578802045224e-06,2.4248507260945912e-07,4.7401664061403189e-10,8.1029015748710599e-08,0.082590778019186961,3.0172781144543543e-06,2.2176268762249679e-15,0.0013773995342995222,0.11131674890130955,0.52175663694440932,0.12203812856936894,1.9549421621075554e-14,1.8801947553192209e-10,8.9752843719220686e-06,5.2200085384792139e-10,6.8189234975321922e-05,6.0601288176976962e-09,0.034518312005196415,0.11327462399126478,9.7540216919319422e-06,5.7495272494201764e-06,1.3450494193942609e-12,0.0055585136939487086,3.1235232016208362e-06,9.1989361533465922e-07,0.00019308560538515659,1.9802261182275048e-05,7.2083084894054404e-07,0.034083049037576911,0.0091820252900239249,2.0514114669456459e-10,6.7096324016853033e-11,2.9375551735039582e-07,8.4104220427801759e-08,2.933156274771164e-10,0.00010425287129976883,0.00037240263819029166,0.0050865425742770516,1.4148164129301169e-06,0.00056372946756321287,4.1911413145060425e-05,0.0037799607250035413,5.7085488294963815e-09,0.00022071435631257192,3.2992375720932901e-06,0.019794480835910004,0.00070641414512818122,8.2135490125541947e-08,7.7074319226261149e-05,0.014047049673375897,0.00094765622317771866,0.00019451431213449611,3.0312159745419804e-10,6.7753697110908197e-10,0.0051016651876479423,1.4158904183707032e-06,2.8767365027382027e-05,2.2698048526846555e-06,6.1529098181944024e-06,2.7972562701082689e-06,2.4673410158927945e-08,5.2465904239551372e-13,9.3853958512626769e-08,0.00022839275302368662,1.1307767576350684e-09,1.1511513655877971e-09,7.6836876803871822e-11,1.0196863288210526e-09,0.0021251587239682992,1.0978357486335912e-09,0.021089514717149316,1.0977874678318611e-09,5.6326354423714999e-06,3.575509934393367e-14,2.0607426029128231e-14,4.8234582872367492e-10,7.7264257487889952e-06
8.914810242675198e-07,0.22604964864125646,76.950000000000003,0.0,0.0,0.0,0.0029556302813925073,9.4540040721725127,0.0021613259532378597,0.0016436191574641088,2.3813453718726772e-06,2.3166441304586317e-07,4.6084258173645425e-10,8.027433347361585e-08,0.081945844554948313,2.9334207120215488e-06,2.1186674425212297e-15,0.001347487793728836,0.11136459130936038,0.52249534709732093,0.12200768871448875,1.9006096261588433e-14,1.8809995392908393e-10,8.9791437698358784e-06,5.1387926026434428e-10,6.8285850354427431e-05,5.8636007203903343e-09,0.03451760895156343,0.11327498470891895,9.7538071022284205e-06,5.749400758705902e-06,1.3469537597421653e-12,0.0055702521804042171,3.1301143591352631e-06,9.2183479083383628e-07,0.00019307756095805333,1.984406343674531e-05,7.2236343450559681e-07,0.034083940399300211,0.0091947399935680234,2.0557386073964236e-10,6.7237853505376749e-11,2.9415672840801664e-07,8.4220179431516008e-08,2.9364399516588367e-10,0.0001046866016536579,0.00037395197772103285,0.0050861911104731535,1.4178242707779231e-06,0.00055517399341223079,4.1836326006105477e-05,0.003787833709122741,5.7080979830768429e-09,0.0002211740433472789,3.3054917594326414e-06,0.019838422976641588,0.00070788910133938346,8.2291191059581036e-08,7.7235288999093741e-05,0.014064591035606614,0.0009500906984894244,0.00019618608695670325,3.0180265200204705e-10,6.8100436208723116e-10,0.0051282603719420726,1.4232691907866967e-06,2.8362030959219198e-05,2.2816337172547042e-06,6.1849757292520198e-06,2.7578386399767105e-06,2.4325797878492929e-08,5.2739330483094089e-13,9.2543234735816474e-08,0.00022520340519524527,1.136596528482325e-09,1.1511279195305857e-09,7.6945537884507297e-11,1.0252236272915945e-09,0.0021243300877950141,1.0993532201133279e-09,0.021096852512176335,1.0993057770832874e-09,5.7097259015286159e-06,3.5251255167656548e-14,2.0317035797151303e-14,4.8335294190569846e-10,7.7266284520068044e-06
