Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135)
1.5467474631926023e-05,0.1572043527116549,76.950000000000003,0.0,0.0,0.0,0.49034827506292578,9.3388132971612539,0.0038228160851872376,0.0038303586197009471,0.00067518409955320032,0.0018465103842503273,7.0813400300561881e-09,1.0561694411599517e-10,0.0013246725705993942,4.7922392836755895e-05,6.6748215596390229e-11,0.15419509407443344,0.15996639930682718,0.0011562763645122534,0.1787316240709412,1.0640059131859624e-12,5.4269343074611296e-11,4.6929406816054612e-07,2.6266224498707129e-10,2.3553580083944028e-08,4.2309803038671018e-08,0.00031670732629676619,0.0010036455117536861,4.0164840530326187e-07,2.9252784272132145e-07,4.5976151659679428e-21,3.0825430834896653e-06,7.7998362017452926e-09,2.8383561308194329e-09,6.5160573249728198e-06,2.3489873835330399e-06,1.1423773514771189e-11,0.00018729521003680978,3.1416803752766036e-05,5.8665335894203107e-11,1.4006194277196542e-11,8.6007780534784654e-11,1.9310258910713401e-11,3.0240273982786641e-15,8.0383872350827249e-09,3.661644402347183e-08,0.00014931073724266499,5.0105782951999186e-09,1.0051284159478517e-05,1.4447306278579924e-06,3.5026333665063799e-05,5.209245842409659e-14,7.7085088406076565e-05,3.3060206236044385e-12,0.0030037016311016433,1.7612324893057621e-06,1.9810755283472532e-13,2.7726582667894607e-05,0.00089516348205063794,0.0019755452026920389,3.2487522772680249e-09,2.5424464235233877e-17,8.1707262578361055e-17,1.3958161887327044e-08,3.7019709269747648e-11
1.5545277121212348e-05,0.15720366748716105,76.950000000000003,0.0,0.0,0.0,0.48908678209734502,9.3384062246865707,0.0038127085407834616,0.003820579607042008,0.00067342909615221349,0.0018416453670725198,7.0629840815704002e-09,1.0536196855792834e-10,0.0013293576553394064,4.7798170435004284e-05,6.657235348467679e-11,0.15456519854252976,0.16038925023796349,0.001160499414836894,0.17918929732470079,1.0612478420174816e-12,5.4410660097793101e-11,4.7053466236342165e-07,2.6329272336377349e-10,2.3639663211903854e-08,4.2199885685496744e-08,0.0003165706493810174,0.0010072614518261724,4.0145932143688172e-07,2.9239012950189569e-07,4.614406965867926e-21,3.0830444477243262e-06,7.8007987741359187e-09,2.8387063849621262e-09,6.5105242702083277e-06,2.3492741728201951e-06,1.1430700680556272e-11,0.00018845757913521125,3.1544131245925283e-05,5.8670196615622592e-11,1.400735476162113e-11,8.6355439898366299e-11,1.938845518497231e-11,3.0349067963389648e-15,8.0971423503041753e-09,3.6884101071808161e-08,0.00015003037309168837,5.0134236484573158e-09,1.0098222869409209e-05,1.4482099855898747e-06,3.5204025937847943e-05,5.2101318958663085e-14,7.747411488564639e-05,3.3066132894434201e-12,0.0030284960037199713,1.7702920033204001e-06,1.9814306726610445e-13,2.7868453033895522e-05,0.00090269857264324853,0.0019921302948071084,3.2892243704308459e-09,2.542902204439753e-17,8.2304524618171083e-17,1.3998981243049057e-08,3.7126513439368378e-11
1.5623079610498674e-05,0.15720298594925702,76.950000000000003,0.0,0.0,0.0,0.48783161921517765,9.3380011446379942,0.0038026342350938012,0.0038108487281841843,0.00067168291610927378,0.0018368051349831743,7.0447198532892122e-09,1.0510829472761705e-10,0.0013340300019508537,4.7674568743849967e-05,6.6397387311840598e-11,0.15493318511540277,0.16081008988337883,0.0011647122492361673,0.1796446273375622,1.0585035522921589e-12,5.4551293939305718e-11,4.7176935555671763e-07,2.6391959411607258e-10,2.3725538031960093e-08,4.2090520638578928e-08,0.00031643391196568978,0.0010108680093448663,4.0127025050241309e-07,2.9225242570066549e-07,4.6311581449453225e-21,3.0835467747468606e-06,7.8017651610647349e-09,2.8390580263159713e-09,6.5049848135293137e-06,2.3495620013684615e-06,1.1437609804332171e-11,0.00018961865346634943,3.1671152107883223e-05,5.8675093857932592e-11,1.4008523965312299e-11,8.6702262928758543e-11,1.9466463210539947e-11,3.0457613504823815e-15,8.1559744608457073e-09,3.7152108969342932e-08,0.00015074664907160776,5.0162617363347669e-09,1.0145120607630454e-05,1.4516695363846239e-06,3.5381686726107815e-05,5.2110196741664507e-14,7.7863061036714985e-05,3.3072081076219351e-12,0.0030533498001425225,1.7793498844345514e-06,1.9817871067181973e-13,2.8010291662701821e-05,0.00091025241966063075,0.0020087561783235846,3.329960000670075e-09,2.5433596405808593e-17,8.290256956274343e-17,1.4039737219633493e-08,3.7233148099104676e-11
1.5700882099785e-05,0.15720230807016242,76.950000000000003,0.0,0.0,0.0,0.48658273822371706,9.3375980419010123,0.0037925934457533291,0.0038011656130604076,0.00066994549401287479,0.0018319894999076465,7.0265466568699063e-09,1.0485591264412432e-10,0.0013386896733400652,4.7551583102193055e-05,6.6223310279289795e-11,0.15529906967344653,0.16122893352803294,0.0011689149196793696,0.18009763166334275,1.0557729405215748e-12,5.4691249862733021e-11,4.7299819258671221e-07,2.6454288429466793e-10,2.3811205604101568e-08,4.1981703757973223e-08,0.0003162971363270241,0.0010144652313960497,4.0108122011796709e-07,2.9211475143223738e-07,4.6478689098413541e-21,3.0840501085539533e-06,7.8027354648355501e-09,2.8394110921361918e-09,6.4994401071301524e-06,2.3498509036134836e-06,1.1444501233154205e-11,0.00019077843335745074,3.1797867883210808e-05,5.8680028385551056e-11,1.4009702070772363e-11,8.7048253834555709e-11,1.9544283935392931e-11,3.0565911798523489e-15,8.2148830780055771e-09,3.742046548955361e-08,0.00015145957608415664,5.0190927088381121e-09,1.0191977427132019e-05,1.4551094287728673e-06,3.5559316191713298e-05,5.2119092513252054e-14,7.8251927295231642e-05,3.3078051246285251e-12,0.0030782626808060071,1.7884061409524781e-06,1.9821448583749832e-13,2.8152098729344139e-05,0.00091782491699387409,0.0020254226189103668,3.3709591179663884e-09,2.5438187676980682e-17,8.3501392443710543e-17,1.4080431368389516e-08,3.7339617378022085e-11
1.5778684589071325e-05,0.15720163382239732,76.950000000000003,0.0,0.0,0.0,0.48534009142914802,9.3371969015135434,0.0037825864347579507,0.0037915298957185558,0.00066821676419013664,0.0018271982766245303,7.0084637608739414e-09,1.0460481243032429e-10,0.0013433367319380461,4.7429208562710284e-05,6.6050115691596846e-11,0.15566286793776521,0.16164579630189094,0.001173107477738631,0.18054832767916654,1.0530558968613684e-12,5.4830533084606072e-11,4.7422121784481694e-07,2.6516262067894357e-10,2.3896666980213871e-08,4.1873430979488855e-08,0.00031616034388531699,0.0010180531647150247,4.0089225674804732e-07,2.9197712597138093e-07,4.6645394656188383e-21,3.0845544916198327e-06,7.8037097805859983e-09,2.8397656170828503e-09,6.4938912587997948e-06,2.350140912696693e-06,1.1451375308913644e-11,0.00019193691930240379,3.19242801058767e-05,5.8685000954904009e-11,1.401088925859646e-11,8.739341679549519e-11,1.9621918300957524e-11,3.067396402325907e-15,8.2738677203606597e-09,3.7689168439093696e-08,0.00015216916516229024,5.021916712242834e-09,1.0238793380556128e-05,1.4585298097948838e-06,3.5736914495349765e-05,5.2128006982472028e-14,7.8640714095182731e-05,3.3084043852787721e-12,0.0031032343086899502,1.797460781174272e-06,1.9825039544881197e-13,2.8293874408309602e-05,0.00092541595932418114,0.0020421293839938937,3.412221669594908e-09,2.5442796202561278e-17,8.4100988366640676e-17,1.4121065211863097e-08,3.7445925351805237e-11
1.585648707835765e-05,0.1572009631787383,76.950000000000003,0.0,0.0,0.0,0.48410363162998282,9.3367977086651628,0.0037726134489517887,0.0037819412137473692,0.00066649666248198174,0.0018224312810055051,6.9904704883457642e-09,1.0435498431129328e-10,0.0013479712397053722,4.7307440541685718e-05,6.5877796892824558e-11,0.15602459547210126,0.16206069318177069,0.0011772899745929994,0.18099673258768659,1.0503523195411815e-12,5.4969148761323107e-11,4.7543847527319544e-07,2.6577882978021438e-10,2.3981923204162755e-08,4.1765698249571979e-08,0.00031602355523289771,0.0010216318556897088,4.0070338587553686e-07,2.9183956787759603e-07,4.681170015776849e-21,3.0850599649449677e-06,7.8046882029843263e-09,2.8401216356309062e-09,6.4883393333942393e-06,2.3504320605147125e-06,1.1458232362494477e-11,0.00019309411195504256,3.2050390299314427e-05,5.8690012270070089e-11,1.4012085696881123e-11,8.7737755962645618e-11,1.969936724223866e-11,3.0781771354841969e-15,8.3329279136265741e-09,3.7958215657116614e-08,0.00015287542746309209,5.0247338892468116e-09,1.0285568520411557e-05,1.4619308250194757e-06,3.5914481798614319e-05,5.2136940838575495e-14,7.9029421870434099e-05,3.3090059327775337e-12,0.0031282643492910032,1.8065138133938587e-06,1.9828644209463729e-13,2.8435618873545714e-05,0.00093302544211384269,0.0020588762427377351,3.4537476001718551e-09,2.5447422314811268e-17,8.4701352509713692e-17,1.4161640244507385e-08,3.7552075998632443e-11
1.5934289567643975e-05,0.15720029611225114,76.950000000000003,0.0,0.0,0.0,0.48287331211047957,9.3364004486941301,0.0037626747205009832,0.0037723992087131801,0.00066478512461808168,0.0018176883315599906,6.9725661258770481e-09,1.0410641861316374e-10,0.0013525932581370291,4.7186274213510478e-05,6.5706347322406804e-11,0.15638426768490707,0.16247363899341108,0.0011814624610324779,0.18144286341931543,1.0476621014191049e-12,5.510710200266849e-11,4.7665000837064192e-07,2.6639153784529127e-10,2.4066975311876474e-08,4.1658501584320708e-08,0.0003158867901616402,0.0010252013503641653,4.0051463190993356e-07,2.9170209492893417e-07,4.697760762268236e-21,3.0855665681178579e-06,7.8056708202710203e-09,2.8404791799272922e-09,6.4827853542628386e-06,2.3507243777667283e-06,1.1465072719493228e-11,0.00019425001212265393,3.2176199976491982e-05,5.8695063026363437e-11,1.401329155163112e-11,8.8081275458592784e-11,1.977663168778227e-11,3.0889334957214413e-15,8.3920631905149336e-09,3.8227605014661008e-08,0.00015357837426092629,5.0275443790657122e-09,1.033230289888455e-05,1.4653126185625777e-06,3.6092018262148147e-05,5.214589474231125e-14,7.9418051053052388e-05,3.3096098087748377e-12,0.0031533524705979776,1.8155652459010508e-06,1.9832262827093372e-13,2.8577332298472116e-05,0.00094065326159953094,0.0020756629660276579,3.4955368517002982e-09,2.5452066334033898e-17,8.5302480122178208e-17,1.4202157933211478e-08,3.7658073243323903e-11
1.60120920569303e-05,0.157199632596255,76.950000000000003,0.0,0.0,0.0,0.48164908663428369,9.3360051070864323,0.0037527704673542286,0.0037629035256568533,0.00066308208767213545,0.0018129692479889048,6.9547500079810834e-09,1.0385910576159121e-10,0.0013572028482671766,4.7065705072369302e-05,6.5535760462828293e-11,0.15674189983122527,0.16288464841327846,0.0011856249874620055,0.1818867370343806,1.0449851424543244e-12,5.5244397860547844e-11,4.7785586019806339e-07,2.670007708596496e-10,2.4151824331427075e-08,4.1551837014015859e-08,0.00031575006768920407,0.0010287616944421028,4.0032601833873101e-07,2.9156472423163395e-07,4.7143119055140919e-21,3.0860743393604021e-06,7.8066577200596726e-09,2.8408382818781922e-09,6.4772303046295922e-06,2.351017894000019e-06,1.1471896695628004e-11,0.00019540462075970502,3.2301710639980165e-05,5.8700153872024806e-11,1.4014506977611897e-11,8.8423979377625727e-11,1.9853712559790614e-11,3.0996655990789368e-15,8.4512730905993985e-09,3.8497334414008348e-08,0.00015427801694082945,5.0303483175711207e-09,1.0378996568014947e-05,1.4686753331055589e-06,3.6269524047308967e-05,5.2154869335755608e-14,7.9806602074890731e-05,3.3102160534230718e-12,0.003178498343066835,1.8246150869799963e-06,1.9835895638367984e-13,2.8719014855985065e-05,0.00094829931478367005,0.0020924893264521391,3.5375893636150184e-09,2.545672856901549e-17,8.5904366523076914e-17,1.4242619717935072e-08,3.7763920919311009e-11
1.6089894546216626e-05,0.15719897260434806,76.950000000000003,0.0,0.0,0.0,0.48043090943806521,9.3356116694731028,0.0037429008936904441,0.0037534538134675879,0.00066138748872783938,0.0018082738524460129,6.9370214384433593e-09,1.0361303628062319e-10,0.0013618000706738589,4.6945728408741444e-05,6.5366029885258493e-11,0.15709750701468683,0.1632937359705571,0.0011897776039053868,0.18232837012528588,1.0423213380824562e-12,5.5381041340775219e-11,4.7905607338414543e-07,2.676065545508651e-10,2.4236471283110559e-08,4.1445700633229202e-08,0.00031561340608480507,0.0010323129332903123,4.0013756765052665e-07,2.9142747216470169e-07,4.7308236444206371e-21,3.0865833155845251e-06,7.8076489841908994e-09,2.8411989712986568e-09,6.4716751289309762e-06,2.3513126376536213e-06,1.1478704601299863e-11,0.00019655793896178117,3.2426923782023117e-05,5.8705285445996808e-11,1.401573212736962e-11,8.8765871785929576e-11,1.9930610774098416e-11,3.1103735604805822e-15,8.5105571601797275e-09,3.8767401788093084e-08,0.00015497436699213357,5.0331458373816464e-09,1.0425649579541731e-05,1.4720191099132599e-06,3.6446999314684208e-05,5.2163865234841714e-14,8.0195075366154317e-05,3.3108247054290858e-12,0.0032037016395963123,1.8336633449108437e-06,1.9839542875245136e-13,2.8860666718468416e-05,0.00095596349942773918,0.0021093550982874297,3.5799050728265184e-09,2.5461409317425215e-17,8.650700709978299e-17,1.4283027012220973e-08,3.7869622806981019e-11
1.6167697035502952e-05,0.15719831611037827,76.950000000000003,0.0,0.0,0.0,0.47921873522535929,9.3352201216291153,0.0037330661903538995,0.0037440497244415308,0.00065970126607050846,0.0018036019683502914,6.9193797632759693e-09,1.033682007912362e-10,0.0013663849854836493,4.6826339794882941e-05,6.5197149206584875e-11,0.15745110418934402,0.16370091604891368,0.0011939203600091724,0.18276777921860249,1.0396705899960253e-12,5.5517037393380036e-11,4.802506901306967e-07,2.6820891439170645e-10,2.4320917179526118e-08,4.1340088553638416e-08,0.00031547682289382434,0.0010358551119420761,3.9994930146840878e-07,2.9129035447651101e-07,4.7472961763934899e-21,3.0870935324344452e-06,7.8086446937576648e-09,2.8415612777205162e-09,6.4661207341113593e-06,2.351608636100304e-06,1.1485496737999876e-11,0.00019770996795972923,3.2551840884607679e-05,5.8710458344841571e-11,1.4016967143331642e-11,8.9106956721771e-11,2.0007327240276686e-11,3.1210574944499477e-15,8.5699149521535368e-09,3.9037805099891869e-08,0.00015566743600231258,5.0359370679881328e-09,1.0472261985047435e-05,1.4753440888517432e-06,3.6624444225421361e-05,5.2172883037906564e-14,8.058347135675381e-05,3.3114358021068358e-12,0.0032289620355035694,1.8427100279685292e-06,1.9843204761315203e-13,2.9002288057798549e-05,0.00096364571404400129,0.0021262600574789075,3.6224839137641771e-09,2.546610886622083e-17,8.7110397306773799e-17,1.4323381203796497e-08,3.7975182600914117e-11
1.6245499524789277e-05,0.15719766308846334,76.950000000000003,0.0,0.0,0.0,0.47801251916041321,9.3348304494709318,0.0037232665352771432,0.0037346909146012131,0.00065802335809285017,0.0017989534214142328,6.9018243026946399e-09,1.0312459001022185e-10,0.0013709576523762341,4.6707534632224151e-05,6.5029112126617633e-11,0.15780270616159886,0.16410620288841501,0.0011980533050464891,0.18320498067716337,1.0370327960941102e-12,5.5652390922890385e-11,4.8143975221811665e-07,2.6880787560344704e-10,2.440516302565425e-08,4.1234996946498078e-08,0.00031534033496194945,0.0010393882751005188,3.9976124048577416e-07,2.9115338623857473e-07,4.7637296973539644e-21,3.0876050243385984e-06,7.8096449246611982e-09,2.8419252287947734e-09,6.4605679908775437e-06,2.351905915686839e-06,1.1492273401943643e-11,0.000198860709113999,3.2676463419534501e-05,5.8715673155486156e-11,1.4018212165625506e-11,8.9447238195695211e-11,2.008386286162031e-11,3.1317175144542088e-15,8.6293460258867713e-09,3.9308542341857803e-08,0.00015635723565104561,5.0387221358403508e-09,1.051883383583255e-05,1.4786504084057784e-06,3.6801858940048443e-05,5.2181923319284729e-14,8.0971790475090123e-05,3.3120493794258972e-12,0.0032542792085003954,1.8517551444241572e-06,1.9846881512131477e-13,2.9143879045354714e-05,0.00097134585788883926,0.0021432039816261903,3.6653258184185868e-09,2.5470827492020943e-17,8.7714532664241712e-17,1.4363683655069522e-08,3.8080603943199561e-11
1.6401104503361928e-05,0.15719636735923068,76.950000000000003,0.0,0.0,0.0,0.47561778522745174,9.3340566768326152,0.0037037729976763891,0.0037161077798897263,0.00065469224543951269,0.0017897256524725116,6.8669694471316798e-09,1.0264100608370593e-10,0.0013800664781178286,4.6471657209323634e-05,6.4695543945220681e-11,0.15849998273090685,0.16491115284476796,0.0012062899564984717,0.18407282503974093,1.0317956833813248e-12,5.5921189684336635e-11,4.8380137670209867e-07,2.6999570133217388e-10,2.457305853564377e-08,4.102636003953009e-08,0.00031506770771476113,0.0010464277315255651,3.9938581129377874e-07,2.9087995432109692e-07,4.7964804799183539e-21,3.0886319630920936e-06,7.8116592410582426e-09,2.8426581707306367e-09,6.4494707074418331e-06,2.352504417049231e-06,1.150578144666231e-11,0.00020115833416221979,3.2924830604674048e-05,5.8726230655188911e-11,1.4020732740847232e-11,9.0125406612327609e-11,2.023639514076229e-11,3.1529662623665243e-15,8.7484262992202551e-09,3.9851010782526512e-08,0.00015772707415293266,5.0442742692814528e-09,1.0611856050205256e-05,1.4852076140053059e-06,3.7156598398007199e-05,5.2200073490581661e-14,8.1748199750556838e-05,3.3132841111105807e-12,0.0033050826127758292,1.8698407100337485e-06,1.9854280417693373e-13,2.9426970642368882e-05,0.00098679953532852869,0.0021772078463868326,3.7517985305933268e-09,2.5480323013775848e-17,8.892502134986727e-17,1.4444138617926238e-08,3.8291045347525161e-11
1.6541148984077313e-05,0.1571952128228216,76.950000000000003,0.0,0.0,0.0,0.4734824612977464,9.3333665579573726,0.0036863502069687439,0.0036995344351188255,0.00065172207796104298,0.0017814987594351993,6.8358884374651151e-09,1.0220987790452628e-10,0.0013882231228222355,4.6261318984426326e-05,6.4398155728596665e-11,0.15912085352832633,0.1656292728084624,0.0012136698755008263,0.18484649561386365,1.0271256095011904e-12,5.616095927939542e-11,4.859082522116559e-07,2.7105336898286096e-10,2.472349024619135e-08,4.0840329122174248e-08,0.00031482282408135744,0.0010527328509164142,3.990488171110905e-07,2.9063451531986179e-07,4.825824701167884e-21,3.0895608899248536e-06,7.8134883033856638e-09,2.843323703460092e-09,6.4394968174655002e-06,2.3530476938789706e-06,1.1517888595762835e-11,0.00020322180845358369,3.3147368201913247e-05,5.873588105575027e-11,1.402303674854033e-11,9.0733050001306282e-11,2.0373064633915951e-11,3.1720094743295047e-15,8.8558448807690701e-09,4.0340354883520655e-08,0.00015894886648026355,5.0492513208730773e-09,1.0695437837833225e-05,1.4910466446009678e-06,3.7475762217183761e-05,5.221649089527841e-14,8.2446709402309848e-05,3.3144041876201024e-12,0.003350996670912845,1.8861124432511753e-06,1.9860992272777707e-13,2.9681650973595201e-05,0.0010007681678381715,0.0022079423881781967,3.8305229171789827e-09,2.5488936796827508e-17,9.0016965985898365e-17,1.4516384284129009e-08,3.8480004174567119e-11
1.6681193464792697e-05,0.15719406914196293,76.950000000000003,0.0,0.0,0.0,0.47136576516850226,9.3326823036544333,0.0036690431877478115,0.0036831026032373712,0.00064877792411118396,0.0017733448447638555,6.805076770833318e-09,1.0178257770584604e-10,0.0013963409922166182,4.6052803517102178e-05,6.4103405556008679e-11,0.15973548349835526,0.16634147368178617,0.0012210187560669759,0.18561326056352923,1.0224960057378502e-12,5.6398721085148097e-11,4.8799776144686955e-07,2.7210040600448126e-10,2.4873289078949112e-08,4.0655926573900854e-08,0.00031457848124058317,0.0010590094404079077,3.9871277231187922e-07,2.9038976777104435e-07,4.8550455065965487e-21,3.0904944317407029e-06,7.8153330868184512e-09,2.8439949553091452e-09,6.429540277094674e-06,2.3535954880592931e-06,1.1529949912443795e-11,0.00020528113668441718,3.3368973825490566e-05,5.874567520325373e-11,1.4025375075436928e-11,9.1338151283031353e-11,2.0509161953455548e-11,3.190976938597e-15,8.9634943286005433e-09,4.0830751000168136e-08,0.00016016025135210868,5.0542102419668133e-09,1.0778888999967282e-05,1.496827310391127e-06,3.7794830657194942e-05,5.2232989220346875e-14,8.314497652313929e-05,3.3155328037287833e-12,0.003397089782901595,1.9023792276855668e-06,1.9867755299737285e-13,2.9936235588228151e-05,0.0010147933579697373,0.0022387997925247803,3.9100984642168226e-09,2.5497616252402885e-17,9.1111258148247791e-17,1.4588482385428148e-08,3.8668567946233397e-11
1.682123794550808e-05,0.15719293618063093,76.950000000000003,0.0,0.0,0.0,0.46926745106304119,9.3320038366318556,0.003651852567516363,0.0036668103986659778,0.00064585944729954499,0.0017652629517544405,6.7745308138748352e-09,1.013590546109599e-10,0.0014044204189562965,4.5846086218566759e-05,6.3811258844228598e-11,0.16034395394724049,0.16704783360750861,0.0012283368726923771,0.18637320972387586,1.0179063261542582e-12,5.6634501977720126e-11,4.9007013367875826e-07,2.7313695089432442e-10,2.5022460632483368e-08,4.0473131333915714e-08,0.0003143347553024761,0.0010652577493300843,3.9837776977688317e-07,2.9014577932142066e-07,4.8841439876601612e-21,3.0914327512302973e-06,7.8171939470853145e-09,2.8446720558465044e-09,6.4196050193666255e-06,2.3541479212904426e-06,1.1541966901300998e-11,0.00020733633074603147,3.3589655704091026e-05,5.8755615702522524e-11,1.4027748343431657e-11,9.1940732881128599e-11,2.0644692149759535e-11,3.2098692920158405e-15,9.0713722884970711e-09,4.1322188406358344e-08,0.0001613612994738566,5.0591516737789672e-09,1.08622098436639e-05,1.5025503718357105e-06,3.8113804664059945e-05,5.2249571183508951e-14,8.3843003602568415e-05,3.3166701270371709e-12,0.0034433601517199091,1.9186411113305367e-06,1.9874570502900478e-13,3.0190725464822741e-05,0.0010288745438322899,0.0022697788193797156,3.9905246931669247e-09,2.5506362669409607e-17,9.2207873901946566e-17,1.4660440029913824e-08,3.8856755612226217e-11
1.6961282426223466e-05,0.15719181379572084,76.950000000000003,0.0,0.0,0.0,0.46718727767972368,9.3313310809799734,0.0036347788652869202,0.0036506559703344201,0.00064296631694297731,0.0017572521411675036,6.7442469959848959e-09,1.0093925867287555e-10,0.0014124617312610971,4.5641142925241316e-05,6.3521681641345672e-11,0.16094634474085157,0.16774842932830028,0.0012356244961663054,0.18712643133330009,1.0133560342539906e-12,5.6868328347471127e-11,4.9212559407037373e-07,2.7416313969613912e-10,2.517101042974802e-08,4.0291922723790099e-08,0.00031409171654447459,0.0010714780237338721,3.9804389502550165e-07,2.8990261225640007e-07,4.9131212210779898e-21,3.092376001152371e-06,7.8190712153975667e-09,2.8453551257121978e-09,6.4096946761735947e-06,2.3547051069919122e-06,1.1553941009035323e-11,0.0002093874035299565,3.3809421963125825e-05,5.8765704960594282e-11,1.4030157127198434e-11,9.2540816938113924e-11,2.0779660209840721e-11,3.2286871638604227e-15,9.179476466257806e-09,4.1814656649381366e-08,0.00016255208213492744,5.0640762320213504e-09,1.0945400663152229e-05,1.5082165759229414e-06,3.8432685182865775e-05,5.2266239334581642e-14,8.4540793122158661e-05,3.3178163141060131e-12,0.0034898060041674279,1.9348981423326427e-06,1.9881438820443292e-13,3.044512158131727e-05,0.0010430111709325907,0.0023008782451302526,4.0718011024953767e-09,2.5515177251855312e-17,9.3306789922104243e-17,1.4732264094170273e-08,3.9044585504625881e-11
1.710132690693885e-05,0.15719070185046027,76.950000000000003,0.0,0.0,0.0,0.46512500805960588,9.3306639621317551,0.0036178224988073909,0.0036346375006140286,0.00064009820836565337,0.0017493114906323118,6.7142218130111235e-09,1.0052314084675677e-10,0.0014204652530232145,4.5437949923102132e-05,6.3234640605224015e-11,0.16154273434585151,0.16844333622697932,0.0012428818936620794,0.18787301207918447,1.008844603521981e-12,5.7100226111730468e-11,4.9416436379489497e-07,2.751791060702612e-10,2.5318943919925676e-08,4.0112280432417743e-08,0.00031384942980708955,0.0010776705064702771,3.9771122672988472e-07,2.8966032387440103e-07,4.9419782691914218e-21,3.0933243250484907e-06,7.8209652006301146e-09,2.8460442774101933e-09,6.3998125989904715e-06,2.3552671509201223e-06,1.156587362785029e-11,0.00021143436883845165,3.4028280626768134e-05,5.8775945199459168e-11,1.4032601957231554e-11,9.313842532092765e-11,2.0914071058599297e-11,3.2474311760275085e-15,9.2878046252595043e-09,4.230814553881542e-08,0.00016373267111884941,5.0689845085284006e-09,1.1028461743647326e-05,1.5138266565541308e-06,3.8751473156378934e-05,5.2282996068157787e-14,8.5238347552100909e-05,3.3189715112312172e-12,0.0035364255902931895,1.9511503689706998e-06,1.988836112902996e-13,3.0699424914783249e-05,0.0010572026920009161,0.0023320968622080273,4.1539271685255224e-09,2.5524061124807379e-17,9.4407983469122015e-17,1.4803961233542674e-08,3.9232075362716087e-11
1.738141586836962e-05,0.15718850874355975,76.950000000000003,0.0,0.0,0.0,0.46105325175276346,9.3293463426080017,0.0035842630151052659,0.003603001316515976,0.00063443578419691024,0.0017336370560550125,6.6549336339079293e-09,9.9701747397437313e-11,0.0014363602009118957,4.5036721957219336e-05,6.2668036405511226e-11,0.16271781757135251,0.16981637898218224,0.0012573070630562393,0.18934659076323157,9.9993626437267222e-13,5.7558337353449767e-11,4.9819269801669315e-07,2.7718089547034304e-10,2.5612983442059775e-08,3.975761520175142e-08,0.00031336734875536811,0.0010899730538658865,3.9704979524022571e-07,2.8917859126513409e-07,4.9993359938346415e-21,3.0952367302400894e-06,7.8248044637274646e-09,2.8474412422149804e-09,6.3801454633888512e-06,2.3564062043686974e-06,1.1589619736351206e-11,0.00021551603594963941,3.4463306803653661e-05,5.8796886734316876e-11,1.4037601693471607e-11,9.432630127709195e-11,2.1181240538958201e-11,3.2847000752017183e-15,9.5051241944212305e-09,4.3298145651944218e-08,0.00016606355694897802,5.0787544820349232e-09,1.1194195881469688e-05,1.5248813242679123e-06,3.9388775282087236e-05,5.2316784210538068e-14,8.663276107527853e-05,3.3213094776388033e-12,0.0036301790689180725,1.9836406034597741e-06,1.9902370967143988e-13,3.120775713492694e-05,0.001085748259616728,0.0023948869125818995,4.3207260777104511e-09,2.5542040910311111e-17,9.6617114766533491e-17,1.4947000389572334e-08,3.9606103327443037e-11
1.7633495933657312e-05,0.15718656931883523,76.950000000000003,0.0,0.0,0.0,0.45744760802105922,9.3281790406226754,0.0035544631427677029,0.0035749761360147751,0.00062942203247800415,0.0017197610830240121,6.602424909907095e-09,9.8974597710282382e-11,0.0014505395758951417,4.4681373407045581e-05,6.2166443537475426e-11,0.16375562872024133,0.17103339182699787,0.0012701889529776141,0.19065093969491126,9.9204657155378648e-13,5.7964292532353993e-11,5.0176325895432537e-07,2.789488403436008e-10,2.5875564480438159e-08,3.9443576578714446e-08,0.00031293660081895284,0.0011009526733574146,3.9645929964150463e-07,2.8874852255619389e-07,5.0505572914614648e-21,3.0969765241190633e-06,7.8283196741479126e-09,2.8487202944913574e-09,6.362570316695194e-06,2.3574488927698526e-06,1.1610862326081513e-11,0.00021917564286562846,3.4851804911560122e-05,5.8816269500136916e-11,1.404222927771319e-11,9.5387136828689539e-11,2.1419835604285575e-11,3.3179955787768592e-15,9.7014564671979611e-09,4.4192539065299344e-08,0.00016812721917580824,5.0874972807338948e-09,1.1342915805994142e-05,1.5346456942087242e-06,3.9962040239873013e-05,5.2347517755858156e-14,8.7886954064622205e-05,3.3234457465043585e-12,0.0037151342633738333,2.0128658718191158e-06,1.9915172169291073e-13,3.166494859393024e-05,0.001111621657425374,0.0024517937883411613,4.4737452492514379e-09,2.5558469570640498e-17,9.8612904956107541e-17,1.5075364184148289e-08,3.9941732464488925e-11
