Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135)
5.694213028395475e-10,0.15748800100134983,76.950000000000003,0.0,0.0,0.0,0.99997011088637866,9.4999918942086463,1.3231302557706656e-06,1.403303377138066e-05,6.2817409058213517e-06,7.928448924154145e-06,2.634365001816267e-11,2.0979835100100694e-10,7.162286293324471e-08,1.7729427429583461e-07,2.8659969677236709e-13,2.1438459297665708e-11,1.359233380352271e-11,6.0298522824110981e-08,1.2531736719466857e-08,3.9364084809339568e-15,1.1999412481590122e-18,7.0286800509690788e-18,3.5905617841276717e-20,3.898742514336061e-14,1.2066921255646318e-10,2.9997561175917348e-11,3.0064023134752698e-11,3.8575494914015286e-14,2.7886463842918357e-14,2.3944852742998259e-25,2.1398935915320351e-12,5.4920228768328764e-15,1.9733796907908719e-15,1.3325610781422034e-23,1.2729144276940091e-15,3.5431856107104487e-19,1.2940213874976117e-23,5.8774945389293281e-10,3.2279484391641836e-20,7.7069408172449135e-21,9.6152077225791325e-14,1.555860686108937e-14,3.572897628158978e-16,9.4223616625162454e-14,2.7165973750431532e-14,1.2940173920981254e-23,8.3837124963273477e-19,6.0701027447922634e-18,5.926002378673089e-18,1.3003755353824231e-19,3.521962482332722e-20,1.4862039075927279e-20,1.2940353796126489e-16,3.6755751134823461e-20,4.8969923050948342e-23,7.1162368672074982e-18,1.7867004285005985e-24,1.3424305334793695e-25,1.5932019784079336e-26,8.821746555521106e-20,9.9354072522607577e-22,5.1327112867866205e-23,2.4979136258852122e-17,6.6924938277156404e-20
5.875728820394633e-10,0.15748800040071223,76.950000000000003,0.0,0.0,0.0,0.9999691577251435,9.4999915606840624,1.3653032298817099e-06,1.4480322280437169e-05,6.4068643782122781e-06,8.256288021763815e-06,2.7183326426063228e-11,2.0979815569580517e-10,7.3909492651168134e-08,1.8297671770143732e-07,2.9845052300967446e-13,2.3623336281829865e-11,1.5083946876987831e-11,6.2223612039167846e-08,1.3343351641633759e-08,4.0625739961976748e-15,1.2388282208852898e-18,8.0214130528088228e-18,3.9571056285190853e-20,4.1488285082206849e-14,1.2616829309189052e-10,3.245607100520116e-11,3.252799094769609e-11,4.1738999597216682e-14,3.0180942802776908e-14,2.4710311615985276e-25,2.2784355064324779e-12,5.8477913318250463e-15,2.1015949559186622e-15,1.6134480586203956e-23,1.3989606139389401e-15,3.8000625579707497e-19,1.5667950662234785e-23,6.0651497140102312e-10,3.5475909667702504e-20,8.4700983453457549e-21,9.8534627489752104e-14,1.5704663136397744e-14,3.5735302074691513e-16,9.6536143407516031e-14,2.8748081539582635e-14,1.5667900644229815e-23,9.2977068550143401e-19,6.9090367609850585e-18,6.7423117033116032e-18,1.5234074248483518e-19,3.7529389577064262e-20,1.7963359009430299e-20,1.3707195826602476e-16,4.3211712052340891e-20,5.9193595993154381e-23,7.5594310778948763e-18,2.2310601227873271e-24,1.6693643994898531e-25,2.0353785583239215e-26,9.6485967490981609e-20,1.052474597396653e-21,5.4621029497280576e-23,2.7334492969116253e-17,7.3247586109731003e-20
6.057244612393792e-10,0.15748799979890826,76.950000000000003,0.0,0.0,0.0,0.99996820454051183,9.4999912265115505,1.4074759095448212e-06,1.4927609824350722e-05,6.5313388534879332e-06,8.5847749166442359e-06,2.8023000967866994e-11,2.0979796039322825e-10,7.6196120142710521e-08,1.8865914848782891e-07,3.103247660884226e-13,2.5950332906603315e-11,1.6682666037773127e-11,6.4148699388275622e-08,1.4180429339126718e-08,4.1887392312829683e-15,1.2777559454590468e-18,9.1145013632741568e-18,4.3475347253642672e-20,4.4065094550842582e-14,1.3171351680155638e-10,3.5024588370784935e-11,3.510221102013758e-11,4.504414711363679e-14,3.2578502124762237e-14,2.547576974701949e-25,2.4213192840585349e-12,6.2147155857847708e-15,2.2338423590721564e-15,1.9413724633276313e-23,1.5330613593507084e-15,4.0661236204686055e-19,1.8852500182422566e-23,6.2528051542023428e-10,3.8876595117846647e-20,9.2820230614948437e-21,1.0088131433715373e-13,1.5841928780109546e-14,3.5741509751911133e-16,9.8814885850097837e-14,3.0364660114787349e-14,1.8852438018581241e-23,1.0276625198362839e-18,7.831770233377021e-18,7.6396186812773009e-18,1.7756566021237814e-19,3.9912463358221788e-20,2.1580889511204811e-20,1.4492123191329101e-16,5.0544463486746429e-20,7.1120158888019317e-23,8.0137282388540314e-18,2.7664606249480637e-24,2.0618296729392562e-25,2.5806761465459158e-26,1.0522755303225223e-19,1.1127999295977207e-21,5.7996840081741677e-23,2.982702847731166e-17,7.9939184207949482e-20
6.23876040439295e-10,0.1574879991960797,76.950000000000003,0.0,0.0,0.0,0.99996725133248487,9.4999908917700644,1.4496482947607875e-06,1.5374896398899091e-05,6.6552432823803376e-06,8.9138306535333184e-06,2.8862673635724428e-11,2.0979776507957592e-10,7.8482745407824914e-08,1.9434156660171658e-07,3.2221957190144284e-13,2.8423733464552119e-11,1.8392262743875102e-11,6.6073784871627552e-08,1.5042969709705661e-08,4.3149041850043813e-15,1.3167257216942069e-18,1.0314165109963485e-17,4.7625707715289721e-20,4.671769642310638e-14,1.3730321103408453e-10,3.7704015586165509e-11,3.7787587678045204e-11,4.8492100171689686e-14,3.5079991571340881e-14,2.6241227136197272e-25,2.5685446178298067e-12,6.5927948499391949e-15,2.3701216172255475e-15,2.3222841035323568e-23,1.6754657245581736e-15,4.3413732646956842e-19,2.25516501279369e-23,6.4404608483039561e-10,4.2487856903867926e-20,1.0144222932579653e-20,1.0319268703434487e-13,1.597098737632817e-14,3.5747602625814984e-16,1.0106055653933595e-13,3.2014984188035365e-14,2.2551573394136664e-23,1.1322730103443148e-18,8.8436327904327994e-18,8.6229963557212621e-18,2.0598231901406651e-19,4.2368840992685966e-20,2.5779858850742405e-20,1.5294841796828035e-16,5.8840109194097923e-20,8.4965019975489523e-23,8.4789476992950468e-18,3.4077865073522612e-24,2.5303057869536079e-25,3.2488474749416162e-26,1.1445231042666494e-19,1.1744940944523456e-21,6.1452821911477813e-23,3.2459914113440303e-17,8.7008281172146413e-20
6.420276196392109e-10,0.15748799859235166,76.950000000000003,0.0,0.0,0.0,0.99996629810106463,9.499990556528946,1.4918203855303972e-06,1.5822181999860236e-05,6.7786470081050279e-06,9.2433858846024949e-06,2.9702344421783389e-11,2.0979756975745622e-10,8.0769368446455765e-08,2.0002397198965693e-07,3.3413243363501712e-13,3.1047813207950882e-11,2.0216504665455255e-11,6.7998868489409625e-08,1.5930972650889081e-08,4.4410688561734152e-15,1.3557388479806438e-18,1.1626761586894967e-17,5.2029339692330817e-20,4.9445933897748317e-14,1.4293582840137682e-10,4.0495222920258701e-11,4.0584993131166227e-11,5.2083980157233269e-14,3.7686230587724793e-14,2.7006683783575647e-25,2.7201112009605002e-12,6.9820283349880597e-15,2.5104324471598775e-15,2.7626535737422029e-23,1.8264227340312426e-15,4.6258158709023241e-19,2.6828247105466703e-23,6.6281167855806046e-10,4.6316010269770369e-20,1.1058205706367748e-20,1.0546928659555649e-13,1.6092383622599048e-14,3.575358389972716e-16,1.0327385312587005e-13,3.3698343763176307e-14,2.6828152992759913e-23,1.2438283982252486e-18,9.9501093371494759e-18,9.6976577900675233e-18,2.3787563394963487e-19,4.4898517302695733e-20,3.0631229158881384e-20,1.611506244367671e-16,6.8190139329908348e-20,1.0096255959115338e-22,8.9549118146818889e-18,4.1717702308047064e-24,3.0865467612816437e-25,4.0626518915332725e-26,1.2417011565458827e-19,1.2375348411293653e-21,6.4987288420375479e-23,3.5236269645570885e-17,9.4463286608240822e-20
6.601791988391267e-10,0.1574879979878336,76.950000000000003,0.0,0.0,0.0,0.99996534484625266,9.4999902208491012,1.5339921818544383e-06,1.626946662301208e-05,6.9016109332981656e-06,9.573379702529714e-06,3.0542013318140518e-11,2.0979737443976482e-10,8.3055989258542195e-08,2.0570636459855144e-07,3.4606114958624758e-13,3.382683925135203e-11,2.2159155820142596e-11,6.992395024180308e-08,1.684443805995403e-08,4.5672332436157369e-15,1.3947966182355133e-18,1.3058781056454774e-17,5.6693431781106038e-20,5.2249650497758166e-14,1.4860993311351283e-10,4.3399050949162011e-11,4.3495269830058937e-11,5.5820870168258058e-14,4.0398010536266042e-14,2.7772139689219461e-25,2.8760187264828915e-12,7.3824152511631011e-15,2.6547745654850543e-15,3.2694983915317057e-23,1.9861813760723381e-15,4.9194557528220547e-19,3.17504506557828e-23,6.8157729557384402e-10,5.0367369541548529e-20,1.2025478911454269e-20,1.0771164589625849e-13,1.6206625922185277e-14,3.5759456645691898e-16,1.0545545862941495e-13,3.5414043815002672e-14,3.175033592421005e-23,1.3625549063258222e-18,1.1156839578624447e-17,1.0868955183982755e-17,2.7354569407466903e-19,4.75014871072597e-20,3.6211984653041364e-20,1.6952500745056892e-16,7.8691584958202857e-20,1.1936708834750077e-22,9.441445896694246e-18,5.0771517406757567e-24,3.7436898254179567e-25,5.0482006700859408e-26,1.3439063690445218e-19,1.301900289076532e-21,6.8598588473673236e-23,3.8159164137837051e-17,1.0231247344062585e-19
6.783307780390426e-10,0.1574879973826221,76.950000000000003,0.0,0.0,0.0,0.99996439156805028,9.499989884784009,1.5761636837336999e-06,1.6716750264133159e-05,7.0241885463132126e-06,9.9037586142116405e-06,3.1381680316940436e-11,2.0979717911326504e-10,8.5342607844037219e-08,2.1138874437523577e-07,3.5800378606451857e-13,3.6765071390911448e-11,2.4223976730775577e-11,7.1849030129000789e-08,1.7783365833936099e-08,4.6933973461487627e-15,1.4339003284957662e-18,1.461684268290074e-17,6.1625160535103254e-20,5.5128690069694772e-14,1.5432418893011745e-10,4.6416312654760549e-11,4.6519232569399979e-11,5.9703817722845441e-14,4.3216096690023696e-14,2.8537594853229663e-25,3.0362668872679538e-12,7.7939548082820726e-15,2.8031476886592526e-15,3.8504095016541421e-23,2.1549906028091244e-15,5.2222971731108717e-19,3.7391990821716249e-23,7.0034293489006349e-10,5.4648248127010736e-20,1.3047549857219886e-20,1.099202897858991e-13,1.6314188804041557e-14,3.5765223741214993e-16,1.0760604173820595e-13,3.7161403974914699e-14,3.7391851750281522e-23,1.4886787376965118e-18,1.2469617576265539e-17,1.2142379025143614e-17,3.1330802696862208e-19,5.0177745222521579e-20,4.2605423074135491e-20,1.7806877046657499e-16,9.0447172108514205e-20,1.404538163985897e-22,9.9383781640251665e-18,6.1448459355221614e-24,4.5163694887321095e-25,6.2353295830028953e-26,1.4512333895422243e-19,1.367568921857914e-21,7.228510565989788e-23,4.1231616794167061e-17,1.1056398018659933e-19
6.964823572389584e-10,0.15748799677680153,76.950000000000003,0.0,0.0,0.0,0.9999634382664595,9.4999895483806611,1.6183348911689696e-06,1.7164032919002983e-05,7.1464268246697428e-06,1.0234475637322677e-05,3.2221345410337936e-11,2.0979698377478894e-10,8.7629224202888599e-08,2.1707111126626412e-07,3.6995864473350108e-13,3.9866762846888157e-11,2.641472459790636e-11,7.3774108151190991e-08,1.8747755869629485e-08,4.8195611625823665e-15,1.473051274327559e-18,1.6307690594909563e-17,6.6831691718100325e-20,5.80828967830172e-14,1.6007734852431763e-10,4.9547795301585392e-11,4.9657670369047321e-11,6.3733837180926316e-14,4.6141230015388908e-14,2.9303049275668739e-25,3.2008553760435189e-12,8.2166462157954343e-15,2.9555515330059835e-15,4.5135781335154326e-23,2.3330993301883537e-15,5.5343443554567387e-19,4.3832429158411224e-23,7.1910859555822414e-10,5.9164958515619711e-20,1.4125925633792668e-20,1.1209573519899376e-13,1.6415515182374093e-14,3.5770887971187669e-16,1.0972625710211778e-13,3.8939758223023803e-14,4.3832261491036219e-23,1.6224260744609248e-18,1.3894391333459053e-17,1.352355727349275e-17,3.5749385690798178e-19,5.2927286462084396e-20,4.9901450138950472e-20,1.8677916347904955e-16,1.0356547541366222e-19,1.6451983314681466e-22,1.0445539693997975e-17,7.3981180735981232e-24,5.4208371286854719e-25,7.6579998926696588e-26,1.5637748746123283e-19,1.4345195810934151e-21,7.6045257588993281e-23,4.4456597788025623e-17,1.1922581319308566e-19
7.146339364388743e-10,0.15748799617044637,76.950000000000003,0.0,0.0,0.0,0.99996248494148188,9.4999892116803064,1.6605058041610361e-06,1.7611314583401732e-05,7.2683670285584192e-06,1.0565489506816823e-05,3.3061008590414425e-11,2.0979678844126877e-10,8.9915838335033563e-08,2.2275346521835578e-07,3.8192423392733148e-13,4.3136160934598428e-11,2.8735153481218922e-11,7.5699184308552862e-08,1.9737608063586951e-08,4.9457246917396917e-15,1.5122507454944785e-18,1.8138190074497013e-17,7.2320181433823977e-20,6.1112115129416868e-14,1.6586824411143236e-10,5.2794262114697876e-11,5.2911348155682536e-11,6.7911911909231399e-14,4.9174128765436509e-14,3.0068502956591836e-25,3.3697838854102482e-12,8.6504886828260501e-15,3.1119858147290593e-15,5.2678230054059086e-23,2.5207564379706918e-15,5.8556014937996035e-19,5.1157423121913039e-23,7.3787427666676974e-10,6.392381227835514e-20,1.5262113112015145e-20,1.1423849126573099e-13,1.6511018465637699e-14,3.5776452035964494e-16,1.1181674562071456e-13,4.0748454586595976e-14,5.1157222009185573e-23,1.7640230769563795e-18,1.5437262408145247e-17,1.5018254575346198e-17,4.0645035694462765e-19,5.575010563729611e-20,5.8196876853394166e-20,1.9565348224504686e-16,1.1816107135281034e-19,1.918850968895503e-22,1.0962764374988099e-17,8.8627672170144214e-24,6.4750861925562138e-25,9.3547290055787458e-26,1.681621531618894e-19,1.5027314604991172e-21,7.98774951963355e-23,4.783702907834624e-17,1.2830584883612732e-19
7.327855156387901e-10,0.1574879955636218,76.950000000000003,0.0,0.0,0.0,0.99996153159311874,9.4999888747191914,1.7026764227106886e-06,1.8058595253110328e-05,7.3900453968591941e-06,1.0896763978915499e-05,3.3900669849306698e-11,2.0979659310234913e-10,9.2202450240423749e-08,2.2843580617836445e-07,3.9389924349105186e-13,4.6577507669771856e-11,3.1189014485728124e-11,7.7624258601277644e-08,2.0752922312119864e-08,5.0718879324389939e-15,1.5515000345661022e-18,2.0115323869218131e-17,7.8097777147536378e-20,6.4216189922151313e-14,1.7169577919964233e-10,5.6156453780599937e-11,5.6281008267083022e-11,7.2238996217842293e-14,5.2315489904938792e-14,3.0833955896101842e-25,3.5430521078556296e-12,9.0954814182062752e-15,3.2724502499257509e-15,6.1226178675862249e-23,2.71821076972643e-15,6.1860727592132084e-19,5.9458993759509835e-23,7.566399773392226e-10,6.8931120067614638e-20,1.6457618943420915e-20,1.1634905942212987e-13,1.6601084524542041e-14,3.5781918455019793e-16,1.138781347263647e-13,4.2586854844722572e-14,5.9458753696038374e-23,1.9136958830938839e-18,1.7104485549802672e-17,1.6632371504755363e-17,4.6054089515537567e-19,5.8646197557498675e-20,6.7595719527681677e-20,2.0468906752273583e-16,1.3435469112379052e-19,2.2289343388788263e-22,1.1489888859635466e-17,1.056731779381455e-23,7.6989830952905356e-25,1.1369052006135524e-25,1.8048621598298056e-19,1.5721841000270234e-21,8.3780302054300085e-23,5.1375785211866361e-17,1.3781183568372824e-19
7.50937094838706e-10,0.15748799495638519,76.950000000000003,0.0,0.0,0.0,0.99996057822137208,9.4999885375291431,1.7448467468187151e-06,1.8505874923910912e-05,7.5114937577947398e-06,1.1228267220459383e-05,3.4740329179182504e-11,2.0979639774812657e-10,9.4489059919010626e-08,2.3411813409292271e-07,4.0588252270663062e-13,5.0195040314177237e-11,3.3780055948861483e-11,7.9549331029556159e-08,2.179369851129823e-08,5.1980508834896066e-15,1.5908004351865342e-18,2.2246188624440957e-17,8.4171618607702027e-20,6.7394966295379215e-14,1.7755892132371909e-10,5.9635089792589266e-11,5.9767371800489774e-11,7.6716017095977883e-14,5.5565990387420912e-14,3.1599408094269819e-25,3.7206597357662515e-12,9.5516236305099376e-15,3.4369445545983508e-15,7.0881193764381662e-23,2.9257111328319647e-15,6.5257623050935866e-19,6.8835796626349034e-23,7.7540569673213095e-10,7.4193191617122191e-20,1.7713949560212701e-20,1.184279335183271e-13,1.6686073528121203e-14,3.5787289658928085e-16,1.1591103866110349e-13,4.4454334239099498e-14,6.8835511383533421e-23,2.0716706078770181e-18,1.8902468358444793e-17,1.8371943829637001e-17,5.2014527532845945e-19,6.1615557030245878e-20,7.8209502333397057e-20,2.138833043224195e-16,1.5227337316799441e-19,2.5791354633534694e-22,1.2026752518835825e-17,1.2543219350238221e-23,9.1144038914719298e-25,1.3750015285266235e-25,1.9335836906641798e-19,1.6428573801024761e-21,8.7752193694229943e-23,5.5075694112091696e-17,1.4775139662265329e-19
7.690886740386218e-10,0.15748799434878677,76.950000000000003,0.0,0.0,0.0,0.99995962482624345,9.4999882001381195,1.7870167764859048e-06,1.8953153591586579e-05,7.6327400653851634e-06,1.155997127245832e-05,3.5579986572107754e-11,2.097962023979094e-10,9.6775667370730375e-08,2.3980044890863787e-07,4.1787306090095215e-13,5.3992991867191617e-11,3.6512023625372134e-11,8.1474401593566204e-08,2.2859936556950736e-08,5.3242135437138956e-15,1.630153233453446e-18,2.4537991432264995e-17,9.0548838672816195e-20,7.0648289703496897e-14,1.8345669563383298e-10,6.3230869660301902e-11,6.3371139824858511e-11,8.1343875772492307e-14,5.8926288303042451e-14,3.2364859551141271e-25,3.9026064614386191e-12,1.0018914528078331e-14,3.6054684446642861e-15,8.1751952912825809e-23,3.1435062984669458e-15,6.8746742711823805e-19,7.9393395846928301e-23,7.9417143403313334e-10,7.97163357418459e-20,1.9032611175242457e-20,1.2047559992603243e-13,1.6766321657414054e-14,3.5792568037546537e-16,1.1791605874839111e-13,4.6350281190787719e-14,7.9393058400954397e-23,2.2381733430301564e-18,2.0837770963382542e-17,2.0243141800340055e-17,5.8565997234771507e-19,6.4658178861496086e-20,9.0157562243864581e-20,2.2323362117001909e-16,1.7205061536988222e-19,2.9734002870874446e-22,1.2573197396498764e-17,1.4825054554284165e-23,1.0745376792854384e-24,1.6552703472038537e-25,2.0678712270932067e-19,1.7147315159573832e-21,9.1791716940706099e-23,5.8939537855130006e-17,1.5813203094982613e-19
7.872402532385377e-10,0.15748799374087094,76.950000000000003,0.0,0.0,0.0,0.99995867140773431,9.4999878625706664,1.8291865117130464e-06,1.9400431251921235e-05,7.7538088710062315e-06,1.1891851578537165e-05,3.6419642020207411e-11,2.0979600704671313e-10,9.9062272595531936e-08,2.4548275057229672e-07,4.2986997040009552e-13,5.7975591508284926e-11,3.9388660867714273e-11,8.3399470293496111e-08,2.3951636344664735e-08,5.4503759119297376e-15,1.6695597187087405e-18,2.6998046493496489e-17,9.7236564057387435e-20,7.3976005920476059e-14,1.8938817923280868e-10,6.6944473999902588e-11,6.7092994473490778e-11,8.6123449122346048e-14,6.2397023912967447e-14,3.3130310266817342e-25,4.0888919770886374e-12,1.0497353319045658e-14,3.7780216359650288e-15,9.3954529860009213e-23,3.3718450016120123e-15,7.2328127867179155e-19,9.1244541245250012e-23,8.129371884594952e-10,8.5506860337952401e-20,2.041510978200088e-20,1.2249253764575165e-13,1.6842142705287012e-14,3.5797755817071661e-16,1.1989378366046657e-13,4.8274097022835024e-14,9.1244143700113942e-23,2.4134301567084886e-18,2.2917105719767113e-17,2.2252269458580062e-17,6.5749836251044907e-19,6.7774057855781849e-20,1.0356735621089387e-19,2.3273748938280777e-16,1.9382652695028182e-19,3.4159439202130295e-22,1.312906816505913e-17,1.7450755511351197e-23,1.2618230604006965e-24,1.9838800891245504e-25,2.2078080822124261e-19,1.7877870520577838e-21,9.5897449258373966e-23,6.2970053432619915e-17,1.6896111642894399e-19
8.053918324384535e-10,0.1574879931326764,76.950000000000003,0.0,0.0,0.0,0.99995771796584654,9.4999875248483558,1.871355952500928e-06,1.9847707900699836e-05,7.8747217377343824e-06,1.2223886570594355e-05,3.7259295515669663e-11,2.0979581167767936e-10,1.0134887559337055e-07,2.5116503903060647e-07,4.4187247155157872e-13,6.2147064994876087e-11,4.2413708800285947e-11,8.5324537129539468e-08,2.5068797769786331e-08,5.5765379869449429e-15,1.7090211836777504e-18,2.9633771889003605e-17,1.0424191600486457e-19,7.7377961039202981e-14,1.9535249617374471e-10,7.0776565518531015e-11,7.0933599930684079e-11,9.1055590936606391e-14,6.5978820583172074e-14,3.389576024138049e-25,4.2795159748599363e-12,1.0986939211361477e-14,3.9546038442739593e-15,1.076126826799968e-22,3.6109759410470402e-15,7.6001819728602809e-19,1.0450944847133956e-22,8.3170295925646625e-10,9.1571072382762576e-20,2.1862951154606769e-20,1.24479218412056e-13,1.6913829569395913e-14,3.580285512653103e-16,1.2184478967967584e-13,5.0225195688647271e-14,1.0450898197670511e-22,2.5976670932760436e-18,2.5147336921161602e-17,2.4405763964922002e-17,7.3609094899211495e-19,7.0963188816358165e-20,1.1857477044184943e-19,2.4239242235719511e-16,2.1774798007001377e-19,3.9112609553415147e-22,1.3694212081728559e-17,2.046182845171515e-23,1.4761749149015861e-24,2.3677188781250208e-25,2.3534758170024071e-19,1.8620048566241466e-21,1.0006799811088918e-22,6.7169933501966603e-17,1.8024591131287834e-19
8.235434116383694e-10,0.15748799252423726,76.950000000000003,0.0,0.0,0.0,0.99995676450058169,9.4999871869901202,1.9135250988503395e-06,2.0294983533708411e-05,7.9954976041587011e-06,1.2556057304993053e-05,3.8098947050545281e-11,2.0979561630995519e-10,1.0363547636418251e-07,2.5684731423014867e-07,4.5387987957295963e-13,6.6511635019650559e-11,4.5590906486380191e-11,8.7249602101873542e-08,2.6211420727420351e-08,5.7026997675830771e-15,1.748538911328948e-18,3.2452686456773225e-17,1.1157201088805542e-19,8.0854001470819158e-14,2.0134881304139934e-10,7.4727789904845589e-11,7.4893603324268815e-11,9.6141133071248149e-14,6.9672285628955436e-14,3.4661209474868112e-25,4.4744781468312232e-12,1.1487671412807311e-14,4.1352147853032306e-15,1.2285814497410262e-22,3.8611477793498591e-15,7.9767859445157237e-19,1.1931608205525621e-22,8.5046874569558533e-10,9.7915277934703787e-20,2.3377640847795173e-20,1.2643610679760383e-13,1.698165564546513e-14,3.5807868092873431e-16,1.237696409545692e-13,5.2203003505998934e-14,1.1931553671894668e-22,2.791110173139917e-18,2.753548052656124e-17,2.6710194943176555e-17,8.2188558265557115e-19,7.4225566545332635e-20,1.3532443164826341e-19,2.5219597486836655e-16,2.4396876115853482e-19,4.4641358550580568e-22,1.4268478945474588e-17,2.390358684731742e-23,1.7207331761583566e-24,2.8144579513341339e-25,2.5049542772942421e-19,1.9373661162427726e-21,1.0430200033185219e-22,7.1541827124089441e-17,1.9199355633240467e-19
8.416949908382852e-10,0.15748799191558352,76.950000000000003,0.0,0.0,0.0,0.99995581101194142,9.4999868490125969,1.9556939507620688e-06,2.0742258146733772e-05,8.1161531037599827e-06,1.2888347143184848e-05,3.8938596616940434e-11,2.0979542094622166e-10,1.0592207490791284e-07,2.625295761176181e-07,4.6589159300713936e-13,7.1073521531218598e-11,4.8923991087039344e-11,8.9174665210682881e-08,2.7379505112430431e-08,5.8288612526621275e-15,1.7881141877980724e-18,3.5462406771035009e-17,1.1923396074852978e-19,8.4403973944063037e-14,2.0737633504739137e-10,7.8798776636486252e-11,7.897363553487835e-11,1.0138088648874316e-13,7.3478011080449832e-14,3.5426657967375187e-25,4.6737781850227084e-12,1.1999549131014002e-14,4.3198541747097996e-15,1.3983091999442202e-22,4.1226091428953407e-15,8.3626288117066226e-19,1.3580044131996714e-22,8.6923454707351121e-10,1.0454578213330121e-19,2.4960684196915891e-20,1.2836366031714535e-13,1.7045876127877273e-14,3.5812796703611541e-16,1.2566888975209618e-13,5.4206958896571552e-14,1.3579980611489097e-22,2.9939853926269517e-18,3.0088703900406394e-17,2.9172263840192125e-17,9.1534767839424191e-19,7.7561185843780368e-20,1.5397002014116307e-19,2.6214574238158395e-16,2.7264972198112178e-19,5.0796534057202124e-22,1.4851721054715876e-17,2.7825393010562626e-23,1.9989159908399617e-24,3.3326189054959918e-25,2.6623216299562339e-19,2.0138523305669874e-21,1.085981215080022e-22,7.608834048888762e-17,2.0421107665182636e-19
8.598465700382011e-10,0.1574879913067415,76.950000000000003,0.0,0.0,0.0,0.99995485749992741,9.4999865109303947,1.9978625082369061e-06,2.11895317355636e-05,8.2367028453800699e-06,1.3220741471242844e-05,3.9778244207072638e-11,2.0979522556354651e-10,1.0820867122452011e-07,2.6821182463974926e-07,4.7790708358403647e-13,7.5836942021732076e-11,5.2416698011288009e-11,9.1099726456163202e-08,2.8573050819439009e-08,5.9550224409862195e-15,1.8277483059338904e-18,3.8670644219873254e-17,1.2723487378396555e-19,8.8027725504613411e-14,2.1343430257586915e-10,8.2990139714264396e-11,8.3174311931781785e-11,1.0677564220509286e-13,7.7396574378463771e-14,3.619210571899752e-25,4.8774157814017386e-12,1.2522571573478032e-14,4.5085217281007604e-15,1.5867957762807537e-22,4.3956086218548817e-15,8.7577146806205745e-19,1.5410684908444795e-22,8.8800036271075553e-10,1.1146888919916828e-19,2.6613586317931146e-20,1.3026232952966115e-13,1.710672922326432e-14,3.5817642830932794e-16,1.2754307670413654e-13,5.6236512130911605e-14,1.541061117497556e-22,3.2065187238903171e-18,3.281432556425598e-17,3.1798803299653478e-17,1.0169604271901394e-18,8.0970041511844698e-20,1.7467458465231967e-19,2.7223936037494877e-16,3.0395893045701165e-19,5.7632092336132744e-22,1.5443793165721782e-17,3.2280908223360731e-23,2.3144370013419589e-24,3.9316448920641857e-25,2.8256543983181031e-19,2.091445307106593e-21,1.1295505537489355e-22,8.0812037628629974e-17,2.1690538379205181e-19
8.779981492381169e-10,0.15748799069773434,76.950000000000003,0.0,0.0,0.0,0.99995390396454109,9.4999861727563459,2.0400307712756401e-06,2.1636804295986506e-05,8.3571596596134514e-06,1.3553227453472161e-05,4.0617889812979706e-11,2.0979503017771422e-10,1.1049526531394247e-07,2.7389405974315244e-07,4.8992588731358756e-13,8.0806111784755295e-11,5.6072761057492611e-11,9.3024785838492792e-08,2.9792057742827359e-08,6.0811833313811488e-15,1.8674425461765495e-18,4.2085202177809976e-17,1.355818547812276e-19,9.1725103514434077e-14,2.1952198812421783e-10,8.7302478331670171e-11,8.7496233043889077e-11,1.1232617215337077e-13,8.1428539008830198e-14,3.6957552729767563e-25,5.0853906278877719e-12,1.3056737947571621e-14,4.7012171610379974e-15,1.7956155417193271e-22,4.6803947701961544e-15,9.1620476544264553e-19,1.7438824308894601e-22,9.0676619195017967e-10,1.1869090243397931e-19,2.8337852107408432e-20,1.3213255813877656e-13,1.7164437282991281e-14,3.5822408375068925e-16,1.2939273104860323e-13,5.8291125078699367e-14,1.7438739002521336e-22,3.4289361148377538e-18,3.571981495892148e-17,3.4596776548646584e-17,1.1272250040572008e-18,8.4452128348825413e-20,1.9761085876586245e-19,2.8247450367343682e-16,3.3807182123965067e-19,6.5205203796852107e-22,1.6044552451704574e-17,3.7328351441236274e-23,2.6713232549184411e-24,4.6219758857759542e-25,2.9950274968487268e-19,2.1701271561038972e-21,1.1737152322496049e-22,8.5715441119472053e-17,2.3008327752165891e-19
