Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83)
2.302813644905693e-13,0.5299520295366613,76.950000000000003,0.0,0.0,0.0,0.9808849146366333,9.4999999789189555,7.4531110951086455e-06,5.631804513107587e-05,5.6306931255833196e-05,1.6097467309483553e-08,2.1855627752914554e-12,0.011034720330346456,0.001647318356009444,4.9813991065855686e-09,5.928043277723493e-17,2.1976502100559226e-16,3.9329657878639631e-15,0.0063129465326508217,9.7582146364371254e-10,1.4923304017241134e-17,7.6770787577534347e-18,1.4932998698065567e-20,0.0
2.393793812313366e-13,0.5299520295271303,76.950000000000003,0.0,0.0,0.0,0.98013953582884028,9.4999999773461905,7.7446293365513617e-06,5.8498664313348805e-05,5.8486631711169508e-05,1.7343213212531869e-08,2.2701968345160356e-12,0.011247366824899756,0.0017565952918486237,5.3083325453782346e-09,6.3868023774815174e-17,2.470208315421197e-16,4.4083165577915409e-15,0.0067317484218446522,1.0533843796796199e-09,1.5902734544391145e-17,8.1783928893492325e-18,1.7404941783667441e-20,0.0
2.4847739797210395e-13,0.5299520295173068,76.950000000000003,0.0,0.0,0.0,0.97939483247609904,9.4999999757251832,8.035925964310453e-06,6.0675964643214243e-05,6.0662976537026376e-05,1.8631470801527248e-08,2.3548210618906293e-12,0.011449517703179566,0.0018679051808111729,5.6410005402008587e-09,6.8612169082426761e-17,2.7645243828810172e-16,4.9197971481682016e-15,0.0071583443641035881,1.1338300508209855e-09,1.689934475285731e-17,8.687933861329898e-18,2.0169204947745864e-20,0.0
2.575754147128713e-13,0.5299520295071954,76.950000000000003,0.0,0.0,0.0,0.97865079903315833,9.4999999740566352,8.3270011784543797e-06,6.2849951937515814e-05,6.2835971638105373e-05,1.9961841623879708e-08,2.4391005475256991e-12,0.011641664222811713,0.0019811474845497041,5.9790928290471742e-09,7.3511401351474129e-17,3.081446496699595e-16,5.4686370008547973e-15,0.0075923491741966892,1.2171495872084957e-09,1.7912205154567478e-17,9.2051965891713441e-18,2.3247520103653541e-20,0.0
2.666734314536386e-13,0.5299520294968,76.950000000000003,0.0,0.0,0.0,0.97790743019369797,9.4999999723412394,8.6178551774408354e-06,6.5020631966593e-05,6.5005622885123938e-05,2.1333930353286085e-08,2.5232996265940313e-12,0.011824274698808783,0.0020962263641309737,6.3223141969375197e-09,7.8564264746272304e-17,3.4218235547723071e-16,6.0560573148993056e-15,0.0080333956712242052,1.3033341225631319e-09,1.8940431339579604e-17,9.7297010203793396e-18,2.6662339056518459e-20,0.0
2.7577144819440596e-13,0.5299520294861247,76.950000000000003,0.0,0.0,0.0,0.97716472087946826,9.4999999705796725,8.9084881581842584e-06,6.7188010456891939e-05,6.7171936115923409e-05,2.2747344765681953e-08,2.6074635328921798e-12,0.011997795547952574,0.0022130504661083657,6.6703837675481704e-09,8.3769314855499298e-17,3.7865051993688211e-16,6.6832712139527943e-15,0.0084811338590215814,1.3923748140430818e-09,1.9983181853935889e-17,1.0260990936540353e-17,3.0436828443331606e-20,0.0
2.839596632610966e-13,0.5299520294762812,76.950000000000003,0.0,0.0,0.0,0.97649684236906897,9.4999999689553238,9.1698690318131805e-06,6.9135832981390442e-05,6.911876881910358e-05,2.4054429503828375e-08,2.6830595185728888e-12,0.012146544794282564,0.0023196122709355283,6.9875704652195275e-09,8.8582794926081987e-17,4.1362018765920428e-16,7.2827835052136296e-15,0.0088895435752432885,1.4749461600304796e-09,2.0933413155902073e-17,1.0744594681616447e-17,3.416110646636464e-20,0.0
2.921478783277872e-13,0.529952029466217,76.950000000000003,0.0,0.0,0.0,0.97582949073484759,9.4999999672945759,9.4310711804781241e-06,7.1080989979592068e-05,7.106290664368857e-05,2.5394391227614248e-08,2.7586354082059619e-12,0.012288572763087233,0.0024274564769354093,7.3082818063986925e-09,9.3517348384300402e-17,4.5068943257723386e-16,7.9163781412034828e-15,0.0093028707920679195,1.5598174349508892e-09,2.1894203645946154e-17,1.1233042146292326e-17,3.8213942847520473e-20,0.0
3.003360933944778e-13,0.529952029455935,76.950000000000003,0.0,0.0,0.0,0.97516266270763519,9.4999999655978851,9.6920947447781119e-06,7.3023485541405268e-05,7.3004353781342825e-05,2.6766950356643452e-08,2.8340017810067348e-12,0.012424163335343562,0.0025365249996609773,7.6323401545420737e-09,9.8571945642413229e-17,4.8992032128600866e-16,8.5849233438069592e-15,0.0097208929741761582,1.6469822405215985e-09,2.2865021157559331e-17,1.1726045761687042e-17,4.2613691582252224e-20,0.0
3.0852430846116843e-13,0.5299520294454377,76.950000000000003,0.0,0.0,0.0,0.97449635514300725,9.499999963865692,9.9529398644544033e-06,7.4963323731652834e-05,7.4943114404703515e-05,2.8171829286751468e-08,2.9092151594581205e-12,0.012553588418182994,0.0026467622072999949,7.9595756617790281e-09,1.0374556439038186e-16,5.3137495239479868e-16,9.2892824214198444e-15,0.010143396982749998,1.7364341935027424e-09,2.3845356857667807e-17,1.2223330867102567e-17,4.7379163458250642e-20,0.0
3.1671252352785904e-13,0.5299520294347281,76.950000000000003,0.0,0.0,0.0,0.97383056501602339,9.4999999620984443,1.0213606678423204e-05,7.6900508591051827e-05,7.6879192667918695e-05,2.9608752376354233e-08,2.9844632373369548e-12,0.0126771084506835,0.0027581148170704116,8.2898259282010149e-09,1.0903718954559952e-16,5.7511545269259122e-16,1.0030313850575597e-14,0.010570178678544262,1.8281669256246847e-09,2.4834724225925816e-17,1.2724635136373914e-17,5.2529623301481929e-20,0.0
3.2490073859454966e-13,0.5299520294238086,76.950000000000003,0.0,0.0,0.0,0.9731652894162014,9.4999999602965648,1.0474095324806932e-05,7.8835044137665907e-05,7.8812592707162163e-05,3.1077445932883668e-08,3.0594390359663728e-12,0.012794972887194046,0.002870531796217947,8.6229356768012233e-09,1.1444581320294646e-16,6.2120397336466343e-16,1.0808871354117868e-14,0.011001042542589927,1.9221740835177326e-09,2.5832658080896399e-17,1.3229708030299365e-17,5.8084787264302992e-20,0.0
3.330889536612403e-13,0.5299520294126819,76.950000000000003,0.0,0.0,0.0,0.9725005255428385,9.4999999584604797,1.0734405940963301e-05,8.076693436658121e-05,8.0743318641113192e-05,3.2577638199272593e-08,3.1344327208380306e-12,0.012907420647117874,0.0029839642698841198,8.9587564518559206e-09,1.1997043458500528e-16,6.6970268626656117e-16,1.1625803974252926e-14,0.011435801323219481,2.0184493286451757e-09,2.6838713676453761e-17,1.3738310287904352e-17,6.4064820163786425e-20,0.0
3.404583472212618e-13,0.5299520294024924,76.950000000000003,0.0,0.0,0.0,0.97190267335291203,9.4999999567790905,1.0968533392592626e-05,8.2503377110742962e-05,8.247868901201501e-05,3.3954519577762726e-08,3.2019242741553038e-12,0.013004181706542127,0.003086883014807168,9.2631956360896216e-09,1.2504095044542667e-16,7.1546364098437449e-16,1.2394552076508404e-14,0.011830265998261586,2.1070310369446016e-09,2.7750755969154474e-17,1.4198880865289746e-17,6.982713838254065e-20,0.0
3.4782774078128337e-13,0.5299520293921391,76.950000000000003,0.0,0.0,0.0,0.97130523158134952,9.4999999550706207,1.1202516849517759e-05,8.4237683249123295e-05,8.4211899658832197e-05,3.5356500932839009e-08,3.2692974298490256e-12,0.013096900865378135,0.0031905536165209585,9.5696165515353978e-09,1.3020389993864037e-16,7.6327256910303804e-16,1.3195680522787809e-14,0.012227614710152518,2.1974401736146465e-09,2.8668735167162786e-17,1.4661965587262359e-17,7.5965621951708606e-20,0.0
3.551971343413049e-13,0.5299520293816232,76.950000000000003,0.0,0.0,0.0,0.97070819839629541,9.4999999533353581,1.1436356410397086e-05,8.5969855650973228e-05,8.5942953549605254e-05,3.6783388121458976e-08,3.3364241358103459e-12,0.013185732160765015,0.0032949445695637691,9.8779239715753972e-09,1.3545856811002416e-16,8.1317482214413674e-16,1.4029798825150433e-14,0.012627726753428653,2.2896721484169631e-09,2.9592365988994217e-17,1.5127411497396985e-17,8.2495892698552284e-20,0.0
3.6256652790132646e-13,0.5299520293709468,76.950000000000003,0.0,0.0,0.0,0.97011157202705667,9.4999999515735869,1.1670052173454855e-05,8.7699897172197782e-05,8.7671853642012757e-05,3.8234988237334331e-08,3.4036204717385144e-12,0.013270823762574838,0.0034000255702745564,1.0188026446138002e-08,1.4080424455944016e-16,8.6521575613332822e-16,1.4897513595051272e-14,0.01303048602694926,2.3837223806860652e-09,3.0521374467002561e-17,1.5595071866501531e-17,8.9433860365711692e-20,0.0
3.69935921461348e-13,0.5299520293601113,76.950000000000003,0.0,0.0,0.0,0.96951535076178941,9.4999999497855914,1.1903604236495587e-05,8.9427810656716311e-05,8.9398602883609463e-05,3.9711109603186134e-08,3.4706652404410728e-12,0.013352318195730944,0.0035057674712540917,1.0499836153569357e-08,1.4624022341273425e-16,9.1944072951764101e-16,1.5799428579871521e-14,0.013435780859428615,2.479586299294179e-09,3.1455497503617822e-17,1.6064805944973822e-17,9.6795721128259901e-20,0.0
3.7730531502136955e-13,0.5299520293491189,76.950000000000003,0.0,0.0,0.0,0.96891953294516109,9.4999999479716415,1.2137012696918606e-05,9.1153598936066094e-05,9.1123204212067519e-05,4.1211561763030276e-08,3.5375794097195782e-12,0.013430352565198301,0.0036121422352787553,1.0813268750601128e-08,1.5176580329330674e-16,9.7589510108505514e-16,1.6736144699863426e-14,0.013843503832871215,2.5772593426157922e-09,3.2394482421874083e-17,1.6536478713010339e-17,1.0459795611172562e-19,0.0
3.8393776922538894e-13,0.5299520293390922,76.950000000000003,0.0,0.0,0.0,0.96838364053446757,9.4999999463171161,1.234695761124591e-05,9.2704993667702278e-05,9.2673511362145768e-05,4.2582615102043122e-08,3.5978314374313762e-12,0.013497734258209503,0.0037083983088016022,1.1096678641912645e-08,1.5681485797857508e-16,1.0286476586506555e-15,1.7609438588093477e-14,0.01421244508626144,2.6667081206823488e-09,3.3243524987586243e-17,1.6962534622517708e-17,1.1201033768787756e-19,0.0
3.9057022342940833e-13,0.5299520293289409,76.950000000000003,0.0,0.0,0.0,0.96784807248888283,9.4999999446419832,1.2556786356489474e-05,9.4254671315019683e-05,9.4222083202363205e-05,4.3973085960432742e-08,3.657943025633728e-12,0.013562512866419529,0.003805126194907645,1.1381280596602861e-08,1.6193541997624122e-16,1.0832758308892672e-15,1.851184003660333e-14,0.014583196793256092,2.7576152904123563e-09,3.4096138758202219e-17,1.7389965132204636e-17,1.198054149443461e-19,0.0
3.972026776334277e-13,0.5299520293186656,76.950000000000003,0.0,0.0,0.0,0.96731282771080818,9.4999999429464292,1.2766499002863049e-05,9.5802633918136708e-05,9.5768921854604759e-05,4.5382838003120646e-08,3.718132049452276e-12,0.013624777873781805,0.0039023075981292304,1.166701982745401e-08,1.671269872163137e-16,1.1398126770802783e-15,1.9443781374231251e-14,0.014955688858930727,2.8499775459923031e-09,3.495215960126289e-17,1.7818682831395603e-17,1.2799578896518535e-19,0.0
4.038351318374471e-13,0.5299520293082679,76.950000000000003,0.0,0.0,0.0,0.96677790513468953,9.4999999412306479,1.2976095620345859e-05,9.7348883510571985e-05,9.7314029434791664e-05,4.6811735677550973e-08,3.7780735340164721e-12,0.013684615691887612,0.003999924852311214,1.1953843508697037e-08,1.7238906051054264e-16,1.1982912517698082e-15,2.0405693155286532e-14,0.015329853599374856,2.9437915877625816e-09,3.5811429260451984e-17,1.8248603532185997e-17,1.3659424425781026e-19,0.0
4.0980434062106454e-13,0.5299520292988061,76.950000000000003,0.0,0.0,0.0,0.96629674944309829,9.4999999396693031,1.3164633429033228e-05,9.8739045194256192e-05,9.8703147934449758e-05,4.811400169259922e-08,3.8320100539721891e-12,0.013736463511454871,0.0040881389219269253,1.2212869889564077e-08,1.7718479888195634e-16,1.2526094617125864e-15,2.1297392925000255e-14,0.015667977936772572,3.0294627803242163e-09,3.6587423455776781e-17,1.8636493649211127e-17,1.446924770612773e-19,0.0
4.1577354940468197e-13,0.5299520292892468,76.950000000000003,0.0,0.0,0.0,0.96581585316309582,9.4999999380918556,1.3353077361516723e-05,0.00010012782245293515,0.00010009086750924764,4.9431568777604161e-08,3.8858615162800585e-12,0.01378647178726267,0.0041766801756204118,1.2472697523901322e-08,1.8203688525397492e-16,1.3085513288937775e-15,2.2214027491420549e-14,0.016007358082216101,3.1163048551248636e-09,3.7365818060875696e-17,1.9025235441569137e-17,1.531413356653736e-19,0.0
4.217427581882994e-13,0.5299520292795905,76.950000000000003,0.0,0.0,0.0,0.96533521558013835,9.4999999364984316,1.3541427468350931e-05,0.00010151521675450557,0.00010147718968975153,5.0764339723152734e-08,3.9397979460746381e-12,0.01383469754706077,0.0042655369568404145,1.2733291701261882e-08,1.8694496164147945e-16,1.366140935707314e-15,2.3155907111727772e-14,0.016347949376135981,3.2043154194260771e-09,3.8146509089613791e-17,1.9414773771433115e-17,1.6195051782022615e-19,0.0
4.2771196697191684e-13,0.5299520292698384,76.950000000000003,0.0,0.0,0.0,0.96485483599810529,9.4999999348891766,1.3729683799952751e-05,0.00010290122956308097,0.00010286211600288543,5.2112217822411734e-08,3.9935110580929928e-12,0.013881196053042387,0.0043546979706734221,1.29946188329679e-08,1.9190867191017032e-16,1.4254023586365804e-15,2.4123340920964032e-14,0.016689708544464631,3.2934920844828749e-09,3.8929395916472243e-17,1.9805055339911072e-17,1.7112983960997529e-19,0.0
4.3368117575553427e-13,0.5299520292599911,76.950000000000003,0.0,0.0,0.0,0.96437471373871697,9.4999999332642062,1.3917846406605046e-05,0.00010428586233794635,0.00010424564797199181,5.3475106868588303e-08,4.0473547031412479e-12,0.013926020857810507,0.0044441522723797332,1.3256646415237402e-08,1.9692766176719131e-16,1.4863596676034288e-15,2.5116636941539873e-14,0.017032593654715936,3.3838324655335704e-09,3.9714381166078859e-17,2.0196028625799274e-17,1.8068923498377602e-19,0.0
4.3905346366079e-13,0.5299520292510476,76.950000000000003,0.0,0.0,0.0,0.96394282316946722,9.4999999317884072,1.4087112659213773e-05,0.00010553085310992208,0.00010548963583624624,5.4714462255808157e-08,4.0956125239627086e-12,0.013964975093537437,0.0045249031327181085,1.3493044106497654e-08,2.0149172534008524e-16,1.5426911162310699e-15,2.6032969241890381e-14,0.017342119324909797,3.4661318178505155e-09,4.0422584096976114e-17,2.0548454805053627e-17,1.8962595875739375e-19,0.0
4.444257515660457e-13,0.5299520292420281,76.950000000000003,0.0,0.0,0.0,0.96351114002566962,9.4999999303000724,1.4256303071711281e-05,0.00010677472829208581,0.00010673249661848324,5.5965829549892917e-08,4.1438843765151513e-12,0.014002652409812692,0.004605875457635987,1.3729961445130513e-08,2.0610002418150603e-16,1.6004332597341109e-15,2.6970721537594259e-14,0.017652495329565417,3.549370118783455e-09,4.1132343797168002e-17,2.0901365759124238e-17,1.988860906443904e-19,0.0
4.497980394713014e-13,0.5299520292329334,76.950000000000003,0.0,0.0,0.0,0.96307966384778454,9.4999999287992978,1.4425417680488606e-05,0.00010801748894027964,0.00010797423142200185,5.7229139645052803e-08,4.192097509056574e-12,0.014039088500440139,0.0046870619537837206,1.3967376854679087e-08,2.1075230380124359e-16,1.6596036289291197e-15,2.7930116100545341e-14,0.017963693725664476,3.633545638078388e-09,4.1843595627546165e-17,2.1254727396469987e-17,2.0847711555194947e-19,0.0
4.551703273765571e-13,0.5299520292237636,76.950000000000003,0.0,0.0,0.0,0.96264839418667625,9.4999999272861722,1.459445652185696e-05,0.00010925913610768391,0.00010921484134788764,5.8504323757386857e-08,4.2403197345668746e-12,0.01407431806283559,0.0047684555319000271,1.4205269388281675e-08,2.1544831089447736e-16,1.7202197487644399e-15,2.8911374494157824e-14,0.018275687352089412,3.718656648070915e-09,4.2556276835153391e-17,2.1608506655635999e-17,2.1840659458620998e-19,0.0
4.605426152818128e-13,0.5299520292145198,76.950000000000003,0.0,0.0,0.0,0.96221733060329973,9.4999999257607826,1.4763419632049658e-05,0.00011049967084518173,0.00011045432749504542,5.9791313423325514e-08,4.2884456432922469e-12,0.014108374827983624,0.0048500493006757312,1.4443618709055561e-08,2.2018779333604971e-16,1.7822991379306616e-15,2.9914717578539044e-14,0.018588449806114352,3.8047014236803884e-09,4.3270326494418285e-17,2.1962671471868615e-17,2.2868216476845707e-19,0.0
4.659149031870685e-13,0.5299520292052021,76.950000000000003,0.0,0.0,0.0,0.96178647266842354,9.4999999242232231,1.4932307047223866e-05,0.00011173909420103241,0.00011169269096022832,6.1090040498193492e-08,4.336568322647547e-12,0.014141291587146171,0.0049318365612828815,1.4682405072635336e-08,2.2497050017516316e-16,1.8458593085034915e-15,3.0940365515151253e-14,0.018901955422445087,3.89167824240454e-09,4.3985685454841952e-17,2.2317190747901835e-17,2.393115387740011e-19,0.0
4.712871910923242e-13,0.529952029195811,76.950000000000003,0.0,0.0,0.0,0.96135581996236696,9.4999999226735721,1.5101118803462224e-05,0.00011297740722128658,0.00011292993283806564,6.2400437154808956e-08,4.3846071971098308e-12,0.014173100217150991,0.0050138108021947538,1.49216093106615e-08,2.2979618163023249e-16,1.9109177655973826e-15,3.1988537771235464e-14,0.019216179253373562,3.9795853843143379e-09,4.470229629153414e-17,2.2672034326899299e-17,2.5030250467818486e-19,0.0
4.766594789975799e-13,0.5299520291863474,76.950000000000003,0.0,0.0,0.0,0.96092537207473749,9.4999999211119235,1.5269854936774484e-05,0.00011421461094949233,0.00011416605422109036,6.3722435882061329e-08,4.4326444774487124e-12,0.014203831705549157,0.0050959656940326847,1.5161212814368413e-08,2.346645890836369e-16,1.9774920070155149e-15,3.3059453124247471e-14,0.019531097049035131,4.0684211320487462e-09,4.5420103256044625e-17,2.3027172965403361e-17,2.6166292569892677e-19,0.0
4.820317669028356e-13,0.5299520291768115,76.950000000000003,0.0,0.0,0.0,0.96049512860417274,9.4999999195383555,1.5438515483099135e-05,0.00011545070642706282,0.00011540105619976666,6.5055969483473453e-08,4.4805996487601491e-12,0.014233516175574128,0.005178295084453553,1.5401197518314601e-08,2.3957547507643546e-16,2.0455995228971244e-15,3.4153329666255738e-14,0.019846685237821564,4.1581837708095123e-09,4.6139052227623266e-17,2.3382578306242372e-17,2.7340073993662536e-19,0.0
4.874040548080914e-13,0.5299520291672039,76.950000000000003,0.0,0.0,0.0,0.96006508915808619,9.4999999179529606,1.5607100478304969e-05,0.00011668569469299806,0.0001166349398625166,6.6400971075769163e-08,4.5285491157598469e-12,0.014262182910431227,0.0052607929931744032,1.5641545884565096e-08,2.4452859330308161e-16,2.1152577953680135e-15,3.5270384808258564e-14,0.020162920907319446,4.2488715883559706e-09,4.685909066583217e-17,2.3738222852198495e-17,2.8552396011550384e-19,0.0
4.927763427133471e-13,0.529952029157525,76.950000000000003,0.0,0.0,0.0,0.95963525335242428,9.4999999163558098,1.5775609958192594e-05,0.00011791957678423112,0.00011786770629574601,6.7757374087455632e-08,4.5764193850025802e-12,0.014289860376747929,0.0053434536071689858,1.588224088743713e-08,2.4952369860621273e-16,2.1864842981961512e-15,3.6410835284357277e-14,0.020479781785907227,4.3404828749999793e-09,4.7580167564847598e-17,2.4094079940740207e-17,2.9804067332789736e-19,0.0
4.981486306186028e-13,0.5299520291477756,76.950000000000003,0.0,0.0,0.0,0.95920562081143035,9.4999999147470024,1.5944043958495933e-05,0.00011915235373537206,0.0001190993565838696,6.9125112257415445e-08,4.6242817877339099e-12,0.014316576247290769,0.0054262712760145045,1.6123265998738729e-08,2.5456054697145515e-16,2.2592964964514931e-15,3.7574897155837951e-14,0.020797246224927766,4.4330159236009013e-09,4.8302233409236471e-17,2.4450123719618311e-17,3.1095904078070405e-19,0.0
5.035209185238585e-13,0.5299520291379559,76.950000000000003,0.0,0.0,0.0,0.95877619116741386,9.499999913126608,1.6112402514883638e-05,0.00012038402657903007,0.00012032989180933544,7.0504119633504506e-08,4.6720676553427933e-12,0.014342357423070676,0.0055092405073636549,1.6364605173419154e-08,2.596388955222708e-16,2.333711846168635e-15,3.8762785815147152e-14,0.021115293181340818,4.5264690295606558e-09,4.902524013096877e-17,2.4806329123121077e-17,3.2428729754310803e-19,0.0
5.088932064291142e-13,0.5299520291280667,76.950000000000003,0.0,0.0,0.0,0.95834696406052755,9.4999999114947116,1.6280685662960491e-05,0.00012161459634557515,0.00012155931305264872,7.1894330571154662e-08,4.7198432019217967e-12,0.014367230054869329,0.0055923559625352228,1.6606242835609048e-08,2.6475850251480151e-16,2.4097477940123163e-15,3.9974715989800624e-14,0.021433902200829882,4.6208404908188057e-09,4.97491410675953e-17,2.5162671848962707e-17,3.380337522954313e-19,0.0
5.142654943343699e-13,0.5299520291181079,76.950000000000003,0.0,0.0,0.0,0.95791793913854872,9.4999999098513932,1.6448893438268764e-05,0.00012284406406343822,0.00012278762139239518,7.3295679731982471e-08,4.7675446194954809e-12,0.014391219564174034,0.0056756124522258904,1.6848163865057857e-08,2.699191273327547e-16,2.4874217769458924e-15,4.1210901746189466e-14,0.021753053401373273,4.7161286078477159e-09,5.0473890921617776e-17,2.5519128335844884e-17,3.5220678707932633e-19,0.0
5.196377822396256e-13,0.5299520291080806,76.950000000000003,0.0,0.0,0.0,0.95748911605666776,9.4999999081967328,1.6617025876289538e-05,0.00012407243075889042,0.00012401481790526363,7.4708102082404906e-08,4.8152335406383235e-12,0.014414350663519523,0.0057590049323434792,1.7090353583968995e-08,2.7512053048229711e-16,2.5667512219031525e-15,4.2471556493315668e-14,0.022072727457280492,4.8123316836477454e-09,5.1199445721048363e-17,2.5875675741695069e-17,3.6681485704943024e-19,0.0
5.250100701448813e-13,0.5299520290979849,76.950000000000003,0.0,0.0,0.0,0.9570604944772837,9.4999999065308103,1.6785083012444001e-05,0.00012529969745632253,0.00012524090366606815,7.6131532892261839e-08,4.8628506156176683e-12,0.014436647376255407,0.0058425284999578646,1.7332797744219848e-08,2.8036247358699011e-16,2.6477535454632588e-15,4.3756892986428524e-14,0.022392905583679467,4.9094480237425106e-09,5.1925762781124123e-17,2.6232291922551559e-17,3.818664902264277e-19,0.0
5.30382358050137e-13,0.5299520290878217,76.950000000000003,0.0,0.0,0.0,0.95663207406980355,9.4999999048537038,1.695306488209465e-05,0.00012652586517804029,0.00012646587974776924,7.756590773344493e-08,4.9104531572743609e-12,0.014458133055762478,0.005926178389364785,1.7575482514950793e-08,2.856447193827322e-16,2.7304461535288461e-15,4.5067123330596053e-14,0.022713569521436282,5.0074759361741824e-09,5.2652800667125028e-17,2.6588955412064857e-17,3.9737028725143562e-19,0.0
5.357546459553927e-13,0.529952029077591,76.950000000000003,0.0,0.0,0.0,0.95620385451044698,9.4999999031654916,1.7120971520546576e-05,0.00012775093494452503,0.00012768974722149521,7.9011162478532809e-08,4.9579859672781992e-12,0.014478830404135654,0.0060099499682588972,1.7818394470510855e-08,2.9096703171274129e-16,2.8148464410071082e-15,4.6402458984184464e-14,0.023034701522493376,5.1064137314988523e-09,5.3380519158262324e-17,2.6945645401596247e-17,4.1333492114165929e-19,0.0
5.411269338606484e-13,0.5299520290672934,76.950000000000003,0.0,0.0,0.0,0.95577583548205958,9.4999999014662464,1.7288802963048572e-05,0.00012897490777424316,0.00012891250715656231,8.0467233299432394e-08,5.0055023569606955e-12,0.014498761490347001,0.0060938387340133239,1.8061520578750894e-08,2.9632917552254248e-16,2.9009717914939917e-15,4.7763110762276695e-14,0.023356284335615887,5.206259722781912e-09,5.4108879212606109e-17,2.7302341720899115e-17,4.297691370473073e-19,0.0
5.464992217659041e-13,0.5299520290569295,76.950000000000003,0.0,0.0,0.0,0.95534801667392755,9.4999998997560464,1.745655924479432e-05,0.00013019778468388975,0.00013013416062049451,8.1934056666026747e-08,5.0529509909809198e-12,0.014517947767901856,0.0061778403100630477,1.8304848189654947e-08,3.0173091685499785e-16,2.9888395769613586e-15,4.9149288840003578e-14,0.023678301192535691,5.307012225593518e-09,5.4837842933027859e-17,2.7659024819367541e-17,4.4668175200975099e-19,0.0
5.518715096711599e-13,0.5299520290464997,76.950000000000003,0.0,0.0,0.0,0.95492039778159965,9.4999998980349698,1.7624240400923509e-05,0.00013141956668821141,0.00013135470867904308,8.3411569344829116e-08,5.1003814550773915e-12,0.014536410092001987,0.0062619504423892794,1.8548365024300365e-08,3.0717202284534033e-16,3.0784671574472436e-15,5.0561202755817616e-14,0.024000735794482388,5.4086695580040638e-09,5.5567373534126168e-17,2.8015675747835146e-17,4.6408165472090315e-19,0.0
5.572437975764156e-13,0.5299520290360045,76.950000000000003,0.0,0.0,0.0,0.954492978506714,9.4999998963030894,1.7791846466522898e-05,0.00013264025480023319,0.00013257415239620532,8.4899708397643335e-08,5.147746005554134e-12,0.014554168736230059,0.0063461649961018621,1.8792059164136747e-08,3.1265226171624958e-16,3.1698718807490274e-15,5.1999061414684215e-14,0.024323572299089886,5.5112300405797283e-09,5.6297435310109114e-17,2.8372276140907657e-17,4.8197780528378795e-19,0.0
5.626160854816713e-13,0.5299520290254441,76.950000000000003,0.0,0.0,0.0,0.9540657585568294,9.4999998945604798,1.7959377476627384e-05,0.0001338598500310947,0.00013379249283424304,8.6398411180229962e-08,5.1950907638132363e-12,0.01457124340876898,0.0064304799521169749,1.9035919040574387e-08,3.1817140277293142e-16,3.2630710821196548e-15,5.3463073091219106e-14,0.024646795307668001,5.6146919963780238e-09,5.7027993603602518e-17,2.8728808199813176e-17,5.0037923497427434e-19,0.0
5.67988373386927e-13,0.5299520290148193,76.950000000000003,0.0,0.0,0.0,0.95363873764526041,9.4999998928072156,1.8126833466221013e-05,0.00013507835339026135,0.00013500973105370039,8.7907615340979414e-08,5.2423713271404187e-12,0.014587653268169017,0.0065148914039274454,1.9279933424873301e-08,3.2372921639823981e-16,3.3580820839667286e-15,5.4953445432747882e-14,0.024970389852829001,5.7190537509434404e-09,5.7759014775360005e-17,2.9085254675755087e-17,5.1929504600395282e-19,0.0
5.733606612921827e-13,0.5299520290041303,76.950000000000003,0.0,0.0,0.0,0.95321191549091933,9.4999998910433643,1.8294214470238001e-05,0.00013629576588537214,0.00013622586811342139,8.9427258819590397e-08,5.2896305947149067e-12,0.014603416938675255,0.0065993955544631422,1.9524091418324244e-08,3.2932547404780115e-16,3.4549221955546041e-15,5.647038546231503e-14,0.025294341386459133,5.8243136323030652e-09,5.849046617484636e-17,2.9441598853753099e-17,5.3873441128413135e-19,0.0
5.787329491974384e-13,0.5299520289933776,76.950000000000003,0.0,0.0,0.0,0.95278529181815985,9.4999998892690041,1.8461520523563683e-05,0.00013751208852243678,0.00013744090507056693,9.0957279845754872e-08,5.3368272710517434e-12,0.014618552525127542,0.0066839887130389223,1.9768382442713282e-08,3.3495994824518102e-16,3.5536087127093246e-15,5.8014099581619204e-14,0.025618635768025665,5.9304699709622995e-09,5.9222316111671952e-17,2.9797824536957971e-17,5.5870657419092857e-19,0.0
5.841052371026941e-13,0.5299520289825614,76.950000000000003,0.0,0.0,0.0,0.95235886635662781,9.499999887484206,1.8628751661035452e-05,0.0001387273223056948,0.0001386548429806312,9.2497616937849115e-08,5.3840012584010818e-12,0.014633077627444943,0.0067686672923876878,2.001279623106176e-08,3.4063241257705424e-16,3.6541589175265128e-15,5.9584793573901204e-14,0.025943259253209984,6.0375210999005584e-09,5.9954533827850578e-17,3.0153916031426209e-17,5.7922084833144438e-19,0.0
5.894775250079498e-13,0.5299520289716827,76.950000000000003,0.0,0.0,0.0,0.95193263884111323,9.4999998856890393,1.8795907917443703e-05,0.0001399414682377985,0.00013986768289745834,9.4048208901630623e-08,5.4311141512806915e-12,0.014647009354706272,0.0068534278057761936,2.0257322818633594e-08,3.4634264168841516e-16,3.756590078082062e-15,6.1182672606762131e-14,0.026268198482857674,6.1454653545670578e-09,6.0687089470859715e-17,3.0509858131340897e-17,6.0028661731098439e-19,0.0
