Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157)
9.021597529893546e-11,0.20021575810486747,76.950000000000003,0.0,0.0,0.0,0.9995413946543763,9.499981963198227,1.2862597809422763e-05,0.00017127153382295282,0.00015323487153527513,1.8036732027337758e-05,6.9739660105733684e-11,1.478793436602779e-06,0.00010172074725257435
9.270349876237675e-11,0.20021575652103235,76.950000000000003,0.0,0.0,0.0,0.99952875664674656,9.4999812714127465,1.3217134415545769e-05,0.00017599177435374203,0.00015726333043308838,1.8728515582334653e-05,7.1661680975796316e-11,1.4787769602629207e-06,0.00010456374984701023
9.519102222581805e-11,0.20021575493101668,76.950000000000003,0.0,0.0,0.0,0.99951611892084069,9.499980576927765,1.3571664391840827e-05,0.00018071189541245559,0.00016128897035241584,1.942299864369264e-05,7.3583652930004857e-11,1.4787604843187308e-06,0.00010740671629111887
9.767854568925935e-11,0.20021575333531766,76.950000000000003,0.0,0.0,0.0,0.9995034814766568,9.4999798799604314,1.3926187738448021e-05,0.00018543189699959855,0.00016531200844960086,2.0119964055573654e-05,7.5505575968783507e-11,1.4787440087626025e-06,0.00011024964658571144
9.999999999999999e-11,0.20021575173439288,76.950000000000003,0.0,0.0,0.0,0.99949168797298193,9.4999792274603934,1.4257036828664327e-05,0.00018983667954878286,0.0001690642945481974,2.0772462299731134e-05,7.7299145687955813e-11,1.4787286334747994e-06,0.00011290274786017179
1.0016606915270064e-10,0.20021575173439288,76.950000000000003,0.0,0.0,0.0,0.99949084431419322,9.499979180710552,1.4280704455507432e-05,0.00019015177911566481,0.00016933264453075999,2.0819212012354919e-05,7.7427450092536862e-11,1.4787275335906379e-06,0.00011309254073159555
1.0265359261614194e-10,0.2002157501286631,76.950000000000003,0.0,0.0,0.0,0.99947820743344773,9.4999784793619693,1.4635214543159139e-05,0.00019487154176113771,0.00017335106243816643,2.1520558672246567e-05,7.9349275301360797e-11,1.4787110588071383e-06,0.00011593539872957099
1.0514111607958324e-10,0.20021574851851567,76.950000000000003,0.0,0.0,0.0,0.99946557083441856,9.4999777760838402,1.4989718001543225e-05,0.00019959118493649078,0.00017736743132580328,2.2223834881739115e-05,8.1271051595748467e-11,1.4786945844148365e-06,0.000118778220580439
1.0762863954302453e-10,0.20021574690430685,76.950000000000003,0.0,0.0,0.0,0.99945293451710382,9.4999770710317986,1.5344214830799764e-05,0.00020431070864218874,0.00018138190683288536,2.2928885002082345e-05,8.3192778976235018e-11,1.4786781104113399e-06,0.00012162100628500579
1.1011616300646583e-10,0.20021574528636452,76.950000000000003,0.0,0.0,0.0,0.99944029848150184,9.4999763643490507,1.5698705031068829e-05,0.00020903011287868784,0.0001853946321635801,2.3635565829565195e-05,8.5114457442870689e-11,1.4786616367947794e-06,0.00012446375584407697
1.1260368646990713e-10,0.20021574366499045,76.950000000000003,0.0,0.0,0.0,0.99942766272761041,9.4999756561673561,1.6053188602490498e-05,0.00021374939764643661,0.00018940573908049995,2.4343745602023617e-05,8.7036086996163433e-11,1.4786451635664511e-06,0.00012730646925845522
1.1509120993334842e-10,0.2002157420404621,76.950000000000003,0.0,0.0,0.0,0.99941502725542808,9.4999749466079493,1.6407665545204838e-05,0.00021846856294587647,0.00019341534881886247,2.5053303084681619e-05,8.8957667636787119e-11,1.4786286907276e-06,0.00013014914652894317
1.175787333967897e-10,0.20021574041303486,76.950000000000003,0.0,0.0,0.0,0.99940239206495274,9.4999742357823838,1.6762135859351922e-05,0.00022318760877744218,0.00019742357292761785,2.5764126729023732e-05,9.0879199364706617e-11,1.4786122182775371e-06,0.00013299178765634545
1.20066256860231e-10,0.20021573878294377,76.950000000000003,0.0,0.0,0.0,0.99938975715618272,9.4999735237932921,1.7116599545071819e-05,0.00022790653514156246,0.00020143051404335535,2.6476113898889274e-05,9.2800682180389375e-11,1.4785957462154449e-06,0.00013583439264146653
1.2255378032367227e-10,0.20021573715040503,76.950000000000003,0.0,0.0,0.0,0.99937712252911626,9.4999728107351107,1.7471056602504594e-05,0.0002326253420386602,0.00020543626660236259,2.7189170158413713e-05,9.4722116084677953e-11,1.478579274541669e-06,0.00013867696148511005
1.2504130378711356e-10,0.20021573551561755,76.950000000000003,0.0,0.0,0.0,0.99936448818375156,9.4999720966947319,1.7825507031790329e-05,0.00023734402946915317,0.0002094409174957937,2.7903208616860434e-05,9.6643501077427388e-11,1.478562803256735e-06,0.00014151949418807926
1.2752882725055484e-10,0.20021573387876435,76.950000000000003,0.0,0.0,0.0,0.99935185412008687,9.4999713817520988,1.8179950833069066e-05,0.00024206259743345411,0.00021344454667250107,2.8618149325790139e-05,9.8564837158998151e-11,1.4785463323604725e-06,0.0001443619907511782
1.3001635071399613e-10,0.2002157322400139,76.950000000000003,0.0,0.0,0.0,0.99933922033812017,9.499970665980781,1.8534388006480883e-05,0.00024678104593197145,0.00021744722769370575,2.9333918724390054e-05,1.0048612433045138e-10,1.4785298618525447e-06,0.00014720445117521105
1.325038741774374e-10,0.2002157305995211,76.950000000000003,0.0,0.0,0.0,0.99932658683785003,9.4999699494484542,1.888881855216584e-05,0.00025149937496510961,0.00022144902824335129,3.0050449129120832e-05,1.0240736259152636e-10,1.4785133917330233e-06,0.00015004687546098155
1.3747892110432e-10,0.20021572731386728,76.950000000000003,0.0,0.0,0.0,0.99930132068239219,9.49996851434482,1.9597659760915407e-05,0.00026093567463684547,0.00022945023196407969,3.1485548922458026e-05,1.0624969238433028e-10,1.4784804526592624e-06,0.00015573161562095072
1.4195646333851433e-10,0.2002157243521354,76.950000000000003,0.0,0.0,0.0,0.99927858210586473,9.4999672207233701,2.0235594183369223e-05,0.00026942793577379096,0.00023664887856737396,3.277916691403885e-05,1.0970762192879875e-10,1.478450808822286e-06,0.00016084775818012861
1.4643400557270867e-10,0.20021572138666127,76.950000000000003,0.0,0.0,0.0,0.99925584444200688,9.4999659254660909,2.0873507134166182e-05,0.00027791980984903479,0.00024384550228082381,3.4074420733603921e-05,1.1316539300938189e-10,1.4784211662442593e-06,0.00016596378366383688
1.50911547806903e-10,0.20021571841797772,76.950000000000003,0.0,0.0,0.0,0.99923310769080842,9.4999646288090727,2.1511398614123071e-05,0.00028641129686482074,0.00025104033919474646,3.5371074293079762e-05,1.166230056288972e-10,1.4783915249243371e-06,0.00017107969207676415
1.5538909004109733e-10,0.20021571544655745,76.950000000000003,0.0,0.0,0.0,0.99921037185225969,9.4999633309554952,2.2149268624056671e-05,0.00029490239682336859,0.0002582335924869392,3.666892441688906e-05,1.2008045978919684e-10,1.4783618848630865e-06,0.00017619548342359752
1.5986663227529166e-10,0.20021571247279613,76.950000000000003,0.0,0.0,0.0,0.9991876369263506,9.4999620320802158,2.2787117164783732e-05,0.00030339310972687792,0.00026542543702759902,3.7967796237034332e-05,1.235377554908233e-10,1.4783322460609891e-06,0.00018131115770902409
1.64344174509486e-10,0.20021570949704112,76.950000000000003,0.0,0.0,0.0,0.99916490291307158,9.4999607323337596,2.3424944237120999e-05,0.00031188343557753042,0.00027261602333849443,3.926753923392869e-05,1.2699489273665402e-10,1.4783026085175353e-06,0.00018642671493773202
1.6882171674368032e-10,0.2002157065195881,76.950000000000003,0.0,0.0,0.0,0.99914216981241244,9.4999594318457099,2.4062749841885203e-05,0.00032037337437749265,0.00027980548100072471,4.0568023828639564e-05,1.304518715288169e-10,1.4782729722325003e-06,0.00019154215511440909
1.7329925897787465e-10,0.2002157035406926,76.950000000000003,0.0,0.0,0.0,0.99911943762436373,9.4999581307276078,2.4700533979893045e-05,0.00032886292612891837,0.00028699392156459052,4.1869138473019755e-05,1.33908691867158e-10,1.4782433372062814e-06,0.00019665747824374239
1.7777680121206899e-10,0.20021570056057436,76.950000000000003,0.0,0.0,0.0,0.99909670634891534,9.4999568290754794,2.5338296651961243e-05,0.00033735209083395013,0.0002941814410516741,4.3170787147629726e-05,1.3736535375445863e-10,1.4782137034389157e-06,0.00020177268433041925
1.8225434344626332e-10,0.20021569757942267,76.950000000000003,0.0,0.0,0.0,0.99907397598605763,9.4999555269719664,2.5976037858906453e-05,0.00034584086849472095,0.00030136812211335837,4.4472887203219674e-05,1.4082185719318079e-10,1.478184070930091e-06,0.00020688777337912748
1.8673188568045765e-10,0.20021569459740068,76.950000000000003,0.0,0.0,0.0,0.99905124653578081,9.4999542244882154,2.6613757601545369e-05,0.0003543292591133559,0.00030855403589522364,4.5775367496334417e-05,1.4427820218231485e-10,1.4781544396798374e-06,0.00021200274539455427
1.9120942791465198e-10,0.20021569161464822,76.950000000000003,0.0,0.0,0.0,0.99902851799807513,9.4999529216854732,2.7251455880694621e-05,0.00036281726269197362,0.00031573924364187739,4.7078166784484727e-05,1.4773438872449401e-10,1.4781248096883474e-06,0.00021711760038138674
1.956869701488463e-10,0.2002156886312862,76.950000000000003,0.0,0.0,0.0,0.99900579037293102,9.4999516186164534,2.7889132697170851e-05,0.00037130487923268658,0.00032292379807547281,4.8381232347630552e-05,1.5119041682286612e-10,1.4780951809555306e-06,0.0002222323383443122
2.0016451238304064e-10,0.20021568564741837,76.950000000000003,0.0,0.0,0.0,0.99898306366033873,9.4999503153265419,2.8526788051790691e-05,0.00037979210873760339,0.00033010774458036492,4.9684518803524881e-05,1.5464628647547313e-10,1.478065553481253e-06,0.00022734695928801812
2.0464205461723497e-10,0.20021568266313428,76.950000000000003,0.0,0.0,0.0,0.99896033786028826,9.4999490118548024,2.916442194537073e-05,0.00038827895120882811,0.00033729112222333809,5.0987987087487578e-05,1.5810199768462305e-10,1.47803592726559e-06,0.00023246146321719133
2.091195968514293e-10,0.20021567967851095,76.950000000000003,0.0,0.0,0.0,0.99893761297277039,9.4999477082348616,2.9802034378727577e-05,0.00039676540664846196,0.00034447396463309365,5.22916035729187e-05,1.6155755045455749e-10,1.4780063023085977e-06,0.00023757585013651898
2.1359713908562364e-10,0.2002156766936145,76.950000000000003,0.0,0.0,0.0,0.99891488899777481,9.499946404495665,3.0439625352677794e-05,0.00040525147505860392,0.00035165630075785275,5.3595339313695879e-05,1.6501294478228513e-10,1.4779766786101864e-06,0.00024269012005068816
2.1807468131981797e-10,0.2002156737085021,76.950000000000003,0.0,0.0,0.0,0.99889216593529229,9.4999451006621278,3.1077194868037946e-05,0.00041373715644135072,0.00035883815551715004,5.4899169392381148e-05,1.6846818066946976e-10,1.4779470561703196e-06,0.00024780427296438592
2.225522235540123e-10,0.20021567072322294,76.950000000000003,0.0,0.0,0.0,0.99886944378531284,9.4999437967557103,3.1714742925624592e-05,0.00042222245079879791,0.0003660195503624186,5.6203072359637342e-05,1.7192325812196116e-10,1.4779174349890471e-06,0.00025291830888229917
2.2702976578820663e-10,0.20021566773781913,76.950000000000003,0.0,0.0,0.0,0.99884672254782703,9.4999424927948617,3.2352269526254245e-05,0.00043070735813304,0.00037320050375944341,5.7507029751773599e-05,1.7537817713571159e-10,1.4778878150663629e-06,0.00025803222780911467
2.359848502565953e-10,0.2002156617667776,76.950000000000003,0.0,0.0,0.0,0.99880128281029712,9.4999398847711145,3.3627258359908637e-05,0.00044767601174028348,0.00038756114743684704,6.0115046590976272e-05,1.822875398559276e-10,1.4778285789966751e-06,0.00026825971470819998
2.4493993472498396e-10,0.20021565579561287,76.950000000000003,0.0,0.0,0.0,0.99875584672262496,9.4999372766932844,3.4902161375533093e-05,0.00046464311727982999,0.00040192018896702356,6.2723117509075145e-05,1.891962688423512e-10,1.4777693479609823e-06,0.00027848673369913648
2.538950191933726e-10,0.20021564982450388,76.950000000000003,0.0,0.0,0.0,0.99871041428473339,9.4999346686374153,3.6176978579659295e-05,0.00048160867476843098,0.00041627770440211666,6.5331166470678349e-05,1.9610436410280936e-10,1.4777101219593504e-06,0.00028871328481941703
2.628501036617613e-10,0.20021564385356555,76.950000000000003,0.0,0.0,0.0,0.99866498549654426,9.4999320606598783,3.7451709978818708e-05,0.00049857268422284773,0.00043063375013094345,6.79391371037299e-05,2.0301182564569643e-10,1.4776509009917505e-06,0.00029893936810653431
2.7180518813014995e-10,0.20021563788290508,76.950000000000003,0.0,0.0,0.0,0.9986195603579805,9.499929452802327,3.8726355579542585e-05,0.00051553514565985518,0.00044498836783174407,7.0546987746764587e-05,2.0991865347928499e-10,1.4775916850579977e-06,0.00030916498359797998
2.807602725985386e-10,0.20021563191258848,76.950000000000003,0.0,0.0,0.0,0.99857413886896407,9.4999268450955476,4.0000915388361861e-05,0.00053249605909624659,0.00045934158830068285,7.3154687620411156e-05,2.1682484761173087e-10,1.4775324741580044e-06,0.00031939013133124516
2.8971535706692727e-10,0.20021562594266984,76.950000000000003,0.0,0.0,0.0,0.9985287210294177,9.499924237562352,4.1275389411807312e-05,0.0005494554245488348,0.0004736934343687748,7.5762213910468044e-05,2.2373040805111678e-10,1.4774732682917307e-06,0.00032961481134381959
2.9867044153531593e-10,0.20021561997318768,76.950000000000003,0.0,0.0,0.0,0.99848330683926345,9.4999216302196903,4.254977765640941e-05,0.00056641324203445659,0.00048804392300410459,7.8369549665686808e-05,2.3063533480546479e-10,1.477414067459077e-06,0.00033983902367319295
3.076255260037046e-10,0.2002156140041703,76.950000000000003,0.0,0.0,0.0,0.99843789629842361,9.4999190230801407,4.3824080128698414e-05,0.00058336951156997218,0.00050239306679749273,8.0976682312107224e-05,2.3753962788275222e-10,1.4773548716599411e-06,0.00035006276835685351
3.1658061047209326e-10,0.20021560803563912,76.950000000000003,0.0,0.0,0.0,0.99839248940682068,9.4999164161529972,4.509829683520436e-05,0.00060032423317226736,0.00051674087506398136,8.3583602551573092e-05,2.4444328729092508e-10,1.4772956808942483e-06,0.00036028604543228914
3.255356949404819e-10,0.20021560206761027,76.950000000000003,0.0,0.0,0.0,0.9983470861643764,9.4999138094451379,4.6372427782456982e-05,0.00061727740685825429,0.00053108735469685746,8.6190303507709592e-05,2.5134631303790778e-10,1.4772364951619177e-06,0.00037050885493698657
3.344907794088706e-10,0.2002155961000954,76.950000000000003,0.0,0.0,0.0,0.99830168657101304,9.4999112029616644,4.7646472976985849e-05,0.00063422903264487209,0.00054543251081436519,8.879678007921167e-05,2.5824870513160969e-10,1.477177314462856e-06,0.00038073119690843193
3.4344586387725925e-10,0.20021559013310283,76.950000000000003,0.0,0.0,0.0,0.99825629062665278,9.4999085967063674,4.8920432425320228e-05,0.00065117911054908746,0.00055977634722365185,9.1403028475898674e-05,2.6515046357993144e-10,1.4771181387969775e-06,0.00039095307138411063
3.524009483456479e-10,0.20021558416663915,76.950000000000003,0.0,0.0,0.0,0.99821089833121757,9.499905990682052,5.0194306133989172e-05,0.00066812764058789471,0.00057411886675106522,9.4009045888417538e-05,2.7205158839076945e-10,1.4770589681641991e-06,0.00040117447840150696
3.7031111728242524e-10,0.20021557223531564,76.950000000000003,0.0,0.0,0.0,0.99812012468680966,9.4999007793339949,5.2741796358445728e-05,0.00070202005713740432,0.00060279996284337816,9.9220380145962942e-05,2.8585193713157934e-10,1.4769406419975943e-06,0.00042161589021138651
3.8822128621920256e-10,0.2002155603061503,76.950000000000003,0.0,0.0,0.0,0.99802936563716427,9.4998955689284923,5.5288943702583068e-05,0.00073590628242992389,0.00063147581022710312,0.00010443077185257208,2.9964975141725514e-10,1.4768223359623491e-06,0.00044205543263793026
4.109518861456962e-10,0.20021554516944176,76.950000000000003,0.0,0.0,0.0,0.99791420026489674,9.4998889575360952,5.8521149171390807e-05,0.00077890389832129783,0.00066786206873743715,0.0001110421467413885,3.1715752797211635e-10,1.4766722174454856e-06,0.00046799348275681081
4.314094260795405e-10,0.2002155315494064,76.950000000000003,0.0,0.0,0.0,0.99781057152744945,9.4998830085947041,6.1429662047898136e-05,0.00081759322661163151,0.00070060248714742248,0.0001169910723752454,3.3291103668235938e-10,1.4765371385025527e-06,0.00049133515431879686
4.5186696601338474e-10,0.20021551793221185,76.950000000000003,0.0,0.0,0.0,0.9977069618288571,9.4998770608980756,6.4337727804176956e-05,0.00085627447784087588,0.00073333607324927992,0.00012293875325283479,3.4866123899599475e-10,1.4764020858217255e-06,0.0005146743882488658
4.72324505947229e-10,0.20021550431788734,76.950000000000003,0.0,0.0,0.0,0.99760337116818132,9.4998711144468793,6.7245346518033056e-05,0.00089494765221564976,0.00076606282792166241,0.00012888518870212209,3.6440813500820403e-10,1.4762670594019627e-06,0.00053801118499379602
4.927820458810732e-10,0.20021549070640673,76.950000000000003,0.0,0.0,0.0,0.99749979954448309,9.4998651692421152,7.0152518267265436e-05,0.00093361274994339407,0.00079878275237034479,0.00013483037772477388,3.8015172481450796e-10,1.4761320592422244e-06,0.00056134554500034356
5.336971257487618e-10,0.2002154634920119,76.950000000000003,0.0,0.0,0.0,0.99729271340425296,9.499853282573179,7.5965521183021283e-05,0.0010109187162915723,0.00086420211273620395,0.00014671701518435417,4.1162898619304232e-10,1.4758621376986507e-06,0.00060800695658519833
