Time (s),Volume (m^3),N2,Ne,He,Ar,C7H10(1),O2(2),C7H10(146),C7H10(153),C7H9(5),C5H7(210),C2H4(115),C7H11(22),C7H10(21),C7H10(65),C7H10(18),C7H10(238),S(66),C7H11(46),C7H10(187),C7H12(16),C7H8(58),C5H8(336),S(388),C7H9O2(68),s(399),OH(22),H2O(23),S(118),S(196),S(362),S(361),C7H10(38),S(410),S(340),S(358),S(336),C7H8(308),S(197),S(793),S(853),S(958),S(950),S(1019),S(954),HO2(43),OO(1086),C5H8O(834),S(873)
2.9598884046393553e-07,0.36835672292859,76.950000000000003,0.0,0.0,0.0,0.51223695722427109,9.4589005463877065,0.090175099236291939,0.059504840567738915,0.056988851476503226,0.017620465057053284,0.040119095356793658,0.02506466480716979,0.012664832087367997,0.082602425570980603,2.1018859569968933e-07,6.9305125243546003e-06,0.0034452876353064463,1.7185673949008372e-05,4.4596527200816526e-06,0.018727840656354144,0.067661240812170148,0.011028385654985861,0.003171910999835104,1.4881049245129679e-08,0.0023578427420484546,0.00012264051077220402,0.0006680218634101191,9.7090404878607021e-05,4.5443489643294703e-11,4.1963568043728823e-06,2.6284646783148268e-06,2.0981277045071744e-10,0.00015201090282513478,8.7016409570612083e-13,0.029792961555155879,3.945217428911424e-11,2.1456394895464381e-06,9.7827748750472122e-10,1.3201070172577831e-05,0.00022560505561565694,2.0391453582842176e-05,2.9297184184896207e-05,7.1066100063820304e-06,0.0005922614881761633,0.0010233295328573163,0.0058172372956329221,9.9890533854428458e-05,1.9250945780712871e-09
2.9977167237095455e-07,0.3683570181153854,76.950000000000003,0.0,0.0,0.0,0.50878055194575722,9.4585668902472229,0.091030105899012559,0.060030338718946037,0.056715575784450654,0.017624432999284408,0.04052819770031163,0.024820850909426512,0.012732682057281473,0.083442702773002503,2.089139377025499e-07,6.996484149835049e-06,0.0034116725853451336,1.7018503613418168e-05,4.499200018720808e-06,0.018900459376555653,0.068514287205619778,0.011212833877998131,0.0032411409574513474,1.4809156650301875e-08,0.0023971063792689326,0.00012447594024736649,0.00068645349860889436,9.6621347241092836e-05,4.5000105712392554e-11,4.1971503731595112e-06,2.6289617770561273e-06,2.0839702233191253e-10,0.00015213795479144596,8.659602084581022e-13,0.030053550045215326,3.9948088462975693e-11,2.1727220164768488e-06,9.8685767210089421e-10,1.332366014001416e-05,0.00022965096658322207,2.0756670204537696e-05,2.9828047852659707e-05,7.235928496160952e-06,0.00061069452162399937,0.001023472946888168,0.0059000810765416902,0.00010333412785542362,1.9429718094388419e-09
3.035545042779736e-07,0.36835731713103576,76.950000000000003,0.0,0.0,0.0,0.50536052014570298,9.4582377937335895,0.091879935495522633,0.060551676928240289,0.056441990485522446,0.017626881034539015,0.040933328444576284,0.024580374783100697,0.012799012332808999,0.084273302232926672,2.0765290634899112e-07,7.0620558466650045e-06,0.0033785197529695664,1.6853621632554164e-05,4.5384340681821129e-06,0.019070313476028777,0.069359241775986916,0.011396152153020797,0.0033102732296931914,1.4737195316873519e-08,0.0024358110104363705,0.00012630560787972432,0.00070504422253128609,9.6151841066459352e-05,4.4562818450998241e-11,4.1975839096445042e-06,2.6292333609996645e-06,2.0699617285185352e-10,0.00015223526650069531,8.6175230123614423e-13,0.030309432388526562,4.043926839234791e-11,2.1995476681904608e-06,9.952835120568512e-10,1.3444221137563678e-05,0.00023369425584753977,2.1121633545301815e-05,3.0358573906018896e-05,7.3651596734074118e-06,0.00062933677489658069,0.0010236094341616114,0.0059824130002662955,0.00010682942648530104,1.9605531570911266e-09
3.073373361849926e-07,0.36835761993739363,76.950000000000003,0.0,0.0,0.0,0.50197631990349179,9.4579131790391671,0.092724643252019276,0.061068897967223604,0.056168217158306694,0.017627901993466848,0.041334541908787353,0.024343184719109144,0.01286384447290943,0.085094333595593485,2.06405295645188e-07,7.1272318859150637e-06,0.0033458219203418051,1.6690992593424217e-05,4.5773580926827912e-06,0.01923745310488344,0.070196168143923293,0.011578331741550998,0.0033792954630465486,1.4665196776722647e-08,0.0024739525326991987,0.00012812954505173001,0.00072379075154442292,9.5682092085822227e-05,4.413153265552402e-11,4.1976795247502089e-06,2.6292932798380779e-06,2.0561000003863802e-10,0.00015230460892525451,8.5754221788702582e-13,0.030560694064840497,4.0925752036738831e-11,2.2261184600724965e-06,1.0035578095863929e-09,1.3562789650783779e-05,0.00023773485236449666,2.1486337499455646e-05,3.0888752002174534e-05,7.4943009921342409e-06,0.00064818461952408177,0.0010237395562737689,0.006064235504053413,0.00011037599162290902,1.9778439416966405e-09
3.111201680920116e-07,0.3683579264926336,76.950000000000003,0.0,0.0,0.0,0.49862742051785358,9.4575929697206913,0.09356428356231275,0.061582043984893982,0.055894369438897307,0.017627583455347842,0.041731891561359598,0.024109228607119844,0.012927199723337978,0.085905906557630307,2.0517090390270037e-07,7.1920164741845822e-06,0.0033135718181354955,1.6530580802598753e-05,4.6159752694376843e-06,0.019401927578828693,0.071025131887881621,0.011759365271301061,0.0034481960899366173,1.4593190488003537e-08,0.0025115276629738849,0.000129947783797326,0.00074268986186525727,9.5212292500199608e-05,4.3706152443247812e-11,4.1974580755071234e-06,2.629154597860093e-06,2.0423828651584667e-10,0.00015234766229852881,8.5333168099523223e-13,0.030807419120513671,4.1407578468924159e-11,2.2524364700406569e-06,1.0116833200522618e-09,1.3679401595414581e-05,0.00024177269793696375,2.1850777118818005e-05,3.1418573565221593e-05,7.6233503468468074e-06,0.00066723447832265238,0.0010238638220637988,0.0061455511454491206,0.00011397339161926161,1.9948494008283802e-09
3.1490299999903065e-07,0.36835823675155976,76.950000000000003,0.0,0.0,0.0,0.49531330213481622,9.4572770906956851,0.094398910005091027,0.062091156520280168,0.055620553532422408,0.017626008021916228,0.042125430014791458,0.023878454122882177,0.012989099022184893,0.086708130744556064,2.0394953359445889e-07,7.2564137549432731e-06,0.0032817621511849362,1.6372350415237576e-05,4.6542887296161154e-06,0.019563785369715894,0.071846200307820796,0.011939246639119291,0.0035169642867586008,1.4521203969125448e-08,0.0025485338854302794,0.00013176035669043606,0.00076173838846169356,9.4742621854663421e-05,4.3286581590625456e-11,4.1969392305914134e-06,2.6288296350013851e-06,2.0288081935014947e-10,0.00015236601957039774,8.491222997174605e-13,0.031049690154531677,4.188478773789369e-11,2.2785038310142783e-06,1.0196627514938564e-09,1.3794092307143241e-05,0.00024580774618225879,2.2214948519083523e-05,3.194803164466949e-05,7.7523060371259318e-06,0.00068648282557003506,0.001023982692997534,0.0062263625890888455,0.00011762120137178427,2.0115746874710945e-09
3.224686638130687e-07,0.3683588681845281,76.950000000000003,0.0,0.0,0.0,0.48878738116833598,9.4566580299520293,0.096053331625508415,0.063097444322447641,0.055073407557829607,0.017619393518991895,0.042901279490146237,0.023426240578714248,0.013108612011003955,0.088284970304797483,2.0154508719445412e-07,7.3840626597921057e-06,0.0032194349373411866,1.6062290339820257e-05,4.7300168001425213e-06,0.019879840545146656,0.073464927742823552,0.012295534297342838,0.0036540635808327412,1.4377391331808224e-08,0.0026208330883252771,0.0001353686374038285,0.00080027131756218626,9.3804326956011891e-05,4.2464483003594434e-11,4.1950824529832953e-06,2.6276666540645289e-06,2.0020779374115529e-10,0.00015233460187532609,8.4071291536066382e-13,0.03152119328414546,4.2825519144375853e-11,2.3298953731353258e-06,1.0351939717050578e-09,1.4017848438346092e-05,0.00025386931879077724,2.2942475950993886e-05,3.300583692985154e-05,8.0099314606206714e-06,0.00072556113984383877,0.0010242058862458042,0.0063864840090300887,0.00012506638263776919,2.0442049270322363e-09
3.2927776124570295e-07,0.36835944862844927,76.950000000000003,0.0,0.0,0.0,0.48302799829329307,9.4561149592379952,0.097525685047919183,0.06398971348964963,0.054582014385211187,0.0176098776374243,0.043587019974832983,0.023029605609681023,0.013211398285680258,0.089673247666703565,1.9942371772637142e-07,7.4976624021674415e-06,0.0031647737511370537,1.5790337662279549e-05,4.7971638541514901e-06,0.020155809988981307,0.074895483524044792,0.012612214465547396,0.003776905303563349,1.4248268136351247e-08,0.0026839454617466432,0.00013859704755253888,0.00083543137022676925,9.2961872101166043e-05,4.1743499645402387e-11,4.1925693998536355e-06,2.6260925936040639e-06,1.9784874316156675e-10,0.00015223618082953736,8.331624888499346e-13,0.031931112152066135,4.3656804238689161e-11,2.3753128323263676e-06,1.0486986709886479e-09,1.4213000738612019e-05,0.00026111491168717091,2.3596313228911147e-05,3.3956577712550282e-05,8.2414641398732311e-06,0.00076137613700964703,0.0010243921281238386,0.0065288974540874001,0.00013193531758877553,2.0726638845582347e-09
3.360868586783372e-07,0.36836004024536745,76.950000000000003,0.0,0.0,0.0,0.47737368187222218,9.455584812257003,0.09898259124983344,0.064869533563146606,0.054092083274824433,0.017597373003844088,0.04426119129348724,0.022642470852054414,0.013309779399630139,0.091032925831326827,1.9734164242127667e-07,7.6100689549051267e-06,0.0031114270266437154,1.5524898866625164e-05,4.863373552707943e-06,0.020424016299290026,0.076301562594714156,0.01292511570182245,0.0038991795683708114,1.4119560590737826e-08,0.0027452054835319958,0.00014180762262008356,0.0008710288797217498,9.2122129013223712e-05,4.1039854092777832e-11,4.1893506902606605e-06,2.62407652826244e-06,1.9553272797453097e-10,0.00015207889319167458,8.2563636630824667e-13,0.032327818005466413,4.4473784904011212e-11,2.4199531983969001e-06,1.0617700120101792e-09,1.4402450721795763e-05,0.00026835116614984259,2.4249261198146677e-05,3.4906094157911503e-05,8.4726822006014798e-06,0.00079778175420969601,0.001024566359070285,0.0066697224745567189,0.0001389612704132013,2.1002912758617133e-09
3.4289595611097146e-07,0.3683606426836495,76.950000000000003,0.0,0.0,0.0,0.47182175042720076,9.4550671989724151,0.10042433531187843,0.065737126269904925,0.053604020521548834,0.017582213253521068,0.044924069549341639,0.022264540711932405,0.013403867018263883,0.092364628958969575,1.9529784356305911e-07,7.7213043618441887e-06,0.0030593536480878519,1.5265771347633695e-05,4.9286626074281763e-06,0.020684711460390831,0.077683594804360268,0.013234237581598755,0.0040208452632538704,1.3991373600758296e-08,0.0028046201827307956,0.00014500056175838756,0.00090704737029664666,9.1285782154915262e-05,4.0353004026931609e-11,4.1855056898810987e-06,2.62166817059911e-06,1.9325864984111261e-10,0.00015186932449362008,8.181406821717821e-13,0.032711740105301951,4.527671558524286e-11,2.4638301059952627e-06,1.0744220714776662e-09,1.458638300061007e-05,0.00027557812806226062,2.4901325633151456e-05,3.5854389320795192e-05,8.7035865748037756e-06,0.00083475927918919598,0.00102473008444312,0.0068089771313145035,0.00014614199940475247,2.1271140229301382e-09
3.497050535436057e-07,0.3683612555785785,76.950000000000003,0.0,0.0,0.0,0.4663696130122591,9.4545617425916184,0.10185119496035996,0.066592707815729998,0.053118184648974123,0.017564697694028693,0.04557592221519309,0.021895525849289256,0.013493769972562212,0.093668973862710517,1.9329133809990445e-07,7.8313900974773074e-06,0.0030085133885942939,1.5012756767888487e-05,4.9930473133057394e-06,0.020938138749882894,0.079042014804724406,0.013539587138227007,0.004141866337522216,1.3863799623956542e-08,0.0028622012700110664,0.00014817606464190121,0.00094347089885800557,9.0453434769936479e-05,3.9682418853678502e-11,4.1811055764900327e-06,2.6189121044910113e-06,1.9102544750452364e-10,0.00015161341023186208,8.1068084295837313e-13,0.033083292879445989,4.6065853294332349e-11,2.5069573442263303e-06,1.0866684403815114e-09,1.4764976021031228e-05,0.00028279590759349821,2.5552518065967355e-05,3.6801475131449276e-05,8.9341803987681989e-06,0.00087229052422163275,0.0010248845830024647,0.0069466798988223125,0.00015347532972612312,2.1531581484607793e-09
3.5651415097623996e-07,0.36836187855092734,76.950000000000003,0.0,0.0,0.0,0.4610147648625651,9.4540680792126324,0.10326344081612823,0.067436489068228897,0.052634891569103427,0.017545094666723222,0.046217008330021826,0.02153514412457606,0.013579594342845244,0.094946569041703205,1.9132117596562618e-07,7.9403470862577504e-06,0.0029588670385697975,1.4765661711095406e-05,5.056543562545895e-06,0.021184532911396034,0.080377259952051194,0.013841177851251694,0.0042622112870294134,1.3736920019504161e-08,0.00291796451986326,0.0001513343308808198,0.0009802840363603764,8.9625617690261702e-05,3.9027581396825087e-11,4.1762141434271114e-06,2.6158482884018797e-06,1.8883209500800838e-10,0.00015131649204024473,8.0326160620225654e-13,0.033442876229698389,4.684145639912157e-11,2.5493487897802056e-06,1.0985222339427786e-09,1.4938402158179664e-05,0.00029000466942525688,2.6202854901462055e-05,3.7747371053380699e-05,9.1644686775864685e-06,0.00091035781748508601,0.0010250309449114094,0.0070828495570578751,0.00016095915174923144,2.1784487898423512e-09
3.633232484088742e-07,0.3683625112135475,76.950000000000003,0.0,0.0,0.0,0.45575478339226405,9.4535858574510439,0.10466133663151719,0.068268675731144035,0.052154419142770747,0.017523644601869941,0.046847578719356443,0.021183121274159677,0.013661443539174607,0.096198013889361819,1.8938643853645225e-07,8.0481957209766891e-06,0.002910376496856814,1.4524298148536775e-05,5.1191668577445458e-06,0.021424120356986633,0.081689768517257774,0.014139028753512846,0.0043818526867449858,1.3610806240525336e-08,0.0029719292145944545,0.00015447555954701005,0.0010174718498392637,8.8802797115520191e-05,3.8387989100491761e-11,4.1708885294485924e-06,2.6125125125418953e-06,1.8667760005554094e-10,0.00015098337056444907,7.9588715017603299e-13,0.033790875886302203,4.7603783591533227e-11,2.5910183498772858e-06,1.1099961031379739e-09,1.5106827838264079e-05,0.00029720462423304001,2.6852356647292468e-05,3.8692102918150214e-05,9.3944579946995843e-06,0.00094894399330732056,0.0010251701030366274,0.0072175051001364633,0.00016859141912387035,2.2030102169376148e-09
3.7013234584150847e-07,0.36836315317218093,76.950000000000003,0.0,0.0,0.0,0.45058732449551425,9.4531147380534399,0.10604513951643454,0.069089468510829338,0.051677011221047994,0.017500562795083996,0.047467876232963079,0.020839191365535008,0.013739418378659076,0.097423898050534405,1.874862372055547e-07,8.1549558802952188e-06,0.0028630048315769802,1.42884837537807e-05,5.1809323244706307e-06,0.021657119391785759,0.082979978160757348,0.014433163642146868,0.0045007667666685392,1.3485520890281525e-08,0.0030241176444199946,0.00015759994879113425,0.001055019885052974,8.7985381504118097e-05,3.7763154831640485e-11,4.1651798819147495e-06,2.6089368142703687e-06,1.8456100249671524e-10,0.00015061835509896812,7.8856113565174467e-13,0.034127663797912482,4.8353093010228012e-11,2.6319799136493874e-06,1.1211022474008656e-09,1.5270413680143649e-05,0.00030439602127244818,2.7501047244938444e-05,3.9635701909816303e-05,9.6241562584389829e-06,0.00098803238151534733,0.0010253028586728814,0.007350665659089462,0.00017637014666100994,2.2268658527269784e-09
3.769414432741427e-07,0.36836380402879043,76.950000000000003,0.0,0.0,0.0,0.44551011912675059,9.4526543935021081,0.1074151001540469,0.069899063275185136,0.051202881210404033,0.017476041919363,0.048078135995322208,0.020503097063593149,0.013813617159760237,0.098624800914202379,1.8561971206595986e-07,8.26064694546611e-06,0.0028167163152443032,1.4058042087605865e-05,5.2418547232761818e-06,0.021883740455750096,0.084248324647872297,0.014723610386111367,0.0046189330288698115,1.3361118654224493e-08,0.0030745546605929698,0.00016070769554715522,0.0010929141497458327,8.7173727654452115e-05,3.7152607343219727e-11,4.1591339568719286e-06,2.6051498539708177e-06,1.8248137292600568e-10,0.00015022530952156954,7.8128676040321008e-13,0.034453598548571204,4.9089641502109251e-11,2.6722473111778407e-06,1.1318524282228484e-09,1.5429314652422465e-05,0.0003115791419763715,2.814895349080973e-05,4.0578203685106735e-05,9.8535724824190534e-06,0.0010276067960617687,0.0010254299024414228,0.0074823504372504915,0.00018429340806828268,2.2500382962172225e-09
3.83750540706777e-07,0.36836446338337075,76.950000000000003,0.0,0.0,0.0,0.44052097011627667,9.4522045076175143,0.10877146300710859,0.070697651205802403,0.050732215238333371,0.017450254299571543,0.048678585662212163,0.020174589758112975,0.013884135733858657,0.099801291217616481,1.8378603068473792e-07,8.3652878163274325e-06,0.0027714764408954852,1.3832802687230606e-05,5.3019484611913756e-06,0.02210418637508629,0.085495240763194522,0.0150104003163816,0.0047363339015167906,1.3237647126923191e-08,0.0031232672758223839,0.0001637989953191393,0.001131141097511295,8.636814610022973e-05,3.6555891486924166e-11,4.1527916620179553e-06,2.6011772551500794e-06,1.8043781137842154e-10,0.00014980769453018923,7.7406680756108594e-13,0.034769025789539519,4.9813683999436917e-11,2.7118342788743896e-06,1.1422579832519316e-09,1.5583680240389329e-05,0.00031875429441980476,2.8796104536562935e-05,4.1519647613345749e-05,1.0082716595992649e-05,0.0010676515231460002,0.0010255518315404083,0.0076125786556707174,0.00019235933360310824,2.2725493467860019e-09
3.9055963813941123e-07,0.36836513083596456,76.950000000000003,0.0,0.0,0.0,0.43561774919048707,9.4517647751633902,0.11011446651564878,0.071485418943828385,0.050265174974745988,0.017423353970231033,0.04926944567891807,0.019853429587649889,0.013951067574255927,0.10095392674446955,1.8198438695650801e-07,8.4688969266240257e-06,0.0027272519238763044,1.3612601083922258e-05,5.3612276027436343e-06,0.022318652618086472,0.086721155393668717,0.015293567688621758,0.0048529544265785698,1.3115147548497369e-08,0.0031702843074642622,0.00016687404202464859,0.0011696876122574218,8.5568905915360202e-05,3.5972568236756432e-11,4.1461895478605038e-06,2.5970419120867542e-06,1.7842944610898097e-10,0.00014936860641426631,7.66903688676289e-13,0.035074278677407721,5.0525472995874653e-11,2.7507544302451322e-06,1.1523298406071253e-09,1.5733654618537613e-05,0.00032592180852006585,2.9442531457517074e-05,4.2460076118891765e-05,1.0311599280409102e-05,0.00110815130902369,0.0010256691641594624,0.0077413695067655658,0.0002005661076911184,2.2944200293401811e-09
3.973687355720455e-07,0.3683658059882306,76.950000000000003,0.0,0.0,0.0,0.43079839417408705,9.4513349014568639,0.11144434328659412,0.07226254872996761,0.04980190015205551,0.017395478536024502,0.049850929537341264,0.019539385382918106,0.014014503842759322,0.10208325410342012,1.8021400002743516e-07,8.5714922587021383e-06,0.0026840106928292225,1.3397278765515092e-05,5.4197058805324874e-06,0.022527327552138956,0.087926492757114103,0.015573149209708322,0.0049687819781866344,1.299365546305866e-08,0.0032156360594220129,0.00016993302787437993,0.0012085409932615055,8.4776239009968897e-05,3.5402214570153851e-11,4.1393602519855826e-06,2.592764268108845e-06,1.7645543244672874e-10,0.00014891081266235338,7.5979948222264561e-13,0.035369678313226814,5.1225258105674032e-11,2.7890212312782409e-06,1.1620785332338523e-09,1.5879376825805661e-05,0.0003330820318785263,3.0088266877281583e-05,4.3399534109910341e-05,1.0540231826620376e-05,0.0011490913476359212,0.0010257823515693967,0.0078687421149368393,0.00020891196654632696,2.3156706198709425e-09
4.0417783300467974e-07,0.368366488444883,76.950000000000003,0.0,0.0,0.0,0.42606090635921939,9.4509146019852412,0.11276132027572901,0.073029218538907148,0.049342510814275084,0.01736675085124419,0.05042324403050702,0.01923223454434856,0.014074533453951422,0.10318980857731291,1.7847411328384995e-07,8.6730913576084525e-06,0.0026417218717728298,1.3186683093506514e-05,5.477396705382003e-06,0.022730392700011121,0.089111671759709382,0.015849183621679318,0.0050838060091524875,1.2873201305724775e-08,0.0032593540394517898,0.00017297614327522215,0.0012476889407982868,8.3990343960398331e-05,3.4844423231615955e-11,4.1323328996977919e-06,2.5883625665443483e-06,1.745149517171204e-10,0.00014843678454643926,7.5275596792291139e-13,0.035655534179567509,5.1913285697448547e-11,2.8266479799423359e-06,1.1715142131981114e-09,1.6020980941959564e-05,0.00034023532618269488,3.073334464325519e-05,4.4338068483252009e-05,1.0768626012031942e-05,0.001190457268153425,0.0010258917881965481,0.007994715503351426,0.0002173951958158136,2.3363206711754472e-09
4.10986930437314e-07,0.3683671778149222,76.950000000000003,0.0,0.0,0.0,0.42140334802678203,9.450503602031139,0.11406561896240515,0.073785602208462017,0.048887109324289323,0.017337280534087406,0.050986589503024447,0.018931762867792894,0.014131243137251519,0.10427411403391798,1.7676399339976592e-07,8.7737113446258769e-06,0.0026003557548583624,1.2980667184006765e-05,5.5343131760934922e-06,0.022928022993679908,0.090277105466681259,0.016121711336938144,0.0051980178231809341,1.2753810925710754e-08,0.0033014707086318619,0.00017600357675451515,0.0012871195423188242,8.3211389422139975e-05,3.429880239974066e-11,4.1251334651497642e-06,2.5838530769231748e-06,1.7260721022674989e-10,0.00014794872678218588,7.4577465733688607e-13,0.035932144572740257,5.2589798595060461e-11,2.8636477893025746e-06,1.1806466658281052e-09,1.6158596263754287e-05,0.00034738206409986488,3.1377799548800101e-05,4.5275727698100945e-05,1.0996793994327088e-05,0.0012322351225119996,0.0010259978199885066,0.0081193085660699865,0.00022601412826683237,2.3563890385462857e-09
4.1779602786994824e-07,0.3683678737126847,76.950000000000003,0.0,0.0,0.0,0.41682384010512968,9.450101636306881,0.11535745551742237,0.074531869563743761,0.048435782158067375,0.017307165331033793,0.051541160096020396,0.018637764331729045,0.014184717496877724,0.10533668288923603,1.7508292943752083e-07,8.8733689302789925e-06,0.0025598837761020002,1.2779089762571219e-05,5.5904680888215037e-06,0.023120387023961547,0.091423200670690291,0.016390774118757254,0.0053114103703762435,1.2635506054884442e-08,0.003342019259837624,0.00017901551490392918,0.0013268212591586647,8.2439517186924568e-05,3.3764975287992867e-11,4.1177850970851889e-06,2.5792502990134668e-06,1.7073143830434327e-10,0.00014744860443665386,7.3885682126032425e-13,0.036199797027354236,5.3255035833639137e-11,2.9000335737387731e-06,1.1894853236097077e-09,1.6292347479332396e-05,0.00035452262660530499,3.2021667092660798e-05,4.6212561408935498e-05,1.1224748220306657e-05,0.0012744113730113998,0.0010261007513928321,0.0082425400447074144,0.00023476714153217927,2.3758939052039315e-09
4.246051253025825e-07,0.3683685757587196,76.950000000000003,0.0,0.0,0.0,0.41232055995257638,9.4497084485994058,0.1166370409644836,0.075268186536642245,0.047988601512317673,0.017276492345667836,0.052087143985332485,0.018350040858034104,0.014235039069815996,0.10637801611515478,1.7343023199626544e-07,8.9720804268405921e-06,0.0025202784757001303,1.2581815000854287e-05,5.6458739460951664e-06,0.023307647284497104,0.092550357543722303,0.016656414801540544,0.0054239780637605102,1.2518304727099768e-08,0.0033810334222313431,0.00018201214233922516,0.0013667829137552021,8.1674844918683796e-05,3.3242579700401828e-11,4.1103084117972846e-06,2.5745671463233454e-06,1.6888688939246407e-10,0.00014693816732747666,7.3200351424571341e-13,0.036458768730856815,5.3909232463295674e-11,2.9358180378219095e-06,1.1980392797574758e-09,1.6422354839563714e-05,0.00036165740068884358,3.2664983271990445e-05,4.7148620149309167e-05,1.1452501347478546e-05,0.0013169728800390519,0.0010262008512290587,0.0083644285088900309,0.00024365265592729657,2.3948528072830245e-09
4.3141422273521675e-07,0.36836928358055265,76.950000000000003,0.0,0.0,0.0,0.40789173925279382,9.4493237914267123,0.11790458133557086,0.075994715280870831,0.04754562674742268,0.01724533914491214,0.052624723612241492,0.018068402055423885,0.01428228838188835,0.10739860328468361,1.718052324040656e-07,9.069861760366409e-06,0.0024815134636570709,1.2388712340697488e-05,5.7005429655038819e-06,0.023489960409165143,0.093658969360889896,0.016918677046108957,0.0055357166147579195,1.2402221653378237e-08,0.0034185472891031222,0.00018499364167026894,0.0014069936773552926,8.0917468601445771e-05,3.2731267551807929e-11,4.1027217566510798e-06,2.5698151111644551e-06,1.6707283918546624e-10,0.00014641897214080985,7.2521559654133925e-13,0.036709326926596897,5.4552619396602473e-11,2.9710136674966406e-06,1.2063173014130023e-09,1.6548734325559057e-05,0.00036878677738535061,3.3307784407666179e-05,4.8083955060645214e-05,1.1680066176613731e-05,0.0013599068899678211,0.0010262983576536026,0.0084849923399444964,0.00025266913234884365,2.4132826582608197e-09
4.38223320167851e-07,0.3683699968133079,76.950000000000003,0.0,0.0,0.0,0.40353566201442065,9.4489474257055566,0.11916027782053938,0.076711614282788748,0.047106905683467246,0.017213774754330401,0.05315407590640249,0.017792664951012064,0.014326544002001189,0.10839892264926619,1.7020728195022914e-07,9.1667284822812171e-06,0.0024435633820234595,1.219965631044337e-05,5.7544870880637031e-06,0.023667477402413411,0.094749422286762988,0.017177605126003196,0.0056466228858220351,1.2287268560246948e-08,0.003454595166708031,0.00018796019347723774,0.0014474430581934256,8.0167464746805974e-05,3.223070436978604e-11,4.0950414477457302e-06,2.5650044135166154e-06,1.6528858481012597e-10,0.00014589240244341435,7.1849375387557123e-13,0.03695172930463507,5.5185423290613287e-11,3.0056327232462925e-06,1.2143278424446917e-09,1.667159781189265e-05,0.00037591115009089884,3.395010699343533e-05,4.9018617660394548e-05,1.1907455594184071e-05,0.0014032010232638134,0.0010263934823560952,0.0086042497173891806,0.00026181507026064841,2.4311997727598679e-09
4.4503241760048526e-07,0.3683707151002031,76.950000000000003,0.0,0.0,0.0,0.39925066266732662,9.4485791204305976,0.12040432691120249,0.077419038468197879,0.046672475764902875,0.017181860553073434,0.053675372500792469,0.017522653714621396,0.014367882594648298,0.10937944124344381,1.6863575115492942e-07,9.2626957805374947e-06,0.0024064038664709099,1.2014526336476624e-05,5.8077179862792466e-06,0.023840343862191769,0.095822095216106837,0.017433243741293531,0.0057566947585522797,1.2173454493505982e-08,0.0034892114419735236,0.00019091197629151669,0.0014881208901201403,7.9424892375875265e-05,3.1740568787814806e-11,4.0872819831745102e-06,2.5601441346087144e-06,1.6353344404586368e-10,0.00014535968674288255,7.1183851521984344e-13,0.037186224379762996,5.5807866458972822e-11,3.0396872349839685e-06,1.2220790558307619e-09,1.6791053225138942e-05,0.00038303091312957117,3.4591987566024896e-05,4.9952659643918941e-05,1.2134682523463692e-05,0.0014468432628307482,0.0010264864141022194,0.0087222186078634249,0.00027108900577032488,2.4486198896672884e-09
4.518415150331195e-07,0.3683714380929793,76.950000000000003,0.0,0.0,0.0,0.39503512424846876,9.4482186523655152,0.12163692054016781,0.078117139305301911,0.046242365108105754,0.017149651078167686,0.054188779938534271,0.017258199380663641,0.014406378970740681,0.11034061501257927,1.6709002907339609e-07,9.3577784903669416e-06,0.002370011507104522,1.1833206552257586e-05,5.8602470719154982e-06,0.024008700195223553,0.096877359661653548,0.01768563785670095,0.0058659310157708313,1.2060786089697215e-08,0.0035224304671158243,0.00019384916658073448,0.0015290173216611334,7.8689794790511405e-05,3.1260552028390027e-11,4.0794562342963564e-06,2.5552423367265374e-06,1.6180675458167078e-10,0.00014482191476147,7.0525026866318259e-13,0.037413051856365738,5.6420166814199567e-11,3.0731889984607357e-06,1.2295788056130324e-09,1.69072046974284e-05,0.00039014646053379292,3.5233462598375634e-05,5.0886132716059768e-05,1.2361759882854493e-05,0.00149082194261326,0.0010265773217317689,0.0088389167561561018,0.00028048950979832511,2.465558194527743e-09
4.5865061246575376e-07,0.36837216545222917,76.950000000000003,0.0,0.0,0.0,0.39088747667083501,9.4478658057455931,0.12285824621467449,0.078806064904008696,0.045816593444766643,0.017117194747039946,0.0546944598715179,0.016999139570602763,0.014442106136832505,0.11128288895977748,1.6556952263212886e-07,9.4519911046443534e-06,0.002334363809537509,1.1655585608125224e-05,5.9120855034931834e-06,0.024172681824432499,0.097915579682259224,0.017934832561129752,0.0059743312361520756,1.1949267822306561e-08,0.0035542864593627881,0.00019677193873722366,0.0015701228054886944,7.7962201179632032e-05,3.0790357389597807e-11,4.0715756183668266e-06,2.5503061713431424e-06,1.6010787330706282e-10,0.00014428005209430093,6.9872927580868343e-13,0.037632442979898477,5.7022537831661623e-11,3.106149572953544e-06,1.236834678413756e-09,1.7020152714842833e-05,0.00039725818501427928,3.5874568408453696e-05,5.1819088448804195e-05,1.2588700550565444e-05,0.0015351257364767854,0.0010266663567087403,0.0089543616780280097,0.00029001518634013871,2.482029341183953e-09
