Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242)
1.2637061824037e-07,0.2003376268038526,76.950000000000003,0.0,0.0,0.0,0.0029634247857035232,9.4826165441561141,0.0070970776546872274,0.030082213010422923,2.1714422854573113e-05,1.3564296506609197e-06,7.2738726580528682e-09,4.5496970726832844e-07,0.14268679961551778,4.5178106905577327e-05,9.8216578274555804e-15,0.00087152726741496049,0.042180827952705724,0.6238260958533749,0.04268467827717505,2.3864719364717454e-13,1.2091943002303481e-10,6.4307279593787258e-06,7.4853532921197901e-10,0.0001173939869763952,7.59478876805865e-08,0.047687309267712225,0.087381778251120173,1.2343141680994416e-05,6.9746181443063674e-06,2.2512315282103609e-11,0.0073412036858018261,3.7781648680549306e-06,1.0666683569404514e-06,0.00013907363690215968,1.1497410124632699e-05,1.8410458319104454e-06,0.016456748596520594,0.0090188928435614452,1.2301927282742771e-10,4.2716049016039662e-11,4.6579135460369354e-07,1.4011434412534331e-07,9.8332440718438025e-10,3.2885318403446751e-05,0.00011177383952100605,0.003236329339620374,1.5306323943290871e-06,0.00070957441655880192,3.3494822916147526e-05,0.00085900023479405622,1.446344381132174e-08,3.0178633172846342e-05,9.214779560765512e-07,0.0023611727687833867,0.00020372313356707654,1.9348669641754582e-08,1.0454540559125175e-05,0.0017313437595950776,6.7955025648469387e-05,3.6713685796000736e-05,1.086964594762384e-10,9.2554501581462101e-10,0.00039342530430778582,8.6923028193242466e-08,4.3465229290470606e-06,1.4730901485190999e-07,4.0825819506667959e-07,2.7135611245963983e-07,6.8050206667766947e-09,1.879739900314895e-14,2.0990470746637675e-08,4.1450437031194977e-05,1.0592449766286184e-09,4.6441289594445363e-09,2.1875056805292396e-10,9.3853341925553124e-10,0.0034615692554169149,1.8828532132234356e-09,0.0098309167963233912,1.8827553463372781e-09,2.4424230188772127e-06,2.7137810593807756e-15,1.5724823953109907e-15,1.7991184253588572e-10,5.4217166836869358e-06,1.9329118966146982e-07,9.5340607551225399e-17,6.9840603160493661e-11,2.2060068331419381e-10,5.6567609363966644e-05,3.4501832058175181e-10,5.8851267133568995e-06,4.9212070492597461e-06,6.9143220616919946e-08,1.2951337203174776e-09,4.8253167253036242e-08,1.5274392819222212e-12,1.1360931833553328e-10,3.0548474168883294e-12,3.7090816441202053e-07,1.0462547154373329e-05,3.5536546635662195e-10,8.2663137657442924e-08,1.1979504316166935e-05,1.6402710383877481e-10,8.7243701059593331e-07
1.2728043531326852e-07,0.20033761893378194,76.950000000000003,0.0,0.0,0.0,0.0029082277903994648,9.482569283179517,0.0070605023052565941,0.029853200006801417,2.0414639118805826e-05,1.275231560849212e-06,7.2184616697309712e-09,4.5223981446032058e-07,0.14206550035663268,4.483394825086348e-05,9.2337173810040876e-15,0.00086047264189352156,0.042339216853983209,0.6245537599815314,0.042686324918625958,2.3682922244955576e-13,1.2137273858365681e-10,6.4549046046948262e-06,7.4003703370209591e-10,0.00011753116200582273,7.1528827346508261e-08,0.047655741472415761,0.087383153285004012,1.2334909820743808e-05,6.9699666167799617e-06,2.2538574910175089e-11,0.0073664932652988237,3.7911614701456355e-06,1.0703378344123123e-06,0.00013888705462774466,1.1536985521667523e-05,1.8474308141700256e-06,0.01647962778565119,0.0090411140866852781,1.2344210883570452e-10,4.2862870587757776e-11,4.6690042103632985e-07,1.4045586652625301e-07,9.8489213912898907e-10,3.3103172295056922e-05,0.00011251541686116778,0.0032301070092176044,1.535939006637062e-06,0.00070773476348325785,3.3302513988063896e-05,0.00085855900219295898,1.4512066995173882e-08,3.0163126400187811e-05,9.2684707905869828e-07,0.0023759141619081117,0.00020362266271663237,1.9461409435972579e-08,1.0449405988932512e-05,0.0017426865318408036,6.8435293583746484e-05,3.7093754112300822e-05,1.0914512690600849e-10,9.3119518021876516e-10,0.00039758258901334412,8.7841101415194833e-08,4.3453525050516113e-06,1.4886488031845166e-07,4.125681758724552e-07,2.7128193235030456e-07,6.8032121437579292e-09,1.8995843101551357e-14,2.0995160053960722e-08,4.1459927409196799e-05,1.0657315997075946e-09,4.641054672588659e-09,2.1900464755344847e-10,9.4446028495911948e-10,0.0034627113782495548,1.8874810274896574e-09,0.0098757987317439413,1.8873843501479052e-09,2.4746761390993986e-06,2.713039198165568e-15,1.5720525287611682e-15,1.7982311486719876e-10,5.4292980514607754e-06,1.9529401432419278e-07,9.6327769370010614e-17,7.0564270391071758e-11,2.2294919012505182e-10,5.7615180640471592e-05,3.4869543735887837e-10,5.9716695915721549e-06,4.9937225700996353e-06,7.0161735446801735e-08,1.3142114428488257e-09,4.89626730035732e-08,1.5557179374525863e-12,1.1483354003538258e-10,3.1114045227889301e-12,3.7737052615788392e-07,1.0519994516810073e-05,3.5731669462965508e-10,8.3888494678652653e-08,1.2135189194224801e-05,1.6304291428418563e-10,8.7853436664811136e-07
1.2819025238616703e-07,0.20033761158748398,76.950000000000003,0.0,0.0,0.0,0.0028549270787815509,9.4825223758423061,0.0070240840680051344,0.029626380396763036,1.9196078213368084e-05,1.1991078060196616e-06,7.1635818343139064e-09,4.4955115510140552e-07,0.1414463311481978,4.4493088600987708e-05,8.682519261641703e-15,0.00084955689451484957,0.042496186913503604,0.62527691347941206,0.042687871812379548,2.350286777954637e-13,1.2182198095365064e-10,6.4788646337150905e-06,7.316414250829839e-10,0.00011766748495278908,6.7385850432110566e-08,0.047624985497637419,0.087384446146797121,1.2326888594697205e-05,6.9654341110216027e-06,2.2564671760128466e-11,0.0073915275676554011,3.804026697681422e-06,1.0739702194830551e-06,0.0001387053881639868,1.157616088405701e-05,1.8537510514172191e-06,0.016501902112364745,0.0090632330145249268,1.2386066472801662e-10,4.3008205972540176e-11,4.6800466138013296e-07,1.4079584329359747e-07,9.8645879570541863e-10,3.3321334373878109e-05,0.00011325804316444884,0.0032240376646777715,1.5411917202435899e-06,0.00070587190810371696,3.3111669539308248e-05,0.00085808112402503125,1.4560176308173622e-08,3.0146331125588075e-05,9.3218920252690802e-07,0.0023905470243008142,0.00020351338989796531,1.9573582294535295e-08,1.044381819914652e-05,0.0017539378581734183,6.891232991472448e-05,3.747513234558265e-05,1.0958904392274062e-10,9.3687338269391535e-10,0.00040173744411318177,8.87586318456786e-08,4.3438810583214377e-06,1.5041982591631894e-07,4.1687559900972064e-07,2.7118896297557621e-07,6.8009325519918484e-09,1.919416943743514e-14,2.0998239965087172e-08,4.1466236204222671e-05,1.0722504398474123e-09,4.6380594462973765e-09,2.1925715045366302e-10,9.5041683516085166e-10,0.003463829096954564,1.8920875480469599e-09,0.009920346983413689,1.8919920208274855e-09,2.5071124195966673e-06,2.7121094290676484e-15,1.5715137802378075e-15,1.7972661400776684e-10,5.4366789907223914e-06,1.9729547257261025e-07,9.7314254287503489e-17,7.1287443904717716e-11,2.253068323563703e-10,5.867230346634996e-05,3.523869212334941e-10,6.0584555342435334e-06,5.0664430698161431e-06,7.1183122783655085e-08,1.3333429677248454e-09,4.96741683812516e-08,1.5842542727337762e-12,1.1606275570169079e-10,3.1684769909086503e-12,3.8389768638465541e-07,1.0576279248075223e-05,3.5922843356343328e-10,8.5117272632410536e-08,1.2290586234209398e-05,1.6207359034424595e-10,8.8464235219271796e-07
1.2910006945906554e-07,0.2003376047522574,76.950000000000003,0.0,0.0,0.0,0.002803441208253688,9.4824758188338869,0.0069878235696355859,0.029401727739685211,1.8053599041487145e-05,1.1277371791449501e-06,7.1092267430099049e-09,4.46902255258186e-07,0.14082930914106803,4.4155488150723985e-05,8.1657376683122089e-15,0.00083877837236746747,0.042651753759945482,0.62599562381163198,0.042689322969127995,2.3324534941921574e-13,1.2226720199884221e-10,6.5026104328652238e-06,7.2334733684019801e-10,0.00011780296862467547,6.3501483556296683e-08,0.047595021259895308,0.08738566196903802,1.2319072797171045e-05,6.9610176854898777e-06,2.2590608266619888e-11,0.0074163094061734953,3.8167620006997795e-06,1.077565921559107e-06,0.00013852850983840588,1.161494062733559e-05,1.8600072691825157e-06,0.016523587542882086,0.0090852502685079065,1.2427498781988472e-10,4.3152071599780088e-11,4.6910409416331935e-07,1.4113428299390964e-07,9.8802412647933471e-10,3.3539798296936908e-05,0.00011400169689188623,0.0032181180742470012,1.5463911404930839e-06,0.00070398688034868889,3.2922285130001479e-05,0.00085756759988463529,1.4607777804674983e-08,3.0128282506622798e-05,9.3750459733222948e-07,0.0024050720292561486,0.00020339555487820148,1.9685193904789089e-08,1.0437789544208889e-05,0.0017650982081713457,6.9386147083873607e-05,3.7857815512330368e-05,1.1002830138123833e-10,9.4257903639059464e-10,0.00040588966265195359,8.9675573838483024e-08,4.34211721596398e-06,1.5197377428843664e-07,4.2118025034166368e-07,2.7107774325167364e-07,6.7981953880352834e-09,1.9392368151316234e-14,2.0999754107199647e-08,4.1469449611747381e-05,1.0788008261586649e-09,4.6351413247083276e-09,2.1950810039732082e-10,9.5640248192900609e-10,0.0034649230343851262,1.8966729072944165e-09,0.0099645644668922683,1.8965784923405822e-09,2.5397309434163139e-06,2.7109971416859971e-15,1.5708692727082113e-15,1.7962255170063434e-10,5.4438647918403756e-06,1.9929546796548168e-07,9.8300014827176143e-17,7.2010088854952805e-11,2.2767358599246176e-10,5.9738946967434131e-05,3.5609273501724185e-10,6.1454758920949762e-06,5.1393612807711858e-06,7.2207280557808852e-08,1.3525263831249958e-09,5.0387582458455173e-08,1.6130474528343962e-12,1.1729695432459721e-10,3.2260631513792791e-12,3.9048983704744845e-07,1.0631412296643656e-05,3.6110105502811341e-10,8.6349349932751553e-08,1.244567813363631e-05,1.6111860063175614e-10,8.9076078959840725e-07
1.3000988653196405e-07,0.20033759841546142,76.950000000000003,0.0,0.0,0.0,0.0027536924861303112,9.4824296088781921,0.0069517213695848463,0.02917921597168411,1.698238729733429e-05,1.0608188919572077e-06,7.0553900784399265e-09,4.4429170761661962e-07,0.14021445023989185,4.3821107662614161e-05,7.6811946484441861e-15,0.00082813543583192342,0.04280593282422511,0.6267099560455045,0.042690682213728862,2.3147903005428597e-13,1.2270844601607166e-10,6.5261443583726177e-06,7.1515361019207683e-10,0.00011793762537269817,5.9859363967701235e-08,0.047565829121698031,0.087386805559445391,1.2311457338111657e-05,6.9567144639814591e-06,2.2616386777791664e-11,0.0074408415583803282,3.8293688107699778e-06,1.0811253448325791e-06,0.00013835629513331006,1.1653329110804146e-05,1.8662001833377785e-06,0.016544699625137667,0.009107166473277948,1.2468512482329825e-10,4.3294483689306306e-11,4.7019873769851576e-07,1.4147119399534966e-07,9.8958789348772351e-10,3.3758557770887336e-05,0.00011474635667146862,0.0032123450359458064,1.5515378646466059e-06,0.00070208068170965509,3.273435597134214e-05,0.00085701940501619169,1.4654877456524845e-08,3.0109014844232559e-05,9.4279353127833316e-07,0.0024194898578943883,0.00020326939158177201,1.9796249890093698e-08,1.0431332077257388e-05,0.0017761680616054901,6.9856757999002748e-05,3.8241798538522709e-05,1.1046298850521803e-10,9.4831155377934467e-10,0.00041003904327894028,9.0591882985685984e-08,4.3400694208918628e-06,1.5352665017626893e-07,4.2548192154226446e-07,2.7094880058044671e-07,6.7950138603056299e-09,1.9590429651256439e-14,2.0999745228851234e-08,4.1469652092435861e-05,1.0853820869555242e-09,4.632298395392478e-09,2.1975752018721363e-10,9.6241663646689136e-10,0.0034659937947182627,1.901237234191908e-09,0.010008454068320077,1.9011438951506031e-09,2.5725307775637183e-06,2.7097076104665766e-15,1.57012206241503e-15,1.7951113452904728e-10,5.4508606066063843e-06,2.0129390670934359e-07,9.9285004816555691e-17,7.2732171352002286e-11,2.3004942646958949e-10,6.0815079989501113e-05,3.5981284066435539e-10,6.2327221447644789e-06,5.2124700434138903e-06,7.3234108219871331e-08,1.3717598057048167e-09,5.1102845366030827e-08,1.64209663530377e-12,1.1853612461115831e-10,3.2841613192930915e-12,3.9714716904661527e-07,1.068540479902507e-05,3.629349372805562e-10,8.758460682759775e-08,1.2600448130149582e-05,1.6017743777734044e-10,8.9688950105061284e-07
1.3091970360486257e-07,0.2003375925645347,76.950000000000003,0.0,0.0,0.0,0.0027056067920192706,9.482383742733429,0.0069157779633298062,0.028958819399922481,1.5977934691519969e-05,9.9807127680702315e-07,7.0020656132537378e-09,4.4171816832776378e-07,0.13960176916260611,4.3489908458372496e-05,7.226850698350645e-15,0.00081762645894508398,0.042958739342061299,0.62741997295914365,0.042691953194711897,2.2972951538790021e-13,1.2314575674059511e-10,6.5494687366579792e-06,7.0705909443223888e-10,0.00011807146711249021,5.6444168943370193e-08,0.047537389885125118,0.08738788142156434,1.2304037241426978e-05,6.9525216346884246e-06,2.2642009559173453e-11,0.0074651267664496701,3.841848541210929e-06,1.0846488883427746e-06,0.00013818862262154807,1.1691330638193025e-05,1.8723305002257442e-06,0.016565253499447784,0.009128982237661112,1.2509112185384372e-10,4.3435458253858314e-11,4.7128861010178162e-07,1.4180658447975734e-07,9.9114987066569911e-10,3.397760655406599e-05,0.00011549200130521335,0.0032067153804960277,1.5566324819907882e-06,0.00070015428598313109,3.2547876946518812e-05,0.00085643749092644125,1.4701481154069433e-08,3.0088561604263244e-05,9.4805626908740453e-07,0.0024338011985897794,0.0002031351282371713,1.9906755809105802e-08,1.0424457557695424e-05,0.0017871479078265292,7.0324176009189387e-05,3.8627076261498962e-05,1.1089319289940789e-10,9.5407034756552505e-10,0.00041418539012044243,9.1507516089421989e-08,4.3377459344254468e-06,1.5507838037197392e-07,4.2978040996379859e-07,2.7080265101227959e-07,6.791400893151975e-09,1.9788344606762827e-14,2.0998255209481087e-08,4.1466926390865819e-05,1.0919935508007009e-09,4.6295287887289605e-09,2.2000543182308868e-10,9.6845871002096492e-10,0.0034670419640916422,1.9057806544591464e-09,0.010052018644798082,1.9056883564211216e-09,2.6055109736175164e-06,2.7082459963314877e-15,1.5692751398202691e-15,1.7939256404605842e-10,5.45767145176765e-06,2.0329069759779237e-07,1.0026917935731445e-16,7.3453658440856461e-11,2.3243432868633586e-10,6.1900671115212177e-05,3.6354719928782271e-10,6.3201859004959922e-06,5.2857623060340318e-06,7.4263506737196415e-08,1.3910413805297123e-09,5.1819888290727761e-08,1.6714009706287597e-12,1.1978025499049396e-10,3.3427697956165306e-12,4.0386987221214527e-07,1.0738268063282163e-05,3.6473046440451319e-10,8.8822925391699355e-08,1.2754879992326841e-05,1.5924961729226485e-10,9.0302830869920035e-07
1.3182952067776108e-07,0.20033758718701133,76.950000000000003,0.0,0.0,0.0,0.0026591134087660959,9.4823382171918755,0.0068799937855360217,0.028740512696987006,1.503601949251137e-05,9.3923057075715754e-07,6.9492472087631044e-09,4.3918035400569366e-07,0.13899127949711051,4.3161852410396299e-05,6.8007959590750767e-15,0.00080724982972272261,0.043110188356510454,0.6281257351444578,0.042693139393271871,2.2799660401619264e-13,1.2357917735340161e-10,6.5725858647223581e-06,6.9906264723852192e-10,0.00011820450534370981,5.3241549659344481e-08,0.047509684785226429,0.087388893774100737,1.2296807643271757e-05,6.9484364492293103e-06,2.2667478797399153e-11,0.0074891677376228184,3.8542025873089159e-06,1.0881369460376599e-06,0.00013802537390235857,1.172894945832464e-05,1.8783989167887338e-06,0.016585263908931339,0.0091506981555779503,1.2549302443782973e-10,4.35750111015603e-11,4.7237372931033531e-07,1.4214046245400882e-07,9.9270984330020382e-10,3.4196938458393111e-05,0.00011623860977571514,0.0032012259739293489,1.5616755739460765e-06,0.00069820863999578225,3.2362842630547971e-05,0.00085582278598245794,1.4747594707164407e-08,3.0066955438505669e-05,9.5329307237245945e-07,0.002448006746420216,0.00020299298752032277,2.0016717155197548e-08,1.0417177458586963e-05,0.0017980382451751101,7.0788414881574381e-05,3.9013643431851223e-05,1.1131900056297067e-10,9.5985483154313786e-10,0.00041832851265443397,9.2422431134152159e-08,4.335154838954537e-06,1.5662889367140983e-07,4.3407551850669408e-07,2.7063979941268536e-07,6.7873691310187701e-09,1.9986103942795615e-14,2.0995325069433982e-08,4.1461353555250548e-05,1.0986345474808049e-09,4.626830677262277e-09,2.2025185653777607e-10,9.7452811472894276e-10,0.0034680681112159847,1.9103032907635579e-09,0.010095261024755888,1.9102120002059663e-09,2.638670568347462e-06,2.7066173483450569e-15,1.5683314305706893e-15,1.7926703690113621e-10,5.4643022124777523e-06,2.0528575195185375e-07,1.0125249479589602e-16,7.4174518079725191e-11,2.3482826701413162e-10,6.2995688680503198e-05,3.6729577117580063e-10,6.4078588957408275e-06,5.3592311244389334e-06,7.5295378589276489e-08,1.410369280988636e-09,5.2538643471895019e-08,1.7009596026757655e-12,1.2102933361901766e-10,3.4018868680742368e-12,4.1065813528841785e-07,1.0790013553282364e-05,3.6648802577572789e-10,9.0064189518475619e-08,1.2908958010419413e-05,1.5833467648611693e-10,9.0917703479781094e-07
1.327393377506596e-07,0.20033758227053633,76.950000000000003,0.0,0.0,0.0,0.0026141448615399345,9.4822930290796155,0.0068443692130567566,0.02852427089533624,1.4152688301315277e-05,8.8404977674510774e-07,6.896928813592203e-09,4.3667703887012663e-07,0.13838299375525928,4.2836901933383585e-05,6.4012419702788334e-15,0.00079700395044352934,0.043260294720472152,0.62882730110527685,0.042694244131776631,2.2628009739992711e-13,1.2400875048844313e-10,6.5954980105297064e-06,6.9116313495079188e-10,0.00011833675116872257,5.0238069252271626e-08,0.047482695483268882,0.087389846569025334,1.2289763790293389e-05,6.944456221657902e-06,2.2692796603748033e-11,0.0075129671446289856,3.8664323265349925e-06,1.0915899068352398e-06,0.00013786643353744653,1.1766189765775089e-05,1.8844061206965178e-06,0.016604745209687084,0.0091723148069045995,1.2589087751939976e-10,4.3713157838390968e-11,4.7345411309906118e-07,1.4247283576071599e-07,9.9426760750931164e-10,3.4416547351126951e-05,0.00011698616125219176,0.0031958737199008829,1.5666677141742433e-06,0.00069624466431271524,3.2179247309096458e-05,0.00085517619599556551,1.4793223846187303e-08,3.0044228205239128e-05,9.5850419961563191e-07,0.0024621072026375992,0.000202843186694586,2.0126139356000419e-08,1.0409502973878392e-05,0.0018088395804142336,7.1249488778994243e-05,3.9401494715339465e-05,1.117404959041259e-10,9.6566442139006419e-10,0.00042246822558748647,9.3336587259436578e-08,4.3323040406503064e-06,1.5817812082799174e-07,4.3836705549174708e-07,2.704607396320269e-07,6.7829309426880069e-09,2.0183698833884601e-14,2.099099498042859e-08,4.1453012958052381e-05,1.1053044089148336e-09,4.6242022750446356e-09,2.2049681483160716e-10,9.8062426441023361e-10,0.0034690727879641077,1.9148052628975751e-09,0.010138184008308633,1.9147149476286608e-09,2.6720085843336617e-06,2.7048266054111808e-15,1.5672937964813222e-15,1.7913474496380795e-10,5.4707576456668536e-06,2.0727898356144203e-07,1.0223490869467811e-16,7.4894719118885425e-11,2.3723121530792631e-10,6.4100100790439701e-05,3.7105851580825116e-10,6.4957329946742496e-06,5.4328696615586098e-06,7.6329627762127972e-08,1.4297417086889037e-09,5.3259044197483033e-08,1.730771669118255e-12,1.2228334838573982e-10,3.4615108120041447e-12,4.1751214591931359e-07,1.0840652873658813e-05,3.6820801555112838e-10,9.1308284910828938e-08,1.3062666987043593e-05,1.5743217343665544e-10,9.153355018352652e-07
1.336491548235581e-07,0.20033757780287886,76.950000000000003,0.0,0.0,0.0,0.0025706367646625458,9.4822481752562915,0.0068089045677895907,0.028310069381819507,1.3324238981879829e-05,8.3229759696812766e-07,6.8451044623454544e-09,4.3420705202666197e-07,0.13777692342429784,4.2515019976059031e-05,6.0265139470781107e-15,0.00078688723789744057,0.043409073099165703,0.62952472735084952,0.042695270581816748,2.2457979982079031e-13,1.2443451823978158e-10,6.6182074133850105e-06,6.83359432819866e-10,0.00011846821531040157,4.7421144808534914e-08,0.047456404059856794,0.087390743508526908,1.2282901037845302e-05,6.9405783274536911e-06,2.2717965017518947e-11,0.0075365276261048636,3.8785391187619417e-06,1.0950081546848145e-06,0.00013771168898740204,1.1803055701534487e-05,1.8903527904732763e-06,0.016623711380730846,0.0091938327582854404,1.2628472546763178e-10,4.3849913870648725e-11,4.7452977909586316e-07,1.4280371208830252e-07,9.9582296974589567e-10,3.4636427156478549e-05,0.00011773463509605098,0.0031906555617298698,1.5716094686851234e-06,0.00069426325392910092,3.1997084996343797e-05,0.0008544986047913139,1.483837422305122e-08,3.0020410989284676e-05,9.6368990615199688e-07,0.0024761032741582537,0.00020268593774744079,2.0235027773065376e-08,1.0401445025449269e-05,0.0018195524281830989,7.1707412238425656e-05,3.9790624694826084e-05,1.1215776175585352e-10,9.7149853540710975e-10,0.0004266043487339661,9.4249944733210985e-08,4.329201272219049e-06,1.5972599450740353e-07,4.4265483453470535e-07,2.7026595467784467e-07,6.7780984255868804e-09,2.0381120698354611e-14,2.0985304276422234e-08,4.1441982317383399e-05,1.112002469998523e-09,4.6216418369659752e-09,2.2074032650521105e-10,9.867465753010477e-10,0.0034700565299376389,1.9192866879459123e-09,0.010180790367603674,1.9191973170517767e-09,2.7055240305860192e-06,2.7028785979967442e-15,1.5661650365340943e-15,1.789958754443682e-10,5.4770423833326124e-06,2.0927030862791098e-07,1.0321637980367289e-16,7.5614231279923649e-11,2.3964314691698084e-10,6.5213875334550774e-05,3.7483539187376851e-10,6.5838001886326826e-06,5.506671186983742e-06,7.7366159741734603e-08,1.4491568933333631e-09,5.3981024799394517e-08,1.7608363018502171e-12,1.235422869176351e-10,3.5216398911844287e-12,4.2443209063368632e-07,1.0890197755456754e-05,3.698908321812995e-10,9.2555099071002218e-08,1.321599222783822e-05,1.5654168600927369e-10,9.2150353265937543e-07
1.345589718964566e-07,0.20033757377194464,76.950000000000003,0.0,0.0,0.0,0.0025285276758016365,9.4822036526148654,0.006773600119397467,0.028097883892267594,1.2547204674472515e-05,7.8375743394455363e-07,6.7937682742929149e-09,4.3176927487789933e-07,0.13717307901586814,4.2196170013008758e-05,5.6750435469125603e-15,0.00077689812360098008,0.043556537972578406,0.63021806848493112,0.04269622177182298,2.228955183382604e-13,1.2485652216865336e-10,6.6407162843080727e-06,6.7565042522964547e-10,0.00011859890812908791,4.4778993033712177e-08,0.047430793007949903,0.087391588060886621,1.2276214848174091e-05,6.9368002024975081e-06,2.2742986009245296e-11,0.0075598517870130982,3.8905243064806846e-06,1.0983920686280755e-06,0.00013756103054856497,1.18395513536656e-05,1.8962395956236057e-06,0.016642176033696811,0.0092152525638999234,1.266746120836189e-10,4.3985294407410239e-11,4.7560074479593282e-07,1.4313309898049016e-07,9.9737574632448397e-10,3.48565718570936e-05,0.00011848401086600192,0.0031855684841880201,1.5765013959425388e-06,0.00069226527894529835,3.181634945193639e-05,0.00085379087476570084,1.4883051412218781e-08,2.9995534121574667e-05,9.6885044415852663e-07,0.0024899956730727807,0.0002025214475238899,2.0343387701630798e-08,1.0393014269993982e-05,0.0018301773104717246,7.216220015021585e-05,4.0181027872226933e-05,1.1257087939256975e-10,9.7735659520320587e-10,0.00043073670689750687,9.5162464925567822e-08,4.3258540956900612e-06,1.6127244924316432e-07,4.4693867442321791e-07,2.7005591688930824e-07,6.7728834101487705e-09,2.057836119265989e-14,2.0978291464823952e-08,4.1428337719098045e-05,1.1187280693872329e-09,4.6191476580740279e-09,2.2098241069076432e-10,9.928944667364738e-10,0.0034710198570123323,1.9237476804433656e-09,0.010223082847157595,1.9236592242367366e-09,2.7392159031627334e-06,2.7007780498762739e-15,1.5649478878887555e-15,1.7885061101168928e-10,5.4831609357530611e-06,2.1125964570769718e-07,1.041968680327663e-16,7.6333025135372894e-11,2.420640346957647e-10,6.633698000165514e-05,3.7862635728657083e-10,6.6720525954767831e-06,5.5806290764408811e-06,7.8404881506610483e-08,1.4686130925810759e-09,5.4704520648227497e-08,1.7911526273859068e-12,1.2480613658506482e-10,3.5822723586330167e-12,4.3141815483120043e-07,1.0938660042441776e-05,3.7153687794543504e-10,9.3804521289546045e-08,1.3368919532102757e-05,1.556628109236478e-10,9.2768095059350684e-07
1.3546878896935512e-07,0.20033757016578643,76.950000000000003,0.0,0.0,0.0,0.0024877589571687588,9.482159458081334,0.0067384560879006324,0.02788769050615518,1.1818338823805632e-05,7.3822645498739077e-07,6.742914452073188e-09,4.2936263865903538e-07,0.13657147011269838,4.188031603662421e-05,5.3453620955704547e-15,0.00076703505398211598,0.04370270363788549,0.63090737729067647,0.042697100594274916,2.2122706274705185e-13,1.2527480331045173e-10,6.6630268064029865e-06,6.6803500589440329e-10,0.00011872883963875248,4.2300579370512524e-08,0.047405845225800616,0.087392383475342256,1.2269700788585926e-05,6.9331193420354287e-06,2.2767861483758654e-11,0.0075829421990594196,3.9023892150159764e-06,1.1017420228600033e-06,0.00013741435129042411,1.1875680757960344e-05,1.9020671967575265e-06,0.016660152422306611,0.0092365747661860079,1.2706058060752691e-10,4.4119314462981186e-11,4.7666702757499763e-07,1.4346100384522869e-07,9.9892576297020614e-10,3.5076975495407848e-05,0.00011923426832273268,0.0031806095150547688,1.5813440469693649e-06,0.00069025158522567263,3.1637034197082742e-05,0.00085305384742782582,1.4927260911715274e-08,2.9969627198245031e-05,9.7398606264779424e-07,0.002503785116174767,0.00020234991785662322,2.0451224370490124e-08,1.0384221105736563e-05,0.0018407147561156755,7.2613867738074718e-05,4.0572698670475726e-05,1.1297992854767241e-10,9.8323802632909023e-10,0.00043486512975475484,9.6074110283040499e-08,4.3222699052304502e-06,1.6281742139304776e-07,4.5121839899614733e-07,2.6983108811334307e-07,6.7672974642164008e-09,2.0775412205827331e-14,2.0969994238010402e-08,4.1412153639487657e-05,1.1254805502200244e-09,4.6167180728865006e-09,2.2122308588176872e-10,9.9906736178179788e-10,0.0034719632738629187,1.9281883525236296e-09,0.010265064164184257,1.9281007824945817e-09,2.7730831857868107e-06,2.6985295798933545e-15,1.563645026903516e-15,1.7869912990817175e-10,5.4891176946227002e-06,2.1324691565705289e-07,1.0517633442449336e-16,7.7051072088743445e-11,2.4449385101494067e-10,6.7469382294193346e-05,3.8243136920362834e-10,6.7604824588853303e-06,5.6547368112091045e-06,7.9445701519541697e-08,1.4881085918926108e-09,5.5429468147451227e-08,1.8217197672462443e-12,1.2607488450724575e-10,3.6434064573804335e-12,4.3847052276853557e-07,1.0986051678046915e-05,3.731465585079897e-10,9.5056442633459733e-08,1.352143518342911e-05,1.5479516286526159e-10,9.3386757954620897e-07
