Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990)
2.713109451188015e-09,0.30224132999137676,76.950000000000003,0.0,0.0,0.0,7.9971561795104331e-05,9.4999844088657319,0.0015480091520411142,0.0092615674845029795,0.00071894143365455645,8.4531906222393206e-06,8.4909432913738076e-10,7.3342866701087967e-06,0.17835903965127917,4.8285355184705851e-06,3.8761969985099941e-14,4.9593581761780063e-07,6.7166719318857961e-06,0.78976646076025359,0.00015137763527826956,1.7287638120892786e-14,3.3227872538584653e-14,4.2555579303340091e-09,0.0,0.00034296761159648332,1.1043278954315379e-05,0.0092561963883862255,0.0092724802518418074,1.0060635850333639e-06,5.1575062134830357e-07,1.2302963007997999e-08,0.0007309684407506953,1.580559090023e-07,4.0487172768793267e-08,2.8581902024669236e-07,9.2264295072587213e-08,8.1205367969115943e-07,7.0952056043500489e-06,0.0097260980819770474,5.444364669933266e-13,2.1608887239063995e-13,1.6072052871609026e-06,5.1856070547956165e-07
2.7383554838175057e-09,0.3022413942567074,76.950000000000003,0.0,0.0,0.0,7.9617269947541785e-05,9.4999846178175726,0.0015472875759900107,0.0092546507346418557,0.00070093406472323736,8.2414616575412133e-06,8.4846004437832743e-10,7.3133713434815485e-06,0.17782769295360357,4.8249285370264027e-06,3.7791090214210504e-14,4.9661626387524556e-07,6.7789463490968742e-06,0.7902895827112898,0.00015138100739422639,1.7274724021021865e-14,3.3535353292903012e-14,4.2956234686641005e-09,0.0,0.00034319657018549245,1.076667887337558e-05,0.0092744779935625948,0.0092909705168769275,1.0080505551753403e-06,5.1676935275501941e-07,1.2311112416336421e-08,0.00073774969106751528,1.5952220730672167e-07,4.0862849784915993e-08,2.870015841301501e-07,9.3120896271404018e-08,8.1976123975170444e-07,7.1968501190684501e-06,0.0097352564065935291,5.4949103094235889e-13,2.1809504641476435e-13,1.6087220691409819e-06,5.1904934739225121e-07
2.7636015164469962e-09,0.30224145690443965,76.950000000000003,0.0,0.0,0.0,7.9280712813117031e-05,9.4999848215601013,0.0015465662718777014,0.0092477393206854778,0.00068337772868154055,8.0350359659510783e-06,8.4782625312578195e-10,7.2925398999143662e-06,0.17729795278907456,4.8213243620247452e-06,3.6844528517078119e-14,4.9727804390400244e-07,6.8411825036915232e-06,0.79081109775902936,0.0001513843665499433,1.7261819969075947e-14,3.3842645307057911e-14,4.3356639999619219e-09,0.0,0.00034342482362130278,1.0497006831155292e-05,0.009292297053823291,0.0093089976561316658,1.009987252036336e-06,5.1776230877209944e-07,1.2319236791502961e-08,0.00074452578824500074,1.6098739154810634e-07,4.1238241369366858e-08,2.881565934536226e-07,9.3976846641798352e-08,8.2746294166991894e-07,7.2982697803271946e-06,0.0097443974736168056,5.5454175519356907e-13,2.2009969644946035e-13,1.6102359876452446e-06,5.1953706799493756e-07
2.7888475490764867e-09,0.30224151797515375,76.950000000000003,0.0,0.0,0.0,7.895986205438751e-05,9.4999850202237042,0.0015458452430660618,0.0092408332354047204,0.00066626112837956991,7.8337807113461191e-06,8.4719295460545426e-10,7.2717896574874485e-06,0.17676981478496509,4.8177229890618553e-06,3.5921675775792769e-14,4.97921694901034e-07,6.9033807916513388e-06,0.79133101223637814,0.00015138771324091566,1.7248925949288225e-14,3.4149750525930397e-14,4.3756797898405299e-09,0.0,0.00034365237490331961,1.0234089298934474e-05,0.0093096651917652668,0.0093265732695762219,1.0118749388946181e-06,5.1873013708912497e-07,1.2327336232175635e-08,0.00075129673624783585,1.6245146258590363e-07,4.161334774234723e-08,2.892846225054839e-07,9.4832146685887508e-08,8.3515879008342986e-07,7.3994517449796321e-06,0.0097535213528893838,5.5958864271734525e-13,2.2210282367368508e-13,1.6117470545721752e-06,5.2002387104613501e-07
2.8140935817059773e-09,0.3022415775084131,76.950000000000003,0.0,0.0,0.0,7.8652929857202214e-05,9.4999852139355099,0.001545124492516895,0.0092339324716564398,0.00064957324963581199,7.637566385027088e-06,8.46560148053815e-10,7.2511182305653007e-06,0.17624327452285002,4.814124413795179e-06,3.5021938130291741e-14,4.9854773743538459e-07,6.9655415983192179e-06,0.79184933228381649,0.00015139104790929888,1.7236041946111041e-14,3.4456670843108572e-14,4.4156710967864156e-09,0.0,0.00034387922691967983,9.9777570945146877e-06,0.0093265937386628663,0.0093437086666312182,1.0137148473623307e-06,5.1967346916028794e-07,1.2335410834032246e-08,0.0007580625390354416,1.6391442127818186e-07,4.1988169123704519e-08,2.9038623705555102e-07,9.5686796904981306e-08,8.4284878961008645e-07,7.5003835888569936e-06,0.0097626281119754556,5.6463169647847136e-13,2.241044292641716e-13,1.6132552814044991e-06,5.2050976017908582e-07
2.8393396143354678e-09,0.30224163554278966,76.950000000000003,0.0,0.0,0.0,7.8358340291557246e-05,9.4999854028194708,0.0015444040228395045,0.0092270370223815831,0.00063330335414583027,7.4462667223230147e-06,8.4592783271784702e-10,7.2305234945841668e-06,0.17571832754576167,4.8105286319419601e-06,3.4144736595951944e-14,4.9915667601494027e-07,7.0276652986760379e-06,0.79236606387060449,0.0001513943709502134,1.7223167944210796e-14,3.4763408102101453e-14,4.4556381723449094e-09,0.0,0.00034410538245975255,9.7278452732919279e-06,0.0093430937417647106,0.0093604148734488368,1.0155081781787403e-06,5.2059292061109148e-07,1.2343460690081002e-08,0.00076482320056200774,1.6537626848164658e-07,4.236270573293685e-08,2.9146199427678625e-07,9.6540797799592414e-08,8.5053294484944627e-07,7.6010532983906945e-06,0.0097717178164138246,5.6967091943622766e-13,2.2610451439546857e-13,1.6147606792556455e-06,5.2099473891569528e-07
2.8645856469649583e-09,0.302241692115889,76.950000000000003,0.0,0.0,0.0,7.8074704179835439e-05,9.4999855869964218,0.0015436838363324359,0.0092201468806032607,0.00061744097257234538,7.2597586213293942e-06,8.4529600785479515e-10,7.2100035551517001e-06,0.17519496936446416,4.8069356392778106e-06,3.328950669096517e-14,4.997489996313606e-07,7.0897522576099884e-06,0.79288121281339197,0.00015139768271727548,1.7210303928462899e-14,3.5069964097535295e-14,4.4955812613006138e-09,0.0,0.00034433084422511251,9.4841930221157971e-06,0.0093591759714041819,0.0093767026400077402,1.0172561019832133e-06,5.2148909163465905e-07,1.2351485890950725e-08,0.00077157872477653401,1.66837005051659e-07,4.2736957789197879e-08,2.9251244268397374e-07,9.7394149869447599e-08,8.5821126038411565e-07,7.7014492622828216e-06,0.0097807905299398673,5.7470631454449096e-13,2.2810308023997967e-13,1.6162632589105261e-06,5.2147881067876488e-07
2.889831679594449e-09,0.3022417472643746,76.950000000000003,0.0,0.0,0.0,7.7800796977419844e-05,9.4999857665841922,0.0015429639350202199,0.0092132620394248781,0.00060197589780997755,7.0779220637009576e-06,8.446646727319269e-10,7.1895567208502071e-06,0.17467319546296997,4.8033454316353556e-06,3.2455698073134631e-14,5.003251822843195e-07,7.1518028301788165e-06,0.79339478479260561,0.00015140098352746311,1.7197449883946867e-14,3.5376340576331547e-14,4.5355006018531092e-09,0.0,0.00034455561483919884,9.2466435558318256e-06,0.0093748509279305489,0.0093925824470286381,1.0189597600686904e-06,5.2236256737804575e-07,1.2359486525146335e-08,0.00077832911562287924,1.6829663184225783e-07,4.3110925511302287e-08,2.9353812208706009e-07,9.8246853613499838e-08,8.6588374078096304e-07,7.8015602632310083e-06,0.0097898463146809979,5.7973788475184327e-13,2.3010012796800746e-13,1.617763030861436e-06,5.2196197880276031e-07
2.9150777122239394e-09,0.3022418010239908,76.950000000000003,0.0,0.0,0.0,7.7535539235863382e-05,9.4999859416976484,0.0015422443206858252,0.0092063824920283113,0.00058689817841746004,6.900640037414221e-06,8.4403382662629489e-10,7.1691814792151033e-06,0.17415300130340794,4.7997580049028752e-06,3.1642774185703843e-14,5.0088568348619044e-07,7.2138173618652976e-06,0.79390678536692771,0.00015140427366541192,1.7184605795941478e-14,3.5682539238865034e-14,4.575396425788097e-09,0.0,0.00034477969685584964,9.0150440163962908e-06,0.0093901288484679341,0.0094080645127179157,1.0206202651164428e-06,5.2321391831895101e-07,1.236746267927465e-08,0.0007850743770398159,1.6975514970618019e-07,4.34846091177312e-08,2.9453956355818046e-07,9.9098909529941022e-08,8.7355039059221761e-07,7.9013754697127055e-06,0.0097988852313293188,5.847656330016801e-13,2.3209565874779576e-13,1.6192600053397711e-06,5.2244424654332596e-07
2.94032374485343e-09,0.30224185342958665,76.950000000000003,0.0,0.0,0.0,7.7277979353185502e-05,9.4999861124487879,0.0015415249948993119,0.009199508231672043,0.00057219811221304615,6.7277984614496098e-06,8.4340346882450072e-10,7.1488764755253042e-06,0.17363438233031595,4.7961733550229664e-06,3.0850211911987731e-14,5.0143094874800125e-07,7.2757961888261197e-06,0.79441721998608417,0.00015140755338720807,1.7171771649919986e-14,3.5988561740101949e-14,4.6152689586441267e-09,0.0,0.00034500309276683878,8.7892453744979759e-06,0.0094050197135066432,0.0094231587993436876,1.0222387019126001e-06,5.2404370063308598e-07,1.2375414438243761e-08,0.00079181451296108914,1.7121255949488411e-07,4.38580088266379e-08,2.9551728941210646e-07,9.9950318116214727e-08,8.8121121435646847e-07,8.0008844278350604e-06,0.0098079073392941269,5.8978956223231751e-13,2.3408967374557225e-13,1.6207541923440384e-06,5.2292561708568826e-07
2.9655697774829204e-09,0.3022419045151379,76.950000000000003,0.0,0.0,0.0,7.7027278381863561e-05,9.4999862789468068,0.0015408059590430671,0.0091926392516894443,0.00055786624003041608,6.5592861123613905e-06,8.4277359862246995e-10,7.1286404941234834e-06,0.17311733397441703,4.7925914779912606e-06,3.0077501238660229e-14,5.0196141004728393e-07,7.3377396381342844e-06,0.79492609400211356,0.00015141082292372679,1.7158947431545525e-14,3.6294409690717096e-14,4.6551184198749811e-09,0.0,0.00034522580500851748,8.5691023336453711e-06,0.0094195332533295456,0.0094378750196470618,1.023816128046744e-06,5.2485245655234696e-07,1.2383341885438751e-08,0.00079854952731548063,1.7266886205857127e-07,4.4231124855853671e-08,2.9647181319937792e-07,1.0080107986902958e-07,8.888662165995669e-07,8.1000770532570061e-06,0.0098169126968362785,5.9480967537710296e-13,2.3608217412559278e-13,1.6222456016645372e-06,5.2340609355205808e-07
2.990815810112411e-09,0.30224195431376866,76.950000000000003,0.0,0.0,0.0,7.6782696661647666e-05,9.4999864412981623,0.0015400872143340144,0.0091857755454869683,0.00054389333963169239,6.3949945526955287e-06,8.4214421532522561e-10,7.1084724419799079e-06,0.17260185165593625,4.7890123698551353e-06,2.9324144927515497e-14,5.0247748627849874e-07,7.3996480280152064e-06,0.79543341267928691,0.00015141408248357016,1.7146133126666497e-14,3.6600084658189606e-14,4.6949450230078185e-09,0.0,0.0003454478359676583,8.3544732366672486e-06,0.0094336789542769847,0.0094522226430920949,1.0253535745929454e-06,5.2564071471398629e-07,1.2391245102876377e-08,0.00080527942402687557,1.7412405824621017e-07,4.4603957422893729e-08,2.9740363971087205e-07,1.0165119528437287e-07,8.9651540183544795e-07,8.1989436231891898e-06,0.0098259013611864624,5.9982597536452581e-13,2.3807316105018495e-13,1.6237342429050815e-06,5.2388567900814815e-07
3.0160618427419014e-09,0.30224200285777336,76.950000000000003,0.0,0.0,0.0,7.6543582043288636e-05,9.4999865996066593,0.0015393687618431753,0.009178917106542445,0.00053027041977317835,6.2348180612038726e-06,8.4151531824666904e-10,7.0883713342122344e-06,0.17208793078751808,4.7854360267124716e-06,2.8589658195466214e-14,5.0297958368679119e-07,7.4615216680766496e-06,0.79593918120285312,0.0001514173322556543,1.7133328721312108e-14,3.6905588167876931e-14,4.7347489757972082e-09,0.0,0.00034566918798660816,8.1452199745592681e-06,0.0094474660648547204,0.009466210901958939,1.0268520467737343e-06,5.2640899050103317e-07,1.2399124171341435e-08,0.0008120042070143312,1.7557814890555977e-07,4.4976506744963334e-08,2.9831326499271151e-07,1.0250066485752424e-07,9.0415877456687565e-07,8.2974747684762135e-06,0.009834873388649459,6.0483846511832734e-13,2.4006263567979173e-13,1.6252201255021474e-06,5.2436437646891782e-07
3.041307875371392e-09,0.30224205017863703,76.950000000000003,0.0,0.0,0.0,7.6309359501218553e-05,9.4999867539734879,0.0015386506025129255,0.0091720639284034195,0.00051698871441949938,6.0786535648038e-06,8.4088690670936547e-10,7.0683362813130002e-06,0.17157556677679481,4.7818624447104316e-06,2.7873568402545591e-14,5.0346809628581128e-07,7.5233608595327349e-06,0.79644340468675678,0.00015142057241149162,1.7120534201688026e-14,3.7210921704066781e-14,4.7745304803751555e-09,0.0,0.00034588986336783393,7.9412078976101166e-06,0.0094609036016893387,0.009479848797284595,1.0283125246074849e-06,5.2715778637421172e-07,1.2406979170507089e-08,0.00081872388019214881,1.7703113488319247e-07,4.534877303896355e-08,2.9920117637084268e-07,1.0334948908306912e-07,9.1179633928611837e-07,8.3956614657650912e-06,0.0098438288346961219,6.0984714755760691e-13,2.4205059917301367e-13,1.6267032587417683e-06,5.2484218890364109e-07
3.0665539080008825e-09,0.3022420963070555,76.950000000000003,0.0,0.0,0.0,7.6079521973856297e-05,9.4999869044973231,0.0015379327371722155,0.0091652160046854798,0.0005040396771024381,5.9264005722397684e-06,8.4025898004433632e-10,7.0483664778864305e-06,0.17106475502864615,4.7782916200442737e-06,2.71754147477135e-14,5.0394340626023972e-07,7.5851658954221361e-06,0.79694608818045121,0.00015142380310720317,1.7107749554172111e-14,3.7516086711007312e-14,4.814289733397264e-09,0.0,0.0003461098643779344,7.7423057287503975e-06,0.0094740003553349106,0.0094931451046551471,1.0297359635396311e-06,5.2788759219556821e-07,1.2414810179041119e-08,0.00082543844746994516,1.7848301702451817e-07,4.5720756521497557e-08,3.0006785248472482e-07,1.0419766845491283e-07,9.1942810047556613e-07,8.4934950297638388e-06,0.0098527677540445821,6.1485202559693381e-13,2.440370526866535e-13,1.6281836517744422e-06,5.253191192403785e-07
3.091799940630373e-09,0.30224214127295546,76.950000000000003,0.0,0.0,0.0,7.5853622294031999e-05,9.4999870512743509,0.0015372151665499763,0.0091583733290706328,0.00049141497542110502,5.7779611094071372e-06,8.3963153759084914e-10,7.0284611927255239e-06,0.17055549094718533,4.7747235489561635e-06,2.6494747972284915e-14,5.0440588435361841e-07,7.6469370608206222e-06,0.7974472366749028,0.00015142702448529187,1.709497476531016e-14,3.7821084593914724e-14,4.8540269261850908e-09,0.0,0.00034632919325117655,7.5483854790724628e-06,0.0094867648959343839,0.0095061083798528376,1.031123295058083e-06,5.2859888554399853e-07,1.2422617274699533e-08,0.00083214791275272604,1.7993379617380677e-07,4.6092457408876307e-08,3.00913763329427e-07,1.0504520346629379e-07,9.2705406260829004e-07,8.5909671055937506e-06,0.0098616902007318177,6.1985310214644918e-13,2.4602199737575632e-13,1.6296613136282761e-06,5.2579517036992339e-07
3.1170459732598635e-09,0.30224218510551365,76.950000000000003,0.0,0.0,0.0,7.563126608160504e-05,9.4999871943983685,0.001536497891286929,0.0091515358953057502,0.00047910648567999923,5.6332396562978578e-06,8.3900457869622235e-10,7.0086197600721162e-06,0.1700477699375029,4.7711582277340611e-06,2.5831130070795322e-14,5.0485589024206e-07,7.7086746330480863e-06,0.79794685510788821,0.00015143023667620425,1.7082209821811923e-14,3.8125916719959188e-14,4.893742244864802e-09,0.0,0.00034654785219261216,7.3593223654684216e-06,0.0094992055787391678,0.0095187469643615748,1.0324754272932286e-06,5.292921320228719e-07,1.2430400534409173e-08,0.00083885227994095969,1.8138347317421223e-07,4.6463875917124713e-08,3.0173937030535653e-07,1.0589209460979734e-07,9.3467423014855204e-07,8.6880696612386073e-06,0.0098705962281767246,6.2485038011197439e-13,2.4800543439365262e-13,1.6311362532205674e-06,5.2627034514927499e-07
3.142292005889354e-09,0.30224222783317567,76.950000000000003,0.0,0.0,0.0,7.5412105480341532e-05,9.4999873339608101,0.0015357809119459936,0.0091447036972009919,0.0004671062876614228,5.4921430855262961e-06,8.3837810271562316e-10,6.9888415719149396e-06,0.16954158740719885,4.7675956527105698e-06,2.5184134009111927e-14,5.0529377289442118e-07,7.7703788818702308e-06,0.79844494836866398,0.00015143343979970712,1.7069454710547011e-14,3.8430584419228594e-14,4.9334358705022631e-09,0.0,0.00034676584338082711,7.1749947303319082e-06,0.0095113305494906077,0.0095310689907345137,1.0337932456029184e-06,5.2996778555995626e-07,1.2438160034340519e-08,0.00084555155293064956,1.8283204886779435e-07,4.6835012261987283e-08,3.0254512627495888e-07,1.0673834237736876e-07,9.4228860755227176e-07,8.7847949800933762e-06,0.0098794858892357895,6.298438623951098e-13,2.4998736489199764e-13,1.6326084793680237e-06,5.2674464640470507e-07
3.1675380385188446e-09,0.3022422694836742,76.950000000000003,0.0,0.0,0.0,7.5195833636496098e-05,9.4999874700508364,0.0015350642290214639,0.0091378767286283136,0.00045540665952879036,5.3545806023946031e-06,8.377521090118819e-10,6.9691260711996018e-06,0.16903693876772824,4.7640358202618809e-06,2.4553343449604354e-14,5.057198709194863e-07,7.8320500696950049e-06,0.79894152130209128,0.00015143663396610205,1.7056709418541072e-14,3.8735088985670614e-14,4.9731079792345917e-09,0.0,0.00034698316897036671,6.9952839632705026e-06,0.0095231477496668833,0.0095430823878272109,1.0350776131428215e-06,5.3062628869984257e-07,1.2445895849972015e-08,0.00085224573561340749,1.8427952409554195e-07,4.7205866658934018e-08,3.0333147562585582e-07,1.0758394726032677e-07,9.4989719926744854e-07,8.8811356536148553e-06,0.0098883592362521752,6.3483355189333924e-13,2.5196779002081279e-13,1.6340780007957724e-06,5.2721807693446341e-07
3.192784071148335e-09,0.3022423100840468,76.950000000000003,0.0,0.0,0.0,7.4982179831993177e-05,9.4999876027553629,0.0015343478429470942,0.0091310549835199734,0.00044400007285756395,5.2204636864591114e-06,8.3712659695530102e-10,6.949472745843355e-06,0.16853381943558221,4.7604787268066935e-06,2.3938352483198285e-14,5.0613451290067846e-07,7.8936884517639899e-06,0.79943657871227436,0.00015143981927729584,1.704397393297194e-14,3.9039431678012864e-14,5.0127587423983508e-09,0.0,0.00034719983109387641,6.8200744247785788e-06,0.0095346649215986273,0.0095547948858997738,1.0363293714225054e-06,5.3126807288904876e-07,1.2453608056146783e-08,0.0008589348318765273,1.8572589969739485e-07,4.7576439323166038e-08,3.0409885433991019e-07,1.0842890974937616e-07,9.5750000973455065e-07,8.9770845740762822e-06,0.0098972163210990782,6.3981945150012585e-13,2.5394671092852371e-13,1.6355448261453198e-06,5.2769063951116487e-07
3.2180301037778256e-09,0.30224234966065366,76.950000000000003,0.0,0.0,0.0,7.4770905196073226e-05,9.4999877321591359,0.0015336317541032292,0.0091242384558670835,0.00043287918779066523,5.0897060345607022e-06,8.3650156592347188e-10,6.9298811234610982e-06,0.16803222483332411,4.7569243688051612e-06,2.3338765368142114e-14,5.0653801771879299e-07,7.9552942763388156e-06,0.79993012536577301,0.0001514429958277446,1.7031248241165893e-14,3.9343613720661979e-14,5.0523883266543832e-09,0.0,0.00034741583186398943,6.6492533718222136e-06,0.0095458896134565756,0.0095662140215911715,1.0375493408476037e-06,5.3189355875399397e-07,1.2461296727122743e-08,0.00086561884560305456,1.8717117651226515e-07,4.7946730469621039e-08,3.0484769006768213e-07,1.0927323033462053e-07,9.6509704338686965e-07,9.072634927427785e-06,0.0099060571952179488,6.448015641050081e-13,2.5592412876199803e-13,1.6370089639815672e-06,5.2816233688389608e-07
3.243276136407316e-09,0.30224238823919397,76.950000000000003,0.0,0.0,0.0,7.4561798926867377e-05,9.4999878583447774,0.0015329159628230814,0.009117427139718217,0.00042203684831526274,4.9622235052827198e-06,8.3587701530110062e-10,6.9103507667182868e-06,0.16753215039049699,4.7533727427579078e-06,2.2754196275319656e-14,5.0693069486322285e-07,8.0168677848827679e-06,0.80042216599443883,0.00015144616370528624,1.7018532330594079e-14,3.9647636304581527e-14,5.0919968941094426e-09,0.0,0.00034763117337499285,6.4827108852884937e-06,0.0095568291841143706,0.0095773471427689372,1.0387383212484139e-06,5.3250315637201242e-07,1.2468961936616793e-08,0.00087229778067185806,1.8861535537805872e-07,4.8316740312978844e-08,3.0557840220776272e-07,1.101169095055747e-07,9.7268830465084439e-07,9.1677801862642485e-06,0.009914881909652255,6.4977989259369473e-13,2.5790004466658369e-13,1.6384704227990021e-06,5.2863317178007357e-07
3.2685221690368066e-09,0.3022424258447231,76.950000000000003,0.0,0.0,0.0,7.4354674961580456e-05,9.4999879813928487,0.0015322004693982705,0.0091106210291780031,0.00041146607765787539,4.8379340648003841e-06,8.3525294447982972e-10,6.8908812692354473e-06,0.16703359154441894,4.7498238452050131e-06,2.2184269039943415e-14,5.0731284473213303e-07,8.0784092122376762e-06,0.80091270529791603,0.00015144932299187501,1.7005826188868928e-14,3.9951500588148814e-14,5.1315846024346639e-09,0.0,0.00034784585770429789,6.3203397992522535e-06,0.0095674908078896802,0.0095882014132573964,1.0398970923952612e-06,5.3309726553558249e-07,1.2476603757843858e-08,0.00087897164095769847,1.9005843713169577e-07,4.8686469067666614e-08,3.0629140199052745e-07,1.1095994775117689e-07,9.8027379794635782e-07,9.2625141029018364e-06,0.0099236905150772367,6.5475443984815578e-13,2.5987445978614449e-13,1.6399292110271643e-06,5.2910314690708517e-07
3.293768201666297e-09,0.3022424625016684,76.950000000000003,0.0,0.0,0.0,7.4149369041618863e-05,9.4999881013818843,0.0015314852740836984,0.0091038201184057924,0.00040116007379481381,4.7167577340866605e-06,8.3462935285806933e-10,6.8714722519782202e-06,0.16653654374087901,4.7462776727250527e-06,2.1628616919468031e-14,5.0768475892202247e-07,8.139918786796266e-06,0.80140174794585661,0.00015145247376422891,1.6993129803740696e-14,4.0255207697991489e-14,5.1711516049809822e-09,0.0,0.00034805988691373805,6.1620356320144539e-06,0.0095778814791666958,0.0095987838174474687,1.0410264145009693e-06,5.3367627600994733e-07,1.2484222263551382e-08,0.00088564043033129711,1.9150042260913115e-07,4.9055916947864079e-08,3.0698709256589526e-07,1.1180234555980029e-07,9.8785352768700892e-07,9.3568307025642312e-06,0.0099324830618262513,6.5972520874670858e-13,2.6184737526309467e-13,1.6413853370354684e-06,5.2957226495373798e-07
3.3190142342957877e-09,0.30224249823384475,76.950000000000003,0.0,0.0,0.0,7.3945736126003616e-05,9.4999882183884594,0.0015307703771018535,0.0090970244016143377,0.00039111220507507231,4.598616537440688e-06,8.3400623984083308e-10,6.8521233600756308e-06,0.16604100243474565,4.7427342219341612e-06,2.1086882357568154e-14,5.0804672050708592e-07,8.201396730670024e-06,0.80188929857987257,0.00015145561609440172,1.6980443163094105e-14,4.0558758729803921e-14,5.2106980508915576e-09,0.0,0.00034827326305071496,6.0076965188678983e-06,0.0095880080169029568,0.0096091011647910091,1.0421270287107557e-06,5.3424056778428632e-07,1.2491817526049797e-08,0.0008923041526594013,1.9294131264537373e-07,4.9425084167508535e-08,3.0766586909469913e-07,1.1264410341926485e-07,9.954274982803652e-07,9.4507242766794394e-06,0.0099412595999139805,6.6469220216410767e-13,2.6381879223843425e-13,1.642838809137469e-06,5.3004052859153844e-07
3.3442602669252782e-09,0.3022425330644706,76.950000000000003,0.0,0.0,0.0,7.3743648112015677e-05,9.499988332487229,0.001530055778646599,0.0090902338730685216,0.00038131600595286389,4.4834344523056596e-06,8.333836048395736e-10,6.8328342600160981e-06,0.16554696309049796,4.739193489485105e-06,2.0558716754029163e-14,5.0839900430877449e-07,8.262843259852743e-06,0.80237536181526303,0.00015145875005028787,1.6967766254945024e-14,4.0862154749143588e-14,5.2502240852112913e-09,0.0,0.00034848598814921111,5.8572231465471159e-06,0.0095978770690233837,0.009619160094182547,1.0431996575798611e-06,5.3479051131659787e-07,1.2499389617239438e-08,0.0008989628118048498,1.943811080745053e-07,4.9793970940299665e-08,3.0832811884327976e-07,1.1348522181684806e-07,1.0029957141281896e-06,9.5441893762878417e-06,0.0099500201790569728,6.6965542297162377e-13,2.6578871185178048e-13,1.6442896355946219e-06,5.3050794047582314e-07
3.3695062995547687e-09,0.3022425670161818,76.950000000000003,0.0,0.0,0.0,7.3542991826592706e-05,9.4999884437509827,0.0015293414788865138,0.0090834485270840717,0.00037176517282705315,4.3711373603439135e-06,8.3276144727202759e-10,6.8136046371763447e-06,0.16505442118268965,4.7356554720663876e-06,2.004378024040277e-14,5.0874187715593926e-07,8.3242585843798373e-06,0.80285994224254253,0.00015146187569606756,1.6955099067437286e-14,4.1165396792208211e-14,5.2897298489935342e-09,0.0,0.00034869806423068386,5.7105186893202667e-06,0.0096074951167043447,0.0096289670782313454,1.0442450055392294e-06,5.3532646777245684e-07,1.250693860863438e-08,0.00090561641162663581,1.9581980972970008e-07,5.0162577479704482e-08,3.0897422128094686e-07,1.1432570123929627e-07,1.010558179626654e-06,9.6372208055618512e-06,0.0099587648486917837,6.7461487403712933e-13,2.6775713524140184e-13,1.6457378246196103e-06,5.3097450324675735e-07
3.3947523321842593e-09,0.30224260011104737,76.950000000000003,0.0,0.0,0.0,7.3343667256170448e-05,9.4999885522506844,0.0015286274779678383,0.009076668358026372,0.00036245355998480711,4.2616529997376773e-06,8.3213976656205901e-10,6.7944341936434252e-06,0.164563372196352,4.7321201664013671e-06,1.9541741461282874e-14,5.0907559813591631e-07,8.3856429084835356e-06,0.8033430444287899,0.00015146499309260004,1.6942441588839512e-14,4.1468485866593688e-14,5.3292154794040053e-09,0.0,0.00034890949330485557,5.5674887466818726e-06,0.0096168684785505089,0.0096385284274263534,1.045263759349528e-06,5.3584878925779212e-07,1.251446457138347e-08,0.00091226495597996823,1.9725741844324121e-07,5.053090399896169e-08,3.0960454817997449e-07,1.1516554217283479e-07,1.0181148991665324e-06,9.7298136154375479e-06,0.0099674936579910046,6.7957055822517242e-13,2.6972406354424768e-13,1.6471833843792833e-06,5.3144021953021785e-07
3.4199983648137498e-09,0.3022426323705829,76.950000000000003,0.0,0.0,0.0,7.3145585986590677e-05,9.4999886580555231,0.0015279137760170701,0.0090698933603092485,0.00035337517564685059,4.1549109186847523e-06,8.3151856213951138e-10,6.7753226462950719e-06,0.16407381162734519,4.7285875692474167e-06,1.9052277361060736e-14,5.0940041883691003e-07,8.4469964307440851e-06,0.8038246729188453,0.00015146810229777144,1.6929793807542093e-14,4.1771422952033279e-14,5.3686811098220477e-09,0.0,0.00034912027737041225,5.4280412826062799e-06,0.0096260033146671684,0.0096478502941969111,1.0462565885438052e-06,5.3635781904584041e-07,1.2521967576288983e-08,0.00091890844871633185,1.9869393504653935e-07,5.0898950711086292e-08,3.1021946371782754e-07,1.1600474510317821e-07,1.0256658771333829e-06,9.8219630973583318e-06,0.0099762066558774648,6.8452247839705368e-13,2.716894978959778e-13,1.6486263229972531e-06,5.3190509193857453e-07
