Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209)
5.256775994833828e-13,0.28308554708607025,76.950000000000003,0.0,0.0,0.0,0.92336085433143444,9.4999994042043863,2.2083106266411017e-05,0.00030810369840853104,0.00030718556738561643,3.5103171041440181e-07,2.1086436180710316e-11,0.024042237492453423,0.010200948482468067,7.6621444183787823e-08,1.2406666176039651e-15,6.9312165125196938e-13,7.4714714808165946e-10,0.04112348706671546,2.6918778029867391e-08,2.2217967649482392e-16,2.6443032159715587e-16,1.1481029836600121e-14,1.9736012191474575e-17,3.7657871158377917e-07,6.0635872293707785e-07,1.7777985075127757e-08,1.7779680061359819e-08,1.2100062799539428e-12,4.2895481803572859e-13,4.0417940759965258e-08,1.1326185334984313e-07,1.6949502418706419e-11,2.8496637065545403e-12,2.1075538323675041e-21,1.3000401849601398e-12,1.2455857351104184e-11,1.8943037268618458e-21,0.00050877407812476916,7.2426770187998739e-18,3.18467502782786e-18,2.0271170117893123e-05,5.6204041354955455e-06,7.7973967027258935e-05,2.0565832159011391e-05,2.5130839708111606e-07,1.8933709294502691e-21,1.7710724249181748e-14,3.2521428563210865e-16,2.9979534834162649e-16,6.7340881014618126e-20,9.3874429700264153e-13,4.8511929911748792e-24,5.9875953811310468e-10,4.1390726618408839e-21,1.0780854061547335e-22,3.0643484610581914e-12,1.8879581441958699e-27,6.2528551887564791e-26,3.8650136180821818e-30,1.2183582125023535e-11,2.2531964539711205e-13,4.2740828900614063e-12,8.2542865297080947e-12,3.1932203327023063e-16,4.6448494841231859e-13,5.8181405657868308e-16,2.0393145720812667e-16,3.6418098168708402e-16,7.6510480091033948e-15,9.3605370939640319e-25,1.9735792314575816e-15,1.7306562503362195e-12,3.2704065815555752e-13,5.6025122271953944e-14,2.25628521741147e-10,3.5852054267714535e-14,1.3500461095926211e-07,1.6433681528377807e-08,3.1764976171315775e-13,1.6433673956513817e-08,2.9751714761912418e-13,1.700251243846561e-24,1.0087561607389695e-24,2.5607067054752194e-28,2.1475988258571918e-26,1.0945372668338696e-15,5.3872421037064994e-25,7.6993251970592882e-19,1.6888797160402873e-16,9.3996155016993778e-17,1.2049164152160562e-17,3.6448638581534616e-16,1.9809977390708029e-18,7.2447875075697793e-22,1.1974561916951257e-22,1.4383842286447894e-20,1.2766301853170956e-23
5.299556577786343e-13,0.28308554706707284,76.950000000000003,0.0,0.0,0.0,0.92276369891977394,9.4999993965631031,2.2255705199798733e-05,0.00031041483816351723,0.00030948257431470232,3.5614224905966666e-07,2.1244738313645634e-11,0.02405963226017245,0.010313806105431412,7.7439220230503645e-08,1.2587290392271431e-15,7.1055328432514996e-13,7.5909114465048729e-10,0.041578573253499007,2.7335706255019187e-08,2.2455098821055225e-16,2.671389630662433e-16,1.1760306058386305e-14,2.0241365027363441e-17,3.8422360190469257e-07,6.1584038400173235e-07,1.8206247060640389e-08,1.8207986856182487e-08,1.2412742226249557e-12,4.4087237638402334e-13,4.1016680922379525e-08,1.1464184630622208e-07,1.7175526952300031e-11,2.8939496183535089e-12,2.2284244039507153e-21,1.3258890414028677e-12,1.2687838049191249e-11,2.0031084108235716e-21,0.00051441631848569318,7.387522571259911e-18,3.2481575547787202e-18,2.062377076626028e-05,5.7164955010518265e-06,7.8525453523055818e-05,2.09264149494026e-05,2.5812537674755084e-07,2.0021139060525271e-21,1.819002736889987e-14,3.3640944179630484e-16,3.1031310286480798e-16,7.0327792006988291e-20,9.5788755831396111e-13,5.1097117485163745e-24,6.081600213832782e-10,4.3174569502274518e-21,1.1357939964335182e-22,3.1275771152865262e-12,2.0060920571915942e-27,6.5966733573807713e-26,4.1116693793051048e-30,1.2626751540847086e-11,2.2886610529961965e-13,4.42711937033487e-12,8.4534162760172892e-12,3.2727283635665081e-16,4.7186931842359283e-13,5.9690796350976695e-16,2.1042568850200512e-16,3.726483131163713e-16,7.7813347340034554e-15,9.6586153812585758e-25,2.0209276128961698e-15,1.7725041791023461e-12,3.4087913448350552e-13,5.7648930615172656e-14,2.2827126026632657e-10,3.7451536801998218e-14,1.3634896177241373e-07,1.6616408178638182e-08,3.2424252663710103e-13,1.6616400484074982e-08,3.0838132731877467e-13,1.7397827169662663e-24,1.0322101059993765e-24,2.7000379634400192e-28,2.2860660257393964e-26,1.1210131925985988e-15,5.5168666323119907e-25,7.888127976653348e-19,1.7647813892305412e-16,9.634101371993171e-17,1.2677767872261901e-17,3.7637301935364572e-16,2.0629361557282499e-18,7.5696542468105552e-22,1.2501028928659519e-22,1.4968842637992299e-20,1.3087598544641347e-23
5.342337160738859e-13,0.28308554704801275,76.950000000000003,0.0,0.0,0.0,0.92216694033781177,9.499999388895171,2.2428192475313624e-05,0.00031272298543875195,0.00031177649102746022,3.6128037054194802e-07,2.1402582505782532e-11,0.02407623079168426,0.010426742771870176,7.8257008562563549e-08,1.2768889483565269e-15,7.282519302846204e-13,7.7112471952301659e-10,0.042033980856096866,2.775547773598075e-08,2.269223355546359e-16,2.6984524237970764e-16,1.2044008385910522e-14,2.0754618110201554e-17,3.9195185465021014e-07,6.2538876677294296e-07,1.8641177222922493e-08,1.8642962606795254e-08,1.2730681197226706e-12,4.5301087448224957e-13,4.1617373104513468e-08,1.16025426599393e-07,1.7402234736760462e-11,2.9384693306204452e-12,2.3551506917844556e-21,1.3519626752851674e-12,1.292176579027019e-11,2.1171950217076398e-21,0.00052006286719129139,7.533638063049481e-18,3.312194098125379e-18,2.0978692701089409e-05,5.813170618581514e-06,7.9072099014098384e-05,2.1289456987057563e-05,2.650609555261426e-07,2.1161352811901259e-21,1.867757396263904e-14,3.4788404691432837e-16,3.2109881250562852e-16,7.3418939898739166e-20,9.7723760254096375e-13,5.3795651309530775e-24,6.1762772061956722e-10,4.5018497977289469e-21,1.1960489047800729e-22,3.1915124649633081e-12,2.1305052477476777e-27,6.9559769012533347e-26,4.3716237413536858e-30,1.3081884561583429e-11,2.3243799374896352e-13,4.5841880006442139e-12,8.6556589786489373e-12,3.3535210894152412e-16,4.793089037341152e-13,6.122574930325509e-16,2.1707020651389365e-16,3.812383774597648e-16,7.9126854596641823e-15,9.9635914287607484e-25,2.0690117808179231e-15,1.8150077356855925e-12,3.5516817451496757e-13,5.9304865376928493e-14,2.309164279886989e-10,3.9107393858725007e-14,1.3769392839521302e-07,1.6798351832346192e-08,3.3090611557807656e-13,1.6798344015075615e-08,3.1954095730442689e-13,1.7798871946923869e-24,1.0560040136101015e-24,2.8456212654570202e-28,2.432205490767344e-26,1.1479036116190557e-15,5.6484983761846247e-25,8.0799286162927457e-19,1.8433879874859526e-16,9.8724334781501998e-17,1.333318428879303e-17,3.8854610749866809e-16,2.1475560881208591e-18,7.9061370518756378e-22,1.3045887941500969e-22,1.557256539769323e-20,1.3414159719179205e-23
5.385117743691375e-13,0.28308554702889094,76.950000000000003,0.0,0.0,0.0,0.92157057813641718,9.4999993812008636,2.2600568167125236e-05,0.00031502814418117613,0.00031406732172091777,3.6644589350174259e-07,2.1560479753818452e-11,0.024092052265047233,0.01053975480184801,7.9074782684037711e-08,1.2951457040034367e-15,7.4621879231725344e-13,7.832477490027078e-10,0.042489695046024713,2.8178084592186412e-08,2.2929364169656603e-16,2.7254907189527878e-16,1.2332169381548509e-14,2.1275808313248889e-17,3.9976350895932871e-07,6.3500372174377657e-07,1.908282225151432e-08,1.9084654009086722e-08,1.305392009196334e-12,4.6537229419989788e-13,4.2219972323774355e-08,1.1741255572298976e-07,1.7629617559018423e-11,2.9832207384248799e-12,2.4879659268487842e-21,1.3782595480897415e-12,1.3157631190899339e-11,2.2367745544777795e-21,0.00052571354290329038,7.6810148374011132e-18,3.376780872514882e-18,2.1335911535942249e-05,5.9104220639710524e-06,7.9613911030743058e-05,2.1654934770148313e-05,2.7211592580184371e-07,2.2356458782522795e-21,1.9173415559802711e-14,3.5964234552569418e-16,3.3215664510012313e-16,7.6616970911730516e-20,9.9679435681937241e-13,5.6611441422701275e-24,6.2716250251105037e-10,4.6923963192424793e-21,1.2589388406547854e-22,3.2561548152997151e-12,2.261474036981186e-27,7.3313098534660516e-26,4.6454648419156212e-30,1.3549188422855677e-11,2.3603526034260503e-13,4.7453554924921603e-12,8.8610367844597673e-12,3.4356079932970416e-16,4.868036381043459e-13,6.2786464476822622e-16,2.2386717531258726e-16,3.8995183771662256e-16,8.0450990114672859e-15,1.027556455757239e-24,2.1178369316959372e-15,1.8581715919839293e-12,3.6991789634161845e-13,6.0993255080919207e-14,2.3356392505541911e-10,4.0821078834761703e-14,1.3903948004271955e-07,1.697949503056459e-08,3.3764045167360087e-13,1.6979487090605151e-08,3.3100124779564391e-13,1.8205677723837748e-24,1.0801397200396765e-24,2.9976782804652644e-28,2.5863757023276423e-26,1.1752114346191582e-15,5.7821510474932264e-25,8.2747485072576364e-19,1.9247705935438005e-16,1.0114642055283534e-16,1.401630166958659e-17,4.0101014395342653e-16,2.2349224982692274e-18,8.2545467197049501e-22,1.3609617330609394e-22,1.6195449924603794e-20,1.3746024856189997e-23
5.42789832664389e-13,0.28308554700970834,76.950000000000003,0.0,0.0,0.0,0.92097461187053853,9.4999993734804491,2.277283234933133e-05,0.00031733031833269294,0.00031635507058602616,3.7163863730984417e-07,2.1718149723647241e-11,0.02410711546597244,0.010652838591694776,7.9892516692242114e-08,1.3134986677606166e-15,7.6445505984291011e-13,7.9546010954029317e-10,0.042945701302078365,2.860351895764625e-08,2.31664831525973e-16,2.7525036629159739e-16,1.2624821562198485e-14,2.1804972089004719e-17,4.0765860161633203e-07,6.4468509969165777e-07,1.9531228745944122e-08,1.9533107668922176e-08,1.3382499212070536e-12,4.779586141188776e-13,4.2824434210297085e-08,1.1880319588677652e-07,1.7857667360433458e-11,3.0282017572636848e-12,2.6271095423796848e-21,1.4047781206427758e-12,1.3395424864905971e-11,2.362063640850965e-21,0.00053136816805854673,7.8296442323620153e-18,3.4419140906972668e-18,2.1695402932721874e-05,6.0082424327821749e-06,8.0150897959612425e-05,2.2022824836708301e-05,2.7929107321306281e-07,2.3608621515168956e-21,1.9677603187748842e-14,3.7168859825219128e-16,3.4349078498945248e-16,7.9924566349073612e-20,1.0165577399932094e-12,5.9548481127465766e-24,6.3676423394118961e-10,4.889243381868007e-21,1.3245544360065365e-22,3.3215044440583674e-12,2.3992829366816206e-27,7.7232278287716794e-26,4.9337980466290406e-30,1.4028871538256569e-11,2.3965785475153282e-13,4.9106888762854283e-12,9.0695718024287016e-12,3.5189985420613677e-16,4.9435345540211764e-13,6.4373141492836132e-16,2.3081876870896957e-16,3.9878935328390374e-16,8.178574212640061e-15,1.059463453588806e-24,2.1674082530449354e-15,1.9020004118380152e-12,3.8513851554072448e-13,6.2714428024116162e-14,2.3621365367929836e-10,4.2594064781380893e-14,1.4038558656342652e-07,1.7159820842809593e-08,3.4444545594517305e-13,1.7159812780206226e-08,3.4276744133234787e-13,1.8618275285805617e-24,1.1046190517778987e-24,3.1564355717929661e-28,2.7489467631687756e-26,1.2029395660163318e-15,5.9178383282063105e-25,8.4726089945322738e-19,2.0090012939005427e-16,1.0360757318356007e-16,1.4728025880572548e-17,4.1376965032812776e-16,2.3251012210513179e-18,8.6151987334030787e-22,1.4192702428855864e-22,1.6837941179481692e-20,1.408323336772246e-23
5.470678909596406e-13,0.2830855469904658,76.950000000000003,0.0,0.0,0.0,0.92037904109866164,9.4999993657341957,2.2944985095966949e-05,0.00031962951182990901,0.00031863974180840421,3.7685842197830377e-07,2.1875501860684171e-11,0.02412143884005441,0.010765990603853312,8.0710185198408345e-08,1.3319472034871722e-15,7.8296191041081745e-13,8.0776167772033629e-10,0.043401985369425987,2.9031772979189921e-08,2.3403583142271815e-16,2.7794904223133477e-16,1.2921997404749306e-14,2.2342145523306599e-17,4.1563716736489944e-07,6.5443275164358489e-07,1.9986443226590747e-08,1.9988370113007555e-08,1.3716458790680112e-12,4.9077180991811604e-13,4.3430714930809993e-08,1.2019730992187893e-07,1.8086376216327819e-11,3.0734103205351514e-12,2.7728265437226369e-21,1.4315168534698215e-12,1.3635137425344436e-11,2.4932839765964637e-21,0.00053702656836625165,7.9795175830071905e-18,3.5075899644409746e-18,2.2057142598144778e-05,6.1066243385321079e-06,8.06830689232796e-05,2.2393103762129454e-05,2.8658717746574912e-07,2.4920056140454796e-21,2.0190187433258298e-14,3.8402707975418402e-16,3.5510543092237985e-16,8.3344438496813642e-20,1.0365276637100425e-12,6.2610837750131442e-24,6.4643278196422669e-10,5.0925393973391427e-21,1.3929880325860635e-22,3.3875616051432809e-12,2.5442237881383078e-27,8.132296722776621e-26,5.2372441032097698e-30,1.4521143351933071e-11,2.4330572671133451e-13,5.0802554608153475e-12,9.2812861082160394e-12,3.6037021883085621e-16,5.0195828958936577e-13,6.5985979672534152e-16,2.3792716905339652e-16,4.0775158039632937e-16,8.3131098845547124e-15,1.0920901523803741e-24,2.2177309244996544e-15,1.9464988520011849e-12,4.0084033328540409e-13,6.4468712298429091e-14,2.3886551786380676e-10,4.4427842105117764e-14,1.4173221835495631e-07,1.7339312798650588e-08,3.5132104765419183e-13,1.7339304613474307e-08,3.5484480877762417e-13,1.9036695270593107e-24,1.1294438265554295e-24,3.3221240566050018e-28,2.9202992294638893e-26,1.2310909046816509e-15,6.055573873766694e-25,8.6735313823832173e-19,2.0961530621146777e-16,1.0610809465143415e-16,1.5469278406402326e-17,4.2682917277922316e-16,2.4181588634305538e-18,8.9884127243068182e-22,1.4795634726472618e-22,1.750048907517091e-20,1.442582460195102e-23
5.513459492548922e-13,0.2830855469711642,76.950000000000003,0.0,0.0,0.0,0.91978386538454737,9.4999993579623716,2.3117026480972836e-05,0.00032192572860152593,0.00032092133956563597,3.8210506848584299e-07,2.2032664348823296e-11,0.024135040326078876,0.010879207399281148,8.1527763579076603e-08,1.3504906784586725e-15,8.0174050366545425e-13,8.2015233032926043e-10,0.043858533390156156,2.9462838822997959e-08,2.364065699858683e-16,2.8064501908117859e-16,1.3223729325673967e-14,2.2887364153558323e-17,4.2369923790886985e-07,6.6424652900207496e-07,2.0448512094365979e-08,2.0450487748566668e-08,1.4055838957566737e-12,5.0381385287864786e-13,4.4038771458917625e-08,1.2159486158551025e-07,1.8315736401766246e-11,3.1188443885740191e-12,2.9253704620544896e-21,1.4584742070119573e-12,1.3876759485935367e-11,2.6306650068395816e-21,0.00054268857441139209,8.1306262220445294e-18,3.5738047049492289e-18,2.2421106309647135e-05,6.205560422713356e-06,8.1210434132379856e-05,2.27657481812739e-05,2.9400500931190503e-07,2.629305520148526e-21,2.0711218219158209e-14,3.9666208574375245e-16,3.6700480325207891e-16,8.6879346589357283e-20,1.0567040288804465e-12,6.5802691447002636e-24,6.5616801389198223e-10,5.3024351151485179e-21,1.4643345792416409e-22,3.4543265168204268e-12,2.6965996701672994e-27,8.559098107706119e-26,5.5564473601634972e-30,1.5026214856382968e-11,2.4697882605502828e-13,5.2541229723021229e-12,9.4962017271754624e-12,3.6897283631248576e-16,5.0961807476964111e-13,6.7625177884323258e-16,2.4519457154898347e-16,4.1683917052294791e-16,8.4487048458363852e-15,1.1254466271266174e-24,2.2688101137972189e-15,1.9916715585260549e-12,4.1703377977051483e-13,6.625643567860254e-14,2.4151942428067018e-10,4.6323927506528961e-14,1.4307934663321789e-07,1.7517955115760344e-08,3.5826714343672469e-13,1.7517946808107824e-08,3.6723866361344745e-13,1.9460968093470243e-24,1.1546158489023987e-24,3.4949812920191086e-28,3.1008297185253049e-26,1.2596683411134605e-15,6.1953712996196156e-25,8.8775369136073129e-19,2.1863002166694909e-16,1.0864828667387673e-16,1.6241004502648083e-17,4.4019329452216369e-16,2.5141632039508397e-18,9.3745146225390097e-22,1.5418915060914342e-22,1.8183551034971263e-20,1.4773837820242426e-23
5.556240075501437e-13,0.2830855469518046,76.950000000000003,0.0,0.0,0.0,0.91918908429803636,9.4999993501652362,2.3288956578179472e-05,0.00032421897256739286,0.00032319986802584481,3.8737839894969565e-07,2.218958955120972e-11,0.024147937279185953,0.010992485652385045,8.2345228091048531e-08,1.3691284639746734e-15,8.2079197800029446e-13,8.3263194438854254e-10,0.044315331963449771,2.9896708678103316e-08,2.3877697836696924e-16,2.833382193073398e-16,1.3530049670053208e-14,2.3440662875945983e-17,4.3184484145335995e-07,6.7412628361017107e-07,2.0917481609129512e-08,2.0919506841753437e-08,1.4400679720484626e-12,5.1708670905311283e-13,4.4648561713752836e-08,1.2299581570162745e-07,1.8545740422104004e-11,3.1645019533234699e-12,3.0850051087084714e-21,1.4856486424339054e-12,1.4120281665072866e-11,2.7744455236243521e-21,0.00054835402239324419,8.2829614841123191e-18,3.6405545248011925e-18,2.2787269935029092e-05,6.3050433617949555e-06,8.1733005031155571e-05,2.3140734806094086e-05,3.0154532893422714e-07,2.7730004611282961e-21,2.1240744686689352e-14,4.0959793647124197e-16,3.7919314751782138e-16,9.053210570660159e-20,1.0770867240179772e-12,6.9128358100467499e-24,6.6596979733995617e-10,5.519084060625046e-21,1.5386921631272748e-22,3.5217993561211473e-12,2.8567273302982306e-27,9.0042324298214456e-26,5.8920809124082117e-30,1.5544298855899753e-11,2.5067710273049901e-13,5.4323596235378689e-12,9.714340625228929e-12,3.7770864721802667e-16,5.1733274521274941e-13,6.9290934461649199e-16,2.5262318649045335e-16,4.2605276952286555e-16,8.5853579119861553e-15,1.159543022081994e-24,2.3206509746192868e-15,2.0375231648239516e-12,4.3372943711027716e-13,6.8077925547747728e-14,2.4417528267437505e-10,4.8283868952621552e-14,1.4442694355652987e-07,1.7695732809897073e-08,3.6528365684595145e-13,1.7695724379890131e-08,3.7995436934051508e-13,1.9891123907794428e-24,1.1801369078096552e-24,3.6752528308549685e-28,3.290954416410213e-26,1.2886747559223869e-15,6.337244174076394e-25,9.0846467584033251e-19,2.2795186775662064e-16,1.1122845065537306e-16,1.7044177937151136e-17,4.5386664254755197e-16,2.6131834185283933e-18,9.7738378803520005e-22,1.6063055427107797e-22,1.8887593431052165e-20,1.5127312192015385e-23
5.599020658453953e-13,0.28308554693238785,76.950000000000003,0.0,0.0,0.0,0.91859469741296484,9.4999993423430418,2.3460775461343345e-05,0.0003265092476411224,0.00032547533135074901,3.9267823625857084e-07,2.2346374916950782e-11,0.024160146671642395,0.011105822111993709,8.316255556754973e-08,1.3878599340613185e-15,8.4011745766939549e-13,8.452003970840666e-10,0.044772367988337378,3.0333374749090003e-08,2.4114698938905255e-16,2.8602856770665996e-16,1.3840990734361785e-14,2.4002076155015922e-17,4.4007400391025121e-07,6.8407186760851583e-07,2.139339793482356e-08,2.1395473562792099e-08,1.4751021004223236e-12,5.3059234090512009e-13,4.5260044250277554e-08,1.2440013779498258e-07,1.8776380934012817e-11,3.2103810280275991e-12,3.2520015402531259e-21,1.5130386221677556e-12,1.4365694588408898e-11,2.9248709085454711e-21,0.00055402275219337339,8.4365147096114047e-18,3.7078356394357403e-18,2.3155609410008314e-05,6.4050658578624964e-06,8.2250793854301652e-05,2.3518040407443997e-05,3.0920888933229901e-07,2.9233356107380017e-21,2.1778815448186172e-14,4.2283896856625238e-16,3.91674726075785e-16,9.4305569303067263e-20,1.0976756294754772e-12,7.2592248329326332e-24,6.7583800012973449e-10,5.7426416609854899e-21,1.6161610640362403e-22,3.5899802728415705e-12,3.0249332041144379e-27,9.4683132783158482e-26,6.2448381492165158e-30,1.6075609371004844e-11,2.5440050676358318e-13,5.6150339521228775e-12,9.9357247278496306e-12,3.8657859038470747e-16,5.2510223530064866e-13,7.0983447373878755e-16,2.6021523435430644e-16,4.3539301945659569e-16,8.7230678964944926e-15,1.1943895282281085e-24,2.3732586510817343e-15,2.0840582957030751e-12,4.5093799030757135e-13,6.9933509006350044e-14,2.4683300480512251e-10,5.0309235884429051e-14,1.4577498190149511e-07,1.7872631425623639e-08,3.7237049948836389e-13,1.7872622873408831e-08,3.9299732318133216e-13,2.0327192689577503e-24,1.2060087817462463e-24,3.8631898150066484e-28,3.4911034501054155e-26,1.3181130229935466e-15,6.4812060334839178e-25,9.2948820375841693e-19,2.3758854669397875e-16,1.1384888779364733e-16,1.7879792298825833e-17,4.6785387363291114e-16,2.7152896469724536e-18,1.0186721147718487e-21,1.6728575524744295e-22,1.9613088799677484e-20,1.5486286815328984e-23
5.641801241406469e-13,0.2830855469129147,76.950000000000003,0.0,0.0,0.0,0.91800070430598468,9.4999993344960423,2.3632483204166895e-05,0.00032879655773215203,0.00032774773369732808,3.9800440387288363e-07,2.2502809867807536e-11,0.024171685206433792,0.011219213579276651,8.397972324601875e-08,1.4066844647655225e-15,8.5971805692117102e-13,8.5785756573272132e-10,0.045229628574733227,3.0772829252143294e-08,2.4351653704720453e-16,2.8871599066076194e-16,1.4156584778787796e-14,2.4571638141575079e-17,4.4838674958085625e-07,6.9408313335751595e-07,2.1876307163912183e-08,2.1878434010419652e-08,1.5106902671759163e-12,5.4433270818594777e-13,4.5873178088567109e-08,1.2580779388465037e-07,1.9007650700870034e-11,3.2564796415721076e-12,3.4266365506581988e-21,1.5406426104653418e-12,1.4612988891828811e-11,3.0821917630819002e-21,0.00055969460628233771,8.5912772482618719e-18,3.7756442685952724e-18,2.3526100728223222e-05,6.5056206341581124e-06,8.2763813370356995e-05,2.3897641807394982e-05,3.1699643816037445e-07,3.0805613569057846e-21,2.2325478725164683e-14,4.3638953051006559e-16,4.0445381345372805e-16,9.8202619893675427e-20,1.1184706198359045e-12,7.6198846224604426e-24,6.8577249023599786e-10,5.9732647762783981e-21,1.6968432647441531e-22,3.6588693974085322e-12,3.2015514149080161e-27,9.9519643886850828e-26,6.6154284475845661e-30,1.6620361309994134e-11,2.5814898823802271e-13,5.8022147306167511e-12,1.0160375930328332e-11,3.9558360335906258e-16,5.3292647949783489e-13,7.2702914318721436e-16,2.6797294311000529e-16,4.4486055957294097e-16,8.8618336114844887e-15,1.2299963709339321e-24,2.4266382801628905e-15,2.1312815695525898e-12,4.6867020052137559e-13,7.1823512925638938e-14,2.4949250385076724e-10,5.2401613990946321e-14,1.4712343487963734e-07,1.8048636885269799e-08,3.7952758174983723e-13,1.8048628211018197e-08,4.0637294714556217e-13,2.0769204283560167e-24,1.2322332413928087e-24,4.0590477304488153e-28,3.7017181245415937e-26,1.3479860111987842e-15,6.6272703904696834e-25,9.508263835143801e-19,2.4754784434331027e-16,1.1650989914378643e-16,1.8748856453734809e-17,4.8215966677481781e-16,2.8205527633822158e-18,1.0613507044660008e-21,1.7416000932752874e-22,2.036051436267271e-20,1.5850800728017231e-23
5.684581824358985e-13,0.2830855468933862,76.950000000000003,0.0,0.0,0.0,0.9174071045573986,9.4999993266244953,2.3804079880282901e-05,0.00033108090674346512,0.00033001707921646314,4.0335672598865565e-07,2.2659365049230631e-11,0.024182569237449349,0.011332656923258378,8.479670888818795e-08,1.4256014347337278e-15,8.795948771018855e-13,8.7060332781951749e-10,0.04568710110594254,3.1215064418359902e-08,2.4588555685691738e-16,2.9140041639847327e-16,1.4476864016871228e-14,2.5149382586885762e-17,4.5678310067812114e-07,7.0415993350048953e-07,2.2366255296942132e-08,2.2368434191444049e-08,1.5468364506579063e-12,5.5830976716691519e-13,4.6487922847361213e-08,1.2721875063023117e-07,1.9239542624320545e-11,3.3027958429781777e-12,3.6091943160735928e-21,1.5684590737428925e-12,1.4862155223562315e-11,3.2466654041951218e-21,0.00056536943048723736,8.7472404607609803e-18,3.8439766371205464e-18,2.389871995633803e-05,6.6067004407127279e-06,8.3272077044424143e-05,2.4279515892427785e-05,3.2490871620271289e-07,3.2449347957372788e-21,2.2880782236540864e-14,4.5025398608330466e-16,4.1753469988580336e-16,1.0222617729521888e-19,1.1394715622124149e-12,7.9952730005884571e-24,6.9577313583038053e-10,6.2111121052013387e-21,1.7808429296339896e-22,3.728466835188176e-12,3.3869259240407819e-27,1.0455822510536864e-25,7.0045816867374036e-30,1.7178770725203224e-11,2.6192249731205488e-13,5.9939710347006854e-12,1.0388316089148784e-11,4.0472462202811293e-16,5.4080541237512145e-13,7.444953264460356e-16,2.7589855037518158e-16,4.5445602550242849e-16,9.0016538672992273e-15,1.2663738198467112e-24,2.4807949896639698e-15,2.1791975965083374e-12,4.8693692686398021e-13,7.3748263885345048e-14,2.5215369482701831e-10,5.4562609816523481e-14,1.4847227626629753e-07,1.8223735599108729e-08,3.8675481243023167e-13,1.8223726803015507e-08,4.2008669516190177e-13,2.1217188365556534e-24,1.2588120474078972e-24,4.2630876278342493e-28,3.9232540803843277e-26,1.3782965829644262e-15,6.7754507271446892e-25,9.7248131877396023e-19,2.5783765391496876e-16,1.1921178557657276e-16,1.965239884638573e-17,4.9678872953818511e-16,2.9290445839817362e-18,1.10545432836151e-21,1.8125864772136979e-22,2.1130353354738171e-20,1.6220892899316049e-23
