Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844)
1.7584678004597584e-12,0.19882829635910942,76.950000000000003,0.0,0.0,0.0,0.99999556125598421,9.4999999890686944,1.4386759819010834e-07,1.8143710163661646e-06,1.8094539496775513e-06,7.9207300527535166e-09,8.7858569645198349e-13,1.9536929973307325e-07,1.886723016536294e-07,3.0096984917486137e-09,1.0416484601235891e-16,5.902295676369591e-17,1.1811879050849087e-16,2.7310655846545524e-07,2.2717987078673111e-11,2.6903464081441277e-17,1.9587367247507461e-19,8.6641592097722617e-24,2.9196817381606035e-24,1.5826518825259458e-14,6.9830590638791744e-12,2.605684587809341e-14,2.6069030592798199e-14,9.1449453001729923e-18,3.039769404615463e-18,1.1262914410149196e-20,9.5226522508524702e-14,7.1387253112586856e-17,1.3165060431002872e-17,2.1472773482030037e-32,3.234988716022658e-19,7.4245549361224407e-21,2.0200870736138796e-32,2.9298032507036794e-09,4.3562282004213697e-24,1.3158034693922118e-24,3.2963522469889433e-12,9.8973364540150946e-13,4.7505124331502339e-12,3.2977707400612351e-12,8.4834603189979265e-15,2.0200854937170902e-32,3.9145762793523433e-23,1.07963937566867e-23,7.8756812806625195e-24,1.262796308424935e-27,4.0589839147018748e-21,3.8162154227282488e-31,6.164400935962835e-17,2.3246723143537867e-28,2.7161765907918219e-32,2.2176237098470827e-19,2.3090315803230216e-36,9.7046627016995172e-37,1.1624941292867621e-39,2.133309635915141e-21,1.8940747755858976e-21,3.4143156851796974e-23,1.63279814102275e-19,6.2313640619469689e-23,2.7113211882034213e-20,8.6831383967569012e-23,1.4384667398363562e-23,7.9303208140669297e-23,8.176345351084583e-24,3.0447758173623376e-30,9.3969614171104044e-24
1.8065597095469413e-12,0.19882829635782362,76.950000000000003,0.0,0.0,0.0,0.99999543995067841,9.4999999885031539,1.4780218267051225e-07,1.8639442441478064e-06,1.8587205972590637e-06,8.3565985927998306e-09,9.0259523923373016e-13,1.9601588937748446e-07,1.9570286373687837e-07,3.1393455659950345e-09,1.0989702610161211e-16,6.4164914326125168e-17,1.2776253435510031e-16,2.8328342517479755e-07,2.3977056668475211e-11,2.8062384434945462e-17,2.0430770699379638e-19,9.6290322466566379e-24,3.1934104584108763e-24,1.6920265426666763e-14,7.3688993485264737e-12,2.8249744263027612e-14,2.8263067782301155e-14,9.9725323168551451e-18,3.3509869566908972e-18,1.1810493405726776e-20,1.0050384595060128e-13,7.5661545654762192e-17,1.4095805283499261e-17,2.5930194086278421e-32,3.5655391996976483e-19,8.0484822784161091e-21,2.4394284224640318e-32,3.0389786034312103e-09,4.8028645416156785e-24,1.4503898703163785e-24,3.4673368366883163e-12,1.0408013466510435e-12,4.8154988195081762e-12,3.4688810514478644e-12,9.2176253835479641e-15,2.439426462373249e-32,4.3597212391176527e-23,1.2052607535540925e-23,8.8580026788880124e-24,1.4604437536997301e-27,4.3873126874744792e-21,4.53778054031545e-31,6.5049884911026031e-17,2.6653159240294904e-28,3.2298689348989403e-32,2.3984913616647365e-19,2.8229466237171576e-36,1.1712159896965481e-36,1.4258811176190982e-39,2.3898754578732333e-21,2.0021939498556094e-21,3.8239750017251365e-23,1.7701871120132005e-19,6.8111496620337485e-23,2.8614190069500524e-20,9.5024146698631161e-23,1.6006638371610661e-23,8.5963270671568992e-23,8.7412380787692394e-24,3.3880834230292117e-30,1.0143659660055034e-23
1.8546516186341243e-12,0.19882829635650878,76.950000000000003,0.0,0.0,0.0,0.99999531864642244,9.4999999879248715,1.5173676632342752e-07,1.913516212028957e-06,1.9079757276800395e-06,8.8039618127465704e-09,9.2659313882748431e-13,1.9660670274482928e-07,2.0275564060968424e-07,3.2702403507825776e-09,1.1578038269217163e-16,6.9605826963625291e-17,1.3790785150277433e-16,2.9349244829322989e-07,2.5270063022346861e-11,2.9232436200477354e-17,2.1290118927429742e-19,1.0671512759321789e-23,3.4843128534820888e-24,1.8054061475747399e-14,7.7650418661836611e-12,3.0562131294635792e-14,3.0576664037499603e-14,1.0848821492929779e-17,3.6839213708854921e-18,1.2363293807616056e-20,1.0592339863408547e-13,8.0060951779011875e-17,1.5062162206902512e-17,3.1157928280140237e-32,3.9190931746569883e-19,8.7063043676244507e-21,2.9312391378252983e-32,3.1484990077602856e-09,5.2806905187544048e-24,1.5943520043131339e-24,3.6405439501671006e-12,1.0925073874892849e-12,4.8767238908841547e-12,3.6422204553436026e-12,9.9891499615163392e-15,2.9312367197975672e-32,4.8417357027851586e-23,1.341676677701574e-23,9.9310754760702002e-24,1.6823762070988984e-27,4.7321541343545304e-21,5.3705419005621269e-31,6.8546741908063177e-17,3.0450403017789613e-28,3.8227493079095423e-32,2.5886098846890367e-19,3.432569869952487e-36,1.4065565646163468e-36,1.7394569281195103e-39,2.668271746169613e-21,2.1132982611500337e-21,4.26834418337495e-23,1.9150610017791405e-19,7.4262249832142115e-23,3.0155499411935529e-20,1.037246650659446e-22,1.7761085514202365e-23,9.2984748817864786e-23,9.3277107268811776e-24,3.7594298636367347e-30,1.092657402979097e-23
1.9027435277213075e-12,0.19882829635516525,76.950000000000003,0.0,0.0,0.0,0.9999951973431247,9.4999999873339185,1.5567134914885814e-07,1.9630869779105985e-06,1.9572193546509404e-06,9.2628060046612398e-09,9.5061984419609123e-13,1.9714656081385742e-07,2.098287120723205e-07,3.4023249047621985e-09,1.2181471672299529e-16,7.5355041078065472e-17,1.4856714475556468e-16,3.0373084829775875e-07,2.6597005289405726e-11,3.0413182623171698e-17,2.2144265978139647e-19,1.1795576556277992e-23,3.7929680255525976e-24,1.9228026176668028e-14,8.1714810249013139e-12,3.2997154162848059e-14,3.3012968761566556e-14,1.1775206185717641e-17,4.0393925327759427e-18,1.2920939965482342e-20,1.1148517659561921e-13,8.4585468213694947e-17,1.6064293947405822e-17,3.726375795052444e-32,4.2965157948641309e-19,9.3989065800282765e-21,3.5056591894134583e-32,3.2583346469218228e-09,5.7908834273485559e-24,1.7480430448550375e-24,3.8158413495992169e-12,1.1448113428107427e-12,4.9343652905279635e-12,3.8176568006749752e-12,1.0798501172029525e-14,3.505656222467974e-32,5.3625941101072561e-23,1.4895066192568984e-23,1.1100513400278119e-23,1.930804742591263e-27,5.0938424754590661e-21,6.3279541999042357e-31,7.2134538226205748e-17,3.4671584962277984e-28,4.504404047183515e-32,2.7881779316018473e-19,4.1524335752109311e-36,1.6813221785545178e-36,2.1110795422688958e-39,2.9695887506172609e-21,2.2273863160518972e-21,4.7491391342159162e-23,2.0676170060070784e-19,8.0776443852272209e-23,3.1737133149223452e-20,1.1294850184979188e-22,1.9654906947789552e-23,1.0037704847723738e-22,9.935950149651955e-24,4.1602748744402467e-30,1.1746344800733918e-23
1.9508354368084907e-12,0.19882829635379295,76.950000000000003,0.0,0.0,0.0,0.99999507604070204,9.4999999867303622,1.5960593114680777e-07,2.0126565971489018e-06,2.006451491865877e-06,9.7331174769526467e-09,9.7456771546941285e-13,1.9763986372435319e-07,2.169203255455601e-07,3.5355439794840013e-09,1.2799989849315688e-16,8.1421973103914403e-17,1.5975226093671096e-16,3.1399608829902167e-07,2.7957882657548363e-11,3.1603911616664154e-17,2.3027682249531275e-19,1.3005294841097221e-23,4.1199595559229082e-24,2.0442268143499943e-14,8.5882112374707818e-12,3.5557958345543522e-14,3.5575129648462361e-14,1.2753079036992726e-17,4.4182238818569175e-18,1.3483079751973467e-20,1.1718917605430306e-13,8.9235090587106123e-17,1.7102351366460181e-17,4.4367194705211118e-32,4.6986760040165568e-19,1.0127173571041002e-20,4.1739320778540364e-32,3.3684583069683267e-09,6.3346260295038503e-24,1.9118171920000683e-24,3.9931030049908816e-12,1.1976746925683842e-12,4.9885974162805859e-12,3.9950641391322965e-12,1.1646118339218283e-14,4.1739284559466053e-32,5.9243217140434714e-23,1.6493891890535023e-23,1.2372116981116749e-23,2.2080752943252016e-27,5.4727074083134911e-21,7.4246789288258651e-31,7.5813232069610781e-17,3.9351712665921518e-28,5.285279991855044e-32,2.9973920204101742e-19,4.9988036424069331e-36,2.0008748441290687e-36,2.5495859615687671e-39,3.2949298185047929e-21,2.344456730936993e-21,5.2680947716638179e-23,2.2280522277140897e-19,8.7664618341524677e-23,3.3359084619481296e-20,1.227112155127741e-22,2.1695163271468459e-23,1.0814956495795131e-22,1.0566139766871252e-23,4.5921132413434215e-30,1.2603599551903126e-23
1.998927345895674e-12,0.1988282963523922,76.950000000000003,0.0,0.0,0.0,0.99999495473907818,9.4999999861142754,1.635405123172798e-07,2.0622251221272047e-06,2.0556721530026247e-06,1.0214882554351697e-08,9.9872356301373575e-13,1.9809061689953174e-07,2.2402888566610425e-07,3.669844904865888e-09,1.3433561310922619e-16,8.7816109387957657e-17,1.7147598077804899e-16,3.2428585898048665e-07,2.9352694351801089e-11,3.2804738853798338e-17,2.3881594612433023e-19,1.4304833148663463e-23,4.4658754906921278e-24,2.1696886057576203e-14,9.0152269214104239e-12,3.824768761024401e-14,3.8266292684370935e-14,1.3783831945450293e-17,4.8212421814604011e-18,1.4049382898024046e-20,1.2303539340119276e-13,9.4009814263275091e-17,1.8176474136112999e-17,5.2600433253867718e-32,5.1264463113114766e-19,1.0891989288903411e-20,4.9484945307276269e-32,3.4788452152107128e-09,6.9131055901254876e-24,2.0860312933099163e-24,4.1722087848452658e-12,1.2510607267079298e-12,5.0395914474076713e-12,4.1743224161117708e-12,1.2532414518342881e-14,4.9484901307243171e-32,6.5289945374088359e-23,1.8219822801798152e-23,1.3751874985835917e-23,2.5166731138703371e-27,5.8690741692660863e-21,8.6766586558213888e-31,7.958278196432968e-17,4.4527728537142661e-28,6.176737530413003e-32,3.2164465567080782e-19,5.9898372450700601e-36,2.3711479479526482e-36,3.064887299268599e-39,3.6454106304707413e-21,2.4645081314653999e-21,5.8269637730461253e-23,2.3965636779387536e-19,9.4937308945334042e-23,3.502134725641911e-20,1.3302836021011161e-22,2.388907668231256e-23,1.163116830786389e-22,1.1218459623768496e-23,5.0564721563879268e-30,1.3498953411402831e-23
2.047019254982857e-12,0.19882829635096308,76.950000000000003,0.0,0.0,0.0,0.99999483343818441,9.4999999854857116,1.6747509266027735e-07,2.1117926034871208e-06,2.1048813517226493e-06,1.0708087577891355e-08,1.0226702150987277e-12,1.9850248321521526e-07,2.3115293350755712e-07,3.805177456529712e-09,1.4082187819308135e-16,9.4547006062386899e-17,1.8374990175105252e-16,3.3459804852044627e-07,3.078143963240873e-11,3.4014357460416915e-17,2.4765929935376024e-19,1.5698452824098487e-23,4.8313083071406699e-24,2.2991969980302907e-14,9.4525224989460176e-12,4.1069484015988532e-14,4.1089602149168947e-14,1.4868856002064476e-17,5.2492771783311496e-18,1.4619541941879358e-20,1.2902382519015395e-13,9.8909636252488319e-17,1.9286791809919012e-17,6.2109317259004839e-32,5.58070244557322e-19,1.1694236982002667e-20,5.8430673721799081e-32,3.5894727175554614e-09,7.5275142546598009e-24,2.2710416100346012e-24,4.3530447671554526e-12,1.3049346386942055e-12,5.087513264227947e-12,4.3553177818082845e-12,1.3457777107352691e-14,5.8430620516179153e-32,7.1787393288134832e-23,2.0079632106753194e-23,1.524596587603813e-23,2.8592272070435093e-27,6.2832635952498906e-21,1.0101190714251207e-30,8.3443146750758136e-17,5.0238567271378249e-28,7.1911032309183625e-32,3.4455338562115675e-19,7.1457449837112353e-36,2.798690539836533e-36,3.6680674609547257e-39,4.0221585276185873e-21,2.587539155420671e-21,6.4275154664850996e-23,2.5733482765181951e-19,1.0260504563443524e-22,3.6723914585907228e-20,1.439154825772196e-22,2.624403009124194e-23,1.2487277710819801e-22,1.1893086915763977e-23,5.5549160380680434e-30,1.4433009307843679e-23
2.0951111640700403e-12,0.19882829634950577,76.950000000000003,0.0,0.0,0.0,0.99999471213795654,9.4999999848447381,1.7140967217580322e-07,2.1613590889933227e-06,2.1540791016711192e-06,1.1212718904887768e-08,1.0465455051282884e-12,1.9887882106631818e-07,2.3829113141851387e-07,3.9414937320238546e-09,1.4745844879045083e-16,1.0162428895754275e-16,1.9658627134388383e-16,3.449307206448831e-07,3.2244117793054813e-11,3.5232624809469781e-17,2.5676217380508986e-19,1.7190509668484906e-23,5.216854918230357e-24,2.4327602311083333e-14,9.9000923969956649e-12,4.4026487915027833e-14,4.404820061787244e-14,1.6009541526859649e-17,5.7031613177375683e-18,1.5193271244348994e-20,1.351544681331255e-13,1.039345541353107e-16,2.0433424703000214e-17,7.3054330966166769e-32,6.0623230711309818e-19,1.2534799201945608e-20,6.8727488179154017e-32,3.7003200430673099e-09,8.1790479820702246e-24,2.4672069682879411e-24,4.5355031670006005e-12,1.3592635024251603e-12,5.1325226178621639e-12,4.5379425190308145e-12,1.442256907829751e-14,6.8727424125451797e-32,7.8757335183483016e-23,2.2080288659476339e-23,1.6860759223458492e-23,3.2385147940537603e-27,6.7155921852899119e-21,1.1717002123598886e-30,8.7394285576469037e-17,5.6525213580453968e-28,8.3417233540255885e-32,3.6848441671010287e-19,8.4889564952160155e-36,3.2907128227766425e-36,4.3714843463962338e-39,4.4263117455660935e-21,2.7135484520448099e-21,7.0715345721053245e-23,2.758602852795341e-19,1.1067835292451227e-22,3.8466780223063699e-20,1.5538812159482156e-22,2.8767566242789518e-23,1.3384221087806079e-22,1.2590196158381588e-23,6.0890405836474946e-30,1.5406358217502646e-23
2.1432030731572235e-12,0.19882829634802035,76.950000000000003,0.0,0.0,0.0,0.99999459083833697,9.4999999841914171,1.7534425086385999e-07,2.2109246240035862e-06,2.2032654164769334e-06,1.1728762908920729e-08,1.0706737995066224e-12,1.992227010145415e-07,2.454422563917712e-07,4.0787480492522755e-09,1.5424499154150768e-16,1.0905765350822171e-16,2.0999775259600871e-16,3.5528210502928426e-07,3.3740728159398394e-11,3.645980424707557e-17,2.6567177377402266e-19,1.8785454170851694e-23,5.6231166848558311e-24,2.5703858206248876e-14,1.0357931047159612e-11,4.7121837954376535e-14,4.714522896205521e-14,1.7207278116579804e-17,6.1837295620944142e-18,1.5770304519546672e-20,1.4142731909444033e-13,1.0908456467866828e-16,2.1616484428047819e-17,8.5611678404309174e-32,6.5721896151124929e-19,1.3414557810315229e-20,8.0541160091883074e-32,3.811368201006956e-09,8.8689063505613659e-24,2.6748878188617554e-24,4.7194818648545093e-12,1.4140161278761329e-12,5.174773778154452e-12,4.7220945718221085e-12,1.5427130670107832e-14,8.0541083302730692e-32,8.6222051746193172e-23,2.4228958407049915e-23,1.8602817113078044e-23,3.6574658480639459e-27,7.1663721600442855e-21,1.3544329521923017e-30,9.143615788998489e-17,6.3430760909222132e-28,9.6430209522808636e-32,3.9345656917070795e-19,1.0044301621501652e-35,3.8551357701144414e-36,5.1888813730927631e-39,4.8590186752747772e-21,2.8425346798535713e-21,7.7608199913832031e-23,2.9525241462457554e-19,1.1916775094392304e-22,4.024993787004753e-20,1.6746181033309905e-22,3.1467386847560961e-23,1.4322933780382407e-22,1.3309959058928492e-23,6.6604742717024134e-30,1.6419579397524345e-23
2.1912949822444067e-12,0.19882829634650703,76.950000000000003,0.0,0.0,0.0,0.99999446953927196,9.4999999835258002,1.7927882872444998e-07,2.260489252602911e-06,2.2524403097527385e-06,1.2256205979813815e-08,1.0945273060411549e-12,1.9953692227585921e-07,2.5260519349734753e-07,4.2168968510530845e-09,1.6118158087109564e-16,1.1685686463703081e-16,2.2399622943373876e-16,3.6565058779282327e-07,3.5271270087698129e-11,3.7694398218643064e-17,2.7472298597933835e-19,2.0487832448464444e-23,6.050699409089126e-24,2.7120805993958366e-14,1.0826032885709699e-11,5.03586710774063e-14,5.0383826351268163e-14,1.8463454639889212e-17,6.6918192219714226e-18,1.6350393095572761e-20,1.4784237508291871e-13,1.1435966399987712e-16,2.2836074396338795e-17,9.9974425210119449e-32,7.1111861060335808e-19,1.4334393987687744e-20,9.4053324389102724e-32,3.9225998788591483e-09,9.59829278614275e-24,2.894443912021211e-24,4.9048840375904207e-12,1.469162948082618e-12,5.2144159498306376e-12,4.9076771767235616e-12,1.6471780807607061e-14,9.405323270261343e-32,9.4204329626812426e-23,2.653300580678611e-23,2.0478895563105358e-23,4.119167676635626e-27,7.6359115200666894e-21,1.5605002250230303e-30,9.5568723434821374e-17,7.1000470714972155e-28,1.1110555229615109e-31,4.1948846078778384e-19,1.1839204257615259e-35,4.5006437771518582e-36,6.1355075965971701e-39,5.3214372211692656e-21,2.9744965061771709e-21,8.4971837559297488e-23,3.1553088071071602e-19,1.2808375568874597e-22,4.2073381313860967e-20,1.8015207650681517e-22,3.4351351721042039e-23,1.5304350086412379e-22,1.4052544497182056e-23,7.270883001139197e-30,1.7473240612893392e-23
2.23938689133159e-12,0.19882829634496582,76.950000000000003,0.0,0.0,0.0,0.99999434824071387,9.4999999828479478,1.8321340575757542e-07,2.3100530158902761e-06,2.3016037950949469e-06,1.279503452361587e-08,1.1185360268838715e-12,1.9982403923943185e-07,2.5977892531997906e-07,4.3558986084830294e-09,1.6826782894804725e-16,1.2503175661936044e-16,2.385940284988941e-16,3.7603469620894778e-07,3.6835742963421825e-11,3.8936953709135061e-17,2.8381778351791104e-19,2.2302285400889091e-23,6.50021330604149e-24,2.8578507841533382e-14,1.1304392353576212e-11,5.374012252553556e-14,5.3767130254472026e-14,1.977945918126818e-17,7.2282697551829895e-18,1.6933305816488663e-20,1.5439963324297137e-13,1.1975984923442913e-16,2.4092290433993372e-17,1.1635371471793689e-31,7.6801989749514958e-19,1.5295188241549995e-20,1.0946262365386735e-31,4.0339992783158785e-09,1.0368413894922963e-23,3.1262375542294049e-24,5.0916181230487462e-12,1.5246760076365902e-12,5.2515926596241226e-12,5.0945988274883587e-12,1.7556817920003659e-14,1.0946251460104619e-31,1.0272746102565024e-22,2.899999524128463e-23,2.2495945964142268e-23,4.6268695404339248e-27,8.1245141029289771e-21,1.7922528561740227e-30,9.9791942243510824e-17,7.9281832240771626e-28,1.2761083147114755e-31,4.4659850901289257e-19,1.3903892278595315e-35,5.236741004506506e-36,7.2282491248838412e-39,5.81473428135487e-21,3.1094326088224804e-21,9.2824501743212876e-23,3.3671533970414227e-19,1.3743687803444939e-22,4.3937104423871185e-20,1.9347444082902097e-22,3.7427477927173082e-23,1.632940326842533e-22,1.4818118776767611e-23,7.9219614385597038e-30,1.8567898359893678e-23
2.2826696095100545e-12,0.19882829634355512,76.950000000000003,0.0,0.0,0.0,0.99999423907240781,9.4999999822274592,1.867545243799077e-07,2.3546596957832993e-06,2.345841189344079e-06,1.3289703570033356e-08,1.140269592138729e-12,2.000612059484926e-07,2.6624374248584836e-07,4.4816966981311915e-09,1.7477326809651449e-16,1.32718550364051e-16,2.5225466412566538e-16,3.8539263774171422e-07,3.8272779026096639e-11,4.0061741983574006e-17,2.9196056389501241e-19,2.4035029269819318e-23,6.9240348607524831e-24,2.9925331188373963e-14,1.1743681556894496e-11,5.690966740363782e-14,5.6938419585644488e-14,2.1016162851318743e-17,7.7360191553336065e-18,1.7460164442157353e-20,1.6042274618854133e-13,1.247269626419614e-16,2.5254273761928059e-17,1.3300924859626769e-31,8.2187089647274232e-19,1.6195649425294921e-20,1.2513182224167709e-31,4.134390168462856e-09,1.1097350717121217e-23,3.3456147443881369e-24,5.2607460734884106e-12,1.5749290658703346e-12,5.2830573824025039e-12,5.2639017288666218e-12,1.8568113111414819e-14,1.2513169516576727e-31,1.1088036710330107e-22,3.136601535894322e-23,2.4437726224328089e-23,5.1259509052499911e-27,8.5808032957104137e-21,2.0248761820764112e-30,1.0367031490683713e-16,8.738461196139943e-28,1.4417880728413637e-31,4.719344385848567e-19,1.6020184931587726e-35,5.9852421955712664e-36,8.3520235693755427e-39,6.2860739860979062e-21,3.233417022899177e-21,1.0032518636241495e-22,3.5657221546900807e-19,1.4623710672435162e-22,4.5648889334932449e-20,2.0601783450497474e-22,4.0367041593752698e-23,1.7290031169051849e-22,1.552692658492754e-23,8.5441336929695875e-30,1.9588593409151739e-23
2.325952327688519e-12,0.19882829634212199,76.950000000000003,0.0,0.0,0.0,0.99999412990444669,9.4999999815971385,1.9029564233199655e-07,2.3992657346429082e-06,2.3900693640559173e-06,1.3793573964358848e-08,1.1619576009605801e-12,2.0027987971842828e-07,2.7271592463754101e-07,4.6081259838923966e-09,1.8139973851785874e-16,1.4072493412397164e-16,2.6641953024070846e-16,3.9476124030983975e-07,3.9737298271120479e-11,4.1192085160945212e-17,3.0020543210816329e-19,2.58659072410275e-23,7.3665695713405694e-24,3.1305249180619838e-14,1.2191270894852e-11,6.0201174490077113e-14,6.0231745988828253e-14,2.2303461787285091e-17,8.2680369638265427e-18,1.7988991259380909e-20,1.6656103878451775e-13,1.2979539207105008e-16,2.6446056650574177e-17,1.5166672042885339e-31,8.7829011887590638e-19,1.7130640268388338e-20,1.4268441987003748e-31,4.2348955042835839e-09,1.1861146160548802e-23,3.575462690668775e-24,5.4308232408032682e-12,1.6254392090104226e-12,5.3127323436064895e-12,5.4341597032281561e-12,1.9612538598350067e-14,1.4268427221772587e-31,1.195083316924847e-22,3.3876107739246698e-23,2.65048294778944e-23,5.6676654433118951e-27,9.0529922335092113e-21,2.2823195955137172e-30,1.0762205582771608e-16,9.6142029167886483e-28,1.6251524860316964e-31,4.9817158106692704e-19,1.8408345687250676e-35,6.8237277528846295e-36,9.6241482119782974e-39,6.7842393878338056e-21,3.3598085876307171e-21,1.0825030291780197e-22,3.7719317686017499e-19,1.5540756573960301e-22,4.7393291516432376e-20,2.1909709807699409e-22,4.3474940635154356e-23,1.8287438936044011e-22,1.6254605921107211e-23,9.2019337623999226e-30,2.0643327740653403e-23
2.3692350458669837e-12,0.1988282963406666,76.950000000000003,0.0,0.0,0.0,0.99999402073680277,9.4999999809570213,1.9383675961384326e-07,2.4438711590810285e-06,2.4342883291085994e-06,1.4306635830234188e-08,1.1834298118018552e-12,2.0048150345010556e-07,2.791948970664774e-07,4.7351600241038069e-09,1.8814719865785833e-16,1.4905822075749133e-16,2.8109762601111256e-16,4.041396720125113e-07,4.1229300305697235e-11,4.2327350167311726e-17,3.0849431052390388e-19,2.7798500334892693e-23,7.8282714513440456e-24,3.2718296588283771e-14,1.2647156324520694e-11,6.3616925846126113e-14,6.3649393151333007e-14,2.3642366354545166e-17,8.824938852354529e-18,1.85196498452413e-20,1.7281450921085001e-13,1.3496513521016765e-16,2.7667695484873291e-17,1.7252255824434304e-31,9.3734261093042097e-19,1.8100801276723897e-20,1.6230521574529743e-31,4.3355063617805579e-09,1.2660685679761162e-23,3.8160468828160505e-24,5.6017930404252243e-12,1.6761891696980662e-12,5.3407097968244339e-12,5.605316199769461e-12,2.0690273809212853e-14,1.6230504465952418e-31,1.286293834864886e-22,3.6536207818990635e-23,2.8702734817091813e-23,6.2547367811646175e-27,9.5412939923583876e-21,2.5666802816207134e-30,1.1164713644669472e-16,1.0559357052088465e-27,1.8276967261982484e-31,5.2532295496227274e-19,2.1097090948300655e-35,7.7610589983834318e-36,1.1060872722981193e-38,7.3100974943243596e-21,3.488606358168969e-21,1.1661336721327236e-22,3.9859253507023273e-19,1.64955907729912e-22,4.9170306661166646e-20,2.3272353219525602e-22,4.675734279301081e-23,1.9322304774080023e-22,1.7001272960260485e-23,9.8966678481523637e-30,2.173248451462799e-23
2.4125177640454483e-12,0.198828296339189,76.950000000000003,0.0,0.0,0.0,0.99999391156945128,9.4999999803071429,1.9737787622544897e-07,2.488475994035502e-06,2.4784980943696601e-06,1.4828879301898473e-08,1.2050792228275623e-12,2.0066740472344681e-07,2.8568013099650281e-07,4.8627734879396182e-09,1.9501531370716729e-16,1.5772576834120459e-16,2.9629783897417874e-16,4.1352716743691242e-07,4.2748784753028643e-11,4.3468233374397227e-17,3.1689032580333686e-19,2.9836452240476021e-23,8.3095973969903193e-24,3.4164505279454922e-14,1.311133380600319e-11,6.7159202420332751e-14,6.7193643648245334e-14,2.5033886418596875e-17,9.4073414939510298e-18,1.9052012558827084e-20,1.7918315572224711e-13,1.4023619002386157e-16,2.8919242897204911e-17,1.9578830973745767e-31,9.990935370316044e-19,1.9106772526055468e-20,1.8419323387677586e-31,4.4362145301925272e-09,1.3496856382749342e-23,4.0676331416350309e-24,5.7736017759839763e-12,1.7271625647929983e-12,5.3670783788313472e-12,5.7773175539153561e-12,2.1801487443088166e-14,1.8419303616716896e-31,1.3826188183425478e-22,3.9352385722220335e-23,3.1037053036805328e-23,6.8900064527755099e-27,1.0045919056687795e-20,2.880188029941155e-30,1.157455283799644e-16,1.1578033501103271e-27,2.05101059690284e-31,5.5340145251600253e-19,2.4117543833461367e-35,8.8067868127502734e-36,1.2679880485556436e-38,7.8645198639754616e-21,3.6198093958127726e-21,1.2542795348412888e-22,4.2078459563243895e-19,1.7488978227145502e-22,5.0979930510679721e-20,2.4690843320199526e-22,5.022051686399032e-23,2.0395306213779949e-22,1.7767042320990992e-23,1.0629660604369515e-29,2.2856440037229635e-23
2.455800482223913e-12,0.19882829633768934,76.950000000000003,0.0,0.0,0.0,0.99999380240236901,9.499999979647539,2.0091899216681467e-07,2.5330802640204935e-06,2.5226986696960478e-06,1.5360294524176024e-08,1.2266602563350125e-12,2.0083880825296261e-07,2.9217113862283974e-07,4.990942106826248e-09,2.0200409405646709e-16,1.6673498009672472e-16,3.1202926992500457e-16,4.2292302047701674e-07,4.4295751251613054e-11,4.46138701818873e-17,3.2525362329381922e-19,3.1983469123762679e-23,8.8110071771204185e-24,3.5643904533736067e-14,1.3583799302426202e-11,7.0830284049467535e-14,7.0866778943266964e-14,2.6479031332333267e-17,1.0015862467069108e-17,1.9585960477700376e-20,1.8566697664461414e-13,1.4560855513332713e-16,3.0200748060474454e-17,2.2169149393414237e-31,1.0636081702889983e-18,2.0149193664055586e-20,2.085625243591541e-31,4.5370124349583039e-09,1.4370546824361812e-23,4.330488338618471e-24,5.9461986146939094e-12,1.7783438875382574e-12,5.3919228400457856e-12,5.9501129627780584e-12,2.2946337875085109e-14,2.0856229647020416e-31,1.4842451650038409e-22,4.2330847089868438e-23,3.3513527471820105e-23,7.5764367034823615e-27,1.0567075351267635e-20,3.2252108984463304e-30,1.1991720341621261e-16,1.2674507022100732e-27,2.2967825829473783e-31,5.8241984091299076e-19,2.7503385226550149e-35,9.9711915561072906e-36,1.4500385822836071e-38,8.4483823543905127e-21,3.7534167681940295e-21,1.3470769027450099e-22,4.4378365845666046e-19,1.8521683552302493e-22,5.2822158853997631e-20,2.6166309248173e-22,5.3870832204893951e-23,2.1507120114966809e-22,1.8552027180610101e-23,1.1402261454439382e-29,2.4015563882988781e-23
