Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281)
6.568008013711224e-12,0.2630572735398266,76.950000000000003,0.0,0.0,0.0,0.9999956063799389,9.4999999733598681,2.1916968605260516e-07,1.8901693331765527e-06,1.8731063190387254e-06,2.1843958161480399e-08,9.1065198202545001e-13,3.6341843845442089e-08,1.5311488332108785e-07,4.7903808244955758e-09,3.6708520353247746e-16,3.0435752533428018e-16,1.5471085513898589e-12,1.9300080305505767e-07,4.2399266348147078e-11,5.331262701964135e-17,1.2602217013243007e-19,2.2470493449994497e-19,6.9744544464590391e-24,1.9364833161479379e-14,9.4593311758570267e-12,8.4602145323267676e-14,8.4649923891922306e-14,3.2134186829752413e-17,1.5644190026549771e-17,9.2382302654525204e-22,9.8365430511847591e-13,7.7872040515440994e-16,2.1653087552846143e-16,6.4023624870564541e-31,1.4369991255164742e-17,1.891149631975935e-19,6.0712261417371908e-31,2.022600011318692e-09,1.6207675054818766e-22,4.5985232950828455e-23,1.8837939995326808e-12,5.5878837920872783e-13,5.0286803034076345e-13,1.8851965350999251e-12,1.583798019266429e-14,6.0712204021197101e-31,3.7000024003491451e-21,5.4370218012213877e-23,4.7374911890887609e-23,2.3711921805319082e-26,6.3252288144414246e-20,2.0245823677189924e-29,4.2283894759452713e-17,2.9621009121046216e-27,9.2696987836304377e-31,3.8380155410276353e-19,2.2766027588449251e-34,4.238603265376508e-35,1.1864865422927855e-37,7.1480318833918197e-21,9.084147558641972e-22,3.5788530386321681e-23,2.8388741938946269e-19,1.4014870305154967e-22,1.764336979059074e-20,1.9412742998693752e-22,6.4386994013711662e-23,1.3741090641264737e-22,3.2066950293251876e-23,2.4673377868593072e-29,3.2818846190310542e-25,6.355847674784011e-22,3.2387930713260889e-23,1.9179831316678882e-22,4.4593736728542326e-18,3.5977800248315321e-24,4.8814740919033507e-12,4.0055834688413432e-16,5.2054002460580048e-20,4.0055828826785133e-16,4.2664256946568965e-25,3.3250510132638052e-30
6.7750882773014214e-12,0.2630572735351218,76.950000000000003,0.0,0.0,0.0,0.99999546787773885,9.4999999717955674,2.2607976135883916e-07,1.9497264900802829e-06,1.9314748438067222e-06,2.3219981900962833e-08,9.3934620489329845e-13,3.6342057592339501e-08,1.5843595414477262e-07,4.9783740104352739e-09,3.9020935179509525e-16,3.355254252072582e-16,1.6461739740567466e-12,1.9970799631260157e-07,4.5113900684707104e-11,5.5404829981101084e-17,1.3099475457147892e-19,2.4658263415848074e-19,7.7123471030780402e-24,2.0719170514546759e-14,1.0059961877025648e-11,9.2822546033642e-14,9.2875225903311079e-14,3.5339528986969641e-17,1.7340129289995094e-17,9.5873344065276789e-22,1.0211341986188797e-12,8.0920382125436538e-16,2.260184967705098e-16,7.9507324839005515e-31,1.5544935720588853e-17,2.0111440766350935e-19,7.5395228812856757e-31,2.0928912743172292e-09,1.7534358963414423e-22,4.9746350672768263e-23,1.9561020521074487e-12,5.7969532474960073e-13,5.0291605990579902e-13,1.957614100419947e-12,1.7052573060354367e-14,7.5395155282882213e-31,4.0591024222063711e-21,6.1782539165288933e-23,5.4045634699829401e-23,2.7911279099034513e-26,6.701523693871846e-20,2.4589735830407173e-29,4.4971822504909795e-17,3.4702504243904403e-27,1.1259546488740697e-30,4.1850520921094692e-19,2.8536940669708077e-34,5.2610083652506947e-35,1.4958456230560181e-37,7.9716628143739053e-21,9.6702437318573005e-22,3.9300464236355453e-23,3.1147867193242009e-19,1.544072472910411e-22,1.8774639531227745e-20,2.1393473732526054e-22,7.2659320681337548e-23,1.5074378266934741e-22,3.4150050130120628e-23,2.7843312214898813e-29,3.5470376040537181e-25,6.982743310046897e-22,3.661533758830758e-23,2.1139211932498505e-22,4.6149154092869664e-18,4.0919288165871586e-24,5.1384658305020533e-12,4.0332527319303945e-16,5.6829696837833137e-20,4.0332521206437751e-16,4.8161382685011895e-25,3.6476807333758069e-30
6.982168540891619e-12,0.2630572735302944,76.950000000000003,0.0,0.0,0.0,0.99999532937549629,9.4999999701904763,2.3298983399977774e-07,2.0092834421238932e-06,1.9898027339612262e-06,2.4636601981582572e-08,9.680403290399729e-13,3.6342208416582525e-08,1.6375705128673119e-07,5.1665522082207232e-09,4.1401573034561002e-16,3.6883916042075439e-16,1.7483134479868149e-12,2.0641522282001701e-07,4.791274297401688e-11,5.7499091997963633e-17,1.3597397735368047e-19,2.6983298531846893e-19,8.5026860750810736e-24,2.211968370762834e-14,1.067875316288839e-11,1.0155655960586981e-13,1.0161446608560127e-13,3.8750463568767691e-17,1.9155783887873024e-17,9.9364464179715407e-22,1.0588379648958382e-12,8.3987028008012966e-16,2.3556654377234511e-16,9.8091833772716954e-31,1.6770394054009304e-17,2.1348518643853538e-19,9.3018674781984126e-31,2.1631829863577652e-09,1.8918143288376277e-22,5.3669218920334579e-23,2.0283665531592946e-12,6.0054917202330689e-13,5.0295516635568002e-13,2.0299923483826451e-12,1.8312833491402518e-14,9.3018581284770376e-31,4.4404987367684609e-21,6.9942043026120779e-23,6.1410579068289738e-23,3.2691939306986237e-26,7.0853324760488696e-20,2.968921847840332e-29,4.7741469210012244e-17,4.046559044956234e-27,1.3595733759709692e-30,4.5508153621737046e-19,3.5524959118545059e-34,6.4884468898722492e-35,1.8728427276696654e-37,8.8572824081770701e-21,1.0274422711645287e-21,4.3013481769511172e-23,3.407956000128789e-19,1.6960017679694942e-22,1.9941107128543359e-20,2.350440988180255e-22,8.1689156324019535e-23,1.6490737701546323e-22,3.6282176108477071e-23,3.1303516203696784e-29,3.8254753501286803e-25,7.6494257241914098e-22,4.1209517715699256e-23,2.3227482593574912e-22,4.7704579461309612e-18,4.6330772821063513e-24,5.4015744140687602e-12,4.0608260157384605e-16,6.1900449147626996e-20,4.0608253791718374e-16,5.4165041413815648e-25,3.9904123726022154e-30
7.1892488044818164e-12,0.2630572735253447,76.950000000000003,0.0,0.0,0.0,0.99999519087321087,9.4999999685447492,2.3989990397542137e-07,2.0688402158612185e-06,2.0480901124769389e-06,2.6093695442616578e-08,9.9673436725988424e-13,3.6342314453052496e-08,1.6907816693350947e-07,5.3548888639245872e-09,4.3850227280249267e-16,4.0438044238222173e-16,1.8535270293395599e-12,2.1312247272847895e-07,5.079579292267609e-11,5.9595117543166716e-17,1.4095914148006826e-19,2.9449737917260338e-19,9.3475287097200793e-24,2.3566367166665554e-14,1.1315676716868647e-11,1.1081947158833712e-13,1.1088294037809815e-13,4.237327396421285e-17,2.1095261309890116e-17,1.02855640440772e-21,1.0967655590021392e-12,8.7071973056629181e-16,2.4517453135203691e-16,1.2027725780082353e-30,1.8046683592343715e-17,2.262287996437965e-19,1.1405685298538003e-30,2.2334750440485961e-09,2.035938690161856e-22,5.7754853964123094e-23,2.1005864076202834e-12,6.2134971990681452e-13,5.0298769786464905e-13,2.1023301856623711e-12,1.961872898254859e-14,1.1405673493276721e-30,4.8448704517923821e-21,7.8899413031475642e-23,6.9518318178687152e-23,3.8113412309539384e-26,7.4764498528384099e-20,3.5647030928860207e-29,5.0592749857568154e-17,4.6977918763300302e-27,1.6325409572671543e-30,4.9356333690444923e-19,4.3938357488118995e-34,7.9542581281006538e-35,2.3296176962618773e-37,9.8071775546289278e-21,1.0896665579094425e-21,4.69313071630226e-23,3.7188983185499287e-19,1.8575682130738275e-22,2.1142771846501138e-20,2.5749652444848792e-22,9.1519213329425822e-23,1.7992617707405963e-22,3.8462136065348104e-23,3.5070356404528074e-29,4.1174969948764084e-25,8.3571031191738825e-22,4.6186409264968456e-23,2.5448690894012228e-22,4.9260010465137967e-18,5.2237928291988902e-24,5.6707987130149435e-12,4.0883283965670352e-16,6.7276835858464567e-20,4.088327734564597e-16,6.0704865525886572e-25,4.3538384929596696e-30
7.396329068072015e-12,0.26305727352027325,76.950000000000003,0.0,0.0,0.0,0.99999505237088249,9.4999999668585247,2.4680997128577025e-07,2.1283968340375718e-06,2.1063371019561633e-06,2.7591139695694811e-08,1.0254283305123401e-12,3.6342388636796326e-08,1.7439929551201324e-07,5.5433612321462409e-09,4.636669190416873e-16,4.4223188401618908e-16,1.9618147760477543e-12,2.1982973901312828e-07,5.3763050272053765e-11,6.1692653475947355e-17,1.459496499245835e-19,3.2061717522874009e-19,1.0248955466681285e-23,2.5059215260877177e-14,1.1970704285587277e-11,1.2062654370339454e-13,1.2069592087821172e-13,4.6214233762689954e-17,2.3162662985743976e-17,1.0634685667034211e-21,1.1349169487258044e-12,9.0175213616103771e-16,2.5484207645788086e-16,1.4662603605292257e-30,1.9374119365247093e-17,2.393467508918515e-19,1.3904312897514141e-30,2.3037673735944491e-09,2.1858446047826832e-22,6.200426467137496e-23,2.1727608167637576e-12,6.4209685766019013e-13,5.030153904043858e-13,2.1746268152096686e-12,2.0970226444040626e-14,1.3904298090451733e-30,5.2728993654664485e-21,8.8707236861326272e-23,7.8419302685605847e-23,4.4239306102629092e-26,7.8746802256682667e-20,4.2576268255901044e-29,5.3525580522121683e-17,5.4311662870906315e-27,1.9500472719503297e-30,5.3398241091900103e-19,5.40133040836924e-34,9.6960222567784416e-35,2.8800474879108048e-37,1.0823633499282246e-20,1.1536953660493996e-21,5.1057623702104477e-23,4.0481294130926597e-19,2.0290647908313296e-22,2.2379632489325673e-20,2.8133298012687458e-22,1.0219314021379277e-22,1.9582461391824811e-22,4.0688793770972495e-23,3.9160558082306611e-29,4.4234013199380824e-25,9.1069824453365428e-22,5.1561907445886362e-23,2.7806878111632344e-22,5.0815445414812817e-18,5.8666832029710835e-24,5.9461376150293541e-12,4.115778476860823e-16,7.2969594057433603e-20,4.1157777892670487e-16,6.7811318591081479e-25,4.738550288046777e-30
7.603409331662212e-12,0.2630572735150805,76.950000000000003,0.0,0.0,0.0,0.99999491386851103,9.4999999651319555,2.5372003593082488e-07,2.1879533161338584e-06,2.1645438246299332e-06,2.9128812523672712e-08,1.0541222281837261e-12,3.6342440134406497e-08,1.7972043307279547e-07,5.7319498318848482e-09,4.895076151776619e-16,4.8247699520592144e-16,2.073176747637676e-12,2.2653701669570741e-07,5.681451479332063e-11,6.3791482986081017e-17,1.5094499135100844e-19,3.4823370135790626e-19,1.1209069801306677e-23,2.6598222318572073e-14,1.2643807678689981e-11,1.3099301390059265e-13,1.310686558946534e-13,5.027960677581463e-17,2.5362084224135955e-17,1.0983810133134916e-21,1.1732921110897131e-12,9.329674708353476e-16,2.6456887703031807e-16,1.7776855809403721e-30,2.0753014573129874e-17,2.5284054553848424e-19,1.6857530751617151e-30,2.3740599226495232e-09,2.341567488876205e-22,6.6418454039797992e-23,2.2448892025163982e-12,6.6279054174618683e-13,5.0303952266908074e-13,2.246881660578915e-12,2.2367292357190019e-14,1.6857512295604712e-30,5.7252699676016023e-21,9.9420027267479164e-23,8.816588152125477e-23,5.1137482757006253e-26,8.2798372522408166e-20,5.060106025532435e-29,5.6539878335229558e-17,6.2543686848560354e-27,2.3177893958289065e-30,5.7636958481376974e-19,6.601662817523532e-34,1.1755959995198266e-34,3.5399362797911663e-37,1.1908933819056834e-20,1.2195268519477987e-21,5.5396078354882347e-23,4.3961644854829253e-19,2.2107841732292222e-22,2.3651687424826492e-20,3.0659438827311126e-22,1.1375550515088377e-22,2.126270618645122e-22,4.2961066411696131e-23,4.3591198886125889e-29,4.7434867571098126e-25,9.9002694167978037e-22,5.735186054904691e-23,3.0306079222110544e-22,5.2370883113013182e-18,6.5643958129113614e-24,6.2275900213752337e-12,4.1431900078463782e-16,7.8989621320999819e-20,4.1431892945059604e-16,7.5515694990808709e-25,5.1451375780428092e-30
7.81048959525241e-12,0.26305727350976676,76.950000000000003,0.0,0.0,0.0,0.99999477536609582,9.4999999633651715,2.6063009791058557e-07,2.2475096788348224e-06,2.2227104023591366e-06,3.0706592079507046e-08,1.082816068313123e-12,3.6342475446634621e-08,1.8504157681499257e-07,5.9206379783060313e-09,5.1602231354451793e-16,5.2520017825810687e-16,2.1876130050741233e-12,2.3324430224574398e-07,5.9950186283174543e-11,6.5891420382764802e-17,1.5594472782206258e-19,3.773882538400319e-19,1.2229998048406356e-23,2.8183382639329966e-14,1.3334958768675348e-11,1.4193409640975879e-13,1.4201637000048778e-13,5.457564705927864e-17,2.7697614166504611e-17,1.1332936619955616e-21,1.2118910296547077e-12,9.6436571600840041e-16,2.743546950153754e-16,2.1440910240146619e-30,2.2183680970825636e-17,2.6671168934098417e-19,2.0332126438945031e-30,2.444352654041744e-09,2.5031425940134676e-22,7.0998420428647601e-23,2.3169711492793886e-12,6.834307780124276e-13,5.0306103512869025e-13,2.3190943077614636e-12,2.3809892895501175e-14,2.0332103570904237e-30,6.2026694390510007e-21,1.1109424279714592e-22,9.8812322593747275e-23,5.8880216063953682e-26,8.6917434130429928e-20,5.9857296302945884e-29,5.9635561452290786e-17,7.1755714704056366e-27,2.7420050189984129e-30,6.2075474024996535e-19,8.0248771544988251e-34,1.4181357578635773e-34,4.3272204388102733e-37,1.3065360403808616e-20,1.2871591949526948e-21,5.9950285612326582e-23,4.7635182074096184e-19,2.4030187256545137e-22,2.4958934606849417e-20,3.3332162838098046e-22,1.2625177978083792e-22,2.3035783828355964e-22,4.5277922161248491e-23,4.8379702645310728e-29,5.0780513942720789e-25,1.0738168526365282e-21,6.3572066706539153e-23,3.2950322913064916e-22,5.3926322710620255e-18,7.3196171173771742e-24,6.5151548440194286e-12,4.1705731361090228e-16,8.5347975584530282e-20,4.1705723968668054e-16,8.3850119398087726e-25,5.5741888051305164e-30
8.017569858842607e-12,0.26305727350433245,76.950000000000003,0.0,0.0,0.0,0.99999463686363721,9.4999999615583093,2.675401572250527e-07,2.3070659364313998e-06,2.2808369566356377e-06,3.2324356885135182e-08,1.1115098577861783e-12,3.6342499218672996e-08,1.903627247372129e-07,6.1094113803808251e-09,5.4320897267715468e-16,5.7048672339011241e-16,2.3051236106269321e-12,2.3995159314049713e-07,6.3170064560167006e-11,6.7992306616613899e-17,1.609484842376067e-19,4.0812209740769901e-19,1.331388930665642e-23,2.9814690502952794e-14,1.4044129490723347e-11,1.5346498179391677e-13,1.5355426408604064e-13,5.9108598934629524e-17,3.0173335752950468e-17,1.1682064538108622e-21,1.2507136925373837e-12,9.9594685828791439e-16,2.8419934278061649e-16,2.573321042504162e-30,2.3666429173702221e-17,2.8096168744431377e-19,2.4402489061426114e-30,2.5146455411608866e-09,2.6706050420172489e-22,7.5745158540955384e-23,2.3890063599574985e-12,7.0401760822538636e-13,5.030806203264806e-13,2.3912644612237562e-12,2.5297994015958904e-14,2.4402460885570794e-30,6.7057876496797232e-21,1.2378830841194565e-22,1.1041483337870149e-22,6.7544350858987076e-26,9.1102295968688088e-20,7.049337638458165e-29,6.2812549020812634e-17,8.203450172089568e-27,3.2295070791097636e-30,6.6716684138491851e-19,9.7046931130564644e-34,1.7025017946770913e-34,5.2621891130183519e-37,1.4295193442792273e-20,1.3565905966800282e-21,6.4723830707373637e-23,5.1507047270602716e-19,2.6060605107884741e-22,2.6301371596866134e-20,3.615555375645654e-22,1.3972832329401962e-22,2.4904120342800459e-22,4.763837783968525e-23,5.3543833270840567e-29,5.4273929811205198e-25,1.1621883059992161e-21,7.0238271259385608e-23,3.5743631598103971e-22,5.5481763600881331e-18,8.1350720568319568e-24,6.8088310035006574e-12,4.1979353525767187e-16,9.2055875010767484e-20,4.1979345872776525e-16,9.2847546127096139e-25,6.0262910293262189e-30
8.224650122432805e-12,0.26305727349877805,76.950000000000003,0.0,0.0,0.0,0.99999449836113519,9.4999999597115057,2.7445021387422663e-07,2.3666221011647263e-06,2.3389236085833963e-06,3.3981985830357619e-08,1.1402036025008628e-12,3.6342514780728519e-08,1.9568387540462895e-07,6.2982577968793228e-09,5.7106555729249195e-16,6.1842280423955533e-16,2.4257086277565562e-12,2.4665888757137851e-07,6.6474149461562829e-11,7.0094005451106056e-17,1.6595593930461633e-19,4.4047646528812847e-19,1.4462915323577437e-23,3.1492140175436443e-14,1.4771291842524448e-11,1.6560083700205254e-13,1.6569751541166237e-13,6.3884697010985674e-17,3.2793325698655589e-17,1.2031193464062396e-21,1.2897600910874088e-12,1.0277108879625213e-15,2.9410267243351633e-16,3.0740876251669703e-30,2.520156889741248e-17,2.9559204364944713e-19,2.9151235810895648e-30,2.584938564881765e-09,2.8439898522631931e-22,8.0659660192831434e-23,2.4609946242716374e-12,7.2455110036689156e-13,5.030987885501637e-13,2.4633919122263498e-12,2.6831561524326489e-14,2.9151201280071523e-30,7.2353171550730428e-21,1.3756263600230535e-22,1.2303158140413265e-22,7.7211464023355342e-26,9.5351347046852252e-20,8.2670988675870575e-29,6.6070761150025444e-17,9.3472007605671337e-27,3.7877196283031789e-30,7.1563396146315546e-19,1.1678840021759919e-33,2.0345739139474317e-34,6.367721255147651e-37,1.5600711415410277e-20,1.4278192803278348e-21,6.9720272297014355e-23,5.5582376754571658e-19,2.8202012923795185e-22,2.7678995584714387e-20,3.9133691108760922e-22,1.5423236678660449e-22,2.6870136027630269e-22,5.0041496658222698e-23,5.9101688760893959e-29,5.7918089347031119e-25,1.255261511079228e-21,7.7366164650011512e-23,3.869002143083319e-22,5.7037205348802082e-18,9.0135235295902727e-24,7.1086174274789506e-12,4.2252821892849083e-16,9.912469785740116e-20,4.2252813977740182e-16,1.0254175837001072e-24,6.5020299247031942e-30
8.431730386023002e-12,0.2630572734931039,76.950000000000003,0.0,0.0,0.0,0.99999435985858942,9.4999999578248921,2.8136026785810763e-07,2.4261781835198435e-06,2.396970478959576e-06,3.5679358171724124e-08,1.168897307508991e-12,3.6342524505132542e-08,2.0100502779511638e-07,6.487166742667435e-09,5.9959003827074929e-16,6.6909547339623828e-16,2.5493681210160641e-12,2.5336618425000985e-07,6.9862440840658556e-11,7.2196400193865183e-17,1.7096681782758182e-19,4.7449255924363816e-19,1.5679270381086353e-23,3.3215725912915779e-14,1.5516417884109235e-11,1.7835680542172708e-13,1.7846127766034741e-13,6.8910166206687618e-17,3.556165447862352e-17,1.2380323094904379e-21,1.3290302190134006e-12,1.0596577980055941e-15,3.04064567472049e-16,3.6560399416753518e-30,2.6789409144651989e-17,3.1060425989313254e-19,3.466987151108028e-30,2.6552317115316396e-09,3.0233319629469933e-22,8.5742914912728401e-23,2.5329357962177687e-12,7.4503134173205602e-13,5.0311591492627467e-13,2.5354765162873987e-12,2.8410561121285397e-14,3.4669829406069701e-30,7.7919531923197121e-21,1.5247964479756725e-22,1.3672271462895887e-22,8.7968027157575344e-26,9.9663052714554511e-20,9.6565913981047143e-29,6.9410118881751339e-17,1.0616557143319541e-26,4.4247149486931465e-30,7.6618330863248208e-19,1.3989411542132212e-33,2.4208820853176745e-34,7.6695398895444455e-37,1.6984191085096313e-20,1.5008434900192225e-21,7.4943144689946759e-23,5.9866301726016047e-19,3.0457325388994943e-22,2.9091803408494987e-20,4.2270650287648275e-22,1.6981199788360646e-22,2.8936245439231787e-22,5.2486386053918569e-23,6.5071695308867799e-29,6.1715963447686529e-25,1.3531565592631509e-21,8.4971380753962264e-23,4.1793502318819799e-22,5.8592647644502254e-18,9.9577719035558409e-24,7.4145130497519777e-12,4.2526177231964821e-16,1.065659823442276e-19,4.2526169053188461e-16,1.1296736733816237e-24,7.0019897759933208e-30
8.6388106496132e-12,0.26305727348731045,76.950000000000003,0.0,0.0,0.0,0.99999422135600025,9.4999999558985948,2.8827031917669607e-07,2.4857341924772003e-06,2.454977688155659e-06,3.7416353531423117e-08,1.1975909771374033e-12,3.6342530070001654e-08,2.0632618118565452e-07,6.6761292372019182e-09,6.2878039263678351e-16,7.2259265795642584e-16,2.6761021559669335e-12,2.600734822650328e-07,7.3334938564486546e-11,7.429939089758299e-17,1.7598088410658967e-19,5.1021154961081248e-19,1.6965171181617182e-23,3.4985441964577291e-14,1.6279479737678537e-11,1.9174800693153957e-13,1.9186068099020969e-13,7.4191221770887302e-17,3.8482386318530363e-17,1.2729453215294313e-21,1.3685240717371213e-12,1.0917875833393931e-15,3.1408493619040863e-16,4.3298374428334675e-30,2.8430258352479576e-17,3.2599983586450033e-19,4.1059481879525382e-30,2.7255249713895124e-09,3.2086662478607837e-22,9.0995910414162202e-23,2.6048297773675967e-12,7.6545843381621795e-13,5.0313227432193788e-13,2.6075181764867363e-12,3.0034958436602757e-14,4.1059430786156219e-30,8.376393675224255e-21,1.686037816725155e-22,1.5155038171584739e-22,9.9905570914809784e-26,1.0403595105471003e-19,1.123688572544796e-28,7.28305441624288e-17,1.202180883769436e-26,5.1492519273561759e-30,8.1884125101007314e-19,1.6683241634128188e-33,2.8686600056339666e-34,9.1964844225906895e-37,1.8447907495122235e-20,1.5756614901718054e-21,8.0395959701592449e-23,6.4363948334347659e-19,3.2829454270887655e-22,3.0539791573635631e-20,4.5570502601752541e-22,1.8651614562392216e-22,3.1104857379982406e-22,5.4972195618204249e-23,7.1472601511793749e-29,6.5670519789322742e-25,1.4559934253314612e-21,9.3069495565267539e-23,4.50580779375158e-22,6.0148090268777383e-18,1.0970654557446395e-23,7.7265168095147252e-12,4.2799449497306332e-16,1.1439142652040323e-19,4.2799441053313614e-16,1.2415981132428437e-24,7.5267534755501276e-30
9.052971176793595e-12,0.2630572734753669,76.950000000000003,0.0,0.0,0.0,0.99999394435069056,9.4999999519274567,3.0209041381799697e-07,2.6048460197841871e-06,2.5708736027516934e-06,4.1008733616134152e-08,1.2549782245093898e-12,3.6342533030587812e-08,2.1696848911014471e-07,7.0541852865773751e-09,6.8915066024335032e-16,8.3841662774073633e-16,2.9387941178306695e-12,2.7348807996386633e-07,8.0532552572313708e-11,7.8506830916685815e-17,1.8601780346028788e-19,5.8692274402288181e-19,1.9754588246214048e-23,3.866324198424942e-14,1.7859299679410954e-11,2.2049647150453411e-13,2.2062681421500357e-13,8.5544904784394673e-17,4.4797284820190815e-17,1.3427714369805572e-21,1.448182939211416e-12,1.1565957663290287e-15,3.343008240582033e-16,6.0011309240502351e-30,3.1872215189876098e-17,3.5794705301460785e-19,5.6908366577339069e-30,2.8661118055248207e-09,3.5974505841245463e-22,1.0201506753023203e-22,2.7484759455575854e-12,8.0615362695241729e-13,5.0316342766275569e-13,2.751472449555121e-12,3.3419808521889007e-14,5.6908292355626572e-30,9.631492984802238e-21,2.0474148623936424e-22,1.8487403627488008e-22,1.2771601998952575e-25,1.1295982169515973e-19,1.5054149118589471e-28,7.9914289521648113e-17,1.5284042020285594e-26,6.8996619575616714e-30,9.3058433720734112e-19,2.3434185010497744e-33,3.9814289227327357e-34,1.3058508718677215e-36,2.1625142094493036e-20,1.7306720174491747e-21,9.2005360782145509e-23,7.4020886147339659e-19,3.7935793970454176e-22,3.3541293393013248e-20,5.2675151734425571e-22,2.2349782602040358e-22,3.5759195226536609e-22,6.0063372838708656e-23,8.5643685478308886e-29,7.4061534086649748e-25,1.6769719347583579e-21,1.1080643054325428e-22,5.2086496991422976e-22,6.3258975940107304e-18,1.3213854739938293e-23,8.3688445222023656e-12,4.3345825200640861e-16,1.3124238449082259e-19,4.3345816221569427e-16,1.4899108672460922e-24,8.6530170120168792e-30
9.46713170397399e-12,0.26305727346295066,76.950000000000003,0.0,0.0,0.0,0.99999366734520612,9.4999999477991057,3.1591049779813223e-07,2.72395763230321e-06,2.6866123082317186e-06,4.4758170332784353e-08,1.3123653683294085e-12,3.6342529695946227e-08,2.2761079657856801e-07,7.4323767267166418e-09,7.5216029849817945e-16,9.6661545296156956e-16,3.2137850554906623e-12,2.8690267739122909e-07,8.806699062786071e-11,8.2715777742496951e-17,1.960654057043534e-19,6.7093878412605043e-19,2.2849344256040041e-23,4.252549416070148e-14,1.9510529882311245e-11,2.5196672155475136e-13,2.5211648783823915e-13,9.7995275477425673e-17,5.1770409938621446e-17,1.4125976148992449e-21,1.5287366752251451e-12,1.2221354171497326e-15,3.5474992365655643e-16,8.1964645786067586e-30,3.5529899490610482e-17,3.9144563833243576e-19,7.7726789778700658e-30,3.0066990315987854e-09,4.0106210071332495e-22,1.1372500945598466e-22,2.8919328819574184e-12,8.4663764992260466e-13,5.0319330120323668e-13,2.8952544964145751e-12,3.6985836240711585e-14,7.7726683750669817e-30,1.1006251725201289e-20,2.4653264264660974e-22,2.2354051208176617e-22,1.6148258805069841e-25,1.2211259173291387e-19,1.9904638326447643e-28,8.7321389894664097e-17,1.9228011613322067e-26,9.1242936485358652e-30,1.0510582710193243e-18,3.2416883333549423e-33,5.4470571271376716e-34,1.8258437514949817e-36,2.5150581070563268e-20,1.8928373609413943e-21,1.0457617312623415e-22,8.4594100531520647e-19,4.3544269095883105e-22,3.6683467106000021e-20,6.0480129092011524e-22,2.6558511054792896e-22,4.0852304518292155e-22,6.530899522434083e-23,1.0177116369453659e-28,8.3114811073196281e-25,1.9191545531586518e-21,1.3070038641075877e-22,5.9807183880389509e-22,6.6369861574603284e-18,1.5766547305144581e-23,9.0355921682654989e-12,4.3892064239523111e-16,1.4977434772520087e-19,4.3892054719178661e-16,1.7733559318935181e-24,9.8854557315108083e-30
9.881292231154385e-12,0.26305727345006436,76.950000000000003,0.0,0.0,0.0,0.99999339033954648,9.4999999435145188,3.2973057111710456e-07,2.8430690662288803e-06,2.802194754675573e-06,4.8663713709362157e-08,1.3697524260350926e-12,3.6342523321130532e-08,2.3825310218847506e-07,7.8106673622363888e-09,8.1779334291627925e-16,1.1079235841700357e-15,3.501075523482843e-12,3.0031727277938909e-07,9.5938251992831801e-11,8.6925828545138654e-17,2.0612274103288806e-19,7.6258790506045762e-19,2.6267968482569501e-23,4.6572152401015272e-14,2.1232949544905461e-11,2.8627887510598199e-13,2.8644990154889958e-13,1.1159170994057155e-16,5.9434050457704712e-17,1.4824238133149695e-21,1.6101852684611031e-12,1.2884065239203598e-15,3.75431976499546e-16,1.1045795365258945e-29,3.9405767697466571e-17,4.2650748687558505e-19,1.047471714576509e-29,3.1472866297431231e-09,4.4484552488168344e-22,1.2613360243330503e-22,3.0352005587359608e-12,8.8691153411055856e-13,5.0322247973158051e-13,3.0388643009862027e-12,4.0732766025118216e-14,1.0474702229671591e-29,1.2506349008466583e-20,2.9456786883856953e-22,2.6812106757536497e-22,2.02136785312771e-25,1.3148485321250312e-19,2.600376032276909e-28,9.5051250797311487e-17,2.3957878952051433e-26,1.192214548581965e-29,1.1804461509237646e-18,4.4220235814445499e-33,7.3549234559423081e-34,2.5171497526303779e-36,2.9042362663159893e-20,2.062144307560682e-21,1.1813581127200211e-22,9.6124424551306154e-19,4.9678072144110024e-22,3.996627454348145e-20,6.9017862862300682e-22,3.1319823869530461e-22,4.6403247562875964e-22,7.0703586194644327e-23,1.2001606295110135e-28,9.2853981066717225e-25,2.1834970068859989e-21,1.5287380896635888e-22,6.8251945062966419e-22,6.9480746746982442e-18,1.8652721692385315e-23,9.7267514120541851e-12,4.4438230757025883e-16,1.700866410102926e-19,4.4438220689213922e-16,2.0950650377122063e-24,1.1228682413216866e-29
