Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596)
1.9456233587280612e-10,0.1391362038204798,76.950000000000003,0.0,0.0,0.0,0.99998931608324282,9.4999980349164481,4.2334685371911388e-07,5.0368379566757449e-06,3.217376183013265e-06,1.8922602162133762e-06,1.0932982431270048e-11,1.8458573016901632e-10,2.1379895028249214e-08,7.2811392901105726e-08,6.9741215913823279e-14,9.3073914287338973e-13,4.5987805478731097e-13,1.7823251004478006e-08,1.687191672305114e-09,1.6452607003360886e-15,5.3046060605591515e-19,8.1870747084393364e-20,1.4434609266090025e-21,3.7293599617818012e-15,2.1486382820601477e-11,1.6247375232818249e-12,1.6288401600676427e-12,2.3951420716793793e-15,1.7074947140558278e-15,5.9136403314671464e-26,2.4067605152290134e-13,7.0880078485621704e-16,2.5247686021015948e-16,1.4142862993443847e-26,5.2600487285138706e-17,2.3595562862635327e-20,1.3739959734726517e-26,1.7340180286135249e-10,1.5210652596822718e-21,3.6164701101972678e-22,3.1634417462811339e-14,7.585672911241415e-15,2.9714436068103997e-16,3.1319966115562164e-14,2.9142176069263619e-15,1.3739947118091171e-26,2.0037772152486191e-20,7.9477589603519028e-20,7.7591972266535344e-20,5.9710535537124965e-22,3.5736522211970345e-21,2.6469780401938998e-23,1.6662785277169311e-17,1.8149270279019437e-22,7.2873271890052709e-26,7.6745484702646771e-19,1.0074260818082454e-27,9.6693747039551219e-29
2.023002514973422e-10,0.13913620362137655,76.950000000000003,0.0,0.0,0.0,0.99998889111007738,9.4999979097757024,4.4018308952021576e-07,5.2371072761289082e-06,3.2983913107237012e-06,2.0144567621860199e-06,1.136768857322877e-11,1.8458565333192276e-10,2.2234075650564452e-08,7.575502918999381e-08,7.4244908658691883e-14,1.0561434772485493e-12,5.2715567774119292e-13,1.8535334746970507e-08,1.8240292275870561e-09,1.7117757373138655e-15,5.5193889702843822e-19,9.739798208457861e-20,1.6388570753325972e-21,4.0321679229549173e-15,2.2919068687837132e-11,1.8072661438962448e-12,1.8118324136211326e-12,2.6647174552259208e-15,1.9015522695546954e-15,6.1508208170660462e-26,2.60193327872255e-13,7.6637719325311402e-16,2.731690701551671e-16,1.8235874332662049e-26,5.9196973653740378e-17,2.5994517779014727e-20,1.7716412163226478e-26,1.8032983856027288e-10,1.7118280021277742e-21,4.0700075765068826e-22,3.2802667642721086e-14,7.7931202511626554e-15,2.9717852183598476e-16,3.2465600458211639e-14,3.1437296447710895e-15,1.7716395218076936e-26,2.3021584686303623e-20,9.3822458994832036e-20,9.1640225597998438e-20,7.3235979723136054e-22,3.8746093307925302e-21,3.3752856451728357e-23,1.8006491716512272e-17,2.2283071495420953e-22,9.291925077054971e-26,8.3779357022385465e-19,1.3360650948475901e-27,1.2745627805331684e-28
2.1003816712187828e-10,0.139136203419173,76.950000000000003,0.0,0.0,0.0,0.99998846613197467,9.4999977826863571,4.5701927622475704e-07,5.4373764191900919e-06,3.3774576228932493e-06,2.1386018969560167e-06,1.180239431994335e-11,1.8458557649382479e-10,2.3088255903080522e-08,7.8698662803633031e-08,7.8820419170471497e-14,1.1925760082621894e-12,6.0110679410388408e-13,1.9247418181430031e-08,1.9662014524079361e-09,1.7782907138411462e-15,5.7342073827441315e-19,1.1510292105474748e-19,1.8515179402251524e-21,4.3467041728932454e-15,2.437948908905599e-11,2.0016887783879091e-12,2.0067490786159635e-12,2.951892382050019e-15,2.1084078458682308e-15,6.388001200064982e-26,2.8047121592225986e-13,8.2620107989180102e-16,2.9467602404853368e-16,2.3277444814821056e-26,6.6323098128482101e-17,2.8521247846417785e-20,2.2614425129319213e-26,1.8725788421931161e-10,1.9179080361356067e-21,4.5599604227545786e-22,3.3963606154263671e-14,7.9948783220769348e-15,2.9721232452650333e-16,3.3603377874924041e-14,3.381256425495072e-15,2.261440263256505e-26,2.6301671519970938e-20,1.1005702479362876e-19,1.0754295897238422e-19,8.9125484836619577e-22,4.1877469089616135e-21,4.2643224707042198e-23,1.9402218747309445e-17,2.7146949902029305e-22,1.1738766060971217e-25,9.1128419268604904e-19,1.7530569851193528e-27,1.6624885892286311e-28
2.1777608274641436e-10,0.13913620321404938,76.950000000000003,0.0,0.0,0.0,0.9999880411489348,9.4999976537617243,4.7385541383277714e-07,5.6376453854950787e-06,3.454688430503616e-06,2.264582309883978e-06,1.2237099670514904e-11,1.8458549965448029e-10,2.394243578579228e-08,8.1642293734787822e-08,8.3463571238615971e-14,1.3405117184040427e-12,6.8209152359640571e-13,1.9959501307867705e-08,2.1137083376630069e-09,1.8448056297544332e-15,5.94906266906364e-19,1.3518900132853227e-19,2.082191036687757e-21,4.6729587779342e-15,2.5866480931795254e-11,2.2082286217263643e-12,2.2138139253240598e-12,3.2569979717731032e-15,2.3283056257492973e-15,6.6251814804678774e-26,3.0150969263607682e-13,8.8827237661413869e-16,3.1699769736736097e-16,2.9436400847351523e-26,7.3999304026517992e-17,3.1176331225220067e-20,2.8598023556934852e-26,1.9418593963425365e-10,2.139896616863697e-21,5.0877342487202039e-22,3.5117278828687038e-14,8.1911071189922653e-15,2.972457750764438e-16,3.4733367038503178e-14,3.6267276321759554e-15,2.8597994008518346e-26,2.9893407939760232e-20,1.283436354002495e-19,1.2545945161793021e-19,1.0767796492287979e-21,4.513064589348913e-21,5.3414282289011488e-23,2.0849969171873243e-17,3.2835070846807789e-22,1.4703037116127957e-25,9.8792722263930835e-19,2.2774670786247632e-27,2.1474355569017304e-28
2.2551399837095044e-10,0.13913620300617566,76.950000000000003,0.0,0.0,0.0,0.99998761616095788,9.4999975231085294,4.9069150234431509e-07,5.8379141746704482e-06,3.5301904560814005e-06,2.3922912787344024e-06,1.2671804624035199e-11,1.845854228139843e-10,2.4796615298694456e-08,8.4585921980602279e-08,8.8170431476747655e-14,1.5004240745022995e-12,7.7047269495902795e-13,2.0671584126294609e-08,2.266549874237283e-09,1.9113204849891969e-15,6.1639562108270363e-19,1.5786933394842914e-19,2.3316215310743792e-21,5.010921812824639e-15,2.7378945045527945e-11,2.427099571883136e-12,2.4332414030104437e-12,3.5803515435505963e-15,2.5614795835400737e-15,6.8623616582783945e-26,3.2330873485481533e-13,9.5259101490013413e-16,3.4013406545584142e-16,3.6903052650765803e-26,8.224603345769175e-17,3.3960279335428368e-20,3.5852106001459839e-26,2.0111400460562809e-10,2.3783849645154091e-21,5.6547345710853786e-22,3.6263731228505456e-14,8.3819621322298572e-15,2.9727887965864443e-16,3.5855636035592408e-14,3.8800735629678715e-15,3.5852067576164632e-26,3.3812231389925394e-20,1.4885143369614257e-19,1.4555558441886189e-19,1.2921641095124092e-21,4.850562003229792e-21,6.6372954466045382e-23,2.2349745874279524e-17,3.9449521556448402e-22,1.8269138101834169e-25,1.0677230861759761e-18,2.9315327949758188e-27,2.748784983681257e-28
2.3325191399548654e-10,0.13913620279571165,76.950000000000003,0.0,0.0,0.0,0.99998719116804424,9.4999973908272839,5.0752754175941011e-07,6.0381827863408428e-06,3.6040642167726433e-06,2.5216282866043517e-06,1.3106509179601605e-11,1.8458534597243588e-10,2.5650794441781839e-08,8.7529547535713625e-08,9.2937295204067153e-14,1.6727849323595237e-12,8.6661557715683898e-13,2.1383666636721884e-08,2.4247260530053847e-09,1.9778352794242596e-15,6.3788893985671223e-19,1.8336667435655875e-19,2.6005520862858831e-21,5.3605833607137387e-15,2.891584249556341e-11,2.6585067400480296e-12,2.6652371514676616e-12,3.9222573735280349e-15,2.8081540458338494e-15,7.099541733500148e-26,3.4586831930457973e-13,1.0191569258888787e-15,3.6408510353291703e-16,4.5890878834077678e-26,9.1083727321331349e-17,3.6873544887568012e-20,4.4584081521350699e-26,2.0804207893858223e-10,2.6339642642468764e-21,6.2623668232132019e-22,3.7403008648544466e-14,8.5675944742876681e-15,2.9731164429647865e-16,3.697025237124817e-14,4.1412251258259276e-15,4.4584032014614923e-26,3.807363390904155e-20,1.7175633110479894e-19,1.6800380625894622e-19,1.5408874218150837e-21,5.2002387795185242e-21,8.1862287028800591e-23,2.3901551799703305e-17,4.7100635313775959e-22,2.253139286935889e-25,1.1506721479135211e-18,3.7410440485155423e-27,3.4888798352422541e-28
2.409898296200226e-10,0.13913620258280798,76.950000000000003,0.0,0.0,0.0,0.999986766170194,9.4999972570126623,5.2436353207810117e-07,6.2384512201294971e-06,3.6764043851387569e-06,2.6524986611305254e-06,1.3541213336317402e-11,1.8458526912977953e-10,2.6504973215049353e-08,9.0473170392075498e-08,9.7760673147862009e-14,1.8580644648650346e-12,9.7088763268670343e-13,2.2095748839160812e-08,2.5882368648314633e-09,2.0443500128778034e-15,6.5938636308285283e-19,2.1191338481036498e-19,2.8897227448717161e-21,5.7219335131458854e-15,3.0476191111070277e-11,2.9026469314226267e-12,2.9099984830513769e-12,4.2830074086159528e-15,3.0685442198012386e-15,7.3367217061369401e-26,3.691884226031155e-13,1.0879700403983004e-15,3.8885078669951627e-16,5.6638259838111893e-26,1.0053282530323124e-16,3.991652894633593e-20,5.5025554051985173e-26,2.1497016244275872e-10,2.9072256660797773e-21,6.9120363549409072e-22,3.8535156116997848e-14,8.7481510031302574e-15,2.9734407486589051e-16,3.8077282973490244e-14,4.4101138332726671e-15,5.5025490819259994e-26,4.2693155476795681e-20,1.9724098045666517e-19,1.9298309917672143e-19,1.8266864338790745e-21,5.5620945453658578e-21,1.0026412196471213e-22,2.5505389938771709e-17,5.59073143689549e-22,2.7594783074128979e-25,1.2367747266378622e-18,4.7357523514622102e-27,4.3933467233576142e-28
2.487277452445587e-10,0.13913620236760654,76.950000000000003,0.0,0.0,0.0,0.99998634116740703,9.4999971217538288,5.4119947330042776e-07,6.4387194756544137e-06,3.7473001289890615e-06,2.7848132346595294e-06,1.3975917093282722e-11,1.8458519228601064e-10,2.7359151618491952e-08,9.3416790543107627e-08,1.0263727891864143e-13,2.0567311102896947e-12,1.0836582913001581e-12,2.2807830733622733e-08,2.7570823005691698e-09,2.1108646852011367e-15,6.8088803136202074e-19,2.4375138934640571e-19,3.199870844388522e-21,6.0949623700535711e-15,3.2059062214582973e-11,3.1597090983259023e-12,3.1677148369565573e-12,4.6628819391592007e-15,3.342856691087501e-15,7.5739015761925737e-26,3.9326902126607601e-13,1.1590302889437809e-15,4.1443108994541754e-16,6.9410258535453896e-26,1.1061376587281089e-16,4.3089587146446469e-20,6.7434052620168688e-26,2.2189825493217433e-10,3.1987602848192095e-21,7.6051484323846317e-22,3.9660218396494211e-14,8.9237744420068513e-15,2.973761771012817e-16,3.9176794197826701e-14,4.6866717972062662e-15,6.7433972509350411e-26,4.768637815885802e-20,2.2549474798344709e-19,2.2067894266434979e-19,2.153563879569669e-21,5.9361289264559863e-21,1.2200185447405904e-22,2.7161263315451432e-17,6.599735153298883e-22,3.3575704145265064e-25,1.3260311074131418e-18,5.9498095043526944e-27,5.4914394132378515e-28
2.564656608690948e-10,0.13913620215024095,76.950000000000003,0.0,0.0,0.0,0.99998591615968357,9.4999969851347661,5.5803536542642895e-07,6.6389875525284969e-06,3.8168354314624774e-06,2.9184880241688152e-06,1.4410620449594195e-11,1.8458511544117506e-10,2.8213329652104611e-08,9.6360407983874619e-08,1.0756401721320748e-13,2.2692515379515089e-12,1.2052987426100833e-12,2.3519912320119009e-08,2.9312623510615986e-09,2.1773792962827403e-15,7.0239408596486246e-19,2.7913212203369333e-19,3.5317309605320668e-21,6.4796600397502948e-15,3.3663577541339951e-11,3.4298747672114093e-12,3.4385682073378196e-12,5.0621502328752477e-15,3.6312898930388144e-15,7.8110813436707982e-26,4.1811009171291959e-13,1.2323376017556723e-15,4.4082598815569398e-16,8.4500446368808432e-26,1.2134698628044021e-16,4.63930351611493e-20,8.2094805828051594e-26,2.2882635622510308e-10,3.5091591999764188e-21,8.3431082377557325e-22,4.0778239985175378e-14,9.0946034958958786e-15,2.9740795659957474e-16,4.0268851831756505e-14,4.9708317237501872e-15,8.2094705104502382e-26,5.3068920955287621e-20,2.5671368470943537e-19,2.5128327738302261e-19,2.5257964693588159e-21,6.3223415468617382e-21,1.4754326941725036e-22,2.8869174978057719e-17,7.7507750420127567e-22,4.060274287901504e-25,1.4184415505701004e-18,7.4222367392350286e-27,6.8164044218695664e-28
2.6420357649363086e-10,0.13913620193083706,76.950000000000003,0.0,0.0,0.0,0.99998549114702406,9.4999968472345806,5.7487120845614392e-07,6.8392554503623224e-06,3.8850893924939599e-06,3.0534439298026745e-06,1.4845323404350289e-11,1.8458503859527724e-10,2.9067507315882367e-08,9.930402270858581e-08,1.1253797270380817e-13,2.4960906288046048e-12,1.3361817461654543e-12,2.4231993598661092e-08,3.110777007141196e-09,2.2438938459917677e-15,7.2390466874232729e-19,3.1831646919591795e-19,3.8860348741393297e-21,6.8760166389234635e-15,3.5288906337540849e-11,3.7133184410940296e-12,3.7227335467758203e-12,5.4810711322854274e-15,3.934034548903797e-15,8.0482610085754258e-26,4.4371161027246002e-13,1.3078919087957826e-15,4.6803545611675473e-16,1.0223277348981756e-25,1.3275292255492205e-16,4.982715351126121e-20,9.9322559113174506e-26,2.3575446614396289e-10,3.8390134556960654e-21,9.1273208691878935e-22,4.1889265117786057e-14,9.2607729646698336e-15,2.9743941882300357e-16,4.135352109924883e-14,5.2625269081441121e-15,9.9322433376835976e-26,5.8856435269813355e-20,2.9110049746721596e-19,2.8499446852668768e-19,2.9479428414781543e-21,6.7207320289612541e-21,1.7740345531581733e-22,3.0629127992871463e-17,9.058504431783974e-22,4.8817476131927023e-25,1.514006298086408e-18,9.1974251611188004e-27,8.4058692622818106e-28
2.7194149211816694e-10,0.13913620170951344,76.950000000000003,0.0,0.0,0.0,0.99998506612942828,9.4999967081277656,5.9170700238961184e-07,7.0395231687645526e-06,3.9521365127460464e-06,3.189606450943013e-06,1.5280025956651616e-11,1.8458496174831211e-10,2.9921684609820305e-08,1.0224763471044379e-07,1.1755639957355757e-13,2.7377114687688219e-12,1.4766814576656499e-12,2.4944074569260478e-08,3.2956262596297072e-09,2.3104083341746222e-15,7.454199220594511e-19,3.6157470623550148e-19,4.2635115585794174e-21,7.2840222926273107e-15,3.6934262627141283e-11,4.0102079788113693e-12,4.0203791465184245e-12,5.9198936177547758e-15,4.2512740885764778e-15,8.2854405709102976e-26,4.7007355318809803e-13,1.385693139772903e-15,4.9605946852204594e-16,1.2296348142342257e-25,1.4485200950112252e-16,5.3392191794123227e-20,1.1946343335257127e-25,2.4268258451520523e-10,4.1889140606877715e-21,9.959191340574378e-22,4.2993337766772699e-14,9.4224138530722205e-15,2.974705691029927e-16,4.2430866665197938e-14,5.5616912296758591e-15,1.1946327744666215e-25,6.506460092526259e-20,3.2886451973760948e-19,3.2201726903771548e-19,3.4248513751909873e-21,7.1312999936299111e-21,2.1214779404092892e-22,3.2441125439530189e-17,1.053856136712002e-21,5.8375290092979502e-25,1.6127255781936474e-18,1.1325668311871236e-26,1.0302253877730585e-27
2.79679407742703e-10,0.13913620148638162,76.950000000000003,0.0,0.0,0.0,0.99998464110689644,9.4999965678844926,6.0854274722687209e-07,7.2397907073406724e-06,4.018046961030682e-06,3.3269054187896281e-06,1.5714728105597695e-11,1.845848849002957e-10,3.0775861533913542e-08,1.0519124398314916e-07,1.2261671166033542e-13,2.9945753528594686e-12,1.6271732700724456e-12,2.5656155231928733e-08,3.4858100993381405e-09,2.3769227606889602e-15,7.6693998874668633e-19,4.0918642964707726e-19,4.664887184438319e-21,7.7036671342758049e-15,3.8598902637332956e-11,4.3207049524722433e-12,4.3316669948526228e-12,6.3788573381483472e-15,4.5831850413670687e-15,8.5226200306792602e-26,4.971958966227508e-13,1.4657412241574451e-15,5.2489799997743806e-16,1.470830568449052e-25,1.576646806977401e-16,5.7088372403486141e-20,1.4289682343910973e-25,2.4961071116920727e-10,4.5594519881616951e-21,1.0840124581414904e-21,4.4090501643391738e-14,9.5796534775969762e-15,2.97501412644028e-16,4.3500952639853761e-14,5.868259146654096e-15,1.4289663134988866e-25,7.1709122658320337e-20,3.702216824873782e-19,3.6256278285121683e-19,3.9616678679064369e-21,7.5540450604577089e-21,2.5239502433705256e-22,3.4305170407510023e-17,1.2207600217649573e-21,6.9446219617946081e-25,1.7145996088938865e-18,1.3863727659132397e-26,1.2553205799185546e-27
2.874173233672391e-10,0.13913620126154688,76.950000000000003,0.0,0.0,0.0,0.999984216079429,9.4999964265708439,6.2537844296796354e-07,7.4400580656930991e-06,4.0828868261847868e-06,3.4652747444866716e-06,1.6149429850286592e-11,1.8458480805123994e-10,3.1630038088157248e-08,1.0813485052101775e-07,1.2771647317366113e-13,3.2671417984232625e-12,1.7880336684712736e-12,2.6368235586677436e-08,3.6813285170667251e-09,2.4434371254063429e-15,7.8846501204624684e-19,4.6144048475923502e-19,5.0908851387955491e-21,8.1349413056355886e-15,4.0282122373451657e-11,4.6449649843630961e-12,4.6567531148813141e-12,6.8581931109906749e-15,4.9299374061971882e-15,8.7597993878861662e-26,5.2507861666349328e-13,1.5480360911952143e-15,5.5455102500628635e-16,1.7501822512642286e-25,1.7121136849520609e-16,6.0915893802125987e-20,1.7003733552591959e-25,2.5653884594016754e-10,4.9512181757678909e-21,1.1771525436671476e-21,4.5180800198826974e-14,9.7326155703580379e-15,2.9753195452685924e-16,4.4563842583228367e-14,6.1821656914215479e-15,1.7003710027298282e-25,7.8805727035457178e-20,4.1539448515021e-19,4.0684842831609238e-19,4.5638430781269357e-21,7.9889668477996682e-21,2.9882037735748596e-22,3.6221265993413993e-17,1.4083323148712192e-21,8.2215807117539099e-25,1.8196286006697459e-18,1.6875431792051618e-26,1.5212059550109079e-27
2.951552389917752e-10,0.13913620103510818,76.950000000000003,0.0,0.0,0.0,0.99998379104702573,9.4999962842490753,6.4221408961292579e-07,7.6403252434222888e-06,4.1467183543019562e-06,3.6046521818928075e-06,1.6584131189816976e-11,1.8458473120114783e-10,3.2484214272546625e-08,1.1107845431807537e-07,1.3285338995128032e-13,3.555868566013128e-12,1.9596400976222366e-12,2.7080315633518248e-08,3.8821815036048552e-09,2.5099514281917752e-15,8.0999513555585639e-19,5.1863488969661935e-19,5.5422260567517951e-21,8.5778349568188946e-15,4.1983255334640594e-11,4.9831380645028727e-12,4.9957878828985163e-12,7.3581233938959015e-15,5.2916950005279851e-15,8.996978642534898e-26,5.5372168932592896e-13,1.632577669920383e-15,5.850185180541924e-16,2.0723398238232017e-25,1.8551250401370836e-16,6.4874933400675079e-20,2.013367617051323e-25,2.63466988666005e-10,5.364803525539262e-21,1.2754798666632784e-21,4.6264276625315288e-14,9.8814203800336144e-15,2.9756219971177034e-16,4.5619599509477784e-14,6.5033464654085015e-15,2.0133647522170523e-25,8.6370159739688277e-20,4.6461196687099197e-19,4.5509790191484927e-19,5.237140136437485e-21,8.4360649727618991e-21,3.5215878242574766e-22,3.8189415298978793e-17,1.6184511454195085e-21,9.6885980501382854e-25,1.9278127584762043e-18,2.043231008573502e-26,1.8338320813671015e-27
3.0289315461631126e-10,0.13913620080715886,76.950000000000003,0.0,0.0,0.0,0.99998336600968707,9.4999961409778066,6.5904968716179768e-07,7.8405922401270022e-06,4.209600172169452e-06,3.7449791041459842e-06,1.7018832123288189e-11,1.8458465435002655e-10,3.3338390087076895e-08,1.1402205536797067e-07,1.3802530122416978e-13,3.8612116866223505e-12,2.1423708412184313e-12,2.7792395372462868e-08,4.0883690497310531e-09,2.5764656689017414e-15,8.3153050318288013e-19,5.8107675601393515e-19,6.0196278631656299e-21,9.0323382462764873e-15,4.3701670362109651e-11,5.3353688499664708e-12,5.3489163284860922e-12,7.8788627289314184e-15,5.6686157892521521e-15,9.2341577946293563e-26,5.831250905583066e-13,1.719365889167701e-15,6.1630045349348994e-16,2.4423566481085611e-25,2.0058851714133139e-16,6.8965650089688957e-20,2.372860909535427e-25,2.7039513918825936e-10,5.8007989038378445e-21,1.3791348946786493e-21,4.7340973857280085e-14,1.0026184769967328e-14,2.9759215304195304e-16,4.6668285891258886e-14,6.8317376342263259e-15,2.3728574395621454e-25,9.4418183183908273e-20,5.1810967811323436e-19,5.075411423836393e-19,5.9876418268967619e-21,8.8953390512663414e-21,4.1320814127217933e-22,4.0209621429661664e-17,1.8531056753156733e-21,1.1367594968984586e-24,2.0391522831524713e-18,2.4614261576720661e-26,2.1998175868534126e-27
3.1063107024084734e-10,0.13913620057778664,76.950000000000003,0.0,0.0,0.0,0.99998294096741291,9.499995996812256,6.7588523561461851e-07,8.0408590554039616e-06,4.2715874977122952e-06,3.8862002932209793e-06,1.7453532649799135e-11,1.8458457749788494e-10,3.4192565531743333e-08,1.1696565366451977e-07,1.4323017186040808e-13,4.1836254941549853e-12,2.3366049119377898e-12,2.8504474803523003e-08,4.2998911462129369e-09,2.642979847396508e-15,8.5307125910705931e-19,6.4908220641784035e-19,6.5238058228067595e-21,9.4984413407906046e-15,4.5436769612284953e-11,5.7017969470346097e-12,5.7162784173924945e-12,8.4206181614855871e-15,6.0608521947124123e-15,9.4713368441734348e-26,6.1328879624540026e-13,1.8084006775840037e-15,6.4839680562747577e-16,2.8657105419317154e-25,2.1645983653230549e-16,7.3188186466747841e-20,2.7841755523916419e-25,2.7732329735199576e-10,6.2597951413042745e-21,1.4882580867699138e-21,4.841093457247217e-14,1.0167022313506381e-14,2.9762181924664667e-16,4.7709963664061362e-14,7.1672759228007914e-15,2.7841713708650535e-25,1.0296557441145999e-19,5.7612965271331371e-19,5.6441429531742244e-19,6.8217577412999145e-21,9.3667886981686485e-21,4.8283266902735992e-22,4.2281887493610022e-17,2.1143992052172976e-21,1.3282312121487818e-24,2.1536473724513133e-18,2.95102597723449e-26,2.6265026790221203e-27
3.183689858653834e-10,0.13913620034707438,76.950000000000003,0.0,0.0,0.0,0.99998251592020349,9.4999958518044281,6.9272073497142745e-07,8.241125688847928e-06,4.3327323382010952e-06,4.0282637417231058e-06,1.7888232768448071e-11,1.8458450064472875e-10,3.5046740606541215e-08,1.1990924920176798e-07,1.4846608506002516e-13,4.5235626621498995e-12,2.5427219514401637e-12,2.9216553926710451e-08,4.5167477838071908e-09,2.7094939635415219e-15,8.7461754774344595e-19,7.229762899591517e-19,7.0554725973573101e-21,9.9761344154679017e-15,4.7187986647577996e-11,6.0825571771682353e-12,6.0980093181942728e-12,8.9835896351213282e-15,6.468551388943456e-15,9.7085157911710574e-26,6.4421278221216234e-13,1.8996819636390502e-15,6.8130754869439139e-16,3.3483251847097899e-25,2.3314688960535943e-16,7.7542670795548815e-20,3.2530670974155588e-25,2.8425146300571142e-10,6.7423830328102257e-21,1.6029898934903058e-21,4.9474201193117691e-14,1.0304043386654542e-14,2.9765120294415329e-16,4.8744694230514651e-14,7.5098986105449091e-15,3.2530620828104678e-25,1.1202812324915028e-19,6.389203804505465e-19,6.2595967833019265e-19,7.7462313088744885e-21,9.8504135273365756e-21,5.6196630028715727e-22,4.4406216600869985e-17,2.4045522675689115e-21,1.545840304403833e-24,2.271298221829516e-18,3.5219094097699735e-26,3.1220052906188578e-27
3.261069014899195e-10,0.13913620011510003,76.950000000000003,0.0,0.0,0.0,0.99998209086805889,9.4999957060033164,7.0955618523226399e-07,8.44139214005219e-06,4.3930836769356538e-06,4.1711204662060603e-06,1.8322932478333359e-11,1.8458442379056321e-10,3.5900915311465881e-08,1.2285284197366234e-07,1.5373123547459021e-13,4.8814742439052951e-12,2.7611021395243412e-12,2.9928632742036984e-08,4.7389389532595299e-09,2.7760080172000107e-15,8.9616951370598133e-19,8.0309289504548976e-19,7.6153383078991005e-21,1.0465407653732415e-14,4.8954784637932001e-11,6.4777798277468449e-12,6.4942396536821192e-12,9.5679703638101555e-15,6.8918555691696876e-15,9.9456946356261544e-26,6.7589702422716337e-13,1.9932096756357213e-15,7.1503265687116754e-16,3.8965918638410319e-25,2.5067010254217006e-16,8.202921872934025e-20,3.7857454619672616e-25,2.911796360012448e-10,7.2491533374136741e-21,1.7234707568790032e-21,5.0530815887072421e-14,1.0437355258115688e-14,2.9768030864484398e-16,4.9772538464669412e-14,7.8595435265710734e-15,3.7857394759941886e-25,1.2162163068225969e-19,7.0673678018841843e-19,6.9242574682623223e-19,8.7681467040460072e-21,1.0346213151681104e-20,6.5161615860048731e-22,4.6582611862780078e-17,2.725905706697325e-21,1.792352909428599e-24,2.3921050250532621e-18,4.1850148665202269e-26,3.695279898418931e-27
3.338448171144556e-10,0.13913619988193693,76.950000000000003,0.0,0.0,0.0,0.99998166581097958,9.4999955594550407,7.2639158639716699e-07,8.6416584086087385e-06,4.4526876490740672e-06,4.3147243313441578e-06,1.8757631778553496e-11,1.8458434693539469e-10,3.6755089646512673e-08,1.2579643197400853e-07,1.5902392272685066e-13,5.257809715265949e-12,2.9921261117183207e-12,3.0640711249514453e-08,4.9664646453046752e-09,2.8425220082320045e-15,9.1772730177632268e-19,8.8977466059439025e-19,8.204110601708586e-21,1.096625124731851e-14,5.0736654666709052e-11,6.8875908884543207e-12,6.9050957378573688e-12,1.017394718285852e-14,7.3309022175298845e-15,1.0182873377542665e-25,7.0834149800583309e-13,2.0889837417196288e-15,7.4957210427695592e-16,4.5173915520686789e-25,2.6904990028590289e-16,8.6647934826989391e-20,4.388896384336143e-25,2.9810781619368754e-10,7.7806967783167489e-21,1.8498411104511106e-21,5.1580820568982226e-14,1.0567062176801391e-14,2.977091407540724e-16,5.079355671625365e-14,8.2161490449422272e-15,4.3888892701593739e-25,1.3176190742491289e-19,7.7984017363028147e-19,7.6406706042609079e-19,9.8949356349609624e-21,1.0854187183194602e-20,7.5286608776857781e-22,4.8811076391529481e-17,3.0809237462515989e-21,2.0707456060366337e-24,2.516067974639035e-18,4.9524219033619058e-26,4.356179062516964e-27
3.4158273273899165e-10,0.13913619964765425,76.950000000000003,0.0,0.0,0.0,0.99998124074896533,9.4999954122030648,7.4322693846617573e-07,8.8419244941081925e-06,4.5115877072380812e-06,4.4590318843282575e-06,1.9192330668206753e-11,1.8458427007922865e-10,3.7609263611676985e-08,1.2874001919666775e-07,1.6434254530717991e-13,5.6530170194348286e-12,3.2361748846296828e-12,3.1352789449154743e-08,5.1993248506663255e-09,2.9090359364987895e-15,9.3929105687730715e-19,9.8337288561963131e-19,8.8224947223396885e-21,1.1478655396263849e-14,5.2533114134857543e-11,7.3121122741443727e-12,7.3306997993731511e-12,1.0801700879761715e-14,7.7858243459432433e-15,1.0420052016924547e-25,7.4154617921351397e-13,2.1870040898881654e-15,7.8492586497645405e-16,5.2181173067718489e-25,2.8830670653983967e-16,9.1398913886578145e-20,5.0697031922243273e-25,3.0503600344129844e-10,8.3376040428261671e-21,1.982241379188253e-21,5.2624256901449057e-14,1.0693265456873869e-14,2.9773770357497548e-16,5.1807808814903342e-14,8.579654079961837e-15,5.0696947725454276e-25,1.424647726623725e-19,8.5849825972284392e-19,8.4114425008080544e-19,1.1134384015481793e-20,1.137433523301493e-20,8.6688024338185447e-22,5.1091613299844414e-17,3.4721970442902238e-21,2.3842152397472666e-24,2.6431872621664153e-18,5.8374367605626357e-26,5.1155177323698962e-27
