Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596)
3.570585639880638e-10,0.13913619917598663,76.950000000000003,0.0,0.0,0.0,0.999980390610133,9.4999951157492983,7.7689749531666776e-07,9.2424561142922999e-06,4.6274373827920989e-06,4.7495967518434737e-06,2.0061727212204392e-11,1.845841163639233e-10,3.9317610432339748e-08,1.3462718528454083e-07,1.7505165145800424e-13,6.5018315195030311e-12,3.7648724253407743e-12,3.2776944924971299e-08,5.6810487641787099e-09,3.0420636041857387e-15,9.8243704842586901e-19,1.1927666567466319e-18,1.0150907843860002e-20,1.253810620185727e-14,5.6167993873952089e-11,8.2057545235026666e-12,8.2266215632100631e-12,1.2123233625881464e-14,8.743806077458281e-15,1.0894408988100257e-25,8.1023606634349223e-13,2.3897833437769565e-15,8.5807622226122967e-16,6.8916170542572689e-25,3.2953303318455244e-16,1.0129799781694735e-19,6.6956392419271703e-25,3.1889239855040471e-10,9.5298726121977244e-21,2.2656933193653673e-21,5.469158991528748e-14,1.0935552171583034e-14,2.9779403806944e-16,5.3816251296618211e-14,9.3271210304722869e-15,6.6956275870494958e-25,1.6562158155242705e-19,1.0335810448546096e-18,1.0126789476514976e-18,1.3984212758205552e-20,1.2451151828192229e-20,1.138281522813373e-21,5.5808916707575575e-17,4.374522436244062e-21,3.1303344826824734e-24,2.9068956138616094e-18,8.0201995984747771e-26,6.9779982883247721e-27
3.709868121122288e-10,0.13913619874827146,76.950000000000003,0.0,0.0,0.0,0.99997962546830832,9.4999948469205524,8.0720082857454606e-07,9.6029339422724063e-06,4.7296810149349285e-06,5.0131254328585944e-06,2.0844182688612534e-11,1.8458397801678301e-10,4.0855121305892224e-08,1.3992562520300118e-07,1.8476430777934113e-13,7.3347702845541821e-12,4.2890729524916919e-12,3.4058683800522595e-08,6.1328442285960691e-09,3.1617882890700604e-15,1.0212903039789925e-18,1.4085736205807761e-18,1.145478049150151e-20,1.3531050882754505e-14,5.9484927680141289e-11,9.0614886467030104e-12,9.0845389717053895e-12,1.3388790494538825e-14,9.6615345026847017e-15,1.1321329911529783e-25,8.746566291148974e-13,2.5799662319319147e-15,9.2669623409085431e-16,8.7565757313506075e-25,3.6984096143111974e-16,1.1066030235562245e-19,8.5076029881908296e-25,3.3136317691728173e-10,1.0695583640218738e-20,2.5428309437848265e-21,5.6530138712945236e-14,1.1142586937679982e-14,2.9784385931983931e-16,5.5601298997557501e-14,1.0022835717943604e-14,8.5075875656404415e-25,1.8854559739509699e-19,1.2129678610441952e-18,1.1883887073464444e-18,1.7019943794933847e-20,1.3461917989761611e-20,1.4396498247576944e-21,6.0232608543394808e-17,5.3392937645365403e-21,3.9587419247868476e-24,3.1550297159872516e-18,1.0548763693241606e-25,9.1215322609348954e-27
3.8491506023639376e-10,0.13913619831783416,76.950000000000003,0.0,0.0,0.0,0.9999788603104971,9.4999945763805211,8.3750400276233679e-07,9.963411170731932e-06,4.8302126897245805e-06,5.2783653348689626e-06,2.1626636820751436e-11,1.8458383966648051e-10,4.2392630980954536e-08,1.4522405602694792e-07,1.9454003336949562e-13,8.2357551304379872e-12,4.8614103590116947e-12,3.5340421678867118e-08,6.6019233713879927e-09,3.2815127684528125e-15,1.0601651505706757e-18,1.6526393381304713e-18,1.2865461349873688e-20,1.4561299732766211e-14,6.2842678805191755e-11,9.9666149792089928e-12,9.9919750368155589e-12,1.4727470780047548e-14,1.0632586820028887e-14,1.1748250502808969e-25,9.4153988350118171e-13,2.7774259483319207e-15,9.9795421546962429e-16,1.1021310841194066e-24,4.1330796988581724e-16,1.2045227721901791e-19,1.0707995064113133e-24,3.4383397607474023e-10,1.1952658181380452e-20,2.8416889917419319e-21,5.8348042599718703e-14,1.1339719910743809e-14,2.9789287060830003e-16,5.7365331504176694e-14,1.073997903679266e-14,1.0707974878074735e-24,2.1353870320367363e-19,1.4148040515497134e-18,1.3860382100411789e-18,2.0558648824670295e-20,1.4512121889236753e-20,1.8045418909054962e-21,6.4825063303169017e-17,6.4679213285191265e-21,4.9616552173568696e-24,3.4133933091033392e-18,1.3731278616794192e-25,1.1803599925655561e-26
3.9884330836055874e-10,0.13913619788495188,76.950000000000003,0.0,0.0,0.0,0.99997809513670022,9.4999943043042041,8.6780701788026927e-07,1.0323887797249627e-05,4.9292073992240017e-06,5.5451414641429293e-06,2.2409089603356535e-11,1.8458370131303741e-10,4.3930139457500479e-08,1.5052247772050246e-07,2.0437237860757027e-13,9.2073492786956107e-12,5.4841130128657648e-12,3.6622158560074946e-08,7.088286138054036e-09,3.4012370415232618e-15,1.0990624356729089e-18,1.9273134424632998e-18,1.4386986266039874e-20,1.5628795897821063e-14,6.623920528615845e-11,1.0921722257801315e-11,1.0949520009842012e-11,1.6140147371289101e-14,1.1657604661313968e-14,1.2175170761961116e-25,1.0108856861139291e-12,2.9821620687129509e-15,1.0718500135466073e-15,1.3750517917385671e-24,4.6005312460039135e-16,1.3067424809204282e-19,1.3359677575504132e-24,3.5630479530020763e-10,1.330453982170171e-20,3.1630861121186776e-21,6.0145535593815757e-14,1.1527446205199665e-14,2.979410936786294e-16,5.9108679485373801e-14,1.147821366264001e-14,1.3359651421536532e-24,2.4069334413391658e-19,1.6408783060536779e-18,1.6073629174733857e-18,2.4659381944329774e-20,1.5601761233880511e-20,2.2431451276830946e-21,6.9586299139393466e-17,7.7804839473234858e-21,6.1670335397872207e-24,3.6819874968892118e-18,1.7702442353692317e-25,1.5131599019050726e-26
4.127715564847237e-10,0.1391361974498757,76.950000000000003,0.0,0.0,0.0,0.99997732994691857,9.4999940308486881,8.9810987392857221e-07,1.0684363819397326e-05,5.0268222360286412e-06,5.8132967262856586e-06,2.3191541031160925e-11,1.8458356295647212e-10,4.5467646735504e-08,1.5582089024817563e-07,2.1425555357593763e-13,1.0252103645721304e-11,6.1594094049462803e-12,3.7903894444216343e-08,7.5919324739767154e-09,3.520961107479502e-15,1.1379830067874186e-18,2.235028978810412e-18,1.6023371796482241e-20,1.6733482610453277e-14,6.9672642488154748e-11,1.1927370318776746e-11,1.1957735167030931e-11,1.7627650268174577e-14,1.2737197975991835e-14,1.2602090689009637e-25,1.0826938932281015e-12,3.1941741678155235e-15,1.1483834751051418e-15,1.7016158544626608e-24,5.1019547852608559e-16,1.4132650139896078e-19,1.6532573376065584e-24,3.6877563389829752e-10,1.475467176794152e-20,3.5078408636350027e-21,6.1922849162153591e-14,1.1706236129108544e-14,2.979885494007675e-16,6.0831668478836835e-14,1.2237207579780545e-14,1.6532539808077166e-24,2.7010199463349876e-19,1.8930444592836405e-18,1.8541596573877549e-18,2.938541034188146e-20,1.6730833725254334e-20,2.7667958699753386e-21,7.4516334201732971e-17,9.2986275064267268e-21,7.605984119974948e-24,3.9608133816144893e-18,2.2618067861294144e-25,1.9229173640392878e-26
4.266998046088887e-10,0.13913619701282937,76.950000000000003,0.0,0.0,0.0,0.99997656474115271,9.499993756155007,9.2841257090747419e-07,1.1044839234741529e-05,5.123198228866731e-06,6.0826900906524674e-06,2.3973991098896043e-11,1.8458342459680283e-10,4.7005152814939218e-08,1.6111929357441389e-07,2.2418436040731262e-13,1.1372557704376118e-11,6.8895276143150207e-12,3.9185629331361739e-08,8.1128623244212936e-09,3.6406849655181606e-15,1.1769277112431736e-18,2.578300613287175e-18,1.7778616563295378e-20,1.787530318967072e-14,7.3141285386831547e-11,1.298409259706044e-11,1.3017155315140874e-11,1.9190770291599415e-14,1.3871947776533682e-14,1.3029010283978033e-25,1.1569643608158922e-12,3.4134618194848554e-15,1.2275544465996401e-15,2.0897931795794671e-24,5.6385407149858342e-16,1.5240929247991702e-19,2.0304124278319909e-24,3.812464911995499e-10,1.6306496847164134e-20,3.8767717147453785e-21,6.3680212243030399e-14,1.1876536428961223e-14,2.9803525781219158e-16,6.2534618966575933e-14,1.3016633998537855e-14,2.0304081571921395e-24,3.0185715072285582e-19,2.1732211248945619e-18,2.1282861262842911e-18,3.4804322926882314e-20,1.7899337059801334e-20,3.3880562122108254e-21,7.961518663646163e-17,1.1045620876080059e-20,9.3129719836452968e-24,4.2498720646925197e-18,2.8657404258118991e-25,2.4237935192216867e-26
4.4062805273305366e-10,0.1391361965740148,76.950000000000003,0.0,0.0,0.0,0.99997579951940385,9.4999934803497652,9.5871510881720425e-07,1.1405314040844617e-05,5.2184619886367603e-06,6.3531949443235233e-06,2.4756439801292043e-11,1.8458328623404568e-10,4.8542657695780391e-08,1.6641768766337014e-07,2.341541326183527e-13,1.2571240312522028e-11,7.6766948816366062e-12,4.0467363221581696e-08,8.6510756345356013e-09,3.7604086148292086e-15,1.2158973960354051e-18,2.9597228518030081e-18,1.9656702559940675e-20,1.9054201040823138e-14,7.66435726735934e-11,1.4092398374144685e-11,1.4128291045187986e-11,2.0830262420507204e-14,1.50624086077938e-14,1.3455929546889757e-25,1.2336969445770848e-12,3.6400245967607015e-15,1.3093627741886007e-15,2.5483754505025197e-24,6.2114793022454662e-16,1.6392285208556717e-19,2.4759757863224109e-24,3.9371736655923288e-10,1.7963457506350297e-20,4.2706970435463813e-21,6.5417851268867566e-14,1.203877147124946e-14,2.9808123815720079e-16,6.4217846449547204e-14,1.3816171273867247e-14,2.4759703975224946e-24,3.3605132386259005e-19,2.4833913521682858e-18,2.4316604162204951e-18,4.0988135872864509e-20,1.9107268929339627e-20,4.1207924273368638e-21,8.4882874586124186e-17,1.3046411521714636e-20,1.1326033954727133e-23,4.5491646470128779e-18,3.602561139052176e-25,3.0319293795322902e-26
4.5455630085721863e-10,0.1391361961336125,76.950000000000003,0.0,0.0,0.0,0.99997503428167278,9.4999932035466372,9.8901748765799127e-07,1.1765788235265282e-05,5.3127271867187194e-06,6.6246976138034853e-06,2.5538887133077638e-11,1.8458314786821364e-10,5.008016137800187e-08,1.7171607247932234e-07,2.4416068062498571e-13,1.3850670501938983e-11,8.5231372725427881e-12,4.1749096114946933e-08,9.2065723493499166e-09,3.880132054605481e-15,1.2548929077030063e-18,3.3819682737162664e-18,2.1661596394591549e-20,2.0270119655470682e-14,8.0178072473676163e-11,1.525277480369524e-11,1.5291630763284339e-11,2.2546848798880548e-14,1.6309110772043061e-14,1.3882848477768343e-25,1.3128914999663208e-12,3.8738620719581301e-15,1.3938083037642626e-15,3.087024978232421e-24,6.8219606826956314e-16,1.7586739150419739e-19,2.9993362310884147e-24,4.0618825935620365e-10,1.9728995812050138e-20,4.690435137694223e-21,6.7135990189003671e-14,1.2193344365198777e-14,2.981265089242725e-16,6.588166152138766e-14,1.4635502825164855e-14,2.9993294834699919e-24,3.7277703611101641e-19,2.8256023038233701e-18,2.7662605638964334e-18,4.8013395276763978e-20,2.0354627021517468e-20,4.9802548701655075e-21,9.0319416189394085e-17,1.5327680831479469e-20,1.3686996622916823e-23,4.8586922290782306e-18,4.4956387155711239e-25,3.7656400211582887e-26
4.684845489813836e-10,0.13913619569178506,76.950000000000003,0.0,0.0,0.0,0.99997426902796027,9.4999929258476712,1.0193197074300638e-06,1.2126261815559176e-05,5.4060958765154692e-06,6.8970960434898558e-06,2.632133308897956e-11,1.8458300949931971e-10,5.1617663861578132e-08,1.7701444798670151e-07,2.542002430356464e-13,1.5213358226880567e-11,9.4310794215579968e-12,4.3030828011528252e-08,9.779352413776833e-09,3.9998552840432596e-15,1.2939150922341836e-18,3.8477857844887184e-18,2.3797250469740843e-20,2.1523002611252582e-14,8.3743469571814815e-11,1.6465688729263383e-11,1.6507642513044896e-11,2.4341221434093304e-14,1.7612562325539867e-14,1.4309767076637442e-25,1.3945478822174798e-12,4.1149738167396055e-15,1.4808908809791029e-15,3.7163243826631673e-24,7.4711748604741555e-16,1.8824310652923427e-19,3.6107769308229592e-24,4.1865916899182653e-10,2.1606553450072987e-20,5.1368041943309912e-21,6.8834850492527988e-14,1.2340638027895598e-14,2.9817108788157771e-16,6.7526369941240604e-14,1.5474317057297061e-14,3.6107685424959249e-24,4.1212681637595632e-19,3.2019649544997638e-18,3.1341241215715914e-18,5.5961276986563571e-20,2.1641409020239808e-20,5.9831593398957425e-21,9.5924829581044497e-17,1.7917899169970329e-20,1.6441698205053114e-23,5.1784559110290143e-18,5.5714753499479348e-25,4.6456202682202512e-26
4.824127971055485e-10,0.1391361952486781,76.950000000000003,0.0,0.0,0.0,0.99997350375826721,9.4999926473444951,1.0496217681336513e-06,1.2486734779279861e-05,5.4986596793354618e-06,7.1702986097989047e-06,2.7103777663723059e-11,1.8458287112737623e-10,5.3155165146483785e-08,1.8231281414976748e-07,2.6426944294434514e-13,1.6661805070038819e-11,1.0402744341537283e-11,4.4312558911396565e-08,1.0369415772611183e-08,4.1195783023349242e-15,1.3329647949933474e-18,4.3599988920926147e-18,2.6067604095847665e-20,2.2812793571755998e-14,8.7338553942602375e-11,1.7731588321981749e-11,1.7776775617513222e-11,2.62140446280124e-14,1.89732508772764e-14,1.473668534352063e-25,1.4786659463655609e-12,4.3633594021796551e-15,1.5706103512696076e-15,4.4478270598716581e-24,8.1603117081048699e-16,2.0105018060024288e-19,4.3215244607596105e-24,4.3113009488894438e-10,2.3599571725209981e-20,5.6106223200186726e-21,7.0514651231134714e-14,1.2481016195942247e-14,2.9821499211070455e-16,6.9152272705684821e-14,1.6332307282814614e-14,4.3215141032526725e-24,4.5419319744689094e-19,3.6146538084499103e-18,3.5373477482781206e-18,6.4917683786972693e-20,2.2967612606046336e-20,7.1477698048449198e-21,1.0169913289192164e-16,2.0847380681546154e-20,1.9640214033655057e-23,5.5084567926662218e-18,6.8600001677329042e-25,5.6951619390928456e-26
4.963410452297134e-10,0.1391361948044226,76.950000000000003,0.0,0.0,0.0,0.99997273847259427,9.4999923681193561,1.0799236697689825e-06,1.2847207123979217e-05,5.5905008499909702e-06,7.444223055575249e-06,2.7886220852032607e-11,1.8458273275239229e-10,5.4692665232693451e-08,1.8761117093270261e-07,2.7436524865695651e-13,1.8198504905096104e-11,1.1440353286574566e-11,4.559428881462285e-08,1.0976762370529952e-08,4.2393011086711471e-15,1.372042860670737e-18,4.9215040108328906e-18,2.847658453662831e-20,2.4139436286385166e-14,9.096221043778787e-11,1.9050904558537721e-11,1.9099462160952067e-11,2.8165957170978095e-14,2.0391645212203507e-14,1.5163603278441506e-25,1.5652455472663414e-12,4.6190183988231214e-15,1.6629665598776389e-15,5.2941084151713821e-24,8.8905609664118193e-16,2.1428878732903092e-19,5.1437986040040347e-24,4.436010364908999e-10,2.5711491560987226e-20,6.1127075306805473e-21,7.2175609041982398e-14,1.2614824386542281e-14,2.9825823803870075e-16,7.0759666119769397e-14,1.7209171645334505e-14,5.1437858964333703e-24,4.9906871360796023e-19,4.0659066353343276e-18,3.9780868201835985e-18,7.4973340074961508e-20,2.4333235456438672e-20,8.4939824222820678e-21,1.0764234424889645e-16,2.4148337860450387e-20,2.3337085486697713e-23,5.8486959734965269e-18,8.3948799301345582e-25,6.9403828663653886e-26
5.102692933538783e-10,0.13913619435913596,76.950000000000003,0.0,0.0,0.0,0.99997197317094255,9.4999920882461097,1.1102254123362863e-06,1.3207678847207643e-05,5.6816932349494655e-06,7.7187955319474306e-06,2.8668662648631011e-11,1.8458259437437699e-10,5.6230164120181952e-08,1.9290951829982576e-07,2.844849383775645e-13,1.9825944515827654e-11,1.2546125658972017e-11,4.6876017721278179e-08,1.1601392152092224e-08,4.3590237022456934e-15,1.4111501332506846e-18,5.5352687949146141e-18,3.102810798519201e-20,2.5502874590230606e-14,9.4613409507133441e-11,2.0424052556374397e-11,2.0476118327492693e-11,3.0197574323826191e-14,2.1868196757562116e-14,1.5590520881423832e-25,1.6542865396140596e-12,4.881950376737416e-15,1.7579593518696473e-15,6.2688178380833053e-24,9.6631122444424739e-16,2.2795909253572495e-19,6.0908628751918204e-24,4.5607199326060482e-10,2.7945753499443868e-20,6.6438777515483978e-21,7.3817938170545253e-14,1.2742390810736913e-14,2.9830084146860271e-16,7.234884186715818e-14,1.8104613044070944e-14,6.0908473779229949e-24,5.468458987139805e-19,4.5580242228874632e-18,4.4585550588249971e-18,8.6223884149798744e-20,2.5738275246176036e-20,1.004341078978583e-20,1.1375448177482347e-16,2.7854935903784105e-20,2.7591552182912394e-23,6.1991745527706918e-18,1.0213846112361357e-24,8.4104678698034047e-26
5.241975414780432e-10,0.1391361939129238,76.950000000000003,0.0,0.0,0.0,0.99997120785331284,9.4999918077910479,1.1405269958357917e-06,1.356814994651458e-05,5.7723031325637865e-06,7.9939497381040195e-06,2.9451103048239218e-11,1.8458245599333992e-10,5.7767661808924054e-08,1.9820785621544784e-07,2.9462606850378904e-13,2.1546604172752202e-11,1.3722278953184627e-11,4.8157745631433643e-08,1.2243305061739129e-08,4.4787460822520783e-15,1.4502874559902384e-18,6.2043305032091046e-18,3.3726080474159661e-20,2.6903052403938653e-14,9.8291198861285228e-11,2.1851432778692949e-11,2.1907145609249199e-11,3.2309489606618941e-14,2.3403340906139876e-14,1.6017438152491246e-25,1.7457887779572921e-12,5.1521549055593653e-15,1.8555885721539107e-15,7.3867314061841172e-24,1.0479155019399211e-15,2.4206125586287332e-19,7.1770757538319526e-24,4.6854296467965455e-10,3.0305797700933227e-20,7.204950817115181e-21,7.5441850493444133e-14,1.2864027240875796e-14,2.9834281760844201e-16,7.3920087079383078e-14,1.90183390595051e-14,7.1770569616098067e-24,5.9761728466517712e-19,5.0933701453853093e-18,4.981024176109127e-18,9.8769958211704613e-20,2.7182729647548445e-20,1.1819472379756816e-20,1.2003556358852814e-16,3.2003346859827539e-20,3.246778730824172e-23,6.5598936294938042e-18,1.2359038621120857e-24,1.0137921914419186e-25
5.381257896022082e-10,0.1391361934658807,76.950000000000003,0.0,0.0,0.0,0.99997044251970602,9.4999915268136945,1.1708284202677275e-06,1.3928620419448905e-05,5.8623900647467175e-06,8.2696261496246286e-06,3.0233542045577824e-11,1.8458231760928765e-10,5.9305158298894685e-08,2.0350618464376092e-07,3.0478644518592978e-13,2.3362958168923179e-11,1.4971028730674707e-11,4.9439472545160439e-08,1.2902501043793825e-08,4.5984682478812011e-15,1.4894556714088775e-18,6.9317943963894494e-18,3.65743987216584e-20,2.833991373358112e-14,1.0199469598664747e-10,2.3333432121622151e-11,2.3392931896295645e-11,3.4502276412444424e-14,2.4997498210043045e-14,1.6444355091667395e-25,1.8397521167131957e-12,5.4296315545374454e-15,1.9558540654960062e-15,8.663805302381001e-24,1.1339878636578178e-15,2.5659543204131915e-19,8.4179426123493859e-24,4.8101395024748654e-10,3.2795063943947514e-20,7.7967444710934647e-21,7.7047555541246001e-14,1.2980029834491166e-14,2.9838418109877637e-16,7.5473684404208515e-14,1.995006188017994e-14,8.4179199468701906e-24,6.5147540021101553e-19,5.6743705468246619e-18,5.5478235349535222e-18,1.127172961664643e-19,2.8666596330621855e-20,1.3847476106256143e-20,1.2648560780481187e-16,3.6631803584166266e-20,3.8035135932690424e-23,6.9308543024183945e-18,1.4877366374337057e-24,1.2158835655988683e-25
5.520540377263731e-10,0.1391361930180918,76.950000000000003,0.0,0.0,0.0,0.99996967717012275,9.499991245367486,1.2011296856323235e-06,1.4289090263559053e-05,5.9520074693016215e-06,8.5457713261542997e-06,3.1015979635366274e-11,1.8458217922222613e-10,6.084265359006877e-08,2.0880450354898727e-07,3.1496409881041179e-13,2.5277475316671944e-11,1.6294588619929142e-11,5.0721198462529737e-08,1.3578980042461451e-08,4.7181901983246498e-15,1.5286556212912722e-18,7.7208321674806039e-18,3.957695091473688e-20,2.9813402670525163e-14,1.0572308142372643e-10,2.4870424895719153e-11,2.4933852460701404e-11,3.6776489464342162e-14,2.6651075458352004e-14,1.6871271698976087e-25,1.9361764101802874e-12,5.7143798925695452e-15,2.0587556765326877e-15,1.0117229930702628e-23,1.2246472309314911e-15,2.715617718876224e-19,9.8301683243639398e-24,4.9348494948057924e-10,3.5416991624960473e-20,8.420076366377976e-21,7.863526052122042e-14,1.3090679916775918e-14,2.9842494603891766e-16,7.7009912073110198e-14,2.089949823060531e-14,9.8301411262637848e-24,7.0851277000785349e-19,6.3035139377654772e-18,6.1613398244839862e-18,1.2817680933399949e-19,3.0189872963453474e-20,1.6154710972312285e-20,1.3310463253445393e-16,4.1780653515862044e-20,4.4368356174169778e-23,7.3120576700407212e-18,1.7820884947538265e-24,1.4513163563757024e-25
