Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516)
9.143626267048344e-23,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.99999999999974476,9.5,5.5375137453923327e-16,5.653800020928257e-15,5.6538000209285876e-15,1.2079916209599142e-27,1.2079889398123956e-27,2.434889057480886e-13,1.4440134229783597e-23,5.7149218691619684e-28,1.5757184854143355e-40,4.856754210627136e-45,7.9376795733801775e-43,4.1607549777667424e-23,2.7926390524312037e-29,1.4908629394429724e-40,1.1089924274892132e-44,4.6919290824563663e-58,0.0,1.3174430348365383e-38,2.4139770672722978e-28,7.192016909362043e-40,7.1920169093626254e-40,5.8177080371640863e-53
1.82951966055711e-22,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999999948919,9.5,1.1079838536608477e-15,1.1312512118322538e-14,1.131251211832386e-14,4.8351146007799695e-27,4.8350931353417739e-27,4.8718935691310269e-13,5.7798168983441978e-23,2.2874580988688397e-27,1.2615012361678817e-39,3.8883564830656637e-44,6.3565814009679498e-42,1.6653863148145035e-22,1.1177834037125809e-28,1.1935194117295123e-39,8.8786823484872698e-44,7.515240645427058e-57,0.0,1.0547554894374676e-37,9.6621992748515494e-28,5.7579865816469962e-39,5.757986581647928e-39,9.3159127696413188e-52
3.659833728261661e-22,0.3610854348638901,76.950000000000003,0.0,0.0,0.0,0.99999999999897804,9.5,2.2164488119035065e-15,2.2629936313088836e-14,2.2629936313094122e-14,1.9346756430909354e-26,1.9346584642877827e-26,9.7459025890188767e-13,2.3126796144272778e-22,9.1528119442839857e-27,1.0095337190245059e-38,3.1118669374991372e-43,5.0878414772064551e-41,6.6637145227231839e-22,4.4725895951513683e-28,9.5505432326171827e-39,7.1056439392306702e-43,1.203091204565748e-55,0.0,8.441249529592212e-37,3.8661382696511569e-27,4.608139234955989e-38,4.6081392349574809e-38,1.4911527367073122e-50
7.320461863670764e-22,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999999795575,9.5,4.4333787283865457e-15,4.526478470253239e-14,4.5264784702553544e-14,7.7399623569805311e-26,7.7398249015939375e-26,1.9493920615144838e-12,9.2522243768325217e-22,3.6617207703588736e-26,8.0769928968254816e-38,2.4899663515998697e-42,4.0713039776999976e-40,2.6659197219871677e-21,1.7893270755991725e-27,7.6399029613234604e-38,5.6855941832215804e-42,1.9254682378959748e-54,0.0,6.7542821395481398e-36,1.5467070556439878e-26,3.6872115253812794e-37,3.6872115253836657e-37,2.386329848793157e-49
1.464171813448897e-21,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.99999999999591116,9.5,8.8672385613435038e-15,9.053448148106336e-14,9.0534481481147964e-14,3.0962369173558674e-25,3.0961269444282256e-25,3.8989956612797832e-12,3.7011909515647257e-21,1.4648075135557644e-25,6.4609110059449383e-37,1.9921622223780159e-41,3.2574555535210142e-39,1.0664546762748556e-20,7.1578908189230042e-27,6.1093324944599855e-37,4.5489063286205844e-41,3.0811670910294638e-53,0.0,5.4039387667164891e-35,6.1873317538693037e-26,2.950049305131248e-36,2.9500493051350664e-36,3.8185161639169678e-48
2.928423067612538e-21,0.3610854348638901,76.950000000000003,0.0,0.0,0.0,0.99999999999182199,9.5,1.7734958227220946e-14,1.8107387503670068e-13,1.8107387503703907e-13,1.2385451634066346e-24,1.2384571838045048e-24,7.798202838970808e-12,1.480536619383028e-20,5.8594684606891051e-25,5.1669003347998534e-36,1.5938054387877783e-40,2.6061294056605205e-38,4.265992275999198e-20,2.8632728349958895e-26,4.8826330748289178e-36,3.6392963820186404e-40,4.9302017054543528e-52,0.0,4.3233562366395446e-34,2.4750334112869295e-25,2.3601514839234337e-35,2.3601514839295439e-35,6.1099365467534342e-47
5.85692557593982e-21,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999998364364,9.5,3.5470397558829959e-14,3.621526621422773e-13,3.6215266214363051e-13,4.9542814464069133e-24,4.953577639546277e-24,1.5596617106994564e-11,5.922266928757908e-20,2.3438350561398321e-24,4.1303040078171657e-35,1.2750746168408724e-39,2.0849695184485988e-37,1.7064316170051252e-19,1.1453324358770526e-25,3.8981194032674822e-35,2.911503902436032e-39,7.8885902506754902e-51,0.0,3.4587670652484729e-33,9.9003350673699361e-25,1.8881660041093599e-34,1.888166004119136e-34,9.7761468395609364e-46
1.1713930592594383e-20,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999996728706,9.5,7.0941276221464466e-14,7.2431023633064006e-13,7.2431023633604985e-13,1.9817327357442439e-23,1.9811697582207054e-23,3.1193445293608898e-11,2.3689308392160564e-19,9.3754354869140467e-24,3.2989916847909663e-34,1.0200718009959216e-38,1.6680020235599505e-36,6.8257958163089711e-19,4.5813763475086992e-25,3.1056820780539704e-34,2.3292270687768954e-38,1.2621958501100994e-49,0.0,2.7670464581127939e-32,3.9601743110774109e-24,1.510550730069422e-33,1.5105507300850638e-33,1.5642033028346829e-44
2.342794062590351e-20,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999993457378,9.5,1.4188303354439935e-13,1.448625384616219e-12,1.4486253846378349e-12,7.9269712450876496e-23,7.9224685920768705e-23,6.2387100269104973e-11,9.4757713105304072e-19,3.7501931815447541e-23,2.6307830146194258e-33,8.160622854981286e-38,1.334412199777114e-35,2.7303321438107152e-18,1.8325598597076909e-24,2.4642436583319188e-33,1.8633867982197135e-37,2.0195305134984197e-48,0.0,2.2136502491048575e-31,1.58407778075384e-23,1.2084477544231146e-32,1.2084477544481418e-32,2.5027409363103668e-43
4.6855960692521765e-20,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999986914734,9.5,2.8376654818093279e-13,2.8972556808229061e-12,2.8972556809091909e-12,3.1707965485306348e-22,3.1671963242159591e-22,1.2477440462916718e-10,3.790317969387581e-18,1.5000810173629683e-22,2.0912752474479177e-32,6.5285176894132684e-37,1.0675340199338277e-34,1.0921355790419969e-17,7.3302580791819518e-24,1.939654040279012e-32,1.4907043989765205e-36,3.2312626248526093e-47,0.0,1.770925368605396e-30,6.3363272313860147e-23,9.667610710661877e-32,9.6676107110623178e-32,4.004397395076673e-42
9.371200082575828e-20,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999973829445,9.5,5.6753357741665405e-13,5.7945162717793429e-12,5.7945162721230453e-12,1.2683202215589233e-21,1.2654430871955143e-21,2.4954899098557591e-10,1.5161289603288653e-17,6.0003311380284143e-22,1.6520399934920821e-31,5.2228219562127468e-36,8.5402896435184224e-34,4.3685474236424881e-17,2.9321069588685754e-23,1.5032363903811049e-31,1.1925501485633904e-35,5.170031500095916e-46,0.0,1.4167422606294434e-29,2.5345341107833585e-22,7.734100028596899e-31,7.7341000292376042e-31,6.407043351361971e-41
1.874240810922313e-19,0.3610854348638901,76.950000000000003,0.0,0.0,0.0,0.99999999947658857,9.5,1.1350676357387137e-12,1.1589037447871973e-11,1.1589037449235324e-11,5.073284026917768e-21,5.0503155750797147e-21,4.9909807424356274e-10,6.0645184547584167e-17,2.4001335322355832e-21,1.2892552040766795e-30,4.1782607548578197e-35,6.8322394180745294e-33,1.7474197224989204e-16,1.1728435282847394e-22,1.1316590376996168e-30,9.5401660374673023e-35,8.2720602649948045e-45,0.0,1.1333944316231824e-28,1.0138142852004812e-21,6.1872845908082501e-30,6.1872845918333777e-30,1.0251268982820908e-39
2.8113616135870435e-19,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.9999999992148827,9.5,1.7026016939113915e-12,1.7383558618151844e-11,1.7383558621032174e-11,1.0780730448583521e-20,1.0715134725609926e-20,7.4864706804675099e-10,1.2887102301594143e-16,5.1002840504062022e-21,3.6347380894289446e-30,1.1947216811972422e-34,2.0283217435990994e-32,3.7132670789513684e-16,2.4922929622190443e-22,3.1270087049538051e-30,2.7278519593170559e-34,3.1294893624202875e-44,0.0,3.240799962926549e-28,2.1543557535030937e-21,1.7691770211928899e-29,1.7691770215702046e-29,3.7731468939869934e-39
4.685603218916504e-19,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999869147105,9.5,2.8376698096592173e-12,2.8972600935519888e-11,2.8972600943364162e-11,2.9805553312292316e-20,2.9505200642935658e-20,1.2477446978341892e-09,3.5629040882949642e-16,1.4100783129694755e-20,1.6027742619818745e-29,5.4904983948601655e-34,9.5010902095058555e-32,1.0266089417954329e-15,6.8904582313316526e-22,1.3059990816967749e-29,1.2535644289482352e-33,2.4698258407625531e-43,0.0,1.4893510706275612e-27,5.9561610475171083e-21,8.1304819269382696e-29,8.1304819298413565e-29,2.9030872317778529e-38
6.372420663713019e-19,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999822040053,9.5,3.8592311133496027e-12,3.9402739002460221e-11,3.9402739016288665e-11,5.3074861974654221e-20,5.2400141467561e-20,1.6969322756125901e-09,6.3444754305235265e-16,2.5109313017784156e-20,3.5267474524969578e-29,1.2359058031964351e-33,2.192473244480484e-31,1.8280860350449935e-15,1.2269865370159374e-21,2.791077871655894e-29,2.8216921210309252e-33,6.9311382024921207e-43,0.0,3.3525139053073133e-27,1.0606158760656521e-20,1.8301634318158148e-28,1.8301634326153356e-28,7.9952113049950799e-38
8.059238108509534e-19,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999774933002,9.5,4.8807924165291039e-12,4.9832877049667476e-11,4.9832877071034533e-11,8.2850610153392234e-20,8.1578051390474553e-20,2.1461195474585648e-09,9.9038136526406476e-16,3.9195984774023867e-20,6.5119342528303689e-29,2.3359425661633732e-33,4.2214750606744311e-31,2.853667514431233e-15,1.9153433731365461e-21,5.0087801001997956e-29,5.3330451055595224e-33,1.586925840552245e-42,0.0,6.3364684738303194e-27,1.655636408088398e-20,3.459128112356837e-28,3.4591281141575965e-28,1.8007594548019479e-37
9.74605555330605e-19,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.9999999972782595,9.5,5.9023537192260203e-12,6.0263015078276072e-11,6.0263015108608772e-11,1.1877237975704147e-19,1.1664954903353594e-19,2.5953065303191179e-09,1.4197834663603014e-15,5.6190286098925138e-20,1.0653180886732181e-28,3.9044395675461515e-33,7.1775460324333935e-31,4.0909392054469137e-15,2.7457841789418733e-21,7.9888644361492235e-29,8.9137695349557529e-33,3.0946025903571379e-42,0.0,1.0591164873210107e-26,2.3734753281404233e-20,5.7818014578561045e-28,5.7818014613171144e-28,3.4610106863953481e-37
1.3119690442899077e-18,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999633611858,9.5,7.9454763235193314e-12,8.1123291093197851e-11,8.1123291144597627e-11,2.0463180710777809e-19,2.0011429394029961e-19,3.4936798370148061e-09,2.4461305958767413e-15,9.6809679766745582e-20,2.1977010299798063e-28,8.3355337043943329e-33,1.5869629046725439e-30,7.0482378429633283e-15,4.7306856744257412e-21,1.5851135047613052e-28,1.9029143444772963e-32,8.2160478307693314e-42,0.0,2.2610922110333205e-26,4.0892382440067546e-20,1.2343486444591286e-27,1.234348645354135e-27,8.9500650866975431e-37
1.6493325332492107e-18,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999539397766,9.5,9.9885989260288162e-12,1.0198356703971601e-10,1.0198356711711315e-10,3.1320942882957828e-19,3.0501957756196672e-19,4.3920520755042842e-09,3.7440459989014817e-15,1.4817684177615366e-19,3.8709549296816562e-28,1.5157263871178764e-32,2.9731537926645249e-30,1.0788028545977433e-14,7.2407873563431043e-21,2.6966035375526656e-28,3.4601164731111787e-32,1.7821724716037336e-41,0.0,4.1115494641584859e-26,6.2589879059386596e-20,2.2445289322745779e-27,2.2445289341699819e-27,1.8954038914671318e-36
1.9866960222085137e-18,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.99999999445183674,9.5,1.2031721526633482e-11,1.2284384291347061e-10,1.2284384302185002e-10,4.4604616616203528e-19,4.3253998632984515e-19,5.2904231733348211e-09,5.3319492116059989e-15,2.1102075717728973e-19,6.2029708414153856e-28,2.5073074253182274e-32,5.031781297683301e-30,1.5363385043332805e-14,1.0311712355614643e-20,4.1808660023305646e-28,5.7234950263375944e-32,3.4442622575759748e-41,0.0,6.8013032278144894e-26,8.9135171923556958e-20,3.7128888317770232e-27,3.7128888353629008e-27,3.5858782253822351e-36
2.6614230001271197e-18,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.9999999925675549,9.5,1.6117966722021019e-11,1.6456439444034398e-10,1.6456439462416869e-10,7.8586395432706609e-19,7.5494549075445202e-19,7.0871618827520207e-09,9.3940575686703654e-15,3.7178547895610067e-19,1.3285110835061199e-27,5.7835638934175997e-32,1.1966200515165116e-29,2.7067872896411588e-14,1.8167634210524902e-20,8.3795172068383755e-28,1.3201060760344075e-31,1.0838058594448919e-40,0.0,1.5688437875843299e-25,1.5704231500610191e-19,8.5644565479085166e-27,8.5644565587767052e-27,1.086818842611109e-35
3.3361499780457258e-18,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999999068327317,9.5,2.0204211909670362e-11,2.0628494567558512e-10,2.0628494595114158e-10,1.2242326291603881e-18,1.1652588718412555e-18,8.8838959583425609e-09,1.4634215902964998e-14,5.7917351862371695e-19,2.3865585519566517e-27,1.111032583923869e-31,2.3369533054029394e-29,4.2166773315262649e-14,2.8301860564734474e-20,1.4254040060447618e-27,2.5357248529793086e-31,2.6035142808538074e-40,0.0,3.01377342788191e-25,2.4464328153828339e-19,1.6452465499512867e-26,1.6452465525074826e-26,2.5561959826713139e-35
4.685603933882938e-18,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999998691470982,9.5,2.8376702261739038e-11,2.8972604728312732e-10,2.8972604777850102e-10,2.3968191663170297e-18,2.2372468729361187e-18,1.2477350198859697e-08,2.865101731410128e-14,1.1339120104102358e-18,5.7126949612546927e-27,3.055942164098073e-31,6.5351404502889632e-29,8.255453933452208e-14,5.5409772441243721e-20,3.1197654750173227e-27,6.9731968951115242e-31,1.047765979985773e-39,0.0,8.2894955716504064e-25,4.7896597448378283e-19,4.5253184845941721e-26,4.5253184946306692e-26,1.0036497598192606e-34
7.38451184555736e-18,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.99999997937758389,9.5,4.4721682872952914e-11,4.5660824712026556e-10,4.5660824812675277e-10,5.9254320030264416e-18,5.3127668918506056e-18,1.9664203035580021e-08,7.0830980587818656e-14,2.8032556764003595e-18,1.7657389211910526e-26,1.2160184136218966e-30,2.6299962725326316e-28,2.0409114655532731e-13,1.3698444224835111e-19,8.6038819790427901e-27,2.7735045479265151e-30,7.0894637325311892e-39,0.0,3.298536517589668e-24,1.1841031020903819e-18,1.8007101443743545e-25,1.8007101510448902e-25,6.6705355633213723e-34
1.2782327668906207e-17,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999996430333504,9.5,7.7411643723672329e-11,7.9037263379998074e-10,7.9037263559687966e-10,1.7716595694861138e-17,1.4672409095002906e-17,3.4037686126294554e-08,2.1177773904701683e-13,8.3814676008506106e-18,6.3971624375274377e-26,6.4938364596170361e-30,1.4119950094363801e-27,6.1021266721251288e-13,4.0957342499482564e-19,2.797627189587336e-26,1.4796881571684321e-29,7.0676065278058275e-38,0.0,1.7614838217652804e-23,3.5403809514771111e-18,9.616217776249426e-25,9.616217842196944e-25,6.59475154626745e-33
2.3577959315603898e-17,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.999999934154849,9.5,1.4279156393827206e-10,1.4579013583232716e-09,1.4579013576314603e-09,6.0234710918464401e-17,4.3084078078335908e-17,6.2783761998622458e-08,7.2001303577595771e-13,2.8495792998109702e-17,2.4816682354275004e-25,4.1812976320913808e-29,9.1090217629195413e-27,2.0746329484239904e-12,1.3925117606074222e-18,1.0034186838861969e-25,9.508785841997793e-29,8.8423953478500469e-37,0.0,1.1341764326489761e-22,1.2036965057320053e-17,6.1917384697527821e-24,6.191738552020777e-24,8.2267994376194074e-32
4.5169222608999285e-17,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999987385792433,9.5,2.7355139842010528e-10,2.7929586274507875e-09,2.7929585900778666e-09,2.2101392186445682e-16,1.2325305443367567e-16,1.202723527027886e-07,2.6418009028240459e-12,1.0455425957894204e-16,9.8413542570470345e-25,2.9899654611026396e-28,6.5174398319593781e-26,7.6120388498369009e-12,5.1094337469560716e-18,3.7954445297117148e-25,6.7727667889913027e-28,1.248447451919945e-35,0.0,8.1099859827430918e-22,4.4166267818282996e-17,4.4275641558221805e-23,4.4275642718633711e-23,1.160411907397343e-30
6.676048590239466e-17,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.99999981356106293,9.5,4.0431122497212091e-10,4.1280156689285367e-09,4.1280155403611371e-09,4.827833309023857e-16,2.2230976263015707e-16,1.7775619561904197e-07,5.7706107742655204e-12,2.2838337308085047e-16,2.2102209854781631e-24,9.1912911366730557e-28,2.003702861218906e-25,1.6627336823331759e-11,1.1161082766510007e-17,8.380313901988688e-25,2.0763905090813564e-27,5.1285053169260794e-35,0.0,2.4929837017414225e-21,9.6477066756878879e-17,1.3610463214767179e-22,1.361046369135248e-22,4.765852994877208e-30
8.835174919579006e-17,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999975326426471,9.5,5.3507104359432494e-10,5.4630724935202035e-09,5.4630722084820131e-09,8.4554232100464247e-16,3.2949405233931551e-16,2.3523529111904995e-07,1.010634809144735e-11,3.9997972434329272e-16,3.926390825972144e-24,2.0618001241429041e-27,4.4948877150229949e-25,2.9120254416174279e-11,1.9547458786924237e-17,1.4757896915988449e-24,4.6458996493303946e-27,1.4258530955525106e-34,0.0,5.5921508188529682e-21,1.6896933900686468e-16,3.0530971695086303e-22,3.0530973019945582e-22,1.3248592800257516e-29
1.0994301248918545e-16,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999969296752966,9.5,6.6583085428672469e-10,6.7981291065385167e-09,6.7981285944413177e-09,1.3092902359793783e-15,4.3949689172608097e-16,2.9270963958788834e-07,1.5648914884537299e-11,6.1933978065462494e-16,6.1326191088072852e-24,3.8920026323033203e-27,8.484988856797067e-25,4.5090509346951517e-11,3.0268561363069994e-17,2.2928061421603045e-24,8.7476756427661964e-27,3.209514014892125e-34,0.0,1.0555889550045988e-20,2.6164305727365647e-16,5.7632152720046963e-22,5.763215570193836e-22,2.9818913912394068e-29
1.531255390759762e-16,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.9999995723742493,9.4999999999999982,9.2735045188214158e-10,9.4682417031163054e-09,9.4682405198783244e-09,2.5397503801551258e-15,6.6271074656589239e-16,4.0764409686103106e-07,3.0354173343187435e-11,1.2013378982025985e-15,1.2015230773869398e-23,1.0226814474739205e-26,2.2295633789869553e-24,8.7461983707062008e-11,5.8714943929402297e-17,4.4645643120990312e-24,2.2869501959500121e-26,1.1157001582005478e-33,0.0,2.7735806559297672e-20,5.0753472520245812e-16,1.514353693348381e-21,1.514353796988548e-21,1.0364016656796948e-28
1.96308065662767e-16,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999945178122152,9.4999999999999964,1.1888700177584356e-09,1.2138353467246971e-08,1.2138351316678905e-08,4.1741584422325208e-15,8.8339599718240386e-16,5.2255957052925378e-07,4.9885599802835622e-11,1.9743493691370547e-15,1.9858038102490509e-23,2.1246983820024921e-26,4.6320497705515798e-24,1.4373949419339849e-10,9.6500225615788285e-17,7.3531994494778001e-24,4.7279872675525297e-26,2.8677160595907084e-33,0.0,5.7620496128253542e-20,8.3415184000111803e-16,3.1461510020799239e-21,3.1461512684330662e-21,2.6635314144132776e-28
2.394905922495578e-16,0.36108543486389005,76.950000000000003,0.0,0.0,0.0,0.99999933118844653,9.4999999999999947,1.4503895519156753e-09,1.4808464398368716e-08,1.4808460984850171e-08,6.2125088130117564e-15,1.1021457652955274e-15,6.3745606384641335e-07,7.4242366427618982e-11,2.9383443404293651e-15,2.9660993996986884e-23,3.8345870748026292e-26,8.3596735186077189e-24,2.1392065555452662e-10,1.4362440117167639e-16,1.0958599595314906e-23,8.490819905337498e-26,6.1747980636542231e-33,0.0,1.0398662608796533e-19,1.2414941575435201e-15,5.678010873565333e-21,5.6780114470063465e-21,5.7344101292061034e-28
2.8267311883634856e-16,0.36108543486389,76.950000000000003,0.0,0.0,0.0,0.999999210595924,9.4999999999999893,1.7119090543539287e-09,1.7478574493748588e-08,1.7478569524399198e-08,8.6547959239517538e-15,1.3217240703595628e-15,7.5233358003865438e-07,1.0342365243217304e-10,4.0932932125909057e-15,4.1424104940452578e-23,6.2905169568711551e-26,1.3713585467066303e-23,2.9800310285367495e-10,2.0008746524116444e-16,1.5280653512990839e-23,1.3858426185268725e-25,1.1815716948570359e-32,0.0,1.70578332827903e-19,1.7295614344306639e-15,9.3144930636703078e-21,9.3144941608289853e-21,1.0971586777938303e-27
