Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383)
5.892995490348272e-12,0.20911038048135305,76.950000000000003,0.0,0.0,0.0,0.99999817648550093,9.499999986311277,8.4787694925428989e-08,8.3599000241610289e-07,8.2856466649326332e-07,1.0555508154394273e-08,6.5932134786875969e-13,7.188660265052682e-09,2.5134356043084006e-08,3.1311421324182114e-09,2.2478101859633955e-16,1.0110646889092034e-16,5.0474665292983246e-13,2.7859848803364541e-08,1.3949776555042987e-11,4.3107619762331065e-17,5.7019799172262843e-20,2.8423029592883446e-20,9.2026598096822654e-25,1.0608191755169744e-15,1.4141619344276024e-12,7.4809002050997038e-15,7.4870436992049769e-15,4.2359605271316995e-18,1.9075270742768956e-18,1.3445770495364687e-23,1.9375566165957505e-13,2.3236896402283978e-16,6.2851908733031653e-17,5.6472962361121236e-33,1.8850730337351522e-18,1.3678854967097657e-20,5.3951207037326129e-33,2.8548029674390384e-10,2.9264870323057126e-23,7.8754573272597776e-24,1.5516649032039218e-13,4.6722813981604729e-14,5.0828735999534127e-14,1.5517760834063645e-13,7.858715454479598e-16,5.3951192411604383e-33,2.934461030365916e-22,4.6537915595161574e-24,3.7324127932463587e-24,1.3716490996495666e-27,5.2547876000699119e-21,1.282781315280303e-30,3.3324186483420048e-18,2.6347611424541188e-28,2.3790729638701619e-32,2.275433681456598e-20,6.5258963336379015e-36,1.324576039415285e-36,5.0875392953206209e-39,1.3179185131726556e-22,4.9681133634963121e-23,4.5635652776399592e-25,1.3944821736654019e-20,1.1051418874770523e-23,1.3074682762636028e-21,1.4773233422172056e-23,3.768017107826401e-24,1.1094227882736303e-23,2.4251132066466606e-24,2.541373472741211e-30,1.1811675793196272e-26,1.7632527807700288e-23,3.7062849781985789e-25,6.5038633975809043e-24,4.4066069666935576e-19,3.8835826503330245e-26,1.4107389619397107e-12,5.4723862364067636e-17,9.8478276952258245e-21,5.4723846910370263e-17,3.4831668872910506e-27,3.4408100751709009e-31,1.9475075647912672e-31,7.2856854831597775e-39,1.230312825322766e-40,6.7429778050999927e-23,5.4257190380834866e-32,1.2752852627041912e-26,6.3762012369442559e-32,5.9678283973660489e-24,4.3234286376533256e-32,8.4102015074308439e-29,7.7005343208375255e-32,8.0523655201653402e-34,4.1461545835684727e-35,3.6759159851536882e-32,4.1111748728206641e-32,4.2452704732124126e-33,8.1866114812873893e-32,5.9721939698450256e-34,2.5937717481038794e-28
5.984140612010555e-12,0.20911038048041788,76.950000000000003,0.0,0.0,0.0,0.99999814828401934,9.4999999859201587,8.6099075405175156e-08,8.4890286742785281e-07,8.4121748132528752e-07,1.0881049094721584e-08,6.6953141299072609e-13,7.1888288209967737e-09,2.5574336714942003e-08,3.1966697281868144e-09,2.3171359386191211e-16,1.060381820594431e-16,5.2047072581506443e-13,2.8347539652093597e-08,1.4384310748607834e-11,4.4009770187084845e-17,5.8217498039820386e-20,2.975983130644468e-20,9.6752367340443502e-25,1.0976390002794216e-15,1.4579366937462604e-12,7.8321456925965704e-15,7.8385977956781321e-15,4.4417789287968292e-18,2.010317325448274e-18,1.3708764024174541e-23,1.9734716968478192e-13,2.3684562584266688e-16,6.4292154390095395e-17,6.2860081802671669e-33,1.9637826855500789e-18,1.4106101284997788e-20,6.0053128102272166e-33,2.9047771373469446e-10,3.0488584243116712e-23,8.2044193986734758e-24,1.5824684127999676e-13,4.7636940544197161e-14,5.0837399133456152e-14,1.5825844257360282e-13,8.1623649889597611e-16,6.0053111570152165e-33,3.0736951625277346e-22,4.954895448257096e-24,3.9861635418033774e-24,1.4880967462166223e-27,5.4148973968554109e-21,1.4137027652185717e-30,3.4356987229951315e-18,2.8480646652718659e-28,2.6219304902360264e-32,2.377758464938685e-20,7.3059210044673959e-36,1.4740874498409941e-36,5.7074748060924616e-39,1.3930929605325351e-22,5.1263365027133076e-23,4.7862632997381195e-25,1.4599762280430059e-20,1.1607437773108787e-23,1.3482288985624891e-21,1.5514910525410871e-23,4.0019065772836486e-24,1.1615262759565253e-23,2.5085452672588136e-24,2.6991205918107129e-30,1.2242908777675141e-26,1.8482598859287286e-23,3.9494696559271857e-25,6.8273119962028014e-24,4.4840721626522099e-19,4.1463763973467336e-26,1.4486877462313214e-12,5.4908389779881968e-17,1.0287954882503859e-20,5.4908374002340005e-17,3.7000792831444586e-27,3.6024084244242553e-31,2.038972764672104e-31,8.0309034085589301e-39,1.3894971250247808e-40,7.0601294406552917e-23,5.6728436072393612e-32,1.335431164820701e-26,6.807043137475027e-32,6.2482125903881453e-24,4.6916204655715885e-32,8.9414427275409467e-29,8.3065919877812169e-32,8.8171688997948352e-34,4.4834429585256321e-35,3.9683595015985361e-32,4.3044602778083325e-32,4.6105914538689523e-33,8.5716053370213187e-32,6.4432659799989139e-34,2.7618967467898641e-28
6.075285733672838e-12,0.2091103804794709,76.950000000000003,0.0,0.0,0.0,0.99999812008253319,9.4999999855240898,8.7410455753023271e-08,8.6181561752451388e-07,8.5386545758475655e-07,1.1211426969143277e-08,6.7964861520599591e-13,7.188976313163441e-09,2.6014327095073998e-08,3.2623113518146735e-09,2.3874917799558735e-16,1.111326689097969e-16,5.3643587093187337e-13,2.8835241262439345e-08,1.4825505361397506e-11,4.4913489641608109e-17,5.9416718755818039e-20,3.1137835032276114e-20,1.0164251386321659e-24,1.1350971778471676e-15,1.5023692478221586e-12,8.1941781778088675e-15,8.2009491526594791e-15,4.6541439519717082e-18,2.1168237373214488e-18,1.3971783348135605e-23,2.0094575086864464e-13,2.4133118186186793e-16,6.5736553620490414e-17,6.9856523563222716e-33,2.0442778744013018e-18,1.4539752595592121e-20,6.6737165665718346e-33,2.954752422908829e-10,3.1740101348307146e-23,8.54084708971732e-24,1.6132708748484232e-13,4.8550500033312375e-14,5.084510811334733e-14,1.6133918305568161e-13,8.4719767465646909e-16,6.6737147013114815e-33,3.2172046867220242e-22,5.2705757413266063e-24,4.2528404190043091e-24,1.6123970454823794e-27,5.5768141492186772e-21,1.5556495000717802e-30,3.5405388129716242e-18,3.075065567432156e-28,2.8852453735242528e-32,2.482962635656505e-20,8.1649762978858992e-36,1.63786285550927e-36,6.3918095341731131e-39,1.4711451440265385e-22,5.2870168556626511e-23,5.0153914873223237e-25,1.5274836900415931e-20,1.2181854299517045e-23,1.3896156664696477e-21,1.6281067016107423e-23,4.2463771114742205e-24,1.2152312277175662e-23,2.5931261959333336e-24,2.8640040167770305e-30,1.2683622968972057e-26,1.9359509040645543e-23,4.2036928345317702e-25,7.1613149281267814e-24,4.5615391246000072e-19,4.4217837380786446e-26,1.4871151136532869e-12,5.5091534277868395e-17,1.0741415206660196e-20,5.5091518175802078e-17,3.9267815316076007e-27,3.7689737693460911e-31,2.1332493033166416e-31,8.8390196865083127e-39,1.5664182468130103e-40,7.3870484350059073e-23,5.9270611933969115e-32,1.3974343955398361e-26,7.2585000511103381e-32,6.5372212087550499e-24,5.0838500290985973e-32,9.4974272829396717e-29,8.9500306829060554e-32,9.6412324310497098e-34,4.8422469504707099e-35,4.2791075877234957e-32,4.5036931552340355e-32,5.0001555220330074e-33,8.968453196087796e-32,6.9431262822833588e-34,2.9380626588008602e-28
6.16643085533512e-12,0.20911038047851213,76.950000000000003,0.0,0.0,0.0,0.99999809188104283,9.4999999851230825,8.8721835968973361e-08,8.7472825822004315e-07,8.66508599989035e-07,1.1546637060615394e-08,6.9002496466050999e-13,7.1891054323547846e-09,2.645432594162925e-08,3.328061137335269e-09,2.4588766436267465e-16,1.1639286487732264e-16,5.526420879713587e-13,2.9322952257888619e-08,1.5273360334774027e-11,4.5818700709443515e-17,6.0620873217946754e-20,3.2557662217017196e-20,1.0670015744101283e-24,1.173193701080188e-15,1.5474591795824054e-12,8.5671584915646587e-15,8.5742587705257175e-15,4.8731568217762161e-18,2.227114633240031e-18,1.4234825275963615e-23,2.0455139639630716e-13,2.4582561622967341e-16,6.7185009761380262e-17,7.7509547997943135e-33,2.1265636934410473e-18,1.497981386612013e-20,7.4048470125207876e-33,3.0047286830611408e-10,3.301950107574484e-23,8.8847618170742547e-24,1.6440717260367388e-13,4.9463475672762678e-14,5.0851973098096277e-14,1.6441977348044727e-13,8.7875502351175357e-16,7.4048449117949563e-33,3.3650530905042306e-22,5.601308892140805e-24,4.5328883500643779e-24,1.7449449721432737e-27,5.7405146522003247e-21,1.7093542145204103e-30,3.6469382798037879e-18,3.3164192646748854e-28,3.1703776706758007e-32,2.5910782772542403e-20,9.1096151130676234e-36,1.8170124016394142e-36,7.1460622574804455e-39,1.5521310168716757e-22,5.45015340670232e-23,5.2510036288977313e-25,1.5970347203034842e-20,1.2774966916892698e-23,1.431628582670917e-21,1.7072098832349378e-23,4.5017321403370935e-24,1.2705615920221761e-23,2.6788419917357898e-24,3.0362283889610365e-30,1.3133903571485101e-26,2.0263671697961267e-23,4.469224381736726e-25,7.5060401109983156e-24,4.6390076266582841e-19,4.7101588834215759e-26,1.5260209851053099e-12,5.527345294449417e-17,1.1208438548608572e-20,5.5273436517228074e-17,4.1635559424704215e-27,3.9405803867994985e-31,2.2303792236423883e-31,9.7142240547155626e-39,1.7627266869523242e-40,7.7238812948329536e-23,6.1884605979063838e-32,1.4613228894180548e-26,7.7311459457373915e-32,6.8349836287667451e-24,5.5012016037742263e-32,1.007890755413537e-28,9.6325336390638195e-32,1.052811990312551e-33,5.2235689136306762e-35,4.6090009528850788e-32,4.7089708170619814e-32,5.4150891259630236e-33,9.3773294717764173e-32,7.4730374558014574e-34,3.1225208400999106e-28
6.257575976997403e-12,0.2091103804775415,76.950000000000003,0.0,0.0,0.0,0.9999980636795478,9.4999999847171441,9.00332160530254e-08,8.8764079584875258e-07,8.7914691325085697e-07,1.1886674656723636e-08,6.9989007342661816e-13,7.1892185284868232e-09,2.689433217008172e-08,3.393913520824687e-09,2.5312896615786516e-16,1.2182171867324486e-16,5.6908937674973205e-13,2.9810671436312765e-08,1.5727875613072767e-11,4.6725319439766745e-17,6.1822014954675804e-20,3.4019934143111674e-20,1.119284323045174e-24,1.211928561114282e-15,1.5932060723080429e-12,8.9512473620289756e-15,8.9586875469103569e-15,5.0989186986801581e-18,2.3412583210448863e-18,1.449788700474302e-23,2.0816409856941192e-13,2.5032891510372137e-16,6.8637433537126906e-17,8.586935570931836e-33,2.2106451193569314e-18,1.5426290184616143e-20,8.2035000873943926e-33,3.0547057946101183e-10,3.4326861152027006e-23,9.2361841634141975e-24,1.6748704678697308e-13,5.0375852677729726e-14,5.0858091837093502e-14,1.6750016402293774e-13,9.1090848577180467e-16,8.2034977256205856e-33,3.5173039140608971e-22,5.9475799628748132e-24,4.8267607128967518e-24,1.886149120118979e-27,5.9059761081229301e-21,1.8755865655849024e-30,3.7548964887592268e-18,3.5728026576115149e-28,3.478756094600311e-32,2.7021371837033171e-20,1.0146828247486627e-35,2.0127157655201046e-36,7.9761385514422094e-39,1.6361065272288234e-22,5.6157451462562333e-23,5.4931528156331872e-25,1.668659466718439e-20,1.3387073958290991e-23,1.4742676482480095e-21,1.7888401740125525e-23,4.7682788369885331e-24,1.3275413034993246e-23,2.7656788701198248e-24,3.2160008742043847e-30,1.3593835744503399e-26,2.1195500008369061e-23,4.7463344131252279e-25,7.8616553551751215e-24,4.7164774715639896e-19,5.0118587074374877e-26,1.56540528278415e-12,5.5454285547106314e-17,1.1689256293032341e-20,5.5454268793968724e-17,4.410688815321957e-27,4.117302514614786e-31,2.3304045405048856e-31,1.0660918153850375e-38,1.9802006806022202e-40,8.0707744498368116e-23,6.4571304988646911e-32,1.5271245663285455e-26,8.2255588538435627e-32,7.1416291766889266e-24,5.9447863330817533e-32,1.0686647157072346e-28,1.0355833805933703e-31,1.1481552925478133e-33,5.6284418503199889e-35,4.9589058053245648e-32,4.9203652942182687e-32,5.8565488343483045e-33,9.798419965445149e-32,8.0342975202797053e-34,3.3155265204273639e-28
6.348721098659686e-12,0.20911038047655917,76.950000000000003,0.0,0.0,0.0,0.99999803547804855,9.4999999843062835,9.13445960051794e-08,9.0055323466269145e-07,8.9178040207768005e-07,1.2231535050330437e-08,7.1021939254053162e-13,7.1893175803233744e-09,2.7334344867198392e-08,3.4598632747828116e-09,2.6047296593723852e-16,1.2742219413948428e-16,5.8577773719424192e-13,3.0298397785450643e-08,1.6189051143943915e-11,4.7633283216353757e-17,6.302815580001949e-20,3.5525271905951077e-20,1.1733048915107504e-24,1.251301747208022e-15,1.6396095096835102e-12,9.3466054003499133e-15,9.3543962623375556e-15,5.3315306694643671e-18,2.4593230898489206e-18,1.4760966153866923e-23,2.1178385090520091e-13,2.5484106682826159e-16,7.0093743823167391e-17,9.4989559014220425e-33,2.2965270003906209e-18,1.5879186770357633e-20,9.0747976723268884e-33,3.1046836538183874e-10,3.5662257132603027e-23,9.5951346940515201e-24,1.7056666724607465e-13,5.1287618432661733e-14,5.0863548560047921e-14,1.705803119187457e-13,9.4365799034115138e-16,9.0747950215724047e-33,3.6740207579091555e-22,6.3098838544468074e-24,5.1349205462363245e-24,2.0364337613426533e-27,6.0731761802166517e-21,2.0551591066984087e-30,3.8644128093322667e-18,3.8449173687216404e-28,3.8118890383453421e-32,2.8161708200861271e-20,1.1284119192842447e-35,2.2262343801369329e-36,8.8883993401760543e-39,1.7231276170805101e-22,5.7837910716091634e-23,5.7418913655056497e-25,1.7423880626755713e-20,1.4018473609154582e-23,1.5175328624648393e-21,1.873037130977216e-23,5.046328629959173e-24,1.3861942809261399e-23,2.8536232928860235e-24,3.4035315080652919e-30,1.406350459605675e-26,2.2155406956758266e-23,5.0352933049753525e-25,8.2283283487288111e-24,4.7939484932103431e-19,5.3272430996651673e-26,1.6052679303049725e-12,5.5634152980719579e-17,1.2184101539415645e-20,5.5634135901042077e-17,4.6684710013899862e-27,4.2992143354018923e-31,2.4333672468140688e-31,1.1683749561272384e-38,2.2207689637576847e-40,8.4278742420632918e-23,6.7331593950513036e-32,1.5948673294251907e-26,8.742321408160786e-32,7.4572871219027302e-24,6.415746014812657e-32,1.132142251617499e-28,1.1121721226532892e-31,1.2505435670427116e-33,6.0579339671989532e-35,5.3297176424974134e-32,5.1379859199693198e-32,6.3257256444559295e-33,1.0231894160294399e-31,8.6282451804311602e-34,3.5173393459351653e-28
6.430751708155741e-12,0.209110380475665,76.950000000000003,0.0,0.0,0.0,0.9999980100966952,9.4999999839323106,9.2524837849345182e-08,9.121743496480729e-07,9.0314642101680717e-07,1.2546029009790799e-08,7.1946806801539188e-13,7.1893961378693819e-09,2.7730361170526853e-08,3.5192972102424754e-09,2.6717029762809268e-16,1.3261181909475343e-16,6.0100337790283273e-13,3.0737356904847783e-08,1.6609803596631408e-11,4.8451539939143921e-17,6.4116022289686317e-20,3.6917410383674071e-20,1.2234353981313304e-24,1.2872833734997574e-15,1.6819336052029092e-12,9.712195434139675e-15,9.7203112548071883e-15,5.5468217685571757e-18,2.5689903310271778e-18,1.4997750565419328e-23,2.1504765124798629e-13,2.5890956421028094e-16,7.1407684266539744e-17,1.0389478479458697e-32,2.3753640067812486e-18,1.629228741822628e-20,9.9255576097465651e-33,3.1496642919744494e-10,3.6888145442700225e-23,9.9246430740893607e-24,1.7333807761425909e-13,5.2107675873412463e-14,5.086795500502761e-14,1.7335220647110994e-13,9.7364209503360015e-16,9.9255546729412791e-33,3.8189369749306538e-22,6.6500815938855514e-24,5.4248698963111062e-24,2.1798160032417691e-27,6.2251246269310525e-21,2.2288841049060391e-30,3.9643091651494326e-18,4.1038690206710801e-28,4.1341804396468433e-32,2.9213702582354352e-20,1.2399841942193401e-35,2.4347377051493269e-36,9.7853082825171214e-39,1.8040967989126448e-22,5.9371299093776452e-23,5.9714326968794557e-25,1.8105674852594251e-20,1.4603474820629269e-23,1.5570069104451463e-21,1.9510415717193055e-23,5.3066690324619867e-24,1.4404323603930423e-23,2.9337092129395271e-24,3.5791179442121861e-30,1.4494601727731965e-26,2.3043671640112193e-23,5.3057106881785385e-25,8.5679269247065628e-24,4.8636732997073986e-19,5.6230889363338026e-26,1.6415532399054053e-12,5.5795296846107179e-17,1.264164966872097e-20,5.5795279471974562e-17,4.9098238088605318e-27,4.4674334422990338e-31,2.5285798332363438e-31,1.2673421503530064e-38,2.4587367362869669e-40,8.7581116185639362e-23,6.9879504009690765e-32,1.6575184948353632e-26,9.2270014431020967e-32,7.7491916727120024e-24,6.8639811679996178e-32,1.191648686033841e-28,1.1848953413649791e-31,1.3490527839131216e-33,6.4664350189843263e-35,5.682085422943561e-32,5.3392343336356251e-32,6.7726922579852262e-33,1.063275803131013e-31,9.1918822628946356e-34,3.7067187802321595e-28
6.512782317651796e-12,0.20911038047476127,76.950000000000003,0.0,0.0,0.0,0.99999798471533818,9.4999999835543676,9.3705079586673561e-08,9.2379539239805992e-07,9.1450853939813402e-07,1.2864422201166924e-08,7.2874148055919688e-13,7.1894658229476002e-09,2.8126381558106487e-08,3.578802562485554e-09,2.739506667953941e-16,1.3794504824072191e-16,6.1642428678972849e-13,3.117632055187186e-08,1.703595077916256e-11,4.9270780198932384e-17,6.5204410475946323e-20,3.8345387693136355e-20,1.2750223467452092e-24,1.3237820246282505e-15,1.7247888619608773e-12,1.0087160447616863e-14,1.0095610212106725e-14,5.767816873406361e-18,2.6819386997108244e-18,1.5234546053424389e-23,2.1831715401976774e-13,2.6298521765449662e-16,7.2724661571376386e-17,1.135055609944483e-32,2.4556666293380342e-18,1.6710596712662305e-20,1.0843722453267278e-32,3.1946454044903594e-10,3.8136855915810479e-23,1.0260279488429804e-23,1.7610922736305059e-13,5.292722208832814e-14,5.0871934089987264e-14,1.7612384941374413e-13,1.0041088673437825e-15,1.0843719203773042e-32,3.9675686697048908e-22,7.0040468223677226e-24,5.7271236204815843e-24,2.3312378293524973e-27,6.3784478484865533e-21,2.4147533288630832e-30,4.0654666289887488e-18,4.3766923260536303e-28,4.4790081724440813e-32,3.0290270237527959e-20,1.3609255326462977e-35,2.6597826230382904e-36,1.0759537005743299e-38,1.8876189790104152e-22,6.0924551073751643e-23,6.2063906009215343e-25,1.8804973733962636e-20,1.5204561669634122e-23,1.5969881342292484e-21,2.0311858527696758e-23,5.5768144040083673e-24,1.4960625653384564e-23,3.0146718887856363e-24,3.7613172372212566e-30,1.4933716451956239e-26,2.3955315234453339e-23,5.5861420875545137e-25,8.9167401125705381e-24,4.9333988492161414e-19,5.9305788309052358e-26,1.6782258974646945e-12,5.5955815734607542e-17,1.3110922141890616e-20,5.5955798065482546e-17,5.1602590336903747e-27,4.6399702780084411e-31,2.6262362716422228e-31,1.3732422771193592e-38,2.7187011198368358e-40,9.0968414222340127e-23,7.2488381473069969e-32,1.721784850699354e-26,9.7306900206603917e-32,8.0485951016680091e-24,7.3362069239873141e-32,1.2534669927613186e-28,1.2613549717162469e-31,1.4539064389116354e-33,6.8965916622996555e-35,6.0528243382761887e-32,5.5456550286499535e-32,7.2440101025602149e-33,1.104392973859041e-31,9.7841373856921434e-34,3.9036401655587065e-28
6.594812927147851e-12,0.20911038047384822,76.950000000000003,0.0,0.0,0.0,0.9999979593339775,9.4999999831724562,9.4885321217164536e-08,9.3541636653778476e-07,9.2586676064404597e-07,1.3186711202305595e-08,7.3770924296477665e-13,7.1895276434337263e-09,2.8522405564785574e-08,3.6383760367671723e-09,2.8081400650980107e-16,1.4342406897108098e-16,6.320404640044034e-13,3.1615288210931574e-08,1.7467492658455825e-11,5.0090955321949282e-17,6.62934478514958e-20,3.9809656282337882e-20,1.3280889971091698e-24,1.3607976905651153e-15,1.7681749771782242e-12,1.0471617318897743e-14,1.0480410135652356e-14,5.9945895456642167e-18,2.7982179340542789e-18,1.547135139158545e-23,2.2159235591739571e-13,2.6706802122326208e-16,7.4044628209095342e-17,1.2386774215730902e-32,2.5374382206444121e-18,1.7134118618583725e-20,1.1833672945464411e-32,3.2396269385263369e-10,3.940844083635673e-23,1.0602057908711957e-23,1.7888009406772222e-13,5.3746250574090758e-14,5.0875530230628916e-14,1.7889521833923075e-13,1.0350582414250534e-15,1.1833669354549323e-32,4.1199623179695011e-22,7.3721580084620977e-24,6.0420366438936511e-24,2.4910377560774323e-27,6.5331303485180684e-21,2.6134421183395781e-30,4.1678847483903233e-18,4.6639447473302718e-28,4.8476260218642489e-32,3.1391634839029263e-20,1.4918858731780074e-35,2.902450087627899e-36,1.1816640861145406e-38,1.973734923224073e-22,6.249765946260005e-23,6.4468020714807831e-25,1.9521996689603907e-20,1.5821951275277193e-23,1.6374765301472346e-21,2.1134987770019693e-23,5.856999213881625e-24,1.5531023041354005e-23,3.0965018894763542e-24,3.9502875192599229e-30,1.538091072306851e-26,2.4890638469277646e-23,5.8767848392759922e-25,9.2748899401715798e-24,5.0031250571306868e-19,6.2499802794234698e-26,1.7152858490485477e-12,5.6115773753531407e-17,1.3592091931848874e-20,5.6115755788878482e-17,5.4199968146735575e-27,4.8168788371716381e-31,2.7263671214347538e-31,1.4864617362363412e-38,3.002377582028546e-40,9.4441701818140127e-23,7.5158869278484022e-32,1.7876867089240607e-26,1.0253819691639414e-31,8.3555915467247526e-24,7.8333103050194451e-32,1.3176560454372273e-28,1.341692025069898e-31,1.5654239575387329e-33,7.3492475532130083e-35,6.442641225269488e-32,5.7573104698941003e-32,7.7406093806058513e-33,1.1465538739326423e-31,1.0406061270233619e-33,4.1083006215274511e-28
6.676843536643906e-12,0.20911038047292566,76.950000000000003,0.0,0.0,0.0,0.99999793395261294,9.4999999827865906,9.6065562740818107e-08,9.470372745247601e-07,9.3722108817390576e-07,1.3512892594076583e-08,7.4705648447532154e-13,7.1895824938416431e-09,2.8918432777730826e-08,3.6980144904453359e-09,2.8776023164471235e-16,1.4905107731533827e-16,6.4785190975411721e-13,3.2054259424427302e-08,1.7904429202928573e-11,5.0912028883640768e-17,6.7383964826491028e-20,4.1310668492560018e-20,1.382658702974358e-24,1.3983303607088102e-15,1.8120916483068915e-12,1.0865682859025921e-14,1.0874827959729095e-14,6.2272133047462346e-18,2.9178777559248948e-18,1.5708165487080319e-23,2.2487325400874324e-13,2.7115796964634145e-16,7.5367539927365217e-17,1.350295591868643e-32,2.6206820821064551e-18,1.7562857142558249e-20,1.2900016857475979e-32,3.2846088471852288e-10,4.0702951684618075e-23,1.0949992264836807e-23,1.816506576252388e-13,5.4564755540498979e-14,5.0878783331474321e-14,1.8166629316174367e-13,1.0664901477311028e-15,1.2900012894177516e-32,4.2761644318747952e-22,7.7547993953745651e-24,6.3699695640618056e-24,2.6595640783003907e-27,6.6891568781592353e-21,2.8256543194481872e-30,4.2715630731540662e-18,4.9661991112381266e-28,5.2413407330322919e-32,3.2518018240277267e-20,1.6335514768372658e-35,3.1638778365571185e-36,1.296250169598267e-38,2.0624853916227749e-22,6.409061710350143e-23,6.6927037713784489e-25,2.0256963056941021e-20,1.6455860673975357e-23,1.6784720935393259e-21,2.1980091363306482e-23,6.1474603134951551e-24,1.6115689758881392e-23,3.1791899242260704e-24,4.1461885289226519e-30,1.5836246466825182e-26,2.584994196616396e-23,6.1778363153279007e-25,9.6424983652678872e-24,5.072851848361291e-19,6.5815624022324416e-26,1.7527330411938729e-12,5.6275228608762943e-17,1.4085332996531036e-20,5.6275210348047994e-17,5.6892599202347812e-27,4.9982130820575008e-31,2.8290029292605746e-31,1.6074032780010371e-38,3.3115927667514733e-40,9.8002043762528254e-23,7.7891609510344363e-32,1.8552443719183075e-26,1.0796825473831216e-31,8.6702751139800752e-24,8.3561960597174228e-32,1.384275452973329e-28,1.4260510033499175e-31,1.6839365994104842e-33,7.8252679166485423e-35,6.8522608633319877e-32,5.9742722255537967e-32,8.2634405276589515e-33,1.1897713378728394e-31,1.105872944011718e-33,4.3208998044245127e-28
6.758874146139961e-12,0.2091103804719936,76.950000000000003,0.0,0.0,0.0,0.99999790857124471,9.4999999823967709,9.72458041576343e-08,9.5865812023424902e-07,9.4857152540400068e-07,1.3842962960424143e-08,7.5589968013165914e-13,7.189631157870813e-09,2.9314462835251644e-08,3.757714931781293e-09,2.9478928544422462e-16,1.5482827808108954e-16,6.6385862430505163e-13,3.2493233791447843e-08,1.8346760382482661e-11,5.1733950735138795e-17,6.8475936031249398e-20,4.2848876556578239e-20,1.4387549136414547e-24,1.4363800238975336e-15,1.8565385730338952e-12,1.1269473810824624e-14,1.1278980550341626e-14,6.4657616271084322e-18,3.0409678702029445e-18,1.5944987377372355e-23,2.2815984572437003e-13,2.7525505830591215e-16,7.669335569514929e-17,1.470417203513143e-32,2.705401464819318e-18,1.7996816331612926e-20,1.4047598638657265e-32,3.3295910893789794e-10,4.2020439155171301e-23,1.1304096031360803e-23,1.8442090019867382e-13,5.5382731893384338e-14,5.0881728895127075e-14,1.8443705606146705e-13,1.0984045131046071e-15,1.4047594269638171e-32,4.4362215606999727e-22,8.1523611171216394e-24,6.7112887652559758e-24,2.8371751418791153e-27,6.8465124380679913e-21,3.0521233306281517e-30,4.3765011553604654e-18,5.284044030215276e-28,5.6615139558030044e-32,3.3669640452427706e-20,1.786646610817496e-35,3.4452629774045851e-36,1.4203343974941796e-38,2.15391113827675e-22,6.5703416876570184e-23,6.944132036285911e-25,2.101009209089552e-20,1.7106506818266862e-23,1.7199748187465236e-21,2.2847457115535537e-23,6.4484369700225565e-24,1.671479970249918e-23,3.262726843951161e-24,4.3491816341525583e-30,1.6299785580015468e-26,2.6833526237191784e-23,6.4894939149432789e-25,1.0019687274325939e-23,5.1425791571204781e-19,6.9255959627349839e-26,1.7905674209006319e-12,5.6434231761737153e-17,1.4590820295823193e-20,5.6434213204427439e-17,5.9682737953880477e-27,5.1840269512482517e-31,2.9341742197214861e-31,1.7364866041560922e-38,3.6482904086399558e-40,1.0165050433928132e-22,8.0687243787743072e-32,1.9244781324440844e-26,1.1360144880155024e-31,8.9927398772182789e-24,8.9057869786212096e-32,1.453385572282907e-28,1.5145799868931662e-31,1.8097878497901921e-33,8.3255400948147701e-35,7.2824264305285903e-32,6.1965994062860162e-32,8.8134746154909216e-33,1.234058327322465e-31,1.1743242839257924e-33,4.5416399512964428e-28
