Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271)
9.212845227315228e-07,0.2945590893340024,76.950000000000003,0.0,0.0,0.0,0.58347143868363438,9.4108215569257805,0.014394622900763926,0.03003378128966995,0.01641943726843921,0.0045193887311007338,1.2450314945886678e-08,2.6601248237283423e-08,0.02094802211941605,8.2048014149771725e-05,7.408172463933528e-11,0.084576993761453043,0.079986990930217772,0.028117673851220701,0.13744806833286374,8.9297817134552762e-13,4.2224396735485033e-11,1.4949483079255432e-06
9.308013125163892e-07,0.2945569657745069,76.950000000000003,0.0,0.0,0.0,0.58089421253998141,9.410191748159578,0.014425834947686466,0.029910771037466418,0.016344229272697009,0.0044984432511603499,1.2398581416125221e-08,2.6498939043422338e-08,0.021107781630950052,8.1707088229156994e-05,7.3738386781167264e-11,0.085228088985248904,0.080651672602104985,0.028347208008850447,0.13850850424411745,8.8926766830586578e-13,4.2572692467625115e-11,1.5073767860572785e-06
9.403181023012557e-07,0.29455486094399386,76.950000000000003,0.0,0.0,0.0,0.57833869438419705,9.4095674940283107,0.014455792539585333,0.029788474700868098,0.016269765125257827,0.0044777069298973888,1.2347156337675681e-08,2.6397522085100334e-08,0.021266701319635317,8.136819512907968e-05,7.339847743357223e-11,0.085873418382304723,0.081310707081981778,0.028575861065050161,0.13955995171454982,8.8557928970087158e-13,4.2917988505141526e-11,1.5196996623286133e-06
9.498348920861221e-07,0.29455277460041734,76.950000000000003,0.0,0.0,0.0,0.57580461759935642,9.4089487228213873,0.014484517926597539,0.029666896809829701,0.016196031630755392,0.0044571760413787999,1.2296041467887192e-08,2.6296986194860137e-08,0.021424787975132729,8.1031346182874986e-05,7.3061935550545337e-11,0.086513057377804611,0.081964159062527991,0.028803640687634819,0.14060251291442036,8.8191315883822484e-13,4.3260319800044453e-11,1.5319181464770891e-06
9.593516818709886e-07,0.2945507065063105,76.950000000000003,0.0,0.0,0.0,0.57329171953292568,9.4083353640334817,0.014512033004970804,0.029546041188901976,0.01612301593634578,0.0044368469603464616,1.2245238074720028e-08,2.6197320366122476e-08,0.021582048305711088,8.069655001806152e-05,7.2728701674779729e-11,0.087147080093709667,0.082612092508867641,0.029030554448544365,0.14163628887645832,8.7826936966000762e-13,4.3599720843670804e-11,1.5440334346376923e-06
9.68868471655855e-07,0.29454865642768585,76.950000000000003,0.0,0.0,0.0,0.57079974143815726,9.4077273483465724,0.014538359322597606,0.029425911003541041,0.01605070552877616,0.0044167161532906148,1.219474737519424e-08,2.6098513764099036e-08,0.021738488939446847,8.0363814358044977e-05,7.2398717920207017e-11,0.087775559373822129,0.083254570653648885,0.029256609825279535,0.14266137948990146,8.7464800617707732e-13,4.3936225779809133e-11,1.556046709258889e-06
9.783852614407216e-07,0.29454662413496285,76.950000000000003,0.0,0.0,0.0,0.56832842841070985,9.4071246076003963,0.014563518084955296,0.02930650880990366,0.015979088217104857,0.0043967801815618605,1.2144570117488551e-08,2.6000555709119568e-08,0.021894116425512769,8.0033144407297221e-05,7.2071927888205511e-11,0.088398566811851001,0.083891655993935416,0.029481814202444032,0.14367788349613575,8.710491250766991e-13,4.4269868283178298e-11,1.5679591390350229e-06
9.879020512255882e-07,0.29454460940207705,76.950000000000003,0.0,0.0,0.0,0.56587752934474533,9.4065270747795768,0.01458753015917315,0.029187836584453949,0.015908152131219516,0.0043770356938683678,1.209470700146304e-08,2.5903435687803571e-08,0.02204893723506083,7.9704544560956476e-05,7.1748276670096737e-11,0.089016172770068042,0.084523410289711942,0.029706174872801031,0.14468589848709826,8.6747277415908884e-13,4.4600681671445159e-11,1.5797718788855767e-06
9.974188410104547e-07,0.2945426120068463,76.950000000000003,0.0,0.0,0.0,0.56344679686825228,9.4059346839851834,0.014610416080016862,0.029069895770212541,0.015837885706067457,0.0043574794281014597,1.2045158315107217e-08,2.5807143338127383e-08,0.022202957762521493,7.9378017005449117e-05,7.1427710759466149e-11,0.089628446407329129,0.085149894562508807,0.029929699038828181,0.14568552090356401,8.6391897726652621e-13,4.4928698799567435e-11,1.5914860699226496e-06
9.999999999999997e-07,0.2945406317306781,76.950000000000003,0.0,0.0,0.0,0.56279097436011249,9.4057748927612224,0.014616431742228883,0.029038033897945039,0.015818941900018441,0.004352207377016231,1.2031773892527664e-08,2.5781168121190548e-08,0.022244594321780404,7.9289813188495998e-05,7.134129140640217e-11,0.089793597899576222,0.085318910010491841,0.029990180346053372,0.1459552057550545,8.6295900177351069e-13,4.5017186332812999e-11,1.5946463700941069e-06
1.0069356307953213e-06,0.2945406317306781,76.950000000000003,0.0,0.0,0.0,0.56103598728066639,9.4053473704150932,0.014632196055602412,0.028952687315666865,0.015768277677652064,0.0043381082026545869,1.1995924431239881e-08,2.571166846210604e-08,0.022356184326844896,7.9053563739230105e-05,7.1110178057530308e-11,0.090235455705361844,0.085771169094881486,0.030152393814202719,0.14667684603507009,8.6038775607615803e-13,4.525395219266155e-11,1.6031028394478206e-06
1.0164524205801878e-06,0.29453866835882,76.950000000000003,0.0,0.0,0.0,0.55864486049860462,9.4047650703376675,0.01465288997231849,0.028836211709355342,0.015699317065585618,0.004318918922022877,1.194700512954029e-08,2.5617001001438967e-08,0.022508623172570567,7.8731183910823747e-05,7.0795627752175797e-11,0.090837267492160673,0.086387293431921294,0.030374266225081593,0.14765996802193132,8.5687910141663007e-13,4.5576473856349262e-11,1.6146233009698466e-06
1.0259692103650544e-06,0.2945367216798302,76.950000000000003,0.0,0.0,0.0,0.55627318000334158,9.4041877210794187,0.01467251739954201,0.028720469005439231,0.015630993175890215,0.004299908563887303,1.1898400544319107e-08,2.5523131065149306e-08,0.02266028047085248,7.8410877617602414e-05,7.0484010394260517e-11,0.091433947463440912,0.086998326382965785,0.03059532321132797,0.14863497985837484,8.5339301422213771e-13,4.5896295536731105e-11,1.6260485542492936e-06
1.035486000149921e-06,0.2945347914858862,76.950000000000003,0.0,0.0,0.0,0.55392071319217662,9.4036152611151955,0.01469109755855311,0.028605458814015973,0.01556329561002818,0.0042810741977787024,1.1850110003820642e-08,2.5430048907563304e-08,0.022811162312177419,7.809264127973191e-05,7.0175277848075083e-11,0.092025560078395033,0.087604325938361177,0.030815571617976004,0.14960197326217611,8.4992945566606298e-13,4.6213448358497597e-11,1.6373796837274817e-06
1.0450027899347875e-06,0.29453287757092733,76.950000000000003,0.0,0.0,0.0,0.55158723003667509,9.4030476296773156,0.014708649441652483,0.028491180467437278,0.015496214170182427,0.0042624129429783535,1.180213330056245e-08,2.5337744909956854e-08,0.022961274733911755,7.7776472869326278e-05,6.986938297050155e-11,0.092612168987458221,0.088205349543038547,0.031035018227631932,0.15056103910127819,8.4648840357257342e-13,4.6527963292574319e-11,1.6486177636538535e-06
1.054519579719654e-06,0.29453097973632925,76.950000000000003,0.0,0.0,0.0,0.54927250416276785,9.4024847670644149,0.014725191716091471,0.02837763292081193,0.015429738928942378,0.0042439220002691387,1.1754469534268643e-08,2.5246209590615028e-08,0.023110623697967944,7.746236720508944e-05,6.956627978872442e-11,0.093193836696388185,0.088801453863418742,0.031253669734241735,0.15151226703011278,8.4306980166990362e-13,4.6839870755279934e-11,1.6597638537175379e-06
1.0640363695045206e-06,0.29452909778436864,76.950000000000003,0.0,0.0,0.0,0.54697631286686166,9.4019266146470901,0.014740742722773689,0.028264814765429174,0.015363860236363602,0.0042255986415934655,1.1707118404048731e-08,2.5155433646400169e-08,0.023259215090428793,7.7150321100063996e-05,6.9265923725592418e-11,0.093770624565838595,0.089392694776058435,0.031471532742672947,0.15245574547207327,8.3967361508121858e-13,4.7149200905427999e-11,1.6708189988459003e-06
1.0735531592893871e-06,0.2945272315199723,76.950000000000003,0.0,0.0,0.0,0.54469843679049845,9.4013731147614656,0.014755320505211366,0.028152724291468093,0.015298568676540588,0.0042074402153746953,1.1660078392305394e-08,2.5065407880500268e-08,0.023407054728188253,7.6840326218653534e-05,6.8968271121549731e-11,0.094342592919596624,0.089979127429051439,0.031688613776543112,0.15339156171433099,8.3629975334942185e-13,4.7455983238886715e-11,1.6817842303373555e-06
1.082118270095767e-06,0.29452556513934536,76.950000000000003,0.0,0.0,0.0,0.54266382934142843,9.4008788959340297,0.014767623066378011,0.028052463376047439,0.015240300697334406,0.0041912365053757457,1.1618008176695021e-08,2.4985018647136991e-08,0.023539472401498923,7.6563081611732921e-05,6.8702660285889029e-11,0.094853292743702494,0.090502850716525363,0.031883323442381747,0.154227316330519,8.3328233252913343e-13,4.7729933273794062e-11,1.6915769033394158e-06
1.090683380902147e-06,0.2945239111683659,76.950000000000003,0.0,0.0,0.0,0.54064372664044025,9.4003883589364978,0.014779164461338579,0.027952788663196858,0.015182494307732422,0.0041751624425388845,1.1576188476114921e-08,2.4905223234501457e-08,0.023671289960406332,7.6287488399487733e-05,6.8439174566349084e-11,0.095360179439097845,0.091022762637839205,0.03207740957812176,0.1550569964839002,8.3028288491390244e-13,4.8001864369212641e-11,1.701298304513384e-06
1.0992484917085268e-06,0.2945222694771675,76.950000000000003,0.0,0.0,0.0,0.53863797517401257,9.3999014635753326,0.01478995727431525,0.027853698388205912,0.015125143098746421,0.0041592162134314126,1.1534618830675586e-08,2.4826015235179331e-08,0.023802511512643485,7.6013542519667176e-05,6.8177784357536184e-11,0.095863295016813746,0.091538901976474824,0.032270876783639976,0.1558806635921261,8.2730136612867474e-13,4.8271797470400194e-11,1.710949159139901e-06
1.1078136025149067e-06,0.294520639931718,76.950000000000003,0.0,0.0,0.0,0.53664642357981596,9.3994181702681701,0.014800013898080614,0.027755190629202727,0.015068240800893043,0.0041433960533679287,1.1493297860540861e-08,2.4747388305289155e-08,0.023933141121230475,7.5741236103782743e-05,6.7918460589990345e-11,0.096362680831769812,0.092051307034421992,0.032463729606358391,0.15669837832060238,8.2433769072943385e-13,4.8539753020869057e-11,1.7205301834907946e-06
1.1163787133212866e-06,0.29451902240002026,76.950000000000003,0.0,0.0,0.0,0.53466892252721976,9.3989384400159341,0.014809346544479872,0.027657263319231264,0.015011781289617462,0.0041277002285445945,1.14522251081654e-08,2.4669336217761677e-08,0.024063182806884457,7.5470564777313899e-05,6.7661175001581571e-11,0.096858377621223846,0.092560015654716971,0.032655972544085816,0.15751020061828319,8.2139181089101752e-13,4.8805751481180714e-11,1.7300420852626999e-06
1.1249438241276665e-06,0.2945174167524401,76.950000000000003,0.0,0.0,0.0,0.53270532464629727,9.3984622343719302,0.014817967250635021,0.02755991426768627,0.014955758561512546,0.0041121270497539598,1.1411399016819864e-08,2.4591852794906518e-08,0.024192640549423758,7.520151969153861e-05,6.7405899738786045e-11,0.097350425529923665,0.093065065234828673,0.032847610046678535,0.15831618973745834,8.1846363052979973e-13,4.9069812779168393e-11,1.7394855638136606e-06
1.1335089349340464e-06,0.294515822861093,76.950000000000003,0.0,0.0,0.0,0.53075548449909471,9.3979895154404982,0.014825887881400294,0.027463141161497538,0.014900166747819832,0.0040966748551822096,1.1370819095897335e-08,2.4514931975880022e-08,0.024321518288300044,7.4934096078894702e-05,6.7152607739564629e-11,0.097838864120112903,0.09356649272994258,0.033038646516676672,0.15911640423953236,8.1555309751575838e-13,4.933195690824738e-11,1.7488613102385293e-06
1.1420740457404262e-06,0.29451424060015713,76.950000000000003,0.0,0.0,0.0,0.52881925856136869,9.3975202458619158,0.014833120130926259,0.027366941580862583,0.014845000093810184,0.0040813420261580488,1.1330483606308054e-08,2.4438567742289825e-08,0.024449819922923915,7.4668284132583398e-05,6.690127227862914e-11,0.098323732379997836,0.094064334655687337,0.033229086309697724,0.15991090199806948,8.1266010537587563e-13,4.9592203289342484e-11,1.7581700074050074e-06
1.1506391565468061e-06,0.2945126698453745,76.950000000000003,0.0,0.0,0.0,0.52689650519931008,9.3970543888125633,0.01483967552464345,0.027271312997477617,0.014790252973972125,0.0040661269691788264,1.129039206168477e-08,2.4362754196547178e-08,0.02457754931308859,7.4404078872197471e-05,6.6651867441280005e-11,0.098805068731677506,0.094558627090622557,0.03341893373494511,0.16069974020342281,8.0978459962622275e-13,4.9850571461929489e-11,1.7674123300159122e-06
1.159204267353186e-06,0.29451111047444495,76.950000000000003,0.0,0.0,0.0,0.52498708464203581,9.3965919079876041,0.014845565421638859,0.027176252791778318,0.014735919869736196,0.0040510281325617419,1.1250542547855086e-08,2.4287485475500613e-08,0.024704710279485523,7.4141469594710645e-05,6.6404367570826179e-11,0.099282911042371247,0.095049405681309443,0.033608193055824132,0.16148297536937226,8.0692646407954637e-13,5.0107080345461963e-11,1.7765889446872798e-06
1.1669128670789278e-06,0.29450971667570264,76.950000000000003,0.0,0.0,0.0,0.5232798917067325,9.3961785323451377,0.014850306580200983,0.027091182324582727,0.014687369601276786,0.0040375372848557569,1.121488449736279e-08,2.4220204708356237e-08,0.024818672272406365,7.390648143969282e-05,6.6183225910681553e-11,0.099710012556353769,0.09548813117905787,0.033778027101244501,0.16218314256717323,8.0436894579553701e-13,5.0336364421180211e-11,1.7847922618569511e-06
1.1746214668046695e-06,0.29450833191049286,76.950000000000003,0.0,0.0,0.0,0.52158328730954762,9.3957678367135351,0.014854525804079132,0.027006568012895728,0.014639146451066993,0.0040241382503450286,1.1179420758922249e-08,2.4153356438518323e-08,0.024932179636436173,7.367277413113434e-05,6.5963589213213837e-11,0.10013434096523631,0.095924064371371576,0.033947391243185868,0.16287885678823316,8.0182536778889517e-13,5.0564171422177212e-11,1.7929433637297687e-06
1.1823300665304113e-06,0.2945069560969714,76.950000000000003,0.0,0.0,0.0,0.51989717329923202,9.3953597956731301,0.014858231039509357,0.026922407773182572,0.014591246629040253,0.0040108299575487959,1.1144150573461624e-08,2.4086936571844091e-08,0.025045235078050041,7.3440342189481803e-05,6.5745439969784071e-11,0.1005559227656436,0.096357230368139549,0.034116288497413168,0.16357015785890827,7.9929567034771517e-13,5.0790514864573143e-11,1.8010427198835477e-06
1.190038666256153e-06,0.2945055891495443,76.950000000000003,0.0,0.0,0.0,0.51822145269144027,9.3949543841272352,0.014861430128334199,0.026838699475011763,0.014543666412105931,0.0039976113566202237,1.1109072870299037e-08,2.4020941054095582e-08,0.02515784127907841,7.3209178864025706e-05,6.5528760936182661e-11,0.10097478411086347,0.096787654004308138,0.034284721850855369,0.16425708517436802,7.9677978004757104e-13,5.101540802227779e-11,1.8090907947525604e-06
1.1977472659818948e-06,0.2945042309845287,76.950000000000003,0.0,0.0,0.0,0.51655602964528458,9.3945515772965784,0.01486413080999365,0.026755440943571688,0.014496402145700813,0.0039844814154284215,1.1074186764951608e-08,2.3955365885681898e-08,0.025270000897150948,7.2979278087818879e-05,6.5313535221172389e-11,0.10139095081836935,0.097215359843983967,0.034452694262131885,0.16493967770534926,7.9427763082102917e-13,5.1238864084046461e-11,1.8170880477079288e-06
1.2054558657076366e-06,0.2945028815194707,76.950000000000003,0.0,0.0,0.0,0.51490080944505068,9.3941513507125727,0.014866340723096269,0.026672629964309646,0.014449450239590047,0.0039714391210708393,1.1039491215001521e-08,2.3890207109929869e-08,0.025381716566041539,7.27506331340449e-05,6.5099746204871799e-11,0.10180444837637827,0.097640372184001289,0.03462020866196313,0.1656179740033796,7.9178914947831047e-13,5.1460896049578417e-11,1.8250349331215283e-06
1.2131644654333783e-06,0.2945015406728892,76.950000000000003,0.0,0.0,0.0,0.51325569848413777,9.3937536802127024,0.014868067406799339,0.026590264285209244,0.014402807167630493,0.0039584834781143437,1.1004985251665178e-08,2.382546081970475e-08,0.02549299089596866,7.2523237525276259e-05,6.4887377580850245e-11,0.10221530194931229,0.098062715056791996,0.034787267953528725,0.1662920122052764,7.8931426550716699e-13,5.1681516801878468e-11,1.8329319004215068e-06
1.22087306515912e-06,0.2945002083643379,76.950000000000003,0.0,0.0,0.0,0.51162060425015909,9.3933585419354824,0.014869318302087686,0.02650834162014928,0.014356469465314839,0.0039456135089111655,1.097066783498763e-08,2.3761123152154626e-08,0.025603826473872243,7.2297084470815043e-05,6.4676413316346327e-11,0.10262353638310269,0.098482412233221697,0.034953875012797897,0.1669618300373629,7.8685290501005564e-13,5.1900739063642342e-11,1.8407793941440996e-06
1.2285816648848618e-06,0.294498884515258,76.950000000000003,0.0,0.0,0.0,0.50999543520647439,9.3929659122875968,0.014870100762388828,0.02642685965388385,0.014310433723156952,0.0039328282510320859,1.0936537951315682e-08,2.3697190286736711e-08,0.025714225865908165,7.2072167252827158e-05,6.4466837639572367e-11,0.10302917624020677,0.098899487250332235,0.03512003269145117,0.16762746485895957,7.844049948668542e-13,5.2118575442879435e-11,1.848577854453185e-06
1.2362902646106036e-06,0.2944975690450031,76.950000000000003,0.0,0.0,0.0,0.50838010100367481,9.3925757680007216,0.014870422034368887,0.026345816039006251,0.014264696597018619,0.0039201267609387212,1.0902594557067172e-08,2.3633658452378829e-08,0.025824191612864918,7.1848479004238964e-05,6.4258635082910084e-11,0.10343224573936143,0.099313963359724755,0.035285743811530421,0.16828895358116142,7.8197046034061392e-13,5.2335038382753041e-11,1.8563277161743847e-06
1.2439988643363453e-06,0.29449626187779027,76.950000000000003,0.0,0.0,0.0,0.50677451237742654,9.3921880861036211,0.014870289267182356,0.026265208400527641,0.014219254802532666,0.003907508111629255,1.0868836595513199e-08,2.3570523923656031e-08,0.025933726232331384,7.1626012778130816e-05,6.4051790449021942e-11,0.10383276878575202,0.099725863551438601,0.035451011167979142,0.1689463327042704,7.7954922582643946e-13,5.2550140188249343e-11,1.8640294092422761e-06
1.259416063787829e-06,0.2944936721451829,76.950000000000003,0.0,0.0,0.0,0.50359221979361157,9.3914200189545216,0.014868689762339099,0.026105291444280018,0.014129244338693633,0.0038825157030518186,1.0801872750936388e-08,2.3445432093448934e-08,0.026151512051940811,7.1184718527327292e-05,6.3642115415576172e-11,0.10462626970462983,0.10054202693163342,0.035780225644594675,0.17024890625201258,7.7474635354229416e-13,5.2976308967080832e-11,1.8792899865214706e-06
1.2748332632393128e-06,0.2944911147164475,76.950000000000003,0.0,0.0,0.0,0.5004478635693248,9.3906615325791254,0.014865357620729588,0.025947089350925885,0.014040377139195911,0.0038578439157179209,1.073563785265937e-08,2.3321885846670313e-08,0.026367603031262107,7.0748228061987868e-05,6.3237695998594291e-11,0.10540986442404779,0.10134815640909449,0.036107697973963904,0.17153546979981227,7.699957637615687e-13,5.339717755673153e-11,1.8943629340922845e-06
1.2902504626907965e-06,0.2944885890061399,76.950000000000003,0.0,0.0,0.0,0.49734076563803076,9.3899124530083782,0.014860346789753048,0.025790582401928837,0.013952628840943839,0.0038334858743163999,1.0670123235379504e-08,2.3199856900459974e-08,0.026582018535998942,7.0316484275875649e-05,6.2838419498310711e-11,0.10618373384548552,0.10214442715064771,0.036433449611065788,0.17280630158862811,7.6529683496228447e-13,5.3812839644243058e-11,1.9092515277319674e-06
1.3056676621422802e-06,0.29448609443971124,76.950000000000003,0.0,0.0,0.0,0.49427026341672026,9.3891726104581021,0.014853709819539212,0.025635750654215313,0.013865975875152002,0.0038094349279770099,1.0605320154889805e-08,2.3079317624226694e-08,0.026794777596909201,6.9889429544431065e-05,6.2444176893800808e-11,0.10694805446162335,0.10293101053629396,0.036757501620253846,0.17406167390073238,7.6064893998150063e-13,5.4223386860820631e-11,1.9239589724000019e-06
1.321084861593764e-06,0.2944836304598743,76.950000000000003,0.0,0.0,0.0,0.4912357094473313,9.3884418392174229,0.014845497893444564,0.025482573993452398,0.013780395433168507,0.0037856846406106536,1.0541219810331026e-08,2.2960241024482663e-08,0.027005898916251256,6.9467005869742237e-05,6.2054862684827996e-11,0.10770299847743182,0.1037080742316674,0.037079874682973225,0.17530185317049415,7.5605144759285789e-13,5.4628908823254037e-11,1.9384884035928287e-06
1.3365020610452476e-06,0.29448119652077714,76.950000000000003,0.0,0.0,0.0,0.48823647100286038,9.3877199775293203,0.01483576086195054,0.025331032181615847,0.013695865432296752,0.0037622287812803471,1.047781336347049e-08,2.2842600728175467e-08,0.027215400875070753,6.9049155007595514e-05,6.1670374734004818e-11,0.10844873393912134,0.10447578227123258,0.037400589106447855,0.17652710011236089,7.5150372388934515e-13,5.5029493179965674e-11,1.9528428888994633e-06
1.367336459948215e-06,0.29447641664726687,76.950000000000003,0.0,0.0,0.0,0.48234148112460157,9.3863023548630071,0.014811904420512702,0.025032771770900415,0.013529871865384865,0.0037161763957979993,1.0353046718622541e-08,2.2611526558060268e-08,0.027629618672504467,6.8226938142415959e-05,6.09154850036704e-11,0.10991323133252802,0.10598376986738295,0.038037121444920823,0.1789338120463134,7.4255504036146016e-13,5.581619010698352e-11,1.9810389620679963e-06
1.3981708588511825e-06,0.2944717507087848,76.950000000000003,0.0,0.0,0.0,0.47658051184073796,9.3849185230762426,0.01478251391707665,0.024740806577217889,0.013367831827832825,0.0036712316874238844,1.0230949386371997e-08,2.2385895914278766e-08,0.028037571888131638,6.7422312150744237e-05,6.0178752293103756e-11,0.11134281257573063,0.1074562161759041,0.038667253936276465,0.18128378595674013,7.3379780895121949e-13,5.6584141233796506e-11,2.008570434282894e-06
1.42900525775415e-06,0.29446719478115635,76.950000000000003,0.0,0.0,0.0,0.47094899277938868,9.3835673188791358,0.014747943536736334,0.024454974144508434,0.01320959166021852,0.0036273513107483403,1.0111450889661227e-08,2.2165518503382545e-08,0.028439396730831283,6.6634812586414483e-05,5.9459466085265011e-11,0.11273868476855373,0.10889431123223728,0.039291136428649051,0.18357891474149299,7.2522697481004139e-13,5.7333981579628999e-11,2.0354595601888393e-06
1.4598396566571174e-06,0.2944627451235059,76.950000000000003,0.0,0.0,0.0,0.46544255428737491,9.3822476319115076,0.014708529172871248,0.024175113247846453,0.013055006591617862,0.0035844944335687101,9.9944814454527736e-09,2.1950212479014462e-08,0.028835224921781106,6.5863979576790291e-05,5.8756957059550419e-11,0.11410199956331851,0.11029919470826066,0.03990891355853448,0.18582101174536192,7.1683753286583381e-13,5.8066318943973662e-11,2.0617276525528991e-06
1.4906740555600849e-06,0.294458398158209,76.950000000000003,0.0,0.0,0.0,0.46005701719380798,9.3809584017952385,0.01466458932418516,0.023901064562764012,0.01290394002676176,0.0035426225357090366,9.879972230502238e-09,2.1739804008884464e-08,0.029225183886223343,6.5109359574234025e-05,5.8070593794049069e-11,0.1154338563119381,0.11167195826679124,0.0405207249788999,0.18801181442088102,7.0862454688529095e-13,5.8781735202008184e-11,2.0873951262952592e-06
1.5215084544630523e-06,0.29445415046992773,76.950000000000003,0.0,0.0,0.0,0.45478838303626351,9.3796986153498398,0.014616425956744629,0.023632671206669523,0.012756262898365518,0.0035016992260551139,9.7678555951271672e-09,2.1534126861380517e-08,0.029609396937669397,6.4370506764865567e-05,5.739977976638535e-11,0.11673530503189707,0.11301364784079013,0.041126705578144081,0.19015298787953078,7.0058316480626925e-13,5.9480787556499192e-11,2.1124815411118015e-06
1.5523428533660197e-06,0.294449998792415,76.950000000000003,0.0,0.0,0.0,0.44963282478250072,9.3784673039752811,0.01456432532734577,0.023369779168058571,0.012611853080895286,0.0034616900770526918,9.6580652307896828e-09,2.1333022013197783e-08,0.029987983453745651,6.3646984172949835e-05,5.6743950640816964e-11,0.11800734918782294,0.11432526582386775,0.041726985688980409,0.19224612831122628,6.9270863075750381e-13,6.0164009737867256e-11,2.137005642439145e-06
1.5831772522689872e-06,0.29444594000198765,76.950000000000003,0.0,0.0,0.0,0.44458667810689995,9.3772635412158856,0.01450855876246941,0.023112237630761982,0.012470594866356863,0.0034225624765666304,9.5505362950069327e-09,2.1136337280478284e-08,0.030361059042388439,6.2938364484070434e-05,5.6102571839913329e-11,0.11925094827490114,0.11560777315494819,0.042321691285730025,0.19429276624459907,6.849962940177054e-13,6.0831913145156417e-11,2.1609854004406949e-06
1.6140116511719546e-06,0.29444197110944315,76.950000000000003,0.0,0.0,0.0,0.43964643319765934,9.3760864404942144,0.014449383394736776,0.022859899209985685,0.012332378495601756,0.0033842854953817867,9.4452055002651979e-09,2.0943926972447059e-08,0.030728735698829043,6.2244230631085202e-05,5.5475136372632958e-11,0.12046702021692161,0.1168620912973691,0.042910944170559948,0.19629436964750605,6.7744161539286922e-13,6.1484987927718077e-11,2.1844380470190729e-06
1.644846050074922e-06,0.29443808925273174,76.950000000000003,0.0,0.0,0.0,0.43480872702374723,9.3749351529898846,0.01438704286289404,0.022612620121809774,0.012197099734932203,0.0033468297674724978,9.3420111759296005e-09,2.0755651564544344e-08,0.031091121954751447,6.1564176202119446e-05,5.486116287170327e-11,0.12165644360676797,0.1180891041228196,0.043494862150314388,0.19825234688285936,6.700401716567119e-13,6.2123704013537179e-11,2.2073801110492526e-06
1.6756804489778895e-06,0.2944342916903542,76.950000000000003,0.0,0.0,0.0,0.43007033601432326,9.373808865646172,0.014321767979023462,0.022370260301447582,0.012064659490653608,0.0033101673809720323,9.2408933094583923e-09,2.0571377389051703e-08,0.031448323020481013,6.0897805712175373e-05,5.4260193806394194e-11,0.12282005980857191,0.11928965970695646,0.044073559204965876,0.20016804952949774,6.6278765850676167e-13,6.2748512088106636e-11,2.229827451960072e-06
1.706514847880857e-06,0.2944305757951481,76.950000000000003,0.0,0.0,0.0,0.42542816913851161,9.3727067992986282,0.014253777363475101,0.022132683477705209,0.011934963458240246,0.0032742717789080366,9.141793569975121e-09,2.0390976342693588e-08,0.031800440920329631,6.024473475847783e-05,5.3671793855375686e-11,0.12395867492821665,0.12046457203751873,0.044647145647845929,0.20204277506874077,6.5567989225507928e-13,6.3359844524512243e-11,2.251795291679465e-06
1.7373492467838244e-06,0.29442693904836076,76.950000000000003,0.0,0.0,0.0,0.42087926137760523,9.3716282069216774,0.014183278047747144,0.021899757209133872,0.011807921803700406,0.0032391176690208701,9.0446553164446718e-09,2.021432561087361e-08,0.032147574621155341,5.9604590074358584e-05,5.3095548428461829e-11,0.1250730616568613,0.12161462263531055,0.045215728277734457,0.20387776943672764,6.48712810414714e-13,6.3958116265146066e-11,2.2732982449503238e-06
1.7681836456867918e-06,0.29442337903404914,76.950000000000003,0.0,0.0,0.0,0.41642076756719359,9.3705723719850003,0.014110466046958913,0.021671352888969143,0.011683448873653249,0.0032046809416836032,8.9494235933641675e-09,2.0041307407590824e-08,0.032489820154511663,5.8977009500861979e-05,5.2531062321157077e-11,0.12616396099666599,0.12274056209144045,0.045779410523261795,0.2056742294473643,6.4188247139067061e-13,6.4543725657054482e-11,2.294350348080313e-06
1.7990180445897593e-06,0.29441989343385916,76.950000000000003,0.0,0.0,0.0,0.41204995657982313,9.3695386069096003,0.014035526904189461,0.021447345726114394,0.011561462930256498,0.0031709385948389939,8.8560451169480816e-09,1.9871808729790613e-08,0.032827270732905318,5.8361641895706997e-05,5.1977958484224857e-11,0.12723208387987939,0.12384311152586765,0.046338292580245598,0.20743330509331301,6.3518505348908752e-13,6.5117055243784644e-11,2.3149650862200114e-06
1.8298524434927267e-06,0.2944164800221509,76.950000000000003,0.0,0.0,0.0,0.40776420582458495,9.3685262516155134,0.013958636208404757,0.021227614707384979,0.011441885907989112,0.0031378686651116583,8.7644682539416673e-09,1.9705721125148779e-08,0.033160016860554947,5.7758146993668937e-05,5.1435876894479623e-11,0.12827811269016123,0.12492296397159412,0.046892471542435539,0.2091561017314327,6.2861685339768799e-13,6.5678472516189585e-11,2.335155419250498e-06
1.8606868423956941e-06,0.2944131366614101,76.950000000000003,0.0,0.0,0.0,0.40356099604720264,9.3675346721555339,0.013879960087060909,0.021012042544312822,0.011324643190242392,0.0031054501645194489,8.6746429944028959e-09,1.9542940472590071e-08,0.033488146438896929,5.7166195227213045e-05,5.0904473517361262e-11,0.12930270269231103,0.12598078568770699,0.047442041525965074,0.21084368215740906,6.2217428423362544e-13,6.6228330624029881e-11,2.3549338063403037e-06
