Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170)
5.987673803613369e-12,0.21052690524417714,76.950000000000003,0.0,0.0,0.0,0.99999484820642248,9.4999999630674239,2.0966763407743667e-07,2.2704262419267041e-06,2.2473681893276438e-06,2.9989850760496181e-08,1.3465230717077551e-12,3.9866588527238242e-08,1.521809774838649e-07,6.9413685703118087e-09,4.9727641283811991e-16,5.019265342462642e-16,5.7679734526019119e-16,1.932479652774189e-07,5.9439537915165179e-11,7.6330249651219305e-17,2.3440500720825889e-19,6.1208903540699086e-23,1.1980981031655742e-23,1.8420772850123129e-14,1.0956836730354092e-11,9.1497074825643455e-14,9.156005756210574e-14,4.2664299320491254e-17,2.0318437141752287e-17,1.0442256339715827e-21,1.3152502298085589e-13,1.2548662932998578e-16,3.1941836242807237e-17,8.5310933503623878e-31,1.5215595336522652e-18,1.3908450362195329e-20,8.0863925549573923e-31,2.0277530245886835e-09,2.1311551542583789e-23,6.0696281700370295e-24,1.9289123997013445e-12,5.7321502220309445e-13,5.74729692080494e-13,1.9302901540856271e-12,1.4864715867733442e-14,8.0863851479015207e-31,2.3137201373308506e-22,8.7406593429529129e-23,7.5396414045746967e-23,3.459847323488861e-26,6.680623707937985e-21,3.3556493144424295e-29,5.0808882011832526e-17,5.434955846215003e-27,1.2778074230821073e-30,4.3231272180645155e-19,3.5622362829047018e-34,8.0714509918599814e-35,2.3631222588471543e-37,6.3456580858701515e-21,1.1446057214188135e-21,6.4614812793163833e-23,3.1741972764473608e-19,1.9031372805485176e-22,2.1137055309905285e-20,2.6398655081013708e-22,8.2724387811596459e-23,1.8858479727463456e-22,6.7529329936535949e-24,3.069790326869557e-29
6.107744338295633e-12,0.21052690524087564,76.950000000000003,0.0,0.0,0.0,0.99999474491326912,9.4999999616960427,2.1387206231745708e-07,2.3159178613543198e-06,2.2918402035814331e-06,3.118512373140808e-08,1.3735034022733107e-12,3.986694640196704e-08,1.5557553181340903e-07,7.1174495998712886e-09,5.1709602549649908e-16,5.3445731376747002e-16,6.11588193918165e-16,1.9755856199538259e-07,6.1846098742201836e-11,7.8266519675592845e-17,2.4035763694003238e-19,6.6175045449697723e-23,1.2784512135835761e-23,1.9240936575426157e-14,1.1396775562638784e-11,9.7087320734956761e-14,9.7154376027982287e-14,4.5345143231761205e-17,2.1710149793726706e-17,1.069770475423209e-21,1.3684983184304419e-13,1.3071299042007291e-16,3.3409986971916665e-17,9.7986247604119363e-31,1.6258991170661907e-18,1.4755473096746593e-20,9.2878587720639133e-31,2.0729850632739645e-09,2.2774636824471189e-23,6.4859823060990653e-24,1.977051518669033e-12,5.8719721731523511e-13,5.7479401797234533e-13,1.9784982918034071e-12,1.5596287405656446e-14,9.2878500934492003e-31,2.5039956421447137e-22,9.4887698211017967e-23,8.2070740329681775e-23,3.8422453301321621e-26,7.0497026503697317e-21,3.801928157383701e-29,5.2852207290600165e-17,6.0161754065735151e-27,1.4478192417578073e-30,4.570407144077024e-19,4.1182119558896629e-34,9.2780184321498589e-35,2.7433603632517192e-37,6.8102166295200688e-21,1.1913881902588722e-21,6.9298615195853539e-23,3.3682186179071945e-19,2.0252151421600494e-22,2.1990790859169673e-20,2.8097590215396381e-22,8.9386339794315776e-23,2.0007218893820119e-22,7.0917153898663016e-24,3.3170017020945336e-29
6.2278148729778975e-12,0.21052690523751943,76.950000000000003,0.0,0.0,0.0,0.99999464162009011,9.4999999603019205,2.1807648950622847e-07,2.3614093145764301e-06,2.3362896143034908e-06,3.2402982069956415e-08,1.4004836342460298e-12,3.986723916600776e-08,1.5897011370935734e-07,7.293687293163307e-09,5.3729014502898144e-16,5.6842861662187791e-16,6.4776338885285235e-16,2.0186919374915739e-07,6.4300400240230529e-11,8.0204512474821621e-17,2.4631559522551871e-19,7.1437177959444655e-23,1.3624849017812999e-23,2.0079162300537792e-14,1.1845219597480669e-11,1.0289973931020363e-13,1.0297103977174499e-13,4.8135604451227205e-17,2.3164857090133118e-17,1.0953162329875056e-21,1.4228026379619091e-13,1.3604602962333683e-16,3.4911940091896421e-17,1.122407551222769e-30,1.7349800885625578e-18,1.5635960049499634e-20,1.0639014640347779e-30,2.118217509409171e-09,2.4304283506309476e-23,6.9212625095321605e-24,2.0251759761467273e-12,6.0115912948390471e-13,5.7484949039596662e-13,2.0266935121935394e-12,1.6345867566766474e-14,1.0639004503280212e-30,2.7057361698574562e-22,1.0284890083064744e-22,8.9188072520178097e-23,4.2581327010122519e-26,7.4307285405327934e-21,4.2969743737075409e-29,5.4935309860331054e-17,6.6466410989945081e-27,1.6364200656777686e-30,4.8262801482134734e-19,4.7473605505717769e-34,1.063654250527813e-34,3.1756236391159417e-37,7.2973663459864004e-21,1.2390962989029927e-21,7.4205761548421019e-23,3.5699620081427725e-19,2.1524006682185199e-22,2.2861350914665918e-20,2.9867865939913115e-22,9.6435877453992603e-23,2.1201349870411414e-22,7.4400721267572646e-24,3.5785952795878091e-29
6.467955942342426e-12,0.21052690523064332,76.950000000000003,0.0,0.0,0.0,0.99999443503365415,9.4999999574456719,2.2648534073002434e-07,2.4523917758402193e-06,2.4251207975868289e-06,3.4906282433095925e-08,1.454443834107121e-12,3.986767387586685e-08,1.6575934109965148e-07,7.6465792346727217e-09,5.7879904572782933e-16,6.4083753387041304e-16,7.2438279123496425e-16,2.1049053810886154e-07,6.9352224555793216e-11,8.4085078778328439e-17,2.5824568397026402e-19,8.2896145458684577e-23,1.5419758423715061e-23,2.1809794863644878e-14,1.2767588497437715e-11,1.1520809661660699e-13,1.1528841952429619e-13,5.4054016165390775e-17,2.6268891523808371e-17,1.146409877713616e-21,1.5345799518894993e-13,1.4703214035625117e-16,3.801726463717381e-17,1.4614156123070604e-30,1.9677976328396529e-18,1.7499845386482076e-20,1.3852407854756628e-30,2.2086833693699094e-09,2.7569324842987998e-23,7.8503238465685754e-24,2.1213782873754615e-12,6.290214292624e-13,5.7493933265226611e-13,2.1230425834952706e-12,1.7899026824453612e-14,1.385239414560101e-30,3.1454130645822999e-22,1.2029636468798784e-22,1.0483262492586711e-22,5.1992722272580397e-26,8.2290295520128284e-21,5.4505338980163144e-29,5.9220745949759976e-17,8.0679659081781344e-27,2.075937387719342e-30,5.3642112975537726e-19,6.2575255087052087e-34,1.3873630990264662e-34,4.2204720656091424e-37,8.3416360892355742e-21,1.3372870725145479e-21,8.4710532564091847e-23,3.9972098324984897e-19,2.4225092976236121e-22,2.4652929694237808e-20,3.3628253310235545e-22,1.1175433438652385e-22,2.3729203248753727e-22,8.1657420294505169e-24,4.1470301661103532e-29
6.708097011706955e-12,0.21052690522354991,76.950000000000003,0.0,0.0,0.0,0.99999422844711283,9.4999999544991223,2.3489418774882451e-07,2.5433737213381262e-06,2.513862083224083e-06,3.7499407838498572e-08,1.5084037280061628e-12,3.9867963330003674e-08,1.7254862932900077e-07,7.9999487744155906e-09,6.217974105936439e-16,7.1944560083025598e-16,8.0688903704953721e-16,2.1911195984721071e-07,7.4595009604342395e-11,8.797089705824704e-17,2.7019202835130076e-19,9.5681661433197787e-23,1.7373422148195135e-23,2.3612660555378733e-14,1.3723874003482438e-11,1.2845610763020923e-13,1.2854618621651602e-13,6.0436787086286571e-17,2.964179922055642e-17,1.1975055815141481e-21,1.6505821387710376e-13,1.5844495784073438e-16,4.1257828512820809e-17,1.8845341174871674e-30,2.2208750868227655e-18,1.9505133847214085e-20,1.7863075443694521e-30,2.2991502000904273e-09,3.1118803757626267e-23,8.8602578226729159e-24,2.2175150886812285e-12,6.5680087389497535e-13,5.7500810982814625e-13,2.2193331265824936e-12,1.9524137694515399e-14,1.7863057107148139e-30,3.6364356238706143e-22,1.39923774325568e-22,1.224969860394926e-22,6.3020612301890161e-26,9.0763151602401033e-21,6.8534709812569383e-29,6.3664990473685259e-17,9.7256206591512902e-27,2.6105314840205287e-30,5.9377141642498277e-19,8.1644769477949707e-34,1.7924408121023803e-34,5.5518425507198791e-37,9.4828587818167519e-21,1.4391733643354916e-21,9.6169850018463132e-23,4.4571295860107059e-19,2.7142916549677996e-22,2.6511762290522598e-20,3.7691435918286971e-22,1.2879505888389013e-22,2.6448858196604128e-22,8.9303931573652951e-24,4.7793733423111933e-29
6.948238081071484e-12,0.21052690521624,76.950000000000003,0.0,0.0,0.0,0.9999940218604656,9.4999999514626907,2.4330303056262956e-07,2.6343552307703567e-06,2.6025138139493428e-06,4.0182015586942332e-08,1.5623633632153827e-12,3.9868155330510803e-08,1.7933795788560716e-07,8.3537162118234289e-09,6.6627955704393538e-16,8.0454964262893891e-16,8.9551807894267667e-16,2.277334329171858e-07,8.0028754311490445e-11,9.1861090876026033e-17,2.8215192357914248e-19,1.098934382912712e-22,1.9493674588260331e-23,2.5487749129131092e-14,1.4714006893252203e-11,1.4267766389055783e-13,1.4277825984291147e-13,6.7301134585508072e-17,3.329481776819244e-17,1.2486026720065439e-21,1.770809169892884e-13,1.70284478866493e-16,4.4633645556034551e-17,2.4084422897763024e-30,2.4950754227831449e-18,2.1656836816666093e-20,2.2829120132456726e-30,2.3896177279516066e-09,3.49648491962961e-23,9.9545102876275025e-24,2.313583406079466e-12,6.8449680403312247e-13,5.7506211554562538e-13,2.3155621704808024e-12,2.122114159203259e-14,2.2829095856887236e-30,4.1826215565793377e-22,1.6191442486951741e-22,1.4235644057959411e-22,7.586954711856337e-26,9.9733301658728071e-21,8.5477096032087969e-29,6.8267846795896841e-17,1.1648580038370387e-26,3.2562012947821082e-30,6.5475536455214195e-19,1.0552265134817028e-33,2.2953786944391586e-34,7.2339255798544184e-37,1.072542238599446e-20,1.544750571441983e-21,1.0862416797149518e-22,4.9509085885870698e-19,3.0285751484073671e-22,2.8437819873888623e-20,4.2069017347920229e-22,1.4767658555195761e-22,2.9367111282723426e-22,9.7344508068490077e-24,5.4800231738776803e-29
7.188379150436013e-12,0.21052690520871478,76.950000000000003,0.0,0.0,0.0,0.99999381527371145,9.4999999483367912,2.5171186917143949e-07,2.7253363705535589e-06,2.6910763311893654e-06,4.2953764286394359e-08,1.6163227791280064e-12,3.9868282046425962e-08,1.8612731296578996e-07,8.7078151298881398e-09,7.1223982417182418e-16,8.9645096549092611e-16,9.9050834664405485e-16,2.3635493979011082e-07,8.5653457755647696e-11,9.5754929867661215e-17,2.9412311569443591e-19,1.2563508347061197e-22,2.1788470853266434e-23,2.7435050159348261e-14,1.5737918148044006e-11,1.5790658779590759e-13,1.5801849119997626e-13,7.4664240886999556e-17,3.7239163181745845e-17,1.2997006933533404e-21,1.8952610199584467e-13,1.8255070062068863e-16,4.8144726006098005e-17,3.0523568158749007e-30,2.7912616388219643e-18,2.3959949645361467e-20,2.8932697793941629e-30,2.4800857687136662e-09,3.9119590476473496e-23,1.1136527195019617e-23,2.4095811700927136e-12,7.1210883647394386e-13,5.7510578534592379e-13,2.4117276485160062e-12,2.2989978077939394e-14,2.8932665961590011e-30,4.7879210342944259e-22,1.8646024697223649e-22,1.6459477300503077e-22,9.0761490111064112e-26,1.092077816450417e-20,1.0580367957386991e-28,7.3029121323643554e-17,1.3868212426596558e-26,4.0309309738120455e-30,7.1944670185906964e-19,1.3518801910762751e-33,2.915271281997188e-34,9.342341704235894e-37,1.2073711228676804e-20,1.6540141628741129e-21,1.2211367053857711e-22,5.479732667448902e-19,3.3661861256197885e-22,3.0431074118047548e-20,4.6772586287993114e-22,1.6852061649225759e-22,3.249073742598076e-22,1.0578316507691556e-23,6.253495556379397e-29
7.428520219800541e-12,0.21052690520097506,76.950000000000003,0.0,0.0,0.0,0.99999360868685039,9.4999999451218127,2.6012070357525484e-07,2.8163171960103073e-06,2.7795499750685647e-06,4.5814313847025608e-08,1.6702820085569031e-12,3.9868364894360238e-08,1.9291668537971672e-07,9.0621902056797693e-09,7.5967257266336077e-16,9.9545532774106589e-16,1.0921007523076546e-15,2.4497646879623269e-07,9.1469119142837222e-11,9.9651805666744631e-17,3.0610372725990588e-19,1.4301413754060425e-22,2.4265885984308521e-23,2.9454553097900836e-14,1.6795538952097201e-11,1.7417663280689325e-13,1.7430066208969461e-13,8.2543253170675921e-17,4.1486029630707041e-17,1.3507993396793121e-21,2.0239376665173987e-13,1.9524362062151753e-16,5.1791077398258652e-17,3.8383095476896112e-30,3.1102967394755493e-18,2.6419451703889788e-20,3.6382649926946758e-30,2.570554199612198e-09,4.3595157012360485e-23,1.2409754524630394e-23,2.5055069570098215e-12,7.3963678492680816e-13,5.751422223416498e-13,2.5078281396302897e-12,2.4830585410542412e-14,3.6382608556678477e-30,5.4564162491041057e-22,2.137619356787686e-22,1.8940439643929502e-22,1.0793664727650989e-25,1.1919323822327935e-20,1.3004191972739974e-28,7.7948623388871868e-17,1.6418390973553678e-26,4.9548560450604249e-30,7.8791648871252942e-19,1.717755256851526e-33,3.67412073248778e-34,1.1965701859526626e-36,1.3532105910431507e-20,1.7669596768012788e-21,1.3667827248628718e-22,6.0447861800837517e-19,3.7279498906484821e-22,3.2491497177544152e-20,5.1813716769595293e-22,1.9145195583880164e-22,3.5826490007848518e-22,1.1462369337096994e-23,7.1044214862568011e-29
7.66866128916507e-12,0.21052690519302186,76.950000000000003,0.0,0.0,0.0,0.99999340209988175,9.4999999418181424,2.6852953377407602e-07,2.9072977532187584e-06,2.8679350844139775e-06,4.8763325476243751e-08,1.7242410788316916e-12,3.9868418125663198e-08,1.9970606901215634e-07,9.4167953606844878e-09,8.0857218471516367e-16,1.1018729109880514e-15,1.2005386930127888e-15,2.535980121700996e-07,9.7475737785418135e-11,1.0355121156439507e-16,3.1809219458577589e-19,1.6214211231958404e-22,2.6934114178520994e-23,3.1546247315514287e-14,1.7886800691879093e-11,1.9152148364943229e-13,1.9165848552234734e-13,9.0955283675641147e-17,4.6046589239422434e-17,1.4018984060449281e-21,2.1568390894844441e-13,2.0836323666223074e-16,5.5572705258015721e-17,4.7914439164465623e-30,3.4530437206935707e-18,2.9040306437148822e-20,4.5417313533332306e-30,2.6610229388493213e-09,4.8403678102134599e-23,1.3777638222322373e-23,2.6013597951320583e-12,7.6708060068213728e-13,5.7517359180927941e-13,2.6038626746708921e-12,2.6742900957712735e-14,4.5417260215151706e-30,6.1923209728342016e-22,2.4402907847923633e-22,2.1698648076541126e-22,1.2765430842309762e-25,1.2969595030047664e-20,1.5878008472945479e-28,8.3026165136098724e-17,1.9335606268022699e-26,6.0504371372564343e-30,8.6023320960903927e-19,2.1659363810051865e-33,4.59716468440795e-34,1.5207317798527656e-36,1.5104983238474618e-20,1.8835827178492133e-21,1.5235762007493908e-22,6.6472520363556813e-19,4.1146907201092622e-22,3.461906166733505e-20,5.7203968394258341e-22,2.1659844557343594e-22,3.9381100982379681e-22,1.2386967163463842e-23,8.0375446792499946e-29
7.908802358529599e-12,0.21052690518485612,76.950000000000003,0.0,0.0,0.0,0.9999931955128053,9.4999999384261571,2.769383597679032e-07,2.9982780805702665e-06,2.9562319967602106e-06,5.1800461673744835e-08,1.7782000127226273e-12,3.9868451361197479e-08,2.0649545973481211e-07,9.7715922031969873e-09,8.5893306395236538e-16,1.2160182914885461e-15,1.3160680508388698e-15,2.6221956466937994e-07,1.0367331308416887e-10,1.0745272538080619e-16,3.3008721486649391e-19,1.8313452897014522e-22,2.9801468018254827e-23,3.3710122131044645e-14,1.9011634955373426e-11,2.0997475651687206e-13,2.101256059186222e-13,9.9917409803015345e-17,5.0931991947153941e-17,1.4529977535456205e-21,2.2939652707350372e-13,2.2190954676411194e-16,5.9489613633288105e-17,5.9403306472543127e-30,3.8203655583646529e-18,3.1827461418355704e-20,5.6307513968199203e-30,2.7514919311016612e-09,5.3557282765434922e-23,1.5243624154122254e-23,2.697139022864957e-12,7.9444032915809606e-13,5.7520141151654023e-13,2.699830594513041e-12,2.8726861497684764e-14,5.6307445788691324e-30,6.9999801177411269e-22,2.7748028255087665e-22,2.4755107989503343e-22,1.5019370027609298e-25,1.4072184941079787e-20,1.9267198263522543e-28,8.8261561416339537e-17,2.2659080596337132e-26,7.3426414121611946e-30,9.364628615991911e-19,2.711443387937312e-33,5.7132286271617368e-34,1.9187072053524118e-36,1.6796716178857941e-20,2.0038789545742938e-21,1.6919109209702483e-22,7.28831171981398e-19,4.5272318787916864e-22,3.6813740644225495e-20,6.2954886553622078e-22,2.4409090259634441e-22,4.3161280983856432e-22,1.335244782343657e-23,9.0577192353997694e-29
8.148943427894128e-12,0.2105269051764785,76.950000000000003,0.0,0.0,0.0,0.99999298892562127,9.4999999349462207,2.8534718155673675e-07,3.089258210059989e-06,3.0444410483543722e-06,5.4925386226583697e-08,1.83215882920612e-12,3.9868471162185076e-08,2.1328485473227382e-07,1.0126548737705455e-08,9.1074963534687193e-16,1.3382104116951276e-15,1.4389371907300454e-15,2.7084112271891911e-07,1.1006184451344124e-10,1.1135599527281621e-16,3.4208770237897804e-19,2.0611095604669023e-22,3.2876377705228802e-23,3.5946166829621175e-14,2.016997353137163e-11,2.2956999927137086e-13,2.2973559931101063e-13,1.0944667421836541e-16,5.6153365421393603e-17,1.5040972872197263e-21,2.4353161937713599e-13,2.3588254913763849e-16,6.3541805481982009e-17,7.3173038028243629e-30,4.2131252000042013e-18,3.4785848402813084e-20,6.935975051657985e-30,2.8419611385394018e-09,5.9068099625630236e-23,1.6811158072957524e-23,2.7928441930938283e-12,8.21716080622053e-13,5.7522674931963153e-13,2.795731454456263e-12,3.0782403420125721e-14,6.9359663974373679e-30,7.8838692986971638e-22,3.1434330117129291e-22,2.8131725819302706e-22,1.7585485175162254e-25,1.522765389594019e-20,2.3244189929894902e-28,9.3654629686838942e-17,2.6430883825177765e-26,8.85913199196087e-30,1.0166690396524519e-18,3.3714434148387646e-33,7.0551043752450757e-34,2.4043460402641428e-36,1.8611673825883712e-20,2.1278441170787825e-21,1.8721780109032151e-22,7.9691453082104037e-19,4.9663956346645979e-22,3.9075507590050206e-20,6.9078002640690841e-22,2.7406305706493687e-22,4.7173719432187007e-22,1.4359130233296502e-23,1.0169907351111981e-28
8.389084497258657e-12,0.21052690516789008,76.950000000000003,0.0,0.0,0.0,0.99999278233832933,9.4999999313787011,2.9375599914057708e-07,3.1802381683498238e-06,3.1325625741609848e-06,5.8137764204263496e-08,1.8861175440951993e-12,3.9868481957152671e-08,2.2007425210426732e-07,1.048163830195786e-08,9.640163451359372e-16,1.4687725519874176e-15,1.5693969564822006e-15,2.7946268390565375e-07,1.1664133160893363e-10,1.1526072804520735e-16,3.5409275240802289e-19,2.3119504746253747e-22,3.616739029964648e-23,3.8254370673352045e-14,2.1361748408767028e-11,2.5034069164451996e-13,2.5052197354448615e-13,1.1956008495374425e-16,6.1721815012417584e-17,1.5551969427062648e-21,2.5808918434479185e-13,2.5028224215058716e-16,6.77292829488967e-17,8.9588179371259393e-30,4.6321855588556326e-18,3.7920383381381233e-20,8.4919582099956846e-30,2.9324305355267068e-09,6.4948256826265256e-23,1.8483685595050462e-23,2.8884750109645474e-12,8.4890801114211752e-13,5.7525035309190369e-13,2.8915649620186034e-12,3.2909462855832752e-14,8.4919473010239486e-30,8.8485943968782009e-22,3.5485515929859586e-22,3.1851321605316305e-22,2.0495947145490373e-25,1.6436531237553673e-20,2.7888974845679104e-28,9.9205189916141305e-17,3.069605091698109e-26,1.0630465582347685e-29,1.1009130190301643e-18,4.1654790123048243e-33,8.6599559799527616e-34,2.9935818765764988e-36,2.0554221383764537e-20,2.2554739947554852e-21,2.064765946724496e-22,8.6909314932555133e-19,5.4330032733110043e-22,4.140433639640949e-20,7.5584834253037099e-22,3.0665149198974872e-22,5.1425084636200492e-22,1.5407315437443666e-23,1.1379177077863349e-28
8.629225566623185e-12,0.21052690515909173,76.950000000000003,0.0,0.0,0.0,0.99999257575092915,9.4999999277239482,3.0216481251942446e-07,3.2712179776522738e-06,3.2205969078668756e-06,6.1437261953844096e-08,1.940076170563776e-12,3.9868486684388241e-08,2.2686365058997725e-07,1.0836838683096107e-08,1.0187276607410517e-15,1.6080323025834905e-15,1.7077006652654834e-15,2.8808424662854061e-07,1.2341177395752417e-10,1.1916667943115028e-16,3.6610161124890184e-19,2.5851458034197859e-22,3.9683168964168661e-23,4.0634722908744376e-14,2.2586891775851634e-11,2.7232024543722957e-13,2.7251816847647387e-13,1.3027461550935198e-16,6.7648423734908462e-17,1.6062966770396895e-21,2.7306922057437498e-13,2.6510862430156118e-16,7.2052047571839747e-17,1.0905826794449112e-29,5.0784095095259406e-18,4.1235966633645674e-20,1.0337521724260131e-29,3.0229001049486361e-09,7.120988196923735e-23,2.0264652182452106e-23,2.9840312901172622e-12,8.7601630918892488e-13,5.7527274225524788e-13,2.9873309331797836e-12,3.5107975767838671e-14,1.0337508062965795e-29,9.8988911249320556e-22,3.9926227833173459e-22,3.5937641463850832e-22,2.3785183719955753e-25,1.769931702526999e-20,3.3289643505225585e-28,1.0491306449386728e-16,3.5502701051676603e-26,1.2690298339632747e-29,1.1892538348100012e-18,5.115712770518625e-33,1.0569754022965703e-33,3.7046744476998933e-36,2.2628720154788415e-20,2.3867644341461494e-21,2.2700605693577405e-22,9.4548475996652224e-19,5.9278751118330742e-22,4.3800201350716595e-20,8.2486885388529516e-22,3.4199558404663419e-22,5.592202389505348e-22,1.6497287598475057e-23,1.2690700126037764e-28
8.869366635987714e-12,0.21052690515008415,76.950000000000003,0.0,0.0,0.0,0.99999236916342127,9.4999999239823154,3.1057362169327912e-07,3.3621976564724535e-06,3.3085443818860499e-06,6.4823547095069029e-08,1.9940347195867613e-12,3.9868487300364153e-08,2.3365304934988379e-07,1.1192131375652383e-08,1.0748780706871388e-15,1.7563215356285608e-15,1.8541041010000953e-15,2.9670580982152122e-07,1.3037317118873541e-10,1.2307364593265623e-16,3.7811365102460285e-19,2.8820149273179416e-22,4.3432492212654626e-23,4.3087212772576064e-14,2.3845336019615673e-11,2.9554200471889779e-13,2.9575755617612056e-13,1.4160720495483102e-16,7.3944252267794316e-17,1.6573964614902165e-21,2.8847172675714227e-13,2.8036169419779263e-16,7.651010044118851e-17,1.3204183962752926e-29,5.5526598846234373e-18,4.4737482780794498e-20,1.2516131217561449e-29,3.11336983530436e-09,7.7865102067167044e-23,2.2157503129586627e-23,3.0795129193958721e-12,9.030411854447758e-13,5.7529427712066744e-13,3.0830292590978805e-12,3.7377878020931311e-14,1.2516114215231239e-29,1.1039624593604176e-21,4.478206000646552e-22,4.0415369980042093e-22,2.7489969733979218e-25,1.9016483654805275e-20,3.9542943270198351e-28,1.1077807814468416e-16,4.090215832778934e-26,1.5075600020874022e-29,1.2817483586987652e-18,6.2471890375229453e-33,1.2831739217250186e-33,4.5584721935145426e-36,2.4839527531076031e-20,2.52171133690093e-21,2.4884450987172294e-22,1.026206960354283e-18,6.4518305122629194e-22,4.62630771233617e-20,8.9795646634091916e-22,3.8023744556533704e-22,6.0671163597927535e-22,1.7629314933007944e-23,1.4109749712412025e-28
9.109507705352243e-12,0.21052690514086836,76.950000000000003,0.0,0.0,0.0,0.99999216257580548,9.4999999201541474,3.1898242666214151e-07,3.453177220229403e-06,3.396405327364547e-06,6.8296288515510873e-08,2.0479932003085875e-12,3.9868485139056224e-08,2.404424478115791e-07,1.1547500960228212e-08,1.1324620845220561e-15,1.9139763774589535e-15,2.0088655067662113e-15,3.0532737275773153e-07,1.3752552296758757e-10,1.2698145798813333e-16,3.901283485988722e-19,3.2039192115667757e-22,4.7424253163642441e-23,4.5611829496045613e-14,2.5137013725049674e-11,3.2003924602586885e-13,3.2027344112286824e-13,1.5357475803019645e-16,8.0620338969123242e-17,1.7084962764722527e-21,3.0429670166173011e-13,2.9604145053658354e-16,8.1103442320877876e-17,1.5905066049343705e-29,6.0557994722249571e-18,4.8429800838212103e-20,1.5076298246548904e-29,3.2038397186528387e-09,8.4926043507516566e-23,2.4165683553114876e-23,3.1749198386540231e-12,9.2998286539820426e-13,5.7531520942725685e-13,3.1786598819205586e-12,3.9719105432045117e-14,1.5076277209856433e-29,1.2275788879813155e-21,5.0079570983905464e-22,4.531014251810093e-22,3.1649518383795793e-25,2.0388477389158088e-20,4.6754857801731518e-28,1.168000578461642e-16,4.6949074033318127e-26,1.7826876525988794e-29,1.378451373224774e-18,7.5881134048005087e-33,1.5498916445512078e-33,5.5786964030326364e-36,2.7190996989575528e-20,2.6603106578314136e-21,2.7203001482079473e-22,1.1113772150125184e-18,7.0056878945016356e-22,4.8792938755877419e-20,9.7522595347811356e-22,4.2152186767053819e-22,6.5679109322128434e-22,1.8803650596133468e-23,1.564169845040426e-28
9.349648774716772e-12,0.21052690513144498,76.950000000000003,0.0,0.0,0.0,0.99999195598808155,9.4999999162397941,3.2739122742601191e-07,3.5441566817720563e-06,3.4841800741852778e-06,7.1855156365735341e-08,2.1019516203492583e-12,3.9868481117708007e-08,2.4723184558147493e-07,1.1902934587531604e-08,1.1914742327364051e-15,2.0813371810406138e-15,2.1722455763786924e-15,3.1394893493738158e-07,1.4486882898866321e-10,1.3088997429852863e-16,4.0214526806495438e-19,3.5522623800642453e-22,5.1667458798548227e-23,4.820856230714845e-14,2.6461857674449252e-11,3.4584517855917983e-13,3.4609906040433037e-13,1.6619414524640461e-16,8.7687699903967102e-17,1.75959610852476e-21,3.2054414412090794e-13,3.1214789208992031e-16,8.5832073735746925e-17,1.9065419023978935e-29,6.5886910140664569e-18,5.2317774267792634e-20,1.8072003428451758e-29,3.2943097494364206e-09,9.2404832026954544e-23,2.6292638384692946e-23,3.270252022964313e-12,9.5684158451185961e-13,5.753357157385781e-13,3.2742227789976639e-12,4.2131593802797386e-14,1.8071977544445672e-29,1.3612506596176061e-21,5.5846295889647053e-22,5.0648557449983171e-22,3.6305573704903014e-25,2.1815719804579327e-20,5.5041208537557887e-28,1.2297883275030487e-16,5.3701550484658474e-26,2.0988400974755445e-29,1.4794156433809098e-18,9.170150700265478e-33,1.8630580478784685e-33,6.7922481691502019e-36,2.968747809010497e-20,2.8025584030516156e-21,2.9660037394623912e-22,1.2011128570914881e-18,7.5902647488036727e-22,5.1389761650019115e-20,1.056791958346381e-21,4.6599626455858896e-22,7.0952445929671878e-22,2.0020533516840825e-23,1.7292016282461868e-28
