Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170)
6.548222546749272e-07,0.21035496921918936,76.950000000000003,0.0,0.0,0.0,0.59670762616266249,9.414198402161194,0.011725525864381296,0.030032123091545678,0.011610450859226351,0.0045880583026963904,1.7665115413430148e-08,2.4584957057373248e-08,0.013968436337048775,0.00011646845231335775,7.6078359361824542e-11,0.077255649927998674,0.083689972235747007,0.018429434390205567,0.13285525271554657,1.2807422168483412e-12,6.0885110651504166e-11,1.5212942274919854e-06,2.1386199558428624e-09,1.0359648377873355e-06,4.5423284997310824e-06,0.0072361998089024515,0.01528482828526382,3.6405458542842149e-06,2.3632818665743285e-06,1.0923088872201304e-16,0.0001424701643060857,1.4270915986746558e-07,4.6281732227401643e-08,0.00011564716210962843,5.0525800648731497e-06,3.5496511502125602e-09,0.0021875197414620018,0.00035352912433562979,7.042948529927948e-11,2.0009094257884843e-11,3.8246719023166376e-09,9.6205283996801276e-10,1.160733897583591e-12,1.4421664047322986e-07,5.7481854578656435e-07,0.0017181454207486264,7.3089916253108878e-08,0.00015386699687506113,2.329891260088741e-05,0.00034377251114837076,2.2944329128553469e-10,9.3644677610898734e-05,1.0021065193514986e-09,0.0029643023679967549,3.6006131180391325e-05,3.7097692820353153e-11,3.3093681520704071e-05,0.0020337647078704792,0.00055458660432012934,3.336142012294462e-08,2.3307860411248624e-14,6.4023340583462458e-14,8.782662499390781e-07,6.0600428570366863e-10,7.7300851119819298e-05,8.4975299127649278e-10,2.1224177873337682e-09,3.0586776463079449e-05,1.6519770244763476e-08,7.8753381573750498e-16
6.58152666632324e-07,0.2103544331707259,76.950000000000003,0.0,0.0,0.0,0.59542323610468728,9.4139122646258553,0.011747270388879492,0.029972920412013607,0.01158028479471291,0.0045760258274796985,1.762980102494007e-08,2.4536803074098035e-08,0.014022067023094505,0.00011623561985663015,7.5878839017225683e-11,0.077515932071616916,0.084049602493102893,0.01850372146409511,0.13337411088316456,1.2781818809730142e-12,6.1145015123630299e-11,1.5278356037285617e-06,2.1458301133976718e-09,1.040152780092035e-06,4.5305284438309131e-06,0.0072381596406359784,0.015347811942702972,3.6414304499918326e-06,2.3638561121907878e-06,1.0967118709816215e-16,0.00014275667291246429,1.4299216733658788e-07,4.6373531199963424e-08,0.00011572605430528914,5.0626841240905167e-06,3.557784520246135e-09,0.0022061193718001817,0.00035548130389575762,7.056836383414568e-11,2.0048549802084567e-11,3.8452103668335117e-09,9.6731862455655788e-10,1.1642583827047466e-12,1.4550782336082151e-07,5.7996923961275461e-07,0.0017299780816469358,7.3255963747311668e-08,0.00015461014442593154,2.3379037586483785e-05,0.00034581733080531332,2.3209183516092623e-10,9.4200384001434043e-05,1.0042417417969799e-09,0.0029945570748601043,3.6222494000819194e-05,3.7176739077938824e-11,3.329268076520152e-05,0.0020556922506655348,0.00056056089563113652,3.3809328625881155e-08,2.3357526281935166e-14,6.4597063154579215e-14,8.8412367333718787e-07,6.1002892682838408e-10,7.8267645018686603e-05,8.5539643485440081e-10,2.1365137042720219e-09,3.0968531881074549e-05,1.6726381439429214e-08,7.9276417675100746e-16
6.614830785897208e-07,0.21035390020504477,76.950000000000003,0.0,0.0,0.0,0.59414405072279086,9.4136274228578145,0.011768777412154832,0.029913834184943287,0.011550269071630381,0.0045640538596481454,1.7594559239695016e-08,2.4488849185030016e-08,0.014075567469921394,0.00011600326607081685,7.5680321995230537e-11,0.077774729373291884,0.084407920073364201,0.01857786392544393,0.133890801679934,1.2756268087898846e-12,6.1403957937809252e-11,1.5343531008944524e-06,2.1529991781175999e-09,1.044332561066145e-06,4.5187871989064017e-06,0.0072400445922628492,0.015410632172904651,3.6422777662685733e-06,2.3644061576281998e-06,1.1011062835768706e-16,0.00014304193341419045,1.4327392625231527e-07,4.6464924897892129e-08,0.00011580217808541589,5.0727422322756394e-06,3.5658842307409174e-09,0.0022247205914561839,0.00035743182054058292,7.0706602699011313e-11,2.0087823615333847e-11,3.86573177886875e-09,9.7257995875475568e-10,1.1677819739268622e-12,1.4680375464160684e-07,5.8513887869693618e-07,0.0017417676788173545,7.3421306349555586e-08,0.00015535147529106421,2.3458718455960281e-05,0.00034786115510405946,2.3475404939613498e-10,9.4755808651703389e-05,1.0063697952032285e-09,0.0030249175598309418,3.643875129213997e-05,3.7255519921197645e-11,3.3491575380493964e-05,0.0020777030800754326,0.00056655779316303848,3.4261059022958259e-08,2.3407025430118495e-14,6.5172896194238542e-14,8.899807466737194e-07,6.1405317675127944e-10,7.9239578617032683e-05,8.610393298802908e-10,2.1506082510691319e-09,3.1352304331027048e-05,1.6934091028426966e-08,7.9799402936671256e-16
6.648134905471176e-07,0.210353370304158,76.950000000000003,0.0,0.0,0.0,0.59287004018363654,9.4133438686318325,0.011790048502900908,0.029854865899612004,0.011520402260044254,0.0045521418221195816,1.7559390885550669e-08,2.4441094224381784e-08,0.014128938189364613,0.00011577139643267889,7.5482798726761668e-11,0.078032051356325613,0.084764931961512802,0.018651862367756039,0.13440533605044544,1.2730770605233996e-12,6.1661944330058604e-11,1.540846846040243e-06,2.1601274135522361e-09,1.0485042142282589e-06,4.5071042053916091e-06,0.0072418565472625925,0.015473289788524794,3.6430887546009648e-06,2.3649326203241381e-06,1.1054921601826469e-16,0.00014332598115292616,1.4355447219022886e-07,4.6555924861270042e-08,0.00011587560053340241,5.0827556742140645e-06,3.5739511811843369e-09,0.0022433230005842629,0.0003593806680911298,7.0844219894983415e-11,2.0126920811780482e-11,3.8862360704448524e-09,9.7783682566468287e-10,1.17130464759324e-12,1.4810441511027867e-07,5.9032738645550394e-07,0.0017535140088259758,7.3585962818792434e-08,0.00015609099409858235,2.3537958055566699e-05,0.00034990398544881358,2.3742987918593714e-10,9.5310952032732373e-05,1.0084908934898222e-09,0.0030553832254199085,3.6654903208915007e-05,3.7334043270070511e-11,3.3690365567617516e-05,0.0020997967264778658,0.00057257716859956682,3.4716622680804628e-08,2.3456362831195792e-14,6.5750831171008377e-14,8.9583747663414165e-07,6.1807704115276702e-10,8.0216629646032327e-05,8.6668168431906627e-10,2.1647014474636275e-09,3.1738084946781393e-05,1.7142894252742547e-08,8.0322338090874395e-16
6.681439025045144e-07,0.21035284345019248,76.950000000000003,0.0,0.0,0.0,0.59160117485159114,9.4130615937881004,0.011811085219978907,0.029796016984232673,0.011490682952070185,0.004540289146693275,1.752429678581115e-08,2.4393537044978129e-08,0.014182179690368583,0.00011554001635217592,7.5286259790021279e-11,0.078287907465208903,0.08512064511381269,0.018725717381259232,0.1349177248993888,1.2705326956646321e-12,6.1918979457033486e-11,1.547316965695027e-06,2.1672150810703811e-09,1.0526677729119183e-06,4.4954789123513765e-06,0.0072435973430797261,0.01553578559451025,3.6438643365537759e-06,2.3654360987467977e-06,1.1098695357818212e-16,0.00014360885093548444,1.4383384002499543e-07,4.6646542409053241e-08,0.00011594638723129674,5.0927257151164312e-06,3.5819862581271066e-09,0.0022619262093288108,0.00036132784073159328,7.098123306023381e-11,2.016584640243499e-11,3.9067231774343782e-09,9.830892093702808e-10,1.1748263804509927e-12,1.4940978566758931e-07,5.9553468672767911e-07,0.001765216878937505,7.3749951642460716e-08,0.00015682870545958332,2.361675920794552e-05,0.0003519458232106689,2.4011926967601729e-10,9.5865814605691581e-05,1.0106052474228657e-09,0.0030859534779535346,3.6870949902130022e-05,3.7412316926944607e-11,3.3889051523766306e-05,0.0021219727232878183,0.00057861889446001705,3.5176030887724112e-08,2.350554338719184e-14,6.6330859600547939e-14,9.0169387158511944e-07,6.2210052677610062e-10,8.1198775848295363e-05,8.7232350762654571e-10,2.1787933171965343e-09,3.2125864868196132e-05,1.7352786355802156e-08,8.0845224018628738e-16
6.714743144619113e-07,0.2103523196253651,76.950000000000003,0.0,0.0,0.0,0.59033742528774025,9.4127805902319874,0.011831889112480535,0.02973728880809599,0.011461109761448297,0.0045284952738831917,1.7489277698799559e-08,2.4346176496674301e-08,0.014235292479006069,0.00011530913084717248,7.5090695907707682e-11,0.078542307066398948,0.085475066457373031,0.018799429552924237,0.13542797909078311,1.2679937693918119e-12,6.2175068508099706e-11,1.5537635858583533e-06,2.1742624398807582e-09,1.0568232702666865e-06,4.4839107773168648e-06,0.0072452687721716053,0.015598120388217451,3.6446054174610882e-06,2.3659171803792918e-06,1.1142384451639421e-16,0.00014389057704168815,1.4411206425573217e-07,4.673678873213064e-08,0.00011601460228762599,5.102653600919099e-06,3.5899903353741179e-09,0.0022805298375943154,0.00036327333300129641,7.11176596477204e-11,2.0204605345714978e-11,3.9271930394749221e-09,9.8833709491559605e-10,1.1783471503442409e-12,1.5071984732134235e-07,6.0076070377940435e-07,0.0017768761068420649,7.3913291040459328e-08,0.00015756461396839965,2.3695124712363801e-05,0.00035398666972861901,2.4282216596968912e-10,9.6420396822119382e-05,1.0127130646630408e-09,0.003116627727542566,3.7086891519257828e-05,3.7490348580023387e-11,3.408763344234861e-05,0.0021442306069317371,0.00058468284409208138,3.5639294854149665e-08,2.355457192793025e-14,6.6912973046047405e-14,9.075499415368391e-07,6.2612364157464788e-10,8.2185994979297724e-05,8.7796481095483036e-10,2.1928838879735263e-09,3.2515635241596795e-05,1.7563762583784624e-08,8.1368061747971329e-16
6.748047264193081e-07,0.2103517988120069,76.950000000000003,0.0,0.0,0.0,0.58907876224889688,9.4125008499331457,0.01185246171979051,0.029678682683012048,0.011431681323136912,0.0045167596527497461,1.7454334379054105e-08,2.4299011447375445e-08,0.014288277058497154,0.00011507874487469239,7.4896097944244076e-11,0.078795259449084137,0.085828202889729727,0.018872999466483738,0.13593610944723453,1.2654603362152885e-12,6.2430216595035378e-11,1.5601868319926507e-06,2.1812697470539683e-09,1.060970739259227e-06,4.4723992661243616e-06,0.0072468725830764774,0.015660294959528885,3.6453128740973088e-06,2.366376434607953e-06,1.1185989229269091e-16,0.00014417119323287915,1.4438917870427875e-07,4.6826674807753378e-08,0.00011608030836475723,5.1125405585854613e-06,3.5979642741680234e-09,0.0022991335148196414,0.00036521713978683725,7.1253516759747492e-11,2.024320250039083e-11,3.9476455998863085e-09,9.9358046828361679e-10,1.1818669355065631e-12,1.520345811873339e-07,6.0600536230715709e-07,0.0017884915203874544,7.4075998969078457e-08,0.00015829872420262527,2.3773057344943265e-05,0.00035602652630981264,2.4553851313075433e-10,9.6974699124065643e-05,1.014814549815913e-09,0.00314740538805083,3.7302728204319039e-05,3.7568145803648999e-11,3.4286111513051109e-05,0.0021665699168225824,0.00059076889166493523,3.6106425713099951e-08,2.3603453212151038e-14,6.7497163118647497e-14,9.1340569810688882e-07,6.3014639451763501e-10,8.3178264808588274e-05,8.8360560688104054e-10,2.2069731913269774e-09,3.2907387220333518e-05,1.777581818587309e-08,8.1890852448922814e-16
6.814655503341016e-07,0.2103507661494967,76.950000000000003,0.0,0.0,0.0,0.58657657974377952,9.4119451273039356,0.011892919188349017,0.02956184156097005,0.01137325334603469,0.0044934610031689129,1.7384677810391926e-08,2.42052633239468e-08,0.014393863588812006,0.00011461948982170824,7.4509763918259669e-11,0.07929685933560951,0.086530648460006937,0.019019714838182981,0.13694604173309102,1.2604101503238856e-12,6.2937710369776721e-11,1.5729637012813117e-06,2.1951652242508164e-09,1.0692417231185773e-06,4.4495440188392501e-06,0.007249884133110094,0.015784166558054348,3.646630334007437e-06,2.3672316801594879e-06,1.1272947210358384e-16,0.00014472922838729298,1.4494021145022525e-07,4.7005409428323681e-08,0.0001162044372278021,5.1321965048901721e-06,3.6138251200931723e-09,0.0023363395797831241,0.00036909967812525328,7.1523589919520102e-11,2.0319930581602753e-11,3.9884986068464722e-09,1.004053626944264e-09,1.1889034691398827e-12,1.5467799056638078e-07,6.1655030475786207e-07,0.0018115902644541195,7.4399590957191633e-08,0.00015976156807556547,2.3927634985216267e-05,0.00036010327473704758,2.5101134015680007e-10,9.8082465706621907e-05,1.0189993273940912e-09,0.0032092686157922531,3.7734087337567749e-05,3.7723066711007172e-11,3.4682756851445466e-05,0.0022114909877244378,0.00060300678136025819,3.7052332257363457e-08,2.3700792699806362e-14,6.8671739832667293e-14,9.2511632531621251e-07,6.3819085626058006e-10,8.5177867721019266e-05,8.948857346118024e-10,2.2351481405116609e-09,3.3696800645977642e-05,1.8203148526374618e-08,8.2936298136623381e-16
6.881263742488951e-07,0.21034974532330872,76.950000000000003,0.0,0.0,0.0,0.58409439726624901,9.4113943629255026,0.011932469748963108,0.029445503030553724,0.011315388509426575,0.004470388955229514,1.7315332368945383e-08,2.4112283729296091e-08,0.014498943250741223,0.00011416228606158339,7.4127187360026592e-11,0.079792779921964124,0.087228036399352518,0.019165868102185769,0.13794760748412066,1.255382521419544e-12,6.3441501411796316e-11,1.5856485662592561e-06,2.2089035272579731e-09,1.0774809846062883e-06,4.4269090572982573e-06,0.007252645141402044,0.015907406563972118,3.6478233304143806e-06,2.3680061290767434e-06,1.1359572030955643e-16,0.00014528321641898087,1.4548719925439482e-07,4.7182830955683496e-08,0.00011631924723681236,5.1517030014016159e-06,3.6295754415997848e-09,0.0023735416220982751,0.00037297542149421355,7.1791584502858218e-11,2.0396068136987456e-11,4.0292818154450673e-09,1.0145085912089633e-09,1.1959358226162273e-12,1.573398649235968e-07,6.2716892039185864e-07,0.0018345119272202037,7.472086613216467e-08,0.00016121727337146984,2.4080513883524776e-05,0.00036417607834131886,2.5653731066715362e-10,9.9189117707475577e-05,1.0231611577028543e-09,0.0032715385459724743,3.8165028387485116e-05,3.7877138051326885e-11,3.5078988984422031e-05,0.0022567323100720379,0.0006153315730641532,3.8013838054062599e-08,2.3797598540966232e-14,6.9854523605250563e-14,9.3682587694933708e-07,6.4623400513458095e-10,8.7197407071375183e-05,9.0616402140732851e-10,2.2633184908513207e-09,3.4494034529661593e-05,1.8634739441175778e-08,8.3981573181861684e-16
6.947871981636886e-07,0.21034873619570515,76.950000000000003,0.0,0.0,0.0,0.58163198781389314,9.4108484948188256,0.011971125373475135,0.029329675688613534,0.011258076616845291,0.0044475393930780002,1.7246302861939302e-08,2.4020063835948654e-08,0.014603519969240102,0.00011370716529154708,7.3748300021199416e-11,0.080283092815983656,0.087920420787379869,0.019311463813696694,0.1389408917251572,1.2503777980599274e-12,6.3941629976066923e-11,1.5982424106295537e-06,2.2224866377558923e-09,1.0856887809790354e-06,4.4044903915646909e-06,0.0072551681151445876,0.016030021038498425,3.6488981547078915e-06,2.3687038654495803e-06,1.1445866390925032e-16,0.0001458334095380969,1.4603039524798631e-07,4.7359021523216306e-08,0.00011642519034543658,5.171069209875522e-06,3.6452216946217772e-09,0.0024107369988369963,0.00037684434073104932,7.2057628474058523e-11,2.0471651521343048e-11,4.0699948968019488e-09,1.0249452806976918e-09,1.2029638480812172e-12,1.600200571564379e-07,6.378606226115895e-07,0.0018572554714844098,7.5039959038344969e-08,0.00016266587612597173,2.4231715438377248e-05,0.00036824494650903873,2.6211598423190053e-10,0.00010029465834191705,1.027301572322052e-09,0.0033342106215318561,3.8595552388793282e-05,3.8030416525356415e-11,3.5474809302090193e-05,0.0023022903041812919,0.00062774228900968319,3.8991029427038252e-08,2.3893906357349749e-14,7.1045449088791347e-14,9.4853450029630875e-07,6.5427595038032874e-10,8.9236705646409629e-05,9.1744062044729891e-10,2.2914846248316963e-09,3.5299018396515887e-05,1.9070553058463341e-08,8.5026691776964358e-16
7.014480220784822e-07,0.2103477386305905,76.950000000000003,0.0,0.0,0.0,0.5791891274167823,9.4103074619821925,0.012008897884291275,0.029214367366840334,0.011201307774120688,0.0044249083226685004,1.7177593651496605e-08,2.3928594935464092e-08,0.014707597625409814,0.00011325415627227893,7.337303567322625e-11,0.08076786846074642,0.088607855198645308,0.01945650647792686,0.13992597876024682,1.2453962965110788e-12,6.4438135922491609e-11,1.6107462089179845e-06,2.2359165051890152e-09,1.0938653666694224e-06,4.3822841500399129e-06,0.0072574649519055205,0.01615201593371237,3.6498607899487942e-06,2.3693287732369071e-06,1.1531832960499799e-16,0.00014638005239701334,1.4657004492178326e-07,4.7534060785518304e-08,0.00011652269792161309,5.1903040157226774e-06,3.6607701511473533e-09,0.0024479231994655824,0.00038070641152538676,7.2321845909583881e-11,2.0546715984928353e-11,4.1106375735165263e-09,1.035363628151877e-09,1.2099874080240818e-12,1.6271842196435615e-07,6.4862483200331147e-07,0.001879819998734641,7.5357000361709622e-08,0.00016410741212186239,2.4381260699408237e-05,0.00037230988818776924,2.6774692021559978e-10,0.00010139909069320767,1.0314220583745841e-09,0.0033972803425619158,3.9025660327857592e-05,3.8182957187945612e-11,3.5870219141678932e-05,0.0023481614357966441,0.00064023796392070735,3.9983991506088497e-08,2.3989750736669853e-14,7.2244451735849746e-14,9.6024236510004876e-07,6.6231681656895123e-10,9.1295586571049097e-05,9.2871570640811687e-10,2.3196469786523409e-09,3.6111681926526999e-05,1.9510551578692368e-08,8.607167010733566e-16
7.081088459932757e-07,0.210346752493472,76.950000000000003,0.0,0.0,0.0,0.57676559510251812,9.4097712043733353,0.012045798956340246,0.02909958517791757,0.011145072377588151,0.0044024918670186701,1.7109208680053188e-08,2.3837868436444485e-08,0.01481118005709502,0.00011280328499729276,7.3001330028681672e-11,0.081247176158139076,0.089290392694372639,0.019601000550706699,0.14090295215692664,1.2404383026099775e-12,6.4931058713778085e-11,1.6231609263216522e-06,2.249195047417998e-09,1.1020109933205511e-06,4.3602865748472534e-06,0.0072595469688592406,0.016273397095863611,3.6507169260628162e-06,2.369884546107253e-06,1.1617474380645314e-16,0.00014692338232910257,1.4710638637782693e-07,4.7708025999735006e-08,0.00011661218158530158,5.2094160367756312e-06,3.6762269047466693e-09,0.0024850978395039125,0.00038456161419685598,7.2584357126947355e-11,2.0621295710080427e-11,4.1512096173199842e-09,1.0457635788341058e-09,1.2170063748712133e-12,1.654348158686129e-07,6.5946097641613341e-07,0.0019022047416768903,7.5672117046445416e-08,0.00016554191689390236,2.4529170374450156e-05,0.00037637091190958886,2.7342967790432037e-10,0.00010250241771925632,1.0355240599517179e-09,0.0034607432653535621,3.9455353145163253e-05,3.8334813500866034e-11,3.6265219790004331e-05,0.002394342215316625,0.00065281764479733042,4.0992808242413405e-08,2.4085165265785914e-14,7.3451467807964087e-14,9.7194966252785877e-07,6.7035674289668652e-10,9.3373873342404853e-05,9.3998947447385235e-10,2.3478060397403543e-09,3.6931954967510332e-05,1.9954697281855095e-08,8.7116526259203835e-16
7.147696699080692e-07,0.21034577765147444,76.950000000000003,0.0,0.0,0.0,0.57436117286182087,9.4092396628923609,0.012081840118946299,0.02898533555727165,0.011089361103149455,0.0043802862618086153,1.704115149494771e-08,2.3747875863197296e-08,0.014914271059455917,0.00011235457485514233,7.2633120668288772e-11,0.08172108409121856,0.089968085815765694,0.019744950439075992,0.14187189473312078,1.2355040735482284e-12,6.5420437411183526e-11,1.6354875185866104e-06,2.2623241513386485e-09,1.1101259098193098e-06,4.338494017549166e-06,0.0072614249297211896,0.01639417026843985,3.651471973484258e-06,2.3703746962947381e-06,1.1702793263408794e-16,0.00014746362957250532,1.4763965055659196e-07,4.7880992099261258e-08,0.00011669403399812725,5.2284136315067e-06,3.6915978757678731e-09,0.0025222586546726515,0.000388409933489251,7.2845278800808906e-11,2.0695423844197745e-11,4.1917108469010175e-09,1.056145089972245e-09,1.2240206305899002e-12,1.681690972285993e-07,6.7036849102716627e-07,0.0019244090573536645,7.5985432404539052e-08,0.00016696942573355206,2.4675464836246721e-05,0.00038042802581364222,2.7916381662151366e-10,0.00010360464225906598,1.0396089794464922e-09,0.0035245950014948157,3.9884631737705198e-05,3.8486037382173225e-11,3.6659812485839569e-05,0.0024408291970592758,0.00066548039071244176,4.2017562423694389e-08,2.4180182561716867e-14,7.4666434382914772e-14,9.8365660422011286e-07,6.7839588252823009e-10,9.547138986048925e-05,9.5126213941546796e-10,2.3759623444502733e-09,3.7759767546782448e-05,2.0402952534045262e-08,8.8161280134274256e-16
7.280913177376563e-07,0.2103438613293349,76.950000000000003,0.0,0.0,0.0,0.56960880117744184,9.4081904965298868,0.012151388115742342,0.02875845659633805,0.010979474962525968,0.004336493084789091,1.690603282728801e-08,2.3570059161902984e-08,0.015118993746675337,0.0001114637193537229,7.1906950066434853e-11,0.082652967927927284,0.091309146470871252,0.020031235050169214,0.14378601488697193,1.2257078048838789e-12,6.6388716744367101e-11,1.6598801028907881e-06,2.2881414404852057e-09,1.1262645943169216e-06,4.2955098867988591e-06,0.0072646091163165658,0.016633915121732481,3.6526991203154922e-06,2.3711713182841018e-06,1.1872473722391246e-16,0.00014853576270333917,1.4869783628985326e-07,4.8224215475794912e-08,0.00011683632528146481,5.2660977244834772e-06,3.7221053139787951e-09,0.0025965303225972207,0.00039608588191438783,7.3362802644144589e-11,2.0842452936549525e-11,4.2725003611248604e-09,1.076852679333822e-09,1.2380345820691767e-12,1.7369076501694827e-07,6.9239540848349244e-07,0.0019682744196099734,7.6607134832646545e-08,0.0001698035955920179,2.4963287973323594e-05,0.00038853055489915418,2.9078447524334318e-10,0.00010580579468116632,1.0477329806059275e-09,0.0036534476315977461,4.0741949633292583e-05,3.8786788075175108e-11,3.7447778748828548e-05,0.0025347081999445528,0.00069105137316800706,4.4115208542140674e-08,2.4369151243521976e-14,7.7119971466129253e-14,1.0070703641615037e-06,6.9447248064033826e-10,9.97234099142328e-05,9.7380511194787148e-10,2.4322690623093901e-09,3.9437732388616437e-05,2.13116416151897e-08,9.0250569275087249e-16
7.414129655672435e-07,0.21034198863308504,76.950000000000003,0.0,0.0,0.0,0.56493032622746686,9.4071595083120165,0.01221763126680016,0.028533769859894167,0.010871579962221517,0.0042935007739209477,1.6772258971936521e-08,2.3395079288563168e-08,0.015321795215941698,0.00011058173035948512,7.119405928337406e-11,0.08356404387902544,0.092631446902294023,0.020315394613836846,0.14566898637797601,1.2160090365283052e-12,6.7343278266753639e-11,1.6839314152803808e-06,2.3133828712030721e-09,1.142283357381457e-06,4.2533046069347131e-06,0.0072670935025209698,0.016871294495517372,3.6535804054998697e-06,2.3717434209015408e-06,1.2040894668575115e-16,0.00014959815985701714,1.4974631460399418e-07,4.8564286564689022e-08,0.00011695236241214778,5.3034182717922856e-06,3.7523365517589417e-09,0.0026707222861354304,0.00040373421592611346,7.3875282169255097e-11,2.0988048932626968e-11,4.3530055276443945e-09,1.0974862736282266e-09,1.2520284949268841e-12,1.7928232944145211e-07,7.1470121424251313e-07,0.0020114131860374273,7.7223025456881102e-08,0.00017261019933836189,2.5244886637275383e-05,0.00039661753358281567,3.0260537546801334e-10,0.00010800256854567972,1.0558044949986836e-09,0.0037838041983825448,4.1597620413281874e-05,3.9085595512832419e-11,3.8234126970643899e-05,0.0026297717303483477,0.00071694361783999243,4.6277569468146703e-08,2.4556899437055758e-14,7.9604576143713423e-14,1.0304857137732626e-06,7.105480923119248e-10,0.00010405024705108069,9.9634670126704379e-10,2.488572320071998e-09,4.1145020662792217e-05,2.2236319699583696e-08,9.2339730027277989e-16
7.547346133968306e-07,0.21034015855677116,76.950000000000003,0.0,0.0,0.0,0.5603241070302053,9.4061462576801649,0.012280656751220004,0.028311306204242961,0.010765610549533801,0.0042512828583444306,1.6639846294566212e-08,2.3222872463556592e-08,0.015522704348848183,0.00010970871577644155,7.0494009384060476e-11,0.084454819316198887,0.09393538825448558,0.020597462689286344,0.14752144378098039,1.2064089550450918e-12,6.8284419737786474e-11,1.7076487529727841e-06,2.3380624844056917e-09,1.1581840942334449e-06,4.2118525292180461e-06,0.0072689467721498494,0.017106350926598072,3.6541503163586946e-06,2.3721133919156173e-06,1.2208075992462475e-16,0.00015065242888468971,1.507866969006168e-07,4.8901728217280252e-08,0.00011704467978051631,5.3404335898205059e-06,3.7823332138829642e-09,0.0027448202139916129,0.00041135495347733388,7.4383530725212806e-11,2.1132442905791047e-11,4.4332263828884829e-09,1.1180459093936525e-09,1.2660017311459522e-12,1.8494272471175548e-07,7.3728165816786486e-07,0.0020538240515978481,7.7833970516625357e-08,0.00017538951100594255,2.5520412403408511e-05,0.0004046890151684415,3.1462300384157578e-10,0.00011019498295012671,1.0638333676399019e-09,0.0039156314969485727,4.2451649934982268e-05,3.9382824167758858e-11,3.9018865574840317e-05,0.0027259937318734519,0.0007431500119867814,4.8505267169334577e-08,2.4743656118231117e-14,8.2119774939949286e-14,1.0539049943037444e-06,7.2662438438628473e-10,0.00010845050974047092,1.0188892446582388e-09,2.5448779551120856e-09,4.2881080097280355e-05,2.3176689406517842e-08,9.4428978989550299e-16
7.680562612264178e-07,0.21033837011927928,76.950000000000003,0.0,0.0,0.0,0.55578854661737609,9.4051503175989222,0.012340549591238573,0.028091088937900268,0.01066150472782137,0.0042098143008518097,1.6508806774870644e-08,2.3053376626143479e-08,0.01572174939689145,0.00010884475459092805,6.9806385206008895e-11,0.085325785715448771,0.095221363017649122,0.02087747211046162,0.14934400892172664,1.1969084290053661e-12,6.921243230492759e-11,1.7310392558387587e-06,2.3621938810819998e-09,1.1739686591197499e-06,4.1711293968976263e-06,0.0072702309779074225,0.017339125566528408,3.6544399946986651e-06,2.3723014473230617e-06,1.237403715469252e-16,0.00015170008348588433,1.5182049965242742e-07,4.9237032482816333e-08,0.00011711557695072649,5.3771985569772645e-06,3.8121346061950893e-09,0.0028188112129479601,0.00041894816604716055,7.4888313424866912e-11,2.127585222543898e-11,4.5131635322359974e-09,1.1385317679963562e-09,1.2799537719132711e-12,1.9067091529578495e-07,7.6013261075879907e-07,0.0020955071336907975,7.8440787679762008e-08,0.0001781418011532605,2.5790012088299903e-05,0.00041274504881391505,3.2683385688645798e-10,0.00011238305569950569,1.0718288913111235e-09,0.0040488971259806748,4.330404358780868e-05,3.9678818068252367e-11,3.98020024412691e-05,0.0028233487846081508,0.00076966361770110399,5.0798906464383696e-08,2.4929637418820703e-14,8.4665107816881053e-14,1.0773307950006724e-06,7.4270319232425528e-10,0.00011292281531503792,1.0414353158461123e-09,2.6011923954234377e-09,4.4645362205540318e-05,2.4132455249396159e-08,9.6518554675852974e-16
