Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067)
4.7498515556253014e-07,0.3385916677448738,76.950000000000003,0.0,0.0,0.0,0.0014460182004859415,9.4827583172483898,0.0029975345309781309,0.012057030872865162,3.6471194650956449e-07,1.7419981712136568e-08,1.9484219437723999e-09,1.5212119778752837e-07,0.084154295911607543,1.22484991800727e-05,1.3995352953618084e-16,0.00010136607640759983,0.048286704000005079,0.69926404572251877,0.044631491638866386,7.0836078099740004e-14,6.8066282020761409e-11,5.5147209506466113e-06,7.2941950506144498e-11,0.00011149754325088913,1.9864407721860137e-09,0.043582152611349262,0.083179139646069572,7.3426624308663753e-06,4.229688653005624e-06,7.5967536880264977e-12,0.0086222211789711289,2.8884743289421721e-06,8.3132507724211061e-07,0.00011297585305229506,1.2260271120265129e-05,1.6036991907625128e-06,0.016931065140560083,0.011208748446585036,8.08591148172649e-11,2.7326380443915683e-11,4.6425025019098867e-07,1.3682444627242232e-07,6.7405372568174935e-10,6.2539362669926729e-05,0.00021749583382038999,0.0027439582523831967,1.2327581705243879e-06,0.00027707981049916698,6.7908687963770935e-06,0.00038946787739959574,1.1786818828969976e-08,1.0783280637296975e-05,1.0651048811174593e-06,0.0023543329096037445,8.3003165760168576e-05,2.4161249577533825e-08,3.7525455123527761e-06,0.001741534407013494,5.7478974259486401e-05,0.00010361282403689986,8.661455409747392e-11,9.2925169455027532e-10,0.00092717015479809324,1.4207579697678265e-07,2.2212542619338473e-06,2.3480919820669271e-07,6.4498755402520095e-07,1.0606613514230439e-07,2.6488080341274532e-09,3.9233866204317826e-14,9.2988200138683182e-09,2.0194826250312012e-05,1.2652437236611187e-09,2.6082061997181412e-09,1.0326142029022668e-10,1.1484644214187759e-09,0.0028198490214913414,1.1351010577627046e-09,0.011743857055168958,1.1350790434426691e-09,6.4228185692945952e-06,1.1832508018652278e-15,6.8396578361752454e-16,6.5163633972283415e-11,4.7067917195363494e-06,3.000645005999146e-07,1.4960020046516075e-16,1.0078677175542998e-10,6.4990971275141916e-10,0.0002533359410459703,1.2369454101580812e-09,1.3833295313338839e-05
4.780711133741947e-07,0.33859168114153604,76.950000000000003,0.0,0.0,0.0,0.0014250412825334644,9.4827272372397911,0.0029556171767924507,0.011928133552171124,3.542440916500721e-07,1.6919974153315988e-08,1.9275856812219391e-09,1.5086462309208612e-07,0.083479766495047805,1.2117514702832858e-05,1.3593642872576733e-16,9.9092355254754033e-05,0.048376377695648162,0.69999589348085101,0.044630838134888932,7.0078562707590583e-14,6.8192451167570415e-11,5.5249670714565026e-06,7.173559249722322e-11,0.00011161434191325891,1.9599393711953836e-09,0.04358089477240399,0.083179187054739756,7.3424261559268932e-06,4.2295525479421895e-06,7.6047044363696854e-12,0.0086321895866699888,2.8918041903264492e-06,8.3228349188583341e-07,0.00011296924238402176,1.2274415517720422e-05,1.6055611457418873e-06,0.016931964769650091,0.011231365056424473,8.095213162495576e-11,2.7357815522457655e-11,4.6517356112103553e-07,1.3709927171462857e-07,6.7517201528494804e-10,6.2976503642284441e-05,0.0002190170821794627,0.0027437177929192946,1.2341865457396937e-06,0.00027582250176354147,6.7438723992263097e-06,0.00038778290421395993,1.1800023085865269e-08,1.0736607877103695e-05,1.0699121346943234e-06,0.0023614739207347643,8.2644004116156028e-05,2.4270299755361778e-08,3.736294469609892e-06,0.001745782867501169,5.7656839752127473e-05,0.00010461678100389589,8.6909349183661192e-11,9.3577334351071102e-10,0.0009334184729376247,1.4303278977511343e-07,2.2147878862541915e-06,2.3639082401837237e-07,6.4933066596195068e-07,1.0575699284406904e-07,2.6411189096387896e-09,3.9498052811243766e-14,9.273421780005306e-09,2.0139704882160715e-05,1.2741448280071016e-09,2.6081309235267165e-09,1.0336915051974374e-10,1.1567326862748159e-09,0.0028199932814725868,1.1373873308884673e-09,0.011772977041177603,1.1373655048703646e-09,6.4912840608362945e-06,1.1798020774274092e-15,6.8197228442964203e-16,6.4881665474292669e-11,4.7070427970650294e-06,3.0205898209980918e-07,1.5059396588420231e-16,1.0145668558600607e-10,6.562085753553872e-10,0.00025681825003500688,1.2489338358506733e-09,1.3935306853559529e-05
4.811570711858592e-07,0.3385916944755142,76.950000000000003,0.0,0.0,0.0,0.0014044561824634795,9.4826964696510903,0.0029142847657858562,0.011800847597733678,3.4415220965320416e-07,1.6437926764733573e-08,1.9070100158719515e-09,1.4961977119472772e-07,0.082810549723806248,1.1988168437152382e-05,1.3206362136281163e-16,9.6869632521710299e-05,0.04846497096497978,0.70072133798643266,0.044630161319995795,6.9330521495115175e-14,6.8317098965337024e-11,5.5350897317670644e-06,7.0554531987444843e-11,0.00011173011859548371,1.9343886373436097e-09,0.04357969806891776,0.083179233112401024,7.3422004256202839e-06,4.2294225170664226e-06,7.6125856201711852e-12,0.0086419473210716836,2.8950635496143126e-06,8.3322161486362661e-07,0.00011296295299522242,1.2288260546811961e-05,1.6073837939244395e-06,0.01693282115476746,0.011253801829795426,8.1043176113429568e-11,2.7388584054691252e-11,4.6608954988595101e-07,1.3737191370161507e-07,6.7628176292100154e-10,6.3413602979555457e-05,0.00022053818861122795,0.0027434890166725982,1.2355847189663332e-06,0.00027458431752850769,6.6974986606486236e-06,0.00038610691780769507,1.1812946608051166e-08,1.0690184213596853e-05,1.0746975972520761e-06,0.0023685538596341935,8.2286752407151128e-05,2.437885561427631e-08,3.7201299116384235e-06,0.0017499704498922836,5.7832759527582956e-05,0.00010562251291356026,8.7203216861044019e-11,9.4229947461562528e-10,0.00093964356246321922,1.439862215560882e-07,2.2084225536419907e-06,2.379665645227529e-07,6.536576118514001e-07,1.0545268081017197e-07,2.6335499003630233e-09,3.976125605572682e-14,9.2484252802965291e-09,2.0085455507546583e-05,1.2830522013328476e-09,2.6080593060267188e-09,1.0347593788842291e-10,1.1650081070375967e-09,0.0028201335534042242,1.1396554190232246e-09,0.011801784440991902,1.1396337782624252e-09,6.5599623025678845e-06,1.1764072383710606e-15,6.8000993312443379e-16,6.4601196416697113e-11,4.7072818053584895e-06,3.0404594734227446e-07,1.5158398406619787e-16,1.0212407482823355e-10,6.6251858155102733e-10,0.00026031904054407598,1.2609434711237688e-09,1.4036956733255674e-05
4.842430289975238e-07,0.338591707745348,76.950000000000003,0.0,0.0,0.0,0.0013842518968088249,9.4826660105024718,0.0028735293025666402,0.011675148219173797,3.3441845711942515e-07,1.5972987107166327e-08,1.8866909362311011e-09,1.4838649339085727e-07,0.082146608391233777,1.1860435165277402e-05,1.2832825888227982e-16,9.4696764530099699e-05,0.048552499708410163,0.70144043883949825,0.044629461953715865,6.8591808621850662e-14,6.8440247821843429e-11,5.5450907487349217e-06,6.9398219873606073e-11,0.00011184488281281125,1.9097434758770124e-09,0.043578559533551525,0.083179277867206289,7.3419847368459469e-06,4.2292982705696434e-06,7.6203978869241346e-12,0.0086514975806833705,2.8982534781231762e-06,8.3413975451876118e-07,0.00011295696927668766,1.2301810756678784e-05,1.6091677326626697e-06,0.016933636386446706,0.011276060413223855,8.1132278279764017e-11,2.7418696178143656e-11,4.6699828317170147e-07,1.3764239219144779e-07,6.7738304055288782e-10,6.3850657113594841e-05,0.00022205914068102335,0.0027432713562768191,1.2369531496437624e-06,0.00027336517556709143,6.6517380803843965e-06,0.00038444001410696885,1.1825593736682733e-08,1.0644012300181974e-05,1.0794613990956896e-06,0.0023755738541013241,8.1931431314010927e-05,2.4486920110204109e-08,3.7040527735624679e-06,0.0017540981576033422,5.8006762682014657e-05,0.00010662998488955272,8.7496167471933318e-11,9.4882999777331325e-10,0.00094584543992757392,1.4493609492581473e-07,2.2021584146311962e-06,2.3953642402694633e-07,6.5796840361465532e-07,1.0515320612032007e-07,2.6261011874472917e-09,4.0023476662914013e-14,9.2238314709503347e-09,2.0032080210447111e-05,1.2919657204189908e-09,2.6079911696359403e-09,1.0358179117436943e-10,1.1732905669880439e-09,0.0028202699449282214,1.1419054887469821e-09,0.011830283163839356,1.1418840302773809e-09,6.6288520705282497e-06,1.1730663636758236e-15,6.7807877535527592e-16,6.4322243035503496e-11,4.7075093278833248e-06,3.060254035140563e-07,1.5257025863230928e-16,1.0278894189602267e-10,6.6883951241537507e-10,0.0002638382146607407,1.2729738993034289e-09,1.413824471532322e-05
4.873289868091883e-07,0.33859172094975554,76.950000000000003,0.0,0.0,0.0,0.0013644178927379395,9.4826358558757846,0.0028333428914981344,0.01155101110201691,3.2502610099158386e-07,1.5524355789556843e-08,1.8666245078614002e-09,1.4716464492152083e-07,0.081487905383249321,1.1734290153840387e-05,1.2472391891232227e-16,9.2572633235660272e-05,0.048638979536112514,0.70215325488846048,0.044628740766624819,6.7862281048660185e-14,6.8561919735469957e-11,5.5549719063431709e-06,6.8266119095013897e-11,0.00011195864396030953,1.8859615971839212e-09,0.043577476342791938,0.083179321365041997,7.3417786107874534e-06,4.2291795326316926e-06,7.6281418759542737e-12,0.0086608435077259825,2.9013750282990932e-06,8.3503821376294435e-07,0.00011295127637733178,1.2315070616319631e-05,1.6109135487634669e-06,0.016934412453897617,0.011298142439068501,8.1219467592064838e-11,2.7448161851576965e-11,4.6789982711252156e-07,1.3791072697252772e-07,6.7847591991481502e-10,6.4287662618785338e-05,0.00022357992645001377,0.0027430642718953616,1.2382922890904618e-06,0.00027216498850390593,6.6065813061801657e-06,0.00038278228257464768,1.1837968733974988e-08,1.0598094611267684e-05,1.0842036683775305e-06,0.0023825350126684178,8.1578060131868313e-05,2.4594496150239231e-08,3.6880639277676071e-06,0.0017581669768156772,5.8178877852043889e-05,0.0001076391625385783,8.7788210859681614e-11,9.5536482759094804e-10,0.00095202412392767313,1.4588241280221921e-07,2.1959955626220898e-06,2.4110040735341264e-07,6.6226305458619764e-07,1.0485857312753201e-07,2.6187728840110034e-09,4.0284715443926908e-14,9.1996410625211721e-09,1.9979580541191674e-05,1.3008852684376294e-09,2.607926345379282e-09,1.0368671904482059e-10,1.1815799551554461e-09,0.0028204025601284333,1.1441377052062539e-09,0.011858477060464738,1.1441164261368016e-09,6.6979521680734414e-06,1.1697795019030427e-15,6.7617883919254425e-16,6.4044820478824066e-11,4.7077259198263344e-06,3.0799735841814851e-07,1.5355279350999337e-16,1.034512894102712e-10,6.7517115205672784e-10,0.00026737567531889004,1.2850247094850671e-09,1.4239170609456948e-05
4.904149446208529e-07,0.3385917340876216,76.950000000000003,0.0,0.0,0.0,0.0013449440823593191,9.4826060019133642,0.0027937177360158579,0.011428412396654363,3.1595943440822942e-07,1.5091282447764171e-08,1.8468068715899731e-09,1.4595408478018436e-07,0.080834403687093076,1.1609709142619796e-05,1.2124457296726456e-16,9.0496145654776484e-05,0.048724425774414749,0.70285984424966097,0.044627998461604555,6.7141798472726749e-14,6.8682136304218089e-11,5.5647349561320461e-06,6.7157704369899088e-11,0.00011207141131603071,1.8630033040370129e-09,0.043576445809998129,0.083179363649668242,7.3415815917397943e-06,4.2290660407457061e-06,7.6358182186345199e-12,0.0086699881893396013,2.9044292341210605e-06,8.3591729019273827e-07,0.00011294586016739228,1.2328044516310717e-05,1.6126218187158462e-06,0.016935151249921707,0.011320049525630836,8.13047730008102e-11,2.7476990858821007e-11,4.6879424729385278e-07,1.3817693766477892e-07,6.7956047249015424e-10,6.4724616207774733e-05,0.00022510053446037144,0.0027428672498879094,1.2396025806794386e-06,0.00027098366407353838,6.5620191319026873e-06,0.00038113380644899913,1.1850075784956847e-08,1.0552433448878437e-05,1.088924531148447e-06,0.0023894384248990728,8.1226656821302586e-05,2.4701586593803953e-08,3.6721641862196035e-06,0.0017621778767467663,5.8349133221160225e-05,0.00010865001194797845,8.8079356387857297e-11,9.6190388307606661e-10,0.00095817963501421317,1.4682517840118427e-07,2.1899340364502817e-06,2.426585198170519e-07,6.6654157945102582e-07,1.0456878358081643e-07,2.6115650382039379e-09,4.0544973292037617e-14,9.175854530871769e-09,1.9927957540274211e-05,1.3098107345517317e-09,2.607864672472895e-09,1.0379073005905578e-10,1.1898761659963496e-09,0.0028205314996675181,1.1463522321248993e-09,0.011886369924183899,1.1463311296363784e-09,6.7672614254565403e-06,1.1665466725643083e-15,6.7431013591468953e-16,6.3768942847048444e-11,4.7079321094667632e-06,3.0996182044569316e-07,1.5453159291901346e-16,1.0411112018942595e-10,6.8151328759956842e-10,0.00027093132628866576,1.2970954965047241e-09,1.4339734270330517e-05
4.935009024325175e-07,0.3385917471579883,76.950000000000003,0.0,0.0,0.0,0.0013258207985789672,9.4825764448168819,0.0027546461379115085,0.011307328707600475,3.0720369977559013e-07,1.4673062068349322e-08,1.8272342417684952e-09,1.4475467553109261e-07,0.080186066399485362,1.1486668333597669e-05,1.1788455691264691e-16,8.8466233303753164e-05,0.048808853472028436,0.70356026432615493,0.044627235715037218,6.6430223264268345e-14,6.8800918734507301e-11,5.5743816179109493e-06,6.6072461937473066e-11,0.00011218319404402035,1.8408312969543474e-09,0.043575465378782811,0.083179404762848269,7.3413932459923869e-06,4.2289575450748753e-06,7.6434275385878819e-12,0.008678934658758488,2.9074171114953455e-06,8.3677727620306177e-07,0.00011294070720341304,1.2340736770480983e-05,1.6142931089128363e-06,0.016935854575589954,0.011341783277262372,8.1388222949924416e-11,2.7505192812513699e-11,4.6968160875527801e-07,1.3844104372081248e-07,6.80636769491097e-10,6.5161514727332353e-05,0.0002266209537208599,0.0027426798015413286,1.2408844600092852e-06,0.00026982110536909312,6.5180424956446782e-06,0.00037949466297379709,1.1861918999179086e-08,1.0507030949029373e-05,1.0936241114073827e-06,0.0023962851616838765,8.0877238057664366e-05,2.4808194253774302e-08,3.6563543026993899e-06,0.0017661318099194824,5.8517556526113831e-05,0.00010966249968317115,8.8369612958690681e-11,9.684470874047212e-10,0.00096431199560458503,1.4776439522323948e-07,2.1839738228538032e-06,2.4421076720319057e-07,6.708039941842684e-07,1.042838367429986e-07,2.6044776361431375e-09,4.080425117899469e-14,9.1524721276988159e-09,1.9877211761218454e-05,1.3187420135979259e-09,2.6078059979283029e-09,1.0389383267115828e-10,1.1981790991001607e-09,0.0028206568609178782,1.1485492318148572e-09,0.011913965491915922,1.1485283031568401e-09,6.8367786994061517e-06,1.1633678674358147e-15,6.7247266076805093e-16,6.349462323156344e-11,4.7081283994818238e-06,3.1191879854899189e-07,1.5550666135801155e-16,1.0476843724041874e-10,6.8786570916854528e-10,0.00027450507216634763,1.3091858609085784e-09,1.4439935595844908e-05
4.96586860244182e-07,0.33859176016004344,76.950000000000003,0.0,0.0,0.0,0.0013070387724133004,9.4825471808462076,0.0027161204965868934,0.011187737083036463,2.9874501838904692e-07,1.4269031627996188e-08,1.8079029045798538e-09,1.4356628313850759e-07,0.079542856734228284,1.1365144380313701e-05,1.1463854396598624e-16,8.648185165054982e-05,0.048892277406119962,0.7042545718255957,0.044626453177937814,6.5727420404973041e-14,6.8918287849747269e-11,5.5839135804524246e-06,6.5009889305527157e-11,0.00011229400119718121,1.8194104971840971e-09,0.043574532616712187,0.083179444744468173,7.3412131607671412e-06,4.228853807840112e-06,7.6509704518828831e-12,0.0086876858964566924,2.9103396586403023e-06,8.376184590978831e-07,0.00011293580469492498,1.2353151617545001e-05,1.6159279758675451e-06,0.016936524144693658,0.011363345284469565,8.1469845387569154e-11,2.7532777157751173e-11,4.7056197599344774e-07,1.3870306442708398e-07,6.8170488183983979e-10,6.5598355154315006e-05,0.00022814117369281679,0.0027425014618618297,1.2421383550710187e-06,0.00026867721108127544,6.4746424778248081e-06,0.00037786492362017058,1.187350241237522e-08,1.046188908787469e-05,1.0983025311496556e-06,0.0024030762755332343,8.0529819278630236e-05,2.4914321897572776e-08,3.6406349749578214e-06,0.0017700297124291339,5.8684175063286217e-05,0.00011067659278494827,8.8658989030819973e-11,9.7499436783856092e-10,0.00097042122989926928,1.4870006704078586e-07,2.178114858842732e-06,2.4575715574648183e-07,6.7505031599324712e-07,1.0400372950391736e-07,2.5975106047333229e-09,4.1062550151500155e-14,9.1294938906427514e-09,1.9827343292535764e-05,1.3276790059707166e-09,2.6077501761748118e-09,1.0399603523268213e-10,1.206488659063381e-09,0.0028207787380869396,1.1507288651869941e-09,0.011941267445194002,1.1507081076749114e-09,6.9065028727038947e-06,1.1602430518212871e-15,6.7066639369680994e-16,6.3221873752091733e-11,4.7083152681888894e-06,3.1386830221559696e-07,1.5647800359161785e-16,1.0542324374996323e-10,6.9422820987152415e-10,0.00027809681836421068,1.321295408920732e-09,1.4539774525442559e-05
4.996728180558466e-07,0.3385917730931129,76.950000000000003,0.0,0.0,0.0,0.0012885891116658336,9.4825182063183124,0.0026781333082806745,0.011069615004632721,2.905703260022862e-07,1.3878567014330332e-08,1.7888092163894865e-09,1.4238877680606294e-07,0.078904738029283286,1.1245114377502723e-05,1.1150151995841181e-16,8.4541979578706551e-05,0.048974712088228144,0.7049428227772695,0.044625651477029148,6.5033257428069592e-14,6.9034264098690013e-11,5.5933325021686399e-06,6.3969495003459372e-11,0.00011240384172000205,1.7987078838227051e-09,0.043573645209309016,0.083179483632647974,7.3410409432071339e-06,4.2287546027378482e-06,7.6584475672189613e-12,0.008696244831264948,2.9131978564609246e-06,8.3844112119807714e-07,0.00011293114047274386,1.2365293222694358e-05,1.6175269664239154e-06,0.016937161587979047,0.011384737124016584,8.1549667776649326e-11,2.7559753175637524e-11,4.7143541296498967e-07,1.3896301890501975e-07,6.8276488015081731e-10,6.6035134591745789e-05,0.00022966118427652295,0.0027423317884254558,1.2433646864104817e-06,0.00026755187572838644,6.4318102992843856e-06,0.00037624465430052844,1.1884829988081991e-08,1.0417009687633652e-05,1.1029599104138329e-06,0.0024098128008672882,8.0184414730057659e-05,2.5019972248234112e-08,3.6250068467932748e-06,0.001773872504208168,5.8849015695034104e-05,0.00011169225876663739,8.8947492636386752e-11,9.8154565545527997e-10,0.00097650736380151294,1.4963219788580125e-07,2.1723570339753403e-06,2.4729769211059343e-07,6.792805632617406e-07,1.0372845648910629e-07,2.5906638143764356e-09,4.1319871327818955e-14,9.1069196529961955e-09,1.9778351778814153e-05,1.3366216172631785e-09,2.607697068700888e-09,1.0409734599516249e-10,1.2148047552171163e-09,0.0028208972223370179,1.1528912917612037e-09,0.011968279411155547,1.1528707027736358e-09,6.9764328537618243e-06,1.1571721657643887e-15,6.6889130004380049e-16,6.2950705592691465e-11,4.7084931707274686e-06,3.158103414434229e-07,1.5744562463806038e-16,1.0607554307619485e-10,7.0060058578180847e-10,0.00028170647110036163,1.3334237524093303e-09,1.4639251038484315e-05
5.027587758675112e-07,0.338591785956651,76.950000000000003,0.0,0.0,0.0,0.0012704632808816724,9.4824895176061794,0.0026406771652706632,0.010952940377641234,2.8266731379276124e-07,1.3501080203977556e-08,1.7699496021400132e-09,1.4122202882563765e-07,0.078271673753357723,1.1126555851002352e-05,1.084687606630311e-16,8.2645618863197429e-05,0.049056171770032637,0.7056250725483304,0.044624831215762495,6.4347604359957573e-14,6.9148867563575858e-11,5.6026400117707516e-06,6.2950798340611142e-11,0.00011251272445115798,1.77869234408639e-09,0.04357280095434482,0.083179521463844441,7.340876219412913e-06,4.2286597143852772e-06,7.6658594861011171e-12,0.0087046143414597626,2.9159926689141817e-06,8.3924553994660513e-07,0.00011292670295880639,1.2377165679150209e-05,1.6190906179621615e-06,0.016937768457176566,0.011405960359026092,8.1627717105075552e-11,2.7586129986749779e-11,4.7230198308942085e-07,1.3922092611212061e-07,6.8381683471441102e-10,6.6471850265005031e-05,0.00023118097579794613,0.0027421703602840903,1.2445638672866072e-06,0.00026644498987758242,6.3895373193829808e-06,0.0003746339155748737,1.1895905619218391e-08,1.0372394422305436e-05,1.1075963673272881e-06,0.0024164957543028344,7.9841037510206607e-05,2.5125147985439351e-08,3.6094705100551849e-06,0.0017776610892884107,5.9012104856001977e-05,0.00011270946561113653,8.9235131397490445e-11,9.8810088490395445e-10,0.00098257042484015621,1.5056079203803666e-07,2.166700192544614e-06,2.4883238336867411e-07,6.8349475549641798e-07,1.0345801016420494e-07,2.5839370815746552e-09,4.157621589451914e-14,9.0847490530284557e-09,1.9730236440975179e-05,1.3455697579324254e-09,2.6076465437129822e-09,1.0419777311249108e-10,1.2231273013197429e-09,0.0028210124019000574,1.1550366696764167e-09,0.011995004963511909,1.1550162466525519e-09,7.0465675761999757e-06,1.1541551252133745e-15,6.6714733122381671e-16,6.2681129036467753e-11,4.7086625401837362e-06,3.1774492671683891e-07,1.5840952975727004e-16,1.067253387406421e-10,7.0698263591957671e-10,0.0002853339373885648,1.3455705088512231e-09,1.4738365152686818e-05
5.058447336791757e-07,0.33859179875023193,76.950000000000003,0.0,0.0,0.0,0.0012526530824995071,9.4824611111377646,0.0026037447550541475,0.01083769152125009,2.7502437422558994e-07,1.3136016678592107e-08,1.7513205537893633e-09,1.4006591443520141e-07,0.077643627512029675,1.1009446747932826e-05,1.0553581103499479e-16,8.0791793657951797e-05,0.04913667044897739,0.70630137585928321,0.044623992975287505,6.3670333663418723e-14,6.9262117968073823e-11,5.6118377089117083e-06,6.1953329169821878e-11,0.00011262065812598917,1.7593345374010166e-09,0.043571997756406945,0.083179558272946486,7.3407186335268969e-06,4.2285689377921163e-06,7.6732068030094163e-12,0.0087127972558253119,2.9187250433658801e-06,8.4003198801113234e-07,0.0001129224811374688,1.2388773009677008e-05,1.6206194585987613e-06,0.016938346228834403,0.011427016539078329,8.1704019895770118e-11,2.7611916554523455e-11,4.7316174925207301e-07,1.3947680484307323e-07,6.8486081548204225e-10,6.6908499518122927e-05,0.00023270053899585822,0.0027420167769243364,1.2457363038259038e-06,0.00026535644035773868,6.3478150340950656e-06,0.00037303276284980316,1.1906733129620097e-08,1.0328044823184671e-05,1.112212018150571e-06,0.0024231261349371624,7.9499699612393157e-05,2.5229851746518886e-08,3.5940265065765161e-06,0.001781396356060752,5.9173468559399096e-05,0.00011372818176782832,8.9521912542020355e-11,9.9465999438023786e-10,0.0009886104420954913,1.5148585401369389e-07,2.1611441356790452e-06,2.5036123698465776e-07,6.876929132754923e-07,1.0319238093532064e-07,2.5773301714307739e-09,4.183158510335014e-14,9.0629815429455173e-09,1.9682996095733554e-05,1.3545233432599601e-09,2.6075984758096666e-09,1.042973246432348e-10,1.2314562154789045e-09,0.0028211243621874566,1.1571651557010017e-09,0.012021447623498252,1.1571448961381459e-09,7.1169059984240776e-06,1.1511918231408554e-15,6.6543442537080332e-16,6.2413153499064273e-11,4.7088237886604375e-06,3.1967206898372325e-07,1.5936972443946814e-16,1.0737263442051849e-10,7.1337416223252305e-10,0.00028897912502806817,1.3577353012951835e-09,1.4837116922617727e-05
5.089306914908403e-07,0.3385918114735423,76.950000000000003,0.0,0.0,0.0,0.0012351506391261044,9.4824329833949523,0.0025673288595086186,0.010723847159192442,2.6763055137902136e-07,1.2782853050963295e-08,1.7329186287897191e-09,1.3892031168496428e-07,0.0770205630534396,1.089376542713714e-05,1.0269846613945888e-16,7.8979549994789936e-05,0.049216221873753276,0.70697178679875994,0.044623137315373901,6.3001320182330215e-14,6.9374034685017996e-11,5.6209271648129955e-06,6.0976627656091503e-11,0.00011272765137886748,1.740606769971772e-09,0.043571233621727712,0.083179594093363882,7.3405678468615978e-06,4.2284820778587639e-06,7.6804901055603725e-12,0.0087207963546890779,2.9213959109378703e-06,8.4080073338401983e-07,0.00011291846452819798,1.2400119168057736e-05,1.6221140073816292e-06,0.016938896307966144,0.011447907200308641,8.1778602216401249e-11,2.7637121688542276e-11,4.7401477380700556e-07,1.3973067373083493e-07,6.8589689205197534e-10,6.7345079810176005e-05,0.00023421986500931231,0.0027418706572767178,1.2468823951728547e-06,0.00026428611046424059,6.3066350741095805e-06,0.00037144124657048362,1.1917316275537593e-08,1.0283962284179425e-05,1.1168069773205376e-06,0.0024297049246287546,7.916041196613618e-05,2.5334086127433461e-08,3.5786753300378651e-06,0.001785079177532173,5.933313240323676e-05,0.00011474837614938176,8.9807842918919808e-11,1.0012229253953531e-09,0.0009946274461280272,1.5240738855452211e-07,2.1556886233612531e-06,2.5188426079525821e-07,6.9187505819930679e-07,1.0293155724540291e-07,2.5708428000511651e-09,4.2085980268237211e-14,9.0416163974969773e-09,1.9636629174292835e-05,1.3634822930471262e-09,2.6075527456723873e-09,1.0439600855281663e-10,1.2397914199415537e-09,0.0028212331858952474,1.1592769052423409e-09,0.012047610860803873,1.1592568066936355e-09,7.1874471032044308e-06,1.1482821306189525e-15,6.6375250795929871e-16,6.2146787560968275e-11,4.7089773082950042e-06,3.2159177963342305e-07,1.6032621439419133e-16,1.0801743394131889e-10,7.1977496957581217e-10,0.00029264194259343452,1.3699177583237035e-09,1.4935506438246489e-05
5.120166493025049e-07,0.33859182412637345,76.950000000000003,0.0,0.0,0.0,0.0012179483768631665,9.4824051309125608,0.0025314223540350532,0.010611386410602358,2.6047549532954969e-07,1.2441094883316504e-08,1.7147404486056346e-09,1.3778510131135074e-07,0.076402444273574899,1.0779490649865304e-05,9.9952753623749073e-17,7.7207955293523913e-05,0.049294839549643608,0.70763635883763021,0.044622264775288183,6.2340441087784623e-14,6.9484636743955764e-11,5.6299099228756672e-06,6.0020244050232961e-11,0.00011283371274545609,1.7224828786233891e-09,0.043570506653262925,0.083179628957109758,7.3404235370681347e-06,4.2283989488979786e-06,7.6877099746577962e-12,0.0087286143709317948,2.9240061868466692e-06,8.4155203947984427e-07,0.00011291464315958784,1.2411208040533506e-05,1.6235747744804856e-06,0.016939420031521223,0.011468633865503612,8.185148968889873e-11,2.7661754047749013e-11,4.7486111857992919e-07,1.399825512476948e-07,6.8692513365636976e-10,6.7781588711789774e-05,0.00023573894536546743,0.0027417316387727941,1.2480025336364465e-06,0.00026323388015601147,6.2659892029342013e-06,0.00036985941240587572,1.1927658747097513e-08,1.0240148066940629e-05,1.1213813574922657e-06,0.0024362330882747862,7.8823184476855721e-05,2.5437853683726754e-08,3.5634174277658578e-06,0.0017887104115800277,5.9491121576522833e-05,0.00011577001812844725,9.0092929012887565e-11,1.0077896225029357e-09,0.0010006214689100552,1.5332540061734691e-07,2.150333376367699e-06,2.5340146299262885e-07,6.9604121284280761e-07,1.0267552566684934e-07,2.5644746368551738e-09,4.2339402762388046e-14,9.0206527222442336e-09,1.959113374030914e-05,1.3724465312428155e-09,2.6075092397716214e-09,1.0449383271556425e-10,1.2481328407622243e-09,0.002821338953104826,1.161372072356248e-09,0.012073498094483518,1.1613521324285509e-09,7.2581898972561837e-06,1.1454258978521804e-15,6.6210149240161759e-16,6.1882038998668567e-11,4.7091234722281796e-06,3.2350407047557739e-07,1.6127900553975647e-16,1.0865974126970853e-10,7.261848656913854e-10,0.00029632229942439041,1.3821175140135877e-09,1.5033533823548515e-05
