Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282)
6.269317380488882e-08,0.3895929440480702,76.950000000000003,0.0,0.0,0.0,0.00017638435604375494,9.4979026098141066,0.0030740386283729464,0.014590125520738385,1.6194656377845453e-08,2.9099301539509308e-10,1.3904633476001015e-09,7.6190613096420679e-07,0.074537666888778123,8.3451243472522696e-06,1.6851681246473091e-18,4.7745692966389883e-07,0.0026182463367800321,0.86064683523777741,0.0017193892903554684,3.6365097448546658e-14,5.9465453736494238e-12,7.7273213929622123e-07,3.5856395523450568e-12,0.00023731874847027819,2.770269435750198e-10,0.022769167467874388,0.024334415852268688,2.450313642112789e-06,1.3243551545413652e-06,4.941763096984072e-10,0.0061525970762731225,1.3166719035730204e-06,3.5559181848892229e-07,5.20541693973706e-06,1.8747295284239876e-06,3.0763379756962758e-06,0.00048907657323820448,0.011080560962095429,9.44862646821297e-12,3.4895037022301857e-12,9.3515017649405797e-07,2.9822805658263593e-07,4.0340935030580635e-09,7.215980594952596e-05,0.00023311611330408569,0.00010137316361037141,4.7394680623619692e-07,1.8471336323446767e-05,5.5900726741297289e-07,9.7007749579282228e-06,2.6663803436512235e-08,9.1408173322003121e-08,1.2525759448135041e-06,5.5960467366610741e-06,2.933504620157669e-06,2.2039049674409402e-08,3.1359473037883467e-08,1.9805916041751619e-06,2.7908393223291861e-08,0.00010606001186208169,1.607787757110736e-10,7.3296701975477272e-09,0.00033398977082233937,2.6565551364849404e-08,3.4198259652951655e-07,4.7645631335644508e-08,1.3358058647247222e-07,6.134252119487758e-09,1.0164237924334357e-09,3.2777149730996724e-15,3.3048452748043982e-09,5.2739729171140569e-06,5.6292019522749694e-09,6.7833204361645364e-09,3.4436882687650638e-10,4.9435219250762591e-09,0.0017544454651632435,1.901098458320103e-09,0.00030576868483149668,1.9010928357692193e-09,8.1738524425013146e-06,4.8485012021018281e-17,2.8251740292108276e-17,3.4121731103020666e-12,2.383938700887214e-07,6.357942326939367e-08,3.0740795654313381e-17,2.7309766395985597e-11,2.8580186232421291e-09,9.1823055984454829e-06,2.9657066851261882e-09,1.1550671885929503e-05,1.0756855791738296e-05,3.6970988010429997e-08,1.1757267516389368e-09,2.7804925372385898e-08,1.8749093304840854e-13,1.0343391735460273e-09,3.7498048445376513e-13,3.1352474346772943e-06,3.1577982325188577e-07,1.4362242235980867e-11,2.3955962610297674e-07,4.5857955078681905e-08,3.2593653406447712e-10,2.3656832828301755e-06,0.0003696796365065245,2.0045379892555555e-10
6.280048275700157e-08,0.3895929438492608,76.950000000000003,0.0,0.0,0.0,0.00017610330983376706,9.4979000062395649,0.0030707414358863024,0.014576782968482775,1.5897522168741332e-08,2.8565578261351219e-10,1.3891913996025305e-09,7.6033376758467067e-07,0.074370517433401645,8.3374905265681693e-06,1.6542604544065716e-18,4.7429533400054577e-07,0.0026220213798784069,0.86081426094462643,0.0017194693816433434,3.6331831961440359e-14,5.9551172669525426e-12,7.7384763645630471e-07,3.5786488795578173e-12,0.00023736503720730119,2.750005897374286e-10,0.022768393094472292,0.024334416306831603,2.4502296373561546e-06,1.3243097521857742e-06,4.9427244505646875e-10,0.0061600177655288394,1.3182595922627593e-06,3.560206190400996e-07,5.2050619499576769e-06,1.8769906965069049e-06,3.0800578094621739e-06,0.00048915194187448829,0.011084288884100839,9.4600201541673012e-12,3.4937115425427985e-12,9.3543923609807678e-07,2.9832576829416496e-07,4.0345274563366966e-09,7.2238297470613228e-05,0.00023337031825586551,0.00010136574767322629,4.7452006614368963e-07,1.8496587519351173e-05,5.5880225237318415e-07,9.7003433599340524e-06,2.669602423635928e-08,9.1404104309363573e-08,1.2550867936442411e-06,5.6110254085131817e-06,2.9333824165561833e-06,2.2083228702777337e-08,3.1358182409320407e-08,1.9844475083972483e-06,2.7975112407281975e-08,0.00010623954028039586,1.6110183601338305e-10,7.338532115800834e-09,0.00033489779851150476,2.6637768683073841e-08,3.4268821834077237e-07,4.7775154050764126e-08,1.3394361207314232e-07,6.146908757827708e-09,1.0185109687904771e-09,3.2866226631911574e-15,3.311858305209974e-09,5.2851674638418805e-06,5.6360294796981401e-09,6.7830897370484203e-09,3.4443572432427418e-10,4.9497052599393708e-09,0.0017563111950749518,1.9017372942343779e-09,0.00030648884200477265,1.9017316637841976e-09,8.1940141791263414e-06,4.858504985192273e-17,2.8310031349206055e-17,3.4120309674263865e-12,2.3843093542239172e-07,6.3750281676250669e-08,3.0823379109139456e-17,2.7383156554564481e-11,2.8631808281273307e-09,9.2257755072107562e-06,2.9710770773048088e-09,1.1591516642863647e-05,1.0794968702483773e-05,3.7101972183845425e-08,1.1798921846315844e-09,2.7903259835214794e-08,1.8837847989639472e-13,1.0362604210311864e-09,3.7675557485654497e-13,3.1458299084075644e-06,3.1660939950366211e-07,1.4399972886615548e-11,2.4040895317518937e-07,4.6057229016155245e-08,3.2526389108386771e-10,2.3683590888577613e-06,0.00037031932421316069,2.0080060598978382e-10
6.290779170911432e-08,0.3895929436535883,76.950000000000003,0.0,0.0,0.0,0.00017582279640048477,9.4978974047165377,0.0030674477557700395,0.014563452408650562,1.5607601645686583e-08,2.8044822594216198e-10,1.3879205990866688e-09,7.587650362545865e-07,0.074203756240301941,8.3298635452813495e-06,1.6240967826831413e-18,4.7115466981012722e-07,0.0026257936781770748,0.86098129781373778,0.00171954937483106,3.6298596270621246e-14,5.9636829340700867e-12,7.7496232273075206e-07,3.5717001326209138e-12,0.00023741121844202812,2.7302301076665449e-10,0.022767620254478899,0.024334416753754851,2.450145796458389e-06,1.3242644352190131e-06,4.9436835578763862e-10,0.006167429278298801,1.3198453170882937e-06,3.5644888864354745e-07,5.2047076792833807e-06,1.8792490672157263e-06,3.0837730439329168e-06,0.00048922660117170925,0.011088012518163937,9.4713997486792584e-12,3.4979141746869323e-12,9.3572798839092813e-07,2.9842337013139629e-07,4.0349625989986258e-09,7.2316803141011545e-05,0.00023362456903616512,0.0001013583489650151,4.7509261689785457e-07,1.8521889425992547e-05,5.5859768953442074e-07,9.6998982255261929e-06,2.6728205392775777e-08,9.1399907617447239e-08,1.2575980854431469e-06,5.6260196723391361e-06,2.9332560538771827e-06,2.2127415529884264e-08,3.1356847134890184e-08,1.9882999183058797e-06,2.8041827101725982e-08,0.0001064190738214412,1.6142495260749239e-10,7.3473976276506996e-09,0.00033580644193788984,2.6710034944198724e-08,3.4339390133773413e-07,4.7904764553723194e-08,1.343068835303888e-07,6.1595664889274697e-09,1.0205983073337317e-09,3.2955363849161861e-15,3.3188723198470623e-09,5.2963635891600466e-06,5.6428585600392852e-09,6.7828594950162709e-09,3.445024666107695e-10,4.955890909374757e-09,0.0017581746883657109,1.9023753932609136e-09,0.00030720913802057134,1.9023697600887657e-09,8.2141965494522522e-06,4.8685096297122357e-17,2.8368327468878764e-17,3.411883981281476e-12,2.3846765265504451e-07,6.3921252846752733e-08,3.0906017027891802e-17,2.7456595155213366e-11,2.8683441785481206e-09,9.2693715259970252e-06,2.9764487018692433e-09,1.1632415498479555e-05,1.0833132255249532e-05,3.7233130350140923e-08,1.1840631504264448e-09,2.8001724546485715e-08,1.892686011487616e-13,1.0381822489989048e-09,3.7853581402082969e-13,3.1564290498431732e-06,3.1743931416429529e-07,1.4437718934454768e-11,2.4125940998302399e-07,4.6256954237038511e-08,3.2459280357739927e-10,2.3710354235617956e-06,0.00037095885410006054,2.0114732780694611e-10
6.301510066122708e-08,0.3895929434610306,76.950000000000003,0.0,0.0,0.0,0.00017554281463697967,9.497894805243007,0.0030641575843439947,0.014550133831186921,1.5324714283916346e-08,2.7536681320784241e-10,1.3866509365110806e-09,7.5719993793688315e-07,0.074037382406092533,8.3222434445435539e-06,1.5946732566249013e-18,4.6803479862006483e-07,0.0026295632325753619,0.86114794674455619,0.0017196292700724619,3.6265390572915215e-14,5.9722423512211385e-12,7.7607619838465388e-07,3.564793084813865e-12,0.00023745729242313351,2.7109298470058316e-10,0.022766848938066277,0.024334417193222681,2.4500621222106546e-06,1.3242192111789993e-06,4.9446404511419941e-10,0.0061748316250725072,1.3214290790996525e-06,3.5687662874077955e-07,5.2043541231150197e-06,1.88150464363713e-06,3.0874836843650117e-06,0.00048930055617280705,0.011091731873431279,9.4827652397432876e-12,3.5021116037834765e-12,9.3601643459584609e-07,2.9852086250308802e-07,4.0353976164472933e-09,7.2395322934705074e-05,0.00023387886555897993,0.00010135096737736033,4.7566445930979678e-07,1.8547242168017783e-05,5.5839357692648931e-07,9.6994396626478311e-06,2.6760346943988955e-08,9.1395584264451832e-08,1.260109816996025e-06,5.6410295586565426e-06,2.9331255652145189e-06,2.2171610093736309e-08,3.1355467569722412e-08,1.9921488320238737e-06,2.8108537207789965e-08,0.00010659861257142703,1.6174812558205296e-10,7.3562655140780128e-09,0.00033671569906913539,2.6782349984058337e-08,3.4409964472430528e-07,4.8034462532684184e-08,1.3467040003632463e-07,6.1722252985105923e-09,1.0226858059744117e-09,3.3044561209179907e-15,3.3258873129186747e-09,5.3075612792107787e-06,5.6496903917327093e-09,6.7826297066268992e-09,3.4456905318648076e-10,4.9620788811723232e-09,0.0017600359486478763,1.9030127607611384e-09,0.00030792957123053669,1.9030071193871005e-09,8.2343995523937182e-06,4.878515129830812e-17,2.8426628514436264e-17,3.4117322034458996e-12,2.385040242613065e-07,6.4092336404064273e-08,3.0988709223916636e-17,2.7530082022380282e-11,2.8735086773769138e-09,9.3130937681022005e-06,2.9818215599821869e-09,1.1673368332019451e-05,1.0871346337167914e-05,3.7364462126061132e-08,1.1882396374984328e-09,2.8100319215355042e-08,1.9016129945993051e-13,1.0401046580650955e-09,3.8032120736371976e-13,3.1670448556174685e-06,3.182695656052176e-07,1.4475480291928076e-11,2.4211099401021818e-07,4.6457130651345148e-08,3.239232678670439e-10,2.3737122858894314e-06,0.00037159822630419045,2.0149396331937326e-10
6.31031155547772e-08,0.3895929433054059,76.950000000000003,0.0,0.0,0.0,0.00017531356945505185,9.4978926746811219,0.0030614615994843447,0.014539218860066906,1.5097815866177964e-08,2.7129111955565323e-10,1.3856104109355652e-09,7.5591894626713751e-07,0.073901210963533595,8.3159985516355492e-06,1.5710728215293408e-18,4.6549130231580949e-07,0.0026326529766977488,0.8612843433863373,0.0017196947272114511,3.6238177542923173e-14,5.9792581404699058e-12,7.7698919522754801e-07,3.5591588346908107e-12,0.00023749500245454444,2.6954463600163047e-10,0.022766217434150283,0.02433441754823553,2.4499936145595158e-06,1.3241821847168405e-06,4.9454236377607422e-10,0.0061808962014309821,1.3227266189671628e-06,3.5722706641559325e-07,5.2040646661929509e-06,1.8833525857736156e-06,3.0905237291899665e-06,0.00048936069190988289,0.011094779304209238,9.4920767217298047e-12,3.505550459343186e-12,9.3625279027193113e-07,2.9860074424546839e-07,4.0357545833253707e-09,7.245973545993665e-05,0.00023408747386773711,0.00010134492569717837,4.7613295675692669e-07,1.8568074542045885e-05,5.5822649829895667e-07,9.6990536003489685e-06,2.6786679933403346e-08,9.1391944408370913e-08,1.2621702673530954e-06,5.6533523632562089e-06,2.9330154814698054e-06,2.2207864247669511e-08,3.1354303235274305e-08,1.9953031032542176e-06,2.8163249399473273e-08,0.00010674587435495402,1.6201323389600844e-10,7.3635409955241653e-09,0.00033746192922496244,2.6841699140709573e-08,3.4467854057021002e-07,4.8140906028943676e-08,1.349687389265574e-07,6.1826088599227627e-09,1.0243980919151579e-09,3.3117765701129923e-15,3.3316417391698256e-09,5.3167467924065654e-06,5.6552956869951259e-09,6.7824415707591125e-09,3.4462355198246985e-10,4.9671559640887569e-09,0.0017615608915772865,1.9035349837094209e-09,0.00030852057241792616,1.9035293353402529e-09,8.2509854733060749e-06,4.8867222777552575e-17,2.847445074529209e-17,3.411604159150024e-12,2.3853360001038673e-07,6.4232742912068991e-08,3.1056573824092842e-17,2.7590391935452595e-11,2.8777454621851361e-09,9.3490490887856162e-06,2.9862293051084662e-09,1.1706998088767221e-05,1.0902727198663331e-05,3.7472309880961112e-08,1.1916693081880335e-09,2.8181283451208565e-08,1.9089541651722622e-13,1.041681853837409e-09,3.8178943878527521e-13,3.1757643855107617e-06,3.1895078879668481e-07,1.4506463571790008e-11,2.42810303616737e-07,4.6621652252628543e-08,3.2337527068118783e-10,2.375908243757413e-06,0.00037212252231959227,2.0177821021235819e-10
6.319113044832732e-08,0.38959294315185294,76.950000000000003,0.0,0.0,0.0,0.00017508468059212391,9.4978905454956344,0.003058767970523844,0.014528311937628508,1.487543486626465e-08,2.6729672095001457e-10,1.3845706575319329e-09,7.5464038118099135e-07,0.073765299006096366,8.3097582462395739e-06,1.5479345443255744e-18,4.6296162607035194e-07,0.002635740876024415,0.86142048014843431,0.0017197601186468711,3.621098449461564e-14,5.9862697512154292e-12,7.7790164706840399e-07,3.5535522649515521e-12,0.00023753264063680469,2.6802683417772371e-10,0.022765586943293496,0.0243344178984507,2.4499252143718663e-06,1.324145213660169e-06,4.9462053196773103e-10,0.0061869546243769483,1.3240228421980181e-06,3.5757714794715825e-07,5.2037756843610007e-06,1.8851986521127707e-06,3.0935606898962917e-06,0.00048942035996082532,0.011097823867680018,9.5013787612123643e-12,3.5089858226958718e-12,9.3648894042828808e-07,2.9868055251220793e-07,4.0361123595593417e-09,7.2524157453532931e-05,0.00023429611284401107,0.00010133889540287737,4.7660097867301487e-07,1.8588941265138612e-05,5.580597201616052e-07,9.6986586352331187e-06,2.681298633279754e-08,9.1388220578493647e-08,1.2642310096122552e-06,5.6656857150594047e-06,2.932902662189876e-06,2.224412353957711e-08,3.1353109535835916e-08,1.998455020285976e-06,2.8217958384720351e-08,0.00010689313974749654,1.6227837917886892e-10,7.3708189205423155e-09,0.00033820856975549598,2.6901080917134687e-08,3.4525747607063949e-07,4.8247408037864907e-08,1.3526724166711094e-07,6.1929931294384538e-09,1.0261104825256361e-09,3.3191010384822581e-15,3.3373968104575286e-09,5.3259333413326873e-06,5.6609020186180195e-09,6.7822537369371793e-09,3.446779472849211e-10,4.97223457493442e-09,0.0017630843367074872,1.9040567132604049e-09,0.00030911166389032459,1.9040510629510703e-09,8.2675852730395027e-06,4.8949299825272932e-17,2.8522276274225613e-17,3.4114729261850658e-12,2.3856294624692342e-07,6.4373224566114069e-08,3.1124474720198373e-17,2.7650734133684892e-11,2.8819830213746942e-09,9.3850894618569753e-06,2.9906378830931286e-09,1.1740664010286608e-05,1.093414191450441e-05,3.7580273950547217e-08,1.195102677400268e-09,2.8262334757458742e-08,1.9163126974790058e-13,1.043259441343423e-09,3.8326114249733374e-13,3.1844951218896596e-06,3.1963223656464923e-07,1.453745707277545e-11,2.4351036845780834e-07,4.6786477273418049e-08,3.2282831369157424e-10,2.378104555290043e-06,0.00037264671242433819,2.020624001651565e-10
6.327914534187744e-08,0.3895929430003594,76.950000000000003,0.0,0.0,0.0,0.00017485614744115435,9.497888417685413,0.003056076695437465,0.014517413058323332,1.4657478495243558e-08,2.6338167798283706e-10,1.3835316666018112e-09,7.5336424559962792e-07,0.073629646038478491,8.3035225604403537e-06,1.5252649264854745e-18,4.6044569484670675e-07,0.0026388269310565109,0.86155635752399451,0.0017198254444630934,3.618381158640665e-14,5.9932771570176041e-12,7.7881355405494957e-07,3.5479732756947822e-12,0.00023757020710625794,2.6653895010990787e-10,0.022764957460167011,0.02433441824396303,2.4498569249412807e-06,1.3241083046609114e-06,4.9469855231993857e-10,0.0061930068996805514,1.3253177488045335e-06,3.5792687440416661e-07,5.2034871751278003e-06,1.8870428443159108e-06,3.0965945693753692e-06,0.00048947956305498243,0.011100865568859133,9.5106713371064283e-12,3.5124176962547398e-12,9.3672488580495513e-07,2.9876028754851846e-07,4.0364700663972623e-09,7.2588588901345878e-05,0.00023450478244080536,0.00010133287643561565,4.7706852550421544e-07,1.8609842404291534e-05,5.5789324144408522e-07,9.6982548257464341e-06,2.6839266172710188e-08,9.1384413326125719e-08,1.2662920420075958e-06,5.6780296310144505e-06,2.9327871252936162e-06,2.2280387936866316e-08,3.1351886663694603e-08,2.0016045821628073e-06,2.8272664110162398e-08,0.00010704040879595735,1.625435617360259e-10,7.3780984418550055e-09,0.00033895561954466936,2.6960495221776698e-08,3.4583645078877012e-07,4.8353968378270561e-08,1.3556590782344122e-07,6.2033780992301363e-09,1.0278229767677708e-09,3.3264295179914481e-15,3.3431525250612266e-09,5.3351209183866763e-06,5.6665101797176362e-09,6.7820662031233765e-09,3.4473223833672777e-10,4.9773147580349619e-09,0.0017646062860211538,1.9045779538656365e-09,0.00030970284474602907,1.9045722969794028e-09,8.2841989509596909e-06,4.9031382437907922e-17,2.8570104989464998e-17,3.4113385392509691e-12,2.3859206431023862e-07,6.4513781158973345e-08,3.1192411807190772e-17,2.771110851357261e-11,2.8862213565510583e-09,9.4212149494015415e-06,2.9950472945214007e-09,1.1774366030036868e-05,1.0965590422496712e-05,3.7688354123589247e-08,1.1985397391439849e-09,2.8343472973847967e-08,1.9236886078289628e-13,1.0448374209220369e-09,3.8473632187522939e-13,3.1932370629115025e-06,3.2031390801817217e-07,1.4568460740120991e-11,2.4421118714687261e-07,4.6951605662829055e-08,3.2228239377944632e-10,2.3803012199116262e-06,0.00037317079669353816,2.0234653201270438e-10
6.336716023542757e-08,0.38959294285091445,76.950000000000003,0.0,0.0,0.0,0.00017462796939635725,9.4978862912493831,0.0030533877722018574,0.014506522216648627,1.444385555709127e-08,2.5954442639529206e-10,1.3824934413577244e-09,7.520905329504413e-07,0.073494251566326704,8.2972914833780332e-06,1.5030476821600649e-18,4.5794343401463763e-07,0.0026419111422966552,0.86169197600523295,0.0017198907047443371,3.6156658763433479e-14,6.0002803702601062e-12,7.7972491633534838e-07,3.542421701034321e-12,0.00023760770199898802,2.6508036832174145e-10,0.022764328979485469,0.02433441858486543,2.4497887442346108e-06,1.3240714553451505e-06,4.9477642440486115e-10,0.0061990530331056939,1.3266113404947617e-06,3.5827624589174283e-07,5.2031991360157572e-06,1.8888851641720519e-06,3.0996253705158793e-06,0.0004895383039058989,0.011103904412752826,9.5199544704503566e-12,3.5158460836353055e-12,9.3696062670090143e-07,2.9883994946549476e-07,4.0368278272966613e-09,7.2653029788831663e-05,0.00023471348261124377,0.00010132686873683831,4.7753559769626345e-07,1.863077802597075e-05,5.5772706108110381e-07,9.6978422300040486e-06,2.686551947047642e-08,9.1380523199450113e-08,1.2683533627763989e-06,5.690384128101803e-06,2.9326688885984793e-06,2.2316657407301415e-08,3.1350634810049083e-08,2.0047517879518977e-06,2.8327366522776837e-08,0.00010718768154704087,1.62808781125705e-10,7.3853796964145822e-09,0.00033970307747799658,2.701994196716868e-08,3.4641546428905472e-07,4.8460586899459741e-08,1.3586473694340537e-07,6.2137637614821605e-09,1.0295355732831169e-09,3.3337619964778666e-15,3.3489088770112494e-09,5.3443095159838547e-06,5.672120059354998e-09,6.7818789678819221e-09,3.4478642571607268e-10,4.9823964856345572e-09,0.001766126741497813,1.9050987051318107e-09,0.00031029411408567349,1.9050930402115332e-09,8.3008265064336313e-06,4.9113470529891462e-17,2.8617936885854238e-17,3.4112010134795079e-12,2.3862095553189998e-07,6.4654412484292004e-08,3.1260384987389159e-17,2.7771514992327364e-11,2.8904604687505741e-09,9.4574256133757886e-06,2.9994575405200676e-09,1.1808104081504907e-05,1.0997072660474962e-05,3.7796550186438999e-08,1.201980486321991e-09,2.8424697940176215e-08,1.9310819073882946e-13,1.0464157929231703e-09,3.8621497910696226e-13,3.2019902067380849e-06,3.2099580226857418e-07,1.4599474539130445e-11,2.4491275829793694e-07,4.7117037369609999e-08,3.2173750991326411e-10,2.3824982370480318e-06,0.00037369477520216216,2.0263060628572835e-10
6.344637363962268e-08,0.38959294271815725,76.950000000000003,0.0,0.0,0.0,0.00017442291227207597,9.4978843786310332,0.0030509697504512694,0.014496727326784498,1.4255226054869034e-08,2.561562211134813e-10,1.3815596973879105e-09,7.5094625497641432e-07,0.073372617147191829,8.2916874306116722e-06,1.4834233018462332e-18,4.5570302609361472e-07,0.0026446853563872569,0.86181381168976445,0.0017199493830345337,3.613223828237338e-14,6.0065796920961166e-12,7.8054467678675697e-07,3.5374485786069271e-12,0.00023764138631661137,2.6379219977555757e-10,0.022763764199620437,0.024334418887811331,2.4497274721164604e-06,1.3240383378518009e-06,4.9484638144368733e-10,0.0062044893066417108,1.3277744504005747e-06,3.5859037660281786e-07,5.2029403007317906e-06,1.8905416526924243e-06,3.1023504619481826e-06,0.00048959077768388184,0.011106636933408279,9.5283012392101107e-12,3.5189286547365742e-12,9.3717261871761107e-07,2.9891158270300478e-07,4.0371504268201005e-09,7.2711034646298081e-05,0.00023490133886646641,0.00010132147139432761,4.779555572206947e-07,1.8649649622553254e-05,5.575777529710869e-07,9.6974634293550552e-06,2.6889124765570702e-08,9.1376951678488127e-08,1.2702087965702415e-06,5.7015122364082973e-06,2.9325601818899224e-06,2.2349304244397432e-08,3.1349483519738348e-08,2.0075822579548272e-06,2.8376595818115586e-08,0.00010732023022720061,1.630475096175361e-10,7.3919348445824675e-09,0.00034037613766139805,2.7073471703044541e-08,3.4693660923869747e-07,4.8556593193100379e-08,1.3613382211328974e-07,6.2231114431158866e-09,1.0310769964248995e-09,3.3403646358155454e-15,3.3540901332725179e-09,5.3525801201283815e-06,5.6771699043623277e-09,6.7817107103984879e-09,3.4483510635542418e-10,4.9869713402761786e-09,0.0017674938758297132,1.9055669616984385e-09,0.00031082633140367338,1.9055612935347272e-09,8.3158031711406056e-06,4.9187354417825847e-17,2.8660988320155123e-17,3.4110745667474849e-12,2.3864676477613073e-07,6.4781044402976683e-08,3.1321591629377994e-17,2.7825908201746245e-11,2.8942763345853736e-09,9.4900880879033798e-06,3.0034274767375738e-09,1.1838499079994441e-05,1.1025435462436837e-05,3.789402555033457e-08,1.2050803037992842e-09,2.8497874448717942e-08,1.9377507533922662e-13,1.0478366635495282e-09,3.8754874584931955e-13,3.2098776130643541e-06,3.216096968525935e-07,1.4627395594560662e-11,2.4554481454384625e-07,4.7266185199411207e-08,3.2124799890109121e-10,2.3844758533977093e-06,0.00037416626549648276,2.0288622453455387e-10
6.352558704381779e-08,0.38959294258704297,76.950000000000003,0.0,0.0,0.0,0.00017421814185393237,9.4978824671241178,0.003048553630589583,0.014486938938926993,1.4069970493845426e-08,2.5282860863938266e-10,1.3806265720569648e-09,7.4980393252300513e-07,0.073251191350666767,8.2860871055247279e-06,1.4641528040875855e-18,4.5347357722736837e-07,0.0026474580777831442,0.86193543842533371,0.001720008008370671,3.6107834048350625e-14,6.0128756174570543e-12,7.8136399625516793e-07,3.5324974412831597e-12,0.00023767501286594742,2.6252684658905617e-10,0.02276320022365997,0.024334419187161952,2.4496662874557857e-06,1.3240052684054402e-06,4.9491621888512194e-10,0.0062099206141153374,1.3289364970349734e-06,3.5890422032497258e-07,5.2026818424632383e-06,1.8921966273109479e-06,3.1050730643659388e-06,0.00048964288118629514,0.011109367147346417,9.5366403706909224e-12,3.5220084070047679e-12,9.3738444562626199e-07,2.9898315690335175e-07,4.0374731170280376e-09,7.2769047127670711e-05,0.00023508921981450282,0.00010131608308980721,4.7837513297247381e-07,1.8668549251110175e-05,5.574286848997054e-07,9.6970776005511448e-06,2.6912708602487008e-08,9.1373313866132525e-08,1.2720644612369088e-06,5.7126489416346375e-06,2.9324493155425288e-06,2.2381955143855192e-08,3.1348309046273218e-08,2.0104108181425894e-06,2.8425822349222597e-08,0.00010745278197792554,1.6328626763871279e-10,7.3984914315662583e-09,0.00034104952672990872,2.7127027579537481e-08,3.474577849330191e-07,4.8652646367545071e-08,1.3640303860080443e-07,6.2324596736487001e-09,1.0326185004759922e-09,3.3469704977835737e-15,3.3592718987370912e-09,5.3608515392678778e-06,5.682221095446892e-09,6.7815426923390657e-09,3.4488370324778384e-10,4.991547451145372e-09,0.0017688598031931661,1.9060348234039031e-09,0.00031135861901470551,1.9060291504174032e-09,8.3307910756669409e-06,4.9261242654060772e-17,2.8704042269707136e-17,3.4109456103091588e-12,2.386723923108819e-07,6.4907736537664602e-08,3.1382827353160211e-17,2.7880327273793344e-11,2.8980928313839458e-09,9.5228196504047365e-06,3.0073980906831645e-09,1.186892316187428e-05,1.1053825490072668e-05,3.7991594455948806e-08,1.2081830960782561e-09,2.8571120978316331e-08,1.9444337043500778e-13,1.0492578525805474e-09,3.8888533360098483e-13,3.2177740908432888e-06,3.2222377053942886e-07,1.4655324793529215e-11,2.4617747815221448e-07,4.7415578636598567e-08,3.2075932370782051e-10,2.3864537544042745e-06,0.0003746376702398122,2.0314179611187619e-10
