Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237),S(2209),S(3466),S(3552),S(1954),S(2383),S(4082),C7H9(2044),S(2993),C7H10(115),S(1242),C5H6(500),S(4282)
7.53508043675675e-12,0.38948726905259223,76.950000000000003,0.0,0.0,0.0,0.99654372558265158,9.4999986148101012,1.8481005296382061e-05,0.00016408715590659543,0.00016274252945406431,1.2879865780308504e-06,1.5645411059700086e-11,0.0001273451360941235,0.00084851291990867012,8.9305528768955119e-08,7.4588384498645619e-15,4.9367586893818754e-13,9.1766725989964055e-10,0.0021080163613611219,2.7762024642801894e-08,3.891618073075927e-16,3.4659383305526115e-17,1.0982082765597703e-14,9.2653095395955973e-19,1.836906427442693e-08,1.3498308128617674e-07,1.2378553389772427e-08,1.2380513750835138e-08,1.2973585538616887e-12,6.5704192404816664e-13,1.1715502606087438e-12,7.3840844039856024e-09,1.5594431634696068e-12,3.6833169726469933e-13,1.0712616028967534e-20,5.5686018751865076e-13,1.479201169783564e-13,9.8379144770590607e-21,2.4618845868632235e-05,2.8051644414645351e-18,1.0366340651158363e-18,3.2949446721727144e-07,8.0124628068141814e-08,5.9577581746790384e-08,3.4365773222029858e-07,2.3963342360725532e-08,9.835704384392152e-21,2.2642385235287533e-15,5.5578668793731615e-17,5.4561157755246997e-17,8.7623599898104522e-20,2.2582589746376824e-14,6.16554538798762e-23,1.5895776364143145e-11,4.2637621881894328e-21,1.5300409234657976e-22,2.2091306858515296e-13,2.920326463972e-26,1.2444607939305768e-26,9.8362784643195205e-30,1.1034604535256559e-12,1.9539118498025208e-15,5.6166586768071894e-14,8.2728479744679166e-13,6.4523395547412119e-17,1.0012569604676965e-14,1.1390950134898287e-16,1.340139144699661e-16,5.77127307643875e-17,3.8510073773691004e-17,3.2884141882419934e-24,1.9041698996683766e-17,2.9401452722869677e-14,3.1377851331829742e-14,3.3679474201416635e-15,8.4135327409571793e-13,6.9409415933402825e-15,7.8355398807796449e-09,2.0403992729417001e-11,3.1459757003239989e-15,2.040399412937604e-11,3.5125232180321328e-15,4.5615976612679784e-25,2.6579987774971156e-25,1.7662494397557374e-28,5.0745682140279602e-26,2.8416799359578391e-16,1.4272359085955945e-25,1.2161802925508226e-19,1.9272777244099244e-18,2.1075941218594941e-17,1.1868697373418626e-18,9.4865702434363979e-18,1.4436690707096908e-19,3.656532289488887e-22,1.5086054431744874e-23,3.1017213377212358e-21,4.7163125067255914e-25,1.748676341685766e-19,8.5948437143281922e-25,1.4784232549700957e-19,3.8133503807052407e-19,1.7221580629949067e-23,2.6613172576299605e-21,1.068805918801009e-25,5.4477204812529653e-08,1.3607912333492929e-13,2.5925752065689328e-15,1.4040716577937731e-21
7.86975247921783e-12,0.389487268618321,76.950000000000003,0.0,0.0,0.0,0.9963905945824495,9.4999985151826003,1.9300327517555501e-05,0.00017134840194662568,0.00016989979861627732,1.3830133709467348e-06,1.6337760319641696e-11,0.00012732593724074266,0.00088771904108573055,9.3462200879314357e-08,8.0091468864250774e-15,5.6597020077459727e-13,1.0009631535691816e-09,0.0022054289438099093,3.0276615345886943e-08,4.0727511278223922e-16,3.6360561980896119e-17,1.2493964780431384e-14,1.0628030165868258e-18,2.0085213258720098e-08,1.4663299323227794e-07,1.4058240713589626e-08,1.4060471890556711e-08,1.4751206111406325e-12,7.4913818644048851e-13,1.2274896759246682e-12,7.8806696167820009e-09,1.6651602777556045e-12,3.9421705943320524e-13,1.4437777968183018e-20,6.1518679894388675e-13,1.6214975796387012e-13,1.326250278363496e-20,2.575930097928778e-05,3.0991174443443758e-18,1.1452314914410018e-18,3.4414041434926861e-07,8.2966234414327151e-08,5.9619021776841282e-08,3.5966510160219708e-07,2.6310911045403919e-08,1.3259389184851325e-20,2.5730621322389806e-15,6.6534416686640674e-17,6.5358388204510953e-17,1.0960791671245998e-19,2.4416440201765602e-14,8.0315585343427394e-23,1.7291639810802257e-11,5.3293781420129377e-21,1.9984289962609369e-22,2.4274436947673636e-13,3.9811211812129242e-26,1.6688407038488765e-26,1.3665555647787032e-29,1.2709447558820544e-12,2.1256624253491233e-15,6.406509246318339e-14,9.404770125442543e-13,7.3415183702956462e-17,1.0926628609079972e-14,1.2969454286010792e-16,1.5670539816398985e-16,6.5001319053310922e-17,4.1966665474967928e-17,3.845210986501703e-24,2.1613583617309883e-17,3.3427480783623148e-14,3.6283699657314336e-14,3.8398228392044839e-15,8.8035032516305259e-13,8.2383605271408856e-15,8.2778961509404454e-09,2.0611068968001391e-11,3.5375147325704998e-15,2.061107041709871e-11,4.131830790617326e-15,5.1376858744274682e-25,2.9936797677116347e-25,2.3076904759843576e-28,7.1192575295220054e-26,3.2297112452581196e-16,1.6204043965730377e-25,1.3824673684938563e-19,2.3015225233101855e-18,2.4023811339362568e-17,1.4459087134423134e-18,1.126102418759736e-17,1.7869929277293537e-19,4.5799387978067616e-22,1.8709671263196057e-23,3.8269047520051334e-21,5.3755907397762647e-25,2.1646380217441764e-19,9.7977773857719054e-25,1.8172138090642787e-19,4.5299611431588407e-19,2.0464089105665464e-23,3.2880472793612686e-21,1.3504902098819041e-25,5.4468991698561793e-08,1.5673068349853451e-13,3.0782630845227406e-15,1.6672304960660438e-21
8.216235596560074e-12,0.3894872681606319,76.950000000000003,0.0,0.0,0.0,0.99623208640205907,9.4999984100651833,2.0148429259614173e-05,0.00017886353887818854,0.00017730473062078708,1.4833611765480244e-06,1.7054317690301226e-11,0.00012730606421954626,0.00092830215673797697,9.7764211732128758e-08,8.5902697804113561e-15,6.4808996424033176e-13,1.0910078499125386e-09,0.0023062638024671117,3.2994205203131934e-08,4.2602175304238151e-16,3.8129494545247235e-17,1.4197473236921214e-14,1.2176553030612385e-18,2.1940801812179534e-08,1.5914885036710821e-07,1.5946441202878371e-08,1.5948977266380925e-08,1.6751022007500546e-12,8.5294027322118884e-13,1.2853943415914992e-12,8.409197468616949e-09,1.777695387843016e-12,4.2182376695665417e-13,1.9404089283257353e-20,6.7896236877508433e-13,1.7772795102781702e-13,1.7829546002889058e-20,2.6940049946567752e-05,3.4205393675560946e-18,1.2639752577846149e-18,3.5914761643895467e-07,8.5819355542714298e-08,5.9661218926470507e-08,3.7614130866295264e-07,2.8850772346907656e-08,1.7825173259361248e-20,2.9220569316343417e-15,7.9529811092428034e-17,7.8171458623031067e-17,1.3684659883328825e-19,2.637886029856019e-14,1.0437509210345322e-22,1.879454064050079e-11,6.6489284422139909e-21,2.6042388591159245e-22,2.6638562401322092e-13,5.4126625817478565e-26,2.2333155706223259e-26,1.8938857494258502e-29,1.4611979124199467e-12,2.3105905398319993e-15,7.2947509879052781e-14,1.0678991136520758e-12,8.3430449458926147e-17,1.1915401324753943e-14,1.4748195835256754e-16,1.828918042643587e-16,7.3106437368595686e-17,4.5698092965455754e-17,4.4877647070472001e-24,2.4505771439473909e-17,3.7959835325614368e-14,4.1856279750960448e-14,4.3716561028951681e-15,9.2071741060999778e-13,9.7543259716503317e-15,8.7437196216453847e-09,2.082526592254258e-11,3.9764053232594237e-15,2.0825267420928938e-11,4.8534263064602726e-15,5.7783124414302375e-25,3.3669666255157916e-25,3.0081705693083923e-28,9.9578854510369668e-26,3.6663094782147584e-16,1.8375704814795715e-25,1.5695864462264266e-19,2.7425207404040634e-18,2.7354227144712428e-17,1.7562837338217801e-18,1.3346465698977942e-17,2.207742859699667e-19,5.7227423486566416e-22,2.315718424250622e-23,4.7117692945349556e-21,6.1202630502178446e-25,2.6716626808084758e-19,1.1156886432509247e-24,2.2295241545276303e-19,5.3729299715907545e-19,2.427918576921087e-23,4.054746847564038e-21,1.7036194906202663e-25,5.446049018103259e-08,1.8018919560620448e-13,3.6492603917452179e-15,1.976628934244201e-21
8.562718713902318e-12,0.3894872676952686,76.950000000000003,0.0,0.0,0.0,0.99607360572604242,9.4999983030592805,2.0996393093662842e-05,0.00018637626621974821,0.00018470477018689204,1.5855908071248388e-06,1.7770645292654764e-11,0.00012728619465195761,0.00096887851033294144,1.0206484310574114e-07,9.1822904957740543e-15,7.3797225728956865e-13,1.1849274596184456e-09,0.0024070828353679277,3.5827958147107099e-08,4.4476238202053687e-16,3.990627747268867e-17,1.6047353932372285e-14,1.3872066660856288e-18,2.3876374348176289e-08,1.7212137003833621e-07,1.7992077435488958e-08,1.7994944267020475e-08,1.8919123511938247e-12,9.6567429103496575e-13,1.3432899190787005e-12,8.9523879955732513e-09,1.893370096405698e-12,4.5025299873778306e-13,2.5756149439170509e-20,7.4622360787323198e-13,1.9418863442896687e-13,2.3672817899984968e-20,2.8120841054258063e-05,3.7595359669085061e-18,1.389209985695892e-18,3.7399805900318165e-07,8.8584992748850493e-08,5.9702714042084921e-08,3.9252045926093882e-07,3.1501054191413421e-08,2.3666763579773161e-20,3.3023582670073475e-15,9.4367497723133732e-17,9.2806964715254373e-17,1.6929538081902747e-19,2.8405953151363938e-14,1.3416659040556457e-22,2.0355734239177924e-11,8.2200536832846448e-21,3.3567595475235434e-22,2.910757560400665e-13,7.2658814269402798e-26,2.9541610678220501e-26,2.5903862022148526e-29,1.6693577478288928e-12,2.5026986205373725e-15,8.2570637987447299e-14,1.2061424317907123e-12,9.4301982818582327e-17,1.2947420921706484e-14,1.667981766869311e-16,2.1198276274185087e-16,8.1792391101901701e-17,4.9585048878341333e-17,5.2015889647790231e-24,2.7640506645063001e-17,4.2877280537998373e-14,4.7950164617485975e-14,4.9492326000464115e-15,9.6107815956830382e-13,1.1458386134636335e-14,9.2175389424972101e-09,2.1039276376020869e-11,4.4509899242287096e-15,2.1039277922063685e-11,5.6631386656208258e-15,6.4648481203797586e-25,3.7670042729464792e-25,3.8785015434256193e-28,1.3735064900720085e-25,4.1397448239001611e-16,2.0728754268670432e-25,1.7725126785747128e-19,3.2425569944177415e-18,3.0980683811071491e-17,2.1137619003243635e-18,1.5705945521841085e-17,2.7036133860114264e-19,7.0820458974038525e-22,2.8406143847044244e-23,5.749950393943649e-21,6.9309449954609431e-25,3.2655140465774661e-19,1.2636878397102625e-24,2.7122123781911284e-19,6.3275480804699779e-19,2.8600477087664339e-23,4.9567861179061075e-21,2.1292848655985328e-25,5.4451990140945992e-08,2.0585501698701368e-13,4.2955081760790061e-15,2.3268198946862503e-21
8.909201831244561e-12,0.38948726722276394,76.950000000000003,0.0,0.0,0.0,0.99591515254892737,9.4999981942788647,2.1844219043598502e-05,0.00019388658477019249,0.00019210003247984204,1.6895882936338526e-06,1.8486743202693691e-11,0.00012726632853813551,0.0010094481030416594,1.0636409545569339e-07,9.7845490273204353e-15,8.3598381496139639e-13,1.2827216774447038e-09,0.0025078860455060963,3.8777799791379842e-08,4.6349700170179542e-16,4.1690910561305782e-17,1.8049343832682268e-14,1.5721548424603149e-18,2.5891670911237888e-08,1.8554454088859443e-07,2.0200753347839358e-08,2.020397777088127e-08,2.1261560385424625e-12,1.0876693752261608e-12,1.4011764101044852e-12,9.510236417704512e-09,2.0121833798439385e-12,4.7950543226843143e-13,3.3798128758470622e-20,8.1700592418161458e-13,2.1155338502893331e-13,3.1073042891841997e-20,2.9301670210000761e-05,4.1162858495369451e-18,1.5210016222240149e-18,3.8869330813754111e-07,9.126591324169252e-08,5.9743520763852301e-08,4.0880325510584636e-07,3.4260832333903747e-08,3.1064769430611604e-20,3.715536477380534e-15,1.1121773818545541e-16,1.0943376373200327e-16,2.0767766408764299e-19,3.0497478328114427e-14,1.7073359465822737e-22,2.1974734699371413e-11,1.0077591218994102e-20,4.2833509828340631e-22,3.1680607365341039e-13,9.6399884944307929e-26,3.8659726337175099e-26,3.500307195827675e-29,1.8961828794270619e-12,2.7019268400740944e-15,9.2957427756064971e-14,1.3556168145760505e-12,1.0606243989085734e-16,1.402274529062756e-14,1.8770182493908055e-16,2.4414418030728553e-16,9.1070520282234574e-17,5.3627591225200904e-17,5.9907546718270507e-24,3.1026845960817708e-17,4.8194392450194486e-14,5.4584192821685889e-14,5.5742371097664374e-15,1.0014325732255641e-12,1.3363134373120344e-14,9.6993576086344648e-09,2.1253103584895484e-11,4.962895464894184e-15,2.1253105176939817e-11,6.567534480861868e-15,7.1981892254831216e-25,4.1943149834363458e-25,4.9503969939181009e-28,1.8702716950290077e-25,4.6513785706762178e-16,2.3269804682358244e-25,1.9918309530804749e-19,3.8063957779114929e-18,3.4916059413260108e-17,2.5227348920907969e-18,1.8361865698153097e-17,3.2840913343071056e-19,8.6869154797513798e-22,3.4558683066505061e-23,6.9597676475818506e-21,7.81047854447913e-25,3.9559600194084783e-19,1.4243014744417306e-24,3.2737103470460527e-19,7.4030887671900237e-19,3.3470078820048515e-23,6.0110265086488694e-21,2.6386912688025825e-25,5.4443491578375551e-08,2.3382157512509497e-13,5.0231964530316705e-15,2.7211603368896764e-21
9.255684948586805e-12,0.3894872667436201,76.950000000000003,0.0,0.0,0.0,0.99575672686524352,9.4999980838311835,2.2691907133313433e-05,0.00020139449532811485,0.00019949062594065838,1.7952463819967875e-06,1.9202611496399927e-11,0.00012724646587334966,0.0010500109360363074,1.1066196923866231e-07,1.039642425683679e-14,9.4249142435981226e-13,1.3843901994486501e-09,0.0026086734358774142,4.184365578938051e-08,4.8222561407619295e-16,4.3483393612242248e-17,2.0209146411989757e-14,1.7731977342432598e-18,2.7986432349598147e-08,1.9941243466241997e-07,2.2577999132102383e-08,2.2581608900028646e-08,2.3784302766301324e-12,1.2192503277379043e-12,1.4590538163946421e-12,1.0082737956131225e-08,2.1341342147849757e-12,5.0958171079434774e-13,4.3884252941543568e-20,8.9134340018407501e-13,2.2984366242178595e-13,4.035729532431899e-20,3.0482533420230869e-05,4.4909609366610306e-18,1.6594136457578943e-18,4.0323491635331738e-07,9.3864795907510767e-08,5.9783651591380278e-08,4.2499039523874089e-07,3.7129189494673123e-08,4.0346125290045506e-20,4.1631876512186482e-15,1.3025865149232574e-16,1.2822850677027609e-16,2.5278224105406414e-19,3.2653234898010417e-14,2.1525539532760504e-22,2.3651060091508518e-11,1.2259522930924179e-20,5.4150759144847163e-22,3.4356794084361377e-13,1.2652151324739012e-25,5.0092346762451991e-26,4.6770810456320522e-29,2.1424255630268495e-12,2.9082158608377404e-15,1.0413020543172035e-13,1.5167286826328941e-12,1.1874420372980439e-16,1.5141434104748494e-14,2.1025103997995657e-16,2.7954208507185657e-16,1.0095156947316602e-16,5.7825801514424683e-17,6.8593357186439523e-24,3.4673769342997963e-17,5.3925623201801811e-14,6.1776684808879942e-14,6.24833222961703e-15,1.0417806527713711e-12,1.5481254366868806e-14,1.0189178742222703e-08,2.1466750371919056e-11,5.5137789110181177e-15,2.1466752008287219e-11,7.5733830834885995e-15,7.9791850054440663e-25,4.6493936058146961e-25,6.2598675905557337e-28,2.5166001935911269e-25,5.2025579797960698e-16,2.6005399342152684e-25,2.2281201305138989e-19,4.4389475899592797e-18,3.917326356793907e-17,2.9877582023177852e-18,2.1337414301777455e-17,3.9594020041207238e-19,1.0568830818409728e-21,4.1724957257366378e-23,8.3607961533835814e-21,8.7617102018704363e-25,4.7533147019879475e-19,1.5980569827568035e-24,3.9230699923017568e-19,8.6091681845480567e-19,3.8931666614666746e-23,7.2356194270062146e-21,3.2442550807085206e-25,5.4434994491270694e-08,2.6418150618795419e-13,5.8387373298104197e-15,3.1631277177829074e-21
9.602168065929048e-12,0.38948726625831087,76.950000000000003,0.0,0.0,0.0,0.99559832866952114,9.4999979718171588,2.3539457386695162e-05,0.00020889999869181628,0.00020687665268258744,1.9024641371687771e-06,1.991825024974456e-11,0.00012722660665535904,0.001090567010488132,1.1495846491090908e-07,1.1017331660212031e-14,1.0578617634269444e-12,1.4899327228148199e-09,0.0027094450094746021,4.5025451834381011e-08,5.0094822113195437e-16,4.5283726428749343e-17,2.2532431847252381e-14,1.9910330992173311e-18,3.0160400312722839e-08,2.1371920464606444e-07,2.5129272253343151e-08,2.5133296037492665e-08,2.6493242269882371e-12,1.3607376770990615e-12,1.5169221396701911e-12,1.0669887833079778e-08,2.2592215780909928e-12,5.4048244455033484e-13,5.6424464104645035e-20,9.6926884059455467e-13,2.4908080999934763e-13,5.1904272737172425e-20,3.1663426787302119e-05,4.8837267041418316e-18,1.8045071548478043e-18,4.1762442232810917e-07,9.6384234050463099e-08,5.9823118608269735e-08,4.4108257566175407e-07,4.0105215325463225e-08,5.1889360107491959e-20,4.6469329797562611e-15,1.5167621337605195e-16,1.4937563555378232e-16,3.0546622313904032e-19,3.4873054304015393e-14,2.690580915969062e-22,2.5384232426332249e-11,1.4807116421020079e-20,6.7870250839947411e-22,3.7135278208925573e-13,1.6439841506928028e-25,6.4310452471772172e-26,6.1847681023602792e-29,2.4088317409377478e-12,3.1215068303791907e-15,1.1611069134252462e-13,1.6898810577914697e-12,1.3237938658185407e-16,1.6303548833836496e-14,2.3450347251096283e-16,3.1834246856102754e-16,1.1144572413756598e-16,6.2179781503154545e-17,7.8114050975023698e-24,3.8590180611569865e-17,6.0085302061680352e-14,6.9545459088919399e-14,6.9731586826546622e-15,1.0821223993950145e-12,1.782549963601164e-14,1.0687005114434201e-08,2.1680219439830886e-11,6.1053272450679784e-15,2.1680221118822095e-11,8.6876536478026343e-15,8.8086405177261276e-25,5.1327092391122191e-25,7.8475988614059265e-28,3.3491742992988051e-25,5.7946164213659175e-16,2.8942013168949769e-25,2.4819531033314742e-19,5.1452654851132007e-18,4.3765237189693583e-17,3.5135472574330807e-18,2.4656555551920053e-17,4.7405327015733019e-19,1.2761768439222067e-21,5.0023402435079955e-23,9.973887971658458e-21,9.7874909740610078e-25,5.6684352865719103e-19,1.7854830788255215e-24,4.6699822739662017e-19,9.9557424133665903e-19,4.5030462690571808e-23,8.6500461378961022e-21,3.9596838243126942e-25,5.4426498878662336e-08,2.9702666100349571e-13,6.7487626551581169e-15,3.6563187165866315e-21
9.948651183271292e-12,0.38948726576728343,76.950000000000003,0.0,0.0,0.0,0.99543995795629103,9.499997858331783,2.4386869827626474e-05,0.00021640309565930697,0.00021425820886437013,2.0111465703602159e-06,2.0633659538686617e-11,0.00012720675088552586,0.0011311163275671361,1.1925358292797818e-07,1.164672114864516e-14,1.1824612571661632e-12,1.599348945696673e-09,0.0028102007692865183,4.8323113659473457e-08,5.19664824854181e-16,4.7091908815723619e-17,2.5024837211436199e-14,2.2263582747634704e-18,3.2413317248839598e-08,2.284590841578316e-07,2.7859958447838468e-08,2.7864425825752357e-08,2.9394193067393014e-12,1.5124477372900149e-12,1.5747813816452765e-12,1.1271681271925152e-08,2.3874444468683818e-12,5.7220821195238535e-13,7.1890441894832685e-20,1.0508138183449954e-12,2.6928605602315819e-13,6.614990942722937e-20,3.284434650674551e-05,5.2947424144555383e-18,1.956340953857712e-18,4.3186335090047509e-07,9.8826738116393753e-08,5.9861933658691418e-08,4.5708048921141835e-07,4.3188006372972143e-08,6.6130206438851869e-20,5.1684181222111677e-15,1.7566425235978025e-16,1.7306737594020902e-16,3.6665796512060673e-19,3.7156794510763353e-14,3.3362599070726052e-22,2.7173777619376756e-11,1.7765066106225307e-20,8.4386562475297915e-22,4.0015208520641205e-13,2.1163377658561885e-25,8.1858978527919684e-26,8.0996626141988287e-29,2.696141089736709e-12,3.3417413770272789e-15,1.2892001786847556e-13,1.8754735910081319e-12,1.4699983211092259e-16,1.7509152748130367e-14,2.605162910593314e-16,3.6071114503439556e-16,1.2256264492212178e-16,6.6689650508013746e-17,8.8510314506287734e-24,4.2784908077646541e-17,6.6687636437681627e-14,7.7907847702277459e-14,7.7503356187336917e-15,1.1224578142850642e-12,2.0408674400399906e-14,1.1192839166150862e-08,2.1893513446608852e-11,6.7392574452191229e-15,2.1893515166498847e-11,9.9175122879147062e-15,9.6873193383960867e-25,5.6447068115599671e-25,9.7593450981554928e-28,4.4117758666946623e-25,6.4288735056837513e-16,3.2086053397568311e-25,2.7538968521413987e-19,5.9305416978192841e-18,4.8704952248160911e-17,4.1049736288267713e-18,2.8344020036222705e-17,5.6392558633460081e-19,1.5302283348403853e-21,5.9580989063522226e-23,1.1821192050566012e-20,1.0890676335562566e-24,6.7127182739157405e-19,1.9871097457526015e-24,5.5247958350262716e-19,1.1453104559009695e-18,5.1813222627750421e-23,1.0275156898214164e-20,4.8000579868701888e-25,5.4418004741146913e-08,3.3244811100795533e-13,7.7601216996221073e-15,4.2044479761882197e-21
1e-11,0.38948726527095945,76.950000000000003,0.0,0.0,0.0,0.99541648974594821,9.4999978413935722,2.451244467334591e-05,0.00021751485034410533,0.00021535178111388832,2.0273724141450234e-06,2.0739663715414725e-11,0.00012720380855282609,0.0011371251636940489,1.1989000246496302e-07,1.1740686431494271e-14,1.2017344475677327e-12,1.6158939982621818e-09,0.0028251314330587449,4.8821680849892871e-08,5.2243811588541483e-16,4.7360549385900875e-17,2.5408942678756023e-14,2.2627639953299645e-18,3.2753901116985032e-08,2.3068003722347302e-07,2.8280235771650841e-08,2.828477146134274e-08,2.984080132317081e-12,1.5358200129369638e-12,1.5833553518874498e-12,1.1362112699635594e-08,2.40671379464392e-12,5.769802013847536e-13,7.4463381036610586e-20,1.0632086109369854e-12,2.7236412983022503e-13,6.8520260709663383e-20,3.3019360887717107e-05,5.3572171141793096e-18,1.979419681985306e-18,4.3396084175156432e-07,9.9182320752570156e-08,5.9867631285686838e-08,4.594434025422572e-07,4.3653905221263847e-08,6.8499744568917521e-20,5.2490146231979187e-15,1.7945016658462223e-16,1.768070769813198e-16,3.7651053039017261e-19,3.7500675850249477e-14,3.4420936244547492e-22,2.7443755912546502e-11,1.8241241086700215e-20,8.7098512599265595e-22,4.0450594008062821e-13,2.1954001473953518e-25,8.4780109547902023e-26,8.4234015153249005e-29,2.7405435927469092e-12,3.3749673864271635e-15,1.3089013984621717e-13,1.9040610315605492e-12,1.4925233796509167e-16,1.7691527386119694e-14,2.6452462871117563e-16,3.6730387008823889e-16,1.2426372384059971e-16,6.7371284657626541e-17,9.0128011730332501e-24,4.3430780778968533e-17,6.770462438381687e-14,7.919869303753459e-14,7.870064971059836e-15,1.1284349863112517e-12,2.0812611364559668e-14,1.1268485240242771e-08,2.1925108892888828e-11,6.8369178973120616e-15,2.1925110618691875e-11,1.0110057745875253e-14,9.8217722202841417e-25,5.7230511933142951e-25,1.0073280636149834e-27,4.5918734071580267e-25,6.5265405116364224e-16,3.2570035646887829e-25,2.7957740867214059e-19,6.0539604541483415e-18,4.9467396489509677e-17,4.1985117169576147e-18,2.8923383075423566e-17,5.783207422261008e-19,1.5710714159012505e-21,6.1112708468421958e-23,1.2116302105981056e-20,1.1060928356600466e-24,6.879190427001771e-19,2.0182313859842721e-24,5.6613224180695291e-19,1.1688486139979723e-18,5.2879542342080146e-23,1.0535261203309371e-20,4.936219986470526e-25,5.4416746035049769e-08,3.3792227858496431e-13,7.919054425535616e-15,4.290586918666082e-21
1.0295134300613535e-11,0.38948726527095945,76.950000000000003,0.0,0.0,0.0,0.99528161472008547,9.4999977434644389,2.5234144479985412e-05,0.0002239037870283062,0.00022163538504103665,2.1212042887040424e-06,2.1348839439171676e-11,0.000127186898564608,0.0011716588884432635,1.2354732374542351e-07,1.2284075039836359e-14,1.3166559503797598e-12,1.7126385670717552e-09,0.002910940718301106,5.1736567037548791e-08,5.3837542722801527e-16,4.8907940579653419e-17,2.7691966665314404e-14,2.4798699333420426e-18,3.4744926402472933e-08,2.4362638508783296e-07,3.0775372702718765e-08,3.078031414653927e-08,3.2492892944665415e-12,1.6746926654960231e-12,1.6326315440341593e-12,1.1888113497236279e-08,2.5188017984779965e-12,6.0475956074710885e-13,9.0821996352753414e-20,1.1360087188899426e-12,2.9048051469320753e-13,8.3593341856992498e-20,3.4025288864654351e-05,5.7241613401761545e-18,2.1149716354824597e-18,4.4595321320352852e-07,1.011947383686106e-07,5.9900108214025249e-08,4.7298482557122231e-07,4.63766660407571e-08,8.35675609523025e-20,5.7293125829739641e-15,2.0242444282788728e-16,1.9950372839861833e-16,4.3735998475477869e-19,3.9504335265565535e-14,4.1061337352871745e-22,2.9019225457079875e-11,2.1181634165785336e-20,1.0414147305475687e-21,4.2995740285994863e-13,2.7008674986917291e-25,1.0336523525787635e-25,1.0512071585953962e-28,3.0050870677894872e-12,3.5688616057143639e-15,1.4257874660493012e-13,2.0739025900159851e-12,1.6263711760186442e-16,1.8758310913735575e-14,2.8834618593439355e-16,4.0681362693770427e-16,1.3431149991605941e-16,7.1355543204230025e-17,9.982276014172007e-24,4.7266705164418196e-17,7.3746712877177809e-14,8.6880710983028935e-14,8.5814609101164424e-15,1.1627868986305625e-12,2.3243615740709943e-14,1.1706683027428197e-08,2.2106634946205073e-11,7.4173164630566911e-15,2.2106636705245781e-11,1.1270319129937497e-14,1.061594611184865e-24,6.1858085662887301e-25,1.2046339671803716e-27,5.756317331436716e-25,7.1066352103173664e-16,3.5443860233846705e-25,3.0445125003327594e-19,6.8001043409739537e-18,5.4005411526423741e-17,4.7670613353221408e-18,3.242529504451372e-17,6.6681517658020543e-19,1.8229589256416188e-21,7.0533471296435189e-23,1.3926172637623331e-20,1.2074126195332508e-24,7.8980950708838373e-19,2.2034682257051416e-24,6.4985353352036895e-19,1.3111881872103113e-18,5.9328222267430309e-23,1.2133209349741018e-20,5.7819149889849748e-25,5.4409512079058289e-08,3.7053615416269334e-13,8.8798788663767371e-15,4.8113468610947977e-21
