Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534)
3.415942922495825e-08,0.30516556584670945,76.950000000000003,0.0,0.0,0.0,6.9975556042449057e-05,9.4999792385145732,0.002106120226029619,0.01246861784635757,6.998039001961127e-09,1.1913519481641806e-10,1.3306880950788379e-09,1.1386030663624885e-06,0.057614221668510483,7.8147848196765187e-06,6.2029966702378838e-19,8.857113817453596e-08,0.00027318855218768739,0.88904488064051812,0.00076771561844265113,3.1115445181049337e-14,9.9377492577037084e-13,1.1327422109373733e-07,2.6210406696890609e-12,0.00029896402696944906,2.1121471550188186e-10,0.018480272267529047,0.018965660355304368,2.2796227063437719e-06,1.2039537909741949e-06,2.151632587792054e-09,0.0059460803310781522,1.4588049826094902e-06,3.8500315388984265e-07,2.4274432800781677e-06,1.405505867339795e-06,4.2466850972918215e-06,0.00019497176480975679,0.011873975974495726,8.6608333533195035e-12,3.301269799203089e-12,1.2940517671297469e-06,4.2516517397004797e-07,8.2491648959729254e-09,0.00013159408637359685,0.00041449183133492772,4.3553047549174147e-05,4.9279851350374921e-07,5.6309656934285401e-06,4.6075715300683423e-07,5.1702059193810378e-06
3.430211491436976e-08,0.3051655656167331,76.950000000000003,0.0,0.0,0.0,6.9679027711853464e-05,9.4999792397393676,0.0021021709063410404,0.012446661699045401,6.611449388010863e-09,1.1255284217954427e-10,1.3283448707066409e-09,1.1323484458392295e-06,0.057256435400069791,7.8010236715112305e-06,5.8602741728643105e-19,8.6910055951069534e-08,0.00027417764317447127,0.88939674627536414,0.00076773306379309748,3.1060653621045368e-14,9.9737216698646978e-13,1.136850409888242e-07,2.615591611362782e-12,0.00029908282028499633,2.0744475018197764e-10,0.018480134173998717,0.018965660868079187,2.2796056737709837e-06,1.2039447952667171e-06,2.1524841684706751e-09,0.0059660444799261867,1.4637029779747593e-06,3.8629585919090198e-07,2.4274066566633185e-06,1.4102257205683534e-06,4.2609881985809258e-06,0.00019504195605084886,0.011883511446409175,8.6899174564388324e-12,3.3123558530218809e-12,1.2949719315737461e-06,4.254939205078599e-07,8.2502128163777868e-09,0.0001319523332473175,0.00041562262925454895,4.3552209098209659e-05,4.9445911651601852e-07,5.6326268408785875e-06,4.6072594455781506e-07,5.1718982807291608e-06
3.444480060378127e-08,0.30516556539110984,76.950000000000003,0.0,0.0,0.0,6.938419523828024e-05,9.4999792409617516,0.0020982288942158573,0.012424745182599967,6.2481928883953122e-09,1.0636778379031478e-10,1.3260058758353955e-09,1.126134510786919e-06,0.056900981326061507,7.7872873621089213e-06,5.5382375433343497e-19,8.528012355375609e-08,0.00027516544131136024,0.88974629573968056,0.0007677504312022384,3.1005960959371373e-14,1.000964706731913e-12,1.1409532404357319e-07,2.6102447360981097e-12,0.00029920083167250285,2.039004418188598e-10,0.018479998667081433,0.018965661356376756,2.2795889602377519e-06,1.2039359680590749e-06,2.1533301435838459e-09,0.0059859716091429996,1.4685918909495913e-06,3.8758616741729831e-07,2.4273707193752208e-06,1.4149368217118493e-06,4.2752647771942797e-06,0.00019511082531661447,0.011893021073360578,8.7189476284672818e-12,3.3234213498039687e-12,1.2958900157269669e-06,4.2582182010687192e-07,8.2512772613547848e-09,0.00013231066389306499,0.00041675369080765713,4.3551386147530798e-05,4.9611664019280165e-07,5.6342568347874674e-06,4.6069532102601387e-07,5.1735589035167168e-06
3.458748629319278e-08,0.3051655651697614,76.950000000000003,0.0,0.0,0.0,6.9091048062578975e-05,9.4999792421817535,0.0020942941768132385,0.012402868223765252,5.9068456542659226e-09,1.0055577563117305e-10,1.3236711026474575e-09,1.1199609959700977e-06,0.056547844232873568,7.7735758455585809e-06,5.2356244715437211e-19,8.3680756997055831e-08,0.0002761519472831292,0.89009354410163488,0.00076776772113100065,3.0951367013227509e-14,1.0045525474944179e-12,1.1450507054155579e-07,2.6049981283100808e-12,0.00029931806621894794,2.0056803436341743e-10,0.018479865699037014,0.018965661821661636,2.2795725598556657e-06,1.2039273062413222e-06,2.1541705495993497e-09,0.0060058617905668632,1.4734717391588996e-06,3.8887408322070074e-07,2.4273354555480862e-06,1.4196391877543073e-06,4.2895148845991839e-06,0.0001951783975000545,0.011902505018277285,8.7479239740625653e-12,3.3344663294419715e-12,1.2968060325786653e-06,4.2614887809289786e-07,8.2523581208706751e-09,0.00013266907862106503,0.00041788501697969803,4.3550578423666123e-05,4.9777109050968532e-07,5.635856259370645e-06,4.6066527146643289e-07,5.1751883829060843e-06
3.473017198260429e-08,0.30516556495261016,76.950000000000003,0.0,0.0,0.0,6.8799575693409518e-05,9.4999792433994106,0.002090366741310416,0.012381030749426128,5.5860708687349855e-09,9.5094055586525751e-11,1.3213405433402141e-09,1.1138276378835479e-06,0.056197009006159565,7.7598890760374835e-06,4.9512498053846404e-19,8.2111383233780418e-08,0.00027713716177950846,0.89043850633116528,0.00076778493403706891,3.0896871600165441e-14,1.0081356917797389e-12,1.1491428076840562e-07,2.5998499082869793e-12,0.00029943452897814894,1.9743461248196062e-10,0.018479735222964144,0.018965662265309088,2.2795564668397853e-06,1.2039188067581629e-06,2.1550054227472346e-09,0.0060257150958854169,1.4783425401906445e-06,3.9015961124302536e-07,2.4273008527385718e-06,1.4243328356441413e-06,4.3037385721550474e-06,0.00019524469702578086,0.01191196344301286,8.7768465976629932e-12,3.3454908317448778e-12,1.297719995032195e-06,4.2647509975662017e-07,8.2534552856035409e-09,0.00013302757773932299,0.00041901660874906871,4.3549785657161567e-05,4.9942247342972917e-07,5.6374256878908315e-06,4.6063578513777021e-07,5.176787302903154e-06
3.48728576720158e-08,0.3051655647395801,76.950000000000003,0.0,0.0,0.0,6.8509767706797199e-05,9.4999792446147513,0.0020864465749026967,0.012359232686608049,5.2846134256151646e-09,8.9961252837144641e-11,1.3190141901260448e-09,1.1077341747410067e-06,0.055848460630191138,7.7462270078109424e-06,4.6840008331959488e-19,8.0571439950839685e-08,0.00027812108549515082,0.89078119730062144,0.00076780207037491276,3.0842474538087363e-14,1.0117141421115433e-12,1.153229550118047e-07,2.5947982315208938e-12,0.00029955022497097771,1.944880501546928e-10,0.01847960719278826,0.018965662688610569,2.279540675507143e-06,1.2039104666081568e-06,2.1558347990213658e-09,0.0060455315966360165,1.4832043115959122e-06,3.9144275611645656e-07,2.4272668987225894e-06,1.4290177822942338e-06,4.3179358911136511e-06,0.00019530974785880709,0.011921396508354205,8.8057156034879073e-12,3.356494896438212e-12,1.2986319159055763e-06,4.2680049035382209e-07,8.2545686469381884e-09,0.00013338616155363761,0.00042014846708716183,4.3549007582573762e-05,5.0107079490349605e-07,5.6389656828631413e-06,4.6060685149869844e-07,5.1783562365662114e-06
3.501554336142731e-08,0.30516556453059657,76.950000000000003,0.0,0.0,0.0,6.8221613745691255e-05,9.4999792458278005,0.0020825336648034676,0.012337473962476779,5.0012949335237717e-09,8.5137302794581705e-11,1.3166920352322953e-09,1.1016803464639465e-06,0.055502184187214358,7.7325895952321674e-06,4.4328328546643824e-19,7.9060375368763753e-08,0.0002791037191295994,0.89112163178540238,0.00076781913059580879,3.0788175645245434e-14,1.0152879010312961e-12,1.1573109356146988e-07,2.5898412880506072e-12,0.00029966515918557521,1.9171696241708241e-10,0.01847948156324947,0.018965663092778834,2.2795251802752542e-06,1.2039022828429317e-06,2.1566587141809701e-09,0.0060653113642060857,1.488057070889005e-06,3.9272352246347007e-07,2.4272335814921109e-06,1.4336940445820174e-06,4.3321068926193806e-06,0.00019537357351317691,0.011930804374028568,8.8345310955381992e-12,3.3674785631642298e-12,1.299541807932061e-06,4.2712505510561802e-07,8.2556980969615846e-09,0.00013374483036761572,0.00042128059295841106,4.354824393845951e-05,5.0271606086907951e-07,5.6404767962564144e-06,4.6057846020420613e-07,5.179895746210922e-06
3.515822905083882e-08,0.30516556432558556,76.950000000000003,0.0,0.0,0.0,6.7935103519526534e-05,9.4999792470385902,0.0020786279982441991,0.012315754504338092,4.7350090254574688e-09,8.0603367236855514e-11,1.3143740709012476e-09,1.0956658946704322e-06,0.055158164856810507,7.7189767927420854e-06,4.1967650225397497e-19,7.7577648044931619e-08,0.00028008506338725433,0.89145982446458705,0.0007678361151478673,3.0733974740241082e-14,1.0188569710981414e-12,1.1613869670913937e-07,2.5849773018166298e-12,0.00029977933657756526,1.8911066005196292e-10,0.018479358289890439,0.018965663478952739,2.2795099756606296e-06,1.2038942525664009e-06,2.1574772037521622e-09,0.0060850544698334659,1.4929008355475279e-06,3.9400191489685645e-07,2.4272008892519749e-06,1.4383616393495643e-06,4.3462516277094868e-06,0.00019543619706043075,0.011940187198710558,8.8632931775968811e-12,3.3784418714821387e-12,1.3004496837606951e-06,4.2744879919868303e-07,8.2568435284583272e-09,0.00013410358448268564,0.00042241298732033524,4.3547494467361325e-05,5.0435827725213423e-07,5.6419595696907898e-06,4.6055060110200398e-07,5.1814063836114867e-06
3.530091474025033e-08,0.3051655641244753,76.950000000000003,0.0,0.0,0.0,6.7650226803788333e-05,9.4999792482471506,0.0020747295624744528,0.01229407423963748,4.4847169551595639e-09,7.6341759327378291e-11,1.3120602893900835e-09,1.0896905626640497e-06,0.054816387915260875,7.7053885548691182e-06,3.9748764386051863e-19,7.6122726680441404e-08,0.00028106511897734116,0.89179578992156427,0.00076785302447605495,3.0679871642024097e-14,1.0224213548887812e-12,1.1654576474855922e-07,2.5802045300281321e-12,0.00029989276207026671,1.8665910705194034e-10,0.018479237329044343,0.018965663848201787,2.2794950562772773e-06,1.2038863729339696e-06,2.1582903030294697e-09,0.0061047609846067614,1.4977356230124681e-06,3.9527793801974171e-07,2.4271688104167042e-06,1.4430205834036586e-06,4.3603701473143297e-06,0.00019549764113791523,0.011949545140029069,8.8920019532294892e-12,3.3893848608682491e-12,1.3013555559568745e-06,4.2777172778547958e-07,8.2580048349061187e-09,0.00013446242419811155,0.00042354565112358278,4.354675891578962e-05,5.059974499659034e-07,5.6434145346315719e-06,4.6052326422899126e-07,5.1828886901980501e-06
3.544360042966184e-08,0.30516556392719424,76.950000000000003,0.0,0.0,0.0,6.7366973439580237e-05,9.4999792494535011,0.0020708383447618807,0.01227243309595988,4.2494434627440396e-09,7.2335873218541914e-11,1.3097506829708614e-09,1.0837540954229057e-06,0.05447683873491576,7.6918248362290679e-06,3.7663024883562286e-19,7.4695089930556206e-08,0.00028204388661387774,0.89212954264465594,0.00076786985902222056,3.0625866169892206e-14,1.0259810549973614e-12,1.169522979754699e-07,2.5755212625415806e-12,0.00030000544055490386,1.8435288068271931e-10,0.01847911863782286,0.018965664201530331,2.2794804168352321e-06,1.2038786411517599e-06,2.1590980470773384e-09,0.0061244309794656867,1.502561450688286e-06,3.9655159642561167e-07,2.4271373336073254e-06,1.4476708935158862e-06,4.3744625022576301e-06,0.00019555792795693749,0.011958878354574196,8.9206575257846752e-12,3.400307570716204e-12,1.3022594370028997e-06,4.2809384598448388e-07,8.259181910471299e-09,0.00013482134981100709,0.00042467858531197548,4.3546037034201836e-05,5.0763358491124872e-07,5.6448422125794789e-06,4.6049643980778427e-07,5.1843431972504341e-06
3.558628611907335e-08,0.3051655637336724,76.950000000000003,0.0,0.0,0.0,6.7085333333195151e-05,9.4999792506576668,0.0020669543323922385,0.01225083100102939,4.0282728931127601e-09,6.857011795963416e-11,1.3074452439304826e-09,1.0778562395887024e-06,0.054139502783567627,7.6782855915248908e-06,3.5702313997928986e-19,7.3294226218661668e-08,0.00028302136701564259,0.89246109702773757,0.00076788661922511743,3.0571958143490123e-14,1.0295360740353527e-12,1.1735829668759286e-07,2.5709258212508696e-12,0.00030011737689081638,1.8218313398831499e-10,0.018479002174104184,0.018965664539881577,2.279466052139074e-06,1.2038710544758272e-06,2.1599004707316369e-09,0.0061440645252014156,1.5073783359429976e-06,3.9782289469833363e-07,2.427106447648207e-06,1.4523125864227139e-06,4.388528743256713e-06,0.00019561707931076727,0.011968186997904069,8.9492599983946862e-12,3.4112100403371536e-12,1.3031613392985267e-06,4.2841515888041015e-07,8.2603746500043893e-09,0.00013518036161634927,0.00042581179082255204,4.3545328576978489e-05,5.0926668797667908e-07,5.6462431152573541e-06,4.6047011824330481e-07,5.18577042608823e-06
3.572897180848486e-08,0.30516556354384095,76.950000000000003,0.0,0.0,0.0,6.6805296455689229e-05,9.4999792518596706,0.0020630775126693848,0.012229267882708948,3.820345551708873e-09,6.5029855445899381e-11,1.3051439645706586e-09,1.0719967434558801e-06,0.053804365623828294,7.6647707755465305e-06,3.3859010126215282e-19,7.1919633553672116e-08,0.00028399756090614279,0.8927904673708551,0.0007679033055204283,3.0518147382808908e-14,1.033086414631435e-12,1.1776376118461726e-07,2.5664165594887273e-12,0.00030022857590566657,1.8014156058884318e-10,0.018478887896521117,0.018965664864141314,2.2794519570864576e-06,1.2038636102113832e-06,2.1606976086011488e-09,0.0061636616924569286,1.5121862961082609e-06,3.9909183741217862e-07,2.4270761415639081e-06,1.4569456788255718e-06,4.4025689209227635e-06,0.00019567511658249013,0.011977471224551681,8.9778094739758476e-12,3.4220923089599511e-12,1.3040612751615118e-06,4.2873567152443344e-07,8.2615829490356663e-09,0.00013553945990699211,0.00042694526858561227,4.3544633302396827e-05,5.1089676503837882e-07,5.6476177447933564e-06,4.60444290119428e-07,5.1871708882573696e-06
3.587165749789637e-08,0.3051655633576326,76.950000000000003,0.0,0.0,0.0,6.6526852842459068e-05,9.4999792530595375,0.0020592078729152821,0.012207743669000104,3.6248542830945728e-09,6.1701342161649254e-11,1.302846837207885e-09,1.0661753569608348e-06,0.053471412912510223,7.6512803431707477e-06,3.2125957450008986e-19,7.0570819350823215e-08,0.00028497246901358159,0.89311766788083469,0.00076791991834078866,3.0464433708185325e-14,1.036632079431378e-12,1.1816869176818672e-07,2.5619918614392192e-12,0.00030033904239564651,1.7822036163070945e-10,0.01847877576444926,0.018965665175141415,2.2794381266666536e-06,1.2038563057120265e-06,2.1614894950690498e-09,0.0061832225517273517,1.5169853484794563e-06,4.0035842913184342e-07,2.4270464045760468e-06,1.4615701873909303e-06,4.4165830857610631e-06,0.00019573206075271368,0.011986731188031643,9.0063060552290642e-12,3.4329544157313313e-12,1.3049592568281562e-06,4.290553889344116e-07,8.2628067037707811e-09,0.00013589864497367995,0.00042807901952475892,4.3543950972601955e-05,5.125238219602356e-07,5.6489665939007474e-06,4.6041894619568899e-07,5.1885450857131987e-06
3.601434318730788e-08,0.30516556317498056,76.950000000000003,0.0,0.0,0.0,6.6249992592821354e-05,9.499979254257287,0.0020553454004700101,0.012186258288042689,3.4410412587287398e-09,5.8571674485438136e-11,1.3005538541734093e-09,1.0603918316712005e-06,0.053140630400011796,7.6378142493609481e-06,3.0496437457539227e-19,6.9247300255789816e-08,0.00028594609207082674,0.89344271267189368,0.00076793645811580927,3.04108169403011e-14,1.0401730710979307e-12,1.1857308874188592e-07,2.5576501415611262e-12,0.00030044878112568343,1.7641221475759124e-10,0.018478665737995215,0.018965665473663153,2.2794245559591038e-06,1.2038491383789797e-06,2.1622761642943826e-09,0.0062027471733603059,1.5217755103157786e-06,4.0162267441247432e-07,2.427017226100189e-06,1.4661861287503913e-06,4.4305712881712417e-06,0.00019578793240712999,0.0119959670408469,9.0347498446403805e-12,3.4437963997161356e-12,1.3058552964538442e-06,4.2937431609510483e-07,8.264045811086376e-09,0.00013625791710506147,0.00042921304455694148,4.3543281353575867e-05,5.1414786459387149e-07,5.6502901460543155e-06,4.6039407740404782e-07,5.1898935110001261e-06
3.615702887671939e-08,0.30516556299581943,76.950000000000003,0.0,0.0,0.0,6.5974705869596161e-05,9.4999792554529368,0.0020514900826917601,0.012164811668114561,3.2681949611529552e-09,5.5628737339501206e-11,1.2982650078132033e-09,1.0546459207752085e-06,0.052812003929706731,7.6243724491669863e-06,2.8964142207046365e-19,6.7948601972069281e-08,0.0002869184308153794,0.8937656157662428,0.00076795292527210093,3.0357296900182158e-14,1.0437093923107015e-12,1.1897695241122761e-07,2.553389844022016e-12,0.00030055779682964325,1.7471024497864961e-10,0.018478557777984923,0.018965665760440273,2.279411240131968e-06,1.2038421056603219e-06,2.1630576502135183e-09,0.0062222356275562409,1.526556798840311e-06,4.0288457779968693e-07,2.4269885957427577e-06,1.4707935195007579e-06,4.4445335784475189e-06,0.00019584275174393652,0.012005178934495417,9.0631409444813961e-12,3.4546182998974602e-12,1.3067494061135808e-06,4.2969245795839443e-07,8.2653001685257691e-09,0.00013661727658770265,0.00043034734459249845,4.3542624215104428e-05,5.1576889877866843e-07,5.6515888756634909e-06,4.6036967484571001e-07,5.1912166474279391e-06
3.62997145661309e-08,0.30516556282008517,76.950000000000003,0.0,0.0,0.0,6.5700982898692339e-05,9.4999792566465064,0.0020476419069568419,0.012143403737631302,3.1056473525765856e-09,5.2861155978972372e-11,1.2959802904879265e-09,1.0489373790711095e-06,0.052485519437337244,7.6109548977249982e-06,2.752314922493682e-19,6.6674259091570408e-08,0.00028788948598934121,0.89408639109468668,0.00076796932023329601,3.030387340919799e-14,1.047241045766043e-12,1.1938028308363931e-07,2.5492094421428132e-12,0.00030066609421053331,1.7310799731796757e-10,0.0184784518459521,0.018965666036161902,2.2793981744407105e-06,1.20383520505024e-06,2.1638339865416072e-09,0.0062416879843687932,1.5313292312401176e-06,4.0414414382959059e-07,2.4269605032979652e-06,1.4753923762041228e-06,4.4584700067789565e-06,0.00019589653858111903,0.012014367019476791,9.0914794568098085e-12,3.46542015517687e-12,1.3076415978025209e-06,4.3000981944349978e-07,8.2665696742946253e-09,0.00013697672370610025,0.00043148192053519966,4.354197933074271e-05,5.1738693034179795e-07,5.6528632482422322e-06,4.6034572978800521e-07,5.1925149692447868e-06
3.644240025554241e-08,0.3051655626477145,76.950000000000003,0.0,0.0,0.0,6.5428813968696533e-05,9.4999792578380209,0.0020438008606596877,0.012122034425145955,2.95277121658592e-09,5.0258250728900848e-11,1.2936996945729055e-09,1.0432659629566702e-06,0.052161162950411483,7.5975615502572435e-06,2.6167897938764489e-19,6.5423814928350722e-08,0.00028885925833938442,0.89440505249722135,0.00076798564342007167,3.0250546289060976e-14,1.0507680341769433e-12,1.1978308106845033e-07,2.5451074378526673e-12,0.00030077367794070406,1.7159941113630154e-10,0.01847834790412671,0.018965666301475261,2.2793853542266717e-06,1.203828434088277e-06,2.1646052067740275e-09,0.0062611043137051165,1.5360928246663263e-06,4.0540137702880953e-07,2.426932938744768e-06,1.4799827153879486e-06,4.4723806232496946e-06,0.00019594931236359761,0.012023531445298857,9.1197654834699347e-12,3.476202004374598e-12,1.3085318834365019e-06,4.3032640543719457e-07,8.2678542272566945e-09,0.00013733625874269505,0.0004326167732822879,4.3541346477778619e-05,5.1900196509825091e-07,5.6541137205757355e-06,4.6032223366131916e-07,5.193788941806979e-06
3.658508594495392e-08,0.30516556247864574,76.950000000000003,0.0,0.0,0.0,6.5158189430464426e-05,9.4999792590274907,0.0020399669312128558,0.012100703659348733,2.808977662391724e-09,4.7809994488824099e-11,1.2914232124580951e-09,1.0376314304187342e-06,0.051838920587604573,7.5841923620718938e-06,2.4893167551192052e-19,6.4196821355444196e-08,0.00028982774861671928,0.89472161372362446,0.00076800189525017286,3.0197315361825579e-14,1.0542903602729028e-12,1.2018534667687877e-07,2.5410823611539563e-12,0.00030088055266204835,1.7017879602289378e-10,0.018478245915423634,0.018965666556988257,2.2793727749156666e-06,1.2038217903585917e-06,2.1653713441878092e-09,0.0062804846853262196,1.5408475962342027e-06,4.0665628191450396e-07,2.4269058922438534e-06,1.4845645535451417e-06,4.4862654778391993e-06,0.00019600109217023922,0.012032672360484227,9.147999126093127e-12,3.4869638862296947e-12,1.3094202748525659e-06,4.3064222079402076e-07,8.2691537269295469e-09,0.00013769588197788497,0.00043375190372452145,4.3540725437195178e-05,5.2061400885086326e-07,5.65534074088401e-06,4.6029917805608173e-07,5.1950390217455696e-06
3.672777163436543e-08,0.30516556231281755,76.950000000000003,0.0,0.0,0.0,6.4889099696715301e-05,9.4999792602149356,0.0020361401060470284,0.012079411369066741,2.6737137816768636e-09,4.5506972835676439e-11,1.2891508365480569e-09,1.0320335410228543e-06,0.051518778558163857,7.5708472885628983e-06,2.3694056266824404e-19,6.299283864472349e-08,0.00029079495757706347,0.89503608843404514,0.00076801807613843484,3.0144180449887781e-14,1.0578080267998291e-12,1.2058708022201839e-07,2.5371327695972106e-12,0.0003009867229862009,1.6884080916134383e-10,0.01847814584343135,0.018965666803271858,2.2793604320166025e-06,1.2038152714892262e-06,2.1661324318430673e-09,0.0062998291688473205,1.5455935630232495e-06,4.0790886299439435e-07,2.4268793541346582e-06,1.4891379071341421e-06,4.5001246204225071e-06,0.00019605189672073931,0.012041789912576772,9.1761804860983635e-12,3.4977058394002646e-12,1.3103067838094824e-06,4.3095727033650066e-07,8.2704680734803473e-09,0.00013805559369003828,0.00043488731274621506,4.3540115993631522e-05,5.222230673903458e-07,5.6565447489824245e-06,4.6027655471980752e-07,5.1962656571298484e-06
3.6870457323776937e-08,0.3051655621501703,76.950000000000003,0.0,0.0,0.0,6.4621535241628868e-05,9.4999792614003731,0.0020323203726110191,0.012058157483263695,2.5464604487133045e-09,4.3340346566158014e-11,1.2868825592619225e-09,1.0264720559029911e-06,0.051200723161317789,7.5575262852097741e-06,2.2565961789192654e-19,6.1811435309741499e-08,0.00029176088598061115,0.89534849019958895,0.00076803418649680477,3.0091141375984276e-14,1.061321036519921e-12,1.209882820188259e-07,2.5332572477658075e-12,0.00030109219349473503,1.6758043407940899e-10,0.018478047652400794,0.018965667040862357,2.2793483211200896e-06,1.2038088751513742e-06,2.166888502584413e-09,0.0063191378337381643,1.5503307420772741e-06,4.0915912476678101e-07,2.4268533149324052e-06,1.4937027925789963e-06,4.5139581007704598e-06,0.00019610174438237476,0.012050884248148111,9.2043096646926706e-12,3.50842790246362e-12,1.3111914219882663e-06,4.3127155885534992e-07,8.2717971677216583e-09,0.0001384153941555063,0.0004360230012252809,4.3539517935342704e-05,5.2382914649531207e-07,5.6577261764392071e-06,4.6025435555418992e-07,5.1974692876277724e-06
3.7013143013188446e-08,0.30516556199064504,76.950000000000003,0.0,0.0,0.0,6.4355486600445379e-05,9.4999792625838104,0.0020285077183717719,0.012036941931039649,2.4267302549883173e-09,4.1301816529404869e-11,1.2846183730333683e-09,1.0209467377512776e-06,0.050884740785688824,7.5442293075774607e-06,2.1504563010226312e-19,6.0652187951497504e-08,0.00029272553459200128,0.89565883250289779,0.00076805022673436408,3.0038197963191864e-14,1.064829392211552e-12,1.2138895238410801e-07,2.5294544067702374e-12,0.00030119696873935885,1.6639296069811354e-10,0.018477951307234317,0.018965667270263484,2.2793364378970878e-06,1.203802599058667e-06,2.1676395890423596e-09,0.0063384107493233855,1.5550591504044836e-06,4.104070717205677e-07,2.4268277653251751e-06,1.4982592262694408e-06,4.5277659685499568e-06,0.00019615065317662953,0.012059955512804013,9.232386762871649e-12,3.519130113916484e-12,1.312074200992696e-06,4.3158509110968695e-07,8.2731409111072813e-09,0.00013877528364863653,0.00043715897003327033,4.3538931054158571e-05,5.2543225193230585e-07,5.6588854467300425e-06,4.6023257261224685e-07,5.1986503446633913e-06
3.7155828702599956e-08,0.30516556183418403,76.950000000000003,0.0,0.0,0.0,6.4090944369068003e-05,9.4999792637652742,0.002024702130814366,0.012015764641630724,2.3140655701153693e-09,3.9383590609920121e-11,1.2823582703105861e-09,1.0154573508078549e-06,0.050570817908710111,7.530956311316133e-06,2.0505802819299005e-19,5.9514681107074958e-08,0.00029368890418028762,0.89596712873872753,0.00076806619725735105,2.9985350034926733e-14,1.0683330966691649e-12,1.2178909163650846e-07,2.52572288375178e-12,0.00030130105324211067,1.6527396660072151e-10,0.018477856773474747,0.018965667491948422,2.279324778097556e-06,1.203796440966457e-06,2.1683857236347203e-09,0.0063576479847828205,1.5597788049775585e-06,4.1165270833528252e-07,2.4268026961710115e-06,1.5028072245609804e-06,4.5415482733241923e-06,0.00019619864078569764,0.012069003851190757,9.2604118814199636e-12,3.5298125121751762e-12,1.3129551323498202e-06,4.3189787182724086e-07,8.2744992057281021e-09,0.00013913526244178546,0.00043829522003541383,4.3538355145441784e-05,5.2703238945583063e-07,5.6600229753897385e-06,4.6021119809551765e-07,5.1998092515713385e-06
3.7298514392011466e-08,0.3051655616807305,76.950000000000003,0.0,0.0,0.0,6.3827899203668337e-05,9.4999792649447699,0.0020209035974420135,0.011994625544408805,2.2080367213080542e-09,3.7578352729288873e-11,1.280102243556249e-09,1.0100036608507673e-06,0.050258941096045923,7.5177072521610232e-06,1.9565871963391811e-19,5.8398507101097873e-08,0.00029465099551890763,0.89627339221452118,0.00076808209846918117,2.9932597414943718e-14,1.0718321527031553e-12,1.2218870009649556e-07,2.5220613413954106e-12,0.00030140445149555185,1.6421929944698477e-10,0.018477764017294614,0.018965667706361627,2.2793133375491208e-06,1.2037903986711177e-06,2.169126938567994e-09,0.0063768496091518656,1.5644897227337397e-06,4.1289603908109973e-07,2.4267780984950634e-06,1.5073468037749674e-06,4.5553050645528897e-06,0.00019624572455886297,0.012078029407001475,9.2883851209118054e-12,3.5404751355757896e-12,1.3138342275104669e-06,4.3220990570455952e-07,8.2758719543079604e-09,0.00013949533080533119,0.00043943175209066151,4.3537790008045032e-05,5.2862956480837574e-07,5.661139170161078e-06,4.6019022435131095e-07,5.2009464237484281e-06
3.7441200081422976e-08,0.3051655615302287,76.950000000000003,0.0,0.0,0.0,6.3566341820294096e-05,9.4999792661223204,0.0020171121057760638,0.01197352456888129,2.1082402841675549e-09,3.5879233743239564e-11,1.2778502852474889e-09,1.004585435185931e-06,0.049949097001015977,7.504482085932264e-06,1.8681193894104072e-19,5.730326589995478e-08,0.00029561180938565213,0.89657763615097796,0.00076809793077047028,2.9879939927335718e-14,1.0753265631397631e-12,1.2258777808634927e-07,2.518468467451774e-12,0.00030150716796295904,1.6322506046263762e-10,0.018477673005485435,0.018965667913920622,2.2793021121557587e-06,1.2037844700093462e-06,2.1698632658387427e-09,0.006396015691321799,1.5691919205749127e-06,4.1413706841886217e-07,2.4267539634867447e-06,1.5118779801986826e-06,4.569036391592548e-06,0.0001962919215187606,0.012087032322982447,9.3163065817114248e-12,3.5511180223743954e-12,1.3147114978497525e-06,4.3252119740721597e-07,8.2772590601995962e-09,0.00013985548900768619,0.00044056856705172428,4.3537235444267632e-05,5.3022378372044504e-07,5.6622344311408767e-06,4.6016964387000088e-07,5.20206226880241e-06
