Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663)
2.2969216609065675e-09,0.4373722116594697,76.950000000000003,0.0,0.0,0.0,3.3980482189008878e-06,9.4999834949727422,0.00026668267736958855,0.00071351869312638822,7.7512575184538055e-11,2.5910136529045831e-13,3.1688603053619893e-11,8.8905754283219024e-06,0.015828562511464663,1.641666023751951e-07,9.1734885639564646e-22,2.1500592279152152e-13,1.3022320922945916e-05,0.96088743956849609,1.3970547157496713e-06,4.7669041500061826e-16,9.313532136513588e-14,2.3515573740457902e-08,1.0405828545149964e-15,0.00077879408092601987,4.2956380258778702e-11,0.0013787240129608373,0.0013789225996761118,7.5703917009331382e-08,3.6192106538599543e-08,1.353109178977002e-06,0.0006255843780654367,6.838062125684368e-08,1.634114543561054e-08,7.1450861745071486e-10,1.2331698600438562e-08,2.1271171425271464e-06,2.8923398610768851e-08,0.017420676411929872,4.4966619510448491e-14,1.9642380259046349e-14,5.9971561545118806e-06,2.2165604152971131e-06,2.392730958621645e-07,0.00035802268876470867,0.00099803082282177644,9.0307587665339441e-09,1.7259757009771163e-08,1.2894278156744527e-09,1.5613386072919302e-10,2.3205867024389505e-10,2.5924011296982273e-08,3.3037731508450241e-13,5.6596248184150682e-07,1.324938951448371e-11,1.3409318444885757e-10,6.1109264800527825e-09,1.1071113534287813e-13,8.5675551736265498e-14,2.3630862901434738e-16,0.00050724084668604555,2.2392664019108991e-10,2.0198580013806011e-06,2.4075973392088879e-05,6.6456668149557595e-10,6.4123024125920612e-08,1.3837603532438666e-09,3.7299956050193539e-09,2.1275834483220971e-10,1.12641197672256e-09,1.7238158149722993e-17,2.8187029084626651e-09,2.5196535046401728e-06,4.8485854925837543e-07,9.268321377653091e-09,3.5913267243345643e-09,4.1322871811905234e-07,1.6074156001449879e-05,1.0862479997380174e-08,6.4099486840514228e-09,1.0862547869936681e-08,0.00016551420283373889,9.9518958404520987e-19,5.9038636749335222e-19,3.504965576027521e-16,4.2519180612603535e-11,1.8311260954307544e-09,8.7462135281701575e-19,1.3367524504712255e-12,1.7829187426725026e-06,7.0711270699309161e-08
2.3140233214914453e-09,0.4373722116606274,76.950000000000003,0.0,0.0,0.0,3.3737000868478136e-06,9.4999834246519672,0.00026648240646542866,0.00071002290150750259,6.9177835711911545e-11,2.3122901489725646e-13,3.1533348646876778e-11,8.8258363987331955e-06,0.015587201292299187,1.6336228810739048e-07,8.1866640255106282e-22,2.0210258517720434e-13,1.3090779376489675e-05,0.96108900965585053,1.3971700140688416e-06,4.7435492837110311e-16,9.3624930643928027e-14,2.3640763266941587e-08,1.0396420135929698e-15,0.00077896202564366884,4.2561047760931113e-11,0.0013787241264265994,0.0013789227168859697,7.5703922684041516e-08,3.6192109249722898e-08,1.3533930851975034e-06,0.00062876918453910388,6.8728750286052052e-08,1.642434658973589e-08,7.1450874049529075e-10,1.2394491421561064e-08,2.1381281251164609e-06,2.8925261348577159e-08,0.017455485006699144,4.5195588828684748e-14,1.9742398873034472e-14,6.0055671681093495e-06,2.2205284304465835e-06,2.3920146913748706e-07,0.00035842948314277363,0.00099918192214142228,9.0307604776435527e-09,1.7349172614801657e-08,1.3025489925220405e-09,1.5604928613556716e-10,2.3211783546126969e-10,2.6056499467220544e-08,3.3046214997200477e-13,5.6942114346195212e-07,1.3444714672051944e-11,1.3413064529897235e-10,6.1482752045251436e-09,1.1074252744269787e-13,8.6374154170958148e-14,2.3874954128642966e-16,0.00050950320392201753,2.2530570203736171e-10,2.0231828734966611e-06,2.4285258881102206e-05,6.7034361570469249e-10,6.4562691735060629e-08,1.395789247010338e-09,3.762431938604063e-09,2.1421793782918244e-10,1.1341162147426046e-09,1.7388062520564357e-17,2.8386467894321259e-09,2.5374862143267938e-06,4.8566590603692159e-07,9.2683221404464394e-09,3.5920800939772391e-09,4.1400184455354354e-07,1.6144519978504857e-05,1.0884086188379002e-08,6.4695384747531237e-09,1.0884154051119275e-08,0.00016677122959374733,1.0020169155443546e-18,5.9443661430684466e-19,3.5059447625549651e-16,4.2522082061229071e-11,1.8469550706284219e-09,8.8218138631562695e-19,1.3483079091113584e-12,1.7909805846200135e-06,7.1886260671510147e-08
2.331124982076323e-09,0.4373722116617767,76.950000000000003,0.0,0.0,0.0,3.3498532648185665e-06,9.4999833546607082,0.00026628227005403654,0.00070654433983705187,6.1818707174402576e-11,2.0661931359239069e-13,3.1378859451840572e-11,8.7624335489388491e-06,0.015350835022776265,1.6256193814304217e-07,7.3153711083357819e-22,1.8997351312872179e-13,1.3158903045792946e-05,0.96128565583111691,1.3972847467682859e-06,4.7203095316109061e-16,9.4112145514106207e-14,2.3765340560805768e-08,1.0387501748654524e-15,0.00077912588467017336,4.2211875387768615e-11,0.0013787242390643449,0.0013789228330613309,7.5703928290311335e-08,3.6192111944138296e-08,1.3536700564169139e-06,0.00063193727931650596,6.907505256700644e-08,1.6507111161872757e-08,7.1450886235184761e-10,1.2456954755596436e-08,2.149081313312452e-06,2.8927021092258221e-08,0.017490223839532131,4.5423356687484623e-14,1.9841892658429808e-14,6.0140119952977007e-06,2.224495032240683e-06,2.3913776103883354e-07,0.00035883966140995514,0.001000342231456029,9.030762150195396e-09,1.7438118887978773e-08,1.3157905113705103e-09,1.5596866143835646e-10,2.3217411139673825e-10,2.6188297633965867e-08,3.3054284276850471e-13,5.7287262628060737e-07,1.3642057901609692e-11,1.3416628175154472e-10,6.1855464168622622e-09,1.1077239132019349e-13,8.7069909423369366e-14,2.4119054752246408e-16,0.00051175319428644803,2.2668192282440407e-10,2.0265255993091249e-06,2.4494444374112593e-05,6.7611778981182946e-10,6.5001408762247701e-08,1.4078123943611553e-09,3.794852797686622e-09,2.1567437653928072e-10,1.1418036241736195e-09,1.7537895376831358e-17,2.8585546841209406e-09,2.5552868004751875e-06,4.8647754068120049e-07,9.2683228980038091e-09,3.5928150596735907e-09,4.1477854428072638e-07,1.6214553578545824e-05,1.0905650471288059e-08,6.529154915141651e-09,1.0905718324012279e-08,0.00016802885858101162,1.0088294927971645e-18,5.9847810836594531e-19,3.5068762603986774e-16,4.2524823063760307e-11,1.8627758873413126e-09,8.8973751980614275e-19,1.3598574119243749e-12,1.7989978432854859e-06,7.3071416457536407e-08
2.3482266426612007e-09,0.4373722116629184,76.950000000000003,0.0,0.0,0.0,3.3264973727650186e-06,9.4999832849971995,0.00026608226839922944,0.0007030829231842665,5.5320508211874344e-11,1.8488874065627841e-13,3.1225131715467647e-11,8.7003392079424402e-06,0.015119360266226903,1.6176553290529237e-07,6.545989467275948e-22,1.7857226147711012e-13,1.3226693575252861e-05,0.96147748010177214,1.3973989177986764e-06,4.6971843175673383e-16,9.4596977891705753e-14,2.3889308629149145e-08,1.0379047941616746e-15,0.00077928574264700043,4.1903445635237562e-11,0.001378724350983326,0.0013789229483229485,7.5703933894555727e-08,3.6192114612031313e-08,1.353940236338394e-06,0.00063508875299973973,6.9419537996388729e-08,1.6589441522027982e-08,7.1450898315527109e-10,1.2519090386921499e-08,2.1599770205802059e-06,2.8928683549300508e-08,0.017524894162519088,4.5649929612869956e-14,1.9940864482976991e-14,6.0224898973784294e-06,2.2284602290439906e-06,2.3908180922950505e-07,0.00035925320759953373,0.0010015117114992233,9.0307637889524478e-09,1.7526598374927626e-08,1.3291524535934335e-09,1.5589180906787792e-10,2.3222763530448937e-10,2.6319409498643998e-08,3.3061959019585823e-13,5.7631688484337042e-07,1.3841437090541791e-11,1.3420018018870982e-10,6.2227396260885786e-09,1.1080079929651818e-13,8.7762823918379774e-14,2.4363161970575452e-16,0.00051399099097522492,2.2805528417704431e-10,2.0298861186184087e-06,2.470352271932035e-05,6.8188900654079793e-10,6.5439170086476892e-08,1.4198293841719592e-09,3.82725707352425e-09,2.1712764394546668e-10,1.1494741176913076e-09,1.7687651592330182e-17,2.8784262638994413e-09,2.5730549712546154e-06,4.8729343892020812e-07,9.2683236501972317e-09,3.5935320034836334e-09,4.1555880666114649e-07,1.6284258578374565e-05,1.0927173593862019e-08,6.5887959447394471e-09,1.0927241435992935e-08,0.00016928710215621646,1.0156272358440101e-18,6.0251080207259417e-19,3.5077623299636222e-16,4.2527412511158088e-11,1.8785880124711217e-09,8.972894982340235e-19,1.3714005700926057e-12,1.8069711400101686e-06,7.4266733107527269e-08
2.3653283032460784e-09,0.43737221166405293,76.950000000000003,0.0,0.0,0.0,3.3036222455674889e-06,9.4999832156596788,0.00026588240175704468,0.0006996385670369424,4.9582049476284954e-11,1.6569889581171681e-13,3.107216165830799e-11,8.6395262800519304e-06,0.014892675727978564,1.6097305297847922e-07,5.8665649861477047e-22,1.6785516940764475e-13,1.3294152601216792e-05,0.96166458236288754,1.3975125310564543e-06,4.6741730842304546e-16,9.5079439347411999e-14,2.4012670464350491e-08,1.037103455193138e-15,0.00077944168246283415,4.1630978160796135e-11,0.0013787244622793314,0.0013789230627774028,7.5703939464328868e-08,3.6192117268774994e-08,1.3542037656310566e-06,0.00063822369567571706,6.9762216429010252e-08,1.6671340020582087e-08,7.1450910302482866e-10,1.2580900093360512e-08,2.1708155586013328e-06,2.8930254111046162e-08,0.017559497201969147,4.5875314067994673e-14,2.0039317154869226e-14,6.0310001507756927e-06,2.2324240290379228e-06,2.3903345469085249e-07,0.00035967010552023467,0.0010026903222692765,9.0307653981046426e-09,1.7614613606789332e-08,1.3426348935452713e-09,1.5581855893939009e-10,2.3227853813439769e-10,2.644983874189575e-08,3.3069257994328587e-13,5.7975387457595849e-07,1.4042870139463264e-11,1.3423242304397416e-10,6.2598543507592354e-09,1.1082782038946984e-13,8.8452904495089217e-14,2.4607273127332817e-16,0.00051621676536510702,2.2942576809661453e-10,2.033264369737071e-06,2.4912486863100048e-05,6.8765707102496462e-10,6.587597068389559e-08,1.4318398109634006e-09,3.8596436725930596e-09,2.1857772335263614e-10,1.1571276094059778e-09,1.7837326115128918e-17,2.8982612109181065e-09,2.5907904395926609e-06,4.881135861024124e-07,9.2683243982879759e-09,3.5942312983465713e-09,4.1634262075045977e-07,1.6353636743530248e-05,1.0948656290059589e-08,6.6484595326262304e-09,1.0948724121323673e-08,0.00017054597261614084,1.0224100669416159e-18,6.0653464944920172e-19,3.5086051240253515e-16,4.2529858801931043e-11,1.8943909202665938e-09,9.0483707090175951e-19,1.3829369995447845e-12,1.8149010896486714e-06,7.5472205326274171e-08
2.382429963830956e-09,0.437372211665181,76.950000000000003,0.0,0.0,0.0,3.2812179286113552e-06,9.499983146646402,0.00026568267037590149,0.00069621118729945651,4.4514046092088266e-11,1.4875119011280491e-13,3.0919945547999145e-11,8.5799682302264062e-06,0.014670682210998674,1.6018447902870805e-07,5.2665507401839983e-22,1.5778119374147893e-13,1.3361281752021487e-05,0.96184706044087476,1.3976255903850068e-06,4.651275273289848e-16,9.5559541467090259e-14,2.4135429044140265e-08,1.0363438676365628e-15,0.00077959378528987227,4.139025481606906e-11,0.0013787245730362563,0.0013789231765187718,7.5703944967462857e-08,3.6192119919476352e-08,1.3544607820623757e-06,0.00064134219691930154,7.0103097657710929e-08,1.6752808996805448e-08,7.1450922206599648e-10,1.2642385641544475e-08,2.1815972372847903e-06,2.8931737870186334e-08,0.01759403415894328,4.609951649036796e-14,2.0137253480094369e-14,6.0395420467233024e-06,2.2363864402240023e-06,2.3899254166651414e-07,0.00036009033876869466,0.0010038780230661312,9.0307669813369923e-09,1.7702167100309006e-08,1.3562378987898594e-09,1.5574874817305301e-10,2.3232694480718578e-10,2.6579589023701582e-08,3.3076199106139945e-13,5.8318355177459334e-07,1.4246374961082875e-11,1.3426308897323575e-10,6.2968901188333332e-09,1.1085352045638689e-13,8.9140158381426146e-14,2.4851385704876748e-16,0.00051843068702511687,2.3079335688580446e-10,2.0366602895349777e-06,2.5121329848985906e-05,6.9342179123237771e-10,6.6311805627063758e-08,1.4438432750104616e-09,3.8920115164309194e-09,2.2002459838551157e-10,1.1647640150069779e-09,1.7986913961988793e-17,2.9180592115378199e-09,2.6084929231489079e-06,4.8893796723754549e-07,9.2683251432869439e-09,3.5949133093509966e-09,4.1712997531367186e-07,1.6422689828393107e-05,1.0970099278088927e-08,6.7081436770864468e-09,1.0970167098398852e-08,0.00017180548219266129,1.0291779095926097e-18,6.1054960517318321e-19,3.509406697449463e-16,4.2532169869383974e-11,1.9101840922469153e-09,9.1237999047494271e-19,1.394466321597676e-12,1.8227883006084713e-06,7.6687827477952779e-08
2.399531624415834e-09,0.437372211666303,76.950000000000003,0.0,0.0,0.0,3.2592746734462095e-06,9.4999830779556262,0.00026548307449676141,0.00069280070029076682,4.0037716368232476e-11,1.3378215967384426e-13,3.0768479697543292e-11,8.5216390706265066e-06,0.014453282572456139,1.5939979175340181e-07,4.7365615410486588e-22,1.4831175216734922e-13,1.3428082648032036e-05,0.96202501013632691,1.3977380995758079e-06,4.6284903133539271e-16,9.6037296060547013e-14,2.4257587331671856e-08,1.0356238633485662e-15,0.00077974213061937235,4.1177553474762803e-11,0.0013787246833274331,0.001378923289630099,7.5703950489689008e-08,3.6192122547761314e-08,1.3547114206057836e-06,0.00064444434579641601,7.044219140797258e-08,1.6833850781969421e-08,7.145093403720707e-10,1.2703548784781477e-08,2.1923223647776182e-06,2.8933139637291065e-08,0.017628506209776212,4.6322543301695885e-14,2.023467628816731e-14,6.0481148909585831e-06,2.2403474704271939e-06,2.3895891760469767e-07,0.00036051389074155541,0.0010050747725273454,9.0307685418896295e-09,1.7789261357922773e-08,1.3699615303181606e-09,1.5568222082168567e-10,2.3237297447858289e-10,2.6708663983503209e-08,3.3082799434048752e-13,5.8660587359664868e-07,1.4451969479104544e-11,1.342922530190613e-10,6.3338464675338745e-09,1.108779623314238e-13,8.9824593170033152e-14,2.5095497317797986e-16,0.00052063292372807877,2.3215803320759966e-10,2.0400738134962067e-06,2.5330044816668097e-05,6.9918297800236999e-10,6.6746670083868811e-08,1.4558393819466707e-09,3.9243595414818303e-09,2.2146825298650985e-10,1.1723832522208222e-09,1.8136410214650972e-17,2.9378199517453148e-09,2.6261621442859895e-06,4.8976656702426814e-07,9.2683258845305168e-09,3.5955783956250451e-09,4.1792085883874644e-07,1.6491419576286626e-05,1.0991503260055057e-08,6.7678464052607186e-09,1.0991571068804285e-08,0.00017306564305180798,1.0359306881619515e-18,6.1455562414211009e-19,3.5101690152361202e-16,4.2534353207362902e-11,1.9259670171259325e-09,9.1991801212317076e-19,1.4059881634959874e-12,1.8306333748899818e-06,7.7913593590806551e-08
2.4166332850007116e-09,0.43737221166741885,76.950000000000003,0.0,0.0,0.0,3.2377829334663678e-06,9.4999830095856268,0.00026528361435328342,0.00068940702274222939,3.6083545689140096e-11,1.2055933186998693e-13,3.0617760376730104e-11,8.4645133542869078e-06,0.014240381681181129,1.5861897202235074e-07,4.2683928831323634e-22,1.3941057584393197e-13,1.3494556901680675e-05,0.9621985252659645,1.397850062369539e-06,4.6058176558902731e-16,9.6512714515674146e-14,2.4379148275592486e-08,1.0349413817330246e-15,0.00077988679629646175,4.0989589660473573e-11,0.0013787247932170782,0.0013789234021846944,7.5703955999550715e-08,3.6192125169388326e-08,1.3549558133698312e-06,0.00064753023086709693,7.0779507368713377e-08,1.6914467686210893e-08,7.1450945802558949e-10,1.2764391270910443e-08,2.2029912474756196e-06,2.8934463956425808e-08,0.017662914506587416,4.6544400852917048e-14,2.0331588336726582e-14,6.0567180034300489e-06,2.2443071273014166e-06,2.3893243306863822e-07,0.00036094074464720514,0.001006280528662981,9.030770082610825e-09,1.7875898867844532e-08,1.3838058427558803e-09,1.5561882760633743e-10,2.3241674079284188e-10,2.6837067240332144e-08,3.3089075267357708e-13,5.900207980512974e-07,1.4659671627164917e-11,1.3431998676843715e-10,6.3707229433141744e-09,1.109012059573828e-13,9.0506216795371365e-14,2.5339605706778992e-16,0.00052282364146229783,2.335197801075313e-10,2.0435048758262294e-06,2.5538625000999209e-05,7.0494044440174097e-10,6.7180559317394045e-08,1.4678277428327093e-09,3.9566866989417644e-09,2.2290867141345568e-10,1.1799852401508739e-09,1.8285810028000078e-17,2.9575431295633051e-09,2.643797830023193e-06,4.9059936982558284e-07,9.2683266230143754e-09,3.5962269074490443e-09,4.1871525954893319e-07,1.6559827719578051e-05,1.1012868925627629e-08,6.8275657728013747e-09,1.101293672250464e-08,0.00017432646729287333,1.0426683294100769e-18,6.1855266306447553e-19,3.5108939465401711e-16,4.2536415894577849e-11,1.9417391907390398e-09,9.2745089546725867e-19,1.4175021569209065e-12,1.838436908127155e-06,7.9149497361781886e-08
2.4337349455855893e-09,0.43737221166852946,76.950000000000003,0.0,0.0,0.0,3.2167333597564352e-06,9.4999829415346877,0.00026508429017197809,0.0006860300717956415,3.2590196305136579e-11,1.0887757943212772e-13,3.0467783901142947e-11,8.4085661613757038e-06,0.014031886376007526,1.5784200080283285e-07,3.8548265293765281e-22,1.3104357081866303e-13,1.3560706117505323e-05,0.96236769770372144,1.3979614824571778e-06,4.5832567547522311e-16,9.6985808179334623e-14,2.450011481011376e-08,1.0342944691065849e-15,0.00078002785855422595,4.0823465064143609e-11,0.0013787249027613576,0.0013789235142472765,7.5703961434800678e-08,3.6192127794335065e-08,1.3551940897233181e-06,0.00065059994018857486,7.1115055169881788e-08,1.6994662007801523e-08,7.1450957509958615e-10,1.2824914837474536e-08,2.2136041900339593e-06,2.893571511990438e-08,0.017697260177781712,4.6765095467313254e-14,2.0427992374392817e-14,6.0653507180035513e-06,2.2482654183326792e-06,2.3891294168369258e-07,0.00036137088351715708,0.001007495248889462,9.0307716060036321e-09,1.7962082104152179e-08,1.397770884561509e-09,1.5555842565963434e-10,2.3245835212597211e-10,2.6964802392932258e-08,3.3095042140477999e-13,5.9342828399043521e-07,1.4869499347805522e-11,1.3434635850420206e-10,6.4075191017429828e-09,1.1092330851227926e-13,9.1185037511986067e-14,2.5583708732724076e-16,0.00052500300444336518,2.3487858090797434e-10,2.0469534094913277e-06,2.5747063731009113e-05,7.1069400622343198e-10,6.761346868522709e-08,1.4798079743884725e-09,3.9889919546061065e-09,2.2434583823731142e-10,1.1875698993275475e-09,1.8435108624288013e-17,2.9772284483488735e-09,2.6613997120084765e-06,4.9143635970903364e-07,9.2683273599633789e-09,3.5968591872791724e-09,4.1951316541584751e-07,1.6627915979777506e-05,1.1034196949926446e-08,6.8872998635320713e-09,1.1034264734982854e-08,0.00017558796694756951,1.0493907614200557e-18,6.22540679406486e-19,3.511583273969526e-16,4.2538364617581164e-11,1.9575001159687998e-09,9.3497840360019198e-19,1.4290079386211056e-12,1.8461994896285757e-06,8.039553216111604e-08
2.450836606170467e-09,0.4373722116696345,76.950000000000003,0.0,0.0,0.0,3.196116797033147e-06,9.4999828738011036,0.00026488510217235659,0.00068266976500131924,2.9503545516943803e-11,9.8555903864304316e-14,3.0318546652706643e-11,8.3537730847169835e-06,0.013827705424978366,1.5706885906080424e-07,3.4893785482291472e-22,1.231786877341696e-13,1.362653189218804e-05,0.96253261742097829,1.3980723634810588e-06,4.5608070423335261e-16,9.7456588774027522e-14,2.4620489855081886e-08,1.0336812785781311e-15,0.00078016539204709041,4.0676622124742743e-11,0.0013787250120091989,0.0013789236258749818,7.5703966904366169e-08,3.6192130398741937e-08,1.3554263764435144e-06,0.00065365356131832615,7.14488443679102e-08,1.7074436040355275e-08,7.1450969165869887e-10,1.2885121207097252e-08,2.2241614953777013e-06,2.893689718222645e-08,0.017731544328539409,4.6984633466245545e-14,2.0523891196080886e-14,6.0740123821726516e-06,2.2522223508415931e-06,2.3890030009193672e-07,0.00036180429021708406,0.0010087188900624316,9.0307731142670826e-09,1.8047813526873099e-08,1.4118566982153354e-09,1.5550087827687755e-10,2.3249791181904466e-10,2.7091873019876933e-08,3.3100714866343445e-13,5.9682829109956785e-07,1.5081470591478079e-11,1.3437143335037728e-10,6.4442345073421378e-09,1.1094432453081604e-13,9.1861063873879213e-14,2.5827804371149056e-16,0.00052717117512608767,2.362344192733464e-10,2.0504193462561305e-06,2.5955354428930681e-05,7.1644348219669087e-10,6.8045393638107792e-08,1.4917796985027248e-09,4.0212742887186186e-09,2.2577973833992802e-10,1.195137152426166e-09,1.8584301286560452e-17,2.9968756080823867e-09,2.6789675264919638e-06,4.9227752048645188e-07,9.268328094233763e-09,3.5974755727595913e-09,4.2031456417218467e-07,1.6695686067635525e-05,1.1055487992086641e-08,6.9470467891111277e-09,1.1055555764694903e-08,0.00017685015397923433,1.0560979127424676e-18,6.2651963046092019e-19,3.5122387044913032e-16,4.2540205692475941e-11,1.9732493026709151e-09,9.4250030155373039e-19,1.4405051514439959e-12,1.8539217024190347e-06,8.1651691036877405e-08
2.4679382667553448e-09,0.4373722116707349,76.950000000000003,0.0,0.0,0.0,3.175924279571511e-06,9.4999828063831764,0.00026468605056707741,0.00067932602031590288,2.6775836859580069e-11,8.9434596831167449e-14,3.0170044950201676e-11,8.3001102255692236e-06,0.013627749485394001,1.5629952794234233e-07,3.1664147125779757e-22,1.157857993244326e-13,1.3692035814593208e-05,0.96269337252595721,1.398182709035913e-06,4.5384679778881357e-16,9.7925067522529628e-14,2.4740276316047597e-08,1.033100053258924e-15,0.00078029946988351234,4.0546803945782868e-11,0.0013787251210033798,0.0013789237371182594,7.5703972386425885e-08,3.6192132997637761e-08,1.3556527976037113e-06,0.0006566911813170608,7.1780884488226339e-08,1.7153792054782434e-08,7.1450980776014682e-10,1.2945012097969414e-08,2.2346634647122742e-06,2.893801397324462e-08,0.017765768041296304,4.7203021091167212e-14,2.0619287511661722e-14,6.0827023567855899e-06,2.2561779319890238e-06,2.3889436786034677e-07,0.00036224094745752715,0.0010099514085086293,9.0307746093324544e-09,1.8133095582069026e-08,1.4260633203999404e-09,1.5544605467485292e-10,2.3253551840191826e-10,2.7218282679695954e-08,3.3106107568453984e-13,6.0022077988863548e-07,1.5295603315581381e-11,1.3439527341160259e-10,6.4808687335671867e-09,1.1096430602093973e-13,9.2534304714935771e-14,2.6071890706820103e-16,0.00052932831421652804,2.3758727926384217e-10,2.0539026167978082e-06,2.6163490609235502e-05,7.2218869308586285e-10,6.847632971986257e-08,1.5037425422499734e-09,4.0535326958217802e-09,2.2721035691161534e-10,1.2026869234651545e-09,1.8733383369957214e-17,3.0164843219835801e-09,2.6965010142738784e-06,4.9312283567549588e-07,9.2683288264981912e-09,3.5980763930061091e-09,4.2111944332273257e-07,1.6763139683239251e-05,1.1076742700091911e-08,7.0068046886988782e-09,1.1076810459858637e-08,0.00017811304028208489,1.0627897145159014e-18,6.3048947553253682e-19,3.5128618595642885e-16,4.2541945085424681e-11,1.9889862676037251e-09,9.5001635889446501e-19,1.4519934423795802e-12,1.8616041232815346e-06,8.2917966719459142e-08
2.4850399273402225e-09,0.43737221167183044,76.950000000000003,0.0,0.0,0.0,3.1561470272974248e-06,9.4999827392792273,0.00026448713556209068,0.00067599875610041267,2.4364930997234836e-11,8.1372735005292251e-14,3.0022275151274886e-11,8.2475541812937173e-06,0.013431931064689165,1.5553398871822155e-07,2.8810183454468155e-22,1.0883658523604742e-13,1.3757219465805577e-05,0.96285004930230533,1.3982925226698758e-06,4.5162390292265996e-16,9.8391255500114835e-14,2.4859477084335621e-08,1.0325491261260129e-15,0.00078043016365799572,4.0432018920295266e-11,0.0013787252297812794,0.0013789238480216529,7.570397777730187e-08,3.6192135608912614e-08,1.3558734746780019e-06,0.00065971288675174085,7.2111185002543348e-08,1.7232732308351002e-08,7.1450992345459513e-10,1.3004589219481205e-08,2.2451103975338686e-06,2.8939069110603819e-08,0.017799932376213773,4.7420264549919839e-14,2.0714184007969359e-14,6.0914200157700327e-06,2.2601321687792758e-06,2.3889500742788848e-07,0.00036268083780426953,0.001011192760056815,9.0307760928952958e-09,1.8217930701920718e-08,1.4403907821726459e-09,1.5539382975824286e-10,2.3257126580772616e-10,2.7344034910996797e-08,3.3111233711596835e-13,6.0360571168317601e-07,1.5511915483528518e-11,1.3441793790687862e-10,6.5174213627129695e-09,1.1098330257564798e-13,9.3204769130354054e-14,2.6315965928631205e-16,0.00053147458068415504,2.3893714519133174e-10,2.0574031507442283e-06,2.6371465877677353e-05,7.2792946223207746e-10,6.8906272566848056e-08,1.5156961382933171e-09,4.0857661846086612e-09,2.2863767944873631e-10,1.2102191376758385e-09,1.8882350296417268e-17,3.0360543107186153e-09,2.7139999206742978e-06,4.939722885343392e-07,9.2683295584008155e-09,3.5986619690422435e-09,4.2192779015630675e-07,1.6830278516107156e-05,1.1097961708786584e-08,7.0665717286290292e-09,1.1098029455930149e-08,0.00017937663768051665,1.0694660993913401e-18,6.3445017490600833e-19,3.5134542832193899e-16,4.254358843202482e-11,2.0047105343561121e-09,9.5752634893500487e-19,1.4634724630523176e-12,1.8692473227997104e-06,8.4194351626026681e-08
2.5021415879251002e-09,0.43737221167292134,76.950000000000003,0.0,0.0,0.0,3.1367764420024099e-06,9.4999826724875813,0.00026428835735677785,0.00067268789111841966,2.2233644750680229e-11,7.4245969570201409e-14,2.9875233710275958e-11,8.1960820291655823e-06,0.013240164482120925,1.5477222261851449e-07,2.6286905028896964e-22,1.0230442373979648e-13,1.3822084419168134e-05,0.96300273224688282,1.3984018078854755e-06,4.4941196316369814e-16,9.8855164360341395e-14,2.497809503711398e-08,1.0320269247650534e-15,0.00078055754348244164,4.0330509517950651e-11,0.0013787253383752841,0.0013789239586244979,7.5703983211259446e-08,3.6192138200393723e-08,1.3560885267476568e-06,0.00066271876369858578,7.2439755300332621e-08,1.7311259058066691e-08,7.1451003878691877e-10,1.3063854263972863e-08,2.2555025916397649e-06,2.8940066011492772e-08,0.01783403837163924,4.7636370067694985e-14,2.0808583449019505e-14,6.1001647458582603e-06,2.264085068061637e-06,2.3890208407502858e-07,0.00036312394368838842,0.0010124429000677663,9.0307775664436452e-09,1.8302321304811818e-08,1.4548391091303669e-09,1.5534408389355802e-10,2.3260524357845357e-10,2.7469133232576684e-08,3.3116106131292648e-13,6.069830486154625e-07,1.5730425063843112e-11,1.3443948329781544e-10,6.5538919857227723e-09,1.1100136148021256e-13,9.3872466459032196e-14,2.656002832471039e-16,0.00053361013177408883,2.4028400168405205e-10,2.0609208766870597e-06,2.6579273930345937e-05,7.3366561603807757e-10,6.9335217906272034e-08,1.5276401242957913e-09,4.1179737777762973e-09,2.3006169175138112e-10,1.2177337225671696e-09,1.903119754385709e-17,3.0555852876520347e-09,2.7314639955114135e-06,4.9482586211903768e-07,9.2683302883830722e-09,3.5992326183680681e-09,4.2273959175774724e-07,1.6897104245282424e-05,1.1119145636864239e-08,7.1263461020835173e-09,1.1119213370758097e-08,0.00018064095792844504,1.0761269999588582e-18,6.3840168816487026e-19,3.5140174574298039e-16,4.254514105561303e-11,2.0204216332749263e-09,9.6503004622222974e-19,1.4749418714624493e-12,1.8768518654006387e-06,8.5480837864919226e-08
