Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520)
3.670925604486403e-18,0.5145304131600793,76.950000000000003,0.0,0.0,0.0,0.9999998424466261,9.5,8.6144142104629933e-11,6.6541554411693886e-10,6.6541554108020973e-10,3.2426762981688381e-18,2.978137269867164e-18,1.5613499950638092e-07,3.0286235909375701e-13,1.4059442799558679e-18,8.1360505113351916e-27,6.0929360854975438e-31,1.0728686750817192e-27,1.0963177408643831e-12,1.5523074214315164e-19,3.6357199993278863e-27,1.728373730751208e-30,6.4017624237265727e-38,0.0,3.6552324723985304e-23,4.3243153289016914e-18,7.1803723713159078e-25,7.1803723836926796e-25,1.0508375574895573e-33,1.8683944053448649e-34,2.6524470022725143e-24,1.4618162232216539e-19,4.7803239433213325e-28,4.2497054987225093e-29,2.9232746604574729e-59,1.8514728377492803e-34,1.324981745072155e-29,2.6157239437683113e-59
7.125914414092779e-18,0.5145304131600795,76.950000000000003,0.0,0.0,0.0,0.99999969416114776,9.5,1.6722096945290677e-10,1.2916887994294277e-09,1.291688787158612e-09,1.2216601541133776e-17,1.0389903006631729e-17,3.0308298224028297e-07,1.1410104116492692e-12,5.2967850366957399e-18,3.7331565072520876e-26,4.5130794761329997e-30,7.9484602396322155e-27,4.1302919306872133e-12,5.8482362328390097e-19,1.4977344832104708e-26,1.2788323344078996e-29,9.4028494878250173e-37,0.0,2.7067690512878433e-22,1.6291630466391307e-17,5.317234514702043e-24,5.3172345328688644e-24,1.5424322656122139e-32,2.7424983206445904e-33,1.9641717601830433e-23,5.5073345100186046e-19,3.5398554508191494e-27,3.1469715957616765e-28,3.2000736312654579e-57,2.7176471574907566e-33,9.8118314392782333e-29,2.8634018114750734e-57
1.403589203330553e-17,0.5145304131600794,76.950000000000003,0.0,0.0,0.0,0.99999939759033796,9.5,3.2937458805475575e-10,2.5442347348152394e-09,2.5442346819265787e-09,4.7394234022646193e-17,3.5023822604642475e-17,5.969713679782345e-07,4.4264920811665495e-12,2.0548602805024429e-17,1.6225897242105696e-25,3.4741809009209452e-29,6.1164168284186352e-26,1.6023258305786436e-11,2.2688235963334831e-18,6.093546254710665e-26,9.8231950422234792e-29,1.4411692488213994e-35,0.0,2.082622341959889e-21,6.3203396526566081e-17,4.091197427739603e-23,4.091197455577927e-23,2.3635676619837458e-31,4.2026469417910384e-32,1.5112345579363283e-22,2.1365855709371795e-18,2.7235091628364883e-26,2.4212950779802409e-27,3.7857120128120952e-55,4.1645245840019291e-32,7.5494858306603467e-28,3.3874272278280216e-55
2.0945869652518282e-17,0.5145304131600795,76.950000000000003,0.0,0.0,0.0,0.99999910101972378,9.5,4.9152815853032032e-10,3.7967799062031442e-09,3.7967797801761262e-09,1.0554484156708008e-16,6.9750813396097228e-17,8.9084964763747626e-07,9.8575057192473539e-12,4.5760370513298107e-17,3.7604627411659261e-25,1.0920857208791635e-28,1.9219353478546513e-25,3.5682738773407046e-11,5.0525757572278189e-18,1.379219348550687e-25,3.0831944901699888e-28,6.0455339537827286e-35,0.0,6.543994950586403e-21,1.4075134626173578e-16,1.2855424935462295e-22,1.2855425052235288e-22,9.9143933127806758e-31,1.7629055501705875e-31,4.7485351983345326e-22,4.7581145291628256e-18,8.5575708532616986e-26,7.6081168633263914e-27,3.5077251191009817e-54,1.7469049272164466e-31,2.3722211406151116e-27,3.1386867563521651e-54
2.7855847271731036e-17,0.5145304131600794,76.950000000000003,0.0,0.0,0.0,0.99999880444930511,9.5,6.5368168087960939e-10,5.0493243168662493e-09,5.0493240819077139e-09,1.8666831773238424e-16,1.1129844592238951e-16,1.1847178215414961e-06,1.7433982047733181e-11,8.093175921492964e-17,6.78703302090004e-25,2.479749590903633e-28,4.3623600910928249e-25,6.3108482588576815e-11,8.9360794032985411e-18,2.4593473156242055e-25,6.9906642265177399e-28,1.7011956503886018e-34,0.0,1.4853298969813077e-20,2.4893546734333709e-16,2.9178960211381835e-22,2.9178960539968048e-22,2.7897927171356458e-30,4.9606942119662245e-31,1.0777925778616911e-21,8.4153368608814233e-18,1.9423173121010397e-25,1.7268487396686351e-26,2.0951450046578652e-53,4.9156448929388088e-31,5.3844365700474988e-27,1.8747204806665971e-53
3.4765824890943784e-17,0.5145304131600795,76.950000000000003,0.0,0.0,0.0,0.99999850787908195,9.5,8.1583515510264709e-10,6.3018679691686344e-09,6.301867587122065e-09,2.9076454537739607e-16,1.5730357272781153e-16,1.4785758900278421e-06,2.7155848783327374e-11,1.2606242578369939e-16,1.0702015721491768e-24,4.7181248552446482e-28,8.2968070898423516e-25,9.8300228129238377e-11,1.3919333470420235e-17,3.8497274193320929e-25,1.3281450844967465e-27,3.8605529347309965e-34,0.0,2.8249558860891214e-20,3.8775573755898021e-16,5.5496036045783472e-22,5.5496036791432556e-22,6.3307613491840521e-30,1.1257295333161228e-30,2.049837816348351e-21,1.3108269341250103e-17,3.6940149670691878e-25,3.2842802204685522e-26,9.0091142187150907e-53,1.1155009162084747e-30,1.0240805868975904e-26,8.0612900930597814e-53
4.858578012936929e-17,0.5145304131600793,76.950000000000003,0.0,0.0,0.0,0.9999979147392225,9.5,1.1401419591700802e-09,8.8069530036212418e-09,8.8069522080020943e-09,5.6787481017132148e-16,2.5776011837666694e-16,2.0662617120037308e-06,5.3035484474537577e-11,2.4620031575874474e-16,2.1197006756628211e-24,1.2519085181578996e-27,2.1996982289491091e-24,1.919807507636656e-10,2.7185088423452502e-17,7.5612047887851616e-25,3.5137702175795071e-27,1.3559214468006784e-33,0.0,7.4897018827039096e-20,7.5730462891112884e-16,1.4713691725621281e-21,1.471369198750101e-21,2.2234172301579784e-29,3.9538006439594616e-30,5.4345484625105128e-21,2.560132647083253e-17,9.7933414662787071e-25,8.7073773973986894e-26,9.1200000660563549e-52,3.917835096630487e-30,2.71517149416461e-26,8.1605109616910913e-52
6.240573536779479e-17,0.5145304131600794,76.950000000000003,0.0,0.0,0.0,0.99999732160014543,9.5,1.4644485707328604e-09,1.1312035018183147e-08,1.1312033642822784e-08,9.3687467383392802e-16,3.6250649229547764e-16,2.6539071162822497e-06,8.7495830963375246e-11,4.0617127893028353e-16,3.5245418565450592e-24,2.6166862376495312e-27,4.59408330537647e-24,3.1672220080288259e-10,4.484983102198069e-17,1.25135658463744e-24,7.3233948737644327e-27,3.5065197220502281e-33,0.0,1.5642350331124132e-19,1.2493978120299465e-15,3.073022676997218e-21,3.0730227447190929e-21,5.7497096429981997e-29,1.0224779231916912e-29,1.1349906837350694e-20,4.2237419438095135e-17,2.0452591322100319e-24,1.8185251333192749e-25,4.5269074648455158e-51,1.0131675103048033e-29,5.670805134149614e-26,4.0506447981065696e-51
7.62256906062203e-17,0.5145304131600794,76.950000000000003,0.0,0.0,0.0,0.99999672846185017,9.5,1.7887549897912471e-09,1.3817114016599909e-08,1.381711189159115e-08,1.3977631207110724e-15,4.678058771218868e-16,3.2415121057250233e-06,1.3053627547567326e-10,6.0597240704724356e-16,5.284699653960983e-24,4.7426663967791231e-27,8.320060811125411e-24,4.7252236037184323e-10,6.6913551044787327e-17,1.8706720032598955e-24,1.3235415175428555e-26,7.5817723762971286e-33,0.0,2.8329026952519912e-19,1.8640350639498813e-15,5.5654732731714198e-21,5.5654734195944621e-21,1.2431519912883612e-28,2.2107844628464005e-29,2.055479895002166e-20,6.3016688675068399e-17,3.7038876258615901e-24,3.2933916283157344e-25,1.6834135949295975e-50,2.1906332291941049e-29,1.0270330800396574e-25,1.5063067007378956e-50
9.00456458446458e-17,0.5145304131600795,76.950000000000003,0.0,0.0,0.0,0.99999613532433718,9.5,2.113061216345503e-09,1.6322189998937073e-08,1.6322186954314221e-08,1.9505391411286668e-15,5.7360148813615856e-16,3.829076683170493e-06,1.8215621020424895e-10,8.4560081552818273e-16,7.4002055629884317e-24,7.8055303951098783e-27,1.3682237671326086e-23,6.5937902957289664e-10,9.3376238240527077e-17,2.6140577332592337e-24,2.1719021516834995e-26,1.4552663319297888e-32,0.0,4.6586964734499519e-19,2.6012161601058087e-15,9.1525422778377311e-21,9.1525425588768675e-21,2.3860490713743039e-28,4.2434230114356666e-29,3.3801581642412563e-20,8.7939273288269161e-17,6.090736050503549e-24,5.4158969429415625e-25,5.2054218566904618e-50,4.204703393028941e-29,1.6889918165354027e-25,4.6577754742262974e-50
1.176855563214968e-16,0.5145304131600793,76.950000000000003,0.0,0.0,0.0,0.99999494905165742,9.4999999999999964,2.7616730919426315e-09,2.1332332914344269e-08,2.1332327521651584e-08,3.3317500269119832e-15,7.8774336169052502e-16,5.0040846129595695e-06,3.1113221837842848e-10,1.4443284065711875e-15,1.2697158907581336e-23,1.742062996854252e-26,3.0483720403287073e-23,1.1262534566759534e-09,1.5949847473803404e-16,4.4730056680161044e-24,4.8165593495051694e-26,4.2543025274128525e-32,0.0,1.0379582339446381e-18,4.4432090209811845e-15,2.0392581462480097e-20,2.0392582283998e-20,6.9746755364380051e-28,1.2405034714811244e-28,7.530658282109903e-20,1.5021492206947781e-16,1.3568753929264823e-23,1.2066278352680573e-24,3.846059009980159e-49,1.2291543718246162e-28,3.7632716623431024e-25,3.4414286325906342e-49
1.4532546679834778e-16,0.5145304131600794,76.950000000000003,0.0,0.0,0.0,0.99999376278210583,9.4999999999999947,3.4102841975262829e-09,2.634246376649234e-08,2.634245534488951e-08,5.0804994838047437e-15,1.0029124829401052e-15,6.1789309277143007e-06,4.7441913065011594e-10,2.202331628540613e-15,1.9415387038292135e-23,3.2839115459090916e-26,5.7366427628066329e-23,1.7173283810389011e-09,2.4321646094807797e-16,6.828130536301615e-24,9.0226687059901939e-26,9.8937950057113226e-32,0.0,1.953323989887742e-18,6.7753746520675944e-15,3.8377924028290444e-20,3.8377925938662431e-20,1.6218834324989792e-27,2.8848856437241014e-28,1.4171243973711596e-19,2.2906544694261221e-16,2.5532274195832821e-23,2.2706768983018626e-24,1.6659572239518824e-48,2.8584265471759363e-28,7.0824307760102474e-25,1.4906881587930005e-48
1.7296537727519877e-16,0.5145304131600795,76.950000000000003,0.0,0.0,0.0,0.99999257651568219,9.4999999999999893,4.0588945330984812e-09,3.1352582556688418e-08,3.1352570424082475e-08,7.1967796813054885e-15,1.2178694999718088e-15,7.3536156494535223e-06,6.7201223202951188e-10,3.1195881046861026e-15,2.755485292391105e-23,5.5443975762744319e-26,9.6693297326504187e-23,2.4325867372252654e-09,3.4453011753827615e-16,9.6793626336149451e-24,1.51395624086088e-25,1.9815457875153841e-31,0.0,3.2924361098647015e-18,9.5977113159251422e-15,6.4690307871223406e-20,6.4690311697063199e-20,3.2480550734199441e-27,5.7778471555270716e-28,2.3885367986213361e-19,3.2449192662790157e-16,4.3031680669128579e-23,3.8272442374647261e-24,5.4868671496273207e-48,5.724727773759764e-28,1.1938436971174224e-24,4.9096158402105414e-48
2.0060528775204977e-16,0.5145304131600794,76.950000000000003,0.0,0.0,0.0,0.99999139025238626,9.4999999999999858,4.7075040986612551e-09,3.6362689285116005e-08,3.636267275928496e-08,9.6805827875554245e-15,1.432498694036315e-15,8.5281388001977084e-06,9.0390680717512061e-10,4.1960754566517219e-15,3.7115525527099371e-23,8.6627484865272807e-26,1.5082734399726225e-22,3.2720114585256532e-09,4.6343936517030818e-16,1.3026632246623868e-23,2.3510050916876029e-25,3.5776098081366759e-31,0.0,5.1357699293096428e-18,1.2910217274546313e-14,1.0091181084079823e-19,1.0091181774770753e-19,5.8637485997091674e-27,1.0431606939209393e-27,3.7256422157403786e-19,4.3649543962387149e-16,6.7116997838247308e-23,5.9698335279242157e-24,1.5144797626171951e-47,1.0335476445495132e-27,1.862334118709245e-24,1.355147742452693e-47
2.558851087057518e-16,0.5145304131600792,76.950000000000003,0.0,0.0,0.0,0.99998901773517623,9.4999999999999769,6.0047209197666431e-09,4.6382866556041862e-08,4.6382839197936562e-08,1.5750726376426581e-14,1.8616687595545361e-15,1.0876700476825607e-05,1.4705815082507554e-09,6.8266532315369188e-15,6.0500370819304111e-23,1.8036339519822124e-25,3.1297281793533691e-22,5.3232916965197214e-09,7.5404431592545871e-16,2.1209005032286985e-23,4.8341303017594173e-25,9.4945624320449942e-31,0.0,1.0657157120536304e-17,2.100573011454489e-14,2.0941495795483032e-19,2.0941497628206001e-19,1.555885261845712e-26,2.7683770943391099e-27,7.7303295259418016e-19,7.102378794441738e-16,1.3924453136177619e-22,1.238719845752983e-23,8.7367760156011754e-47,2.7427358273713677e-27,3.8649008862832298e-24,7.8176224957903285e-47
3.111649296594538e-16,0.5145304131600791,76.950000000000003,0.0,0.0,0.0,0.9999866452304742,9.4999999999999662,7.3019346608586775e-09,5.6402995579388232e-08,5.6402954661280459e-08,2.329086755376153e-14,2.2908469807087674e-15,1.3224616133822528e-05,2.1744054981457021e-09,1.0093885865562424e-14,8.9569680744276522e-23,3.2536537881182295e-25,5.627112174722083e-22,7.8710325142959527e-09,1.1150306779553713e-15,3.1374690997811236e-23,8.6138917554358063e-25,2.0752546160489363e-30,0.0,1.916150275444161e-17,3.1061899246622249e-14,3.7655242645688997e-19,3.7655246650916316e-19,3.4001455089294028e-26,6.0508181115338494e-27,1.389785238568867e-18,1.0503013910965578e-15,2.5030941880088636e-22,2.2270842209848916e-23,3.3860937253343856e-46,5.9945018764379862e-27,6.9497791026538784e-24,3.0298610660864369e-46
4.217245715668578e-16,0.514530413160079,76.950000000000003,0.0,0.0,0.0,0.99998190025858602,9.4999999999999361,9.8963529030675941e-09,7.6443108885431121e-08,7.6443032663789852e-08,4.2780891854956259e-14,3.1493095693873797e-15,1.791851009363099e-05,3.993350442280077e-09,1.853759955879141e-14,1.6476072463747783e-22,8.1537675294963409e-25,1.400567816325515e-21,1.445534971400832e-08,2.04814509414709e-15,5.7653771504340722e-23,2.1050426609240787e-24,7.0593539058848528e-30,0.0,4.7694417927580765e-17,5.7056150624140044e-14,9.3739906990110177e-19,9.3739920610056999e-19,1.1561729641215552e-25,2.0582171915528308e-26,3.4586458345363586e-18,1.9294260863597664e-15,6.2277475135863315e-22,5.5427295216297949e-23,3.0958885979889645e-45,2.0388568045854581e-26,1.7302179888040872e-23,2.7701916781477403e-45
5.322842134742618e-16,0.5145304131600789,76.950000000000003,0.0,0.0,0.0,0.99997715533670628,9.4999999999999005,1.2490758825417813e-08,9.6483029207656351e-08,9.6482906770302053e-08,6.815015409223882e-14,4.0078145689304591e-15,2.2609822088665164e-05,6.3604399152373236e-09,2.9525784615453757e-14,2.6268671750791732e-22,1.6499798624157864e-24,2.815547266729607e-21,2.3023870996428883e-08,3.2627775305989984e-15,9.1859413032990882e-23,4.1578194486682779e-24,1.7887637996837923e-29,0.0,9.588383318926939e-17,9.0892859842296968e-14,1.8847842147791384e-18,1.8847845597886963e-18,2.9285834231894331e-25,5.2151215724232884e-26,6.9519505805896972e-18,3.073938388233338e-15,1.2514978971884496e-21,1.1141715955830933e-22,1.52006275529694e-44,5.1655942675736259e-26,3.4791068943129537e-23,1.3601489988588049e-44
6.428438553816658e-16,0.5145304131600785,76.950000000000003,0.0,0.0,0.0,0.99997241046481999,9.4999999999998543,1.5085152428039111e-08,1.1652275655047838e-07,1.1652257698430546e-07,9.9398152696527869e-14,4.8662860061224027e-15,2.7298553527234856e-05,9.2753723494944991e-09,4.3057009869790143e-14,3.8334571979787428e-22,2.9246851619208195e-24,4.9586918983976327e-21,3.3575504867910466e-08,4.7589229039525512e-15,1.3398715720291293e-22,7.1979978984373918e-24,3.790675778201508e-29,0.0,1.6887634518134055e-16,1.325719152232363e-13,3.3200404343330442e-18,3.320041165250017e-18,6.2040379403355814e-25,1.1051317915842907e-25,1.2242049492506567e-17,4.4839070462623743e-15,2.2033214192994514e-21,1.9621260275742511e-22,5.4699695652763324e-44,1.0945405708711547e-25,6.1288477334379143e-23,4.8945220647445726e-44
7.534034972890698e-16,0.5145304131600781,76.950000000000003,0.0,0.0,0.0,0.99996766564291184,9.4999999999997993,1.7679533711061207e-08,1.3656229091822172e-07,1.3656204330928778e-07,1.3652438613808147e-13,5.7247363887948508e-15,3.1984705816863889e-05,1.2737846345839354e-08,5.9129844966175341e-14,5.2673579209656483e-22,4.7372881908024558e-24,7.9809283602760087e-21,4.6109160443989297e-08,6.5365761307326326e-15,1.8403254815699622e-22,1.1390685071124779e-23,7.1265829322328839e-29,0.0,2.7181563225634443e-16,1.8209320497364784e-13,5.3444988614496637e-18,5.3445002352001488e-18,1.1659889552996571e-24,2.0776153088958354e-25,1.9700812683354475e-17,6.1594006908291549e-15,3.5449385379380935e-21,3.1577965090231532e-22,1.6132861791741889e-43,2.0575260534517057e-25,9.8666927490592267e-23,1.4435678317531501e-43
8.639631391964737e-16,0.514530413160078,76.950000000000003,0.0,0.0,0.0,0.99996292087096617,9.4999999999997389,2.0273902674613804e-08,1.5660163231520725e-07,1.5660130574873584e-07,1.7952835292788002e-13,6.5831804018770493e-15,3.6668280364290549e-05,1.6747560673296022e-08,7.7742860358691085e-14,6.9285499515141794e-22,7.1878545942601893e-24,1.2033066911108842e-20,6.0623747449116148e-08,8.5957321273687728e-15,2.4199113256053658e-22,1.688884906478481e-23,1.2291162696321944e-28,0.0,4.0984245620113635e-16,2.3945661718601016e-13,8.0594888974340971e-18,8.0594912660520939e-18,2.0103043668026648e-24,3.5831363212275602e-25,2.9699632234554215e-17,8.1004878337304305e-15,5.3428940550417023e-21,4.7607820909581122e-22,4.1232632844707906e-43,3.5481830102741013e-25,1.4879942429136642e-22,3.6894977878014545e-43
1.0850824230112819e-15,0.5145304131600772,76.950000000000003,0.0,0.0,0.0,0.99995343147690241,9.4999999999995897,2.5462603643829069e-08,1.9667973621424312e-07,1.966792189849741e-07,2.8316748078352497e-13,8.3000464017712841e-15,4.6027701855822306e-05,2.6407506183015453e-08,1.2258371762845711e-13,1.0932730372445108e-21,1.4413751648026353e-23,2.3829741329629797e-20,9.5591357486898622e-08,1.3558532095441039e-14,3.8163008015271272e-22,3.2363148835011743e-23,3.0458185649935517e-28,0.0,8.1170814570151455e-16,3.777093608318098e-13,1.5966373912103511e-17,1.5966379778293181e-17,4.9783226300399709e-24,8.8786703981771522e-25,5.8800775571836307e-17,1.2779716107904157e-14,1.0573307322032917e-20,9.4268088906744385e-22,2.0187541424924455e-42,8.7905289918125506e-25,2.9482084224395779e-22,1.8063861100717462e-42
1.3062017068260898e-15,0.5145304131600759,76.950000000000003,0.0,0.0,0.0,0.99994394228250705,9.4999999999994031,3.0651255336721622e-08,2.3675706828224418e-07,2.3675631672090205e-07,4.1031152513940726e-13,1.0016881392152361e-14,5.5376829240288936e-05,3.8252802338862269e-08,1.7756816123329423e-13,1.5845843351051921e-21,2.5447601897766573e-23,4.1552876663008079e-20,1.3846962474989283e-07,1.9647282137537227e-14,5.5286842290077467e-22,5.4636516933909723e-23,6.3821112607699749e-28,0.0,1.4155421559751987e-15,5.4732924864770765e-13,2.7851299400035301e-17,2.7851311684789714e-17,1.0424456807186602e-23,1.8602976001614862e-24,1.0250720972935898e-16,1.8522137630462498e-14,1.8424005095243479e-20,1.6435794747709537e-21,7.3128932632194308e-42,1.8415081005014644e-24,5.1434631425115404e-22,6.5436082303962608e-42
1.5273209906408978e-15,0.5145304131600746,76.950000000000003,0.0,0.0,0.0,0.9999344532876584,9.4999999999991882,3.5839857754327566e-08,2.7683362855384785e-07,2.768325989843908e-07,5.6095647549557837e-13,1.1733680579375739e-14,6.4715673743809501e-05,5.2281045243608801e-08,2.4268478344619191e-13,2.1667733801748602e-21,4.1170346359701609e-23,6.6404757098241702e-20,1.8924984857122119e-07,2.6861941581285041e-14,7.5567062334772778e-22,8.4581558914239268e-23,1.1916634318565906e-27,0.0,2.2623674126659335e-15,7.4831538131922866e-13,4.4524845499137868e-17,4.4524868423967589e-17,1.9451496657743171e-23,3.4733330723665283e-24,1.6377315051532299e-16,2.5328296300433175e-14,2.9422108522960761e-20,2.6262366256564956e-21,2.1614443377343617e-41,3.4376496979388154e-24,8.2237706481585675e-22,1.9340735282568365e-41
1.7484402744557057e-15,0.5145304131600732,76.950000000000003,0.0,0.0,0.0,0.99992496449223489,9.4999999999989377,4.1028410897682368e-08,3.1690941706366083e-07,3.1690806580330055e-07,7.3509832196720268e-13,1.3450447020688685e-14,7.4044246580315815e-05,6.8489833609938595e-08,3.1792218910164822e-13,2.8398246662735734e-21,6.2498167069346797e-23,9.9585792083851748e-20,2.4792333773031445e-07,3.5202469752567789e-14,9.9000118316830617e-22,1.2295070678457266e-22,2.0452173753963129e-27,0.0,3.3931615903138738e-15,9.8066685775406043e-13,6.67975691832122e-17,6.6797608505848284e-17,3.3361793724109679e-23,5.9608423856278809e-24,2.4554539656906905e-16,3.3198734179458934e-14,4.4092452273298892e-20,3.9380200794318611e-21,5.5221312906797613e-41,5.8985684688495478e-24,1.2339218575739212e-21,4.9412464424593122e-41
