Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978)
1.0107882930440782e-23,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.99999999999968991,9.5,2.0063536171879071e-16,2.2497956578879141e-15,2.2497956578878967e-15,5.8388609499388024e-29,5.8388589511707409e-29,3.0537817043518043e-13,2.1529367307559893e-24,2.5592704290187664e-29,1.4121200846506596e-42,5.8276529241030964e-47,4.2669427097272931e-44,7.5736153013701711e-24,2.5477444903035517e-30,1.2379011801888157e-42,1.6163418659861172e-46,9.1383407852089357e-60,0.0,8.6887161159082966e-40,4.3922248911682247e-29,2.7116385164494165e-41,2.7116385164494461e-41,2.4685178213665492e-55,4.3444245566960478e-56,4.5801787242906863e-41,1.4447001017398669e-30,2.8179175358035454e-44,2.4796722217597059e-45,1.516894471024496e-97,4.0523059514772209e-56,5.0277524696758034e-46,1.359315483642916e-97,9.2186699378950526e-26,4.0726001442119496e-70,4.0726001324386405e-70,8.0692311556811898e-38,2.3307391660764933e-38,1.3348561824887113e-26,8.068277564850269e-38
2.0224547687927996e-23,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999999937961,9.5,4.0144503739207584e-16,4.5015459601333836e-15,4.5015459601333158e-15,2.3370660310448456e-28,2.3370644308155706e-28,6.1102165637634689e-13,8.6173576378282467e-24,1.0243751367012223e-28,1.1305482634274148e-41,4.6656658044964313e-46,3.4170148105331275e-43,3.0314198615728987e-23,1.0197617574969767e-29,9.9105956922560286e-42,1.2940562933222057e-45,1.4637226796003538e-58,0.0,6.9562560039123856e-39,1.7580346033072624e-28,2.1709596054633854e-40,2.1709596054634323e-40,3.9528447566206827e-54,6.9567396605611234e-55,3.6669279239590302e-40,5.7825654041280228e-30,2.2560474428970586e-43,1.9852455241753741e-44,1.9455678693357272e-95,6.4889692894612076e-55,4.025259064855572e-45,1.7434571618425772e-95,3.6898704297753831e-25,1.3043286411624905e-68,1.3043286336211303e-68,6.4602913622811175e-37,1.8660085219793295e-37,5.3429034653390294e-26,6.4595279097960941e-37
4.045787720290242e-23,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999999875888,9.5,8.0306438873839672e-16,9.0050465646182202e-15,9.0050465646179488e-15,9.3513082935823273e-28,9.351295486892889e-28,1.2223086281985874e-12,3.4480655177498156e-23,4.0988348569803548e-28,9.0477190968449682e-41,3.7339506390842914e-45,2.7349967819655565e-42,1.2129628052835174e-22,4.0803753311840151e-29,7.9312633604862397e-41,1.035638317551359e-44,2.3432275349756429e-57,0.0,5.567118951045389e-38,7.0344283593338677e-28,1.7374274833117657e-39,1.7374274833118401e-39,6.3271258873041239e-53,1.1135314011552395e-53,2.9346567930719579e-39,2.3137793757116184e-29,1.8055236128001361e-42,1.5887997758232449e-43,2.4928534804154618e-93,1.0386576783387894e-53,3.2214306108829097e-44,2.233889304175879e-93,1.476428799708003e-24,4.175607128435875e-67,4.1756070801505448e-67,5.17019650384379e-36,1.493373935546187e-36,2.1378573313609768e-25,5.169585509832994e-36
8.092453623285126e-23,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999999751754,9.5,1.6063030914300401e-15,1.8012047773563476e-14,1.8012047773562397e-14,3.7411322380009212e-27,3.7411219907166847e-27,2.4448825716027004e-12,1.3794507314876638e-22,1.6398008427050395e-27,7.2393851524277826e-40,2.9877278359645574e-44,2.1885515341812959e-41,4.8526410545343389e-22,1.6324158305546681e-28,6.3458553247959368e-40,8.2866799213815714e-44,3.750181343680088e-56,0.0,4.4545410003806737e-37,2.8142293981914116e-27,1.3902059626266868e-38,1.3902059626268058e-38,1.0125461351171646e-51,1.7820127763815238e-52,2.3481713108693642e-38,9.2566241457835037e-29,1.4446932117771648e-41,1.2712812146384863e-42,3.192470483486916e-91,1.6621904429564574e-52,2.57763393759961e-43,2.8608282528419018e-91,5.9066765908665844e-24,1.3364752238611421e-65,1.3364751929519288e-65,4.1369427360345807e-35,1.1949260439575817e-35,8.552821413101062e-25,4.1364538480042237e-35
1.6185785429274895e-22,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999999503475,9.5,3.2127804968093349e-15,3.6026050191356341e-14,3.6026050191352011e-14,1.4965746879514832e-26,1.4965664893666584e-26,4.8900304574494514e-12,5.5182520057763088e-22,6.55973720755577e-27,5.7917943626368314e-39,2.3904092313474838e-43,1.7510628976674539e-40,1.9412143994166757e-21,6.5301947562013657e-28,5.0765896990742273e-39,6.6299732178339733e-43,6.0011040953802324e-55,0.0,3.5639711717039163e-36,1.1257833766873573e-26,1.112270371768201e-37,1.1122703717683917e-37,1.6202386301562053e-50,2.8515105052955764e-51,1.8787154176410214e-37,3.7029510085340408e-28,1.1558643090066884e-40,1.0171215393111383e-41,4.0873980770961596e-89,2.6597752675635204e-51,2.0623029516944452e-42,3.6627884142022474e-89,2.3628629280490293e-23,4.2771702300454427e-64,4.2771700322053575e-64,3.3098684347912001e-34,9.5603160283790862e-35,3.4214070017388168e-24,3.3094772872458228e-34
3.237244904125443e-22,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999999006917,9.5,6.4257353075519542e-15,7.2054055026551419e-14,7.2054055026534114e-14,5.9865423456958927e-26,5.9864767542389359e-26,9.7803262252970588e-12,2.2073906207295871e-21,2.6240016532860219e-26,4.6332336180711136e-38,1.912418188482315e-42,1.4009389913822146e-39,7.7651735615053127e-21,2.612184193042125e-27,4.0605422644453922e-38,5.3042300777650366e-42,9.602417753409075e-54,0.0,2.8513122922490178e-35,4.5033167480544768e-26,8.898585403297904e-37,8.8985854033009543e-37,2.59251366415019e-49,4.5626488711869397e-50,1.5030436844246297e-36,1.4812406757423563e-27,9.2473534417954291e-40,8.137358600604702e-41,5.23253259027324e-87,4.2558568855259762e-50,1.6499206880109326e-41,4.6889633422500905e-87,9.4518363061091458e-23,1.3687663655589688e-62,1.3687662389345655e-62,2.6480204516694235e-33,7.6486159090620912e-34,1.3686184892889548e-23,2.647707518802389e-33
6.474577626521351e-22,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.999999999980138,9.5,1.2851644928973314e-14,1.4411006469537909e-13,1.4411006469530982e-13,2.394665657695294e-25,2.3946131838208215e-25,1.9560917745608695e-11,8.8297421170017347e-21,1.0496220150393003e-25,3.7060000959518573e-37,1.5299708947577501e-41,1.120786663018459e-38,3.1061326164009972e-20,1.0448949356920567e-26,3.2470361772579804e-37,4.2434843107138097e-41,1.5364389378352635e-52,0.0,2.2811039757545092e-34,1.8013633481025387e-25,7.1190372986890939e-36,7.119037298693973e-36,4.1481273394756265e-48,7.3004238427686665e-49,1.2024634867030624e-35,5.925083250881827e-27,7.3980583267525227e-39,6.5100413911887536e-40,6.6980661011038186e-85,6.8095441781598623e-49,1.3199678848295774e-40,6.0022533774085627e-85,3.7808114400472912e-22,4.380167176430321e-61,4.3801663660126838e-61,2.118466642192523e-32,6.1190379597183814e-33,5.4745853308128609e-23,2.1182162899960414e-32
1.2949243071313167e-21,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999996027578,9.5,2.5703464171560524e-14,2.8822208402678433e-13,2.8822208402650725e-13,9.5787600686553691e-25,9.5783402812631878e-25,3.9122100724697633e-11,3.5319327691749564e-20,4.1985307623230586e-25,2.9637561736499319e-36,1.223991288213582e-40,8.9664351784575663e-38,1.2424656833575886e-19,4.1796222599726219e-26,2.5953032653520282e-36,3.3948269795706801e-40,2.4583439770968403e-51,0.0,1.8249048353630562e-33,7.2055266905625267e-25,5.6952974300781576e-35,5.6952974300859621e-35,6.6370880901953348e-47,1.1680826647164828e-47,9.6198220242258171e-35,2.3700574110369522e-26,5.9185168608347661e-38,5.2080949054702193e-39,8.5737962260445211e-83,1.089540918421624e-47,1.0559868464745902e-39,7.683127723623087e-83,1.5123399576379084e-21,1.4016717222683049e-59,1.4016712035943262e-59,1.6947934231327952e-31,4.8952884520126525e-32,2.1898564028447172e-22,1.6945931390617929e-31
2.5898573960896797e-21,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999992055122,9.5,5.1407102655712888e-14,5.764461226645944e-13,5.7644612266348621e-13,3.8315235136621335e-24,3.8311876954919584e-24,7.8244466436738166e-11,1.4127802883670408e-19,1.6794208408691681e-24,2.3692942780755107e-35,9.7919891497208995e-40,7.1732048809136255e-37,4.9698879937365537e-19,1.6718574073682004e-25,2.0724944153164891e-35,2.7158764858622856e-39,3.9333836984571555e-50,0.0,1.4599325265531203e-32,2.8822253357114877e-24,4.5562649803803666e-34,4.5562649803928546e-34,1.0619408308070555e-45,1.8689441362819375e-46,7.6959032278037456e-34,9.4802778728279812e-26,4.7348415192980002e-37,4.1665006214080576e-38,1.0974633005772312e-80,1.7432765392370423e-46,8.4479450013793779e-39,9.834559264492745e-81,6.049390577617181e-21,4.4853777540214997e-58,4.4853744344888662e-58,1.3558427771393495e-30,3.9162539802200775e-31,8.7594701173353544e-22,1.3556825490327848e-30
5.179723574006406e-21,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999984110222,9.5,1.028143796199294e-13,1.1528941998402149e-12,1.1528941998357804e-12,1.532613301544273e-23,1.5323446681867154e-23,1.5648919687626993e-10,5.6511354844160639e-19,6.7177003991450333e-24,1.8926872893682437e-34,7.833615743850971e-39,5.7385865808615015e-36,1.9879602388465671e-18,6.6874466354723791e-25,1.6520151380835724e-34,2.172705693113231e-38,6.2934405651145897e-49,0.0,1.167949478640832e-31,1.1528930660210198e-23,3.6450227983660762e-33,3.645022798386057e-33,1.6991106818064687e-44,2.990320093058077e-45,6.1567407550775289e-33,3.7921208005663967e-25,3.7878843487992361e-36,3.333210343746848e-37,1.4047641499774036e-78,2.7892512858022665e-45,6.758376212690366e-38,1.258833555478512e-78,2.4197623674261797e-20,1.4353248121300011e-56,1.4353226876258545e-56,1.0846774289000948e-29,3.1330124472664958e-30,3.5037969199205101e-21,1.0845492461961684e-29
1.0359455929839858e-20,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.9999999996822041,9.5,2.0562893353200957e-13,2.3057903537914633e-12,2.3057903537737137e-12,6.1304609889908873e-23,6.1283122704701892e-23,3.1297865381713637e-10,2.2604570355766471e-18,2.6870835377964764e-23,1.5097645942833414e-33,6.2669037829530452e-38,4.5908783044146576e-35,7.9518509523370573e-18,2.6749820547554006e-24,1.3121372526057754e-33,1.7381640259029585e-37,1.0069526156321722e-47,0.0,9.343609564050326e-31,4.6115781262243014e-23,2.9160225635224758e-32,2.9160225635544462e-32,2.7185812557701412e-43,4.7845196546141499e-44,4.9253997602549529e-32,1.5168502550579164e-24,3.0303118061052381e-35,2.6665721620916709e-36,3.1476269356115535e-76,4.4628090106870997e-44,5.4067092462994073e-37,2.8206431715898082e-76,9.6790616380970571e-20,4.593041924868524e-55,4.5930283280683187e-55,8.6774321275707512e-29,2.5064136240402534e-29,1.4015205199876558e-20,8.6764066670043581e-29
2.0718920641506764e-20,0.3513891922300376,76.950000000000003,0.0,0.0,0.0,0.99999999936440798,9.5,4.1125804129075855e-13,4.6115826600940462e-12,4.6115826600229612e-12,2.4521859446774623e-22,2.4504675307638949e-22,6.2595755194608169e-10,9.0418336308697906e-18,1.0748340675484304e-22,1.2008513317456106e-32,5.0135297706784322e-37,3.672706210234623e-34,3.1807423117146281e-17,1.0699935015060377e-23,1.0348591656021296e-32,1.3905272807336559e-36,1.6111258640721695e-46,0.0,7.4748929937058686e-30,1.8446324218470939e-22,2.3328197794675596e-31,2.3328197795187118e-31,4.3497329662890356e-42,7.6552372142082268e-43,3.9403224899586651e-31,6.0674049262339484e-24,2.4242509736545117e-34,2.1332592020154455e-35,4.0424637088460577e-74,7.1404996437357903e-43,4.3253710138994193e-36,3.6225219486859898e-74,3.8716270054146877e-19,1.4697714116166706e-53,1.4697627097200294e-53,6.9419505687593857e-28,2.0051323032997554e-28,5.6060854033530837e-20,6.9411302038358241e-28
4.143785006484058e-20,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999872881573,9.5,8.2251625654661117e-13,9.2231672663000086e-12,9.2231672660149851e-12,9.8087468170199116e-22,9.7950084869298136e-22,1.2519152851928281e-09,3.6167343940125396e-17,4.2993373894827656e-22,9.4972782654796649e-32,4.0108301449343167e-36,2.9381663161637839e-33,1.2722972559527471e-16,4.2799753611541306e-23,8.0507637372687283e-32,1.1124142829795477e-35,2.5778026582050295e-45,0.0,5.9799162895383043e-29,7.3785320215331959e-22,1.8662565129802314e-30,1.8662565130620756e-30,6.9595739121884928e-41,1.2248383395372715e-41,3.1522587755094904e-30,2.4269627807642745e-23,1.9394010671402019e-33,1.706607818554529e-34,5.1744923492799443e-72,1.1424802535795236e-41,3.4602987481013967e-35,4.6369524802255807e-72,1.5486512053980136e-18,4.7032498958723561e-52,4.7031942045138109e-52,5.5535620627303021e-27,1.6041063043878665e-27,2.2424346815111994e-19,5.5529057771689452e-27
8.28757089115082e-20,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.99999999745763113,9.5,1.6450326860117343e-12,1.8446336453118708e-11,1.8446336451973134e-11,3.9234992865985915e-21,3.9125229713457815e-21,2.5038304996417942e-09,1.4466938210993257e-16,1.7197350312156574e-21,7.428247395076421e-31,3.2086724563741138e-35,2.3505334661905392e-32,5.0891892472315586e-16,1.7119904122254284e-22,6.1034045566121005e-31,8.8991886500091847e-35,4.1244850574857135e-44,0.0,4.7839334015986525e-28,2.9514132685858413e-21,1.4930054828604181e-29,1.4930054829913686e-29,1.1135315353939539e-39,1.9597414080075079e-40,2.521806871169164e-29,9.707852976160315e-23,1.5515204517325405e-32,1.3652862264289185e-33,6.6233539848892551e-70,1.8279683100352559e-40,2.7682405576536949e-34,5.935302567891384e-70,6.1946050936311951e-18,1.5050271222290048e-50,1.5049914807801611e-50,4.4428497509389614e-26,1.2832850684028711e-26,8.9697386102993836e-19,4.4423247329859464e-26
1.2431356775817582e-19,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999618644653,9.5,2.467549114430275e-12,2.7669505614347757e-11,2.7669505611905377e-11,8.3374362800469305e-21,8.3060744151259697e-21,3.7557454620462831e-09,3.0742242690765655e-16,3.6544368215034468e-21,2.096855195614216e-30,9.1748130194716616e-35,6.9781464014648866e-32,1.0814526796002524e-15,3.6379797893039881e-22,1.6930444648221341e-30,2.5445909717573087e-34,1.5603765188556692e-43,0.0,1.3679059372215347e-27,6.2717534762064292e-21,4.269062748980631e-29,4.269062749462616e-29,4.0985347808445292e-39,7.2131495178451966e-40,7.2107908524055844e-29,2.0629189064195231e-22,4.4363778798859409e-32,3.9038650357065243e-33,3.4174055238420754e-69,6.7281367630403316e-40,7.9154402213735565e-34,3.062396459201502e-69,1.3163535392762464e-17,6.8713928648929641e-50,6.8711970418583139e-50,1.2703772923849746e-25,3.6693930672290746e-26,1.906069317394938e-18,1.2702271717969379e-25
1.6575142660484344e-19,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999999491526192,9.5,3.290065541802234e-12,3.6892674749990742e-11,3.6892674745811722e-11,1.4222685620180033e-20,1.4156579345982643e-20,5.0076601724063484e-09,5.2442646740992063e-16,6.2340389799678789e-21,4.3719284154377725e-30,1.9352372747246523e-34,1.5205013506567917e-31,1.8448309518041646e-15,6.2059656641394882e-22,3.4759139587027289e-30,5.3672394628904287e-34,4.0616512031182194e-43,0.0,2.885309704599692e-27,1.0698873819707852e-20,9.0046899572713632e-29,9.0046899584937831e-29,1.039476974302536e-38,1.829410800518071e-39,1.5209644741041089e-28,3.5190971318394821e-22,9.3576039087201931e-32,8.2343813448648646e-33,1.8643132228897633e-68,1.7064010111521371e-39,1.6695960952028884e-33,1.67064346714347e-68,2.245544163516991e-17,2.0481606053491077e-49,2.0480932779732869e-49,2.6795934764871582e-25,7.7398122335356482e-26,3.2515297360886849e-18,2.679276832010343e-25
2.486271442981787e-19,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.99999999237289283,9.5,4.9350983940898888e-12,5.5339012961238851e-11,5.5339012952543219e-11,2.9446264167929493e-20,2.9265911744298435e-20,7.511489001593799e-09,1.0857582799587185e-15,1.2906784574587313e-20,1.1715275336088526e-29,5.2857542667843226e-34,4.4135459898189144e-31,3.819487774831996e-15,1.2848663877008596e-21,9.0862247465944081e-30,1.4659414022845056e-33,1.4905686000101803e-42,0.0,7.88067512826444e-27,2.2150659709370788e-20,2.4594601600522163e-28,2.4594601604797015e-28,3.6351001730039578e-38,6.3975375274697906e-39,4.1542249218096246e-28,7.2858441171490695e-22,2.5558509477345606e-31,2.2490646026036263e-32,2.5892038375227207e-67,5.9673660381255467e-39,4.56018767411244e-33,2.3202305412298013e-67,4.6491134985255164e-17,8.9651492241838729e-49,8.9647871307668407e-49,7.3187999987217425e-25,2.1139825164040265e-25,6.731878232494144e-18,7.3179351595725647e-25
3.315028619915139e-19,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.99999998983052374,9.5,6.5801312425288866e-12,7.3785351078427446e-11,7.3785351063568193e-11,5.008038262054525e-20,4.9703403693071031e-20,1.0015316903924417e-08,1.8465902619662002e-15,2.1951057752768166e-20,2.4103046426361039e-29,1.1059605893984366e-33,9.6519264855720062e-31,6.4959476349153219e-15,2.1852212155636146e-21,1.8295952247729768e-29,3.0672060440826021e-33,3.8651557464783799e-42,0.0,1.6489007301528728e-26,3.7672470859915321e-20,5.1460134025831761e-28,5.1460134036513458e-28,9.0831231365209575e-38,1.598570292864481e-38,8.6920266036201168e-28,1.2391313269647724e-21,5.3476934021681312e-31,4.7057948168568438e-32,1.1902204266980641e-66,1.491082091272448e-38,9.5414434603589339e-33,1.0665772026480947e-66,7.9069235499700302e-17,2.612002357689712e-48,2.6118816807315282e-48,1.5313376021153324e-24,4.4231580449997229e-25,1.1449159821959443e-17,1.5311566516448259e-24
4.1437857968484915e-19,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999998728815465,9.5,8.2251640868443277e-12,9.2231689094861706e-11,9.2231689072050482e-11,7.6511507834435021e-20,7.5825932188028151e-20,1.2519143813194493e-08,2.8211723525230146e-15,3.3536252474304433e-20,4.3140348822308281e-29,2.0133664495389704e-33,1.8108325953861191e-30,9.924339063593973e-15,3.3385242625867523e-21,3.2059703955784554e-29,5.5836689260968934e-33,8.4510727178490295e-42,0.0,3.0017605447336699e-26,5.7555023326408942e-20,9.3681208266988952e-28,9.3681208289651316e-28,1.9270830536068891e-37,3.391540807600361e-38,1.5823499405715763e-27,1.8931127788954932e-21,9.7352682859047084e-31,8.566718422727559e-32,4.3943141932530051e-66,3.1634927472691208e-38,1.7369843378771052e-32,3.9378212945563822e-66,1.2079991199315948e-16,6.3417688591949281e-48,6.3414384764482276e-48,2.7877412593241989e-24,8.0521892297644303e-25,1.7491726192122686e-17,2.7874118511086098e-24
5.801300150715196e-19,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999998220341646,9.5,1.1515229762845511e-11,1.2912436481929779e-10,1.2912436477494581e-10,1.4712891092671663e-19,1.453238145912618e-19,1.7526794590176978e-08,5.4250129040585573e-15,6.4489006593529474e-20,1.0894828780732352e-28,5.3159297908328537e-33,4.9547666756810089e-30,1.9084146857465233e-14,6.4198637366493308e-21,7.6972349149524167e-29,1.4742082074732815e-32,3.250658465766825e-41,0.0,7.925531359272831e-26,1.1067626839372035e-19,2.4734601924690756e-27,2.4734601932993531e-27,7.0602272013991548e-37,1.2425547899438219e-37,4.1778683635725141e-27,3.6403891410439048e-21,2.5703955878384222e-30,2.2618653957428483e-31,5.3870831630837165e-65,1.1590049196557796e-37,4.5861575126173097e-32,4.827458831208897e-65,2.3229388336633569e-16,3.2807198211156007e-47,3.2804730518881636e-47,7.360456592401291e-24,2.1260146968644896e-24,3.3635955380142725e-17,7.3595868950788221e-24
9.116328858448606e-19,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999997203394064,9.5,1.8095361064638079e-11,2.0290971504288076e-10,2.029097149321433e-10,3.5894994625937822e-19,3.520140479993278e-19,2.7542084052334499e-08,1.3235380344438164e-14,1.573335484509304e-19,3.8313507622652022e-28,2.0556247959640769e-32,1.9677761023427722e-29,4.6559509938503155e-14,1.5662522666574275e-20,2.4670399727092484e-28,5.7001301884229095e-32,2.1457162856617604e-40,0.0,3.0646757536794045e-25,2.7001656656779204e-19,9.5644784623109423e-27,9.5644784675763147e-27,4.4773800763303785e-36,7.8799135295068532e-37,1.6155135514159653e-26,8.881448827337128e-21,9.9392913092116061e-30,8.7462666909949707e-31,1.5060823976826531e-63,7.3500624055842145e-37,1.7733997056738615e-31,1.3496266163106628e-63,5.66726375186488e-16,3.5464090166324084e-46,3.5459368898120454e-46,2.8461696499790456e-23,8.22095522529135e-24,8.2061469695136016e-17,2.8458333850526024e-23
1.2431357566182016e-18,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999996186446494,9.5,2.4675492299426694e-11,2.7669506363254061e-10,2.7669506342311838e-10,6.6496685783987032e-19,6.4784073828792406e-19,3.7557357378237985e-08,2.4518976070304471e-14,2.9146555751867065e-19,8.8352835243207801e-28,5.1016282663724767e-32,4.9265981765925654e-29,8.6253018831518197e-14,2.9015352289972651e-20,5.3260526871405857e-28,1.4145508004210886e-31,7.0749548585206734e-40,0.0,7.6057579182621924e-25,5.0021481057897611e-19,2.3736650718558668e-26,2.3736650735711977e-26,1.4586217536653297e-35,2.5670870552135296e-36,4.0092980103696849e-26,1.6453187585161154e-20,2.4666801029631482e-29,2.1706036706832768e-30,1.0059800300202587e-62,2.3944736607566169e-36,4.4011467370610097e-31,9.0147619380230759e-63,1.0498791928697134e-15,1.4803865005552826e-45,1.4801403639495388e-45,7.0634789607970133e-23,2.0402347950066449e-23,1.5202152230112425e-16,7.0626445011944622e-23
1.9061414981648834e-18,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.99999994152551441,9.5,3.7835754568052631e-11,4.2426575592033964e-10,4.2426575540790849e-10,1.5595030379351719e-18,1.4980522103318014e-18,5.758785563600424e-08,5.7502683501321355e-14,6.8355430813468279e-19,2.7459555102246167e-27,1.8529844560941672e-31,1.8008971124190236e-28,2.0228332656638599e-13,6.8047806789881945e-20,1.485326209632371e-27,5.1369669511111503e-31,4.0925289838568742e-39,0.0,2.7624170837210978e-24,1.1731210598452766e-18,8.6211783060037683e-26,8.6211783158247033e-26,8.351174255104741e-35,1.4697606683407431e-35,1.4561782108451052e-25,3.8586602360420418e-20,8.9589732515429253e-29,7.8836425567051165e-30,2.4712318448000566e-61,1.3709316098484487e-35,1.5985105914190104e-30,2.2145138451285559e-61,2.4622101178048283e-15,1.3624261746734e-44,1.3620548071522299e-44,2.5654596204935915e-22,7.4101442771876692e-23,3.5652550688290366e-16,2.5651566019152787e-22
3.2321529812582475e-18,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.9999999008476167,9.5,6.4156278301512876e-11,7.1940712098349499e-10,7.1940711938918543e-10,4.4785651936500853e-18,4.1793814042665184e-18,9.7648658579471617e-08,1.6513527911515742e-13,1.9630202435729588e-18,1.0438532446793586e-26,9.260372472681491e-31,9.0282222846418021e-28,5.8091399509317842e-13,1.954190655990742e-19,4.9525758917368907e-27,2.5662676737173655e-30,3.6966586383283953e-38,0.0,1.3804229918625159e-23,3.36895827722532e-18,4.3081469685455556e-25,4.308146977370596e-25,7.5043151634325574e-34,1.3207261326695926e-34,7.2767295151449198e-25,1.1081275911746828e-19,4.4769086968055241e-28,3.9395722372308204e-29,1.1980572404951344e-59,1.2319164759980833e-34,7.9881197931194314e-30,1.0735999642938359e-59,7.070935311461886e-15,2.2686361860585922e-43,2.2674623090223284e-43,1.2819988162431877e-21,3.702960463496568e-22,1.0238629504812427e-15,1.281847456165299e-21
5.884175947444975e-18,0.35138919223003745,76.950000000000003,0.0,0.0,0.0,0.99999981949183447,9.5,1.1679732255332421e-10,1.3096897734511545e-09,1.3096897673999615e-09,1.4836563066709737e-17,1.3075889748298106e-17,1.7776949019875187e-07,5.4705674858621236e-13,6.5030530387037997e-18,4.3133352701038615e-26,5.741489741264221e-30,5.6033150952683646e-27,1.9244399090937932e-12,6.4738345208117913e-19,1.8184540438106624e-26,1.5898856438202185e-29,4.4056668901873217e-37,0.0,8.5573736010930049e-23,1.1160670751457822e-17,2.6706734326980629e-24,2.670673443196277e-24,8.9270701034829511e-33,1.571144376673023e-33,4.5108874968765299e-24,3.6710077974614281e-19,2.77523949180669e-27,2.4421691442757109e-28,9.1197783787016341e-58,1.4654911014630661e-33,4.9520524621916864e-29,8.1723927390594501e-58,2.3424448768006661e-14,5.2685995090987408e-42,5.263222459637011e-42,7.9472141156575802e-21,2.2954947499394472e-21,3.3918235912050112e-15,7.9462766291996411e-21
1.118822187981843e-17,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999965678032354,9.5,2.2207939819653871e-10,2.4902547703113071e-09,2.4902547436151823e-09,5.3631972905126277e-17,4.244569600263618e-17,3.3800805642779344e-07,1.9775115741654578e-12,2.3507365306393368e-17,1.7988955498124475e-25,4.0242203226757366e-29,3.9275753949587217e-26,6.9565035214859111e-12,2.3401978441216027e-18,6.9852305771818445e-26,1.1126402406235251e-28,6.0728548648045581e-36,0.0,5.996009381834912e-22,4.0344216039064848e-17,1.8713135618856655e-23,1.8713135763484469e-23,1.2298260428843909e-31,2.1645209646760907e-32,3.1606664885638866e-23,1.3270217885389049e-18,1.9445092426569891e-26,1.7111742894063178e-27,8.9219312922333156e-56,2.0189523195561968e-32,3.4700182502106654e-28,7.9950994099870226e-56,8.467516173563148e-14,1.4379007998569289e-40,1.4349838300688538e-40,5.5684544169611773e-20,1.6084069287426068e-20,1.2260769305266282e-14,5.5677986795440992e-20
2.1796313744565342e-17,0.35138919223003756,76.950000000000003,0.0,0.0,0.0,0.99999933135751462,9.5,4.3264349804142216e-10,4.8513835460497921e-09,4.8513834168230427e-09,2.0354000563228922e-16,1.3317700552710135e-16,6.5847280130269891e-07,7.5047702565481256e-12,8.9211807292500105e-17,7.4034566269256446e-25,3.01104018512995e-28,2.9371993715267851e-25,2.6400331360347134e-11,8.8813629068411638e-18,2.7398940724618052e-25,8.2995211069014593e-28,9.0145748109245709e-35,0.0,4.4835998292237806e-21,1.531116822991593e-16,1.3993264971811278e-22,1.399326518645478e-22,1.8251826464263312e-30,3.2125240774756338e-31,2.3633765476229767e-22,5.0362656952105572e-18,1.4539516735232861e-25,1.2795349851717056e-26,9.9618957372784233e-54,2.9964359674216674e-31,2.5950497496758644e-27,8.9270318380234375e-54,3.2134711449072681e-13,4.2458891043354136e-39,4.2287531958627819e-39,4.1638501250924202e-19,1.2026966688877546e-19,4.6529855042056604e-14,4.1633615022992377e-19
