Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978)
1.3480698126925124e-11,0.35138920895072007,76.950000000000003,0.0,0.0,0.0,0.66489714910212583,9.4999878506933246,0.00021961704486023585,0.0020478525997670782,0.0019941064801108437,1.1432079102193079e-05,1.331040369928687e-10,0.0041950061989556742,0.071308496061387602,7.1462749218728904e-07,4.535493417989391e-14,2.0882558589017279e-10,1.3336085897685708e-09,0.25173777861217556,2.0333598481155001e-06,2.2726409389351246e-15,8.1880043255287896e-16,2.1557476806834969e-13,0.0,3.0607581424924225e-05,2.8231302565877979e-05,1.6308673574028338e-05,1.6310572116042514e-05,1.2774053647509564e-09,6.2098762810280474e-10,4.1995930633310181e-08,1.5101099970388957e-06,2.3600775884944661e-10,5.6406699116230027e-11,3.7182039151613163e-14,6.7302824386079214e-11,3.5386116594010718e-10,3.7328620431365216e-14,0.0031730629317044314,3.2095407888029445e-16,1.34076509834649e-16,0.00010603081928653315,1.6063752777568574e-05,1.2939889042565484e-05,0.00020101248994759685
1.3760870708898594e-11,0.3513892116329169,76.950000000000003,0.0,0.0,0.0,0.65929529663360043,9.4999876617802634,0.00022329726756232114,0.0020751252163776017,0.0020196379631855972,1.1611129747405768e-05,1.3487674996407242e-10,0.0041598666862569886,0.072521898399791257,7.2436549657968477e-07,4.6065290849367031e-14,2.1768676783777447e-10,1.3866461418814735e-09,0.25604179300158159,2.0976489199870515e-06,2.3036093203918967e-15,8.2329825472510091e-16,2.2849175400885033e-13,0.0,3.1732638792332724e-05,2.9002275993389592e-05,1.7165002850809564e-05,1.7167001749187458e-05,1.3447570556311593e-09,6.5397258482114701e-10,4.2724662362889421e-08,1.5655683889328583e-06,2.4470877988442671e-10,5.8528098696805062e-11,4.204903261256004e-14,6.992416779049073e-11,3.7404058069678989e-10,4.231968732643724e-14,0.0032288491444135729,3.3345745156721706e-16,1.3929905559261385e-16,0.00010662864646048712,1.6019435323357708e-05,1.285151438888574e-05,0.00020479025061791419
1.4041043290872064e-11,0.3513892144215469,76.950000000000003,0.0,0.0,0.0,0.65374109752693299,9.4999874763192764,0.00022694643914654777,0.0021019386047237353,0.0020446935735065953,1.1786889278174014e-05,1.366194971229169e-10,0.0041250261207366294,0.073724871439712555,7.3393952461351294e-07,4.6762587607122286e-14,2.2668902809358667e-10,1.4405296211093081e-09,0.2603097209446763,2.1622326381737962e-06,2.3340565046164303e-15,8.2749239723398725e-16,2.4187245611355015e-13,0.0,3.2871113422385312e-05,2.9770708879196016e-05,1.8044365327538839e-05,1.8046467305011893e-05,1.4139295231602982e-09,6.878574320055341e-10,4.3447283679352213e-08,1.621748300968083e-06,2.535235743727563e-10,6.067802164773729e-11,4.7417481570911177e-14,7.258244222157661e-11,3.9489347648454558e-10,4.7841459510997245e-14,0.0032842058469853812,3.4613702743068337e-16,1.4459518793862047e-16,0.0001071835880092642,1.5971284780538622e-05,1.2763361838113389e-05,0.00020854213651071683
1.4321215872845534e-11,0.35138921731606,76.950000000000003,0.0,0.0,0.0,0.64823413880032177,9.4999872942539998,0.00023056482373255176,0.002128300506698837,0.0020692813725477302,1.1959411316105601e-05,1.3833288174990789e-10,0.0040904819108132885,0.07491750391625876,7.4335234093961541e-07,4.7447039711507551e-14,2.3582951582542654e-10,1.4952467184019738e-09,0.26454186962640008,2.2270875591173993e-06,2.3639910460064293e-15,8.3139237132000801e-16,2.557215742717435e-13,0.0,3.4022683465571228e-05,3.0536299100830956e-05,1.8946680421944866e-05,1.8948888192182754e-05,1.4849165209913332e-09,7.2263919531482321e-10,4.4163846602361076e-08,1.6786374726374449e-06,2.6245020899629084e-10,6.2855983286369648e-11,5.3324937415413952e-14,7.5277020142575832e-11,4.1642540374299187e-10,5.3935853339193185e-14,0.0033391356121293303,3.5898981237890569e-16,1.4996365646953849e-16,0.00010769697835793649,1.5919583389927117e-05,1.2675444610141821e-05,0.00021226821472074202
1.4601388454819004e-11,0.3513892203158729,76.950000000000003,0.0,0.0,0.0,0.64277401117847743,9.4999871155286808,0.000234152683151407,0.0021542185327615825,0.0020934092845897008,1.2128748911498569e-05,1.4001757612280194e-10,0.0040562314881783107,0.076099883795654882,7.5260666326661879e-07,4.8118862067473246e-14,2.4510540786862302e-10,1.5507851526342271e-09,0.26873854356727322,2.2921909652498273e-06,2.3934211721429477e-15,8.3500765229644723e-16,2.7004362573099426e-13,0.0,3.5187031714459726e-05,3.129875983802732e-05,1.9871858741484962e-05,1.9874175008048848e-05,1.5577111006156616e-09,7.5831454817258436e-10,4.4874402700295167e-08,1.7362238515295307e-06,2.714867832513935e-10,6.5061507157518133e-11,5.981064026542424e-14,7.8007284670998903e-11,4.3864169624470597e-10,6.0646907960679134e-14,0.0033936410266700934,3.7201286315348432e-16,1.5540323201157259e-16,0.00010817011613271015,1.5864594884002236e-05,1.2587775317071373e-05,0.00021596855612703269
1.4881561036792474e-11,0.3513892234203713,76.950000000000003,0.0,0.0,0.0,0.63736030905723384,9.4999869400882258,0.00023771027696615894,0.0021797001641908793,0.0021170850991265697,1.229495449904571e-05,1.4167376920287761e-10,0.0040222723075732658,0.077272098282142251,7.6170516316625641e-07,4.8778255245251908e-14,2.5451390952367195e-10,1.6071326776518497e-09,0.27290004464733125,2.3575208454850229e-06,2.4223560787831766e-15,8.3834672445910963e-16,2.8484294725502983e-13,0.0,3.6363845546483305e-05,3.2057819012555456e-05,2.0819802532817878e-05,2.0822229988167303e-05,1.632305647097508e-09,7.9487982961370233e-10,4.557900309430553e-08,1.7944955897740332e-06,2.8063142888839427e-10,6.7294124892905783e-11,6.6915531839076254e-14,8.0772629396551208e-11,4.6154747573678476e-10,6.8020823687269587e-14,0.003447724689905062,3.8520328646114008e-16,1.6091270625707541e-16,0.00010860426504998129,1.5806565722164573e-05,1.2500365988301276e-05,0.00021964323521852819
1.5161733618765944e-11,0.35138922662891203,76.950000000000003,0.0,0.0,0.0,0.63199263046852916,9.4999867678782408,0.00024123786249216159,0.0022047527553001271,0.0021403164732217597,1.2458079862949036e-05,1.4330201414266505e-10,0.0039886018465698668,0.078434233824811156,7.7065046686467249e-07,4.9425426597758966e-14,2.6405225526179894e-10,1.6642770889145482e-09,0.27702667212983112,2.4230558762163951e-06,2.4508039374254447e-15,8.4141828467534655e-16,3.0012369733599845e-13,0.0,3.7552816867377196e-05,3.2813218746492246e-05,2.1790406114790674e-05,2.1792947439342181e-05,1.7086919134984763e-09,8.3233106147757208e-10,4.627769846233182e-08,1.8534410405484849e-06,2.8988230936072183e-10,6.9553376073022269e-11,7.4682266067145833e-14,8.3572458202197592e-11,4.8514765649309556e-10,7.6105998518141063e-14,0.0035013892120557143,3.9855823811944216e-16,1.6649089140851369e-16,0.0001090006547861054,1.5745726242289738e-05,1.2413228094411263e-05,0.00022329232992683047
1.5441906200739414e-11,0.35138922994082455,76.950000000000003,0.0,0.0,0.0,0.62667057704575591,9.4999865988450605,0.000244735694817221,0.0022293835356139405,0.0021631109338158083,1.2618176109886228e-05,1.4490307083161879e-10,0.0039552176053521959,0.07958637612436853,7.7944515601994404e-07,5.0060586133567251e-14,2.7371770934745065e-10,1.722206229756212e-09,0.28111872268473131,2.4887754028070866e-06,2.4787722790827065e-15,8.4423125575185138e-16,3.1588985845620737e-13,0.0,3.8753642055267737e-05,3.356471483833776e-05,2.2783556295482463e-05,2.2786214156718036e-05,1.7868610540353738e-09,8.7066396496939551e-10,4.6970539043080426e-08,1.9130487546452614e-06,2.992376192835389e-10,7.1838808091367829e-11,8.3155217469235436e-14,8.6406185088317677e-11,5.0944694977892553e-10,8.4953062802611809e-14,0.0035546372128071831,4.1207492221777886e-16,1.721366198280647e-16,0.00010936048182811035,1.568229173428972e-05,1.2326372569905196e-05,0.00022691592146579769
1.5722078782712885e-11,0.3513892333554128,76.950000000000003,0.0,0.0,0.0,0.62139375398947638,9.4999864329357564,0.00024820402682154685,0.0022535996120077381,0.0021854758799879021,1.2775293648509841e-05,1.4647702383764531e-10,0.0039221171065012455,0.080728610139841089,7.8809176848607496e-07,5.0683924368439592e-14,2.8350756638564426e-10,1.7809079972794906e-09,0.28517649041194809,2.5546594215602525e-06,2.5062700638566759e-15,8.4679334117095208e-16,3.3214523939468686e-13,0.0,3.99660219054023e-05,3.4312076256413794e-05,2.3799132773831518e-05,2.3801909825454943e-05,1.8668036560131441e-09,9.0987397661042719e-10,4.7657574639964717e-08,1.9733074770978113e-06,3.0869558390171969e-10,7.4149976021039813e-11,9.2380487314027175e-14,8.9273233999896497e-11,5.3444986822970475e-10,9.4614912024418324e-14,0.0036074713199307591,4.257505902935283e-16,1.778487436926913e-16,0.00010968491030559988,1.5616463441015846e-05,1.2239809834875735e-05,0.00023051409417764235
1.6002251364686355e-11,0.3513892368719565,76.950000000000003,0.0,0.0,0.0,0.61616177003349537,9.4999862700981588,0.00025164310919751411,0.002277407970808199,0.0022074185851729952,1.2929482174393082e-05,1.48024343621728e-10,0.0038892978947817018,0.081861020095214482,7.9659279906370583e-07,5.1295638907838247e-14,2.934191518010312e-10,1.8403703478962547e-09,0.28920026686438949,2.6206885621570153e-06,2.5333051817761947e-15,8.491124207841e-16,3.4889347757416166e-13,0.0,4.1189661575513808e-05,3.5055084648998025e-05,2.4837008526355162e-05,2.4839907407494623e-05,1.9485097705733647e-09,9.4995626359735429e-10,4.8338854625007738e-08,2.0342061438650556e-06,3.182544585670005e-10,7.6486442483620425e-11,1.0240590759012146e-13,9.2173038656697201e-11,5.6016073014544451e-10,1.0514673769608374e-13,0.0036598941679843759,4.3958254052117888e-16,1.8362613465635061e-16,0.00010997507280410469,1.5548429491465481e-05,1.2153549815646699e-05,0.00023408693538522641
1.6282423946659825e-11,0.3513892404897133,76.950000000000003,0.0,0.0,0.0,0.6109742374112902,9.499986110280858,0.00025505319046923716,0.0023008154798582112,0.0022289461993360996,1.3080790659528368e-05,1.4954592240475904e-10,0.0038567575369309799,0.082983689486009704,8.0495070023776598e-07,5.1895935198345694e-14,3.0344982225463301e-10,1.9005813025329975e-09,0.29319034107077124,2.6868440705500766e-06,2.5598843865957525e-15,8.5119696902389355e-16,3.6613804144422336e-13,0.0,4.2424270531812845e-05,3.5793533870665064e-05,2.5897050179455154e-05,2.590007351391024e-05,2.0319689422974451e-09,9.9090573859031621e-10,4.9014427942707693e-08,2.0957338785729669e-06,3.279125282241456e-10,7.8847777520325551e-11,1.1328104281841214e-13,9.5105042386362315e-11,5.8658366370249581e-10,1.1660605635642833e-13,0.0037119083970864743,4.5356811691578296e-16,1.8946768351757387e-16,0.00011023207116014509,1.5478365770904142e-05,1.2067601964451452e-05,0.00023763453525026546
1.6562596528633295e-11,0.35138924420791956,76.950000000000003,0.0,0.0,0.0,0.60583077182279099,9.499985953433228,0.00025843451701195705,0.002323828890547323,0.0022500657511051914,1.3229267345626926e-05,1.5104174023520113e-10,0.0038244936214504466,0.084096701085796866,8.1316788290230382e-07,5.2484993101943167e-14,3.1359696600352581e-10,1.9615289515173764e-09,0.2971469995582145,2.7531077923011721e-06,2.5860164282743155e-15,8.530539862893964e-16,3.8388223289671465e-13,0.0,4.3669562495600091e-05,3.6527229524323258e-05,2.6979118367785422e-05,2.698226876331693e-05,2.1171702377024122e-09,1.0327170739484647e-09,4.9684343113866669e-08,2.1578799893123123e-06,3.3766810690597304e-10,8.1233558465374978e-11,1.2505718974104103e-13,9.8068697960393211e-11,6.137226110842068e-10,1.2905273666848212e-13,0.0037635166517589361,4.6770470855132935e-16,1.9537229989178649e-16,0.00011045697723827609,1.5406436732196995e-05,1.1981975278203894e-05,0.0002411569866371637
1.6842769110606765e-11,0.35138924802579236,76.950000000000003,0.0,0.0,0.0,0.60073099240150629,9.49998579950541,0.00026178733307124661,0.0023464548398043281,0.0022707841498640119,1.3374959740577409e-05,1.5251213421373378e-10,0.0037925037583988459,0.085200136952647013,8.2124671707272723e-07,5.3062998785874562e-14,3.2385800320819358e-10,2.0232014591538076e-09,0.30107052637462928,2.8194621563509874e-06,2.6117090580984758e-15,8.5469050521267581e-16,4.0212918970952711e-13,0.0,4.4925255390492663e-05,3.7255988518451782e-05,2.8083068079144368e-05,2.8086348126805261e-05,2.2041022726659972e-09,1.0753847154313599e-09,5.0348648239382936e-08,2.220633965491583e-06,3.4751953723708288e-10,8.3643369821545917e-11,1.3778737492573463e-13,1.0106346743295843e-10,6.415813325320165e-10,1.4254902461902338e-13,0.0038147215798350325,4.8198974879105391e-16,2.0133891189079337e-16,0.00011065083369039419,1.5332796152353925e-05,1.1896678316412985e-05,0.00024465438498222407
1.7094924434382888e-11,0.35138925154643075,76.950000000000003,0.0,0.0,0.0,0.59617823055034436,9.4999856634262354,0.0002647806912291149,0.002366492309346727,0.002289093339063554,1.3503741000052141e-05,1.5381465778994922e-10,0.003763945238402767,0.086185109230624446,8.2840130629386342e-07,5.3573921594561277e-14,3.3318820927847015e-10,2.0793167509982296e-09,0.30457360571596187,2.8792445182595532e-06,2.6344615504507815e-15,8.5598162012550359e-16,4.1898377829549352e-13,0.0,4.6064042000982233e-05,3.7907508214988899e-05,2.9095207381980968e-05,2.9098606317591916e-05,2.283811135286779e-09,1.1145129717874545e-09,5.0941765683311565e-08,2.2776237256645219e-06,3.5646643052870126e-10,8.5832408315032599e-11,1.5010546143097623e-13,1.0378492508420661e-10,6.6727255303143765e-10,1.5564647895601805e-13,0.0038604633611458682,4.9497112232924359e-16,2.0676099768906274e-16,0.00011079959586592185,1.5265175318904936e-05,1.1820199700759844e-05,0.00024778070399286955
1.7347079758159012e-11,0.3513892551465543,76.950000000000003,0.0,0.0,0.0,0.59166027586631631,9.4999855296370974,0.00026775132711855505,0.0023862259009957945,0.0023070879691547228,1.3630338468908674e-05,1.5509746627482317e-10,0.0037356050700003123,0.087162449883063445,8.3544739198674462e-07,5.40761814421201e-14,3.4260677017446615e-10,2.1360011394398393e-09,0.30805028011617114,2.9390745079097734e-06,2.6568689015675233e-15,8.5710550473580255e-16,4.3625007882298598e-13,0.0,4.7210828424875618e-05,3.8554771306476794e-05,3.0124835958403047e-05,3.0128355853631762e-05,2.3649034518918773e-09,1.1543258228137703e-09,5.1530412096636227e-08,2.3350900745135227e-06,3.6548847500129255e-10,8.8040287547423016e-11,1.6328175086997695e-13,1.0653077723835644e-10,6.9355218518726424e-10,1.6969525225468206e-13,0.0039058825273602018,5.0806888529171573e-16,2.1223169044537866e-16,0.00011092474978462737,1.5196383103705323e-05,1.1744000413020382e-05,0.00025088688226562728
1.7599235081935135e-11,0.3513892588255562,76.950000000000003,0.0,0.0,0.0,0.58717685770280581,9.4999853981032594,0.00027069941444519572,0.0024056602229843281,0.0023247728374183123,1.3754785257169953e-05,1.5636024237516408e-10,0.0037074815549040965,0.088132217269044077,8.4238661971868599e-07,5.4569894283171064e-14,3.5211187240357634e-10,2.1932461663358068e-09,0.31150075158303064,2.9989404660952779e-06,2.6789377862032982e-15,8.5806602858302781e-16,4.5393004764172044e-13,0.0,4.836541755314915e-05,3.9197666138096138e-05,3.1171837653466417e-05,3.1175480566564691e-05,2.4473700898590788e-09,1.1948187999740344e-09,5.2114621687370534e-08,2.3930257143448865e-06,3.7458451991005692e-10,9.0266719033069287e-11,1.773584710788127e-13,1.0930065039481397e-10,7.2042260783999911e-10,1.8474574932178623e-13,0.0039509810116621731,5.2128125564007526e-16,2.1775024593783504e-16,0.00011102699775871178,1.5126512124724844e-05,1.1668085850565107e-05,0.00025397299422846679
1.785139040571126e-11,0.3513892625828209,76.950000000000003,0.0,0.0,0.0,0.58272770758603964,9.4999852687904891,0.00027362512556418996,0.0024247998132132195,0.0023421526678898633,1.3877113997831494e-05,1.5760427247084308e-10,0.0036795730084682506,0.089094469293931042,8.4922060993941773e-07,5.5055214434754212e-14,3.6170172390341885e-10,2.2510434317988977e-09,0.3149252205522502,3.0588310783631282e-06,2.7006710276047639e-15,8.5886941987954744e-16,4.7202553964862457e-13,0.0,4.9527614905939943e-05,3.9836087454261602e-05,3.2236093391622758e-05,3.2239861367081144e-05,2.5312016832719453e-09,1.235987317223892e-09,5.2694428397270608e-08,2.4514234589006126e-06,3.8375343208232718e-10,9.2511418691977596e-11,1.9237896690443827e-13,1.1209417675782976e-10,7.478860900992126e-10,2.0084998628197719e-13,0.0039957607470329139,5.3460647855366984e-16,2.2331593131279016e-16,0.00011110702472419722,1.5055649595144125e-05,1.1592461163832612e-05,0.00025703911570013131
1.8049259618922536e-11,0.3513892655855866,76.950000000000003,0.0,0.0,0.0,0.57926023052444275,9.4999851688505874,0.00027590540752820824,0.0024396153955461267,0.0023555802487936041,1.3971644555999944e-05,1.5856755922576651e-10,0.0036578222911129352,0.089844334431269907,8.5451066782916254e-07,5.5430257291841845e-14,3.6928518522855189e-10,2.2967788955386784e-09,0.31759436243450134,3.1058380544067733e-06,2.7174935896801962e-15,8.5939321144540337e-16,4.8651739346727886e-13,0.0,5.0444807463756781e-05,4.0333866925273324e-05,3.3083230150919917e-05,3.3087097686758954e-05,2.5979348848675838e-09,1.268762723586298e-09,5.314634827862316e-08,2.4975678294182243e-06,3.9099868284042687e-10,9.428547076486743e-11,2.0485545277690405e-13,1.1430261672317027e-10,7.6985369775877556e-10,2.1425984799395287e-13,0.0040306779804425603,5.4514083582309162e-16,2.2771592217416566e-16,0.00011115469748504922,1.4999402177512262e-05,1.1533323777348482e-05,0.00025943118877202808
1.8247128832133813e-11,0.3513892686358541,76.950000000000003,0.0,0.0,0.0,0.57581356297895248,9.4999850702414879,0.000278172098237374,0.0024542543730622472,0.0023688250789547101,1.4064906027462874e-05,1.5951870129211111e-10,0.0036362021145124128,0.090589634775314301,8.5973766699295094e-07,5.5800248535481697e-14,3.7691889586475241e-10,2.3428452728638799e-09,0.32024771062138352,3.1528482823357869e-06,2.7341171822934072e-15,8.5982424573959078e-16,5.0126700302090442e-13,0.0,5.1366475142945939e-05,4.0828785305187973e-05,3.3940856516686247e-05,3.3944824856239551e-05,2.6654979681527177e-09,1.3019489039897234e-09,5.3595593890804008e-08,2.543989018826084e-06,3.9828758394992727e-10,9.6070466204039836e-11,2.1796239861098978e-13,1.1652522593262744e-10,7.9218882715304646e-10,2.2837818975892529e-13,0.0040654010601563458,5.5574279640428909e-16,2.3214414576587612e-16,0.0001111894143968411,1.4942632470914434e-05,1.1474370191482582e-05,0.00026181103755654108
1.844499804534509e-11,0.35138927173331397,76.950000000000003,0.0,0.0,0.0,0.57238757798946815,9.4999849729472814,0.00028042527925282225,0.0024687188500464763,0.0023818893489419356,1.4156913571727082e-05,1.604588849741168e-10,0.0036147116820137125,0.09133039772777897,8.6490235885119617e-07,5.6165274760000562e-14,3.8460201773426395e-10,2.389238584712985e-09,0.32288535996022799,3.1998567212367132e-06,2.7505417083800343e-15,8.6016564773049029e-16,5.1627513689465416e-13,0.0,5.2292527302010094e-05,4.1320799495708207e-05,3.4808911565085855e-05,3.4812981944637585e-05,2.7338861368689643e-09,1.3355435060124562e-09,5.4042181295192382e-08,2.5906836948484881e-06,4.056196099577559e-10,9.7866273281876225e-11,2.3172217636371068e-13,1.1876183384072792e-10,8.1489243787176176e-10,2.4323225184613622e-13,0.0040999309188084355,5.6641154659366497e-16,2.3660026226669546e-16,0.00011121148488026195,1.4885376358121965e-05,1.1415602595204961e-05,0.00026417870034047648
1.8623080337235242e-11,0.35138927456112024,76.950000000000003,0.0,0.0,0.0,0.56932177079587465,9.4999848864937366,0.00028244165838788607,0.0024815894002355645,0.002393494602312877,1.4238660641505378e-05,1.6129559210275392e-10,0.0035954805695818104,0.091993227427994539,8.6949792256421349e-07,5.6489597223473791e-14,3.9155838794649756e-10,2.431268825456519e-09,0.32524589977466689,3.2421587167182545e-06,2.7651560264821396e-15,8.6039836908787952e-16,5.3000410154109514e-13,0.0,5.3129648831971704e-05,4.176109528658578e-05,3.5599026562833241e-05,3.5603189829495653e-05,2.7961369154023095e-09,1.3661258751508451e-09,5.4441850387154366e-08,2.6329400124231528e-06,4.1225487594740279e-10,9.9491636004122227e-11,2.4468297067767224e-13,1.207866105392088e-10,8.3564150094372362e-10,2.5725296426152699e-13,0.0041308433578454012,5.760698622240273e-16,2.4063433797925355e-16,0.00011122078647057247,1.4833458309149441e-05,1.1362872522226625e-05,0.00026629920981777866
1.8783354399936378e-11,0.3513892771384243,76.950000000000003,0.0,0.0,0.0,0.5665767050737851,9.4999848095759223,0.00028424714818302223,0.0024930547239232709,0.0024038170720883504,1.431138390656595e-05,1.6204080099640425e-10,0.0035782614001793789,0.092586666967238995,8.7359173557495895e-07,5.6778115113926829e-14,3.9785227060380675e-10,2.4693173528939177e-09,0.32735963513880662,3.2802229645221279e-06,2.7781750710158547e-15,8.6054819595599842e-16,5.4254013919947883e-13,0.0,5.388597905365508e-05,4.2155298292355726e-05,3.6317271931540807e-05,3.6321519643471638e-05,2.8527276885316185e-09,1.3939297481197011e-09,5.479973224825037e-08,2.6711558592981764e-06,4.1825581256746932e-10,1.0096178236119251e-10,2.5682953638292592e-13,1.2261838725750548e-10,8.5457202115236132e-10,2.7041755458562231e-13,0.0041585319442011808,5.8480756556789384e-16,2.4428389075223117e-16,0.00011122078922914883,1.4786438680495655e-05,1.1315546947372687e-05,0.00026819927932664764
1.8943628462637514e-11,0.35138927974613343,76.950000000000003,0.0,0.0,0.0,0.56384498604867928,9.4999847334931378,0.00028604391766045748,0.0025044092171251212,0.0024140248856686568,1.4383310850549241e-05,1.6277880331360518e-10,0.003561125955800222,0.093177177698724398,8.7764597546466384e-07,5.7063473655707683e-14,4.0417710868515779e-10,2.5075733883971389e-09,0.32946323723766174,3.3182774635948367e-06,2.7910682728114562e-15,8.6064287420595844e-16,5.5524704257755659e-13,0.0,5.4645027893573698e-05,4.2547526125823603e-05,3.7042248404181483e-05,3.7046581359638778e-05,2.909851045960895e-09,1.4219972895716511e-09,5.5155898296304031e-08,2.7095453460769835e-06,4.2428412969650898e-10,1.0243879316705666e-10,2.6944555058540899e-13,1.2445905195342792e-10,8.7374588229274971e-10,2.8411532947499636e-13,0.0041860954139493816,5.9358767459149851e-16,2.4795115313286007e-16,0.00011121302515623864,1.4739158459880069e-05,1.1268347025388202e-05,0.0002700914231018639
1.910390252533865e-11,0.35138928238407885,76.950000000000003,0.0,0.0,0.0,0.56112654777098059,9.4999846582372847,0.00028783200921697269,0.0025156539504256406,0.0024241191575238162,1.4454449195892914e-05,1.6350968066130788e-10,0.0035440738226267792,0.093764773866298085,8.8166102452681228e-07,5.7345703782899982e-14,4.1053247252546132e-10,2.5460348655087742e-09,0.3315567553733173,3.3563197590922539e-06,2.8038368200366883e-15,8.6068353520886756e-16,5.6812515124601749e-13,0.0,5.540674899977868e-05,4.2937759842008804e-05,3.7773922005572089e-05,3.7778340998879127e-05,2.9675043109524281e-09,1.4503271847923854e-09,5.5510356880065498e-08,2.7481067774780285e-06,4.3033956001260819e-10,1.039226014061367e-10,2.8254368759647931e-13,1.2630851786361781e-10,8.9316352144476742e-10,2.9836196552263643e-13,0.0042135342610893009,6.0240977533114646e-16,2.5163595224016043e-16,0.0001111976473192735,1.46916337367028e-05,1.1221273766183273e-05,0.0002719756623032283
1.9264176588039786e-11,0.3513892850520904,76.950000000000003,0.0,0.0,0.0,0.55842132462716088,9.4999845838003409,0.00028961146503986361,0.0025267899840036171,0.0024341009912892606,1.4524806591633381e-05,1.6423348308461436e-10,0.0035271045889511687,0.094349469643427386,8.8563726133867712e-07,5.762483537614138e-14,4.1691793598044922e-10,2.5846997289656204e-09,0.33364023860401593,3.3943474442285795e-06,2.8164819600540752e-15,8.6067118798282372e-16,5.811747897696408e-13,0.0,5.6171096419827426e-05,4.3325981328144534e-05,3.851225844335885e-05,3.8516764264866869e-05,3.025684781378705e-09,1.4789181062297051e-09,5.5863116306986392e-08,2.7868384747122913e-06,4.3642183879452835e-10,1.0541314071488116e-10,2.9613679444635411e-13,1.2816669906899903e-10,9.1282535992914283e-10,3.1317340968657574e-13,0.0042408489791424626,6.1127345785142801e-16,2.553381168753975e-16,0.00011117480634090362,1.4643880001039341e-05,1.1174328147320506e-05,0.00027385201825711315
1.9424450650740922e-11,0.3513892877499971,76.950000000000003,0.0,0.0,0.0,0.55572925133786999,9.4999845101743592,0.00029138232710804478,0.0025378183677374514,0.0024439714798757057,1.4594390613988681e-05,1.6495029236476343e-10,0.0035102178451634244,0.094931279133570343,8.8957506079896857e-07,5.7900898829586664e-14,4.2333307642338859e-10,2.6235659348304975e-09,0.33571373574544394,3.4323581594937532e-06,2.8290048536315487e-15,8.6060690316900716e-16,5.9439626786951353e-13,0.0,5.6938024597816876e-05,4.3712173283989992e-05,3.9257223122524038e-05,3.9261816558576522e-05,3.0843897308763691e-09,1.507768714070414e-09,5.6214184843437744e-08,2.8257387753166591e-06,4.4253070389543332e-10,1.0691034537517693e-10,3.1023788954608031e-13,1.3003351048624469e-10,9.3273180351725106e-10,3.2856587969260771e-13,0.0042680400611145404,6.2017831620440903e-16,2.5905747750514522e-16,0.00011114465043656164,1.4595912166825741e-05,1.112751111473106e-05,0.00027572051245093598
1.958472471344206e-11,0.351389290477627,76.950000000000003,0.0,0.0,0.0,0.55305026295614168,9.4999844373514701,0.00029314463719310688,0.0025487401413057864,0.0024537317055739866,1.4663208766928812e-05,1.6566017291416506e-10,0.0034934131837402412,0.095510216370531115,8.934747941637492e-07,5.8173923834197411e-14,4.2977747474111983e-10,2.6626314506130347e-09,0.33777729537196383,3.4703495919107375e-06,2.8414066889293063e-15,8.6049171191534707e-16,6.0778988057929305e-13,0.0,5.7707488371543423e-05,4.4096319203243589e-05,4.0008781159029504e-05,4.0013462991928275e-05,3.1436164099315623e-09,1.5368776567829321e-09,5.6563570714918788e-08,2.8648060329949901e-06,4.4866589571782488e-10,1.0841415030806445e-10,3.2486016134375224e-13,1.319088678596373e-10,9.5288324263098616e-10,3.4455586436087303e-13,0.0042951079994598901,6.2912394839083758e-16,2.627938662450261e-16,0.00011110732545013903,1.454774459330146e-05,1.1080823583387763e-05,0.00027758116652795169
1.990527283884433e-11,0.35138929602136615,76.950000000000003,0.0,0.0,0.0,0.54773128277511574,9.4999842940838555,0.00029664376747207789,0.0025702679664627416,0.0024729256452047169,1.4798577123848505e-05,1.670594110819511e-10,0.0034600484882376299,0.096659529874694922,9.0116152970353629e-07,5.87109760729145e-14,4.4275238607867332e-10,2.7413523401264858e-09,0.34187479518096597,3.5462655830758349e-06,2.8658518589069369e-15,8.6011263109479202e-16,6.3509461778249839e-13,0.0,5.9253844003220926e-05,4.4858410730661081e-05,4.1531536429327593e-05,4.1536397386500344e-05,3.2636238513804444e-09,1.5958650863419361e-09,5.7257327162277645e-08,2.9434349139606319e-06,4.6101423368457261e-10,1.1144130382159734e-10,3.5572182779680652e-13,1.3568488752535223e-10,9.9392259396129265e-10,3.7839569056874588e-13,0.0043488764120575684,6.4713594570178658e-16,2.7031706463407485e-16,0.00011101174003086115,1.4450865055955961e-05,1.0987840534794146e-05,0.00028127904164301667
