Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22)
1.788468838187677e-11,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99997229393425702,9.5,1.4438766835289467e-06,1.3131094529687767e-05,1.3131094529687767e-05
3.569978653670148e-11,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99994469720832435,9.5,2.8820481964538805e-06,2.6210371739582491e-05,2.6210371739582491e-05
5.351488469152619e-11,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99991710201372042,9.5,4.3201329099114051e-06,3.9288926684839481e-05,3.9288926684839481e-05
8.91450810011756e-11,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99986191621972975,9.5,7.1960419643582708e-06,6.5443869152923207e-05,6.5443869152923207e-05
9.999999999999999e-11,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99984510480713784,9.5,8.0721331731019118e-06,7.3411529844529612e-05,7.3411529844529612e-05
1.2121225767986007e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99981225424465336,9.5,9.7840633091407665e-06,8.8980846018733969e-05,8.8980846018733969e-05
1.5327943435854455e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99976259723483563,9.5,1.2371803502767321e-05,0.00011251548083081087,0.00011251548083081087
1.8534661103722902e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99971294519160481,9.5,1.4959262573264767e-05,0.00013604777291102463,0.00013604777291102463
2.174137877159135e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99966329811634436,9.5,1.7546440549846662e-05,0.00015957772155289189,0.00015957772155289189
2.8154814107328247e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99956401887469704,9.5,2.2719953326100733e-05,0.00020663058598839528,0.00020663058598839528
3.456824944306514e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99946475952094149,9.5,2.78923420650487e-05,0.00025367406849681695,0.00025367406849681695
4.0981684778802037e-10,0.2757801981371467,76.950000000000003,0.0,0.0,0.0,0.99936552006672952,9.5,3.3063607013247757e-05,0.00030070816312864846,0.00030070816312864846
