Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837)
2.5573477483135746e-06,0.20613800270997834,76.950000000000003,0.0,0.0,0.0,0.72024061003304274,9.4202773392193517,0.0071378081306909162,0.011551635483111352,0.0030062075397492265,0.0034448026456845985,1.1945089109915267e-08,1.0474126763285181e-09,0.0019718300867797019,8.0107830665283205e-05,9.3218261481075604e-11,0.074819644144650754,0.074536723990818857,0.0019689224081185556,0.098330432483064278,1.3687877487104509e-12,2.8305219400149358e-11,4.2699094964414515e-07,3.5214351089915247e-10,5.8084390745360225e-08,3.6877409089555602e-07,0.0011458795511890814,0.001947124586715758,8.8212093572767152e-07,6.1608288177460863e-07,1.1262052764632623e-19,1.4570608010060865e-05,2.2362433504847519e-08,7.8030112904763229e-09,2.0454455900272148e-05,3.0501286622891828e-06,1.0576248656191658e-10,0.0001996617846696617,4.4692681417927934e-05,5.2396117653567986e-11,1.3335297711655925e-11,2.0286987018245405e-10,4.7375105124475082e-11,1.7230514838125337e-14,4.243281644326522e-09,1.8389379201374968e-08,0.00017975717528465271,1.2922059985623809e-08,1.6767819175504438e-05,2.591044235477942e-06,0.00039977993963872984,5.4510534743951343e-13,0.0003509147859714938,3.6104383918713711e-09,0.00088413250045949723,2.5926762998092806e-05,1.8145310394370016e-10,0.00012168743464769659
2.572185252645618e-06,0.20613722238899052,76.950000000000003,0.0,0.0,0.0,0.71904941829158375,9.4199308323979132,0.007148190446896607,0.01153428442783609,0.0030009648643964941,0.0034386913255256791,1.1926753506651115e-08,1.0457703782260566e-09,0.001981473061212513,7.9984865853003227e-05,9.3052885768935035e-11,0.075156828345592674,0.074897068823487692,0.0019787387099268897,0.098802832110133312,1.3666866716267938e-12,2.8441111864175744e-11,4.29055731965742e-07,3.5373236507145736e-10,5.8374582301359894e-08,3.6813129495278939e-07,0.0011472716913306922,0.0019568761253989015,8.8316348998155775e-07,6.1681101433964359e-07,1.1318201111924098e-19,1.4583531333244588e-05,2.2381529186077131e-08,7.8096795364169827e-09,2.0515179964184101e-05,3.0529236515832266e-06,1.0589895177793456e-10,0.0002019027490432473,4.4982251689959758e-05,5.2442400378293926e-11,1.3347077094111071e-11,2.0416910003121077e-10,4.7680928734915016e-11,1.7307047713146994e-14,4.2834943970722983e-09,1.8563832849243911e-08,0.00018163430077451192,1.2938501011710228e-08,1.6869768221721172e-05,2.6034559128365118e-06,0.00040429819204881667,5.4559019767881237e-13,0.00035487066142306895,3.6135467524180785e-09,0.00089422127397263836,2.622522660139145e-05,1.8160932693234902e-10,0.00012309315247588105
2.587022756977661e-06,0.20613644473536485,76.950000000000003,0.0,0.0,0.0,0.71786216168127215,9.4195854327784847,0.0071583812009450715,0.011516983452391185,0.0029957411141564661,0.0034326023826913455,1.1908472107778063e-08,1.0441336103787786e-09,0.0019910992217588822,7.9862264548091389e-05,9.2888115611174434e-11,0.075492812867227546,0.075256269689251171,0.001988539709449259,0.099273743974483034,1.3645918057132304e-12,2.8576563924944611e-11,4.3111395900539053e-07,3.5531559052359563e-10,5.8664321238694078e-08,3.674908186049087e-07,0.0011486361949976508,0.0019666106823123157,8.8418479204713647e-07,6.1752430412312512e-07,1.1374261931743668e-19,1.4596240845100339e-05,2.2400297768140167e-08,7.816233539231974e-09,2.0574831715902533e-05,3.0556700392211345e-06,1.0603356300731245e-10,0.00020414879838181714,4.5271540118012829e-05,5.2487850559098023e-11,1.3358644586410481e-11,2.054670695364851e-10,4.7986454984726675e-11,1.738351453674082e-14,4.3238747380550605e-09,1.8739014312910615e-08,0.00018351275901152707,1.2954711970204769e-08,1.6971670815917643e-05,2.6158329639156018e-06,0.00040883676620131538,5.4606705750239752e-13,0.00035884416482729551,3.6165996400596601e-09,0.00090435583477065378,2.6525062981836781e-05,1.817627618998656e-10,0.00012450532329661795
2.6018602613097042e-06,0.20613566973647993,76.950000000000003,0.0,0.0,0.0,0.71667882022670726,9.4192411348656968,0.0071683822614178137,0.011499732645607847,0.0029905361234957633,0.0034265356220125926,1.1890244989900865e-08,1.0425023445040071e-09,0.0020007086228809689,7.9740027266035016e-05,9.2723945722311094e-11,0.075827603647197137,0.075614332084580155,0.0019983254561643702,0.099743175014099031,1.3625031597825119e-12,2.8711577739466422e-11,4.331656622600858e-07,3.5689321513398444e-10,5.8953609021371757e-08,3.6685264155262682e-07,0.0011499735132629732,0.0019763283185548091,8.8518519113892576e-07,6.1822299502053245e-07,1.1430235507031649e-19,1.4608741018203655e-05,2.2418746142174247e-08,7.8226757057867711e-09,2.0633424530116844e-05,3.0583688506666989e-06,1.0616635721446811e-10,0.00020639982931472883,4.5560544811464467e-05,5.2532485886312741e-11,1.3370004690911661e-11,2.0676377021120181e-10,4.8291681877104294e-11,1.7459914830084506e-14,4.3644224603645864e-09,1.8914922693483899e-08,0.00018539244470799137,1.2970697478397896e-08,1.7073526961083101e-05,2.62817556787279e-06,0.00041339559080449565,5.4653609417462394e-13,0.00036283523284892861,3.6195982308897291e-09,0.00091453602025322669,2.6826267303028389e-05,1.8191346795565648e-10,0.00012592392379676923
2.6166977656417474e-06,0.20613489737962182,76.950000000000003,0.0,0.0,0.0,0.71549937407493513,9.4188979331994425,0.0071781954805898197,0.011482532083256728,0.0029853497304676456,0.0034204908524659581,1.1872072220007976e-08,1.0408765525058413e-09,0.002010301318770421,7.9618154463138009e-05,9.2560370919057614e-11,0.076161206582590554,0.075971261476805094,0.0020080959993400973,0.10021113213616606,1.3604207416476082e-12,2.8846155450772362e-11,4.3521087305987425e-07,3.5846526659059295e-10,5.9242447107167167e-08,3.6621674393371845e-07,0.0011512840907730931,0.0019860290947018191,8.8616503140157342e-07,6.1890732738623836e-07,1.1486122119341993e-19,1.4621036230796774e-05,2.2436881050887797e-08,7.8290083911479461e-09,2.0690971732657139e-05,3.0610210896565811e-06,1.0629737060896556e-10,0.00020865573986894177,4.5849263948500461e-05,5.2576323679219105e-11,1.3381161815545415e-11,2.0805919387635797e-10,4.8596607487842547e-11,1.7536248123559565e-14,4.405137357686237e-09,1.9091557094666458e-08,0.00018727325418336937,1.2986462058188725e-08,1.7175336660585983e-05,2.6404839026029979e-06,0.00041797459490858219,5.4699747143250628e-13,0.00036684380246574581,3.6225436760197885e-09,0.00092476166861274966,2.7128834751951601e-05,1.8206150295325896e-10,0.00012734893077918664
2.646372774305834e-06,0.20613336054174738,76.950000000000003,0.0,0.0,0.0,0.71315208887302395,9.4182147969398819,0.0071972657241327048,0.011448281935064147,0.0029750321062209689,0.0034084665424163572,1.1835889899683854e-08,1.037641278511034e-09,0.0020294368102857447,7.937550346008515e-05,9.2234986450857918e-11,0.076824872309325984,0.076681742975945696,0.0020275916710998394,0.10114265210062839,1.3562746086482152e-12,2.9114011092810187e-11,4.3928194178237924e-07,3.6159275986059177e-10,5.9818779988308891e-08,3.649517096134687e-07,0.001153826770702397,0.0020053803064986084,8.8806438771372341e-07,6.2023386096740227e-07,1.1597635576716539e-19,1.464502883481359e-05,2.247223675429626e-08,7.8413544976207947e-09,2.0802982324876805e-05,3.0661897609456082e-06,1.0655419616265576e-10,0.00021318179881663901,4.6425838594216146e-05,5.2661674069134068e-11,1.3402884280901163e-11,2.1064617893145481e-10,4.9205547513935701e-11,1.7688711957777877e-14,4.4870678550406145e-09,1.9447000386428761e-08,0.00019103783763224855,1.3017346062371231e-08,1.7378816739143946e-05,2.6649984697790748e-06,0.00042719285950215484,5.4789788571842836e-13,0.00037491319593639113,3.6282796137677042e-09,0.00094534871063060096,2.7738039895574553e-05,1.8234978516621349e-10,0.00013021807197308562
2.6760477829699203e-06,0.2061318341219454,76.950000000000003,0.0,0.0,0.0,0.71082014968841389,9.4175359810178882,0.0072156064279196011,0.011414233374330094,0.0029647870129819419,0.0033965280029344875,1.1799925392811204e-08,1.0344275669386834e-09,0.0020485061244750911,7.9134313187877696e-05,9.1911922981207414e-11,0.077483856425075576,0.077387757339565086,0.0020470271146607964,0.10206835849632169,1.3521534348881698e-12,2.9380147781167942e-11,4.4332741245735483e-07,3.6469828808299841e-10,6.0393331419809354e-08,3.6369556501140976e-07,0.0011562676656030372,0.002024664792225522,8.8988551603246913e-07,6.215057591841919e-07,1.1708804534277652e-19,1.4668251868062255e-05,2.2506416031072325e-08,7.8532897246061903e-09,2.0910968957045826e-05,3.0711836647445305e-06,1.0680431470143499e-10,0.00021772618708143464,4.700125079562543e-05,5.2744032956525615e-11,1.3423845381137576e-11,2.13227965160092e-10,4.9813261057378083e-11,1.7840902663064133e-14,4.5696645914078015e-09,1.980533706915563e-08,0.00019480571163515265,1.3047398321425548e-08,1.7582111091035343e-05,2.6893780637360218e-06,0.00043649099915794777,5.4876954236222179e-13,0.0003830518472558637,3.6338161814848191e-09,0.00096611568205367388,2.8352640370673567e-05,1.8262804720996776e-10,0.00013311256359820005
2.7057227916340067e-06,0.2061303180216531,76.950000000000003,0.0,0.0,0.0,0.70850340208385965,9.4168614430079405,0.0072332318327557807,0.011380386590185322,0.0029546132731911958,0.0033846738436715215,1.176417876416011e-08,1.0312351991035388e-09,0.0020675096852315234,7.889458408078708e-05,9.1591142886866893e-11,0.078138204674236336,0.078089347247401825,0.0020664027165722396,0.10298830543590574,1.348057227787366e-12,2.9644582254772071e-11,4.4734752965834516e-07,3.6778206603251015e-10,6.0966112839319112e-08,3.6244816573866872e-07,0.0011586101063574437,0.0020438830185949041,8.9163099362237149e-07,6.2272482202869825e-07,1.1819631203058673e-19,1.46907371380947e-05,2.2539467864678841e-08,7.8648311803994562e-09,2.1015036056422199e-05,3.0760100891822285e-06,1.0704798991337833e-10,0.00022228813850588562,4.7575488302852401e-05,5.2823525973441885e-11,1.3444077090775008e-11,2.1580449754386851e-10,5.0419735178274761e-11,1.7992817101557267e-14,4.6529259374819266e-09,2.0166560064691377e-08,0.00019857610364859633,1.3076651752297629e-08,1.7785219766544484e-05,2.7136240630676096e-06,0.00044586845845130414,5.4961363087855147e-13,0.00039125926337179071,3.6391617356269608e-09,0.00098706131660889385,2.897259850372541e-05,1.8289670907308481e-10,0.0001360322242034843
2.735397800298093e-06,0.20612881214342532,76.950000000000003,0.0,0.0,0.0,0.70620169355841278,9.4161911410342576,0.007250155927745229,0.011346741610240595,0.0029445097567852075,0.0033729027296171658,1.1728649913319148e-08,1.0280639590701788e-09,0.0020864479122147603,7.8656315465514538e-05,9.1272610041720799e-11,0.078787962178635956,0.078786554904983569,0.0020857188600094888,0.10390254650745329,1.3439859758412719e-12,2.9907331061497137e-11,4.5134253524187195e-07,3.7084430555927897e-10,6.1537135584709004e-08,3.6120937323487963e-07,0.0011608573259141877,0.0020630354448206772,8.9330332156013449e-07,6.2389279628249363e-07,1.1930117774787585e-19,1.4712515109122431e-05,2.2571439162975209e-08,7.8759952483340217e-09,2.1115286887236993e-05,3.0806760126903816e-06,1.0728547460794182e-10,0.00022686690860741231,4.8148539824981313e-05,5.2900273396560863e-11,1.3463610021342813e-11,2.1837572536066321e-10,5.1024957948966434e-11,1.8144452363206791e-14,4.7368502732587744e-09,2.0530662335317793e-08,0.00020234826589967311,1.3105137909296969e-08,1.7988142825909114e-05,2.7377378270096911e-06,0.00045532468729652309,5.5043129053943593e-13,0.00039953495610521881,3.644324276875782e-09,0.0010081843603780747,2.9597876985595341e-05,1.8315617286318758e-10,0.00013897687414533166
2.7650728089621795e-06,0.2061273163910782,76.950000000000003,0.0,0.0,0.0,0.70391487352721216,9.4155250337625365,0.0072663924547964357,0.011313298315406417,0.002934475377963713,0.0033612133773622856,1.1693338589898558e-08,1.0249136336239157e-09,0.0021053212209070486,7.8419505662932393e-05,9.095628971600932e-11,0.079433173449674169,0.079479422044675868,0.0021049759247944262,0.10481113476878082,1.3399396503589417e-12,3.016841055886366e-11,4.5531266835339158e-07,3.738852156459646e-10,6.2106410894671541e-08,3.5997905437182918e-07,0.0011630124616078287,0.0020821225229287013,8.9490492655557556e-07,6.250113767884617e-07,1.2040266422011044e-19,1.4733614962761555e-05,2.2602374852301383e-08,7.8867976196431306e-09,2.1211823437250651e-05,3.0851881180758001e-06,1.0751701119460717e-10,0.00023146177418422795,4.8720394979515757e-05,5.2974390390697831e-11,1.3482473483353911e-11,2.2094160195835866e-10,5.1628918400690589e-11,1.829580575416903e-14,4.8214359879134749e-09,2.0897636883219921e-08,0.00020612147488728477,1.3132887044153405e-08,1.8190880338351821e-05,2.7617206958258198e-06,0.00046485914087175776,5.5122361264619227e-13,0.00040787844208028641,3.6493114663290484e-09,0.0010294835716222091,3.0228438866322206e-05,1.834068236206821e-10,0.00014194633556115327
2.794747817626266e-06,0.20612583066955895,76.950000000000003,0.0,0.0,0.0,0.70164279330002133,9.4148630803917079,0.0072819549130577121,0.01128005645305361,0.0029245090923012943,0.0033496045517565198,1.1658244407146942e-08,1.0217840122403873e-09,0.0021241300226691397,7.8184152079422076e-05,9.0642148485881842e-11,0.080073882400088281,0.080167989927550476,0.0021241742874184232,0.10571412274360792,1.3359182070236926e-12,3.0427836914975336e-11,4.5925816543795829e-07,3.7690500246302297e-10,6.2673949909394447e-08,3.5875708109872324e-07,0.0011650785574680073,0.0021011446980402772,8.9643816276293587e-07,6.2608220771582296e-07,1.2150079298225484e-19,1.4754064654901387e-05,2.2632317965509188e-08,7.8972533242078468e-09,2.1304746320981667e-05,3.0895528056868804e-06,1.0774283213280157e-10,0.00023607203290717228,4.9291044245483023e-05,5.3045987236919433e-11,1.3500695544361928e-11,2.2350208454482493e-10,5.2231606474086096e-11,1.8446874785834665e-14,4.9066814796822413e-09,2.1267476749971069e-08,0.00020989503087274052,1.315992816240888e-08,1.8393432381766189e-05,2.7855739911804801e-06,0.00047447127954463285,5.5199164265644329e-13,0.00041628924265460656,3.6541306406516281e-09,0.0010509577206069287,3.0864247549996853e-05,1.8364903008023329e-10,0.00014494043234327574
2.8540978349544387e-06,0.2061228889445838,76.950000000000003,0.0,0.0,0.0,0.69714226685119796,9.413551474770351,0.007311110429621002,0.01121417541308079,0.0029047768152411853,0.0033266237645127412,1.1588705302648497e-08,1.0155860528474998e-09,0.002161555730534006,7.7717799077443701e-05,9.0020275695367185e-11,0.081341966058437853,0.081532390623071022,0.0021623963956196269,0.10750350524306973,1.3279497191693437e-12,3.0941793934848606e-11,4.670761838753096e-07,3.8288201719926486e-10,6.3803863124961751e-08,3.5633768274010767e-07,0.0011689553519844268,0.0021389960866702133,8.9930859263345894e-07,6.2808695111411785e-07,1.2368706257066068e-19,1.4793119547862002e-05,2.2689389589852387e-08,7.9171817073434802e-09,2.1480146221949561e-05,3.0978641856297305e-06,1.0817820950986596e-10,0.00024533602252031382,5.0428691091242669e-05,5.3182038387212167e-11,1.3535321823198222e-11,2.286067147220997e-10,5.3433129537737644e-11,1.8748150786546871e-14,5.0791454322237186e-09,2.2015724800685499e-08,0.00021744050082875515,1.3211996436977663e-08,1.8797980416436566e-05,2.832897057127236e-06,0.0004939264792123033,5.5345879015481846e-13,0.00043331089633264565,3.6632927477815344e-09,0.0010944259719672738,3.215146068614493e-05,1.8410950750512888e-10,0.00015100183621347187
2.9134478522826116e-06,0.20611998623099348,76.950000000000003,0.0,0.0,0.0,0.69269896179689561,9.4122560081342943,0.0073377257710818102,0.011149094227143108,0.0028853053033873304,0.0033039513426211605,1.1520027222185674e-08,1.0094684493892398e-09,0.0021987282462194724,7.7257220395740919e-05,8.9406747441532048e-11,0.082592552889235629,0.082880077737973415,0.0022003881307554232,0.10927110341803109,1.3200798960620594e-12,3.144932771795753e-11,4.7479842858468239e-07,3.8877694479965496e-10,6.4926962406941962e-08,3.5395024372208637e-07,0.0011725102790218222,0.0021765930429921664,9.019320587643182e-07,6.2991921208305679e-07,1.2586015502975723e-19,1.4829880876687622e-05,2.274296345911457e-08,7.9358884680796609e-09,2.1642261075089533e-05,3.1056561582550342e-06,1.085932829021672e-10,0.00025465366101678171,5.1561419824326999e-05,5.3309219259493618e-11,1.3567690534064232e-11,2.3368934358793003e-10,5.4629463163795626e-11,1.9048264189114138e-14,5.2542294940914082e-09,2.2775351590788474e-08,0.00022497953425787645,1.3261551799013001e-08,1.9201787722127311e-05,2.8797172390905818e-06,0.00051368607045855475,5.5484025298397058e-13,0.00045059618025634896,3.671863323476866e-09,0.0011385795106298876,3.345923053118919e-05,1.8454025506282958e-10,0.00015715971108988658
2.9727978696107844e-06,0.2061171218087788,76.950000000000003,0.0,0.0,0.0,0.68831175469735006,9.4109763724926641,0.0073619006049878725,0.011084807170485416,0.0028660874473236367,0.0032815788601694169,1.1452203304629198e-08,1.0034296115099463e-09,0.0022356507174393593,7.6802370021604829e-05,8.8801335714535901e-11,0.083825973718686483,0.084211364636915378,0.0022381523870904033,0.11101731801886686,1.3123079514911568e-12,3.1950560904877271e-11,4.8242669529890733e-07,3.9459133844547343e-10,6.6043333396231459e-08,3.5159389252941933e-07,0.0011757645547361708,0.0022139389038333627,9.0432495724534762e-07,6.3159044184646116e-07,1.2802023590884952e-19,1.4864533296222599e-05,2.2793323621447094e-08,7.9534728138673292e-09,2.1791838938149773e-05,3.1129709442252436e-06,1.0898959448440861e-10,0.00026402003997334355,5.2689181103021383e-05,5.342825685175824e-11,1.3597986704687904e-11,2.3874974900793241e-10,5.5820555195034207e-11,1.9347201498209185e-14,5.4319211671385561e-09,2.3546302826209934e-08,0.00023250733793755575,1.3308786540683844e-08,1.9604855216874037e-05,2.9260444749466307e-06,0.0005337459162226035,5.5614293644998021e-13,0.0004681414292893444,3.6798907473635401e-09,0.0011834089148493542,3.4787276595008464e-05,1.8494370427260924e-10,0.00016341270889298648
3.032147886938957e-06,0.20611429497551614,76.950000000000003,0.0,0.0,0.0,0.68397955039675595,9.4097122676652027,0.0073837310947378332,0.011021307318065802,0.0028471165915156804,0.0032594984222898997,1.1385225475479476e-08,9.974679890192711e-10,0.0022723262307660368,7.6353193804989383e-05,8.8203826874902408e-11,0.085042550771410763,0.085526557410567555,0.0022756920077684063,0.11274254114769997,1.3046329602047725e-12,3.2445613227452886e-11,4.8996273806968985e-07,4.0032671091380351e-10,6.7153060221374693e-08,3.4926781333506062e-07,0.0011787381094097321,0.0022510369167541041,9.0650268555635329e-07,6.331113941871899e-07,1.3016746783318181e-19,1.4897246411680163e-05,2.2840730893503457e-08,7.9700258379408353e-09,2.1929600042657841e-05,3.119847299226131e-06,1.0936856347979637e-10,0.00027343054570131353,5.3811935673127998e-05,5.3539818295667588e-11,1.3626380126260569e-11,2.4378775405331906e-10,5.7006364123021241e-11,1.964495164151845e-14,5.6122080890927247e-09,2.4328524803397515e-08,0.00024001945088834194,1.3353877566397752e-08,2.0007183934472478e-05,2.971888435952904e-06,0.00055410195622450093,5.5737318298773602e-13,0.00048594304816734519,3.6874194216532958e-09,0.0012289049402716867,3.6135323622845982e-05,1.8532208675206629e-10,0.00016975950742880304
3.09149790426713e-06,0.2061115050451058,76.950000000000003,0.0,0.0,0.0,0.679701281315093,9.40846340105103,0.0074033100185650598,0.010958586766132407,0.0028283864834368583,0.0032377026062248085,1.1319084675490638e-08,9.9158207088654315e-10,0.0023087578131643321,7.5909630991751817e-05,8.7614020058707401e-11,0.086242597965812504,0.086825954999610822,0.0023130097856145782,0.11444715631110837,1.2970538841080587e-12,3.2934601562131461e-11,4.9740826997751162e-07,4.0598453596544325e-10,6.8256225522197276e-08,3.469712397549911e-07,0.001181449653891781,0.0022878902455602439,9.0847969452441588e-07,6.3449216173471433e-07,1.3230201054981511e-19,1.4928176048950352e-05,2.2885424825446503e-08,7.9856312056697997e-09,2.2056235834520241e-05,3.1263208078294471e-06,1.0973149633466734e-10,0.00028288084579948709,5.4929653361690368e-05,5.3644515944170767e-11,1.3653026648283532e-11,2.4880322249436043e-10,5.8186858026062067e-11,1.9941505733914565e-14,5.7950780309618435e-09,2.5121964398017708e-08,0.00024751172827209368,1.3396987668639161e-08,2.0408775014463862e-05,3.0172585360913718e-06,0.00057475020501220183,5.5853681967292509e-13,0.00050399750966943421,3.6944901089878291e-09,0.0012750585153542878,3.7503101461164723e-05,1.8567745119690978e-10,0.00017619880970532386
3.150847921595303e-06,0.20610875134802473,76.950000000000003,0.0,0.0,0.0,0.67547590673400582,9.40722948740191,0.0074207268853043106,0.010896636822522718,0.0028098912291718366,0.003216184409798855,1.1253771057158921e-08,9.8577038422639831e-10,0.0023449484334960471,7.5471615541378728e-05,8.7031725783221562e-11,0.087426421197557336,0.08810984932950533,0.0023501084639656906,0.11613153850118275,1.2895695947789265e-12,3.3417639987168407e-11,5.0476496390332684e-07,4.1156624967692528e-10,6.9352910474285673e-08,3.4470344939784246e-07,0.0011839167444674184,0.002324501975267501,9.1026953903587315e-07,6.3574221138294182e-07,1.3442402097512034e-19,1.4957465424882307e-05,2.2927625512440274e-08,8.0003657872828207e-09,2.2172408375686536e-05,3.1324241541297663e-06,1.1007959610240617e-10,0.00029236687572459138,5.6042312158803048e-05,5.3742912060206962e-11,1.3678069371886291e-11,2.5379605468869176e-10,5.9362013600143401e-11,2.0236856863498527e-14,5.9805188946098086e-09,2.592656905438507e-08,0.00025498032542455322,1.3438266706163745e-08,2.0809629695176576e-05,3.0621639410276705e-06,0.00059568675005985635,5.5963920199290475e-13,0.00052230135284043566,3.7011402435544511e-09,0.0013218607369078097,3.8890344927080491e-05,1.8601167901739592e-10,0.00018272934326833638
3.2101979389234757e-06,0.2061060332304834,76.950000000000003,0.0,0.0,0.0,0.6713024120866522,9.4060102486021133,0.0074360680460656883,0.010835448168517146,0.0027916252549273339,0.0031949372067908866,1.1189274151433005e-08,9.8003149328979262e-10,0.002380901003980473,7.5039077245009594e-05,8.6456764739242238e-11,0.088594318609552733,0.089378525452532359,0.0023869907375139283,0.11779605429919973,1.2821788925715058e-12,3.3894839842266571e-11,5.1203445334207581e-07,4.1707325170909632e-10,7.0443194813880058e-08,3.4246375914048008e-07,0.0011861558454611392,0.0023608751165415235,9.1188492691623327e-07,6.368704184285138e-07,1.365336532430422e-19,1.4985246217838296e-05,2.2967535249890113e-08,8.0143002360166644e-09,2.2278750083220978e-05,3.1381873690948915e-06,1.104139710617596e-10,0.00030188482556333849,5.7149897385841605e-05,5.3835523097081114e-11,1.370163973922185e-11,2.5876618385609197e-10,6.0531815281040304e-11,2.0530999896140705e-14,6.1685187104980537e-09,2.6742286775628431e-08,0.00026242168222095913,1.3477852684281113e-08,2.1209749306554778e-05,3.1066135766371608e-06,0.00061690774993484435,5.6068525388749139e-13,0.00054085118127816985,3.7074042154401607e-09,0.0013693028658010465,4.0296793682596555e-05,1.8632649862974379e-10,0.00018934985956210157
3.2695479562516485e-06,0.20610335005411481,76.950000000000003,0.0,0.0,0.0,0.66717980825455059,9.404805413455291,0.0074494168016936589,0.010775010994204262,0.002773583274096185,0.0031739547086848461,1.1125583007126772e-08,9.7436399846474282e-10,0.0024166183816090509,7.4611942660391715e-05,8.5888966756052913e-11,0.089746580848462765,0.090632261695734101,0.0024236592531608255,0.11944106199922042,1.2748805225915518e-12,3.4366309790226896e-11,5.1921833325007023e-07,4.2250690651240932e-10,7.152715686307845e-08,3.4025152108486095e-07,0.0011881823893601744,0.0023970126096424034,9.1333776585733688e-07,6.3788509934527245e-07,1.386310587539437e-19,1.5011639540572092e-05,2.3005340038195686e-08,8.027499513699097e-09,2.2375863772109101e-05,3.1436380552962963e-06,1.1073564256385885e-10,0.00031143112708174544,5.8252400947543488e-05,5.3922823588822116e-11,1.3723858523598905e-11,2.6371357272890921e-10,6.1696254454936632e-11,2.0823931300287987e-14,6.3590656355841472e-09,2.7569066114536865e-08,0.00026983250785465781,1.3515872739141091e-08,2.1609135261555529e-05,3.1506161370995289e-06,0.00063840943253438032,5.6167950413643409e-13,0.00055964366148697747,3.7133136288878206e-09,0.0014173763228323929,4.1722192113652587e-05,1.8662349843589266e-10,0.0001960591333149316
3.3288979735798213e-06,0.2061007011955215,76.950000000000003,0.0,0.0,0.0,0.66310713087154494,9.4036147174776286,0.0074608535065360604,0.010715315111451396,0.0027557602589799684,0.0031532309318155647,1.1062686307073794e-08,9.6876653528700802e-10,0.002452103369521052,7.419013589085695e-05,8.5328169912370587e-11,0.090883491309542624,0.091871329813528482,0.0024601166108820789,0.12106691174810247,1.267673188006674e-12,3.4832155880111875e-11,5.2631816091924988e-07,4.2786854447731778e-10,7.2604873555371561e-08,3.3806611908731847e-07,0.0011900108346026273,0.0024329173279500297,9.1463920848734213e-07,6.3879404326166279e-07,1.407163862240725e-19,1.5036756825423456e-05,2.3041210951331838e-08,8.0400233687734475e-09,2.2464322939224408e-05,3.148801591456869e-06,1.1104555219166518e-10,0.00032100244107022676,5.9349820658645576e-05,5.4005249689679136e-11,1.374483673031649e-11,2.6863821053628234e-10,6.2855328747723654e-11,2.1115648988790684e-14,6.5521479513499014e-09,2.840685616497232e-08,0.00027720976603837433,1.3552444035471451e-08,2.2007789048540371e-05,3.1941800926186149e-06,0.00066018809338084128,5.6262611946735419e-13,0.00057867552128734734,3.7188975372344728e-09,0.0014660726847398498,4.3166289213212826e-05,1.8690413863132132e-10,0.00020285596194582559
3.388247990907994e-06,0.20609808604586446,76.950000000000003,0.0,0.0,0.0,0.65908343963652483,9.4024379026967448,0.0074704556689358008,0.010656350049228649,0.0027381514162034145,0.0031327601687851417,1.1000572466005661e-08,9.6323777346309469e-10,0.0024873587183445772,7.3773579241731213e-05,8.4774219762856962e-11,0.092005326371383422,0.093095995143159471,0.0024963653646004878,0.1226739456973706,1.2605555612622857e-12,3.5292481611251181e-11,5.3333545686775033e-07,4.3315946303724767e-10,7.3676420461427186e-08,3.3590696574087944e-07,0.001191654721113658,0.002468592081153242,9.1579969565842151e-07,6.3960454219336041e-07,1.4278978173549225e-19,1.5060700633622288e-05,2.307530538784403e-08,8.0519267732529724e-09,2.2544672229051632e-05,3.1537013194486524e-06,1.11344568320031e-10,0.0003305956450189169,6.0442159634233737e-05,5.4083202409295645e-11,1.3764676420045755e-11,2.7354011027357173e-10,6.4009041381535341e-11,2.140615217546284e-14,6.7477540619356501e-09,2.9255606553747118e-08,0.00028455066065289633,1.3587674588896524e-08,2.2405712225465409e-05,3.2373136968184672e-06,0.00068224009396758781,5.6352893482522346e-13,0.00059794354827420715,3.7241826576473748e-09,0.0015153836803299503,4.462883846785629e-05,1.8716976199751705e-10,0.00020973916498948303
